ward,precinct,total,Fred G. Lebed (Dean),Fred G. Lebed (Dean) Percent,Marion Murphy (Dean),Marion Murphy (Dean) Percent,Joseph M. Burns (Dean),Joseph M. Burns (Dean) Percent,Patricia E. Bolivar (Dean),Patricia E. Bolivar (Dean) Percent,Rachel M. Ostendorf (Dean),Rachel M. Ostendorf (Dean) Percent,Marjorie D. Zamora (Kucinich),Marjorie D. Zamora (Kucinich) Percent,Michael Foerstel (Kucinich),Michael Foerstel (Kucinich) Percent,"Theresa M. """"Teri"""" Pluta (Kucinich)","Theresa M. """"Teri"""" Pluta (Kucinich) Percent",Carl J. Holmgren (Kucinich),Carl J. Holmgren (Kucinich) Percent,"Pamela M. """"Pam"""" Paxton (Kucinich)","Pamela M. """"Pam"""" Paxton (Kucinich) Percent",Timothy A. Prorok (Kucinich),Timothy A. Prorok (Kucinich) Percent,Alfredo A. Pedroza (Braun),Alfredo A. Pedroza (Braun) Percent,John Fitzgerald (Braun),John Fitzgerald (Braun) Percent,Robert K. Gorman (Braun),Robert K. Gorman (Braun) Percent,Elizabeth Pedroza (Braun),Elizabeth Pedroza (Braun) Percent,Thomas J. Dart (Edwards),Thomas J. Dart (Edwards) Percent,Terrie Pickerill (Edwards),Terrie Pickerill (Edwards) Percent,Paul D. Newman (Edwards),Paul D. Newman (Edwards) Percent,Dolores J. Foertsch (Edwards),Dolores J. Foertsch (Edwards) Percent,Alvan Hui Tong Leung (Edwards),Alvan Hui Tong Leung (Edwards) Percent,Angela V. Venegas (Edwards),Angela V. Venegas (Edwards) Percent,Michael B. Stillman (Clark),Michael B. Stillman (Clark) Percent,John D. Carr (Clark),John D. Carr (Clark) Percent,Ron Pratl (Clark),Ron Pratl (Clark) Percent,Hollie Bush (Clark),Hollie Bush (Clark) Percent,Mary Newman (Clark),Mary Newman (Clark) Percent,Lisa Forde (Clark),Lisa Forde (Clark) Percent,Lisa Benigno-Praznowski (Kerry),Lisa Benigno-Praznowski (Kerry) Percent,James M. Ryan (Kerry),James M. Ryan (Kerry) Percent,Nora E. Rowley (Kerry),Nora E. Rowley (Kerry) Percent,Martin Joyce (Kerry),Martin Joyce (Kerry) Percent,Virginia L. Reyes (Kerry),Virginia L. Reyes (Kerry) Percent,Matthew J. O'Shea (Kerry),Matthew J. O'Shea (Kerry) Percent,Lenore Goodfriend (Lieberman),Lenore Goodfriend (Lieberman) Percent,Christopher Jutton (Lieberman),Christopher Jutton (Lieberman) Percent,"John """"Jack"""" Neven (Lieberman)","John """"Jack"""" Neven (Lieberman) Percent",Mary Jo Noonan (Lieberman),Mary Jo Noonan (Lieberman) Percent,Diane Viverito (Lieberman),Diane Viverito (Lieberman) Percent,precinct_id
15,1,211,4,1.9,10,4.74,5,2.37,10,4.74,4,1.9,6,2.84,2,0.95,3,1.42,2,0.95,5,2.37,3,1.42,13,6.16,6,2.84,1,0.47,3,1.42,1,0.47,4,1.9,1,0.47,2,0.95,1,0.47,4,1.9,0,0.0,1,0.47,0,0.0,1,0.47,3,1.42,3,1.42,14,6.64,20,9.48,20,9.48,14,6.64,19,9.0,13,6.16,0,0.0,0,0.0,0,0.0,2,0.95,5,2.37,15001
15,10,249,6,2.41,6,2.41,6,2.41,16,6.43,5,2.01,6,2.41,4,1.61,2,0.8,4,1.61,5,2.01,4,1.61,12,4.82,1,0.4,1,0.4,5,2.01,4,1.61,3,1.2,3,1.2,3,1.2,3,1.2,9,3.61,0,0.0,1,0.4,1,0.4,0,0.0,1,0.4,3,1.2,20,8.03,21,8.43,20,8.03,15,6.02,26,10.44,17,6.83,1,0.4,1,0.4,4,1.61,2,0.8,4,1.61,15010
15,13,210,2,0.95,12,5.71,6,2.86,7,3.33,2,0.95,3,1.43,0,0.0,1,0.48,1,0.48,5,2.38,1,0.48,7,3.33,8,3.81,3,1.43,5,2.38,3,1.43,1,0.48,1,0.48,2,0.95,1,0.48,7,3.33,3,1.43,2,0.95,2,0.95,1,0.48,3,1.43,1,0.48,13,6.19,21,10.0,17,8.1,22,10.48,19,9.05,12,5.71,3,1.43,1,0.48,2,0.95,2,0.95,3,1.43,15013
15,14,411,11,2.68,17,4.14,14,3.41,24,5.84,13,3.16,10,2.43,4,0.97,7,1.7,4,0.97,14,3.41,3,0.73,28,6.81,5,1.22,1,0.24,10,2.43,4,0.97,3,0.73,5,1.22,4,0.97,4,0.97,13,3.16,1,0.24,2,0.49,0,0.0,3,0.73,2,0.49,1,0.24,23,5.6,28,6.81,33,8.03,26,6.33,39,9.49,23,5.6,6,1.46,2,0.49,4,0.97,1,0.24,2,0.49,15014
15,15,187,9,4.81,14,7.49,8,4.28,11,5.88,6,3.21,2,1.07,0,0.0,4,2.14,1,0.53,4,2.14,0,0.0,12,6.42,8,4.28,2,1.07,7,3.74,1,0.53,1,0.53,1,0.53,4,2.14,0,0.0,7,3.74,2,1.07,0,0.0,1,0.53,1,0.53,2,1.07,4,2.14,7,3.74,12,6.42,10,5.35,10,5.35,17,9.09,11,5.88,2,1.07,1,0.53,0,0.0,1,0.53,0,0.0,15015
15,16,218,5,2.29,6,2.75,4,1.83,10,4.59,4,1.83,3,1.38,3,1.38,3,1.38,2,0.92,2,0.92,2,0.92,11,5.05,5,2.29,1,0.46,10,4.59,6,2.75,5,2.29,7,3.21,5,2.29,5,2.29,13,5.96,0,0.0,2,0.92,2,0.92,1,0.46,2,0.92,1,0.46,14,6.42,16,7.34,14,6.42,12,5.5,22,10.09,9,4.13,1,0.46,2,0.92,0,0.0,3,1.38,3,1.38,15016
15,25,217,7,3.23,13,5.99,3,1.38,10,4.61,3,1.38,5,2.3,3,1.38,4,1.84,2,0.92,4,1.84,3,1.38,6,2.76,8,3.69,2,0.92,9,4.15,0,0.0,1,0.46,1,0.46,4,1.84,1,0.46,5,2.3,1,0.46,2,0.92,2,0.92,0,0.0,1,0.46,2,0.92,12,5.53,16,7.37,23,10.6,18,8.29,15,6.91,15,6.91,2,0.92,3,1.38,1,0.46,3,1.38,1,0.46,15025
15,28,604,9,1.49,13,2.15,11,1.82,26,4.3,8,1.32,15,2.48,3,0.5,10,1.66,5,0.83,10,1.66,3,0.5,39,6.46,21,3.48,6,0.99,23,3.81,13,2.15,9,1.49,8,1.32,12,1.99,9,1.49,26,4.3,3,0.5,8,1.32,2,0.33,1,0.17,4,0.66,3,0.5,34,5.63,34,5.63,37,6.13,45,7.45,58,9.6,26,4.3,8,1.32,5,0.83,8,1.32,12,1.99,17,2.81,15028
15,32,416,8,1.92,14,3.37,10,2.4,14,3.37,1,0.24,3,0.72,1,0.24,6,1.44,6,1.44,9,2.16,2,0.48,17,4.09,22,5.29,7,1.68,11,2.64,3,0.72,1,0.24,7,1.68,2,0.48,3,0.72,9,2.16,4,0.96,2,0.48,0,0.0,1,0.24,0,0.0,3,0.72,39,9.38,33,7.93,39,9.38,40,9.62,44,10.58,31,7.45,5,1.2,3,0.72,1,0.24,2,0.48,5,1.2,15032
15,44,273,8,2.93,8,2.93,10,3.66,11,4.03,2,0.73,5,1.83,3,1.1,5,1.83,2,0.73,4,1.47,2,0.73,22,8.06,10,3.66,4,1.47,7,2.56,4,1.47,4,1.47,1,0.37,0,0.0,0,0.0,5,1.83,3,1.1,5,1.83,2,0.73,3,1.1,1,0.37,3,1.1,15,5.49,19,6.96,22,8.06,18,6.59,28,10.26,17,6.23,2,0.73,2,0.73,2,0.73,0,0.0,4,1.47,15044
15,49,91,3,3.3,4,4.4,4,4.4,2,2.2,2,2.2,1,1.1,0,0.0,2,2.2,0,0.0,0,0.0,1,1.1,4,4.4,2,2.2,1,1.1,0,0.0,1,1.1,1,1.1,4,4.4,0,0.0,1,1.1,3,3.3,2,2.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,5.49,12,13.19,5,5.49,6,6.59,8,8.79,7,7.69,0,0.0,1,1.1,2,2.2,2,2.2,0,0.0,15049
16,1,116,4,3.45,3,2.59,13,11.21,4,3.45,2,1.72,4,3.45,1,0.86,1,0.86,1,0.86,6,5.17,0,0.0,3,2.59,8,6.9,2,1.72,1,0.86,3,2.59,4,3.45,2,1.72,1,0.86,1,0.86,2,1.72,1,0.86,1,0.86,0,0.0,0,0.0,1,0.86,1,0.86,4,3.45,6,5.17,5,4.31,8,6.9,7,6.03,6,5.17,0,0.0,3,2.59,2,1.72,0,0.0,2,1.72,16001
16,4,266,6,2.26,12,4.51,7,2.63,16,6.02,6,2.26,4,1.5,3,1.13,4,1.5,0,0.0,6,2.26,0,0.0,9,3.38,10,3.76,4,1.5,8,3.01,4,1.5,2,0.75,4,1.5,5,1.88,2,0.75,4,1.5,4,1.5,1,0.38,1,0.38,3,1.13,2,0.75,1,0.38,16,6.02,23,8.65,16,6.02,21,7.89,22,8.27,13,4.89,8,3.01,4,1.5,2,0.75,1,0.38,2,0.75,16004
16,6,146,6,4.11,4,2.74,6,4.11,4,2.74,3,2.05,1,0.68,0,0.0,2,1.37,0,0.0,2,1.37,0,0.0,4,2.74,7,4.79,7,4.79,3,2.05,2,1.37,2,1.37,1,0.68,1,0.68,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.68,0,0.0,12,8.22,15,10.27,16,10.96,16,10.96,13,8.9,11,7.53,3,2.05,0,0.0,1,0.68,0,0.0,0,0.0,16006
16,7,303,3,0.99,14,4.62,7,2.31,8,2.64,1,0.33,1,0.33,1,0.33,3,0.99,1,0.33,4,1.32,2,0.66,9,2.97,16,5.28,8,2.64,12,3.96,2,0.66,1,0.33,3,0.99,4,1.32,1,0.33,5,1.65,5,1.65,6,1.98,0,0.0,0,0.0,1,0.33,2,0.66,27,8.91,32,10.56,32,10.56,28,9.24,27,8.91,21,6.93,2,0.66,1,0.33,3,0.99,3,0.99,4,1.32,16007
16,11,268,4,1.49,11,4.1,6,2.24,13,4.85,8,2.99,4,1.49,1,0.37,5,1.87,1,0.37,7,2.61,2,0.75,13,4.85,11,4.1,4,1.49,6,2.24,1,0.37,1,0.37,5,1.87,3,1.12,1,0.37,3,1.12,3,1.12,4,1.49,1,0.37,3,1.12,2,0.75,5,1.87,16,5.97,20,7.46,21,7.84,28,10.45,22,8.21,18,6.72,2,0.75,2,0.75,1,0.37,2,0.75,1,0.37,16011
16,13,154,2,1.3,3,1.95,8,5.19,5,3.25,1,0.65,4,2.6,0,0.0,2,1.3,0,0.0,3,1.95,1,0.65,7,4.55,4,2.6,0,0.0,3,1.95,3,1.95,4,2.6,4,2.6,4,2.6,3,1.95,4,2.6,1,0.65,1,0.65,0,0.0,2,1.3,0,0.0,2,1.3,10,6.49,11,7.14,13,8.44,11,7.14,17,11.04,10,6.49,1,0.65,1,0.65,3,1.95,2,1.3,1,0.65,16013
16,17,370,10,2.7,13,3.51,10,2.7,23,6.22,8,2.16,11,2.97,2,0.54,8,2.16,0,0.0,4,1.08,0,0.0,17,4.59,7,1.89,1,0.27,11,2.97,9,2.43,9,2.43,8,2.16,7,1.89,7,1.89,11,2.97,1,0.27,1,0.27,0,0.0,2,0.54,1,0.27,3,0.81,32,8.65,26,7.03,25,6.76,28,7.57,42,11.35,18,4.86,0,0.0,0,0.0,1,0.27,1,0.27,3,0.81,16017
16,23,257,9,3.5,6,2.33,9,3.5,17,6.61,6,2.33,3,1.17,1,0.39,3,1.17,1,0.39,6,2.33,2,0.78,13,5.06,11,4.28,5,1.95,11,4.28,3,1.17,3,1.17,4,1.56,1,0.39,2,0.78,3,1.17,2,0.78,3,1.17,0,0.0,0,0.0,2,0.78,2,0.78,18,7.0,17,6.61,21,8.17,17,6.61,21,8.17,19,7.39,2,0.78,1,0.39,0,0.0,0,0.0,3,1.17,16023
16,32,81,1,1.23,2,2.47,3,3.7,2,2.47,0,0.0,4,4.94,1,1.23,2,2.47,2,2.47,2,2.47,1,1.23,3,3.7,1,1.23,1,1.23,1,1.23,3,3.7,2,2.47,3,3.7,2,2.47,2,2.47,2,2.47,0,0.0,1,1.23,1,1.23,0,0.0,0,0.0,0,0.0,4,4.94,8,9.88,8,9.88,5,6.17,7,8.64,5,6.17,0,0.0,0,0.0,0,0.0,1,1.23,0,0.0,16032
16,35,264,5,1.89,10,3.79,4,1.52,14,5.3,5,1.89,7,2.65,1,0.38,4,1.52,2,0.76,2,0.76,1,0.38,19,7.2,7,2.65,0,0.0,12,4.55,2,0.76,1,0.38,2,0.76,3,1.14,1,0.38,10,3.79,1,0.38,4,1.52,0,0.0,0,0.0,2,0.76,1,0.38,20,7.58,20,7.58,21,7.95,20,7.58,36,13.64,16,6.06,3,1.14,1,0.38,1,0.38,0,0.0,1,0.38,16035
16,39,136,6,4.41,10,7.35,5,3.68,7,5.15,3,2.21,2,1.47,0,0.0,2,1.47,1,0.74,0,0.0,1,0.74,6,4.41,2,1.47,1,0.74,4,2.94,1,0.74,1,0.74,1,0.74,2,1.47,1,0.74,3,2.21,1,0.74,0,0.0,0,0.0,1,0.74,1,0.74,0,0.0,8,5.88,10,7.35,12,8.82,11,8.09,15,11.03,9,6.62,1,0.74,0,0.0,1,0.74,1,0.74,1,0.74,16039
16,42,146,4,2.74,7,4.79,6,4.11,10,6.85,3,2.05,3,2.05,1,0.68,3,2.05,1,0.68,6,4.11,1,0.68,11,7.53,4,2.74,0,0.0,6,4.11,1,0.68,0,0.0,1,0.68,2,1.37,0,0.0,4,2.74,2,1.37,1,0.68,1,0.68,0,0.0,1,0.68,0,0.0,10,6.85,10,6.85,12,8.22,6,4.11,15,10.27,3,2.05,3,2.05,2,1.37,1,0.68,1,0.68,1,0.68,16042
16,47,10,2,20.0,1,10.0,1,10.0,1,10.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,10.0,0,0.0,0,0.0,0,0.0,1,10.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,10.0,0,0.0,0,0.0,1,10.0,0,0.0,0,0.0,16047
18,3,522,9,1.72,17,3.26,7,1.34,8,1.53,8,1.53,13,2.49,12,2.3,11,2.11,9,1.72,12,2.3,8,1.53,2,0.38,8,1.53,3,0.57,2,0.38,17,3.26,15,2.87,12,2.3,11,2.11,8,1.53,11,2.11,2,0.38,2,0.38,1,0.19,4,0.77,1,0.19,1,0.19,50,9.58,56,10.73,46,8.81,45,8.62,44,8.43,43,8.24,4,0.77,2,0.38,2,0.38,2,0.38,4,0.77,18003
18,6,447,8,1.79,16,3.58,11,2.46,12,2.68,6,1.34,7,1.57,4,0.89,4,0.89,7,1.57,5,1.12,7,1.57,10,2.24,14,3.13,6,1.34,9,2.01,14,3.13,6,1.34,13,2.91,10,2.24,10,2.24,14,3.13,3,0.67,6,1.34,6,1.34,5,1.12,5,1.12,7,1.57,37,8.28,38,8.5,28,6.26,31,6.94,28,6.26,27,6.04,2,0.45,2,0.45,2,0.45,4,0.89,6,1.34,18006
18,15,309,13,4.21,14,4.53,13,4.21,13,4.21,13,4.21,5,1.62,6,1.94,8,2.59,7,2.27,8,2.59,4,1.29,4,1.29,6,1.94,3,0.97,3,0.97,6,1.94,5,1.62,7,2.27,5,1.62,4,1.29,5,1.62,0,0.0,1,0.32,0,0.0,0,0.0,0,0.0,0,0.0,19,6.15,23,7.44,21,6.8,28,9.06,24,7.77,19,6.15,2,0.65,2,0.65,2,0.65,2,0.65,2,0.65,18015
18,28,764,13,1.7,39,5.1,20,2.62,15,1.96,13,1.7,13,1.7,6,0.79,13,1.7,5,0.65,13,1.7,10,1.31,5,0.65,24,3.14,5,0.65,11,1.44,10,1.31,8,1.05,13,1.7,8,1.05,9,1.18,10,1.31,4,0.52,10,1.31,6,0.79,4,0.52,2,0.26,7,0.92,60,7.85,77,10.08,64,8.38,66,8.64,70,9.16,74,9.69,3,0.39,2,0.26,8,1.05,8,1.05,11,1.44,18028
18,41,599,14,2.34,35,5.84,18,3.01,14,2.34,14,2.34,9,1.5,7,1.17,9,1.5,6,1.0,7,1.17,9,1.5,6,1.0,13,2.17,6,1.0,4,0.67,16,2.67,15,2.5,9,1.5,9,1.5,7,1.17,7,1.17,5,0.83,4,0.67,1,0.17,2,0.33,3,0.5,1,0.17,54,9.02,60,10.02,50,8.35,51,8.51,51,8.51,46,7.68,5,0.83,3,0.5,5,0.83,7,1.17,3,0.5,18041
18,43,475,8,1.68,18,3.79,15,3.16,16,3.37,4,0.84,7,1.47,2,0.42,3,0.63,2,0.42,6,1.26,1,0.21,11,2.32,9,1.89,5,1.05,13,2.74,6,1.26,8,1.68,9,1.89,5,1.05,4,0.84,9,1.89,3,0.63,8,1.68,4,0.84,5,1.05,7,1.47,7,1.47,33,6.95,40,8.42,46,9.68,43,9.05,52,10.95,38,8.0,5,1.05,6,1.26,2,0.42,3,0.63,3,0.63,18043
18,48,476,9,1.89,31,6.51,16,3.36,13,2.73,8,1.68,5,1.05,0,0.0,3,0.63,0,0.0,2,0.42,2,0.42,10,2.1,15,3.15,4,0.84,4,0.84,12,2.52,9,1.89,10,2.1,11,2.31,8,1.68,10,2.1,5,1.05,3,0.63,2,0.42,2,0.42,4,0.84,2,0.42,36,7.56,50,10.5,40,8.4,44,9.24,37,7.77,42,8.82,1,0.21,5,1.05,3,0.63,4,0.84,2,0.42,18048
18,55,663,8,1.21,21,3.17,21,3.17,18,2.71,13,1.96,10,1.51,6,0.9,11,1.66,3,0.45,12,1.81,3,0.45,9,1.36,21,3.17,6,0.9,9,1.36,13,1.96,10,1.51,14,2.11,8,1.21,10,1.51,10,1.51,4,0.6,6,0.9,3,0.45,4,0.6,7,1.06,4,0.6,61,9.2,64,9.65,54,8.14,60,9.05,50,7.54,53,7.99,5,0.75,4,0.6,8,1.21,8,1.21,10,1.51,18055
18,56,488,8,1.64,30,6.15,13,2.66,17,3.48,7,1.43,11,2.25,3,0.61,6,1.23,4,0.82,8,1.64,3,0.61,17,3.48,21,4.3,5,1.02,17,3.48,9,1.84,11,2.25,12,2.46,13,2.66,8,1.64,17,3.48,7,1.43,6,1.23,2,0.41,1,0.2,4,0.82,5,1.02,25,5.12,42,8.61,33,6.76,31,6.35,33,6.76,27,5.53,5,1.02,8,1.64,3,0.61,6,1.23,2,0.41,18056
18,57,386,10,2.59,19,4.92,13,3.37,20,5.18,8,2.07,11,2.85,2,0.52,9,2.33,4,1.04,12,3.11,8,2.07,14,3.63,12,3.11,2,0.52,12,3.11,2,0.52,0,0.0,3,0.78,4,1.04,4,1.04,5,1.3,1,0.26,4,1.04,0,0.0,4,1.04,2,0.52,3,0.78,22,5.7,28,7.25,32,8.29,33,8.55,35,9.07,23,5.96,3,0.78,2,0.52,1,0.26,2,0.52,4,1.04,18057
18,64,497,12,2.41,19,3.82,10,2.01,16,3.22,4,0.8,8,1.61,2,0.4,9,1.81,3,0.6,9,1.81,3,0.6,19,3.82,18,3.62,8,1.61,16,3.22,8,1.61,3,0.6,9,1.81,7,1.41,6,1.21,9,1.81,2,0.4,3,0.6,0,0.0,2,0.4,2,0.4,2,0.4,36,7.24,48,9.66,48,9.66,41,8.25,50,10.06,38,7.65,4,0.8,2,0.4,3,0.6,1,0.2,9,1.81,18064
19,1,1421,26,1.83,62,4.36,33,2.32,23,1.62,23,1.62,14,0.99,9,0.63,18,1.27,8,0.56,12,0.84,9,0.63,3,0.21,33,2.32,13,0.91,6,0.42,66,4.64,21,1.48,34,2.39,21,1.48,19,1.34,15,1.06,8,0.56,13,0.91,6,0.42,14,0.99,10,0.7,7,0.49,102,7.18,168,11.82,119,8.37,164,11.54,105,7.39,163,11.47,5,0.35,3,0.21,9,0.63,16,1.13,9,0.63,19001
19,2,992,14,1.41,33,3.33,17,1.71,16,1.61,8,0.81,14,1.41,10,1.01,19,1.92,10,1.01,13,1.31,9,0.91,14,1.41,28,2.82,13,1.31,16,1.61,35,3.53,13,1.31,19,1.92,13,1.31,14,1.41,13,1.31,2,0.2,8,0.81,4,0.4,7,0.71,2,0.2,5,0.5,83,8.37,113,11.39,91,9.17,116,11.69,90,9.07,95,9.58,4,0.4,3,0.3,4,0.4,8,0.81,3,0.3,19002
19,3,879,12,1.37,25,2.84,15,1.71,14,1.59,12,1.37,10,1.14,10,1.14,12,1.37,5,0.57,12,1.37,7,0.8,3,0.34,23,2.62,9,1.02,2,0.23,55,6.26,23,2.62,23,2.62,24,2.73,21,2.39,19,2.16,4,0.46,5,0.57,4,0.46,6,0.68,5,0.57,6,0.68,61,6.94,95,10.81,65,7.39,90,10.24,59,6.71,83,9.44,6,0.68,5,0.57,10,1.14,14,1.59,9,1.02,19003
19,4,644,21,3.26,30,4.66,25,3.88,17,2.64,15,2.33,7,1.09,7,1.09,9,1.4,6,0.93,7,1.09,6,0.93,2,0.31,8,1.24,3,0.47,1,0.16,20,3.11,7,1.09,12,1.86,10,1.55,9,1.4,9,1.4,1,0.16,4,0.62,4,0.62,4,0.62,1,0.16,4,0.62,52,8.07,71,11.02,50,7.76,69,10.71,48,7.45,62,9.63,5,0.78,6,0.93,5,0.78,8,1.24,4,0.62,19004
19,5,1147,21,1.83,38,3.31,21,1.83,22,1.92,18,1.57,14,1.22,11,0.96,18,1.57,9,0.78,16,1.39,9,0.78,22,1.92,27,2.35,22,1.92,21,1.83,26,2.27,14,1.22,15,1.31,14,1.22,13,1.13,13,1.13,4,0.35,5,0.44,6,0.52,5,0.44,8,0.7,4,0.35,99,8.63,126,10.99,110,9.59,133,11.6,105,9.15,108,9.42,7,0.61,3,0.26,5,0.44,8,0.7,7,0.61,19005
19,6,617,6,0.97,17,2.76,10,1.62,10,1.62,14,2.27,4,0.65,3,0.49,11,1.78,7,1.13,8,1.3,4,0.65,1,0.16,8,1.3,2,0.32,0,0.0,33,5.35,17,2.76,19,3.08,19,3.08,14,2.27,15,2.43,1,0.16,2,0.32,1,0.16,3,0.49,2,0.32,3,0.49,55,8.91,70,11.35,52,8.43,74,11.99,47,7.62,67,10.86,1,0.16,2,0.32,3,0.49,2,0.32,2,0.32,19006
19,7,864,10,1.16,22,2.55,18,2.08,10,1.16,5,0.58,12,1.39,6,0.69,10,1.16,3,0.35,10,1.16,3,0.35,2,0.23,19,2.2,5,0.58,4,0.46,41,4.75,9,1.04,12,1.39,8,0.93,12,1.39,11,1.27,4,0.46,6,0.69,7,0.81,6,0.69,6,0.69,7,0.81,67,7.75,106,12.27,79,9.14,108,12.5,72,8.33,118,13.66,5,0.58,3,0.35,4,0.46,9,1.04,6,0.69,19007
19,8,696,5,0.72,20,2.87,5,0.72,10,1.44,6,0.86,4,0.57,5,0.72,5,0.72,2,0.29,7,1.01,3,0.43,2,0.29,18,2.59,1,0.14,3,0.43,40,5.75,3,0.43,4,0.57,4,0.57,2,0.29,4,0.57,4,0.57,7,1.01,4,0.57,4,0.57,3,0.43,4,0.57,60,8.62,101,14.51,56,8.05,96,13.79,44,6.32,94,13.51,8,1.15,9,1.29,15,2.16,11,1.58,9,1.29,19008
19,9,550,10,1.82,24,4.36,21,3.82,15,2.73,9,1.64,7,1.27,8,1.45,11,2.0,9,1.64,9,1.64,7,1.27,0,0.0,2,0.36,3,0.55,1,0.18,17,3.09,8,1.45,8,1.45,8,1.45,6,1.09,8,1.45,3,0.55,5,0.91,1,0.18,2,0.36,2,0.36,2,0.36,50,9.09,65,11.82,45,8.18,58,10.55,42,7.64,51,9.27,3,0.55,3,0.55,3,0.55,4,0.73,1,0.18,19009
19,10,1421,24,1.69,41,2.89,34,2.39,22,1.55,20,1.41,16,1.13,14,0.99,18,1.27,14,0.99,22,1.55,15,1.06,8,0.56,15,1.06,10,0.7,7,0.49,37,2.6,21,1.48,24,1.69,23,1.62,21,1.48,19,1.34,5,0.35,6,0.42,4,0.28,5,0.35,6,0.42,7,0.49,133,9.36,157,11.05,148,10.42,160,11.26,143,10.06,155,10.91,8,0.56,4,0.28,5,0.35,10,0.7,9,0.63,19010
19,11,855,15,1.75,28,3.27,21,2.46,14,1.64,18,2.11,8,0.94,11,1.29,12,1.4,8,0.94,7,0.82,6,0.7,4,0.47,15,1.75,8,0.94,3,0.35,51,5.96,23,2.69,24,2.81,24,2.81,20,2.34,19,2.22,4,0.47,6,0.7,8,0.94,4,0.47,5,0.58,5,0.58,66,7.72,88,10.29,67,7.84,81,9.47,62,7.25,80,9.36,4,0.47,4,0.47,6,0.7,3,0.35,5,0.58,19011
19,12,829,17,2.05,26,3.14,21,2.53,16,1.93,15,1.81,11,1.33,11,1.33,14,1.69,11,1.33,15,1.81,6,0.72,0,0.0,6,0.72,1,0.12,2,0.24,40,4.83,19,2.29,26,3.14,17,2.05,19,2.29,19,2.29,3,0.36,5,0.6,5,0.6,5,0.6,5,0.6,4,0.48,48,5.79,94,11.34,62,7.48,104,12.55,53,6.39,90,10.86,3,0.36,4,0.48,5,0.6,3,0.36,7,0.84,19012
19,13,648,19,2.93,30,4.63,18,2.78,13,2.01,14,2.16,10,1.54,3,0.46,6,0.93,4,0.62,8,1.23,5,0.77,16,2.47,20,3.09,12,1.85,8,1.23,12,1.85,4,0.62,8,1.23,6,0.93,6,0.93,4,0.62,2,0.31,5,0.77,1,0.15,1,0.15,4,0.62,3,0.46,59,9.1,70,10.8,68,10.49,72,11.11,56,8.64,59,9.1,3,0.46,1,0.15,0,0.0,1,0.15,1,0.15,19013
19,14,501,7,1.4,23,4.59,13,2.59,8,1.6,10,2.0,6,1.2,5,1.0,3,0.6,3,0.6,3,0.6,3,0.6,1,0.2,7,1.4,4,0.8,3,0.6,20,3.99,9,1.8,12,2.4,8,1.6,6,1.2,8,1.6,1,0.2,2,0.4,1,0.2,1,0.2,2,0.4,1,0.2,40,7.98,58,11.58,45,8.98,52,10.38,44,8.78,57,11.38,4,0.8,4,0.8,4,0.8,11,2.2,4,0.8,19014
19,15,415,7,1.69,18,4.34,14,3.37,10,2.41,10,2.41,4,0.96,3,0.72,3,0.72,3,0.72,4,0.96,2,0.48,1,0.24,6,1.45,0,0.0,0,0.0,14,3.37,5,1.2,5,1.2,8,1.93,7,1.69,6,1.45,0,0.0,0,0.0,0,0.0,3,0.72,1,0.24,1,0.24,38,9.16,56,13.49,38,9.16,47,11.33,35,8.43,39,9.4,2,0.48,2,0.48,3,0.72,5,1.2,3,0.72,19015
19,16,985,22,2.23,36,3.65,21,2.13,16,1.62,16,1.62,8,0.81,7,0.71,13,1.32,7,0.71,11,1.12,9,0.91,2,0.2,5,0.51,1,0.1,1,0.1,38,3.86,16,1.62,17,1.73,19,1.93,14,1.42,15,1.52,4,0.41,4,0.41,3,0.3,2,0.2,6,0.61,7,0.71,68,6.9,143,14.52,80,8.12,134,13.6,66,6.7,130,13.2,2,0.2,4,0.41,3,0.3,6,0.61,7,0.71,19016
19,17,1390,21,1.51,35,2.52,24,1.73,21,1.51,20,1.44,7,0.5,6,0.43,10,0.72,5,0.36,11,0.79,9,0.65,0,0.0,22,1.58,10,0.72,1,0.07,57,4.1,15,1.08,21,1.51,23,1.65,18,1.29,18,1.29,12,0.86,13,0.94,12,0.86,10,0.72,12,0.86,11,0.79,126,9.06,176,12.66,135,9.71,175,12.59,126,9.06,165,11.87,7,0.5,6,0.43,7,0.5,10,0.72,8,0.58,19017
19,18,1179,19,1.61,25,2.12,23,1.95,19,1.61,18,1.53,13,1.1,10,0.85,16,1.36,11,0.93,14,1.19,8,0.68,8,0.68,11,0.93,8,0.68,5,0.42,39,3.31,13,1.1,15,1.27,15,1.27,14,1.19,13,1.1,3,0.25,4,0.34,3,0.25,2,0.17,5,0.42,2,0.17,116,9.84,149,12.64,123,10.43,144,12.21,117,9.92,145,12.3,3,0.25,3,0.25,6,0.51,9,0.76,8,0.68,19018
