ward,precinct,total,Patrick Dennis Riley,Patrick Dennis Riley Percent,Jeanne Marie Reynolds,Jeanne Marie Reynolds Percent,Michelle Jordan,Michelle Jordan Percent,Kathleen Ann Panozzo,Kathleen Ann Panozzo Percent,William Burnett Raines,William Burnett Raines Percent,precinct_id
27,1,47,10,21.28,5,10.64,20,42.55,7,14.89,5,10.64,27001
27,2,136,19,13.97,29,21.32,62,45.59,6,4.41,20,14.71,27002
27,3,113,17,15.04,22,19.47,56,49.56,7,6.19,11,9.73,27003
27,4,109,18,16.51,9,8.26,57,52.29,5,4.59,20,18.35,27004
27,5,24,1,4.17,3,12.5,15,62.5,2,8.33,3,12.5,27005
27,6,88,16,18.18,16,18.18,34,38.64,9,10.23,13,14.77,27006
27,7,74,13,17.57,13,17.57,28,37.84,13,17.57,7,9.46,27007
27,8,47,2,4.26,4,8.51,29,61.7,3,6.38,9,19.15,27008
27,9,224,13,5.8,18,8.04,174,77.68,5,2.23,14,6.25,27009
27,10,202,27,13.37,28,13.86,104,51.49,11,5.45,32,15.84,27010
27,11,91,10,10.99,13,14.29,55,60.44,3,3.3,10,10.99,27011
27,12,29,4,13.79,5,17.24,12,41.38,7,24.14,1,3.45,27012
27,13,21,4,19.05,1,4.76,10,47.62,2,9.52,4,19.05,27013
27,14,57,11,19.3,6,10.53,31,54.39,0,0.0,9,15.79,27014
27,15,83,11,13.25,12,14.46,44,53.01,2,2.41,14,16.87,27015
27,16,29,5,17.24,1,3.45,13,44.83,8,27.59,2,6.9,27016
27,17,53,13,24.53,7,13.21,16,30.19,12,22.64,5,9.43,27017
27,18,41,7,17.07,4,9.76,17,41.46,7,17.07,6,14.63,27018
27,19,151,30,19.87,17,11.26,73,48.34,8,5.3,23,15.23,27019
27,20,184,22,11.96,18,9.78,115,62.5,7,3.8,22,11.96,27020
27,21,71,8,11.27,4,5.63,52,73.24,1,1.41,6,8.45,27021
27,22,107,19,17.76,19,17.76,43,40.19,5,4.67,21,19.63,27022
27,23,45,6,13.33,5,11.11,19,42.22,4,8.89,11,24.44,27023
27,24,115,18,15.65,11,9.57,69,60.0,4,3.48,13,11.3,27024
27,25,95,20,21.05,7,7.37,45,47.37,3,3.16,20,21.05,27025
27,26,100,22,22.0,10,10.0,43,43.0,8,8.0,17,17.0,27026
27,27,50,12,24.0,3,6.0,24,48.0,1,2.0,10,20.0,27027
27,28,108,22,20.37,10,9.26,59,54.63,7,6.48,10,9.26,27028
27,29,101,23,22.77,11,10.89,45,44.55,3,2.97,19,18.81,27029
27,30,82,8,9.76,13,15.85,50,60.98,5,6.1,6,7.32,27030
27,31,137,20,14.6,18,13.14,69,50.36,6,4.38,24,17.52,27031
27,32,93,23,24.73,15,16.13,27,29.03,17,18.28,11,11.83,27032
27,33,105,9,8.57,21,20.0,57,54.29,7,6.67,11,10.48,27033
27,34,70,14,20.0,6,8.57,36,51.43,5,7.14,9,12.86,27034
27,35,168,25,14.88,20,11.9,53,31.55,43,25.6,27,16.07,27035
27,36,128,18,14.06,20,15.63,70,54.69,4,3.13,16,12.5,27036
27,37,37,5,13.51,5,13.51,20,54.05,3,8.11,4,10.81,27037
27,38,105,21,20.0,14,13.33,34,32.38,27,25.71,9,8.57,27038
27,39,76,11,14.47,4,5.26,47,61.84,3,3.95,11,14.47,27039
27,40,86,9,10.47,7,8.14,58,67.44,2,2.33,10,11.63,27040
27,41,104,11,10.58,13,12.5,30,28.85,44,42.31,6,5.77,27041
27,42,64,9,14.06,7,10.94,36,56.25,4,6.25,8,12.5,27042
27,43,96,13,13.54,10,10.42,47,48.96,6,6.25,20,20.83,27043
27,44,96,23,23.96,7,7.29,48,50.0,5,5.21,13,13.54,27044
27,45,133,17,12.78,11,8.27,90,67.67,0,0.0,15,11.28,27045
27,46,125,15,12.0,8,6.4,89,71.2,4,3.2,9,7.2,27046
27,47,91,10,10.99,13,14.29,43,47.25,7,7.69,18,19.78,27047
27,48,104,22,21.15,15,14.42,40,38.46,8,7.69,19,18.27,27048
27,49,113,18,15.93,13,11.5,57,50.44,3,2.65,22,19.47,27049
27,50,130,20,15.38,15,11.54,56,43.08,30,23.08,9,6.92,27050
27,51,102,13,12.75,7,6.86,65,63.73,8,7.84,9,8.82,27051
27,52,36,3,8.33,2,5.56,28,77.78,0,0.0,3,8.33,27052
27,53,54,10,18.52,9,16.67,28,51.85,3,5.56,4,7.41,27053
27,54,102,15,14.71,15,14.71,46,45.1,16,15.69,10,9.8,27054
27,55,30,3,10.0,1,3.33,13,43.33,13,43.33,0,0.0,27055
27,56,64,11,17.19,5,7.81,23,35.94,18,28.13,7,10.94,27056
27,57,57,13,22.81,9,15.79,22,38.6,6,10.53,7,12.28,27057
27,58,103,15,14.56,13,12.62,57,55.34,6,5.83,12,11.65,27058
27,59,133,18,13.53,14,10.53,72,54.14,15,11.28,14,10.53,27059
27,60,158,21,13.29,20,12.66,94,59.49,7,4.43,16,10.13,27060
27,61,22,3,13.64,4,18.18,10,45.45,0,0.0,5,22.73,27061
27,62,106,15,14.15,8,7.55,65,61.32,4,3.77,14,13.21,27062
27,63,160,23,14.38,17,10.63,97,60.63,8,5.0,15,9.38,27063
27,64,104,21,20.19,17,16.35,39,37.5,7,6.73,20,19.23,27064
27,65,24,3,12.5,2,8.33,14,58.33,1,4.17,4,16.67,27065
27,66,65,4,6.15,3,4.62,50,76.92,3,4.62,5,7.69,27066
28,1,120,23,19.17,17,14.17,68,56.67,4,3.33,8,6.67,28001
28,2,87,15,17.24,16,18.39,44,50.57,5,5.75,7,8.05,28002
28,3,75,18,24.0,11,14.67,36,48.0,3,4.0,7,9.33,28003
28,4,158,36,22.78,19,12.03,80,50.63,6,3.8,17,10.76,28004
28,5,110,17,15.45,8,7.27,71,64.55,5,4.55,9,8.18,28005
28,6,62,6,9.68,4,6.45,39,62.9,1,1.61,12,19.35,28006
28,7,118,19,16.1,20,16.95,53,44.92,6,5.08,20,16.95,28007
28,8,80,10,12.5,12,15.0,43,53.75,2,2.5,13,16.25,28008
28,9,76,16,21.05,11,14.47,39,51.32,3,3.95,7,9.21,28009
28,10,32,9,28.13,6,18.75,16,50.0,0,0.0,1,3.13,28010
28,11,114,25,21.93,18,15.79,56,49.12,4,3.51,11,9.65,28011
28,12,120,22,18.33,8,6.67,72,60.0,1,0.83,17,14.17,28012
28,13,98,23,23.47,13,13.27,48,48.98,4,4.08,10,10.2,28013
28,14,77,18,23.38,13,16.88,34,44.16,2,2.6,10,12.99,28014
28,15,70,10,14.29,14,20.0,39,55.71,0,0.0,7,10.0,28015
28,16,126,35,27.78,17,13.49,54,42.86,4,3.17,16,12.7,28016
28,17,132,25,18.94,17,12.88,71,53.79,5,3.79,14,10.61,28017
28,18,168,27,16.07,25,14.88,97,57.74,4,2.38,15,8.93,28018
28,19,147,36,24.49,12,8.16,87,59.18,2,1.36,10,6.8,28019
28,20,151,19,12.58,27,17.88,76,50.33,7,4.64,22,14.57,28020
28,21,126,28,22.22,19,15.08,64,50.79,5,3.97,10,7.94,28021
28,22,117,8,6.84,17,14.53,77,65.81,6,5.13,9,7.69,28022
28,23,138,24,17.39,17,12.32,71,51.45,3,2.17,23,16.67,28023
28,24,82,15,18.29,18,21.95,42,51.22,2,2.44,5,6.1,28024
28,25,103,15,14.56,14,13.59,58,56.31,6,5.83,10,9.71,28025
28,26,112,18,16.07,17,15.18,66,58.93,1,0.89,10,8.93,28026
28,27,80,18,22.5,13,16.25,39,48.75,3,3.75,7,8.75,28027
28,28,111,17,15.32,16,14.41,54,48.65,3,2.7,21,18.92,28028
28,29,82,20,24.39,20,24.39,16,19.51,16,19.51,10,12.2,28029
28,30,93,20,21.51,15,16.13,44,47.31,3,3.23,11,11.83,28030
28,31,105,27,25.71,23,21.9,35,33.33,5,4.76,15,14.29,28031
28,32,124,29,23.39,13,10.48,65,52.42,3,2.42,14,11.29,28032
28,33,99,19,19.19,19,19.19,50,50.51,1,1.01,10,10.1,28033
28,34,11,6,54.55,2,18.18,1,9.09,1,9.09,1,9.09,28034
28,35,78,14,17.95,9,11.54,42,53.85,1,1.28,12,15.38,28035
28,36,113,31,27.43,23,20.35,46,40.71,1,0.88,12,10.62,28036
28,37,142,19,13.38,13,9.15,81,57.04,3,2.11,26,18.31,28037
28,38,38,9,23.68,6,15.79,7,18.42,11,28.95,5,13.16,28038
28,39,22,1,4.55,3,13.64,14,63.64,3,13.64,1,4.55,28039
28,40,118,24,20.34,17,14.41,62,52.54,5,4.24,10,8.47,28040
28,41,52,12,23.08,4,7.69,29,55.77,2,3.85,5,9.62,28041
28,42,114,27,23.68,13,11.4,57,50.0,4,3.51,13,11.4,28042
28,43,88,17,19.32,8,9.09,51,57.95,2,2.27,10,11.36,28043
28,44,81,16,19.75,7,8.64,47,58.02,4,4.94,7,8.64,28044
28,45,93,21,22.58,9,9.68,47,50.54,7,7.53,9,9.68,28045
28,46,102,14,13.73,10,9.8,70,68.63,1,0.98,7,6.86,28046
28,47,89,19,21.35,6,6.74,47,52.81,1,1.12,16,17.98,28047
28,48,58,10,17.24,14,24.14,25,43.1,2,3.45,7,12.07,28048
28,49,77,20,25.97,4,5.19,41,53.25,3,3.9,9,11.69,28049
28,50,64,8,12.5,9,14.06,33,51.56,5,7.81,9,14.06,28050
28,51,104,16,15.38,11,10.58,64,61.54,5,4.81,8,7.69,28051
28,52,105,27,25.71,21,20.0,45,42.86,3,2.86,9,8.57,28052
28,53,46,15,32.61,4,8.7,16,34.78,8,17.39,3,6.52,28053
28,54,92,23,25.0,13,14.13,38,41.3,5,5.43,13,14.13,28054
28,55,98,14,14.29,15,15.31,53,54.08,4,4.08,12,12.24,28055
28,56,96,15,15.63,13,13.54,56,58.33,1,1.04,11,11.46,28056
28,57,84,18,21.43,16,19.05,32,38.1,9,10.71,9,10.71,28057
28,58,66,15,22.73,11,16.67,32,48.48,2,3.03,6,9.09,28058
28,59,84,13,15.48,12,14.29,50,59.52,0,0.0,9,10.71,28059
28,60,88,24,27.27,9,10.23,46,52.27,4,4.55,5,5.68,28060
28,61,70,12,17.14,13,18.57,31,44.29,5,7.14,9,12.86,28061
28,62,120,31,25.83,10,8.33,65,54.17,0,0.0,14,11.67,28062
28,63,125,25,20.0,22,17.6,55,44.0,5,4.0,18,14.4,28063
28,64,80,14,17.5,8,10.0,52,65.0,0,0.0,6,7.5,28064
28,65,110,20,18.18,9,8.18,61,55.45,6,5.45,14,12.73,28065
28,66,112,32,28.57,12,10.71,50,44.64,4,3.57,14,12.5,28066
28,67,72,19,26.39,9,12.5,33,45.83,3,4.17,8,11.11,28067
28,68,125,28,22.4,10,8.0,75,60.0,4,3.2,8,6.4,28068
28,69,40,8,20.0,10,25.0,16,40.0,4,10.0,2,5.0,28069
28,70,72,12,16.67,13,18.06,39,54.17,0,0.0,8,11.11,28070
28,71,100,27,27.0,13,13.0,44,44.0,5,5.0,11,11.0,28071
28,72,71,11,15.49,8,11.27,37,52.11,4,5.63,11,15.49,28072
28,73,44,9,20.45,6,13.64,15,34.09,9,20.45,5,11.36,28073
29,1,182,25,13.74,21,11.54,117,64.29,0,0.0,19,10.44,29001
29,2,89,26,29.21,17,19.1,25,28.09,12,13.48,9,10.11,29002
29,3,247,36,14.57,26,10.53,159,64.37,5,2.02,21,8.5,29003
29,4,171,29,16.96,27,15.79,91,53.22,2,1.17,22,12.87,29004
29,5,165,25,15.15,10,6.06,110,66.67,2,1.21,18,10.91,29005
29,6,41,12,29.27,7,17.07,10,24.39,6,14.63,6,14.63,29006
29,7,75,15,20.0,10,13.33,35,46.67,10,13.33,5,6.67,29007
29,8,132,21,15.91,13,9.85,77,58.33,7,5.3,14,10.61,29008
29,9,51,10,19.61,4,7.84,28,54.9,7,13.73,2,3.92,29009
29,10,198,17,8.59,10,5.05,159,80.3,3,1.52,9,4.55,29010
29,11,218,30,13.76,29,13.3,138,63.3,3,1.38,18,8.26,29011
29,12,230,31,13.48,41,17.83,128,55.65,14,6.09,16,6.96,29012
29,13,144,24,16.67,27,18.75,75,52.08,2,1.39,16,11.11,29013
29,14,228,31,13.6,29,12.72,131,57.46,9,3.95,28,12.28,29014
29,15,204,32,15.69,37,18.14,108,52.94,2,0.98,25,12.25,29015
29,16,234,27,11.54,12,5.13,182,77.78,2,0.85,11,4.7,29016
29,17,148,15,10.14,26,17.57,89,60.14,6,4.05,12,8.11,29017
29,18,159,19,11.95,14,8.81,108,67.92,2,1.26,16,10.06,29018
29,19,141,15,10.64,19,13.48,93,65.96,1,0.71,13,9.22,29019
29,20,153,35,22.88,19,12.42,74,48.37,7,4.58,18,11.76,29020
29,21,127,34,26.77,13,10.24,68,53.54,3,2.36,9,7.09,29021
29,22,127,29,22.83,17,13.39,49,38.58,22,17.32,10,7.87,29022
29,23,185,36,19.46,21,11.35,101,54.59,12,6.49,15,8.11,29023
29,24,49,15,30.61,5,10.2,21,42.86,3,6.12,5,10.2,29024
29,25,217,12,5.53,16,7.37,179,82.49,4,1.84,6,2.76,29025
29,26,193,19,9.84,14,7.25,141,73.06,3,1.55,16,8.29,29026
29,27,136,25,18.38,19,13.97,82,60.29,2,1.47,8,5.88,29027
29,28,237,41,17.3,35,14.77,137,57.81,4,1.69,20,8.44,29028
29,29,146,14,9.59,14,9.59,98,67.12,4,2.74,16,10.96,29029
29,30,33,9,27.27,5,15.15,11,33.33,8,24.24,0,0.0,29030
29,31,172,29,16.86,26,15.12,93,54.07,4,2.33,20,11.63,29031
29,32,87,18,20.69,10,11.49,27,31.03,22,25.29,10,11.49,29032
29,33,158,30,18.99,38,24.05,66,41.77,5,3.16,19,12.03,29033
29,34,103,20,19.42,12,11.65,48,46.6,16,15.53,7,6.8,29034
29,35,150,18,12.0,19,12.67,91,60.67,7,4.67,15,10.0,29035
29,36,198,20,10.1,11,5.56,152,76.77,3,1.52,12,6.06,29036
29,37,176,18,10.23,26,14.77,108,61.36,4,2.27,20,11.36,29037
29,38,174,31,17.82,20,11.49,102,58.62,5,2.87,16,9.2,29038
29,39,111,23,20.72,14,12.61,60,54.05,8,7.21,6,5.41,29039
29,40,200,30,15.0,20,10.0,129,64.5,7,3.5,14,7.0,29040
29,41,206,34,16.5,26,12.62,120,58.25,6,2.91,20,9.71,29041
29,42,197,29,14.72,31,15.74,113,57.36,6,3.05,18,9.14,29042
29,43,251,30,11.95,29,11.55,159,63.35,11,4.38,22,8.76,29043
29,44,160,19,11.88,24,15.0,90,56.25,9,5.63,18,11.25,29044
29,45,149,25,16.78,17,11.41,88,59.06,4,2.68,15,10.07,29045
29,46,132,10,7.58,13,9.85,87,65.91,5,3.79,17,12.88,29046
29,47,273,42,15.38,37,13.55,159,58.24,10,3.66,25,9.16,29047
29,48,121,14,11.57,16,13.22,77,63.64,3,2.48,11,9.09,29048
29,49,171,22,12.87,22,12.87,107,62.57,7,4.09,13,7.6,29049
29,50,172,26,15.12,13,7.56,108,62.79,10,5.81,15,8.72,29050
29,51,153,34,22.22,19,12.42,82,53.59,3,1.96,15,9.8,29051
29,52,109,22,20.18,12,11.01,43,39.45,20,18.35,12,11.01,29052
29,53,107,18,16.82,20,18.69,36,33.64,18,16.82,15,14.02,29053
29,54,91,16,17.58,11,12.09,48,52.75,12,13.19,4,4.4,29054
30,1,94,32,34.04,10,10.64,26,27.66,16,17.02,10,10.64,30001
30,2,65,14,21.54,13,20.0,25,38.46,10,15.38,3,4.62,30002
30,3,120,30,25.0,11,9.17,39,32.5,29,24.17,11,9.17,30003
30,4,88,15,17.05,19,21.59,34,38.64,10,11.36,10,11.36,30004
30,5,44,11,25.0,8,18.18,18,40.91,3,6.82,4,9.09,30005
30,6,51,14,27.45,3,5.88,22,43.14,4,7.84,8,15.69,30006
30,7,100,21,21.0,14,14.0,48,48.0,12,12.0,5,5.0,30007
30,8,112,27,24.11,11,9.82,46,41.07,19,16.96,9,8.04,30008
30,9,144,44,30.56,24,16.67,42,29.17,23,15.97,11,7.64,30009
30,10,113,34,30.09,18,15.93,33,29.2,19,16.81,9,7.96,30010
30,11,62,15,24.19,16,25.81,23,37.1,6,9.68,2,3.23,30011
30,12,62,12,19.35,9,14.52,18,29.03,18,29.03,5,8.06,30012
30,13,51,5,9.8,10,19.61,23,45.1,7,13.73,6,11.76,30013
30,14,32,13,40.63,4,12.5,9,28.13,5,15.63,1,3.13,30014
30,15,101,22,21.78,6,5.94,46,45.54,22,21.78,5,4.95,30015
30,16,60,12,20.0,6,10.0,28,46.67,6,10.0,8,13.33,30016
30,17,141,37,26.24,23,16.31,38,26.95,27,19.15,16,11.35,30017
30,18,18,6,33.33,2,11.11,5,27.78,4,22.22,1,5.56,30018
30,19,51,15,29.41,6,11.76,17,33.33,6,11.76,7,13.73,30019
30,20,72,14,19.44,15,20.83,22,30.56,11,15.28,10,13.89,30020
30,21,66,13,19.7,13,19.7,15,22.73,19,28.79,6,9.09,30021
30,22,101,18,17.82,20,19.8,34,33.66,16,15.84,13,12.87,30022
30,23,79,30,37.97,11,13.92,22,27.85,8,10.13,8,10.13,30023
30,24,59,9,15.25,12,20.34,20,33.9,10,16.95,8,13.56,30024
30,25,70,17,24.29,15,21.43,18,25.71,14,20.0,6,8.57,30025
30,26,60,10,16.67,9,15.0,27,45.0,6,10.0,8,13.33,30026
30,27,100,20,20.0,18,18.0,39,39.0,11,11.0,12,12.0,30027
30,28,82,20,24.39,17,20.73,32,39.02,7,8.54,6,7.32,30028
30,29,41,9,21.95,8,19.51,11,26.83,4,9.76,9,21.95,30029
30,30,106,27,25.47,16,15.09,36,33.96,22,20.75,5,4.72,30030
30,31,60,18,30.0,6,10.0,23,38.33,11,18.33,2,3.33,30031
30,32,41,13,31.71,5,12.2,18,43.9,3,7.32,2,4.88,30032
30,33,76,21,27.63,14,18.42,18,23.68,14,18.42,9,11.84,30033
30,34,109,40,36.7,9,8.26,32,29.36,17,15.6,11,10.09,30034
30,35,70,22,31.43,12,17.14,14,20.0,14,20.0,8,11.43,30035
30,36,91,23,25.27,19,20.88,30,32.97,16,17.58,3,3.3,30036
30,37,52,15,28.85,6,11.54,12,23.08,5,9.62,14,26.92,30037
30,38,130,37,28.46,17,13.08,46,35.38,26,20.0,4,3.08,30038
30,39,79,31,39.24,15,18.99,17,21.52,13,16.46,3,3.8,30039
30,40,84,23,27.38,20,23.81,22,26.19,10,11.9,9,10.71,30040
30,41,79,19,24.05,13,16.46,32,40.51,6,7.59,9,11.39,30041
31,1,42,12,28.57,6,14.29,12,28.57,10,23.81,2,4.76,31001
31,2,67,19,28.36,7,10.45,26,38.81,8,11.94,7,10.45,31002
31,3,66,15,22.73,11,16.67,18,27.27,9,13.64,13,19.7,31003
31,4,85,24,28.24,15,17.65,27,31.76,10,11.76,9,10.59,31004
31,5,75,17,22.67,15,20.0,21,28.0,18,24.0,4,5.33,31005
31,6,119,32,26.89,18,15.13,29,24.37,23,19.33,17,14.29,31006
31,7,59,19,32.2,13,22.03,16,27.12,5,8.47,6,10.17,31007
31,8,58,12,20.69,10,17.24,19,32.76,12,20.69,5,8.62,31008
31,9,97,24,24.74,14,14.43,33,34.02,15,15.46,11,11.34,31009
31,10,30,10,33.33,6,20.0,8,26.67,1,3.33,5,16.67,31010
31,11,58,20,34.48,14,24.14,10,17.24,9,15.52,5,8.62,31011
31,12,57,17,29.82,12,21.05,16,28.07,5,8.77,7,12.28,31012
31,13,66,12,18.18,15,22.73,15,22.73,15,22.73,9,13.64,31013
31,14,59,14,23.73,10,16.95,20,33.9,6,10.17,9,15.25,31014
31,15,41,12,29.27,6,14.63,14,34.15,7,17.07,2,4.88,31015
31,16,43,10,23.26,7,16.28,14,32.56,10,23.26,2,4.65,31016
31,17,52,11,21.15,10,19.23,10,19.23,14,26.92,7,13.46,31017
31,18,79,28,35.44,19,24.05,19,24.05,9,11.39,4,5.06,31018
31,19,69,13,18.84,15,21.74,31,44.93,7,10.14,3,4.35,31019
31,20,51,13,25.49,8,15.69,15,29.41,6,11.76,9,17.65,31020
31,21,80,18,22.5,13,16.25,22,27.5,15,18.75,12,15.0,31021
31,22,57,26,45.61,7,12.28,12,21.05,10,17.54,2,3.51,31022
31,23,59,18,30.51,16,27.12,14,23.73,6,10.17,5,8.47,31023
31,24,68,17,25.0,12,17.65,22,32.35,10,14.71,7,10.29,31024
31,25,49,17,34.69,7,14.29,10,20.41,9,18.37,6,12.24,31025
31,26,33,9,27.27,5,15.15,9,27.27,6,18.18,4,12.12,31026
31,27,43,13,30.23,8,18.6,9,20.93,10,23.26,3,6.98,31027
31,28,76,16,21.05,16,21.05,27,35.53,13,17.11,4,5.26,31028
31,29,66,14,21.21,9,13.64,21,31.82,17,25.76,5,7.58,31029
31,30,75,24,32.0,15,20.0,19,25.33,9,12.0,8,10.67,31030
31,31,107,29,27.1,25,23.36,27,25.23,18,16.82,8,7.48,31031
31,32,82,18,21.95,19,23.17,28,34.15,11,13.41,6,7.32,31032
31,33,79,22,27.85,11,13.92,25,31.65,12,15.19,9,11.39,31033
31,34,55,12,21.82,6,10.91,19,34.55,11,20.0,7,12.73,31034
31,35,51,11,21.57,16,31.37,17,33.33,4,7.84,3,5.88,31035
31,36,82,22,26.83,19,23.17,25,30.49,8,9.76,8,9.76,31036
31,37,84,25,29.76,16,19.05,28,33.33,6,7.14,9,10.71,31037
31,38,51,15,29.41,7,13.73,14,27.45,10,19.61,5,9.8,31038
31,39,49,11,22.45,5,10.2,24,48.98,2,4.08,7,14.29,31039
31,40,66,19,28.79,10,15.15,15,22.73,14,21.21,8,12.12,31040
31,41,58,15,25.86,9,15.52,17,29.31,11,18.97,6,10.34,31041
31,42,82,18,21.95,11,13.41,23,28.05,18,21.95,12,14.63,31042
31,43,66,23,34.85,11,16.67,16,24.24,9,13.64,7,10.61,31043
31,44,57,17,29.82,8,14.04,20,35.09,6,10.53,6,10.53,31044
31,45,49,15,30.61,7,14.29,11,22.45,9,18.37,7,14.29,31045
31,46,76,15,19.74,28,36.84,21,27.63,6,7.89,6,7.89,31046
31,47,99,26,26.26,20,20.2,28,28.28,12,12.12,13,13.13,31047
31,48,59,11,18.64,8,13.56,22,37.29,13,22.03,5,8.47,31048
31,49,45,15,33.33,7,15.56,10,22.22,9,20.0,4,8.89,31049
31,50,86,22,25.58,20,23.26,24,27.91,11,12.79,9,10.47,31050
31,51,62,18,29.03,10,16.13,16,25.81,11,17.74,7,11.29,31051
32,1,136,19,13.97,21,15.44,63,46.32,27,19.85,6,4.41,32001
32,2,119,15,12.61,19,15.97,49,41.18,26,21.85,10,8.4,32002
32,3,107,13,12.15,13,12.15,69,64.49,8,7.48,4,3.74,32003
32,4,142,15,10.56,24,16.9,72,50.7,24,16.9,7,4.93,32004
32,5,78,13,16.67,14,17.95,31,39.74,13,16.67,7,8.97,32005
32,6,106,23,21.7,16,15.09,34,32.08,25,23.58,8,7.55,32006
32,7,54,15,27.78,10,18.52,13,24.07,13,24.07,3,5.56,32007
32,8,104,18,17.31,12,11.54,48,46.15,21,20.19,5,4.81,32008
32,9,160,21,13.13,19,11.88,82,51.25,29,18.13,9,5.63,32009
32,10,68,7,10.29,11,16.18,29,42.65,16,23.53,5,7.35,32010
32,11,62,18,29.03,6,9.68,19,30.65,14,22.58,5,8.06,32011
32,12,83,13,15.66,12,14.46,34,40.96,21,25.3,3,3.61,32012
32,13,46,2,4.35,3,6.52,31,67.39,7,15.22,3,6.52,32013
32,14,95,16,16.84,16,16.84,42,44.21,15,15.79,6,6.32,32014
32,15,102,24,23.53,24,23.53,30,29.41,16,15.69,8,7.84,32015
32,16,115,17,14.78,13,11.3,61,53.04,20,17.39,4,3.48,32016
32,17,112,15,13.39,16,14.29,45,40.18,26,23.21,10,8.93,32017
32,18,82,12,14.63,10,12.2,35,42.68,16,19.51,9,10.98,32018
32,19,111,27,24.32,18,16.22,39,35.14,21,18.92,6,5.41,32019
32,20,107,11,10.28,14,13.08,49,45.79,27,25.23,6,5.61,32020
32,21,87,16,18.39,21,24.14,28,32.18,19,21.84,3,3.45,32021
32,22,133,26,19.55,20,15.04,51,38.35,27,20.3,9,6.77,32022
32,23,120,29,24.17,18,15.0,45,37.5,19,15.83,9,7.5,32023
32,24,81,13,16.05,10,12.35,40,49.38,17,20.99,1,1.23,32024
32,25,85,18,21.18,11,12.94,39,45.88,13,15.29,4,4.71,32025
32,26,99,16,16.16,17,17.17,34,34.34,30,30.3,2,2.02,32026
32,27,90,17,18.89,10,11.11,38,42.22,22,24.44,3,3.33,32027
32,28,79,9,11.39,12,15.19,41,51.9,14,17.72,3,3.8,32028
32,29,117,28,23.93,20,17.09,47,40.17,17,14.53,5,4.27,32029
32,30,44,6,13.64,4,9.09,27,61.36,5,11.36,2,4.55,32030
32,31,133,22,16.54,23,17.29,61,45.86,19,14.29,8,6.02,32031
32,32,84,20,23.81,9,10.71,23,27.38,25,29.76,7,8.33,32032
32,33,95,23,24.21,13,13.68,30,31.58,21,22.11,8,8.42,32033
32,34,130,20,15.38,13,10.0,72,55.38,15,11.54,10,7.69,32034
32,35,145,21,14.48,25,17.24,69,47.59,24,16.55,6,4.14,32035
32,36,125,9,7.2,19,15.2,48,38.4,41,32.8,8,6.4,32036
32,37,109,35,32.11,26,23.85,27,24.77,10,9.17,11,10.09,32037
32,38,87,16,18.39,15,17.24,40,45.98,10,11.49,6,6.9,32038
32,39,104,22,21.15,16,15.38,39,37.5,20,19.23,7,6.73,32039
32,40,105,15,14.29,15,14.29,43,40.95,23,21.9,9,8.57,32040
32,41,142,20,14.08,16,11.27,62,43.66,30,21.13,14,9.86,32041
32,42,135,23,17.04,21,15.56,57,42.22,27,20.0,7,5.19,32042
32,43,92,8,8.7,15,16.3,53,57.61,13,14.13,3,3.26,32043
32,44,70,16,22.86,10,14.29,26,37.14,16,22.86,2,2.86,32044
32,45,82,17,20.73,10,12.2,36,43.9,13,15.85,6,7.32,32045
32,46,59,16,27.12,8,13.56,23,38.98,9,15.25,3,5.08,32046
32,47,102,33,32.35,8,7.84,41,40.2,15,14.71,5,4.9,32047
32,48,101,20,19.8,15,14.85,36,35.64,21,20.79,9,8.91,32048
32,49,67,8,11.94,13,19.4,28,41.79,15,22.39,3,4.48,32049
32,50,111,14,12.61,12,10.81,45,40.54,34,30.63,6,5.41,32050
32,51,99,18,18.18,19,19.19,42,42.42,16,16.16,4,4.04,32051
32,52,59,10,16.95,7,11.86,27,45.76,10,16.95,5,8.47,32052
33,1,147,31,21.09,25,17.01,62,42.18,20,13.61,9,6.12,33001
33,2,220,35,15.91,22,10.0,126,57.27,30,13.64,7,3.18,33002
33,3,117,24,20.51,16,13.68,48,41.03,22,18.8,7,5.98,33003
33,4,143,35,24.48,13,9.09,68,47.55,19,13.29,8,5.59,33004
33,5,52,13,25.0,10,19.23,16,30.77,10,19.23,3,5.77,33005
33,6,181,38,20.99,34,18.78,76,41.99,24,13.26,9,4.97,33006
33,7,148,22,14.86,20,13.51,71,47.97,27,18.24,8,5.41,33007
33,8,140,30,21.43,25,17.86,47,33.57,31,22.14,7,5.0,33008
33,9,76,15,19.74,7,9.21,34,44.74,13,17.11,7,9.21,33009
33,10,230,40,17.39,26,11.3,106,46.09,26,11.3,32,13.91,33010
33,11,144,30,20.83,22,15.28,46,31.94,37,25.69,9,6.25,33011
33,12,192,34,17.71,28,14.58,96,50.0,25,13.02,9,4.69,33012
33,13,228,45,19.74,25,10.96,117,51.32,31,13.6,10,4.39,33013
33,14,119,30,25.21,16,13.45,43,36.13,18,15.13,12,10.08,33014
33,15,82,22,26.83,13,15.85,26,31.71,15,18.29,6,7.32,33015
33,16,53,17,32.08,5,9.43,18,33.96,7,13.21,6,11.32,33016
33,17,146,37,25.34,26,17.81,59,40.41,13,8.9,11,7.53,33017
33,18,58,5,8.62,7,12.07,25,43.1,13,22.41,8,13.79,33018
