ward,precinct,total,Patrick Dennis Riley,Patrick Dennis Riley Percent,Jeanne Marie Reynolds,Jeanne Marie Reynolds Percent,Michelle Jordan,Michelle Jordan Percent,Kathleen Ann Panozzo,Kathleen Ann Panozzo Percent,William Burnett Raines,William Burnett Raines Percent,precinct_id
7,12,121,8,6.61,18,14.88,81,66.94,8,6.61,6,4.96,07012
7,13,127,16,12.6,18,14.17,78,61.42,5,3.94,10,7.87,07013
7,14,207,25,12.08,31,14.98,122,58.94,7,3.38,22,10.63,07014
7,15,116,4,3.45,13,11.21,85,73.28,3,2.59,11,9.48,07015
7,16,132,18,13.64,17,12.88,77,58.33,4,3.03,16,12.12,07016
7,17,114,17,14.91,15,13.16,66,57.89,5,4.39,11,9.65,07017
7,18,117,11,9.4,16,13.68,65,55.56,9,7.69,16,13.68,07018
7,19,285,47,16.49,35,12.28,163,57.19,9,3.16,31,10.88,07019
7,20,80,14,17.5,12,15.0,38,47.5,7,8.75,9,11.25,07020
7,21,181,25,13.81,28,15.47,101,55.8,14,7.73,13,7.18,07021
7,22,136,16,11.76,13,9.56,87,63.97,7,5.15,13,9.56,07022
7,23,117,16,13.68,19,16.24,74,63.25,2,1.71,6,5.13,07023
7,24,156,21,13.46,21,13.46,100,64.1,3,1.92,11,7.05,07024
7,25,194,21,10.82,30,15.46,121,62.37,5,2.58,17,8.76,07025
7,26,245,33,13.47,36,14.69,138,56.33,8,3.27,30,12.24,07026
7,27,268,29,10.82,38,14.18,169,63.06,4,1.49,28,10.45,07027
7,28,167,24,14.37,21,12.57,102,61.08,5,2.99,15,8.98,07028
7,29,117,11,9.4,14,11.97,85,72.65,1,0.85,6,5.13,07029
7,30,204,19,9.31,28,13.73,132,64.71,7,3.43,18,8.82,07030
7,31,190,20,10.53,28,14.74,112,58.95,4,2.11,26,13.68,07031
7,32,140,20,14.29,19,13.57,73,52.14,18,12.86,10,7.14,07032
7,33,129,28,21.71,16,12.4,67,51.94,4,3.1,14,10.85,07033
7,34,166,17,10.24,19,11.45,110,66.27,3,1.81,17,10.24,07034
7,35,96,18,18.75,16,16.67,53,55.21,2,2.08,7,7.29,07035
7,36,221,21,9.5,40,18.1,143,64.71,4,1.81,13,5.88,07036
7,37,91,10,10.99,11,12.09,56,61.54,1,1.1,13,14.29,07037
7,38,120,12,10.0,16,13.33,75,62.5,0,0.0,17,14.17,07038
7,39,151,19,12.58,26,17.22,84,55.63,8,5.3,14,9.27,07039
7,40,150,22,14.67,21,14.0,84,56.0,4,2.67,19,12.67,07040
7,41,137,13,9.49,14,10.22,92,67.15,2,1.46,16,11.68,07041
7,42,246,33,13.41,42,17.07,145,58.94,7,2.85,19,7.72,07042
7,43,188,22,11.7,28,14.89,107,56.91,10,5.32,21,11.17,07043
7,44,234,38,16.24,39,16.67,125,53.42,10,4.27,22,9.4,07044
7,45,287,19,6.62,27,9.41,210,73.17,7,2.44,24,8.36,07045
7,46,50,10,20.0,4,8.0,28,56.0,7,14.0,1,2.0,07046
7,47,141,9,6.38,27,19.15,87,61.7,4,2.84,14,9.93,07047
7,48,72,11,15.28,8,11.11,41,56.94,4,5.56,8,11.11,07048
7,49,111,13,11.71,15,13.51,70,63.06,4,3.6,9,8.11,07049
7,50,139,7,5.04,20,14.39,89,64.03,6,4.32,17,12.23,07050
7,51,144,16,11.11,25,17.36,85,59.03,5,3.47,13,9.03,07051
7,52,158,22,13.92,26,16.46,91,57.59,6,3.8,13,8.23,07052
7,53,144,16,11.11,16,11.11,87,60.42,4,2.78,21,14.58,07053
7,54,60,5,8.33,16,26.67,31,51.67,4,6.67,4,6.67,07054
7,55,153,16,10.46,21,13.73,92,60.13,5,3.27,19,12.42,07055
7,56,140,19,13.57,19,13.57,88,62.86,4,2.86,10,7.14,07056
7,57,137,8,5.84,26,18.98,91,66.42,7,5.11,5,3.65,07057
7,58,233,22,9.44,30,12.88,165,70.82,1,0.43,15,6.44,07058
7,59,86,10,11.63,11,12.79,49,56.98,8,9.3,8,9.3,07059
7,60,119,13,10.92,18,15.13,70,58.82,5,4.2,13,10.92,07060
7,61,159,10,6.29,20,12.58,114,71.7,6,3.77,9,5.66,07061
7,62,165,15,9.09,31,18.79,95,57.58,5,3.03,19,11.52,07062
7,63,139,25,17.99,22,15.83,72,51.8,7,5.04,13,9.35,07063
7,64,166,15,9.04,15,9.04,105,63.25,7,4.22,24,14.46,07064
7,65,129,15,11.63,19,14.73,73,56.59,5,3.88,17,13.18,07065
8,1,231,11,4.76,22,9.52,169,73.16,5,2.16,24,10.39,08001
8,2,136,18,13.24,16,11.76,78,57.35,3,2.21,21,15.44,08002
8,3,281,23,8.19,37,13.17,189,67.26,9,3.2,23,8.19,08003
8,4,212,18,8.49,30,14.15,153,72.17,3,1.42,8,3.77,08004
8,5,262,15,5.73,30,11.45,191,72.9,8,3.05,18,6.87,08005
8,6,253,23,9.09,35,13.83,166,65.61,8,3.16,21,8.3,08006
8,7,159,18,11.32,20,12.58,108,67.92,3,1.89,10,6.29,08007
8,8,258,18,6.98,30,11.63,188,72.87,5,1.94,17,6.59,08008
8,9,270,28,10.37,31,11.48,183,67.78,10,3.7,18,6.67,08009
8,10,286,18,6.29,38,13.29,202,70.63,3,1.05,25,8.74,08010
8,11,203,29,14.29,25,12.32,121,59.61,7,3.45,21,10.34,08011
8,12,184,23,12.5,28,15.22,105,57.07,10,5.43,18,9.78,08012
8,13,167,32,19.16,24,14.37,97,58.08,2,1.2,12,7.19,08013
8,14,158,19,12.03,19,12.03,95,60.13,5,3.16,20,12.66,08014
8,15,189,21,11.11,20,10.58,129,68.25,6,3.17,13,6.88,08015
8,16,229,15,6.55,30,13.1,148,64.63,10,4.37,26,11.35,08016
8,17,174,15,8.62,25,14.37,113,64.94,6,3.45,15,8.62,08017
8,18,103,17,16.5,14,13.59,59,57.28,2,1.94,11,10.68,08018
8,19,268,24,8.96,32,11.94,185,69.03,8,2.99,19,7.09,08019
8,20,170,17,10.0,23,13.53,102,60.0,6,3.53,22,12.94,08020
8,21,162,27,16.67,19,11.73,91,56.17,8,4.94,17,10.49,08021
8,22,179,11,6.15,29,16.2,123,68.72,3,1.68,13,7.26,08022
8,23,211,23,10.9,33,15.64,130,61.61,8,3.79,17,8.06,08023
8,24,225,26,11.56,25,11.11,141,62.67,7,3.11,26,11.56,08024
8,25,208,27,12.98,23,11.06,138,66.35,4,1.92,16,7.69,08025
8,26,159,23,14.47,19,11.95,104,65.41,6,3.77,7,4.4,08026
8,27,240,28,11.67,31,12.92,161,67.08,5,2.08,15,6.25,08027
8,28,191,23,12.04,25,13.09,127,66.49,4,2.09,12,6.28,08028
8,29,238,24,10.08,23,9.66,167,70.17,9,3.78,15,6.3,08029
8,30,153,17,11.11,30,19.61,88,57.52,3,1.96,15,9.8,08030
8,31,140,20,14.29,20,14.29,89,63.57,4,2.86,7,5.0,08031
8,32,333,26,7.81,44,13.21,219,65.77,6,1.8,38,11.41,08032
8,33,223,26,11.66,18,8.07,160,71.75,5,2.24,14,6.28,08033
8,34,232,42,18.1,22,9.48,141,60.78,4,1.72,23,9.91,08034
8,35,237,21,8.86,33,13.92,153,64.56,5,2.11,25,10.55,08035
8,36,197,25,12.69,29,14.72,122,61.93,6,3.05,15,7.61,08036
8,37,241,44,18.26,37,15.35,118,48.96,14,5.81,28,11.62,08037
8,38,207,32,15.46,21,10.14,130,62.8,5,2.42,19,9.18,08038
8,39,238,16,6.72,30,12.61,171,71.85,5,2.1,16,6.72,08039
8,40,205,27,13.17,23,11.22,130,63.41,5,2.44,20,9.76,08040
8,41,193,19,9.84,21,10.88,136,70.47,3,1.55,14,7.25,08041
8,42,225,34,15.11,32,14.22,130,57.78,8,3.56,21,9.33,08042
8,43,184,29,15.76,30,16.3,101,54.89,5,2.72,19,10.33,08043
8,44,168,16,9.52,15,8.93,127,75.6,3,1.79,7,4.17,08044
8,45,168,17,10.12,30,17.86,98,58.33,5,2.98,18,10.71,08045
8,46,167,16,9.58,21,12.57,110,65.87,1,0.6,19,11.38,08046
8,47,216,28,12.96,25,11.57,141,65.28,4,1.85,18,8.33,08047
8,48,172,20,11.63,21,12.21,116,67.44,5,2.91,10,5.81,08048
8,49,255,30,11.76,29,11.37,175,68.63,5,1.96,16,6.27,08049
8,50,215,17,7.91,27,12.56,146,67.91,4,1.86,21,9.77,08050
8,51,261,27,10.34,35,13.41,179,68.58,6,2.3,14,5.36,08051
8,52,240,24,10.0,41,17.08,147,61.25,2,0.83,26,10.83,08052
8,53,247,29,11.74,32,12.96,151,61.13,10,4.05,25,10.12,08053
8,54,211,28,13.27,28,13.27,130,61.61,7,3.32,18,8.53,08054
8,55,210,33,15.71,37,17.62,114,54.29,9,4.29,17,8.1,08055
8,56,228,27,11.84,33,14.47,151,66.23,2,0.88,15,6.58,08056
8,57,193,25,12.95,19,9.84,119,61.66,6,3.11,24,12.44,08057
8,58,254,30,11.81,42,16.54,157,61.81,10,3.94,15,5.91,08058
8,59,131,12,9.16,16,12.21,90,68.7,5,3.82,8,6.11,08059
8,60,180,19,10.56,22,12.22,119,66.11,6,3.33,14,7.78,08060
8,61,158,13,8.23,19,12.03,109,68.99,5,3.16,12,7.59,08061
8,62,192,8,4.17,17,8.85,153,79.69,1,0.52,13,6.77,08062
8,63,261,32,12.26,39,14.94,162,62.07,10,3.83,18,6.9,08063
8,64,187,27,14.44,15,8.02,116,62.03,5,2.67,24,12.83,08064
8,65,144,20,13.89,18,12.5,87,60.42,7,4.86,12,8.33,08065
8,66,286,34,11.89,46,16.08,181,63.29,7,2.45,18,6.29,08066
8,67,92,9,9.78,14,15.22,62,67.39,1,1.09,6,6.52,08067
8,68,125,18,14.4,20,16.0,71,56.8,4,3.2,12,9.6,08068
8,69,128,13,10.16,25,19.53,80,62.5,0,0.0,10,7.81,08069
8,70,237,31,13.08,37,15.61,136,57.38,8,3.38,25,10.55,08070
9,1,242,20,8.26,31,12.81,161,66.53,6,2.48,24,9.92,09001
9,2,214,35,16.36,34,15.89,116,54.21,11,5.14,18,8.41,09002
9,3,135,20,14.81,29,21.48,67,49.63,8,5.93,11,8.15,09003
9,4,236,27,11.44,25,10.59,169,71.61,2,0.85,13,5.51,09004
9,5,194,30,15.46,29,14.95,116,59.79,8,4.12,11,5.67,09005
9,6,216,19,8.8,28,12.96,150,69.44,5,2.31,14,6.48,09006
9,7,195,29,14.87,27,13.85,111,56.92,11,5.64,17,8.72,09007
9,8,160,12,7.5,29,18.13,98,61.25,2,1.25,19,11.88,09008
9,9,233,19,8.15,37,15.88,153,65.67,5,2.15,19,8.15,09009
9,10,190,20,10.53,27,14.21,110,57.89,6,3.16,27,14.21,09010
9,11,113,18,15.93,17,15.04,63,55.75,7,6.19,8,7.08,09011
9,12,193,27,13.99,19,9.84,122,63.21,6,3.11,19,9.84,09012
9,13,274,30,10.95,52,18.98,159,58.03,7,2.55,26,9.49,09013
9,14,293,38,12.97,37,12.63,184,62.8,8,2.73,26,8.87,09014
9,15,93,15,16.13,15,16.13,48,51.61,5,5.38,10,10.75,09015
9,16,194,24,12.37,18,9.28,127,65.46,12,6.19,13,6.7,09016
9,17,172,31,18.02,32,18.6,85,49.42,11,6.4,13,7.56,09017
9,18,203,38,18.72,49,24.14,94,46.31,8,3.94,14,6.9,09018
9,19,238,31,13.03,42,17.65,142,59.66,1,0.42,22,9.24,09019
9,20,247,39,15.79,40,16.19,136,55.06,11,4.45,21,8.5,09020
9,21,168,10,5.95,21,12.5,114,67.86,5,2.98,18,10.71,09021
9,22,226,27,11.95,35,15.49,134,59.29,9,3.98,21,9.29,09022
9,23,152,22,14.47,20,13.16,88,57.89,3,1.97,19,12.5,09023
9,24,105,23,21.9,20,19.05,48,45.71,5,4.76,9,8.57,09024
9,25,84,5,5.95,16,19.05,54,64.29,5,5.95,4,4.76,09025
9,26,139,28,20.14,21,15.11,77,55.4,4,2.88,9,6.47,09026
9,27,123,15,12.2,15,12.2,75,60.98,5,4.07,13,10.57,09027
9,28,108,22,20.37,15,13.89,34,31.48,20,18.52,17,15.74,09028
9,29,165,30,18.18,19,11.52,97,58.79,6,3.64,13,7.88,09029
9,30,169,18,10.65,26,15.38,107,63.31,3,1.78,15,8.88,09030
9,31,176,31,17.61,27,15.34,97,55.11,5,2.84,16,9.09,09031
9,32,208,27,12.98,30,14.42,127,61.06,7,3.37,17,8.17,09032
9,33,136,21,15.44,15,11.03,84,61.76,4,2.94,12,8.82,09033
9,34,155,15,9.68,32,20.65,89,57.42,9,5.81,10,6.45,09034
9,35,206,30,14.56,28,13.59,123,59.71,5,2.43,20,9.71,09035
9,36,93,11,11.83,15,16.13,53,56.99,3,3.23,11,11.83,09036
9,37,125,9,7.2,15,12.0,48,38.4,45,36.0,8,6.4,09037
9,38,194,35,18.04,30,15.46,98,50.52,9,4.64,22,11.34,09038
9,39,196,16,8.16,25,12.76,133,67.86,5,2.55,17,8.67,09039
9,40,239,28,11.72,38,15.9,150,62.76,8,3.35,15,6.28,09040
9,41,273,27,9.89,31,11.36,185,67.77,11,4.03,19,6.96,09041
9,42,119,34,28.57,25,21.01,50,42.02,6,5.04,4,3.36,09042
9,43,134,20,14.93,16,11.94,73,54.48,4,2.99,21,15.67,09043
9,44,149,22,14.77,31,20.81,74,49.66,2,1.34,20,13.42,09044
9,45,204,28,13.73,30,14.71,127,62.25,4,1.96,15,7.35,09045
9,46,166,18,10.84,27,16.27,97,58.43,9,5.42,15,9.04,09046
9,47,112,18,16.07,13,11.61,63,56.25,14,12.5,4,3.57,09047
9,48,225,20,8.89,27,12.0,150,66.67,5,2.22,23,10.22,09048
9,49,63,12,19.05,9,14.29,34,53.97,2,3.17,6,9.52,09049
9,50,81,7,8.64,9,11.11,50,61.73,3,3.7,12,14.81,09050
9,51,145,25,17.24,23,15.86,78,53.79,10,6.9,9,6.21,09051
9,52,222,22,9.91,40,18.02,129,58.11,8,3.6,23,10.36,09052
9,53,150,25,16.67,30,20.0,70,46.67,11,7.33,14,9.33,09053
9,54,179,17,9.5,23,12.85,116,64.8,5,2.79,18,10.06,09054
9,55,105,10,9.52,15,14.29,70,66.67,2,1.9,8,7.62,09055
9,56,129,21,16.28,18,13.95,68,52.71,7,5.43,15,11.63,09056
9,57,108,19,17.59,11,10.19,34,31.48,38,35.19,6,5.56,09057
9,58,163,27,16.56,20,12.27,95,58.28,4,2.45,17,10.43,09058
10,1,98,18,18.37,16,16.33,41,41.84,16,16.33,7,7.14,10001
10,2,99,17,17.17,9,9.09,39,39.39,30,30.3,4,4.04,10002
10,3,171,39,22.81,10,5.85,67,39.18,48,28.07,7,4.09,10003
10,4,116,17,14.66,22,18.97,61,52.59,11,9.48,5,4.31,10004
10,5,116,15,12.93,13,11.21,56,48.28,27,23.28,5,4.31,10005
10,6,154,17,11.04,21,13.64,98,63.64,6,3.9,12,7.79,10006
10,7,27,1,3.7,5,18.52,12,44.44,6,22.22,3,11.11,10007
10,8,118,22,18.64,15,12.71,44,37.29,27,22.88,10,8.47,10008
10,9,154,34,22.08,11,7.14,54,35.06,50,32.47,5,3.25,10009
10,10,135,30,22.22,11,8.15,37,27.41,54,40.0,3,2.22,10010
10,11,115,22,19.13,13,11.3,41,35.65,34,29.57,5,4.35,10011
10,12,88,21,23.86,17,19.32,21,23.86,23,26.14,6,6.82,10012
10,13,118,21,17.8,10,8.47,33,27.97,46,38.98,8,6.78,10013
10,14,138,35,25.36,15,10.87,34,24.64,49,35.51,5,3.62,10014
10,15,51,12,23.53,5,9.8,13,25.49,17,33.33,4,7.84,10015
10,16,137,22,16.06,11,8.03,49,35.77,50,36.5,5,3.65,10016
10,17,94,21,22.34,7,7.45,31,32.98,28,29.79,7,7.45,10017
10,18,99,28,28.28,17,17.17,30,30.3,19,19.19,5,5.05,10018
10,19,138,42,30.43,14,10.14,33,23.91,46,33.33,3,2.17,10019
10,20,104,24,23.08,14,13.46,24,23.08,37,35.58,5,4.81,10020
10,21,92,25,27.17,8,8.7,25,27.17,31,33.7,3,3.26,10021
10,22,34,8,23.53,0,0.0,12,35.29,13,38.24,1,2.94,10022
10,23,99,14,14.14,13,13.13,40,40.4,26,26.26,6,6.06,10023
10,24,104,26,25.0,16,15.38,21,20.19,38,36.54,3,2.88,10024
10,25,163,40,24.54,25,15.34,39,23.93,40,24.54,19,11.66,10025
10,26,88,15,17.05,14,15.91,27,30.68,28,31.82,4,4.55,10026
10,27,145,33,22.76,19,13.1,39,26.9,51,35.17,3,2.07,10027
10,28,143,21,14.69,24,16.78,74,51.75,11,7.69,13,9.09,10028
10,29,129,19,14.73,20,15.5,73,56.59,5,3.88,12,9.3,10029
10,30,134,29,21.64,20,14.93,39,29.1,38,28.36,8,5.97,10030
10,31,128,32,25.0,10,7.81,36,28.13,41,32.03,9,7.03,10031
10,32,122,30,24.59,15,12.3,34,27.87,36,29.51,7,5.74,10032
10,33,103,27,26.21,13,12.62,24,23.3,34,33.01,5,4.85,10033
10,34,128,28,21.88,21,16.41,35,27.34,37,28.91,7,5.47,10034
10,35,128,26,20.31,26,20.31,26,20.31,39,30.47,11,8.59,10035
10,36,153,26,16.99,33,21.57,49,32.03,33,21.57,12,7.84,10036
10,37,94,16,17.02,13,13.83,42,44.68,14,14.89,9,9.57,10037
10,38,163,37,22.7,18,11.04,35,21.47,61,37.42,12,7.36,10038
10,39,124,30,24.19,15,12.1,28,22.58,43,34.68,8,6.45,10039
10,40,126,20,15.87,16,12.7,61,48.41,26,20.63,3,2.38,10040
10,41,138,31,22.46,16,11.59,38,27.54,46,33.33,7,5.07,10041
10,42,126,28,22.22,10,7.94,40,31.75,43,34.13,5,3.97,10042
10,43,46,11,23.91,11,23.91,15,32.61,7,15.22,2,4.35,10043
10,44,95,15,15.79,12,12.63,33,34.74,30,31.58,5,5.26,10044
10,45,80,14,17.5,7,8.75,19,23.75,37,46.25,3,3.75,10045
10,46,110,33,30.0,7,6.36,23,20.91,37,33.64,10,9.09,10046
10,47,125,18,14.4,16,12.8,47,37.6,38,30.4,6,4.8,10047
10,48,99,16,16.16,23,23.23,44,44.44,12,12.12,4,4.04,10048
10,49,90,9,10.0,10,11.11,51,56.67,13,14.44,7,7.78,10049
11,1,178,36,20.22,11,6.18,97,54.49,30,16.85,4,2.25,11001
11,2,163,47,28.83,21,12.88,56,34.36,32,19.63,7,4.29,11002
11,3,139,25,17.99,11,7.91,81,58.27,12,8.63,10,7.19,11003
11,4,203,36,17.73,12,5.91,117,57.64,26,12.81,12,5.91,11004
11,5,103,13,12.62,11,10.68,53,51.46,16,15.53,10,9.71,11005
11,6,216,57,26.39,29,13.43,88,40.74,35,16.2,7,3.24,11006
11,7,169,30,17.75,13,7.69,93,55.03,25,14.79,8,4.73,11007
11,8,184,30,16.3,18,9.78,100,54.35,29,15.76,7,3.8,11008
11,9,179,20,11.17,17,9.5,125,69.83,17,9.5,0,0.0,11009
11,10,136,27,19.85,13,9.56,73,53.68,17,12.5,6,4.41,11010
11,11,202,36,17.82,22,10.89,113,55.94,25,12.38,6,2.97,11011
11,12,258,38,14.73,7,2.71,192,74.42,17,6.59,4,1.55,11012
11,13,180,14,7.78,13,7.22,125,69.44,24,13.33,4,2.22,11013
11,14,167,11,6.59,8,4.79,117,70.06,28,16.77,3,1.8,11014
11,15,143,28,19.58,10,6.99,86,60.14,14,9.79,5,3.5,11015
11,16,200,31,15.5,21,10.5,115,57.5,26,13.0,7,3.5,11016
11,17,200,39,19.5,23,11.5,97,48.5,35,17.5,6,3.0,11017
11,18,107,22,20.56,9,8.41,63,58.88,11,10.28,2,1.87,11018
11,19,132,26,19.7,12,9.09,70,53.03,16,12.12,8,6.06,11019
11,20,169,12,7.1,7,4.14,138,81.66,8,4.73,4,2.37,11020
11,21,220,35,15.91,9,4.09,144,65.45,27,12.27,5,2.27,11021
11,22,171,29,16.96,9,5.26,112,65.5,17,9.94,4,2.34,11022
11,23,172,29,16.86,8,4.65,111,64.53,21,12.21,3,1.74,11023
11,24,396,47,11.87,10,2.53,300,75.76,31,7.83,8,2.02,11024
11,25,129,13,10.08,9,6.98,93,72.09,12,9.3,2,1.55,11025
11,26,212,39,18.4,31,14.62,102,48.11,32,15.09,8,3.77,11026
11,27,160,28,17.5,5,3.13,100,62.5,25,15.63,2,1.25,11027
11,28,178,47,26.4,10,5.62,99,55.62,16,8.99,6,3.37,11028
11,29,238,48,20.17,28,11.76,123,51.68,28,11.76,11,4.62,11029
11,30,162,36,22.22,14,8.64,87,53.7,21,12.96,4,2.47,11030
11,31,181,18,9.94,6,3.31,107,59.12,50,27.62,0,0.0,11031
11,32,161,32,19.88,6,3.73,113,70.19,9,5.59,1,0.62,11032
11,33,128,12,9.38,7,5.47,88,68.75,20,15.63,1,0.78,11033
11,34,122,19,15.57,6,4.92,72,59.02,20,16.39,5,4.1,11034
11,35,261,47,18.01,13,4.98,181,69.35,16,6.13,4,1.53,11035
11,36,54,7,12.96,3,5.56,26,48.15,17,31.48,1,1.85,11036
11,37,219,19,8.68,9,4.11,169,77.17,20,9.13,2,0.91,11037
11,38,297,47,15.82,20,6.73,185,62.29,40,13.47,5,1.68,11038
11,39,299,41,13.71,14,4.68,160,53.51,77,25.75,7,2.34,11039
11,40,119,19,15.97,8,6.72,68,57.14,22,18.49,2,1.68,11040
11,41,115,17,14.78,6,5.22,74,64.35,17,14.78,1,0.87,11041
11,42,150,20,13.33,5,3.33,108,72.0,16,10.67,1,0.67,11042
11,43,209,36,17.22,6,2.87,121,57.89,40,19.14,6,2.87,11043
11,44,176,42,23.86,12,6.82,97,55.11,17,9.66,8,4.55,11044
11,45,88,20,22.73,7,7.95,43,48.86,14,15.91,4,4.55,11045
11,46,114,6,5.26,4,3.51,92,80.7,9,7.89,3,2.63,11046
11,47,168,29,17.26,10,5.95,91,54.17,34,20.24,4,2.38,11047
11,48,90,18,20.0,5,5.56,57,63.33,6,6.67,4,4.44,11048
11,49,189,40,21.16,8,4.23,126,66.67,13,6.88,2,1.06,11049
11,50,137,18,13.14,10,7.3,63,45.99,39,28.47,7,5.11,11050
12,1,45,17,37.78,8,17.78,6,13.33,7,15.56,7,15.56,12001
12,2,70,19,27.14,16,22.86,12,17.14,19,27.14,4,5.71,12002
12,3,74,23,31.08,13,17.57,13,17.57,17,22.97,8,10.81,12003
12,4,82,29,35.37,10,12.2,18,21.95,22,26.83,3,3.66,12004
12,5,83,33,39.76,15,18.07,16,19.28,9,10.84,10,12.05,12005
12,6,58,9,15.52,17,29.31,19,32.76,9,15.52,4,6.9,12006
12,7,41,14,34.15,9,21.95,7,17.07,7,17.07,4,9.76,12007
12,8,127,40,31.5,21,16.54,37,29.13,19,14.96,10,7.87,12008
12,9,64,20,31.25,11,17.19,15,23.44,13,20.31,5,7.81,12009
12,10,58,16,27.59,9,15.52,12,20.69,11,18.97,10,17.24,12010
12,11,97,36,37.11,25,25.77,21,21.65,12,12.37,3,3.09,12011
12,12,57,17,29.82,12,21.05,11,19.3,13,22.81,4,7.02,12012
12,13,57,22,38.6,8,14.04,13,22.81,9,15.79,5,8.77,12013
12,14,55,15,27.27,8,14.55,12,21.82,14,25.45,6,10.91,12014
12,15,68,19,27.94,17,25.0,16,23.53,9,13.24,7,10.29,12015
12,16,80,21,26.25,15,18.75,18,22.5,19,23.75,7,8.75,12016
12,17,64,15,23.44,8,12.5,22,34.38,11,17.19,8,12.5,12017
12,18,73,21,28.77,13,17.81,24,32.88,10,13.7,5,6.85,12018
12,19,78,21,26.92,14,17.95,24,30.77,11,14.1,8,10.26,12019
12,20,82,25,30.49,10,12.2,25,30.49,17,20.73,5,6.1,12020
12,21,89,33,37.08,12,13.48,21,23.6,14,15.73,9,10.11,12021
12,22,73,18,24.66,13,17.81,28,38.36,7,9.59,7,9.59,12022
12,23,53,20,37.74,10,18.87,12,22.64,5,9.43,6,11.32,12023
12,24,134,37,27.61,29,21.64,36,26.87,23,17.16,9,6.72,12024
12,25,75,18,24.0,18,24.0,20,26.67,14,18.67,5,6.67,12025
12,26,70,24,34.29,11,15.71,21,30.0,12,17.14,2,2.86,12026
12,27,45,7,15.56,11,24.44,14,31.11,12,26.67,1,2.22,12027
12,28,84,35,41.67,12,14.29,13,15.48,16,19.05,8,9.52,12028
12,29,95,33,34.74,13,13.68,18,18.95,23,24.21,8,8.42,12029
13,1,196,45,22.96,16,8.16,106,54.08,27,13.78,2,1.02,13001
13,2,167,27,16.17,5,2.99,96,57.49,36,21.56,3,1.8,13002
13,3,177,49,27.68,23,12.99,71,40.11,28,15.82,6,3.39,13003
13,4,288,51,17.71,22,7.64,163,56.6,48,16.67,4,1.39,13004
13,5,152,33,21.71,13,8.55,76,50.0,26,17.11,4,2.63,13005
13,6,165,41,24.85,10,6.06,79,47.88,31,18.79,4,2.42,13006
13,7,225,28,12.44,16,7.11,152,67.56,25,11.11,4,1.78,13007
13,8,229,36,15.72,18,7.86,143,62.45,26,11.35,6,2.62,13008
13,9,190,40,21.05,17,8.95,104,54.74,23,12.11,6,3.16,13009
13,10,180,43,23.89,11,6.11,107,59.44,17,9.44,2,1.11,13010
13,11,199,32,16.08,8,4.02,140,70.35,13,6.53,6,3.02,13011
13,12,188,39,20.74,19,10.11,98,52.13,29,15.43,3,1.6,13012
13,13,247,27,10.93,13,5.26,183,74.09,21,8.5,3,1.21,13013
13,14,150,27,18.0,16,10.67,89,59.33,15,10.0,3,2.0,13014
13,15,242,43,17.77,24,9.92,148,61.16,25,10.33,2,0.83,13015
13,16,157,24,15.29,10,6.37,93,59.24,23,14.65,7,4.46,13016
13,17,223,38,17.04,14,6.28,129,57.85,35,15.7,7,3.14,13017
13,18,135,30,22.22,10,7.41,68,50.37,19,14.07,8,5.93,13018
13,19,204,37,18.14,12,5.88,137,67.16,11,5.39,7,3.43,13019
13,20,165,30,18.18,22,13.33,82,49.7,25,15.15,6,3.64,13020
13,21,153,23,15.03,14,9.15,98,64.05,17,11.11,1,0.65,13021
13,22,241,31,12.86,17,7.05,176,73.03,13,5.39,4,1.66,13022
13,23,164,23,14.02,4,2.44,114,69.51,18,10.98,5,3.05,13023
13,24,240,32,13.33,19,7.92,168,70.0,13,5.42,8,3.33,13024
13,25,167,32,19.16,11,6.59,87,52.1,31,18.56,6,3.59,13025
13,26,137,25,18.25,7,5.11,84,61.31,17,12.41,4,2.92,13026
13,27,232,57,24.57,19,8.19,123,53.02,26,11.21,7,3.02,13027
13,28,162,42,25.93,10,6.17,87,53.7,16,9.88,7,4.32,13028
13,29,204,45,22.06,24,11.76,97,47.55,31,15.2,7,3.43,13029
13,30,150,33,22.0,18,12.0,72,48.0,19,12.67,8,5.33,13030
13,31,184,25,13.59,14,7.61,118,64.13,19,10.33,8,4.35,13031
13,32,203,30,14.78,35,17.24,111,54.68,13,6.4,14,6.9,13032
13,33,161,30,18.63,13,8.07,95,59.01,21,13.04,2,1.24,13033
13,34,201,35,17.41,8,3.98,124,61.69,24,11.94,10,4.98,13034
13,35,240,31,12.92,11,4.58,167,69.58,23,9.58,8,3.33,13035
13,36,118,22,18.64,7,5.93,70,59.32,15,12.71,4,3.39,13036
13,37,136,18,13.24,16,11.76,84,61.76,15,11.03,3,2.21,13037
13,38,244,55,22.54,16,6.56,138,56.56,32,13.11,3,1.23,13038
13,39,173,39,22.54,14,8.09,92,53.18,22,12.72,6,3.47,13039
13,40,152,20,13.16,9,5.92,103,67.76,15,9.87,5,3.29,13040
13,41,188,30,15.96,18,9.57,117,62.23,21,11.17,2,1.06,13041
13,42,258,33,12.79,15,5.81,174,67.44,24,9.3,12,4.65,13042
13,43,174,22,12.64,12,6.9,113,64.94,22,12.64,5,2.87,13043
13,44,335,9,2.69,7,2.09,304,90.75,13,3.88,2,0.6,13044
13,45,332,30,9.04,18,5.42,247,74.4,31,9.34,6,1.81,13045
