ward,precinct,total,"Margaret J. """"Peggy"""" Bell (Kucinich)","Margaret J. """"Peggy"""" Bell (Kucinich) Percent",James C. Sorrels (Kucinich),James C. Sorrels (Kucinich) Percent,Mary Ellen McDonagh (Kucinich),Mary Ellen McDonagh (Kucinich) Percent,Jason F. Keppe (Kucinich),Jason F. Keppe (Kucinich) Percent,"Jacqueline """"Jackie"""" McKay (Kucinich)","Jacqueline """"Jackie"""" McKay (Kucinich) Percent",Daniel Birkhahn-Rommelfanger (Kucin),Daniel Birkhahn-Rommelfanger (Kucin) Percent,Joseph Berrios (Dean),Joseph Berrios (Dean) Percent,Sara Feigenholtz (Dean),Sara Feigenholtz (Dean) Percent,Gene Schulter (Dean),Gene Schulter (Dean) Percent,Pamela Cullerton (Dean),Pamela Cullerton (Dean) Percent,Frances Sarra Johns (Dean),Frances Sarra Johns (Dean) Percent,"Ronald R. Bettag (LaRouche, Jr.)","Ronald R. Bettag (LaRouche, Jr.) Percent","Judith A. Clark (LaRouche, Jr.)","Judith A. Clark (LaRouche, Jr.) Percent","Donald S. Clark (LaRouche, Jr.)","Donald S. Clark (LaRouche, Jr.) Percent","Mindy R. Pechenuk (LaRouche, Jr.)","Mindy R. Pechenuk (LaRouche, Jr.) Percent","Gerald Pechenuk (LaRouche, Jr.)","Gerald Pechenuk (LaRouche, Jr.) Percent","Allison Merriam (LaRouche, Jr.)","Allison Merriam (LaRouche, Jr.) Percent","Gary Genazzio (LaRouche, Jr.)","Gary Genazzio (LaRouche, Jr.) Percent",Ann Williams (Gephardt),Ann Williams (Gephardt) Percent,William B. Kaplan (Gephardt),William B. Kaplan (Gephardt) Percent,Teree E. Foster (Gephardt),Teree E. Foster (Gephardt) Percent,Barrett Pedersen (Edwards),Barrett Pedersen (Edwards) Percent,Judith Gold (Edwards),Judith Gold (Edwards) Percent,Michael Bauer (Edwards),Michael Bauer (Edwards) Percent,Cynthia Ramirez (Edwards),Cynthia Ramirez (Edwards) Percent,"Rudyard """"Rudy"""" E. Urian (Edwards)","Rudyard """"Rudy"""" E. Urian (Edwards) Percent",Margaret Mell (Edwards),Margaret Mell (Edwards) Percent,Margaret Laurino (Clark),Margaret Laurino (Clark) Percent,John L. Borovicka (Clark),John L. Borovicka (Clark) Percent,Marilyn Katz (Clark),Marilyn Katz (Clark) Percent,Charles R. Bernardini (Clark),Charles R. Bernardini (Clark) Percent,Gail Morse (Clark),Gail Morse (Clark) Percent,John A. Fritchey (Clark),John A. Fritchey (Clark) Percent,Daisy Cintron (Kerry),Daisy Cintron (Kerry) Percent,Mike Quigley (Kerry),Mike Quigley (Kerry) Percent,Degee Wilhelm (Kerry),Degee Wilhelm (Kerry) Percent,William S Singer (Kerry),William S Singer (Kerry) Percent,Cynthia Rosario (Kerry),Cynthia Rosario (Kerry) Percent,M. Blair Hull (Braun),M. Blair Hull (Braun) Percent,Mary Bennett (Braun),Mary Bennett (Braun) Percent,Nancy Skinner (Braun),Nancy Skinner (Braun) Percent,Brian O'Connor (Braun),Brian O'Connor (Braun) Percent,precinct_id
36,39,446,11,2.47,3,0.67,10,2.24,2,0.45,7,1.57,5,1.12,43,9.64,7,1.57,39,8.74,11,2.47,5,1.12,1,0.22,2,0.45,2,0.45,1,0.22,0,0.0,0,0.0,2,0.45,3,0.67,3,0.67,2,0.45,32,7.17,5,1.12,5,1.12,7,1.57,2,0.45,34,7.62,33,7.4,3,0.67,0,0.0,0,0.0,1,0.22,33,7.4,22,4.93,21,4.71,18,4.04,19,4.26,21,4.71,4,0.9,1,0.22,1,0.22,0,0.0,36039
36,40,641,15,2.34,8,1.25,15,2.34,8,1.25,16,2.5,7,1.09,30,4.68,8,1.25,26,4.06,14,2.18,3,0.47,4,0.62,6,0.94,4,0.62,4,0.62,2,0.31,3,0.47,2,0.31,5,0.78,5,0.78,2,0.31,25,3.9,9,1.4,11,1.72,9,1.4,6,0.94,34,5.3,21,3.28,0,0.0,3,0.47,6,0.94,4,0.62,20,3.12,49,7.64,50,7.8,41,6.4,44,6.86,53,8.27,9,1.4,2,0.31,3,0.47,3,0.47,36040
36,41,461,20,4.34,12,2.6,19,4.12,12,2.6,15,3.25,11,2.39,29,6.29,12,2.6,19,4.12,18,3.9,6,1.3,2,0.43,3,0.65,3,0.65,2,0.43,3,0.65,3,0.65,0,0.0,2,0.43,3,0.65,3,0.65,17,3.69,8,1.74,8,1.74,10,2.17,4,0.87,18,3.9,17,3.69,5,1.08,2,0.43,0,0.0,1,0.22,12,2.6,26,5.64,24,5.21,24,5.21,23,4.99,24,5.21,5,1.08,2,0.43,1,0.22,3,0.65,36041
36,42,453,11,2.43,11,2.43,10,2.21,9,1.99,14,3.09,8,1.77,39,8.61,6,1.32,33,7.28,8,1.77,5,1.1,4,0.88,6,1.32,3,0.66,0,0.0,1,0.22,2,0.44,2,0.44,1,0.22,2,0.44,0,0.0,27,5.96,2,0.44,1,0.22,1,0.22,1,0.22,26,5.74,33,7.28,4,0.88,2,0.44,2,0.44,0,0.0,26,5.74,24,5.3,23,5.08,24,5.3,23,5.08,23,5.08,5,1.1,2,0.44,2,0.44,0,0.0,36042
36,43,558,13,2.33,4,0.72,9,1.61,3,0.54,3,0.54,2,0.36,40,7.17,8,1.43,28,5.02,11,1.97,5,0.9,6,1.08,6,1.08,5,0.9,3,0.54,2,0.36,5,0.9,2,0.36,3,0.54,6,1.08,4,0.72,22,3.94,6,1.08,4,0.72,17,3.05,6,1.08,25,4.48,25,4.48,6,1.08,4,0.72,8,1.43,5,0.9,21,3.76,38,6.81,34,6.09,34,6.09,33,5.91,43,7.71,5,0.9,2,0.36,2,0.36,9,1.61,36043
36,45,679,13,1.91,2,0.29,7,1.03,2,0.29,6,0.88,3,0.44,48,7.07,10,1.47,38,5.6,15,2.21,8,1.18,2,0.29,7,1.03,4,0.59,1,0.15,0,0.0,2,0.29,0,0.0,4,0.59,4,0.59,1,0.15,40,5.89,15,2.21,12,1.77,16,2.36,5,0.74,41,6.04,34,5.01,0,0.0,1,0.15,3,0.44,2,0.29,28,4.12,53,7.81,48,7.07,40,5.89,43,6.33,50,7.36,9,1.33,2,0.29,9,1.33,5,0.74,36045
36,46,423,12,2.84,5,1.18,9,2.13,5,1.18,4,0.95,5,1.18,21,4.96,7,1.65,17,4.02,10,2.36,10,2.36,2,0.47,2,0.47,1,0.24,2,0.47,0,0.0,0,0.0,0,0.0,3,0.71,4,0.95,1,0.24,11,2.6,4,0.95,8,1.89,8,1.89,2,0.47,16,3.78,10,2.36,2,0.47,0,0.0,4,0.95,2,0.47,10,2.36,36,8.51,38,8.98,36,8.51,37,8.75,38,8.98,3,0.71,0,0.0,1,0.24,1,0.24,36046
36,47,364,9,2.47,3,0.82,7,1.92,5,1.37,5,1.37,4,1.1,33,9.07,5,1.37,31,8.52,7,1.92,3,0.82,0,0.0,1,0.27,0,0.0,1,0.27,1,0.27,0,0.0,1,0.27,0,0.0,0,0.0,0,0.0,33,9.07,5,1.37,7,1.92,8,2.2,5,1.37,38,10.44,29,7.97,0,0.0,2,0.55,2,0.55,1,0.27,31,8.52,11,3.02,14,3.85,9,2.47,18,4.95,16,4.4,2,0.55,1,0.27,2,0.55,1,0.27,36047
36,48,444,13,2.93,9,2.03,11,2.48,7,1.58,6,1.35,6,1.35,18,4.05,4,0.9,12,2.7,7,1.58,6,1.35,1,0.23,0,0.0,0,0.0,1,0.23,0,0.0,0,0.0,3,0.68,4,0.9,4,0.9,2,0.45,10,2.25,6,1.35,7,1.58,8,1.8,3,0.68,12,2.7,15,3.38,5,1.13,6,1.35,6,1.35,5,1.13,11,2.48,34,7.66,38,8.56,36,8.11,35,7.88,39,8.78,5,1.13,3,0.68,3,0.68,2,0.45,36048
36,49,762,18,2.36,13,1.71,20,2.62,6,0.79,17,2.23,4,0.52,29,3.81,13,1.71,23,3.02,27,3.54,9,1.18,1,0.13,7,0.92,2,0.26,4,0.52,3,0.39,3,0.39,5,0.66,6,0.79,4,0.52,3,0.39,17,2.23,12,1.57,10,1.31,9,1.18,8,1.05,20,2.62,19,2.49,7,0.92,5,0.66,9,1.18,7,0.92,17,2.23,59,7.74,65,8.53,58,7.61,63,8.27,60,7.87,15,1.97,8,1.05,6,0.79,7,0.92,36049
36,50,484,13,2.69,8,1.65,11,2.27,8,1.65,6,1.24,6,1.24,45,9.3,4,0.83,39,8.06,10,2.07,5,1.03,3,0.62,4,0.83,3,0.62,1,0.21,1,0.21,1,0.21,1,0.21,4,0.83,3,0.62,3,0.62,31,6.4,3,0.62,2,0.41,4,0.83,2,0.41,31,6.4,30,6.2,2,0.41,1,0.21,2,0.41,3,0.62,34,7.02,23,4.75,24,4.96,25,5.17,23,4.75,25,5.17,4,0.83,1,0.21,1,0.21,2,0.41,36050
36,51,939,18,1.92,8,0.85,12,1.28,7,0.75,12,1.28,10,1.06,111,11.82,8,0.85,94,10.01,15,1.6,11,1.17,3,0.32,4,0.43,7,0.75,2,0.21,1,0.11,4,0.43,6,0.64,4,0.43,5,0.53,1,0.11,71,7.56,1,0.11,1,0.11,18,1.92,1,0.11,79,8.41,84,8.95,2,0.21,5,0.53,4,0.43,4,0.43,85,9.05,40,4.26,37,3.94,34,3.62,35,3.73,42,4.47,1,0.11,0,0.0,3,0.32,5,0.53,36051
36,52,639,13,2.03,6,0.94,14,2.19,7,1.1,6,0.94,4,0.63,47,7.36,4,0.63,34,5.32,9,1.41,4,0.63,2,0.31,5,0.78,2,0.31,1,0.16,1,0.16,6,0.94,4,0.63,4,0.63,5,0.78,4,0.63,31,4.85,10,1.56,9,1.41,27,4.23,7,1.1,30,4.69,33,5.16,7,1.1,3,0.47,4,0.63,8,1.25,30,4.69,40,6.26,33,5.16,29,4.54,35,5.48,51,7.98,6,0.94,3,0.47,8,1.25,11,1.72,36052
36,53,394,10,2.54,5,1.27,8,2.03,6,1.52,8,2.03,4,1.02,44,11.17,4,1.02,40,10.15,7,1.78,4,1.02,0,0.0,4,1.02,0,0.0,0,0.0,1,0.25,0,0.0,0,0.0,1,0.25,2,0.51,1,0.25,28,7.11,4,1.02,4,1.02,5,1.27,3,0.76,31,7.87,29,7.36,4,1.02,1,0.25,1,0.25,2,0.51,26,6.6,15,3.81,17,4.31,13,3.3,19,4.82,16,4.06,5,1.27,0,0.0,0,0.0,2,0.51,36053
36,55,646,18,2.79,12,1.86,13,2.01,11,1.7,10,1.55,8,1.24,45,6.97,17,2.63,35,5.42,13,2.01,10,1.55,4,0.62,3,0.46,1,0.15,2,0.31,2,0.31,1,0.15,0,0.0,2,0.31,2,0.31,3,0.46,29,4.49,11,1.7,12,1.86,16,2.48,12,1.86,31,4.8,22,3.41,4,0.62,2,0.31,4,0.62,6,0.93,23,3.56,41,6.35,39,6.04,35,5.42,41,6.35,42,6.5,6,0.93,4,0.62,5,0.77,3,0.46,36055
37,52,26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,11.54,0,0.0,0,0.0,0,0.0,0,0.0,1,3.85,0,0.0,0,0.0,0,0.0,1,3.85,0,0.0,0,0.0,0,0.0,0,0.0,1,3.85,0,0.0,1,3.85,1,3.85,3,11.54,0,0.0,1,3.85,0,0.0,0,0.0,0,0.0,1,3.85,0,0.0,0,0.0,1,3.85,2,7.69,1,3.85,2,7.69,2,7.69,1,3.85,1,3.85,0,0.0,0,0.0,37052
38,1,570,20,3.51,6,1.05,16,2.81,4,0.7,14,2.46,8,1.4,20,3.51,14,2.46,17,2.98,29,5.09,12,2.11,1,0.18,2,0.35,2,0.35,2,0.35,2,0.35,4,0.7,3,0.53,4,0.7,5,0.88,3,0.53,15,2.63,19,3.33,19,3.33,21,3.68,11,1.93,20,3.51,12,2.11,1,0.18,4,0.7,5,0.88,6,1.05,3,0.53,35,6.14,40,7.02,30,5.26,35,6.14,39,6.84,12,2.11,0,0.0,6,1.05,8,1.4,38001
38,2,257,9,3.5,4,1.56,10,3.89,4,1.56,6,2.33,3,1.17,8,3.11,4,1.56,3,1.17,6,2.33,2,0.78,1,0.39,4,1.56,2,0.78,2,0.78,1,0.39,1,0.39,1,0.39,0,0.0,0,0.0,0,0.0,2,0.78,4,1.56,2,0.78,11,4.28,1,0.39,2,0.78,3,1.17,2,0.78,1,0.39,3,1.17,3,1.17,2,0.78,23,8.95,21,8.17,20,7.78,22,8.56,30,11.67,4,1.56,0,0.0,0,0.0,3,1.17,38002
38,3,233,3,1.29,1,0.43,6,2.58,1,0.43,3,1.29,1,0.43,8,3.43,5,2.15,5,2.15,9,3.86,3,1.29,0,0.0,4,1.72,2,0.86,0,0.0,0,0.0,0,0.0,2,0.86,2,0.86,2,0.86,1,0.43,1,0.43,1,0.43,2,0.86,3,1.29,0,0.0,3,1.29,0,0.0,2,0.86,3,1.29,1,0.43,0,0.0,2,0.86,24,10.3,27,11.59,21,9.01,22,9.44,25,10.73,2,0.86,1,0.43,1,0.43,5,2.15,38003
38,4,222,6,2.7,5,2.25,5,2.25,5,2.25,4,1.8,4,1.8,9,4.05,6,2.7,6,2.7,7,3.15,5,2.25,2,0.9,2,0.9,1,0.45,2,0.9,2,0.9,1,0.45,1,0.45,2,0.9,2,0.9,1,0.45,6,2.7,4,1.8,3,1.35,4,1.8,4,1.8,3,1.35,3,1.35,2,0.9,1,0.45,3,1.35,0,0.0,2,0.9,18,8.11,16,7.21,15,6.76,17,7.66,17,7.66,1,0.45,2,0.9,1,0.45,0,0.0,38004
38,5,958,22,2.3,8,0.84,16,1.67,9,0.94,17,1.77,10,1.04,29,3.03,22,2.3,24,2.51,24,2.51,17,1.77,2,0.21,3,0.31,2,0.21,1,0.1,2,0.21,2,0.21,2,0.21,4,0.42,2,0.21,1,0.1,9,0.94,15,1.57,15,1.57,18,1.88,10,1.04,17,1.77,12,1.25,8,0.84,8,0.84,10,1.04,8,0.84,10,1.04,96,10.02,97,10.13,88,9.19,94,9.81,104,10.86,3,0.31,2,0.21,4,0.42,3,0.31,38005
38,6,296,8,2.7,5,1.69,7,2.36,3,1.01,4,1.35,4,1.35,13,4.39,4,1.35,7,2.36,7,2.36,4,1.35,0,0.0,3,1.01,2,0.68,2,0.68,1,0.34,0,0.0,0,0.0,2,0.68,3,1.01,1,0.34,7,2.36,6,2.03,8,2.7,11,3.72,5,1.69,4,1.35,2,0.68,4,1.35,1,0.34,1,0.34,4,1.35,1,0.34,24,8.11,26,8.78,23,7.77,21,7.09,29,9.8,3,1.01,4,1.35,1,0.34,3,1.01,38006
38,7,554,13,2.35,10,1.81,14,2.53,7,1.26,12,2.17,8,1.44,15,2.71,14,2.53,16,2.89,14,2.53,8,1.44,0,0.0,2,0.36,1,0.18,0,0.0,1,0.18,0,0.0,0,0.0,1,0.18,2,0.36,2,0.36,6,1.08,11,1.99,8,1.44,10,1.81,4,0.72,9,1.62,8,1.44,1,0.18,2,0.36,0,0.0,5,0.9,3,0.54,56,10.11,55,9.93,54,9.75,54,9.75,56,10.11,5,0.9,4,0.72,2,0.36,4,0.72,38007
38,8,313,9,2.88,7,2.24,5,1.6,3,0.96,4,1.28,2,0.64,17,5.43,10,3.19,12,3.83,15,4.79,11,3.51,1,0.32,2,0.64,1,0.32,0,0.0,0,0.0,3,0.96,1,0.32,0,0.0,0,0.0,0,0.0,3,0.96,5,1.6,5,1.6,5,1.6,4,1.28,4,1.28,2,0.64,2,0.64,1,0.32,2,0.64,2,0.64,2,0.64,26,8.31,25,7.99,25,7.99,25,7.99,29,9.27,1,0.32,1,0.32,1,0.32,2,0.64,38008
38,9,543,16,2.95,11,2.03,14,2.58,11,2.03,13,2.39,11,2.03,20,3.68,15,2.76,13,2.39,18,3.31,11,2.03,0,0.0,1,0.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.18,3,0.55,3,0.55,3,0.55,6,1.1,7,1.29,8,1.47,4,0.74,11,2.03,6,1.1,2,0.37,2,0.37,2,0.37,3,0.55,3,0.55,45,8.29,52,9.58,44,8.1,47,8.66,52,9.58,11,2.03,6,1.1,5,0.92,8,1.47,38009
38,10,814,19,2.33,13,1.6,19,2.33,8,0.98,16,1.97,12,1.47,30,3.69,23,2.83,28,3.44,24,2.95,17,2.09,3,0.37,3,0.37,1,0.12,3,0.37,0,0.0,0,0.0,1,0.12,1,0.12,0,0.0,0,0.0,7,0.86,8,0.98,8,0.98,14,1.72,6,0.74,4,0.49,5,0.61,4,0.49,4,0.49,3,0.37,4,0.49,3,0.37,82,10.07,83,10.2,78,9.58,86,10.57,87,10.69,3,0.37,1,0.12,2,0.25,2,0.25,38010
38,11,290,12,4.14,6,2.07,12,4.14,8,2.76,10,3.45,9,3.1,11,3.79,9,3.1,4,1.38,9,3.1,4,1.38,3,1.03,5,1.72,4,1.38,2,0.69,2,0.69,2,0.69,1,0.34,1,0.34,1,0.34,1,0.34,6,2.07,4,1.38,6,2.07,8,2.76,3,1.03,5,1.72,3,1.03,0,0.0,1,0.34,1,0.34,1,0.34,1,0.34,23,7.93,19,6.55,19,6.55,20,6.9,24,8.28,2,0.69,0,0.0,1,0.34,1,0.34,38011
38,12,642,21,3.27,18,2.8,15,2.34,11,1.71,14,2.18,5,0.78,18,2.8,12,1.87,14,2.18,23,3.58,9,1.4,3,0.47,5,0.78,5,0.78,3,0.47,2,0.31,2,0.31,2,0.31,5,0.78,5,0.78,0,0.0,18,2.8,16,2.49,16,2.49,19,2.96,12,1.87,18,2.8,10,1.56,4,0.62,5,0.78,7,1.09,9,1.4,6,0.93,43,6.7,52,8.1,40,6.23,49,7.63,54,8.41,8,1.25,3,0.47,2,0.31,4,0.62,38012
38,13,360,6,1.67,3,0.83,6,1.67,5,1.39,2,0.56,1,0.28,17,4.72,13,3.61,14,3.89,20,5.56,11,3.06,1,0.28,4,1.11,1,0.28,0,0.0,1,0.28,1,0.28,0,0.0,2,0.56,3,0.83,1,0.28,7,1.94,6,1.67,4,1.11,13,3.61,4,1.11,5,1.39,3,0.83,3,0.83,0,0.0,1,0.28,3,0.83,2,0.56,27,7.5,31,8.61,27,7.5,27,7.5,31,8.61,3,0.83,1,0.28,3,0.83,2,0.56,38013
38,14,474,17,3.59,8,1.69,13,2.74,6,1.27,7,1.48,4,0.84,13,2.74,9,1.9,14,2.95,14,2.95,4,0.84,3,0.63,3,0.63,0,0.0,3,0.63,1,0.21,0,0.0,2,0.42,4,0.84,4,0.84,5,1.05,8,1.69,7,1.48,12,2.53,8,1.69,5,1.05,13,2.74,10,2.11,8,1.69,5,1.05,4,0.84,4,0.84,6,1.27,34,7.17,39,8.23,34,7.17,34,7.17,41,8.65,6,1.27,4,0.84,4,0.84,8,1.69,38014
38,15,375,15,4.0,6,1.6,18,4.8,5,1.33,5,1.33,6,1.6,6,1.6,3,0.8,2,0.53,7,1.87,1,0.27,1,0.27,0,0.0,2,0.53,6,1.6,1,0.27,2,0.53,2,0.53,0,0.0,4,1.07,1,0.27,5,1.33,6,1.6,5,1.33,8,2.13,6,1.6,5,1.33,4,1.07,3,0.8,1,0.27,2,0.53,3,0.8,3,0.8,41,10.93,39,10.4,35,9.33,32,8.53,34,9.07,6,1.6,1,0.27,2,0.53,5,1.33,38015
38,16,595,14,2.35,8,1.34,9,1.51,3,0.5,8,1.34,5,0.84,23,3.87,14,2.35,9,1.51,24,4.03,6,1.01,3,0.5,7,1.18,6,1.01,2,0.34,4,0.67,5,0.84,5,0.84,4,0.67,5,0.84,0,0.0,7,1.18,12,2.02,9,1.51,25,4.2,6,1.01,10,1.68,11,1.85,7,1.18,7,1.18,4,0.67,9,1.51,5,0.84,49,8.24,48,8.07,44,7.39,47,7.9,56,9.41,6,1.01,7,1.18,5,0.84,7,1.18,38016
38,17,425,6,1.41,6,1.41,7,1.65,1,0.24,6,1.41,3,0.71,23,5.41,8,1.88,11,2.59,15,3.53,10,2.35,0,0.0,3,0.71,0,0.0,1,0.24,2,0.47,2,0.47,1,0.24,3,0.71,3,0.71,0,0.0,4,0.94,3,0.71,5,1.18,12,2.82,5,1.18,7,1.65,4,0.94,4,0.94,0,0.0,0,0.0,6,1.41,4,0.94,41,9.65,37,8.71,38,8.94,40,9.41,44,10.35,7,1.65,1,0.24,3,0.71,2,0.47,38017
38,18,354,10,2.82,4,1.13,11,3.11,6,1.69,7,1.98,3,0.85,7,1.98,9,2.54,9,2.54,12,3.39,7,1.98,2,0.56,5,1.41,3,0.85,1,0.28,2,0.56,1,0.28,3,0.85,2,0.56,3,0.85,3,0.85,6,1.69,5,1.41,5,1.41,6,1.69,7,1.98,6,1.69,3,0.85,1,0.28,2,0.56,2,0.56,0,0.0,3,0.85,29,8.19,34,9.6,29,8.19,33,9.32,31,8.76,3,0.85,0,0.0,1,0.28,3,0.85,38018
38,19,547,13,2.38,6,1.1,12,2.19,7,1.28,6,1.1,4,0.73,16,2.93,11,2.01,15,2.74,25,4.57,8,1.46,0,0.0,3,0.55,1,0.18,2,0.37,3,0.55,0,0.0,3,0.55,11,2.01,9,1.65,3,0.55,10,1.83,11,2.01,12,2.19,13,2.38,8,1.46,12,2.19,7,1.28,6,1.1,5,0.91,6,1.1,6,1.1,3,0.55,41,7.5,47,8.59,38,6.95,50,9.14,49,8.96,8,1.46,2,0.37,4,0.73,2,0.37,38019
38,20,863,23,2.67,16,1.85,16,1.85,15,1.74,18,2.09,15,1.74,22,2.55,15,1.74,20,2.32,19,2.2,15,1.74,1,0.12,5,0.58,2,0.23,5,0.58,2,0.23,2,0.23,2,0.23,2,0.23,3,0.35,2,0.23,10,1.16,11,1.27,9,1.04,14,1.62,9,1.04,12,1.39,6,0.7,2,0.23,2,0.23,4,0.46,3,0.35,7,0.81,85,9.85,89,10.31,82,9.5,91,10.54,94,10.89,7,0.81,2,0.23,3,0.35,8,0.93,38020
38,21,351,16,4.56,7,1.99,14,3.99,8,2.28,11,3.13,5,1.42,15,4.27,10,2.85,10,2.85,18,5.13,7,1.99,0,0.0,0,0.0,0,0.0,3,0.85,1,0.28,2,0.57,2,0.57,1,0.28,2,0.57,2,0.57,9,2.56,10,2.85,10,2.85,11,3.13,8,2.28,7,1.99,7,1.99,4,1.14,3,0.85,5,1.42,1,0.28,2,0.57,21,5.98,21,5.98,15,4.27,21,5.98,27,7.69,3,0.85,0,0.0,1,0.28,2,0.57,38021
38,22,482,18,3.73,9,1.87,16,3.32,8,1.66,16,3.32,6,1.24,14,2.9,7,1.45,7,1.45,9,1.87,6,1.24,3,0.62,7,1.45,3,0.62,1,0.21,1,0.21,2,0.41,1,0.21,1,0.21,0,0.0,0,0.0,6,1.24,6,1.24,7,1.45,9,1.87,5,1.04,10,2.07,8,1.66,1,0.21,3,0.62,2,0.41,3,0.62,5,1.04,44,9.13,42,8.71,47,9.75,44,9.13,49,10.17,2,0.41,0,0.0,2,0.41,3,0.62,38022
38,23,344,8,2.33,6,1.74,8,2.33,7,2.03,9,2.62,7,2.03,2,0.58,3,0.87,4,1.16,9,2.62,3,0.87,2,0.58,3,0.87,2,0.58,1,0.29,1,0.29,2,0.58,1,0.29,1,0.29,3,0.87,1,0.29,3,0.87,7,2.03,5,1.45,6,1.74,5,1.45,6,1.74,1,0.29,2,0.58,2,0.58,2,0.58,1,0.29,2,0.58,37,10.76,38,11.05,35,10.17,36,10.47,36,10.47,0,0.0,1,0.29,3,0.87,0,0.0,38023
38,24,209,8,3.83,7,3.35,9,4.31,7,3.35,11,5.26,8,3.83,14,6.7,7,3.35,4,1.91,7,3.35,4,1.91,0,0.0,2,0.96,2,0.96,1,0.48,2,0.96,0,0.0,1,0.48,1,0.48,1,0.48,1,0.48,0,0.0,1,0.48,3,1.44,6,2.87,0,0.0,0,0.0,3,1.44,2,0.96,1,0.48,1,0.48,2,0.96,1,0.48,13,6.22,12,5.74,11,5.26,15,7.18,18,8.61,4,1.91,1,0.48,2,0.96,1,0.48,38024
38,25,351,10,2.85,7,1.99,12,3.42,4,1.14,9,2.56,6,1.71,14,3.99,4,1.14,7,1.99,6,1.71,2,0.57,2,0.57,4,1.14,2,0.57,1,0.28,2,0.57,2,0.57,2,0.57,1,0.28,0,0.0,0,0.0,5,1.42,6,1.71,3,0.85,14,3.99,2,0.57,6,1.71,5,1.42,4,1.14,3,0.85,5,1.42,5,1.42,4,1.14,30,8.55,28,7.98,28,7.98,28,7.98,36,10.26,4,1.14,0,0.0,1,0.28,3,0.85,38025
38,26,286,8,2.8,6,2.1,8,2.8,4,1.4,7,2.45,4,1.4,8,2.8,3,1.05,10,3.5,10,3.5,7,2.45,3,1.05,1,0.35,2,0.7,0,0.0,1,0.35,0,0.0,1,0.35,0,0.0,0,0.0,0,0.0,8,2.8,7,2.45,8,2.8,9,3.15,8,2.8,10,3.5,4,1.4,0,0.0,0,0.0,4,1.4,3,1.05,2,0.7,19,6.64,21,7.34,21,7.34,21,7.34,24,8.39,4,1.4,0,0.0,0,0.0,1,0.35,38026
38,27,180,8,4.44,4,2.22,8,4.44,5,2.78,4,2.22,2,1.11,4,2.22,4,2.22,0,0.0,5,2.78,1,0.56,1,0.56,0,0.0,2,1.11,0,0.0,0,0.0,1,0.56,1,0.56,1,0.56,0,0.0,0,0.0,8,4.44,9,5.0,7,3.89,5,2.78,6,3.33,5,2.78,3,1.67,3,1.67,2,1.11,1,0.56,1,0.56,2,1.11,11,6.11,12,6.67,10,5.56,10,5.56,10,5.56,4,2.22,4,2.22,1,0.56,3,1.67,38027
38,28,345,6,1.74,5,1.45,8,2.32,7,2.03,5,1.45,7,2.03,10,2.9,7,2.03,8,2.32,12,3.48,3,0.87,1,0.29,3,0.87,3,0.87,1,0.29,2,0.58,3,0.87,2,0.58,7,2.03,2,0.58,4,1.16,3,0.87,13,3.77,4,1.16,7,2.03,3,0.87,6,1.74,3,0.87,2,0.58,3,0.87,0,0.0,1,0.29,1,0.29,26,7.54,31,8.99,26,7.54,29,8.41,34,9.86,6,1.74,3,0.87,1,0.29,5,1.45,38028
38,29,251,14,5.58,7,2.79,9,3.59,4,1.59,7,2.79,5,1.99,13,5.18,9,3.59,5,1.99,8,3.19,5,1.99,1,0.4,4,1.59,1,0.4,0,0.0,1,0.4,2,0.8,0,0.0,2,0.8,2,0.8,2,0.8,0,0.0,1,0.4,1,0.4,6,2.39,0,0.0,0,0.0,3,1.2,2,0.8,4,1.59,4,1.59,2,0.8,3,1.2,19,7.57,18,7.17,16,6.37,17,6.77,22,8.76,4,1.59,1,0.4,1,0.4,1,0.4,38029
38,30,335,9,2.69,4,1.19,7,2.09,5,1.49,7,2.09,2,0.6,11,3.28,9,2.69,11,3.28,14,4.18,3,0.9,0,0.0,1,0.3,0,0.0,1,0.3,1,0.3,1,0.3,1,0.3,3,0.9,3,0.9,2,0.6,6,1.79,6,1.79,7,2.09,9,2.69,1,0.3,2,0.6,6,1.79,4,1.19,3,0.9,5,1.49,3,0.9,3,0.9,28,8.36,32,9.55,25,7.46,24,7.16,28,8.36,8,2.39,1,0.3,3,0.9,3,0.9,38030
38,31,493,16,3.25,10,2.03,15,3.04,10,2.03,11,2.23,8,1.62,17,3.45,8,1.62,9,1.83,11,2.23,8,1.62,2,0.41,2,0.41,1,0.2,1,0.2,2,0.41,2,0.41,4,0.81,5,1.01,5,1.01,5,1.01,10,2.03,11,2.23,8,1.62,13,2.64,5,1.01,5,1.01,5,1.01,3,0.61,2,0.41,2,0.41,2,0.41,4,0.81,40,8.11,42,8.52,39,7.91,38,7.71,41,8.32,9,1.83,3,0.61,7,1.42,5,1.01,38031
