ward,precinct,total,"Elizabeth T. """"Beth"""" Bowman (Kucinich)","Elizabeth T. """"Beth"""" Bowman (Kucinich) Percent",Ralph Intagliata (Kucinich),Ralph Intagliata (Kucinich) Percent,SohYoon Atac (Kucinich),SohYoon Atac (Kucinich) Percent,Cheryl Angelaccio (Kucinich),Cheryl Angelaccio (Kucinich) Percent,Glenn W. Fritz (Kucinich),Glenn W. Fritz (Kucinich) Percent,Joe Moore (Dean),Joe Moore (Dean) Percent,Mary Ann Smith (Dean),Mary Ann Smith (Dean) Percent,James F. Dougherty (Dean),James F. Dougherty (Dean) Percent,Debra Shore (Dean),Debra Shore (Dean) Percent,William A. Marovitz (Dean),William A. Marovitz (Dean) Percent,Ann P. Kalayil (Dean),Ann P. Kalayil (Dean) Percent,"Vern Shipley (LaRouche, Jr.)","Vern Shipley (LaRouche, Jr.) Percent","Susan D. Wakefield (LaRouche, Jr.)","Susan D. Wakefield (LaRouche, Jr.) Percent","Anthony E. DeFranco (LaRouche, Jr.","Anthony E. DeFranco (LaRouche, Jr. Percent","Douglas E. Heitz (LaRouche, Jr.)","Douglas E. Heitz (LaRouche, Jr.) Percent","Pamela Sue Connelly (LaRouche, Jr.","Pamela Sue Connelly (LaRouche, Jr. Percent","Richard J. Connelly (LaRouche, Jr.","Richard J. Connelly (LaRouche, Jr. Percent",Fred Shareef (Gephardt),Fred Shareef (Gephardt) Percent,Laura Tucker (Edwards),Laura Tucker (Edwards) Percent,Randolph G. Jue (Edwards),Randolph G. Jue (Edwards) Percent,Timothy W. Burns (Edwards),Timothy W. Burns (Edwards) Percent,Diane Goldstick Meagher (Edwards),Diane Goldstick Meagher (Edwards) Percent,James E. Malackowski (Edwards),James E. Malackowski (Edwards) Percent,Thomas M. Tunney (Clark),Thomas M. Tunney (Clark) Percent,"Jay """"J.B."""" Pritzker (Clark)","Jay """"J.B."""" Pritzker (Clark) Percent",Ronald D. Jolly (Clark),Ronald D. Jolly (Clark) Percent,Lori Goldstein (Clark),Lori Goldstein (Clark) Percent,Patricia Cherry (Clark),Patricia Cherry (Clark) Percent,Selma D'Souza (Kerry),Selma D'Souza (Kerry) Percent,Howard Learner (Kerry),Howard Learner (Kerry) Percent,Madhuri Kommareddi (Kerry),Madhuri Kommareddi (Kerry) Percent,Myron M. Cherry (Kerry),Myron M. Cherry (Kerry) Percent,Darlene Sowell (Kerry),Darlene Sowell (Kerry) Percent,Arthur Berman (Lieberman),Arthur Berman (Lieberman) Percent,Ann M. Coconate (Lieberman),Ann M. Coconate (Lieberman) Percent,Benita Kapnick (Lieberman),Benita Kapnick (Lieberman) Percent,Ira Silverstein (Lieberman),Ira Silverstein (Lieberman) Percent,Bernard Stone (Lieberman),Bernard Stone (Lieberman) Percent,Debra F. Hartman (Lieberman),Debra F. Hartman (Lieberman) Percent,Deon Lopez (Braun),Deon Lopez (Braun) Percent,Himal P. Agarwal (Braun),Himal P. Agarwal (Braun) Percent,Karen Boehning (Braun),Karen Boehning (Braun) Percent,Michael J. Harrington (Braun),Michael J. Harrington (Braun) Percent,Audrey Avila (Braun),Audrey Avila (Braun) Percent,Moti Agarwal (Braun),Moti Agarwal (Braun) Percent,precinct_id
41,27,160,3,1.88,3,1.88,1,0.63,1,0.63,1,0.63,2,1.25,5,3.13,4,2.5,4,2.5,3,1.88,5,3.13,0,0.0,0,0.0,1,0.63,0,0.0,1,0.63,2,1.25,2,1.25,4,2.5,5,3.13,4,2.5,4,2.5,8,5.0,0,0.0,2,1.25,0,0.0,0,0.0,0,0.0,14,8.75,14,8.75,12,7.5,14,8.75,10,6.25,2,1.25,1,0.63,1,0.63,1,0.63,2,1.25,2,1.25,0,0.0,0,0.0,0,0.0,0,0.0,3,1.88,0,0.0,41027
41,28,285,6,2.11,3,1.05,5,1.75,7,2.46,4,1.4,2,0.7,7,2.46,2,0.7,4,1.4,1,0.35,5,1.75,2,0.7,0,0.0,0,0.0,1,0.35,1,0.35,2,0.7,1,0.35,2,0.7,0,0.0,0,0.0,0,0.0,1,0.35,2,0.7,1,0.35,2,0.7,1,0.35,2,0.7,33,11.58,33,11.58,33,11.58,33,11.58,33,11.58,1,0.35,1,0.35,1,0.35,1,0.35,1,0.35,1,0.35,2,0.7,0,0.0,0,0.0,0,0.0,3,1.05,3,1.05,41028
41,29,147,4,2.72,1,0.68,2,1.36,3,2.04,1,0.68,2,1.36,4,2.72,3,2.04,6,4.08,1,0.68,4,2.72,0,0.0,0,0.0,1,0.68,0,0.0,0,0.0,0,0.0,1,0.68,2,1.36,1,0.68,2,1.36,1,0.68,4,2.72,2,1.36,1,0.68,1,0.68,1,0.68,1,0.68,15,10.2,14,9.52,13,8.84,13,8.84,14,9.52,0,0.0,1,0.68,1,0.68,1,0.68,1,0.68,1,0.68,2,1.36,0,0.0,0,0.0,1,0.68,1,0.68,0,0.0,41029
41,31,497,8,1.61,7,1.41,4,0.8,4,0.8,3,0.6,9,1.81,9,1.81,19,3.82,8,1.61,11,2.21,4,0.8,0,0.0,1,0.2,2,0.4,0,0.0,4,0.8,2,0.4,3,0.6,5,1.01,6,1.21,9,1.81,5,1.01,7,1.41,3,0.6,3,0.6,2,0.4,2,0.4,5,1.01,53,10.66,50,10.06,46,9.26,46,9.26,49,9.86,4,0.8,9,1.81,5,1.01,7,1.41,5,1.01,4,0.8,4,0.8,1,0.2,1,0.2,2,0.4,6,1.21,3,0.6,41031
41,32,323,7,2.17,7,2.17,3,0.93,9,2.79,1,0.31,12,3.72,11,3.41,18,5.57,13,4.02,13,4.02,11,3.41,2,0.62,2,0.62,6,1.86,1,0.31,1,0.31,2,0.62,0,0.0,5,1.55,4,1.24,5,1.55,4,1.24,6,1.86,1,0.31,2,0.62,4,1.24,1,0.31,3,0.93,21,6.5,24,7.43,21,6.5,22,6.81,21,6.5,2,0.62,6,1.86,2,0.62,2,0.62,7,2.17,2,0.62,0,0.0,0,0.0,1,0.31,0,0.0,6,1.86,4,1.24,41032
41,33,340,8,2.35,5,1.47,5,1.47,5,1.47,5,1.47,7,2.06,7,2.06,8,2.35,7,2.06,6,1.76,5,1.47,1,0.29,1,0.29,1,0.29,1,0.29,0,0.0,0,0.0,0,0.0,13,3.82,13,3.82,15,4.41,8,2.35,11,3.24,2,0.59,1,0.29,1,0.29,1,0.29,3,0.88,29,8.53,29,8.53,26,7.65,28,8.24,28,8.24,1,0.29,3,0.88,3,0.88,1,0.29,3,0.88,2,0.59,1,0.29,0,0.0,0,0.0,0,0.0,2,0.59,1,0.29,41033
41,34,409,6,1.47,4,0.98,3,0.73,4,0.98,5,1.22,5,1.22,8,1.96,14,3.42,6,1.47,8,1.96,5,1.22,1,0.24,3,0.73,2,0.49,1,0.24,3,0.73,1,0.24,0,0.0,13,3.18,10,2.44,12,2.93,11,2.69,13,3.18,4,0.98,4,0.98,2,0.49,4,0.98,3,0.73,39,9.54,38,9.29,35,8.56,37,9.05,31,7.58,1,0.24,5,1.22,1,0.24,3,0.73,1,0.24,2,0.49,1,0.24,0,0.0,0,0.0,2,0.49,1,0.24,2,0.49,41034
41,36,552,18,3.26,11,1.99,12,2.17,14,2.54,16,2.9,6,1.09,10,1.81,17,3.08,7,1.27,9,1.63,7,1.27,1,0.18,0,0.0,0,0.0,0,0.0,1,0.18,1,0.18,5,0.91,7,1.27,5,0.91,8,1.45,5,0.91,5,0.91,4,0.72,1,0.18,2,0.36,1,0.18,1,0.18,56,10.14,58,10.51,57,10.33,55,9.96,52,9.42,3,0.54,3,0.54,2,0.36,2,0.36,5,0.91,2,0.36,0,0.0,0,0.0,1,0.18,2,0.36,5,0.91,1,0.18,41036
41,37,549,14,2.55,13,2.37,7,1.28,7,1.28,6,1.09,3,0.55,9,1.64,16,2.91,7,1.28,7,1.28,5,0.91,1,0.18,1,0.18,1,0.18,3,0.55,3,0.55,2,0.36,4,0.73,8,1.46,5,0.91,5,0.91,4,0.73,5,0.91,6,1.09,5,0.91,3,0.55,3,0.55,5,0.91,59,10.75,59,10.75,61,11.11,57,10.38,59,10.75,3,0.55,3,0.55,3,0.55,4,0.73,3,0.55,3,0.55,0,0.0,0,0.0,0,0.0,1,0.18,3,0.55,1,0.18,41037
41,38,305,4,1.31,2,0.66,1,0.33,1,0.33,1,0.33,4,1.31,5,1.64,10,3.28,3,0.98,4,1.31,2,0.66,1,0.33,1,0.33,4,1.31,0,0.0,0,0.0,2,0.66,1,0.33,5,1.64,4,1.31,7,2.3,4,1.31,6,1.97,2,0.66,0,0.0,1,0.33,1,0.33,4,1.31,30,9.84,30,9.84,32,10.49,34,11.15,32,10.49,2,0.66,3,0.98,2,0.66,3,0.98,2,0.66,1,0.33,2,0.66,1,0.33,2,0.66,3,0.98,5,1.64,2,0.66,41038
41,39,279,8,2.87,5,1.79,4,1.43,6,2.15,4,1.43,5,1.79,6,2.15,8,2.87,6,2.15,2,0.72,4,1.43,2,0.72,4,1.43,1,0.36,1,0.36,4,1.43,1,0.36,1,0.36,7,2.51,6,2.15,6,2.15,4,1.43,6,2.15,5,1.79,2,0.72,2,0.72,4,1.43,4,1.43,23,8.24,23,8.24,21,7.53,20,7.17,21,7.53,0,0.0,3,1.08,0,0.0,0,0.0,0,0.0,2,0.72,0,0.0,2,0.72,0,0.0,2,0.72,0,0.0,3,1.08,41039
41,40,510,15,2.94,12,2.35,9,1.76,8,1.57,8,1.57,13,2.55,9,1.76,16,3.14,7,1.37,11,2.16,8,1.57,1,0.2,5,0.98,8,1.57,2,0.39,6,1.18,2,0.39,4,0.78,17,3.33,11,2.16,16,3.14,13,2.55,14,2.75,11,2.16,8,1.57,5,0.98,5,0.98,4,0.78,37,7.25,37,7.25,35,6.86,32,6.27,39,7.65,1,0.2,3,0.59,1,0.2,0,0.0,4,0.78,2,0.39,1,0.2,1,0.2,2,0.39,2,0.39,2,0.39,1,0.2,41040
41,41,456,3,0.66,5,1.1,1,0.22,5,1.1,2,0.44,9,1.97,9,1.97,16,3.51,8,1.75,7,1.54,6,1.32,2,0.44,3,0.66,3,0.66,2,0.44,2,0.44,4,0.88,4,0.88,5,1.1,5,1.1,5,1.1,7,1.54,10,2.19,7,1.54,5,1.1,2,0.44,7,1.54,3,0.66,44,9.65,45,9.87,42,9.21,48,10.53,48,10.53,2,0.44,2,0.44,1,0.22,0,0.0,3,0.66,3,0.66,3,0.66,1,0.22,1,0.22,2,0.44,7,1.54,3,0.66,41041
41,42,428,5,1.17,4,0.93,3,0.7,3,0.7,2,0.47,11,2.57,8,1.87,17,3.97,9,2.1,12,2.8,8,1.87,3,0.7,2,0.47,1,0.23,1,0.23,3,0.7,1,0.23,3,0.7,11,2.57,12,2.8,12,2.8,10,2.34,6,1.4,6,1.4,3,0.7,2,0.47,4,0.93,4,0.93,36,8.41,38,8.88,36,8.41,36,8.41,38,8.88,2,0.47,4,0.93,2,0.47,2,0.47,3,0.7,2,0.47,0,0.0,0,0.0,0,0.0,3,0.7,1,0.23,1,0.23,41042
41,44,549,5,0.91,9,1.64,3,0.55,5,0.91,5,0.91,9,1.64,15,2.73,17,3.1,3,0.55,8,1.46,5,0.91,0,0.0,4,0.73,3,0.55,1,0.18,3,0.55,4,0.73,2,0.36,18,3.28,14,2.55,15,2.73,15,2.73,17,3.1,8,1.46,3,0.55,2,0.36,3,0.55,4,0.73,55,10.02,50,9.11,46,8.38,54,9.84,47,8.56,0,0.0,4,0.73,0,0.0,3,0.55,2,0.36,0,0.0,7,1.28,1,0.18,2,0.36,5,0.91,7,1.28,1,0.18,41044
41,45,358,11,3.07,9,2.51,6,1.68,6,1.68,8,2.23,7,1.96,11,3.07,12,3.35,7,1.96,7,1.96,9,2.51,0,0.0,0,0.0,2,0.56,0,0.0,2,0.56,1,0.28,0,0.0,12,3.35,10,2.79,9,2.51,9,2.51,12,3.35,3,0.84,3,0.84,2,0.56,2,0.56,5,1.4,28,7.82,27,7.54,25,6.98,24,6.7,26,7.26,0,0.0,2,0.56,1,0.28,0,0.0,2,0.56,2,0.56,1,0.28,0,0.0,2,0.56,2,0.56,5,1.4,1,0.28,41045
41,48,235,3,1.28,4,1.7,3,1.28,2,0.85,1,0.43,7,2.98,6,2.55,6,2.55,4,1.7,7,2.98,5,2.13,1,0.43,0,0.0,1,0.43,0,0.0,0,0.0,1,0.43,0,0.0,6,2.55,3,1.28,3,1.28,3,1.28,2,0.85,3,1.28,1,0.43,2,0.85,2,0.85,5,2.13,19,8.09,21,8.94,18,7.66,21,8.94,21,8.94,2,0.85,2,0.85,3,1.28,4,1.7,2,0.85,2,0.85,5,2.13,0,0.0,0,0.0,3,1.28,5,2.13,2,0.85,41048
41,49,335,9,2.69,5,1.49,2,0.6,8,2.39,4,1.19,6,1.79,12,3.58,12,3.58,9,2.69,7,2.09,10,2.99,0,0.0,2,0.6,1,0.3,0,0.0,1,0.3,2,0.6,3,0.9,6,1.79,4,1.19,5,1.49,6,1.79,9,2.69,5,1.49,6,1.79,2,0.6,5,1.49,3,0.9,27,8.06,27,8.06,24,7.16,27,8.06,28,8.36,0,0.0,1,0.3,2,0.6,1,0.3,2,0.6,1,0.3,2,0.6,0,0.0,2,0.6,4,1.19,3,0.9,0,0.0,41049
41,52,699,20,2.86,15,2.15,16,2.29,15,2.15,12,1.72,23,3.29,24,3.43,30,4.29,22,3.15,21,3.0,17,2.43,0,0.0,4,0.57,1,0.14,1,0.14,6,0.86,4,0.57,2,0.29,10,1.43,10,1.43,12,1.72,7,1.0,14,2.0,11,1.57,11,1.57,7,1.0,7,1.0,9,1.29,46,6.58,47,6.72,47,6.72,47,6.72,48,6.87,3,0.43,8,1.14,2,0.29,3,0.43,6,0.86,6,0.86,2,0.29,1,0.14,3,0.43,8,1.14,8,1.14,4,0.57,41052
41,53,413,9,2.18,5,1.21,5,1.21,7,1.69,5,1.21,11,2.66,12,2.91,19,4.6,11,2.66,9,2.18,10,2.42,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,1.21,4,0.97,3,0.73,2,0.48,2,0.48,1,0.24,2,0.48,1,0.24,0,0.0,3,0.73,41,9.93,41,9.93,42,10.17,40,9.69,41,9.93,2,0.48,4,0.97,4,0.97,2,0.48,5,1.21,3,0.73,1,0.24,1,0.24,1,0.24,2,0.48,6,1.45,1,0.24,41053
41,55,320,9,2.81,5,1.56,6,1.88,5,1.56,3,0.94,7,2.19,7,2.19,13,4.06,6,1.88,3,0.94,3,0.94,1,0.31,1,0.31,0,0.0,0,0.0,0,0.0,2,0.63,0,0.0,9,2.81,6,1.88,9,2.81,8,2.5,9,2.81,0,0.0,1,0.31,1,0.31,1,0.31,3,0.94,30,9.38,29,9.06,29,9.06,31,9.69,28,8.75,3,0.94,1,0.31,0,0.0,1,0.31,2,0.63,0,0.0,0,0.0,0,0.0,0,0.0,1,0.31,5,1.56,0,0.0,41055
41,56,558,9,1.61,9,1.61,6,1.08,9,1.61,3,0.54,12,2.15,7,1.25,19,3.41,6,1.08,7,1.25,6,1.08,2,0.36,3,0.54,3,0.54,2,0.36,5,0.9,2,0.36,4,0.72,12,2.15,11,1.97,13,2.33,10,1.79,10,1.79,5,0.9,2,0.36,1,0.18,1,0.18,6,1.08,52,9.32,57,10.22,51,9.14,57,10.22,56,10.04,1,0.18,4,0.72,0,0.0,2,0.36,2,0.36,1,0.18,1,0.18,0,0.0,0,0.0,3,0.54,12,2.15,1,0.18,41056
41,58,296,6,2.03,3,1.01,3,1.01,2,0.68,4,1.35,4,1.35,5,1.69,9,3.04,3,1.01,3,1.01,5,1.69,1,0.34,0,0.0,0,0.0,0,0.0,0,0.0,1,0.34,0,0.0,6,2.03,6,2.03,4,1.35,6,2.03,9,3.04,4,1.35,6,2.03,4,1.35,3,1.01,7,2.36,29,9.8,33,11.15,31,10.47,28,9.46,27,9.12,2,0.68,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.34,0,0.0,0,0.0,0,0.0,3,1.01,2,0.68,41058
41,60,438,8,1.83,5,1.14,4,0.91,9,2.05,3,0.68,11,2.51,12,2.74,18,4.11,9,2.05,8,1.83,9,2.05,3,0.68,5,1.14,3,0.68,1,0.23,5,1.14,2,0.46,4,0.91,3,0.68,1,0.23,4,0.91,5,1.14,7,1.6,5,1.14,5,1.14,3,0.68,4,0.91,5,1.14,39,8.9,38,8.68,35,7.99,35,7.99,30,6.85,6,1.37,9,2.05,4,0.91,6,1.37,5,1.14,3,0.68,4,0.91,2,0.46,2,0.46,4,0.91,8,1.83,2,0.46,41060
41,61,663,11,1.66,11,1.66,11,1.66,13,1.96,9,1.36,9,1.36,11,1.66,13,1.96,6,0.9,7,1.06,5,0.75,1,0.15,1,0.15,3,0.45,2,0.3,4,0.6,1,0.15,4,0.6,15,2.26,15,2.26,16,2.41,12,1.81,17,2.56,10,1.51,7,1.06,6,0.9,5,0.75,7,1.06,57,8.6,59,8.9,56,8.45,60,9.05,60,9.05,5,0.75,8,1.21,4,0.6,3,0.45,3,0.45,5,0.75,4,0.6,2,0.3,3,0.45,4,0.6,11,1.66,1,0.15,41061
41,63,459,4,0.87,3,0.65,1,0.22,4,0.87,1,0.22,9,1.96,10,2.18,25,5.45,9,1.96,11,2.4,9,1.96,2,0.44,3,0.65,5,1.09,2,0.44,6,1.31,4,0.87,2,0.44,12,2.61,10,2.18,16,3.49,10,2.18,14,3.05,5,1.09,1,0.22,3,0.65,5,1.09,1,0.22,35,7.63,37,8.06,34,7.41,37,8.06,36,7.84,4,0.87,6,1.31,4,0.87,4,0.87,6,1.31,2,0.44,1,0.22,1,0.22,2,0.44,5,1.09,8,1.74,0,0.0,41063
41,64,524,11,2.1,12,2.29,8,1.53,11,2.1,9,1.72,7,1.34,11,2.1,11,2.1,7,1.34,7,1.34,8,1.53,2,0.38,3,0.57,1,0.19,0,0.0,2,0.38,2,0.38,1,0.19,9,1.72,10,1.91,10,1.91,8,1.53,11,2.1,3,0.57,3,0.57,2,0.38,1,0.19,3,0.57,53,10.11,53,10.11,51,9.73,53,10.11,52,9.92,3,0.57,3,0.57,2,0.38,1,0.19,1,0.19,1,0.19,2,0.38,2,0.38,2,0.38,4,0.76,3,0.57,2,0.38,41064
44,3,1017,12,1.18,4,0.39,6,0.59,3,0.29,4,0.39,17,1.67,15,1.47,6,0.59,14,1.38,30,2.95,6,0.59,1,0.1,2,0.2,0,0.0,0,0.0,2,0.2,2,0.2,5,0.49,14,1.38,10,0.98,11,1.08,15,1.47,7,0.69,24,2.36,28,2.75,4,0.39,11,1.08,9,0.88,104,10.23,117,11.5,104,10.23,110,10.82,112,11.01,24,2.36,10,0.98,8,0.79,16,1.57,15,1.47,8,0.79,1,0.1,0,0.0,1,0.1,4,0.39,5,0.49,1,0.1,44003
44,4,700,13,1.86,6,0.86,7,1.0,7,1.0,7,1.0,14,2.0,16,2.29,9,1.29,12,1.71,24,3.43,9,1.29,1,0.14,1,0.14,1,0.14,1,0.14,1,0.14,1,0.14,3,0.43,7,1.0,3,0.43,6,0.86,5,0.71,5,0.71,18,2.57,20,2.86,5,0.71,11,1.57,5,0.71,67,9.57,71,10.14,64,9.14,67,9.57,67,9.57,14,2.0,7,1.0,9,1.29,11,1.57,13,1.86,5,0.71,0,0.0,0,0.0,2,0.29,0,0.0,1,0.14,2,0.29,44004
44,7,764,7,0.92,4,0.52,7,0.92,6,0.79,4,0.52,18,2.36,18,2.36,15,1.96,12,1.57,26,3.4,11,1.44,0,0.0,0,0.0,0,0.0,0,0.0,1,0.13,0,0.0,1,0.13,11,1.44,10,1.31,7,0.92,7,0.92,8,1.05,14,1.83,7,0.92,2,0.26,7,0.92,3,0.39,84,10.99,83,10.86,78,10.21,81,10.6,83,10.86,12,1.57,5,0.65,7,0.92,11,1.44,11,1.44,5,0.65,0,0.0,1,0.13,1,0.13,4,0.52,3,0.39,0,0.0,44007
44,18,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,44018
44,35,516,14,2.71,13,2.52,13,2.52,14,2.71,12,2.33,6,1.16,10,1.94,7,1.36,10,1.94,12,2.33,6,1.16,1,0.19,1,0.19,1,0.19,0,0.0,1,0.19,0,0.0,4,0.78,6,1.16,4,0.78,7,1.36,2,0.39,4,0.78,10,1.94,5,0.97,3,0.58,6,1.16,6,1.16,51,9.88,52,10.08,46,8.91,49,9.5,48,9.3,8,1.55,3,0.58,2,0.39,2,0.39,5,0.97,0,0.0,2,0.39,0,0.0,0,0.0,1,0.19,2,0.39,1,0.19,44035
44,48,580,16,2.76,12,2.07,15,2.59,15,2.59,10,1.72,11,1.9,7,1.21,5,0.86,11,1.9,17,2.93,6,1.03,0,0.0,0,0.0,0,0.0,0,0.0,1,0.17,1,0.17,3,0.52,9,1.55,5,0.86,7,1.21,5,0.86,3,0.52,13,2.24,7,1.21,3,0.52,4,0.69,2,0.34,57,9.83,64,11.03,57,9.83,60,10.34,62,10.69,7,1.21,1,0.17,2,0.34,3,0.52,5,0.86,2,0.34,0,0.0,0,0.0,0,0.0,0,0.0,1,0.17,0,0.0,44048
44,49,1438,20,1.39,15,1.04,14,0.97,11,0.76,9,0.63,27,1.88,31,2.16,17,1.18,25,1.74,38,2.64,20,1.39,0,0.0,2,0.14,0,0.0,0,0.0,2,0.14,3,0.21,1,0.07,13,0.9,10,0.7,12,0.83,14,0.97,11,0.76,21,1.46,23,1.6,4,0.28,12,0.83,13,0.9,164,11.4,167,11.61,162,11.27,160,11.13,165,11.47,15,1.04,5,0.35,6,0.42,9,0.63,12,0.83,5,0.35,1,0.07,0,0.0,1,0.07,1,0.07,7,0.49,5,0.35,44049
46,1,1217,13,1.07,10,0.82,6,0.49,12,0.99,10,0.82,32,2.63,36,2.96,26,2.14,29,2.38,40,3.29,19,1.56,3,0.25,0,0.0,1,0.08,0,0.0,3,0.25,2,0.16,3,0.25,18,1.48,12,0.99,8,0.66,11,0.9,4,0.33,18,1.48,19,1.56,6,0.49,10,0.82,9,0.74,126,10.35,137,11.26,118,9.7,121,9.94,129,10.6,15,1.23,6,0.49,4,0.33,9,0.74,6,0.49,10,0.82,2,0.16,0,0.0,5,0.41,1,0.08,9,0.74,2,0.16,46001
46,2,787,26,3.3,20,2.54,26,3.3,20,2.54,18,2.29,29,3.68,37,4.7,22,2.8,31,3.94,28,3.56,20,2.54,2,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.38,8,1.02,5,0.64,6,0.76,6,0.76,5,0.64,11,1.4,3,0.38,1,0.13,4,0.51,7,0.89,63,8.01,65,8.26,68,8.64,61,7.75,62,7.88,5,0.64,2,0.25,2,0.25,2,0.25,2,0.25,2,0.25,2,0.25,2,0.25,4,0.51,0,0.0,6,0.76,4,0.51,46002
46,4,496,16,3.23,10,2.02,9,1.81,11,2.22,11,2.22,15,3.02,26,5.24,7,1.41,10,2.02,10,2.02,7,1.41,1,0.2,4,0.81,2,0.4,3,0.6,2,0.4,5,1.01,1,0.2,7,1.41,4,0.81,5,1.01,7,1.41,2,0.4,6,1.21,2,0.4,3,0.6,3,0.6,8,1.61,42,8.47,43,8.67,37,7.46,36,7.26,42,8.47,7,1.41,1,0.2,2,0.4,3,0.6,2,0.4,0,0.0,3,0.6,3,0.6,3,0.6,1,0.2,18,3.63,4,0.81,46004
46,6,407,16,3.93,14,3.44,15,3.69,12,2.95,11,2.7,16,3.93,21,5.16,8,1.97,11,2.7,7,1.72,10,2.46,4,0.98,4,0.98,1,0.25,0,0.0,0,0.0,1,0.25,0,0.0,5,1.23,4,0.98,6,1.47,3,0.74,5,1.23,5,1.23,4,0.98,1,0.25,2,0.49,3,0.74,25,6.14,28,6.88,27,6.63,25,6.14,26,6.39,2,0.49,2,0.49,0,0.0,2,0.49,1,0.25,0,0.0,6,1.47,4,0.98,3,0.74,3,0.74,16,3.93,5,1.23,46006
46,7,1103,16,1.45,12,1.09,12,1.09,15,1.36,13,1.18,22,1.99,28,2.54,21,1.9,19,1.72,23,2.09,14,1.27,1,0.09,1,0.09,1,0.09,1,0.09,1,0.09,3,0.27,3,0.27,16,1.45,11,1.0,14,1.27,12,1.09,12,1.09,8,0.73,7,0.63,4,0.36,6,0.54,6,0.54,122,11.06,126,11.42,119,10.79,117,10.61,122,11.06,3,0.27,2,0.18,3,0.27,4,0.36,4,0.36,1,0.09,5,0.45,4,0.36,6,0.54,5,0.45,9,0.82,6,0.54,46007
46,8,562,16,2.85,7,1.25,14,2.49,8,1.42,7,1.25,17,3.02,26,4.63,14,2.49,16,2.85,10,1.78,14,2.49,3,0.53,3,0.53,2,0.36,1,0.18,1,0.18,5,0.89,3,0.53,12,2.14,3,0.53,10,1.78,2,0.36,1,0.18,8,1.42,7,1.25,7,1.25,3,0.53,7,1.25,46,8.19,47,8.36,40,7.12,42,7.47,43,7.65,4,0.71,2,0.36,2,0.36,2,0.36,6,1.07,2,0.36,8,1.42,1,0.18,2,0.36,9,1.6,17,3.02,2,0.36,46008
46,9,702,14,1.99,9,1.28,10,1.42,6,0.85,4,0.57,16,2.28,19,2.71,12,1.71,18,2.56,13,1.85,9,1.28,4,0.57,1,0.14,1,0.14,0,0.0,4,0.57,1,0.14,4,0.57,14,1.99,11,1.57,12,1.71,13,1.85,11,1.57,11,1.57,10,1.42,6,0.85,8,1.14,12,1.71,72,10.26,68,9.69,63,8.97,63,8.97,65,9.26,2,0.28,1,0.14,1,0.14,2,0.28,2,0.28,3,0.43,3,0.43,0,0.0,1,0.14,0,0.0,10,1.42,4,0.57,46009
46,10,550,16,2.91,10,1.82,13,2.36,9,1.64,8,1.45,19,3.45,18,3.27,9,1.64,12,2.18,9,1.64,10,1.82,1,0.18,0,0.0,1,0.18,1,0.18,0,0.0,2,0.36,1,0.18,10,1.82,8,1.45,7,1.27,7,1.27,6,1.09,6,1.09,1,0.18,2,0.36,0,0.0,2,0.36,51,9.27,55,10.0,47,8.55,48,8.73,58,10.55,3,0.55,1,0.18,2,0.36,1,0.18,3,0.55,1,0.18,6,1.09,1,0.18,1,0.18,3,0.55,6,1.09,3,0.55,46010
46,11,938,18,1.92,12,1.28,11,1.17,16,1.71,10,1.07,25,2.67,24,2.56,19,2.03,25,2.67,33,3.52,19,2.03,0,0.0,2,0.21,0,0.0,0,0.0,2,0.21,1,0.11,3,0.32,12,1.28,10,1.07,7,0.75,7,0.75,3,0.32,14,1.49,9,0.96,3,0.32,3,0.32,5,0.53,101,10.77,102,10.87,93,9.91,95,10.13,96,10.23,9,0.96,2,0.21,3,0.32,4,0.43,6,0.64,1,0.11,5,0.53,1,0.11,4,0.43,9,0.96,6,0.64,3,0.32,46011
46,12,648,22,3.4,21,3.24,19,2.93,15,2.31,17,2.62,16,2.47,22,3.4,9,1.39,16,2.47,11,1.7,7,1.08,2,0.31,4,0.62,1,0.15,0,0.0,1,0.15,1,0.15,5,0.77,13,2.01,8,1.23,12,1.85,7,1.08,8,1.23,13,2.01,3,0.46,4,0.62,6,0.93,11,1.7,49,7.56,55,8.49,53,8.18,52,8.02,51,7.87,3,0.46,1,0.15,3,0.46,2,0.31,5,0.77,2,0.31,4,0.62,2,0.31,2,0.31,3,0.46,13,2.01,3,0.46,46012
