ward,precinct,total,Robert Shaw,Robert Shaw Percent,"Larry R. Rogers, Jr.","Larry R. Rogers, Jr. Percent",precinct_id
17,25,103,47,45.63,56,54.37,17025
17,26,228,105,46.05,123,53.95,17026
17,27,229,122,53.28,107,46.72,17027
17,28,149,70,46.98,79,53.02,17028
17,29,191,89,46.6,102,53.4,17029
17,30,192,103,53.65,89,46.35,17030
17,31,164,99,60.37,65,39.63,17031
17,32,177,98,55.37,79,44.63,17032
17,33,140,62,44.29,78,55.71,17033
17,34,151,85,56.29,66,43.71,17034
17,35,122,57,46.72,65,53.28,17035
17,36,93,55,59.14,38,40.86,17036
17,37,151,68,45.03,83,54.97,17037
17,38,159,65,40.88,94,59.12,17038
17,39,139,91,65.47,48,34.53,17039
17,40,135,81,60.0,54,40.0,17040
17,41,151,84,55.63,67,44.37,17041
17,42,132,70,53.03,62,46.97,17042
17,43,164,95,57.93,69,42.07,17043
17,44,155,70,45.16,85,54.84,17044
17,45,107,70,65.42,37,34.58,17045
17,46,176,95,53.98,81,46.02,17046
17,47,104,59,56.73,45,43.27,17047
17,48,181,90,49.72,91,50.28,17048
17,49,135,80,59.26,55,40.74,17049
17,50,160,85,53.13,75,46.88,17050
17,51,195,95,48.72,100,51.28,17051
17,52,240,111,46.25,129,53.75,17052
17,53,172,77,44.77,95,55.23,17053
17,54,210,88,41.9,122,58.1,17054
17,55,131,62,47.33,69,52.67,17055
17,56,155,88,56.77,67,43.23,17056
17,57,200,110,55.0,90,45.0,17057
17,58,144,85,59.03,59,40.97,17058
17,59,119,37,31.09,82,68.91,17059
17,60,225,127,56.44,98,43.56,17060
17,61,125,64,51.2,61,48.8,17061
17,62,142,89,62.68,53,37.32,17062
17,63,120,73,60.83,47,39.17,17063
17,64,133,85,63.91,48,36.09,17064
18,1,149,92,61.74,57,38.26,18001
18,2,207,116,56.04,91,43.96,18002
18,3,181,110,60.77,71,39.23,18003
18,4,239,97,40.59,142,59.41,18004
18,5,198,113,57.07,85,42.93,18005
18,6,146,77,52.74,69,47.26,18006
18,7,186,96,51.61,90,48.39,18007
18,8,100,56,56.0,44,44.0,18008
18,9,232,110,47.41,122,52.59,18009
18,10,318,139,43.71,179,56.29,18010
18,11,182,121,66.48,61,33.52,18011
18,12,301,152,50.5,149,49.5,18012
18,13,241,129,53.53,112,46.47,18013
18,14,284,142,50.0,142,50.0,18014
18,15,126,78,61.9,48,38.1,18015
18,16,245,125,51.02,120,48.98,18016
18,17,182,102,56.04,80,43.96,18017
18,18,235,116,49.36,119,50.64,18018
18,19,185,90,48.65,95,51.35,18019
18,20,230,113,49.13,117,50.87,18020
18,21,287,153,53.31,134,46.69,18021
18,22,259,102,39.38,157,60.62,18022
18,23,226,125,55.31,101,44.69,18023
18,24,284,123,43.31,161,56.69,18024
18,25,229,103,44.98,126,55.02,18025
18,26,197,81,41.12,116,58.88,18026
18,27,214,121,56.54,93,43.46,18027
18,28,243,152,62.55,91,37.45,18028
18,29,211,117,55.45,94,44.55,18029
18,30,192,81,42.19,111,57.81,18030
18,31,190,113,59.47,77,40.53,18031
18,32,241,105,43.57,136,56.43,18032
18,33,159,79,49.69,80,50.31,18033
18,34,307,132,43.0,175,57.0,18034
18,35,270,110,40.74,160,59.26,18035
18,36,154,75,48.7,79,51.3,18036
18,37,181,75,41.44,106,58.56,18037
18,38,277,114,41.16,163,58.84,18038
18,39,193,92,47.67,101,52.33,18039
18,40,274,134,48.91,140,51.09,18040
18,41,207,132,63.77,75,36.23,18041
18,42,155,88,56.77,67,43.23,18042
18,43,131,88,67.18,43,32.82,18043
18,44,117,60,51.28,57,48.72,18044
18,45,249,105,42.17,144,57.83,18045
18,46,217,97,44.7,120,55.3,18046
18,47,167,99,59.28,68,40.72,18047
18,48,113,74,65.49,39,34.51,18048
18,49,186,93,50.0,93,50.0,18049
18,50,229,141,61.57,88,38.43,18050
18,51,128,51,39.84,77,60.16,18051
18,52,210,99,47.14,111,52.86,18052
18,53,189,76,40.21,113,59.79,18053
18,54,236,100,42.37,136,57.63,18054
18,55,195,119,61.03,76,38.97,18055
18,56,180,101,56.11,79,43.89,18056
18,57,168,96,57.14,72,42.86,18057
18,58,162,92,56.79,70,43.21,18058
18,59,140,74,52.86,66,47.14,18059
18,60,235,118,50.21,117,49.79,18060
18,61,218,119,54.59,99,45.41,18061
18,62,167,73,43.71,94,56.29,18062
18,63,189,85,44.97,104,55.03,18063
18,64,163,95,58.28,68,41.72,18064
19,5,269,97,36.06,172,63.94,19005
19,7,240,137,57.08,103,42.92,19007
19,10,351,135,38.46,216,61.54,19010
19,13,230,93,40.43,137,59.57,19013
19,17,305,205,67.21,100,32.79,19017
19,18,290,115,39.66,175,60.34,19018
19,20,236,98,41.53,138,58.47,19020
19,23,268,140,52.24,128,47.76,19023
19,25,280,98,35.0,182,65.0,19025
19,26,265,131,49.43,134,50.57,19026
19,27,172,71,41.28,101,58.72,19027
19,28,323,133,41.18,190,58.82,19028
19,29,185,100,54.05,85,45.95,19029
19,31,234,120,51.28,114,48.72,19031
19,32,296,196,66.22,100,33.78,19032
19,34,266,133,50.0,133,50.0,19034
19,35,263,121,46.01,142,53.99,19035
19,36,287,114,39.72,173,60.28,19036
19,37,243,113,46.5,130,53.5,19037
19,38,322,120,37.27,202,62.73,19038
19,40,244,118,48.36,126,51.64,19040
19,42,207,103,49.76,104,50.24,19042
19,43,286,110,38.46,176,61.54,19043
19,46,359,212,59.05,147,40.95,19046
19,48,191,66,34.55,125,65.45,19048
19,49,317,114,35.96,203,64.04,19049
19,50,265,130,49.06,135,50.94,19050
19,52,165,95,57.58,70,42.42,19052
19,55,201,102,50.75,99,49.25,19055
19,56,324,137,42.28,187,57.72,19056
19,57,282,120,42.55,162,57.45,19057
19,60,259,107,41.31,152,58.69,19060
19,62,262,169,64.5,93,35.5,19062
19,64,336,150,44.64,186,55.36,19064
19,65,185,80,43.24,105,56.76,19065
19,66,227,100,44.05,127,55.95,19066
19,67,50,27,54.0,23,46.0,19067
20,1,169,83,49.11,86,50.89,20001
20,2,142,74,52.11,68,47.89,20002
20,3,175,87,49.71,88,50.29,20003
20,4,78,43,55.13,35,44.87,20004
20,5,107,65,60.75,42,39.25,20005
20,6,156,87,55.77,69,44.23,20006
20,7,93,61,65.59,32,34.41,20007
20,9,143,79,55.24,64,44.76,20009
20,10,156,81,51.92,75,48.08,20010
20,11,84,49,58.33,35,41.67,20011
20,12,64,35,54.69,29,45.31,20012
20,13,39,29,74.36,10,25.64,20013
20,14,227,116,51.1,111,48.9,20014
20,15,38,20,52.63,18,47.37,20015
20,16,71,42,59.15,29,40.85,20016
20,17,137,75,54.74,62,45.26,20017
20,18,183,95,51.91,88,48.09,20018
20,19,81,48,59.26,33,40.74,20019
20,20,83,51,61.45,32,38.55,20020
20,22,161,77,47.83,84,52.17,20022
20,23,169,87,51.48,82,48.52,20023
20,24,300,163,54.33,137,45.67,20024
20,25,96,58,60.42,38,39.58,20025
20,26,149,79,53.02,70,46.98,20026
20,27,96,55,57.29,41,42.71,20027
20,28,211,131,62.09,80,37.91,20028
20,29,148,70,47.3,78,52.7,20029
20,30,164,106,64.63,58,35.37,20030
20,31,153,76,49.67,77,50.33,20031
20,32,272,144,52.94,128,47.06,20032
20,33,198,118,59.6,80,40.4,20033
20,34,185,91,49.19,94,50.81,20034
20,35,92,61,66.3,31,33.7,20035
20,36,151,87,57.62,64,42.38,20036
20,37,128,67,52.34,61,47.66,20037
20,38,20,11,55.0,9,45.0,20038
20,39,138,73,52.9,65,47.1,20039
20,40,94,40,42.55,54,57.45,20040
20,41,7,5,71.43,2,28.57,20041
20,42,120,79,65.83,41,34.17,20042
20,43,62,32,51.61,30,48.39,20043
20,44,219,136,62.1,83,37.9,20044
20,45,24,20,83.33,4,16.67,20045
20,46,102,47,46.08,55,53.92,20046
20,47,108,53,49.07,55,50.93,20047
20,48,80,46,57.5,34,42.5,20048
20,49,154,92,59.74,62,40.26,20049
20,50,106,59,55.66,47,44.34,20050
20,51,35,21,60.0,14,40.0,20051
20,52,78,46,58.97,32,41.03,20052
20,53,21,12,57.14,9,42.86,20053
20,54,116,71,61.21,45,38.79,20054
20,55,68,34,50.0,34,50.0,20055
21,1,329,126,38.3,203,61.7,21001
21,2,77,41,53.25,36,46.75,21002
21,3,348,173,49.71,175,50.29,21003
21,4,328,152,46.34,176,53.66,21004
21,5,221,73,33.03,148,66.97,21005
21,6,188,54,28.72,134,71.28,21006
21,7,244,89,36.48,155,63.52,21007
21,8,284,120,42.25,164,57.75,21008
21,9,239,105,43.93,134,56.07,21009
21,10,162,69,42.59,93,57.41,21010
21,11,232,96,41.38,136,58.62,21011
21,12,235,90,38.3,145,61.7,21012
21,13,107,55,51.4,52,48.6,21013
21,14,212,81,38.21,131,61.79,21014
21,15,211,95,45.02,116,54.98,21015
21,16,210,65,30.95,145,69.05,21016
21,17,120,34,28.33,86,71.67,21017
21,18,231,85,36.8,146,63.2,21018
21,19,209,102,48.8,107,51.2,21019
21,20,120,39,32.5,81,67.5,21020
21,21,261,106,40.61,155,59.39,21021
21,22,239,102,42.68,137,57.32,21022
21,23,183,67,36.61,116,63.39,21023
21,24,220,89,40.45,131,59.55,21024
21,25,192,79,41.15,113,58.85,21025
21,26,173,62,35.84,111,64.16,21026
21,27,253,98,38.74,155,61.26,21027
21,28,161,60,37.27,101,62.73,21028
21,29,105,35,33.33,70,66.67,21029
21,30,151,56,37.09,95,62.91,21030
21,31,285,101,35.44,184,64.56,21031
21,32,132,51,38.64,81,61.36,21032
21,33,219,89,40.64,130,59.36,21033
21,34,276,104,37.68,172,62.32,21034
21,35,131,58,44.27,73,55.73,21035
21,36,169,70,41.42,99,58.58,21036
21,37,166,77,46.39,89,53.61,21037
21,38,203,92,45.32,111,54.68,21038
21,39,164,66,40.24,98,59.76,21039
21,40,228,74,32.46,154,67.54,21040
21,41,176,66,37.5,110,62.5,21041
21,42,247,91,36.84,156,63.16,21042
21,43,165,69,41.82,96,58.18,21043
21,44,217,94,43.32,123,56.68,21044
21,45,195,71,36.41,124,63.59,21045
21,46,164,67,40.85,97,59.15,21046
21,47,312,94,30.13,218,69.87,21047
21,48,311,115,36.98,196,63.02,21048
21,49,304,125,41.12,179,58.88,21049
21,50,218,100,45.87,118,54.13,21050
21,51,248,115,46.37,133,53.63,21051
21,52,225,101,44.89,124,55.11,21052
21,53,196,85,43.37,111,56.63,21053
21,54,231,81,35.06,150,64.94,21054
21,55,246,98,39.84,148,60.16,21055
21,56,170,89,52.35,81,47.65,21056
21,57,190,87,45.79,103,54.21,21057
21,58,161,74,45.96,87,54.04,21058
21,59,309,110,35.6,199,64.4,21059
21,60,219,82,37.44,137,62.56,21060
21,61,251,96,38.25,155,61.75,21061
21,62,235,81,34.47,154,65.53,21062
21,63,214,70,32.71,144,67.29,21063
21,64,116,46,39.66,70,60.34,21064
21,65,227,68,29.96,159,70.04,21065
21,66,192,72,37.5,120,62.5,21066
21,67,158,57,36.08,101,63.92,21067
21,68,218,94,43.12,124,56.88,21068
21,69,187,62,33.16,125,66.84,21069
21,70,170,55,32.35,115,67.65,21070
21,71,164,68,41.46,96,58.54,21071
21,72,175,72,41.14,103,58.86,21072
21,73,249,104,41.77,145,58.23,21073
21,74,67,33,49.25,34,50.75,21074
21,75,160,60,37.5,100,62.5,21075
21,76,202,76,37.62,126,62.38,21076
22,2,62,33,53.23,29,46.77,22002
22,3,60,34,56.67,26,43.33,22003
22,4,74,40,54.05,34,45.95,22004
22,5,109,44,40.37,65,59.63,22005
22,6,83,34,40.96,49,59.04,22006
22,7,170,69,40.59,101,59.41,22007
22,12,77,37,48.05,40,51.95,22012
22,13,106,49,46.23,57,53.77,22013
22,14,65,27,41.54,38,58.46,22014
22,16,89,49,55.06,40,44.94,22016
22,17,74,40,54.05,34,45.95,22017
22,19,116,57,49.14,59,50.86,22019
22,20,93,39,41.94,54,58.06,22020
22,21,190,93,48.95,97,51.05,22021
22,23,45,23,51.11,22,48.89,22023
22,24,75,25,33.33,50,66.67,22024
22,27,69,28,40.58,41,59.42,22027
22,30,83,33,39.76,50,60.24,22030
23,1,211,140,66.35,71,33.65,23001
23,2,199,160,80.4,39,19.6,23002
23,3,174,119,68.39,55,31.61,23003
23,7,78,44,56.41,34,43.59,23007
23,11,197,120,60.91,77,39.09,23011
23,12,165,108,65.45,57,34.55,23012
23,13,223,142,63.68,81,36.32,23013
23,14,67,49,73.13,18,26.87,23014
23,15,142,84,59.15,58,40.85,23015
23,16,240,174,72.5,66,27.5,23016
23,17,225,134,59.56,91,40.44,23017
23,18,129,82,63.57,47,36.43,23018
23,19,188,131,69.68,57,30.32,23019
23,20,117,70,59.83,47,40.17,23020
23,21,183,116,63.39,67,36.61,23021
23,22,186,104,55.91,82,44.09,23022
23,23,165,102,61.82,63,38.18,23023
23,26,187,125,66.84,62,33.16,23026
23,27,129,79,61.24,50,38.76,23027
23,30,189,141,74.6,48,25.4,23030
23,36,261,187,71.65,74,28.35,23036
23,38,151,104,68.87,47,31.13,23038
23,39,138,101,73.19,37,26.81,23039
23,40,179,122,68.16,57,31.84,23040
23,43,232,160,68.97,72,31.03,23043
23,44,123,92,74.8,31,25.2,23044
23,46,220,156,70.91,64,29.09,23046
23,47,223,141,63.23,82,36.77,23047
23,49,208,119,57.21,89,42.79,23049
23,52,219,131,59.82,88,40.18,23052
23,55,116,82,70.69,34,29.31,23055
23,56,147,95,64.63,52,35.37,23056
24,1,145,75,51.72,70,48.28,24001
24,2,153,93,60.78,60,39.22,24002
24,3,171,103,60.23,68,39.77,24003
24,4,140,88,62.86,52,37.14,24004
24,5,118,73,61.86,45,38.14,24005
24,6,188,113,60.11,75,39.89,24006
24,7,152,94,61.84,58,38.16,24007
24,8,147,98,66.67,49,33.33,24008
24,9,169,92,54.44,77,45.56,24009
24,10,125,74,59.2,51,40.8,24010
24,11,70,50,71.43,20,28.57,24011
24,12,112,67,59.82,45,40.18,24012
24,13,129,82,63.57,47,36.43,24013
24,14,222,164,73.87,58,26.13,24014
24,15,126,89,70.63,37,29.37,24015
24,16,111,75,67.57,36,32.43,24016
24,17,156,103,66.03,53,33.97,24017
24,18,118,70,59.32,48,40.68,24018
24,19,109,64,58.72,45,41.28,24019
24,20,187,112,59.89,75,40.11,24020
24,21,110,60,54.55,50,45.45,24021
24,22,159,104,65.41,55,34.59,24022
24,23,148,87,58.78,61,41.22,24023
24,24,113,77,68.14,36,31.86,24024
24,25,140,75,53.57,65,46.43,24025
24,26,216,115,53.24,101,46.76,24026
24,27,101,72,71.29,29,28.71,24027
24,28,206,158,76.7,48,23.3,24028
24,29,181,103,56.91,78,43.09,24029
24,30,138,90,65.22,48,34.78,24030
24,31,136,79,58.09,57,41.91,24031
24,32,171,101,59.06,70,40.94,24032
24,33,119,65,54.62,54,45.38,24033
24,34,133,86,64.66,47,35.34,24034
24,35,175,105,60.0,70,40.0,24035
24,36,143,100,69.93,43,30.07,24036
24,37,183,104,56.83,79,43.17,24037
24,38,176,91,51.7,85,48.3,24038
24,39,153,108,70.59,45,29.41,24039
24,40,220,114,51.82,106,48.18,24040
24,41,125,80,64.0,45,36.0,24041
24,42,128,103,80.47,25,19.53,24042
24,43,180,111,61.67,69,38.33,24043
24,44,43,32,74.42,11,25.58,24044
24,45,133,66,49.62,67,50.38,24045
24,46,158,95,60.13,63,39.87,24046
24,47,128,72,56.25,56,43.75,24047
24,48,75,38,50.67,37,49.33,24048
24,49,226,113,50.0,113,50.0,24049
24,50,241,158,65.56,83,34.44,24050
24,51,225,121,53.78,104,46.22,24051
24,52,142,86,60.56,56,39.44,24052
24,53,10,5,50.0,5,50.0,24053
24,54,134,81,60.45,53,39.55,24054
24,55,64,43,67.19,21,32.81,24055
24,56,194,113,58.25,81,41.75,24056
24,58,186,108,58.06,78,41.94,24058
24,59,87,58,66.67,29,33.33,24059
25,3,40,25,62.5,15,37.5,25003
25,21,113,48,42.48,65,57.52,25021
25,25,87,44,50.57,43,49.43,25025
25,26,98,54,55.1,44,44.9,25026
25,27,105,52,49.52,53,50.48,25027
25,28,166,79,47.59,87,52.41,25028
26,28,14,6,42.86,8,57.14,26028
26,32,0,0,0.0,0,0.0,26032
26,35,1,1,100.0,0,0.0,26035
26,46,1,0,0.0,1,100.0,26046
27,1,47,27,57.45,20,42.55,27001
27,2,143,66,46.15,77,53.85,27002
27,3,126,69,54.76,57,45.24,27003
27,4,112,76,67.86,36,32.14,27004
27,5,22,13,59.09,9,40.91,27005
27,6,85,55,64.71,30,35.29,27006
27,7,68,38,55.88,30,44.12,27007
27,8,51,23,45.1,28,54.9,27008
27,9,221,159,71.95,62,28.05,27009
27,11,96,64,66.67,32,33.33,27011
27,12,35,23,65.71,12,34.29,27012
27,13,27,19,70.37,8,29.63,27013
27,14,67,51,76.12,16,23.88,27014
27,15,86,52,60.47,34,39.53,27015
27,16,35,19,54.29,16,45.71,27016
27,17,52,28,53.85,24,46.15,27017
27,18,0,0,0.0,0,0.0,27018
27,19,156,95,60.9,61,39.1,27019
27,20,188,139,73.94,49,26.06,27020
27,21,73,55,75.34,18,24.66,27021
27,22,118,63,53.39,55,46.61,27022
27,23,46,31,67.39,15,32.61,27023
27,24,143,98,68.53,45,31.47,27024
27,25,96,58,60.42,38,39.58,27025
27,26,104,46,44.23,58,55.77,27026
27,27,51,27,52.94,24,47.06,27027
27,28,74,49,66.22,25,33.78,27028
27,29,106,63,59.43,43,40.57,27029
27,30,86,61,70.93,25,29.07,27030
27,31,148,81,54.73,67,45.27,27031
27,33,111,62,55.86,49,44.14,27033
27,34,91,50,54.95,41,45.05,27034
27,36,134,69,51.49,65,48.51,27036
27,37,83,60,72.29,23,27.71,27037
27,39,85,65,76.47,20,23.53,27039
27,40,88,57,64.77,31,35.23,27040
27,43,95,74,77.89,21,22.11,27043
27,44,104,60,57.69,44,42.31,27044
27,45,154,105,68.18,49,31.82,27045
27,46,131,96,73.28,35,26.72,27046
27,47,103,61,59.22,42,40.78,27047
27,48,116,59,50.86,57,49.14,27048
27,49,113,63,55.75,50,44.25,27049
27,50,18,12,66.67,6,33.33,27050
27,51,97,75,77.32,22,22.68,27051
27,52,43,32,74.42,11,25.58,27052
27,54,99,53,53.54,46,46.46,27054
27,57,59,32,54.24,27,45.76,27057
27,58,104,64,61.54,40,38.46,27058
27,60,161,109,67.7,52,32.3,27060
27,61,28,13,46.43,15,53.57,27061
27,62,116,81,69.83,35,30.17,27062
27,63,167,111,66.47,56,33.53,27063
27,64,115,67,58.26,48,41.74,27064
27,65,27,21,77.78,6,22.22,27065
27,66,66,59,89.39,7,10.61,27066
28,1,131,73,55.73,58,44.27,28001
28,2,93,51,54.84,42,45.16,28002
28,3,86,51,59.3,35,40.7,28003
28,4,177,89,50.28,88,49.72,28004
28,5,129,72,55.81,57,44.19,28005
28,6,69,39,56.52,30,43.48,28006
28,7,138,93,67.39,45,32.61,28007
28,8,86,50,58.14,36,41.86,28008
28,9,89,49,55.06,40,44.94,28009
28,10,37,23,62.16,14,37.84,28010
28,11,123,72,58.54,51,41.46,28011
28,12,140,88,62.86,52,37.14,28012
28,13,110,64,58.18,46,41.82,28013
28,14,97,62,63.92,35,36.08,28014
28,15,74,43,58.11,31,41.89,28015
28,16,152,83,54.61,69,45.39,28016
28,17,143,71,49.65,72,50.35,28017
28,18,180,102,56.67,78,43.33,28018
28,19,168,101,60.12,67,39.88,28019
28,20,162,82,50.62,80,49.38,28020
28,21,139,82,58.99,57,41.01,28021
28,22,131,59,45.04,72,54.96,28022
28,23,158,103,65.19,55,34.81,28023
28,24,86,63,73.26,23,26.74,28024
28,25,119,64,53.78,55,46.22,28025
28,26,136,86,63.24,50,36.76,28026
28,27,83,54,65.06,29,34.94,28027
28,28,123,64,52.03,59,47.97,28028
28,30,108,71,65.74,37,34.26,28030
28,31,127,75,59.06,52,40.94,28031
28,32,127,70,55.12,57,44.88,28032
28,33,110,67,60.91,43,39.09,28033
28,35,85,59,69.41,26,30.59,28035
28,36,135,69,51.11,66,48.89,28036
28,37,156,111,71.15,45,28.85,28037
28,39,23,15,65.22,8,34.78,28039
28,40,141,79,56.03,62,43.97,28040
28,41,62,41,66.13,21,33.87,28041
28,42,120,68,56.67,52,43.33,28042
28,43,99,60,60.61,39,39.39,28043
28,44,95,60,63.16,35,36.84,28044
28,45,101,60,59.41,41,40.59,28045
28,46,120,77,64.17,43,35.83,28046
28,47,105,70,66.67,35,33.33,28047
28,48,61,31,50.82,30,49.18,28048
28,49,89,52,58.43,37,41.57,28049
28,50,68,39,57.35,29,42.65,28050
28,51,120,71,59.17,49,40.83,28051
28,52,111,65,58.56,46,41.44,28052
28,53,51,23,45.1,28,54.9,28053
28,54,94,55,58.51,39,41.49,28054
28,55,101,62,61.39,39,38.61,28055
28,56,104,57,54.81,47,45.19,28056
28,57,97,59,60.82,38,39.18,28057
28,58,74,37,50.0,37,50.0,28058
28,59,92,67,72.83,25,27.17,28059
28,60,103,68,66.02,35,33.98,28060
28,61,77,38,49.35,39,50.65,28061
28,62,125,74,59.2,51,40.8,28062
28,63,127,79,62.2,48,37.8,28063
28,64,90,58,64.44,32,35.56,28064
28,65,124,69,55.65,55,44.35,28065
28,66,133,93,69.92,40,30.08,28066
28,67,77,45,58.44,32,41.56,28067
28,68,139,90,64.75,49,35.25,28068
28,70,80,54,67.5,26,32.5,28070
28,71,97,64,65.98,33,34.02,28071
28,72,75,41,54.67,34,45.33,28072
28,73,45,24,53.33,21,46.67,28073
29,1,209,124,59.33,85,40.67,29001
29,3,270,164,60.74,106,39.26,29003
29,4,187,113,60.43,74,39.57,29004
29,5,183,121,66.12,62,33.88,29005
29,6,40,20,50.0,20,50.0,29006
29,7,75,47,62.67,28,37.33,29007
29,8,141,81,57.45,60,42.55,29008
29,10,203,156,76.85,47,23.15,29010
29,11,243,151,62.14,92,37.86,29011
29,12,249,137,55.02,112,44.98,29012
29,13,169,95,56.21,74,43.79,29013
29,14,245,154,62.86,91,37.14,29014
29,15,215,113,52.56,102,47.44,29015
29,16,232,181,78.02,51,21.98,29016
29,17,158,90,56.96,68,43.04,29017
29,18,270,185,68.52,85,31.48,29018
29,19,152,86,56.58,66,43.42,29019
29,20,169,95,56.21,74,43.79,29020
29,21,137,81,59.12,56,40.88,29021
29,22,141,76,53.9,65,46.1,29022
29,23,199,137,68.84,62,31.16,29023
29,25,227,185,81.5,42,18.5,29025
29,26,199,131,65.83,68,34.17,29026
29,27,153,102,66.67,51,33.33,29027
29,28,268,197,73.51,71,26.49,29028
29,29,181,113,62.43,68,37.57,29029
29,30,33,23,69.7,10,30.3,29030
29,31,192,125,65.1,67,34.9,29031
29,33,177,93,52.54,84,47.46,29033
29,34,118,75,63.56,43,36.44,29034
29,35,164,100,60.98,64,39.02,29035
29,36,220,148,67.27,72,32.73,29036
29,37,206,115,55.83,91,44.17,29037
29,38,206,122,59.22,84,40.78,29038
29,39,117,93,79.49,24,20.51,29039
29,40,291,205,70.45,86,29.55,29040
29,41,231,158,68.4,73,31.6,29041
29,42,227,143,63.0,84,37.0,29042
29,43,266,166,62.41,100,37.59,29043
29,44,184,116,63.04,68,36.96,29044
29,45,170,108,63.53,62,36.47,29045
29,46,152,93,61.18,59,38.82,29046
29,47,295,166,56.27,129,43.73,29047
29,48,143,96,67.13,47,32.87,29048
29,49,231,182,78.79,49,21.21,29049
29,50,193,115,59.59,78,40.41,29050
29,51,165,83,50.3,82,49.7,29051
29,52,101,56,55.45,45,44.55,29052
29,53,105,49,46.67,56,53.33,29053
30,17,132,71,53.79,61,46.21,30017
34,1,289,150,51.9,139,48.1,34001
34,2,221,105,47.51,116,52.49,34002
34,3,174,81,46.55,93,53.45,34003
34,4,174,110,63.22,64,36.78,34004
34,5,144,94,65.28,50,34.72,34005
34,6,138,67,48.55,71,51.45,34006
34,7,291,129,44.33,162,55.67,34007
34,8,272,129,47.43,143,52.57,34008
34,9,185,119,64.32,66,35.68,34009
34,10,316,159,50.32,157,49.68,34010
34,11,171,101,59.06,70,40.94,34011
34,12,210,108,51.43,102,48.57,34012
34,13,195,89,45.64,106,54.36,34013
34,14,167,103,61.68,64,38.32,34014
34,15,179,109,60.89,70,39.11,34015
34,16,128,64,50.0,64,50.0,34016
34,17,177,84,47.46,93,52.54,34017
34,18,168,98,58.33,70,41.67,34018
34,19,162,96,59.26,66,40.74,34019
34,20,326,170,52.15,156,47.85,34020
34,21,255,121,47.45,134,52.55,34021
34,22,289,140,48.44,149,51.56,34022
34,23,191,98,51.31,93,48.69,34023
34,24,236,126,53.39,110,46.61,34024
34,25,129,61,47.29,68,52.71,34025
34,26,182,113,62.09,69,37.91,34026
34,27,144,82,56.94,62,43.06,34027
34,28,141,104,73.76,37,26.24,34028
34,29,306,172,56.21,134,43.79,34029
34,30,333,175,52.55,158,47.45,34030
34,31,147,84,57.14,63,42.86,34031
34,32,263,121,46.01,142,53.99,34032
34,33,130,76,58.46,54,41.54,34033
34,34,237,115,48.52,122,51.48,34034
34,35,284,152,53.52,132,46.48,34035
34,36,279,145,51.97,134,48.03,34036
34,37,105,62,59.05,43,40.95,34037
34,38,127,74,58.27,53,41.73,34038
34,39,156,89,57.05,67,42.95,34039
34,40,234,136,58.12,98,41.88,34040
34,41,202,105,51.98,97,48.02,34041
34,42,274,119,43.43,155,56.57,34042
34,43,248,113,45.56,135,54.44,34043
34,44,306,148,48.37,158,51.63,34044
34,45,289,134,46.37,155,53.63,34045
34,46,147,66,44.9,81,55.1,34046
34,47,120,64,53.33,56,46.67,34047
34,48,251,101,40.24,150,59.76,34048
34,49,269,132,49.07,137,50.93,34049
34,50,202,96,47.52,106,52.48,34050
34,51,311,167,53.7,144,46.3,34051
34,52,169,110,65.09,59,34.91,34052
34,53,190,102,53.68,88,46.32,34053
34,54,182,110,60.44,72,39.56,34054
34,55,155,77,49.68,78,50.32,34055
34,56,162,80,49.38,82,50.62,34056
34,57,112,54,48.21,58,51.79,34057
34,58,169,102,60.36,67,39.64,34058
34,59,183,98,53.55,85,46.45,34059
34,60,137,80,58.39,57,41.61,34060
34,61,115,39,33.91,76,66.09,34061
34,62,267,120,44.94,147,55.06,34062
34,63,208,89,42.79,119,57.21,34063
34,64,51,24,47.06,27,52.94,34064
34,65,69,33,47.83,36,52.17,34065
34,66,220,103,46.82,117,53.18,34066
34,67,195,80,41.03,115,58.97,34067
34,68,127,65,51.18,62,48.82,34068
34,69,177,91,51.41,86,48.59,34069
34,70,218,117,53.67,101,46.33,34070
34,71,193,91,47.15,102,52.85,34071
34,72,147,74,50.34,73,49.66,34072
34,73,176,75,42.61,101,57.39,34073
37,2,93,52,55.91,41,44.09,37002
37,3,69,43,62.32,26,37.68,37003
37,4,59,30,50.85,29,49.15,37004
37,5,174,110,63.22,64,36.78,37005
37,6,189,107,56.61,82,43.39,37006
37,7,136,82,60.29,54,39.71,37007
37,8,94,60,63.83,34,36.17,37008
37,9,166,104,62.65,62,37.35,37009
37,10,171,100,58.48,71,41.52,37010
37,11,53,35,66.04,18,33.96,37011
37,12,102,62,60.78,40,39.22,37012
37,13,103,51,49.51,52,50.49,37013
37,14,130,71,54.62,59,45.38,37014
37,15,129,65,50.39,64,49.61,37015
37,16,190,105,55.26,85,44.74,37016
37,17,163,79,48.47,84,51.53,37017
37,18,147,85,57.82,62,42.18,37018
37,20,118,74,62.71,44,37.29,37020
37,21,139,87,62.59,52,37.41,37021
37,22,161,100,62.11,61,37.89,37022
37,23,148,80,54.05,68,45.95,37023
37,24,151,86,56.95,65,43.05,37024
37,25,187,93,49.73,94,50.27,37025
37,26,73,43,58.9,30,41.1,37026
37,27,107,59,55.14,48,44.86,37027
37,28,119,63,52.94,56,47.06,37028
37,29,158,95,60.13,63,39.87,37029
