ward,precinct,total,Timothy Michael Kelly,Timothy Michael Kelly Percent,Kathleen Marie Burke,Kathleen Marie Burke Percent,William James Haddad,William James Haddad Percent,Michael J. (Yakov) Fox,Michael J. (Yakov) Fox Percent,Barbara Anne Bailey,Barbara Anne Bailey Percent,Thomas G. O'Brien,Thomas G. O'Brien Percent,precinct_id
18,3,187,29,15.51,111,59.36,13,6.95,3,1.6,8,4.28,3,1.6,18003
18,4,205,30,14.63,76,37.07,16,7.8,6,2.93,45,21.95,8,3.9,18004
18,5,187,30,16.04,74,39.57,8,4.28,11,5.88,35,18.72,9,4.81,18005
18,6,147,22,14.97,74,50.34,5,3.4,4,2.72,18,12.24,11,7.48,18006
18,7,172,31,18.02,57,33.14,9,5.23,10,5.81,27,15.7,15,8.72,18007
18,8,95,14,14.74,38,40.0,0,0.0,5,5.26,16,16.84,10,10.53,18008
18,9,204,31,15.2,70,34.31,13,6.37,10,4.9,39,19.12,11,5.39,18009
18,10,287,33,11.5,88,30.66,20,6.97,13,4.53,79,27.53,13,4.53,18010
18,11,170,24,14.12,94,55.29,12,7.06,4,2.35,17,10.0,4,2.35,18011
18,12,256,40,15.63,109,42.58,14,5.47,6,2.34,53,20.7,16,6.25,18012
18,13,205,27,13.17,88,42.93,14,6.83,7,3.41,36,17.56,11,5.37,18013
18,14,249,25,10.04,87,34.94,17,6.83,8,3.21,66,26.51,15,6.02,18014
18,15,125,17,13.6,58,46.4,11,8.8,6,4.8,14,11.2,7,5.6,18015
18,16,198,29,14.65,79,39.9,11,5.56,7,3.54,41,20.71,14,7.07,18016
18,17,178,24,13.48,86,48.31,4,2.25,7,3.93,23,12.92,11,6.18,18017
18,18,210,29,13.81,74,35.24,12,5.71,14,6.67,47,22.38,11,5.24,18018
18,19,156,35,22.44,35,22.44,13,8.33,5,3.21,42,26.92,11,7.05,18019
18,20,184,16,8.7,86,46.74,10,5.43,9,4.89,44,23.91,8,4.35,18020
18,21,249,27,10.84,92,36.95,20,8.03,8,3.21,56,22.49,18,7.23,18021
18,22,208,34,16.35,81,38.94,15,7.21,4,1.92,43,20.67,7,3.37,18022
18,23,197,36,18.27,79,40.1,13,6.6,8,4.06,35,17.77,8,4.06,18023
18,24,252,36,14.29,68,26.98,26,10.32,8,3.17,73,28.97,15,5.95,18024
18,25,207,38,18.36,59,28.5,11,5.31,7,3.38,53,25.6,12,5.8,18025
18,26,156,25,16.03,49,31.41,14,8.97,5,3.21,38,24.36,7,4.49,18026
18,27,200,31,15.5,80,40.0,10,5.0,11,5.5,39,19.5,9,4.5,18027
18,28,244,27,11.07,142,58.2,13,5.33,7,2.87,11,4.51,18,7.38,18028
18,29,189,29,15.34,86,45.5,13,6.88,9,4.76,22,11.64,11,5.82,18029
18,30,167,24,14.37,44,26.35,18,10.78,6,3.59,51,30.54,10,5.99,18030
18,31,180,19,10.56,63,35.0,6,3.33,5,2.78,40,22.22,20,11.11,18031
18,32,212,33,15.57,71,33.49,18,8.49,7,3.3,56,26.42,8,3.77,18032
18,33,141,29,20.57,37,26.24,12,8.51,0,0.0,25,17.73,10,7.09,18033
18,34,259,38,14.67,84,32.43,28,10.81,9,3.47,63,24.32,10,3.86,18034
18,35,233,33,14.16,82,35.19,25,10.73,9,3.86,41,17.6,16,6.87,18035
18,36,145,24,16.55,65,44.83,14,9.66,3,2.07,17,11.72,10,6.9,18036
18,37,154,27,17.53,49,31.82,10,6.49,5,3.25,36,23.38,7,4.55,18037
18,38,229,48,20.96,46,20.09,19,8.3,13,5.68,56,24.45,15,6.55,18038
18,39,173,35,20.23,45,26.01,11,6.36,8,4.62,40,23.12,9,5.2,18039
18,40,238,32,13.45,83,34.87,13,5.46,14,5.88,51,21.43,10,4.2,18040
18,41,207,27,13.04,109,52.66,22,10.63,2,0.97,13,6.28,11,5.31,18041
18,42,145,21,14.48,45,31.03,15,10.34,5,3.45,26,17.93,10,6.9,18042
18,43,137,14,10.22,51,37.23,11,8.03,4,2.92,24,17.52,19,13.87,18043
18,44,104,13,12.5,26,25.0,9,8.65,9,8.65,22,21.15,12,11.54,18044
18,45,212,32,15.09,52,24.53,16,7.55,9,4.25,70,33.02,11,5.19,18045
18,46,186,31,16.67,44,23.66,18,9.68,8,4.3,47,25.27,22,11.83,18046
18,47,152,20,13.16,65,42.76,8,5.26,0,0.0,25,16.45,13,8.55,18047
18,48,113,16,14.16,43,38.05,16,14.16,1,0.88,10,8.85,12,10.62,18048
18,49,164,31,18.9,61,37.2,8,4.88,4,2.44,40,24.39,9,5.49,18049
18,50,190,22,11.58,83,43.68,17,8.95,9,4.74,25,13.16,12,6.32,18050
18,51,111,17,15.32,28,25.23,14,12.61,6,5.41,24,21.62,10,9.01,18051
18,52,172,27,15.7,34,19.77,26,15.12,7,4.07,51,29.65,8,4.65,18052
18,53,156,20,12.82,31,19.87,40,25.64,5,3.21,34,21.79,9,5.77,18053
18,54,206,33,16.02,74,35.92,14,6.8,9,4.37,45,21.84,6,2.91,18054
18,55,200,31,15.5,103,51.5,12,6.0,7,3.5,9,4.5,12,6.0,18055
18,56,180,32,17.78,67,37.22,13,7.22,7,3.89,19,10.56,23,12.78,18056
18,57,156,14,8.97,74,47.44,4,2.56,5,3.21,23,14.74,13,8.33,18057
18,58,159,26,16.35,50,31.45,13,8.18,9,5.66,37,23.27,4,2.52,18058
18,59,122,19,15.57,36,29.51,14,11.48,4,3.28,35,28.69,4,3.28,18059
18,60,204,37,18.14,70,34.31,13,6.37,3,1.47,49,24.02,16,7.84,18060
18,61,192,24,12.5,81,42.19,9,4.69,11,5.73,37,19.27,12,6.25,18061
18,62,144,22,15.28,47,32.64,8,5.56,2,1.39,36,25.0,6,4.17,18062
18,63,160,41,25.63,36,22.5,18,11.25,5,3.13,36,22.5,8,5.0,18063
18,64,161,28,17.39,72,44.72,5,3.11,13,8.07,18,11.18,10,6.21,18064
19,1,332,36,10.84,168,50.6,63,18.98,1,0.3,3,0.9,22,6.63,19001
19,2,238,29,12.18,74,31.09,55,23.11,10,4.2,39,16.39,9,3.78,19002
19,3,199,24,12.06,77,38.69,45,22.61,3,1.51,5,2.51,14,7.04,19003
19,4,229,33,14.41,77,33.62,39,17.03,3,1.31,11,4.8,18,7.86,19004
19,5,251,16,6.37,73,29.08,76,30.28,12,4.78,34,13.55,10,3.98,19005
19,6,193,23,11.92,87,45.08,25,12.95,2,1.04,4,2.07,13,6.74,19006
19,7,239,32,13.39,97,40.59,55,23.01,2,0.84,5,2.09,16,6.69,19007
19,8,180,25,13.89,38,21.11,70,38.89,5,2.78,8,4.44,10,5.56,19008
19,9,181,33,18.23,79,43.65,22,12.15,2,1.1,6,3.31,10,5.52,19009
19,10,329,37,11.25,97,29.48,85,25.84,14,4.26,34,10.33,12,3.65,19010
19,11,254,46,18.11,84,33.07,49,19.29,3,1.18,10,3.94,25,9.84,19011
19,12,263,39,14.83,72,27.38,90,34.22,0,0.0,6,2.28,13,4.94,19012
19,13,194,25,12.89,36,18.56,30,15.46,16,8.25,54,27.84,7,3.61,19013
19,14,151,18,11.92,77,50.99,19,12.58,1,0.66,3,1.99,8,5.3,19014
19,15,133,20,15.04,42,31.58,23,17.29,5,3.76,10,7.52,4,3.01,19015
19,16,313,38,12.14,69,22.04,138,44.09,8,2.56,9,2.88,19,6.07,19016
19,17,287,41,14.29,89,31.01,74,25.78,4,1.39,8,2.79,22,7.67,19017
19,18,284,26,9.15,110,38.73,65,22.89,4,1.41,19,6.69,16,5.63,19018
19,19,251,27,10.76,80,31.87,60,23.9,7,2.79,26,10.36,7,2.79,19019
19,20,224,30,13.39,71,31.7,39,17.41,5,2.23,41,18.3,5,2.23,19020
19,21,199,30,15.08,60,30.15,53,26.63,4,2.01,10,5.03,11,5.53,19021
19,22,294,24,8.16,101,34.35,70,23.81,4,1.36,22,7.48,19,6.46,19022
19,23,271,33,12.18,128,47.23,36,13.28,6,2.21,7,2.58,22,8.12,19023
19,24,209,33,15.79,91,43.54,36,17.22,4,1.91,6,2.87,14,6.7,19024
19,25,291,35,12.03,119,40.89,60,20.62,5,1.72,17,5.84,17,5.84,19025
19,26,260,31,11.92,91,35.0,73,28.08,7,2.69,15,5.77,12,4.62,19026
19,27,151,18,11.92,40,26.49,23,15.23,7,4.64,37,24.5,5,3.31,19027
19,28,273,25,9.16,83,30.4,47,17.22,8,2.93,65,23.81,10,3.66,19028
19,29,195,36,18.46,77,39.49,26,13.33,4,2.05,6,3.08,18,9.23,19029
19,30,217,31,14.29,83,38.25,36,16.59,4,1.84,10,4.61,19,8.76,19030
19,31,222,21,9.46,79,35.59,69,31.08,6,2.7,7,3.15,12,5.41,19031
19,32,295,22,7.46,99,33.56,75,25.42,3,1.02,11,3.73,34,11.53,19032
19,33,234,32,13.68,75,32.05,69,29.49,2,0.85,4,1.71,18,7.69,19033
19,34,264,34,12.88,89,33.71,86,32.58,5,1.89,12,4.55,16,6.06,19034
19,35,245,39,15.92,81,33.06,65,26.53,1,0.41,17,6.94,8,3.27,19035
19,36,246,21,8.54,74,30.08,39,15.85,16,6.5,57,23.17,6,2.44,19036
19,37,229,32,13.97,68,29.69,47,20.52,13,5.68,24,10.48,12,5.24,19037
19,38,296,34,11.49,91,30.74,66,22.3,4,1.35,52,17.57,13,4.39,19038
19,39,108,16,14.81,24,22.22,19,17.59,7,6.48,23,21.3,4,3.7,19039
19,40,228,26,11.4,73,32.02,72,31.58,5,2.19,16,7.02,14,6.14,19040
19,41,202,29,14.36,66,32.67,29,14.36,2,0.99,10,4.95,19,9.41,19041
19,42,187,23,12.3,54,28.88,39,20.86,5,2.67,28,14.97,12,6.42,19042
19,43,223,24,10.76,58,26.01,26,11.66,17,7.62,62,27.8,8,3.59,19043
19,44,174,14,8.05,60,34.48,49,28.16,4,2.3,6,3.45,11,6.32,19044
19,45,300,29,9.67,194,64.67,39,13.0,3,1.0,4,1.33,10,3.33,19045
19,46,371,47,12.67,137,36.93,62,16.71,8,2.16,14,3.77,52,14.02,19046
19,47,160,21,13.13,39,24.38,38,23.75,5,3.13,32,20.0,6,3.75,19047
19,48,158,20,12.66,35,22.15,28,17.72,6,3.8,36,22.78,5,3.16,19048
19,49,284,29,10.21,70,24.65,69,24.3,10,3.52,68,23.94,4,1.41,19049
19,50,224,34,15.18,53,23.66,34,15.18,7,3.13,50,22.32,11,4.91,19050
19,51,201,27,13.43,61,30.35,49,24.38,5,2.49,12,5.97,11,5.47,19051
19,52,159,23,14.47,59,37.11,20,12.58,6,3.77,14,8.81,16,10.06,19052
19,53,271,33,12.18,122,45.02,61,22.51,5,1.85,3,1.11,10,3.69,19053
19,54,185,34,18.38,69,37.3,15,8.11,1,0.54,5,2.7,22,11.89,19054
19,55,186,31,16.67,66,35.48,15,8.06,7,3.76,6,3.23,21,11.29,19055
19,56,288,32,11.11,88,30.56,84,29.17,11,3.82,29,10.07,13,4.51,19056
19,57,276,34,12.32,97,35.14,60,21.74,10,3.62,28,10.14,13,4.71,19057
19,58,237,30,12.66,72,30.38,77,32.49,4,1.69,9,3.8,15,6.33,19058
19,59,254,40,15.75,95,37.4,36,14.17,6,2.36,10,3.94,15,5.91,19059
19,60,231,29,12.55,46,19.91,50,21.65,15,6.49,56,24.24,7,3.03,19060
19,61,367,29,7.9,234,63.76,38,10.35,3,0.82,7,1.91,17,4.63,19061
19,62,263,30,11.41,87,33.08,72,27.38,4,1.52,10,3.8,21,7.98,19062
19,63,184,24,13.04,57,30.98,41,22.28,3,1.63,24,13.04,7,3.8,19063
19,64,300,32,10.67,92,30.67,67,22.33,5,1.67,53,17.67,10,3.33,19064
19,65,178,25,14.04,52,29.21,24,13.48,4,2.25,34,19.1,13,7.3,19065
19,66,198,25,12.63,47,23.74,35,17.68,5,2.53,48,24.24,10,5.05,19066
19,67,56,15,26.79,15,26.79,9,16.07,2,3.57,3,5.36,2,3.57,19067
20,1,147,27,18.37,29,19.73,13,8.84,7,4.76,32,21.77,11,7.48,20001
20,2,126,27,21.43,20,15.87,8,6.35,4,3.17,34,26.98,7,5.56,20002
20,3,161,29,18.01,25,15.53,15,9.32,7,4.35,36,22.36,12,7.45,20003
20,4,90,13,14.44,21,23.33,13,14.44,5,5.56,18,20.0,12,13.33,20004
20,5,96,17,17.71,18,18.75,7,7.29,9,9.38,21,21.88,5,5.21,20005
20,6,141,24,17.02,23,16.31,7,4.96,8,5.67,32,22.7,4,2.84,20006
20,7,93,14,15.05,13,13.98,5,5.38,10,10.75,22,23.66,7,7.53,20007
20,8,46,4,8.7,10,21.74,2,4.35,5,10.87,15,32.61,2,4.35,20008
20,9,116,17,14.66,25,21.55,7,6.03,6,5.17,25,21.55,7,6.03,20009
20,10,130,24,18.46,31,23.85,12,9.23,2,1.54,25,19.23,9,6.92,20010
20,11,78,12,15.38,19,24.36,8,10.26,6,7.69,17,21.79,10,12.82,20011
20,12,54,7,12.96,13,24.07,4,7.41,5,9.26,13,24.07,4,7.41,20012
20,13,27,4,14.81,5,18.52,3,11.11,0,0.0,7,25.93,3,11.11,20013
20,14,190,32,16.84,40,21.05,18,9.47,9,4.74,42,22.11,8,4.21,20014
20,15,42,6,14.29,9,21.43,5,11.9,4,9.52,6,14.29,4,9.52,20015
20,16,47,10,21.28,4,8.51,7,14.89,1,2.13,12,25.53,3,6.38,20016
20,17,128,18,14.06,26,20.31,5,3.91,6,4.69,27,21.09,9,7.03,20017
20,18,159,20,12.58,38,23.9,8,5.03,8,5.03,41,25.79,9,5.66,20018
20,19,70,12,17.14,13,18.57,4,5.71,2,2.86,26,37.14,5,7.14,20019
20,20,71,12,16.9,6,8.45,7,9.86,1,1.41,26,36.62,4,5.63,20020
20,21,53,10,18.87,19,35.85,8,15.09,1,1.89,4,7.55,5,9.43,20021
20,22,130,15,11.54,22,16.92,13,10.0,6,4.62,28,21.54,2,1.54,20022
20,23,157,19,12.1,29,18.47,17,10.83,9,5.73,35,22.29,8,5.1,20023
20,24,260,31,11.92,55,21.15,32,12.31,15,5.77,54,20.77,13,5.0,20024
20,25,83,10,12.05,16,19.28,10,12.05,6,7.23,26,31.33,4,4.82,20025
20,26,137,14,10.22,27,19.71,15,10.95,10,7.3,41,29.93,5,3.65,20026
20,27,83,19,22.89,18,21.69,6,7.23,4,4.82,21,25.3,4,4.82,20027
20,28,192,14,7.29,46,23.96,8,4.17,6,3.13,40,20.83,1,0.52,20028
20,29,114,26,22.81,17,14.91,16,14.04,5,4.39,28,24.56,5,4.39,20029
20,30,132,18,13.64,22,16.67,12,9.09,3,2.27,36,27.27,8,6.06,20030
20,31,122,25,20.49,26,21.31,14,11.48,7,5.74,24,19.67,5,4.1,20031
20,32,233,40,17.17,43,18.45,24,10.3,8,3.43,66,28.33,18,7.73,20032
20,33,173,37,21.39,40,23.12,14,8.09,5,2.89,35,20.23,14,8.09,20033
20,34,174,24,13.79,39,22.41,26,14.94,14,8.05,35,20.11,7,4.02,20034
20,35,80,17,21.25,13,16.25,13,16.25,7,8.75,15,18.75,3,3.75,20035
20,36,127,25,19.69,38,29.92,5,3.94,5,3.94,21,16.54,9,7.09,20036
20,37,109,14,12.84,19,17.43,6,5.5,5,4.59,19,17.43,13,11.93,20037
20,38,19,4,21.05,3,15.79,3,15.79,1,5.26,2,10.53,2,10.53,20038
20,39,123,31,25.2,23,18.7,8,6.5,7,5.69,42,34.15,4,3.25,20039
20,40,85,12,14.12,10,11.76,7,8.24,0,0.0,36,42.35,5,5.88,20040
20,41,9,2,22.22,2,22.22,1,11.11,0,0.0,0,0.0,1,11.11,20041
20,42,116,12,10.34,24,20.69,8,6.9,6,5.17,33,28.45,5,4.31,20042
20,43,61,11,18.03,10,16.39,9,14.75,1,1.64,11,18.03,5,8.2,20043
20,44,199,23,11.56,18,9.05,40,20.1,9,4.52,58,29.15,12,6.03,20044
20,45,24,2,8.33,4,16.67,1,4.17,1,4.17,11,45.83,1,4.17,20045
20,46,91,19,20.88,18,19.78,5,5.49,5,5.49,18,19.78,4,4.4,20046
20,47,82,15,18.29,16,19.51,10,12.2,5,6.1,19,23.17,6,7.32,20047
20,48,71,12,16.9,10,14.08,5,7.04,2,2.82,25,35.21,6,8.45,20048
20,49,141,29,20.57,31,21.99,21,14.89,1,0.71,33,23.4,5,3.55,20049
20,50,91,14,15.38,24,26.37,8,8.79,6,6.59,26,28.57,5,5.49,20050
20,51,38,5,13.16,9,23.68,5,13.16,2,5.26,10,26.32,3,7.89,20051
20,52,74,11,14.86,7,9.46,9,12.16,4,5.41,23,31.08,4,5.41,20052
20,53,19,4,21.05,1,5.26,1,5.26,1,5.26,4,21.05,2,10.53,20053
20,54,102,15,14.71,12,11.76,4,3.92,10,9.8,30,29.41,5,4.9,20054
20,55,52,5,9.62,8,15.38,4,7.69,2,3.85,17,32.69,6,11.54,20055
21,1,283,36,12.72,46,16.25,73,25.8,6,2.12,85,30.04,9,3.18,21001
21,2,66,10,15.15,8,12.12,14,21.21,3,4.55,21,31.82,5,7.58,21002
21,3,301,50,16.61,57,18.94,60,19.93,11,3.65,74,24.58,10,3.32,21003
21,4,277,41,14.8,73,26.35,34,12.27,9,3.25,81,29.24,11,3.97,21004
21,5,188,29,15.43,32,17.02,58,30.85,5,2.66,44,23.4,3,1.6,21005
21,6,162,26,16.05,22,13.58,47,29.01,11,6.79,30,18.52,6,3.7,21006
21,7,209,34,16.27,33,15.79,48,22.97,6,2.87,56,26.79,6,2.87,21007
21,8,238,32,13.45,44,18.49,50,21.01,6,2.52,60,25.21,15,6.3,21008
21,9,205,28,13.66,40,19.51,47,22.93,12,5.85,50,24.39,8,3.9,21009
21,10,144,17,11.81,34,23.61,29,20.14,2,1.39,40,27.78,6,4.17,21010
21,11,202,32,15.84,39,19.31,27,13.37,9,4.46,57,28.22,13,6.44,21011
21,12,198,34,17.17,40,20.2,21,10.61,4,2.02,59,29.8,20,10.1,21012
21,13,96,16,16.67,23,23.96,9,9.38,5,5.21,28,29.17,4,4.17,21013
21,14,198,25,12.63,36,18.18,62,31.31,8,4.04,41,20.71,12,6.06,21014
21,15,182,24,13.19,36,19.78,40,21.98,8,4.4,45,24.73,14,7.69,21015
21,16,179,30,16.76,27,15.08,44,24.58,10,5.59,37,20.67,15,8.38,21016
21,17,96,15,15.63,18,18.75,26,27.08,1,1.04,20,20.83,2,2.08,21017
21,18,210,34,16.19,38,18.1,67,31.9,3,1.43,45,21.43,10,4.76,21018
21,19,177,19,10.73,38,21.47,39,22.03,8,4.52,39,22.03,13,7.34,21019
21,20,104,11,10.58,26,25.0,25,24.04,3,2.88,23,22.12,6,5.77,21020
21,21,216,35,16.2,42,19.44,45,20.83,12,5.56,50,23.15,7,3.24,21021
21,22,207,31,14.98,43,20.77,58,28.02,8,3.86,35,16.91,13,6.28,21022
21,23,168,19,11.31,36,21.43,47,27.98,6,3.57,33,19.64,6,3.57,21023
21,24,188,24,12.77,30,15.96,51,27.13,6,3.19,49,26.06,8,4.26,21024
21,25,165,19,11.52,33,20.0,48,29.09,4,2.42,41,24.85,3,1.82,21025
21,26,151,22,14.57,27,17.88,45,29.8,6,3.97,37,24.5,2,1.32,21026
21,27,226,38,16.81,44,19.47,45,19.91,4,1.77,65,28.76,10,4.42,21027
21,28,138,21,15.22,33,23.91,13,9.42,9,6.52,29,21.01,4,2.9,21028
21,29,90,16,17.78,18,20.0,26,28.89,2,2.22,20,22.22,4,4.44,21029
21,30,140,35,25.0,21,15.0,27,19.29,4,2.86,26,18.57,6,4.29,21030
21,31,250,41,16.4,35,14.0,100,40.0,4,1.6,42,16.8,9,3.6,21031
21,32,108,15,13.89,21,19.44,28,25.93,6,5.56,24,22.22,8,7.41,21032
21,33,186,21,11.29,41,22.04,49,26.34,8,4.3,47,25.27,7,3.76,21033
21,34,229,23,10.04,36,15.72,71,31.0,8,3.49,58,25.33,12,5.24,21034
21,35,111,13,11.71,22,19.82,26,23.42,5,4.5,23,20.72,7,6.31,21035
21,36,146,30,20.55,22,15.07,20,13.7,5,3.42,44,30.14,10,6.85,21036
21,37,142,29,20.42,32,22.54,16,11.27,5,3.52,35,24.65,11,7.75,21037
21,38,176,33,18.75,35,19.89,33,18.75,6,3.41,38,21.59,8,4.55,21038
21,39,135,16,11.85,30,22.22,20,14.81,10,7.41,40,29.63,9,6.67,21039
21,40,204,31,15.2,44,21.57,45,22.06,7,3.43,52,25.49,5,2.45,21040
21,41,154,26,16.88,27,17.53,30,19.48,7,4.55,40,25.97,4,2.6,21041
21,42,209,35,16.75,42,20.1,47,22.49,4,1.91,54,25.84,8,3.83,21042
21,43,134,22,16.42,24,17.91,25,18.66,4,2.99,33,24.63,7,5.22,21043
21,44,186,36,19.35,29,15.59,34,18.28,8,4.3,50,26.88,14,7.53,21044
21,45,161,26,16.15,33,20.5,28,17.39,7,4.35,37,22.98,11,6.83,21045
21,46,142,24,16.9,31,21.83,27,19.01,5,3.52,32,22.54,7,4.93,21046
21,47,274,37,13.5,47,17.15,79,28.83,9,3.28,66,24.09,10,3.65,21047
21,48,273,45,16.48,60,21.98,52,19.05,15,5.49,61,22.34,11,4.03,21048
21,49,257,35,13.62,48,18.68,72,28.02,8,3.11,54,21.01,13,5.06,21049
21,50,161,20,12.42,29,18.01,39,24.22,8,4.97,39,24.22,10,6.21,21050
21,51,222,42,18.92,44,19.82,46,20.72,5,2.25,47,21.17,16,7.21,21051
21,52,192,34,17.71,37,19.27,25,13.02,5,2.6,51,26.56,14,7.29,21052
21,53,163,29,17.79,30,18.4,21,12.88,9,5.52,47,28.83,7,4.29,21053
21,54,197,35,17.77,34,17.26,49,24.87,0,0.0,48,24.37,8,4.06,21054
21,55,213,27,12.68,39,18.31,42,19.72,10,4.69,59,27.7,6,2.82,21055
21,56,153,22,14.38,32,20.92,24,15.69,4,2.61,43,28.1,6,3.92,21056
21,57,169,26,15.38,38,22.49,16,9.47,4,2.37,48,28.4,10,5.92,21057
21,58,141,24,17.02,27,19.15,21,14.89,3,2.13,34,24.11,11,7.8,21058
21,59,247,32,12.96,52,21.05,51,20.65,11,4.45,63,25.51,17,6.88,21059
21,60,188,26,13.83,35,18.62,49,26.06,3,1.6,35,18.62,14,7.45,21060
21,61,226,36,15.93,41,18.14,61,26.99,6,2.65,47,20.8,13,5.75,21061
21,62,190,28,14.74,33,17.37,63,33.16,7,3.68,36,18.95,7,3.68,21062
21,63,186,13,6.99,35,18.82,59,31.72,8,4.3,42,22.58,12,6.45,21063
21,64,108,16,14.81,25,23.15,20,18.52,6,5.56,26,24.07,3,2.78,21064
21,65,185,22,11.89,36,19.46,41,22.16,11,5.95,48,25.95,3,1.62,21065
21,66,167,25,14.97,21,12.57,47,28.14,10,5.99,37,22.16,7,4.19,21066
21,67,134,19,14.18,32,23.88,25,18.66,3,2.24,34,25.37,8,5.97,21067
21,68,179,35,19.55,38,21.23,36,20.11,8,4.47,39,21.79,10,5.59,21068
21,69,154,21,13.64,28,18.18,38,24.68,2,1.3,37,24.03,11,7.14,21069
21,70,147,20,13.61,27,18.37,28,19.05,8,5.44,37,25.17,4,2.72,21070
21,71,136,17,12.5,26,19.12,44,32.35,3,2.21,27,19.85,8,5.88,21071
21,72,147,23,15.65,25,17.01,22,14.97,3,2.04,45,30.61,6,4.08,21072
21,73,212,35,16.51,47,22.17,34,16.04,12,5.66,43,20.28,19,8.96,21073
21,74,56,9,16.07,14,25.0,11,19.64,0,0.0,10,17.86,4,7.14,21074
21,75,129,21,16.28,33,25.58,24,18.6,3,2.33,28,21.71,8,6.2,21075
21,76,167,23,13.77,30,17.96,45,26.95,4,2.4,41,24.55,12,7.19,21076
22,1,60,15,25.0,13,21.67,5,8.33,2,3.33,13,21.67,9,15.0,22001
22,2,65,7,10.77,19,29.23,5,7.69,6,9.23,13,20.0,8,12.31,22002
22,3,66,15,22.73,18,27.27,6,9.09,2,3.03,6,9.09,8,12.12,22003
22,4,80,12,15.0,20,25.0,11,13.75,4,5.0,11,13.75,13,16.25,22004
22,5,119,21,17.65,24,20.17,27,22.69,9,7.56,14,11.76,14,11.76,22005
22,6,92,7,7.61,19,20.65,29,31.52,5,5.43,15,16.3,10,10.87,22006
22,7,141,22,15.6,19,13.48,50,35.46,5,3.55,23,16.31,11,7.8,22007
22,8,73,13,17.81,12,16.44,7,9.59,4,5.48,12,16.44,13,17.81,22008
22,9,109,17,15.6,18,16.51,23,21.1,6,5.5,16,14.68,11,10.09,22009
22,10,82,13,15.85,19,23.17,10,12.2,6,7.32,11,13.41,10,12.2,22010
22,11,102,14,13.73,23,22.55,10,9.8,12,11.76,20,19.61,11,10.78,22011
22,12,77,12,15.58,18,23.38,11,14.29,8,10.39,10,12.99,17,22.08,22012
22,13,116,22,18.97,30,25.86,15,12.93,7,6.03,17,14.66,9,7.76,22013
22,14,61,12,19.67,14,22.95,9,14.75,5,8.2,11,18.03,6,9.84,22014
22,15,108,21,19.44,21,19.44,12,11.11,8,7.41,19,17.59,12,11.11,22015
22,16,95,14,14.74,25,26.32,11,11.58,2,2.11,18,18.95,12,12.63,22016
22,17,74,12,16.22,16,21.62,6,8.11,7,9.46,13,17.57,11,14.86,22017
22,18,84,15,17.86,14,16.67,15,17.86,6,7.14,15,17.86,9,10.71,22018
22,19,107,24,22.43,21,19.63,10,9.35,9,8.41,19,17.76,8,7.48,22019
22,20,98,11,11.22,18,18.37,18,18.37,8,8.16,12,12.24,18,18.37,22020
22,21,182,20,10.99,23,12.64,88,48.35,6,3.3,24,13.19,8,4.4,22021
22,22,64,13,20.31,7,10.94,3,4.69,6,9.38,18,28.13,7,10.94,22022
22,23,47,9,19.15,10,21.28,8,17.02,1,2.13,8,17.02,6,12.77,22023
22,24,80,19,23.75,10,12.5,15,18.75,8,10.0,14,17.5,8,10.0,22024
22,25,61,10,16.39,18,29.51,4,6.56,3,4.92,9,14.75,8,13.11,22025
22,26,68,12,17.65,19,27.94,4,5.88,2,2.94,15,22.06,7,10.29,22026
22,27,71,16,22.54,11,15.49,12,16.9,9,12.68,11,15.49,7,9.86,22027
22,28,57,5,8.77,21,36.84,4,7.02,5,8.77,10,17.54,8,14.04,22028
22,29,58,14,24.14,14,24.14,5,8.62,4,6.9,8,13.79,3,5.17,22029
22,30,79,11,13.92,12,15.19,18,22.78,9,11.39,12,15.19,7,8.86,22030
23,1,198,19,9.6,54,27.27,68,34.34,3,1.52,11,5.56,14,7.07,23001
23,2,324,9,2.78,51,15.74,213,65.74,4,1.23,10,3.09,12,3.7,23002
23,3,175,27,15.43,54,30.86,40,22.86,8,4.57,13,7.43,10,5.71,23003
23,4,200,15,7.5,45,22.5,83,41.5,6,3.0,8,4.0,16,8.0,23004
23,5,146,16,10.96,51,34.93,26,17.81,4,2.74,26,17.81,11,7.53,23005
23,6,202,27,13.37,47,23.27,84,41.58,3,1.49,17,8.42,9,4.46,23006
23,7,78,9,11.54,14,17.95,23,29.49,4,5.13,19,24.36,5,6.41,23007
23,8,205,20,9.76,52,25.37,83,40.49,7,3.41,12,5.85,14,6.83,23008
23,9,144,17,11.81,65,45.14,14,9.72,5,3.47,12,8.33,9,6.25,23009
23,10,280,19,6.79,42,15.0,167,59.64,8,2.86,10,3.57,12,4.29,23010
23,11,206,24,11.65,59,28.64,60,29.13,13,6.31,12,5.83,15,7.28,23011
23,12,164,23,14.02,46,28.05,55,33.54,8,4.88,13,7.93,4,2.44,23012
23,13,224,22,9.82,62,27.68,65,29.02,11,4.91,18,8.04,9,4.02,23013
23,14,63,6,9.52,15,23.81,19,30.16,2,3.17,6,9.52,9,14.29,23014
23,15,142,15,10.56,35,24.65,38,26.76,4,2.82,10,7.04,13,9.15,23015
23,16,234,20,8.55,64,27.35,95,40.6,8,3.42,15,6.41,12,5.13,23016
23,17,228,30,13.16,74,32.46,53,23.25,5,2.19,14,6.14,11,4.82,23017
