ward,precinct,total,"Xochitl """"So-She"""" Flores","Xochitl """"So-She"""" Flores Percent",Stacy M. Stoldt,Stacy M. Stoldt Percent,Brendan George O'Connor,Brendan George O'Connor Percent,Gloria Alitto Majewski,Gloria Alitto Majewski Percent,Patricia Young,Patricia Young Percent,Barbara McGowan,Barbara McGowan Percent,Anthony J. Sutor Jr.,Anthony J. Sutor Jr. Percent,"Lewis W. Powell, III","Lewis W. Powell, III Percent",Minerva V. Orozco,Minerva V. Orozco Percent,Gracie Gipson,Gracie Gipson Percent,Frank Avila,Frank Avila Percent,precinct_id
10,40,339,65,19.17,4,1.18,10,2.95,41,12.09,49,14.45,42,12.39,5,1.47,10,2.95,49,14.45,2,0.59,62,18.29,10040
10,41,404,58,14.36,9,2.23,34,8.42,63,15.59,45,11.14,43,10.64,10,2.48,7,1.73,51,12.62,3,0.74,81,20.05,10041
10,42,364,37,10.16,11,3.02,42,11.54,67,18.41,42,11.54,58,15.93,5,1.37,3,0.82,36,9.89,6,1.65,57,15.66,10042
10,43,116,16,13.79,6,5.17,7,6.03,9,7.76,14,12.07,10,8.62,3,2.59,9,7.76,12,10.34,7,6.03,23,19.83,10043
10,44,265,50,18.87,9,3.4,15,5.66,37,13.96,22,8.3,26,9.81,4,1.51,4,1.51,41,15.47,10,3.77,47,17.74,10044
10,45,238,51,21.43,7,2.94,11,4.62,30,12.61,15,6.3,20,8.4,7,2.94,2,0.84,40,16.81,6,2.52,49,20.59,10045
10,46,335,62,18.51,10,2.99,22,6.57,42,12.54,21,6.27,24,7.16,6,1.79,7,2.09,54,16.12,7,2.09,80,23.88,10046
10,47,321,52,16.2,7,2.18,14,4.36,49,15.26,45,14.02,44,13.71,5,1.56,4,1.25,51,15.89,5,1.56,45,14.02,10047
10,48,252,31,12.3,4,1.59,11,4.37,27,10.71,37,14.68,27,10.71,11,4.37,16,6.35,36,14.29,11,4.37,41,16.27,10048
10,49,244,31,12.7,9,3.69,10,4.1,24,9.84,48,19.67,31,12.7,5,2.05,25,10.25,24,9.84,6,2.46,31,12.7,10049
11,1,512,30,5.86,13,2.54,31,6.05,129,25.2,115,22.46,106,20.7,8,1.56,9,1.76,25,4.88,10,1.95,36,7.03,11001
11,2,442,54,12.22,13,2.94,36,8.14,82,18.55,67,15.16,58,13.12,8,1.81,15,3.39,46,10.41,7,1.58,56,12.67,11002
11,3,373,41,10.99,7,1.88,25,6.7,74,19.84,73,19.57,61,16.35,20,5.36,6,1.61,31,8.31,4,1.07,31,8.31,11003
11,4,579,30,5.18,16,2.76,29,5.01,149,25.73,131,22.63,131,22.63,16,2.76,8,1.38,31,5.35,9,1.55,29,5.01,11004
11,5,280,27,9.64,5,1.79,19,6.79,56,20.0,56,20.0,46,16.43,6,2.14,8,2.86,17,6.07,11,3.93,29,10.36,11005
11,6,595,63,10.59,26,4.37,41,6.89,122,20.5,93,15.63,91,15.29,18,3.03,13,2.18,51,8.57,13,2.18,64,10.76,11006
11,7,502,32,6.37,11,2.19,30,5.98,130,25.9,106,21.12,107,21.31,16,3.19,5,1.0,28,5.58,5,1.0,32,6.37,11007
11,8,511,37,7.24,19,3.72,35,6.85,110,21.53,104,20.35,102,19.96,8,1.57,8,1.57,34,6.65,11,2.15,43,8.41,11008
11,9,526,24,4.56,8,1.52,22,4.18,152,28.9,129,24.52,134,25.48,7,1.33,8,1.52,16,3.04,5,0.95,21,3.99,11009
11,10,378,34,8.99,13,3.44,22,5.82,75,19.84,76,20.11,61,16.14,8,2.12,8,2.12,42,11.11,5,1.32,34,8.99,11010
11,11,572,38,6.64,24,4.2,36,6.29,128,22.38,122,21.33,117,20.45,7,1.22,19,3.32,24,4.2,18,3.15,39,6.82,11011
11,12,742,10,1.35,10,1.35,37,4.99,213,28.71,198,26.68,216,29.11,4,0.54,8,1.08,15,2.02,12,1.62,19,2.56,11012
11,13,507,20,3.94,14,2.76,27,5.33,134,26.43,121,23.87,113,22.29,6,1.18,12,2.37,18,3.55,6,1.18,36,7.1,11013
11,14,470,17,3.62,8,1.7,21,4.47,133,28.3,123,26.17,115,24.47,7,1.49,7,1.49,10,2.13,3,0.64,26,5.53,11014
11,15,388,11,2.84,12,3.09,32,8.25,86,22.16,94,24.23,95,24.48,5,1.29,8,2.06,16,4.12,5,1.29,24,6.19,11015
11,16,565,45,7.96,15,2.65,37,6.55,130,23.01,116,20.53,112,19.82,6,1.06,10,1.77,39,6.9,5,0.88,50,8.85,11016
11,17,562,67,11.92,16,2.85,38,6.76,100,17.79,92,16.37,76,13.52,13,2.31,15,2.67,66,11.74,10,1.78,69,12.28,11017
11,18,304,20,6.58,13,4.28,24,7.89,69,22.7,56,18.42,68,22.37,2,0.66,6,1.97,20,6.58,5,1.64,21,6.91,11018
11,19,363,27,7.44,12,3.31,24,6.61,86,23.69,67,18.46,67,18.46,8,2.2,10,2.75,24,6.61,7,1.93,31,8.54,11019
11,20,503,7,1.39,5,0.99,23,4.57,146,29.03,143,28.43,133,26.44,6,1.19,3,0.6,11,2.19,4,0.8,22,4.37,11020
11,21,604,17,2.81,14,2.32,47,7.78,157,25.99,156,25.83,157,25.99,8,1.32,8,1.32,10,1.66,7,1.16,23,3.81,11021
11,22,476,20,4.2,11,2.31,26,5.46,124,26.05,121,25.42,116,24.37,4,0.84,6,1.26,16,3.36,8,1.68,24,5.04,11022
11,23,460,18,3.91,8,1.74,21,4.57,132,28.7,117,25.43,111,24.13,5,1.09,5,1.09,16,3.48,6,1.3,21,4.57,11023
11,24,1120,25,2.23,19,1.7,47,4.2,333,29.73,316,28.21,310,27.68,9,0.8,15,1.34,16,1.43,7,0.63,23,2.05,11024
11,25,362,17,4.7,9,2.49,10,2.76,104,28.73,89,24.59,89,24.59,3,0.83,4,1.1,11,3.04,7,1.93,19,5.25,11025
11,26,608,56,9.21,20,3.29,34,5.59,126,20.72,111,18.26,96,15.79,15,2.47,9,1.48,56,9.21,11,1.81,74,12.17,11026
11,27,413,12,2.91,8,1.94,13,3.15,114,27.6,97,23.49,107,25.91,11,2.66,6,1.45,8,1.94,6,1.45,31,7.51,11027
11,28,467,17,3.64,6,1.28,48,10.28,105,22.48,108,23.13,118,25.27,1,0.21,13,2.78,18,3.85,5,1.07,28,6.0,11028
11,29,649,67,10.32,20,3.08,44,6.78,149,22.96,120,18.49,113,17.41,13,2.0,10,1.54,43,6.63,21,3.24,49,7.55,11029
11,30,449,46,10.24,10,2.23,30,6.68,107,23.83,77,17.15,71,15.81,4,0.89,9,2.0,48,10.69,9,2.0,38,8.46,11030
11,31,520,13,2.5,15,2.88,26,5.0,139,26.73,125,24.04,123,23.65,11,2.12,9,1.73,16,3.08,6,1.15,37,7.12,11031
11,32,460,5,1.09,11,2.39,34,7.39,125,27.17,126,27.39,125,27.17,3,0.65,8,1.74,10,2.17,4,0.87,9,1.96,11032
11,33,362,13,3.59,8,2.21,18,4.97,97,26.8,96,26.52,84,23.2,9,2.49,5,1.38,8,2.21,8,2.21,16,4.42,11033
11,34,324,13,4.01,6,1.85,15,4.63,78,24.07,83,25.62,77,23.77,8,2.47,9,2.78,10,3.09,4,1.23,21,6.48,11034
11,35,723,28,3.87,10,1.38,45,6.22,183,25.31,191,26.42,192,26.56,8,1.11,12,1.66,22,3.04,6,0.83,26,3.6,11035
11,36,152,9,5.92,5,3.29,11,7.24,39,25.66,32,21.05,35,23.03,0,0.0,2,1.32,3,1.97,1,0.66,15,9.87,11036
11,37,601,17,2.83,10,1.66,26,4.33,181,30.12,164,27.29,152,25.29,4,0.67,5,0.83,13,2.16,8,1.33,21,3.49,11037
11,38,806,23,2.85,26,3.23,59,7.32,228,28.29,190,23.57,184,22.83,14,1.74,12,1.49,26,3.23,8,0.99,36,4.47,11038
11,39,823,37,4.5,14,1.7,50,6.08,211,25.64,193,23.45,170,20.66,18,2.19,10,1.22,35,4.25,14,1.7,71,8.63,11039
11,40,346,15,4.34,10,2.89,22,6.36,95,27.46,77,22.25,76,21.97,5,1.45,3,0.87,14,4.05,5,1.45,24,6.94,11040
11,41,317,13,4.1,9,2.84,11,3.47,88,27.76,74,23.34,78,24.61,6,1.89,2,0.63,14,4.42,7,2.21,15,4.73,11041
11,42,428,15,3.5,11,2.57,21,4.91,111,25.93,108,25.23,111,25.93,4,0.93,6,1.4,14,3.27,8,1.87,19,4.44,11042
11,43,590,24,4.07,20,3.39,44,7.46,155,26.27,130,22.03,130,22.03,12,2.03,8,1.36,22,3.73,8,1.36,37,6.27,11043
11,44,476,42,8.82,15,3.15,28,5.88,111,23.32,98,20.59,87,18.28,9,1.89,8,1.68,30,6.3,9,1.89,39,8.19,11044
11,45,240,16,6.67,9,3.75,17,7.08,53,22.08,47,19.58,46,19.17,10,4.17,5,2.08,11,4.58,5,2.08,21,8.75,11045
11,46,365,7,1.92,2,0.55,11,3.01,103,28.22,104,28.49,111,30.41,1,0.27,10,2.74,3,0.82,4,1.1,9,2.47,11046
11,47,476,33,6.93,11,2.31,36,7.56,114,23.95,106,22.27,101,21.22,10,2.1,7,1.47,20,4.2,14,2.94,24,5.04,11047
11,48,257,2,0.78,9,3.5,27,10.51,65,25.29,62,24.12,70,27.24,1,0.39,3,1.17,7,2.72,5,1.95,6,2.33,11048
11,49,530,12,2.26,8,1.51,36,6.79,143,26.98,139,26.23,134,25.28,7,1.32,8,1.51,18,3.4,9,1.7,16,3.02,11049
11,50,363,26,7.16,8,2.2,27,7.44,86,23.69,82,22.59,68,18.73,10,2.75,5,1.38,18,4.96,6,1.65,27,7.44,11050
12,1,133,35,26.32,2,1.5,5,3.76,11,8.27,19,14.29,5,3.76,2,1.5,2,1.5,22,16.54,2,1.5,28,21.05,12001
12,2,168,44,26.19,5,2.98,16,9.52,14,8.33,8,4.76,6,3.57,5,2.98,4,2.38,29,17.26,5,2.98,32,19.05,12002
12,3,223,73,32.74,2,0.9,5,2.24,32,14.35,27,12.11,3,1.35,5,2.24,3,1.35,35,15.7,3,1.35,35,15.7,12003
12,4,222,59,26.58,6,2.7,15,6.76,24,10.81,19,8.56,14,6.31,5,2.25,4,1.8,34,15.32,5,2.25,37,16.67,12004
12,5,234,58,24.79,8,3.42,22,9.4,36,15.38,24,10.26,11,4.7,4,1.71,11,4.7,28,11.97,7,2.99,25,10.68,12005
12,6,152,37,24.34,6,3.95,3,1.97,8,5.26,18,11.84,8,5.26,3,1.97,4,2.63,30,19.74,2,1.32,33,21.71,12006
12,7,108,28,25.93,0,0.0,3,2.78,14,12.96,12,11.11,9,8.33,5,4.63,3,2.78,19,17.59,2,1.85,13,12.04,12007
12,8,361,71,19.67,12,3.32,26,7.2,67,18.56,67,18.56,25,6.93,5,1.39,5,1.39,33,9.14,9,2.49,41,11.36,12008
12,9,170,48,28.24,3,1.76,8,4.71,17,10.0,11,6.47,7,4.12,6,3.53,3,1.76,32,18.82,4,2.35,31,18.24,12009
12,10,152,32,21.05,0,0.0,7,4.61,27,17.76,15,9.87,9,5.92,5,3.29,6,3.95,24,15.79,6,3.95,21,13.82,12010
12,11,258,59,22.87,10,3.88,10,3.88,24,9.3,24,9.3,15,5.81,7,2.71,3,1.16,41,15.89,9,3.49,56,21.71,12011
12,12,137,30,21.9,3,2.19,13,9.49,20,14.6,10,7.3,15,10.95,3,2.19,2,1.46,21,15.33,0,0.0,20,14.6,12012
12,13,156,27,17.31,6,3.85,13,8.33,20,12.82,21,13.46,12,7.69,8,5.13,9,5.77,21,13.46,4,2.56,15,9.62,12013
12,14,148,32,21.62,2,1.35,6,4.05,12,8.11,11,7.43,11,7.43,5,3.38,3,2.03,30,20.27,5,3.38,31,20.95,12014
12,15,165,41,24.85,2,1.21,12,7.27,11,6.67,14,8.48,6,3.64,6,3.64,2,1.21,32,19.39,2,1.21,37,22.42,12015
12,16,204,50,24.51,3,1.47,10,4.9,24,11.76,23,11.27,14,6.86,5,2.45,1,0.49,32,15.69,4,1.96,38,18.63,12016
12,17,175,29,16.57,7,4.0,19,10.86,26,14.86,22,12.57,14,8.0,2,1.14,5,2.86,20,11.43,6,3.43,25,14.29,12017
12,18,178,29,16.29,13,7.3,18,10.11,12,6.74,17,9.55,18,10.11,6,3.37,4,2.25,20,11.24,7,3.93,34,19.1,12018
12,19,219,38,17.35,9,4.11,18,8.22,26,11.87,23,10.5,17,7.76,6,2.74,7,3.2,32,14.61,2,0.91,41,18.72,12019
12,20,268,68,25.37,6,2.24,10,3.73,55,20.52,38,14.18,18,6.72,7,2.61,6,2.24,27,10.07,4,1.49,29,10.82,12020
12,21,254,54,21.26,7,2.76,17,6.69,37,14.57,30,11.81,16,6.3,6,2.36,8,3.15,29,11.42,2,0.79,48,18.9,12021
12,22,181,49,27.07,5,2.76,9,4.97,9,4.97,21,11.6,11,6.08,3,1.66,4,2.21,33,18.23,4,2.21,33,18.23,12022
12,23,185,34,18.38,8,4.32,11,5.95,24,12.97,15,8.11,11,5.95,12,6.49,4,2.16,30,16.22,5,2.7,31,16.76,12023
12,24,331,54,16.31,13,3.93,24,7.25,43,12.99,34,10.27,32,9.67,9,2.72,8,2.42,51,15.41,12,3.63,51,15.41,12024
12,25,170,37,21.76,7,4.12,9,5.29,21,12.35,17,10.0,14,8.24,3,1.76,4,2.35,27,15.88,3,1.76,28,16.47,12025
12,26,196,44,22.45,6,3.06,14,7.14,34,17.35,23,11.73,14,7.14,3,1.53,3,1.53,22,11.22,5,2.55,28,14.29,12026
12,27,125,23,18.4,2,1.6,9,7.2,20,16.0,17,13.6,8,6.4,4,3.2,3,2.4,18,14.4,4,3.2,17,13.6,12027
12,28,225,48,21.33,8,3.56,19,8.44,30,13.33,22,9.78,14,6.22,13,5.78,6,2.67,19,8.44,6,2.67,40,17.78,12028
12,29,247,52,21.05,11,4.45,23,9.31,25,10.12,26,10.53,19,7.69,6,2.43,6,2.43,25,10.12,12,4.86,42,17.0,12029
13,1,559,24,4.29,22,3.94,48,8.59,128,22.9,116,20.75,117,20.93,14,2.5,13,2.33,23,4.11,7,1.25,47,8.41,13001
13,2,469,20,4.26,11,2.35,33,7.04,115,24.52,106,22.6,105,22.39,7,1.49,3,0.64,24,5.12,11,2.35,34,7.25,13002
13,3,486,84,17.28,11,2.26,32,6.58,93,19.14,68,13.99,65,13.37,5,1.03,8,1.65,45,9.26,17,3.5,58,11.93,13003
13,4,844,23,2.73,22,2.61,52,6.16,225,26.66,197,23.34,194,22.99,18,2.13,17,2.01,32,3.79,17,2.01,47,5.57,13004
13,5,436,40,9.17,8,1.83,31,7.11,104,23.85,83,19.04,81,18.58,4,0.92,10,2.29,22,5.05,5,1.15,48,11.01,13005
13,6,482,34,7.05,8,1.66,42,8.71,97,20.12,86,17.84,101,20.95,14,2.9,14,2.9,27,5.6,12,2.49,47,9.75,13006
13,7,653,29,4.44,19,2.91,31,4.75,179,27.41,156,23.89,159,24.35,10,1.53,8,1.23,24,3.68,7,1.07,31,4.75,13007
13,8,676,17,2.51,11,1.63,48,7.1,186,27.51,161,23.82,158,23.37,10,1.48,9,1.33,23,3.4,8,1.18,45,6.66,13008
13,9,545,41,7.52,15,2.75,38,6.97,126,23.12,108,19.82,110,20.18,8,1.47,8,1.47,21,3.85,10,1.83,60,11.01,13009
13,10,539,18,3.34,8,1.48,32,5.94,129,23.93,131,24.3,133,24.68,10,1.86,11,2.04,18,3.34,6,1.11,43,7.98,13010
13,11,579,19,3.28,12,2.07,26,4.49,154,26.6,147,25.39,152,26.25,3,0.52,8,1.38,15,2.59,12,2.07,31,5.35,13011
13,12,555,35,6.31,13,2.34,37,6.67,131,23.6,107,19.28,113,20.36,9,1.62,9,1.62,30,5.41,11,1.98,60,10.81,13012
13,13,727,34,4.68,13,1.79,37,5.09,186,25.58,183,25.17,168,23.11,10,1.38,15,2.06,27,3.71,14,1.93,40,5.5,13013
13,14,441,33,7.48,9,2.04,29,6.58,111,25.17,94,21.32,93,21.09,8,1.81,4,0.91,23,5.22,5,1.13,32,7.26,13014
13,15,690,46,6.67,12,1.74,39,5.65,187,27.1,155,22.46,145,21.01,16,2.32,5,0.72,28,4.06,10,1.45,47,6.81,13015
13,16,465,59,12.69,8,1.72,28,6.02,109,23.44,83,17.85,84,18.06,12,2.58,7,1.51,21,4.52,7,1.51,47,10.11,13016
13,17,620,22,3.55,17,2.74,46,7.42,156,25.16,143,23.06,138,22.26,14,2.26,6,0.97,26,4.19,8,1.29,44,7.1,13017
13,18,393,44,11.2,7,1.78,23,5.85,82,20.87,72,18.32,74,18.83,3,0.76,6,1.53,30,7.63,5,1.27,47,11.96,13018
13,19,552,45,8.15,8,1.45,28,5.07,109,19.75,130,23.55,113,20.47,3,0.54,16,2.9,41,7.43,9,1.63,50,9.06,13019
13,20,477,47,9.85,8,1.68,28,5.87,97,20.34,98,20.55,87,18.24,9,1.89,8,1.68,34,7.13,3,0.63,58,12.16,13020
13,21,472,28,5.93,7,1.48,21,4.45,135,28.6,104,22.03,100,21.19,13,2.75,3,0.64,21,4.45,8,1.69,32,6.78,13021
13,22,700,18,2.57,4,0.57,36,5.14,201,28.71,184,26.29,185,26.43,14,2.0,7,1.0,18,2.57,5,0.71,28,4.0,13022
13,23,470,35,7.45,5,1.06,17,3.62,128,27.23,112,23.83,109,23.19,4,0.85,4,0.85,21,4.47,8,1.7,27,5.74,13023
13,24,713,19,2.66,12,1.68,34,4.77,209,29.31,175,24.54,183,25.67,13,1.82,12,1.68,13,1.82,4,0.56,39,5.47,13024
13,25,470,43,9.15,9,1.91,27,5.74,109,23.19,92,19.57,93,19.79,14,2.98,10,2.13,23,4.89,6,1.28,44,9.36,13025
13,26,385,41,10.65,6,1.56,20,5.19,86,22.34,76,19.74,73,18.96,2,0.52,5,1.3,29,7.53,4,1.04,43,11.17,13026
13,27,651,32,4.92,23,3.53,54,8.29,153,23.5,139,21.35,135,20.74,18,2.76,15,2.3,19,2.92,16,2.46,47,7.22,13027
13,28,463,55,11.88,8,1.73,26,5.62,105,22.68,85,18.36,87,18.79,11,2.38,8,1.73,25,5.4,8,1.73,45,9.72,13028
13,29,570,61,10.7,9,1.58,41,7.19,125,21.93,98,17.19,106,18.6,13,2.28,9,1.58,36,6.32,11,1.93,61,10.7,13029
13,30,429,52,12.12,14,3.26,25,5.83,80,18.65,71,16.55,71,16.55,6,1.4,5,1.17,46,10.72,10,2.33,49,11.42,13030
13,31,517,48,9.28,11,2.13,25,4.84,110,21.28,109,21.08,105,20.31,5,0.97,6,1.16,37,7.16,8,1.55,53,10.25,13031
13,32,536,31,5.78,21,3.92,32,5.97,61,11.38,127,23.69,107,19.96,20,3.73,44,8.21,14,2.61,21,3.92,58,10.82,13032
13,33,462,33,7.14,12,2.6,23,4.98,112,24.24,95,20.56,96,20.78,10,2.16,5,1.08,23,4.98,6,1.3,47,10.17,13033
13,34,589,36,6.11,7,1.19,23,3.9,151,25.64,137,23.26,143,24.28,9,1.53,4,0.68,26,4.41,8,1.36,45,7.64,13034
13,35,694,46,6.63,8,1.15,36,5.19,181,26.08,164,23.63,160,23.05,8,1.15,9,1.3,24,3.46,9,1.3,49,7.06,13035
13,36,350,29,8.29,6,1.71,15,4.29,90,25.71,75,21.43,72,20.57,4,1.14,2,0.57,20,5.71,4,1.14,33,9.43,13036
13,37,405,29,7.16,7,1.73,23,5.68,90,22.22,79,19.51,87,21.48,6,1.48,3,0.74,30,7.41,5,1.23,46,11.36,13037
13,38,713,28,3.93,19,2.66,50,7.01,186,26.09,153,21.46,168,23.56,12,1.68,12,1.68,22,3.09,13,1.82,50,7.01,13038
13,39,514,35,6.81,10,1.95,34,6.61,127,24.71,107,20.82,109,21.21,8,1.56,9,1.75,26,5.06,11,2.14,38,7.39,13039
13,40,445,34,7.64,11,2.47,18,4.04,113,25.39,95,21.35,96,21.57,7,1.57,4,0.9,27,6.07,5,1.12,35,7.87,13040
13,41,545,51,9.36,9,1.65,22,4.04,120,22.02,123,22.57,102,18.72,5,0.92,11,2.02,42,7.71,8,1.47,52,9.54,13041
13,42,742,36,4.85,14,1.89,48,6.47,184,24.8,177,23.85,177,23.85,14,1.89,9,1.21,20,2.7,11,1.48,52,7.01,13042
13,43,514,25,4.86,10,1.95,27,5.25,127,24.71,123,23.93,115,22.37,7,1.36,4,0.78,29,5.64,12,2.33,35,6.81,13043
13,44,977,27,2.76,5,0.51,11,1.13,291,29.79,289,29.58,292,29.89,5,0.51,4,0.41,23,2.35,3,0.31,27,2.76,13044
13,45,970,42,4.33,21,2.16,49,5.05,260,26.8,240,24.74,235,24.23,17,1.75,16,1.65,27,2.78,15,1.55,48,4.95,13045
13,46,548,33,6.02,13,2.37,31,5.66,133,24.27,123,22.45,129,23.54,4,0.73,5,0.91,32,5.84,7,1.28,38,6.93,13046
13,47,492,41,8.33,12,2.44,18,3.66,107,21.75,115,23.37,104,21.14,2,0.41,9,1.83,36,7.32,7,1.42,41,8.33,13047
13,48,666,41,6.16,4,0.6,47,7.06,163,24.47,139,20.87,133,19.97,20,3.0,12,1.8,38,5.71,15,2.25,54,8.11,13048
13,49,748,25,3.34,8,1.07,26,3.48,222,29.68,198,26.47,201,26.87,11,1.47,6,0.8,13,1.74,6,0.8,32,4.28,13049
13,50,793,36,4.54,10,1.26,14,1.77,220,27.74,223,28.12,216,27.24,7,0.88,5,0.63,25,3.15,5,0.63,32,4.04,13050
13,51,456,40,8.77,12,2.63,17,3.73,106,23.25,102,22.37,98,21.49,2,0.44,8,1.75,26,5.7,8,1.75,37,8.11,13051
13,52,592,54,9.12,16,2.7,28,4.73,148,25.0,129,21.79,116,19.59,7,1.18,7,1.18,27,4.56,9,1.52,51,8.61,13052
13,53,647,28,4.33,15,2.32,33,5.1,129,19.94,150,23.18,142,21.95,14,2.16,33,5.1,22,3.4,14,2.16,67,10.36,13053
13,54,599,63,10.52,13,2.17,27,4.51,141,23.54,137,22.87,121,20.2,10,1.67,5,0.83,33,5.51,5,0.83,44,7.35,13054
14,1,334,30,8.98,8,2.4,12,3.59,81,24.25,75,22.46,10,2.99,7,2.1,4,1.2,22,6.59,2,0.6,83,24.85,14001
14,2,327,36,11.01,6,1.83,26,7.95,66,20.18,51,15.6,27,8.26,6,1.83,2,0.61,31,9.48,8,2.45,68,20.8,14002
14,3,479,75,15.66,2,0.42,16,3.34,105,21.92,102,21.29,19,3.97,3,0.63,7,1.46,28,5.85,3,0.63,119,24.84,14003
14,4,256,25,9.77,5,1.95,12,4.69,52,20.31,50,19.53,17,6.64,4,1.56,7,2.73,24,9.38,3,1.17,57,22.27,14004
14,5,503,59,11.73,5,0.99,17,3.38,111,22.07,116,23.06,15,2.98,4,0.8,7,1.39,23,4.57,6,1.19,140,27.83,14005
14,6,338,53,15.68,7,2.07,17,5.03,62,18.34,49,14.5,16,4.73,4,1.18,3,0.89,42,12.43,4,1.18,81,23.96,14006
14,7,391,25,6.39,15,3.84,24,6.14,102,26.09,80,20.46,22,5.63,12,3.07,5,1.28,18,4.6,6,1.53,82,20.97,14007
14,8,242,29,11.98,7,2.89,16,6.61,46,19.01,41,16.94,15,6.2,5,2.07,9,3.72,18,7.44,1,0.41,55,22.73,14008
14,9,431,70,16.24,6,1.39,17,3.94,74,17.17,73,16.94,22,5.1,14,3.25,11,2.55,34,7.89,11,2.55,99,22.97,14009
14,10,380,34,8.95,12,3.16,13,3.42,101,26.58,76,20.0,19,5.0,3,0.79,4,1.05,24,6.32,6,1.58,88,23.16,14010
14,11,312,40,12.82,2,0.64,20,6.41,57,18.27,53,16.99,13,4.17,6,1.92,4,1.28,34,10.9,2,0.64,81,25.96,14011
14,12,300,24,8.0,1,0.33,9,3.0,72,24.0,68,22.67,11,3.67,3,1.0,8,2.67,16,5.33,1,0.33,87,29.0,14012
14,13,417,45,10.79,9,2.16,28,6.71,95,22.78,75,17.99,28,6.71,6,1.44,9,2.16,35,8.39,4,0.96,83,19.9,14013
14,14,220,25,11.36,3,1.36,7,3.18,44,20.0,45,20.45,10,4.55,1,0.45,5,2.27,17,7.73,6,2.73,57,25.91,14014
14,15,626,32,5.11,10,1.6,19,3.04,162,25.88,163,26.04,21,3.35,7,1.12,7,1.12,29,4.63,6,0.96,170,27.16,14015
14,16,363,43,11.85,8,2.2,23,6.34,80,22.04,57,15.7,24,6.61,13,3.58,6,1.65,30,8.26,9,2.48,70,19.28,14016
14,17,508,38,7.48,3,0.59,17,3.35,124,24.41,129,25.39,9,1.77,6,1.18,0,0.0,32,6.3,4,0.79,146,28.74,14017
14,18,300,28,9.33,15,5.0,31,10.33,62,20.67,41,13.67,28,9.33,4,1.33,4,1.33,27,9.0,6,2.0,54,18.0,14018
14,19,631,45,7.13,10,1.58,26,4.12,152,24.09,134,21.24,24,3.8,8,1.27,13,2.06,44,6.97,10,1.58,165,26.15,14019
14,20,325,33,10.15,9,2.77,10,3.08,79,24.31,62,19.08,15,4.62,5,1.54,5,1.54,30,9.23,3,0.92,74,22.77,14020
14,21,445,29,6.52,3,0.67,12,2.7,118,26.52,119,26.74,8,1.8,4,0.9,6,1.35,17,3.82,1,0.22,128,28.76,14021
14,22,366,34,9.29,7,1.91,12,3.28,90,24.59,80,21.86,12,3.28,6,1.64,7,1.91,22,6.01,9,2.46,87,23.77,14022
14,23,331,29,8.76,5,1.51,9,2.72,85,25.68,77,23.26,6,1.81,4,1.21,2,0.6,23,6.95,6,1.81,85,25.68,14023
14,24,273,40,14.65,2,0.73,8,2.93,54,19.78,60,21.98,16,5.86,4,1.47,4,1.47,21,7.69,3,1.1,61,22.34,14024
14,25,457,27,5.91,12,2.63,26,5.69,119,26.04,82,17.94,36,7.88,11,2.41,10,2.19,27,5.91,13,2.84,94,20.57,14025
14,26,256,30,11.72,5,1.95,21,8.2,44,17.19,37,14.45,14,5.47,6,2.34,1,0.39,33,12.89,4,1.56,61,23.83,14026
14,27,229,23,10.04,7,3.06,13,5.68,52,22.71,36,15.72,13,5.68,7,3.06,6,2.62,24,10.48,4,1.75,44,19.21,14027
14,28,362,30,8.29,8,2.21,26,7.18,89,24.59,56,15.47,30,8.29,12,3.31,2,0.55,26,7.18,6,1.66,77,21.27,14028
14,29,474,41,8.65,6,1.27,21,4.43,101,21.31,106,22.36,19,4.01,6,1.27,12,2.53,33,6.96,8,1.69,121,25.53,14029
14,30,304,27,8.88,6,1.97,9,2.96,67,22.04,62,20.39,21,6.91,2,0.66,1,0.33,21,6.91,12,3.95,76,25.0,14030
14,31,493,24,4.87,6,1.22,12,2.43,142,28.8,127,25.76,12,2.43,7,1.42,3,0.61,14,2.84,4,0.81,142,28.8,14031
14,32,259,30,11.58,2,0.77,9,3.47,45,17.37,54,20.85,10,3.86,1,0.39,6,2.32,29,11.2,3,1.16,70,27.03,14032
14,33,360,36,10.0,4,1.11,13,3.61,88,24.44,76,21.11,13,3.61,4,1.11,4,1.11,24,6.67,4,1.11,94,26.11,14033
14,34,371,25,6.74,4,1.08,8,2.16,105,28.3,95,25.61,9,2.43,3,0.81,0,0.0,16,4.31,2,0.54,104,28.03,14034
14,35,193,21,10.88,3,1.55,13,6.74,46,23.83,25,12.95,20,10.36,5,2.59,4,2.07,10,5.18,6,3.11,40,20.73,14035
14,36,483,61,12.63,10,2.07,30,6.21,85,17.6,92,19.05,31,6.42,8,1.66,4,0.83,46,9.52,7,1.45,109,22.57,14036
14,37,314,23,7.32,1,0.32,12,3.82,80,25.48,77,24.52,13,4.14,2,0.64,2,0.64,16,5.1,2,0.64,86,27.39,14037
15,1,235,35,14.89,13,5.53,21,8.94,23,9.79,39,16.6,28,11.91,9,3.83,14,5.96,21,8.94,7,2.98,25,10.64,15001
15,2,278,18,6.47,14,5.04,22,7.91,10,3.6,79,28.42,36,12.95,22,7.91,35,12.59,6,2.16,17,6.12,19,6.83,15002
