ward,precinct,total,Robert J. Baren (Dean),Robert J. Baren (Dean) Percent,Deborah L. Graham (Dean),Deborah L. Graham (Dean) Percent,Thomas E. Simmons (Dean),Thomas E. Simmons (Dean) Percent,Anna Eleanor Roosevelt (Dean),Anna Eleanor Roosevelt (Dean) Percent,Eric Emmett Davis (Dean),Eric Emmett Davis (Dean) Percent,Barbara Burchjolla (Dean),Barbara Burchjolla (Dean) Percent,Vincent R. Williams (Dean),Vincent R. Williams (Dean) Percent,Camille Y. Lilly (Dean),Camille Y. Lilly (Dean) Percent,Richard Breyer (Kucinich),Richard Breyer (Kucinich) Percent,Mary Jean Cravens (Kucinich),Mary Jean Cravens (Kucinich) Percent,Babak Bakhtiari (Kucinich),Babak Bakhtiari (Kucinich) Percent,Leslie Roberts (Kucinich),Leslie Roberts (Kucinich) Percent,Bruce Samuels (Kucinich),Bruce Samuels (Kucinich) Percent,Margo Dumelle (Kucinich),Margo Dumelle (Kucinich) Percent,Mary O'Kiersey (Kucinich),Mary O'Kiersey (Kucinich) Percent,Barbara A. Mullarkey (Kucinich),Barbara A. Mullarkey (Kucinich) Percent,Susan S. Pritzker (Gephardt),Susan S. Pritzker (Gephardt) Percent,Reanetta Hunt (Gephardt),Reanetta Hunt (Gephardt) Percent,Peter A. Fosco (Gephardt),Peter A. Fosco (Gephardt) Percent,Javier Ramirez (Gephardt),Javier Ramirez (Gephardt) Percent,Darlena Williams-Burnett (Edwards),Darlena Williams-Burnett (Edwards) Percent,Larry R. Rogers (Edwards),Larry R. Rogers (Edwards) Percent,Gabriella S. Pehanich (Edwards),Gabriella S. Pehanich (Edwards) Percent,Ajay Niranjan Shah (Edwards),Ajay Niranjan Shah (Edwards) Percent,Mercedes A. Laing (Edwards),Mercedes A. Laing (Edwards) Percent,Frank M. Bass (Edwards),Frank M. Bass (Edwards) Percent,Tania Irene Lopez (Edwards),Tania Irene Lopez (Edwards) Percent,Keith A. Romero (Edwards),Keith A. Romero (Edwards) Percent,Vi Daley (Clark),Vi Daley (Clark) Percent,Thomas Gary (Clark),Thomas Gary (Clark) Percent,Bettylu K. Saltzman (Clark),Bettylu K. Saltzman (Clark) Percent,Ted Tetzlaff (Clark),Ted Tetzlaff (Clark) Percent,Judy Klutznick (Clark),Judy Klutznick (Clark) Percent,Robert C. Howard (Clark),Robert C. Howard (Clark) Percent,Bette Cerf Hill (Clark),Bette Cerf Hill (Clark) Percent,Robert L. Fogel (Clark),Robert L. Fogel (Clark) Percent,Laura Perna (Kerry),Laura Perna (Kerry) Percent,Victor Johnson (Kerry),Victor Johnson (Kerry) Percent,Lisa Ellman (Kerry),Lisa Ellman (Kerry) Percent,Carl Harper (Kerry),Carl Harper (Kerry) Percent,Audra Wilson (Kerry),Audra Wilson (Kerry) Percent,Kimberly Johnson (Kerry),Kimberly Johnson (Kerry) Percent,Mike Keating (Kerry),Mike Keating (Kerry) Percent,Nathaniel Benson (Lieberman),Nathaniel Benson (Lieberman) Percent,Desiree Grode (Lieberman),Desiree Grode (Lieberman) Percent,Alissa Krinsky (Lieberman),Alissa Krinsky (Lieberman) Percent,Daniel Logan (Lieberman),Daniel Logan (Lieberman) Percent,Andrew May (Lieberman),Andrew May (Lieberman) Percent,Miriam Moore-Hunter (Lieberman),Miriam Moore-Hunter (Lieberman) Percent,Barton Moy (Lieberman),Barton Moy (Lieberman) Percent,Betty Wong (Lieberman),Betty Wong (Lieberman) Percent,Christine K. Cook (Braun),Christine K. Cook (Braun) Percent,Michael J. Fitzgerald (Braun),Michael J. Fitzgerald (Braun) Percent,Bobbie L. Steele (Braun),Bobbie L. Steele (Braun) Percent,Calvin Giles (Braun),Calvin Giles (Braun) Percent,Joyce Washington (Braun),Joyce Washington (Braun) Percent,John Troelstrup (Braun),John Troelstrup (Braun) Percent,Mattie Hunter (Braun),Mattie Hunter (Braun) Percent,precinct_id
37,37,561,15,2.67,42,7.49,19,3.39,13,2.32,16,2.85,9,1.6,20,3.57,18,3.21,3,0.53,4,0.71,4,0.71,7,1.25,5,0.89,3,0.53,3,0.53,10,1.78,4,0.71,2,0.36,3,0.53,2,0.36,13,2.32,13,2.32,1,0.18,1,0.18,1,0.18,1,0.18,2,0.36,2,0.36,5,0.89,4,0.71,2,0.36,2,0.36,3,0.53,6,1.07,3,0.53,3,0.53,23,4.1,25,4.46,20,3.57,23,4.1,19,3.39,25,4.46,17,3.03,1,0.18,4,0.71,2,0.36,2,0.36,0,0.0,1,0.18,2,0.36,5,0.89,12,2.14,10,1.78,22,3.92,21,3.74,21,3.74,10,1.78,11,1.96,37037
37,38,632,16,2.53,52,8.23,24,3.8,11,1.74,15,2.37,20,3.16,37,5.85,36,5.7,2,0.32,1,0.16,0,0.0,3,0.47,1,0.16,1,0.16,3,0.47,3,0.47,5,0.79,6,0.95,0,0.0,3,0.47,24,3.8,16,2.53,3,0.47,3,0.47,2,0.32,9,1.42,4,0.63,2,0.32,0,0.0,5,0.79,1,0.16,0,0.0,2,0.32,10,1.58,6,0.95,1,0.16,16,2.53,24,3.8,21,3.32,22,3.48,19,3.01,27,4.27,15,2.37,2,0.32,0,0.0,1,0.16,0,0.0,0,0.0,4,0.63,0,0.0,12,1.9,7,1.11,17,2.69,26,4.11,30,4.75,15,2.37,10,1.58,18,2.85,37038
37,40,597,31,5.19,44,7.37,27,4.52,21,3.52,19,3.18,12,2.01,30,5.03,31,5.19,2,0.34,4,0.67,2,0.34,5,0.84,3,0.5,4,0.67,2,0.34,5,0.84,5,0.84,5,0.84,1,0.17,4,0.67,25,4.19,14,2.35,0,0.0,1,0.17,3,0.5,5,0.84,2,0.34,1,0.17,4,0.67,3,0.5,1,0.17,0,0.0,3,0.5,7,1.17,3,0.5,3,0.5,24,4.02,26,4.36,19,3.18,20,3.35,18,3.02,24,4.02,10,1.68,1,0.17,2,0.34,1,0.17,0,0.0,1,0.17,1,0.17,0,0.0,4,0.67,6,1.01,12,2.01,19,3.18,33,5.53,10,1.68,6,1.01,12,2.01,37040
37,41,216,8,3.7,12,5.56,4,1.85,4,1.85,6,2.78,4,1.85,6,2.78,9,4.17,1,0.46,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,1.85,3,1.39,3,1.39,0,0.0,1,0.46,7,3.24,6,2.78,0,0.0,0,0.0,1,0.46,2,0.93,1,0.46,1,0.46,1,0.46,2,0.93,0,0.0,0,0.0,0,0.0,3,1.39,1,0.46,0,0.0,12,5.56,15,6.94,11,5.09,10,4.63,10,4.63,12,5.56,11,5.09,1,0.46,1,0.46,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.93,2,0.93,8,3.7,6,2.78,12,5.56,2,0.93,0,0.0,3,1.39,37041
37,42,107,5,4.67,2,1.87,4,3.74,5,4.67,2,1.87,4,3.74,6,5.61,2,1.87,3,2.8,1,0.93,2,1.87,1,0.93,3,2.8,2,1.87,2,1.87,3,2.8,2,1.87,1,0.93,0,0.0,9,8.41,1,0.93,1,0.93,2,1.87,0,0.0,3,2.8,1,0.93,6,5.61,4,3.74,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.93,2,1.87,1,0.93,0,0.0,1,0.93,1,0.93,3,2.8,0,0.0,1,0.93,1,0.93,0,0.0,0,0.0,0,0.0,2,1.87,0,0.0,6,5.61,0,0.0,1,0.93,1,0.93,3,2.8,2,1.87,0,0.0,1,0.93,1,0.93,1,0.93,37042
37,43,398,10,2.51,26,6.53,18,4.52,12,3.02,8,2.01,6,1.51,16,4.02,19,4.77,2,0.5,2,0.5,0,0.0,1,0.25,1,0.25,1,0.25,3,0.75,4,1.01,7,1.76,6,1.51,1,0.25,3,0.75,11,2.76,5,1.26,3,0.75,4,1.01,4,1.01,2,0.5,3,0.75,3,0.75,0,0.0,1,0.25,0,0.0,1,0.25,0,0.0,5,1.26,3,0.75,1,0.25,16,4.02,18,4.52,20,5.03,11,2.76,13,3.27,17,4.27,12,3.02,0,0.0,1,0.25,2,0.5,0,0.0,2,0.5,1,0.25,1,0.25,6,1.51,12,3.02,6,1.51,10,2.51,18,4.52,16,4.02,5,1.26,8,2.01,37043
37,44,571,11,1.93,16,2.8,11,1.93,14,2.45,17,2.98,14,2.45,11,1.93,11,1.93,4,0.7,4,0.7,3,0.53,4,0.7,5,0.88,0,0.0,6,1.05,3,0.53,6,1.05,7,1.23,3,0.53,5,0.88,16,2.8,9,1.58,5,0.88,4,0.7,2,0.35,6,1.05,6,1.05,3,0.53,3,0.53,6,1.05,0,0.0,0,0.0,3,0.53,8,1.4,3,0.53,3,0.53,31,5.43,26,4.55,29,5.08,29,5.08,26,4.55,37,6.48,23,4.03,5,0.88,1,0.18,6,1.05,2,0.35,4,0.7,5,0.88,1,0.18,9,1.58,12,2.1,11,1.93,14,2.45,18,3.15,13,2.28,4,0.7,9,1.58,37044
37,45,368,12,3.26,22,5.98,12,3.26,12,3.26,14,3.8,11,2.99,13,3.53,11,2.99,2,0.54,1,0.27,2,0.54,0,0.0,1,0.27,0,0.0,1,0.27,2,0.54,1,0.27,4,1.09,0,0.0,5,1.36,13,3.53,12,3.26,2,0.54,1,0.27,1,0.27,4,1.09,2,0.54,1,0.27,1,0.27,3,0.82,1,0.27,1,0.27,2,0.54,6,1.63,0,0.0,1,0.27,8,2.17,16,4.35,13,3.53,14,3.8,11,2.99,16,4.35,10,2.72,3,0.82,1,0.27,1,0.27,0,0.0,0,0.0,2,0.54,1,0.27,5,1.36,7,1.9,8,2.17,19,5.16,15,4.08,7,1.9,9,2.45,13,3.53,37045
37,46,695,19,2.73,66,9.5,33,4.75,15,2.16,21,3.02,6,0.86,35,5.04,28,4.03,4,0.58,4,0.58,4,0.58,4,0.58,5,0.72,1,0.14,5,0.72,8,1.15,3,0.43,4,0.58,3,0.43,5,0.72,24,3.45,17,2.45,4,0.58,3,0.43,3,0.43,12,1.73,6,0.86,3,0.43,2,0.29,4,0.58,1,0.14,1,0.14,1,0.14,11,1.58,6,0.86,3,0.43,22,3.17,25,3.6,24,3.45,26,3.74,22,3.17,30,4.32,20,2.88,3,0.43,2,0.29,2,0.29,7,1.01,1,0.14,1,0.14,3,0.43,8,1.15,13,1.87,14,2.01,23,3.31,26,3.74,17,2.45,2,0.29,12,1.73,37046
37,48,555,16,2.88,35,6.31,12,2.16,16,2.88,17,3.06,7,1.26,25,4.5,20,3.6,3,0.54,0,0.0,3,0.54,4,0.72,2,0.36,1,0.18,3,0.54,4,0.72,4,0.72,3,0.54,1,0.18,3,0.54,28,5.05,14,2.52,5,0.9,3,0.54,3,0.54,14,2.52,6,1.08,1,0.18,5,0.9,2,0.36,3,0.54,2,0.36,2,0.36,6,1.08,4,0.72,3,0.54,16,2.88,21,3.78,16,2.88,18,3.24,17,3.06,26,4.68,17,3.06,1,0.18,2,0.36,0,0.0,1,0.18,2,0.36,2,0.36,1,0.18,3,0.54,12,2.16,10,1.8,22,3.96,36,6.49,14,2.52,5,0.9,18,3.24,37048
37,49,461,11,2.39,38,8.24,17,3.69,7,1.52,19,4.12,3,0.65,27,5.86,25,5.42,3,0.65,1,0.22,1,0.22,3,0.65,5,1.08,0,0.0,1,0.22,7,1.52,7,1.52,1,0.22,1,0.22,3,0.65,26,5.64,12,2.6,2,0.43,2,0.43,0,0.0,11,2.39,1,0.22,1,0.22,0,0.0,6,1.3,2,0.43,1,0.22,1,0.22,12,2.6,4,0.87,0,0.0,12,2.6,15,3.25,14,3.04,14,3.04,12,2.6,14,3.04,12,2.6,0,0.0,1,0.22,0,0.0,0,0.0,0,0.0,2,0.43,0,0.0,3,0.65,5,1.08,9,1.95,19,4.12,30,6.51,10,2.17,4,0.87,16,3.47,37049
37,51,470,18,3.83,21,4.47,17,3.62,10,2.13,15,3.19,22,4.68,26,5.53,25,5.32,1,0.21,4,0.85,1,0.21,3,0.64,2,0.43,1,0.21,2,0.43,8,1.7,1,0.21,2,0.43,2,0.43,1,0.21,13,2.77,8,1.7,0,0.0,0,0.0,2,0.43,3,0.64,3,0.64,1,0.21,3,0.64,3,0.64,1,0.21,0,0.0,3,0.64,7,1.49,5,1.06,1,0.21,12,2.55,15,3.19,13,2.77,19,4.04,10,2.13,15,3.19,10,2.13,1,0.21,1,0.21,0,0.0,0,0.0,1,0.21,1,0.21,0,0.0,15,3.19,9,1.91,17,3.62,24,5.11,16,3.4,13,2.77,14,2.98,17,3.62,37051
37,53,554,23,4.15,48,8.66,26,4.69,19,3.43,22,3.97,20,3.61,27,4.87,29,5.23,1,0.18,1,0.18,1,0.18,3,0.54,1,0.18,1,0.18,2,0.36,3,0.54,1,0.18,5,0.9,0,0.0,3,0.54,18,3.25,12,2.17,1,0.18,3,0.54,4,0.72,7,1.26,2,0.36,0,0.0,5,0.9,3,0.54,0,0.0,0,0.0,3,0.54,3,0.54,2,0.36,1,0.18,14,2.53,22,3.97,20,3.61,18,3.25,16,2.89,19,3.43,13,2.35,1,0.18,2,0.36,1,0.18,1,0.18,1,0.18,2,0.36,0,0.0,6,1.08,14,2.53,11,1.99,17,3.07,19,3.43,18,3.25,11,1.99,14,2.53,37053
37,54,833,22,2.64,61,7.32,38,4.56,18,2.16,18,2.16,17,2.04,46,5.52,48,5.76,0,0.0,4,0.48,2,0.24,7,0.84,1,0.12,2,0.24,2,0.24,6,0.72,8,0.96,5,0.6,2,0.24,4,0.48,29,3.48,20,2.4,4,0.48,6,0.72,3,0.36,15,1.8,5,0.6,6,0.72,11,1.32,7,0.84,5,0.6,2,0.24,2,0.24,14,1.68,4,0.48,2,0.24,23,2.76,25,3.0,29,3.48,23,2.76,26,3.12,29,3.48,24,2.88,2,0.24,2,0.24,0,0.0,1,0.12,2,0.24,1,0.12,0,0.0,14,1.68,19,2.28,21,2.52,34,4.08,30,3.6,25,3.0,13,1.56,26,3.12,37054
37,55,576,21,3.65,32,5.56,14,2.43,19,3.3,20,3.47,12,2.08,18,3.13,23,3.99,4,0.69,8,1.39,2,0.35,5,0.87,1,0.17,4,0.69,1,0.17,7,1.22,2,0.35,3,0.52,2,0.35,3,0.52,21,3.65,13,2.26,5,0.87,3,0.52,2,0.35,7,1.22,2,0.35,4,0.69,1,0.17,3,0.52,1,0.17,0,0.0,3,0.52,8,1.39,4,0.69,3,0.52,24,4.17,26,4.51,29,5.03,26,4.51,27,4.69,31,5.38,23,3.99,0,0.0,3,0.52,2,0.35,1,0.17,0,0.0,0,0.0,0,0.0,5,0.87,4,0.69,7,1.22,15,2.6,26,4.51,13,2.26,3,0.52,6,1.04,37055
37,56,357,8,2.24,18,5.04,9,2.52,7,1.96,12,3.36,7,1.96,8,2.24,6,1.68,3,0.84,2,0.56,2,0.56,3,0.84,3,0.84,0,0.0,0,0.0,2,0.56,3,0.84,4,1.12,2,0.56,3,0.84,8,2.24,15,4.2,2,0.56,1,0.28,0,0.0,2,0.56,1,0.28,0,0.0,2,0.56,4,1.12,1,0.28,1,0.28,3,0.84,5,1.4,5,1.4,3,0.84,14,3.92,18,5.04,18,5.04,14,3.92,17,4.76,23,6.44,16,4.48,0,0.0,2,0.56,3,0.84,2,0.56,0,0.0,0,0.0,1,0.28,2,0.56,8,2.24,6,1.68,15,4.2,11,3.08,12,3.36,3,0.84,5,1.4,37056
37,57,267,11,4.12,16,5.99,10,3.75,11,4.12,10,3.75,8,3.0,10,3.75,13,4.87,2,0.75,1,0.37,1,0.37,2,0.75,1,0.37,2,0.75,2,0.75,4,1.5,2,0.75,4,1.5,0,0.0,1,0.37,13,4.87,6,2.25,0,0.0,1,0.37,2,0.75,1,0.37,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.75,2,0.75,1,0.37,10,3.75,9,3.37,16,5.99,11,4.12,11,4.12,10,3.75,6,2.25,0,0.0,2,0.75,2,0.75,3,1.12,0,0.0,2,0.75,1,0.37,2,0.75,1,0.37,5,1.87,5,1.87,11,4.12,10,3.75,2,0.75,2,0.75,37057
37,58,476,17,3.57,31,6.51,9,1.89,11,2.31,15,3.15,7,1.47,22,4.62,14,2.94,4,0.84,7,1.47,0,0.0,5,1.05,0,0.0,2,0.42,2,0.42,7,1.47,5,1.05,3,0.63,4,0.84,2,0.42,18,3.78,9,1.89,0,0.0,2,0.42,1,0.21,14,2.94,3,0.63,2,0.42,2,0.42,5,1.05,1,0.21,1,0.21,1,0.21,5,1.05,3,0.63,3,0.63,15,3.15,20,4.2,19,3.99,13,2.73,16,3.36,19,3.99,14,2.94,2,0.42,1,0.21,2,0.42,2,0.42,1,0.21,3,0.63,2,0.42,5,1.05,7,1.47,12,2.52,17,3.57,26,5.46,9,1.89,5,1.05,15,3.15,37058
42,1,1043,15,1.44,18,1.73,11,1.05,22,2.11,12,1.15,12,1.15,9,0.86,13,1.25,4,0.38,9,0.86,4,0.38,6,0.58,6,0.58,5,0.48,8,0.77,1,0.1,9,0.86,1,0.1,2,0.19,2,0.19,12,1.15,10,0.96,6,0.58,7,0.67,9,0.86,7,0.67,5,0.48,7,0.67,6,0.58,4,0.38,6,0.58,7,0.67,8,0.77,6,0.58,5,0.48,6,0.58,88,8.44,91,8.72,93,8.92,91,8.72,87,8.34,84,8.05,82,7.86,7,0.67,7,0.67,10,0.96,6,0.58,6,0.58,5,0.48,6,0.58,7,0.67,0,0.0,1,0.1,0,0.0,0,0.0,1,0.1,0,0.0,0,0.0,42001
42,2,675,12,1.78,15,2.22,8,1.19,15,2.22,12,1.78,8,1.19,6,0.89,9,1.33,5,0.74,7,1.04,3,0.44,5,0.74,2,0.3,4,0.59,5,0.74,6,0.89,5,0.74,3,0.44,3,0.44,1,0.15,7,1.04,6,0.89,4,0.59,5,0.74,9,1.33,4,0.59,5,0.74,5,0.74,5,0.74,5,0.74,7,1.04,3,0.44,6,0.89,6,0.89,5,0.74,5,0.74,49,7.26,45,6.67,55,8.15,50,7.41,52,7.7,50,7.41,50,7.41,6,0.89,6,0.89,3,0.44,4,0.59,5,0.74,6,0.89,3,0.44,4,0.59,1,0.15,4,0.59,5,0.74,2,0.3,3,0.44,1,0.15,1,0.15,42002
42,3,521,9,1.73,6,1.15,6,1.15,15,2.88,6,1.15,8,1.54,5,0.96,8,1.54,4,0.77,3,0.58,3,0.58,2,0.38,4,0.77,2,0.38,3,0.58,2,0.38,4,0.77,0,0.0,2,0.38,0,0.0,4,0.77,5,0.96,6,1.15,7,1.34,5,0.96,6,1.15,5,0.96,4,0.77,6,1.15,3,0.58,5,0.96,4,0.77,8,1.54,4,0.77,4,0.77,4,0.77,43,8.25,43,8.25,46,8.83,38,7.29,41,7.87,41,7.87,35,6.72,3,0.58,2,0.38,2,0.38,4,0.77,1,0.19,2,0.38,1,0.19,2,0.38,1,0.19,3,0.58,1,0.19,0,0.0,1,0.19,1,0.19,0,0.0,42003
42,4,800,10,1.25,8,1.0,7,0.88,16,2.0,8,1.0,6,0.75,8,1.0,8,1.0,3,0.38,5,0.63,3,0.38,2,0.25,3,0.38,3,0.38,1,0.13,1,0.13,9,1.13,1,0.13,2,0.25,1,0.13,10,1.25,9,1.13,9,1.13,7,0.88,10,1.25,8,1.0,5,0.63,5,0.63,4,0.5,5,0.63,6,0.75,5,0.63,4,0.5,6,0.75,5,0.63,5,0.63,70,8.75,67,8.38,71,8.88,71,8.88,70,8.75,72,9.0,65,8.13,4,0.5,7,0.88,4,0.5,2,0.25,4,0.5,3,0.38,3,0.38,3,0.38,0,0.0,0,0.0,0,0.0,0,0.0,3,0.38,0,0.0,0,0.0,42004
42,5,858,19,2.21,23,2.68,16,1.86,23,2.68,11,1.28,17,1.98,13,1.52,16,1.86,10,1.17,14,1.63,9,1.05,10,1.17,6,0.7,9,1.05,9,1.05,6,0.7,4,0.47,0,0.0,0,0.0,0,0.0,6,0.7,6,0.7,5,0.58,4,0.47,5,0.58,4,0.47,4,0.47,3,0.35,5,0.58,2,0.23,4,0.47,4,0.47,5,0.58,2,0.23,4,0.47,2,0.23,75,8.74,66,7.69,77,8.97,66,7.69,72,8.39,71,8.28,64,7.46,2,0.23,2,0.23,4,0.47,1,0.12,1,0.12,1,0.12,1,0.12,3,0.35,2,0.23,0,0.0,1,0.12,0,0.0,0,0.0,0,0.0,0,0.0,42005
42,6,1536,23,1.5,38,2.47,24,1.56,42,2.73,22,1.43,26,1.69,18,1.17,24,1.56,15,0.98,19,1.24,8,0.52,13,0.85,8,0.52,12,0.78,21,1.37,7,0.46,13,0.85,4,0.26,2,0.13,6,0.39,14,0.91,18,1.17,15,0.98,11,0.72,14,0.91,11,0.72,14,0.91,14,0.91,5,0.33,4,0.26,5,0.33,2,0.13,3,0.2,3,0.2,2,0.13,3,0.2,120,7.81,112,7.29,121,7.88,115,7.49,119,7.75,125,8.14,112,7.29,8,0.52,11,0.72,10,0.65,10,0.65,9,0.59,8,0.52,7,0.46,9,0.59,5,0.33,4,0.26,12,0.78,4,0.26,11,0.72,3,0.2,6,0.39,42006
42,7,967,12,1.24,19,1.96,12,1.24,17,1.76,11,1.14,16,1.65,10,1.03,13,1.34,9,0.93,13,1.34,8,0.83,10,1.03,8,0.83,8,0.83,6,0.62,4,0.41,6,0.62,2,0.21,1,0.1,1,0.1,9,0.93,7,0.72,6,0.62,5,0.52,6,0.62,2,0.21,2,0.21,1,0.1,7,0.72,2,0.21,6,0.62,2,0.21,7,0.72,4,0.41,2,0.21,3,0.31,81,8.38,84,8.69,90,9.31,81,8.38,82,8.48,79,8.17,78,8.07,5,0.52,4,0.41,8,0.83,5,0.52,3,0.31,5,0.52,6,0.62,5,0.52,1,0.1,4,0.41,1,0.1,1,0.1,2,0.21,1,0.1,1,0.1,42007
42,8,1244,19,1.53,16,1.29,9,0.72,21,1.69,11,0.88,17,1.37,10,0.8,11,0.88,10,0.8,13,1.05,10,0.8,14,1.13,15,1.21,12,0.96,17,1.37,9,0.72,11,0.88,4,0.32,2,0.16,4,0.32,11,0.88,12,0.96,11,0.88,12,0.96,15,1.21,12,0.96,13,1.05,11,0.88,7,0.56,1,0.08,5,0.4,4,0.32,9,0.72,5,0.4,4,0.32,7,0.56,99,7.96,103,8.28,109,8.76,100,8.04,106,8.52,98,7.88,95,7.64,9,0.72,6,0.48,7,0.56,7,0.56,6,0.48,8,0.64,8,0.64,10,0.8,1,0.08,0,0.0,1,0.08,1,0.08,1,0.08,0,0.0,1,0.08,42008
42,9,877,21,2.39,23,2.62,20,2.28,23,2.62,16,1.82,20,2.28,16,1.82,18,2.05,8,0.91,11,1.25,10,1.14,14,1.6,7,0.8,14,1.6,11,1.25,5,0.57,2,0.23,1,0.11,2,0.23,2,0.23,9,1.03,10,1.14,9,1.03,13,1.48,10,1.14,7,0.8,11,1.25,9,1.03,6,0.68,3,0.34,2,0.23,2,0.23,2,0.23,3,0.34,4,0.46,5,0.57,64,7.3,62,7.07,68,7.75,62,7.07,64,7.3,62,7.07,57,6.5,3,0.34,2,0.23,2,0.23,3,0.34,2,0.23,3,0.34,2,0.23,2,0.23,1,0.11,1,0.11,3,0.34,1,0.11,2,0.23,0,0.0,1,0.11,42009
42,10,563,7,1.24,8,1.42,8,1.42,13,2.31,6,1.07,6,1.07,8,1.42,8,1.42,4,0.71,4,0.71,4,0.71,4,0.71,4,0.71,3,0.53,4,0.71,2,0.36,4,0.71,1,0.18,1,0.18,0,0.0,3,0.53,2,0.36,2,0.36,2,0.36,3,0.53,1,0.18,2,0.36,1,0.18,2,0.36,0,0.0,1,0.18,0,0.0,0,0.0,0,0.0,0,0.0,2,0.36,44,7.82,53,9.41,54,9.59,51,9.06,55,9.77,50,8.88,49,8.7,4,0.71,4,0.71,3,0.53,4,0.71,3,0.53,3,0.53,3,0.53,3,0.53,1,0.18,1,0.18,2,0.36,1,0.18,1,0.18,1,0.18,1,0.18,42010
42,11,886,11,1.24,12,1.35,9,1.02,15,1.69,9,1.02,11,1.24,8,0.9,10,1.13,2,0.23,3,0.34,1,0.11,2,0.23,2,0.23,4,0.45,6,0.68,4,0.45,5,0.56,0,0.0,2,0.23,1,0.11,7,0.79,9,1.02,9,1.02,9,1.02,9,1.02,11,1.24,8,0.9,9,1.02,1,0.11,3,0.34,4,0.45,2,0.23,5,0.56,3,0.34,0,0.0,1,0.11,77,8.69,76,8.58,80,9.03,79,8.92,79,8.92,77,8.69,74,8.35,4,0.45,5,0.56,4,0.45,4,0.45,4,0.45,4,0.45,5,0.56,9,1.02,2,0.23,2,0.23,3,0.34,4,0.45,5,0.56,2,0.23,3,0.34,42011
42,12,599,7,1.17,7,1.17,5,0.83,8,1.34,4,0.67,6,1.0,4,0.67,3,0.5,2,0.33,6,1.0,6,1.0,3,0.5,8,1.34,3,0.5,4,0.67,2,0.33,3,0.5,0,0.0,1,0.17,3,0.5,9,1.5,12,2.0,10,1.67,9,1.5,10,1.67,10,1.67,10,1.67,8,1.34,1,0.17,0,0.0,2,0.33,1,0.17,4,0.67,3,0.5,1,0.17,0,0.0,46,7.68,45,7.51,49,8.18,47,7.85,52,8.68,54,9.02,52,8.68,3,0.5,4,0.67,3,0.5,3,0.5,3,0.5,3,0.5,3,0.5,2,0.33,1,0.17,0,0.0,0,0.0,0,0.0,1,0.17,0,0.0,2,0.33,42012
42,13,1648,17,1.03,19,1.15,11,0.67,25,1.52,14,0.85,18,1.09,15,0.91,14,0.85,12,0.73,19,1.15,12,0.73,12,0.73,14,0.85,13,0.79,15,0.91,11,0.67,7,0.42,2,0.12,3,0.18,3,0.18,20,1.21,27,1.64,21,1.27,21,1.27,23,1.4,22,1.33,19,1.15,18,1.09,5,0.3,6,0.36,6,0.36,4,0.24,7,0.42,1,0.06,5,0.3,3,0.18,137,8.31,135,8.19,142,8.62,138,8.37,138,8.37,132,8.01,130,7.89,8,0.49,10,0.61,10,0.61,7,0.42,6,0.36,7,0.42,10,0.61,10,0.61,4,0.24,3,0.18,5,0.3,2,0.12,8,0.49,2,0.12,6,0.36,42013
42,14,886,10,1.13,7,0.79,6,0.68,14,1.58,6,0.68,8,0.9,5,0.56,6,0.68,4,0.45,6,0.68,4,0.45,9,1.02,8,0.9,6,0.68,8,0.9,6,0.68,11,1.24,3,0.34,3,0.34,2,0.23,6,0.68,7,0.79,4,0.45,4,0.45,4,0.45,5,0.56,5,0.56,4,0.45,3,0.34,5,0.56,8,0.9,6,0.68,8,0.9,6,0.68,6,0.68,4,0.45,76,8.58,72,8.13,81,9.14,73,8.24,77,8.69,79,8.92,68,7.67,7,0.79,7,0.79,9,1.02,6,0.68,6,0.68,7,0.79,4,0.45,6,0.68,2,0.23,3,0.34,3,0.34,2,0.23,5,0.56,1,0.11,4,0.45,42014
42,15,1075,11,1.02,13,1.21,7,0.65,17,1.58,8,0.74,13,1.21,11,1.02,10,0.93,9,0.84,8,0.74,7,0.65,7,0.65,9,0.84,8,0.74,8,0.74,5,0.47,10,0.93,3,0.28,4,0.37,2,0.19,12,1.12,17,1.58,14,1.3,11,1.02,12,1.12,10,0.93,14,1.3,11,1.02,11,1.02,6,0.56,7,0.65,4,0.37,6,0.56,3,0.28,4,0.37,3,0.28,80,7.44,89,8.28,92,8.56,90,8.37,92,8.56,92,8.56,86,8.0,8,0.74,5,0.47,7,0.65,5,0.47,3,0.28,4,0.37,4,0.37,7,0.65,2,0.19,0,0.0,2,0.19,2,0.19,3,0.28,1,0.09,0,0.0,42015
