ward,precinct,total,Richard J. Durbin,Richard J. Durbin Percent,Mark C. Curran Jr.,Mark C. Curran Jr. Percent,Willie L. Wilson,Willie L. Wilson Percent,Danny Malouf,Danny Malouf Percent,precinct_id
10,7,363,271,74.66,42,11.57,41,11.29,6,1.65,10007
10,8,258,205,79.46,10,3.88,39,15.12,0,0.0,10008
10,9,474,309,65.19,114,24.05,45,9.49,3,0.63,10009
10,10,528,377,71.4,96,18.18,39,7.39,6,1.14,10010
10,11,611,480,78.56,79,12.93,38,6.22,3,0.49,10011
10,12,344,261,75.87,58,16.86,20,5.81,3,0.87,10012
10,13,435,369,84.83,32,7.36,29,6.67,4,0.92,10013
10,14,612,461,75.33,96,15.69,43,7.03,5,0.82,10014
10,15,802,608,75.81,11,1.37,171,21.32,6,0.75,10015
10,16,389,261,67.1,74,19.02,41,10.54,5,1.29,10016
10,17,653,391,59.88,155,23.74,95,14.55,8,1.23,10017
10,18,287,240,83.62,11,3.83,29,10.1,4,1.39,10018
10,19,507,343,67.65,89,17.55,69,13.61,2,0.39,10019
10,20,511,369,72.21,78,15.26,56,10.96,5,0.98,10020
10,21,502,369,73.51,82,16.33,39,7.77,4,0.8,10021
10,22,285,226,79.3,34,11.93,19,6.67,2,0.7,10022
10,23,419,330,78.76,48,11.46,32,7.64,5,1.19,10023
10,24,502,287,57.17,139,27.69,69,13.75,5,1.0,10024
10,25,141,122,86.52,2,1.42,11,7.8,3,2.13,10025
10,26,349,269,77.08,28,8.02,39,11.17,8,2.29,10026
10,27,433,345,79.68,26,6.0,56,12.93,1,0.23,10027
10,28,544,436,80.15,59,10.85,37,6.8,8,1.47,10028
10,29,497,393,79.07,53,10.66,39,7.85,6,1.21,10029
10,30,447,345,77.18,49,10.96,38,8.5,9,2.01,10030
10,31,403,331,82.13,42,10.42,23,5.71,0,0.0,10031
10,32,504,378,75.0,85,16.87,31,6.15,5,0.99,10032
10,33,370,301,81.35,33,8.92,26,7.03,4,1.08,10033
10,34,339,264,77.88,24,7.08,50,14.75,0,0.0,10034
10,35,529,349,65.97,118,22.31,54,10.21,1,0.19,10035
10,36,133,100,75.19,8,6.02,20,15.04,1,0.75,10036
11,1,611,414,67.76,117,19.15,42,6.87,15,2.45,11001
11,2,52,28,53.85,9,17.31,12,23.08,1,1.92,11002
11,3,607,515,84.84,50,8.24,14,2.31,10,1.65,11003
11,4,485,366,75.46,72,14.85,31,6.39,5,1.03,11004
11,5,750,574,76.53,104,13.87,44,5.87,8,1.07,11005
11,6,902,725,80.38,119,13.19,32,3.55,12,1.33,11006
11,7,559,442,79.07,64,11.45,40,7.16,4,0.72,11007
11,8,553,410,74.14,90,16.27,38,6.87,4,0.72,11008
11,9,506,343,67.79,98,19.37,44,8.7,10,1.98,11009
11,10,575,395,68.7,129,22.43,33,5.74,9,1.57,11010
11,11,667,445,66.72,164,24.59,38,5.7,7,1.05,11011
11,12,773,365,47.22,278,35.96,113,14.62,7,0.91,11012
11,13,728,347,47.66,277,38.05,85,11.68,11,1.51,11013
11,14,365,220,60.27,102,27.95,35,9.59,4,1.1,11014
11,15,236,166,70.34,52,22.03,16,6.78,1,0.42,11015
11,16,433,270,62.36,118,27.25,34,7.85,9,2.08,11016
11,17,701,512,73.04,115,16.41,50,7.13,10,1.43,11017
11,18,488,309,63.32,132,27.05,32,6.56,6,1.23,11018
11,19,767,574,74.84,110,14.34,45,5.87,16,2.09,11019
11,20,429,270,62.94,110,25.64,36,8.39,6,1.4,11020
11,21,685,417,60.88,191,27.88,61,8.91,8,1.17,11021
11,22,705,486,68.94,151,21.42,48,6.81,10,1.42,11022
11,23,332,194,58.43,87,26.2,33,9.94,2,0.6,11023
11,24,623,382,61.32,163,26.16,67,10.75,6,0.96,11024
11,25,730,506,69.32,146,20.0,57,7.81,9,1.23,11025
11,26,616,416,67.53,138,22.4,42,6.82,4,0.65,11026
11,27,234,159,67.95,51,21.79,17,7.26,3,1.28,11027
11,28,292,156,53.42,93,31.85,38,13.01,2,0.68,11028
11,29,692,419,60.55,206,29.77,57,8.24,5,0.72,11029
11,30,322,199,61.8,85,26.4,34,10.56,1,0.31,11030
11,31,595,333,55.97,189,31.76,62,10.42,4,0.67,11031
11,32,269,129,47.96,97,36.06,33,12.27,8,2.97,11032
11,33,761,567,74.51,140,18.4,38,4.99,4,0.53,11033
11,34,201,118,58.71,59,29.35,18,8.96,3,1.49,11034
11,35,99,56,56.57,37,37.37,4,4.04,2,2.02,11035
11,36,274,183,66.79,61,22.26,21,7.66,4,1.46,11036
11,37,192,140,72.92,34,17.71,15,7.81,2,1.04,11037
11,38,303,235,77.56,26,8.58,25,8.25,5,1.65,11038
12,1,500,392,78.4,64,12.8,31,6.2,5,1.0,12001
12,2,446,362,81.17,45,10.09,33,7.4,1,0.22,12002
12,3,600,469,78.17,74,12.33,34,5.67,9,1.5,12003
12,4,570,434,76.14,73,12.81,42,7.37,7,1.23,12004
12,5,478,329,68.83,89,18.62,41,8.58,8,1.67,12005
12,6,606,469,77.39,85,14.03,30,4.95,9,1.49,12006
12,7,466,384,82.4,23,4.94,33,7.08,8,1.72,12007
12,8,524,402,76.72,86,16.41,20,3.82,3,0.57,12008
12,9,440,323,73.41,70,15.91,29,6.59,6,1.36,12009
12,10,640,544,85.0,30,4.69,40,6.25,6,0.94,12010
12,11,540,437,80.93,60,11.11,22,4.07,10,1.85,12011
12,12,516,407,78.88,61,11.82,36,6.98,7,1.36,12012
12,13,560,444,79.29,62,11.07,40,7.14,6,1.07,12013
12,14,460,395,85.87,30,6.52,25,5.43,4,0.87,12014
12,15,457,374,81.84,34,7.44,30,6.56,2,0.44,12015
12,16,458,394,86.03,31,6.77,18,3.93,4,0.87,12016
12,17,584,478,81.85,60,10.27,31,5.31,8,1.37,12017
12,18,436,370,84.86,31,7.11,20,4.59,4,0.92,12018
12,19,504,386,76.59,67,13.29,29,5.75,8,1.59,12019
12,20,585,466,79.66,56,9.57,47,8.03,8,1.37,12020
12,21,535,428,80.0,53,9.91,38,7.1,8,1.5,12021
12,22,480,404,84.17,27,5.63,25,5.21,9,1.88,12022
12,23,543,445,81.95,61,11.23,20,3.68,8,1.47,12023
13,1,426,276,64.79,113,26.53,28,6.57,4,0.94,13001
13,2,357,200,56.02,113,31.65,39,10.92,3,0.84,13002
13,3,370,309,83.51,43,11.62,13,3.51,0,0.0,13003
13,4,485,274,56.49,170,35.05,35,7.22,3,0.62,13004
13,5,525,421,80.19,65,12.38,25,4.76,5,0.95,13005
13,6,422,215,50.95,154,36.49,50,11.85,2,0.47,13006
13,7,383,274,71.54,73,19.06,23,6.01,8,2.09,13007
13,8,347,217,62.54,92,26.51,32,9.22,2,0.58,13008
13,9,469,381,81.24,70,14.93,12,2.56,2,0.43,13009
13,10,395,170,43.04,165,41.77,51,12.91,5,1.27,13010
13,11,474,289,60.97,142,29.96,37,7.81,2,0.42,13011
13,12,417,308,73.86,76,18.23,25,6.0,6,1.44,13012
13,13,423,319,75.41,63,14.89,27,6.38,8,1.89,13013
13,14,433,333,76.91,70,16.17,20,4.62,4,0.92,13014
13,15,638,519,81.35,79,12.38,27,4.23,6,0.94,13015
13,16,322,266,82.61,26,8.07,17,5.28,8,2.48,13016
13,17,386,249,64.51,96,24.87,38,9.84,0,0.0,13017
13,18,373,215,57.64,122,32.71,33,8.85,1,0.27,13018
13,19,555,461,83.06,45,8.11,36,6.49,8,1.44,13019
13,20,319,160,50.16,120,37.62,31,9.72,4,1.25,13020
13,21,521,253,48.56,201,38.58,59,11.32,7,1.34,13021
13,22,512,283,55.27,163,31.84,56,10.94,5,0.98,13022
13,23,365,285,78.08,52,14.25,16,4.38,10,2.74,13023
13,24,441,321,72.79,92,20.86,15,3.4,4,0.91,13024
13,25,449,343,76.39,66,14.7,22,4.9,10,2.23,13025
13,26,459,302,65.8,108,23.53,37,8.06,4,0.87,13026
13,27,438,291,66.44,106,24.2,33,7.53,2,0.46,13027
13,28,340,266,78.24,53,15.59,14,4.12,2,0.59,13028
13,29,351,263,74.93,63,17.95,23,6.55,1,0.28,13029
13,30,350,302,86.29,26,7.43,17,4.86,1,0.29,13030
13,31,492,272,55.28,156,31.71,53,10.77,7,1.42,13031
13,32,394,184,46.7,160,40.61,45,11.42,4,1.02,13032
13,33,434,252,58.06,148,34.1,25,5.76,6,1.38,13033
13,34,431,371,86.08,35,8.12,15,3.48,6,1.39,13034
13,35,390,295,75.64,58,14.87,20,5.13,7,1.79,13035
13,36,315,260,82.54,34,10.79,11,3.49,5,1.59,13036
13,37,444,335,75.45,61,13.74,38,8.56,4,0.9,13037
13,38,381,207,54.33,125,32.81,44,11.55,2,0.52,13038
13,39,408,329,80.64,47,11.52,14,3.43,7,1.72,13039
13,40,441,327,74.15,80,18.14,24,5.44,7,1.59,13040
13,41,526,442,84.03,47,8.94,25,4.75,7,1.33,13041
13,42,470,230,48.94,177,37.66,53,11.28,8,1.7,13042
13,43,448,318,70.98,91,20.31,28,6.25,5,1.12,13043
13,44,456,378,82.89,51,11.18,14,3.07,4,0.88,13044
13,45,464,308,66.38,109,23.49,37,7.97,7,1.51,13045
13,46,496,388,78.23,66,13.31,29,5.85,6,1.21,13046
13,47,516,425,82.36,54,10.47,21,4.07,9,1.74,13047
13,48,387,220,56.85,117,30.23,41,10.59,3,0.78,13048
14,1,549,270,49.18,188,34.24,82,14.94,4,0.73,14001
14,2,639,501,78.4,78,12.21,55,8.61,3,0.47,14002
14,3,479,408,85.18,43,8.98,17,3.55,4,0.84,14003
14,4,525,276,52.57,175,33.33,64,12.19,7,1.33,14004
14,5,685,586,85.55,50,7.3,32,4.67,9,1.31,14005
14,6,259,227,87.64,14,5.41,15,5.79,0,0.0,14006
14,7,631,511,80.98,77,12.2,28,4.44,8,1.27,14007
14,8,585,449,76.75,111,18.97,16,2.74,5,0.85,14008
14,9,633,361,57.03,195,30.81,52,8.21,12,1.9,14009
14,10,349,266,76.22,46,13.18,27,7.74,4,1.15,14010
14,11,283,248,87.63,24,8.48,7,2.47,1,0.35,14011
14,12,541,390,72.09,103,19.04,35,6.47,7,1.29,14012
14,13,439,354,80.64,52,11.85,26,5.92,2,0.46,14013
14,14,473,404,85.41,38,8.03,18,3.81,6,1.27,14014
14,15,529,457,86.39,31,5.86,21,3.97,4,0.76,14015
14,16,355,273,76.9,52,14.65,19,5.35,1,0.28,14016
14,17,421,342,81.24,49,11.64,23,5.46,5,1.19,14017
14,18,234,168,71.79,46,19.66,19,8.12,1,0.43,14018
14,19,450,367,81.56,47,10.44,17,3.78,5,1.11,14019
14,20,372,295,79.3,43,11.56,21,5.65,8,2.15,14020
14,21,463,366,79.05,52,11.23,26,5.62,6,1.3,14021
14,22,687,458,66.67,151,21.98,48,6.99,12,1.75,14022
14,23,413,283,68.52,96,23.24,27,6.54,3,0.73,14023
14,24,601,340,56.57,176,29.28,75,12.48,5,0.83,14024
14,25,281,230,81.85,28,9.96,12,4.27,6,2.14,14025
14,26,370,327,88.38,24,6.49,11,2.97,3,0.81,14026
14,27,486,369,75.93,66,13.58,36,7.41,7,1.44,14027
14,28,400,308,77.0,57,14.25,22,5.5,7,1.75,14028
14,29,361,296,81.99,39,10.8,16,4.43,4,1.11,14029
14,30,315,282,89.52,19,6.03,7,2.22,2,0.63,14030
14,31,257,210,81.71,25,9.73,13,5.06,4,1.56,14031
15,1,420,349,83.1,36,8.57,23,5.48,3,0.71,15001
15,2,261,194,74.33,7,2.68,57,21.84,0,0.0,15002
15,3,282,206,73.05,4,1.42,70,24.82,0,0.0,15003
15,4,474,392,82.7,37,7.81,31,6.54,8,1.69,15004
15,5,457,373,81.62,37,8.1,28,6.13,9,1.97,15005
15,6,494,383,77.53,57,11.54,36,7.29,7,1.42,15006
15,7,284,202,71.13,4,1.41,71,25.0,3,1.06,15007
15,8,474,400,84.39,43,9.07,17,3.59,10,2.11,15008
15,9,627,515,82.14,63,10.05,30,4.78,6,0.96,15009
15,10,632,497,78.64,68,10.76,46,7.28,12,1.9,15010
15,11,575,448,77.91,72,12.52,33,5.74,16,2.78,15011
15,12,570,449,78.77,53,9.3,46,8.07,14,2.46,15012
15,13,462,379,82.03,45,9.74,24,5.19,6,1.3,15013
15,14,418,347,83.01,33,7.89,22,5.26,8,1.91,15014
15,15,426,345,80.99,47,11.03,20,4.69,5,1.17,15015
15,16,526,436,82.89,37,7.03,40,7.6,6,1.14,15016
15,17,281,207,73.67,4,1.42,68,24.2,2,0.71,15017
15,18,252,174,69.05,9,3.57,63,25.0,0,0.0,15018
15,19,400,326,81.5,23,5.75,39,9.75,8,2.0,15019
15,20,284,205,72.18,5,1.76,73,25.7,1,0.35,15020
15,21,235,177,75.32,5,2.13,51,21.7,1,0.43,15021
15,22,291,194,66.67,11,3.78,75,25.77,2,0.69,15022
15,23,309,212,68.61,6,1.94,86,27.83,1,0.32,15023
15,24,278,194,69.78,7,2.52,75,26.98,0,0.0,15024
16,1,566,497,87.81,37,6.54,21,3.71,3,0.53,16001
16,2,340,251,73.82,13,3.82,71,20.88,3,0.88,16002
16,3,312,219,70.19,4,1.28,84,26.92,2,0.64,16003
16,4,406,306,75.37,9,2.22,85,20.94,2,0.49,16004
16,5,253,179,70.75,3,1.19,69,27.27,1,0.4,16005
16,6,318,245,77.04,2,0.63,67,21.07,2,0.63,16006
16,7,356,276,77.53,13,3.65,62,17.42,2,0.56,16007
16,8,254,192,75.59,6,2.36,47,18.5,5,1.97,16008
16,9,330,256,77.58,6,1.82,67,20.3,0,0.0,16009
16,10,316,241,76.27,4,1.27,71,22.47,0,0.0,16010
16,11,368,274,74.46,8,2.17,76,20.65,7,1.9,16011
16,12,323,238,73.68,10,3.1,63,19.5,5,1.55,16012
16,13,421,348,82.66,23,5.46,42,9.98,5,1.19,16013
16,14,281,192,68.33,5,1.78,80,28.47,1,0.36,16014
16,15,344,251,72.97,9,2.62,79,22.97,1,0.29,16015
16,16,309,240,77.67,5,1.62,60,19.42,2,0.65,16016
16,17,481,406,84.41,26,5.41,44,9.15,1,0.21,16017
16,18,413,312,75.54,21,5.08,65,15.74,8,1.94,16018
16,19,356,267,75.0,17,4.78,66,18.54,5,1.4,16019
16,20,269,202,75.09,6,2.23,57,21.19,2,0.74,16020
16,21,313,229,73.16,3,0.96,76,24.28,1,0.32,16021
16,22,331,264,79.76,11,3.32,51,15.41,2,0.6,16022
16,23,481,385,80.04,26,5.41,48,9.98,12,2.49,16023
16,24,180,136,75.56,5,2.78,36,20.0,1,0.56,16024
16,25,411,293,71.29,6,1.46,108,26.28,3,0.73,16025
16,26,271,197,72.69,5,1.85,66,24.35,1,0.37,16026
16,27,278,202,72.66,1,0.36,71,25.54,2,0.72,16027
16,28,316,234,74.05,8,2.53,68,21.52,2,0.63,16028
16,29,298,228,76.51,3,1.01,65,21.81,1,0.34,16029
16,30,293,203,69.28,11,3.75,71,24.23,3,1.02,16030
16,31,340,234,68.82,6,1.76,94,27.65,4,1.18,16031
16,32,480,391,81.46,33,6.88,37,7.71,9,1.88,16032
16,33,282,214,75.89,6,2.13,57,20.21,2,0.71,16033
16,34,307,218,71.01,7,2.28,78,25.41,0,0.0,16034
16,35,519,421,81.12,31,5.97,54,10.4,4,0.77,16035
16,36,247,180,72.87,4,1.62,60,24.29,0,0.0,16036
17,1,484,394,81.4,27,5.58,57,11.78,2,0.41,17001
17,2,429,324,75.52,5,1.17,97,22.61,1,0.23,17002
17,3,419,308,73.51,14,3.34,86,20.53,4,0.95,17003
17,4,517,381,73.69,8,1.55,119,23.02,1,0.19,17004
17,5,334,252,75.45,8,2.4,70,20.96,2,0.6,17005
17,6,439,344,78.36,14,3.19,73,16.63,2,0.46,17006
17,7,431,352,81.67,13,3.02,59,13.69,2,0.46,17007
17,8,389,271,69.67,16,4.11,98,25.19,2,0.51,17008
17,9,327,251,76.76,3,0.92,70,21.41,0,0.0,17009
17,10,547,410,74.95,9,1.65,120,21.94,3,0.55,17010
17,11,330,249,75.45,2,0.61,77,23.33,0,0.0,17011
17,12,608,475,78.13,43,7.07,75,12.34,6,0.99,17012
17,13,346,266,76.88,2,0.58,76,21.97,0,0.0,17013
17,14,474,373,78.69,23,4.85,65,13.71,0,0.0,17014
17,15,436,332,76.15,6,1.38,97,22.25,0,0.0,17015
17,16,492,381,77.44,22,4.47,79,16.06,4,0.81,17016
17,17,433,324,74.83,15,3.46,88,20.32,3,0.69,17017
17,18,466,358,76.82,3,0.64,99,21.24,0,0.0,17018
17,19,256,180,70.31,6,2.34,69,26.95,0,0.0,17019
17,20,500,401,80.2,2,0.4,87,17.4,2,0.4,17020
17,21,495,388,78.38,2,0.4,98,19.8,2,0.4,17021
17,22,391,296,75.7,4,1.02,88,22.51,3,0.77,17022
17,23,277,191,68.95,5,1.81,76,27.44,2,0.72,17023
17,24,431,321,74.48,1,0.23,107,24.83,1,0.23,17024
17,25,340,258,75.88,8,2.35,66,19.41,2,0.59,17025
17,26,437,334,76.43,4,0.92,97,22.2,1,0.23,17026
17,27,394,306,77.66,3,0.76,81,20.56,2,0.51,17027
17,28,348,274,78.74,6,1.72,66,18.97,0,0.0,17028
17,29,411,316,76.89,4,0.97,88,21.41,2,0.49,17029
17,30,418,334,79.9,32,7.66,46,11.0,3,0.72,17030
17,31,257,193,75.1,0,0.0,62,24.12,0,0.0,17031
17,32,344,254,73.84,6,1.74,77,22.38,3,0.87,17032
17,33,267,160,59.93,15,5.62,73,27.34,12,4.49,17033
17,34,291,210,72.16,4,1.37,71,24.4,5,1.72,17034
17,35,288,223,77.43,2,0.69,60,20.83,1,0.35,17035
17,36,392,294,75.0,5,1.28,87,22.19,1,0.26,17036
17,37,330,259,78.48,8,2.42,61,18.48,0,0.0,17037
17,38,462,340,73.59,8,1.73,109,23.59,3,0.65,17038
17,39,420,318,75.71,5,1.19,95,22.62,2,0.48,17039
17,40,446,326,73.09,4,0.9,114,25.56,0,0.0,17040
17,41,543,414,76.24,10,1.84,111,20.44,1,0.18,17041
18,1,441,352,79.82,12,2.72,71,16.1,4,0.91,18001
18,2,533,403,75.61,68,12.76,46,8.63,6,1.13,18002
18,3,437,279,63.84,82,18.76,66,15.1,4,0.92,18003
18,4,488,383,78.48,12,2.46,90,18.44,0,0.0,18004
18,5,286,225,78.67,1,0.35,56,19.58,1,0.35,18005
18,6,433,294,67.9,92,21.25,44,10.16,0,0.0,18006
18,7,486,361,74.28,50,10.29,72,14.81,1,0.21,18007
18,8,456,375,82.24,9,1.97,69,15.13,1,0.22,18008
18,9,437,361,82.61,16,3.66,60,13.73,0,0.0,18009
18,10,561,430,76.65,15,2.67,112,19.96,1,0.18,18010
18,11,439,335,76.31,35,7.97,63,14.35,1,0.23,18011
18,12,429,331,77.16,14,3.26,81,18.88,2,0.47,18012
18,13,499,390,78.16,18,3.61,82,16.43,3,0.6,18013
18,14,468,374,79.91,4,0.85,89,19.02,0,0.0,18014
18,15,516,375,72.67,63,12.21,65,12.6,5,0.97,18015
18,16,433,367,84.76,8,1.85,56,12.93,0,0.0,18016
18,17,476,392,82.35,27,5.67,49,10.29,6,1.26,18017
18,18,351,278,79.2,6,1.71,64,18.23,0,0.0,18018
18,19,404,322,79.7,8,1.98,72,17.82,0,0.0,18019
18,20,345,263,76.23,5,1.45,72,20.87,1,0.29,18020
18,21,575,429,74.61,28,4.87,110,19.13,1,0.17,18021
18,22,496,394,79.44,7,1.41,89,17.94,2,0.4,18022
18,23,466,372,79.83,15,3.22,71,15.24,5,1.07,18023
18,24,489,355,72.6,93,19.02,33,6.75,4,0.82,18024
18,25,515,385,74.76,73,14.17,43,8.35,8,1.55,18025
18,26,539,441,81.82,10,1.86,85,15.77,2,0.37,18026
18,27,399,301,75.44,15,3.76,75,18.8,4,1.0,18027
18,28,475,302,63.58,105,22.11,63,13.26,2,0.42,18028
18,29,535,426,79.63,41,7.66,58,10.84,2,0.37,18029
18,30,596,421,70.64,119,19.97,40,6.71,6,1.01,18030
18,31,503,411,81.71,19,3.78,67,13.32,2,0.4,18031
18,32,464,352,75.86,8,1.72,102,21.98,1,0.22,18032
18,33,357,267,74.79,5,1.4,81,22.69,2,0.56,18033
18,34,501,405,80.84,15,2.99,78,15.57,1,0.2,18034
18,35,513,398,77.58,16,3.12,94,18.32,2,0.39,18035
18,36,508,404,79.53,46,9.06,48,9.45,7,1.38,18036
18,37,509,393,77.21,14,2.75,96,18.86,0,0.0,18037
18,38,416,324,77.88,6,1.44,83,19.95,2,0.48,18038
18,39,403,324,80.4,14,3.47,60,14.89,3,0.74,18039
18,40,514,402,78.21,59,11.48,44,8.56,2,0.39,18040
18,41,546,419,76.74,16,2.93,109,19.96,0,0.0,18041
18,42,422,327,77.49,20,4.74,69,16.35,3,0.71,18042
18,43,417,313,75.06,67,16.07,24,5.76,7,1.68,18043
18,44,455,309,67.91,107,23.52,31,6.81,2,0.44,18044
18,45,486,384,79.01,53,10.91,35,7.2,8,1.65,18045
18,46,548,395,72.08,101,18.43,43,7.85,7,1.28,18046
18,47,356,267,75.0,13,3.65,71,19.94,4,1.12,18047
18,48,330,257,77.88,5,1.52,66,20.0,1,0.3,18048
18,49,311,249,80.06,9,2.89,49,15.76,2,0.64,18049
18,50,376,281,74.73,11,2.93,76,20.21,3,0.8,18050
19,1,468,225,48.08,180,38.46,60,12.82,2,0.43,19001
19,2,677,492,72.67,92,13.59,84,12.41,3,0.44,19002
19,3,467,125,26.77,268,57.39,68,14.56,5,1.07,19003
19,4,638,227,35.58,320,50.16,81,12.7,5,0.78,19004
19,5,582,402,69.07,115,19.76,56,9.62,7,1.2,19005
19,6,595,238,40.0,266,44.71,81,13.61,6,1.01,19006
19,7,494,275,55.67,148,29.96,55,11.13,8,1.62,19007
19,8,609,204,33.5,326,53.53,73,11.99,2,0.33,19008
19,9,391,177,45.27,162,41.43,49,12.53,1,0.26,19009
19,10,646,474,73.37,112,17.34,54,8.36,1,0.15,19010
19,11,534,159,29.78,302,56.55,68,12.73,1,0.19,19011
19,12,484,150,30.99,262,54.13,70,14.46,2,0.41,19012
19,13,597,471,78.89,14,2.35,104,17.42,3,0.5,19013
19,14,572,415,72.55,88,15.38,59,10.31,3,0.52,19014
19,15,734,256,34.88,393,53.54,69,9.4,11,1.5,19015
19,16,546,187,34.25,262,47.99,85,15.57,8,1.47,19016
19,17,453,219,48.34,175,38.63,52,11.48,6,1.32,19017
19,18,511,356,69.67,112,21.92,37,7.24,4,0.78,19018
19,19,664,480,72.29,116,17.47,59,8.89,3,0.45,19019
19,20,426,338,79.34,40,9.39,42,9.86,2,0.47,19020
19,21,578,207,35.81,301,52.08,58,10.03,8,1.38,19021
19,22,576,372,64.58,127,22.05,65,11.28,5,0.87,19022
19,23,558,257,46.06,227,40.68,64,11.47,6,1.08,19023
19,24,405,151,37.28,203,50.12,45,11.11,5,1.23,19024
19,25,510,312,61.18,148,29.02,42,8.24,5,0.98,19025
19,26,531,329,61.96,157,29.57,32,6.03,9,1.69,19026
19,27,513,392,76.41,48,9.36,64,12.48,4,0.78,19027
19,28,595,460,77.31,15,2.52,107,17.98,4,0.67,19028
19,29,605,229,37.85,288,47.6,81,13.39,4,0.66,19029
19,30,537,193,35.94,268,49.91,68,12.66,5,0.93,19030
19,31,491,295,60.08,136,27.7,52,10.59,5,1.02,19031
19,32,490,237,48.37,187,38.16,54,11.02,4,0.82,19032
19,33,600,204,34.0,306,51.0,87,14.5,2,0.33,19033
19,34,470,297,63.19,121,25.74,43,9.15,4,0.85,19034
19,35,480,313,65.21,115,23.96,43,8.96,6,1.25,19035
19,36,719,555,77.19,51,7.09,102,14.19,5,0.7,19036
19,37,511,399,78.08,47,9.2,55,10.76,5,0.98,19037
19,38,479,359,74.95,40,8.35,70,14.61,2,0.42,19038
19,39,244,183,75.0,12,4.92,45,18.44,2,0.82,19039
19,40,575,407,70.78,96,16.7,60,10.43,8,1.39,19040
19,41,543,185,34.07,292,53.78,58,10.68,4,0.74,19041
19,42,435,303,69.66,77,17.7,51,11.72,4,0.92,19042
19,43,694,529,76.22,19,2.74,136,19.6,2,0.29,19043
19,44,642,231,35.98,325,50.62,75,11.68,6,0.93,19044
19,45,545,248,45.5,213,39.08,74,13.58,6,1.1,19045
19,46,543,252,46.41,237,43.65,52,9.58,2,0.37,19046
19,47,719,539,74.97,75,10.43,96,13.35,5,0.7,19047
19,48,625,492,78.72,9,1.44,118,18.88,3,0.48,19048
19,49,620,470,75.81,35,5.65,101,16.29,2,0.32,19049
19,50,445,240,53.93,153,34.38,45,10.11,4,0.9,19050
19,51,592,311,52.53,207,34.97,64,10.81,4,0.68,19051
19,52,650,251,38.62,298,45.85,94,14.46,2,0.31,19052
19,53,502,289,57.57,161,32.07,45,8.96,6,1.2,19053
19,54,474,133,28.06,261,55.06,70,14.77,9,1.9,19054
19,55,487,161,33.06,260,53.39,59,12.11,6,1.23,19055
19,56,556,409,73.56,90,16.19,48,8.63,3,0.54,19056
19,57,432,315,72.92,62,14.35,46,10.65,2,0.46,19057
20,1,474,354,74.68,4,0.84,114,24.05,1,0.21,20001
20,2,182,137,75.27,4,2.2,39,21.43,0,0.0,20002
20,3,405,301,74.32,8,1.98,90,22.22,1,0.25,20003
20,4,226,176,77.88,14,6.19,33,14.6,1,0.44,20004
20,5,545,393,72.11,13,2.39,132,24.22,3,0.55,20005
20,6,219,145,66.21,2,0.91,72,32.88,0,0.0,20006
20,7,558,410,73.48,8,1.43,122,21.86,5,0.9,20007
20,8,420,295,70.24,6,1.43,116,27.62,2,0.48,20008
20,9,660,498,75.45,5,0.76,145,21.97,5,0.76,20009
20,10,328,260,79.27,1,0.3,60,18.29,2,0.61,20010
20,11,611,452,73.98,7,1.15,135,22.09,4,0.65,20011
20,12,449,320,71.27,6,1.34,114,25.39,2,0.45,20012
20,13,481,329,68.4,8,1.66,140,29.11,2,0.42,20013
20,14,269,197,73.23,7,2.6,62,23.05,0,0.0,20014
20,15,486,385,79.22,41,8.44,41,8.44,8,1.65,20015
20,16,569,451,79.26,15,2.64,87,15.29,4,0.7,20016
20,17,319,244,76.49,35,10.97,29,9.09,7,2.19,20017
20,18,330,247,74.85,4,1.21,75,22.73,1,0.3,20018
20,19,488,355,72.75,9,1.84,121,24.8,1,0.2,20019
20,20,363,295,81.27,36,9.92,21,5.79,7,1.93,20020
20,21,389,287,73.78,9,2.31,88,22.62,3,0.77,20021
20,22,625,491,78.56,19,3.04,104,16.64,1,0.16,20022
20,23,456,332,72.81,9,1.97,109,23.9,0,0.0,20023
20,24,615,471,76.59,27,4.39,109,17.72,4,0.65,20024
20,25,338,254,75.15,9,2.66,72,21.3,3,0.89,20025
20,26,456,344,75.44,10,2.19,89,19.52,3,0.66,20026
20,27,266,180,67.67,3,1.13,76,28.57,1,0.38,20027
20,28,290,200,68.97,2,0.69,85,29.31,2,0.69,20028
20,29,543,378,69.61,10,1.84,149,27.44,1,0.18,20029
20,30,215,168,78.14,6,2.79,40,18.6,0,0.0,20030
20,31,575,419,72.87,7,1.22,141,24.52,1,0.17,20031
20,32,402,303,75.37,9,2.24,85,21.14,2,0.5,20032
20,33,285,203,71.23,4,1.4,73,25.61,1,0.35,20033
20,34,615,486,79.02,41,6.67,76,12.36,5,0.81,20034
20,35,352,269,76.42,4,1.14,72,20.45,3,0.85,20035
20,36,156,118,75.64,2,1.28,33,21.15,2,1.28,20036
20,37,143,108,75.52,3,2.1,30,20.98,2,1.4,20037
20,38,168,114,67.86,12,7.14,40,23.81,0,0.0,20038
20,39,40,31,77.5,0,0.0,9,22.5,0,0.0,20039
21,1,495,383,77.37,3,0.61,105,21.21,0,0.0,21001
21,2,384,280,72.92,4,1.04,92,23.96,3,0.78,21002
21,3,452,333,73.67,4,0.88,107,23.67,3,0.66,21003
