ward,precinct,total,Donald J. Trump & Michael R. Pence,Donald J. Trump & Michael R. Pence Percent,Howie Hawkins & Angela Walker,Howie Hawkins & Angela Walker Percent,Gloria La Riva & Leonard Peltier,Gloria La Riva & Leonard Peltier Percent,Brian Carroll & Amar Patel,Brian Carroll & Amar Patel Percent,Jo Jorgensen & Jeremy ''Spike'' Cohen,Jo Jorgensen & Jeremy ''Spike'' Cohen Percent,precinct_id
43,33,744,181,24.33,3,0.4,0,0.0,0,0.0,9,1.21,43033
43,34,470,76,16.17,1,0.21,0,0.0,0,0.0,6,1.28,43034
43,35,789,180,22.81,1,0.13,0,0.0,0,0.0,7,0.89,43035
43,36,504,83,16.47,0,0.0,1,0.2,1,0.2,5,0.99,43036
43,37,841,118,14.03,3,0.36,0,0.0,2,0.24,6,0.71,43037
43,38,561,125,22.28,2,0.36,0,0.0,0,0.0,7,1.25,43038
43,39,602,121,20.1,5,0.83,1,0.17,0,0.0,8,1.33,43039
43,40,550,73,13.27,5,0.91,0,0.0,2,0.36,3,0.55,43040
43,41,894,133,14.88,3,0.34,1,0.11,0,0.0,14,1.57,43041
43,42,722,111,15.37,3,0.42,0,0.0,1,0.14,13,1.8,43042
43,43,777,181,23.29,1,0.13,1,0.13,1,0.13,13,1.67,43043
43,44,754,123,16.31,3,0.4,2,0.27,0,0.0,10,1.33,43044
43,45,424,70,16.51,1,0.24,0,0.0,0,0.0,5,1.18,43045
43,46,479,59,12.32,0,0.0,0,0.0,1,0.21,4,0.84,43046
44,1,1153,114,9.89,8,0.69,1,0.09,0,0.0,10,0.87,44001
44,2,829,106,12.79,3,0.36,0,0.0,2,0.24,17,2.05,44002
44,3,429,60,13.99,0,0.0,0,0.0,0,0.0,2,0.47,44003
44,4,640,80,12.5,1,0.16,0,0.0,2,0.31,7,1.09,44004
44,5,774,70,9.04,0,0.0,2,0.26,1,0.13,12,1.55,44005
44,6,1027,108,10.52,6,0.58,2,0.19,0,0.0,17,1.66,44006
44,7,522,103,19.73,3,0.57,0,0.0,0,0.0,6,1.15,44007
44,8,1066,92,8.63,7,0.66,1,0.09,0,0.0,13,1.22,44008
44,9,814,103,12.65,1,0.12,1,0.12,1,0.12,14,1.72,44009
44,10,850,92,10.82,6,0.71,1,0.12,0,0.0,19,2.24,44010
44,11,892,130,14.57,4,0.45,0,0.0,1,0.11,9,1.01,44011
44,12,825,117,14.18,1,0.12,1,0.12,1,0.12,8,0.97,44012
44,13,689,95,13.79,5,0.73,0,0.0,1,0.15,12,1.74,44013
44,14,744,85,11.42,2,0.27,1,0.13,1,0.13,11,1.48,44014
44,15,733,107,14.6,1,0.14,1,0.14,1,0.14,5,0.68,44015
44,16,909,103,11.33,1,0.11,1,0.11,2,0.22,12,1.32,44016
44,17,1013,89,8.79,5,0.49,0,0.0,0,0.0,10,0.99,44017
44,18,901,129,14.32,5,0.55,1,0.11,0,0.0,12,1.33,44018
44,19,930,107,11.51,1,0.11,1,0.11,1,0.11,5,0.54,44019
44,20,947,97,10.24,1,0.11,4,0.42,2,0.21,16,1.69,44020
44,21,920,66,7.17,4,0.43,2,0.22,1,0.11,12,1.3,44021
44,22,735,80,10.88,1,0.14,2,0.27,0,0.0,7,0.95,44022
44,23,742,66,8.89,2,0.27,2,0.27,0,0.0,10,1.35,44023
44,24,549,80,14.57,4,0.73,0,0.0,0,0.0,3,0.55,44024
44,25,817,80,9.79,1,0.12,0,0.0,0,0.0,9,1.1,44025
44,26,950,84,8.84,2,0.21,2,0.21,0,0.0,13,1.37,44026
44,27,919,102,11.1,3,0.33,0,0.0,1,0.11,26,2.83,44027
44,28,823,99,12.03,3,0.36,1,0.12,0,0.0,8,0.97,44028
44,29,935,110,11.76,5,0.53,0,0.0,0,0.0,13,1.39,44029
44,30,952,103,10.82,3,0.32,1,0.11,1,0.11,11,1.16,44030
44,31,700,111,15.86,4,0.57,1,0.14,0,0.0,19,2.71,44031
44,32,912,129,14.14,4,0.44,2,0.22,2,0.22,15,1.64,44032
44,33,817,55,6.73,4,0.49,2,0.24,0,0.0,6,0.73,44033
44,34,815,74,9.08,2,0.25,0,0.0,2,0.25,4,0.49,44034
44,35,899,127,14.13,5,0.56,3,0.33,0,0.0,9,1.0,44035
44,36,879,96,10.92,3,0.34,0,0.0,0,0.0,10,1.14,44036
44,37,856,63,7.36,3,0.35,0,0.0,1,0.12,6,0.7,44037
44,38,1006,173,17.2,5,0.5,2,0.2,0,0.0,16,1.59,44038
44,39,847,104,12.28,2,0.24,2,0.24,2,0.24,10,1.18,44039
44,40,797,105,13.17,3,0.38,1,0.13,2,0.25,16,2.01,44040
44,41,1037,114,10.99,7,0.68,0,0.0,0,0.0,11,1.06,44041
45,1,501,53,10.58,5,1.0,3,0.6,0,0.0,8,1.6,45001
45,2,604,64,10.6,4,0.66,1,0.17,2,0.33,7,1.16,45002
45,3,565,95,16.81,3,0.53,2,0.35,1,0.18,3,0.53,45003
45,4,723,131,18.12,14,1.94,0,0.0,3,0.41,12,1.66,45004
45,5,639,113,17.68,4,0.63,1,0.16,0,0.0,7,1.1,45005
45,6,802,133,16.58,2,0.25,0,0.0,2,0.25,10,1.25,45006
45,7,864,167,19.33,9,1.04,0,0.0,1,0.12,8,0.93,45007
45,8,630,130,20.63,1,0.16,1,0.16,5,0.79,3,0.48,45008
45,9,621,145,23.35,3,0.48,1,0.16,1,0.16,5,0.81,45009
45,10,629,174,27.66,4,0.64,3,0.48,2,0.32,2,0.32,45010
45,11,476,122,25.63,2,0.42,0,0.0,2,0.42,3,0.63,45011
45,12,587,144,24.53,8,1.36,2,0.34,1,0.17,9,1.53,45012
45,13,511,102,19.96,8,1.57,2,0.39,1,0.2,6,1.17,45013
45,14,859,199,23.17,4,0.47,3,0.35,3,0.35,5,0.58,45014
45,15,706,145,20.54,5,0.71,0,0.0,1,0.14,2,0.28,45015
45,16,505,130,25.74,2,0.4,1,0.2,1,0.2,4,0.79,45016
45,17,692,212,30.64,1,0.14,5,0.72,2,0.29,7,1.01,45017
45,18,692,226,32.66,7,1.01,3,0.43,1,0.14,9,1.3,45018
45,19,371,115,31.0,3,0.81,2,0.54,0,0.0,2,0.54,45019
45,20,447,116,25.95,5,1.12,2,0.45,1,0.22,5,1.12,45020
45,21,570,211,37.02,1,0.18,1,0.18,0,0.0,0,0.0,45021
45,22,606,197,32.51,4,0.66,3,0.5,0,0.0,3,0.5,45022
45,23,590,217,36.78,6,1.02,0,0.0,2,0.34,6,1.02,45023
45,24,499,203,40.68,4,0.8,1,0.2,0,0.0,3,0.6,45024
45,25,404,166,41.09,5,1.24,1,0.25,1,0.25,1,0.25,45025
45,26,349,161,46.13,0,0.0,0,0.0,0,0.0,4,1.15,45026
45,27,609,252,41.38,2,0.33,0,0.0,0,0.0,9,1.48,45027
45,28,534,193,36.14,3,0.56,1,0.19,0,0.0,2,0.37,45028
45,29,414,171,41.3,1,0.24,0,0.0,1,0.24,2,0.48,45029
45,30,581,132,22.72,3,0.52,2,0.34,3,0.52,3,0.52,45030
45,31,500,125,25.0,3,0.6,2,0.4,0,0.0,2,0.4,45031
45,32,578,172,29.76,1,0.17,0,0.0,0,0.0,6,1.04,45032
45,33,426,103,24.18,1,0.23,0,0.0,0,0.0,3,0.7,45033
45,34,617,182,29.5,4,0.65,1,0.16,1,0.16,4,0.65,45034
45,35,659,185,28.07,3,0.46,1,0.15,0,0.0,8,1.21,45035
45,36,638,213,33.39,2,0.31,2,0.31,1,0.16,7,1.1,45036
45,37,605,222,36.69,3,0.5,4,0.66,0,0.0,7,1.16,45037
45,38,610,201,32.95,1,0.16,0,0.0,0,0.0,3,0.49,45038
45,39,607,232,38.22,4,0.66,0,0.0,0,0.0,5,0.82,45039
45,40,556,208,37.41,5,0.9,0,0.0,1,0.18,6,1.08,45040
45,41,562,217,38.61,3,0.53,0,0.0,0,0.0,8,1.42,45041
45,42,559,230,41.14,4,0.72,0,0.0,0,0.0,2,0.36,45042
45,43,623,283,45.43,3,0.48,1,0.16,3,0.48,7,1.12,45043
45,44,578,241,41.7,3,0.52,0,0.0,1,0.17,8,1.38,45044
45,45,418,202,48.33,1,0.24,0,0.0,0,0.0,5,1.2,45045
45,46,480,217,45.21,4,0.83,1,0.21,0,0.0,7,1.46,45046
45,47,449,198,44.1,4,0.89,0,0.0,1,0.22,4,0.89,45047
45,48,515,259,50.29,4,0.78,0,0.0,0,0.0,8,1.55,45048
46,1,521,59,11.32,3,0.58,2,0.38,0,0.0,4,0.77,46001
46,2,669,55,8.22,2,0.3,3,0.45,0,0.0,7,1.05,46002
46,3,826,95,11.5,1,0.12,1,0.12,0,0.0,6,0.73,46003
46,4,659,52,7.89,3,0.46,2,0.3,0,0.0,9,1.37,46004
46,5,947,95,10.03,6,0.63,2,0.21,1,0.11,13,1.37,46005
46,6,676,75,11.09,3,0.44,5,0.74,0,0.0,4,0.59,46006
46,7,733,111,15.14,2,0.27,5,0.68,0,0.0,1,0.14,46007
46,8,531,53,9.98,3,0.56,3,0.56,0,0.0,2,0.38,46008
46,9,772,52,6.74,4,0.52,5,0.65,1,0.13,9,1.17,46009
46,10,1239,114,9.2,11,0.89,0,0.0,0,0.0,15,1.21,46010
46,11,757,162,21.4,2,0.26,4,0.53,0,0.0,7,0.92,46011
46,12,756,55,7.28,3,0.4,2,0.26,0,0.0,9,1.19,46012
46,13,746,73,9.79,1,0.13,0,0.0,0,0.0,7,0.94,46013
46,14,823,100,12.15,1,0.12,1,0.12,0,0.0,4,0.49,46014
46,15,753,86,11.42,2,0.27,0,0.0,0,0.0,8,1.06,46015
46,16,757,52,6.87,6,0.79,6,0.79,2,0.26,10,1.32,46016
46,17,786,116,14.76,6,0.76,0,0.0,0,0.0,7,0.89,46017
46,18,831,132,15.88,5,0.6,4,0.48,0,0.0,5,0.6,46018
46,19,501,79,15.77,0,0.0,1,0.2,1,0.2,6,1.2,46019
46,20,600,51,8.5,3,0.5,1,0.17,0,0.0,7,1.17,46020
46,21,568,109,19.19,3,0.53,1,0.18,0,0.0,4,0.7,46021
46,22,526,46,8.75,4,0.76,4,0.76,2,0.38,3,0.57,46022
46,23,628,46,7.32,4,0.64,0,0.0,0,0.0,3,0.48,46023
46,24,905,114,12.6,4,0.44,1,0.11,1,0.11,5,0.55,46024
46,25,671,47,7.0,3,0.45,3,0.45,0,0.0,3,0.45,46025
46,26,1005,82,8.16,9,0.9,3,0.3,0,0.0,4,0.4,46026
46,27,919,80,8.71,7,0.76,6,0.65,1,0.11,12,1.31,46027
46,28,662,86,12.99,2,0.3,0,0.0,1,0.15,7,1.06,46028
46,29,595,80,13.45,1,0.17,1,0.17,1,0.17,6,1.01,46029
46,30,772,86,11.14,6,0.78,3,0.39,2,0.26,2,0.26,46030
46,31,747,50,6.69,4,0.54,2,0.27,2,0.27,5,0.67,46031
46,32,738,100,13.55,5,0.68,0,0.0,1,0.14,8,1.08,46032
46,33,775,79,10.19,4,0.52,4,0.52,0,0.0,1,0.13,46033
46,34,888,66,7.43,4,0.45,4,0.45,2,0.23,9,1.01,46034
46,35,821,79,9.62,1,0.12,1,0.12,1,0.12,5,0.61,46035
46,36,685,110,16.06,2,0.29,2,0.29,0,0.0,9,1.31,46036
46,37,632,87,13.77,1,0.16,2,0.32,0,0.0,2,0.32,46037
46,38,863,69,8.0,4,0.46,1,0.12,0,0.0,12,1.39,46038
46,39,709,114,16.08,1,0.14,2,0.28,0,0.0,10,1.41,46039
46,40,582,59,10.14,4,0.69,1,0.17,0,0.0,6,1.03,46040
47,1,509,67,13.16,2,0.39,1,0.2,1,0.2,4,0.79,47001
47,2,740,92,12.43,6,0.81,1,0.14,1,0.14,8,1.08,47002
47,3,694,100,14.41,6,0.86,1,0.14,2,0.29,9,1.3,47003
47,4,880,105,11.93,4,0.45,1,0.11,0,0.0,8,0.91,47004
47,5,778,69,8.87,3,0.39,4,0.51,0,0.0,9,1.16,47005
47,6,892,84,9.42,4,0.45,2,0.22,0,0.0,11,1.23,47006
47,7,698,101,14.47,3,0.43,1,0.14,0,0.0,8,1.15,47007
47,8,720,74,10.28,3,0.42,1,0.14,0,0.0,14,1.94,47008
47,9,736,90,12.23,4,0.54,3,0.41,1,0.14,14,1.9,47009
47,10,873,69,7.9,6,0.69,1,0.11,0,0.0,13,1.49,47010
47,11,779,106,13.61,1,0.13,0,0.0,0,0.0,6,0.77,47011
47,12,787,61,7.75,5,0.64,4,0.51,0,0.0,17,2.16,47012
47,13,704,69,9.8,7,0.99,0,0.0,2,0.28,8,1.14,47013
47,14,668,81,12.13,2,0.3,0,0.0,0,0.0,7,1.05,47014
47,15,862,48,5.57,5,0.58,4,0.46,1,0.12,7,0.81,47015
47,16,715,103,14.41,6,0.84,3,0.42,2,0.28,4,0.56,47016
47,17,746,114,15.28,5,0.67,1,0.13,2,0.27,9,1.21,47017
47,18,731,89,12.18,6,0.82,0,0.0,2,0.27,10,1.37,47018
47,19,1121,65,5.8,10,0.89,2,0.18,0,0.0,8,0.71,47019
47,20,737,64,8.68,6,0.81,0,0.0,0,0.0,11,1.49,47020
47,21,689,72,10.45,7,1.02,7,1.02,1,0.15,4,0.58,47021
47,22,771,79,10.25,7,0.91,2,0.26,1,0.13,9,1.17,47022
47,23,799,55,6.88,4,0.5,2,0.25,0,0.0,6,0.75,47023
47,24,800,66,8.25,7,0.88,3,0.38,0,0.0,7,0.88,47024
47,25,901,84,9.32,7,0.78,0,0.0,0,0.0,10,1.11,47025
47,26,956,58,6.07,1,0.1,3,0.31,2,0.21,5,0.52,47026
47,27,644,63,9.78,5,0.78,0,0.0,0,0.0,12,1.86,47027
47,28,675,66,9.78,3,0.44,4,0.59,0,0.0,6,0.89,47028
47,29,842,102,12.11,3,0.36,1,0.12,2,0.24,12,1.43,47029
47,30,892,59,6.61,2,0.22,5,0.56,1,0.11,5,0.56,47030
47,31,759,68,8.96,14,1.84,1,0.13,0,0.0,4,0.53,47031
47,32,871,52,5.97,5,0.57,3,0.34,0,0.0,8,0.92,47032
47,33,763,90,11.8,2,0.26,2,0.26,1,0.13,12,1.57,47033
47,34,741,68,9.18,8,1.08,4,0.54,0,0.0,6,0.81,47034
47,35,745,103,13.83,2,0.27,0,0.0,0,0.0,12,1.61,47035
47,36,817,64,7.83,0,0.0,2,0.24,0,0.0,9,1.1,47036
47,37,699,70,10.01,6,0.86,3,0.43,0,0.0,8,1.14,47037
47,38,742,68,9.16,4,0.54,2,0.27,0,0.0,6,0.81,47038
47,39,727,71,9.77,6,0.83,1,0.14,3,0.41,3,0.41,47039
47,40,689,55,7.98,3,0.44,1,0.15,0,0.0,5,0.73,47040
47,41,794,69,8.69,5,0.63,2,0.25,1,0.13,2,0.25,47041
47,42,685,52,7.59,7,1.02,4,0.58,0,0.0,4,0.58,47042
47,43,675,91,13.48,7,1.04,1,0.15,2,0.3,9,1.33,47043
47,44,733,117,15.96,1,0.14,1,0.14,0,0.0,10,1.36,47044
47,45,652,46,7.06,4,0.61,0,0.0,3,0.46,4,0.61,47045
47,46,774,126,16.28,4,0.52,0,0.0,2,0.26,8,1.03,47046
47,47,897,95,10.59,5,0.56,2,0.22,3,0.33,7,0.78,47047
47,48,66,24,36.36,0,0.0,0,0.0,0,0.0,1,1.52,47048
48,1,671,42,6.26,6,0.89,1,0.15,1,0.15,7,1.04,48001
48,2,309,33,10.68,3,0.97,1,0.32,1,0.32,2,0.65,48002
48,3,794,91,11.46,6,0.76,3,0.38,0,0.0,5,0.63,48003
48,4,676,47,6.95,3,0.44,3,0.44,1,0.15,1,0.15,48004
48,5,385,42,10.91,3,0.78,1,0.26,0,0.0,1,0.26,48005
48,6,840,89,10.6,5,0.6,2,0.24,2,0.24,9,1.07,48006
48,7,700,38,5.43,3,0.43,0,0.0,0,0.0,2,0.29,48007
48,8,363,57,15.7,1,0.28,2,0.55,0,0.0,3,0.83,48008
48,9,485,113,23.3,2,0.41,1,0.21,1,0.21,3,0.62,48009
48,10,919,52,5.66,4,0.44,2,0.22,1,0.11,1,0.11,48010
48,11,554,28,5.05,5,0.9,2,0.36,1,0.18,3,0.54,48011
48,12,846,62,7.33,3,0.35,2,0.24,0,0.0,10,1.18,48012
48,13,894,141,15.77,3,0.34,0,0.0,3,0.34,4,0.45,48013
48,14,342,67,19.59,0,0.0,0,0.0,1,0.29,1,0.29,48014
48,15,448,68,15.18,4,0.89,0,0.0,1,0.22,2,0.45,48015
48,16,756,87,11.51,7,0.93,2,0.26,0,0.0,3,0.4,48016
48,17,612,68,11.11,12,1.96,0,0.0,0,0.0,5,0.82,48017
48,18,500,81,16.2,3,0.6,1,0.2,3,0.6,1,0.2,48018
48,19,465,35,7.53,2,0.43,2,0.43,1,0.22,4,0.86,48019
48,20,711,61,8.58,3,0.42,1,0.14,2,0.28,2,0.28,48020
48,21,933,118,12.65,6,0.64,3,0.32,0,0.0,12,1.29,48021
48,22,552,102,18.48,2,0.36,1,0.18,0,0.0,0,0.0,48022
48,23,658,88,13.37,3,0.46,1,0.15,3,0.46,8,1.22,48023
48,24,842,213,25.3,3,0.36,1,0.12,0,0.0,4,0.48,48024
48,25,549,34,6.19,7,1.28,1,0.18,0,0.0,4,0.73,48025
48,26,336,46,13.69,3,0.89,2,0.6,0,0.0,3,0.89,48026
48,27,662,55,8.31,9,1.36,2,0.3,1,0.15,6,0.91,48027
48,28,855,205,23.98,11,1.29,3,0.35,2,0.23,4,0.47,48028
48,29,315,36,11.43,0,0.0,0,0.0,2,0.63,0,0.0,48029
48,30,567,42,7.41,6,1.06,1,0.18,2,0.35,3,0.53,48030
48,31,980,106,10.82,13,1.33,3,0.31,0,0.0,8,0.82,48031
48,32,759,73,9.62,9,1.19,2,0.26,4,0.53,4,0.53,48032
48,33,372,55,14.78,2,0.54,0,0.0,0,0.0,0,0.0,48033
48,34,594,43,7.24,6,1.01,1,0.17,1,0.17,4,0.67,48034
48,35,469,90,19.19,3,0.64,2,0.43,3,0.64,1,0.21,48035
48,36,390,53,13.59,1,0.26,1,0.26,0,0.0,4,1.03,48036
48,37,721,47,6.52,5,0.69,2,0.28,1,0.14,3,0.42,48037
48,38,682,72,10.56,1,0.15,3,0.44,0,0.0,4,0.59,48038
48,39,535,82,15.33,0,0.0,1,0.19,0,0.0,5,0.93,48039
48,40,589,44,7.47,3,0.51,3,0.51,0,0.0,4,0.68,48040
48,41,876,70,7.99,6,0.68,4,0.46,1,0.11,6,0.68,48041
48,42,729,30,4.12,3,0.41,5,0.69,1,0.14,3,0.41,48042
48,43,789,77,9.76,6,0.76,0,0.0,2,0.25,4,0.51,48043
48,44,823,50,6.08,5,0.61,3,0.36,0,0.0,3,0.36,48044
48,45,489,28,5.73,2,0.41,3,0.61,0,0.0,3,0.61,48045
48,46,447,63,14.09,3,0.67,1,0.22,0,0.0,0,0.0,48046
49,1,449,27,6.01,4,0.89,2,0.45,1,0.22,2,0.45,49001
49,2,419,15,3.58,2,0.48,1,0.24,1,0.24,3,0.72,49002
49,3,829,66,7.96,6,0.72,1,0.12,0,0.0,3,0.36,49003
49,4,881,60,6.81,11,1.25,8,0.91,2,0.23,10,1.14,49004
49,5,638,50,7.84,6,0.94,3,0.47,1,0.16,1,0.16,49005
49,6,605,41,6.78,3,0.5,2,0.33,0,0.0,5,0.83,49006
49,7,574,64,11.15,3,0.52,3,0.52,0,0.0,4,0.7,49007
49,8,614,64,10.42,1,0.16,1,0.16,0,0.0,3,0.49,49008
49,9,708,56,7.91,5,0.71,1,0.14,4,0.56,6,0.85,49009
49,10,755,77,10.2,5,0.66,1,0.13,2,0.26,3,0.4,49010
49,11,865,47,5.43,9,1.04,5,0.58,1,0.12,5,0.58,49011
49,12,828,66,7.97,5,0.6,3,0.36,3,0.36,7,0.85,49012
49,13,799,75,9.39,8,1.0,2,0.25,1,0.13,4,0.5,49013
49,14,553,50,9.04,3,0.54,2,0.36,0,0.0,2,0.36,49014
49,15,522,42,8.05,4,0.77,1,0.19,1,0.19,2,0.38,49015
49,16,674,71,10.53,8,1.19,2,0.3,2,0.3,6,0.89,49016
49,17,599,106,17.7,6,1.0,0,0.0,2,0.33,2,0.33,49017
49,18,839,46,5.48,9,1.07,2,0.24,3,0.36,5,0.6,49018
49,19,654,44,6.73,4,0.61,1,0.15,1,0.15,7,1.07,49019
49,20,1011,74,7.32,9,0.89,3,0.3,1,0.1,2,0.2,49020
49,21,433,52,12.01,1,0.23,0,0.0,1,0.23,1,0.23,49021
49,22,733,76,10.37,8,1.09,3,0.41,4,0.55,8,1.09,49022
49,23,884,82,9.28,11,1.24,6,0.68,2,0.23,11,1.24,49023
49,24,566,35,6.18,7,1.24,4,0.71,1,0.18,2,0.35,49024
49,25,869,76,8.75,5,0.58,9,1.04,3,0.35,8,0.92,49025
49,26,818,99,12.1,7,0.86,3,0.37,0,0.0,1,0.12,49026
49,27,782,61,7.8,8,1.02,6,0.77,2,0.26,7,0.9,49027
49,28,959,68,7.09,6,0.63,7,0.73,4,0.42,6,0.63,49028
49,29,825,69,8.36,6,0.73,9,1.09,0,0.0,6,0.73,49029
49,30,747,80,10.71,8,1.07,3,0.4,1,0.13,6,0.8,49030
49,31,518,52,10.04,4,0.77,1,0.19,4,0.77,2,0.39,49031
49,32,657,53,8.07,4,0.61,6,0.91,1,0.15,1,0.15,49032
49,33,540,39,7.22,2,0.37,2,0.37,1,0.19,2,0.37,49033
50,1,603,304,50.41,3,0.5,1,0.17,0,0.0,6,1.0,50001
50,2,370,164,44.32,2,0.54,0,0.0,1,0.27,1,0.27,50002
50,3,534,250,46.82,0,0.0,0,0.0,1,0.19,3,0.56,50003
50,4,653,192,29.4,2,0.31,0,0.0,3,0.46,6,0.92,50004
50,5,458,268,58.52,2,0.44,2,0.44,0,0.0,2,0.44,50005
50,6,626,154,24.6,3,0.48,1,0.16,1,0.16,5,0.8,50006
50,7,622,68,10.93,3,0.48,0,0.0,2,0.32,6,0.96,50007
50,8,565,79,13.98,1,0.18,2,0.35,2,0.35,3,0.53,50008
50,9,490,142,28.98,2,0.41,1,0.2,2,0.41,5,1.02,50009
50,10,703,350,49.79,2,0.28,1,0.14,2,0.28,3,0.43,50010
50,11,460,331,71.96,2,0.43,0,0.0,0,0.0,1,0.22,50011
50,12,270,118,43.7,0,0.0,0,0.0,0,0.0,4,1.48,50012
50,13,678,112,16.52,6,0.88,2,0.29,0,0.0,3,0.44,50013
50,14,208,105,50.48,1,0.48,0,0.0,0,0.0,0,0.0,50014
50,15,646,110,17.03,2,0.31,0,0.0,0,0.0,2,0.31,50015
50,16,203,94,46.31,1,0.49,0,0.0,0,0.0,0,0.0,50016
50,17,670,264,39.4,0,0.0,0,0.0,0,0.0,2,0.3,50017
50,18,116,65,56.03,1,0.86,0,0.0,0,0.0,1,0.86,50018
50,19,459,88,19.17,6,1.31,1,0.22,1,0.22,2,0.44,50019
50,20,588,125,21.26,6,1.02,1,0.17,1,0.17,2,0.34,50020
50,21,523,134,25.62,2,0.38,0,0.0,0,0.0,2,0.38,50021
50,22,578,260,44.98,5,0.87,1,0.17,0,0.0,4,0.69,50022
50,23,452,180,39.82,1,0.22,1,0.22,1,0.22,3,0.66,50023
50,24,521,359,68.91,2,0.38,0,0.0,1,0.19,1,0.19,50024
50,25,641,378,58.97,0,0.0,0,0.0,0,0.0,1,0.16,50025
50,26,674,226,33.53,3,0.45,3,0.45,0,0.0,2,0.3,50026
50,27,216,96,44.44,1,0.46,0,0.0,0,0.0,0,0.0,50027
50,28,640,142,22.19,5,0.78,2,0.31,0,0.0,1,0.16,50028
50,29,606,125,20.63,2,0.33,1,0.17,1,0.17,2,0.33,50029
50,30,455,73,16.04,1,0.22,0,0.0,2,0.44,3,0.66,50030
50,31,763,110,14.42,5,0.66,0,0.0,1,0.13,5,0.66,50031
50,32,682,91,13.34,7,1.03,1,0.15,4,0.59,6,0.88,50032
50,33,471,279,59.24,0,0.0,0,0.0,0,0.0,6,1.27,50033
50,34,776,246,31.7,4,0.52,3,0.39,0,0.0,6,0.77,50034
50,35,709,104,14.67,6,0.85,2,0.28,0,0.0,4,0.56,50035
50,36,584,129,22.09,2,0.34,1,0.17,1,0.17,5,0.86,50036
50,37,587,90,15.33,5,0.85,0,0.0,0,0.0,1,0.17,50037
50,38,240,90,37.5,2,0.83,0,0.0,0,0.0,0,0.0,50038
50,39,427,201,47.07,3,0.7,0,0.0,2,0.47,2,0.47,50039
50,40,626,427,68.21,3,0.48,1,0.16,1,0.16,3,0.48,50040
