ward,precinct,total,John McCain & Sarah Palin,John McCain & Sarah Palin Percent,Cynthia McKinney & Rosa Clemente,Cynthia McKinney & Rosa Clemente Percent,Bob Barr & Wayne A. Root,Bob Barr & Wayne A. Root Percent,Charles O. Baldwin & Darrell L. Castle,Charles O. Baldwin & Darrell L. Castle Percent,Ralph Nader & Matt Gonzalez,Ralph Nader & Matt Gonzalez Percent,precinct_id
21,2,473,4,0.85,0,0.0,1,0.21,1,0.21,0,0.0,21002
21,3,369,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21003
21,4,486,1,0.21,0,0.0,1,0.21,0,0.0,0,0.0,21004
21,5,419,2,0.48,0,0.0,0,0.0,0,0.0,0,0.0,21005
21,6,411,4,0.97,0,0.0,1,0.24,0,0.0,0,0.0,21006
21,7,446,7,1.57,0,0.0,0,0.0,0,0.0,0,0.0,21007
21,8,509,3,0.59,1,0.2,0,0.0,0,0.0,0,0.0,21008
21,9,521,5,0.96,0,0.0,0,0.0,0,0.0,0,0.0,21009
21,10,353,6,1.7,1,0.28,0,0.0,0,0.0,0,0.0,21010
21,11,453,3,0.66,1,0.22,0,0.0,1,0.22,0,0.0,21011
21,12,460,2,0.43,0,0.0,0,0.0,1,0.22,1,0.22,21012
21,13,246,3,1.22,0,0.0,0,0.0,0,0.0,0,0.0,21013
21,14,464,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21014
21,15,417,0,0.0,2,0.48,0,0.0,2,0.48,0,0.0,21015
21,16,447,1,0.22,0,0.0,0,0.0,2,0.45,0,0.0,21016
21,17,434,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21017
21,18,378,2,0.53,1,0.26,0,0.0,0,0.0,1,0.26,21018
21,19,364,1,0.27,0,0.0,0,0.0,0,0.0,0,0.0,21019
21,20,242,3,1.24,0,0.0,0,0.0,0,0.0,0,0.0,21020
21,21,513,3,0.58,0,0.0,0,0.0,1,0.19,0,0.0,21021
21,22,393,2,0.51,0,0.0,0,0.0,0,0.0,0,0.0,21022
21,23,333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21023
21,24,450,1,0.22,0,0.0,0,0.0,0,0.0,0,0.0,21024
21,25,314,0,0.0,1,0.32,0,0.0,0,0.0,1,0.32,21025
21,26,309,0,0.0,0,0.0,0,0.0,1,0.32,0,0.0,21026
21,27,426,1,0.23,2,0.47,1,0.23,0,0.0,1,0.23,21027
21,28,358,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21028
21,29,265,2,0.75,1,0.38,0,0.0,0,0.0,0,0.0,21029
21,30,317,3,0.95,1,0.32,0,0.0,0,0.0,0,0.0,21030
21,31,560,3,0.54,1,0.18,0,0.0,0,0.0,0,0.0,21031
21,32,483,3,0.62,0,0.0,0,0.0,0,0.0,0,0.0,21032
21,33,442,2,0.45,0,0.0,0,0.0,0,0.0,0,0.0,21033
21,34,510,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,21034
21,35,298,5,1.68,1,0.34,0,0.0,0,0.0,0,0.0,21035
21,36,430,7,1.63,0,0.0,0,0.0,0,0.0,0,0.0,21036
21,37,509,3,0.59,1,0.2,0,0.0,0,0.0,0,0.0,21037
21,38,436,3,0.69,0,0.0,0,0.0,0,0.0,0,0.0,21038
21,39,397,3,0.76,1,0.25,0,0.0,0,0.0,0,0.0,21039
21,40,347,1,0.29,0,0.0,0,0.0,0,0.0,0,0.0,21040
21,41,381,4,1.05,0,0.0,0,0.0,0,0.0,0,0.0,21041
21,42,406,4,0.99,1,0.25,0,0.0,0,0.0,0,0.0,21042
21,43,423,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21043
21,44,435,4,0.92,0,0.0,0,0.0,0,0.0,0,0.0,21044
21,45,359,2,0.56,0,0.0,0,0.0,0,0.0,0,0.0,21045
21,46,367,2,0.54,0,0.0,0,0.0,0,0.0,0,0.0,21046
21,47,475,6,1.26,0,0.0,0,0.0,0,0.0,0,0.0,21047
21,48,589,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21048
21,49,512,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,21049
21,50,441,5,1.13,1,0.23,0,0.0,0,0.0,0,0.0,21050
21,51,460,6,1.3,0,0.0,0,0.0,0,0.0,0,0.0,21051
21,52,493,2,0.41,0,0.0,0,0.0,0,0.0,0,0.0,21052
21,53,429,2,0.47,0,0.0,0,0.0,0,0.0,0,0.0,21053
21,54,359,2,0.56,1,0.28,0,0.0,0,0.0,0,0.0,21054
21,55,493,1,0.2,0,0.0,0,0.0,1,0.2,2,0.41,21055
21,56,340,2,0.59,0,0.0,1,0.29,0,0.0,0,0.0,21056
21,57,427,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21057
21,58,348,0,0.0,1,0.29,0,0.0,0,0.0,0,0.0,21058
21,59,546,2,0.37,0,0.0,0,0.0,0,0.0,0,0.0,21059
21,60,436,7,1.61,0,0.0,0,0.0,0,0.0,0,0.0,21060
21,61,514,2,0.39,1,0.19,0,0.0,0,0.0,0,0.0,21061
21,62,428,3,0.7,0,0.0,0,0.0,0,0.0,2,0.47,21062
21,63,389,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21063
21,64,262,1,0.38,2,0.76,0,0.0,0,0.0,1,0.38,21064
21,65,504,6,1.19,1,0.2,0,0.0,0,0.0,0,0.0,21065
21,66,325,1,0.31,0,0.0,0,0.0,0,0.0,0,0.0,21066
21,67,457,0,0.0,1,0.22,1,0.22,0,0.0,0,0.0,21067
21,68,449,1,0.22,0,0.0,0,0.0,1,0.22,0,0.0,21068
21,69,366,4,1.09,1,0.27,0,0.0,0,0.0,0,0.0,21069
21,70,426,3,0.7,1,0.23,0,0.0,0,0.0,0,0.0,21070
21,71,348,2,0.57,0,0.0,0,0.0,0,0.0,0,0.0,21071
21,72,455,3,0.66,0,0.0,0,0.0,0,0.0,1,0.22,21072
21,73,590,3,0.51,0,0.0,1,0.17,0,0.0,0,0.0,21073
21,74,213,1,0.47,0,0.0,0,0.0,0,0.0,0,0.0,21074
22,1,248,18,7.26,0,0.0,0,0.0,0,0.0,4,1.61,22001
22,2,221,31,14.03,0,0.0,0,0.0,0,0.0,1,0.45,22002
22,3,331,35,10.57,3,0.91,0,0.0,1,0.3,1,0.3,22003
22,4,304,24,7.89,0,0.0,0,0.0,0,0.0,0,0.0,22004
22,5,344,30,8.72,0,0.0,0,0.0,0,0.0,2,0.58,22005
22,6,261,21,8.05,0,0.0,0,0.0,0,0.0,0,0.0,22006
22,7,376,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22007
22,8,263,25,9.51,0,0.0,0,0.0,0,0.0,0,0.0,22008
22,9,334,25,7.49,0,0.0,0,0.0,1,0.3,0,0.0,22009
22,10,302,20,6.62,2,0.66,0,0.0,0,0.0,0,0.0,22010
22,11,289,27,9.34,1,0.35,0,0.0,0,0.0,0,0.0,22011
22,12,243,30,12.35,2,0.82,0,0.0,0,0.0,0,0.0,22012
22,13,360,36,10.0,1,0.28,1,0.28,0,0.0,1,0.28,22013
22,14,255,23,9.02,0,0.0,0,0.0,1,0.39,0,0.0,22014
22,15,279,27,9.68,1,0.36,0,0.0,0,0.0,1,0.36,22015
22,16,338,31,9.17,0,0.0,0,0.0,0,0.0,2,0.59,22016
22,17,301,31,10.3,3,1.0,0,0.0,0,0.0,1,0.33,22017
22,18,339,23,6.78,0,0.0,1,0.29,0,0.0,1,0.29,22018
22,19,311,3,0.96,0,0.0,0,0.0,0,0.0,0,0.0,22019
22,20,348,38,10.92,2,0.57,0,0.0,0,0.0,4,1.15,22020
22,21,399,3,0.75,0,0.0,0,0.0,0,0.0,0,0.0,22021
22,22,287,19,6.62,1,0.35,1,0.35,0,0.0,2,0.7,22022
22,23,339,34,10.03,1,0.29,0,0.0,0,0.0,1,0.29,22023
22,24,236,13,5.51,0,0.0,0,0.0,0,0.0,1,0.42,22024
22,25,232,19,8.19,0,0.0,0,0.0,0,0.0,0,0.0,22025
22,26,229,28,12.23,4,1.75,0,0.0,1,0.44,2,0.87,22026
22,27,393,34,8.65,0,0.0,0,0.0,0,0.0,2,0.51,22027
22,28,213,19,8.92,2,0.94,0,0.0,0,0.0,1,0.47,22028
22,29,224,20,8.93,1,0.45,0,0.0,0,0.0,1,0.45,22029
23,1,377,185,49.07,3,0.8,1,0.27,0,0.0,6,1.59,23001
23,2,440,163,37.05,3,0.68,0,0.0,0,0.0,1,0.23,23002
23,3,389,196,50.39,1,0.26,0,0.0,1,0.26,3,0.77,23003
23,4,395,166,42.03,2,0.51,0,0.0,0,0.0,0,0.0,23004
23,5,339,66,19.47,2,0.59,1,0.29,0,0.0,1,0.29,23005
23,6,420,116,27.62,2,0.48,3,0.71,1,0.24,2,0.48,23006
23,7,236,0,0.0,0,0.0,1,0.42,0,0.0,0,0.0,23007
23,8,431,148,34.34,0,0.0,0,0.0,0,0.0,4,0.93,23008
23,9,431,83,19.26,1,0.23,1,0.23,1,0.23,0,0.0,23009
23,10,434,83,19.12,1,0.23,1,0.23,0,0.0,2,0.46,23010
23,11,456,206,45.18,1,0.22,0,0.0,1,0.22,1,0.22,23011
23,12,393,183,46.56,0,0.0,3,0.76,0,0.0,3,0.76,23012
23,13,462,202,43.72,0,0.0,0,0.0,0,0.0,4,0.87,23013
23,14,266,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23014
23,15,416,190,45.67,0,0.0,0,0.0,1,0.24,3,0.72,23015
23,16,410,169,41.22,2,0.49,1,0.24,0,0.0,3,0.73,23016
23,17,467,203,43.47,1,0.21,1,0.21,1,0.21,7,1.5,23017
23,18,336,145,43.15,1,0.3,1,0.3,0,0.0,7,2.08,23018
23,19,365,133,36.44,2,0.55,1,0.27,1,0.27,2,0.55,23019
23,20,342,140,40.94,0,0.0,1,0.29,0,0.0,0,0.0,23020
23,21,392,3,0.77,1,0.26,0,0.0,0,0.0,0,0.0,23021
23,22,418,157,37.56,1,0.24,3,0.72,0,0.0,3,0.72,23022
23,23,397,174,43.83,1,0.25,4,1.01,0,0.0,2,0.5,23023
23,24,318,50,15.72,2,0.63,0,0.0,0,0.0,2,0.63,23024
23,25,351,75,21.37,1,0.28,0,0.0,1,0.28,4,1.14,23025
23,26,397,204,51.39,1,0.25,1,0.25,0,0.0,3,0.76,23026
23,27,347,124,35.73,0,0.0,0,0.0,2,0.58,1,0.29,23027
23,28,396,179,45.2,1,0.25,1,0.25,1,0.25,5,1.26,23028
23,29,361,62,17.17,2,0.55,0,0.0,0,0.0,2,0.55,23029
23,30,355,152,42.82,0,0.0,0,0.0,0,0.0,6,1.69,23030
23,31,428,76,17.76,0,0.0,0,0.0,0,0.0,2,0.47,23031
23,32,450,108,24.0,1,0.22,0,0.0,0,0.0,5,1.11,23032
23,33,427,120,28.1,0,0.0,1,0.23,0,0.0,1,0.23,23033
23,34,355,120,33.8,1,0.28,1,0.28,0,0.0,1,0.28,23034
23,35,304,1,0.33,1,0.33,0,0.0,1,0.33,0,0.0,23035
23,36,503,231,45.92,2,0.4,1,0.2,1,0.2,4,0.8,23036
23,37,312,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23037
23,38,343,125,36.44,0,0.0,2,0.58,1,0.29,1,0.29,23038
23,39,375,157,41.87,0,0.0,1,0.27,0,0.0,2,0.53,23039
23,40,434,209,48.16,5,1.15,0,0.0,2,0.46,2,0.46,23040
23,41,441,112,25.4,1,0.23,1,0.23,0,0.0,2,0.45,23041
23,42,321,122,38.01,1,0.31,0,0.0,0,0.0,3,0.93,23042
23,43,476,212,44.54,1,0.21,0,0.0,0,0.0,2,0.42,23043
23,44,378,129,34.13,2,0.53,0,0.0,0,0.0,0,0.0,23044
23,45,489,178,36.4,1,0.2,0,0.0,0,0.0,2,0.41,23045
23,46,405,171,42.22,1,0.25,2,0.49,0,0.0,1,0.25,23046
23,47,439,214,48.75,0,0.0,0,0.0,2,0.46,7,1.59,23047
23,48,390,130,33.33,0,0.0,0,0.0,1,0.26,0,0.0,23048
23,49,454,207,45.59,2,0.44,0,0.0,2,0.44,2,0.44,23049
23,50,293,77,26.28,1,0.34,1,0.34,1,0.34,0,0.0,23050
23,51,328,84,25.61,1,0.3,0,0.0,0,0.0,5,1.52,23051
23,52,458,202,44.1,1,0.22,3,0.66,0,0.0,2,0.44,23052
23,53,260,65,25.0,0,0.0,1,0.38,1,0.38,1,0.38,23053
23,54,467,202,43.25,0,0.0,1,0.21,2,0.43,6,1.28,23054
23,55,393,156,39.69,1,0.25,2,0.51,0,0.0,8,2.04,23055
23,56,367,165,44.96,0,0.0,0,0.0,0,0.0,4,1.09,23056
24,1,507,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,24001
24,2,362,0,0.0,0,0.0,0,0.0,0,0.0,1,0.28,24002
24,3,391,2,0.51,0,0.0,0,0.0,0,0.0,0,0.0,24003
24,4,392,0,0.0,0,0.0,0,0.0,1,0.26,0,0.0,24004
24,5,355,2,0.56,0,0.0,0,0.0,0,0.0,0,0.0,24005
24,6,466,2,0.43,0,0.0,0,0.0,0,0.0,0,0.0,24006
24,7,389,2,0.51,0,0.0,1,0.26,0,0.0,0,0.0,24007
24,8,363,1,0.28,0,0.0,0,0.0,0,0.0,0,0.0,24008
24,9,398,2,0.5,0,0.0,0,0.0,0,0.0,0,0.0,24009
24,10,319,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24010
24,11,282,1,0.35,0,0.0,0,0.0,0,0.0,0,0.0,24011
24,12,425,0,0.0,1,0.24,0,0.0,0,0.0,0,0.0,24012
24,13,375,2,0.53,0,0.0,0,0.0,0,0.0,0,0.0,24013
24,14,579,5,0.86,1,0.17,1,0.17,0,0.0,0,0.0,24014
24,15,337,1,0.3,1,0.3,0,0.0,0,0.0,0,0.0,24015
24,16,284,1,0.35,1,0.35,0,0.0,0,0.0,1,0.35,24016
24,17,361,2,0.55,1,0.28,0,0.0,1,0.28,0,0.0,24017
24,18,287,0,0.0,0,0.0,0,0.0,0,0.0,1,0.35,24018
24,19,287,2,0.7,0,0.0,0,0.0,0,0.0,0,0.0,24019
24,20,322,2,0.62,0,0.0,0,0.0,0,0.0,0,0.0,24020
24,21,272,2,0.74,0,0.0,0,0.0,0,0.0,0,0.0,24021
24,22,426,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24022
24,23,332,3,0.9,0,0.0,0,0.0,0,0.0,0,0.0,24023
24,24,264,1,0.38,0,0.0,0,0.0,0,0.0,0,0.0,24024
24,25,461,0,0.0,2,0.43,0,0.0,0,0.0,1,0.22,24025
24,26,474,3,0.63,0,0.0,0,0.0,1,0.21,1,0.21,24026
24,27,217,7,3.23,1,0.46,0,0.0,1,0.46,5,2.3,24027
24,28,479,4,0.84,0,0.0,0,0.0,0,0.0,0,0.0,24028
24,29,451,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24029
24,30,376,1,0.27,0,0.0,0,0.0,0,0.0,0,0.0,24030
24,31,384,2,0.52,0,0.0,0,0.0,1,0.26,0,0.0,24031
24,32,352,2,0.57,0,0.0,0,0.0,1,0.28,0,0.0,24032
24,33,288,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24033
24,34,399,0,0.0,0,0.0,0,0.0,1,0.25,0,0.0,24034
24,35,551,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24035
24,36,335,2,0.6,0,0.0,0,0.0,0,0.0,0,0.0,24036
24,37,370,3,0.81,1,0.27,0,0.0,2,0.54,0,0.0,24037
24,38,401,2,0.5,0,0.0,0,0.0,0,0.0,1,0.25,24038
24,39,393,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24039
24,40,444,4,0.9,0,0.0,0,0.0,0,0.0,0,0.0,24040
24,41,355,3,0.85,0,0.0,0,0.0,0,0.0,0,0.0,24041
24,42,301,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24042
24,43,531,3,0.56,1,0.19,0,0.0,0,0.0,0,0.0,24043
24,44,451,16,3.55,1,0.22,0,0.0,0,0.0,1,0.22,24044
24,45,341,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24045
24,46,433,1,0.23,0,0.0,0,0.0,0,0.0,0,0.0,24046
24,47,347,0,0.0,1,0.29,0,0.0,0,0.0,0,0.0,24047
24,48,196,0,0.0,1,0.51,0,0.0,0,0.0,0,0.0,24048
24,49,574,5,0.87,0,0.0,0,0.0,0,0.0,0,0.0,24049
24,50,580,2,0.34,1,0.17,0,0.0,0,0.0,0,0.0,24050
24,51,535,4,0.75,1,0.19,1,0.19,0,0.0,0,0.0,24051
24,52,336,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24052
24,53,375,26,6.93,1,0.27,1,0.27,0,0.0,2,0.53,24053
24,54,397,4,1.01,0,0.0,0,0.0,0,0.0,0,0.0,24054
24,55,404,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24055
24,56,459,2,0.44,0,0.0,0,0.0,0,0.0,0,0.0,24056
25,1,394,61,15.48,2,0.51,1,0.25,0,0.0,0,0.0,25001
25,2,571,47,8.23,2,0.35,1,0.18,2,0.35,2,0.35,25002
25,3,539,71,13.17,0,0.0,1,0.19,0,0.0,2,0.37,25003
25,4,550,102,18.55,1,0.18,1,0.18,0,0.0,5,0.91,25004
25,5,410,91,22.2,2,0.49,1,0.24,0,0.0,5,1.22,25005
25,6,361,31,8.59,2,0.55,1,0.28,1,0.28,7,1.94,25006
25,7,413,49,11.86,3,0.73,2,0.48,0,0.0,5,1.21,25007
25,8,444,46,10.36,3,0.68,0,0.0,0,0.0,4,0.9,25008
25,9,602,74,12.29,1,0.17,2,0.33,1,0.17,2,0.33,25009
25,10,268,19,7.09,2,0.75,1,0.37,0,0.0,4,1.49,25010
25,11,519,55,10.6,5,0.96,2,0.39,0,0.0,4,0.77,25011
25,12,485,50,10.31,6,1.24,4,0.82,0,0.0,4,0.82,25012
25,13,489,47,9.61,2,0.41,1,0.2,0,0.0,4,0.82,25013
25,14,388,116,29.9,0,0.0,0,0.0,0,0.0,3,0.77,25014
25,15,404,64,15.84,3,0.74,0,0.0,0,0.0,2,0.5,25015
25,16,302,65,21.52,1,0.33,1,0.33,0,0.0,0,0.0,25016
25,17,690,53,7.68,9,1.3,1,0.14,0,0.0,6,0.87,25017
25,18,678,104,15.34,2,0.29,2,0.29,0,0.0,2,0.29,25018
25,19,532,53,9.96,5,0.94,0,0.0,0,0.0,2,0.38,25019
25,20,475,46,9.68,1,0.21,0,0.0,0,0.0,4,0.84,25020
25,21,351,80,22.79,2,0.57,1,0.28,0,0.0,4,1.14,25021
25,22,262,31,11.83,1,0.38,1,0.38,0,0.0,3,1.15,25022
25,23,515,33,6.41,2,0.39,3,0.58,0,0.0,3,0.58,25023
25,24,618,48,7.77,4,0.65,4,0.65,0,0.0,2,0.32,25024
25,25,458,119,25.98,1,0.22,1,0.22,0,0.0,2,0.44,25025
25,26,405,100,24.69,2,0.49,2,0.49,0,0.0,2,0.49,25026
25,27,391,109,27.88,2,0.51,2,0.51,1,0.26,7,1.79,25027
25,28,503,119,23.66,0,0.0,0,0.0,0,0.0,5,0.99,25028
25,29,1078,201,18.65,2,0.19,5,0.46,0,0.0,9,0.83,25029
25,30,475,37,7.79,7,1.47,0,0.0,0,0.0,4,0.84,25030
25,31,320,37,11.56,1,0.31,0,0.0,0,0.0,1,0.31,25031
26,1,272,32,11.76,1,0.37,0,0.0,0,0.0,4,1.47,26001
26,2,325,21,6.46,3,0.92,1,0.31,0,0.0,4,1.23,26002
26,3,297,26,8.75,2,0.67,0,0.0,0,0.0,0,0.0,26003
26,4,225,18,8.0,2,0.89,0,0.0,0,0.0,4,1.78,26004
26,5,351,20,5.7,0,0.0,0,0.0,0,0.0,1,0.28,26005
26,6,205,17,8.29,0,0.0,1,0.49,0,0.0,0,0.0,26006
26,7,256,44,17.19,1,0.39,2,0.78,0,0.0,3,1.17,26007
26,8,247,20,8.1,1,0.4,1,0.4,0,0.0,2,0.81,26008
26,9,223,21,9.42,0,0.0,1,0.45,0,0.0,2,0.9,26009
26,10,212,22,10.38,1,0.47,0,0.0,0,0.0,0,0.0,26010
26,11,246,36,14.63,1,0.41,0,0.0,1,0.41,1,0.41,26011
26,12,229,19,8.3,0,0.0,0,0.0,0,0.0,1,0.44,26012
26,13,250,45,18.0,0,0.0,0,0.0,0,0.0,2,0.8,26013
26,14,242,26,10.74,0,0.0,0,0.0,0,0.0,2,0.83,26014
26,15,280,26,9.29,0,0.0,0,0.0,0,0.0,1,0.36,26015
26,16,199,10,5.03,2,1.01,2,1.01,0,0.0,0,0.0,26016
26,17,202,64,31.68,0,0.0,2,0.99,0,0.0,1,0.5,26017
26,18,202,21,10.4,1,0.5,0,0.0,1,0.5,1,0.5,26018
26,19,477,47,9.85,9,1.89,1,0.21,1,0.21,0,0.0,26019
26,20,428,35,8.18,6,1.4,0,0.0,0,0.0,5,1.17,26020
26,21,376,22,5.85,1,0.27,0,0.0,0,0.0,2,0.53,26021
26,22,257,22,8.56,1,0.39,1,0.39,0,0.0,1,0.39,26022
26,23,240,25,10.42,3,1.25,0,0.0,0,0.0,1,0.42,26023
26,24,282,34,12.06,3,1.06,1,0.35,0,0.0,0,0.0,26024
26,25,122,6,4.92,0,0.0,0,0.0,0,0.0,1,0.82,26025
26,26,227,22,9.69,2,0.88,0,0.0,0,0.0,0,0.0,26026
26,27,277,22,7.94,1,0.36,1,0.36,0,0.0,3,1.08,26027
26,28,274,22,8.03,0,0.0,0,0.0,0,0.0,1,0.36,26028
26,29,318,23,7.23,1,0.31,1,0.31,0,0.0,0,0.0,26029
26,30,305,27,8.85,1,0.33,4,1.31,1,0.33,2,0.66,26030
26,31,263,31,11.79,5,1.9,0,0.0,0,0.0,1,0.38,26031
26,32,376,65,17.29,1,0.27,1,0.27,1,0.27,2,0.53,26032
26,33,155,47,30.32,0,0.0,1,0.65,0,0.0,0,0.0,26033
26,34,320,26,8.13,1,0.31,0,0.0,0,0.0,0,0.0,26034
26,35,351,67,19.09,0,0.0,1,0.28,0,0.0,1,0.28,26035
26,36,259,22,8.49,0,0.0,0,0.0,1,0.39,1,0.39,26036
26,37,187,24,12.83,1,0.53,1,0.53,0,0.0,0,0.0,26037
26,38,291,15,5.15,2,0.69,2,0.69,2,0.69,0,0.0,26038
26,39,284,13,4.58,5,1.76,0,0.0,0,0.0,1,0.35,26039
26,40,187,18,9.63,2,1.07,0,0.0,0,0.0,1,0.53,26040
26,41,247,14,5.67,2,0.81,1,0.4,2,0.81,1,0.4,26041
26,42,290,19,6.55,1,0.34,1,0.34,0,0.0,0,0.0,26042
26,43,229,26,11.35,0,0.0,0,0.0,0,0.0,0,0.0,26043
26,44,176,9,5.11,0,0.0,0,0.0,0,0.0,1,0.57,26044
26,45,353,25,7.08,2,0.57,2,0.57,1,0.28,1,0.28,26045
26,46,424,88,20.75,0,0.0,0,0.0,0,0.0,2,0.47,26046
26,47,190,16,8.42,0,0.0,1,0.53,0,0.0,0,0.0,26047
26,48,348,21,6.03,4,1.15,0,0.0,0,0.0,4,1.15,26048
26,49,227,16,7.05,0,0.0,0,0.0,0,0.0,1,0.44,26049
26,50,225,27,12.0,1,0.44,1,0.44,0,0.0,0,0.0,26050
26,51,293,26,8.87,0,0.0,1,0.34,0,0.0,2,0.68,26051
26,52,150,3,2.0,3,2.0,0,0.0,0,0.0,0,0.0,26052
26,53,269,38,14.13,0,0.0,2,0.74,0,0.0,0,0.0,26053
26,54,244,21,8.61,0,0.0,0,0.0,0,0.0,1,0.41,26054
26,55,181,14,7.73,3,1.66,0,0.0,0,0.0,2,1.1,26055
26,56,302,16,5.3,1,0.33,2,0.66,1,0.33,1,0.33,26056
26,57,237,21,8.86,1,0.42,0,0.0,0,0.0,0,0.0,26057
26,58,228,8,3.51,0,0.0,0,0.0,0,0.0,0,0.0,26058
26,59,286,15,5.24,2,0.7,4,1.4,0,0.0,2,0.7,26059
26,60,281,26,9.25,1,0.36,1,0.36,0,0.0,2,0.71,26060
26,61,188,9,4.79,3,1.6,1,0.53,0,0.0,3,1.6,26061
26,62,297,30,10.1,3,1.01,0,0.0,0,0.0,2,0.67,26062
26,63,125,10,8.0,0,0.0,0,0.0,0,0.0,1,0.8,26063
27,1,845,194,22.96,0,0.0,5,0.59,2,0.24,4,0.47,27001
27,2,356,4,1.12,0,0.0,0,0.0,0,0.0,1,0.28,27002
27,3,382,6,1.57,0,0.0,0,0.0,0,0.0,0,0.0,27003
27,4,336,17,5.06,0,0.0,0,0.0,1,0.3,0,0.0,27004
27,5,238,66,27.73,0,0.0,1,0.42,0,0.0,0,0.0,27005
27,6,253,1,0.4,0,0.0,0,0.0,0,0.0,0,0.0,27006
27,7,530,100,18.87,1,0.19,2,0.38,1,0.19,2,0.38,27007
27,8,394,0,0.0,0,0.0,1,0.25,0,0.0,0,0.0,27008
27,9,450,29,6.44,0,0.0,1,0.22,0,0.0,4,0.89,27009
27,10,542,23,4.24,1,0.18,1,0.18,0,0.0,1,0.18,27010
27,11,566,125,22.08,1,0.18,2,0.35,0,0.0,2,0.35,27011
27,12,652,146,22.39,0,0.0,2,0.31,0,0.0,1,0.15,27012
27,13,409,54,13.2,5,1.22,1,0.24,0,0.0,2,0.49,27013
27,14,585,8,1.37,0,0.0,0,0.0,0,0.0,1,0.17,27014
27,15,264,12,4.55,0,0.0,1,0.38,0,0.0,0,0.0,27015
27,16,231,68,29.44,0,0.0,0,0.0,0,0.0,1,0.43,27016
27,17,584,127,21.75,0,0.0,4,0.68,0,0.0,5,0.86,27017
27,18,450,99,22.0,2,0.44,1,0.22,1,0.22,0,0.0,27018
27,19,417,6,1.44,2,0.48,0,0.0,0,0.0,1,0.24,27019
27,20,645,1,0.16,0,0.0,0,0.0,0,0.0,0,0.0,27020
27,21,320,12,3.75,0,0.0,0,0.0,0,0.0,0,0.0,27021
27,22,410,1,0.24,0,0.0,0,0.0,0,0.0,0,0.0,27022
27,23,81,1,1.23,0,0.0,0,0.0,0,0.0,0,0.0,27023
27,24,367,8,2.18,0,0.0,0,0.0,0,0.0,0,0.0,27024
27,25,269,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,27025
27,26,298,5,1.68,2,0.67,0,0.0,0,0.0,0,0.0,27026
27,27,425,18,4.24,0,0.0,0,0.0,0,0.0,1,0.24,27027
27,28,486,100,20.58,0,0.0,0,0.0,1,0.21,2,0.41,27028
27,29,323,5,1.55,0,0.0,0,0.0,0,0.0,0,0.0,27029
27,30,233,8,3.43,0,0.0,0,0.0,0,0.0,0,0.0,27030
27,31,318,1,0.31,0,0.0,0,0.0,0,0.0,0,0.0,27031
27,32,366,43,11.75,1,0.27,0,0.0,1,0.27,6,1.64,27032
27,33,361,19,5.26,0,0.0,1,0.28,1,0.28,0,0.0,27033
27,34,356,1,0.28,0,0.0,0,0.0,0,0.0,0,0.0,27034
27,35,437,55,12.59,1,0.23,2,0.46,0,0.0,2,0.46,27035
27,36,332,10,3.01,0,0.0,1,0.3,0,0.0,1,0.3,27036
27,37,418,27,6.46,1,0.24,0,0.0,0,0.0,1,0.24,27037
27,38,383,38,9.92,1,0.26,1,0.26,0,0.0,1,0.26,27038
27,39,301,17,5.65,0,0.0,0,0.0,0,0.0,0,0.0,27039
27,40,352,3,0.85,0,0.0,0,0.0,0,0.0,0,0.0,27040
27,41,541,92,17.01,4,0.74,5,0.92,1,0.18,6,1.11,27041
27,42,391,107,27.37,1,0.26,3,0.77,1,0.26,2,0.51,27042
27,43,219,3,1.37,0,0.0,0,0.0,1,0.46,0,0.0,27043
27,44,348,3,0.86,1,0.29,0,0.0,0,0.0,0,0.0,27044
27,45,313,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,27045
