ward,precinct,total,JERRY JOYCE,JERRY JOYCE Percent,PAUL VALLAS,PAUL VALLAS Percent,WILLIE L. WILSON,WILLIE L. WILSON Percent,TONI PRECKWINKLE,TONI PRECKWINKLE Percent,WILLIAM M. DALEY,WILLIAM M. DALEY Percent,GARRY MCCARTHY,GARRY MCCARTHY Percent,GERY CHICO,GERY CHICO Percent,precinct_id
7,9,305,9,2.95,7,2.3,108,35.41,118,38.69,42,13.77,4,1.31,17,5.57,07009
7,10,177,9,5.08,8,4.52,67,37.85,58,32.77,24,13.56,2,1.13,9,5.08,07010
7,11,155,6,3.87,2,1.29,71,45.81,55,35.48,15,9.68,1,0.65,5,3.23,07011
7,12,171,5,2.92,5,2.92,78,45.61,54,31.58,25,14.62,0,0.0,4,2.34,07012
7,13,119,2,1.68,6,5.04,41,34.45,47,39.5,18,15.13,1,0.84,4,3.36,07013
7,14,158,6,3.8,6,3.8,58,36.71,56,35.44,26,16.46,2,1.27,4,2.53,07014
7,15,150,4,2.67,4,2.67,58,38.67,57,38.0,15,10.0,3,2.0,9,6.0,07015
7,16,114,1,0.88,4,3.51,52,45.61,39,34.21,9,7.89,4,3.51,5,4.39,07016
7,17,105,0,0.0,4,3.81,45,42.86,38,36.19,17,16.19,0,0.0,1,0.95,07017
7,18,135,8,5.93,4,2.96,51,37.78,51,37.78,14,10.37,3,2.22,4,2.96,07018
7,19,149,6,4.03,3,2.01,52,34.9,46,30.87,34,22.82,2,1.34,6,4.03,07019
7,20,103,3,2.91,2,1.94,45,43.69,34,33.01,11,10.68,1,0.97,7,6.8,07020
7,21,122,1,0.82,6,4.92,47,38.52,42,34.43,14,11.48,3,2.46,9,7.38,07021
7,22,131,1,0.76,10,7.63,48,36.64,37,28.24,21,16.03,2,1.53,12,9.16,07022
7,23,182,3,1.65,11,6.04,63,34.62,84,46.15,12,6.59,2,1.1,7,3.85,07023
7,24,138,6,4.35,4,2.9,52,37.68,50,36.23,19,13.77,0,0.0,7,5.07,07024
7,25,99,3,3.03,4,4.04,40,40.4,26,26.26,14,14.14,6,6.06,6,6.06,07025
7,26,129,2,1.55,8,6.2,39,30.23,50,38.76,20,15.5,1,0.78,9,6.98,07026
7,27,112,5,4.46,4,3.57,44,39.29,39,34.82,13,11.61,3,2.68,4,3.57,07027
7,28,117,8,6.84,7,5.98,38,32.48,42,35.9,17,14.53,1,0.85,4,3.42,07028
7,29,138,3,2.17,7,5.07,62,44.93,54,39.13,9,6.52,0,0.0,3,2.17,07029
7,30,106,5,4.72,5,4.72,51,48.11,25,23.58,9,8.49,0,0.0,11,10.38,07030
7,31,91,3,3.3,3,3.3,31,34.07,24,26.37,18,19.78,2,2.2,10,10.99,07031
7,32,252,4,1.59,10,3.97,79,31.35,102,40.48,43,17.06,2,0.79,12,4.76,07032
7,33,247,7,2.83,7,2.83,77,31.17,96,38.87,41,16.6,3,1.21,16,6.48,07033
7,34,223,7,3.14,8,3.59,72,32.29,86,38.57,30,13.45,5,2.24,15,6.73,07034
7,35,162,3,1.85,7,4.32,59,36.42,59,36.42,18,11.11,2,1.23,14,8.64,07035
7,36,208,5,2.4,8,3.85,64,30.77,89,42.79,27,12.98,1,0.48,14,6.73,07036
7,37,190,3,1.58,8,4.21,58,30.53,68,35.79,40,21.05,1,0.53,12,6.32,07037
7,38,155,1,0.65,1,0.65,69,44.52,53,34.19,20,12.9,4,2.58,7,4.52,07038
7,39,168,3,1.79,6,3.57,79,47.02,54,32.14,17,10.12,2,1.19,7,4.17,07039
7,40,159,5,3.14,4,2.52,63,39.62,59,37.11,20,12.58,1,0.63,7,4.4,07040
7,41,166,7,4.22,8,4.82,83,50.0,42,25.3,18,10.84,1,0.6,7,4.22,07041
7,42,140,3,2.14,6,4.29,62,44.29,47,33.57,12,8.57,4,2.86,6,4.29,07042
7,43,156,5,3.21,5,3.21,79,50.64,43,27.56,19,12.18,0,0.0,5,3.21,07043
7,44,121,2,1.65,4,3.31,51,42.15,39,32.23,18,14.88,3,2.48,4,3.31,07044
7,45,136,1,0.74,3,2.21,69,50.74,37,27.21,18,13.24,1,0.74,7,5.15,07045
7,46,112,5,4.46,1,0.89,43,38.39,42,37.5,12,10.71,0,0.0,9,8.04,07046
8,1,157,4,2.55,8,5.1,59,37.58,54,34.39,24,15.29,4,2.55,4,2.55,08001
8,2,160,0,0.0,3,1.88,65,40.63,53,33.13,31,19.38,2,1.25,6,3.75,08002
8,3,250,13,5.2,8,3.2,69,27.6,105,42.0,42,16.8,2,0.8,11,4.4,08003
8,4,211,9,4.27,10,4.74,57,27.01,88,41.71,33,15.64,3,1.42,11,5.21,08004
8,5,204,6,2.94,11,5.39,63,30.88,90,44.12,21,10.29,0,0.0,13,6.37,08005
8,6,184,3,1.63,5,2.72,56,30.43,80,43.48,32,17.39,1,0.54,7,3.8,08006
8,7,205,5,2.44,6,2.93,74,36.1,83,40.49,25,12.2,4,1.95,8,3.9,08007
8,8,214,13,6.07,16,7.48,63,29.44,84,39.25,32,14.95,1,0.47,5,2.34,08008
8,9,106,5,4.72,7,6.6,40,37.74,32,30.19,17,16.04,1,0.94,4,3.77,08009
8,10,245,2,0.82,15,6.12,71,28.98,117,47.76,27,11.02,1,0.41,12,4.9,08010
8,11,165,7,4.24,1,0.61,54,32.73,81,49.09,17,10.3,1,0.61,4,2.42,08011
8,12,173,2,1.16,2,1.16,64,36.99,74,42.77,19,10.98,1,0.58,11,6.36,08012
8,13,192,3,1.56,4,2.08,71,36.98,83,43.23,23,11.98,0,0.0,8,4.17,08013
8,14,98,3,3.06,1,1.02,39,39.8,44,44.9,8,8.16,1,1.02,2,2.04,08014
8,15,158,4,2.53,4,2.53,61,38.61,55,34.81,22,13.92,1,0.63,11,6.96,08015
8,16,45,2,4.44,3,6.67,17,37.78,15,33.33,6,13.33,1,2.22,1,2.22,08016
8,17,187,6,3.21,3,1.6,49,26.2,90,48.13,27,14.44,2,1.07,10,5.35,08017
8,18,124,7,5.65,2,1.61,58,46.77,40,32.26,12,9.68,2,1.61,3,2.42,08018
8,19,229,6,2.62,13,5.68,74,32.31,94,41.05,33,14.41,1,0.44,8,3.49,08019
8,20,230,12,5.22,9,3.91,88,38.26,86,37.39,28,12.17,2,0.87,5,2.17,08020
8,21,231,8,3.46,3,1.3,95,41.13,82,35.5,34,14.72,2,0.87,7,3.03,08021
8,22,170,6,3.53,5,2.94,75,44.12,48,28.24,30,17.65,1,0.59,5,2.94,08022
8,23,145,6,4.14,4,2.76,43,29.66,63,43.45,25,17.24,0,0.0,4,2.76,08023
8,24,109,8,7.34,6,5.5,48,44.04,33,30.28,10,9.17,0,0.0,4,3.67,08024
8,25,172,3,1.74,3,1.74,87,50.58,59,34.3,14,8.14,1,0.58,5,2.91,08025
8,26,153,3,1.96,1,0.65,70,45.75,61,39.87,15,9.8,0,0.0,3,1.96,08026
8,27,219,6,2.74,5,2.28,77,35.16,77,35.16,44,20.09,3,1.37,7,3.2,08027
8,28,175,3,1.71,5,2.86,67,38.29,74,42.29,18,10.29,1,0.57,7,4.0,08028
8,29,201,2,1.0,9,4.48,88,43.78,72,35.82,16,7.96,0,0.0,14,6.97,08029
8,30,173,2,1.16,8,4.62,64,36.99,75,43.35,18,10.4,2,1.16,4,2.31,08030
8,31,125,2,1.6,7,5.6,44,35.2,52,41.6,14,11.2,2,1.6,4,3.2,08031
8,32,130,6,4.62,7,5.38,46,35.38,50,38.46,16,12.31,2,1.54,3,2.31,08032
8,33,186,5,2.69,5,2.69,86,46.24,60,32.26,29,15.59,1,0.54,0,0.0,08033
8,34,173,9,5.2,8,4.62,65,37.57,59,34.1,24,13.87,3,1.73,5,2.89,08034
8,35,208,5,2.4,4,1.92,83,39.9,66,31.73,38,18.27,2,0.96,10,4.81,08035
8,36,185,6,3.24,3,1.62,64,34.59,86,46.49,22,11.89,0,0.0,4,2.16,08036
8,37,154,5,3.25,8,5.19,50,32.47,63,40.91,19,12.34,0,0.0,9,5.84,08037
8,38,125,2,1.6,3,2.4,48,38.4,39,31.2,29,23.2,2,1.6,2,1.6,08038
8,39,175,7,4.0,5,2.86,55,31.43,74,42.29,21,12.0,1,0.57,12,6.86,08039
8,40,132,4,3.03,5,3.79,48,36.36,53,40.15,16,12.12,0,0.0,6,4.55,08040
8,41,175,10,5.71,4,2.29,74,42.29,56,32.0,25,14.29,1,0.57,5,2.86,08041
8,42,223,4,1.79,10,4.48,74,33.18,102,45.74,24,10.76,1,0.45,8,3.59,08042
8,43,101,4,3.96,0,0.0,50,49.5,26,25.74,15,14.85,1,0.99,5,4.95,08043
8,44,119,1,0.84,5,4.2,39,32.77,49,41.18,15,12.61,4,3.36,6,5.04,08044
8,45,150,3,2.0,5,3.33,63,42.0,55,36.67,20,13.33,2,1.33,2,1.33,08045
8,46,152,5,3.29,4,2.63,55,36.18,54,35.53,22,14.47,2,1.32,10,6.58,08046
8,47,145,9,6.21,1,0.69,66,45.52,41,28.28,20,13.79,1,0.69,7,4.83,08047
8,48,150,5,3.33,7,4.67,67,44.67,47,31.33,17,11.33,3,2.0,4,2.67,08048
8,49,164,5,3.05,1,0.61,65,39.63,60,36.59,19,11.59,1,0.61,13,7.93,08049
8,50,200,8,4.0,7,3.5,62,31.0,75,37.5,36,18.0,6,3.0,6,3.0,08050
8,51,191,9,4.71,5,2.62,71,37.17,68,35.6,25,13.09,3,1.57,10,5.24,08051
8,52,223,5,2.24,9,4.04,72,32.29,85,38.12,36,16.14,3,1.35,13,5.83,08052
8,53,105,3,2.86,4,3.81,41,39.05,42,40.0,12,11.43,0,0.0,3,2.86,08053
8,54,147,8,5.44,3,2.04,70,47.62,45,30.61,17,11.56,1,0.68,3,2.04,08054
8,55,178,1,0.56,1,0.56,73,41.01,73,41.01,25,14.04,1,0.56,4,2.25,08055
8,56,177,4,2.26,6,3.39,67,37.85,67,37.85,21,11.86,2,1.13,10,5.65,08056
9,1,178,8,4.49,5,2.81,83,46.63,46,25.84,28,15.73,0,0.0,8,4.49,09001
9,2,154,7,4.55,6,3.9,78,50.65,43,27.92,14,9.09,2,1.3,4,2.6,09002
9,3,94,3,3.19,10,10.64,50,53.19,20,21.28,6,6.38,0,0.0,5,5.32,09003
9,4,137,4,2.92,3,2.19,66,48.18,38,27.74,19,13.87,1,0.73,6,4.38,09004
9,5,159,6,3.77,3,1.89,67,42.14,55,34.59,22,13.84,0,0.0,6,3.77,09005
9,6,156,3,1.92,5,3.21,79,50.64,47,30.13,15,9.62,4,2.56,3,1.92,09006
9,7,139,2,1.44,4,2.88,54,38.85,47,33.81,25,17.99,1,0.72,6,4.32,09007
9,8,139,4,2.88,5,3.6,68,48.92,44,31.65,10,7.19,0,0.0,8,5.76,09008
9,9,197,10,5.08,10,5.08,78,39.59,58,29.44,32,16.24,0,0.0,9,4.57,09009
9,10,129,7,5.43,4,3.1,66,51.16,36,27.91,14,10.85,1,0.78,1,0.78,09010
9,11,118,2,1.69,1,0.85,70,59.32,33,27.97,11,9.32,1,0.85,0,0.0,09011
9,12,191,5,2.62,5,2.62,71,37.17,68,35.6,33,17.28,1,0.52,8,4.19,09012
9,13,223,7,3.14,7,3.14,99,44.39,71,31.84,30,13.45,4,1.79,5,2.24,09013
9,14,202,9,4.46,5,2.48,78,38.61,71,35.15,32,15.84,2,0.99,5,2.48,09014
9,15,116,0,0.0,9,7.76,57,49.14,33,28.45,13,11.21,2,1.72,2,1.72,09015
9,16,165,12,7.27,6,3.64,62,37.58,55,33.33,15,9.09,2,1.21,13,7.88,09016
9,17,129,3,2.33,1,0.78,62,48.06,44,34.11,10,7.75,1,0.78,8,6.2,09017
9,18,116,1,0.86,2,1.72,56,48.28,43,37.07,8,6.9,1,0.86,5,4.31,09018
9,19,153,1,0.65,7,4.58,72,47.06,47,30.72,23,15.03,0,0.0,3,1.96,09019
9,20,178,4,2.25,3,1.69,89,50.0,49,27.53,24,13.48,0,0.0,9,5.06,09020
9,21,165,3,1.82,6,3.64,85,51.52,41,24.85,22,13.33,1,0.61,7,4.24,09021
9,22,201,2,1.0,10,4.98,76,37.81,75,37.31,23,11.44,5,2.49,10,4.98,09022
9,23,194,7,3.61,8,4.12,72,37.11,69,35.57,27,13.92,0,0.0,11,5.67,09023
9,24,179,7,3.91,6,3.35,61,34.08,66,36.87,22,12.29,2,1.12,15,8.38,09024
9,25,170,4,2.35,1,0.59,69,40.59,62,36.47,23,13.53,2,1.18,9,5.29,09025
9,26,134,1,0.75,6,4.48,73,54.48,34,25.37,17,12.69,0,0.0,3,2.24,09026
9,27,143,4,2.8,2,1.4,67,46.85,46,32.17,19,13.29,3,2.1,2,1.4,09027
9,28,65,2,3.08,3,4.62,22,33.85,19,29.23,12,18.46,1,1.54,6,9.23,09028
9,29,157,2,1.27,4,2.55,72,45.86,56,35.67,22,14.01,0,0.0,1,0.64,09029
9,30,128,7,5.47,5,3.91,56,43.75,41,32.03,15,11.72,3,2.34,1,0.78,09030
9,31,143,0,0.0,4,2.8,82,57.34,37,25.87,15,10.49,0,0.0,5,3.5,09031
9,32,164,6,3.66,2,1.22,70,42.68,52,31.71,24,14.63,2,1.22,8,4.88,09032
9,33,126,5,3.97,8,6.35,54,42.86,35,27.78,20,15.87,1,0.79,3,2.38,09033
9,34,134,4,2.99,4,2.99,68,50.75,34,25.37,16,11.94,1,0.75,7,5.22,09034
9,35,201,5,2.49,4,1.99,73,36.32,66,32.84,35,17.41,1,0.5,17,8.46,09035
9,36,119,1,0.84,4,3.36,55,46.22,43,36.13,9,7.56,1,0.84,6,5.04,09036
9,37,242,26,10.74,28,11.57,35,14.46,66,27.27,44,18.18,13,5.37,30,12.4,09037
9,38,156,3,1.92,1,0.64,61,39.1,64,41.03,21,13.46,2,1.28,4,2.56,09038
9,39,190,6,3.16,3,1.58,75,39.47,70,36.84,30,15.79,2,1.05,4,2.11,09039
9,40,192,5,2.6,6,3.13,82,42.71,60,31.25,28,14.58,0,0.0,11,5.73,09040
9,41,137,3,2.19,6,4.38,79,57.66,36,26.28,8,5.84,0,0.0,5,3.65,09041
9,42,185,5,2.7,8,4.32,71,38.38,66,35.68,20,10.81,2,1.08,13,7.03,09042
9,43,149,4,2.68,7,4.7,83,55.7,44,29.53,6,4.03,0,0.0,5,3.36,09043
9,44,176,2,1.14,4,2.27,86,48.86,54,30.68,18,10.23,4,2.27,8,4.55,09044
9,45,126,3,2.38,5,3.97,59,46.83,44,34.92,8,6.35,1,0.79,6,4.76,09045
9,46,171,7,4.09,13,7.6,67,39.18,46,26.9,23,13.45,6,3.51,9,5.26,09046
9,47,191,8,4.19,4,2.09,68,35.6,78,40.84,20,10.47,2,1.05,11,5.76,09047
9,48,184,8,4.35,7,3.8,63,34.24,66,35.87,29,15.76,3,1.63,8,4.35,09048
9,49,193,7,3.63,4,2.07,69,35.75,73,37.82,26,13.47,5,2.59,9,4.66,09049
9,50,240,4,1.67,14,5.83,73,30.42,98,40.83,36,15.0,1,0.42,14,5.83,09050
9,51,170,7,4.12,8,4.71,79,46.47,49,28.82,20,11.76,0,0.0,7,4.12,09051
10,1,142,6,4.23,6,4.23,37,26.06,51,35.92,16,11.27,2,1.41,24,16.9,10001
10,2,244,49,20.08,21,8.61,13,5.33,11,4.51,45,18.44,34,13.93,71,29.1,10002
10,3,230,41,17.83,17,7.39,19,8.26,18,7.83,39,16.96,29,12.61,67,29.13,10003
10,4,119,4,3.36,8,6.72,23,19.33,20,16.81,25,21.01,1,0.84,38,31.93,10004
10,5,184,29,15.76,23,12.5,9,4.89,4,2.17,38,20.65,32,17.39,49,26.63,10005
10,6,183,17,9.29,28,15.3,8,4.37,8,4.37,44,24.04,15,8.2,63,34.43,10006
10,7,124,10,8.06,17,13.71,6,4.84,14,11.29,21,16.94,10,8.06,46,37.1,10007
10,8,66,3,4.55,1,1.52,17,25.76,23,34.85,7,10.61,1,1.52,14,21.21,10008
10,9,219,47,21.46,25,11.42,16,7.31,6,2.74,41,18.72,18,8.22,66,30.14,10009
10,10,207,32,15.46,29,14.01,9,4.35,13,6.28,27,13.04,17,8.21,80,38.65,10010
10,11,184,15,8.15,11,5.98,8,4.35,16,8.7,20,10.87,21,11.41,93,50.54,10011
10,12,116,13,11.21,18,15.52,0,0.0,8,6.9,22,18.97,15,12.93,40,34.48,10012
10,13,162,9,5.56,13,8.02,19,11.73,8,4.94,22,13.58,6,3.7,85,52.47,10013
10,14,239,23,9.62,19,7.95,3,1.26,14,5.86,58,24.27,26,10.88,96,40.17,10014
10,15,332,10,3.01,8,2.41,145,43.67,102,30.72,48,14.46,3,0.9,16,4.82,10015
10,16,157,15,9.55,13,8.28,11,7.01,16,10.19,37,23.57,18,11.46,47,29.94,10016
10,17,275,33,12.0,49,17.82,19,6.91,17,6.18,59,21.45,28,10.18,70,25.45,10017
10,18,84,9,10.71,1,1.19,20,23.81,21,25.0,9,10.71,1,1.19,23,27.38,10018
10,19,230,18,7.83,30,13.04,8,3.48,17,7.39,43,18.7,27,11.74,87,37.83,10019
10,20,214,16,7.48,18,8.41,9,4.21,12,5.61,46,21.5,32,14.95,81,37.85,10020
10,21,192,29,15.1,26,13.54,9,4.69,8,4.17,35,18.23,17,8.85,68,35.42,10021
10,22,65,4,6.15,4,6.15,3,4.62,9,13.85,13,20.0,1,1.54,31,47.69,10022
10,23,141,10,7.09,3,2.13,4,2.84,15,10.64,39,27.66,12,8.51,58,41.13,10023
10,24,215,35,16.28,28,13.02,18,8.37,8,3.72,36,16.74,28,13.02,62,28.84,10024
10,25,49,3,6.12,0,0.0,8,16.33,14,28.57,17,34.69,0,0.0,7,14.29,10025
10,26,101,8,7.92,5,4.95,5,4.95,10,9.9,19,18.81,7,6.93,47,46.53,10026
10,27,118,3,2.54,6,5.08,37,31.36,19,16.1,28,23.73,2,1.69,23,19.49,10027
10,28,201,32,15.92,15,7.46,13,6.47,16,7.96,27,13.43,15,7.46,83,41.29,10028
10,29,135,10,7.41,12,8.89,7,5.19,5,3.7,21,15.56,20,14.81,60,44.44,10029
10,30,140,5,3.57,11,7.86,4,2.86,11,7.86,32,22.86,14,10.0,63,45.0,10030
10,31,96,11,11.46,7,7.29,5,5.21,13,13.54,12,12.5,7,7.29,41,42.71,10031
10,32,192,23,11.98,23,11.98,3,1.56,19,9.9,30,15.63,18,9.38,76,39.58,10032
10,33,106,10,9.43,10,9.43,6,5.66,5,4.72,21,19.81,13,12.26,41,38.68,10033
10,34,108,12,11.11,5,4.63,22,20.37,11,10.19,14,12.96,4,3.7,40,37.04,10034
10,35,251,48,19.12,30,11.95,4,1.59,10,3.98,52,20.72,24,9.56,83,33.07,10035
10,36,50,2,4.0,4,8.0,9,18.0,11,22.0,10,20.0,1,2.0,13,26.0,10036
11,1,229,21,9.17,16,6.99,8,3.49,26,11.35,121,52.84,19,8.3,18,7.86,11001
11,2,13,0,0.0,2,15.38,3,23.08,5,38.46,3,23.08,0,0.0,0,0.0,11002
11,3,117,13,11.11,7,5.98,3,2.56,41,35.04,27,23.08,5,4.27,21,17.95,11003
11,4,183,21,11.48,7,3.83,7,3.83,19,10.38,94,51.37,11,6.01,24,13.11,11004
11,5,217,15,6.91,9,4.15,19,8.76,54,24.88,85,39.17,16,7.37,19,8.76,11005
11,6,216,24,11.11,22,10.19,3,1.39,54,25.0,80,37.04,10,4.63,23,10.65,11006
11,7,142,10,7.04,10,7.04,19,13.38,36,25.35,44,30.99,4,2.82,19,13.38,11007
11,8,189,28,14.81,9,4.76,6,3.17,19,10.05,92,48.68,15,7.94,20,10.58,11008
11,9,181,23,12.71,14,7.73,10,5.52,23,12.71,76,41.99,16,8.84,19,10.5,11009
11,10,239,24,10.04,16,6.69,4,1.67,27,11.3,137,57.32,15,6.28,16,6.69,11010
11,11,199,22,11.06,22,11.06,9,4.52,27,13.57,70,35.18,24,12.06,25,12.56,11011
11,12,421,159,37.77,19,4.51,5,1.19,10,2.38,172,40.86,37,8.79,19,4.51,11012
11,13,364,125,34.34,32,8.79,7,1.92,8,2.2,140,38.46,26,7.14,26,7.14,11013
11,14,166,22,13.25,6,3.61,3,1.81,25,15.06,83,50.0,15,9.04,12,7.23,11014
11,15,99,9,9.09,3,3.03,5,5.05,12,12.12,51,51.52,9,9.09,10,10.1,11015
11,16,182,11,6.04,13,7.14,4,2.2,16,8.79,101,55.49,17,9.34,20,10.99,11016
11,17,240,18,7.5,17,7.08,10,4.17,42,17.5,106,44.17,13,5.42,34,14.17,11017
11,18,229,34,14.85,16,6.99,2,0.87,9,3.93,126,55.02,15,6.55,27,11.79,11018
11,19,239,35,14.64,13,5.44,13,5.44,37,15.48,89,37.24,22,9.21,30,12.55,11019
11,20,175,17,9.71,6,3.43,4,2.29,14,8.0,107,61.14,15,8.57,12,6.86,11020
11,21,394,32,8.12,22,5.58,7,1.78,31,7.87,239,60.66,29,7.36,34,8.63,11021
11,22,259,19,7.34,15,5.79,3,1.16,26,10.04,154,59.46,21,8.11,21,8.11,11022
11,23,173,11,6.36,9,5.2,3,1.73,17,9.83,95,54.91,25,14.45,13,7.51,11023
11,24,387,30,7.75,19,4.91,4,1.03,21,5.43,269,69.51,22,5.68,22,5.68,11024
11,25,268,31,11.57,24,8.96,10,3.73,42,15.67,128,47.76,20,7.46,13,4.85,11025
11,26,309,22,7.12,23,7.44,5,1.62,35,11.33,183,59.22,18,5.83,23,7.44,11026
11,27,74,7,9.46,3,4.05,0,0.0,8,10.81,39,52.7,0,0.0,17,22.97,11027
11,28,116,33,28.45,6,5.17,6,5.17,4,3.45,50,43.1,6,5.17,11,9.48,11028
11,29,346,27,7.8,22,6.36,4,1.16,5,1.45,212,61.27,21,6.07,55,15.9,11029
11,30,118,9,7.63,18,15.25,10,8.47,13,11.02,54,45.76,1,0.85,13,11.02,11030
11,31,292,76,26.03,15,5.14,4,1.37,12,4.11,144,49.32,19,6.51,22,7.53,11031
11,32,162,16,9.88,12,7.41,5,3.09,5,3.09,96,59.26,5,3.09,23,14.2,11032
11,33,197,12,6.09,18,9.14,13,6.6,39,19.8,77,39.09,15,7.61,23,11.68,11033
11,34,134,17,12.69,9,6.72,5,3.73,9,6.72,73,54.48,14,10.45,7,5.22,11034
11,35,105,9,8.57,2,1.9,6,5.71,6,5.71,71,67.62,7,6.67,4,3.81,11035
11,36,95,8,8.42,2,2.11,1,1.05,7,7.37,59,62.11,10,10.53,8,8.42,11036
11,37,75,4,5.33,1,1.33,6,8.0,11,14.67,44,58.67,3,4.0,6,8.0,11037
11,38,66,4,6.06,4,6.06,3,4.55,20,30.3,17,25.76,1,1.52,17,25.76,11038
12,1,178,26,14.61,4,2.25,5,2.81,32,17.98,53,29.78,20,11.24,38,21.35,12001
12,2,128,13,10.16,10,7.81,8,6.25,14,10.94,38,29.69,4,3.13,41,32.03,12002
12,3,247,25,10.12,22,8.91,14,5.67,56,22.67,57,23.08,14,5.67,59,23.89,12003
12,4,179,22,12.29,13,7.26,2,1.12,23,12.85,55,30.73,11,6.15,53,29.61,12004
12,5,220,30,13.64,9,4.09,9,4.09,15,6.82,69,31.36,45,20.45,43,19.55,12005
12,6,185,31,16.76,15,8.11,10,5.41,17,9.19,45,24.32,16,8.65,51,27.57,12006
12,7,117,7,5.98,5,4.27,4,3.42,32,27.35,36,30.77,3,2.56,30,25.64,12007
12,8,215,28,13.02,12,5.58,6,2.79,25,11.63,72,33.49,15,6.98,57,26.51,12008
12,9,153,23,15.03,8,5.23,6,3.92,21,13.73,46,30.07,11,7.19,38,24.84,12009
12,10,116,17,14.66,1,0.86,4,3.45,33,28.45,35,30.17,5,4.31,21,18.1,12010
12,11,131,17,12.98,6,4.58,6,4.58,7,5.34,48,36.64,3,2.29,44,33.59,12011
12,12,122,10,8.2,4,3.28,13,10.66,12,9.84,38,31.15,11,9.02,34,27.87,12012
12,13,158,20,12.66,9,5.7,12,7.59,14,8.86,52,32.91,10,6.33,41,25.95,12013
12,14,93,13,13.98,2,2.15,3,3.23,20,21.51,29,31.18,3,3.23,23,24.73,12014
12,15,106,20,18.87,6,5.66,8,7.55,13,12.26,31,29.25,2,1.89,26,24.53,12015
12,16,90,14,15.56,5,5.56,4,4.44,11,12.22,18,20.0,9,10.0,29,32.22,12016
12,17,154,22,14.29,9,5.84,7,4.55,25,16.23,43,27.92,5,3.25,43,27.92,12017
12,18,96,14,14.58,5,5.21,7,7.29,22,22.92,22,22.92,1,1.04,25,26.04,12018
12,19,151,22,14.57,14,9.27,3,1.99,16,10.6,45,29.8,10,6.62,41,27.15,12019
12,20,129,15,11.63,6,4.65,4,3.1,14,10.85,39,30.23,10,7.75,41,31.78,12020
12,21,144,25,17.36,4,2.78,5,3.47,22,15.28,42,29.17,5,3.47,41,28.47,12021
12,22,109,11,10.09,5,4.59,8,7.34,28,25.69,22,20.18,7,6.42,28,25.69,12022
12,23,167,19,11.38,17,10.18,6,3.59,26,15.57,48,28.74,11,6.59,40,23.95,12023
13,1,195,56,28.72,17,8.72,5,2.56,13,6.67,41,21.03,23,11.79,40,20.51,13001
13,2,201,75,37.31,17,8.46,7,3.48,13,6.47,51,25.37,15,7.46,23,11.44,13002
13,3,105,18,17.14,5,4.76,2,1.9,9,8.57,39,37.14,11,10.48,21,20.0,13003
13,4,236,85,36.02,19,8.05,4,1.69,9,3.81,45,19.07,26,11.02,48,20.34,13004
13,5,192,40,20.83,13,6.77,4,2.08,15,7.81,47,24.48,23,11.98,50,26.04,13005
13,6,240,96,40.0,20,8.33,8,3.33,5,2.08,61,25.42,18,7.5,32,13.33,13006
13,7,126,19,15.08,9,7.14,7,5.56,7,5.56,28,22.22,20,15.87,36,28.57,13007
13,8,157,47,29.94,14,8.92,4,2.55,8,5.1,38,24.2,14,8.92,32,20.38,13008
13,9,151,33,21.85,12,7.95,4,2.65,12,7.95,30,19.87,10,6.62,50,33.11,13009
13,10,254,114,44.88,28,11.02,4,1.57,2,0.79,49,19.29,21,8.27,36,14.17,13010
13,11,248,102,41.13,26,10.48,8,3.23,8,3.23,47,18.95,18,7.26,39,15.73,13011
13,12,148,28,18.92,14,9.46,5,3.38,13,8.78,38,25.68,9,6.08,41,27.7,13012
13,13,162,38,23.46,12,7.41,3,1.85,12,7.41,36,22.22,14,8.64,47,29.01,13013
13,14,149,25,16.78,12,8.05,8,5.37,9,6.04,42,28.19,20,13.42,33,22.15,13014
13,15,193,32,16.58,17,8.81,10,5.18,16,8.29,50,25.91,12,6.22,56,29.02,13015
13,16,109,25,22.94,3,2.75,3,2.75,10,9.17,35,32.11,6,5.5,27,24.77,13016
13,17,198,66,33.33,25,12.63,5,2.53,13,6.57,43,21.72,11,5.56,35,17.68,13017
13,18,200,66,33.0,22,11.0,6,3.0,12,6.0,47,23.5,16,8.0,31,15.5,13018
13,19,157,40,25.48,6,3.82,9,5.73,15,9.55,40,25.48,11,7.01,36,22.93,13019
13,20,163,76,46.63,8,4.91,3,1.84,6,3.68,25,15.34,17,10.43,28,17.18,13020
13,21,316,123,38.92,24,7.59,5,1.58,6,1.9,63,19.94,36,11.39,59,18.67,13021
13,22,245,83,33.88,35,14.29,3,1.22,6,2.45,56,22.86,20,8.16,42,17.14,13022
13,23,112,25,22.32,14,12.5,2,1.79,10,8.93,17,15.18,8,7.14,36,32.14,13023
13,24,168,37,22.02,24,14.29,11,6.55,8,4.76,42,25.0,15,8.93,31,18.45,13024
13,25,146,36,24.66,10,6.85,0,0.0,13,8.9,42,28.77,14,9.59,31,21.23,13025
13,26,189,42,22.22,12,6.35,5,2.65,13,6.88,48,25.4,25,13.23,44,23.28,13026
13,27,183,56,30.6,14,7.65,5,2.73,13,7.1,43,23.5,16,8.74,36,19.67,13027
13,28,125,28,22.4,10,8.0,5,4.0,9,7.2,26,20.8,6,4.8,41,32.8,13028
