ward,precinct,total,JERRY JOYCE,JERRY JOYCE Percent,PAUL VALLAS,PAUL VALLAS Percent,WILLIE L. WILSON,WILLIE L. WILSON Percent,TONI PRECKWINKLE,TONI PRECKWINKLE Percent,WILLIAM M. DALEY,WILLIAM M. DALEY Percent,GARRY MCCARTHY,GARRY MCCARTHY Percent,GERY CHICO,GERY CHICO Percent,precinct_id
27,3,88,2,2.27,0,0.0,53,60.23,19,21.59,13,14.77,0,0.0,1,1.14,27003
27,4,78,5,6.41,2,2.56,20,25.64,36,46.15,11,14.1,0,0.0,4,5.13,27004
27,5,133,8,6.02,2,1.5,71,53.38,28,21.05,18,13.53,2,1.5,4,3.01,27005
27,6,146,7,4.79,8,5.48,39,26.71,46,31.51,40,27.4,2,1.37,4,2.74,27006
27,7,151,11,7.28,22,14.57,8,5.3,49,32.45,33,21.85,6,3.97,22,14.57,27007
27,8,105,2,1.9,2,1.9,39,37.14,39,37.14,16,15.24,2,1.9,5,4.76,27008
27,9,81,7,8.64,3,3.7,5,6.17,23,28.4,35,43.21,4,4.94,4,4.94,27009
27,10,249,4,1.61,6,2.41,102,40.96,96,38.55,29,11.65,4,1.61,8,3.21,27010
27,11,162,10,6.17,8,4.94,11,6.79,44,27.16,69,42.59,12,7.41,8,4.94,27011
27,12,99,12,12.12,9,9.09,6,6.06,19,19.19,34,34.34,7,7.07,12,12.12,27012
27,13,245,8,3.27,13,5.31,60,24.49,101,41.22,50,20.41,2,0.82,11,4.49,27013
27,14,61,1,1.64,2,3.28,34,55.74,19,31.15,2,3.28,1,1.64,2,3.28,27014
27,15,77,2,2.6,2,2.6,35,45.45,23,29.87,13,16.88,0,0.0,2,2.6,27015
27,16,112,1,0.89,13,11.61,3,2.68,27,24.11,54,48.21,6,5.36,8,7.14,27016
27,17,126,3,2.38,10,7.94,40,31.75,45,35.71,22,17.46,3,2.38,3,2.38,27017
27,18,108,2,1.85,3,2.78,36,33.33,45,41.67,18,16.67,0,0.0,4,3.7,27018
27,19,69,1,1.45,2,2.9,29,42.03,20,28.99,12,17.39,0,0.0,5,7.25,27019
27,20,86,2,2.33,1,1.16,51,59.3,21,24.42,5,5.81,1,1.16,5,5.81,27020
27,21,143,4,2.8,9,6.29,14,9.79,31,21.68,67,46.85,7,4.9,11,7.69,27021
27,22,77,3,3.9,0,0.0,37,48.05,20,25.97,16,20.78,1,1.3,0,0.0,27022
27,23,133,6,4.51,1,0.75,65,48.87,34,25.56,21,15.79,0,0.0,6,4.51,27023
27,24,95,2,2.11,1,1.05,40,42.11,24,25.26,19,20.0,3,3.16,6,6.32,27024
27,25,148,2,1.35,8,5.41,38,25.68,52,35.14,33,22.3,2,1.35,13,8.78,27025
27,26,141,4,2.84,6,4.26,51,36.17,44,31.21,29,20.57,2,1.42,5,3.55,27026
27,27,154,6,3.9,6,3.9,55,35.71,49,31.82,25,16.23,1,0.65,12,7.79,27027
27,28,125,6,4.8,10,8.0,15,12.0,38,30.4,40,32.0,2,1.6,14,11.2,27028
27,29,89,4,4.49,4,4.49,43,48.31,16,17.98,13,14.61,2,2.25,7,7.87,27029
27,30,73,2,2.74,0,0.0,36,49.32,23,31.51,10,13.7,1,1.37,1,1.37,27030
27,31,134,1,0.75,2,1.49,70,52.24,43,32.09,11,8.21,0,0.0,7,5.22,27031
27,32,146,3,2.05,8,5.48,48,32.88,64,43.84,14,9.59,1,0.68,8,5.48,27032
27,33,141,4,2.84,17,12.06,23,16.31,34,24.11,41,29.08,5,3.55,17,12.06,27033
27,34,153,7,4.58,4,2.61,77,50.33,40,26.14,21,13.73,1,0.65,3,1.96,27034
27,35,139,18,12.95,14,10.07,8,5.76,28,20.14,47,33.81,10,7.19,14,10.07,27035
27,36,103,1,0.97,4,3.88,36,34.95,31,30.1,20,19.42,1,0.97,10,9.71,27036
27,37,192,16,8.33,12,6.25,43,22.4,57,29.69,44,22.92,7,3.65,13,6.77,27037
27,38,213,18,8.45,6,2.82,29,13.62,61,28.64,70,32.86,11,5.16,18,8.45,27038
27,39,138,10,7.25,4,2.9,55,39.86,32,23.19,25,18.12,0,0.0,12,8.7,27039
27,40,162,8,4.94,23,14.2,13,8.02,39,24.07,43,26.54,10,6.17,26,16.05,27040
27,41,174,4,2.3,1,0.57,66,37.93,73,41.95,22,12.64,2,1.15,6,3.45,27041
27,42,105,7,6.67,9,8.57,20,19.05,25,23.81,35,33.33,6,5.71,3,2.86,27042
27,43,81,5,6.17,2,2.47,31,38.27,28,34.57,8,9.88,5,6.17,2,2.47,27043
27,44,117,1,0.85,2,1.71,58,49.57,38,32.48,16,13.68,1,0.85,1,0.85,27044
27,45,212,10,4.72,36,16.98,10,4.72,53,25.0,82,38.68,6,2.83,15,7.08,27045
27,46,142,10,7.04,12,8.45,2,1.41,20,14.08,79,55.63,3,2.11,16,11.27,27046
27,47,160,4,2.5,10,6.25,59,36.88,49,30.63,26,16.25,2,1.25,10,6.25,27047
27,48,212,10,4.72,7,3.3,54,25.47,75,35.38,54,25.47,4,1.89,8,3.77,27048
27,49,125,0,0.0,3,2.4,60,48.0,47,37.6,10,8.0,1,0.8,4,3.2,27049
27,50,140,4,2.86,1,0.71,61,43.57,51,36.43,17,12.14,2,1.43,4,2.86,27050
28,1,83,5,6.02,0,0.0,48,57.83,21,25.3,7,8.43,1,1.2,1,1.2,28001
28,2,129,1,0.78,6,4.65,59,45.74,42,32.56,18,13.95,2,1.55,1,0.78,28002
28,3,100,3,3.0,2,2.0,58,58.0,25,25.0,6,6.0,1,1.0,5,5.0,28003
28,4,106,5,4.72,17,16.04,3,2.83,27,25.47,32,30.19,5,4.72,17,16.04,28004
28,5,88,6,6.82,10,11.36,30,34.09,24,27.27,10,11.36,1,1.14,7,7.95,28005
28,6,101,3,2.97,7,6.93,21,20.79,22,21.78,33,32.67,2,1.98,13,12.87,28006
28,7,136,2,1.47,4,2.94,76,55.88,33,24.26,15,11.03,2,1.47,4,2.94,28007
28,8,113,9,7.96,14,12.39,6,5.31,25,22.12,44,38.94,4,3.54,11,9.73,28008
28,9,148,4,2.7,6,4.05,75,50.68,40,27.03,17,11.49,2,1.35,4,2.7,28009
28,10,145,9,6.21,22,15.17,30,20.69,44,30.34,22,15.17,5,3.45,13,8.97,28010
28,11,175,9,5.14,14,8.0,41,23.43,57,32.57,29,16.57,9,5.14,16,9.14,28011
28,12,113,0,0.0,5,4.42,55,48.67,34,30.09,14,12.39,1,0.88,4,3.54,28012
28,13,183,8,4.37,1,0.55,96,52.46,52,28.42,22,12.02,1,0.55,3,1.64,28013
28,14,114,2,1.75,0,0.0,61,53.51,29,25.44,16,14.04,0,0.0,6,5.26,28014
28,15,38,2,5.26,1,2.63,21,55.26,10,26.32,4,10.53,0,0.0,0,0.0,28015
28,16,60,0,0.0,2,3.33,33,55.0,15,25.0,10,16.67,0,0.0,0,0.0,28016
28,17,114,2,1.75,2,1.75,66,57.89,32,28.07,12,10.53,0,0.0,0,0.0,28017
28,18,107,4,3.74,0,0.0,46,42.99,28,26.17,23,21.5,2,1.87,4,3.74,28018
28,19,97,9,9.28,7,7.22,11,11.34,27,27.84,17,17.53,5,5.15,21,21.65,28019
28,20,127,1,0.79,5,3.94,77,60.63,26,20.47,16,12.6,0,0.0,2,1.57,28020
28,21,108,0,0.0,2,1.85,74,68.52,20,18.52,6,5.56,2,1.85,4,3.7,28021
28,22,122,3,2.46,5,4.1,63,51.64,30,24.59,18,14.75,1,0.82,2,1.64,28022
28,23,149,0,0.0,2,1.34,89,59.73,45,30.2,5,3.36,2,1.34,6,4.03,28023
28,24,119,2,1.68,2,1.68,73,61.34,24,20.17,15,12.61,0,0.0,3,2.52,28024
28,25,186,2,1.08,3,1.61,102,54.84,60,32.26,13,6.99,2,1.08,4,2.15,28025
28,26,134,2,1.49,2,1.49,87,64.93,35,26.12,8,5.97,0,0.0,0,0.0,28026
28,27,148,14,9.46,23,15.54,4,2.7,43,29.05,36,24.32,6,4.05,22,14.86,28027
28,28,175,18,10.29,21,12.0,5,2.86,40,22.86,54,30.86,4,2.29,33,18.86,28028
28,29,60,0,0.0,1,1.67,34,56.67,15,25.0,7,11.67,2,3.33,1,1.67,28029
28,30,13,0,0.0,0,0.0,8,61.54,4,30.77,1,7.69,0,0.0,0,0.0,28030
28,31,224,12,5.36,3,1.34,115,51.34,56,25.0,31,13.84,3,1.34,4,1.79,28031
28,32,126,1,0.79,4,3.17,72,57.14,30,23.81,16,12.7,0,0.0,3,2.38,28032
28,33,149,4,2.68,3,2.01,84,56.38,44,29.53,12,8.05,1,0.67,1,0.67,28033
28,34,187,11,5.88,6,3.21,76,40.64,50,26.74,34,18.18,3,1.6,7,3.74,28034
28,35,131,4,3.05,2,1.53,78,59.54,33,25.19,9,6.87,1,0.76,4,3.05,28035
28,36,68,2,2.94,2,2.94,37,54.41,18,26.47,6,8.82,0,0.0,3,4.41,28036
28,37,146,5,3.42,4,2.74,81,55.48,35,23.97,16,10.96,1,0.68,4,2.74,28037
28,38,54,0,0.0,1,1.85,31,57.41,13,24.07,7,12.96,0,0.0,2,3.7,28038
28,39,95,0,0.0,3,3.16,47,49.47,27,28.42,13,13.68,3,3.16,2,2.11,28039
28,40,162,7,4.32,6,3.7,75,46.3,41,25.31,24,14.81,1,0.62,8,4.94,28040
28,41,79,3,3.8,2,2.53,34,43.04,25,31.65,11,13.92,2,2.53,2,2.53,28041
28,42,129,2,1.55,2,1.55,80,62.02,25,19.38,17,13.18,0,0.0,3,2.33,28042
28,43,151,5,3.31,3,1.99,92,60.93,32,21.19,15,9.93,1,0.66,3,1.99,28043
28,44,102,1,0.98,1,0.98,64,62.75,24,23.53,10,9.8,0,0.0,2,1.96,28044
28,45,100,13,13.0,9,9.0,5,5.0,26,26.0,35,35.0,4,4.0,8,8.0,28045
28,46,208,11,5.29,28,13.46,26,12.5,55,26.44,39,18.75,11,5.29,38,18.27,28046
29,1,240,21,8.75,36,15.0,32,13.33,59,24.58,53,22.08,7,2.92,32,13.33,29001
29,2,222,7,3.15,4,1.8,95,42.79,72,32.43,33,14.86,1,0.45,10,4.5,29002
29,3,167,8,4.79,5,2.99,75,44.91,53,31.74,19,11.38,3,1.8,4,2.4,29003
29,4,176,1,0.57,1,0.57,80,45.45,58,32.95,29,16.48,4,2.27,3,1.7,29004
29,5,115,2,1.74,2,1.74,64,55.65,31,26.96,11,9.57,2,1.74,3,2.61,29005
29,6,119,3,2.52,1,0.84,57,47.9,35,29.41,14,11.76,1,0.84,8,6.72,29006
29,7,164,14,8.54,11,6.71,46,28.05,52,31.71,29,17.68,1,0.61,11,6.71,29007
29,8,100,1,1.0,3,3.0,51,51.0,33,33.0,8,8.0,1,1.0,3,3.0,29008
29,9,223,18,8.07,46,20.63,37,16.59,33,14.8,50,22.42,9,4.04,30,13.45,29009
29,10,228,16,7.02,18,7.89,44,19.3,51,22.37,77,33.77,4,1.75,18,7.89,29010
29,11,103,3,2.91,3,2.91,39,37.86,33,32.04,22,21.36,0,0.0,3,2.91,29011
29,12,191,9,4.71,11,5.76,74,38.74,64,33.51,24,12.57,1,0.52,8,4.19,29012
29,13,185,6,3.24,2,1.08,84,45.41,54,29.19,27,14.59,7,3.78,5,2.7,29013
29,14,170,3,1.76,1,0.59,95,55.88,45,26.47,21,12.35,1,0.59,4,2.35,29014
29,15,177,7,3.95,7,3.95,77,43.5,57,32.2,23,12.99,4,2.26,2,1.13,29015
29,16,127,4,3.15,3,2.36,58,45.67,41,32.28,13,10.24,2,1.57,6,4.72,29016
29,17,142,1,0.7,2,1.41,57,40.14,35,24.65,41,28.87,1,0.7,5,3.52,29017
29,18,160,6,3.75,4,2.5,79,49.38,46,28.75,17,10.63,1,0.63,7,4.38,29018
29,19,140,3,2.14,2,1.43,59,42.14,53,37.86,18,12.86,0,0.0,5,3.57,29019
29,20,191,8,4.19,7,3.66,93,48.69,54,28.27,21,10.99,2,1.05,6,3.14,29020
29,21,169,3,1.78,1,0.59,91,53.85,51,30.18,21,12.43,2,1.18,0,0.0,29021
29,22,129,10,7.75,5,3.88,40,31.01,26,20.16,32,24.81,7,5.43,9,6.98,29022
29,23,185,26,14.05,29,15.68,18,9.73,38,20.54,45,24.32,11,5.95,18,9.73,29023
29,24,150,2,1.33,5,3.33,77,51.33,39,26.0,20,13.33,0,0.0,7,4.67,29024
29,25,197,1,0.51,1,0.51,87,44.16,68,34.52,30,15.23,3,1.52,7,3.55,29025
29,26,159,3,1.89,11,6.92,50,31.45,58,36.48,28,17.61,2,1.26,7,4.4,29026
29,27,145,1,0.69,3,2.07,83,57.24,34,23.45,20,13.79,2,1.38,2,1.38,29027
29,28,176,4,2.27,4,2.27,78,44.32,52,29.55,25,14.2,5,2.84,8,4.55,29028
29,29,178,28,15.73,30,16.85,12,6.74,21,11.8,49,27.53,14,7.87,24,13.48,29029
29,30,241,18,7.47,16,6.64,52,21.58,72,29.88,52,21.58,10,4.15,21,8.71,29030
29,31,158,21,13.29,30,18.99,9,5.7,14,8.86,41,25.95,21,13.29,22,13.92,29031
29,32,159,36,22.64,20,12.58,8,5.03,10,6.29,33,20.75,28,17.61,24,15.09,29032
29,33,144,7,4.86,8,5.56,51,35.42,49,34.03,21,14.58,2,1.39,6,4.17,29033
29,34,105,10,9.52,5,4.76,38,36.19,26,24.76,16,15.24,8,7.62,2,1.9,29034
29,35,96,4,4.17,1,1.04,50,52.08,22,22.92,14,14.58,1,1.04,4,4.17,29035
29,36,141,2,1.42,6,4.26,59,41.84,42,29.79,25,17.73,3,2.13,4,2.84,29036
29,37,143,6,4.2,4,2.8,70,48.95,46,32.17,12,8.39,0,0.0,5,3.5,29037
29,38,141,13,9.22,12,8.51,19,13.48,24,17.02,32,22.7,12,8.51,29,20.57,29038
29,39,168,28,16.67,18,10.71,11,6.55,20,11.9,46,27.38,17,10.12,28,16.67,29039
29,40,199,12,6.03,5,2.51,85,42.71,63,31.66,27,13.57,1,0.5,6,3.02,29040
29,41,117,4,3.42,2,1.71,53,45.3,27,23.08,18,15.38,2,1.71,11,9.4,29041
29,42,180,2,1.11,4,2.22,103,57.22,44,24.44,21,11.67,4,2.22,2,1.11,29042
29,43,206,14,6.8,12,5.83,42,20.39,52,25.24,46,22.33,6,2.91,34,16.5,29043
29,44,194,6,3.09,14,7.22,82,42.27,54,27.84,29,14.95,4,2.06,5,2.58,29044
30,1,159,16,10.06,15,9.43,11,6.92,27,16.98,39,24.53,9,5.66,42,26.42,30001
30,2,166,18,10.84,15,9.04,9,5.42,28,16.87,47,28.31,11,6.63,38,22.89,30002
30,3,80,9,11.25,6,7.5,1,1.25,23,28.75,26,32.5,1,1.25,14,17.5,30003
30,4,132,12,9.09,22,16.67,9,6.82,24,18.18,29,21.97,14,10.61,22,16.67,30004
30,5,92,15,16.3,5,5.43,1,1.09,11,11.96,29,31.52,8,8.7,23,25.0,30005
30,6,142,15,10.56,7,4.93,14,9.86,20,14.08,48,33.8,10,7.04,28,19.72,30006
30,7,163,14,8.59,17,10.43,10,6.13,42,25.77,42,25.77,20,12.27,18,11.04,30007
30,8,163,15,9.2,9,5.52,8,4.91,53,32.52,40,24.54,9,5.52,29,17.79,30008
30,9,126,10,7.94,14,11.11,3,2.38,25,19.84,24,19.05,19,15.08,31,24.6,30009
30,10,157,9,5.73,18,11.46,11,7.01,25,15.92,45,28.66,10,6.37,39,24.84,30010
30,11,129,4,3.1,10,7.75,8,6.2,23,17.83,39,30.23,17,13.18,28,21.71,30011
30,12,118,19,16.1,11,9.32,7,5.93,21,17.8,33,27.97,8,6.78,19,16.1,30012
30,13,141,16,11.35,6,4.26,9,6.38,21,14.89,45,31.91,10,7.09,34,24.11,30013
30,14,87,5,5.75,8,9.2,10,11.49,12,13.79,23,26.44,11,12.64,18,20.69,30014
30,15,174,11,6.32,26,14.94,5,2.87,45,25.86,53,30.46,10,5.75,24,13.79,30015
30,16,78,8,10.26,6,7.69,6,7.69,9,11.54,17,21.79,4,5.13,28,35.9,30016
30,17,155,19,12.26,12,7.74,13,8.39,34,21.94,38,24.52,14,9.03,25,16.13,30017
30,18,131,16,12.21,6,4.58,6,4.58,53,40.46,20,15.27,10,7.63,20,15.27,30018
30,19,113,17,15.04,7,6.19,5,4.42,16,14.16,32,28.32,10,8.85,26,23.01,30019
30,20,155,28,18.06,14,9.03,8,5.16,25,16.13,44,28.39,15,9.68,21,13.55,30020
30,21,136,11,8.09,15,11.03,5,3.68,12,8.82,51,37.5,17,12.5,25,18.38,30021
30,22,178,14,7.87,14,7.87,6,3.37,53,29.78,52,29.21,13,7.3,26,14.61,30022
30,23,114,9,7.89,6,5.26,9,7.89,33,28.95,25,21.93,15,13.16,17,14.91,30023
30,24,122,6,4.92,5,4.1,10,8.2,47,38.52,28,22.95,19,15.57,7,5.74,30024
30,25,147,9,6.12,5,3.4,9,6.12,68,46.26,31,21.09,7,4.76,18,12.24,30025
30,26,101,18,17.82,7,6.93,9,8.91,11,10.89,31,30.69,7,6.93,18,17.82,30026
30,27,105,7,6.67,11,10.48,6,5.71,24,22.86,22,20.95,8,7.62,27,25.71,30027
30,28,127,12,9.45,20,15.75,5,3.94,34,26.77,35,27.56,9,7.09,12,9.45,30028
30,29,61,8,13.11,4,6.56,4,6.56,9,14.75,14,22.95,2,3.28,20,32.79,30029
30,30,61,8,13.11,3,4.92,7,11.48,11,18.03,12,19.67,5,8.2,15,24.59,30030
30,31,105,13,12.38,13,12.38,10,9.52,23,21.9,26,24.76,8,7.62,12,11.43,30031
30,32,110,9,8.18,20,18.18,3,2.73,23,20.91,24,21.82,11,10.0,20,18.18,30032
31,1,77,3,3.9,10,12.99,3,3.9,6,7.79,18,23.38,7,9.09,30,38.96,31001
31,2,76,8,10.53,5,6.58,4,5.26,5,6.58,31,40.79,4,5.26,19,25.0,31002
31,3,100,13,13.0,6,6.0,2,2.0,15,15.0,33,33.0,7,7.0,24,24.0,31003
31,4,119,7,5.88,7,5.88,7,5.88,42,35.29,33,27.73,9,7.56,14,11.76,31004
31,5,109,12,11.01,6,5.5,6,5.5,24,22.02,30,27.52,4,3.67,27,24.77,31005
31,6,94,9,9.57,5,5.32,5,5.32,19,20.21,34,36.17,9,9.57,13,13.83,31006
31,7,115,12,10.43,5,4.35,13,11.3,50,43.48,21,18.26,5,4.35,9,7.83,31007
31,8,60,1,1.67,9,15.0,4,6.67,14,23.33,11,18.33,8,13.33,13,21.67,31008
31,9,75,8,10.67,6,8.0,1,1.33,15,20.0,16,21.33,6,8.0,23,30.67,31009
31,10,68,8,11.76,7,10.29,5,7.35,12,17.65,20,29.41,7,10.29,9,13.24,31010
31,11,73,1,1.37,10,13.7,7,9.59,13,17.81,25,34.25,8,10.96,9,12.33,31011
31,12,87,6,6.9,15,17.24,4,4.6,15,17.24,22,25.29,8,9.2,17,19.54,31012
31,13,86,4,4.65,6,6.98,4,4.65,14,16.28,28,32.56,4,4.65,26,30.23,31013
31,14,80,3,3.75,2,2.5,6,7.5,15,18.75,32,40.0,6,7.5,16,20.0,31014
31,15,81,9,11.11,8,9.88,8,9.88,16,19.75,16,19.75,4,4.94,20,24.69,31015
31,16,88,5,5.68,2,2.27,5,5.68,44,50.0,6,6.82,4,4.55,22,25.0,31016
31,17,105,13,12.38,4,3.81,7,6.67,13,12.38,26,24.76,12,11.43,30,28.57,31017
31,18,74,7,9.46,3,4.05,2,2.7,16,21.62,18,24.32,7,9.46,21,28.38,31018
31,19,83,11,13.25,5,6.02,5,6.02,13,15.66,27,32.53,9,10.84,13,15.66,31019
31,20,93,10,10.75,11,11.83,8,8.6,8,8.6,35,37.63,2,2.15,19,20.43,31020
31,21,92,7,7.61,8,8.7,11,11.96,10,10.87,24,26.09,9,9.78,23,25.0,31021
31,22,60,7,11.67,1,1.67,6,10.0,11,18.33,23,38.33,4,6.67,8,13.33,31022
31,23,93,8,8.6,8,8.6,6,6.45,25,26.88,27,29.03,4,4.3,15,16.13,31023
31,24,101,7,6.93,4,3.96,8,7.92,15,14.85,32,31.68,10,9.9,25,24.75,31024
31,25,72,7,9.72,3,4.17,12,16.67,10,13.89,18,25.0,6,8.33,16,22.22,31025
31,26,110,14,12.73,6,5.45,6,5.45,27,24.55,32,29.09,8,7.27,17,15.45,31026
31,27,127,21,16.54,7,5.51,9,7.09,24,18.9,41,32.28,6,4.72,19,14.96,31027
31,28,50,10,20.0,6,12.0,2,4.0,4,8.0,12,24.0,0,0.0,16,32.0,31028
31,29,115,9,7.83,6,5.22,11,9.57,6,5.22,40,34.78,9,7.83,34,29.57,31029
31,30,66,7,10.61,6,9.09,2,3.03,14,21.21,18,27.27,3,4.55,16,24.24,31030
31,31,93,16,17.2,10,10.75,5,5.38,19,20.43,25,26.88,9,9.68,9,9.68,31031
31,32,70,3,4.29,8,11.43,5,7.14,7,10.0,13,18.57,14,20.0,20,28.57,31032
31,33,80,5,6.25,7,8.75,4,5.0,10,12.5,31,38.75,11,13.75,12,15.0,31033
31,34,90,11,12.22,7,7.78,10,11.11,13,14.44,28,31.11,6,6.67,15,16.67,31034
31,35,100,5,5.0,5,5.0,14,14.0,14,14.0,39,39.0,12,12.0,11,11.0,31035
31,36,110,7,6.36,15,13.64,5,4.55,13,11.82,30,27.27,9,8.18,31,28.18,31036
31,37,100,8,8.0,8,8.0,8,8.0,14,14.0,29,29.0,13,13.0,20,20.0,31037
31,38,84,8,9.52,5,5.95,9,10.71,11,13.1,32,38.1,1,1.19,18,21.43,31038
31,39,88,3,3.41,6,6.82,7,7.95,40,45.45,22,25.0,6,6.82,4,4.55,31039
31,40,83,5,6.02,7,8.43,7,8.43,28,33.73,10,12.05,10,12.05,16,19.28,31040
31,41,79,6,7.59,2,2.53,11,13.92,24,30.38,25,31.65,5,6.33,6,7.59,31041
32,1,179,15,8.38,28,15.64,6,3.35,42,23.46,57,31.84,7,3.91,24,13.41,32001
32,2,136,14,10.29,19,13.97,1,0.74,28,20.59,54,39.71,9,6.62,11,8.09,32002
32,3,163,17,10.43,11,6.75,5,3.07,77,47.24,31,19.02,6,3.68,16,9.82,32003
32,4,159,10,6.29,15,9.43,6,3.77,45,28.3,60,37.74,5,3.14,18,11.32,32004
32,5,151,12,7.95,15,9.93,3,1.99,37,24.5,68,45.03,4,2.65,12,7.95,32005
32,6,133,6,4.51,17,12.78,3,2.26,50,37.59,43,32.33,4,3.01,10,7.52,32006
32,7,126,7,5.56,14,11.11,1,0.79,37,29.37,49,38.89,1,0.79,17,13.49,32007
32,8,154,12,7.79,19,12.34,2,1.3,24,15.58,74,48.05,5,3.25,18,11.69,32008
32,9,145,18,12.41,15,10.34,8,5.52,29,20.0,52,35.86,9,6.21,14,9.66,32009
32,10,174,13,7.47,29,16.67,7,4.02,24,13.79,81,46.55,10,5.75,10,5.75,32010
32,11,99,5,5.05,9,9.09,2,2.02,54,54.55,15,15.15,1,1.01,13,13.13,32011
32,12,120,10,8.33,9,7.5,6,5.0,57,47.5,27,22.5,2,1.67,9,7.5,32012
32,13,179,20,11.17,25,13.97,5,2.79,31,17.32,77,43.02,7,3.91,14,7.82,32013
32,14,140,3,2.14,13,9.29,0,0.0,83,59.29,24,17.14,5,3.57,12,8.57,32014
32,15,160,17,10.63,19,11.88,10,6.25,39,24.38,50,31.25,13,8.13,12,7.5,32015
32,16,137,17,12.41,18,13.14,5,3.65,37,27.01,41,29.93,9,6.57,10,7.3,32016
32,17,152,6,3.95,21,13.82,6,3.95,80,52.63,24,15.79,4,2.63,11,7.24,32017
32,18,186,14,7.53,18,9.68,6,3.23,15,8.06,109,58.6,5,2.69,19,10.22,32018
32,19,150,12,8.0,19,12.67,3,2.0,30,20.0,66,44.0,7,4.67,13,8.67,32019
32,20,133,8,6.02,15,11.28,6,4.51,70,52.63,20,15.04,0,0.0,14,10.53,32020
32,21,202,12,5.94,29,14.36,8,3.96,49,24.26,86,42.57,9,4.46,9,4.46,32021
32,22,167,8,4.79,19,11.38,7,4.19,72,43.11,39,23.35,7,4.19,15,8.98,32022
32,23,177,8,4.52,43,24.29,7,3.95,35,19.77,67,37.85,10,5.65,7,3.95,32023
32,24,133,13,9.77,12,9.02,5,3.76,26,19.55,49,36.84,12,9.02,16,12.03,32024
32,25,149,7,4.7,32,21.48,3,2.01,32,21.48,53,35.57,4,2.68,18,12.08,32025
32,26,179,8,4.47,18,10.06,3,1.68,85,47.49,49,27.37,5,2.79,11,6.15,32026
32,27,182,22,12.09,21,11.54,2,1.1,29,15.93,85,46.7,7,3.85,16,8.79,32027
32,28,135,7,5.19,11,8.15,7,5.19,68,50.37,23,17.04,5,3.7,14,10.37,32028
32,29,140,6,4.29,12,8.57,9,6.43,39,27.86,47,33.57,5,3.57,22,15.71,32029
32,30,194,23,11.86,27,13.92,4,2.06,18,9.28,93,47.94,9,4.64,20,10.31,32030
32,31,149,15,10.07,23,15.44,3,2.01,29,19.46,64,42.95,1,0.67,14,9.4,32031
32,32,148,3,2.03,20,13.51,2,1.35,31,20.95,69,46.62,7,4.73,16,10.81,32032
32,33,196,24,12.24,16,8.16,7,3.57,42,21.43,79,40.31,8,4.08,20,10.2,32033
32,34,141,13,9.22,18,12.77,7,4.96,44,31.21,42,29.79,6,4.26,11,7.8,32034
32,35,168,18,10.71,20,11.9,7,4.17,32,19.05,61,36.31,5,2.98,25,14.88,32035
32,36,137,8,5.84,16,11.68,3,2.19,28,20.44,67,48.91,4,2.92,11,8.03,32036
32,37,118,12,10.17,12,10.17,3,2.54,43,36.44,27,22.88,8,6.78,13,11.02,32037
32,38,144,12,8.33,12,8.33,8,5.56,36,25.0,49,34.03,10,6.94,17,11.81,32038
32,39,223,6,2.69,36,16.14,3,1.35,32,14.35,123,55.16,10,4.48,13,5.83,32039
32,40,177,19,10.73,25,14.12,3,1.69,43,24.29,66,37.29,6,3.39,15,8.47,32040
32,41,196,22,11.22,21,10.71,5,2.55,36,18.37,85,43.37,10,5.1,17,8.67,32041
32,42,148,10,6.76,11,7.43,3,2.03,28,18.92,83,56.08,4,2.7,9,6.08,32042
32,43,114,10,8.77,10,8.77,5,4.39,56,49.12,21,18.42,3,2.63,9,7.89,32043
33,1,147,16,10.88,9,6.12,4,2.72,61,41.5,32,21.77,8,5.44,17,11.56,33001
33,2,227,27,11.89,22,9.69,2,0.88,78,34.36,69,30.4,4,1.76,25,11.01,33002
33,3,194,12,6.19,19,9.79,8,4.12,82,42.27,34,17.53,12,6.19,27,13.92,33003
33,4,237,15,6.33,31,13.08,11,4.64,61,25.74,64,27.0,9,3.8,46,19.41,33004
33,5,162,12,7.41,17,10.49,6,3.7,38,23.46,51,31.48,13,8.02,25,15.43,33005
33,6,177,14,7.91,17,9.6,9,5.08,45,25.42,47,26.55,13,7.34,32,18.08,33006
33,7,195,16,8.21,18,9.23,17,8.72,65,33.33,55,28.21,6,3.08,18,9.23,33007
33,8,268,20,7.46,36,13.43,13,4.85,104,38.81,71,26.49,6,2.24,18,6.72,33008
33,9,233,30,12.88,32,13.73,11,4.72,63,27.04,65,27.9,12,5.15,20,8.58,33009
33,10,227,28,12.33,29,12.78,5,2.2,59,25.99,68,29.96,9,3.96,29,12.78,33010
33,11,216,12,5.56,25,11.57,5,2.31,67,31.02,62,28.7,14,6.48,31,14.35,33011
33,12,171,22,12.87,19,11.11,10,5.85,29,16.96,54,31.58,23,13.45,14,8.19,33012
33,13,169,11,6.51,10,5.92,7,4.14,58,34.32,48,28.4,9,5.33,26,15.38,33013
33,14,91,7,7.69,6,6.59,7,7.69,31,34.07,27,29.67,3,3.3,10,10.99,33014
33,15,157,12,7.64,10,6.37,5,3.18,68,43.31,33,21.02,12,7.64,17,10.83,33015
33,16,249,29,11.65,29,11.65,10,4.02,49,19.68,68,27.31,16,6.43,48,19.28,33016
