ward,precinct,total,Trump & Pence,Trump & Pence Percent,Clinton & Kaine,Clinton & Kaine Percent,Johnson & Weld,Johnson & Weld Percent,Stein & Baraka,Stein & Baraka Percent,precinct_id
10,8,399,8,2.01,379,94.99,8,2.01,4,1.0,10008
10,9,452,153,33.85,283,62.61,10,2.21,6,1.33,10009
10,10,487,112,23.0,356,73.1,7,1.44,12,2.46,10010
10,11,590,79,13.39,486,82.37,14,2.37,11,1.86,10011
10,12,345,81,23.48,248,71.88,11,3.19,5,1.45,10012
10,13,535,38,7.1,485,90.65,6,1.12,6,1.12,10013
10,14,607,131,21.58,457,75.29,10,1.65,9,1.48,10014
10,15,893,10,1.12,872,97.65,5,0.56,6,0.67,10015
10,16,382,93,24.35,270,70.68,9,2.36,10,2.62,10016
10,17,591,194,32.83,366,61.93,18,3.05,13,2.2,10017
10,18,337,10,2.97,321,95.25,2,0.59,4,1.19,10018
10,19,503,140,27.83,346,68.79,11,2.19,6,1.19,10019
10,20,491,90,18.33,383,78.0,12,2.44,6,1.22,10020
10,21,497,81,16.3,398,80.08,10,2.01,8,1.61,10021
10,22,304,28,9.21,266,87.5,4,1.32,6,1.97,10022
10,23,454,51,11.23,395,87.0,7,1.54,1,0.22,10023
10,24,492,208,42.28,268,54.47,12,2.44,4,0.81,10024
10,25,161,9,5.59,151,93.79,0,0.0,1,0.62,10025
10,26,397,45,11.34,335,84.38,9,2.27,8,2.02,10026
10,27,527,20,3.8,497,94.31,5,0.95,5,0.95,10027
10,28,550,81,14.73,456,82.91,7,1.27,6,1.09,10028
10,29,450,59,13.11,380,84.44,7,1.56,4,0.89,10029
10,30,473,36,7.61,419,88.58,10,2.11,8,1.69,10030
10,31,378,28,7.41,333,88.1,9,2.38,8,2.12,10031
10,32,461,79,17.14,367,79.61,9,1.95,6,1.3,10032
10,33,354,40,11.3,308,87.01,4,1.13,2,0.56,10033
10,34,373,22,5.9,343,91.96,5,1.34,3,0.8,10034
10,35,510,168,32.94,330,64.71,7,1.37,5,0.98,10035
10,36,110,6,5.45,102,92.73,1,0.91,1,0.91,10036
11,1,566,156,27.56,376,66.43,16,2.83,18,3.18,11001
11,2,82,16,19.51,64,78.05,0,0.0,2,2.44,11002
11,3,508,28,5.51,444,87.4,12,2.36,24,4.72,11003
11,4,507,98,19.33,388,76.53,8,1.58,13,2.56,11004
11,5,717,115,16.04,563,78.52,16,2.23,23,3.21,11005
11,6,785,119,15.16,617,78.6,31,3.95,18,2.29,11006
11,7,942,86,9.13,809,85.88,17,1.8,30,3.18,11007
11,8,525,90,17.14,412,78.48,8,1.52,15,2.86,11008
11,9,483,122,25.26,331,68.53,16,3.31,14,2.9,11009
11,10,521,138,26.49,370,71.02,3,0.58,10,1.92,11010
11,11,591,164,27.75,393,66.5,19,3.21,15,2.54,11011
11,12,718,308,42.9,367,51.11,27,3.76,16,2.23,11012
11,13,663,297,44.8,334,50.38,26,3.92,6,0.9,11013
11,14,355,110,30.99,232,65.35,6,1.69,7,1.97,11014
11,15,217,50,23.04,160,73.73,2,0.92,5,2.3,11015
11,16,432,148,34.26,263,60.88,11,2.55,10,2.31,11016
11,17,626,135,21.57,450,71.88,12,1.92,29,4.63,11017
11,18,463,143,30.89,305,65.87,8,1.73,7,1.51,11018
11,19,694,142,20.46,521,75.07,17,2.45,14,2.02,11019
11,20,382,104,27.23,260,68.06,10,2.62,8,2.09,11020
11,21,663,238,35.9,393,59.28,19,2.87,13,1.96,11021
11,22,676,175,25.89,455,67.31,22,3.25,24,3.55,11022
11,23,311,99,31.83,198,63.67,5,1.61,9,2.89,11023
11,24,592,195,32.94,369,62.33,17,2.87,11,1.86,11024
11,25,619,153,24.72,430,69.47,15,2.42,21,3.39,11025
11,26,618,171,27.67,405,65.53,20,3.24,22,3.56,11026
11,27,239,55,23.01,177,74.06,5,2.09,2,0.84,11027
11,28,264,104,39.39,149,56.44,7,2.65,4,1.52,11028
11,29,616,200,32.47,382,62.01,21,3.41,13,2.11,11029
11,30,327,102,31.19,215,65.75,6,1.83,4,1.22,11030
11,31,538,215,39.96,299,55.58,14,2.6,10,1.86,11031
11,32,271,106,39.11,146,53.87,12,4.43,7,2.58,11032
11,33,650,98,15.08,514,79.08,22,3.38,16,2.46,11033
11,34,223,79,35.43,134,60.09,6,2.69,4,1.79,11034
11,35,169,46,27.22,121,71.6,1,0.59,1,0.59,11035
11,36,261,65,24.9,189,72.41,1,0.38,6,2.3,11036
11,37,200,35,17.5,155,77.5,5,2.5,5,2.5,11037
11,38,269,16,5.95,230,85.5,7,2.6,16,5.95,11038
12,1,502,67,13.35,405,80.68,13,2.59,17,3.39,12001
12,2,419,38,9.07,360,85.92,14,3.34,7,1.67,12002
12,3,611,84,13.75,471,77.09,21,3.44,35,5.73,12003
12,4,498,72,14.46,392,78.71,15,3.01,19,3.82,12004
12,5,445,109,24.49,312,70.11,12,2.7,12,2.7,12005
12,6,513,73,14.23,418,81.48,10,1.95,12,2.34,12006
12,7,504,21,4.17,452,89.68,7,1.39,24,4.76,12007
12,8,517,71,13.73,424,82.01,13,2.51,9,1.74,12008
12,9,429,62,14.45,337,78.55,13,3.03,17,3.96,12009
12,10,564,19,3.37,510,90.43,9,1.6,26,4.61,12010
12,11,510,38,7.45,450,88.24,12,2.35,10,1.96,12011
12,12,521,58,11.13,446,85.6,8,1.54,9,1.73,12012
12,13,526,56,10.65,437,83.08,14,2.66,19,3.61,12013
12,14,472,16,3.39,445,94.28,6,1.27,5,1.06,12014
12,15,474,33,6.96,428,90.3,7,1.48,6,1.27,12015
12,16,502,18,3.59,464,92.43,9,1.79,11,2.19,12016
12,17,566,69,12.19,471,83.22,4,0.71,22,3.89,12017
12,18,451,32,7.1,399,88.47,8,1.77,12,2.66,12018
12,19,499,65,13.03,408,81.76,10,2.0,16,3.21,12019
12,20,598,54,9.03,529,88.46,2,0.33,13,2.17,12020
12,21,540,54,10.0,460,85.19,12,2.22,14,2.59,12021
12,22,484,20,4.13,435,89.88,8,1.65,21,4.34,12022
12,23,510,81,15.88,403,79.02,14,2.75,12,2.35,12023
13,1,361,114,31.58,233,64.54,6,1.66,8,2.22,13001
13,2,356,145,40.73,202,56.74,6,1.69,3,0.84,13002
13,3,351,42,11.97,297,84.62,5,1.42,7,1.99,13003
13,4,462,193,41.77,245,53.03,17,3.68,7,1.52,13004
13,5,507,72,14.2,418,82.45,10,1.97,7,1.38,13005
13,6,390,168,43.08,203,52.05,13,3.33,6,1.54,13006
13,7,350,54,15.43,279,79.71,13,3.71,4,1.14,13007
13,8,335,133,39.7,184,54.93,12,3.58,6,1.79,13008
13,9,441,79,17.91,345,78.23,8,1.81,9,2.04,13009
13,10,364,203,55.77,146,40.11,8,2.2,7,1.92,13010
13,11,436,148,33.94,268,61.47,11,2.52,9,2.06,13011
13,12,384,79,20.57,296,77.08,6,1.56,3,0.78,13012
13,13,411,64,15.57,335,81.51,6,1.46,6,1.46,13013
13,14,429,86,20.05,328,76.46,7,1.63,8,1.86,13014
13,15,631,104,16.48,506,80.19,6,0.95,15,2.38,13015
13,16,331,47,14.2,275,83.08,5,1.51,4,1.21,13016
13,17,401,132,32.92,248,61.85,14,3.49,7,1.75,13017
13,18,358,143,39.94,205,57.26,7,1.96,3,0.84,13018
13,19,538,33,6.13,487,90.52,10,1.86,8,1.49,13019
13,20,281,140,49.82,128,45.55,9,3.2,4,1.42,13020
13,21,466,215,46.14,236,50.64,8,1.72,7,1.5,13021
13,22,442,189,42.76,235,53.17,14,3.17,4,0.9,13022
13,23,365,61,16.71,300,82.19,1,0.27,3,0.82,13023
13,24,405,88,21.73,306,75.56,9,2.22,2,0.49,13024
13,25,437,94,21.51,321,73.46,10,2.29,12,2.75,13025
13,26,444,123,27.7,296,66.67,15,3.38,10,2.25,13026
13,27,391,101,25.83,266,68.03,15,3.84,9,2.3,13027
13,28,336,48,14.29,277,82.44,4,1.19,7,2.08,13028
13,29,370,78,21.08,271,73.24,11,2.97,10,2.7,13029
13,30,334,20,5.99,300,89.82,5,1.5,9,2.69,13030
13,31,442,189,42.76,240,54.3,9,2.04,4,0.9,13031
13,32,359,175,48.75,167,46.52,12,3.34,5,1.39,13032
13,33,386,155,40.16,209,54.15,14,3.63,8,2.07,13033
13,34,479,58,12.11,405,84.55,6,1.25,10,2.09,13034
13,35,374,49,13.1,304,81.28,11,2.94,10,2.67,13035
13,36,270,32,11.85,227,84.07,4,1.48,7,2.59,13036
13,37,476,54,11.34,409,85.92,7,1.47,6,1.26,13037
13,38,364,182,50.0,165,45.33,12,3.3,5,1.37,13038
13,39,428,50,11.68,357,83.41,11,2.57,10,2.34,13039
13,40,344,64,18.6,265,77.03,11,3.2,4,1.16,13040
13,41,497,49,9.86,432,86.92,7,1.41,9,1.81,13041
13,42,397,209,52.64,176,44.33,8,2.02,4,1.01,13042
13,43,435,102,23.45,313,71.95,9,2.07,11,2.53,13043
13,44,465,57,12.26,395,84.95,8,1.72,5,1.08,13044
13,45,460,151,32.83,291,63.26,13,2.83,5,1.09,13045
13,46,534,79,14.79,431,80.71,12,2.25,12,2.25,13046
13,47,515,54,10.49,445,86.41,9,1.75,7,1.36,13047
13,48,381,156,40.94,207,54.33,12,3.15,6,1.57,13048
14,1,501,255,50.9,232,46.31,9,1.8,5,1.0,14001
14,2,614,112,18.24,485,78.99,6,0.98,11,1.79,14002
14,3,544,36,6.62,490,90.07,5,0.92,13,2.39,14003
14,4,457,201,43.98,233,50.98,11,2.41,12,2.63,14004
14,5,694,33,4.76,642,92.51,7,1.01,12,1.73,14005
14,6,237,15,6.33,217,91.56,1,0.42,4,1.69,14006
14,7,579,74,12.78,491,84.8,7,1.21,7,1.21,14007
14,8,577,95,16.46,458,79.38,7,1.21,17,2.95,14008
14,9,535,181,33.83,332,62.06,16,2.99,6,1.12,14009
14,10,334,51,15.27,272,81.44,5,1.5,6,1.8,14010
14,11,293,16,5.46,269,91.81,3,1.02,5,1.71,14011
14,12,503,96,19.09,390,77.53,10,1.99,7,1.39,14012
14,13,396,36,9.09,348,87.88,3,0.76,9,2.27,14013
14,14,470,36,7.66,414,88.09,11,2.34,9,1.91,14014
14,15,552,28,5.07,503,91.12,5,0.91,16,2.9,14015
14,16,346,49,14.16,279,80.64,10,2.89,8,2.31,14016
14,17,397,36,9.07,346,87.15,8,2.02,7,1.76,14017
14,18,192,49,25.52,138,71.88,2,1.04,3,1.56,14018
14,19,474,37,7.81,424,89.45,8,1.69,5,1.05,14019
14,20,337,34,10.09,291,86.35,3,0.89,9,2.67,14020
14,21,448,38,8.48,390,87.05,6,1.34,14,3.13,14021
14,22,610,158,25.9,420,68.85,18,2.95,14,2.3,14022
14,23,375,112,29.87,246,65.6,9,2.4,8,2.13,14023
14,24,540,238,44.07,287,53.15,11,2.04,4,0.74,14024
14,25,298,33,11.07,252,84.56,5,1.68,8,2.68,14025
14,26,353,21,5.95,319,90.37,7,1.98,6,1.7,14026
14,27,485,68,14.02,396,81.65,9,1.86,12,2.47,14027
14,28,384,58,15.1,307,79.95,7,1.82,12,3.13,14028
14,29,422,27,6.4,376,89.1,7,1.66,12,2.84,14029
14,30,278,7,2.52,264,94.96,0,0.0,7,2.52,14030
14,31,269,26,9.67,230,85.5,5,1.86,8,2.97,14031
15,1,466,31,6.65,428,91.85,3,0.64,4,0.86,15001
15,2,339,2,0.59,334,98.53,0,0.0,3,0.88,15002
15,3,345,5,1.45,337,97.68,2,0.58,1,0.29,15003
15,4,467,37,7.92,413,88.44,9,1.93,8,1.71,15004
15,5,472,33,6.99,425,90.04,3,0.64,11,2.33,15005
15,6,530,62,11.7,439,82.83,16,3.02,13,2.45,15006
15,7,399,7,1.75,388,97.24,2,0.5,2,0.5,15007
15,8,420,29,6.9,375,89.29,3,0.71,13,3.1,15008
15,9,608,58,9.54,527,86.68,16,2.63,7,1.15,15009
15,10,650,72,11.08,550,84.62,11,1.69,17,2.62,15010
15,11,558,47,8.42,497,89.07,10,1.79,4,0.72,15011
15,12,557,60,10.77,477,85.64,12,2.15,8,1.44,15012
15,13,457,29,6.35,419,91.68,2,0.44,7,1.53,15013
15,14,442,20,4.52,405,91.63,4,0.9,13,2.94,15014
15,15,431,20,4.64,398,92.34,4,0.93,9,2.09,15015
15,16,523,24,4.59,485,92.73,6,1.15,8,1.53,15016
15,17,364,10,2.75,352,96.7,1,0.27,1,0.27,15017
15,18,388,6,1.55,377,97.16,4,1.03,1,0.26,15018
15,19,416,26,6.25,375,90.14,9,2.16,6,1.44,15019
15,20,326,3,0.92,321,98.47,1,0.31,1,0.31,15020
15,21,317,3,0.95,310,97.79,0,0.0,4,1.26,15021
15,22,416,5,1.2,404,97.12,1,0.24,6,1.44,15022
15,23,409,7,1.71,395,96.58,3,0.73,4,0.98,15023
15,24,396,3,0.76,390,98.48,3,0.76,0,0.0,15024
16,1,538,45,8.36,474,88.1,10,1.86,9,1.67,16001
16,2,442,11,2.49,421,95.25,6,1.36,4,0.9,16002
16,3,384,8,2.08,374,97.4,2,0.52,0,0.0,16003
16,4,420,6,1.43,404,96.19,3,0.71,7,1.67,16004
16,5,357,8,2.24,345,96.64,1,0.28,3,0.84,16005
16,6,414,7,1.69,404,97.58,2,0.48,1,0.24,16006
16,7,401,10,2.49,381,95.01,4,1.0,6,1.5,16007
16,8,332,5,1.51,323,97.29,2,0.6,2,0.6,16008
16,9,460,13,2.83,437,95.0,5,1.09,5,1.09,16009
16,10,404,7,1.73,395,97.77,1,0.25,1,0.25,16010
16,11,440,16,3.64,421,95.68,1,0.23,2,0.45,16011
16,12,378,10,2.65,358,94.71,6,1.59,4,1.06,16012
16,13,488,12,2.46,464,95.08,7,1.43,5,1.02,16013
16,14,396,9,2.27,378,95.45,5,1.26,4,1.01,16014
16,15,446,4,0.9,437,97.98,2,0.45,3,0.67,16015
16,16,409,1,0.24,399,97.56,5,1.22,4,0.98,16016
16,17,513,24,4.68,484,94.35,3,0.58,2,0.39,16017
16,18,445,20,4.49,414,93.03,5,1.12,6,1.35,16018
16,19,409,10,2.44,394,96.33,2,0.49,3,0.73,16019
16,20,374,7,1.87,362,96.79,1,0.27,4,1.07,16020
16,21,375,8,2.13,362,96.53,1,0.27,4,1.07,16021
16,22,408,8,1.96,393,96.32,5,1.23,2,0.49,16022
16,23,479,23,4.8,442,92.28,6,1.25,8,1.67,16023
16,24,256,4,1.56,248,96.88,2,0.78,2,0.78,16024
16,25,456,9,1.97,431,94.52,4,0.88,12,2.63,16025
16,26,383,7,1.83,371,96.87,2,0.52,3,0.78,16026
16,27,411,5,1.22,400,97.32,3,0.73,3,0.73,16027
16,28,387,2,0.52,383,98.97,2,0.52,0,0.0,16028
16,29,414,3,0.72,411,99.28,0,0.0,0,0.0,16029
16,30,392,5,1.28,385,98.21,0,0.0,2,0.51,16030
16,31,422,3,0.71,409,96.92,4,0.95,6,1.42,16031
16,32,496,23,4.64,458,92.34,9,1.81,6,1.21,16032
16,33,400,5,1.25,388,97.0,2,0.5,5,1.25,16033
16,34,394,5,1.27,385,97.72,3,0.76,1,0.25,16034
16,35,512,15,2.93,486,94.92,6,1.17,5,0.98,16035
16,36,327,5,1.53,320,97.86,1,0.31,1,0.31,16036
17,1,447,36,8.05,396,88.59,7,1.57,8,1.79,17001
17,2,461,5,1.08,448,97.18,3,0.65,5,1.08,17002
17,3,506,9,1.78,490,96.84,2,0.4,5,0.99,17003
17,4,620,8,1.29,602,97.1,2,0.32,8,1.29,17004
17,5,388,9,2.32,373,96.13,2,0.52,4,1.03,17005
17,6,467,15,3.21,448,95.93,2,0.43,2,0.43,17006
17,7,443,18,4.06,417,94.13,2,0.45,6,1.35,17007
17,8,479,12,2.51,464,96.87,3,0.63,0,0.0,17008
17,9,375,2,0.53,368,98.13,4,1.07,1,0.27,17009
17,10,615,20,3.25,585,95.12,5,0.81,5,0.81,17010
17,11,414,7,1.69,399,96.38,5,1.21,3,0.72,17011
17,12,647,20,3.09,598,92.43,11,1.7,18,2.78,17012
17,13,449,6,1.34,440,98.0,3,0.67,0,0.0,17013
17,14,530,23,4.34,499,94.15,1,0.19,7,1.32,17014
17,15,557,11,1.97,531,95.33,8,1.44,7,1.26,17015
17,16,485,16,3.3,463,95.46,5,1.03,1,0.21,17016
17,17,452,19,4.2,427,94.47,2,0.44,4,0.88,17017
17,18,481,1,0.21,472,98.13,3,0.62,5,1.04,17018
17,19,331,5,1.51,326,98.49,0,0.0,0,0.0,17019
17,20,557,3,0.54,547,98.2,2,0.36,5,0.9,17020
17,21,513,8,1.56,493,96.1,6,1.17,6,1.17,17021
17,22,439,8,1.82,426,97.04,2,0.46,3,0.68,17022
17,23,319,5,1.57,310,97.18,2,0.63,2,0.63,17023
17,24,523,3,0.57,509,97.32,7,1.34,4,0.76,17024
17,25,384,5,1.3,375,97.66,2,0.52,2,0.52,17025
17,26,550,8,1.45,537,97.64,0,0.0,5,0.91,17026
17,27,472,11,2.33,459,97.25,1,0.21,1,0.21,17027
17,28,400,8,2.0,390,97.5,0,0.0,2,0.5,17028
17,29,479,8,1.67,466,97.29,3,0.63,2,0.42,17029
17,30,431,37,8.58,382,88.63,3,0.7,9,2.09,17030
17,31,341,2,0.59,335,98.24,1,0.29,3,0.88,17031
17,32,426,4,0.94,422,99.06,0,0.0,0,0.0,17032
17,33,363,5,1.38,354,97.52,1,0.28,3,0.83,17033
17,34,372,5,1.34,361,97.04,3,0.81,3,0.81,17034
17,35,408,4,0.98,398,97.55,4,0.98,2,0.49,17035
17,36,492,5,1.02,485,98.58,0,0.0,2,0.41,17036
17,37,407,8,1.97,396,97.3,0,0.0,3,0.74,17037
17,38,524,6,1.15,508,96.95,5,0.95,5,0.95,17038
17,39,488,5,1.02,479,98.16,2,0.41,2,0.41,17039
17,40,470,4,0.85,464,98.72,0,0.0,2,0.43,17040
17,41,540,6,1.11,526,97.41,2,0.37,6,1.11,17041
18,1,448,19,4.24,416,92.86,4,0.89,9,2.01,18001
18,2,472,62,13.14,398,84.32,4,0.85,8,1.69,18002
18,3,416,112,26.92,292,70.19,8,1.92,4,0.96,18003
18,4,484,17,3.51,456,94.21,5,1.03,6,1.24,18004
18,5,356,5,1.4,346,97.19,2,0.56,3,0.84,18005
18,6,424,114,26.89,291,68.63,9,2.12,10,2.36,18006
18,7,508,51,10.04,448,88.19,5,0.98,4,0.79,18007
18,8,468,16,3.42,446,95.3,4,0.85,2,0.43,18008
18,9,444,25,5.63,410,92.34,3,0.68,6,1.35,18009
18,10,568,15,2.64,544,95.77,3,0.53,6,1.06,18010
18,11,402,48,11.94,346,86.07,5,1.24,3,0.75,18011
18,12,451,18,3.99,426,94.46,2,0.44,5,1.11,18012
18,13,502,22,4.38,465,92.63,11,2.19,4,0.8,18013
18,14,471,11,2.34,452,95.97,4,0.85,4,0.85,18014
18,15,545,77,14.13,455,83.49,6,1.1,7,1.28,18015
18,16,435,14,3.22,414,95.17,3,0.69,4,0.92,18016
18,17,477,28,5.87,434,90.99,3,0.63,12,2.52,18017
18,18,377,10,2.65,362,96.02,4,1.06,1,0.27,18018
18,19,458,15,3.28,434,94.76,5,1.09,4,0.87,18019
18,20,394,7,1.78,380,96.45,2,0.51,5,1.27,18020
18,21,549,25,4.55,509,92.71,7,1.28,8,1.46,18021
18,22,496,13,2.62,478,96.37,2,0.4,3,0.6,18022
18,23,454,24,5.29,419,92.29,5,1.1,6,1.32,18023
18,24,470,90,19.15,358,76.17,12,2.55,10,2.13,18024
18,25,519,100,19.27,404,77.84,9,1.73,6,1.16,18025
18,26,527,20,3.8,503,95.45,2,0.38,2,0.38,18026
18,27,388,20,5.15,363,93.56,5,1.29,0,0.0,18027
18,28,459,127,27.67,318,69.28,10,2.18,4,0.87,18028
18,29,502,56,11.16,440,87.65,2,0.4,4,0.8,18029
18,30,548,126,22.99,398,72.63,11,2.01,13,2.37,18030
18,31,482,14,2.9,462,95.85,4,0.83,2,0.41,18031
18,32,479,12,2.51,461,96.24,3,0.63,3,0.63,18032
18,33,365,5,1.37,358,98.08,1,0.27,1,0.27,18033
18,34,529,32,6.05,486,91.87,5,0.95,6,1.13,18034
18,35,496,16,3.23,472,95.16,3,0.6,5,1.01,18035
18,36,499,62,12.42,418,83.77,10,2.0,9,1.8,18036
18,37,500,18,3.6,476,95.2,2,0.4,4,0.8,18037
18,38,422,9,2.13,404,95.73,2,0.47,7,1.66,18038
18,39,417,12,2.88,392,94.0,4,0.96,9,2.16,18039
18,40,538,73,13.57,445,82.71,10,1.86,10,1.86,18040
18,41,516,16,3.1,495,95.93,2,0.39,3,0.58,18041
18,42,452,21,4.65,417,92.26,4,0.88,10,2.21,18042
18,43,385,80,20.78,290,75.32,6,1.56,9,2.34,18043
18,44,423,127,30.02,284,67.14,4,0.95,8,1.89,18044
18,45,474,35,7.38,422,89.03,8,1.69,9,1.9,18045
18,46,514,95,18.48,405,78.79,11,2.14,3,0.58,18046
18,47,396,14,3.54,373,94.19,4,1.01,5,1.26,18047
18,48,382,8,2.09,367,96.07,5,1.31,2,0.52,18048
18,49,332,13,3.92,314,94.58,3,0.9,2,0.6,18049
18,50,400,11,2.75,379,94.75,6,1.5,4,1.0,18050
19,1,456,201,44.08,235,51.54,15,3.29,5,1.1,19001
19,2,636,88,13.84,530,83.33,11,1.73,7,1.1,19002
19,3,402,272,67.66,114,28.36,13,3.23,3,0.75,19003
19,4,576,335,58.16,208,36.11,24,4.17,9,1.56,19004
19,5,518,106,20.46,381,73.55,25,4.83,6,1.16,19005
19,6,524,272,51.91,229,43.7,18,3.44,5,0.95,19006
19,7,474,175,36.92,270,56.96,21,4.43,8,1.69,19007
19,8,577,349,60.49,202,35.01,19,3.29,7,1.21,19008
19,9,398,198,49.75,189,47.49,9,2.26,2,0.5,19009
19,10,584,108,18.49,442,75.68,26,4.45,8,1.37,19010
19,11,526,354,67.3,148,28.14,17,3.23,7,1.33,19011
19,12,439,274,62.41,147,33.49,10,2.28,8,1.82,19012
19,13,592,29,4.9,552,93.24,7,1.18,4,0.68,19013
19,14,563,112,19.89,419,74.42,16,2.84,16,2.84,19014
19,15,675,405,60.0,225,33.33,28,4.15,17,2.52,19015
19,16,533,317,59.47,192,36.02,19,3.56,5,0.94,19016
19,17,465,221,47.53,213,45.81,25,5.38,6,1.29,19017
19,18,444,99,22.3,312,70.27,28,6.31,5,1.13,19018
19,19,626,130,20.77,458,73.16,22,3.51,16,2.56,19019
19,20,431,46,10.67,372,86.31,7,1.62,6,1.39,19020
19,21,539,339,62.89,168,31.17,20,3.71,12,2.23,19021
19,22,525,126,24.0,369,70.29,22,4.19,8,1.52,19022
19,23,501,228,45.51,242,48.3,26,5.19,5,1.0,19023
19,24,382,230,60.21,132,34.55,14,3.66,6,1.57,19024
19,25,477,149,31.24,307,64.36,14,2.94,7,1.47,19025
19,26,527,161,30.55,330,62.62,33,6.26,3,0.57,19026
19,27,475,44,9.26,411,86.53,12,2.53,8,1.68,19027
19,28,567,23,4.06,519,91.53,10,1.76,15,2.65,19028
19,29,553,314,56.78,211,38.16,20,3.62,8,1.45,19029
19,30,472,290,61.44,164,34.75,11,2.33,7,1.48,19030
19,31,449,137,30.51,291,64.81,17,3.79,4,0.89,19031
19,32,446,202,45.29,221,49.55,13,2.91,10,2.24,19032
19,33,526,329,62.55,173,32.89,16,3.04,8,1.52,19033
19,34,469,128,27.29,318,67.8,20,4.26,3,0.64,19034
19,35,445,117,26.29,313,70.34,10,2.25,5,1.12,19035
19,36,711,69,9.7,627,88.19,4,0.56,11,1.55,19036
19,37,474,51,10.76,410,86.5,6,1.27,7,1.48,19037
19,38,453,46,10.15,387,85.43,7,1.55,13,2.87,19038
19,39,225,14,6.22,206,91.56,3,1.33,2,0.89,19039
19,40,538,113,21.0,400,74.35,15,2.79,10,1.86,19040
19,41,499,307,61.52,176,35.27,14,2.81,2,0.4,19041
19,42,386,67,17.36,303,78.5,8,2.07,8,2.07,19042
19,43,688,20,2.91,651,94.62,4,0.58,13,1.89,19043
19,44,582,358,61.51,197,33.85,24,4.12,3,0.52,19044
19,45,493,244,49.49,222,45.03,22,4.46,5,1.01,19045
19,46,523,241,46.08,247,47.23,25,4.78,10,1.91,19046
19,47,705,103,14.61,579,82.13,16,2.27,7,0.99,19047
19,48,648,16,2.47,620,95.68,6,0.93,6,0.93,19048
19,49,587,51,8.69,513,87.39,6,1.02,17,2.9,19049
19,50,423,160,37.83,237,56.03,21,4.96,5,1.18,19050
19,51,555,219,39.46,304,54.77,16,2.88,16,2.88,19051
19,52,592,326,55.07,233,39.36,22,3.72,11,1.86,19052
19,53,478,164,34.31,283,59.21,21,4.39,10,2.09,19053
19,54,428,297,69.39,122,28.5,3,0.7,6,1.4,19054
19,55,463,284,61.34,164,35.42,10,2.16,5,1.08,19055
19,56,525,112,21.33,382,72.76,25,4.76,6,1.14,19056
19,57,418,64,15.31,332,79.43,7,1.67,15,3.59,19057
20,1,537,7,1.3,523,97.39,2,0.37,5,0.93,20001
20,2,229,8,3.49,219,95.63,2,0.87,0,0.0,20002
20,3,418,2,0.48,407,97.37,3,0.72,6,1.44,20003
20,4,265,18,6.79,241,90.94,2,0.75,4,1.51,20004
20,5,533,9,1.69,511,95.87,3,0.56,10,1.88,20005
20,6,277,5,1.81,269,97.11,2,0.72,1,0.36,20006
20,7,549,14,2.55,526,95.81,3,0.55,6,1.09,20007
20,8,463,3,0.65,453,97.84,3,0.65,4,0.86,20008
20,9,662,9,1.36,642,96.98,2,0.3,9,1.36,20009
20,10,435,5,1.15,423,97.24,3,0.69,4,0.92,20010
20,11,652,7,1.07,638,97.85,3,0.46,4,0.61,20011
20,12,436,0,0.0,432,99.08,1,0.23,3,0.69,20012
20,13,630,6,0.95,614,97.46,3,0.48,7,1.11,20013
20,14,275,4,1.45,267,97.09,1,0.36,3,1.09,20014
20,15,526,33,6.27,476,90.49,6,1.14,11,2.09,20015
20,16,534,14,2.62,502,94.01,5,0.94,13,2.43,20016
20,17,333,10,3.0,313,93.99,8,2.4,2,0.6,20017
20,18,423,3,0.71,414,97.87,4,0.95,2,0.47,20018
20,19,540,8,1.48,518,95.93,3,0.56,11,2.04,20019
20,20,437,24,5.49,399,91.3,6,1.37,8,1.83,20020
20,21,432,8,1.85,416,96.3,3,0.69,5,1.16,20021
20,22,495,9,1.82,474,95.76,7,1.41,5,1.01,20022
20,23,614,7,1.14,597,97.23,2,0.33,8,1.3,20023
20,24,502,12,2.39,481,95.82,3,0.6,6,1.2,20024
20,25,410,15,3.66,392,95.61,1,0.24,2,0.49,20025
20,26,520,17,3.27,490,94.23,6,1.15,7,1.35,20026
20,27,308,7,2.27,295,95.78,3,0.97,3,0.97,20027
20,28,317,4,1.26,309,97.48,2,0.63,2,0.63,20028
20,29,586,8,1.37,570,97.27,5,0.85,3,0.51,20029
20,30,260,3,1.15,255,98.08,1,0.38,1,0.38,20030
20,31,608,9,1.48,588,96.71,4,0.66,7,1.15,20031
20,32,521,8,1.54,508,97.5,1,0.19,4,0.77,20032
20,33,352,2,0.57,345,98.01,1,0.28,4,1.14,20033
20,34,744,27,3.63,696,93.55,9,1.21,12,1.61,20034
20,35,535,3,0.56,529,98.88,1,0.19,2,0.37,20035
20,36,198,1,0.51,195,98.48,2,1.01,0,0.0,20036
20,37,187,3,1.6,183,97.86,0,0.0,1,0.53,20037
20,38,213,3,1.41,208,97.65,0,0.0,2,0.94,20038
20,39,69,1,1.45,68,98.55,0,0.0,0,0.0,20039
21,1,472,4,0.85,457,96.82,5,1.06,6,1.27,21001
21,2,403,4,0.99,393,97.52,0,0.0,6,1.49,21002
21,3,497,8,1.61,478,96.18,4,0.8,7,1.41,21003
21,4,499,7,1.4,488,97.8,2,0.4,2,0.4,21004
21,5,523,10,1.91,509,97.32,4,0.76,0,0.0,21005
