ward,precinct,total,Herb Schumann,Herb Schumann Percent,Martin J. Durkan,Martin J. Durkan Percent,Christopher Anthony,Christopher Anthony Percent,precinct_id
13,5,460,58,12.61,370,80.43,32,6.96,13005
13,6,361,127,35.18,198,54.85,36,9.97,13006
13,7,322,39,12.11,252,78.26,31,9.63,13007
13,8,324,109,33.64,190,58.64,25,7.72,13008
13,9,411,63,15.33,312,75.91,36,8.76,13009
13,10,341,144,42.23,166,48.68,31,9.09,13010
13,11,398,104,26.13,264,66.33,30,7.54,13011
13,12,359,67,18.66,249,69.36,43,11.98,13012
13,13,377,43,11.41,302,80.11,32,8.49,13013
13,14,395,60,15.19,293,74.18,42,10.63,13014
13,15,603,64,10.61,490,81.26,49,8.13,13015
13,16,294,21,7.14,249,84.69,24,8.16,13016
13,17,368,88,23.91,234,63.59,46,12.5,13017
13,18,325,107,32.92,182,56.0,36,11.08,13018
13,19,478,34,7.11,408,85.36,36,7.53,13019
13,20,256,91,35.55,150,58.59,15,5.86,13020
13,21,434,150,34.56,242,55.76,42,9.68,13021
13,22,416,139,33.41,242,58.17,35,8.41,13022
13,23,344,52,15.12,264,76.74,28,8.14,13023
13,24,371,66,17.79,270,72.78,35,9.43,13024
13,25,406,74,18.23,281,69.21,51,12.56,13025
13,26,420,89,21.19,297,70.71,34,8.1,13026
13,27,359,60,16.71,263,73.26,36,10.03,13027
13,28,301,36,11.96,235,78.07,30,9.97,13028
13,29,342,53,15.5,260,76.02,29,8.48,13029
13,30,314,20,6.37,258,82.17,36,11.46,13030
13,31,401,120,29.93,239,59.6,42,10.47,13031
13,32,324,120,37.04,178,54.94,26,8.02,13032
13,33,358,108,30.17,210,58.66,40,11.17,13033
13,34,452,44,9.73,369,81.64,39,8.63,13034
13,35,355,41,11.55,287,80.85,27,7.61,13035
13,36,255,27,10.59,203,79.61,25,9.8,13036
13,37,445,42,9.44,361,81.12,42,9.44,13037
13,38,343,113,32.94,201,58.6,29,8.45,13038
13,39,401,33,8.23,331,82.54,37,9.23,13039
13,40,319,57,17.87,239,74.92,23,7.21,13040
13,41,465,41,8.82,386,83.01,38,8.17,13041
13,42,370,142,38.38,187,50.54,41,11.08,13042
13,43,402,58,14.43,299,74.38,45,11.19,13043
13,44,436,33,7.57,380,87.16,23,5.28,13044
13,45,423,88,20.8,303,71.63,32,7.57,13045
13,46,490,55,11.22,390,79.59,45,9.18,13046
13,47,456,43,9.43,379,83.11,34,7.46,13047
13,48,338,87,25.74,214,63.31,37,10.95,13048
14,1,459,170,37.04,245,53.38,44,9.59,14001
14,2,570,82,14.39,434,76.14,54,9.47,14002
14,3,493,30,6.09,406,82.35,57,11.56,14003
14,4,399,144,36.09,221,55.39,34,8.52,14004
14,5,625,29,4.64,552,88.32,44,7.04,14005
14,6,230,13,5.65,197,85.65,20,8.7,14006
14,7,545,62,11.38,426,78.17,57,10.46,14007
14,8,510,74,14.51,368,72.16,68,13.33,14008
14,9,491,141,28.72,297,60.49,53,10.79,14009
14,10,303,50,16.5,211,69.64,42,13.86,14010
14,11,274,12,4.38,238,86.86,24,8.76,14011
14,12,455,67,14.73,346,76.04,42,9.23,14012
14,13,360,34,9.44,289,80.28,37,10.28,14013
14,14,440,32,7.27,368,83.64,40,9.09,14014
14,15,510,30,5.88,438,85.88,42,8.24,14015
14,16,310,29,9.35,242,78.06,39,12.58,14016
14,17,357,35,9.8,282,78.99,40,11.2,14017
14,18,173,52,30.06,107,61.85,14,8.09,14018
14,19,450,37,8.22,358,79.56,55,12.22,14019
14,20,300,32,10.67,236,78.67,32,10.67,14020
14,21,409,33,8.07,328,80.2,48,11.74,14021
14,22,552,129,23.37,351,63.59,72,13.04,14022
14,23,346,86,24.86,226,65.32,34,9.83,14023
14,24,499,159,31.86,284,56.91,56,11.22,14024
14,25,278,24,8.63,232,83.45,22,7.91,14025
14,26,330,26,7.88,271,82.12,33,10.0,14026
14,27,436,55,12.61,325,74.54,56,12.84,14027
14,28,350,48,13.71,267,76.29,35,10.0,14028
14,29,382,33,8.64,311,81.41,38,9.95,14029
14,30,265,16,6.04,225,84.91,24,9.06,14030
14,31,256,17,6.64,211,82.42,28,10.94,14031
15,1,415,30,7.23,337,81.2,48,11.57,15001
15,2,319,5,1.57,298,93.42,16,5.02,15002
15,3,328,7,2.13,308,93.9,13,3.96,15003
15,4,422,48,11.37,318,75.36,56,13.27,15004
15,5,425,34,8.0,346,81.41,45,10.59,15005
15,6,463,56,12.1,355,76.67,52,11.23,15006
15,7,327,5,1.53,301,92.05,21,6.42,15007
15,8,390,31,7.95,313,80.26,46,11.79,15008
15,9,547,58,10.6,430,78.61,59,10.79,15009
15,10,584,63,10.79,441,75.51,80,13.7,15010
15,11,542,49,9.04,434,80.07,59,10.89,15011
15,12,530,59,11.13,425,80.19,46,8.68,15012
15,13,432,33,7.64,352,81.48,47,10.88,15013
15,14,400,33,8.25,314,78.5,53,13.25,15014
15,15,397,22,5.54,333,83.88,42,10.58,15015
15,16,463,27,5.83,402,86.83,34,7.34,15016
15,17,327,9,2.75,306,93.58,12,3.67,15017
15,18,353,7,1.98,331,93.77,15,4.25,15018
15,19,374,30,8.02,302,80.75,42,11.23,15019
15,20,285,7,2.46,267,93.68,11,3.86,15020
15,21,292,1,0.34,275,94.18,16,5.48,15021
15,22,357,3,0.84,339,94.96,15,4.2,15022
15,23,365,11,3.01,340,93.15,14,3.84,15023
15,24,357,5,1.4,337,94.4,15,4.2,15024
16,1,487,60,12.32,391,80.29,36,7.39,16001
16,2,420,12,2.86,377,89.76,31,7.38,16002
16,3,356,14,3.93,331,92.98,11,3.09,16003
16,4,388,12,3.09,353,90.98,23,5.93,16004
16,5,348,7,2.01,326,93.68,15,4.31,16005
16,6,381,3,0.79,364,95.54,14,3.67,16006
16,7,363,10,2.75,331,91.18,22,6.06,16007
16,8,289,11,3.81,264,91.35,14,4.84,16008
16,9,417,13,3.12,375,89.93,29,6.95,16009
16,10,376,13,3.46,344,91.49,19,5.05,16010
16,11,396,15,3.79,351,88.64,30,7.58,16011
16,12,354,8,2.26,320,90.4,26,7.34,16012
16,13,442,23,5.2,384,86.88,35,7.92,16013
16,14,364,11,3.02,325,89.29,28,7.69,16014
16,15,410,7,1.71,380,92.68,23,5.61,16015
16,16,362,6,1.66,334,92.27,22,6.08,16016
16,17,458,14,3.06,399,87.12,45,9.83,16017
16,18,367,14,3.81,328,89.37,25,6.81,16018
16,19,359,14,3.9,331,92.2,14,3.9,16019
16,20,342,7,2.05,313,91.52,22,6.43,16020
16,21,338,7,2.07,314,92.9,17,5.03,16021
16,22,380,11,2.89,350,92.11,19,5.0,16022
16,23,417,31,7.43,359,86.09,27,6.47,16023
16,24,226,10,4.42,201,88.94,15,6.64,16024
16,25,412,9,2.18,373,90.53,30,7.28,16025
16,26,332,6,1.81,317,95.48,9,2.71,16026
16,27,343,10,2.92,316,92.13,17,4.96,16027
16,28,355,9,2.54,329,92.68,17,4.79,16028
16,29,363,6,1.65,344,94.77,13,3.58,16029
16,30,360,12,3.33,333,92.5,15,4.17,16030
16,31,396,7,1.77,367,92.68,22,5.56,16031
16,32,458,35,7.64,387,84.5,36,7.86,16032
16,33,353,5,1.42,332,94.05,16,4.53,16033
16,34,351,7,1.99,322,91.74,22,6.27,16034
16,35,470,28,5.96,405,86.17,37,7.87,16035
16,36,292,11,3.77,269,92.12,12,4.11,16036
17,1,414,34,8.21,352,85.02,28,6.76,17001
17,2,412,7,1.7,379,91.99,26,6.31,17002
17,3,465,14,3.01,422,90.75,29,6.24,17003
17,4,571,7,1.23,534,93.52,30,5.25,17004
17,5,352,10,2.84,324,92.05,18,5.11,17005
17,6,431,16,3.71,388,90.02,27,6.26,17006
17,7,434,20,4.61,376,86.64,38,8.76,17007
17,8,431,13,3.02,391,90.72,27,6.26,17008
17,9,351,11,3.13,334,95.16,6,1.71,17009
17,10,560,14,2.5,501,89.46,45,8.04,17010
17,11,381,10,2.62,354,92.91,17,4.46,17011
17,12,570,23,4.04,493,86.49,54,9.47,17012
17,13,384,13,3.39,353,91.93,18,4.69,17013
17,14,469,22,4.69,407,86.78,40,8.53,17014
17,15,507,16,3.16,460,90.73,31,6.11,17015
17,16,461,24,5.21,411,89.15,26,5.64,17016
17,17,422,20,4.74,373,88.39,29,6.87,17017
17,18,450,7,1.56,423,94.0,20,4.44,17018
17,19,296,9,3.04,275,92.91,12,4.05,17019
17,20,512,8,1.56,481,93.95,23,4.49,17020
17,21,477,8,1.68,436,91.4,33,6.92,17021
17,22,392,9,2.3,363,92.6,20,5.1,17022
17,23,288,5,1.74,265,92.01,18,6.25,17023
17,24,462,14,3.03,414,89.61,34,7.36,17024
17,25,342,14,4.09,308,90.06,20,5.85,17025
17,26,510,11,2.16,486,95.29,13,2.55,17026
17,27,426,11,2.58,401,94.13,14,3.29,17027
17,28,340,9,2.65,311,91.47,20,5.88,17028
17,29,427,8,1.87,389,91.1,30,7.03,17029
17,30,385,36,9.35,314,81.56,35,9.09,17030
17,31,313,9,2.88,293,93.61,11,3.51,17031
17,32,402,8,1.99,384,95.52,10,2.49,17032
17,33,327,5,1.53,304,92.97,18,5.5,17033
17,34,333,3,0.9,308,92.49,22,6.61,17034
17,35,365,5,1.37,342,93.7,18,4.93,17035
17,36,435,8,1.84,402,92.41,25,5.75,17036
17,37,388,9,2.32,361,93.04,18,4.64,17037
17,38,461,9,1.95,424,91.97,28,6.07,17038
17,39,434,5,1.15,407,93.78,22,5.07,17039
17,40,433,5,1.15,396,91.45,32,7.39,17040
17,41,511,7,1.37,480,93.93,24,4.7,17041
18,1,419,22,5.25,367,87.59,30,7.16,18001
18,2,434,54,12.44,341,78.57,39,8.99,18002
18,3,384,79,20.57,265,69.01,40,10.42,18003
18,4,449,17,3.79,403,89.76,29,6.46,18004
18,5,327,8,2.45,295,90.21,24,7.34,18005
18,6,405,108,26.67,268,66.17,29,7.16,18006
18,7,461,46,9.98,381,82.65,34,7.38,18007
18,8,438,16,3.65,396,90.41,26,5.94,18008
18,9,415,28,6.75,364,87.71,23,5.54,18009
18,10,530,15,2.83,481,90.75,34,6.42,18010
18,11,363,43,11.85,296,81.54,24,6.61,18011
18,12,418,15,3.59,383,91.63,20,4.78,18012
18,13,469,18,3.84,421,89.77,30,6.4,18013
18,14,440,11,2.5,400,90.91,29,6.59,18014
18,15,500,55,11.0,390,78.0,55,11.0,18015
18,16,406,18,4.43,369,90.89,19,4.68,18016
18,17,463,28,6.05,401,86.61,34,7.34,18017
18,18,353,12,3.4,328,92.92,13,3.68,18018
18,19,409,8,1.96,381,93.15,20,4.89,18019
18,20,357,7,1.96,330,92.44,20,5.6,18020
18,21,527,32,6.07,463,87.86,32,6.07,18021
18,22,465,17,3.66,426,91.61,22,4.73,18022
18,23,417,21,5.04,364,87.29,32,7.67,18023
18,24,423,65,15.37,319,75.41,39,9.22,18024
18,25,463,80,17.28,342,73.87,41,8.86,18025
18,26,494,20,4.05,445,90.08,29,5.87,18026
18,27,364,27,7.42,309,84.89,28,7.69,18027
18,28,419,89,21.24,294,70.17,36,8.59,18028
18,29,465,41,8.82,392,84.3,32,6.88,18029
18,30,490,108,22.04,341,69.59,41,8.37,18030
18,31,471,15,3.18,432,91.72,24,5.1,18031
18,32,464,5,1.08,431,92.89,28,6.03,18032
18,33,351,3,0.85,327,93.16,21,5.98,18033
18,34,492,27,5.49,431,87.6,34,6.91,18034
18,35,462,16,3.46,419,90.69,27,5.84,18035
18,36,471,48,10.19,395,83.86,28,5.94,18036
18,37,481,15,3.12,443,92.1,23,4.78,18037
18,38,395,9,2.28,364,92.15,22,5.57,18038
18,39,393,11,2.8,351,89.31,31,7.89,18039
18,40,512,59,11.52,400,78.13,53,10.35,18040
18,41,495,19,3.84,443,89.49,33,6.67,18041
18,42,416,15,3.61,368,88.46,33,7.93,18042
18,43,350,69,19.71,248,70.86,33,9.43,18043
18,44,385,91,23.64,266,69.09,28,7.27,18044
18,45,443,32,7.22,385,86.91,26,5.87,18045
18,46,483,72,14.91,361,74.74,50,10.35,18046
18,47,378,17,4.5,332,87.83,29,7.67,18047
18,48,362,9,2.49,329,90.88,24,6.63,18048
18,49,303,11,3.63,273,90.1,19,6.27,18049
18,50,369,11,2.98,341,92.41,17,4.61,18050
19,1,408,137,33.58,236,57.84,35,8.58,19001
19,2,586,79,13.48,462,78.84,45,7.68,19002
19,3,373,200,53.62,152,40.75,21,5.63,19003
19,4,531,237,44.63,253,47.65,41,7.72,19004
19,5,485,108,22.27,323,66.6,54,11.13,19005
19,6,477,189,39.62,245,51.36,43,9.01,19006
19,7,437,122,27.92,285,65.22,30,6.86,19007
19,8,522,257,49.23,235,45.02,30,5.75,19008
19,9,359,136,37.88,196,54.6,27,7.52,19009
19,10,546,132,24.18,349,63.92,65,11.9,19010
19,11,475,230,48.42,222,46.74,23,4.84,19011
19,12,392,188,47.96,172,43.88,32,8.16,19012
19,13,563,26,4.62,489,86.86,48,8.53,19013
19,14,508,107,21.06,348,68.5,53,10.43,19014
19,15,614,268,43.65,285,46.42,61,9.93,19015
19,16,473,197,41.65,252,53.28,24,5.07,19016
19,17,425,140,32.94,246,57.88,39,9.18,19017
19,18,425,117,27.53,263,61.88,45,10.59,19018
19,19,575,130,22.61,372,64.7,73,12.7,19019
19,20,399,38,9.52,322,80.7,39,9.77,19020
19,21,499,219,43.89,239,47.9,41,8.22,19021
19,22,478,132,27.62,290,60.67,56,11.72,19022
19,23,470,183,38.94,254,54.04,33,7.02,19023
19,24,339,166,48.97,154,45.43,19,5.6,19024
19,25,434,151,34.79,246,56.68,37,8.53,19025
19,26,475,171,36.0,258,54.32,46,9.68,19026
19,27,470,50,10.64,349,74.26,71,15.11,19027
19,28,543,28,5.16,458,84.35,57,10.5,19028
19,29,507,227,44.77,232,45.76,48,9.47,19029
19,30,437,192,43.94,204,46.68,41,9.38,19030
19,31,415,140,33.73,240,57.83,35,8.43,19031
19,32,401,126,31.42,224,55.86,51,12.72,19032
19,33,483,221,45.76,229,47.41,33,6.83,19033
19,34,439,147,33.49,249,56.72,43,9.79,19034
19,35,410,109,26.59,263,64.15,38,9.27,19035
19,36,667,67,10.04,526,78.86,74,11.09,19036
19,37,449,56,12.47,335,74.61,58,12.92,19037
19,38,425,55,12.94,319,75.06,51,12.0,19038
19,39,219,19,8.68,191,87.21,9,4.11,19039
19,40,491,113,23.01,315,64.15,63,12.83,19040
19,41,439,193,43.96,217,49.43,29,6.61,19041
19,42,360,75,20.83,234,65.0,51,14.17,19042
19,43,635,32,5.04,537,84.57,66,10.39,19043
19,44,526,233,44.3,261,49.62,32,6.08,19044
19,45,458,174,37.99,248,54.15,36,7.86,19045
19,46,463,187,40.39,237,51.19,39,8.42,19046
19,47,663,84,12.67,530,79.94,49,7.39,19047
19,48,594,18,3.03,543,91.41,33,5.56,19048
19,49,553,56,10.13,433,78.3,64,11.57,19049
19,50,393,109,27.74,241,61.32,43,10.94,19050
19,51,504,145,28.77,315,62.5,44,8.73,19051
19,52,540,233,43.15,250,46.3,57,10.56,19052
19,53,430,116,26.98,253,58.84,61,14.19,19053
19,54,379,190,50.13,157,41.42,32,8.44,19054
19,55,400,194,48.5,183,45.75,23,5.75,19055
19,56,486,131,26.95,311,63.99,44,9.05,19056
19,57,397,72,18.14,268,67.51,57,14.36,19057
20,1,489,9,1.84,453,92.64,27,5.52,20001
20,2,206,5,2.43,194,94.17,7,3.4,20002
20,3,377,8,2.12,341,90.45,28,7.43,20003
20,4,239,20,8.37,198,82.85,21,8.79,20004
20,5,477,16,3.35,425,89.1,36,7.55,20005
20,6,248,4,1.61,218,87.9,26,10.48,20006
20,7,502,17,3.39,448,89.24,37,7.37,20007
20,8,416,7,1.68,393,94.47,16,3.85,20008
20,9,599,13,2.17,534,89.15,52,8.68,20009
20,10,400,4,1.0,370,92.5,26,6.5,20010
20,11,596,9,1.51,563,94.46,24,4.03,20011
20,12,398,8,2.01,375,94.22,15,3.77,20012
20,13,530,12,2.26,489,92.26,29,5.47,20013
20,14,248,7,2.82,222,89.52,19,7.66,20014
20,15,486,28,5.76,395,81.28,63,12.96,20015
20,16,496,26,5.24,422,85.08,48,9.68,20016
20,17,303,17,5.61,269,88.78,17,5.61,20017
20,18,375,7,1.87,341,90.93,27,7.2,20018
20,19,496,10,2.02,452,91.13,34,6.85,20019
20,20,396,22,5.56,332,83.84,42,10.61,20020
20,21,395,9,2.28,365,92.41,21,5.32,20021
20,22,460,13,2.83,392,85.22,55,11.96,20022
20,23,567,8,1.41,523,92.24,36,6.35,20023
20,24,468,24,5.13,393,83.97,51,10.9,20024
20,25,386,16,4.15,344,89.12,26,6.74,20025
20,26,471,25,5.31,394,83.65,52,11.04,20026
20,27,268,6,2.24,248,92.54,14,5.22,20027
20,28,295,9,3.05,264,89.49,22,7.46,20028
20,29,537,19,3.54,484,90.13,34,6.33,20029
20,30,241,7,2.9,221,91.7,13,5.39,20030
20,31,559,15,2.68,508,90.88,36,6.44,20031
20,32,470,10,2.13,436,92.77,24,5.11,20032
20,33,334,7,2.1,306,91.62,21,6.29,20033
20,34,655,49,7.48,522,79.69,84,12.82,20034
20,35,449,8,1.78,429,95.55,12,2.67,20035
20,36,183,3,1.64,175,95.63,5,2.73,20036
20,37,174,5,2.87,164,94.25,5,2.87,20037
20,38,196,6,3.06,175,89.29,15,7.65,20038
20,39,58,1,1.72,51,87.93,6,10.34,20039
21,1,444,8,1.8,402,90.54,34,7.66,21001
21,2,376,5,1.33,353,93.88,18,4.79,21002
21,3,488,5,1.02,458,93.85,25,5.12,21003
21,4,451,2,0.44,426,94.46,23,5.1,21004
21,5,492,16,3.25,445,90.45,31,6.3,21005
21,6,404,7,1.73,380,94.06,17,4.21,21006
21,7,455,6,1.32,421,92.53,28,6.15,21007
21,8,490,10,2.04,453,92.45,27,5.51,21008
21,9,471,9,1.91,441,93.63,21,4.46,21009
21,10,423,6,1.42,383,90.54,34,8.04,21010
21,11,419,7,1.67,396,94.51,16,3.82,21011
21,12,429,7,1.63,399,93.01,23,5.36,21012
21,13,473,12,2.54,438,92.6,23,4.86,21013
21,14,515,12,2.33,472,91.65,31,6.02,21014
21,15,426,5,1.17,398,93.43,23,5.4,21015
21,16,417,6,1.44,393,94.24,18,4.32,21016
21,17,423,9,2.13,384,90.78,30,7.09,21017
21,18,508,10,1.97,482,94.88,16,3.15,21018
21,19,470,8,1.7,430,91.49,32,6.81,21019
21,20,419,8,1.91,388,92.6,23,5.49,21020
21,21,383,12,3.13,351,91.64,20,5.22,21021
21,22,418,6,1.44,380,90.91,32,7.66,21022
21,23,417,8,1.92,390,93.53,19,4.56,21023
21,24,442,7,1.58,412,93.21,23,5.2,21024
21,25,396,6,1.52,361,91.16,29,7.32,21025
21,26,490,13,2.65,448,91.43,29,5.92,21026
21,27,422,6,1.42,390,92.42,26,6.16,21027
21,28,571,14,2.45,523,91.59,34,5.95,21028
21,29,487,9,1.85,450,92.4,28,5.75,21029
21,30,376,10,2.66,341,90.69,25,6.65,21030
21,31,301,7,2.33,267,88.7,27,8.97,21031
21,32,441,3,0.68,420,95.24,18,4.08,21032
21,33,443,12,2.71,404,91.2,27,6.09,21033
21,34,478,5,1.05,442,92.47,31,6.49,21034
21,35,449,11,2.45,415,92.43,23,5.12,21035
21,36,467,10,2.14,440,94.22,17,3.64,21036
21,37,370,9,2.43,348,94.05,13,3.51,21037
21,38,481,6,1.25,461,95.84,14,2.91,21038
21,39,388,5,1.29,363,93.56,20,5.15,21039
21,40,406,8,1.97,373,91.87,25,6.16,21040
21,41,412,13,3.16,367,89.08,32,7.77,21041
21,42,491,9,1.83,453,92.26,29,5.91,21042
21,43,456,4,0.88,429,94.08,23,5.04,21043
21,44,440,13,2.95,409,92.95,18,4.09,21044
21,45,415,21,5.06,367,88.43,27,6.51,21045
21,46,478,14,2.93,438,91.63,26,5.44,21046
21,47,457,7,1.53,420,91.9,30,6.56,21047
21,48,426,9,2.11,388,91.08,29,6.81,21048
21,49,500,9,1.8,455,91.0,36,7.2,21049
21,50,384,8,2.08,360,93.75,16,4.17,21050
21,51,433,12,2.77,393,90.76,28,6.47,21051
21,52,465,12,2.58,437,93.98,16,3.44,21052
21,53,350,13,3.71,315,90.0,22,6.29,21053
21,54,391,12,3.07,359,91.82,20,5.12,21054
22,1,270,3,1.11,250,92.59,17,6.3,22001
22,2,494,125,25.3,309,62.55,60,12.15,22002
22,3,582,31,5.33,489,84.02,62,10.65,22003
22,4,350,17,4.86,299,85.43,34,9.71,22004
22,5,431,24,5.57,363,84.22,44,10.21,22005
22,6,425,27,6.35,348,81.88,50,11.76,22006
22,7,318,28,8.81,247,77.67,43,13.52,22007
22,8,551,89,16.15,400,72.6,62,11.25,22008
22,9,379,25,6.6,304,80.21,50,13.19,22009
22,10,577,38,6.59,473,81.98,66,11.44,22010
22,11,374,28,7.49,301,80.48,45,12.03,22011
22,12,385,63,16.36,280,72.73,42,10.91,22012
22,13,401,36,8.98,317,79.05,48,11.97,22013
22,14,339,25,7.37,282,83.19,32,9.44,22014
22,15,381,27,7.09,311,81.63,43,11.29,22015
22,16,340,22,6.47,280,82.35,38,11.18,22016
22,17,444,32,7.21,357,80.41,55,12.39,22017
22,18,419,31,7.4,344,82.1,44,10.5,22018
22,19,240,9,3.75,216,90.0,15,6.25,22019
22,20,406,30,7.39,331,81.53,45,11.08,22020
22,21,497,12,2.41,460,92.56,25,5.03,22021
22,22,360,28,7.78,286,79.44,46,12.78,22022
22,23,535,14,2.62,482,90.09,39,7.29,22023
22,24,502,31,6.18,425,84.66,46,9.16,22024
22,25,422,21,4.98,360,85.31,41,9.72,22025
23,1,388,130,33.51,219,56.44,39,10.05,23001
23,2,393,144,36.64,212,53.94,37,9.41,23002
23,3,375,145,38.67,198,52.8,32,8.53,23003
23,4,443,110,24.83,276,62.3,57,12.87,23004
23,5,443,35,7.9,361,81.49,47,10.61,23005
23,6,463,69,14.9,348,75.16,46,9.94,23006
23,7,419,47,11.22,327,78.04,45,10.74,23007
23,8,489,88,18.0,332,67.89,69,14.11,23008
23,9,384,39,10.16,305,79.43,40,10.42,23009
23,10,495,78,15.76,382,77.17,35,7.07,23010
23,11,498,46,9.24,401,80.52,51,10.24,23011
23,12,384,160,41.67,181,47.14,43,11.2,23012
23,13,378,32,8.47,316,83.6,30,7.94,23013
23,14,352,112,31.82,201,57.1,39,11.08,23014
23,15,383,39,10.18,297,77.55,47,12.27,23015
23,16,383,146,38.12,197,51.44,40,10.44,23016
23,17,296,22,7.43,243,82.09,31,10.47,23017
23,18,360,114,31.67,211,58.61,35,9.72,23018
23,19,374,29,7.75,313,83.69,32,8.56,23019
23,20,312,27,8.65,252,80.77,33,10.58,23020
23,21,412,169,41.02,212,51.46,31,7.52,23021
23,22,402,109,27.11,262,65.17,31,7.71,23022
23,23,376,132,35.11,203,53.99,41,10.9,23023
23,24,375,49,13.07,289,77.07,37,9.87,23024
23,25,431,70,16.24,314,72.85,47,10.9,23025
23,26,424,67,15.8,310,73.11,47,11.08,23026
23,27,360,126,35.0,185,51.39,49,13.61,23027
23,28,400,128,32.0,226,56.5,46,11.5,23028
23,29,336,90,26.79,211,62.8,35,10.42,23029
23,30,488,63,12.91,366,75.0,59,12.09,23030
23,31,344,40,11.63,272,79.07,32,9.3,23031
23,32,422,49,11.61,336,79.62,37,8.77,23032
23,33,451,55,12.2,345,76.5,51,11.31,23033
23,34,425,41,9.65,351,82.59,33,7.76,23034
23,35,328,140,42.68,160,48.78,28,8.54,23035
23,36,384,130,33.85,211,54.95,43,11.2,23036
23,37,373,139,37.27,185,49.6,49,13.14,23037
23,38,352,103,29.26,212,60.23,37,10.51,23038
23,39,415,32,7.71,344,82.89,39,9.4,23039
24,1,365,4,1.1,336,92.05,25,6.85,24001
24,2,400,3,0.75,380,95.0,17,4.25,24002
24,3,444,8,1.8,415,93.47,21,4.73,24003
24,4,334,8,2.4,316,94.61,10,2.99,24004
24,5,257,10,3.89,232,90.27,15,5.84,24005
24,6,418,10,2.39,384,91.87,24,5.74,24006
24,7,252,17,6.75,195,77.38,40,15.87,24007
24,8,193,4,2.07,177,91.71,12,6.22,24008
24,9,450,12,2.67,416,92.44,22,4.89,24009
24,10,199,0,0.0,179,89.95,20,10.05,24010
24,11,486,10,2.06,454,93.42,22,4.53,24011
24,12,270,9,3.33,251,92.96,10,3.7,24012
24,13,267,8,3.0,245,91.76,14,5.24,24013
24,14,395,7,1.77,358,90.63,30,7.59,24014
24,15,266,12,4.51,246,92.48,8,3.01,24015
24,16,449,19,4.23,363,80.85,67,14.92,24016
24,17,326,9,2.76,298,91.41,19,5.83,24017
24,18,422,10,2.37,397,94.08,15,3.55,24018
24,19,509,6,1.18,479,94.11,24,4.72,24019
24,20,372,10,2.69,340,91.4,22,5.91,24020
24,21,226,4,1.77,214,94.69,8,3.54,24021
24,22,574,20,3.48,528,91.99,26,4.53,24022
24,23,400,18,4.5,367,91.75,15,3.75,24023
24,24,539,15,2.78,504,93.51,20,3.71,24024
24,25,311,7,2.25,299,96.14,5,1.61,24025
24,26,538,9,1.67,508,94.42,21,3.9,24026
24,27,427,13,3.04,390,91.33,24,5.62,24027
24,28,305,1,0.33,286,93.77,18,5.9,24028
24,29,287,3,1.05,259,90.24,25,8.71,24029
24,30,230,3,1.3,217,94.35,10,4.35,24030
24,31,466,12,2.58,431,92.49,23,4.94,24031
24,32,244,6,2.46,224,91.8,14,5.74,24032
24,33,258,3,1.16,240,93.02,15,5.81,24033
24,34,378,11,2.91,352,93.12,15,3.97,24034
24,35,395,9,2.28,373,94.43,13,3.29,24035
24,36,480,13,2.71,436,90.83,31,6.46,24036
24,37,269,1,0.37,258,95.91,10,3.72,24037
24,38,319,11,3.45,272,85.27,36,11.29,24038
24,39,450,20,4.44,399,88.67,31,6.89,24039
24,40,442,14,3.17,412,93.21,16,3.62,24040
24,41,296,6,2.03,276,93.24,14,4.73,24041
25,1,426,21,4.93,306,71.83,99,23.24,25001
25,2,483,32,6.63,339,70.19,112,23.19,25002
25,3,676,208,30.77,378,55.92,90,13.31,25003
25,4,517,53,10.25,421,81.43,43,8.32,25004
25,5,516,56,10.85,360,69.77,100,19.38,25005
25,6,148,42,28.38,91,61.49,15,10.14,25006
25,7,481,56,11.64,330,68.61,95,19.75,25007
25,8,541,32,5.91,402,74.31,107,19.78,25008
25,9,526,38,7.22,389,73.95,99,18.82,25009
25,10,767,254,33.12,424,55.28,89,11.6,25010
25,11,533,52,9.76,381,71.48,100,18.76,25011
25,12,464,47,10.13,310,66.81,107,23.06,25012
25,13,524,30,5.73,404,77.1,90,17.18,25013
25,14,268,59,22.01,171,63.81,38,14.18,25014
25,15,430,44,10.23,313,72.79,73,16.98,25015
25,16,707,269,38.05,351,49.65,87,12.31,25016
25,17,512,56,10.94,356,69.53,100,19.53,25017
25,18,267,51,19.1,185,69.29,31,11.61,25018
25,19,483,37,7.66,343,71.01,103,21.33,25019
25,20,387,9,2.33,359,92.76,19,4.91,25020
25,21,862,197,22.85,524,60.79,141,16.36,25021
25,22,493,39,7.91,356,72.21,98,19.88,25022
25,23,555,41,7.39,419,75.5,95,17.12,25023
25,24,508,44,8.66,355,69.88,109,21.46,25024
25,25,526,144,27.38,289,54.94,93,17.68,25025
25,26,466,40,8.58,346,74.25,80,17.17,25026
25,27,699,177,25.32,415,59.37,107,15.31,25027
25,28,514,46,8.95,368,71.6,100,19.46,25028
25,29,468,34,7.26,402,85.9,32,6.84,25029
25,30,474,36,7.59,343,72.36,95,20.04,25030
25,31,886,315,35.55,471,53.16,100,11.29,25031
25,32,427,59,13.82,305,71.43,63,14.75,25032
26,1,403,47,11.66,263,65.26,93,23.08,26001
26,2,368,32,8.7,280,76.09,56,15.22,26002
