ward,precinct,total,John Fitzgerald Lyke Jr.,John Fitzgerald Lyke Jr. Percent,precinct_id
45,42,349,349,100.0,45042
45,43,337,337,100.0,45043
45,44,325,325,100.0,45044
45,45,211,211,100.0,45045
45,46,267,267,100.0,45046
45,47,260,260,100.0,45047
45,48,258,258,100.0,45048
46,1,362,362,100.0,46001
46,2,438,438,100.0,46002
46,3,552,552,100.0,46003
46,4,457,457,100.0,46004
46,5,606,606,100.0,46005
46,6,443,443,100.0,46006
46,7,491,491,100.0,46007
46,8,369,369,100.0,46008
46,9,511,511,100.0,46009
46,10,819,819,100.0,46010
46,11,460,460,100.0,46011
46,12,543,543,100.0,46012
46,13,479,479,100.0,46013
46,14,550,550,100.0,46014
46,15,516,516,100.0,46015
46,16,550,550,100.0,46016
46,17,527,527,100.0,46017
46,18,524,524,100.0,46018
46,19,325,325,100.0,46019
46,20,416,416,100.0,46020
46,21,345,345,100.0,46021
46,22,359,359,100.0,46022
46,23,383,383,100.0,46023
46,24,540,540,100.0,46024
46,25,481,481,100.0,46025
46,26,517,517,100.0,46026
46,27,602,602,100.0,46027
46,28,481,481,100.0,46028
46,29,408,408,100.0,46029
46,30,529,529,100.0,46030
46,31,524,524,100.0,46031
46,32,492,492,100.0,46032
46,33,540,540,100.0,46033
46,34,575,575,100.0,46034
46,35,615,615,100.0,46035
46,36,462,462,100.0,46036
46,37,334,334,100.0,46037
46,38,535,535,100.0,46038
46,39,447,447,100.0,46039
46,40,417,417,100.0,46040
47,1,306,306,100.0,47001
47,2,431,431,100.0,47002
47,3,451,451,100.0,47003
47,4,464,464,100.0,47004
47,5,530,530,100.0,47005
47,6,528,528,100.0,47006
47,7,431,431,100.0,47007
47,8,464,464,100.0,47008
47,9,419,419,100.0,47009
47,10,649,649,100.0,47010
47,11,468,468,100.0,47011
47,12,498,498,100.0,47012
47,13,466,466,100.0,47013
47,14,431,431,100.0,47014
47,15,612,612,100.0,47015
47,16,470,470,100.0,47016
47,17,437,437,100.0,47017
47,18,486,486,100.0,47018
47,19,659,659,100.0,47019
47,20,466,466,100.0,47020
47,21,452,452,100.0,47021
47,22,557,557,100.0,47022
47,23,522,522,100.0,47023
47,24,501,501,100.0,47024
47,25,558,558,100.0,47025
47,26,682,682,100.0,47026
47,27,430,430,100.0,47027
47,28,443,443,100.0,47028
47,29,504,504,100.0,47029
47,30,631,631,100.0,47030
47,31,498,498,100.0,47031
47,32,585,585,100.0,47032
47,33,493,493,100.0,47033
47,34,524,524,100.0,47034
47,35,453,453,100.0,47035
47,36,590,590,100.0,47036
47,37,530,530,100.0,47037
47,38,497,497,100.0,47038
47,39,480,480,100.0,47039
47,40,462,462,100.0,47040
47,41,554,554,100.0,47041
47,42,495,495,100.0,47042
47,43,471,471,100.0,47043
47,44,441,441,100.0,47044
47,45,481,481,100.0,47045
47,46,398,398,100.0,47046
47,47,563,563,100.0,47047
47,48,43,43,100.0,47048
48,1,450,450,100.0,48001
48,2,208,208,100.0,48002
48,3,598,598,100.0,48003
48,4,486,486,100.0,48004
48,5,251,251,100.0,48005
48,6,613,613,100.0,48006
48,7,485,485,100.0,48007
48,8,240,240,100.0,48008
48,9,334,334,100.0,48009
48,10,655,655,100.0,48010
48,11,362,362,100.0,48011
48,12,566,566,100.0,48012
48,13,569,569,100.0,48013
48,14,240,240,100.0,48014
48,15,332,332,100.0,48015
48,16,504,504,100.0,48016
48,17,453,453,100.0,48017
48,18,339,339,100.0,48018
48,19,312,312,100.0,48019
48,20,532,532,100.0,48020
48,21,613,613,100.0,48021
48,22,376,376,100.0,48022
48,23,496,496,100.0,48023
48,24,546,546,100.0,48024
48,25,434,434,100.0,48025
48,26,262,262,100.0,48026
48,27,977,977,100.0,48027
48,28,537,537,100.0,48028
48,29,213,213,100.0,48029
48,30,428,428,100.0,48030
48,31,728,728,100.0,48031
48,32,516,516,100.0,48032
48,33,254,254,100.0,48033
48,34,425,425,100.0,48034
48,35,271,271,100.0,48035
48,36,277,277,100.0,48036
48,37,510,510,100.0,48037
48,38,451,451,100.0,48038
48,39,363,363,100.0,48039
48,40,423,423,100.0,48040
48,41,618,618,100.0,48041
48,42,598,598,100.0,48042
48,43,513,513,100.0,48043
48,44,593,593,100.0,48044
48,45,383,383,100.0,48045
48,46,310,310,100.0,48046
49,1,353,353,100.0,49001
49,2,321,321,100.0,49002
49,3,545,545,100.0,49003
49,4,587,587,100.0,49004
49,5,480,480,100.0,49005
49,6,492,492,100.0,49006
49,7,535,535,100.0,49007
49,8,417,417,100.0,49008
49,9,501,501,100.0,49009
49,10,472,472,100.0,49010
49,11,596,596,100.0,49011
49,12,708,708,100.0,49012
49,13,579,579,100.0,49013
49,14,402,402,100.0,49014
49,15,424,424,100.0,49015
49,16,459,459,100.0,49016
49,17,322,322,100.0,49017
49,18,630,630,100.0,49018
49,19,486,486,100.0,49019
49,20,739,739,100.0,49020
49,21,310,310,100.0,49021
49,22,503,503,100.0,49022
49,23,621,621,100.0,49023
49,24,442,442,100.0,49024
49,25,673,673,100.0,49025
49,26,541,541,100.0,49026
49,27,620,620,100.0,49027
49,28,652,652,100.0,49028
49,29,579,579,100.0,49029
49,30,559,559,100.0,49030
49,31,399,399,100.0,49031
49,32,548,548,100.0,49032
49,33,443,443,100.0,49033
50,1,286,286,100.0,50001
50,2,210,210,100.0,50002
50,3,257,257,100.0,50003
50,4,361,361,100.0,50004
50,5,189,189,100.0,50005
50,6,388,388,100.0,50006
50,7,425,425,100.0,50007
50,8,391,391,100.0,50008
50,9,290,290,100.0,50009
50,10,338,338,100.0,50010
50,11,180,180,100.0,50011
50,12,148,148,100.0,50012
50,13,484,484,100.0,50013
50,14,97,97,100.0,50014
50,15,391,391,100.0,50015
50,16,94,94,100.0,50016
50,17,332,332,100.0,50017
50,18,55,55,100.0,50018
50,19,249,249,100.0,50019
50,20,384,384,100.0,50020
50,21,308,308,100.0,50021
50,22,266,266,100.0,50022
50,23,227,227,100.0,50023
50,24,218,218,100.0,50024
50,25,272,272,100.0,50025
50,26,425,425,100.0,50026
50,27,90,90,100.0,50027
50,28,416,416,100.0,50028
50,29,430,430,100.0,50029
50,30,263,263,100.0,50030
50,31,473,473,100.0,50031
50,32,470,470,100.0,50032
50,33,214,214,100.0,50033
50,34,427,427,100.0,50034
50,35,456,456,100.0,50035
50,36,310,310,100.0,50036
50,37,388,388,100.0,50037
50,38,137,137,100.0,50038
50,39,267,267,100.0,50039
50,40,249,249,100.0,50040
