ward,precinct,total,"Elizabeth """"Beth"""" Ryan","Elizabeth """"Beth"""" Ryan Percent",Yolanda Harris Sayre,Yolanda Harris Sayre Percent,precinct_id
48,33,126,71,56.35,55,43.65,48033
48,34,188,122,64.89,66,35.11,48034
48,35,116,74,63.79,42,36.21,48035
48,36,137,78,56.93,59,43.07,48036
48,37,226,155,68.58,71,31.42,48037
48,38,261,167,63.98,94,36.02,48038
48,39,179,97,54.19,82,45.81,48039
48,40,191,131,68.59,60,31.41,48040
48,41,204,140,68.63,64,31.37,48041
48,42,277,193,69.68,84,30.32,48042
48,43,227,122,53.74,105,46.26,48043
48,44,270,184,68.15,86,31.85,48044
48,45,151,95,62.91,56,37.09,48045
48,46,149,69,46.31,80,53.69,48046
49,1,109,53,48.62,56,51.38,49001
49,2,133,77,57.89,56,42.11,49002
49,3,228,121,53.07,107,46.93,49003
49,4,236,142,60.17,94,39.83,49004
49,5,194,95,48.97,99,51.03,49005
49,6,164,79,48.17,85,51.83,49006
49,7,150,85,56.67,65,43.33,49007
49,8,135,71,52.59,64,47.41,49008
49,9,197,111,56.35,86,43.65,49009
49,10,202,108,53.47,94,46.53,49010
49,11,221,117,52.94,104,47.06,49011
49,12,204,114,55.88,90,44.12,49012
49,13,226,113,50.0,113,50.0,49013
49,14,118,60,50.85,58,49.15,49014
49,15,136,67,49.26,69,50.74,49015
49,16,176,97,55.11,79,44.89,49016
49,17,138,70,50.72,68,49.28,49017
49,18,234,131,55.98,103,44.02,49018
49,19,132,58,43.94,74,56.06,49019
49,20,297,160,53.87,137,46.13,49020
49,21,81,47,58.02,34,41.98,49021
49,22,194,92,47.42,102,52.58,49022
49,23,218,126,57.8,92,42.2,49023
49,24,114,50,43.86,64,56.14,49024
49,25,224,137,61.16,87,38.84,49025
49,26,207,121,58.45,86,41.55,49026
49,27,155,95,61.29,60,38.71,49027
49,28,274,183,66.79,91,33.21,49028
49,29,224,122,54.46,102,45.54,49029
49,30,183,108,59.02,75,40.98,49030
49,31,118,60,50.85,58,49.15,49031
49,32,188,101,53.72,87,46.28,49032
49,33,157,83,52.87,74,47.13,49033
50,1,117,74,63.25,43,36.75,50001
50,2,74,45,60.81,29,39.19,50002
50,3,126,81,64.29,45,35.71,50003
50,4,154,94,61.04,60,38.96,50004
50,5,84,57,67.86,27,32.14,50005
50,6,148,83,56.08,65,43.92,50006
50,7,214,122,57.01,92,42.99,50007
50,8,119,65,54.62,54,45.38,50008
50,9,113,66,58.41,47,41.59,50009
50,10,90,66,73.33,24,26.67,50010
50,11,69,45,65.22,24,34.78,50011
50,12,49,31,63.27,18,36.73,50012
50,13,122,61,50.0,61,50.0,50013
50,14,43,28,65.12,15,34.88,50014
50,15,218,126,57.8,92,42.2,50015
50,16,44,28,63.64,16,36.36,50016
50,17,87,59,67.82,28,32.18,50017
50,18,22,18,81.82,4,18.18,50018
50,19,76,38,50.0,38,50.0,50019
50,20,141,82,58.16,59,41.84,50020
50,21,120,74,61.67,46,38.33,50021
50,22,89,53,59.55,36,40.45,50022
50,23,58,33,56.9,25,43.1,50023
50,24,69,55,79.71,14,20.29,50024
50,25,87,56,64.37,31,35.63,50025
50,26,90,49,54.44,41,45.56,50026
50,27,39,25,64.1,14,35.9,50027
50,28,117,72,61.54,45,38.46,50028
50,29,62,35,56.45,27,43.55,50029
50,30,100,60,60.0,40,40.0,50030
50,31,118,61,51.69,57,48.31,50031
50,32,110,63,57.27,47,42.73,50032
50,33,105,75,71.43,30,28.57,50033
50,34,195,128,65.64,67,34.36,50034
50,35,184,97,52.72,87,47.28,50035
50,36,170,110,64.71,60,35.29,50036
50,37,118,61,51.69,57,48.31,50037
50,38,58,26,44.83,32,55.17,50038
50,39,53,36,67.92,17,32.08,50039
50,40,91,68,74.73,23,25.27,50040
