ward,precinct,total,Thomas E. Nowinski,Thomas E. Nowinski Percent,Carmen Migdalia Quinones,Carmen Migdalia Quinones Percent,precinct_id
17,13,73,34,46.58,39,53.42,17013
17,14,57,31,54.39,26,45.61,17014
17,15,98,49,50.0,49,50.0,17015
17,16,77,32,41.56,45,58.44,17016
17,17,81,42,51.85,39,48.15,17017
17,18,133,79,59.4,54,40.6,17018
17,19,37,19,51.35,18,48.65,17019
17,20,145,81,55.86,64,44.14,17020
17,21,161,76,47.2,85,52.8,17021
17,22,98,51,52.04,47,47.96,17022
17,23,63,30,47.62,33,52.38,17023
17,24,118,55,46.61,63,53.39,17024
17,25,69,35,50.72,34,49.28,17025
17,26,100,54,54.0,46,46.0,17026
17,27,103,50,48.54,53,51.46,17027
17,28,78,39,50.0,39,50.0,17028
17,29,95,52,54.74,43,45.26,17029
17,30,35,20,57.14,15,42.86,17030
17,31,68,37,54.41,31,45.59,17031
17,32,57,26,45.61,31,54.39,17032
17,33,46,27,58.7,19,41.3,17033
17,34,53,28,52.83,25,47.17,17034
17,35,55,23,41.82,32,58.18,17035
17,36,86,51,59.3,35,40.7,17036
17,37,91,50,54.95,41,45.05,17037
17,38,98,50,51.02,48,48.98,17038
17,39,99,53,53.54,46,46.46,17039
17,40,140,76,54.29,64,45.71,17040
17,41,128,59,46.09,69,53.91,17041
18,1,85,39,45.88,46,54.12,18001
18,2,58,27,46.55,31,53.45,18002
18,3,68,38,55.88,30,44.12,18003
18,4,161,90,55.9,71,44.1,18004
18,5,63,34,53.97,29,46.03,18005
18,6,88,53,60.23,35,39.77,18006
18,7,92,49,53.26,43,46.74,18007
18,8,151,73,48.34,78,51.66,18008
18,9,168,83,49.4,85,50.6,18009
18,10,221,125,56.56,96,43.44,18010
18,11,90,39,43.33,51,56.67,18011
18,12,125,70,56.0,55,44.0,18012
18,13,109,68,62.39,41,37.61,18013
18,14,158,88,55.7,70,44.3,18014
18,15,96,46,47.92,50,52.08,18015
18,16,129,70,54.26,59,45.74,18016
18,17,92,48,52.17,44,47.83,18017
18,18,154,84,54.55,70,45.45,18018
18,19,128,71,55.47,57,44.53,18019
18,20,85,45,52.94,40,47.06,18020
18,21,179,91,50.84,88,49.16,18021
18,22,162,85,52.47,77,47.53,18022
18,23,107,51,47.66,56,52.34,18023
18,24,51,30,58.82,21,41.18,18024
18,25,84,37,44.05,47,55.95,18025
18,26,196,104,53.06,92,46.94,18026
18,27,92,50,54.35,42,45.65,18027
18,28,83,47,56.63,36,43.37,18028
18,29,119,59,49.58,60,50.42,18029
18,30,73,44,60.27,29,39.73,18030
18,31,124,72,58.06,52,41.94,18031
18,32,146,95,65.07,51,34.93,18032
18,33,76,50,65.79,26,34.21,18033
18,34,183,115,62.84,68,37.16,18034
18,35,168,105,62.5,63,37.5,18035
18,36,77,43,55.84,34,44.16,18036
18,37,182,95,52.2,87,47.8,18037
18,38,113,68,60.18,45,39.82,18038
18,39,71,32,45.07,39,54.93,18039
18,40,107,54,50.47,53,49.53,18040
18,41,169,94,55.62,75,44.38,18041
18,42,84,40,47.62,44,52.38,18042
18,43,51,33,64.71,18,35.29,18043
18,44,74,39,52.7,35,47.3,18044
18,45,78,35,44.87,43,55.13,18045
18,46,83,46,55.42,37,44.58,18046
18,47,73,39,53.42,34,46.58,18047
18,48,67,41,61.19,26,38.81,18048
18,49,57,32,56.14,25,43.86,18049
18,50,64,30,46.88,34,53.13,18050
19,1,111,91,81.98,20,18.02,19001
19,2,267,159,59.55,108,40.45,19002
19,3,55,46,83.64,9,16.36,19003
19,4,118,93,78.81,25,21.19,19004
19,5,197,123,62.44,74,37.56,19005
19,6,100,68,68.0,32,32.0,19006
19,7,119,84,70.59,35,29.41,19007
19,8,83,72,86.75,11,13.25,19008
19,9,87,63,72.41,24,27.59,19009
19,10,241,164,68.05,77,31.95,19010
19,11,94,85,90.43,9,9.57,19011
19,12,71,53,74.65,18,25.35,19012
19,13,207,93,44.93,114,55.07,19013
19,14,182,113,62.09,69,37.91,19014
19,15,115,96,83.48,19,16.52,19015
19,16,118,97,82.2,21,17.8,19016
19,17,120,93,77.5,27,22.5,19017
19,18,201,132,65.67,69,34.33,19018
19,19,265,161,60.75,104,39.25,19019
19,20,158,93,58.86,65,41.14,19020
19,21,94,81,86.17,13,13.83,19021
19,22,183,119,65.03,64,34.97,19022
19,23,154,117,75.97,37,24.03,19023
19,24,58,50,86.21,8,13.79,19024
19,25,166,108,65.06,58,34.94,19025
19,26,162,127,78.4,35,21.6,19026
19,27,177,103,58.19,74,41.81,19027
19,28,207,103,49.76,104,50.24,19028
19,29,92,60,65.22,32,34.78,19029
19,30,80,67,83.75,13,16.25,19030
19,31,143,96,67.13,47,32.87,19031
19,32,118,86,72.88,32,27.12,19032
19,33,96,75,78.13,21,21.88,19033
19,34,146,118,80.82,28,19.18,19034
19,35,170,122,71.76,48,28.24,19035
19,36,207,114,55.07,93,44.93,19036
19,37,211,131,62.09,80,37.91,19037
19,38,174,85,48.85,89,51.15,19038
19,39,41,17,41.46,24,58.54,19039
19,40,184,118,64.13,66,35.87,19040
19,41,86,68,79.07,18,20.93,19041
19,42,138,75,54.35,63,45.65,19042
19,43,188,89,47.34,99,52.66,19043
19,44,97,73,75.26,24,24.74,19044
19,45,118,88,74.58,30,25.42,19045
19,46,131,109,83.21,22,16.79,19046
19,47,281,144,51.25,137,48.75,19047
19,48,162,79,48.77,83,51.23,19048
19,49,237,125,52.74,112,47.26,19049
19,50,105,70,66.67,35,33.33,19050
19,51,168,133,79.17,35,20.83,19051
19,52,112,76,67.86,36,32.14,19052
19,53,123,87,70.73,36,29.27,19053
19,54,65,58,89.23,7,10.77,19054
19,55,68,57,83.82,11,16.18,19055
19,56,209,131,62.68,78,37.32,19056
19,57,162,109,67.28,53,32.72,19057
20,1,126,71,56.35,55,43.65,20001
20,2,23,18,78.26,5,21.74,20002
20,3,108,52,48.15,56,51.85,20003
20,4,31,17,54.84,14,45.16,20004
20,5,101,52,51.49,49,48.51,20005
20,6,36,17,47.22,19,52.78,20006
20,7,94,35,37.23,59,62.77,20007
20,8,92,43,46.74,49,53.26,20008
20,9,167,79,47.31,88,52.69,20009
20,10,55,25,45.45,30,54.55,20010
20,11,97,48,49.48,49,50.52,20011
20,12,52,20,38.46,32,61.54,20012
20,13,105,57,54.29,48,45.71,20013
20,14,70,45,64.29,25,35.71,20014
20,15,59,17,28.81,42,71.19,20015
20,16,143,59,41.26,84,58.74,20016
20,17,51,23,45.1,28,54.9,20017
20,18,72,38,52.78,34,47.22,20018
20,19,76,37,48.68,39,51.32,20019
20,20,53,23,43.4,30,56.6,20020
20,21,66,24,36.36,42,63.64,20021
20,22,181,102,56.35,79,43.65,20022
20,23,76,37,48.68,39,51.32,20023
20,24,130,71,54.62,59,45.38,20024
20,25,71,36,50.7,35,49.3,20025
20,26,131,70,53.44,61,46.56,20026
20,27,66,33,50.0,33,50.0,20027
20,28,56,23,41.07,33,58.93,20028
20,29,128,53,41.41,75,58.59,20029
20,30,51,30,58.82,21,41.18,20030
20,31,107,62,57.94,45,42.06,20031
20,32,64,39,60.94,25,39.06,20032
20,33,61,36,59.02,25,40.98,20033
20,34,123,56,45.53,67,54.47,20034
20,35,30,14,46.67,16,53.33,20035
20,36,34,19,55.88,15,44.12,20036
20,37,30,15,50.0,15,50.0,20037
20,38,23,10,43.48,13,56.52,20038
20,39,2,1,50.0,1,50.0,20039
21,1,148,80,54.05,68,45.95,21001
21,2,57,40,70.18,17,29.82,21002
21,3,157,83,52.87,74,47.13,21003
21,4,111,50,45.05,61,54.95,21004
21,5,148,79,53.38,69,46.62,21005
21,6,93,57,61.29,36,38.71,21006
21,7,162,75,46.3,87,53.7,21007
21,8,149,88,59.06,61,40.94,21008
21,9,147,67,45.58,80,54.42,21009
21,10,122,68,55.74,54,44.26,21010
21,11,116,60,51.72,56,48.28,21011
21,12,84,42,50.0,42,50.0,21012
21,13,104,45,43.27,59,56.73,21013
21,14,139,73,52.52,66,47.48,21014
21,15,100,48,48.0,52,52.0,21015
21,16,91,44,48.35,47,51.65,21016
21,17,93,49,52.69,44,47.31,21017
21,18,147,81,55.1,66,44.9,21018
21,19,139,83,59.71,56,40.29,21019
21,20,127,60,47.24,67,52.76,21020
21,21,115,58,50.43,57,49.57,21021
21,22,119,54,45.38,65,54.62,21022
21,23,127,60,47.24,67,52.76,21023
21,24,149,88,59.06,61,40.94,21024
21,25,124,64,51.61,60,48.39,21025
21,26,77,32,41.56,45,58.44,21026
21,27,123,60,48.78,63,51.22,21027
21,28,129,67,51.94,62,48.06,21028
21,29,134,76,56.72,58,43.28,21029
21,30,93,52,55.91,41,44.09,21030
21,31,116,56,48.28,60,51.72,21031
21,32,110,62,56.36,48,43.64,21032
21,33,92,41,44.57,51,55.43,21033
21,34,95,44,46.32,51,53.68,21034
21,35,148,79,53.38,69,46.62,21035
21,36,120,64,53.33,56,46.67,21036
21,37,109,52,47.71,57,52.29,21037
21,38,93,38,40.86,55,59.14,21038
21,39,77,30,38.96,47,61.04,21039
21,40,118,63,53.39,55,46.61,21040
21,41,149,87,58.39,62,41.61,21041
21,42,130,63,48.46,67,51.54,21042
21,43,128,63,49.22,65,50.78,21043
21,44,131,66,50.38,65,49.62,21044
21,45,110,52,47.27,58,52.73,21045
21,46,123,66,53.66,57,46.34,21046
21,47,93,44,47.31,49,52.69,21047
21,48,127,69,54.33,58,45.67,21048
21,49,147,69,46.94,78,53.06,21049
21,50,93,46,49.46,47,50.54,21050
21,51,143,74,51.75,69,48.25,21051
21,52,135,72,53.33,63,46.67,21052
21,53,101,54,53.47,47,46.53,21053
21,54,100,54,54.0,46,46.0,21054
22,1,52,30,57.69,22,42.31,22001
22,2,96,54,56.25,42,43.75,22002
22,3,98,30,30.61,68,69.39,22003
22,4,47,13,27.66,34,72.34,22004
22,5,67,23,34.33,44,65.67,22005
22,6,62,21,33.87,41,66.13,22006
22,7,68,21,30.88,47,69.12,22007
22,8,106,49,46.23,57,53.77,22008
22,9,61,19,31.15,42,68.85,22009
22,10,112,47,41.96,65,58.04,22010
22,11,40,16,40.0,24,60.0,22011
22,12,68,40,58.82,28,41.18,22012
22,13,60,24,40.0,36,60.0,22013
22,14,74,26,35.14,48,64.86,22014
22,15,48,9,18.75,39,81.25,22015
22,16,52,14,26.92,38,73.08,22016
22,17,90,32,35.56,58,64.44,22017
22,18,53,20,37.74,33,62.26,22018
22,19,36,23,63.89,13,36.11,22019
22,20,61,23,37.7,38,62.3,22020
22,21,79,54,68.35,25,31.65,22021
22,22,43,15,34.88,28,65.12,22022
22,23,127,77,60.63,50,39.37,22023
22,24,97,30,30.93,67,69.07,22024
22,25,57,21,36.84,36,63.16,22025
23,1,77,60,77.92,17,22.08,23001
23,2,94,57,60.64,37,39.36,23002
23,3,78,48,61.54,30,38.46,23003
23,4,70,40,57.14,30,42.86,23004
23,5,58,27,46.55,31,53.45,23005
23,6,59,23,38.98,36,61.02,23006
23,7,49,22,44.9,27,55.1,23007
23,8,84,31,36.9,53,63.1,23008
23,9,37,21,56.76,16,43.24,23009
23,10,81,26,32.1,55,67.9,23010
23,11,61,25,40.98,36,59.02,23011
23,12,80,54,67.5,26,32.5,23012
23,13,52,17,32.69,35,67.31,23013
23,14,61,40,65.57,21,34.43,23014
23,15,41,14,34.15,27,65.85,23015
23,16,104,80,76.92,24,23.08,23016
23,17,35,11,31.43,24,68.57,23017
23,18,74,53,71.62,21,28.38,23018
23,19,47,18,38.3,29,61.7,23019
23,20,34,11,32.35,23,67.65,23020
23,21,91,56,61.54,35,38.46,23021
23,22,64,45,70.31,19,29.69,23022
23,23,90,58,64.44,32,35.56,23023
23,24,57,27,47.37,30,52.63,23024
23,25,54,14,25.93,40,74.07,23025
23,26,74,39,52.7,35,47.3,23026
23,27,83,62,74.7,21,25.3,23027
23,28,70,43,61.43,27,38.57,23028
23,29,69,38,55.07,31,44.93,23029
23,30,70,28,40.0,42,60.0,23030
23,31,45,18,40.0,27,60.0,23031
23,32,62,30,48.39,32,51.61,23032
23,33,65,24,36.92,41,63.08,23033
23,34,55,24,43.64,31,56.36,23034
23,35,49,32,65.31,17,34.69,23035
23,36,86,62,72.09,24,27.91,23036
23,37,114,72,63.16,42,36.84,23037
23,38,75,42,56.0,33,44.0,23038
23,39,80,39,48.75,41,51.25,23039
24,1,76,45,59.21,31,40.79,24001
24,2,53,24,45.28,29,54.72,24002
24,3,69,38,55.07,31,44.93,24003
24,4,47,24,51.06,23,48.94,24004
24,5,27,15,55.56,12,44.44,24005
24,6,78,39,50.0,39,50.0,24006
24,7,49,20,40.82,29,59.18,24007
24,8,21,10,47.62,11,52.38,24008
24,9,65,33,50.77,32,49.23,24009
24,10,56,23,41.07,33,58.93,24010
24,11,55,29,52.73,26,47.27,24011
24,12,41,22,53.66,19,46.34,24012
24,13,36,20,55.56,16,44.44,24013
24,14,42,20,47.62,22,52.38,24014
24,15,33,15,45.45,18,54.55,24015
24,16,408,155,37.99,253,62.01,24016
24,17,55,25,45.45,30,54.55,24017
24,18,78,46,58.97,32,41.03,24018
24,19,83,32,38.55,51,61.45,24019
24,20,60,31,51.67,29,48.33,24020
24,21,32,12,37.5,20,62.5,24021
24,22,101,44,43.56,57,56.44,24022
24,23,64,32,50.0,32,50.0,24023
24,24,72,41,56.94,31,43.06,24024
24,25,38,24,63.16,14,36.84,24025
24,26,143,83,58.04,60,41.96,24026
24,27,89,54,60.67,35,39.33,24027
24,28,32,9,28.13,23,71.88,24028
24,29,22,11,50.0,11,50.0,24029
24,30,40,20,50.0,20,50.0,24030
24,31,68,39,57.35,29,42.65,24031
24,32,46,29,63.04,17,36.96,24032
24,33,40,21,52.5,19,47.5,24033
24,34,60,30,50.0,30,50.0,24034
24,35,65,35,53.85,30,46.15,24035
24,36,110,62,56.36,48,43.64,24036
24,37,45,21,46.67,24,53.33,24037
24,38,75,31,41.33,44,58.67,24038
24,39,97,39,40.21,58,59.79,24039
24,40,78,44,56.41,34,43.59,24040
24,41,66,37,56.06,29,43.94,24041
25,1,90,23,25.56,67,74.44,25001
25,2,138,47,34.06,91,65.94,25002
25,3,165,107,64.85,58,35.15,25003
25,4,78,42,53.85,36,46.15,25004
25,5,111,40,36.04,71,63.96,25005
25,6,33,24,72.73,9,27.27,25006
25,7,113,35,30.97,78,69.03,25007
25,8,131,41,31.3,90,68.7,25008
25,9,86,25,29.07,61,70.93,25009
25,10,132,80,60.61,52,39.39,25010
25,11,130,38,29.23,92,70.77,25011
25,12,124,50,40.32,74,59.68,25012
25,13,163,53,32.52,110,67.48,25013
25,14,84,45,53.57,39,46.43,25014
25,15,96,23,23.96,73,76.04,25015
25,16,151,97,64.24,54,35.76,25016
25,17,137,42,30.66,95,69.34,25017
25,18,52,30,57.69,22,42.31,25018
25,19,117,30,25.64,87,74.36,25019
25,20,51,21,41.18,30,58.82,25020
25,21,271,161,59.41,110,40.59,25021
25,22,109,34,31.19,75,68.81,25022
25,23,158,49,31.01,109,68.99,25023
25,24,91,29,31.87,62,68.13,25024
25,25,105,68,64.76,37,35.24,25025
25,26,97,25,25.77,72,74.23,25026
25,27,151,87,57.62,64,42.38,25027
25,28,113,44,38.94,69,61.06,25028
25,29,90,45,50.0,45,50.0,25029
25,30,95,33,34.74,62,65.26,25030
25,31,172,116,67.44,56,32.56,25031
25,32,83,39,46.99,44,53.01,25032
26,1,108,46,42.59,62,57.41,26001
26,2,71,23,32.39,48,67.61,26002
26,3,119,62,52.1,57,47.9,26003
26,4,51,10,19.61,41,80.39,26004
26,5,89,30,33.71,59,66.29,26005
26,6,61,20,32.79,41,67.21,26006
26,7,84,43,51.19,41,48.81,26007
26,8,46,21,45.65,25,54.35,26008
26,9,97,32,32.99,65,67.01,26009
26,10,85,27,31.76,58,68.24,26010
26,11,100,37,37.0,63,63.0,26011
26,12,116,25,21.55,91,78.45,26012
26,13,43,12,27.91,31,72.09,26013
26,14,77,22,28.57,55,71.43,26014
26,15,44,22,50.0,22,50.0,26015
26,16,32,7,21.88,25,78.13,26016
26,17,120,69,57.5,51,42.5,26017
26,18,59,19,32.2,40,67.8,26018
26,19,43,19,44.19,24,55.81,26019
26,20,109,51,46.79,58,53.21,26020
26,21,106,42,39.62,64,60.38,26021
26,22,23,2,8.7,21,91.3,26022
26,23,46,15,32.61,31,67.39,26023
26,24,71,25,35.21,46,64.79,26024
26,25,84,28,33.33,56,66.67,26025
26,26,70,28,40.0,42,60.0,26026
26,27,136,52,38.24,84,61.76,26027
26,28,150,81,54.0,69,46.0,26028
26,29,62,21,33.87,41,66.13,26029
26,30,105,48,45.71,57,54.29,26030
26,31,45,14,31.11,31,68.89,26031
26,32,109,67,61.47,42,38.53,26032
26,33,119,49,41.18,70,58.82,26033
26,34,122,54,44.26,68,55.74,26034
26,35,84,19,22.62,65,77.38,26035
26,36,108,57,52.78,51,47.22,26036
26,37,101,52,51.49,49,48.51,26037
26,38,44,13,29.55,31,70.45,26038
26,39,123,59,47.97,64,52.03,26039
26,40,51,23,45.1,28,54.9,26040
26,41,114,32,28.07,82,71.93,26041
26,42,99,32,32.32,67,67.68,26042
26,43,49,18,36.73,31,63.27,26043
26,44,44,11,25.0,33,75.0,26044
26,45,32,11,34.38,21,65.63,26045
26,46,78,41,52.56,37,47.44,26046
26,47,46,14,30.43,32,69.57,26047
26,48,118,57,48.31,61,51.69,26048
26,49,42,15,35.71,27,64.29,26049
27,1,193,126,65.28,67,34.72,27001
27,2,134,82,61.19,52,38.81,27002
27,3,44,21,47.73,23,52.27,27003
27,4,64,38,59.38,26,40.63,27004
27,5,66,36,54.55,30,45.45,27005
27,6,110,67,60.91,43,39.09,27006
27,7,143,75,52.45,68,47.55,27007
27,8,68,34,50.0,34,50.0,27008
27,9,48,22,45.83,26,54.17,27009
27,10,111,60,54.05,51,45.95,27010
27,11,92,63,68.48,29,31.52,27011
27,12,80,53,66.25,27,33.75,27012
27,13,188,109,57.98,79,42.02,27013
27,14,42,15,35.71,27,64.29,27014
27,15,43,27,62.79,16,37.21,27015
27,16,81,61,75.31,20,24.69,27016
27,17,92,48,52.17,44,47.83,27017
27,18,64,35,54.69,29,45.31,27018
27,19,47,33,70.21,14,29.79,27019
27,20,36,18,50.0,18,50.0,27020
27,21,118,69,58.47,49,41.53,27021
27,22,55,23,41.82,32,58.18,27022
27,23,70,36,51.43,34,48.57,27023
27,24,48,21,43.75,27,56.25,27024
27,25,103,56,54.37,47,45.63,27025
27,26,67,35,52.24,32,47.76,27026
27,27,131,65,49.62,66,50.38,27027
27,28,148,78,52.7,70,47.3,27028
27,29,68,29,42.65,39,57.35,27029
27,30,36,21,58.33,15,41.67,27030
27,31,56,20,35.71,36,64.29,27031
27,32,96,42,43.75,54,56.25,27032
27,33,109,60,55.05,49,44.95,27033
27,34,53,30,56.6,23,43.4,27034
27,35,146,93,63.7,53,36.3,27035
27,36,69,41,59.42,28,40.58,27036
27,37,107,50,46.73,57,53.27,27037
27,38,184,90,48.91,94,51.09,27038
27,39,91,51,56.04,40,43.96,27039
27,40,102,55,53.92,47,46.08,27040
27,41,99,49,49.49,50,50.51,27041
27,42,92,52,56.52,40,43.48,27042
27,43,69,26,37.68,43,62.32,27043
27,44,53,27,50.94,26,49.06,27044
27,45,223,127,56.95,96,43.05,27045
27,46,86,62,72.09,24,27.91,27046
27,47,86,48,55.81,38,44.19,27047
27,48,152,90,59.21,62,40.79,27048
27,49,81,45,55.56,36,44.44,27049
27,50,88,47,53.41,41,46.59,27050
28,1,33,18,54.55,15,45.45,28001
28,2,59,29,49.15,30,50.85,28002
28,3,43,27,62.79,16,37.21,28003
28,4,62,34,54.84,28,45.16,28004
28,5,55,24,43.64,31,56.36,28005
28,6,55,34,61.82,21,38.18,28006
28,7,49,33,67.35,16,32.65,28007
28,8,120,69,57.5,51,42.5,28008
28,9,58,27,46.55,31,53.45,28009
28,10,110,71,64.55,39,35.45,28010
28,11,158,75,47.47,83,52.53,28011
28,12,63,35,55.56,28,44.44,28012
28,13,117,70,59.83,47,40.17,28013
28,14,54,32,59.26,22,40.74,28014
28,15,32,17,53.13,15,46.88,28015
28,16,49,31,63.27,18,36.73,28016
28,17,64,39,60.94,25,39.06,28017
28,18,64,32,50.0,32,50.0,28018
28,19,70,36,51.43,34,48.57,28019
28,20,45,21,46.67,24,53.33,28020
28,21,66,38,57.58,28,42.42,28021
28,22,87,42,48.28,45,51.72,28022
28,23,67,43,64.18,24,35.82,28023
28,24,53,27,50.94,26,49.06,28024
28,25,132,70,53.03,62,46.97,28025
28,26,73,44,60.27,29,39.73,28026
28,27,92,59,64.13,33,35.87,28027
28,28,118,77,65.25,41,34.75,28028
28,29,24,17,70.83,7,29.17,28029
28,30,21,15,71.43,6,28.57,28030
28,31,93,53,56.99,40,43.01,28031
28,32,71,36,50.7,35,49.3,28032
28,33,83,47,56.63,36,43.37,28033
28,34,96,43,44.79,53,55.21,28034
28,35,54,30,55.56,24,44.44,28035
28,36,36,26,72.22,10,27.78,28036
28,37,74,38,51.35,36,48.65,28037
28,38,29,17,58.62,12,41.38,28038
28,39,43,30,69.77,13,30.23,28039
28,40,96,66,68.75,30,31.25,28040
28,41,57,29,50.88,28,49.12,28041
28,42,56,38,67.86,18,32.14,28042
28,43,85,47,55.29,38,44.71,28043
28,44,46,22,47.83,24,52.17,28044
28,45,118,83,70.34,35,29.66,28045
28,46,182,87,47.8,95,52.2,28046
29,1,200,124,62.0,76,38.0,29001
29,2,125,70,56.0,55,44.0,29002
29,3,104,62,59.62,42,40.38,29003
29,4,129,58,44.96,71,55.04,29004
29,5,54,24,44.44,30,55.56,29005
29,6,67,34,50.75,33,49.25,29006
29,7,135,70,51.85,65,48.15,29007
29,8,57,33,57.89,24,42.11,29008
29,9,166,106,63.86,60,36.14,29009
29,10,201,111,55.22,90,44.78,29010
29,11,79,45,56.96,34,43.04,29011
29,12,136,68,50.0,68,50.0,29012
29,13,115,64,55.65,51,44.35,29013
29,14,103,45,43.69,58,56.31,29014
29,15,135,66,48.89,69,51.11,29015
29,16,93,43,46.24,50,53.76,29016
29,17,85,52,61.18,33,38.82,29017
29,18,99,61,61.62,38,38.38,29018
29,19,134,78,58.21,56,41.79,29019
29,20,101,59,58.42,42,41.58,29020
29,21,94,52,55.32,42,44.68,29021
29,22,95,49,51.58,46,48.42,29022
29,23,121,72,59.5,49,40.5,29023
29,24,108,67,62.04,41,37.96,29024
29,25,149,75,50.34,74,49.66,29025
29,26,120,58,48.33,62,51.67,29026
29,27,98,56,57.14,42,42.86,29027
29,28,126,61,48.41,65,51.59,29028
29,29,118,65,55.08,53,44.92,29029
29,30,178,78,43.82,100,56.18,29030
29,31,86,51,59.3,35,40.7,29031
29,32,93,53,56.99,40,43.01,29032
29,33,89,43,48.31,46,51.69,29033
29,34,68,34,50.0,34,50.0,29034
29,35,71,37,52.11,34,47.89,29035
29,36,105,55,52.38,50,47.62,29036
29,37,78,41,52.56,37,47.44,29037
29,38,94,49,52.13,45,47.87,29038
29,39,88,43,48.86,45,51.14,29039
29,40,140,72,51.43,68,48.57,29040
29,41,86,48,55.81,38,44.19,29041
29,42,110,61,55.45,49,44.55,29042
29,43,182,107,58.79,75,41.21,29043
29,44,132,63,47.73,69,52.27,29044
30,1,159,84,52.83,75,47.17,30001
30,2,101,42,41.58,59,58.42,30002
30,3,131,80,61.07,51,38.93,30003
30,4,104,50,48.08,54,51.92,30004
30,5,54,10,18.52,44,81.48,30005
30,6,82,40,48.78,42,51.22,30006
30,7,130,63,48.46,67,51.54,30007
30,8,177,84,47.46,93,52.54,30008
30,9,89,47,52.81,42,47.19,30009
30,10,100,35,35.0,65,65.0,30010
30,11,71,29,40.85,42,59.15,30011
30,12,58,24,41.38,34,58.62,30012
30,13,98,44,44.9,54,55.1,30013
30,14,53,14,26.42,39,73.58,30014
30,15,182,117,64.29,65,35.71,30015
30,16,46,20,43.48,26,56.52,30016
30,17,113,52,46.02,61,53.98,30017
30,18,167,72,43.11,95,56.89,30018
30,19,75,28,37.33,47,62.67,30019
30,20,128,72,56.25,56,43.75,30020
30,21,86,34,39.53,52,60.47,30021
30,22,188,93,49.47,95,50.53,30022
30,23,125,51,40.8,74,59.2,30023
30,24,189,84,44.44,105,55.56,30024
30,25,187,82,43.85,105,56.15,30025
30,26,74,29,39.19,45,60.81,30026
30,27,73,37,50.68,36,49.32,30027
30,28,172,90,52.33,82,47.67,30028
30,29,53,21,39.62,32,60.38,30029
30,30,42,15,35.71,27,64.29,30030
30,31,57,29,50.88,28,49.12,30031
30,32,122,61,50.0,61,50.0,30032
31,1,52,20,38.46,32,61.54,31001
31,2,45,18,40.0,27,60.0,31002
31,3,46,17,36.96,29,63.04,31003
31,4,108,50,46.3,58,53.7,31004
31,5,83,43,51.81,40,48.19,31005
31,6,55,21,38.18,34,61.82,31006
31,7,158,84,53.16,74,46.84,31007
31,8,51,20,39.22,31,60.78,31008
31,9,57,31,54.39,26,45.61,31009
31,10,84,41,48.81,43,51.19,31010
31,11,61,24,39.34,37,60.66,31011
31,12,67,32,47.76,35,52.24,31012
31,13,74,29,39.19,45,60.81,31013
31,14,63,32,50.79,31,49.21,31014
31,15,59,20,33.9,39,66.1,31015
31,16,121,53,43.8,68,56.2,31016
31,17,58,19,32.76,39,67.24,31017
31,18,68,30,44.12,38,55.88,31018
31,19,62,25,40.32,37,59.68,31019
31,20,58,17,29.31,41,70.69,31020
31,21,46,17,36.96,29,63.04,31021
31,22,52,16,30.77,36,69.23,31022
31,23,83,42,50.6,41,49.4,31023
31,24,88,31,35.23,57,64.77,31024
31,25,58,27,46.55,31,53.45,31025
31,26,88,46,52.27,42,47.73,31026
31,27,70,20,28.57,50,71.43,31027
31,28,38,25,65.79,13,34.21,31028
31,29,59,24,40.68,35,59.32,31029
31,30,54,22,40.74,32,59.26,31030
31,31,46,25,54.35,21,45.65,31031
31,32,29,15,51.72,14,48.28,31032
31,33,58,26,44.83,32,55.17,31033
31,34,82,36,43.9,46,56.1,31034
31,35,63,27,42.86,36,57.14,31035
31,36,72,22,30.56,50,69.44,31036
31,37,51,23,45.1,28,54.9,31037
31,38,34,18,52.94,16,47.06,31038
31,39,71,24,33.8,47,66.2,31039
31,40,79,28,35.44,51,64.56,31040
31,41,62,18,29.03,44,70.97,31041
32,1,171,91,53.22,80,46.78,32001
32,2,146,89,60.96,57,39.04,32002
32,3,182,91,50.0,91,50.0,32003
32,4,150,87,58.0,63,42.0,32004
32,5,160,96,60.0,64,40.0,32005
32,6,185,127,68.65,58,31.35,32006
32,7,170,112,65.88,58,34.12,32007
32,8,166,103,62.05,63,37.95,32008
32,9,143,77,53.85,66,46.15,32009
32,10,151,94,62.25,57,37.75,32010
32,11,160,78,48.75,82,51.25,32011
32,12,129,64,49.61,65,50.39,32012
32,13,149,87,58.39,62,41.61,32013
32,14,198,110,55.56,88,44.44,32014
32,15,153,100,65.36,53,34.64,32015
32,16,153,105,68.63,48,31.37,32016
32,17,184,98,53.26,86,46.74,32017
32,18,132,82,62.12,50,37.88,32018
32,19,145,88,60.69,57,39.31,32019
32,20,173,95,54.91,78,45.09,32020
32,21,183,118,64.48,65,35.52,32021
32,22,248,130,52.42,118,47.58,32022
32,23,149,91,61.07,58,38.93,32023
32,24,119,86,72.27,33,27.73,32024
32,25,165,107,64.85,58,35.15,32025
32,26,218,122,55.96,96,44.04,32026
32,27,116,72,62.07,44,37.93,32027
32,28,179,84,46.93,95,53.07,32028
32,29,151,101,66.89,50,33.11,32029
32,30,124,84,67.74,40,32.26,32030
32,31,135,88,65.19,47,34.81,32031
32,32,183,109,59.56,74,40.44,32032
32,33,164,94,57.32,70,42.68,32033
32,34,158,95,60.13,63,39.87,32034
32,35,144,88,61.11,56,38.89,32035
