ward,precinct,total,Mariyana T. Spyropoulos,Mariyana T. Spyropoulos Percent,Yumeka Brown,Yumeka Brown Percent,Patricia Theresa Flynn,Patricia Theresa Flynn Percent,Frank Avila,Frank Avila Percent,Rick Garcia,Rick Garcia Percent,Cristina P. Nonato,Cristina P. Nonato Percent,Precious W. Brady-Davis,Precious W. Brady-Davis Percent,Sharon Waller,Sharon Waller Percent,precinct_id
24,10,132,24,18.18,26,19.7,16,12.12,12,9.09,4,3.03,2,1.52,22,16.67,26,19.7,24010
24,11,142,21,14.79,37,26.06,25,17.61,5,3.52,5,3.52,3,2.11,21,14.79,25,17.61,24011
24,12,91,11,12.09,14,15.38,18,19.78,9,9.89,6,6.59,4,4.4,11,12.09,18,19.78,24012
24,13,92,9,9.78,21,22.83,17,18.48,4,4.35,11,11.96,1,1.09,18,19.57,11,11.96,24013
24,14,93,14,15.05,17,18.28,16,17.2,8,8.6,5,5.38,0,0.0,15,16.13,18,19.35,24014
24,15,71,16,22.54,16,22.54,17,23.94,4,5.63,2,2.82,2,2.82,11,15.49,3,4.23,24015
24,16,941,109,11.58,147,15.62,118,12.54,100,10.63,122,12.96,82,8.71,113,12.01,150,15.94,24016
24,17,129,17,13.18,30,23.26,24,18.6,8,6.2,2,1.55,0,0.0,24,18.6,24,18.6,24017
24,18,194,41,21.13,44,22.68,39,20.1,11,5.67,6,3.09,4,2.06,24,12.37,25,12.89,24018
24,19,197,27,13.71,53,26.9,36,18.27,11,5.58,13,6.6,2,1.02,33,16.75,22,11.17,24019
24,20,138,23,16.67,41,29.71,24,17.39,4,2.9,10,7.25,3,2.17,15,10.87,18,13.04,24020
24,21,90,9,10.0,10,11.11,20,22.22,8,8.89,9,10.0,2,2.22,17,18.89,15,16.67,24021
24,22,246,35,14.23,55,22.36,40,16.26,15,6.1,14,5.69,7,2.85,42,17.07,38,15.45,24022
24,23,165,24,14.55,30,18.18,25,15.15,10,6.06,16,9.7,3,1.82,22,13.33,35,21.21,24023
24,24,174,33,18.97,37,21.26,37,21.26,6,3.45,8,4.6,8,4.6,21,12.07,24,13.79,24024
24,25,94,18,19.15,23,24.47,21,22.34,8,8.51,2,2.13,4,4.26,7,7.45,11,11.7,24025
24,26,393,63,16.03,81,20.61,82,20.87,27,6.87,24,6.11,6,1.53,51,12.98,59,15.01,24026
24,27,243,47,19.34,53,21.81,57,23.46,9,3.7,13,5.35,5,2.06,21,8.64,38,15.64,24027
24,28,93,11,11.83,18,19.35,13,13.98,8,8.6,9,9.68,4,4.3,16,17.2,14,15.05,24028
24,29,65,11,16.92,14,21.54,15,23.08,2,3.08,4,6.15,3,4.62,11,16.92,5,7.69,24029
24,30,104,21,20.19,29,27.88,17,16.35,5,4.81,5,4.81,4,3.85,13,12.5,10,9.62,24030
24,31,168,26,15.48,35,20.83,39,23.21,19,11.31,6,3.57,3,1.79,20,11.9,20,11.9,24031
24,32,107,21,19.63,31,28.97,23,21.5,2,1.87,2,1.87,3,2.8,11,10.28,14,13.08,24032
24,33,109,14,12.84,20,18.35,21,19.27,4,3.67,7,6.42,1,0.92,18,16.51,24,22.02,24033
24,34,133,18,13.53,28,21.05,31,23.31,6,4.51,14,10.53,3,2.26,9,6.77,24,18.05,24034
24,35,149,22,14.77,34,22.82,25,16.78,13,8.72,7,4.7,7,4.7,20,13.42,21,14.09,24035
24,36,265,34,12.83,60,22.64,49,18.49,27,10.19,16,6.04,3,1.13,38,14.34,38,14.34,24036
24,37,117,12,10.26,27,23.08,17,14.53,8,6.84,9,7.69,4,3.42,20,17.09,20,17.09,24037
24,38,185,30,16.22,41,22.16,21,11.35,15,8.11,9,4.86,7,3.78,33,17.84,29,15.68,24038
24,39,224,33,14.73,45,20.09,32,14.29,24,10.71,23,10.27,8,3.57,27,12.05,32,14.29,24039
24,40,174,33,18.97,37,21.26,34,19.54,12,6.9,9,5.17,5,2.87,22,12.64,22,12.64,24040
24,41,168,29,17.26,40,23.81,31,18.45,10,5.95,9,5.36,6,3.57,16,9.52,27,16.07,24041
25,1,231,43,18.61,18,7.79,25,10.82,39,16.88,30,12.99,23,9.96,28,12.12,25,10.82,25001
25,2,361,76,21.05,38,10.53,29,8.03,43,11.91,33,9.14,36,9.97,55,15.24,51,14.13,25002
25,3,448,120,26.79,55,12.28,59,13.17,30,6.7,28,6.25,29,6.47,60,13.39,67,14.96,25003
25,4,212,46,21.7,43,20.28,31,14.62,13,6.13,16,7.55,10,4.72,23,10.85,30,14.15,25004
25,5,307,68,22.15,33,10.75,30,9.77,42,13.68,38,12.38,19,6.19,43,14.01,34,11.07,25005
25,6,90,27,30.0,8,8.89,15,16.67,14,15.56,6,6.67,6,6.67,5,5.56,9,10.0,25006
25,7,299,56,18.73,35,11.71,42,14.05,47,15.72,41,13.71,19,6.35,34,11.37,25,8.36,25007
25,8,324,66,20.37,32,9.88,29,8.95,42,12.96,42,12.96,23,7.1,48,14.81,42,12.96,25008
25,9,204,40,19.61,22,10.78,16,7.84,33,16.18,29,14.22,13,6.37,28,13.73,23,11.27,25009
25,10,336,96,28.57,45,13.39,50,14.88,22,6.55,18,5.36,19,5.65,41,12.2,45,13.39,25010
25,11,315,61,19.37,33,10.48,36,11.43,46,14.6,46,14.6,20,6.35,39,12.38,34,10.79,25011
25,12,313,72,23.0,33,10.54,21,6.71,40,12.78,36,11.5,20,6.39,49,15.65,42,13.42,25012
25,13,378,72,19.05,29,7.67,33,8.73,65,17.2,60,15.87,26,6.88,48,12.7,45,11.9,25013
25,14,227,57,25.11,30,13.22,32,14.1,28,12.33,14,6.17,13,5.73,19,8.37,34,14.98,25014
25,15,265,50,18.87,27,10.19,24,9.06,32,12.08,39,14.72,30,11.32,34,12.83,29,10.94,25015
25,16,405,109,26.91,47,11.6,51,12.59,27,6.67,20,4.94,16,3.95,66,16.3,69,17.04,25016
25,17,351,74,21.08,37,10.54,43,12.25,39,11.11,43,12.25,22,6.27,48,13.68,45,12.82,25017
25,18,138,36,26.09,16,11.59,18,13.04,15,10.87,10,7.25,11,7.97,17,12.32,15,10.87,25018
25,19,283,50,17.67,34,12.01,23,8.13,44,15.55,43,15.19,18,6.36,33,11.66,38,13.43,25019
25,20,135,23,17.04,28,20.74,19,14.07,16,11.85,13,9.63,6,4.44,13,9.63,17,12.59,25020
25,21,696,153,21.98,109,15.66,77,11.06,52,7.47,45,6.47,50,7.18,106,15.23,104,14.94,25021
25,22,280,64,22.86,18,6.43,21,7.5,35,12.5,33,11.79,18,6.43,47,16.79,44,15.71,25022
25,23,410,71,17.32,40,9.76,48,11.71,69,16.83,61,14.88,39,9.51,35,8.54,47,11.46,25023
25,24,236,63,26.69,25,10.59,19,8.05,32,13.56,29,12.29,9,3.81,30,12.71,29,12.29,25024
25,25,304,85,27.96,41,13.49,41,13.49,38,12.5,20,6.58,12,3.95,30,9.87,37,12.17,25025
25,26,266,60,22.56,20,7.52,24,9.02,44,16.54,26,9.77,23,8.65,37,13.91,32,12.03,25026
25,27,401,91,22.69,63,15.71,61,15.21,35,8.73,24,5.99,21,5.24,52,12.97,54,13.47,25027
25,28,279,58,20.79,30,10.75,23,8.24,44,15.77,29,10.39,23,8.24,37,13.26,35,12.54,25028
25,29,228,48,21.05,38,16.67,35,15.35,22,9.65,13,5.7,5,2.19,27,11.84,40,17.54,25029
25,30,249,41,16.47,25,10.04,20,8.03,40,16.06,35,14.06,25,10.04,33,13.25,30,12.05,25030
25,31,450,119,26.44,56,12.44,53,11.78,40,8.89,10,2.22,28,6.22,69,15.33,75,16.67,25031
25,32,195,45,23.08,13,6.67,28,14.36,29,14.87,25,12.82,18,9.23,17,8.72,20,10.26,25032
26,1,312,75,24.04,41,13.14,35,11.22,23,7.37,17,5.45,22,7.05,53,16.99,46,14.74,26001
26,2,212,54,25.47,14,6.6,23,10.85,19,8.96,12,5.66,9,4.25,41,19.34,40,18.87,26002
26,3,325,93,28.62,31,9.54,38,11.69,19,5.85,5,1.54,17,5.23,63,19.38,59,18.15,26003
26,4,118,17,14.41,12,10.17,13,11.02,16,13.56,21,17.8,5,4.24,16,13.56,18,15.25,26004
26,5,225,47,20.89,22,9.78,11,4.89,22,9.78,21,9.33,21,9.33,42,18.67,39,17.33,26005
26,6,168,38,22.62,16,9.52,8,4.76,10,5.95,17,10.12,10,5.95,31,18.45,38,22.62,26006
26,7,245,64,26.12,28,11.43,11,4.49,16,6.53,10,4.08,7,2.86,57,23.27,52,21.22,26007
26,8,102,21,20.59,15,14.71,15,14.71,9,8.82,10,9.8,9,8.82,11,10.78,12,11.76,26008
26,9,233,38,16.31,21,9.01,24,10.3,31,13.3,41,17.6,22,9.44,27,11.59,29,12.45,26009
26,10,239,44,18.41,25,10.46,28,11.72,31,12.97,27,11.3,14,5.86,36,15.06,34,14.23,26010
26,11,264,55,20.83,25,9.47,19,7.2,32,12.12,31,11.74,20,7.58,41,15.53,41,15.53,26011
26,12,307,65,21.17,30,9.77,35,11.4,29,9.45,34,11.07,15,4.89,53,17.26,46,14.98,26012
26,13,92,16,17.39,7,7.61,6,6.52,20,21.74,19,20.65,9,9.78,6,6.52,9,9.78,26013
26,14,180,31,17.22,17,9.44,17,9.44,27,15.0,24,13.33,15,8.33,26,14.44,23,12.78,26014
26,15,91,19,20.88,14,15.38,17,18.68,11,12.09,15,16.48,8,8.79,4,4.4,3,3.3,26015
26,16,73,14,19.18,9,12.33,6,8.22,11,15.07,10,13.7,6,8.22,11,15.07,6,8.22,26016
26,17,297,86,28.96,32,10.77,44,14.81,18,6.06,9,3.03,14,4.71,36,12.12,58,19.53,26017
26,18,138,24,17.39,17,12.32,17,12.32,14,10.14,16,11.59,13,9.42,18,13.04,19,13.77,26018
26,19,105,20,19.05,16,15.24,19,18.1,8,7.62,6,5.71,11,10.48,12,11.43,13,12.38,26019
26,20,264,58,21.97,34,12.88,29,10.98,24,9.09,18,6.82,18,6.82,45,17.05,38,14.39,26020
26,21,288,70,24.31,26,9.03,17,5.9,24,8.33,17,5.9,11,3.82,52,18.06,71,24.65,26021
26,22,51,8,15.69,5,9.8,5,9.8,12,23.53,10,19.61,4,7.84,5,9.8,2,3.92,26022
26,23,121,29,23.97,9,7.44,18,14.88,7,5.79,10,8.26,9,7.44,20,16.53,19,15.7,26023
26,24,176,42,23.86,18,10.23,12,6.82,15,8.52,18,10.23,7,3.98,35,19.89,29,16.48,26024
26,25,205,49,23.9,22,10.73,11,5.37,23,11.22,22,10.73,7,3.41,37,18.05,34,16.59,26025
26,26,208,59,28.37,22,10.58,22,10.58,14,6.73,9,4.33,11,5.29,36,17.31,35,16.83,26026
26,27,341,75,21.99,32,9.38,31,9.09,47,13.78,30,8.8,21,6.16,56,16.42,49,14.37,26027
26,28,401,98,24.44,46,11.47,47,11.72,32,7.98,14,3.49,28,6.98,67,16.71,69,17.21,26028
26,29,181,43,23.76,27,14.92,17,9.39,14,7.73,14,7.73,9,4.97,33,18.23,24,13.26,26029
26,30,276,60,21.74,24,8.7,21,7.61,26,9.42,16,5.8,20,7.25,52,18.84,57,20.65,26030
26,31,112,23,20.54,13,11.61,13,11.61,15,13.39,14,12.5,10,8.93,14,12.5,10,8.93,26031
26,32,246,69,28.05,36,14.63,20,8.13,18,7.32,17,6.91,17,6.91,36,14.63,33,13.41,26032
26,33,295,71,24.07,38,12.88,23,7.8,19,6.44,19,6.44,12,4.07,56,18.98,57,19.32,26033
26,34,332,89,26.81,25,7.53,25,7.53,22,6.63,19,5.72,8,2.41,77,23.19,67,20.18,26034
26,35,206,41,19.9,17,8.25,20,9.71,24,11.65,32,15.53,14,6.8,29,14.08,29,14.08,26035
26,36,263,65,24.71,29,11.03,28,10.65,28,10.65,19,7.22,19,7.22,39,14.83,36,13.69,26036
26,37,262,72,27.48,21,8.02,26,9.92,23,8.78,17,6.49,18,6.87,46,17.56,39,14.89,26037
26,38,91,17,18.68,9,9.89,16,17.58,15,16.48,16,17.58,5,5.49,4,4.4,9,9.89,26038
26,39,322,79,24.53,41,12.73,31,9.63,30,9.32,22,6.83,16,4.97,48,14.91,55,17.08,26039
26,40,125,32,25.6,21,16.8,11,8.8,8,6.4,8,6.4,4,3.2,23,18.4,18,14.4,26040
26,41,316,85,26.9,26,8.23,25,7.91,22,6.96,28,8.86,12,3.8,62,19.62,56,17.72,26041
26,42,270,69,25.56,25,9.26,28,10.37,25,9.26,20,7.41,13,4.81,40,14.81,50,18.52,26042
26,43,99,17,17.17,8,8.08,14,14.14,20,20.2,17,17.17,4,4.04,13,13.13,6,6.06,26043
26,44,101,19,18.81,9,8.91,14,13.86,15,14.85,14,13.86,10,9.9,11,10.89,9,8.91,26044
26,45,79,17,21.52,2,2.53,6,7.59,12,15.19,14,17.72,4,5.06,10,12.66,14,17.72,26045
26,46,220,63,28.64,26,11.82,32,14.55,18,8.18,12,5.45,11,5.0,22,10.0,36,16.36,26046
26,47,95,21,22.11,12,12.63,2,2.11,14,14.74,17,17.89,8,8.42,11,11.58,10,10.53,26047
26,48,302,74,24.5,31,10.26,42,13.91,24,7.95,14,4.64,10,3.31,49,16.23,58,19.21,26048
26,49,105,20,19.05,12,11.43,12,11.43,17,16.19,16,15.24,7,6.67,10,9.52,11,10.48,26049
27,1,462,119,25.76,71,15.37,59,12.77,30,6.49,26,5.63,20,4.33,70,15.15,67,14.5,27001
27,2,360,83,23.06,56,15.56,59,16.39,29,8.06,19,5.28,22,6.11,48,13.33,44,12.22,27002
27,3,122,22,18.03,22,18.03,22,18.03,8,6.56,5,4.1,9,7.38,19,15.57,15,12.3,27003
27,4,160,34,21.25,38,23.75,27,16.88,12,7.5,8,5.0,3,1.88,23,14.38,15,9.38,27004
27,5,137,16,11.68,28,20.44,27,19.71,8,5.84,9,6.57,6,4.38,18,13.14,25,18.25,27005
27,6,306,69,22.55,48,15.69,51,16.67,27,8.82,21,6.86,11,3.59,38,12.42,41,13.4,27006
27,7,372,102,27.42,42,11.29,41,11.02,23,6.18,21,5.65,14,3.76,62,16.67,67,18.01,27007
27,8,168,26,15.48,37,22.02,19,11.31,15,8.93,13,7.74,8,4.76,22,13.1,28,16.67,27008
27,9,125,32,25.6,13,10.4,15,12.0,6,4.8,8,6.4,10,8.0,22,17.6,19,15.2,27009
27,10,280,51,18.21,57,20.36,46,16.43,28,10.0,18,6.43,10,3.57,31,11.07,39,13.93,27010
27,11,229,51,22.27,34,14.85,31,13.54,22,9.61,10,4.37,17,7.42,28,12.23,36,15.72,27011
27,12,189,54,28.57,35,18.52,32,16.93,11,5.82,9,4.76,6,3.17,18,9.52,24,12.7,27012
27,13,486,108,22.22,106,21.81,75,15.43,34,7.0,29,5.97,17,3.5,58,11.93,59,12.14,27013
27,14,104,15,14.42,25,24.04,13,12.5,7,6.73,6,5.77,4,3.85,18,17.31,16,15.38,27014
27,15,107,19,17.76,25,23.36,19,17.76,10,9.35,7,6.54,3,2.8,10,9.35,14,13.08,27015
27,16,204,55,26.96,31,15.2,32,15.69,18,8.82,10,4.9,9,4.41,23,11.27,26,12.75,27016
27,17,249,56,22.49,57,22.89,42,16.87,13,5.22,11,4.42,8,3.21,32,12.85,30,12.05,27017
27,18,168,32,19.05,26,15.48,33,19.64,11,6.55,8,4.76,6,3.57,27,16.07,25,14.88,27018
27,19,112,25,22.32,25,22.32,19,16.96,8,7.14,9,8.04,2,1.79,11,9.82,13,11.61,27019
27,20,87,8,9.2,20,22.99,22,25.29,4,4.6,5,5.75,1,1.15,15,17.24,12,13.79,27020
27,21,294,74,25.17,47,15.99,54,18.37,21,7.14,11,3.74,15,5.1,38,12.93,34,11.56,27021
27,22,142,22,15.49,35,24.65,21,14.79,13,9.15,13,9.15,1,0.7,24,16.9,13,9.15,27022
27,23,146,34,23.29,29,19.86,26,17.81,11,7.53,10,6.85,1,0.68,12,8.22,23,15.75,27023
27,24,118,28,23.73,23,19.49,17,14.41,11,9.32,5,4.24,8,6.78,12,10.17,14,11.86,27024
27,25,256,52,20.31,54,21.09,37,14.45,14,5.47,13,5.08,12,4.69,37,14.45,37,14.45,27025
27,26,180,37,20.56,36,20.0,15,8.33,11,6.11,12,6.67,5,2.78,29,16.11,35,19.44,27026
27,27,339,69,20.35,63,18.58,48,14.16,26,7.67,25,7.37,10,2.95,48,14.16,50,14.75,27027
27,28,357,75,21.01,68,19.05,50,14.01,23,6.44,24,6.72,17,4.76,51,14.29,49,13.73,27028
27,29,158,23,14.56,30,18.99,23,14.56,14,8.86,14,8.86,6,3.8,31,19.62,17,10.76,27029
27,30,93,15,16.13,13,13.98,21,22.58,9,9.68,6,6.45,4,4.3,15,16.13,10,10.75,27030
27,31,127,25,19.69,25,19.69,16,12.6,8,6.3,7,5.51,2,1.57,19,14.96,25,19.69,27031
27,32,235,47,20.0,44,18.72,20,8.51,19,8.09,17,7.23,11,4.68,40,17.02,37,15.74,27032
27,33,288,66,22.92,56,19.44,42,14.58,22,7.64,14,4.86,14,4.86,35,12.15,39,13.54,27033
27,34,140,28,20.0,29,20.71,32,22.86,5,3.57,6,4.29,1,0.71,16,11.43,23,16.43,27034
27,35,377,104,27.59,46,12.2,48,12.73,29,7.69,16,4.24,18,4.77,56,14.85,60,15.92,27035
27,36,182,40,21.98,41,22.53,28,15.38,9,4.95,10,5.49,4,2.2,27,14.84,23,12.64,27036
27,37,286,65,22.73,54,18.88,39,13.64,22,7.69,19,6.64,10,3.5,39,13.64,38,13.29,27037
27,38,476,98,20.59,99,20.8,67,14.08,36,7.56,37,7.77,20,4.2,58,12.18,61,12.82,27038
27,39,254,45,17.72,58,22.83,48,18.9,9,3.54,18,7.09,9,3.54,38,14.96,29,11.42,27039
27,40,259,63,24.32,42,16.22,37,14.29,20,7.72,12,4.63,12,4.63,32,12.36,41,15.83,27040
27,41,255,49,19.22,50,19.61,43,16.86,18,7.06,16,6.27,10,3.92,33,12.94,36,14.12,27041
27,42,227,41,18.06,44,19.38,32,14.1,20,8.81,14,6.17,15,6.61,31,13.66,30,13.22,27042
27,43,166,30,18.07,28,16.87,21,12.65,9,5.42,14,8.43,9,5.42,27,16.27,28,16.87,27043
27,44,140,18,12.86,33,23.57,23,16.43,9,6.43,11,7.86,5,3.57,20,14.29,21,15.0,27044
27,45,592,155,26.18,79,13.34,73,12.33,39,6.59,18,3.04,39,6.59,97,16.39,92,15.54,27045
27,46,212,58,27.36,29,13.68,42,19.81,18,8.49,7,3.3,13,6.13,20,9.43,25,11.79,27046
27,47,220,42,19.09,35,15.91,32,14.55,18,8.18,11,5.0,9,4.09,38,17.27,35,15.91,27047
27,48,393,86,21.88,84,21.37,58,14.76,31,7.89,21,5.34,13,3.31,49,12.47,51,12.98,27048
27,49,229,39,17.03,58,25.33,31,13.54,10,4.37,8,3.49,4,1.75,41,17.9,38,16.59,27049
27,50,190,28,14.74,39,20.53,42,22.11,15,7.89,9,4.74,3,1.58,33,17.37,21,11.05,27050
28,1,94,16,17.02,21,22.34,16,17.02,3,3.19,6,6.38,2,2.13,13,13.83,17,18.09,28001
28,2,180,36,20.0,41,22.78,31,17.22,9,5.0,8,4.44,7,3.89,26,14.44,22,12.22,28002
28,3,130,33,25.38,33,25.38,29,22.31,6,4.62,3,2.31,4,3.08,13,10.0,9,6.92,28003
28,4,163,32,19.63,21,12.88,30,18.4,13,7.98,10,6.13,13,7.98,20,12.27,24,14.72,28004
28,5,137,32,23.36,27,19.71,30,21.9,5,3.65,8,5.84,10,7.3,17,12.41,8,5.84,28005
28,6,141,35,24.82,25,17.73,31,21.99,8,5.67,2,1.42,10,7.09,14,9.93,16,11.35,28006
28,7,125,33,26.4,29,23.2,30,24.0,8,6.4,8,6.4,1,0.8,7,5.6,9,7.2,28007
28,8,309,76,24.6,45,14.56,45,14.56,18,5.83,9,2.91,17,5.5,45,14.56,54,17.48,28008
28,9,145,20,13.79,34,23.45,29,20.0,10,6.9,12,8.28,2,1.38,17,11.72,21,14.48,28009
28,10,276,74,26.81,27,9.78,44,15.94,26,9.42,20,7.25,14,5.07,31,11.23,40,14.49,28010
28,11,418,93,22.25,73,17.46,41,9.81,33,7.89,32,7.66,18,4.31,73,17.46,55,13.16,28011
28,12,168,26,15.48,43,25.6,28,16.67,8,4.76,12,7.14,5,2.98,19,11.31,27,16.07,28012
28,13,313,61,19.49,77,24.6,67,21.41,13,4.15,19,6.07,10,3.19,37,11.82,29,9.27,28013
28,14,152,28,18.42,38,25.0,35,23.03,3,1.97,6,3.95,2,1.32,19,12.5,21,13.82,28014
28,15,61,7,11.48,11,18.03,10,16.39,4,6.56,10,16.39,4,6.56,10,16.39,5,8.2,28015
28,16,132,34,25.76,32,24.24,34,25.76,5,3.79,5,3.79,2,1.52,7,5.3,13,9.85,28016
28,17,169,30,17.75,41,24.26,35,20.71,7,4.14,11,6.51,4,2.37,17,10.06,24,14.2,28017
28,18,143,27,18.88,29,20.28,24,16.78,11,7.69,17,11.89,3,2.1,17,11.89,15,10.49,28018
28,19,190,48,25.26,24,12.63,24,12.63,16,8.42,11,5.79,8,4.21,27,14.21,32,16.84,28019
28,20,126,23,18.25,28,22.22,15,11.9,6,4.76,10,7.94,4,3.17,17,13.49,23,18.25,28020
28,21,163,24,14.72,47,28.83,32,19.63,4,2.45,8,4.91,3,1.84,19,11.66,26,15.95,28021
28,22,224,45,20.09,38,16.96,35,15.63,15,6.7,17,7.59,10,4.46,32,14.29,32,14.29,28022
28,23,194,33,17.01,47,24.23,34,17.53,13,6.7,14,7.22,8,4.12,20,10.31,25,12.89,28023
28,24,129,22,17.05,24,18.6,24,18.6,6,4.65,12,9.3,5,3.88,15,11.63,21,16.28,28024
28,25,381,72,18.9,85,22.31,80,21.0,22,5.77,20,5.25,6,1.57,52,13.65,44,11.55,28025
28,26,204,44,21.57,57,27.94,42,20.59,7,3.43,10,4.9,5,2.45,19,9.31,20,9.8,28026
28,27,264,64,24.24,43,16.29,42,15.91,29,10.98,12,4.55,14,5.3,29,10.98,31,11.74,28027
28,28,355,91,25.63,49,13.8,57,16.06,33,9.3,22,6.2,20,5.63,39,10.99,44,12.39,28028
28,29,66,12,18.18,12,18.18,12,18.18,5,7.58,3,4.55,1,1.52,10,15.15,11,16.67,28029
28,30,61,14,22.95,17,27.87,11,18.03,3,4.92,3,4.92,0,0.0,6,9.84,7,11.48,28030
28,31,280,41,14.64,58,20.71,48,17.14,19,6.79,15,5.36,8,2.86,42,15.0,49,17.5,28031
28,32,180,21,11.67,42,23.33,37,20.56,12,6.67,11,6.11,7,3.89,25,13.89,25,13.89,28032
28,33,226,47,20.8,57,25.22,49,21.68,10,4.42,13,5.75,2,0.88,24,10.62,24,10.62,28033
28,34,231,36,15.58,54,23.38,42,18.18,20,8.66,20,8.66,13,5.63,28,12.12,18,7.79,28034
28,35,130,24,18.46,27,20.77,24,18.46,10,7.69,4,3.08,4,3.08,17,13.08,20,15.38,28035
28,36,102,26,25.49,27,26.47,24,23.53,3,2.94,5,4.9,3,2.94,3,2.94,11,10.78,28036
28,37,197,35,17.77,46,23.35,45,22.84,13,6.6,19,9.64,4,2.03,15,7.61,20,10.15,28037
28,38,67,11,16.42,16,23.88,18,26.87,4,5.97,4,5.97,4,5.97,5,7.46,5,7.46,28038
28,39,115,19,16.52,29,25.22,25,21.74,11,9.57,7,6.09,1,0.87,12,10.43,11,9.57,28039
28,40,280,51,18.21,68,24.29,62,22.14,13,4.64,12,4.29,3,1.07,31,11.07,40,14.29,28040
28,41,141,29,20.57,33,23.4,28,19.86,11,7.8,6,4.26,2,1.42,16,11.35,16,11.35,28041
28,42,152,36,23.68,36,23.68,35,23.03,5,3.29,3,1.97,1,0.66,18,11.84,18,11.84,28042
28,43,206,39,18.93,58,28.16,37,17.96,7,3.4,8,3.88,4,1.94,25,12.14,28,13.59,28043
28,44,119,24,20.17,23,19.33,22,18.49,9,7.56,7,5.88,7,5.88,15,12.61,12,10.08,28044
28,45,295,67,22.71,46,15.59,50,16.95,34,11.53,16,5.42,10,3.39,33,11.19,39,13.22,28045
28,46,465,112,24.09,68,14.62,59,12.69,41,8.82,26,5.59,32,6.88,61,13.12,66,14.19,28046
29,1,523,115,21.99,82,15.68,95,18.16,42,8.03,38,7.27,25,4.78,53,10.13,73,13.96,29001
29,2,348,48,13.79,77,22.13,66,18.97,29,8.33,25,7.18,8,2.3,47,13.51,48,13.79,29002
29,3,257,44,17.12,64,24.9,51,19.84,14,5.45,19,7.39,5,1.95,29,11.28,31,12.06,29003
29,4,337,56,16.62,76,22.55,64,18.99,25,7.42,20,5.93,13,3.86,42,12.46,41,12.17,29004
29,5,130,14,10.77,27,20.77,19,14.62,10,7.69,12,9.23,4,3.08,22,16.92,22,16.92,29005
29,6,163,22,13.5,37,22.7,29,17.79,13,7.98,7,4.29,3,1.84,23,14.11,29,17.79,29006
29,7,350,71,20.29,71,20.29,55,15.71,33,9.43,23,6.57,11,3.14,42,12.0,44,12.57,29007
29,8,164,30,18.29,40,24.39,31,18.9,7,4.27,4,2.44,7,4.27,24,14.63,21,12.8,29008
29,9,486,102,20.99,77,15.84,85,17.49,59,12.14,40,8.23,31,6.38,42,8.64,50,10.29,29009
29,10,555,115,20.72,107,19.28,94,16.94,51,9.19,36,6.49,29,5.23,56,10.09,67,12.07,29010
29,11,191,39,20.42,51,26.7,33,17.28,9,4.71,14,7.33,7,3.66,15,7.85,23,12.04,29011
29,12,373,68,18.23,85,22.79,66,17.69,32,8.58,20,5.36,11,2.95,42,11.26,49,13.14,29012
29,13,303,55,18.15,73,24.09,57,18.81,14,4.62,17,5.61,7,2.31,41,13.53,39,12.87,29013
29,14,266,37,13.91,66,24.81,46,17.29,17,6.39,11,4.14,7,2.63,48,18.05,34,12.78,29014
29,15,388,60,15.46,96,24.74,62,15.98,34,8.76,17,4.38,9,2.32,57,14.69,53,13.66,29015
29,16,235,38,16.17,54,22.98,40,17.02,18,7.66,13,5.53,7,2.98,31,13.19,34,14.47,29016
29,17,224,53,23.66,54,24.11,46,20.54,15,6.7,8,3.57,9,4.02,15,6.7,24,10.71,29017
29,18,260,45,17.31,63,24.23,47,18.08,12,4.62,8,3.08,9,3.46,35,13.46,41,15.77,29018
29,19,345,65,18.84,73,21.16,62,17.97,19,5.51,20,5.8,9,2.61,43,12.46,54,15.65,29019
29,20,274,42,15.33,63,22.99,55,20.07,21,7.66,15,5.47,11,4.01,30,10.95,37,13.5,29020
29,21,235,31,13.19,50,21.28,37,15.74,16,6.81,15,6.38,7,2.98,43,18.3,36,15.32,29021
29,22,220,40,18.18,38,17.27,35,15.91,17,7.73,23,10.45,10,4.55,29,13.18,28,12.73,29022
29,23,327,72,22.02,56,17.13,58,17.74,37,11.31,20,6.12,25,7.65,31,9.48,28,8.56,29023
29,24,275,47,17.09,58,21.09,45,16.36,21,7.64,17,6.18,10,3.64,37,13.45,40,14.55,29024
29,25,389,54,13.88,91,23.39,70,17.99,27,6.94,14,3.6,13,3.34,55,14.14,65,16.71,29025
29,26,336,64,19.05,80,23.81,57,16.96,29,8.63,16,4.76,11,3.27,37,11.01,42,12.5,29026
29,27,259,44,16.99,52,20.08,47,18.15,18,6.95,15,5.79,5,1.93,39,15.06,39,15.06,29027
29,28,339,57,16.81,76,22.42,61,17.99,21,6.19,19,5.6,15,4.42,43,12.68,47,13.86,29028
29,29,280,64,22.86,32,11.43,48,17.14,38,13.57,30,10.71,25,8.93,10,3.57,33,11.79,29029
29,30,484,87,17.98,76,15.7,90,18.6,50,10.33,36,7.44,24,4.96,62,12.81,59,12.19,29030
29,31,208,57,27.4,16,7.69,36,17.31,29,13.94,17,8.17,16,7.69,15,7.21,22,10.58,29031
29,32,253,58,22.92,26,10.28,46,18.18,33,13.04,33,13.04,26,10.28,10,3.95,21,8.3,29032
