ward,precinct,total,Mariyana T. Spyropoulos,Mariyana T. Spyropoulos Percent,Yumeka Brown,Yumeka Brown Percent,Patricia Theresa Flynn,Patricia Theresa Flynn Percent,Frank Avila,Frank Avila Percent,Rick Garcia,Rick Garcia Percent,Cristina P. Nonato,Cristina P. Nonato Percent,Precious W. Brady-Davis,Precious W. Brady-Davis Percent,Sharon Waller,Sharon Waller Percent,precinct_id
6,29,441,77,17.46,120,27.21,71,16.1,23,5.22,15,3.4,11,2.49,60,13.61,64,14.51,06029
6,30,198,27,13.64,45,22.73,41,20.71,13,6.57,11,5.56,7,3.54,27,13.64,27,13.64,06030
6,31,447,87,19.46,116,25.95,80,17.9,21,4.7,18,4.03,15,3.36,66,14.77,44,9.84,06031
6,32,285,43,15.09,52,18.25,47,16.49,22,7.72,17,5.96,12,4.21,43,15.09,49,17.19,06032
6,33,332,47,14.16,87,26.2,57,17.17,28,8.43,13,3.92,10,3.01,49,14.76,41,12.35,06033
6,34,321,46,14.33,77,23.99,54,16.82,23,7.17,15,4.67,12,3.74,42,13.08,52,16.2,06034
6,35,387,56,14.47,89,23.0,58,14.99,25,6.46,24,6.2,9,2.33,62,16.02,64,16.54,06035
6,36,457,73,15.97,110,24.07,89,19.47,27,5.91,23,5.03,6,1.31,69,15.1,60,13.13,06036
6,37,540,97,17.96,136,25.19,84,15.56,38,7.04,26,4.81,8,1.48,84,15.56,67,12.41,06037
6,38,415,72,17.35,111,26.75,81,19.52,31,7.47,11,2.65,6,1.45,53,12.77,50,12.05,06038
6,39,259,39,15.06,63,24.32,47,18.15,11,4.25,17,6.56,6,2.32,36,13.9,40,15.44,06039
6,40,249,41,16.47,55,22.09,38,15.26,17,6.83,14,5.62,5,2.01,38,15.26,41,16.47,06040
6,41,382,59,15.45,92,24.08,62,16.23,28,7.33,23,6.02,6,1.57,54,14.14,58,15.18,06041
6,42,294,33,11.22,61,20.75,50,17.01,18,6.12,23,7.82,7,2.38,54,18.37,48,16.33,06042
6,43,277,46,16.61,76,27.44,50,18.05,16,5.78,18,6.5,5,1.81,36,13.0,30,10.83,06043
6,44,321,44,13.71,72,22.43,64,19.94,18,5.61,20,6.23,4,1.25,52,16.2,47,14.64,06044
6,45,394,66,16.75,99,25.13,74,18.78,23,5.84,19,4.82,8,2.03,56,14.21,49,12.44,06045
6,46,251,33,13.15,63,25.1,41,16.33,14,5.58,9,3.59,6,2.39,44,17.53,41,16.33,06046
6,47,249,38,15.26,48,19.28,38,15.26,22,8.84,24,9.64,9,3.61,33,13.25,37,14.86,06047
6,48,263,38,14.45,61,23.19,39,14.83,25,9.51,20,7.6,3,1.14,40,15.21,37,14.07,06048
7,1,231,37,16.02,51,22.08,38,16.45,16,6.93,6,2.6,8,3.46,38,16.45,37,16.02,07001
7,2,197,28,14.21,47,23.86,25,12.69,12,6.09,10,5.08,6,3.05,39,19.8,30,15.23,07002
7,3,338,51,15.09,76,22.49,63,18.64,27,7.99,7,2.07,4,1.18,58,17.16,52,15.38,07003
7,4,269,45,16.73,68,25.28,52,19.33,16,5.95,17,6.32,5,1.86,38,14.13,28,10.41,07004
7,5,210,27,12.86,54,25.71,45,21.43,19,9.05,9,4.29,0,0.0,32,15.24,24,11.43,07005
7,6,451,69,15.3,107,23.73,82,18.18,27,5.99,24,5.32,12,2.66,70,15.52,60,13.3,07006
7,7,198,26,13.13,52,26.26,38,19.19,12,6.06,10,5.05,7,3.54,25,12.63,28,14.14,07007
7,8,237,38,16.03,58,24.47,35,14.77,15,6.33,14,5.91,7,2.95,42,17.72,28,11.81,07008
7,9,613,88,14.36,150,24.47,103,16.8,56,9.14,33,5.38,12,1.96,88,14.36,83,13.54,07009
7,10,425,68,16.0,93,21.88,75,17.65,29,6.82,18,4.24,12,2.82,66,15.53,64,15.06,07010
7,11,222,28,12.61,49,22.07,38,17.12,10,4.5,10,4.5,9,4.05,36,16.22,42,18.92,07011
7,12,175,28,16.0,31,17.71,25,14.29,15,8.57,12,6.86,7,4.0,28,16.0,29,16.57,07012
7,13,225,28,12.44,51,22.67,35,15.56,20,8.89,16,7.11,7,3.11,28,12.44,40,17.78,07013
7,14,266,40,15.04,55,20.68,46,17.29,21,7.89,19,7.14,14,5.26,39,14.66,32,12.03,07014
7,15,333,49,14.71,79,23.72,61,18.32,30,9.01,12,3.6,9,2.7,45,13.51,48,14.41,07015
7,16,187,22,11.76,39,20.86,28,14.97,12,6.42,8,4.28,8,4.28,36,19.25,34,18.18,07016
7,17,219,32,14.61,54,24.66,44,20.09,14,6.39,12,5.48,3,1.37,32,14.61,28,12.79,07017
7,18,238,33,13.87,62,26.05,29,12.18,20,8.4,18,7.56,5,2.1,37,15.55,34,14.29,07018
7,19,263,42,15.97,62,23.57,41,15.59,25,9.51,13,4.94,6,2.28,41,15.59,33,12.55,07019
7,20,146,24,16.44,38,26.03,27,18.49,8,5.48,12,8.22,1,0.68,18,12.33,18,12.33,07020
7,21,172,30,17.44,33,19.19,30,17.44,13,7.56,8,4.65,5,2.91,27,15.7,26,15.12,07021
7,22,223,41,18.39,44,19.73,27,12.11,20,8.97,22,9.87,8,3.59,28,12.56,33,14.8,07022
7,23,357,70,19.61,98,27.45,74,20.73,19,5.32,11,3.08,6,1.68,39,10.92,40,11.2,07023
7,24,201,33,16.42,48,23.88,41,20.4,13,6.47,11,5.47,4,1.99,25,12.44,26,12.94,07024
7,25,133,23,17.29,24,18.05,27,20.3,15,11.28,7,5.26,5,3.76,16,12.03,16,12.03,07025
7,26,290,44,15.17,70,24.14,51,17.59,16,5.52,18,6.21,4,1.38,48,16.55,39,13.45,07026
7,27,253,46,18.18,60,23.72,55,21.74,10,3.95,12,4.74,8,3.16,26,10.28,36,14.23,07027
7,28,152,29,19.08,33,21.71,28,18.42,15,9.87,11,7.24,3,1.97,14,9.21,19,12.5,07028
7,29,258,43,16.67,48,18.6,53,20.54,25,9.69,12,4.65,7,2.71,33,12.79,37,14.34,07029
7,30,184,25,13.59,41,22.28,41,22.28,12,6.52,5,2.72,8,4.35,27,14.67,25,13.59,07030
7,31,151,21,13.91,39,25.83,22,14.57,13,8.61,17,11.26,4,2.65,15,9.93,20,13.25,07031
7,32,553,91,16.46,152,27.49,92,16.64,32,5.79,25,4.52,11,1.99,78,14.1,72,13.02,07032
7,33,569,94,16.52,127,22.32,107,18.8,44,7.73,30,5.27,11,1.93,75,13.18,81,14.24,07033
7,34,436,59,13.53,98,22.48,71,16.28,33,7.57,39,8.94,5,1.15,64,14.68,67,15.37,07034
7,35,265,47,17.74,59,22.26,51,19.25,25,9.43,13,4.91,5,1.89,30,11.32,35,13.21,07035
7,36,416,61,14.66,102,24.52,74,17.79,26,6.25,17,4.09,14,3.37,58,13.94,64,15.38,07036
7,37,335,61,18.21,69,20.6,70,20.9,25,7.46,17,5.07,6,1.79,39,11.64,48,14.33,07037
7,38,239,37,15.48,52,21.76,39,16.32,23,9.62,17,7.11,5,2.09,38,15.9,28,11.72,07038
7,39,270,50,18.52,64,23.7,52,19.26,14,5.19,11,4.07,4,1.48,40,14.81,35,12.96,07039
7,40,279,47,16.85,66,23.66,60,21.51,18,6.45,19,6.81,2,0.72,31,11.11,36,12.9,07040
7,41,218,36,16.51,42,19.27,44,20.18,13,5.96,11,5.05,5,2.29,31,14.22,36,16.51,07041
7,42,279,49,17.56,71,25.45,40,14.34,15,5.38,24,8.6,10,3.58,30,10.75,40,14.34,07042
7,43,281,41,14.59,80,28.47,51,18.15,19,6.76,10,3.56,4,1.42,33,11.74,43,15.3,07043
7,44,265,36,13.58,65,24.53,50,18.87,17,6.42,9,3.4,5,1.89,41,15.47,42,15.85,07044
7,45,164,20,12.2,29,17.68,24,14.63,13,7.93,17,10.37,8,4.88,29,17.68,24,14.63,07045
7,46,132,19,14.39,22,16.67,19,14.39,14,10.61,19,14.39,2,1.52,19,14.39,18,13.64,07046
8,1,226,31,13.72,50,22.12,40,17.7,19,8.41,13,5.75,9,3.98,36,15.93,28,12.39,08001
8,2,225,44,19.56,56,24.89,37,16.44,14,6.22,6,2.67,7,3.11,28,12.44,33,14.67,08002
8,3,542,97,17.9,148,27.31,93,17.16,24,4.43,21,3.87,8,1.48,74,13.65,77,14.21,08003
8,4,457,76,16.63,108,23.63,94,20.57,19,4.16,26,5.69,10,2.19,65,14.22,59,12.91,08004
8,5,509,81,15.91,134,26.33,92,18.07,30,5.89,14,2.75,13,2.55,76,14.93,69,13.56,08005
8,6,418,70,16.75,106,25.36,75,17.94,30,7.18,19,4.55,5,1.2,60,14.35,53,12.68,08006
8,7,468,85,18.16,120,25.64,85,18.16,28,5.98,21,4.49,10,2.14,65,13.89,54,11.54,08007
8,8,485,94,19.38,119,24.54,88,18.14,26,5.36,26,5.36,13,2.68,60,12.37,59,12.16,08008
8,9,196,32,16.33,47,23.98,36,18.37,9,4.59,11,5.61,6,3.06,24,12.24,31,15.82,08009
8,10,635,118,18.58,161,25.35,111,17.48,48,7.56,27,4.25,11,1.73,85,13.39,74,11.65,08010
8,11,213,34,15.96,54,25.35,43,20.19,13,6.1,13,6.1,6,2.82,26,12.21,24,11.27,08011
8,12,282,38,13.48,80,28.37,52,18.44,14,4.96,10,3.55,2,0.71,41,14.54,45,15.96,08012
8,13,314,60,19.11,67,21.34,60,19.11,16,5.1,15,4.78,10,3.18,48,15.29,38,12.1,08013
8,14,118,17,14.41,28,23.73,16,13.56,7,5.93,9,7.63,5,4.24,15,12.71,21,17.8,08014
8,15,249,38,15.26,51,20.48,50,20.08,16,6.43,20,8.03,8,3.21,28,11.24,38,15.26,08015
8,16,51,6,11.76,10,19.61,3,5.88,4,7.84,5,9.8,4,7.84,8,15.69,11,21.57,08016
8,17,359,68,18.94,101,28.13,71,19.78,22,6.13,13,3.62,8,2.23,32,8.91,44,12.26,08017
8,18,161,21,13.04,36,22.36,28,17.39,9,5.59,14,8.7,4,2.48,23,14.29,26,16.15,08018
8,19,552,85,15.4,135,24.46,92,16.67,36,6.52,37,6.7,8,1.45,76,13.77,83,15.04,08019
8,20,426,65,15.26,119,27.93,62,14.55,26,6.1,18,4.23,13,3.05,67,15.73,56,13.15,08020
8,21,386,75,19.43,110,28.5,74,19.17,20,5.18,11,2.85,4,1.04,42,10.88,50,12.95,08021
8,22,351,65,18.52,87,24.79,78,22.22,11,3.13,20,5.7,4,1.14,43,12.25,43,12.25,08022
8,23,203,36,17.73,42,20.69,46,22.66,15,7.39,15,7.39,4,1.97,19,9.36,26,12.81,08023
8,24,219,35,15.98,55,25.11,38,17.35,15,6.85,11,5.02,8,3.65,32,14.61,25,11.42,08024
8,25,265,50,18.87,64,24.15,50,18.87,19,7.17,15,5.66,2,0.75,28,10.57,37,13.96,08025
8,26,210,29,13.81,49,23.33,33,15.71,12,5.71,10,4.76,7,3.33,32,15.24,38,18.1,08026
8,27,562,94,16.73,149,26.51,111,19.75,23,4.09,32,5.69,9,1.6,79,14.06,65,11.57,08027
8,28,371,72,19.41,100,26.95,66,17.79,17,4.58,19,5.12,5,1.35,53,14.29,39,10.51,08028
8,29,448,69,15.4,119,26.56,85,18.97,23,5.13,25,5.58,7,1.56,61,13.62,59,13.17,08029
8,30,368,58,15.76,92,25.0,66,17.93,20,5.43,22,5.98,6,1.63,53,14.4,51,13.86,08030
8,31,260,35,13.46,56,21.54,42,16.15,21,8.08,19,7.31,5,1.92,39,15.0,43,16.54,08031
8,32,269,53,19.7,66,24.54,61,22.68,6,2.23,10,3.72,8,2.97,28,10.41,37,13.75,08032
8,33,249,39,15.66,53,21.29,51,20.48,9,3.61,15,6.02,6,2.41,43,17.27,33,13.25,08033
8,34,352,69,19.6,82,23.3,70,19.89,25,7.1,16,4.55,10,2.84,41,11.65,39,11.08,08034
8,35,447,76,17.0,106,23.71,80,17.9,25,5.59,25,5.59,9,2.01,62,13.87,64,14.32,08035
8,36,338,55,16.27,99,29.29,68,20.12,13,3.85,7,2.07,6,1.78,45,13.31,45,13.31,08036
8,37,340,59,17.35,90,26.47,66,19.41,16,4.71,17,5.0,4,1.18,42,12.35,46,13.53,08037
8,38,211,33,15.64,56,26.54,34,16.11,10,4.74,12,5.69,5,2.37,29,13.74,32,15.17,08038
8,39,361,70,19.39,91,25.21,68,18.84,23,6.37,23,6.37,2,0.55,43,11.91,41,11.36,08039
8,40,240,45,18.75,58,24.17,40,16.67,20,8.33,15,6.25,6,2.5,24,10.0,32,13.33,08040
8,41,327,49,14.98,84,25.69,62,18.96,20,6.12,20,6.12,6,1.83,47,14.37,39,11.93,08041
8,42,422,79,18.72,101,23.93,73,17.3,24,5.69,21,4.98,8,1.9,59,13.98,57,13.51,08042
8,43,119,11,9.24,25,21.01,26,21.85,13,10.92,5,4.2,4,3.36,18,15.13,17,14.29,08043
8,44,216,37,17.13,48,22.22,43,19.91,15,6.94,11,5.09,5,2.31,28,12.96,29,13.43,08044
8,45,146,26,17.81,29,19.86,26,17.81,14,9.59,8,5.48,4,2.74,19,13.01,20,13.7,08045
8,46,245,37,15.1,64,26.12,50,20.41,15,6.12,7,2.86,6,2.45,39,15.92,27,11.02,08046
8,47,294,56,19.05,69,23.47,47,15.99,23,7.82,14,4.76,6,2.04,39,13.27,40,13.61,08047
8,48,284,47,16.55,76,26.76,54,19.01,11,3.87,16,5.63,8,2.82,30,10.56,42,14.79,08048
8,49,345,59,17.1,87,25.22,54,15.65,17,4.93,18,5.22,10,2.9,60,17.39,40,11.59,08049
8,50,402,71,17.66,110,27.36,84,20.9,21,5.22,12,2.99,8,1.99,54,13.43,42,10.45,08050
8,51,436,76,17.43,107,24.54,81,18.58,22,5.05,20,4.59,12,2.75,58,13.3,60,13.76,08051
8,52,593,98,16.53,151,25.46,102,17.2,42,7.08,27,4.55,11,1.85,79,13.32,83,14.0,08052
8,53,176,33,18.75,41,23.3,29,16.48,16,9.09,10,5.68,3,1.7,22,12.5,22,12.5,08053
8,54,149,21,14.09,28,18.79,30,20.13,16,10.74,9,6.04,5,3.36,18,12.08,22,14.77,08054
8,55,301,40,13.29,70,23.26,51,16.94,24,7.97,16,5.32,9,2.99,39,12.96,52,17.28,08055
8,56,402,74,18.41,116,28.86,77,19.15,18,4.48,11,2.74,5,1.24,52,12.94,49,12.19,08056
9,1,291,42,14.43,68,23.37,48,16.49,22,7.56,15,5.15,10,3.44,44,15.12,42,14.43,09001
9,2,216,27,12.5,48,22.22,36,16.67,20,9.26,17,7.87,9,4.17,26,12.04,33,15.28,09002
9,3,100,16,16.0,15,15.0,14,14.0,7,7.0,8,8.0,2,2.0,17,17.0,21,21.0,09003
9,4,215,31,14.42,55,25.58,33,15.35,17,7.91,11,5.12,5,2.33,34,15.81,29,13.49,09004
9,5,355,54,15.21,103,29.01,62,17.46,31,8.73,17,4.79,5,1.41,42,11.83,41,11.55,09005
9,6,265,44,16.6,67,25.28,50,18.87,19,7.17,17,6.42,2,0.75,31,11.7,35,13.21,09006
9,7,158,22,13.92,40,25.32,27,17.09,10,6.33,14,8.86,5,3.16,17,10.76,23,14.56,09007
9,8,203,29,14.29,41,20.2,24,11.82,25,12.32,15,7.39,5,2.46,39,19.21,25,12.32,09008
9,9,433,47,10.85,94,21.71,71,16.4,27,6.24,38,8.78,15,3.46,67,15.47,74,17.09,09009
9,10,193,34,17.62,45,23.32,32,16.58,13,6.74,10,5.18,2,1.04,34,17.62,23,11.92,09010
9,11,212,27,12.74,57,26.89,37,17.45,19,8.96,14,6.6,5,2.36,28,13.21,25,11.79,09011
9,12,416,61,14.66,102,24.52,69,16.59,21,5.05,25,6.01,10,2.4,62,14.9,66,15.87,09012
9,13,426,80,18.78,113,26.53,71,16.67,28,6.57,22,5.16,3,0.7,62,14.55,47,11.03,09013
9,14,413,71,17.19,108,26.15,87,21.07,23,5.57,18,4.36,6,1.45,56,13.56,44,10.65,09014
9,15,93,14,15.05,20,21.51,21,22.58,2,2.15,5,5.38,3,3.23,13,13.98,15,16.13,09015
9,16,305,54,17.7,68,22.3,62,20.33,19,6.23,13,4.26,7,2.3,39,12.79,43,14.1,09016
9,17,143,19,13.29,33,23.08,26,18.18,7,4.9,9,6.29,3,2.1,23,16.08,23,16.08,09017
9,18,238,45,18.91,60,25.21,47,19.75,9,3.78,20,8.4,2,0.84,29,12.18,26,10.92,09018
9,19,260,34,13.08,64,24.62,51,19.62,23,8.85,10,3.85,4,1.54,38,14.62,36,13.85,09019
9,20,264,45,17.05,67,25.38,51,19.32,17,6.44,15,5.68,5,1.89,34,12.88,30,11.36,09020
9,21,244,40,16.39,54,22.13,44,18.03,22,9.02,15,6.15,4,1.64,39,15.98,26,10.66,09021
9,22,359,52,14.48,80,22.28,53,14.76,38,10.58,27,7.52,7,1.95,54,15.04,48,13.37,09022
9,23,398,62,15.58,107,26.88,63,15.83,25,6.28,22,5.53,8,2.01,61,15.33,50,12.56,09023
9,24,400,64,16.0,94,23.5,65,16.25,27,6.75,20,5.0,8,2.0,70,17.5,52,13.0,09024
9,25,268,39,14.55,67,25.0,47,17.54,11,4.1,15,5.6,9,3.36,44,16.42,36,13.43,09025
9,26,149,27,18.12,32,21.48,19,12.75,9,6.04,9,6.04,9,6.04,21,14.09,23,15.44,09026
9,27,280,41,14.64,69,24.64,54,19.29,19,6.79,15,5.36,6,2.14,34,12.14,42,15.0,09027
9,28,106,15,14.15,27,25.47,14,13.21,11,10.38,14,13.21,1,0.94,14,13.21,10,9.43,09028
9,29,158,27,17.09,42,26.58,26,16.46,9,5.7,10,6.33,3,1.9,20,12.66,21,13.29,09029
9,30,198,34,17.17,44,22.22,42,21.21,15,7.58,10,5.05,5,2.53,21,10.61,27,13.64,09030
9,31,200,26,13.0,47,23.5,27,13.5,21,10.5,15,7.5,3,1.5,27,13.5,34,17.0,09031
9,32,323,45,13.93,76,23.53,70,21.67,23,7.12,15,4.64,7,2.17,49,15.17,38,11.76,09032
9,33,179,35,19.55,39,21.79,30,16.76,13,7.26,12,6.7,5,2.79,25,13.97,20,11.17,09033
9,34,212,31,14.62,41,19.34,43,20.28,15,7.08,14,6.6,9,4.25,28,13.21,31,14.62,09034
9,35,379,61,16.09,91,24.01,75,19.79,24,6.33,19,5.01,8,2.11,60,15.83,41,10.82,09035
9,36,220,25,11.36,50,22.73,36,16.36,16,7.27,13,5.91,5,2.27,36,16.36,39,17.73,09036
9,37,500,117,23.4,85,17.0,60,12.0,53,10.6,44,8.8,20,4.0,63,12.6,58,11.6,09037
9,38,237,28,11.81,49,20.68,49,20.68,23,9.7,9,3.8,5,2.11,29,12.24,45,18.99,09038
9,39,351,63,17.95,80,22.79,64,18.23,20,5.7,20,5.7,8,2.28,54,15.38,42,11.97,09039
9,40,433,69,15.94,106,24.48,79,18.24,27,6.24,27,6.24,10,2.31,59,13.63,56,12.93,09040
9,41,251,40,15.94,60,23.9,42,16.73,11,4.38,15,5.98,6,2.39,43,17.13,34,13.55,09041
9,42,410,64,15.61,96,23.41,64,15.61,23,5.61,20,4.88,10,2.44,72,17.56,61,14.88,09042
9,43,209,38,18.18,38,18.18,42,20.1,15,7.18,16,7.66,6,2.87,27,12.92,27,12.92,09043
9,44,285,45,15.79,69,24.21,47,16.49,20,7.02,12,4.21,6,2.11,42,14.74,44,15.44,09044
9,45,238,47,19.75,51,21.43,50,21.01,17,7.14,11,4.62,11,4.62,24,10.08,27,11.34,09045
9,46,323,59,18.27,70,21.67,50,15.48,24,7.43,17,5.26,14,4.33,50,15.48,39,12.07,09046
9,47,408,66,16.18,107,26.23,63,15.44,27,6.62,22,5.39,7,1.72,58,14.22,58,14.22,09047
9,48,375,53,14.13,83,22.13,48,12.8,29,7.73,17,4.53,20,5.33,67,17.87,58,15.47,09048
9,49,393,62,15.78,93,23.66,70,17.81,33,8.4,18,4.58,3,0.76,54,13.74,60,15.27,09049
9,50,514,78,15.18,147,28.6,78,15.18,23,4.47,26,5.06,7,1.36,84,16.34,71,13.81,09050
9,51,404,56,13.86,104,25.74,64,15.84,24,5.94,24,5.94,5,1.24,65,16.09,62,15.35,09051
10,1,264,40,15.15,42,15.91,39,14.77,43,16.29,26,9.85,9,3.41,34,12.88,31,11.74,10001
10,2,211,34,16.11,16,7.58,28,13.27,51,24.17,33,15.64,20,9.48,12,5.69,17,8.06,10002
10,3,214,46,21.5,28,13.08,35,16.36,32,14.95,24,11.21,13,6.07,16,7.48,20,9.35,10003
10,4,128,22,17.19,13,10.16,19,14.84,24,18.75,19,14.84,9,7.03,13,10.16,9,7.03,10004
10,5,174,40,22.99,14,8.05,25,14.37,45,25.86,26,14.94,11,6.32,5,2.87,8,4.6,10005
10,6,190,34,17.89,17,8.95,21,11.05,47,24.74,35,18.42,10,5.26,15,7.89,11,5.79,10006
10,7,109,27,24.77,8,7.34,14,12.84,23,21.1,15,13.76,10,9.17,8,7.34,4,3.67,10007
10,8,56,9,16.07,9,16.07,6,10.71,10,17.86,9,16.07,5,8.93,4,7.14,4,7.14,10008
10,9,164,31,18.9,7,4.27,21,12.8,49,29.88,26,15.85,11,6.71,6,3.66,13,7.93,10009
10,10,234,38,16.24,25,10.68,33,14.1,58,24.79,44,18.8,20,8.55,10,4.27,6,2.56,10010
10,11,217,37,17.05,11,5.07,24,11.06,51,23.5,45,20.74,14,6.45,16,7.37,19,8.76,10011
10,12,121,21,17.36,6,4.96,11,9.09,30,24.79,32,26.45,10,8.26,3,2.48,8,6.61,10012
10,13,201,29,14.43,23,11.44,23,11.44,47,23.38,43,21.39,15,7.46,11,5.47,10,4.98,10013
10,14,235,46,19.57,18,7.66,34,14.47,41,17.45,49,20.85,25,10.64,8,3.4,14,5.96,10014
10,15,477,75,15.72,118,24.74,92,19.29,34,7.13,26,5.45,11,2.31,54,11.32,67,14.05,10015
10,16,142,28,19.72,14,9.86,28,19.72,29,20.42,20,14.08,9,6.34,3,2.11,11,7.75,10016
10,17,297,57,19.19,30,10.1,45,15.15,57,19.19,36,12.12,19,6.4,20,6.73,33,11.11,10017
10,18,88,13,14.77,7,7.95,11,12.5,16,18.18,19,21.59,7,7.95,7,7.95,8,9.09,10018
10,19,157,33,21.02,13,8.28,23,14.65,36,22.93,30,19.11,9,5.73,4,2.55,9,5.73,10019
10,20,206,47,22.82,14,6.8,31,15.05,49,23.79,33,16.02,17,8.25,2,0.97,13,6.31,10020
10,21,180,33,18.33,14,7.78,28,15.56,42,23.33,38,21.11,8,4.44,11,6.11,6,3.33,10021
10,22,69,10,14.49,4,5.8,7,10.14,18,26.09,16,23.19,6,8.7,4,5.8,4,5.8,10022
10,23,176,26,14.77,15,8.52,16,9.09,38,21.59,35,19.89,18,10.23,15,8.52,13,7.39,10023
10,24,162,25,15.43,12,7.41,27,16.67,35,21.6,26,16.05,13,8.02,5,3.09,19,11.73,10024
10,25,74,8,10.81,11,14.86,8,10.81,16,21.62,13,17.57,4,5.41,7,9.46,7,9.46,10025
10,26,142,27,19.01,15,10.56,21,14.79,26,18.31,27,19.01,7,4.93,12,8.45,7,4.93,10026
10,27,143,28,19.58,26,18.18,25,17.48,16,11.19,17,11.89,2,1.4,14,9.79,15,10.49,10027
10,28,218,43,19.72,16,7.34,28,12.84,51,23.39,37,16.97,11,5.05,10,4.59,22,10.09,10028
10,29,177,25,14.12,11,6.21,22,12.43,43,24.29,37,20.9,25,14.12,5,2.82,9,5.08,10029
10,30,134,24,17.91,9,6.72,15,11.19,32,23.88,32,23.88,7,5.22,6,4.48,9,6.72,10030
10,31,134,25,18.66,13,9.7,19,14.18,24,17.91,28,20.9,13,9.7,5,3.73,7,5.22,10031
10,32,185,32,17.3,11,5.95,25,13.51,40,21.62,35,18.92,19,10.27,7,3.78,16,8.65,10032
10,33,154,29,18.83,10,6.49,20,12.99,29,18.83,29,18.83,18,11.69,7,4.55,12,7.79,10033
10,34,84,16,19.05,13,15.48,8,9.52,12,14.29,13,15.48,4,4.76,10,11.9,8,9.52,10034
10,35,268,50,18.66,20,7.46,35,13.06,62,23.13,51,19.03,24,8.96,13,4.85,13,4.85,10035
10,36,75,6,8.0,8,10.67,6,8.0,15,20.0,14,18.67,2,2.67,9,12.0,15,20.0,10036
11,1,374,86,22.99,52,13.9,63,16.84,39,10.43,18,4.81,26,6.95,40,10.7,50,13.37,11001
11,2,10,1,10.0,1,10.0,1,10.0,1,10.0,2,20.0,2,20.0,1,10.0,1,10.0,11002
11,3,381,100,26.25,41,10.76,27,7.09,43,11.29,33,8.66,18,4.72,58,15.22,61,16.01,11003
11,4,282,72,25.53,35,12.41,42,14.89,37,13.12,23,8.16,16,5.67,22,7.8,35,12.41,11004
11,5,418,100,23.92,44,10.53,56,13.4,40,9.57,19,4.55,21,5.02,66,15.79,72,17.22,11005
11,6,482,118,24.48,77,15.98,59,12.24,48,9.96,32,6.64,22,4.56,62,12.86,64,13.28,11006
11,7,231,43,18.61,44,19.05,33,14.29,25,10.82,16,6.93,15,6.49,23,9.96,32,13.85,11007
11,8,325,71,21.85,35,10.77,47,14.46,37,11.38,22,6.77,32,9.85,37,11.38,44,13.54,11008
11,9,237,62,26.16,22,9.28,37,15.61,21,8.86,17,7.17,18,7.59,27,11.39,33,13.92,11009
11,10,225,59,26.22,22,9.78,35,15.56,23,10.22,14,6.22,18,8.0,26,11.56,28,12.44,11010
11,11,312,62,19.87,31,9.94,50,16.03,29,9.29,26,8.33,23,7.37,39,12.5,52,16.67,11011
11,12,362,81,22.38,35,9.67,99,27.35,50,13.81,34,9.39,22,6.08,13,3.59,28,7.73,11012
11,13,317,69,21.77,30,9.46,75,23.66,52,16.4,39,12.3,13,4.1,17,5.36,22,6.94,11013
11,14,112,31,27.68,12,10.71,23,20.54,16,14.29,8,7.14,8,7.14,5,4.46,9,8.04,11014
11,15,138,32,23.19,19,13.77,25,18.12,16,11.59,9,6.52,9,6.52,14,10.14,14,10.14,11015
11,16,192,53,27.6,13,6.77,42,21.88,26,13.54,10,5.21,14,7.29,13,6.77,21,10.94,11016
11,17,490,138,28.16,52,10.61,72,14.69,48,9.8,27,5.51,23,4.69,53,10.82,77,15.71,11017
11,18,242,61,25.21,30,12.4,43,17.77,32,13.22,12,4.96,26,10.74,18,7.44,20,8.26,11018
11,19,477,129,27.04,43,9.01,56,11.74,33,6.92,28,5.87,17,3.56,80,16.77,91,19.08,11019
11,20,239,60,25.1,26,10.88,44,18.41,34,14.23,12,5.02,23,9.62,18,7.53,22,9.21,11020
11,21,488,129,26.43,62,12.7,119,24.39,58,11.89,33,6.76,22,4.51,26,5.33,39,7.99,11021
11,22,377,92,24.4,36,9.55,54,14.32,48,12.73,24,6.37,26,6.9,41,10.88,56,14.85,11022
11,23,212,56,26.42,15,7.08,40,18.87,43,20.28,15,7.08,12,5.66,16,7.55,15,7.08,11023
11,24,563,158,28.06,67,11.9,148,26.29,56,9.95,26,4.62,27,4.8,26,4.62,55,9.77,11024
11,25,430,106,24.65,49,11.4,63,14.65,47,10.93,32,7.44,30,6.98,48,11.16,55,12.79,11025
11,26,409,106,25.92,48,11.74,95,23.23,26,6.36,14,3.42,28,6.85,39,9.54,53,12.96,11026
11,27,102,24,23.53,9,8.82,14,13.73,14,13.73,12,11.76,12,11.76,9,8.82,8,7.84,11027
11,28,134,26,19.4,7,5.22,29,21.64,29,21.64,24,17.91,10,7.46,2,1.49,7,5.22,11028
11,29,404,98,24.26,45,11.14,95,23.51,50,12.38,30,7.43,27,6.68,21,5.2,38,9.41,11029
11,30,180,50,27.78,18,10.0,35,19.44,16,8.89,12,6.67,22,12.22,14,7.78,13,7.22,11030
11,31,276,57,20.65,24,8.7,60,21.74,38,13.77,34,12.32,22,7.97,18,6.52,23,8.33,11031
11,32,164,42,25.61,17,10.37,28,17.07,27,16.46,11,6.71,13,7.93,13,7.93,13,7.93,11032
