ward,precinct,total,Chris Butler,Chris Butler Percent,Pat Dowell,Pat Dowell Percent,Jahmal Cole,Jahmal Cole Percent,Jonathan L. Jackson,Jonathan L. Jackson Percent,Michael A. Thompson Jr.,Michael A. Thompson Jr. Percent,Karin Norington-Reaves,Karin Norington-Reaves Percent,Marcus Lewis,Marcus Lewis Percent,Cassandra Goodrum,Cassandra Goodrum Percent,"Jacqueline """"Jacqui"""" Collins","Jacqueline """"Jacqui"""" Collins Percent",Terre Layng Rosner,Terre Layng Rosner Percent,Robert A. Palmer,Robert A. Palmer Percent,Kirby Birgans,Kirby Birgans Percent,Steven DeJoie,Steven DeJoie Percent,Nykea Pippion McGriff,Nykea Pippion McGriff Percent,Ameena Matthews,Ameena Matthews Percent,Charise A. Williams,Charise A. Williams Percent,Jonathan T. Swain,Jonathan T. Swain Percent,precinct_id
21,54,125,10,8.0,19,15.2,4,3.2,45,36.0,2,1.6,10,8.0,2,1.6,2,1.6,22,17.6,1,0.8,1,0.8,1,0.8,0,0.0,1,0.8,1,0.8,2,1.6,2,1.6,21054
34,1,180,6,3.33,53,29.44,14,7.78,63,35.0,1,0.56,17,9.44,0,0.0,1,0.56,15,8.33,0,0.0,2,1.11,0,0.0,0,0.0,6,3.33,0,0.0,0,0.0,2,1.11,34001
34,2,142,8,5.63,50,35.21,4,2.82,50,35.21,2,1.41,7,4.93,1,0.7,3,2.11,9,6.34,0,0.0,1,0.7,0,0.0,0,0.0,3,2.11,0,0.0,2,1.41,2,1.41,34002
34,3,147,7,4.76,39,26.53,4,2.72,54,36.73,7,4.76,13,8.84,0,0.0,2,1.36,7,4.76,1,0.68,4,2.72,3,2.04,0,0.0,1,0.68,2,1.36,2,1.36,1,0.68,34003
34,4,89,6,6.74,21,23.6,2,2.25,31,34.83,3,3.37,5,5.62,0,0.0,2,2.25,9,10.11,0,0.0,2,2.25,0,0.0,0,0.0,0,0.0,1,1.12,3,3.37,4,4.49,34004
34,5,114,1,0.88,35,30.7,6,5.26,33,28.95,3,2.63,19,16.67,1,0.88,0,0.0,9,7.89,0,0.0,1,0.88,0,0.0,1,0.88,1,0.88,1,0.88,1,0.88,2,1.75,34005
34,6,166,9,5.42,36,21.69,10,6.02,57,34.34,3,1.81,25,15.06,4,2.41,0,0.0,10,6.02,0,0.0,0,0.0,0,0.0,1,0.6,2,1.2,1,0.6,6,3.61,2,1.2,34006
34,7,180,11,6.11,51,28.33,7,3.89,68,37.78,4,2.22,22,12.22,1,0.56,0,0.0,8,4.44,1,0.56,0,0.0,0,0.0,0,0.0,2,1.11,0,0.0,3,1.67,2,1.11,34007
34,8,97,4,4.12,28,28.87,2,2.06,30,30.93,4,4.12,10,10.31,0,0.0,1,1.03,7,7.22,0,0.0,2,2.06,0,0.0,0,0.0,3,3.09,2,2.06,4,4.12,0,0.0,34008
34,9,83,6,7.23,22,26.51,3,3.61,32,38.55,3,3.61,7,8.43,1,1.2,0,0.0,3,3.61,0,0.0,3,3.61,0,0.0,0,0.0,0,0.0,0,0.0,3,3.61,0,0.0,34009
34,10,165,7,4.24,50,30.3,15,9.09,52,31.52,2,1.21,24,14.55,0,0.0,0,0.0,6,3.64,0,0.0,1,0.61,1,0.61,0,0.0,0,0.0,2,1.21,2,1.21,3,1.82,34010
34,11,79,9,11.39,27,34.18,2,2.53,21,26.58,4,5.06,6,7.59,0,0.0,1,1.27,5,6.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.27,3,3.8,34011
34,12,182,15,8.24,37,20.33,5,2.75,60,32.97,2,1.1,22,12.09,3,1.65,1,0.55,16,8.79,1,0.55,3,1.65,1,0.55,0,0.0,0,0.0,2,1.1,4,2.2,10,5.49,34012
34,13,120,6,5.0,24,20.0,4,3.33,49,40.83,2,1.67,19,15.83,0,0.0,0,0.0,9,7.5,0,0.0,1,0.83,0,0.0,1,0.83,2,1.67,2,1.67,0,0.0,1,0.83,34013
34,14,101,7,6.93,24,23.76,6,5.94,34,33.66,1,0.99,8,7.92,1,0.99,2,1.98,9,8.91,1,0.99,1,0.99,0,0.0,0,0.0,1,0.99,0,0.0,4,3.96,2,1.98,34014
34,15,120,10,8.33,31,25.83,6,5.0,43,35.83,3,2.5,9,7.5,3,2.5,0,0.0,9,7.5,0,0.0,3,2.5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.83,2,1.67,34015
34,16,112,11,9.82,24,21.43,6,5.36,34,30.36,4,3.57,11,9.82,3,2.68,3,2.68,4,3.57,0,0.0,0,0.0,0,0.0,0,0.0,3,2.68,1,0.89,4,3.57,4,3.57,34016
34,17,186,7,3.76,65,34.95,7,3.76,68,36.56,1,0.54,14,7.53,2,1.08,2,1.08,8,4.3,0,0.0,0,0.0,1,0.54,0,0.0,4,2.15,0,0.0,5,2.69,2,1.08,34017
34,18,74,6,8.11,21,28.38,3,4.05,21,28.38,1,1.35,7,9.46,3,4.05,2,2.7,4,5.41,0,0.0,3,4.05,1,1.35,0,0.0,1,1.35,0,0.0,1,1.35,0,0.0,34018
34,19,135,7,5.19,32,23.7,2,1.48,53,39.26,3,2.22,17,12.59,0,0.0,1,0.74,9,6.67,0,0.0,3,2.22,0,0.0,1,0.74,2,1.48,0,0.0,3,2.22,2,1.48,34019
34,20,198,5,2.53,50,25.25,13,6.57,74,37.37,3,1.52,25,12.63,4,2.02,0,0.0,9,4.55,0,0.0,3,1.52,0,0.0,0,0.0,1,0.51,0,0.0,5,2.53,6,3.03,34020
34,21,228,14,6.14,62,27.19,9,3.95,84,36.84,4,1.75,16,7.02,3,1.32,4,1.75,20,8.77,0,0.0,1,0.44,0,0.0,0,0.0,1,0.44,2,0.88,4,1.75,4,1.75,34021
34,22,149,7,4.7,51,34.23,1,0.67,54,36.24,1,0.67,13,8.72,0,0.0,0,0.0,9,6.04,1,0.67,3,2.01,0,0.0,0,0.0,1,0.67,2,1.34,4,2.68,2,1.34,34022
34,23,104,2,1.92,38,36.54,0,0.0,36,34.62,1,0.96,12,11.54,1,0.96,1,0.96,9,8.65,0,0.0,0,0.0,1,0.96,0,0.0,1,0.96,0,0.0,1,0.96,1,0.96,34023
34,24,106,7,6.6,24,22.64,5,4.72,44,41.51,2,1.89,10,9.43,1,0.94,1,0.94,7,6.6,0,0.0,1,0.94,0,0.0,0,0.0,0,0.0,0,0.0,2,1.89,2,1.89,34024
34,25,235,17,7.23,58,24.68,10,4.26,86,36.6,7,2.98,23,9.79,3,1.28,0,0.0,13,5.53,0,0.0,2,0.85,0,0.0,0,0.0,2,0.85,3,1.28,2,0.85,9,3.83,34025
34,26,167,6,3.59,38,22.75,9,5.39,64,38.32,3,1.8,21,12.57,3,1.8,2,1.2,11,6.59,1,0.6,1,0.6,1,0.6,0,0.0,4,2.4,1,0.6,0,0.0,2,1.2,34026
34,27,82,5,6.1,14,17.07,3,3.66,34,41.46,0,0.0,12,14.63,2,2.44,2,2.44,4,4.88,0,0.0,1,1.22,0,0.0,0,0.0,2,2.44,0,0.0,2,2.44,1,1.22,34027
34,28,50,3,6.0,12,24.0,1,2.0,18,36.0,0,0.0,5,10.0,2,4.0,1,2.0,4,8.0,0,0.0,0,0.0,1,2.0,0,0.0,1,2.0,0,0.0,1,2.0,1,2.0,34028
34,29,112,5,4.46,44,39.29,5,4.46,26,23.21,4,3.57,9,8.04,2,1.79,1,0.89,7,6.25,0,0.0,1,0.89,0,0.0,0,0.0,0,0.0,0,0.0,4,3.57,4,3.57,34029
34,30,195,3,1.54,52,26.67,7,3.59,82,42.05,2,1.03,27,13.85,1,0.51,1,0.51,7,3.59,0,0.0,1,0.51,0,0.0,1,0.51,0,0.0,1,0.51,5,2.56,5,2.56,34030
34,31,83,2,2.41,27,32.53,2,2.41,29,34.94,1,1.2,8,9.64,0,0.0,2,2.41,6,7.23,0,0.0,1,1.2,2,2.41,0,0.0,1,1.2,0,0.0,2,2.41,0,0.0,34031
34,32,118,4,3.39,30,25.42,5,4.24,40,33.9,2,1.69,12,10.17,1,0.85,3,2.54,6,5.08,0,0.0,1,0.85,3,2.54,0,0.0,2,1.69,0,0.0,2,1.69,7,5.93,34032
34,33,96,8,8.33,18,18.75,3,3.13,35,36.46,5,5.21,15,15.63,1,1.04,1,1.04,6,6.25,0,0.0,1,1.04,0,0.0,0,0.0,0,0.0,1,1.04,1,1.04,1,1.04,34033
34,34,162,6,3.7,52,32.1,6,3.7,50,30.86,2,1.23,9,5.56,3,1.85,3,1.85,10,6.17,0,0.0,0,0.0,0,0.0,0,0.0,4,2.47,1,0.62,6,3.7,10,6.17,34034
34,35,177,9,5.08,60,33.9,10,5.65,60,33.9,2,1.13,14,7.91,0,0.0,1,0.56,10,5.65,0,0.0,3,1.69,0,0.0,0,0.0,0,0.0,0,0.0,3,1.69,5,2.82,34035
34,36,138,6,4.35,36,26.09,3,2.17,54,39.13,0,0.0,11,7.97,2,1.45,0,0.0,12,8.7,1,0.72,3,2.17,2,1.45,0,0.0,1,0.72,2,1.45,2,1.45,3,2.17,34036
34,37,43,5,11.63,5,11.63,2,4.65,21,48.84,1,2.33,4,9.3,1,2.33,1,2.33,2,4.65,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.33,34037
34,38,48,4,8.33,11,22.92,3,6.25,17,35.42,3,6.25,2,4.17,0,0.0,1,2.08,4,8.33,0,0.0,2,4.17,0,0.0,0,0.0,0,0.0,1,2.08,0,0.0,0,0.0,34038
34,39,64,3,4.69,14,21.88,2,3.13,30,46.88,2,3.13,5,7.81,1,1.56,0,0.0,4,6.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,3.13,1,1.56,34039
34,40,136,5,3.68,35,25.74,4,2.94,51,37.5,4,2.94,21,15.44,1,0.74,1,0.74,7,5.15,0,0.0,2,1.47,1,0.74,0,0.0,0,0.0,1,0.74,1,0.74,2,1.47,34040
34,41,74,6,8.11,21,28.38,3,4.05,22,29.73,5,6.76,1,1.35,2,2.7,2,2.7,8,10.81,0,0.0,0,0.0,0,0.0,0,0.0,3,4.05,0,0.0,1,1.35,0,0.0,34041
34,42,149,8,5.37,43,28.86,4,2.68,52,34.9,1,0.67,14,9.4,1,0.67,0,0.0,16,10.74,0,0.0,0,0.0,2,1.34,0,0.0,3,2.01,0,0.0,2,1.34,3,2.01,34042
34,43,157,5,3.18,49,31.21,6,3.82,63,40.13,2,1.27,10,6.37,0,0.0,1,0.64,14,8.92,0,0.0,0,0.0,0,0.0,1,0.64,2,1.27,0,0.0,1,0.64,3,1.91,34043
34,44,149,10,6.71,33,22.15,3,2.01,52,34.9,1,0.67,17,11.41,2,1.34,1,0.67,8,5.37,0,0.0,2,1.34,0,0.0,0,0.0,2,1.34,0,0.0,4,2.68,14,9.4,34044
34,45,148,12,8.11,32,21.62,5,3.38,56,37.84,1,0.68,19,12.84,1,0.68,4,2.7,9,6.08,0,0.0,0,0.0,1,0.68,0,0.0,0,0.0,3,2.03,1,0.68,4,2.7,34045
34,46,123,7,5.69,24,19.51,6,4.88,44,35.77,5,4.07,8,6.5,1,0.81,1,0.81,10,8.13,0,0.0,1,0.81,0,0.0,1,0.81,3,2.44,0,0.0,4,3.25,8,6.5,34046
34,47,105,5,4.76,17,16.19,6,5.71,49,46.67,3,2.86,9,8.57,0,0.0,2,1.9,6,5.71,0,0.0,1,0.95,0,0.0,0,0.0,0,0.0,1,0.95,4,3.81,2,1.9,34047
34,48,176,9,5.11,42,23.86,2,1.14,69,39.2,1,0.57,28,15.91,0,0.0,5,2.84,12,6.82,0,0.0,0,0.0,0,0.0,0,0.0,2,1.14,0,0.0,4,2.27,2,1.14,34048
34,49,171,6,3.51,31,18.13,11,6.43,66,38.6,5,2.92,19,11.11,0,0.0,7,4.09,11,6.43,1,0.58,0,0.0,0,0.0,0,0.0,0,0.0,1,0.58,3,1.75,10,5.85,34049
34,50,104,5,4.81,25,24.04,2,1.92,47,45.19,2,1.92,7,6.73,0,0.0,1,0.96,7,6.73,0,0.0,1,0.96,0,0.0,0,0.0,5,4.81,0,0.0,1,0.96,1,0.96,34050
34,51,178,5,2.81,48,26.97,6,3.37,80,44.94,2,1.12,16,8.99,0,0.0,2,1.12,14,7.87,0,0.0,1,0.56,0,0.0,0,0.0,1,0.56,0,0.0,3,1.69,0,0.0,34051
34,52,129,4,3.1,37,28.68,6,4.65,34,26.36,2,1.55,16,12.4,1,0.78,0,0.0,8,6.2,0,0.0,0,0.0,0,0.0,0,0.0,1,0.78,3,2.33,5,3.88,12,9.3,34052
34,53,75,6,8.0,22,29.33,1,1.33,20,26.67,2,2.67,13,17.33,1,1.33,2,2.67,4,5.33,0,0.0,0,0.0,0,0.0,0,0.0,1,1.33,0,0.0,2,2.67,1,1.33,34053
