ward,precinct,total,Alexi Giannoulias,Alexi Giannoulias Percent,Anna M. Valencia,Anna M. Valencia Percent,precinct_id
17,14,66,26,39.39,15,22.73,17014
17,15,123,42,34.15,19,15.45,17015
17,16,88,28,31.82,26,29.55,17016
17,17,94,34,36.17,15,15.96,17017
17,18,156,62,39.74,13,8.33,17018
17,19,47,10,21.28,6,12.77,17019
17,20,173,83,47.98,21,12.14,17020
17,21,195,75,38.46,15,7.69,17021
17,22,110,39,35.45,11,10.0,17022
17,23,78,21,26.92,7,8.97,17023
17,24,144,40,27.78,18,12.5,17024
17,25,83,34,40.96,14,16.87,17025
17,26,127,38,29.92,19,14.96,17026
17,27,118,29,24.58,16,13.56,17027
17,28,98,34,34.69,20,20.41,17028
17,29,126,34,26.98,14,11.11,17029
17,30,45,10,22.22,14,31.11,17030
17,31,78,19,24.36,14,17.95,17031
17,32,67,22,32.84,5,7.46,17032
17,33,51,17,33.33,8,15.69,17033
17,34,61,11,18.03,8,13.11,17034
17,35,62,25,40.32,5,8.06,17035
17,36,104,36,34.62,6,5.77,17036
17,37,113,30,26.55,17,15.04,17037
17,38,117,38,32.48,16,13.68,17038
17,39,117,49,41.88,13,11.11,17039
17,40,166,57,34.34,16,9.64,17040
17,41,150,50,33.33,26,17.33,17041
18,1,99,43,43.43,32,32.32,18001
18,2,68,34,50.0,19,27.94,18002
18,3,86,44,51.16,27,31.4,18003
18,4,178,95,53.37,42,23.6,18004
18,5,74,28,37.84,17,22.97,18005
18,6,99,52,52.53,36,36.36,18006
18,7,102,58,56.86,19,18.63,18007
18,8,174,88,50.57,40,22.99,18008
18,9,185,109,58.92,26,14.05,18009
18,10,249,118,47.39,75,30.12,18010
18,11,113,61,53.98,35,30.97,18011
18,12,146,66,45.21,31,21.23,18012
18,13,119,59,49.58,32,26.89,18013
18,14,179,94,52.51,48,26.82,18014
18,15,108,56,51.85,34,31.48,18015
18,16,146,69,47.26,41,28.08,18016
18,17,105,55,52.38,26,24.76,18017
18,18,178,86,48.31,33,18.54,18018
18,19,149,81,54.36,19,12.75,18019
18,20,100,48,48.0,24,24.0,18020
18,21,202,97,48.02,49,24.26,18021
18,22,190,83,43.68,51,26.84,18022
18,23,123,56,45.53,30,24.39,18023
18,24,66,30,45.45,28,42.42,18024
18,25,92,39,42.39,39,42.39,18025
18,26,225,128,56.89,46,20.44,18026
18,27,100,57,57.0,22,22.0,18027
18,28,95,46,48.42,34,35.79,18028
18,29,134,61,45.52,39,29.1,18029
18,30,91,52,57.14,30,32.97,18030
18,31,131,65,49.62,43,32.82,18031
18,32,162,84,51.85,30,18.52,18032
18,33,94,47,50.0,17,18.09,18033
18,34,215,120,55.81,46,21.4,18034
18,35,190,98,51.58,41,21.58,18035
18,36,90,36,40.0,31,34.44,18036
18,37,194,101,52.06,51,26.29,18037
18,38,129,71,55.04,28,21.71,18038
18,39,88,50,56.82,24,27.27,18039
18,40,128,60,46.88,42,32.81,18040
18,41,202,117,57.92,35,17.33,18041
18,42,92,41,44.57,24,26.09,18042
18,43,60,26,43.33,31,51.67,18043
18,44,83,50,60.24,23,27.71,18044
18,45,88,37,42.05,31,35.23,18045
18,46,91,36,39.56,48,52.75,18046
18,47,86,43,50.0,23,26.74,18047
18,48,70,35,50.0,18,25.71,18048
18,49,72,39,54.17,15,20.83,18049
18,50,84,51,60.71,17,20.24,18050
19,1,127,76,59.84,37,29.13,19001
19,2,308,179,58.12,70,22.73,19002
19,3,67,41,61.19,21,31.34,19003
19,4,134,71,52.99,46,34.33,19004
19,5,249,152,61.04,60,24.1,19005
19,6,134,86,64.18,38,28.36,19006
19,7,145,99,68.28,34,23.45,19007
19,8,84,54,64.29,24,28.57,19008
19,9,109,73,66.97,27,24.77,19009
19,10,270,118,43.7,115,42.59,19010
19,11,107,67,62.62,31,28.97,19011
19,12,85,52,61.18,22,25.88,19012
19,13,246,110,44.72,54,21.95,19013
19,14,216,133,61.57,52,24.07,19014
19,15,127,69,54.33,47,37.01,19015
19,16,148,87,58.78,45,30.41,19016
19,17,140,90,64.29,39,27.86,19017
19,18,230,129,56.09,72,31.3,19018
19,19,318,154,48.43,105,33.02,19019
19,20,189,107,56.61,41,21.69,19020
19,21,107,74,69.16,21,19.63,19021
19,22,219,112,51.14,67,30.59,19022
19,23,170,94,55.29,55,32.35,19023
19,24,78,53,67.95,20,25.64,19024
19,25,194,115,59.28,56,28.87,19025
19,26,192,118,61.46,62,32.29,19026
19,27,199,95,47.74,57,28.64,19027
19,28,235,132,56.17,55,23.4,19028
19,29,105,63,60.0,28,26.67,19029
19,30,92,54,58.7,33,35.87,19030
19,31,173,92,53.18,54,31.21,19031
19,32,146,87,59.59,43,29.45,19032
19,33,113,75,66.37,23,20.35,19033
19,34,168,100,59.52,48,28.57,19034
19,35,199,140,70.35,42,21.11,19035
19,36,242,128,52.89,68,28.1,19036
19,37,231,125,54.11,69,29.87,19037
19,38,192,93,48.44,50,26.04,19038
19,39,44,25,56.82,14,31.82,19039
19,40,217,128,58.99,59,27.19,19040
19,41,96,57,59.38,28,29.17,19041
19,42,160,96,60.0,35,21.88,19042
19,43,234,134,57.26,52,22.22,19043
19,44,123,71,57.72,37,30.08,19044
19,45,133,74,55.64,44,33.08,19045
19,46,150,94,62.67,39,26.0,19046
19,47,322,169,52.48,69,21.43,19047
19,48,177,85,48.02,39,22.03,19048
19,49,262,154,58.78,55,20.99,19049
19,50,129,77,59.69,38,29.46,19050
19,51,194,117,60.31,52,26.8,19051
19,52,133,81,60.9,39,29.32,19052
19,53,141,83,58.87,42,29.79,19053
19,54,80,49,61.25,20,25.0,19054
19,55,75,48,64.0,18,24.0,19055
19,56,246,166,67.48,51,20.73,19056
19,57,186,97,52.15,71,38.17,19057
20,1,144,68,47.22,29,20.14,20001
20,2,26,13,50.0,0,0.0,20002
20,3,126,62,49.21,24,19.05,20003
20,4,42,17,40.48,13,30.95,20004
20,5,124,60,48.39,21,16.94,20005
20,6,41,20,48.78,11,26.83,20006
20,7,100,45,45.0,18,18.0,20007
20,8,111,53,47.75,24,21.62,20008
20,9,203,97,47.78,43,21.18,20009
20,10,75,45,60.0,15,20.0,20010
20,11,112,66,58.93,28,25.0,20011
20,12,65,24,36.92,19,29.23,20012
20,13,115,49,42.61,21,18.26,20013
20,14,94,37,39.36,27,28.72,20014
20,15,66,20,30.3,38,57.58,20015
20,16,158,71,44.94,42,26.58,20016
20,17,55,21,38.18,18,32.73,20017
20,18,83,46,55.42,8,9.64,20018
20,19,86,50,58.14,14,16.28,20019
20,20,54,20,37.04,30,55.56,20020
20,21,79,31,39.24,25,31.65,20021
20,22,211,85,40.28,71,33.65,20022
20,23,89,42,47.19,14,15.73,20023
20,24,164,65,39.63,52,31.71,20024
20,25,92,36,39.13,17,18.48,20025
20,26,150,65,43.33,46,30.67,20026
20,27,78,32,41.03,17,21.79,20027
20,28,70,34,48.57,14,20.0,20028
20,29,157,79,50.32,25,15.92,20029
20,30,59,38,64.41,2,3.39,20030
20,31,139,80,57.55,24,17.27,20031
20,32,89,32,35.96,25,28.09,20032
20,33,71,36,50.7,17,23.94,20033
20,34,151,59,39.07,60,39.74,20034
20,35,36,13,36.11,10,27.78,20035
20,36,41,20,48.78,5,12.2,20036
20,37,34,19,55.88,6,17.65,20037
20,38,29,11,37.93,2,6.9,20038
20,39,4,3,75.0,1,25.0,20039
21,1,175,99,56.57,37,21.14,21001
21,2,72,37,51.39,8,11.11,21002
21,3,176,85,48.3,26,14.77,21003
21,4,133,57,42.86,22,16.54,21004
21,5,170,91,53.53,21,12.35,21005
21,6,104,51,49.04,18,17.31,21006
21,7,186,81,43.55,27,14.52,21007
21,8,157,93,59.24,29,18.47,21008
21,9,174,89,51.15,26,14.94,21009
21,10,135,64,47.41,19,14.07,21010
21,11,134,58,43.28,22,16.42,21011
21,12,110,54,49.09,21,19.09,21012
21,13,112,46,41.07,18,16.07,21013
21,14,165,91,55.15,24,14.55,21014
21,15,117,53,45.3,20,17.09,21015
21,16,106,49,46.23,13,12.26,21016
21,17,110,58,52.73,21,19.09,21017
21,18,177,92,51.98,28,15.82,21018
21,19,167,84,50.3,18,10.78,21019
21,20,148,72,48.65,23,15.54,21020
21,21,135,78,57.78,20,14.81,21021
21,22,136,74,54.41,25,18.38,21022
21,23,142,79,55.63,23,16.2,21023
21,24,162,85,52.47,26,16.05,21024
21,25,150,85,56.67,23,15.33,21025
21,26,89,35,39.33,21,23.6,21026
21,27,153,84,54.9,39,25.49,21027
21,28,152,67,44.08,24,15.79,21028
21,29,158,87,55.06,23,14.56,21029
21,30,109,53,48.62,20,18.35,21030
21,31,149,78,52.35,19,12.75,21031
21,32,126,66,52.38,22,17.46,21032
21,33,109,56,51.38,19,17.43,21033
21,34,105,51,48.57,15,14.29,21034
21,35,170,95,55.88,24,14.12,21035
21,36,135,72,53.33,21,15.56,21036
21,37,118,62,52.54,13,11.02,21037
21,38,106,55,51.89,24,22.64,21038
21,39,80,36,45.0,16,20.0,21039
21,40,133,65,48.87,36,27.07,21040
21,41,164,81,49.39,37,22.56,21041
21,42,160,72,45.0,40,25.0,21042
21,43,146,76,52.05,21,14.38,21043
21,44,150,83,55.33,25,16.67,21044
21,45,126,64,50.79,23,18.25,21045
21,46,142,80,56.34,24,16.9,21046
21,47,108,48,44.44,18,16.67,21047
21,48,143,91,63.64,21,14.69,21048
21,49,168,86,51.19,29,17.26,21049
21,50,105,59,56.19,23,21.9,21050
21,51,163,86,52.76,25,15.34,21051
21,52,152,71,46.71,23,15.13,21052
21,53,110,53,48.18,18,16.36,21053
21,54,126,56,44.44,27,21.43,21054
22,1,58,35,60.34,13,22.41,22001
22,2,102,58,56.86,36,35.29,22002
22,3,113,46,40.71,55,48.67,22003
22,4,51,20,39.22,29,56.86,22004
22,5,76,39,51.32,33,43.42,22005
22,6,73,39,53.42,30,41.1,22006
22,7,79,29,36.71,47,59.49,22007
22,8,123,59,47.97,53,43.09,22008
22,9,63,26,41.27,29,46.03,22009
22,10,122,55,45.08,54,44.26,22010
22,11,46,17,36.96,28,60.87,22011
22,12,78,41,52.56,23,29.49,22012
22,13,64,27,42.19,34,53.13,22013
22,14,74,28,37.84,34,45.95,22014
22,15,52,14,26.92,33,63.46,22015
22,16,57,26,45.61,30,52.63,22016
22,17,100,53,53.0,39,39.0,22017
22,18,55,22,40.0,30,54.55,22018
22,19,40,19,47.5,9,22.5,22019
22,20,67,21,31.34,44,65.67,22020
22,21,89,67,75.28,10,11.24,22021
22,22,49,19,38.78,27,55.1,22022
22,23,156,99,63.46,22,14.1,22023
22,24,104,42,40.38,57,54.81,22024
22,25,65,30,46.15,32,49.23,22025
23,1,86,53,61.63,25,29.07,23001
23,2,107,70,65.42,31,28.97,23002
23,3,99,57,57.58,36,36.36,23003
23,4,91,50,54.95,30,32.97,23004
23,5,63,25,39.68,32,50.79,23005
23,6,67,28,41.79,35,52.24,23006
23,7,51,25,49.02,23,45.1,23007
23,8,92,40,43.48,47,51.09,23008
23,9,39,17,43.59,20,51.28,23009
23,10,87,38,43.68,43,49.43,23010
23,11,71,34,47.89,33,46.48,23011
23,12,96,54,56.25,30,31.25,23012
23,13,55,18,32.73,33,60.0,23013
23,14,75,37,49.33,30,40.0,23014
23,15,52,18,34.62,27,51.92,23015
23,16,119,70,58.82,38,31.93,23016
23,17,39,16,41.03,20,51.28,23017
23,18,88,53,60.23,25,28.41,23018
23,19,51,14,27.45,32,62.75,23019
23,20,37,9,24.32,23,62.16,23020
23,21,106,61,57.55,35,33.02,23021
23,22,76,41,53.95,32,42.11,23022
23,23,115,69,60.0,41,35.65,23023
23,24,62,27,43.55,28,45.16,23024
23,25,57,16,28.07,34,59.65,23025
23,26,78,32,41.03,39,50.0,23026
23,27,97,53,54.64,38,39.18,23027
23,28,72,39,54.17,26,36.11,23028
23,29,79,40,50.63,35,44.3,23029
23,30,78,29,37.18,43,55.13,23030
23,31,48,19,39.58,29,60.42,23031
23,32,67,33,49.25,30,44.78,23032
23,33,67,21,31.34,35,52.24,23033
23,34,63,31,49.21,30,47.62,23034
23,35,57,37,64.91,11,19.3,23035
23,36,98,54,55.1,36,36.73,23036
23,37,131,73,55.73,35,26.72,23037
23,38,91,51,56.04,28,30.77,23038
23,39,89,33,37.08,52,58.43,23039
24,1,87,47,54.02,20,22.99,24001
24,2,68,30,44.12,18,26.47,24002
24,3,77,37,48.05,29,37.66,24003
24,4,54,26,48.15,12,22.22,24004
24,5,35,11,31.43,13,37.14,24005
24,6,90,40,44.44,28,31.11,24006
24,7,53,9,16.98,39,73.58,24007
24,8,28,15,53.57,7,25.0,24008
24,9,84,31,36.9,26,30.95,24009
24,10,65,36,55.38,15,23.08,24010
24,11,71,39,54.93,11,15.49,24011
24,12,46,14,30.43,16,34.78,24012
24,13,44,23,52.27,14,31.82,24013
24,14,51,29,56.86,11,21.57,24014
24,15,35,22,62.86,8,22.86,24015
24,16,439,84,19.13,160,36.45,24016
24,17,65,23,35.38,25,38.46,24017
24,18,98,51,52.04,31,31.63,24018
24,19,92,41,44.57,27,29.35,24019
24,20,69,32,46.38,22,31.88,24020
24,21,40,27,67.5,6,15.0,24021
24,22,116,55,47.41,23,19.83,24022
24,23,78,41,52.56,19,24.36,24023
24,24,84,29,34.52,29,34.52,24024
24,25,47,24,51.06,10,21.28,24025
24,26,186,91,48.92,51,27.42,24026
24,27,104,58,55.77,28,26.92,24027
24,28,46,25,54.35,9,19.57,24028
24,29,28,14,50.0,6,21.43,24029
24,30,48,27,56.25,7,14.58,24030
24,31,79,47,59.49,17,21.52,24031
24,32,53,30,56.6,10,18.87,24032
24,33,44,24,54.55,5,11.36,24033
24,34,69,27,39.13,20,28.99,24034
24,35,77,32,41.56,21,27.27,24035
24,36,132,78,59.09,21,15.91,24036
24,37,55,32,58.18,9,16.36,24037
24,38,88,45,51.14,19,21.59,24038
24,39,113,40,35.4,45,39.82,24039
24,40,90,36,40.0,28,31.11,24040
24,41,75,34,45.33,22,29.33,24041
25,1,102,33,32.35,65,63.73,25001
25,2,162,36,22.22,113,69.75,25002
25,3,202,82,40.59,107,52.97,25003
25,4,95,52,54.74,32,33.68,25004
25,5,129,51,39.53,72,55.81,25005
25,6,49,27,55.1,17,34.69,25006
25,7,130,35,26.92,84,64.62,25007
25,8,138,46,33.33,86,62.32,25008
25,9,102,32,31.37,60,58.82,25009
25,10,164,89,54.27,64,39.02,25010
25,11,146,48,32.88,83,56.85,25011
25,12,145,42,28.97,99,68.28,25012
25,13,190,66,34.74,110,57.89,25013
25,14,105,53,50.48,40,38.1,25014
25,15,111,36,32.43,68,61.26,25015
25,16,182,84,46.15,82,45.05,25016
25,17,166,51,30.72,101,60.84,25017
25,18,136,105,77.21,23,16.91,25018
25,19,130,43,33.08,76,58.46,25019
25,20,66,34,51.52,12,18.18,25020
25,21,315,122,38.73,159,50.48,25021
25,22,130,35,26.92,89,68.46,25022
25,23,179,58,32.4,112,62.57,25023
25,24,106,40,37.74,61,57.55,25024
25,25,122,45,36.89,56,45.9,25025
25,26,125,43,34.4,77,61.6,25026
25,27,165,72,43.64,82,49.7,25027
25,28,129,38,29.46,81,62.79,25028
25,29,117,45,38.46,48,41.03,25029
25,30,109,21,19.27,82,75.23,25030
25,31,204,74,36.27,115,56.37,25031
25,32,100,39,39.0,49,49.0,25032
26,1,128,38,29.69,78,60.94,26001
26,2,99,31,31.31,58,58.59,26002
26,3,145,47,32.41,86,59.31,26003
26,4,57,18,31.58,26,45.61,26004
26,5,103,38,36.89,55,53.4,26005
26,6,76,22,28.95,50,65.79,26006
26,7,103,17,16.5,78,75.73,26007
26,8,49,14,28.57,28,57.14,26008
26,9,107,30,28.04,65,60.75,26009
26,10,101,39,38.61,57,56.44,26010
26,11,109,28,25.69,69,63.3,26011
26,12,132,41,31.06,79,59.85,26012
26,13,46,9,19.57,31,67.39,26013
26,14,90,22,24.44,57,63.33,26014
26,15,47,23,48.94,19,40.43,26015
26,16,38,12,31.58,22,57.89,26016
26,17,132,51,38.64,70,53.03,26017
26,18,66,20,30.3,39,59.09,26018
26,19,49,29,59.18,13,26.53,26019
26,20,119,40,33.61,71,59.66,26020
26,21,133,39,29.32,79,59.4,26021
26,22,25,7,28.0,15,60.0,26022
26,23,58,19,32.76,37,63.79,26023
26,24,88,26,29.55,57,64.77,26024
26,25,94,26,27.66,60,63.83,26025
26,26,89,24,26.97,59,66.29,26026
26,27,151,47,31.13,87,57.62,26027
26,28,164,64,39.02,88,53.66,26028
26,29,70,21,30.0,42,60.0,26029
26,30,115,30,26.09,79,68.7,26030
26,31,56,24,42.86,27,48.21,26031
26,32,122,44,36.07,68,55.74,26032
26,33,137,39,28.47,84,61.31,26033
26,34,143,44,30.77,89,62.24,26034
26,35,94,27,28.72,60,63.83,26035
26,36,121,46,38.02,65,53.72,26036
26,37,127,37,29.13,77,60.63,26037
26,38,50,23,46.0,21,42.0,26038
26,39,140,35,25.0,95,67.86,26039
26,40,56,18,32.14,35,62.5,26040
26,41,133,42,31.58,75,56.39,26041
26,42,108,33,30.56,63,58.33,26042
26,43,54,23,42.59,29,53.7,26043
26,44,48,22,45.83,22,45.83,26044
26,45,46,16,34.78,20,43.48,26045
26,46,98,31,31.63,59,60.2,26046
26,47,50,14,28.0,31,62.0,26047
26,48,134,36,26.87,92,68.66,26048
26,49,48,17,35.42,25,52.08,26049
27,1,228,92,40.35,117,51.32,27001
27,2,164,80,48.78,63,38.41,27002
27,3,60,36,60.0,17,28.33,27003
27,4,72,26,36.11,28,38.89,27004
27,5,77,27,35.06,19,24.68,27005
27,6,133,72,54.14,48,36.09,27006
27,7,173,57,32.95,106,61.27,27007
27,8,75,38,50.67,24,32.0,27008
27,9,64,25,39.06,34,53.13,27009
27,10,141,63,44.68,39,27.66,27010
27,11,102,45,44.12,53,51.96,27011
27,12,96,52,54.17,40,41.67,27012
27,13,213,102,47.89,81,38.03,27013
27,14,51,28,54.9,15,29.41,27014
27,15,50,28,56.0,11,22.0,27015
27,16,99,45,45.45,44,44.44,27016
27,17,110,37,33.64,56,50.91,27017
27,18,76,26,34.21,23,30.26,27018
27,19,52,26,50.0,13,25.0,27019
27,20,49,24,48.98,16,32.65,27020
27,21,144,78,54.17,52,36.11,27021
27,22,63,28,44.44,20,31.75,27022
27,23,84,37,44.05,31,36.9,27023
27,24,56,22,39.29,23,41.07,27024
27,25,115,49,42.61,50,43.48,27025
27,26,81,30,37.04,32,39.51,27026
27,27,150,61,40.67,66,44.0,27027
27,28,176,90,51.14,55,31.25,27028
27,29,77,40,51.95,21,27.27,27029
27,30,41,28,68.29,6,14.63,27030
27,31,65,28,43.08,20,30.77,27031
27,32,115,42,36.52,47,40.87,27032
27,33,135,49,36.3,65,48.15,27033
27,34,61,26,42.62,22,36.07,27034
27,35,169,70,41.42,80,47.34,27035
27,36,80,26,32.5,46,57.5,27036
27,37,150,60,40.0,54,36.0,27037
27,38,220,116,52.73,78,35.45,27038
27,39,102,52,50.98,33,32.35,27039
27,40,128,41,32.03,74,57.81,27040
27,41,124,67,54.03,35,28.23,27041
27,42,110,49,44.55,45,40.91,27042
27,43,82,34,41.46,29,35.37,27043
27,44,65,30,46.15,22,33.85,27044
27,45,275,115,41.82,134,48.73,27045
27,46,109,65,59.63,36,33.03,27046
27,47,113,51,45.13,46,40.71,27047
27,48,187,81,43.32,76,40.64,27048
27,49,92,41,44.57,27,29.35,27049
27,50,105,46,43.81,34,32.38,27050
28,1,44,13,29.55,12,27.27,28001
28,2,79,23,29.11,37,46.84,28002
28,3,53,16,30.19,28,52.83,28003
28,4,70,36,51.43,28,40.0,28004
28,5,58,31,53.45,13,22.41,28005
28,6,60,31,51.67,22,36.67,28006
28,7,58,24,41.38,23,39.66,28007
28,8,144,50,34.72,73,50.69,28008
28,9,65,25,38.46,23,35.38,28009
28,10,132,50,37.88,73,55.3,28010
28,11,180,71,39.44,85,47.22,28011
28,12,72,37,51.39,19,26.39,28012
28,13,148,71,47.97,45,30.41,28013
28,14,62,30,48.39,19,30.65,28014
28,15,37,16,43.24,7,18.92,28015
28,16,51,24,47.06,14,27.45,28016
28,17,77,33,42.86,28,36.36,28017
28,18,76,32,42.11,34,44.74,28018
28,19,76,37,48.68,36,47.37,28019
28,20,54,27,50.0,15,27.78,28020
28,21,76,27,35.53,27,35.53,28021
28,22,94,33,35.11,46,48.94,28022
28,23,88,36,40.91,34,38.64,28023
28,24,60,33,55.0,19,31.67,28024
28,25,149,59,39.6,52,34.9,28025
28,26,88,32,36.36,40,45.45,28026
28,27,105,42,40.0,50,47.62,28027
28,28,143,66,46.15,58,40.56,28028
28,29,30,12,40.0,16,53.33,28029
28,30,24,13,54.17,10,41.67,28030
28,31,129,59,45.74,38,29.46,28031
28,32,79,34,43.04,23,29.11,28032
28,33,99,51,51.52,27,27.27,28033
28,34,107,50,46.73,44,41.12,28034
28,35,67,33,49.25,20,29.85,28035
28,36,46,12,26.09,22,47.83,28036
28,37,83,39,46.99,24,28.92,28037
28,38,33,17,51.52,6,18.18,28038
28,39,51,22,43.14,17,33.33,28039
28,40,109,48,44.04,38,34.86,28040
28,41,66,30,45.45,22,33.33,28041
28,42,66,28,42.42,24,36.36,28042
28,43,103,47,45.63,34,33.01,28043
28,44,54,26,48.15,11,20.37,28044
28,45,143,58,40.56,72,50.35,28045
28,46,211,72,34.12,121,57.35,28046
29,1,227,120,52.86,83,36.56,29001
29,2,146,89,60.96,17,11.64,29002
29,3,122,47,38.52,28,22.95,29003
29,4,145,74,51.03,33,22.76,29004
29,5,64,26,40.63,18,28.13,29005
29,6,81,46,56.79,13,16.05,29006
29,7,166,93,56.02,36,21.69,29007
29,8,68,28,41.18,19,27.94,29008
29,9,199,117,58.79,54,27.14,29009
29,10,236,135,57.2,67,28.39,29010
29,11,92,45,48.91,19,20.65,29011
29,12,157,92,58.6,34,21.66,29012
29,13,145,81,55.86,25,17.24,29013
29,14,125,59,47.2,17,13.6,29014
29,15,158,86,54.43,34,21.52,29015
29,16,101,44,43.56,19,18.81,29016
29,17,98,46,46.94,36,36.73,29017
29,18,113,52,46.02,22,19.47,29018
29,19,153,91,59.48,22,14.38,29019
29,20,114,60,52.63,17,14.91,29020
29,21,117,57,48.72,22,18.8,29021
29,22,113,55,48.67,31,27.43,29022
29,23,129,75,58.14,42,32.56,29023
29,24,117,59,50.43,34,29.06,29024
29,25,171,89,52.05,31,18.13,29025
29,26,132,70,53.03,31,23.48,29026
29,27,113,55,48.67,25,22.12,29027
29,28,150,64,42.67,37,24.67,29028
29,29,135,76,56.3,49,36.3,29029
29,30,206,124,60.19,53,25.73,29030
29,31,99,60,60.61,31,31.31,29031
29,32,109,53,48.62,41,37.61,29032
29,33,117,52,44.44,30,25.64,29033
29,34,83,37,44.58,24,28.92,29034
29,35,80,38,47.5,20,25.0,29035
29,36,121,65,53.72,28,23.14,29036
29,37,89,46,51.69,18,20.22,29037
29,38,109,52,47.71,45,41.28,29038
29,39,96,55,57.29,33,34.38,29039
29,40,155,86,55.48,26,16.77,29040
29,41,92,49,53.26,13,14.13,29041
29,42,126,57,45.24,30,23.81,29042
29,43,212,136,64.15,43,20.28,29043
29,44,156,87,55.77,31,19.87,29044
30,1,166,90,54.22,62,37.35,30001
30,2,105,41,39.05,52,49.52,30002
30,3,148,57,38.51,81,54.73,30003
30,4,118,49,41.53,57,48.31,30004
30,5,56,18,32.14,35,62.5,30005
30,6,103,48,46.6,42,40.78,30006
30,7,155,55,35.48,89,57.42,30007
30,8,194,54,27.84,130,67.01,30008
30,9,97,50,51.55,42,43.3,30009
30,10,118,56,47.46,48,40.68,30010
30,11,80,36,45.0,36,45.0,30011
30,12,71,39,54.93,26,36.62,30012
30,13,111,58,52.25,47,42.34,30013
30,14,55,26,47.27,23,41.82,30014
30,15,197,85,43.15,92,46.7,30015
30,16,51,22,43.14,17,33.33,30016
30,17,116,55,47.41,57,49.14,30017
30,18,196,62,31.63,118,60.2,30018
30,19,79,38,48.1,37,46.84,30019
30,20,153,71,46.41,69,45.1,30020
30,21,90,40,44.44,40,44.44,30021
30,22,218,63,28.9,141,64.68,30022
30,23,141,54,38.3,70,49.65,30023
30,24,218,65,29.82,143,65.6,30024
30,25,215,53,24.65,139,64.65,30025
30,26,82,30,36.59,43,52.44,30026
30,27,95,42,44.21,48,50.53,30027
30,28,182,77,42.31,95,52.2,30028
30,29,59,27,45.76,31,52.54,30029
30,30,49,27,55.1,16,32.65,30030
30,31,66,34,51.52,24,36.36,30031
30,32,145,59,40.69,76,52.41,30032
31,1,56,19,33.93,31,55.36,31001
31,2,50,19,38.0,25,50.0,31002
31,3,51,20,39.22,28,54.9,31003
31,4,124,39,31.45,72,58.06,31004
31,5,92,39,42.39,48,52.17,31005
31,6,62,19,30.65,38,61.29,31006
31,7,173,41,23.7,117,67.63,31007
31,8,57,23,40.35,27,47.37,31008
31,9,61,32,52.46,23,37.7,31009
31,10,93,42,45.16,46,49.46,31010
31,11,66,19,28.79,45,68.18,31011
31,12,80,34,42.5,38,47.5,31012
31,13,82,24,29.27,54,65.85,31013
31,14,75,29,38.67,40,53.33,31014
31,15,63,21,33.33,33,52.38,31015
31,16,140,42,30.0,89,63.57,31016
31,17,63,37,58.73,19,30.16,31017
31,18,86,39,45.35,37,43.02,31018
31,19,68,36,52.94,27,39.71,31019
31,20,64,26,40.63,31,48.44,31020
31,21,51,26,50.98,24,47.06,31021
31,22,57,29,50.88,23,40.35,31022
31,23,91,38,41.76,47,51.65,31023
31,24,98,44,44.9,45,45.92,31024
31,25,58,25,43.1,27,46.55,31025
31,26,104,38,36.54,58,55.77,31026
31,27,86,39,45.35,37,43.02,31027
31,28,42,17,40.48,21,50.0,31028
31,29,67,35,52.24,29,43.28,31029
31,30,60,20,33.33,34,56.67,31030
31,31,53,20,37.74,30,56.6,31031
31,32,31,13,41.94,14,45.16,31032
31,33,64,32,50.0,29,45.31,31033
31,34,92,37,40.22,45,48.91,31034
31,35,68,21,30.88,42,61.76,31035
31,36,82,34,41.46,44,53.66,31036
31,37,56,29,51.79,19,33.93,31037
31,38,40,17,42.5,20,50.0,31038
31,39,77,15,19.48,58,75.32,31039
31,40,87,33,37.93,48,55.17,31040
31,41,71,21,29.58,40,56.34,31041
32,1,198,67,33.84,117,59.09,32001
32,2,173,60,34.68,100,57.8,32002
32,3,214,84,39.25,113,52.8,32003
32,4,175,71,40.57,101,57.71,32004
32,5,182,63,34.62,107,58.79,32005
32,6,213,74,34.74,127,59.62,32006
32,7,193,54,27.98,125,64.77,32007
32,8,189,73,38.62,95,50.26,32008
32,9,172,80,46.51,75,43.6,32009
32,10,181,70,38.67,93,51.38,32010
32,11,188,43,22.87,130,69.15,32011
32,12,160,51,31.88,97,60.63,32012
32,13,169,70,41.42,85,50.3,32013
32,14,232,72,31.03,142,61.21,32014
32,15,184,67,36.41,97,52.72,32015
32,16,179,70,39.11,95,53.07,32016
32,17,206,63,30.58,129,62.62,32017
32,18,150,75,50.0,65,43.33,32018
32,19,169,59,34.91,93,55.03,32019
32,20,202,54,26.73,127,62.87,32020
32,21,212,78,36.79,124,58.49,32021
32,22,298,84,28.19,195,65.44,32022
32,23,171,66,38.6,97,56.73,32023
32,24,141,61,43.26,68,48.23,32024
32,25,192,99,51.56,79,41.15,32025
32,26,252,90,35.71,147,58.33,32026
32,27,133,57,42.86,66,49.62,32027
32,28,213,63,29.58,137,64.32,32028
32,29,172,69,40.12,91,52.91,32029
32,30,142,73,51.41,62,43.66,32030
32,31,163,81,49.69,65,39.88,32031
32,32,209,83,39.71,114,54.55,32032
32,33,187,58,31.02,111,59.36,32033
32,34,181,70,38.67,95,52.49,32034
32,35,165,67,40.61,91,55.15,32035
32,36,167,54,32.34,102,61.08,32036
