ward,precinct,total,"Daniel """"Pogo"""" Pogorzelski","Daniel """"Pogo"""" Pogorzelski Percent",Elizabeth Joyce,Elizabeth Joyce Percent,Chakena D. Perry,Chakena D. Perry Percent,precinct_id
13,3,39,17,43.59,18,46.15,4,10.26,13003
13,4,87,43,49.43,40,45.98,4,4.6,13004
13,5,60,24,40.0,28,46.67,8,13.33,13005
13,6,95,49,51.58,36,37.89,10,10.53,13006
13,7,45,22,48.89,19,42.22,4,8.89,13007
13,8,60,27,45.0,30,50.0,3,5.0,13008
13,9,64,29,45.31,21,32.81,14,21.88,13009
13,10,86,41,47.67,35,40.7,10,11.63,13010
13,11,96,48,50.0,38,39.58,10,10.42,13011
13,12,63,28,44.44,18,28.57,17,26.98,13012
13,13,77,29,37.66,35,45.45,13,16.88,13013
13,14,81,41,50.62,26,32.1,14,17.28,13014
13,15,84,40,47.62,32,38.1,12,14.29,13015
13,16,40,22,55.0,15,37.5,3,7.5,13016
13,17,86,44,51.16,36,41.86,6,6.98,13017
13,18,74,36,48.65,34,45.95,4,5.41,13018
13,19,60,18,30.0,34,56.67,8,13.33,13019
13,20,57,32,56.14,21,36.84,4,7.02,13020
13,21,109,50,45.87,48,44.04,11,10.09,13021
13,22,99,36,36.36,52,52.53,11,11.11,13022
13,23,60,34,56.67,22,36.67,4,6.67,13023
13,24,66,38,57.58,22,33.33,6,9.09,13024
13,25,55,27,49.09,22,40.0,6,10.91,13025
13,26,85,35,41.18,43,50.59,7,8.24,13026
13,27,74,38,51.35,31,41.89,5,6.76,13027
13,28,58,28,48.28,22,37.93,8,13.79,13028
13,29,49,24,48.98,18,36.73,7,14.29,13029
13,30,33,15,45.45,16,48.48,2,6.06,13030
13,31,102,63,61.76,34,33.33,5,4.9,13031
13,32,72,27,37.5,34,47.22,11,15.28,13032
13,33,102,51,50.0,40,39.22,11,10.78,13033
13,34,69,33,47.83,26,37.68,10,14.49,13034
13,35,60,32,53.33,21,35.0,7,11.67,13035
13,36,32,14,43.75,14,43.75,4,12.5,13036
13,37,132,45,34.09,72,54.55,15,11.36,13037
13,38,65,32,49.23,23,35.38,10,15.38,13038
13,39,68,33,48.53,28,41.18,7,10.29,13039
13,40,43,20,46.51,19,44.19,4,9.3,13040
13,41,84,39,46.43,38,45.24,7,8.33,13041
13,42,108,58,53.7,36,33.33,14,12.96,13042
13,43,86,44,51.16,33,38.37,9,10.47,13043
13,44,58,18,31.03,27,46.55,13,22.41,13044
13,45,73,33,45.21,28,38.36,12,16.44,13045
13,46,62,30,48.39,27,43.55,5,8.06,13046
13,47,85,38,44.71,35,41.18,12,14.12,13047
13,48,79,38,48.1,34,43.04,7,8.86,13048
14,1,131,53,40.46,68,51.91,10,7.63,14001
14,2,79,32,40.51,33,41.77,14,17.72,14002
14,3,47,16,34.04,20,42.55,11,23.4,14003
14,4,68,22,32.35,37,54.41,9,13.24,14004
14,5,61,23,37.7,25,40.98,13,21.31,14005
14,6,23,15,65.22,8,34.78,0,0.0,14006
14,7,79,28,35.44,39,49.37,12,15.19,14007
14,8,70,24,34.29,28,40.0,18,25.71,14008
14,9,80,41,51.25,30,37.5,9,11.25,14009
14,10,45,18,40.0,21,46.67,6,13.33,14010
14,11,23,10,43.48,11,47.83,2,8.7,14011
14,12,79,29,36.71,33,41.77,17,21.52,14012
14,13,65,22,33.85,32,49.23,11,16.92,14013
14,14,68,27,39.71,31,45.59,10,14.71,14014
14,15,45,15,33.33,21,46.67,9,20.0,14015
14,16,60,24,40.0,29,48.33,7,11.67,14016
14,17,37,8,21.62,10,27.03,19,51.35,14017
14,18,38,20,52.63,13,34.21,5,13.16,14018
14,19,62,25,40.32,28,45.16,9,14.52,14019
14,20,51,21,41.18,23,45.1,7,13.73,14020
14,21,41,12,29.27,21,51.22,8,19.51,14021
14,22,91,46,50.55,33,36.26,12,13.19,14022
14,23,61,22,36.07,26,42.62,13,21.31,14023
14,24,102,46,45.1,51,50.0,5,4.9,14024
14,25,29,8,27.59,14,48.28,7,24.14,14025
14,26,57,18,31.58,31,54.39,8,14.04,14026
14,27,62,28,45.16,26,41.94,8,12.9,14027
14,28,44,20,45.45,20,45.45,4,9.09,14028
14,29,49,19,38.78,25,51.02,5,10.2,14029
14,30,38,12,31.58,11,28.95,15,39.47,14030
14,31,42,19,45.24,18,42.86,5,11.9,14031
15,1,75,30,40.0,35,46.67,10,13.33,15001
15,2,56,7,12.5,27,48.21,22,39.29,15002
15,3,67,8,11.94,33,49.25,26,38.81,15003
15,4,46,21,45.65,19,41.3,6,13.04,15004
15,5,44,17,38.64,20,45.45,7,15.91,15005
15,6,52,22,42.31,22,42.31,8,15.38,15006
15,7,43,6,13.95,30,69.77,7,16.28,15007
15,8,56,21,37.5,26,46.43,9,16.07,15008
15,9,75,35,46.67,30,40.0,10,13.33,15009
15,10,114,39,34.21,59,51.75,16,14.04,15010
15,11,75,30,40.0,31,41.33,14,18.67,15011
15,12,64,24,37.5,31,48.44,9,14.06,15012
15,13,67,31,46.27,29,43.28,7,10.45,15013
15,14,41,7,17.07,15,36.59,19,46.34,15014
15,15,50,19,38.0,21,42.0,10,20.0,15015
15,16,63,17,26.98,35,55.56,11,17.46,15016
15,17,69,9,13.04,38,55.07,22,31.88,15017
15,18,47,12,25.53,23,48.94,12,25.53,15018
15,19,76,24,31.58,34,44.74,18,23.68,15019
15,20,64,5,7.81,40,62.5,19,29.69,15020
15,21,49,7,14.29,26,53.06,16,32.65,15021
15,22,64,11,17.19,30,46.88,23,35.94,15022
15,23,77,17,22.08,34,44.16,26,33.77,15023
15,24,40,6,15.0,18,45.0,16,40.0,15024
16,1,79,39,49.37,29,36.71,11,13.92,16001
16,2,80,15,18.75,40,50.0,25,31.25,16002
16,3,62,15,24.19,29,46.77,18,29.03,16003
16,4,63,9,14.29,31,49.21,23,36.51,16004
16,5,54,13,24.07,28,51.85,13,24.07,16005
16,6,64,16,25.0,31,48.44,17,26.56,16006
16,7,72,16,22.22,34,47.22,22,30.56,16007
16,8,43,8,18.6,23,53.49,12,27.91,16008
16,9,69,10,14.49,35,50.72,24,34.78,16009
16,10,77,10,12.99,42,54.55,25,32.47,16010
16,11,54,13,24.07,26,48.15,15,27.78,16011
16,12,45,9,20.0,16,35.56,20,44.44,16012
16,13,24,3,12.5,12,50.0,9,37.5,16013
16,14,55,12,21.82,25,45.45,18,32.73,16014
16,15,63,11,17.46,27,42.86,25,39.68,16015
16,16,77,19,24.68,40,51.95,18,23.38,16016
16,17,61,14,22.95,36,59.02,11,18.03,16017
16,18,65,6,9.23,33,50.77,26,40.0,16018
16,19,68,22,32.35,27,39.71,19,27.94,16019
16,20,57,15,26.32,24,42.11,18,31.58,16020
16,21,48,11,22.92,19,39.58,18,37.5,16021
16,22,49,13,26.53,21,42.86,15,30.61,16022
16,23,44,13,29.55,20,45.45,11,25.0,16023
16,24,35,10,28.57,20,57.14,5,14.29,16024
16,25,88,14,15.91,53,60.23,21,23.86,16025
16,26,47,9,19.15,23,48.94,15,31.91,16026
16,27,37,10,27.03,14,37.84,13,35.14,16027
16,28,81,10,12.35,42,51.85,29,35.8,16028
16,29,48,7,14.58,24,50.0,17,35.42,16029
16,30,57,13,22.81,25,43.86,19,33.33,16030
16,31,64,17,26.56,27,42.19,20,31.25,16031
16,32,62,21,33.87,32,51.61,9,14.52,16032
16,33,57,12,21.05,28,49.12,17,29.82,16033
16,34,64,4,6.25,34,53.13,26,40.63,16034
16,35,52,11,21.15,30,57.69,11,21.15,16035
16,36,39,7,17.95,18,46.15,14,35.9,16036
17,1,61,15,24.59,29,47.54,17,27.87,17001
17,2,91,17,18.68,46,50.55,28,30.77,17002
17,3,103,31,30.1,39,37.86,33,32.04,17003
17,4,137,35,25.55,62,45.26,40,29.2,17004
17,5,79,15,18.99,30,37.97,34,43.04,17005
17,6,70,17,24.29,30,42.86,23,32.86,17006
17,7,65,15,23.08,33,50.77,17,26.15,17007
17,8,72,8,11.11,39,54.17,25,34.72,17008
17,9,86,15,17.44,47,54.65,24,27.91,17009
17,10,119,21,17.65,58,48.74,40,33.61,17010
17,11,58,12,20.69,26,44.83,20,34.48,17011
17,12,83,25,30.12,34,40.96,24,28.92,17012
17,13,73,16,21.92,39,53.42,18,24.66,17013
17,14,62,22,35.48,34,54.84,6,9.68,17014
17,15,104,15,14.42,38,36.54,51,49.04,17015
17,16,80,23,28.75,37,46.25,20,25.0,17016
17,17,86,16,18.6,34,39.53,36,41.86,17017
17,18,142,32,22.54,56,39.44,54,38.03,17018
17,19,42,8,19.05,25,59.52,9,21.43,17019
17,20,154,37,24.03,66,42.86,51,33.12,17020
17,21,176,38,21.59,76,43.18,62,35.23,17021
17,22,104,20,19.23,44,42.31,40,38.46,17022
17,23,70,13,18.57,29,41.43,28,40.0,17023
17,24,127,21,16.54,64,50.39,42,33.07,17024
17,25,77,15,19.48,37,48.05,25,32.47,17025
17,26,111,34,30.63,47,42.34,30,27.03,17026
17,27,104,15,14.42,51,49.04,38,36.54,17027
17,28,81,15,18.52,45,55.56,21,25.93,17028
17,29,105,18,17.14,55,52.38,32,30.48,17029
17,30,37,9,24.32,18,48.65,10,27.03,17030
17,31,74,15,20.27,39,52.7,20,27.03,17031
17,32,57,14,24.56,32,56.14,11,19.3,17032
17,33,48,14,29.17,19,39.58,15,31.25,17033
17,34,56,8,14.29,31,55.36,17,30.36,17034
17,35,53,10,18.87,22,41.51,21,39.62,17035
17,36,93,26,27.96,46,49.46,21,22.58,17036
17,37,99,18,18.18,56,56.57,25,25.25,17037
17,38,100,28,28.0,43,43.0,29,29.0,17038
17,39,109,21,19.27,50,45.87,38,34.86,17039
17,40,147,33,22.45,76,51.7,38,25.85,17040
17,41,141,21,14.89,68,48.23,52,36.88,17041
18,1,88,20,22.73,35,39.77,33,37.5,18001
18,2,63,14,22.22,23,36.51,26,41.27,18002
18,3,79,25,31.65,37,46.84,17,21.52,18003
18,4,162,52,32.1,66,40.74,44,27.16,18004
18,5,67,17,25.37,34,50.75,16,23.88,18005
18,6,89,32,35.96,36,40.45,21,23.6,18006
18,7,100,25,25.0,41,41.0,34,34.0,18007
18,8,163,30,18.4,78,47.85,55,33.74,18008
18,9,173,49,28.32,60,34.68,64,36.99,18009
18,10,227,54,23.79,94,41.41,79,34.8,18010
18,11,100,32,32.0,41,41.0,27,27.0,18011
18,12,131,32,24.43,57,43.51,42,32.06,18012
18,13,105,28,26.67,39,37.14,38,36.19,18013
18,14,163,41,25.15,68,41.72,54,33.13,18014
18,15,102,26,25.49,48,47.06,28,27.45,18015
18,16,136,34,25.0,54,39.71,48,35.29,18016
18,17,95,31,32.63,43,45.26,21,22.11,18017
18,18,169,48,28.4,65,38.46,56,33.14,18018
18,19,132,29,21.97,52,39.39,51,38.64,18019
18,20,93,23,24.73,40,43.01,30,32.26,18020
18,21,180,34,18.89,70,38.89,76,42.22,18021
18,22,171,46,26.9,77,45.03,48,28.07,18022
18,23,113,26,23.01,43,38.05,44,38.94,18023
18,24,58,27,46.55,24,41.38,7,12.07,18024
18,25,83,30,36.14,37,44.58,16,19.28,18025
18,26,206,55,26.7,69,33.5,82,39.81,18026
18,27,95,30,31.58,34,35.79,31,32.63,18027
18,28,83,27,32.53,38,45.78,18,21.69,18028
18,29,127,33,25.98,54,42.52,40,31.5,18029
18,30,79,26,32.91,38,48.1,15,18.99,18030
18,31,117,35,29.91,46,39.32,36,30.77,18031
18,32,149,42,28.19,56,37.58,51,34.23,18032
18,33,80,23,28.75,36,45.0,21,26.25,18033
18,34,186,64,34.41,66,35.48,56,30.11,18034
18,35,171,52,30.41,57,33.33,62,36.26,18035
18,36,81,28,34.57,36,44.44,17,20.99,18036
18,37,184,49,26.63,62,33.7,73,39.67,18037
18,38,122,28,22.95,57,46.72,37,30.33,18038
18,39,78,24,30.77,33,42.31,21,26.92,18039
18,40,113,38,33.63,49,43.36,26,23.01,18040
18,41,185,48,25.95,71,38.38,66,35.68,18041
18,42,83,18,21.69,34,40.96,31,37.35,18042
18,43,52,17,32.69,20,38.46,15,28.85,18043
18,44,71,34,47.89,27,38.03,10,14.08,18044
18,45,78,21,26.92,33,42.31,24,30.77,18045
18,46,88,38,43.18,31,35.23,19,21.59,18046
18,47,78,19,24.36,33,42.31,26,33.33,18047
18,48,68,21,30.88,22,32.35,25,36.76,18048
18,49,65,22,33.85,24,36.92,19,29.23,18049
18,50,74,25,33.78,26,35.14,23,31.08,18050
19,1,118,45,38.14,64,54.24,9,7.63,19001
19,2,281,82,29.18,120,42.7,79,28.11,19002
19,3,60,29,48.33,30,50.0,1,1.67,19003
19,4,122,40,32.79,76,62.3,6,4.92,19004
19,5,221,60,27.15,108,48.87,53,23.98,19005
19,6,111,35,31.53,62,55.86,14,12.61,19006
19,7,133,32,24.06,81,60.9,20,15.04,19007
19,8,77,30,38.96,43,55.84,4,5.19,19008
19,9,94,47,50.0,40,42.55,7,7.45,19009
19,10,237,63,26.58,101,42.62,73,30.8,19010
19,11,106,41,38.68,59,55.66,6,5.66,19011
19,12,78,27,34.62,45,57.69,6,7.69,19012
19,13,224,30,13.39,99,44.2,95,42.41,19013
19,14,191,54,28.27,95,49.74,42,21.99,19014
19,15,116,38,32.76,63,54.31,15,12.93,19015
19,16,132,39,29.55,85,64.39,8,6.06,19016
19,17,127,36,28.35,72,56.69,19,14.96,19017
19,18,203,76,37.44,79,38.92,48,23.65,19018
19,19,275,65,23.64,125,45.45,85,30.91,19019
19,20,184,47,25.54,70,38.04,67,36.41,19020
19,21,98,35,35.71,48,48.98,15,15.31,19021
19,22,196,54,27.55,101,51.53,41,20.92,19022
19,23,163,54,33.13,91,55.83,18,11.04,19023
19,24,71,21,29.58,46,64.79,4,5.63,19024
19,25,175,48,27.43,90,51.43,37,21.14,19025
19,26,158,58,36.71,78,49.37,22,13.92,19026
19,27,182,43,23.63,71,39.01,68,37.36,19027
19,28,220,42,19.09,87,39.55,91,41.36,19028
19,29,100,27,27.0,65,65.0,8,8.0,19029
19,30,88,46,52.27,38,43.18,4,4.55,19030
19,31,147,46,31.29,69,46.94,32,21.77,19031
19,32,132,50,37.88,71,53.79,11,8.33,19032
19,33,103,38,36.89,60,58.25,5,4.85,19033
19,34,157,56,35.67,66,42.04,35,22.29,19034
19,35,179,65,36.31,81,45.25,33,18.44,19035
19,36,217,63,29.03,85,39.17,69,31.8,19036
19,37,217,56,25.81,79,36.41,82,37.79,19037
19,38,179,44,24.58,69,38.55,66,36.87,19038
19,39,41,12,29.27,14,34.15,15,36.59,19039
19,40,195,52,26.67,89,45.64,54,27.69,19040
19,41,87,28,32.18,55,63.22,4,4.6,19041
19,42,149,40,26.85,61,40.94,48,32.21,19042
19,43,204,48,23.53,93,45.59,63,30.88,19043
19,44,110,38,34.55,66,60.0,6,5.45,19044
19,45,124,48,38.71,61,49.19,15,12.1,19045
19,46,125,35,28.0,76,60.8,14,11.2,19046
19,47,297,77,25.93,130,43.77,90,30.3,19047
19,48,165,36,21.82,74,44.85,55,33.33,19048
19,49,236,65,27.54,77,32.63,94,39.83,19049
19,50,112,22,19.64,72,64.29,18,16.07,19050
19,51,171,51,29.82,104,60.82,16,9.36,19051
19,52,119,37,31.09,70,58.82,12,10.08,19052
19,53,122,42,34.43,65,53.28,15,12.3,19053
19,54,73,29,39.73,42,57.53,2,2.74,19054
19,55,69,32,46.38,34,49.28,3,4.35,19055
19,56,211,69,32.7,95,45.02,47,22.27,19056
19,57,166,41,24.7,67,40.36,58,34.94,19057
20,1,137,27,19.71,58,42.34,52,37.96,20001
20,2,23,10,43.48,4,17.39,9,39.13,20002
20,3,117,30,25.64,40,34.19,47,40.17,20003
20,4,34,5,14.71,15,44.12,14,41.18,20004
20,5,111,19,17.12,40,36.04,52,46.85,20005
20,6,36,12,33.33,19,52.78,5,13.89,20006
20,7,97,14,14.43,32,32.99,51,52.58,20007
20,8,94,17,18.09,43,45.74,34,36.17,20008
20,9,175,40,22.86,61,34.86,74,42.29,20009
20,10,63,13,20.63,29,46.03,21,33.33,20010
20,11,100,23,23.0,39,39.0,38,38.0,20011
20,12,61,15,24.59,21,34.43,25,40.98,20012
20,13,113,31,27.43,56,49.56,26,23.01,20013
20,14,79,21,26.58,30,37.97,28,35.44,20014
20,15,61,12,19.67,33,54.1,16,26.23,20015
20,16,146,28,19.18,50,34.25,68,46.58,20016
20,17,50,15,30.0,24,48.0,11,22.0,20017
20,18,75,14,18.67,35,46.67,26,34.67,20018
20,19,80,17,21.25,32,40.0,31,38.75,20019
20,20,50,15,30.0,27,54.0,8,16.0,20020
20,21,72,18,25.0,37,51.39,17,23.61,20021
20,22,199,40,20.1,56,28.14,103,51.76,20022
20,23,80,16,20.0,35,43.75,29,36.25,20023
20,24,140,32,22.86,42,30.0,66,47.14,20024
20,25,83,16,19.28,41,49.4,26,31.33,20025
20,26,140,37,26.43,39,27.86,64,45.71,20026
20,27,65,17,26.15,26,40.0,22,33.85,20027
20,28,63,9,14.29,36,57.14,18,28.57,20028
20,29,133,30,22.56,71,53.38,32,24.06,20029
20,30,52,21,40.38,20,38.46,11,21.15,20030
20,31,116,33,28.45,49,42.24,34,29.31,20031
20,32,74,21,28.38,35,47.3,18,24.32,20032
20,33,62,18,29.03,22,35.48,22,35.48,20033
20,34,132,30,22.73,29,21.97,73,55.3,20034
20,35,33,8,24.24,16,48.48,9,27.27,20035
20,36,38,14,36.84,17,44.74,7,18.42,20036
20,37,32,8,25.0,16,50.0,8,25.0,20037
20,38,25,8,32.0,12,48.0,5,20.0,20038
20,39,3,2,66.67,0,0.0,1,33.33,20039
21,1,161,50,31.06,59,36.65,52,32.3,21001
21,2,68,23,33.82,23,33.82,22,32.35,21002
21,3,167,33,19.76,70,41.92,64,38.32,21003
21,4,124,26,20.97,60,48.39,38,30.65,21004
21,5,165,38,23.03,67,40.61,60,36.36,21005
21,6,102,26,25.49,53,51.96,23,22.55,21006
21,7,178,39,21.91,80,44.94,59,33.15,21007
21,8,150,35,23.33,69,46.0,46,30.67,21008
21,9,163,38,23.31,62,38.04,63,38.65,21009
21,10,133,20,15.04,61,45.86,52,39.1,21010
21,11,129,34,26.36,62,48.06,33,25.58,21011
21,12,103,21,20.39,45,43.69,37,35.92,21012
21,13,101,21,20.79,44,43.56,36,35.64,21013
21,14,147,36,24.49,58,39.46,53,36.05,21014
21,15,109,20,18.35,52,47.71,37,33.94,21015
21,16,101,27,26.73,50,49.5,24,23.76,21016
21,17,102,34,33.33,39,38.24,29,28.43,21017
21,18,158,34,21.52,73,46.2,51,32.28,21018
21,19,147,42,28.57,57,38.78,48,32.65,21019
21,20,136,33,24.26,60,44.12,43,31.62,21020
21,21,128,29,22.66,44,34.38,55,42.97,21021
21,22,125,36,28.8,51,40.8,38,30.4,21022
21,23,136,34,25.0,59,43.38,43,31.62,21023
21,24,147,50,34.01,52,35.37,45,30.61,21024
21,25,135,31,22.96,59,43.7,45,33.33,21025
21,26,78,16,20.51,34,43.59,28,35.9,21026
21,27,143,33,23.08,58,40.56,52,36.36,21027
21,28,140,33,23.57,67,47.86,40,28.57,21028
21,29,143,44,30.77,56,39.16,43,30.07,21029
21,30,99,23,23.23,52,52.53,24,24.24,21030
21,31,131,42,32.06,43,32.82,46,35.11,21031
21,32,118,40,33.9,43,36.44,35,29.66,21032
21,33,102,27,26.47,52,50.98,23,22.55,21033
21,34,100,22,22.0,48,48.0,30,30.0,21034
21,35,159,45,28.3,62,38.99,52,32.7,21035
21,36,122,26,21.31,56,45.9,40,32.79,21036
21,37,111,30,27.03,42,37.84,39,35.14,21037
21,38,98,20,20.41,57,58.16,21,21.43,21038
21,39,78,17,21.79,35,44.87,26,33.33,21039
21,40,123,35,28.46,45,36.59,43,34.96,21040
21,41,151,41,27.15,45,29.8,65,43.05,21041
21,42,148,35,23.65,58,39.19,55,37.16,21042
21,43,132,22,16.67,58,43.94,52,39.39,21043
21,44,140,31,22.14,55,39.29,54,38.57,21044
21,45,115,24,20.87,51,44.35,40,34.78,21045
21,46,131,31,23.66,63,48.09,37,28.24,21046
21,47,99,20,20.2,45,45.45,34,34.34,21047
21,48,133,37,27.82,61,45.86,35,26.32,21048
21,49,160,31,19.38,72,45.0,57,35.63,21049
21,50,99,21,21.21,58,58.59,20,20.2,21050
21,51,152,37,24.34,69,45.39,46,30.26,21051
21,52,140,29,20.71,61,43.57,50,35.71,21052
21,53,104,20,19.23,41,39.42,43,41.35,21053
21,54,108,23,21.3,52,48.15,33,30.56,21054
22,1,54,14,25.93,21,38.89,19,35.19,22001
22,2,95,59,62.11,26,27.37,10,10.53,22002
22,3,103,36,34.95,51,49.51,16,15.53,22003
22,4,46,21,45.65,21,45.65,4,8.7,22004
22,5,69,31,44.93,33,47.83,5,7.25,22005
22,6,67,34,50.75,24,35.82,9,13.43,22006
22,7,64,29,45.31,25,39.06,10,15.63,22007
22,8,113,43,38.05,43,38.05,27,23.89,22008
22,9,54,24,44.44,20,37.04,10,18.52,22009
22,10,104,55,52.88,41,39.42,8,7.69,22010
22,11,43,22,51.16,17,39.53,4,9.3,22011
22,12,73,31,42.47,31,42.47,11,15.07,22012
22,13,61,22,36.07,25,40.98,14,22.95,22013
22,14,71,17,23.94,35,49.3,19,26.76,22014
22,15,49,14,28.57,26,53.06,9,18.37,22015
22,16,49,23,46.94,17,34.69,9,18.37,22016
22,17,88,45,51.14,33,37.5,10,11.36,22017
22,18,53,24,45.28,20,37.74,9,16.98,22018
22,19,39,11,28.21,13,33.33,15,38.46,22019
22,20,65,29,44.62,23,35.38,13,20.0,22020
22,21,83,39,46.99,28,33.73,16,19.28,22021
22,22,44,23,52.27,17,38.64,4,9.09,22022
22,23,135,40,29.63,58,42.96,37,27.41,22023
22,24,94,41,43.62,42,44.68,11,11.7,22024
22,25,56,23,41.07,29,51.79,4,7.14,22025
23,1,77,41,53.25,28,36.36,8,10.39,23001
23,2,98,45,45.92,42,42.86,11,11.22,23002
23,3,85,37,43.53,40,47.06,8,9.41,23003
23,4,75,33,44.0,36,48.0,6,8.0,23004
23,5,59,29,49.15,21,35.59,9,15.25,23005
23,6,62,25,40.32,31,50.0,6,9.68,23006
23,7,47,23,48.94,17,36.17,7,14.89,23007
23,8,88,36,40.91,37,42.05,15,17.05,23008
23,9,39,20,51.28,16,41.03,3,7.69,23009
23,10,83,31,37.35,44,53.01,8,9.64,23010
23,11,63,29,46.03,28,44.44,6,9.52,23011
23,12,84,42,50.0,35,41.67,7,8.33,23012
23,13,52,25,48.08,15,28.85,12,23.08,23013
23,14,68,36,52.94,25,36.76,7,10.29,23014
23,15,48,10,20.83,31,64.58,7,14.58,23015
23,16,107,52,48.6,48,44.86,7,6.54,23016
23,17,36,9,25.0,18,50.0,9,25.0,23017
23,18,83,36,43.37,37,44.58,10,12.05,23018
23,19,42,9,21.43,27,64.29,6,14.29,23019
23,20,37,14,37.84,15,40.54,8,21.62,23020
23,21,96,37,38.54,50,52.08,9,9.38,23021
23,22,67,31,46.27,27,40.3,9,13.43,23022
23,23,100,48,48.0,41,41.0,11,11.0,23023
23,24,55,27,49.09,25,45.45,3,5.45,23024
23,25,56,15,26.79,35,62.5,6,10.71,23025
23,26,73,29,39.73,35,47.95,9,12.33,23026
23,27,82,40,48.78,36,43.9,6,7.32,23027
23,28,71,38,53.52,27,38.03,6,8.45,23028
23,29,66,30,45.45,27,40.91,9,13.64,23029
23,30,71,29,40.85,25,35.21,17,23.94,23030
23,31,44,22,50.0,16,36.36,6,13.64,23031
23,32,61,29,47.54,26,42.62,6,9.84,23032
23,33,61,22,36.07,26,42.62,13,21.31,23033
23,34,52,16,30.77,25,48.08,11,21.15,23034
23,35,51,27,52.94,20,39.22,4,7.84,23035
23,36,88,44,50.0,34,38.64,10,11.36,23036
23,37,118,50,42.37,54,45.76,14,11.86,23037
23,38,76,41,53.95,34,44.74,1,1.32,23038
23,39,82,39,47.56,22,26.83,21,25.61,23039
24,1,79,19,24.05,29,36.71,31,39.24,24001
24,2,62,18,29.03,27,43.55,17,27.42,24002
24,3,68,19,27.94,29,42.65,20,29.41,24003
24,4,52,13,25.0,18,34.62,21,40.38,24004
24,5,24,7,29.17,9,37.5,8,33.33,24005
24,6,82,13,15.85,34,41.46,35,42.68,24006
24,7,49,16,32.65,10,20.41,23,46.94,24007
24,8,23,6,26.09,13,56.52,4,17.39,24008
24,9,65,16,24.62,23,35.38,26,40.0,24009
24,10,62,10,16.13,27,43.55,25,40.32,24010
24,11,59,20,33.9,29,49.15,10,16.95,24011
24,12,45,9,20.0,21,46.67,15,33.33,24012
24,13,39,7,17.95,17,43.59,15,38.46,24013
24,14,39,8,20.51,22,56.41,9,23.08,24014
24,15,32,11,34.38,11,34.38,10,31.25,24015
24,16,409,74,18.09,229,55.99,106,25.92,24016
24,17,56,18,32.14,18,32.14,20,35.71,24017
24,18,84,25,29.76,31,36.9,28,33.33,24018
24,19,85,20,23.53,33,38.82,32,37.65,24019
24,20,62,18,29.03,24,38.71,20,32.26,24020
24,21,38,9,23.68,13,34.21,16,42.11,24021
24,22,102,23,22.55,50,49.02,29,28.43,24022
24,23,63,19,30.16,24,38.1,20,31.75,24023
24,24,78,23,29.49,28,35.9,27,34.62,24024
24,25,38,12,31.58,19,50.0,7,18.42,24025
24,26,166,45,27.11,78,46.99,43,25.9,24026
24,27,97,33,34.02,32,32.99,32,32.99,24027
24,28,39,9,23.08,19,48.72,11,28.21,24028
24,29,24,7,29.17,8,33.33,9,37.5,24029
24,30,45,19,42.22,18,40.0,8,17.78,24030
24,31,69,20,28.99,25,36.23,24,34.78,24031
24,32,50,18,36.0,23,46.0,9,18.0,24032
24,33,42,9,21.43,20,47.62,13,30.95,24033
24,34,61,15,24.59,31,50.82,15,24.59,24034
24,35,69,16,23.19,26,37.68,27,39.13,24035
24,36,117,20,17.09,58,49.57,39,33.33,24036
24,37,42,10,23.81,19,45.24,13,30.95,24037
24,38,81,12,14.81,30,37.04,39,48.15,24038
24,39,101,27,26.73,36,35.64,38,37.62,24039
24,40,76,19,25.0,37,48.68,20,26.32,24040
24,41,66,15,22.73,32,48.48,19,28.79,24041
25,1,89,33,37.08,22,24.72,34,38.2,25001
25,2,146,35,23.97,46,31.51,65,44.52,25002
25,3,169,55,32.54,60,35.5,54,31.95,25003
25,4,84,30,35.71,24,28.57,30,35.71,25004
25,5,109,36,33.03,33,30.28,40,36.7,25005
25,6,35,18,51.43,10,28.57,7,20.0,25006
25,7,113,41,36.28,33,29.2,39,34.51,25007
25,8,123,31,25.2,42,34.15,50,40.65,25008
25,9,87,25,28.74,33,37.93,29,33.33,25009
25,10,128,47,36.72,38,29.69,43,33.59,25010
25,11,134,36,26.87,52,38.81,46,34.33,25011
25,12,127,36,28.35,30,23.62,61,48.03,25012
25,13,166,55,33.13,70,42.17,41,24.7,25013
25,14,82,32,39.02,26,31.71,24,29.27,25014
25,15,102,27,26.47,35,34.31,40,39.22,25015
25,16,146,40,27.4,44,30.14,62,42.47,25016
25,17,145,39,26.9,52,35.86,54,37.24,25017
25,18,53,22,41.51,16,30.19,15,28.3,25018
25,19,118,33,27.97,45,38.14,40,33.9,25019
25,20,61,15,24.59,25,40.98,21,34.43,25020
25,21,273,79,28.94,60,21.98,134,49.08,25021
25,22,109,26,23.85,35,32.11,48,44.04,25022
25,23,163,42,25.77,65,39.88,56,34.36,25023
25,24,93,24,25.81,30,32.26,39,41.94,25024
25,25,113,35,30.97,37,32.74,41,36.28,25025
25,26,99,31,31.31,29,29.29,39,39.39,25026
25,27,149,64,42.95,37,24.83,48,32.21,25027
25,28,115,34,29.57,37,32.17,44,38.26,25028
25,29,100,33,33.0,38,38.0,29,29.0,25029
25,30,98,23,23.47,41,41.84,34,34.69,25030
25,31,164,59,35.98,32,19.51,73,44.51,25031
