ward,precinct,total,"Howard B. Brookins, Jr.","Howard B. Brookins, Jr. Percent",Ubi O. O'Neal,Ubi O. O'Neal Percent,Lisa Michelle Taylor,Lisa Michelle Taylor Percent,precinct_id
50,24,72,34,47.22,9,12.5,29,40.28,50024
50,25,99,35,35.35,18,18.18,46,46.46,50025
50,26,98,34,34.69,18,18.37,46,46.94,50026
50,27,42,18,42.86,7,16.67,17,40.48,50027
50,28,120,47,39.17,19,15.83,54,45.0,50028
50,29,68,22,32.35,11,16.18,35,51.47,50029
50,30,104,44,42.31,13,12.5,47,45.19,50030
50,31,129,47,36.43,19,14.73,63,48.84,50031
50,32,110,40,36.36,16,14.55,54,49.09,50032
50,33,105,35,33.33,11,10.48,59,56.19,50033
50,34,200,80,40.0,14,7.0,106,53.0,50034
50,35,191,81,42.41,17,8.9,93,48.69,50035
50,36,175,61,34.86,18,10.29,96,54.86,50036
50,37,125,44,35.2,14,11.2,67,53.6,50037
50,38,68,40,58.82,2,2.94,26,38.24,50038
50,39,67,24,35.82,7,10.45,36,53.73,50039
50,40,113,49,43.36,7,6.19,57,50.44,50040
