ward,precinct,total,"Russell """"Russ"""" Hartigan","Russell """"Russ"""" Hartigan Percent",Dominique C. Ross,Dominique C. Ross Percent,Debra B. Walker,Debra B. Walker Percent,precinct_id
38,16,97,40,41.24,28,28.87,29,29.9,38016
38,17,112,34,30.36,26,23.21,52,46.43,38017
38,18,128,44,34.38,33,25.78,51,39.84,38018
38,19,147,51,34.69,31,21.09,65,44.22,38019
38,20,101,34,33.66,33,32.67,34,33.66,38020
38,21,123,30,24.39,43,34.96,50,40.65,38021
38,22,132,33,25.0,44,33.33,55,41.67,38022
38,23,138,43,31.16,35,25.36,60,43.48,38023
38,24,98,33,33.67,35,35.71,30,30.61,38024
38,25,112,37,33.04,29,25.89,46,41.07,38025
38,26,122,29,23.77,46,37.7,47,38.52,38026
38,27,96,30,31.25,33,34.38,33,34.38,38027
38,28,108,43,39.81,26,24.07,39,36.11,38028
38,29,121,31,25.62,48,39.67,42,34.71,38029
38,30,89,40,44.94,21,23.6,28,31.46,38030
38,31,177,38,21.47,61,34.46,78,44.07,38031
38,32,112,32,28.57,36,32.14,44,39.29,38032
38,33,92,16,17.39,29,31.52,47,51.09,38033
38,34,133,26,19.55,40,30.08,67,50.38,38034
38,35,124,35,28.23,26,20.97,63,50.81,38035
38,36,113,31,27.43,40,35.4,42,37.17,38036
38,37,123,35,28.46,38,30.89,50,40.65,38037
38,38,112,33,29.46,35,31.25,44,39.29,38038
38,39,153,42,27.45,40,26.14,71,46.41,38039
38,40,158,39,24.68,38,24.05,81,51.27,38040
38,41,179,49,27.37,59,32.96,71,39.66,38041
39,1,133,40,30.08,28,21.05,65,48.87,39001
39,2,127,33,25.98,45,35.43,49,38.58,39002
39,3,187,38,20.32,44,23.53,105,56.15,39003
39,4,140,54,38.57,28,20.0,58,41.43,39004
39,5,165,39,23.64,40,24.24,86,52.12,39005
39,6,140,35,25.0,35,25.0,70,50.0,39006
39,7,143,37,25.87,36,25.17,70,48.95,39007
39,8,179,38,21.23,47,26.26,94,52.51,39008
39,9,113,33,29.2,29,25.66,51,45.13,39009
39,10,95,10,10.53,27,28.42,58,61.05,39010
39,11,139,44,31.65,37,26.62,58,41.73,39011
39,12,188,38,20.21,52,27.66,98,52.13,39012
39,13,112,24,21.43,26,23.21,62,55.36,39013
39,14,156,44,28.21,33,21.15,79,50.64,39014
39,15,141,60,42.55,41,29.08,40,28.37,39015
39,16,88,18,20.45,35,39.77,35,39.77,39016
39,17,209,50,23.92,55,26.32,104,49.76,39017
39,18,154,37,24.03,38,24.68,79,51.3,39018
39,19,170,45,26.47,41,24.12,84,49.41,39019
39,20,168,58,34.52,42,25.0,68,40.48,39020
39,21,128,38,29.69,44,34.38,46,35.94,39021
39,22,101,28,27.72,26,25.74,47,46.53,39022
39,23,147,42,28.57,39,26.53,66,44.9,39023
39,24,180,56,31.11,49,27.22,75,41.67,39024
39,25,95,15,15.79,33,34.74,47,49.47,39025
39,26,107,31,28.97,25,23.36,51,47.66,39026
39,27,32,8,25.0,9,28.13,15,46.88,39027
39,28,237,45,18.99,61,25.74,131,55.27,39028
39,29,70,6,8.57,26,37.14,38,54.29,39029
39,30,165,26,15.76,38,23.03,101,61.21,39030
39,31,97,24,24.74,23,23.71,50,51.55,39031
39,32,129,30,23.26,46,35.66,53,41.09,39032
39,33,139,27,19.42,30,21.58,82,58.99,39033
39,34,143,16,11.19,50,34.97,77,53.85,39034
39,35,168,31,18.45,38,22.62,99,58.93,39035
39,36,48,11,22.92,8,16.67,29,60.42,39036
39,37,171,58,33.92,43,25.15,70,40.94,39037
39,38,129,41,31.78,43,33.33,45,34.88,39038
39,39,88,23,26.14,26,29.55,39,44.32,39039
39,40,131,41,31.3,33,25.19,57,43.51,39040
39,41,174,48,27.59,32,18.39,94,54.02,39041
39,42,183,97,53.01,22,12.02,64,34.97,39042
39,43,145,48,33.1,36,24.83,61,42.07,39043
39,44,114,41,35.96,23,20.18,50,43.86,39044
39,45,151,45,29.8,27,17.88,79,52.32,39045
40,1,121,23,19.01,38,31.4,60,49.59,40001
40,2,163,37,22.7,52,31.9,74,45.4,40002
40,3,257,46,17.9,73,28.4,138,53.7,40003
40,4,98,22,22.45,26,26.53,50,51.02,40004
40,5,231,52,22.51,63,27.27,116,50.22,40005
40,6,257,41,15.95,55,21.4,161,62.65,40006
40,7,234,42,17.95,55,23.5,137,58.55,40007
40,8,337,57,16.91,106,31.45,174,51.63,40008
40,9,115,34,29.57,33,28.7,48,41.74,40009
40,10,119,14,11.76,45,37.82,60,50.42,40010
40,11,229,35,15.28,64,27.95,130,56.77,40011
40,12,173,35,20.23,56,32.37,82,47.4,40012
40,13,328,52,15.85,89,27.13,187,57.01,40013
40,14,133,19,14.29,46,34.59,68,51.13,40014
40,15,133,34,25.56,50,37.59,49,36.84,40015
40,16,313,36,11.5,89,28.43,188,60.06,40016
40,17,185,25,13.51,51,27.57,109,58.92,40017
40,18,99,28,28.28,30,30.3,41,41.41,40018
40,19,182,42,23.08,52,28.57,88,48.35,40019
40,20,147,27,18.37,40,27.21,80,54.42,40020
40,21,274,52,18.98,82,29.93,140,51.09,40021
40,22,272,46,16.91,76,27.94,150,55.15,40022
40,23,330,52,15.76,98,29.7,180,54.55,40023
40,24,129,34,26.36,48,37.21,47,36.43,40024
40,25,286,35,12.24,69,24.13,182,63.64,40025
40,26,238,47,19.75,60,25.21,131,55.04,40026
40,27,217,35,16.13,77,35.48,105,48.39,40027
40,28,213,24,11.27,53,24.88,136,63.85,40028
40,29,196,49,25.0,72,36.73,75,38.27,40029
40,30,179,33,18.44,49,27.37,97,54.19,40030
40,31,287,49,17.07,72,25.09,166,57.84,40031
40,32,231,36,15.58,77,33.33,118,51.08,40032
40,33,255,45,17.65,68,26.67,142,55.69,40033
40,34,145,31,21.38,46,31.72,68,46.9,40034
40,35,72,13,18.06,27,37.5,32,44.44,40035
40,36,172,43,25.0,51,29.65,78,45.35,40036
40,37,165,31,18.79,51,30.91,83,50.3,40037
40,38,259,30,11.58,70,27.03,159,61.39,40038
40,39,33,3,9.09,9,27.27,21,63.64,40039
41,1,112,41,36.61,28,25.0,43,38.39,41001
41,2,115,47,40.87,30,26.09,38,33.04,41002
41,3,131,38,29.01,30,22.9,63,48.09,41003
41,4,132,40,30.3,42,31.82,50,37.88,41004
41,5,131,44,33.59,26,19.85,61,46.56,41005
41,6,204,74,36.27,48,23.53,82,40.2,41006
41,7,115,44,38.26,22,19.13,49,42.61,41007
41,8,116,37,31.9,30,25.86,49,42.24,41008
41,9,116,39,33.62,21,18.1,56,48.28,41009
41,10,166,74,44.58,31,18.67,61,36.75,41010
41,11,129,48,37.21,37,28.68,44,34.11,41011
41,12,110,40,36.36,30,27.27,40,36.36,41012
41,13,111,46,41.44,22,19.82,43,38.74,41013
41,14,200,71,35.5,27,13.5,102,51.0,41014
41,15,171,65,38.01,38,22.22,68,39.77,41015
41,16,107,51,47.66,20,18.69,36,33.64,41016
41,17,116,36,31.03,25,21.55,55,47.41,41017
41,18,100,35,35.0,32,32.0,33,33.0,41018
41,19,163,60,36.81,34,20.86,69,42.33,41019
41,20,67,21,31.34,18,26.87,28,41.79,41020
41,21,147,63,42.86,38,25.85,46,31.29,41021
41,22,160,55,34.38,41,25.63,64,40.0,41022
41,23,101,37,36.63,30,29.7,34,33.66,41023
41,24,107,34,31.78,24,22.43,49,45.79,41024
41,25,54,20,37.04,11,20.37,23,42.59,41025
41,26,122,47,38.52,24,19.67,51,41.8,41026
41,27,64,25,39.06,21,32.81,18,28.13,41027
41,28,77,29,37.66,14,18.18,34,44.16,41028
41,29,45,19,42.22,15,33.33,11,24.44,41029
41,30,129,49,37.98,33,25.58,47,36.43,41030
41,31,118,41,34.75,25,21.19,52,44.07,41031
41,32,122,34,27.87,36,29.51,52,42.62,41032
41,33,106,39,36.79,30,28.3,37,34.91,41033
41,34,103,35,33.98,28,27.18,40,38.83,41034
41,35,156,52,33.33,41,26.28,63,40.38,41035
41,36,125,35,28.0,33,26.4,57,45.6,41036
41,37,145,48,33.1,45,31.03,52,35.86,41037
41,38,115,40,34.78,32,27.83,43,37.39,41038
41,39,163,59,36.2,34,20.86,70,42.94,41039
41,40,141,68,48.23,34,24.11,39,27.66,41040
41,41,101,37,36.63,27,26.73,37,36.63,41041
41,42,95,38,40.0,22,23.16,35,36.84,41042
41,43,120,42,35.0,37,30.83,41,34.17,41043
41,44,120,48,40.0,19,15.83,53,44.17,41044
41,45,128,43,33.59,37,28.91,48,37.5,41045
41,46,128,37,28.91,35,27.34,56,43.75,41046
41,47,159,58,36.48,29,18.24,72,45.28,41047
42,1,188,64,34.04,40,21.28,84,44.68,42001
42,2,105,14,13.33,37,35.24,54,51.43,42002
42,3,154,36,23.38,36,23.38,82,53.25,42003
42,4,263,57,21.67,62,23.57,144,54.75,42004
42,5,128,36,28.13,24,18.75,68,53.13,42005
42,6,222,64,28.83,50,22.52,108,48.65,42006
42,7,178,49,27.53,35,19.66,94,52.81,42007
42,8,175,40,22.86,45,25.71,90,51.43,42008
42,9,137,32,23.36,44,32.12,61,44.53,42009
42,10,210,48,22.86,52,24.76,110,52.38,42010
42,11,123,34,27.64,32,26.02,57,46.34,42011
42,12,158,33,20.89,33,20.89,92,58.23,42012
42,13,204,55,26.96,41,20.1,108,52.94,42013
42,14,152,37,24.34,39,25.66,76,50.0,42014
42,15,146,32,21.92,37,25.34,77,52.74,42015
42,16,150,31,20.67,32,21.33,87,58.0,42016
42,17,159,33,20.75,25,15.72,101,63.52,42017
42,18,115,20,17.39,36,31.3,59,51.3,42018
42,19,220,65,29.55,38,17.27,117,53.18,42019
42,20,117,36,30.77,25,21.37,56,47.86,42020
42,21,136,36,26.47,34,25.0,66,48.53,42021
42,22,63,12,19.05,21,33.33,30,47.62,42022
42,23,160,43,26.88,37,23.13,80,50.0,42023
42,24,136,31,22.79,36,26.47,69,50.74,42024
42,25,140,36,25.71,34,24.29,70,50.0,42025
42,26,188,45,23.94,47,25.0,96,51.06,42026
42,27,129,33,25.58,25,19.38,71,55.04,42027
42,28,216,43,19.91,58,26.85,115,53.24,42028
42,29,224,47,20.98,63,28.13,114,50.89,42029
42,30,179,50,27.93,32,17.88,97,54.19,42030
42,31,178,34,19.1,31,17.42,113,63.48,42031
42,32,103,19,18.45,21,20.39,63,61.17,42032
42,33,199,40,20.1,46,23.12,113,56.78,42033
42,34,150,49,32.67,31,20.67,70,46.67,42034
42,35,198,55,27.78,48,24.24,95,47.98,42035
42,36,169,30,17.75,40,23.67,99,58.58,42036
42,37,89,22,24.72,23,25.84,44,49.44,42037
42,38,105,24,22.86,22,20.95,59,56.19,42038
42,39,124,33,26.61,22,17.74,69,55.65,42039
42,40,152,26,17.11,50,32.89,76,50.0,42040
42,41,153,49,32.03,30,19.61,74,48.37,42041
42,42,239,49,20.5,49,20.5,141,59.0,42042
43,1,89,14,15.73,13,14.61,62,69.66,43001
43,2,182,39,21.43,34,18.68,109,59.89,43002
43,3,160,45,28.13,27,16.88,88,55.0,43003
43,4,153,36,23.53,24,15.69,93,60.78,43004
43,5,168,32,19.05,32,19.05,104,61.9,43005
43,6,119,22,18.49,30,25.21,67,56.3,43006
43,7,130,28,21.54,20,15.38,82,63.08,43007
43,8,120,34,28.33,24,20.0,62,51.67,43008
43,9,169,33,19.53,40,23.67,96,56.8,43009
43,10,195,31,15.9,38,19.49,126,64.62,43010
43,11,102,23,22.55,21,20.59,58,56.86,43011
43,12,93,20,21.51,14,15.05,59,63.44,43012
43,13,172,40,23.26,44,25.58,88,51.16,43013
43,14,176,17,9.66,23,13.07,136,77.27,43014
43,15,150,36,24.0,29,19.33,85,56.67,43015
43,16,182,24,13.19,37,20.33,121,66.48,43016
43,17,128,32,25.0,26,20.31,70,54.69,43017
43,18,172,39,22.67,35,20.35,98,56.98,43018
43,19,176,34,19.32,33,18.75,109,61.93,43019
43,20,213,38,17.84,46,21.6,129,60.56,43020
43,21,141,48,34.04,23,16.31,70,49.65,43021
43,22,127,20,15.75,23,18.11,84,66.14,43022
43,23,104,23,22.12,25,24.04,56,53.85,43023
43,24,132,35,26.52,34,25.76,63,47.73,43024
43,25,185,46,24.86,43,23.24,96,51.89,43025
43,26,156,23,14.74,22,14.1,111,71.15,43026
43,27,166,27,16.27,33,19.88,106,63.86,43027
43,28,148,35,23.65,31,20.95,82,55.41,43028
43,29,200,33,16.5,44,22.0,123,61.5,43029
43,30,158,30,18.99,34,21.52,94,59.49,43030
43,31,161,39,24.22,41,25.47,81,50.31,43031
43,32,150,29,19.33,34,22.67,87,58.0,43032
43,33,203,57,28.08,33,16.26,113,55.67,43033
43,34,113,33,29.2,30,26.55,50,44.25,43034
43,35,191,53,27.75,31,16.23,107,56.02,43035
43,36,73,10,13.7,22,30.14,41,56.16,43036
43,37,136,18,13.24,33,24.26,85,62.5,43037
43,38,136,27,19.85,23,16.91,86,63.24,43038
43,39,92,30,32.61,15,16.3,47,51.09,43039
43,40,103,19,18.45,37,35.92,47,45.63,43040
43,41,159,39,24.53,35,22.01,85,53.46,43041
43,42,149,30,20.13,27,18.12,92,61.74,43042
43,43,174,47,27.01,35,20.11,92,52.87,43043
43,44,153,29,18.95,36,23.53,88,57.52,43044
43,45,117,23,19.66,17,14.53,77,65.81,43045
43,46,85,11,12.94,18,21.18,56,65.88,43046
44,1,292,61,20.89,83,28.42,148,50.68,44001
44,2,183,42,22.95,37,20.22,104,56.83,44002
44,3,158,46,29.11,42,26.58,70,44.3,44003
44,4,172,43,25.0,27,15.7,102,59.3,44004
44,5,177,29,16.38,57,32.2,91,51.41,44005
44,6,215,44,20.47,48,22.33,123,57.21,44006
44,7,163,53,32.52,30,18.4,80,49.08,44007
44,8,224,60,26.79,43,19.2,121,54.02,44008
44,9,153,35,22.88,34,22.22,84,54.9,44009
44,10,151,27,17.88,40,26.49,84,55.63,44010
44,11,172,28,16.28,32,18.6,112,65.12,44011
44,12,238,60,25.21,57,23.95,121,50.84,44012
44,13,131,22,16.79,31,23.66,78,59.54,44013
44,14,164,23,14.02,40,24.39,101,61.59,44014
44,15,188,40,21.28,41,21.81,107,56.91,44015
44,16,203,47,23.15,38,18.72,118,58.13,44016
44,17,257,42,16.34,63,24.51,152,59.14,44017
44,18,179,32,17.88,42,23.46,105,58.66,44018
44,19,265,43,16.23,57,21.51,165,62.26,44019
44,20,194,35,18.04,34,17.53,125,64.43,44020
44,21,193,35,18.13,52,26.94,106,54.92,44021
44,22,185,39,21.08,39,21.08,107,57.84,44022
44,23,154,39,25.32,31,20.13,84,54.55,44023
44,24,174,40,22.99,28,16.09,106,60.92,44024
44,25,213,46,21.6,44,20.66,123,57.75,44025
44,26,217,44,20.28,55,25.35,118,54.38,44026
44,27,189,43,22.75,42,22.22,104,55.03,44027
44,28,181,35,19.34,51,28.18,95,52.49,44028
44,29,201,44,21.89,53,26.37,104,51.74,44029
44,30,213,44,20.66,58,27.23,111,52.11,44030
44,31,122,27,22.13,29,23.77,66,54.1,44031
44,32,168,31,18.45,39,23.21,98,58.33,44032
44,33,209,33,15.79,53,25.36,123,58.85,44033
44,34,213,53,24.88,47,22.07,113,53.05,44034
44,35,221,55,24.89,41,18.55,125,56.56,44035
44,36,176,36,20.45,41,23.3,99,56.25,44036
44,37,262,41,15.65,59,22.52,162,61.83,44037
44,38,159,35,22.01,46,28.93,78,49.06,44038
44,39,188,45,23.94,41,21.81,102,54.26,44039
44,40,172,32,18.6,35,20.35,105,61.05,44040
44,41,232,49,21.12,54,23.28,129,55.6,44041
45,1,167,24,14.37,53,31.74,90,53.89,45001
45,2,194,38,19.59,44,22.68,112,57.73,45002
45,3,181,38,20.99,46,25.41,97,53.59,45003
45,4,218,50,22.94,44,20.18,124,56.88,45004
45,5,185,31,16.76,32,17.3,122,65.95,45005
45,6,268,54,20.15,57,21.27,157,58.58,45006
45,7,264,58,21.97,48,18.18,158,59.85,45007
45,8,150,38,25.33,34,22.67,78,52.0,45008
45,9,136,27,19.85,37,27.21,72,52.94,45009
45,10,154,50,32.47,39,25.32,65,42.21,45010
45,11,86,22,25.58,31,36.05,33,38.37,45011
45,12,128,38,29.69,28,21.88,62,48.44,45012
45,13,141,28,19.86,45,31.91,68,48.23,45013
45,14,206,44,21.36,47,22.82,115,55.83,45014
45,15,226,66,29.2,65,28.76,95,42.04,45015
45,16,159,38,23.9,38,23.9,83,52.2,45016
45,17,158,30,18.99,44,27.85,84,53.16,45017
45,18,151,50,33.11,38,25.17,63,41.72,45018
45,19,68,15,22.06,22,32.35,31,45.59,45019
45,20,85,27,31.76,22,25.88,36,42.35,45020
45,21,139,40,28.78,37,26.62,62,44.6,45021
45,22,98,32,32.65,17,17.35,49,50.0,45022
45,23,113,35,30.97,23,20.35,55,48.67,45023
45,24,83,24,28.92,26,31.33,33,39.76,45024
45,25,99,34,34.34,24,24.24,41,41.41,45025
45,26,72,25,34.72,16,22.22,31,43.06,45026
45,27,123,35,28.46,20,16.26,68,55.28,45027
45,28,102,20,19.61,26,25.49,56,54.9,45028
45,29,91,29,31.87,19,20.88,43,47.25,45029
45,30,124,37,29.84,39,31.45,48,38.71,45030
45,31,122,37,30.33,37,30.33,48,39.34,45031
45,32,123,38,30.89,29,23.58,56,45.53,45032
45,33,112,23,20.54,36,32.14,53,47.32,45033
45,34,140,35,25.0,40,28.57,65,46.43,45034
45,35,157,52,33.12,31,19.75,74,47.13,45035
45,36,171,45,26.32,39,22.81,87,50.88,45036
45,37,147,42,28.57,36,24.49,69,46.94,45037
45,38,118,40,33.9,32,27.12,46,38.98,45038
45,39,137,51,37.23,32,23.36,54,39.42,45039
45,40,115,36,31.3,34,29.57,45,39.13,45040
45,41,112,43,38.39,31,27.68,38,33.93,45041
45,42,143,56,39.16,40,27.97,47,32.87,45042
45,43,120,38,31.67,34,28.33,48,40.0,45043
45,44,154,57,37.01,33,21.43,64,41.56,45044
45,45,64,23,35.94,14,21.88,27,42.19,45045
45,46,76,29,38.16,18,23.68,29,38.16,45046
45,47,84,24,28.57,19,22.62,41,48.81,45047
45,48,89,30,33.71,20,22.47,39,43.82,45048
46,1,148,31,20.95,29,19.59,88,59.46,46001
46,2,221,48,21.72,46,20.81,127,57.47,46002
46,3,279,53,19.0,57,20.43,169,60.57,46003
46,4,231,37,16.02,44,19.05,150,64.94,46004
46,5,218,53,24.31,50,22.94,115,52.75,46005
46,6,182,39,21.43,44,24.18,99,54.4,46006
46,7,265,67,25.28,82,30.94,116,43.77,46007
46,8,141,32,22.7,42,29.79,67,47.52,46008
46,9,229,43,18.78,66,28.82,120,52.4,46009
46,10,265,56,21.13,59,22.26,150,56.6,46010
46,11,177,44,24.86,35,19.77,98,55.37,46011
46,12,246,41,16.67,50,20.33,155,63.01,46012
46,13,226,43,19.03,63,27.88,120,53.1,46013
46,14,145,30,20.69,55,37.93,60,41.38,46014
46,15,197,43,21.83,56,28.43,98,49.75,46015
46,16,283,51,18.02,60,21.2,172,60.78,46016
46,17,226,57,25.22,77,34.07,92,40.71,46017
46,18,209,43,20.57,57,27.27,109,52.15,46018
46,19,168,40,23.81,49,29.17,79,47.02,46019
46,20,184,34,18.48,47,25.54,103,55.98,46020
46,21,95,15,15.79,30,31.58,50,52.63,46021
46,22,134,22,16.42,26,19.4,86,64.18,46022
46,23,181,30,16.57,45,24.86,106,58.56,46023
46,24,298,57,19.13,85,28.52,156,52.35,46024
46,25,216,44,20.37,53,24.54,119,55.09,46025
46,26,241,43,17.84,63,26.14,135,56.02,46026
46,27,223,33,14.8,52,23.32,138,61.88,46027
46,28,189,43,22.75,50,26.46,96,50.79,46028
46,29,158,26,16.46,53,33.54,79,50.0,46029
46,30,188,45,23.94,43,22.87,100,53.19,46030
46,31,197,39,19.8,50,25.38,108,54.82,46031
46,32,79,17,21.52,25,31.65,37,46.84,46032
46,33,227,43,18.94,71,31.28,113,49.78,46033
46,34,244,53,21.72,54,22.13,137,56.15,46034
46,35,159,28,17.61,51,32.08,80,50.31,46035
46,36,219,48,21.92,59,26.94,112,51.14,46036
46,37,133,28,21.05,46,34.59,59,44.36,46037
46,38,183,33,18.03,51,27.87,99,54.1,46038
46,39,180,44,24.44,50,27.78,86,47.78,46039
46,40,224,44,19.64,51,22.77,129,57.59,46040
47,1,147,28,19.05,29,19.73,90,61.22,47001
47,2,188,47,25.0,44,23.4,97,51.6,47002
47,3,200,50,25.0,54,27.0,96,48.0,47003
47,4,242,48,19.83,51,21.07,143,59.09,47004
47,5,271,40,14.76,86,31.73,145,53.51,47005
47,6,226,45,19.91,58,25.66,123,54.42,47006
47,7,176,32,18.18,44,25.0,100,56.82,47007
47,8,222,42,18.92,63,28.38,117,52.7,47008
47,9,167,38,22.75,36,21.56,93,55.69,47009
47,10,309,43,13.92,71,22.98,195,63.11,47010
47,11,192,45,23.44,46,23.96,101,52.6,47011
47,12,224,43,19.2,63,28.13,118,52.68,47012
47,13,261,43,16.48,72,27.59,146,55.94,47013
47,14,209,48,22.97,72,34.45,89,42.58,47014
47,15,303,33,10.89,67,22.11,203,67.0,47015
47,16,202,39,19.31,64,31.68,99,49.01,47016
47,17,221,47,21.27,82,37.1,92,41.63,47017
47,18,207,38,18.36,50,24.15,119,57.49,47018
47,19,372,57,15.32,116,31.18,199,53.49,47019
47,20,237,40,16.88,57,24.05,140,59.07,47020
47,21,268,54,20.15,60,22.39,154,57.46,47021
47,22,287,56,19.51,81,28.22,150,52.26,47022
47,23,265,39,14.72,61,23.02,165,62.26,47023
47,24,258,42,16.28,88,34.11,128,49.61,47024
47,25,261,45,17.24,92,35.25,124,47.51,47025
47,26,306,48,15.69,80,26.14,178,58.17,47026
47,27,224,51,22.77,51,22.77,122,54.46,47027
47,28,219,26,11.87,62,28.31,131,59.82,47028
47,29,245,47,19.18,58,23.67,140,57.14,47029
47,30,294,49,16.67,86,29.25,159,54.08,47030
47,31,259,40,15.44,78,30.12,141,54.44,47031
47,32,337,46,13.65,85,25.22,206,61.13,47032
47,33,195,38,19.49,39,20.0,118,60.51,47033
47,34,239,50,20.92,56,23.43,133,55.65,47034
47,35,155,36,23.23,41,26.45,78,50.32,47035
47,36,280,38,13.57,76,27.14,166,59.29,47036
47,37,222,25,11.26,66,29.73,131,59.01,47037
47,38,253,37,14.62,74,29.25,142,56.13,47038
47,39,287,64,22.3,81,28.22,142,49.48,47039
47,40,200,37,18.5,54,27.0,109,54.5,47040
47,41,267,34,12.73,75,28.09,158,59.18,47041
47,42,228,26,11.4,52,22.81,150,65.79,47042
47,43,178,40,22.47,57,32.02,81,45.51,47043
47,44,188,50,26.6,34,18.09,104,55.32,47044
47,45,263,35,13.31,75,28.52,153,58.17,47045
47,46,104,26,25.0,30,28.85,48,46.15,47046
47,47,231,34,14.72,52,22.51,145,62.77,47047
47,48,26,9,34.62,9,34.62,8,30.77,47048
48,1,249,40,16.06,55,22.09,154,61.85,48001
48,2,105,29,27.62,24,22.86,52,49.52,48002
48,3,214,51,23.83,50,23.36,113,52.8,48003
48,4,245,54,22.04,57,23.27,134,54.69,48004
48,5,203,56,27.59,48,23.65,99,48.77,48005
48,6,216,38,17.59,59,27.31,119,55.09,48006
48,7,274,53,19.34,55,20.07,166,60.58,48007
48,8,119,28,23.53,34,28.57,57,47.9,48008
48,9,149,35,23.49,34,22.82,80,53.69,48009
48,10,354,44,12.43,68,19.21,242,68.36,48010
48,11,206,39,18.93,29,14.08,138,66.99,48011
48,12,272,54,19.85,56,20.59,162,59.56,48012
48,13,272,65,23.9,71,26.1,136,50.0,48013
48,14,111,29,26.13,34,30.63,48,43.24,48014
48,15,105,31,29.52,31,29.52,43,40.95,48015
48,16,215,30,13.95,62,28.84,123,57.21,48016
48,17,229,40,17.47,53,23.14,136,59.39,48017
48,18,144,37,25.69,49,34.03,58,40.28,48018
48,19,196,41,20.92,45,22.96,110,56.12,48019
48,20,270,46,17.04,50,18.52,174,64.44,48020
48,21,245,40,16.33,61,24.9,144,58.78,48021
48,22,216,67,31.02,58,26.85,91,42.13,48022
48,23,290,81,27.93,49,16.9,160,55.17,48023
48,24,189,43,22.75,56,29.63,90,47.62,48024
48,25,212,40,18.87,40,18.87,132,62.26,48025
48,26,90,22,24.44,22,24.44,46,51.11,48026
48,27,131,26,19.85,40,30.53,65,49.62,48027
48,28,222,45,20.27,71,31.98,106,47.75,48028
48,29,141,38,26.95,31,21.99,72,51.06,48029
48,30,218,43,19.72,41,18.81,134,61.47,48030
48,31,216,37,17.13,65,30.09,114,52.78,48031
48,32,186,34,18.28,57,30.65,95,51.08,48032
48,33,128,28,21.88,46,35.94,54,42.19,48033
48,34,194,33,17.01,51,26.29,110,56.7,48034
48,35,124,29,23.39,30,24.19,65,52.42,48035
48,36,150,57,38.0,32,21.33,61,40.67,48036
48,37,238,33,13.87,47,19.75,158,66.39,48037
48,38,273,67,24.54,42,15.38,164,60.07,48038
48,39,181,44,24.31,55,30.39,82,45.3,48039
48,40,197,26,13.2,35,17.77,136,69.04,48040
48,41,217,39,17.97,59,27.19,119,54.84,48041
48,42,283,60,21.2,55,19.43,168,59.36,48042
48,43,243,54,22.22,68,27.98,121,49.79,48043
48,44,281,63,22.42,47,16.73,171,60.85,48044
48,45,157,36,22.93,27,17.2,94,59.87,48045
48,46,153,23,15.03,67,43.79,63,41.18,48046
49,1,110,18,16.36,39,35.45,53,48.18,49001
49,2,136,28,20.59,26,19.12,82,60.29,49002
49,3,236,36,15.25,67,28.39,133,56.36,49003
49,4,238,30,12.61,46,19.33,162,68.07,49004
49,5,204,37,18.14,48,23.53,119,58.33,49005
49,6,167,33,19.76,41,24.55,93,55.69,49006
49,7,160,52,32.5,33,20.63,75,46.88,49007
49,8,145,33,22.76,45,31.03,67,46.21,49008
49,9,203,29,14.29,55,27.09,119,58.62,49009
49,10,211,27,12.8,51,24.17,133,63.03,49010
49,11,223,32,14.35,52,23.32,139,62.33,49011
49,12,219,38,17.35,46,21.0,135,61.64,49012
49,13,231,36,15.58,53,22.94,142,61.47,49013
49,14,133,29,21.8,35,26.32,69,51.88,49014
49,15,140,32,22.86,30,21.43,78,55.71,49015
49,16,189,44,23.28,36,19.05,109,57.67,49016
49,17,148,29,19.59,44,29.73,75,50.68,49017
49,18,243,30,12.35,56,23.05,157,64.61,49018
49,19,139,20,14.39,53,38.13,66,47.48,49019
49,20,292,40,13.7,51,17.47,201,68.84,49020
49,21,83,18,21.69,19,22.89,46,55.42,49021
49,22,199,47,23.62,35,17.59,117,58.79,49022
49,23,219,38,17.35,56,25.57,125,57.08,49023
49,24,120,17,14.17,37,30.83,66,55.0,49024
49,25,232,43,18.53,53,22.84,136,58.62,49025
49,26,213,28,13.15,51,23.94,134,62.91,49026
49,27,161,13,8.07,34,21.12,114,70.81,49027
49,28,282,47,16.67,66,23.4,169,59.93,49028
49,29,228,32,14.04,53,23.25,143,62.72,49029
49,30,193,47,24.35,33,17.1,113,58.55,49030
49,31,123,26,21.14,35,28.46,62,50.41,49031
49,32,189,28,14.81,64,33.86,97,51.32,49032
49,33,164,27,16.46,40,24.39,97,59.15,49033
50,1,123,46,37.4,24,19.51,53,43.09,50001
50,2,72,11,15.28,20,27.78,41,56.94,50002
50,3,134,49,36.57,21,15.67,64,47.76,50003
50,4,160,31,19.38,47,29.38,82,51.25,50004
50,5,96,31,32.29,24,25.0,41,42.71,50005
50,6,158,44,27.85,39,24.68,75,47.47,50006
50,7,225,59,26.22,44,19.56,122,54.22,50007
50,8,119,18,15.13,43,36.13,58,48.74,50008
50,9,122,33,27.05,26,21.31,63,51.64,50009
50,10,96,27,28.13,22,22.92,47,48.96,50010
50,11,72,25,34.72,16,22.22,31,43.06,50011
50,12,52,12,23.08,15,28.85,25,48.08,50012
50,13,128,23,17.97,37,28.91,68,53.13,50013
