ward,precinct,total,Thomas More Donnelly,Thomas More Donnelly Percent,Claudia Silva-Hernandez,Claudia Silva-Hernandez Percent,precinct_id
48,36,137,92,67.15,26,18.98,48036
48,37,233,177,75.97,41,17.6,48037
48,38,263,216,82.13,33,12.55,48038
48,39,177,123,69.49,36,20.34,48039
48,40,198,157,79.29,31,15.66,48040
48,41,207,127,61.35,65,31.4,48041
48,42,277,213,76.9,47,16.97,48042
48,43,233,156,66.95,51,21.89,48043
48,44,272,212,77.94,37,13.6,48044
48,45,151,110,72.85,31,20.53,48045
48,46,146,93,63.7,43,29.45,48046
49,1,109,58,53.21,37,33.94,49001
49,2,133,100,75.19,24,18.05,49002
49,3,234,160,68.38,62,26.5,49003
49,4,234,173,73.93,46,19.66,49004
49,5,199,133,66.83,38,19.1,49005
49,6,163,116,71.17,33,20.25,49006
49,7,156,114,73.08,29,18.59,49007
49,8,137,96,70.07,28,20.44,49008
49,9,197,135,68.53,53,26.9,49009
49,10,209,156,74.64,39,18.66,49010
49,11,225,168,74.67,37,16.44,49011
49,12,208,167,80.29,29,13.94,49012
49,13,225,158,70.22,52,23.11,49013
49,14,123,79,64.23,32,26.02,49014
49,15,137,95,69.34,33,24.09,49015
49,16,177,120,67.8,42,23.73,49016
49,17,139,84,60.43,42,30.22,49017
49,18,239,177,74.06,41,17.15,49018
49,19,135,77,57.04,43,31.85,49019
49,20,294,231,78.57,48,16.33,49020
49,21,82,58,70.73,15,18.29,49021
49,22,193,127,65.8,49,25.39,49022
49,23,218,156,71.56,54,24.77,49023
49,24,115,71,61.74,33,28.7,49024
49,25,226,173,76.55,33,14.6,49025
49,26,210,146,69.52,49,23.33,49026
49,27,153,117,76.47,22,14.38,49027
49,28,274,203,74.09,52,18.98,49028
49,29,225,162,72.0,46,20.44,49029
49,30,183,128,69.95,43,23.5,49030
49,31,119,77,64.71,26,21.85,49031
49,32,187,114,60.96,46,24.6,49032
49,33,157,115,73.25,32,20.38,49033
50,1,113,81,71.68,18,15.93,50001
50,2,72,52,72.22,14,19.44,50002
50,3,131,93,70.99,28,21.37,50003
50,4,154,111,72.08,32,20.78,50004
50,5,86,56,65.12,21,24.42,50005
50,6,147,93,63.27,29,19.73,50006
50,7,214,173,80.84,24,11.21,50007
50,8,121,63,52.07,43,35.54,50008
50,9,110,84,76.36,19,17.27,50009
50,10,86,51,59.3,18,20.93,50010
50,11,70,40,57.14,16,22.86,50011
50,12,50,33,66.0,8,16.0,50012
50,13,124,76,61.29,38,30.65,50013
50,14,42,24,57.14,12,28.57,50014
50,15,221,158,71.49,48,21.72,50015
50,16,43,28,65.12,8,18.6,50016
50,17,91,48,52.75,31,34.07,50017
50,18,19,11,57.89,4,21.05,50018
50,19,78,44,56.41,22,28.21,50019
50,20,145,111,76.55,22,15.17,50020
50,21,124,93,75.0,25,20.16,50021
50,22,92,61,66.3,17,18.48,50022
50,23,60,34,56.67,19,31.67,50023
50,24,66,39,59.09,15,22.73,50024
50,25,96,54,56.25,22,22.92,50025
50,26,91,51,56.04,32,35.16,50026
50,27,40,17,42.5,13,32.5,50027
50,28,116,67,57.76,41,35.34,50028
50,29,60,28,46.67,25,41.67,50029
50,30,102,71,69.61,22,21.57,50030
50,31,122,67,54.92,47,38.52,50031
50,32,110,62,56.36,29,26.36,50032
50,33,102,70,68.63,19,18.63,50033
50,34,195,154,78.97,28,14.36,50034
50,35,192,131,68.23,44,22.92,50035
50,36,171,134,78.36,23,13.45,50036
50,37,123,89,72.36,27,21.95,50037
50,38,61,39,63.93,12,19.67,50038
50,39,59,33,55.93,16,27.12,50039
50,40,98,73,74.49,9,9.18,50040
