ward,precinct,total,Paul Joyce,Paul Joyce Percent,Michael Weaver,Michael Weaver Percent,precinct_id
17,15,103,18,17.48,39,37.86,17015
17,16,82,22,26.83,32,39.02,17016
17,17,86,21,24.42,38,44.19,17017
17,18,142,30,21.13,62,43.66,17018
17,19,39,9,23.08,15,38.46,17019
17,20,153,40,26.14,77,50.33,17020
17,21,166,32,19.28,78,46.99,17021
17,22,102,19,18.63,42,41.18,17022
17,23,69,19,27.54,34,49.28,17023
17,24,119,34,28.57,48,40.34,17024
17,25,73,21,28.77,27,36.99,17025
17,26,103,23,22.33,47,45.63,17026
17,27,107,28,26.17,42,39.25,17027
17,28,81,24,29.63,35,43.21,17028
17,29,97,28,28.87,45,46.39,17029
17,30,37,9,24.32,14,37.84,17030
17,31,73,17,23.29,34,46.58,17031
17,32,56,11,19.64,20,35.71,17032
17,33,45,5,11.11,16,35.56,17033
17,34,54,11,20.37,28,51.85,17034
17,35,58,13,22.41,23,39.66,17035
17,36,94,18,19.15,47,50.0,17036
17,37,96,26,27.08,39,40.63,17037
17,38,100,27,27.0,38,38.0,17038
17,39,101,25,24.75,39,38.61,17039
17,40,145,33,22.76,63,43.45,17040
17,41,130,25,19.23,57,43.85,17041
18,1,87,25,28.74,33,37.93,18001
18,2,60,16,26.67,25,41.67,18002
18,3,69,19,27.54,26,37.68,18003
18,4,160,40,25.0,73,45.63,18004
18,5,66,19,28.79,33,50.0,18005
18,6,83,21,25.3,37,44.58,18006
18,7,93,21,22.58,39,41.94,18007
18,8,154,26,16.88,64,41.56,18008
18,9,176,44,25.0,85,48.3,18009
18,10,230,39,16.96,124,53.91,18010
18,11,92,32,34.78,33,35.87,18011
18,12,130,32,24.62,61,46.92,18012
18,13,112,15,13.39,63,56.25,18013
18,14,164,36,21.95,74,45.12,18014
18,15,103,33,32.04,34,33.01,18015
18,16,131,26,19.85,66,50.38,18016
18,17,94,16,17.02,42,44.68,18017
18,18,163,36,22.09,84,51.53,18018
18,19,131,24,18.32,57,43.51,18019
18,20,87,16,18.39,37,42.53,18020
18,21,186,40,21.51,90,48.39,18021
18,22,166,37,22.29,75,45.18,18022
18,23,110,29,26.36,48,43.64,18023
18,24,51,19,37.25,16,31.37,18024
18,25,84,37,44.05,25,29.76,18025
18,26,198,35,17.68,109,55.05,18026
18,27,93,11,11.83,46,49.46,18027
18,28,84,27,32.14,37,44.05,18028
18,29,121,24,19.83,46,38.02,18029
18,30,73,30,41.1,29,39.73,18030
18,31,121,24,19.83,62,51.24,18031
18,32,149,29,19.46,72,48.32,18032
18,33,78,16,20.51,43,55.13,18033
18,34,192,23,11.98,107,55.73,18034
18,35,169,26,15.38,99,58.58,18035
18,36,79,24,30.38,27,34.18,18036
18,37,186,41,22.04,90,48.39,18037
18,38,117,29,24.79,45,38.46,18038
18,39,74,14,18.92,28,37.84,18039
18,40,109,28,25.69,37,33.94,18040
18,41,178,42,23.6,79,44.38,18041
18,42,86,16,18.6,38,44.19,18042
18,43,52,11,21.15,24,46.15,18043
18,44,69,27,39.13,23,33.33,18044
18,45,79,20,25.32,34,43.04,18045
18,46,84,28,33.33,40,47.62,18046
18,47,77,13,16.88,38,49.35,18047
18,48,68,11,16.18,36,52.94,18048
18,49,60,16,26.67,27,45.0,18049
18,50,65,21,32.31,24,36.92,18050
19,1,112,57,50.89,36,32.14,19001
19,2,282,91,32.27,105,37.23,19002
19,3,56,26,46.43,16,28.57,19003
19,4,123,63,51.22,45,36.59,19004
19,5,208,83,39.9,69,33.17,19005
19,6,98,46,46.94,28,28.57,19006
19,7,122,51,41.8,40,32.79,19007
19,8,81,37,45.68,35,43.21,19008
19,9,90,42,46.67,28,31.11,19009
19,10,247,96,38.87,94,38.06,19010
19,11,94,50,53.19,29,30.85,19011
19,12,70,40,57.14,14,20.0,19012
19,13,217,45,20.74,96,44.24,19013
19,14,183,69,37.7,63,34.43,19014
19,15,114,46,40.35,49,42.98,19015
19,16,120,70,58.33,30,25.0,19016
19,17,126,57,45.24,42,33.33,19017
19,18,200,93,46.5,72,36.0,19018
19,19,271,100,36.9,91,33.58,19019
19,20,167,49,29.34,64,38.32,19020
19,21,92,46,50.0,29,31.52,19021
19,22,181,64,35.36,70,38.67,19022
19,23,157,78,49.68,38,24.2,19023
19,24,63,44,69.84,13,20.63,19024
19,25,167,74,44.31,45,26.95,19025
19,26,156,61,39.1,64,41.03,19026
19,27,173,48,27.75,78,45.09,19027
19,28,212,57,26.89,68,32.08,19028
19,29,90,41,45.56,26,28.89,19029
19,30,81,37,45.68,25,30.86,19030
19,31,149,67,44.97,50,33.56,19031
19,32,117,49,41.88,35,29.91,19032
19,33,95,60,63.16,19,20.0,19033
19,34,150,77,51.33,42,28.0,19034
19,35,174,84,48.28,49,28.16,19035
19,36,202,47,23.27,84,41.58,19036
19,37,215,66,30.7,103,47.91,19037
19,38,178,45,25.28,69,38.76,19038
19,39,39,9,23.08,19,48.72,19039
19,40,192,77,40.1,63,32.81,19040
19,41,81,52,64.2,19,23.46,19041
19,42,146,35,23.97,66,45.21,19042
19,43,203,53,26.11,83,40.89,19043
19,44,102,59,57.84,28,27.45,19044
19,45,120,51,42.5,42,35.0,19045
19,46,126,65,51.59,34,26.98,19046
19,47,286,90,31.47,97,33.92,19047
19,48,165,37,22.42,63,38.18,19048
19,49,236,43,18.22,111,47.03,19049
19,50,107,49,45.79,28,26.17,19050
19,51,172,68,39.53,59,34.3,19051
19,52,114,46,40.35,36,31.58,19052
19,53,124,52,41.94,46,37.1,19053
19,54,64,34,53.13,19,29.69,19054
19,55,66,38,57.58,18,27.27,19055
19,56,219,94,42.92,78,35.62,19056
19,57,165,65,39.39,58,35.15,19057
20,1,136,30,22.06,49,36.03,20001
20,2,24,3,12.5,13,54.17,20002
20,3,115,21,18.26,42,36.52,20003
20,4,34,9,26.47,13,38.24,20004
20,5,107,19,17.76,48,44.86,20005
20,6,36,3,8.33,12,33.33,20006
20,7,93,23,24.73,30,32.26,20007
20,8,98,30,30.61,39,39.8,20008
20,9,169,27,15.98,75,44.38,20009
20,10,58,15,25.86,24,41.38,20010
20,11,101,23,22.77,41,40.59,20011
20,12,57,11,19.3,18,31.58,20012
20,13,109,31,28.44,51,46.79,20013
20,14,69,20,28.99,32,46.38,20014
20,15,59,22,37.29,22,37.29,20015
20,16,146,27,18.49,67,45.89,20016
20,17,50,12,24.0,20,40.0,20017
20,18,74,22,29.73,29,39.19,20018
20,19,78,26,33.33,26,33.33,20019
20,20,51,18,35.29,12,23.53,20020
20,21,67,16,23.88,20,29.85,20021
20,22,190,34,17.89,84,44.21,20022
20,23,78,18,23.08,31,39.74,20023
20,24,131,23,17.56,71,54.2,20024
20,25,77,15,19.48,30,38.96,20025
20,26,136,27,19.85,68,50.0,20026
20,27,69,14,20.29,29,42.03,20027
20,28,61,14,22.95,20,32.79,20028
20,29,126,32,25.4,45,35.71,20029
20,30,52,14,26.92,19,36.54,20030
20,31,111,27,24.32,44,39.64,20031
20,32,70,19,27.14,23,32.86,20032
20,33,64,13,20.31,31,48.44,20033
20,34,125,26,20.8,56,44.8,20034
20,35,32,11,34.38,13,40.63,20035
20,36,36,6,16.67,16,44.44,20036
20,37,30,6,20.0,10,33.33,20037
20,38,24,7,29.17,7,29.17,20038
20,39,2,1,50.0,1,50.0,20039
21,1,150,18,12.0,73,48.67,21001
21,2,59,14,23.73,32,54.24,21002
21,3,164,43,26.22,74,45.12,21003
21,4,116,27,23.28,42,36.21,21004
21,5,152,27,17.76,73,48.03,21005
21,6,96,26,27.08,44,45.83,21006
21,7,172,33,19.19,87,50.58,21007
21,8,148,26,17.57,67,45.27,21008
21,9,159,24,15.09,81,50.94,21009
21,10,128,22,17.19,46,35.94,21010
21,11,120,24,20.0,58,48.33,21011
21,12,96,18,18.75,47,48.96,21012
21,13,104,23,22.12,44,42.31,21013
21,14,145,23,15.86,76,52.41,21014
21,15,106,23,21.7,42,39.62,21015
21,16,96,12,12.5,44,45.83,21016
21,17,92,21,22.83,39,42.39,21017
21,18,158,43,27.22,62,39.24,21018
21,19,147,30,20.41,67,45.58,21019
21,20,130,22,16.92,54,41.54,21020
21,21,117,25,21.37,50,42.74,21021
21,22,122,15,12.3,50,40.98,21022
21,23,130,14,10.77,60,46.15,21023
21,24,149,27,18.12,75,50.34,21024
21,25,137,25,18.25,57,41.61,21025
21,26,78,25,32.05,29,37.18,21026
21,27,130,19,14.62,69,53.08,21027
21,28,134,32,23.88,61,45.52,21028
21,29,144,27,18.75,65,45.14,21029
21,30,98,26,26.53,35,35.71,21030
21,31,122,20,16.39,52,42.62,21031
21,32,113,22,19.47,63,55.75,21032
21,33,98,21,21.43,41,41.84,21033
21,34,98,16,16.33,44,44.9,21034
21,35,153,34,22.22,66,43.14,21035
21,36,120,32,26.67,49,40.83,21036
21,37,108,21,19.44,50,46.3,21037
21,38,93,24,25.81,31,33.33,21038
21,39,79,18,22.78,27,34.18,21039
21,40,121,22,18.18,67,55.37,21040
21,41,153,22,14.38,74,48.37,21041
21,42,133,30,22.56,58,43.61,21042
21,43,133,26,19.55,43,32.33,21043
21,44,138,16,11.59,60,43.48,21044
21,45,112,19,16.96,53,47.32,21045
21,46,127,23,18.11,75,59.06,21046
21,47,97,14,14.43,40,41.24,21047
21,48,128,22,17.19,58,45.31,21048
21,49,150,26,17.33,81,54.0,21049
21,50,98,20,20.41,39,39.8,21050
21,51,149,31,20.81,69,46.31,21051
21,52,140,28,20.0,67,47.86,21052
21,53,106,21,19.81,50,47.17,21053
21,54,106,28,26.42,46,43.4,21054
22,1,55,11,20.0,26,47.27,22001
22,2,95,36,37.89,30,31.58,22002
22,3,100,29,29.0,42,42.0,22003
22,4,44,9,20.45,21,47.73,22004
22,5,66,18,27.27,27,40.91,22005
22,6,60,15,25.0,20,33.33,22006
22,7,63,19,30.16,26,41.27,22007
22,8,106,23,21.7,43,40.57,22008
22,9,57,12,21.05,29,50.88,22009
22,10,105,22,20.95,52,49.52,22010
22,11,38,11,28.95,13,34.21,22011
22,12,70,25,35.71,23,32.86,22012
22,13,60,26,43.33,19,31.67,22013
22,14,71,24,33.8,27,38.03,22014
22,15,48,18,37.5,14,29.17,22015
22,16,49,15,30.61,21,42.86,22016
22,17,86,28,32.56,33,38.37,22017
22,18,51,8,15.69,32,62.75,22018
22,19,39,8,20.51,19,48.72,22019
22,20,60,12,20.0,30,50.0,22020
22,21,83,9,10.84,56,67.47,22021
22,22,42,12,28.57,20,47.62,22022
22,23,133,27,20.3,62,46.62,22023
22,24,94,29,30.85,38,40.43,22024
22,25,54,15,27.78,24,44.44,22025
23,1,71,23,32.39,27,38.03,23001
23,2,96,41,42.71,23,23.96,23002
23,3,78,30,38.46,28,35.9,23003
23,4,70,25,35.71,19,27.14,23004
23,5,57,16,28.07,26,45.61,23005
23,6,57,17,29.82,24,42.11,23006
23,7,47,13,27.66,18,38.3,23007
23,8,81,25,30.86,24,29.63,23008
23,9,35,5,14.29,14,40.0,23009
23,10,79,26,32.91,20,25.32,23010
23,11,58,19,32.76,15,25.86,23011
23,12,79,38,48.1,27,34.18,23012
23,13,52,20,38.46,13,25.0,23013
23,14,55,22,40.0,14,25.45,23014
23,15,41,16,39.02,16,39.02,23015
23,16,98,56,57.14,27,27.55,23016
23,17,34,17,50.0,7,20.59,23017
23,18,75,34,45.33,17,22.67,23018
23,19,43,20,46.51,10,23.26,23019
23,20,36,8,22.22,18,50.0,23020
23,21,85,43,50.59,21,24.71,23021
23,22,64,18,28.13,24,37.5,23022
23,23,92,30,32.61,46,50.0,23023
23,24,54,19,35.19,13,24.07,23024
23,25,54,15,27.78,18,33.33,23025
23,26,71,27,38.03,27,38.03,23026
23,27,81,30,37.04,31,38.27,23027
23,28,67,28,41.79,20,29.85,23028
23,29,68,26,38.24,18,26.47,23029
23,30,69,14,20.29,32,46.38,23030
23,31,45,11,24.44,21,46.67,23031
23,32,62,23,37.1,16,25.81,23032
23,33,60,26,43.33,20,33.33,23033
23,34,53,19,35.85,17,32.08,23034
23,35,49,16,32.65,18,36.73,23035
23,36,82,36,43.9,25,30.49,23036
23,37,105,39,37.14,36,34.29,23037
23,38,72,25,34.72,17,23.61,23038
23,39,78,30,38.46,24,30.77,23039
24,1,81,12,14.81,35,43.21,24001
24,2,60,12,20.0,24,40.0,24002
24,3,69,12,17.39,33,47.83,24003
24,4,48,9,18.75,23,47.92,24004
24,5,26,8,30.77,9,34.62,24005
24,6,79,22,27.85,23,29.11,24006
24,7,49,11,22.45,27,55.1,24007
24,8,25,10,40.0,8,32.0,24008
24,9,68,8,11.76,31,45.59,24009
24,10,54,14,25.93,23,42.59,24010
24,11,57,18,31.58,20,35.09,24011
24,12,46,18,39.13,12,26.09,24012
24,13,36,12,33.33,16,44.44,24013
24,14,39,11,28.21,13,33.33,24014
24,15,32,7,21.88,14,43.75,24015
24,16,413,146,35.35,129,31.23,24016
24,17,56,8,14.29,24,42.86,24017
24,18,82,17,20.73,40,48.78,24018
24,19,87,16,18.39,38,43.68,24019
24,20,63,7,11.11,31,49.21,24020
24,21,39,9,23.08,11,28.21,24021
24,22,105,30,28.57,46,43.81,24022
24,23,64,12,18.75,27,42.19,24023
24,24,77,16,20.78,37,48.05,24024
24,25,38,9,23.68,17,44.74,24025
24,26,155,42,27.1,58,37.42,24026
24,27,90,14,15.56,37,41.11,24027
24,28,36,10,27.78,12,33.33,24028
24,29,22,4,18.18,9,40.91,24029
24,30,42,11,26.19,17,40.48,24030
24,31,72,15,20.83,27,37.5,24031
24,32,48,9,18.75,19,39.58,24032
24,33,40,8,20.0,18,45.0,24033
24,34,61,8,13.11,32,52.46,24034
24,35,65,16,24.62,25,38.46,24035
24,36,115,25,21.74,44,38.26,24036
24,37,44,14,31.82,14,31.82,24037
24,38,77,16,20.78,37,48.05,24038
24,39,100,18,18.0,48,48.0,24039
24,40,79,24,30.38,26,32.91,24040
24,41,66,14,21.21,28,42.42,24041
25,1,91,24,26.37,35,38.46,25001
25,2,146,23,15.75,81,55.48,25002
25,3,170,50,29.41,78,45.88,25003
25,4,79,17,21.52,41,51.9,25004
25,5,111,29,26.13,49,44.14,25005
25,6,33,13,39.39,9,27.27,25006
25,7,108,24,22.22,45,41.67,25007
25,8,130,30,23.08,60,46.15,25008
25,9,92,19,20.65,48,52.17,25009
25,10,135,42,31.11,53,39.26,25010
25,11,127,36,28.35,54,42.52,25011
25,12,125,37,29.6,56,44.8,25012
25,13,152,41,26.97,55,36.18,25013
25,14,81,25,30.86,41,50.62,25014
25,15,101,16,15.84,42,41.58,25015
25,16,158,39,24.68,75,47.47,25016
25,17,144,43,29.86,60,41.67,25017
25,18,50,7,14.0,24,48.0,25018
25,19,113,26,23.01,50,44.25,25019
25,20,52,17,32.69,17,32.69,25020
25,21,277,47,16.97,134,48.38,25021
25,22,105,25,23.81,52,49.52,25022
25,23,155,34,21.94,69,44.52,25023
25,24,94,21,22.34,48,51.06,25024
25,25,113,33,29.2,54,47.79,25025
25,26,100,19,19.0,44,44.0,25026
25,27,150,41,27.33,61,40.67,25027
25,28,113,22,19.47,54,47.79,25028
25,29,97,31,31.96,33,34.02,25029
25,30,95,28,29.47,43,45.26,25030
25,31,173,41,23.7,91,52.6,25031
25,32,84,25,29.76,23,27.38,25032
26,1,116,20,17.24,61,52.59,26001
26,2,85,10,11.76,49,57.65,26002
26,3,126,21,16.67,68,53.97,26003
26,4,53,9,16.98,18,33.96,26004
26,5,93,15,16.13,46,49.46,26005
26,6,63,11,17.46,34,53.97,26006
26,7,97,15,15.46,70,72.16,26007
26,8,45,10,22.22,24,53.33,26008
26,9,98,35,35.71,36,36.73,26009
26,10,83,14,16.87,43,51.81,26010
26,11,103,26,25.24,56,54.37,26011
26,12,124,20,16.13,62,50.0,26012
26,13,42,7,16.67,15,35.71,26013
26,14,78,17,21.79,34,43.59,26014
26,15,41,10,24.39,17,41.46,26015
26,16,34,5,14.71,16,47.06,26016
26,17,120,35,29.17,58,48.33,26017
26,18,59,18,30.51,28,47.46,26018
26,19,43,10,23.26,13,30.23,26019
26,20,110,19,17.27,63,57.27,26020
26,21,118,31,26.27,64,54.24,26021
26,22,20,7,35.0,7,35.0,26022
26,23,50,11,22.0,24,48.0,26023
26,24,75,15,20.0,35,46.67,26024
26,25,80,22,27.5,36,45.0,26025
26,26,69,8,11.59,41,59.42,26026
26,27,138,25,18.12,71,51.45,26027
26,28,153,38,24.84,73,47.71,26028
26,29,67,9,13.43,34,50.75,26029
26,30,107,15,14.02,63,58.88,26030
26,31,49,6,12.24,24,48.98,26031
26,32,109,25,22.94,49,44.95,26032
26,33,121,22,18.18,68,56.2,26033
26,34,134,42,31.34,75,55.97,26034
26,35,80,8,10.0,37,46.25,26035
26,36,115,15,13.04,59,51.3,26036
26,37,111,20,18.02,64,57.66,26037
26,38,42,17,40.48,12,28.57,26038
26,39,127,24,18.9,72,56.69,26039
26,40,53,7,13.21,26,49.06,26040
26,41,122,11,9.02,70,57.38,26041
26,42,103,17,16.5,50,48.54,26042
26,43,46,8,17.39,20,43.48,26043
26,44,43,14,32.56,16,37.21,26044
26,45,34,11,32.35,11,32.35,26045
26,46,86,16,18.6,50,58.14,26046
26,47,45,12,26.67,15,33.33,26047
26,48,120,25,20.83,59,49.17,26048
26,49,44,15,34.09,17,38.64,26049
27,1,192,40,20.83,94,48.96,27001
27,2,139,51,36.69,49,35.25,27002
27,3,47,12,25.53,13,27.66,27003
27,4,68,8,11.76,26,38.24,27004
27,5,67,16,23.88,27,40.3,27005
27,6,114,20,17.54,45,39.47,27006
27,7,150,22,14.67,89,59.33,27007
27,8,70,14,20.0,25,35.71,27008
27,9,49,9,18.37,18,36.73,27009
27,10,116,31,26.72,35,30.17,27010
27,11,93,19,20.43,43,46.24,27011
27,12,86,22,25.58,35,40.7,27012
27,13,193,33,17.1,48,24.87,27013
27,14,47,6,12.77,15,31.91,27014
27,15,44,11,25.0,17,38.64,27015
27,16,82,21,25.61,42,51.22,27016
27,17,93,16,17.2,35,37.63,27017
27,18,67,13,19.4,23,34.33,27018
27,19,50,11,22.0,18,36.0,27019
27,20,40,9,22.5,10,25.0,27020
27,21,115,21,18.26,50,43.48,27021
27,22,57,12,21.05,19,33.33,27022
27,23,71,19,26.76,22,30.99,27023
27,24,47,8,17.02,20,42.55,27024
27,25,105,15,14.29,50,47.62,27025
27,26,71,14,19.72,31,43.66,27026
27,27,136,22,16.18,56,41.18,27027
27,28,153,29,18.95,61,39.87,27028
27,29,69,13,18.84,24,34.78,27029
27,30,38,7,18.42,14,36.84,27030
27,31,64,15,23.44,27,42.19,27031
27,32,96,22,22.92,26,27.08,27032
27,33,115,22,19.13,52,45.22,27033
27,34,57,19,33.33,18,31.58,27034
27,35,149,39,26.17,81,54.36,27035
27,36,71,15,21.13,30,42.25,27036
27,37,112,27,24.11,36,32.14,27037
27,38,185,31,16.76,58,31.35,27038
27,39,91,24,26.37,39,42.86,27039
27,40,105,22,20.95,46,43.81,27040
27,41,103,24,23.3,38,36.89,27041
27,42,94,21,22.34,47,50.0,27042
27,43,71,14,19.72,25,35.21,27043
27,44,55,17,30.91,22,40.0,27044
27,45,222,44,19.82,115,51.8,27045
27,46,90,26,28.89,40,44.44,27046
27,47,90,22,24.44,31,34.44,27047
27,48,160,34,21.25,61,38.13,27048
27,49,86,16,18.6,37,43.02,27049
27,50,88,15,17.05,38,43.18,27050
28,1,34,7,20.59,13,38.24,28001
28,2,65,9,13.85,22,33.85,28002
28,3,44,4,9.09,9,20.45,28003
28,4,61,9,14.75,27,44.26,28004
28,5,59,12,20.34,27,45.76,28005
28,6,53,15,28.3,15,28.3,28006
28,7,51,7,13.73,10,19.61,28007
28,8,122,27,22.13,51,41.8,28008
28,9,61,9,14.75,24,39.34,28009
28,10,109,22,20.18,50,45.87,28010
28,11,159,32,20.13,82,51.57,28011
28,12,66,14,21.21,16,24.24,28012
28,13,118,27,22.88,33,27.97,28013
28,14,56,10,17.86,16,28.57,28014
28,15,33,10,30.3,9,27.27,28015
28,16,50,9,18.0,18,36.0,28016
28,17,65,13,20.0,18,27.69,28017
28,18,66,18,27.27,19,28.79,28018
28,19,71,21,29.58,24,33.8,28019
28,20,49,11,22.45,16,32.65,28020
28,21,69,11,15.94,23,33.33,28021
28,22,89,19,21.35,41,46.07,28022
28,23,69,20,28.99,15,21.74,28023
28,24,55,15,27.27,13,23.64,28024
28,25,138,29,21.01,44,31.88,28025
28,26,75,17,22.67,16,21.33,28026
28,27,88,20,22.73,39,44.32,28027
28,28,121,36,29.75,40,33.06,28028
28,29,24,5,20.83,7,29.17,28029
28,30,22,1,4.55,8,36.36,28030
28,31,97,21,21.65,23,23.71,28031
28,32,73,16,21.92,16,21.92,28032
28,33,84,21,25.0,21,25.0,28033
28,34,99,23,23.23,28,28.28,28034
28,35,54,14,25.93,15,27.78,28035
28,36,38,5,13.16,8,21.05,28036
28,37,79,20,25.32,20,25.32,28037
28,38,30,9,30.0,8,26.67,28038
28,39,41,7,17.07,11,26.83,28039
28,40,101,15,14.85,38,37.62,28040
28,41,59,5,8.47,18,30.51,28041
28,42,60,14,23.33,16,26.67,28042
28,43,88,15,17.05,21,23.86,28043
28,44,49,14,28.57,17,34.69,28044
28,45,119,30,25.21,56,47.06,28045
28,46,187,42,22.46,75,40.11,28046
29,1,198,53,26.77,77,38.89,29001
29,2,127,30,23.62,34,26.77,29002
29,3,105,26,24.76,25,23.81,29003
29,4,130,21,16.15,42,32.31,29004
29,5,53,12,22.64,21,39.62,29005
29,6,71,16,22.54,24,33.8,29006
29,7,139,25,17.99,49,35.25,29007
29,8,60,10,16.67,22,36.67,29008
29,9,165,46,27.88,56,33.94,29009
29,10,209,42,20.1,83,39.71,29010
29,11,81,22,27.16,24,29.63,29011
29,12,142,30,21.13,44,30.99,29012
29,13,118,25,21.19,42,35.59,29013
29,14,110,28,25.45,41,37.27,29014
29,15,141,17,12.06,44,31.21,29015
29,16,92,21,22.83,34,36.96,29016
29,17,89,12,13.48,36,40.45,29017
29,18,103,13,12.62,33,32.04,29018
29,19,140,27,19.29,57,40.71,29019
29,20,107,18,16.82,34,31.78,29020
29,21,96,20,20.83,26,27.08,29021
29,22,99,22,22.22,38,38.38,29022
29,23,120,25,20.83,42,35.0,29023
29,24,106,19,17.92,38,35.85,29024
29,25,152,28,18.42,48,31.58,29025
29,26,123,39,31.71,24,19.51,29026
29,27,98,20,20.41,33,33.67,29027
29,28,122,20,16.39,36,29.51,29028
29,29,112,33,29.46,38,33.93,29029
29,30,183,46,25.14,58,31.69,29030
29,31,83,27,32.53,24,28.92,29031
29,32,96,22,22.92,28,29.17,29032
29,33,95,22,23.16,28,29.47,29033
29,34,72,14,19.44,28,38.89,29034
29,35,75,19,25.33,15,20.0,29035
29,36,111,16,14.41,42,37.84,29036
29,37,80,16,20.0,19,23.75,29037
29,38,97,24,24.74,34,35.05,29038
29,39,84,24,28.57,31,36.9,29039
29,40,143,29,20.28,41,28.67,29040
29,41,85,13,15.29,30,35.29,29041
29,42,113,27,23.89,38,33.63,29042
29,43,188,45,23.94,66,35.11,29043
29,44,140,18,12.86,47,33.57,29044
30,1,157,41,26.11,59,37.58,30001
30,2,98,25,25.51,34,34.69,30002
30,3,139,31,22.3,75,53.96,30003
30,4,101,30,29.7,35,34.65,30004
30,5,51,13,25.49,12,23.53,30005
30,6,81,34,41.98,21,25.93,30006
30,7,139,30,21.58,69,49.64,30007
30,8,180,32,17.78,102,56.67,30008
30,9,90,20,22.22,43,47.78,30009
30,10,92,27,29.35,27,29.35,30010
30,11,68,19,27.94,30,44.12,30011
30,12,57,20,35.09,16,28.07,30012
30,13,95,25,26.32,34,35.79,30013
30,14,49,15,30.61,12,24.49,30014
30,15,182,61,33.52,79,43.41,30015
30,16,42,13,30.95,16,38.1,30016
30,17,107,27,25.23,41,38.32,30017
30,18,172,32,18.6,90,52.33,30018
30,19,74,21,28.38,21,28.38,30019
30,20,133,24,18.05,67,50.38,30020
30,21,76,17,22.37,18,23.68,30021
30,22,198,39,19.7,111,56.06,30022
30,23,126,29,23.02,51,40.48,30023
30,24,205,24,11.71,126,61.46,30024
30,25,188,37,19.68,100,53.19,30025
30,26,74,18,24.32,39,52.7,30026
30,27,75,16,21.33,37,49.33,30027
30,28,172,46,26.74,76,44.19,30028
30,29,49,9,18.37,21,42.86,30029
30,30,41,18,43.9,13,31.71,30030
30,31,56,10,17.86,28,50.0,30031
30,32,125,22,17.6,60,48.0,30032
31,1,48,18,37.5,15,31.25,31001
31,2,44,9,20.45,20,45.45,31002
31,3,41,10,24.39,14,34.15,31003
31,4,114,27,23.68,64,56.14,31004
31,5,81,26,32.1,28,34.57,31005
31,6,54,14,25.93,16,29.63,31006
31,7,157,34,21.66,95,60.51,31007
31,8,55,13,23.64,18,32.73,31008
31,9,52,12,23.08,20,38.46,31009
31,10,85,18,21.18,40,47.06,31010
31,11,62,16,25.81,25,40.32,31011
31,12,67,18,26.87,27,40.3,31012
31,13,71,18,25.35,27,38.03,31013
31,14,62,25,40.32,22,35.48,31014
31,15,52,20,38.46,16,30.77,31015
31,16,123,24,19.51,71,57.72,31016
31,17,56,14,25.0,22,39.29,31017
31,18,70,19,27.14,23,32.86,31018
31,19,63,24,38.1,18,28.57,31019
31,20,55,17,30.91,16,29.09,31020
31,21,44,12,27.27,14,31.82,31021
31,22,52,11,21.15,23,44.23,31022
31,23,87,23,26.44,41,47.13,31023
31,24,87,21,24.14,33,37.93,31024
31,25,53,18,33.96,25,47.17,31025
31,26,88,23,26.14,40,45.45,31026
31,27,69,19,27.54,28,40.58,31027
31,28,39,6,15.38,20,51.28,31028
31,29,57,14,24.56,29,50.88,31029
31,30,56,11,19.64,25,44.64,31030
31,31,45,12,26.67,12,26.67,31031
31,32,26,5,19.23,15,57.69,31032
31,33,60,14,23.33,27,45.0,31033
31,34,84,19,22.62,37,44.05,31034
31,35,63,16,25.4,25,39.68,31035
31,36,69,14,20.29,30,43.48,31036
31,37,48,18,37.5,25,52.08,31037
31,38,33,11,33.33,7,21.21,31038
31,39,72,13,18.06,39,54.17,31039
31,40,81,21,25.93,27,33.33,31040
31,41,60,12,20.0,26,43.33,31041
32,1,179,40,22.35,83,46.37,32001
32,2,145,23,15.86,85,58.62,32002
32,3,189,27,14.29,110,58.2,32003
32,4,157,36,22.93,76,48.41,32004
32,5,161,37,22.98,79,49.07,32005
32,6,191,48,25.13,104,54.45,32006
32,7,167,40,23.95,85,50.9,32007
32,8,167,50,29.94,73,43.71,32008
32,9,144,30,20.83,63,43.75,32009
32,10,154,43,27.92,73,47.4,32010
32,11,170,29,17.06,95,55.88,32011
32,12,143,25,17.48,95,66.43,32012
32,13,153,40,26.14,71,46.41,32013
32,14,203,38,18.72,123,60.59,32014
32,15,156,35,22.44,88,56.41,32015
32,16,152,40,26.32,86,56.58,32016
32,17,190,42,22.11,108,56.84,32017
32,18,132,21,15.91,73,55.3,32018
32,19,143,33,23.08,76,53.15,32019
32,20,178,44,24.72,111,62.36,32020
32,21,190,43,22.63,111,58.42,32021
32,22,265,38,14.34,174,65.66,32022
32,23,150,35,23.33,89,59.33,32023
32,24,121,25,20.66,70,57.85,32024
32,25,166,38,22.89,87,52.41,32025
32,26,222,41,18.47,138,62.16,32026
32,27,119,19,15.97,59,49.58,32027
32,28,193,30,15.54,128,66.32,32028
32,29,155,36,23.23,91,58.71,32029
32,30,124,31,25.0,66,53.23,32030
32,31,139,35,25.18,72,51.8,32031
32,32,190,40,21.05,96,50.53,32032
32,33,165,47,28.48,80,48.48,32033
32,34,163,39,23.93,92,56.44,32034
32,35,147,33,22.45,79,53.74,32035
32,36,138,37,26.81,70,50.72,32036
32,37,155,26,16.77,93,60.0,32037
32,38,148,29,19.59,88,59.46,32038
