ward,precinct,total,M. FRANK AVILA,M. FRANK AVILA Percent,MEL (DEMETRIUS) JOHNSON,MEL (DEMETRIUS) JOHNSON Percent,ZDZISLAWA POPIELARCZYK,ZDZISLAWA POPIELARCZYK Percent,JOSEPH M. GLORIOSO,JOSEPH M. GLORIOSO Percent,ANTHONY J. WIORSKI,ANTHONY J. WIORSKI Percent,TERRENCE J. O'BRIEN,TERRENCE J. O'BRIEN Percent,"HARRY """"BUS"""" YOURELL","HARRY """"BUS"""" YOURELL Percent","JAMES """"JIM"""" HARRIS","JAMES """"JIM"""" HARRIS Percent",NADINE M. ZAPOLSKY,NADINE M. ZAPOLSKY Percent,LAWRENCE F. ANDOLINO,LAWRENCE F. ANDOLINO Percent,THOMAS FRANCIS COURTNEY,THOMAS FRANCIS COURTNEY Percent,JOHN J. MCNAMARA,JOHN J. MCNAMARA Percent,precinct_id
10,12,334,55,16.47,10,2.99,28,8.38,17,5.09,23,6.89,53,15.87,28,8.38,25,7.49,25,7.49,12,3.59,8,2.4,50,14.97,10012
10,13,431,108,25.06,17,3.94,38,8.82,19,4.41,25,5.8,53,12.3,41,9.51,22,5.1,26,6.03,20,4.64,18,4.18,44,10.21,10013
10,14,67,10,14.93,2,2.99,6,8.96,2,2.99,3,4.48,15,22.39,8,11.94,6,8.96,6,8.96,2,2.99,1,1.49,6,8.96,10014
10,15,175,20,11.43,9,5.14,24,13.71,5,2.86,26,14.86,18,10.29,15,8.57,10,5.71,22,12.57,5,2.86,6,3.43,15,8.57,10015
10,16,383,36,9.4,10,2.61,66,17.23,10,2.61,64,16.71,42,10.97,38,9.92,18,4.7,37,9.66,15,3.92,10,2.61,37,9.66,10016
10,17,346,24,6.94,9,2.6,57,16.47,13,3.76,55,15.9,39,11.27,43,12.43,20,5.78,46,13.29,7,2.02,5,1.45,28,8.09,10017
10,18,242,83,34.3,20,8.26,12,4.96,12,4.96,4,1.65,25,10.33,15,6.2,18,7.44,12,4.96,13,5.37,4,1.65,24,9.92,10018
10,19,526,84,15.97,21,3.99,53,10.08,23,4.37,42,7.98,80,15.21,52,9.89,34,6.46,37,7.03,25,4.75,19,3.61,56,10.65,10019
10,20,646,103,15.94,19,2.94,40,6.19,39,6.04,46,7.12,104,16.1,74,11.46,48,7.43,44,6.81,27,4.18,20,3.1,82,12.69,10020
10,21,246,31,12.6,7,2.85,27,10.98,12,4.88,38,15.45,30,12.2,20,8.13,16,6.5,30,12.2,11,4.47,4,1.63,20,8.13,10021
10,22,92,16,17.39,4,4.35,7,7.61,3,3.26,12,13.04,9,9.78,12,13.04,9,9.78,10,10.87,3,3.26,1,1.09,6,6.52,10022
10,23,378,106,28.04,14,3.7,17,4.5,37,9.79,18,4.76,44,11.64,30,7.94,22,5.82,17,4.5,21,5.56,12,3.17,40,10.58,10023
10,24,371,24,6.47,11,2.96,61,16.44,12,3.23,55,14.82,38,10.24,39,10.51,22,5.93,37,9.97,11,2.96,18,4.85,43,11.59,10024
10,25,407,134,32.92,28,6.88,18,4.42,37,9.09,13,3.19,26,6.39,22,5.41,37,9.09,23,5.65,10,2.46,17,4.18,42,10.32,10025
10,26,216,62,28.7,12,5.56,9,4.17,18,8.33,19,8.8,23,10.65,18,8.33,17,7.87,10,4.63,3,1.39,6,2.78,19,8.8,10026
10,27,425,71,16.71,9,2.12,29,6.82,21,4.94,44,10.35,54,12.71,47,11.06,33,7.76,33,7.76,19,4.47,18,4.24,47,11.06,10027
10,28,297,37,12.46,38,12.79,12,4.04,13,4.38,8,2.69,20,6.73,41,13.8,54,18.18,20,6.73,8,2.69,15,5.05,31,10.44,10028
10,29,331,43,12.99,54,16.31,8,2.42,10,3.02,8,2.42,30,9.06,41,12.39,62,18.73,21,6.34,3,0.91,25,7.55,26,7.85,10029
10,30,398,106,26.63,15,3.77,19,4.77,24,6.03,20,5.03,38,9.55,48,12.06,35,8.79,23,5.78,15,3.77,17,4.27,38,9.55,10030
10,31,329,77,23.4,15,4.56,16,4.86,14,4.26,16,4.86,44,13.37,37,11.25,24,7.29,27,8.21,10,3.04,9,2.74,40,12.16,10031
10,32,378,76,20.11,17,4.5,26,6.88,17,4.5,23,6.08,54,14.29,30,7.94,23,6.08,27,7.14,22,5.82,15,3.97,48,12.7,10032
10,33,344,81,23.55,18,5.23,18,5.23,23,6.69,26,7.56,51,14.83,23,6.69,23,6.69,20,5.81,19,5.52,13,3.78,29,8.43,10033
10,34,311,80,25.72,16,5.14,16,5.14,20,6.43,15,4.82,33,10.61,25,8.04,18,5.79,20,6.43,12,3.86,17,5.47,39,12.54,10034
10,35,301,84,27.91,9,2.99,13,4.32,18,5.98,15,4.98,44,14.62,27,8.97,19,6.31,23,7.64,10,3.32,7,2.33,32,10.63,10035
10,36,390,95,24.36,27,6.92,16,4.1,18,4.62,14,3.59,42,10.77,31,7.95,40,10.26,26,6.67,17,4.36,17,4.36,47,12.05,10036
10,37,279,72,25.81,21,7.53,8,2.87,20,7.17,10,3.58,26,9.32,39,13.98,28,10.04,10,3.58,8,2.87,12,4.3,25,8.96,10037
10,38,471,81,17.2,14,2.97,31,6.58,21,4.46,38,8.07,71,15.07,47,9.98,28,5.94,32,6.79,19,4.03,19,4.03,70,14.86,10038
10,39,360,84,23.33,14,3.89,22,6.11,23,6.39,27,7.5,43,11.94,29,8.06,21,5.83,30,8.33,11,3.06,13,3.61,43,11.94,10039
10,40,299,94,31.44,16,5.35,11,3.68,41,13.71,9,3.01,19,6.35,21,7.02,22,7.36,14,4.68,12,4.01,16,5.35,24,8.03,10040
10,41,501,94,18.76,15,2.99,32,6.39,32,6.39,28,5.59,72,14.37,51,10.18,45,8.98,36,7.19,24,4.79,26,5.19,46,9.18,10041
10,42,353,49,13.88,9,2.55,35,9.92,20,5.67,38,10.76,44,12.46,28,7.93,23,6.52,32,9.07,18,5.1,11,3.12,46,13.03,10042
10,43,304,78,25.66,26,8.55,13,4.28,17,5.59,15,4.93,33,10.86,26,8.55,32,10.53,13,4.28,12,3.95,10,3.29,29,9.54,10043
10,44,356,98,27.53,13,3.65,22,6.18,18,5.06,16,4.49,45,12.64,37,10.39,22,6.18,23,6.46,16,4.49,12,3.37,34,9.55,10044
10,45,407,116,28.5,16,3.93,26,6.39,25,6.14,21,5.16,45,11.06,34,8.35,26,6.39,30,7.37,25,6.14,10,2.46,33,8.11,10045
10,46,301,78,25.91,8,2.66,21,6.98,21,6.98,25,8.31,34,11.3,30,9.97,20,6.64,18,5.98,14,4.65,6,1.99,26,8.64,10046
11,1,404,16,3.96,10,2.48,25,6.19,10,2.48,24,5.94,97,24.01,81,20.05,80,19.8,22,5.45,3,0.74,11,2.72,25,6.19,11001
11,2,355,37,10.42,8,2.25,24,6.76,12,3.38,24,6.76,75,21.13,61,17.18,51,14.37,22,6.2,10,2.82,8,2.25,23,6.48,11002
11,3,447,40,8.95,11,2.46,16,3.58,12,2.68,16,3.58,118,26.4,92,20.58,76,17.0,15,3.36,7,1.57,10,2.24,34,7.61,11003
11,4,529,23,4.35,9,1.7,24,4.54,9,1.7,21,3.97,131,24.76,121,22.87,126,23.82,15,2.84,8,1.51,9,1.7,33,6.24,11004
11,5,230,21,9.13,9,3.91,12,5.22,8,3.48,10,4.35,48,20.87,32,13.91,40,17.39,16,6.96,8,3.48,7,3.04,19,8.26,11005
11,6,679,61,8.98,19,2.8,36,5.3,11,1.62,63,9.28,148,21.8,114,16.79,116,17.08,30,4.42,10,1.47,28,4.12,43,6.33,11006
11,7,586,17,2.9,13,2.22,21,3.58,2,0.34,27,4.61,160,27.3,149,25.43,138,23.55,20,3.41,5,0.85,11,1.88,23,3.92,11007
11,8,480,43,8.96,7,1.46,33,6.88,15,3.13,31,6.46,95,19.79,79,16.46,72,15.0,35,7.29,11,2.29,20,4.17,39,8.13,11008
11,9,615,13,2.11,5,0.81,17,2.76,6,0.98,21,3.41,179,29.11,172,27.97,160,26.02,15,2.44,6,0.98,4,0.65,17,2.76,11009
11,10,283,31,10.95,11,3.89,9,3.18,7,2.47,9,3.18,73,25.8,55,19.43,52,18.37,10,3.53,4,1.41,8,2.83,14,4.95,11010
11,11,407,30,7.37,7,1.72,23,5.65,8,1.97,29,7.13,104,25.55,65,15.97,66,16.22,28,6.88,8,1.97,9,2.21,30,7.37,11011
11,12,573,12,2.09,7,1.22,4,0.7,4,0.7,9,1.57,172,30.02,148,25.83,138,24.08,10,1.75,5,0.87,15,2.62,49,8.55,11012
11,13,480,28,5.83,7,1.46,10,2.08,5,1.04,14,2.92,129,26.88,122,25.42,108,22.5,11,2.29,13,2.71,13,2.71,20,4.17,11013
11,14,178,28,15.73,10,5.62,13,7.3,5,2.81,15,8.43,29,16.29,18,10.11,18,10.11,9,5.06,4,2.25,9,5.06,20,11.24,11014
11,15,438,18,4.11,4,0.91,8,1.83,1,0.23,5,1.14,129,29.45,111,25.34,96,21.92,9,2.05,0,0.0,12,2.74,45,10.27,11015
11,16,419,31,7.4,11,2.63,10,2.39,10,2.39,15,3.58,102,24.34,95,22.67,86,20.53,16,3.82,5,1.19,13,3.1,25,5.97,11016
11,17,558,76,13.62,19,3.41,23,4.12,23,4.12,20,3.58,105,18.82,93,16.67,84,15.05,29,5.2,10,1.79,22,3.94,54,9.68,11017
11,18,354,21,5.93,7,1.98,15,4.24,5,1.41,13,3.67,90,25.42,71,20.06,74,20.9,13,3.67,5,1.41,9,2.54,31,8.76,11018
11,19,378,18,4.76,6,1.59,24,6.35,4,1.06,30,7.94,90,23.81,77,20.37,71,18.78,20,5.29,5,1.32,9,2.38,24,6.35,11019
11,20,690,34,4.93,6,0.87,12,1.74,11,1.59,11,1.59,194,28.12,181,26.23,164,23.77,14,2.03,10,1.45,17,2.46,36,5.22,11020
11,21,837,28,3.35,9,1.08,12,1.43,7,0.84,16,1.91,248,29.63,212,25.33,186,22.22,25,2.99,15,1.79,18,2.15,61,7.29,11021
11,22,217,18,8.29,4,1.84,14,6.45,7,3.23,16,7.37,46,21.2,38,17.51,33,15.21,11,5.07,4,1.84,6,2.76,20,9.22,11022
11,23,406,60,14.78,10,2.46,25,6.16,15,3.69,29,7.14,79,19.46,63,15.52,58,14.29,20,4.93,8,1.97,12,2.96,27,6.65,11023
11,24,861,16,1.86,3,0.35,7,0.81,5,0.58,6,0.7,280,32.52,250,29.04,230,26.71,14,1.63,9,1.05,5,0.58,36,4.18,11024
11,25,422,20,4.74,5,1.18,9,2.13,9,2.13,10,2.37,111,26.3,102,24.17,109,25.83,11,2.61,5,1.18,9,2.13,22,5.21,11025
11,26,605,53,8.76,17,2.81,12,1.98,9,1.49,22,3.64,153,25.29,132,21.82,131,21.65,18,2.98,11,1.82,8,1.32,39,6.45,11026
11,27,131,37,28.24,2,1.53,8,6.11,6,4.58,6,4.58,14,10.69,12,9.16,12,9.16,8,6.11,6,4.58,4,3.05,16,12.21,11027
11,28,112,3,2.68,0,0.0,0,0.0,1,0.89,1,0.89,34,30.36,24,21.43,28,25.0,2,1.79,2,1.79,1,0.89,16,14.29,11028
11,29,660,39,5.91,17,2.58,41,6.21,6,0.91,44,6.67,157,23.79,136,20.61,124,18.79,29,4.39,9,1.36,13,1.97,45,6.82,11029
11,30,429,37,8.62,8,1.86,42,9.79,13,3.03,41,9.56,75,17.48,63,14.69,61,14.22,37,8.62,4,0.93,15,3.5,33,7.69,11030
11,31,152,21,13.82,7,4.61,10,6.58,7,4.61,7,4.61,29,19.08,21,13.82,16,10.53,9,5.92,2,1.32,7,4.61,16,10.53,11031
11,32,444,13,2.93,7,1.58,7,1.58,1,0.23,3,0.68,141,31.76,107,24.1,104,23.42,3,0.68,3,0.68,12,2.7,43,9.68,11032
11,33,228,20,8.77,27,11.84,5,2.19,9,3.95,7,3.07,39,17.11,37,16.23,48,21.05,6,2.63,10,4.39,9,3.95,11,4.82,11033
11,34,416,21,5.05,9,2.16,4,0.96,14,3.37,7,1.68,103,24.76,111,26.68,96,23.08,8,1.92,16,3.85,10,2.4,17,4.09,11034
11,35,574,21,3.66,7,1.22,7,1.22,2,0.35,5,0.87,175,30.49,145,25.26,137,23.87,14,2.44,9,1.57,10,1.74,42,7.32,11035
11,36,229,28,12.23,8,3.49,12,5.24,11,4.8,14,6.11,41,17.9,36,15.72,33,14.41,17,7.42,6,2.62,7,3.06,16,6.99,11036
11,37,781,24,3.07,7,0.9,10,1.28,8,1.02,15,1.92,223,28.55,207,26.5,201,25.74,13,1.66,12,1.54,17,2.18,44,5.63,11037
11,38,830,36,4.34,15,1.81,31,3.73,9,1.08,28,3.37,220,26.51,207,24.94,190,22.89,26,3.13,19,2.29,11,1.33,38,4.58,11038
11,39,651,49,7.53,12,1.84,11,1.69,23,3.53,14,2.15,162,24.88,129,19.82,119,18.28,21,3.23,33,5.07,15,2.3,63,9.68,11039
11,40,569,28,4.92,3,0.53,8,1.41,9,1.58,10,1.76,164,28.82,149,26.19,138,24.25,15,2.64,10,1.76,7,1.23,28,4.92,11040
11,41,413,31,7.51,10,2.42,9,2.18,13,3.15,12,2.91,97,23.49,98,23.73,80,19.37,15,3.63,15,3.63,5,1.21,28,6.78,11041
11,42,366,20,5.46,2,0.55,2,0.55,7,1.91,6,1.64,104,28.42,98,26.78,88,24.04,9,2.46,6,1.64,4,1.09,20,5.46,11042
11,43,528,39,7.39,6,1.14,18,3.41,18,3.41,14,2.65,128,24.24,125,23.67,113,21.4,14,2.65,23,4.36,9,1.7,21,3.98,11043
11,44,437,21,4.81,12,2.75,34,7.78,7,1.6,34,7.78,103,23.57,87,19.91,78,17.85,20,4.58,6,1.37,10,2.29,25,5.72,11044
11,45,420,32,7.62,12,2.86,13,3.1,14,3.33,12,2.86,103,24.52,78,18.57,85,20.24,10,2.38,22,5.24,8,1.9,31,7.38,11045
11,46,422,8,1.9,5,1.18,3,0.71,5,1.18,4,0.95,130,30.81,123,29.15,126,29.86,4,0.95,5,1.18,5,1.18,4,0.95,11046
11,47,521,33,6.33,8,1.54,10,1.92,14,2.69,12,2.3,139,26.68,120,23.03,112,21.5,9,1.73,22,4.22,7,1.34,35,6.72,11047
11,48,319,8,2.51,4,1.25,5,1.57,4,1.25,5,1.57,99,31.03,72,22.57,70,21.94,5,1.57,3,0.94,10,3.13,34,10.66,11048
11,49,364,12,3.3,4,1.1,6,1.65,2,0.55,6,1.65,105,28.85,92,25.27,89,24.45,6,1.65,1,0.27,5,1.37,36,9.89,11049
11,50,290,10,3.45,6,2.07,5,1.72,7,2.41,5,1.72,79,27.24,79,27.24,73,25.17,8,2.76,3,1.03,3,1.03,12,4.14,11050
11,51,554,8,1.44,4,0.72,5,0.9,2,0.36,4,0.72,178,32.13,144,25.99,147,26.53,7,1.26,3,0.54,12,2.17,40,7.22,11051
11,52,441,24,5.44,7,1.59,6,1.36,20,4.54,9,2.04,112,25.4,98,22.22,91,20.63,11,2.49,17,3.85,9,2.04,37,8.39,11052
11,53,493,19,3.85,6,1.22,8,1.62,16,3.25,6,1.22,142,28.8,130,26.37,115,23.33,11,2.23,19,3.85,6,1.22,15,3.04,11053
11,54,215,4,1.86,5,2.33,2,0.93,0,0.0,1,0.47,60,27.91,69,32.09,64,29.77,5,2.33,1,0.47,2,0.93,2,0.93,11054
12,1,131,43,32.82,2,1.53,5,3.82,7,5.34,6,4.58,16,12.21,12,9.16,12,9.16,7,5.34,4,3.05,5,3.82,12,9.16,12001
12,2,243,55,22.63,11,4.53,11,4.53,25,10.29,19,7.82,36,14.81,8,3.29,11,4.53,20,8.23,11,4.53,11,4.53,25,10.29,12002
12,3,229,75,32.75,17,7.42,9,3.93,17,7.42,11,4.8,25,10.92,7,3.06,15,6.55,18,7.86,12,5.24,6,2.62,17,7.42,12003
12,4,214,50,23.36,11,5.14,3,1.4,18,8.41,11,5.14,30,14.02,16,7.48,14,6.54,19,8.88,11,5.14,5,2.34,26,12.15,12004
12,5,115,23,20.0,5,4.35,9,7.83,11,9.57,9,7.83,18,15.65,2,1.74,5,4.35,9,7.83,4,3.48,6,5.22,14,12.17,12005
12,6,240,80,33.33,17,7.08,8,3.33,26,10.83,13,5.42,24,10.0,7,2.92,8,3.33,19,7.92,9,3.75,9,3.75,20,8.33,12006
12,7,142,47,33.1,2,1.41,12,8.45,15,10.56,7,4.93,11,7.75,7,4.93,8,5.63,6,4.23,10,7.04,5,3.52,12,8.45,12007
12,8,163,29,17.79,8,4.91,12,7.36,7,4.29,11,6.75,24,14.72,17,10.43,12,7.36,9,5.52,5,3.07,9,5.52,20,12.27,12008
12,9,202,47,23.27,5,2.48,15,7.43,17,8.42,24,11.88,23,11.39,7,3.47,7,3.47,22,10.89,8,3.96,5,2.48,22,10.89,12009
12,10,153,21,13.73,5,3.27,21,13.73,8,5.23,27,17.65,11,7.19,11,7.19,9,5.88,22,14.38,2,1.31,4,2.61,12,7.84,12010
12,11,234,56,23.93,13,5.56,14,5.98,24,10.26,9,3.85,34,14.53,7,2.99,14,5.98,23,9.83,12,5.13,9,3.85,19,8.12,12011
12,12,195,43,22.05,4,2.05,14,7.18,14,7.18,14,7.18,21,10.77,13,6.67,16,8.21,17,8.72,9,4.62,7,3.59,23,11.79,12012
12,13,124,24,19.35,6,4.84,7,5.65,12,9.68,5,4.03,21,16.94,4,3.23,4,3.23,12,9.68,7,5.65,4,3.23,18,14.52,12013
12,14,143,42,29.37,5,3.5,10,6.99,14,9.79,8,5.59,10,6.99,11,7.69,7,4.9,6,4.2,8,5.59,10,6.99,12,8.39,12014
12,15,137,56,40.88,6,4.38,2,1.46,11,8.03,2,1.46,16,11.68,6,4.38,11,8.03,3,2.19,7,5.11,4,2.92,13,9.49,12015
12,16,273,66,24.18,19,6.96,15,5.49,29,10.62,15,5.49,31,11.36,8,2.93,12,4.4,29,10.62,14,5.13,13,4.76,22,8.06,12016
12,17,97,20,20.62,2,2.06,9,9.28,6,6.19,9,9.28,15,15.46,6,6.19,9,9.28,8,8.25,1,1.03,3,3.09,9,9.28,12017
12,18,132,40,30.3,16,12.12,6,4.55,9,6.82,4,3.03,15,11.36,6,4.55,6,4.55,6,4.55,6,4.55,10,7.58,8,6.06,12018
12,19,110,35,31.82,8,7.27,4,3.64,3,2.73,6,5.45,6,5.45,3,2.73,11,10.0,10,9.09,3,2.73,9,8.18,12,10.91,12019
12,20,148,54,36.49,10,6.76,6,4.05,9,6.08,3,2.03,15,10.14,12,8.11,11,7.43,5,3.38,4,2.7,8,5.41,11,7.43,12020
12,21,279,66,23.66,12,4.3,21,7.53,42,15.05,18,6.45,33,11.83,7,2.51,13,4.66,30,10.75,9,3.23,9,3.23,19,6.81,12021
12,22,143,47,32.87,2,1.4,5,3.5,12,8.39,9,6.29,14,9.79,14,9.79,13,9.09,7,4.9,6,4.2,3,2.1,11,7.69,12022
12,23,239,78,32.64,11,4.6,11,4.6,33,13.81,11,4.6,25,10.46,8,3.35,15,6.28,15,6.28,13,5.44,6,2.51,13,5.44,12023
12,24,107,14,13.08,3,2.8,15,14.02,5,4.67,13,12.15,13,12.15,7,6.54,9,8.41,11,10.28,2,1.87,6,5.61,9,8.41,12024
12,25,142,46,32.39,2,1.41,6,4.23,16,11.27,6,4.23,16,11.27,11,7.75,10,7.04,4,2.82,10,7.04,6,4.23,9,6.34,12025
12,26,119,41,34.45,8,6.72,8,6.72,11,9.24,6,5.04,7,5.88,6,5.04,11,9.24,3,2.52,2,1.68,4,3.36,12,10.08,12026
12,27,147,25,17.01,8,5.44,19,12.93,7,4.76,19,12.93,11,7.48,15,10.2,7,4.76,18,12.24,3,2.04,5,3.4,10,6.8,12027
12,28,138,34,24.64,2,1.45,10,7.25,12,8.7,17,12.32,9,6.52,7,5.07,7,5.07,11,7.97,7,5.07,9,6.52,13,9.42,12028
12,29,435,74,17.01,24,5.52,31,7.13,38,8.74,35,8.05,55,12.64,22,5.06,22,5.06,39,8.97,13,2.99,26,5.98,56,12.87,12029
12,30,336,74,22.02,17,5.06,21,6.25,26,7.74,23,6.85,53,15.77,18,5.36,17,5.06,24,7.14,14,4.17,10,2.98,39,11.61,12030
13,1,394,30,7.61,7,1.78,13,3.3,11,2.79,8,2.03,105,26.65,82,20.81,70,17.77,10,2.54,9,2.28,14,3.55,35,8.88,13001
13,2,393,17,4.33,7,1.78,13,3.31,2,0.51,17,4.33,104,26.46,81,20.61,72,18.32,19,4.83,7,1.78,17,4.33,37,9.41,13002
13,3,845,31,3.67,5,0.59,20,2.37,11,1.3,19,2.25,237,28.05,226,26.75,212,25.09,27,3.2,12,1.42,11,1.3,34,4.02,13003
13,4,642,34,5.3,10,1.56,24,3.74,22,3.43,27,4.21,149,23.21,148,23.05,124,19.31,27,4.21,20,3.12,15,2.34,42,6.54,13004
13,5,457,46,10.07,6,1.31,20,4.38,7,1.53,21,4.6,98,21.44,100,21.88,79,17.29,25,5.47,11,2.41,10,2.19,34,7.44,13005
13,6,378,37,9.79,7,1.85,11,2.91,10,2.65,12,3.17,94,24.87,72,19.05,62,16.4,12,3.17,6,1.59,16,4.23,39,10.32,13006
13,7,770,31,4.03,11,1.43,23,2.99,8,1.04,29,3.77,216,28.05,199,25.84,193,25.06,19,2.47,5,0.65,6,0.78,30,3.9,13007
13,8,574,17,2.96,5,0.87,17,2.96,9,1.57,16,2.79,162,28.22,142,24.74,128,22.3,23,4.01,8,1.39,8,1.39,39,6.79,13008
13,9,674,45,6.68,8,1.19,19,2.82,7,1.04,21,3.12,179,26.56,157,23.29,149,22.11,25,3.71,6,0.89,9,1.34,49,7.27,13009
13,10,532,31,5.83,7,1.32,20,3.76,10,1.88,18,3.38,145,27.26,118,22.18,104,19.55,20,3.76,5,0.94,12,2.26,42,7.89,13010
13,11,332,32,9.64,9,2.71,11,3.31,8,2.41,12,3.61,83,25.0,70,21.08,59,17.77,10,3.01,5,1.51,10,3.01,23,6.93,13011
13,12,714,30,4.2,9,1.26,25,3.5,7,0.98,27,3.78,198,27.73,178,24.93,162,22.69,14,1.96,8,1.12,15,2.1,41,5.74,13012
13,13,865,25,2.89,9,1.04,14,1.62,8,0.92,8,0.92,254,29.36,253,29.25,262,30.29,8,0.92,1,0.12,8,0.92,15,1.73,13013
13,14,394,23,5.84,9,2.28,17,4.31,4,1.02,20,5.08,98,24.87,87,22.08,83,21.07,20,5.08,4,1.02,5,1.27,24,6.09,13014
13,15,758,25,3.3,3,0.4,31,4.09,13,1.72,34,4.49,205,27.04,200,26.39,188,24.8,27,3.56,9,1.19,7,0.92,16,2.11,13015
13,16,529,41,7.75,9,1.7,27,5.1,8,1.51,22,4.16,131,24.76,121,22.87,115,21.74,23,4.35,6,1.13,7,1.32,19,3.59,13016
13,17,369,25,6.78,9,2.44,15,4.07,11,2.98,9,2.44,85,23.04,74,20.05,83,22.49,17,4.61,7,1.9,14,3.79,20,5.42,13017
13,18,408,47,11.52,8,1.96,20,4.9,16,3.92,16,3.92,83,20.34,77,18.87,65,15.93,27,6.62,10,2.45,15,3.68,24,5.88,13018
13,19,430,34,7.91,11,2.56,11,2.56,10,2.33,11,2.56,108,25.12,94,21.86,90,20.93,13,3.02,2,0.47,13,3.02,33,7.67,13019
13,20,474,60,12.66,9,1.9,17,3.59,20,4.22,20,4.22,101,21.31,88,18.57,79,16.67,19,4.01,12,2.53,13,2.74,36,7.59,13020
13,21,557,31,5.57,10,1.8,25,4.49,3,0.54,26,4.67,149,26.75,134,24.06,131,23.52,20,3.59,3,0.54,5,0.9,20,3.59,13021
13,22,797,35,4.39,2,0.25,20,2.51,12,1.51,16,2.01,222,27.85,218,27.35,198,24.84,24,3.01,12,1.51,6,0.75,32,4.02,13022
13,23,675,19,2.81,3,0.44,15,2.22,3,0.44,18,2.67,208,30.81,195,28.89,181,26.81,13,1.93,4,0.59,4,0.59,12,1.78,13023
13,24,659,44,6.68,8,1.21,16,2.43,15,2.28,27,4.1,166,25.19,146,22.15,117,17.75,24,3.64,11,1.67,17,2.58,68,10.32,13024
13,25,437,38,8.7,7,1.6,15,3.43,12,2.75,13,2.97,106,24.26,80,18.31,79,18.08,23,5.26,13,2.97,13,2.97,38,8.7,13025
13,26,438,39,8.9,7,1.6,19,4.34,5,1.14,18,4.11,109,24.89,94,21.46,90,20.55,15,3.42,6,1.37,13,2.97,23,5.25,13026
13,27,553,33,5.97,5,0.9,8,1.45,6,1.08,17,3.07,140,25.32,140,25.32,125,22.6,13,2.35,8,1.45,11,1.99,47,8.5,13027
13,28,422,32,7.58,9,2.13,14,3.32,11,2.61,21,4.98,97,22.99,90,21.33,74,17.54,21,4.98,7,1.66,11,2.61,35,8.29,13028
13,29,516,51,9.88,8,1.55,29,5.62,7,1.36,27,5.23,113,21.9,91,17.64,87,16.86,36,6.98,5,0.97,19,3.68,43,8.33,13029
13,30,503,63,12.52,10,1.99,17,3.38,15,2.98,15,2.98,111,22.07,96,19.09,99,19.68,21,4.17,11,2.19,13,2.58,32,6.36,13030
13,31,470,53,11.28,5,1.06,16,3.4,8,1.7,16,3.4,112,23.83,93,19.79,95,20.21,15,3.19,9,1.91,12,2.55,36,7.66,13031
13,32,335,26,7.76,25,7.46,10,2.99,6,1.79,5,1.49,70,20.9,66,19.7,76,22.69,14,4.18,4,1.19,16,4.78,17,5.07,13032
13,33,478,29,6.07,4,0.84,28,5.86,10,2.09,24,5.02,109,22.8,101,21.13,93,19.46,20,4.18,9,1.88,18,3.77,33,6.9,13033
13,34,669,34,5.08,12,1.79,15,2.24,6,0.9,26,3.89,179,26.76,173,25.86,157,23.47,18,2.69,6,0.9,9,1.35,34,5.08,13034
13,35,704,27,3.84,8,1.14,17,2.41,8,1.14,17,2.41,199,28.27,188,26.7,171,24.29,26,3.69,6,0.85,5,0.71,32,4.55,13035
13,36,359,34,9.47,6,1.67,10,2.79,13,3.62,10,2.79,80,22.28,78,21.73,71,19.78,14,3.9,12,3.34,4,1.11,27,7.52,13036
13,37,409,14,3.42,5,1.22,17,4.16,7,1.71,16,3.91,99,24.21,97,23.72,86,21.03,23,5.62,6,1.47,15,3.67,24,5.87,13037
13,38,321,16,4.98,6,1.87,8,2.49,8,2.49,7,2.18,86,26.79,82,25.55,70,21.81,6,1.87,4,1.25,5,1.56,23,7.17,13038
13,39,501,31,6.19,11,2.2,23,4.59,9,1.8,26,5.19,119,23.75,109,21.76,103,20.56,27,5.39,5,1.0,8,1.6,30,5.99,13039
13,40,454,46,10.13,8,1.76,16,3.52,11,2.42,13,2.86,108,23.79,88,19.38,86,18.94,24,5.29,11,2.42,11,2.42,32,7.05,13040
13,41,426,36,8.45,11,2.58,12,2.82,14,3.29,13,3.05,102,23.94,83,19.48,80,18.78,17,3.99,13,3.05,13,3.05,32,7.51,13041
13,42,908,34,3.74,4,0.44,11,1.21,8,0.88,16,1.76,270,29.74,253,27.86,249,27.42,18,1.98,8,0.88,9,0.99,28,3.08,13042
13,43,614,31,5.05,4,0.65,17,2.77,6,0.98,22,3.58,167,27.2,162,26.38,147,23.94,17,2.77,10,1.63,5,0.81,26,4.23,13043
13,44,248,36,14.52,5,2.02,7,2.82,7,2.82,10,4.03,57,22.98,41,16.53,39,15.73,11,4.44,4,1.61,11,4.44,20,8.06,13044
13,45,255,27,10.59,8,3.14,12,4.71,11,4.31,11,4.31,61,23.92,41,16.08,47,18.43,12,4.71,2,0.78,11,4.31,12,4.71,13045
13,46,605,37,6.12,6,0.99,16,2.64,9,1.49,18,2.98,163,26.94,153,25.29,144,23.8,27,4.46,8,1.32,4,0.66,20,3.31,13046
13,47,483,23,4.76,7,1.45,16,3.31,2,0.41,17,3.52,135,27.95,122,25.26,106,21.95,20,4.14,4,0.83,4,0.83,27,5.59,13047
13,48,455,27,5.93,4,0.88,13,2.86,6,1.32,11,2.42,116,25.49,107,23.52,101,22.2,14,3.08,7,1.54,13,2.86,36,7.91,13048
