ward,precinct,total,MATTHEW WILLIAM BEAUDET,MATTHEW WILLIAM BEAUDET Percent,COLLEEN F. SHEEHAN,COLLEEN F. SHEEHAN Percent,precinct_id
13,45,89,16,17.98,73,82.02,13045
13,46,212,14,6.6,198,93.4,13046
13,47,161,10,6.21,151,93.79,13047
13,48,155,17,10.97,138,89.03,13048
13,49,80,8,10.0,72,90.0,13049
13,50,277,11,3.97,266,96.03,13050
13,51,194,23,11.86,171,88.14,13051
13,52,223,19,8.52,204,91.48,13052
13,53,202,26,12.87,176,87.13,13053
13,54,252,8,3.17,244,96.83,13054
13,55,211,23,10.9,188,89.1,13055
13,56,315,19,6.03,296,93.97,13056
13,57,199,30,15.08,169,84.92,13057
13,58,325,9,2.77,316,97.23,13058
13,59,128,16,12.5,112,87.5,13059
13,60,317,14,4.42,303,95.58,13060
13,61,286,9,3.15,277,96.85,13061
13,62,265,25,9.43,240,90.57,13062
13,63,230,21,9.13,209,90.87,13063
14,1,71,8,11.27,63,88.73,14001
14,2,91,17,18.68,74,81.32,14002
14,3,159,31,19.5,128,80.5,14003
14,4,90,15,16.67,75,83.33,14004
14,5,201,23,11.44,178,88.56,14005
14,6,118,15,12.71,103,87.29,14006
14,7,141,18,12.77,123,87.23,14007
14,8,93,28,30.11,65,69.89,14008
14,9,127,22,17.32,105,82.68,14009
14,10,54,13,24.07,41,75.93,14010
14,11,124,17,13.71,107,86.29,14011
14,12,87,10,11.49,77,88.51,14012
14,13,90,21,23.33,69,76.67,14013
14,14,84,13,15.48,71,84.52,14014
14,15,44,8,18.18,36,81.82,14015
14,16,115,14,12.17,101,87.83,14016
14,17,85,9,10.59,76,89.41,14017
14,18,81,14,17.28,67,82.72,14018
14,19,179,16,8.94,163,91.06,14019
14,20,69,18,26.09,51,73.91,14020
14,21,194,30,15.46,164,84.54,14021
14,22,161,19,11.8,142,88.2,14022
14,23,108,15,13.89,93,86.11,14023
14,24,107,30,28.04,77,71.96,14024
14,25,81,20,24.69,61,75.31,14025
14,26,109,21,19.27,88,80.73,14026
14,27,206,26,12.62,180,87.38,14027
14,28,102,16,15.69,86,84.31,14028
14,29,152,37,24.34,115,75.66,14029
14,30,122,22,18.03,100,81.97,14030
14,31,110,18,16.36,92,83.64,14031
14,32,115,16,13.91,99,86.09,14032
14,33,119,14,11.76,105,88.24,14033
14,34,121,23,19.01,98,80.99,14034
14,35,55,7,12.73,48,87.27,14035
14,36,134,28,20.9,106,79.1,14036
14,37,103,15,14.56,88,85.44,14037
14,38,103,22,21.36,81,78.64,14038
14,39,125,18,14.4,107,85.6,14039
14,40,102,19,18.63,83,81.37,14040
14,41,162,21,12.96,141,87.04,14041
14,42,98,17,17.35,81,82.65,14042
14,43,138,20,14.49,118,85.51,14043
14,44,129,23,17.83,106,82.17,14044
14,45,104,23,22.12,81,77.88,14045
14,46,138,18,13.04,120,86.96,14046
14,47,246,3,1.22,243,98.78,14047
14,48,70,19,27.14,51,72.86,14048
15,1,116,41,35.34,75,64.66,15001
15,2,100,33,33.0,67,67.0,15002
15,3,126,35,27.78,91,72.22,15003
15,4,93,27,29.03,66,70.97,15004
15,5,105,36,34.29,69,65.71,15005
15,6,73,20,27.4,53,72.6,15006
15,7,92,25,27.17,67,72.83,15007
15,8,83,27,32.53,56,67.47,15008
15,9,95,32,33.68,63,66.32,15009
15,10,118,27,22.88,91,77.12,15010
15,11,83,26,31.33,57,68.67,15011
15,12,107,23,21.5,84,78.5,15012
15,13,66,25,37.88,41,62.12,15013
15,14,36,6,16.67,30,83.33,15014
15,15,53,18,33.96,35,66.04,15015
15,16,151,36,23.84,115,76.16,15016
15,17,86,36,41.86,50,58.14,15017
15,18,104,32,30.77,72,69.23,15018
15,19,91,22,24.18,69,75.82,15019
15,20,80,29,36.25,51,63.75,15020
15,21,115,44,38.26,71,61.74,15021
15,22,149,33,22.15,116,77.85,15022
15,23,69,23,33.33,46,66.67,15023
15,24,110,31,28.18,79,71.82,15024
15,25,103,27,26.21,76,73.79,15025
15,26,101,32,31.68,69,68.32,15026
15,27,102,33,32.35,69,67.65,15027
15,28,156,62,39.74,94,60.26,15028
15,29,109,34,31.19,75,68.81,15029
15,30,91,29,31.87,62,68.13,15030
15,31,101,38,37.62,63,62.38,15031
15,32,93,35,37.63,58,62.37,15032
15,33,92,31,33.7,61,66.3,15033
15,34,63,14,22.22,49,77.78,15034
15,35,117,32,27.35,85,72.65,15035
15,36,93,28,30.11,65,69.89,15036
15,37,98,32,32.65,66,67.35,15037
15,38,90,21,23.33,69,76.67,15038
15,39,97,29,29.9,68,70.1,15039
15,40,105,30,28.57,75,71.43,15040
15,41,119,31,26.05,88,73.95,15041
15,42,79,28,35.44,51,64.56,15042
15,43,62,22,35.48,40,64.52,15043
15,44,82,26,31.71,56,68.29,15044
15,45,122,28,22.95,94,77.05,15045
15,46,78,26,33.33,52,66.67,15046
15,47,102,25,24.51,77,75.49,15047
15,48,78,25,32.05,53,67.95,15048
16,1,61,21,34.43,40,65.57,16001
16,2,34,11,32.35,23,67.65,16002
16,3,74,24,32.43,50,67.57,16003
16,4,10,5,50.0,5,50.0,16004
16,5,85,30,35.29,55,64.71,16005
16,6,73,26,35.62,47,64.38,16006
16,7,72,23,31.94,49,68.06,16007
16,8,70,24,34.29,46,65.71,16008
16,9,134,50,37.31,84,62.69,16009
16,10,83,16,19.28,67,80.72,16010
16,11,93,31,33.33,62,66.67,16011
16,12,54,9,16.67,45,83.33,16012
16,13,55,15,27.27,40,72.73,16013
16,14,62,23,37.1,39,62.9,16014
16,15,89,24,26.97,65,73.03,16015
16,16,35,10,28.57,25,71.43,16016
16,17,29,8,27.59,21,72.41,16017
16,18,44,11,25.0,33,75.0,16018
16,19,67,18,26.87,49,73.13,16019
16,20,84,24,28.57,60,71.43,16020
16,21,68,21,30.88,47,69.12,16021
16,22,80,25,31.25,55,68.75,16022
16,23,87,25,28.74,62,71.26,16023
16,24,52,21,40.38,31,59.62,16024
16,25,41,12,29.27,29,70.73,16025
16,26,82,31,37.8,51,62.2,16026
16,27,59,18,30.51,41,69.49,16027
16,28,82,34,41.46,48,58.54,16028
16,29,75,25,33.33,50,66.67,16029
16,30,120,37,30.83,83,69.17,16030
16,31,73,26,35.62,47,64.38,16031
16,32,25,6,24.0,19,76.0,16032
16,33,62,12,19.35,50,80.65,16033
16,34,62,24,38.71,38,61.29,16034
16,35,37,12,32.43,25,67.57,16035
16,36,77,21,27.27,56,72.73,16036
16,37,43,18,41.86,25,58.14,16037
16,38,115,35,30.43,80,69.57,16038
16,39,74,17,22.97,57,77.03,16039
16,40,106,34,32.08,72,67.92,16040
16,41,59,17,28.81,42,71.19,16041
16,42,124,40,32.26,84,67.74,16042
17,1,55,20,36.36,35,63.64,17001
17,2,145,20,13.79,125,86.21,17002
17,3,117,15,12.82,102,87.18,17003
17,4,204,31,15.2,173,84.8,17004
17,5,127,37,29.13,90,70.87,17005
17,6,114,25,21.93,89,78.07,17006
17,7,151,33,21.85,118,78.15,17007
17,8,84,15,17.86,69,82.14,17008
17,9,101,31,30.69,70,69.31,17009
17,10,141,42,29.79,99,70.21,17010
17,11,113,38,33.63,75,66.37,17011
17,12,140,25,17.86,115,82.14,17012
17,13,113,31,27.43,82,72.57,17013
17,14,115,26,22.61,89,77.39,17014
17,15,137,33,24.09,104,75.91,17015
17,16,122,37,30.33,85,69.67,17016
17,17,101,24,23.76,77,76.24,17017
17,18,132,17,12.88,115,87.12,17018
17,19,62,7,11.29,55,88.71,17019
17,20,117,21,17.95,96,82.05,17020
17,21,192,36,18.75,156,81.25,17021
17,22,130,27,20.77,103,79.23,17022
17,23,112,24,21.43,88,78.57,17023
17,24,126,23,18.25,103,81.75,17024
17,25,80,15,18.75,65,81.25,17025
17,26,161,53,32.92,108,67.08,17026
17,27,144,33,22.92,111,77.08,17027
17,28,103,39,37.86,64,62.14,17028
17,29,132,32,24.24,100,75.76,17029
17,30,135,32,23.7,103,76.3,17030
17,31,73,14,19.18,59,80.82,17031
17,32,117,32,27.35,85,72.65,17032
17,33,127,19,14.96,108,85.04,17033
17,34,108,30,27.78,78,72.22,17034
17,35,82,25,30.49,57,69.51,17035
17,36,80,21,26.25,59,73.75,17036
17,37,120,38,31.67,82,68.33,17037
17,38,112,27,24.11,85,75.89,17038
17,39,111,21,18.92,90,81.08,17039
17,40,94,31,32.98,63,67.02,17040
17,41,94,30,31.91,64,68.09,17041
17,42,72,16,22.22,56,77.78,17042
17,43,91,20,21.98,71,78.02,17043
17,44,155,27,17.42,128,82.58,17044
17,45,243,48,19.75,195,80.25,17045
17,46,127,31,24.41,96,75.59,17046
17,47,95,20,21.05,75,78.95,17047
17,48,106,19,17.92,87,82.08,17048
17,49,86,13,15.12,73,84.88,17049
17,50,104,25,24.04,79,75.96,17050
17,51,123,30,24.39,93,75.61,17051
17,52,191,47,24.61,144,75.39,17052
17,53,151,28,18.54,123,81.46,17053
17,54,178,30,16.85,148,83.15,17054
17,55,97,26,26.8,71,73.2,17055
18,1,126,23,18.25,103,81.75,18001
18,2,147,21,14.29,126,85.71,18002
18,3,137,27,19.71,110,80.29,18003
18,4,191,44,23.04,147,76.96,18004
18,5,94,28,29.79,66,70.21,18005
18,6,131,31,23.66,100,76.34,18006
18,7,95,10,10.53,85,89.47,18007
18,8,92,17,18.48,75,81.52,18008
18,9,148,42,28.38,106,71.62,18009
18,10,219,49,22.37,170,77.63,18010
18,11,112,12,10.71,100,89.29,18011
18,12,138,21,15.22,117,84.78,18012
18,13,169,38,22.49,131,77.51,18013
18,14,191,38,19.9,153,80.1,18014
18,15,102,26,25.49,76,74.51,18015
18,16,130,28,21.54,102,78.46,18016
18,17,164,20,12.2,144,87.8,18017
18,18,174,64,36.78,110,63.22,18018
18,19,87,21,24.14,66,75.86,18019
18,20,133,39,29.32,94,70.68,18020
18,21,166,23,13.86,143,86.14,18021
18,22,126,24,19.05,102,80.95,18022
18,23,124,18,14.52,106,85.48,18023
18,24,153,44,28.76,109,71.24,18024
18,25,131,31,23.66,100,76.34,18025
18,26,161,54,33.54,107,66.46,18026
18,27,99,35,35.35,64,64.65,18027
18,28,98,33,33.67,65,66.33,18028
18,29,100,25,25.0,75,75.0,18029
18,30,161,54,33.54,107,66.46,18030
18,31,92,18,19.57,74,80.43,18031
18,32,169,38,22.49,131,77.51,18032
18,33,116,22,18.97,94,81.03,18033
18,34,209,47,22.49,162,77.51,18034
18,35,170,34,20.0,136,80.0,18035
18,36,96,13,13.54,83,86.46,18036
18,37,94,17,18.09,77,81.91,18037
18,38,155,46,29.68,109,70.32,18038
18,39,119,41,34.45,78,65.55,18039
18,40,185,41,22.16,144,77.84,18040
18,41,117,37,31.62,80,68.38,18041
18,42,107,25,23.36,82,76.64,18042
18,43,91,27,29.67,64,70.33,18043
18,44,144,45,31.25,99,68.75,18044
18,45,160,47,29.38,113,70.63,18045
18,46,109,35,32.11,74,67.89,18046
18,47,175,62,35.43,113,64.57,18047
18,48,83,20,24.1,63,75.9,18048
18,49,95,8,8.42,87,91.58,18049
18,50,97,30,30.93,67,69.07,18050
18,51,129,37,28.68,92,71.32,18051
18,52,128,41,32.03,87,67.97,18052
18,53,120,35,29.17,85,70.83,18053
18,54,183,39,21.31,144,78.69,18054
18,55,134,27,20.15,107,79.85,18055
18,56,130,36,27.69,94,72.31,18056
18,57,152,38,25.0,114,75.0,18057
18,58,82,27,32.93,55,67.07,18058
18,59,124,24,19.35,100,80.65,18059
18,60,115,24,20.87,91,79.13,18060
18,61,122,40,32.79,82,67.21,18061
18,62,105,25,23.81,80,76.19,18062
18,63,51,16,31.37,35,68.63,18063
19,1,238,14,5.88,224,94.12,19001
19,2,176,40,22.73,136,77.27,19002
19,3,190,18,9.47,172,90.53,19003
19,4,184,11,5.98,173,94.02,19004
19,5,172,27,15.7,145,84.3,19005
19,6,213,12,5.63,201,94.37,19006
19,7,227,9,3.96,218,96.04,19007
19,8,142,11,7.75,131,92.25,19008
19,9,157,14,8.92,143,91.08,19009
19,10,238,30,12.61,208,87.39,19010
19,11,211,27,12.8,184,87.2,19011
19,12,181,13,7.18,168,92.82,19012
19,13,140,39,27.86,101,72.14,19013
19,14,144,7,4.86,137,95.14,19014
19,15,116,8,6.9,108,93.1,19015
19,16,252,17,6.75,235,93.25,19016
19,17,216,18,8.33,198,91.67,19017
19,18,243,30,12.35,213,87.65,19018
19,19,225,17,7.56,208,92.44,19019
19,20,159,29,18.24,130,81.76,19020
19,21,175,15,8.57,160,91.43,19021
19,22,214,27,12.62,187,87.38,19022
19,23,271,13,4.8,258,95.2,19023
19,24,190,11,5.79,179,94.21,19024
19,25,205,26,12.68,179,87.32,19025
19,26,200,17,8.5,183,91.5,19026
19,27,133,31,23.31,102,76.69,19027
19,28,222,60,27.03,162,72.97,19028
19,29,188,16,8.51,172,91.49,19029
19,30,178,13,7.3,165,92.7,19030
19,31,183,18,9.84,165,90.16,19031
19,32,252,22,8.73,230,91.27,19032
19,33,229,20,8.73,209,91.27,19033
19,34,183,20,10.93,163,89.07,19034
19,35,201,28,13.93,173,86.07,19035
19,36,145,28,19.31,117,80.69,19036
19,37,176,24,13.64,152,86.36,19037
19,38,188,37,19.68,151,80.32,19038
19,39,78,14,17.95,64,82.05,19039
19,40,198,25,12.63,173,87.37,19040
19,41,195,13,6.67,182,93.33,19041
19,42,127,21,16.54,106,83.46,19042
19,43,144,43,29.86,101,70.14,19043
19,44,180,25,13.89,155,86.11,19044
19,45,254,18,7.09,236,92.91,19045
19,46,274,19,6.93,255,93.07,19046
19,47,141,20,14.18,121,85.82,19047
19,48,160,51,31.88,109,68.13,19048
19,49,209,57,27.27,152,72.73,19049
19,50,118,36,30.51,82,69.49,19050
19,51,182,7,3.85,175,96.15,19051
19,52,159,18,11.32,141,88.68,19052
19,53,211,18,8.53,193,91.47,19053
19,54,145,10,6.9,135,93.1,19054
19,55,189,18,9.52,171,90.48,19055
19,56,191,32,16.75,159,83.25,19056
19,57,204,19,9.31,185,90.69,19057
19,58,187,18,9.63,169,90.37,19058
19,59,262,16,6.11,246,93.89,19059
19,60,130,40,30.77,90,69.23,19060
19,61,275,12,4.36,263,95.64,19061
19,62,220,9,4.09,211,95.91,19062
19,63,132,13,9.85,119,90.15,19063
19,64,260,41,15.77,219,84.23,19064
19,65,207,39,18.84,168,81.16,19065
20,1,106,26,24.53,80,75.47,20001
20,2,84,21,25.0,63,75.0,20002
20,3,116,35,30.17,81,69.83,20003
20,4,105,14,13.33,91,86.67,20004
20,5,67,24,35.82,43,64.18,20005
20,6,107,37,34.58,70,65.42,20006
20,7,60,18,30.0,42,70.0,20007
20,8,71,21,29.58,50,70.42,20008
20,9,109,36,33.03,73,66.97,20009
20,10,116,39,33.62,77,66.38,20010
20,11,67,13,19.4,54,80.6,20011
20,12,81,24,29.63,57,70.37,20012
20,13,44,12,27.27,32,72.73,20013
20,14,155,51,32.9,104,67.1,20014
20,15,77,17,22.08,60,77.92,20015
20,16,58,17,29.31,41,70.69,20016
20,17,86,27,31.4,59,68.6,20017
20,18,120,32,26.67,88,73.33,20018
20,19,76,31,40.79,45,59.21,20019
20,20,75,26,34.67,49,65.33,20020
20,21,78,16,20.51,62,79.49,20021
20,22,87,21,24.14,66,75.86,20022
20,23,89,17,19.1,72,80.9,20023
20,24,100,25,25.0,75,75.0,20024
20,25,73,16,21.92,57,78.08,20025
20,26,146,49,33.56,97,66.44,20026
20,27,36,11,30.56,25,69.44,20027
20,28,116,25,21.55,91,78.45,20028
20,29,76,21,27.63,55,72.37,20029
20,30,116,27,23.28,89,76.72,20030
20,31,61,23,37.7,38,62.3,20031
20,32,137,30,21.9,107,78.1,20032
20,33,91,25,27.47,66,72.53,20033
20,34,132,43,32.58,89,67.42,20034
20,35,45,8,17.78,37,82.22,20035
20,36,93,33,35.48,60,64.52,20036
20,37,65,26,40.0,39,60.0,20037
20,38,154,53,34.42,101,65.58,20038
20,39,94,28,29.79,66,70.21,20039
20,40,81,24,29.63,57,70.37,20040
20,41,17,5,29.41,12,70.59,20041
20,42,25,9,36.0,16,64.0,20042
20,43,148,44,29.73,104,70.27,20043
20,44,116,31,26.72,85,73.28,20044
20,45,28,6,21.43,22,78.57,20045
20,46,52,20,38.46,32,61.54,20046
20,47,72,20,27.78,52,72.22,20047
20,48,54,4,7.41,50,92.59,20048
20,49,96,20,20.83,76,79.17,20049
20,50,79,21,26.58,58,73.42,20050
20,51,99,17,17.17,82,82.83,20051
20,52,33,8,24.24,25,75.76,20052
21,1,179,57,31.84,122,68.16,21001
21,2,63,25,39.68,38,60.32,21002
21,3,172,63,36.63,109,63.37,21003
21,4,155,62,40.0,93,60.0,21004
21,5,116,46,39.66,70,60.34,21005
21,6,107,39,36.45,68,63.55,21006
21,7,121,41,33.88,80,66.12,21007
21,8,111,38,34.23,73,65.77,21008
21,9,101,34,33.66,67,66.34,21009
21,10,77,26,33.77,51,66.23,21010
21,11,108,35,32.41,73,67.59,21011
21,12,126,60,47.62,66,52.38,21012
21,13,78,26,33.33,52,66.67,21013
21,14,128,50,39.06,78,60.94,21014
21,15,69,25,36.23,44,63.77,21015
21,16,35,12,34.29,23,65.71,21016
21,17,67,23,34.33,44,65.67,21017
21,18,118,46,38.98,72,61.02,21018
21,19,84,35,41.67,49,58.33,21019
21,20,5,0,0.0,5,100.0,21020
21,21,98,29,29.59,69,70.41,21021
21,22,122,41,33.61,81,66.39,21022
21,23,97,36,37.11,61,62.89,21023
21,24,150,52,34.67,98,65.33,21024
21,25,111,46,41.44,65,58.56,21025
21,26,91,35,38.46,56,61.54,21026
21,27,150,47,31.33,103,68.67,21027
21,28,90,32,35.56,58,64.44,21028
21,29,76,24,31.58,52,68.42,21029
21,30,61,21,34.43,40,65.57,21030
21,31,152,38,25.0,114,75.0,21031
21,32,61,23,37.7,38,62.3,21032
21,33,130,46,35.38,84,64.62,21033
21,34,119,47,39.5,72,60.5,21034
21,35,85,28,32.94,57,67.06,21035
21,36,123,36,29.27,87,70.73,21036
21,37,85,31,36.47,54,63.53,21037
21,38,123,42,34.15,81,65.85,21038
21,39,79,22,27.85,57,72.15,21039
21,40,124,38,30.65,86,69.35,21040
21,41,86,30,34.88,56,65.12,21041
21,42,141,57,40.43,84,59.57,21042
21,43,96,38,39.58,58,60.42,21043
21,44,100,37,37.0,63,63.0,21044
21,45,96,38,39.58,58,60.42,21045
21,46,100,29,29.0,71,71.0,21046
21,47,181,79,43.65,102,56.35,21047
21,48,164,50,30.49,114,69.51,21048
21,49,173,64,36.99,109,63.01,21049
21,50,93,36,38.71,57,61.29,21050
21,51,121,43,35.54,78,64.46,21051
21,52,122,52,42.62,70,57.38,21052
21,53,115,43,37.39,72,62.61,21053
21,54,115,43,37.39,72,62.61,21054
21,55,119,40,33.61,79,66.39,21055
21,56,58,21,36.21,37,63.79,21056
21,57,59,27,45.76,32,54.24,21057
21,58,83,26,31.33,57,68.67,21058
21,59,151,44,29.14,107,70.86,21059
21,60,119,47,39.5,72,60.5,21060
21,61,141,50,35.46,91,64.54,21061
21,62,118,37,31.36,81,68.64,21062
21,63,112,39,34.82,73,65.18,21063
21,64,88,37,42.05,51,57.95,21064
21,65,123,47,38.21,76,61.79,21065
21,66,85,32,37.65,53,62.35,21066
21,67,79,33,41.77,46,58.23,21067
21,68,52,20,38.46,32,61.54,21068
21,69,76,27,35.53,49,64.47,21069
21,70,84,27,32.14,57,67.86,21070
22,1,52,16,30.77,36,69.23,22001
22,2,108,37,34.26,71,65.74,22002
22,3,119,51,42.86,68,57.14,22003
22,4,104,49,47.12,55,52.88,22004
22,5,167,64,38.32,103,61.68,22005
22,6,132,30,22.73,102,77.27,22006
22,7,93,22,23.66,71,76.34,22007
22,8,143,37,25.87,106,74.13,22008
22,9,156,59,37.82,97,62.18,22009
22,10,182,59,32.42,123,67.58,22010
22,11,121,53,43.8,68,56.2,22011
22,12,98,32,32.65,66,67.35,22012
22,13,103,34,33.01,69,66.99,22013
22,14,71,28,39.44,43,60.56,22014
22,15,103,39,37.86,64,62.14,22015
22,16,120,41,34.17,79,65.83,22016
22,17,135,51,37.78,84,62.22,22017
22,18,94,34,36.17,60,63.83,22018
22,19,75,23,30.67,52,69.33,22019
22,20,77,27,35.06,50,64.94,22020
22,21,155,36,23.23,119,76.77,22021
22,22,46,21,45.65,25,54.35,22022
22,23,127,61,48.03,66,51.97,22023
22,24,122,45,36.89,77,63.11,22024
22,25,131,50,38.17,81,61.83,22025
22,26,69,31,44.93,38,55.07,22026
22,27,154,54,35.06,100,64.94,22027
22,28,116,26,22.41,90,77.59,22028
22,29,54,21,38.89,33,61.11,22029
23,1,153,23,15.03,130,84.97,23001
23,2,236,26,11.02,210,88.98,23002
23,3,141,24,17.02,117,82.98,23003
23,4,137,17,12.41,120,87.59,23004
23,5,123,21,17.07,102,82.93,23005
23,6,174,20,11.49,154,88.51,23006
23,7,79,22,27.85,57,72.15,23007
23,8,139,23,16.55,116,83.45,23008
23,9,78,24,30.77,54,69.23,23009
23,10,196,34,17.35,162,82.65,23010
23,11,191,28,14.66,163,85.34,23011
23,12,103,12,11.65,91,88.35,23012
23,13,233,33,14.16,200,85.84,23013
23,14,165,19,11.52,146,88.48,23014
23,15,160,20,12.5,140,87.5,23015
23,16,168,31,18.45,137,81.55,23016
23,17,196,28,14.29,168,85.71,23017
23,18,141,17,12.06,124,87.94,23018
23,19,188,26,13.83,162,86.17,23019
23,20,160,20,12.5,140,87.5,23020
23,21,124,20,16.13,104,83.87,23021
23,22,98,29,29.59,69,70.41,23022
23,23,116,27,23.28,89,76.72,23023
23,24,84,12,14.29,72,85.71,23024
23,25,114,19,16.67,95,83.33,23025
23,26,164,25,15.24,139,84.76,23026
23,27,93,13,13.98,80,86.02,23027
23,28,151,19,12.58,132,87.42,23028
23,29,106,25,23.58,81,76.42,23029
23,30,174,31,17.82,143,82.18,23030
23,31,161,27,16.77,134,83.23,23031
23,32,177,33,18.64,144,81.36,23032
23,33,234,29,12.39,205,87.61,23033
23,34,113,28,24.78,85,75.22,23034
23,35,83,31,37.35,52,62.65,23035
23,36,177,19,10.73,158,89.27,23036
23,37,90,20,22.22,70,77.78,23037
23,38,158,18,11.39,140,88.61,23038
23,39,161,25,15.53,136,84.47,23039
23,40,165,19,11.52,146,88.48,23040
23,41,117,19,16.24,98,83.76,23041
23,42,130,20,15.38,110,84.62,23042
23,43,181,27,14.92,154,85.08,23043
23,44,185,27,14.59,158,85.41,23044
23,45,159,19,11.95,140,88.05,23045
23,46,143,18,12.59,125,87.41,23046
23,47,191,39,20.42,152,79.58,23047
23,48,137,26,18.98,111,81.02,23048
23,49,113,23,20.35,90,79.65,23049
23,50,113,17,15.04,96,84.96,23050
23,51,171,30,17.54,141,82.46,23051
23,52,185,25,13.51,160,86.49,23052
23,53,132,26,19.7,106,80.3,23053
23,54,197,9,4.57,188,95.43,23054
23,55,224,16,7.14,208,92.86,23055
23,56,134,25,18.66,109,81.34,23056
23,57,144,29,20.14,115,79.86,23057
23,58,255,31,12.16,224,87.84,23058
23,59,112,23,20.54,89,79.46,23059
23,60,163,31,19.02,132,80.98,23060
23,61,157,16,10.19,141,89.81,23061
23,62,151,20,13.25,131,86.75,23062
24,1,104,37,35.58,67,64.42,24001
24,2,95,33,34.74,62,65.26,24002
24,3,70,28,40.0,42,60.0,24003
24,4,86,25,29.07,61,70.93,24004
24,5,94,38,40.43,56,59.57,24005
24,6,122,52,42.62,70,57.38,24006
24,7,92,16,17.39,76,82.61,24007
24,8,114,24,21.05,90,78.95,24008
24,9,114,41,35.96,73,64.04,24009
24,10,100,34,34.0,66,66.0,24010
24,11,57,30,52.63,27,47.37,24011
24,12,68,25,36.76,43,63.24,24012
24,13,73,31,42.47,42,57.53,24013
24,14,109,23,21.1,86,78.9,24014
24,15,101,60,59.41,41,40.59,24015
24,16,85,17,20.0,68,80.0,24016
24,17,88,17,19.32,71,80.68,24017
24,18,49,17,34.69,32,65.31,24018
24,19,67,7,10.45,60,89.55,24019
24,20,84,21,25.0,63,75.0,24020
24,21,69,23,33.33,46,66.67,24021
24,22,111,39,35.14,72,64.86,24022
24,23,81,21,25.93,60,74.07,24023
24,24,65,28,43.08,37,56.92,24024
24,25,85,25,29.41,60,70.59,24025
24,26,102,37,36.27,65,63.73,24026
24,27,64,11,17.19,53,82.81,24027
24,28,110,36,32.73,74,67.27,24028
24,29,101,21,20.79,80,79.21,24029
24,30,95,47,49.47,48,50.53,24030
24,31,81,36,44.44,45,55.56,24031
24,32,67,20,29.85,47,70.15,24032
24,33,61,21,34.43,40,65.57,24033
24,34,87,28,32.18,59,67.82,24034
24,35,114,38,33.33,76,66.67,24035
24,36,91,36,39.56,55,60.44,24036
24,37,118,40,33.9,78,66.1,24037
24,38,110,40,36.36,70,63.64,24038
24,39,69,22,31.88,47,68.12,24039
24,40,155,68,43.87,87,56.13,24040
24,41,91,13,14.29,78,85.71,24041
24,42,63,14,22.22,49,77.78,24042
24,43,84,42,50.0,42,50.0,24043
24,44,42,20,47.62,22,52.38,24044
24,45,106,42,39.62,64,60.38,24045
24,46,93,15,16.13,78,83.87,24046
24,47,87,25,28.74,62,71.26,24047
24,48,20,8,40.0,12,60.0,24048
24,49,84,23,27.38,61,72.62,24049
24,50,95,34,35.79,61,64.21,24050
24,51,140,41,29.29,99,70.71,24051
24,52,76,23,30.26,53,69.74,24052
24,53,74,20,27.03,54,72.97,24053
25,1,77,15,19.48,62,80.52,25001
25,2,115,42,36.52,73,63.48,25002
25,3,37,5,13.51,32,86.49,25003
25,4,106,23,21.7,83,78.3,25004
25,5,112,29,25.89,83,74.11,25005
25,6,96,24,25.0,72,75.0,25006
25,7,70,23,32.86,47,67.14,25007
25,8,78,29,37.18,49,62.82,25008
25,9,133,51,38.35,82,61.65,25009
25,10,31,11,35.48,20,64.52,25010
25,11,138,61,44.2,77,55.8,25011
25,12,64,20,31.25,44,68.75,25012
25,13,89,32,35.96,57,64.04,25013
25,14,41,7,17.07,34,82.93,25014
25,15,84,33,39.29,51,60.71,25015
25,16,27,7,25.93,20,74.07,25016
25,17,81,34,41.98,47,58.02,25017
25,18,52,17,32.69,35,67.31,25018
25,19,92,41,44.57,51,55.43,25019
25,20,108,33,30.56,75,69.44,25020
25,21,56,10,17.86,46,82.14,25021
25,22,69,18,26.09,51,73.91,25022
25,23,82,23,28.05,59,71.95,25023
26,1,52,12,23.08,40,76.92,26001
26,2,67,26,38.81,41,61.19,26002
26,3,57,23,40.35,34,59.65,26003
26,4,125,41,32.8,84,67.2,26004
26,5,61,14,22.95,47,77.05,26005
26,6,97,29,29.9,68,70.1,26006
26,7,27,2,7.41,25,92.59,26007
26,8,101,31,30.69,70,69.31,26008
26,9,46,17,36.96,29,63.04,26009
26,10,50,19,38.0,31,62.0,26010
26,11,72,21,29.17,51,70.83,26011
26,12,54,18,33.33,36,66.67,26012
26,13,72,27,37.5,45,62.5,26013
26,14,73,26,35.62,47,64.38,26014
26,15,43,20,46.51,23,53.49,26015
26,16,48,15,31.25,33,68.75,26016
26,17,69,27,39.13,42,60.87,26017
26,18,71,31,43.66,40,56.34,26018
26,19,94,32,34.04,62,65.96,26019
26,20,59,22,37.29,37,62.71,26020
26,21,91,33,36.26,58,63.74,26021
26,22,69,22,31.88,47,68.12,26022
26,23,117,35,29.91,82,70.09,26023
26,24,113,30,26.55,83,73.45,26024
26,25,88,21,23.86,67,76.14,26025
26,26,47,15,31.91,32,68.09,26026
26,27,52,19,36.54,33,63.46,26027
26,28,104,31,29.81,73,70.19,26028
26,29,60,25,41.67,35,58.33,26029
26,30,75,16,21.33,59,78.67,26030
26,31,26,9,34.62,17,65.38,26031
26,32,48,16,33.33,32,66.67,26032
26,33,89,25,28.09,64,71.91,26033
