ward,precinct,total,"HOWARD B. BROOKINS,JR. (BRADLEY)","HOWARD B. BROOKINS,JR. (BRADLEY) Percent",ALICE J. PALMER (BRADLEY),ALICE J. PALMER (BRADLEY) Percent,CHRISTOPHER A. BULLOCK (BRADLEY),CHRISTOPHER A. BULLOCK (BRADLEY) Percent,RHONDALYN MOORE (BRADLEY),RHONDALYN MOORE (BRADLEY) Percent,THADDEUS M. JONES (BRADLEY),THADDEUS M. JONES (BRADLEY) Percent,DEBRA L. HARRIS (BRADLEY),DEBRA L. HARRIS (BRADLEY) Percent,"CHARLES S. BLACK, JR. (BRADLEY)","CHARLES S. BLACK, JR. (BRADLEY) Percent",MILLICENT FOEMAN (BRADLEY),MILLICENT FOEMAN (BRADLEY) Percent,WILLIAM M. BEAVERS (GORE),WILLIAM M. BEAVERS (GORE) Percent,BERTHA M. SCOTT (GORE),BERTHA M. SCOTT (GORE) Percent,ALBERT BLANCHARD (GORE),ALBERT BLANCHARD (GORE) Percent,DEBORAH SIMS (GORE),DEBORAH SIMS (GORE) Percent,J.C. SMITH (GORE),J.C. SMITH (GORE) Percent,CAROLYN A. BALL (GORE),CAROLYN A. BALL (GORE) Percent,KEVIN J. CONLON (GORE),KEVIN J. CONLON (GORE) Percent,MARIA GONZALEZ (GORE),MARIA GONZALEZ (GORE) Percent,CHRIS PROVANCAL (LaROUCHE),CHRIS PROVANCAL (LaROUCHE) Percent,LUCRETIA SUANKS (LaROUCHE),LUCRETIA SUANKS (LaROUCHE) Percent,ERNEST WASHINGTON (LaROUCHE),ERNEST WASHINGTON (LaROUCHE) Percent,precinct_id
15,47,604,20,3.31,17,2.81,7,1.16,8,1.32,13,2.15,16,2.65,12,1.99,6,0.99,68,11.26,63,10.43,56,9.27,65,10.76,63,10.43,62,10.26,50,8.28,56,9.27,5,0.83,4,0.66,13,2.15,15047
16,10,547,25,4.57,21,3.84,9,1.65,9,1.65,4,0.73,15,2.74,10,1.83,5,0.91,63,11.52,53,9.69,47,8.59,63,11.52,51,9.32,53,9.69,47,8.59,45,8.23,6,1.1,5,0.91,16,2.93,16010
16,28,676,34,5.03,25,3.7,13,1.92,9,1.33,16,2.37,15,2.22,15,2.22,12,1.78,74,10.95,62,9.17,62,9.17,74,10.95,63,9.32,69,10.21,53,7.84,56,8.28,6,0.89,5,0.74,13,1.92,16028
17,1,411,19,4.62,18,4.38,8,1.95,8,1.95,12,2.92,16,3.89,12,2.92,9,2.19,43,10.46,37,9.0,34,8.27,38,9.25,36,8.76,36,8.76,30,7.3,32,7.79,4,0.97,5,1.22,14,3.41,17001
17,3,685,27,3.94,17,2.48,7,1.02,9,1.31,11,1.61,12,1.75,13,1.9,10,1.46,107,15.62,50,7.3,99,14.45,102,14.89,57,8.32,54,7.88,47,6.86,44,6.42,4,0.58,4,0.58,11,1.61,17003
17,4,1123,54,4.81,35,3.12,25,2.23,19,1.69,19,1.69,29,2.58,20,1.78,13,1.16,169,15.05,91,8.1,143,12.73,159,14.16,81,7.21,87,7.75,77,6.86,72,6.41,3,0.27,10,0.89,17,1.51,17004
17,5,855,56,6.55,31,3.63,14,1.64,15,1.75,27,3.16,23,2.69,24,2.81,10,1.17,95,11.11,82,9.59,72,8.42,85,9.94,79,9.24,72,8.42,62,7.25,66,7.72,9,1.05,10,1.17,23,2.69,17005
17,6,748,20,2.67,18,2.41,8,1.07,6,0.8,7,0.94,12,1.6,8,1.07,4,0.53,116,15.51,68,9.09,101,13.5,105,14.04,65,8.69,64,8.56,61,8.16,62,8.29,9,1.2,3,0.4,11,1.47,17006
17,7,920,46,5.0,27,2.93,20,2.17,16,1.74,21,2.28,22,2.39,22,2.39,18,1.96,124,13.48,74,8.04,103,11.2,115,12.5,67,7.28,71,7.72,63,6.85,63,6.85,11,1.2,18,1.96,19,2.07,17007
17,8,470,14,2.98,14,2.98,7,1.49,5,1.06,5,1.06,11,2.34,10,2.13,5,1.06,64,13.62,48,10.21,56,11.91,64,13.62,45,9.57,42,8.94,35,7.45,34,7.23,2,0.43,3,0.64,6,1.28,17008
17,9,679,24,3.53,16,2.36,14,2.06,11,1.62,13,1.91,19,2.8,14,2.06,10,1.47,86,12.67,67,9.87,72,10.6,78,11.49,57,8.39,64,9.43,53,7.81,55,8.1,3,0.44,6,0.88,17,2.5,17009
17,10,1022,45,4.4,33,3.23,16,1.57,14,1.37,25,2.45,25,2.45,22,2.15,13,1.27,122,11.94,92,9.0,103,10.08,124,12.13,89,8.71,104,10.18,78,7.63,80,7.83,4,0.39,7,0.68,26,2.54,17010
17,11,732,25,3.42,30,4.1,20,2.73,21,2.87,18,2.46,22,3.01,22,3.01,16,2.19,77,10.52,71,9.7,79,10.79,74,10.11,59,8.06,58,7.92,58,7.92,59,8.06,7,0.96,3,0.41,13,1.78,17011
17,12,866,49,5.66,27,3.12,14,1.62,11,1.27,20,2.31,20,2.31,19,2.19,11,1.27,127,14.67,67,7.74,99,11.43,112,12.93,66,7.62,73,8.43,62,7.16,61,7.04,3,0.35,4,0.46,21,2.42,17012
17,13,645,29,4.5,18,2.79,15,2.33,12,1.86,18,2.79,19,2.95,9,1.4,18,2.79,79,12.25,58,8.99,60,9.3,76,11.78,51,7.91,55,8.53,48,7.44,45,6.98,9,1.4,10,1.55,16,2.48,17013
17,14,694,33,4.76,21,3.03,16,2.31,10,1.44,16,2.31,17,2.45,20,2.88,17,2.45,85,12.25,59,8.5,79,11.38,78,11.24,53,7.64,60,8.65,46,6.63,54,7.78,2,0.29,7,1.01,21,3.03,17014
17,16,820,37,4.51,30,3.66,20,2.44,17,2.07,20,2.44,25,3.05,28,3.41,15,1.83,95,11.59,66,8.05,83,10.12,93,11.34,70,8.54,69,8.41,58,7.07,62,7.56,8,0.98,7,0.85,17,2.07,17016
17,17,678,35,5.16,33,4.87,18,2.65,14,2.06,13,1.92,18,2.65,17,2.51,8,1.18,84,12.39,55,8.11,71,10.47,85,12.54,50,7.37,58,8.55,47,6.93,44,6.49,2,0.29,4,0.59,22,3.24,17017
17,18,779,26,3.34,23,2.95,14,1.8,16,2.05,18,2.31,20,2.57,15,1.93,16,2.05,112,14.38,60,7.7,101,12.97,102,13.09,57,7.32,61,7.83,57,7.32,58,7.45,6,0.77,4,0.51,13,1.67,17018
17,19,454,18,3.96,17,3.74,5,1.1,7,1.54,8,1.76,6,1.32,8,1.76,7,1.54,65,14.32,42,9.25,54,11.89,58,12.78,37,8.15,35,7.71,32,7.05,34,7.49,8,1.76,3,0.66,10,2.2,17019
17,20,694,27,3.89,17,2.45,10,1.44,5,0.72,12,1.73,15,2.16,13,1.87,8,1.15,110,15.85,56,8.07,88,12.68,97,13.98,49,7.06,55,7.93,53,7.64,51,7.35,5,0.72,5,0.72,18,2.59,17020
17,22,827,40,4.84,27,3.26,10,1.21,7,0.85,11,1.33,21,2.54,12,1.45,13,1.57,120,14.51,66,7.98,98,11.85,115,13.91,56,6.77,76,9.19,50,6.05,62,7.5,6,0.73,10,1.21,27,3.26,17022
17,23,641,32,4.99,19,2.96,15,2.34,12,1.87,12,1.87,11,1.72,10,1.56,8,1.25,94,14.66,45,7.02,85,13.26,93,14.51,45,7.02,47,7.33,42,6.55,39,6.08,7,1.09,6,0.94,19,2.96,17023
17,24,761,37,4.86,27,3.55,16,2.1,8,1.05,10,1.31,14,1.84,17,2.23,11,1.45,110,14.45,55,7.23,102,13.4,107,14.06,57,7.49,54,7.1,51,6.7,47,6.18,6,0.79,11,1.45,21,2.76,17024
17,26,1053,64,6.08,39,3.7,27,2.56,17,1.61,27,2.56,32,3.04,32,3.04,18,1.71,102,9.69,91,8.64,101,9.59,119,11.3,90,8.55,88,8.36,76,7.22,76,7.22,10,0.95,12,1.14,32,3.04,17026
17,27,842,53,6.29,29,3.44,23,2.73,20,2.38,19,2.26,27,3.21,21,2.49,16,1.9,108,12.83,65,7.72,90,10.69,106,12.59,57,6.77,60,7.13,56,6.65,53,6.29,4,0.48,11,1.31,24,2.85,17027
17,28,726,31,4.27,19,2.62,22,3.03,9,1.24,15,2.07,13,1.79,15,2.07,7,0.96,96,13.22,69,9.5,81,11.16,88,12.12,65,8.95,61,8.4,59,8.13,54,7.44,4,0.55,6,0.83,12,1.65,17028
17,29,872,46,5.28,27,3.1,17,1.95,13,1.49,17,1.95,19,2.18,13,1.49,9,1.03,116,13.3,67,7.68,94,10.78,108,12.39,76,8.72,77,8.83,61,7.0,68,7.8,5,0.57,12,1.38,27,3.1,17029
17,30,869,42,4.83,29,3.34,15,1.73,14,1.61,21,2.42,22,2.53,19,2.19,18,2.07,113,13.0,75,8.63,90,10.36,112,12.89,73,8.4,71,8.17,59,6.79,66,7.59,2,0.23,6,0.69,22,2.53,17030
17,31,538,23,4.28,14,2.6,5,0.93,7,1.3,10,1.86,11,2.04,6,1.12,9,1.67,71,13.2,55,10.22,63,11.71,66,12.27,44,8.18,50,9.29,42,7.81,43,7.99,3,0.56,3,0.56,13,2.42,17031
17,32,784,39,4.97,27,3.44,19,2.42,15,1.91,22,2.81,26,3.32,26,3.32,18,2.3,81,10.33,72,9.18,91,11.61,82,10.46,65,8.29,65,8.29,56,7.14,53,6.76,3,0.38,7,0.89,17,2.17,17032
17,33,733,33,4.5,29,3.96,10,1.36,4,0.55,10,1.36,12,1.64,12,1.64,6,0.82,106,14.46,59,8.05,94,12.82,111,15.14,58,7.91,63,8.59,48,6.55,49,6.68,3,0.41,8,1.09,18,2.46,17033
17,34,680,33,4.85,30,4.41,20,2.94,12,1.76,24,3.53,26,3.82,17,2.5,12,1.76,83,12.21,54,7.94,63,9.26,81,11.91,53,7.79,53,7.79,43,6.32,48,7.06,7,1.03,4,0.59,17,2.5,17034
17,36,559,28,5.01,13,2.33,9,1.61,9,1.61,10,1.79,15,2.68,13,2.33,7,1.25,69,12.34,52,9.3,60,10.73,69,12.34,51,9.12,53,9.48,40,7.16,42,7.51,5,0.89,5,0.89,9,1.61,17036
17,37,798,43,5.39,27,3.38,13,1.63,16,2.01,21,2.63,15,1.88,18,2.26,17,2.13,111,13.91,61,7.64,85,10.65,105,13.16,55,6.89,63,7.89,56,7.02,57,7.14,4,0.5,7,0.88,24,3.01,17037
17,39,621,29,4.67,19,3.06,15,2.42,11,1.77,16,2.58,10,1.61,18,2.9,7,1.13,94,15.14,40,6.44,85,13.69,90,14.49,46,7.41,46,7.41,32,5.15,35,5.64,6,0.97,8,1.29,14,2.25,17039
17,40,658,31,4.71,27,4.1,16,2.43,12,1.82,14,2.13,23,3.5,19,2.89,13,1.98,70,10.64,57,8.66,69,10.49,68,10.33,57,8.66,60,9.12,47,7.14,54,8.21,2,0.3,4,0.61,15,2.28,17040
17,41,617,27,4.38,23,3.73,11,1.78,9,1.46,13,2.11,17,2.76,17,2.76,10,1.62,71,11.51,51,8.27,62,10.05,67,10.86,50,8.1,56,9.08,47,7.62,50,8.1,6,0.97,8,1.3,22,3.57,17041
17,42,349,16,4.58,9,2.58,4,1.15,5,1.43,7,2.01,5,1.43,5,1.43,5,1.43,51,14.61,30,8.6,43,12.32,51,14.61,27,7.74,31,8.88,27,7.74,26,7.45,1,0.29,2,0.57,4,1.15,17042
17,43,537,19,3.54,23,4.28,9,1.68,9,1.68,9,1.68,14,2.61,10,1.86,9,1.68,75,13.97,44,8.19,64,11.92,68,12.66,43,8.01,43,8.01,35,6.52,36,6.7,7,1.3,9,1.68,11,2.05,17043
17,45,1353,75,5.54,78,5.76,45,3.33,42,3.1,42,3.1,51,3.77,42,3.1,33,2.44,153,11.31,102,7.54,126,9.31,150,11.09,102,7.54,81,5.99,72,5.32,87,6.43,9,0.67,30,2.22,33,2.44,17045
17,46,850,36,4.24,29,3.41,13,1.53,17,2.0,26,3.06,24,2.82,18,2.12,15,1.76,108,12.71,74,8.71,86,10.12,104,12.24,70,8.24,74,8.71,56,6.59,69,8.12,4,0.47,7,0.82,20,2.35,17046
17,47,474,17,3.59,18,3.8,9,1.9,7,1.48,10,2.11,11,2.32,8,1.69,7,1.48,80,16.88,31,6.54,70,14.77,67,14.14,36,7.59,30,6.33,26,5.49,30,6.33,6,1.27,3,0.63,8,1.69,17047
17,49,603,26,4.31,15,2.49,6,1.0,10,1.66,6,1.0,13,2.16,6,1.0,6,1.0,84,13.93,52,8.62,79,13.1,85,14.1,50,8.29,50,8.29,43,7.13,44,7.3,10,1.66,4,0.66,14,2.32,17049
17,51,745,34,4.56,30,4.03,16,2.15,16,2.15,17,2.28,28,3.76,18,2.42,13,1.74,92,12.35,61,8.19,70,9.4,82,11.01,61,8.19,64,8.59,55,7.38,54,7.25,6,0.81,5,0.67,23,3.09,17051
17,52,1203,62,5.15,37,3.08,31,2.58,20,1.66,26,2.16,35,2.91,28,2.33,20,1.66,147,12.22,102,8.48,123,10.22,145,12.05,99,8.23,102,8.48,94,7.81,92,7.65,5,0.42,6,0.5,29,2.41,17052
17,55,577,30,5.2,16,2.77,10,1.73,6,1.04,14,2.43,13,2.25,7,1.21,8,1.39,79,13.69,51,8.84,66,11.44,78,13.52,49,8.49,44,7.63,42,7.28,45,7.8,3,0.52,3,0.52,13,2.25,17055
18,3,795,34,4.28,30,3.77,18,2.26,14,1.76,21,2.64,22,2.77,16,2.01,14,1.76,83,10.44,73,9.18,67,8.43,92,11.57,74,9.31,68,8.55,65,8.18,69,8.68,9,1.13,8,1.01,18,2.26,18003
18,6,941,54,5.74,36,3.83,21,2.23,20,2.13,23,2.44,28,2.98,26,2.76,15,1.59,98,10.41,90,9.56,74,7.86,92,9.78,78,8.29,89,9.46,71,7.55,76,8.08,7,0.74,13,1.38,30,3.19,18006
18,15,646,29,4.49,23,3.56,12,1.86,15,2.32,18,2.79,22,3.41,15,2.32,11,1.7,64,9.91,59,9.13,53,8.2,64,9.91,57,8.82,64,9.91,52,8.05,56,8.67,6,0.93,8,1.24,18,2.79,18015
18,19,487,35,7.19,29,5.95,11,2.26,14,2.87,14,2.87,17,3.49,20,4.11,11,2.26,43,8.83,41,8.42,34,6.98,47,9.65,39,8.01,42,8.62,34,6.98,41,8.42,1,0.21,4,0.82,10,2.05,18019
18,20,1067,68,6.37,47,4.4,24,2.25,21,1.97,36,3.37,41,3.84,39,3.66,22,2.06,100,9.37,90,8.43,76,7.12,103,9.65,87,8.15,100,9.37,75,7.03,80,7.5,9,0.84,11,1.03,38,3.56,18020
18,24,1054,87,8.25,50,4.74,22,2.09,19,1.8,37,3.51,32,3.04,30,2.85,19,1.8,99,9.39,91,8.63,76,7.21,111,10.53,86,8.16,95,9.01,69,6.55,81,7.69,9,0.85,7,0.66,34,3.23,18024
18,25,940,65,6.91,33,3.51,19,2.02,19,2.02,23,2.45,24,2.55,20,2.13,10,1.06,96,10.21,101,10.74,81,8.62,97,10.32,82,8.72,92,9.79,70,7.45,77,8.19,3,0.32,6,0.64,22,2.34,18025
18,26,1099,82,7.46,52,4.73,32,2.91,34,3.09,37,3.37,51,4.64,35,3.18,29,2.64,95,8.64,93,8.46,78,7.1,106,9.65,84,7.64,92,8.37,63,5.73,73,6.64,10,0.91,17,1.55,36,3.28,18026
18,27,714,44,6.16,19,2.66,10,1.4,9,1.26,19,2.66,20,2.8,16,2.24,15,2.1,76,10.64,65,9.1,68,9.52,72,10.08,60,8.4,67,9.38,56,7.84,60,8.4,5,0.7,8,1.12,25,3.5,18027
18,28,707,37,5.23,31,4.38,20,2.83,14,1.98,19,2.69,27,3.82,17,2.4,14,1.98,75,10.61,66,9.34,62,8.77,65,9.19,60,8.49,65,9.19,58,8.2,53,7.5,4,0.57,3,0.42,17,2.4,18028
18,30,1241,58,4.67,44,3.55,24,1.93,21,1.69,24,1.93,24,1.93,18,1.45,16,1.29,143,11.52,127,10.23,109,8.78,142,11.44,121,9.75,115,9.27,101,8.14,110,8.86,5,0.4,4,0.32,35,2.82,18030
18,32,1118,56,5.01,40,3.58,20,1.79,22,1.97,26,2.33,31,2.77,26,2.33,15,1.34,126,11.27,110,9.84,100,8.94,117,10.47,105,9.39,106,9.48,85,7.6,92,8.23,3,0.27,7,0.63,31,2.77,18032
18,38,1181,67,5.67,52,4.4,26,2.2,31,2.62,27,2.29,41,3.47,35,2.96,20,1.69,123,10.41,108,9.14,94,7.96,123,10.41,105,8.89,106,8.98,93,7.87,88,7.45,5,0.42,7,0.59,30,2.54,18038
18,39,848,51,6.01,43,5.07,22,2.59,28,3.3,26,3.07,33,3.89,30,3.54,26,3.07,80,9.43,69,8.14,63,7.43,82,9.67,62,7.31,73,8.61,53,6.25,69,8.14,6,0.71,6,0.71,26,3.07,18039
18,41,854,63,7.38,41,4.8,17,1.99,16,1.87,27,3.16,24,2.81,24,2.81,20,2.34,92,10.77,78,9.13,66,7.73,82,9.6,72,8.43,73,8.55,59,6.91,63,7.38,7,0.82,4,0.47,26,3.04,18041
18,42,665,36,5.41,26,3.91,15,2.26,15,2.26,17,2.56,17,2.56,14,2.11,9,1.35,69,10.38,67,10.08,59,8.87,73,10.98,57,8.57,61,9.17,55,8.27,53,7.97,3,0.45,7,1.05,12,1.8,18042
18,43,596,45,7.55,21,3.52,10,1.68,10,1.68,15,2.52,16,2.68,12,2.01,11,1.85,58,9.73,60,10.07,50,8.39,60,10.07,53,8.89,53,8.89,45,7.55,49,8.22,4,0.67,5,0.84,19,3.19,18043
18,44,1025,76,7.41,34,3.32,19,1.85,21,2.05,21,2.05,30,2.93,23,2.24,28,2.73,108,10.54,96,9.37,84,8.2,99,9.66,87,8.49,96,9.37,72,7.02,85,8.29,5,0.49,10,0.98,31,3.02,18044
18,45,1144,89,7.78,45,3.93,21,1.84,14,1.22,26,2.27,33,2.88,22,1.92,22,1.92,126,11.01,107,9.35,95,8.3,118,10.31,97,8.48,111,9.7,86,7.52,86,7.52,5,0.44,9,0.79,32,2.8,18045
18,46,715,49,6.85,40,5.59,13,1.82,16,2.24,18,2.52,30,4.2,18,2.52,14,1.96,74,10.35,65,9.09,55,7.69,72,10.07,58,8.11,60,8.39,46,6.43,57,7.97,4,0.56,5,0.7,21,2.94,18046
18,47,1161,74,6.37,42,3.62,27,2.33,23,1.98,35,3.01,32,2.76,24,2.07,22,1.89,118,10.16,115,9.91,94,8.1,120,10.34,94,8.1,111,9.56,87,7.49,88,7.58,6,0.52,11,0.95,38,3.27,18047
18,48,547,43,7.86,28,5.12,12,2.19,7,1.28,21,3.84,13,2.38,19,3.47,8,1.46,54,9.87,45,8.23,39,7.13,45,8.23,46,8.41,61,11.15,33,6.03,43,7.86,4,0.73,5,0.91,21,3.84,18048
18,50,633,38,6.0,22,3.48,14,2.21,9,1.42,16,2.53,15,2.37,14,2.21,7,1.11,63,9.95,66,10.43,54,8.53,64,10.11,60,9.48,61,9.64,52,8.21,52,8.21,2,0.32,4,0.63,20,3.16,18050
18,51,887,54,6.09,40,4.51,19,2.14,25,2.82,22,2.48,34,3.83,22,2.48,21,2.37,95,10.71,78,8.79,70,7.89,89,10.03,72,8.12,81,9.13,66,7.44,71,8.0,4,0.45,7,0.79,17,1.92,18051
18,52,912,63,6.91,40,4.39,19,2.08,15,1.64,23,2.52,29,3.18,21,2.3,16,1.75,100,10.96,76,8.33,75,8.22,96,10.53,79,8.66,87,9.54,67,7.35,73,8.0,5,0.55,7,0.77,21,2.3,18052
18,53,895,57,6.37,38,4.25,16,1.79,20,2.23,21,2.35,28,3.13,24,2.68,12,1.34,96,10.73,87,9.72,68,7.6,97,10.84,79,8.83,79,8.83,62,6.93,74,8.27,6,0.67,6,0.67,25,2.79,18053
18,55,905,62,6.85,38,4.2,21,2.32,21,2.32,25,2.76,24,2.65,18,1.99,10,1.1,93,10.28,83,9.17,72,7.96,89,9.83,78,8.62,87,9.61,68,7.51,68,7.51,8,0.88,12,1.33,28,3.09,18055
18,56,834,67,8.03,38,4.56,24,2.88,16,1.92,22,2.64,31,3.72,22,2.64,19,2.28,84,10.07,69,8.27,61,7.31,78,9.35,72,8.63,79,9.47,53,6.35,64,7.67,4,0.48,8,0.96,23,2.76,18056
18,57,1104,75,6.79,45,4.08,21,1.9,24,2.17,31,2.81,45,4.08,25,2.26,19,1.72,114,10.33,102,9.24,82,7.43,102,9.24,90,8.15,125,11.32,73,6.61,77,6.97,6,0.54,9,0.82,39,3.53,18057
18,58,491,42,8.55,28,5.7,15,3.05,11,2.24,20,4.07,16,3.26,17,3.46,14,2.85,47,9.57,37,7.54,29,5.91,49,9.98,33,6.72,40,8.15,27,5.5,32,6.52,5,1.02,7,1.43,22,4.48,18058
18,59,842,58,6.89,36,4.28,25,2.97,17,2.02,28,3.33,24,2.85,18,2.14,16,1.9,96,11.4,71,8.43,68,8.08,84,9.98,68,8.08,78,9.26,57,6.77,64,7.6,3,0.36,8,0.95,23,2.73,18059
18,60,720,39,5.42,29,4.03,22,3.06,17,2.36,18,2.5,25,3.47,15,2.08,15,2.08,80,11.11,64,8.89,58,8.06,73,10.14,61,8.47,68,9.44,51,7.08,57,7.92,0,0.0,5,0.69,23,3.19,18060
18,61,950,48,5.05,29,3.05,14,1.47,16,1.68,19,2.0,25,2.63,25,2.63,16,1.68,101,10.63,93,9.79,78,8.21,99,10.42,87,9.16,95,10.0,81,8.53,85,8.95,7,0.74,7,0.74,25,2.63,18061
18,62,775,50,6.45,31,4.0,17,2.19,15,1.94,26,3.35,22,2.84,17,2.19,18,2.32,79,10.19,70,9.03,65,8.39,79,10.19,66,8.52,69,8.9,54,6.97,62,8.0,6,0.77,6,0.77,23,2.97,18062
18,63,290,15,5.17,8,2.76,4,1.38,3,1.03,2,0.69,8,2.76,3,1.03,0,0.0,33,11.38,37,12.76,25,8.62,33,11.38,29,10.0,25,8.62,26,8.97,26,8.97,1,0.34,2,0.69,10,3.45,18063
19,43,1185,78,6.58,53,4.47,31,2.62,24,2.03,35,2.95,34,2.87,29,2.45,18,1.52,134,11.31,101,8.52,94,7.93,122,10.3,97,8.19,99,8.35,79,6.67,104,8.78,6,0.51,12,1.01,35,2.95,19043
19,48,1225,67,5.47,42,3.43,25,2.04,39,3.18,32,2.61,40,3.27,39,3.18,22,1.8,132,10.78,109,8.9,106,8.65,131,10.69,99,8.08,108,8.82,97,7.92,105,8.57,3,0.24,5,0.41,24,1.96,19048
19,49,123,5,4.07,4,3.25,4,3.25,4,3.25,6,4.88,7,5.69,4,3.25,4,3.25,11,8.94,10,8.13,10,8.13,12,9.76,9,7.32,10,8.13,8,6.5,11,8.94,1,0.81,1,0.81,2,1.63,19049
19,50,985,58,5.89,35,3.55,16,1.62,17,1.73,27,2.74,35,3.55,23,2.34,10,1.02,106,10.76,93,9.44,82,8.32,110,11.17,86,8.73,93,9.44,74,7.51,86,8.73,3,0.3,8,0.81,23,2.34,19050
19,60,1014,65,6.41,45,4.44,22,2.17,19,1.87,29,2.86,31,3.06,28,2.76,19,1.87,111,10.95,93,9.17,77,7.59,106,10.45,82,8.09,90,8.88,66,6.51,87,8.58,6,0.59,9,0.89,29,2.86,19060
21,1,1478,126,8.53,66,4.47,33,2.23,34,2.3,37,2.5,44,2.98,38,2.57,32,2.17,145,9.81,134,9.07,117,7.92,151,10.22,117,7.92,129,8.73,100,6.77,110,7.44,5,0.34,12,0.81,48,3.25,21001
21,3,1295,86,6.64,49,3.78,27,2.08,25,1.93,32,2.47,39,3.01,36,2.78,19,1.47,132,10.19,120,9.27,126,9.73,132,10.19,108,8.34,110,8.49,100,7.72,107,8.26,5,0.39,11,0.85,31,2.39,21003
21,4,1199,104,8.67,53,4.42,38,3.17,30,2.5,36,3.0,45,3.75,36,3.0,31,2.59,111,9.26,103,8.59,104,8.67,107,8.92,92,7.67,97,8.09,76,6.34,81,6.76,11,0.92,10,0.83,34,2.84,21004
21,6,771,63,8.17,29,3.76,13,1.69,17,2.2,21,2.72,27,3.5,18,2.33,13,1.69,83,10.77,70,9.08,61,7.91,79,10.25,66,8.56,62,8.04,52,6.74,56,7.26,9,1.17,4,0.52,28,3.63,21006
21,7,982,89,9.06,42,4.28,22,2.24,21,2.14,35,3.56,35,3.56,25,2.55,19,1.93,97,9.88,76,7.74,108,11.0,85,8.66,75,7.64,80,8.15,64,6.52,74,7.54,5,0.51,4,0.41,26,2.65,21007
21,8,790,65,8.23,32,4.05,13,1.65,21,2.66,19,2.41,30,3.8,20,2.53,14,1.77,79,10.0,71,8.99,72,9.11,72,9.11,66,8.35,65,8.23,58,7.34,58,7.34,6,0.76,6,0.76,23,2.91,21008
21,9,741,75,10.12,40,5.4,20,2.7,20,2.7,22,2.97,27,3.64,24,3.24,14,1.89,71,9.58,55,7.42,59,7.96,73,9.85,59,7.96,57,7.69,38,5.13,47,6.34,5,0.67,6,0.81,29,3.91,21009
21,10,631,60,9.51,31,4.91,16,2.54,13,2.06,19,3.01,27,4.28,21,3.33,10,1.58,64,10.14,48,7.61,48,7.61,57,9.03,48,7.61,47,7.45,42,6.66,46,7.29,1,0.16,7,1.11,26,4.12,21010
21,14,1034,93,8.99,39,3.77,14,1.35,17,1.64,31,3.0,31,3.0,23,2.22,15,1.45,109,10.54,92,8.9,92,8.9,101,9.77,77,7.45,92,8.9,70,6.77,84,8.12,6,0.58,15,1.45,33,3.19,21014
21,15,519,32,6.17,23,4.43,11,2.12,11,2.12,15,2.89,16,3.08,17,3.28,6,1.16,43,8.29,50,9.63,43,8.29,46,8.86,44,8.48,52,10.02,39,7.51,36,6.94,5,0.96,6,1.16,24,4.62,21015
21,16,285,11,3.86,11,3.86,4,1.4,6,2.11,7,2.46,9,3.16,7,2.46,4,1.4,32,11.23,28,9.82,29,10.18,27,9.47,25,8.77,27,9.47,22,7.72,23,8.07,3,1.05,5,1.75,5,1.75,21016
21,18,900,96,10.67,45,5.0,17,1.89,20,2.22,24,2.67,30,3.33,18,2.0,17,1.89,86,9.56,72,8.0,84,9.33,82,9.11,70,7.78,79,8.78,64,7.11,65,7.22,4,0.44,6,0.67,21,2.33,21018
21,19,696,59,8.48,30,4.31,19,2.73,15,2.16,14,2.01,24,3.45,20,2.87,17,2.44,68,9.77,62,8.91,65,9.34,65,9.34,54,7.76,53,7.61,45,6.47,44,6.32,11,1.58,12,1.72,19,2.73,21019
21,21,746,68,9.12,22,2.95,16,2.14,11,1.47,19,2.55,20,2.68,13,1.74,12,1.61,65,8.71,62,8.31,87,11.66,81,10.86,67,8.98,62,8.31,49,6.57,59,7.91,3,0.4,8,1.07,22,2.95,21021
21,22,1020,67,6.57,40,3.92,21,2.06,15,1.47,19,1.86,24,2.35,26,2.55,13,1.27,104,10.2,89,8.73,116,11.37,102,10.0,83,8.14,87,8.53,82,8.04,89,8.73,7,0.69,9,0.88,27,2.65,21022
21,28,643,56,8.71,19,2.95,14,2.18,7,1.09,8,1.24,15,2.33,12,1.87,10,1.56,74,11.51,58,9.02,57,8.86,69,10.73,56,8.71,62,9.64,53,8.24,50,7.78,2,0.31,3,0.47,18,2.8,21028
21,29,652,52,7.98,36,5.52,18,2.76,14,2.15,24,3.68,25,3.83,20,3.07,19,2.91,69,10.58,57,8.74,44,6.75,61,9.36,50,7.67,51,7.82,37,5.67,51,7.82,6,0.92,1,0.15,17,2.61,21029
21,30,461,29,6.29,14,3.04,8,1.74,9,1.95,6,1.3,12,2.6,12,2.6,6,1.3,44,9.54,42,9.11,53,11.5,47,10.2,37,8.03,47,10.2,35,7.59,39,8.46,3,0.65,2,0.43,16,3.47,21030
21,33,1058,74,6.99,46,4.35,20,1.89,17,1.61,23,2.17,30,2.84,34,3.21,19,1.8,102,9.64,104,9.83,92,8.7,106,10.02,91,8.6,93,8.79,78,7.37,78,7.37,8,0.76,16,1.51,27,2.55,21033
