ward,precinct,total,MATTHEW E. COGHLAN,MATTHEW E. COGHLAN Percent,THOMAS MORE DONNELLY,THOMAS MORE DONNELLY Percent,LAURA MARIE SULLIVAN,LAURA MARIE SULLIVAN Percent,BEVERLY SUSLER PARKHURST,BEVERLY SUSLER PARKHURST Percent,precinct_id
33,20,115,38,33.04,27,23.48,37,32.17,13,11.3,33020
33,21,108,37,34.26,22,20.37,39,36.11,10,9.26,33021
33,22,239,147,61.51,33,13.81,50,20.92,9,3.77,33022
33,23,192,97,50.52,28,14.58,43,22.4,24,12.5,33023
33,24,144,37,25.69,49,34.03,28,19.44,30,20.83,33024
33,25,197,165,83.76,12,6.09,15,7.61,5,2.54,33025
33,26,101,27,26.73,27,26.73,31,30.69,16,15.84,33026
33,27,254,181,71.26,27,10.63,30,11.81,16,6.3,33027
33,28,124,36,29.03,37,29.84,27,21.77,24,19.35,33028
33,29,149,38,25.5,48,32.21,39,26.17,24,16.11,33029
33,30,122,53,43.44,29,23.77,30,24.59,10,8.2,33030
33,31,122,61,50.0,17,13.93,32,26.23,12,9.84,33031
33,32,28,8,28.57,7,25.0,8,28.57,5,17.86,33032
33,33,111,42,37.84,24,21.62,37,33.33,8,7.21,33033
33,34,117,49,41.88,25,21.37,39,33.33,4,3.42,33034
33,35,153,66,43.14,37,24.18,33,21.57,17,11.11,33035
33,36,173,104,60.12,25,14.45,34,19.65,10,5.78,33036
33,37,91,24,26.37,28,30.77,25,27.47,14,15.38,33037
33,38,45,20,44.44,10,22.22,13,28.89,2,4.44,33038
34,1,212,37,17.45,97,45.75,46,21.7,32,15.09,34001
34,2,177,18,10.17,126,71.19,23,12.99,10,5.65,34002
34,3,107,16,14.95,50,46.73,30,28.04,11,10.28,34003
34,4,139,25,17.99,76,54.68,26,18.71,12,8.63,34004
34,5,69,14,20.29,29,42.03,15,21.74,11,15.94,34005
34,6,141,19,13.48,73,51.77,32,22.7,17,12.06,34006
34,7,189,20,10.58,98,51.85,43,22.75,28,14.81,34007
34,8,165,33,20.0,60,36.36,43,26.06,29,17.58,34008
34,9,95,10,10.53,52,54.74,22,23.16,11,11.58,34009
34,10,179,22,12.29,93,51.96,45,25.14,19,10.61,34010
34,11,102,17,16.67,44,43.14,27,26.47,14,13.73,34011
34,12,144,25,17.36,55,38.19,41,28.47,23,15.97,34012
34,13,78,11,14.1,38,48.72,21,26.92,8,10.26,34013
34,14,92,20,21.74,41,44.57,21,22.83,10,10.87,34014
34,15,89,12,13.48,57,64.04,11,12.36,9,10.11,34015
34,16,107,16,14.95,38,35.51,34,31.78,19,17.76,34016
34,17,141,26,18.44,46,32.62,44,31.21,25,17.73,34017
34,18,110,17,15.45,60,54.55,24,21.82,9,8.18,34018
34,19,132,27,20.45,63,47.73,21,15.91,21,15.91,34019
34,20,183,14,7.65,115,62.84,36,19.67,18,9.84,34020
34,21,176,27,15.34,97,55.11,33,18.75,19,10.8,34021
34,22,194,19,9.79,114,58.76,34,17.53,27,13.92,34022
34,23,103,21,20.39,52,50.49,22,21.36,8,7.77,34023
34,24,130,34,26.15,56,43.08,26,20.0,14,10.77,34024
34,25,99,9,9.09,41,41.41,34,34.34,15,15.15,34025
34,26,99,16,16.16,51,51.52,21,21.21,11,11.11,34026
34,27,96,12,12.5,62,64.58,15,15.63,7,7.29,34027
34,28,79,7,8.86,47,59.49,14,17.72,11,13.92,34028
34,29,152,18,11.84,86,56.58,31,20.39,17,11.18,34029
34,30,180,32,17.78,51,28.33,64,35.56,33,18.33,34030
34,31,102,19,18.63,46,45.1,25,24.51,12,11.76,34031
34,32,147,18,12.24,76,51.7,30,20.41,23,15.65,34032
34,33,122,18,14.75,70,57.38,22,18.03,12,9.84,34033
34,34,148,30,20.27,61,41.22,38,25.68,19,12.84,34034
34,35,183,27,14.75,107,58.47,31,16.94,18,9.84,34035
34,36,161,28,17.39,73,45.34,39,24.22,21,13.04,34036
34,37,75,9,12.0,38,50.67,20,26.67,8,10.67,34037
34,38,103,12,11.65,67,65.05,13,12.62,11,10.68,34038
34,39,90,18,20.0,44,48.89,22,24.44,6,6.67,34039
34,40,171,35,20.47,61,35.67,51,29.82,24,14.04,34040
34,41,126,21,16.67,63,50.0,21,16.67,21,16.67,34041
34,42,166,25,15.06,64,38.55,48,28.92,29,17.47,34042
34,43,161,25,15.53,94,58.39,29,18.01,13,8.07,34043
34,44,197,21,10.66,131,66.5,31,15.74,14,7.11,34044
34,45,158,22,13.92,69,43.67,40,25.32,27,17.09,34045
34,46,112,24,21.43,40,35.71,33,29.46,15,13.39,34046
34,47,79,10,12.66,42,53.16,14,17.72,13,16.46,34047
34,48,156,24,15.38,68,43.59,39,25.0,25,16.03,34048
34,49,173,25,14.45,81,46.82,42,24.28,25,14.45,34049
34,50,131,18,13.74,56,42.75,37,28.24,20,15.27,34050
34,51,191,30,15.71,89,46.6,45,23.56,27,14.14,34051
34,52,97,13,13.4,49,50.52,26,26.8,9,9.28,34052
34,53,89,14,15.73,43,48.31,20,22.47,12,13.48,34053
34,54,117,11,9.4,61,52.14,31,26.5,14,11.97,34054
34,55,123,17,13.82,55,44.72,36,29.27,15,12.2,34055
34,56,97,20,20.62,47,48.45,23,23.71,7,7.22,34056
34,57,65,18,27.69,27,41.54,13,20.0,7,10.77,34057
34,58,101,9,8.91,71,70.3,14,13.86,7,6.93,34058
34,59,134,15,11.19,72,53.73,32,23.88,15,11.19,34059
34,60,121,18,14.88,47,38.84,44,36.36,12,9.92,34060
34,61,115,10,8.7,45,39.13,38,33.04,22,19.13,34061
35,1,92,24,26.09,26,28.26,33,35.87,9,9.78,35001
35,2,103,17,16.5,30,29.13,38,36.89,18,17.48,35002
35,3,65,9,13.85,13,20.0,27,41.54,16,24.62,35003
35,4,54,10,18.52,24,44.44,14,25.93,6,11.11,35004
35,5,101,20,19.8,32,31.68,36,35.64,13,12.87,35005
35,6,137,15,10.95,51,37.23,56,40.88,15,10.95,35006
35,7,126,21,16.67,32,25.4,40,31.75,33,26.19,35007
35,8,45,3,6.67,27,60.0,14,31.11,1,2.22,35008
35,9,133,22,16.54,43,32.33,52,39.1,16,12.03,35009
35,10,115,21,18.26,39,33.91,41,35.65,14,12.17,35010
35,11,82,15,18.29,32,39.02,29,35.37,6,7.32,35011
35,12,111,14,12.61,45,40.54,37,33.33,15,13.51,35012
35,13,133,26,19.55,25,18.8,31,23.31,51,38.35,35013
35,14,106,18,16.98,27,25.47,36,33.96,25,23.58,35014
35,15,115,29,25.22,34,29.57,39,33.91,13,11.3,35015
35,16,110,14,12.73,35,31.82,44,40.0,17,15.45,35016
35,17,89,15,16.85,23,25.84,31,34.83,20,22.47,35017
35,18,116,21,18.1,28,24.14,48,41.38,19,16.38,35018
35,19,128,25,19.53,37,28.91,45,35.16,21,16.41,35019
35,20,61,10,16.39,18,29.51,27,44.26,6,9.84,35020
35,21,122,23,18.85,32,26.23,45,36.89,22,18.03,35021
35,22,60,12,20.0,21,35.0,18,30.0,9,15.0,35022
35,23,85,12,14.12,21,24.71,42,49.41,10,11.76,35023
35,24,104,19,18.27,31,29.81,35,33.65,19,18.27,35024
35,25,81,6,7.41,23,28.4,22,27.16,30,37.04,35025
35,26,71,12,16.9,21,29.58,30,42.25,8,11.27,35026
35,27,181,39,21.55,55,30.39,51,28.18,36,19.89,35027
35,28,72,10,13.89,20,27.78,29,40.28,13,18.06,35028
35,29,127,18,14.17,58,45.67,26,20.47,25,19.69,35029
35,30,206,25,12.14,66,32.04,59,28.64,56,27.18,35030
35,31,150,26,17.33,58,38.67,48,32.0,18,12.0,35031
35,32,69,14,20.29,17,24.64,31,44.93,7,10.14,35032
35,33,71,18,25.35,22,30.99,26,36.62,5,7.04,35033
35,34,107,15,14.02,32,29.91,36,33.64,24,22.43,35034
35,35,71,19,26.76,18,25.35,24,33.8,10,14.08,35035
36,1,80,19,23.75,27,33.75,23,28.75,11,13.75,36001
36,2,67,15,22.39,21,31.34,22,32.84,9,13.43,36002
36,3,89,18,20.22,21,23.6,41,46.07,9,10.11,36003
36,4,37,10,27.03,6,16.22,18,48.65,3,8.11,36004
36,5,82,31,37.8,21,25.61,21,25.61,9,10.98,36005
36,6,72,13,18.06,25,34.72,23,31.94,11,15.28,36006
36,7,87,24,27.59,23,26.44,31,35.63,9,10.34,36007
36,8,154,46,29.87,39,25.32,47,30.52,22,14.29,36008
36,9,122,34,27.87,36,29.51,39,31.97,13,10.66,36009
36,10,85,27,31.76,24,28.24,25,29.41,9,10.59,36010
36,11,134,29,21.64,51,38.06,46,34.33,8,5.97,36011
36,12,106,28,26.42,37,34.91,28,26.42,13,12.26,36012
36,13,134,35,26.12,32,23.88,48,35.82,19,14.18,36013
36,14,133,19,14.29,44,33.08,59,44.36,11,8.27,36014
36,15,80,18,22.5,20,25.0,31,38.75,11,13.75,36015
36,16,111,20,18.02,36,32.43,44,39.64,11,9.91,36016
36,17,96,22,22.92,33,34.38,27,28.13,14,14.58,36017
36,18,113,39,34.51,27,23.89,34,30.09,13,11.5,36018
36,19,185,103,55.68,27,14.59,45,24.32,10,5.41,36019
36,20,125,29,23.2,43,34.4,38,30.4,15,12.0,36020
36,21,106,21,19.81,35,33.02,38,35.85,12,11.32,36021
36,22,162,33,20.37,55,33.95,52,32.1,22,13.58,36022
36,23,47,6,12.77,11,23.4,22,46.81,8,17.02,36023
36,24,105,23,21.9,23,21.9,44,41.9,15,14.29,36024
36,25,90,26,28.89,21,23.33,37,41.11,6,6.67,36025
36,26,151,42,27.81,43,28.48,45,29.8,21,13.91,36026
36,27,99,20,20.2,31,31.31,38,38.38,10,10.1,36027
36,28,75,14,18.67,20,26.67,27,36.0,14,18.67,36028
36,29,107,31,28.97,26,24.3,34,31.78,16,14.95,36029
36,30,145,34,23.45,50,34.48,46,31.72,15,10.34,36030
36,31,118,28,23.73,41,34.75,36,30.51,13,11.02,36031
36,32,107,30,28.04,32,29.91,34,31.78,11,10.28,36032
36,33,104,22,21.15,36,34.62,30,28.85,16,15.38,36033
36,34,78,25,32.05,18,23.08,28,35.9,7,8.97,36034
36,35,112,22,19.64,30,26.79,49,43.75,11,9.82,36035
36,36,120,30,25.0,32,26.67,51,42.5,7,5.83,36036
36,37,94,30,31.91,36,38.3,16,17.02,12,12.77,36037
36,38,75,15,20.0,24,32.0,28,37.33,8,10.67,36038
36,39,92,23,25.0,30,32.61,29,31.52,10,10.87,36039
36,40,88,24,27.27,27,30.68,32,36.36,5,5.68,36040
36,41,59,11,18.64,16,27.12,29,49.15,3,5.08,36041
36,42,93,29,31.18,24,25.81,30,32.26,10,10.75,36042
36,43,142,44,30.99,46,32.39,43,30.28,9,6.34,36043
36,44,100,26,26.0,27,27.0,26,26.0,21,21.0,36044
36,45,83,16,19.28,30,36.14,29,34.94,8,9.64,36045
36,46,98,23,23.47,32,32.65,35,35.71,8,8.16,36046
36,47,89,25,28.09,28,31.46,21,23.6,15,16.85,36047
36,48,113,35,30.97,36,31.86,29,25.66,13,11.5,36048
36,49,100,25,25.0,35,35.0,29,29.0,11,11.0,36049
36,50,134,38,28.36,32,23.88,46,34.33,18,13.43,36050
36,51,119,35,29.41,32,26.89,41,34.45,11,9.24,36051
36,52,99,20,20.2,26,26.26,33,33.33,20,20.2,36052
36,53,97,17,17.53,29,29.9,32,32.99,19,19.59,36053
36,54,137,23,16.79,42,30.66,50,36.5,22,16.06,36054
36,55,118,20,16.95,45,38.14,36,30.51,17,14.41,36055
36,56,96,22,22.92,29,30.21,31,32.29,14,14.58,36056
37,1,87,15,17.24,22,25.29,35,40.23,15,17.24,37001
37,2,44,8,18.18,10,22.73,21,47.73,5,11.36,37002
37,3,42,11,26.19,17,40.48,10,23.81,4,9.52,37003
37,4,72,11,15.28,27,37.5,27,37.5,7,9.72,37004
37,5,95,17,17.89,34,35.79,37,38.95,7,7.37,37005
37,6,151,26,17.22,41,27.15,50,33.11,34,22.52,37006
37,7,99,28,28.28,30,30.3,23,23.23,18,18.18,37007
37,8,91,16,17.58,33,36.26,28,30.77,14,15.38,37008
37,9,88,14,15.91,31,35.23,32,36.36,11,12.5,37009
37,10,113,28,24.78,28,24.78,43,38.05,14,12.39,37010
37,11,22,4,18.18,7,31.82,6,27.27,5,22.73,37011
37,12,101,17,16.83,32,31.68,36,35.64,16,15.84,37012
37,13,100,20,20.0,27,27.0,38,38.0,15,15.0,37013
37,14,76,13,17.11,29,38.16,22,28.95,12,15.79,37014
37,15,155,37,23.87,54,34.84,49,31.61,15,9.68,37015
37,16,150,36,24.0,43,28.67,49,32.67,22,14.67,37016
37,17,86,18,20.93,25,29.07,33,38.37,10,11.63,37017
37,18,124,25,20.16,43,34.68,46,37.1,10,8.06,37018
37,19,99,23,23.23,34,34.34,32,32.32,10,10.1,37019
37,20,153,36,23.53,48,31.37,46,30.07,23,15.03,37020
37,21,141,31,21.99,56,39.72,43,30.5,11,7.8,37021
37,22,86,15,17.44,27,31.4,30,34.88,14,16.28,37022
37,23,129,30,23.26,34,26.36,41,31.78,24,18.6,37023
37,24,79,17,21.52,17,21.52,34,43.04,11,13.92,37024
37,25,115,18,15.65,43,37.39,43,37.39,11,9.57,37025
37,26,77,18,23.38,26,33.77,22,28.57,11,14.29,37026
37,27,60,12,20.0,26,43.33,17,28.33,5,8.33,37027
37,28,96,15,15.63,28,29.17,35,36.46,18,18.75,37028
37,29,125,30,24.0,35,28.0,41,32.8,19,15.2,37029
37,30,115,31,26.96,31,26.96,43,37.39,10,8.7,37030
37,31,174,34,19.54,44,25.29,62,35.63,34,19.54,37031
37,32,103,18,17.48,33,32.04,37,35.92,15,14.56,37032
37,33,108,26,24.07,27,25.0,38,35.19,17,15.74,37033
37,34,127,31,24.41,45,35.43,36,28.35,15,11.81,37034
37,35,13,0,0.0,6,46.15,5,38.46,2,15.38,37035
37,36,81,22,27.16,19,23.46,30,37.04,10,12.35,37036
37,37,113,29,25.66,33,29.2,36,31.86,15,13.27,37037
37,38,105,17,16.19,28,26.67,39,37.14,21,20.0,37038
37,39,73,15,20.55,26,35.62,24,32.88,8,10.96,37039
37,40,106,16,15.09,24,22.64,49,46.23,17,16.04,37040
37,41,161,37,22.98,41,25.47,62,38.51,21,13.04,37041
37,42,18,4,22.22,5,27.78,6,33.33,3,16.67,37042
37,43,117,16,13.68,36,30.77,47,40.17,18,15.38,37043
37,44,97,22,22.68,35,36.08,26,26.8,14,14.43,37044
37,45,112,24,21.43,39,34.82,31,27.68,18,16.07,37045
37,46,66,11,16.67,22,33.33,25,37.88,8,12.12,37046
37,47,13,2,15.38,3,23.08,6,46.15,2,15.38,37047
37,48,91,20,21.98,32,35.16,31,34.07,8,8.79,37048
37,49,91,25,27.47,26,28.57,27,29.67,13,14.29,37049
37,50,38,10,26.32,12,31.58,12,31.58,4,10.53,37050
38,1,89,48,53.93,14,15.73,25,28.09,2,2.25,38001
38,2,121,46,38.02,32,26.45,35,28.93,8,6.61,38002
38,3,111,62,55.86,20,18.02,22,19.82,7,6.31,38003
38,4,46,18,39.13,16,34.78,10,21.74,2,4.35,38004
38,5,142,58,40.85,25,17.61,36,25.35,23,16.2,38005
38,6,111,34,30.63,29,26.13,36,32.43,12,10.81,38006
38,7,154,75,48.7,35,22.73,29,18.83,15,9.74,38007
38,8,108,46,42.59,24,22.22,30,27.78,8,7.41,38008
38,9,86,15,17.44,25,29.07,24,27.91,22,25.58,38009
38,10,103,32,31.07,38,36.89,27,26.21,6,5.83,38010
38,11,103,36,34.95,33,32.04,24,23.3,10,9.71,38011
38,12,91,25,27.47,29,31.87,30,32.97,7,7.69,38012
38,13,79,25,31.65,20,25.32,28,35.44,6,7.59,38013
38,14,109,37,33.94,28,25.69,35,32.11,9,8.26,38014
38,15,95,43,45.26,27,28.42,22,23.16,3,3.16,38015
38,16,151,91,60.26,22,14.57,32,21.19,6,3.97,38016
38,17,144,78,54.17,25,17.36,30,20.83,11,7.64,38017
38,18,112,45,40.18,29,25.89,29,25.89,9,8.04,38018
38,19,96,29,30.21,24,25.0,28,29.17,15,15.63,38019
38,20,89,19,21.35,18,20.22,38,42.7,14,15.73,38020
38,21,106,39,36.79,36,33.96,22,20.75,9,8.49,38021
38,22,115,30,26.09,41,35.65,31,26.96,13,11.3,38022
38,23,79,24,30.38,18,22.78,30,37.97,7,8.86,38023
38,24,64,32,50.0,10,15.63,14,21.88,8,12.5,38024
38,25,124,56,45.16,26,20.97,31,25.0,11,8.87,38025
38,26,90,38,42.22,17,18.89,29,32.22,6,6.67,38026
38,27,54,14,25.93,10,18.52,22,40.74,8,14.81,38027
38,28,72,29,40.28,23,31.94,18,25.0,2,2.78,38028
38,29,68,13,19.12,25,36.76,23,33.82,7,10.29,38029
38,30,95,43,45.26,24,25.26,19,20.0,9,9.47,38030
38,31,117,49,41.88,25,21.37,31,26.5,12,10.26,38031
38,32,114,42,36.84,26,22.81,32,28.07,14,12.28,38032
38,33,103,38,36.89,31,30.1,22,21.36,12,11.65,38033
38,34,93,42,45.16,22,23.66,20,21.51,9,9.68,38034
38,35,96,32,33.33,30,31.25,23,23.96,11,11.46,38035
38,36,139,67,48.2,35,25.18,23,16.55,14,10.07,38036
38,37,134,43,32.09,30,22.39,46,34.33,15,11.19,38037
38,38,89,32,35.96,17,19.1,28,31.46,12,13.48,38038
38,39,109,44,40.37,24,22.02,28,25.69,13,11.93,38039
38,40,78,21,26.92,28,35.9,21,26.92,8,10.26,38040
38,41,185,70,37.84,42,22.7,52,28.11,21,11.35,38041
38,42,112,37,33.04,39,34.82,23,20.54,13,11.61,38042
38,43,115,36,31.3,32,27.83,31,26.96,16,13.91,38043
38,44,91,27,29.67,27,29.67,26,28.57,11,12.09,38044
38,45,130,39,30.0,37,28.46,44,33.85,10,7.69,38045
38,46,109,47,43.12,29,26.61,24,22.02,9,8.26,38046
38,47,106,51,48.11,24,22.64,20,18.87,11,10.38,38047
38,48,109,32,29.36,35,32.11,32,29.36,10,9.17,38048
38,49,89,40,44.94,10,11.24,35,39.33,4,4.49,38049
38,50,151,52,34.44,44,29.14,43,28.48,12,7.95,38050
38,51,101,23,22.77,25,24.75,43,42.57,10,9.9,38051
38,52,125,50,40.0,26,20.8,42,33.6,7,5.6,38052
38,53,81,23,28.4,21,25.93,25,30.86,12,14.81,38053
38,54,112,45,40.18,29,25.89,23,20.54,15,13.39,38054
38,55,204,49,24.02,57,27.94,71,34.8,27,13.24,38055
38,56,92,34,36.96,28,30.43,24,26.09,6,6.52,38056
39,1,94,20,21.28,27,28.72,31,32.98,16,17.02,39001
39,2,168,44,26.19,40,23.81,60,35.71,24,14.29,39002
39,3,125,47,37.6,40,32.0,20,16.0,18,14.4,39003
39,4,62,21,33.87,15,24.19,17,27.42,9,14.52,39004
39,5,62,15,24.19,16,25.81,23,37.1,8,12.9,39005
39,6,150,32,21.33,45,30.0,39,26.0,34,22.67,39006
39,7,93,31,33.33,25,26.88,24,25.81,13,13.98,39007
39,8,85,25,29.41,18,21.18,25,29.41,17,20.0,39008
39,9,101,31,30.69,30,29.7,33,32.67,7,6.93,39009
39,10,84,24,28.57,29,34.52,19,22.62,12,14.29,39010
39,11,110,26,23.64,29,26.36,38,34.55,17,15.45,39011
39,12,46,11,23.91,15,32.61,15,32.61,5,10.87,39012
39,13,40,20,50.0,5,12.5,8,20.0,7,17.5,39013
39,14,91,27,29.67,28,30.77,29,31.87,7,7.69,39014
39,15,71,30,42.25,22,30.99,10,14.08,9,12.68,39015
39,16,70,14,20.0,15,21.43,26,37.14,15,21.43,39016
39,17,58,17,29.31,17,29.31,13,22.41,11,18.97,39017
39,18,109,22,20.18,34,31.19,34,31.19,19,17.43,39018
39,19,91,26,28.57,24,26.37,30,32.97,11,12.09,39019
39,20,78,19,24.36,21,26.92,28,35.9,10,12.82,39020
39,21,79,25,31.65,18,22.78,28,35.44,8,10.13,39021
39,22,55,31,56.36,4,7.27,13,23.64,7,12.73,39022
39,23,67,16,23.88,13,19.4,25,37.31,13,19.4,39023
39,24,54,12,22.22,15,27.78,23,42.59,4,7.41,39024
39,25,34,4,11.76,9,26.47,19,55.88,2,5.88,39025
39,26,120,37,30.83,31,25.83,30,25.0,22,18.33,39026
39,27,45,8,17.78,11,24.44,18,40.0,8,17.78,39027
39,28,52,15,28.85,18,34.62,13,25.0,6,11.54,39028
39,29,47,13,27.66,11,23.4,16,34.04,7,14.89,39029
39,30,81,16,19.75,23,28.4,28,34.57,14,17.28,39030
39,31,55,15,27.27,12,21.82,19,34.55,9,16.36,39031
39,32,106,21,19.81,33,31.13,30,28.3,22,20.75,39032
39,33,106,26,24.53,28,26.42,35,33.02,17,16.04,39033
39,34,61,7,11.48,12,19.67,27,44.26,15,24.59,39034
39,35,97,14,14.43,28,28.87,34,35.05,21,21.65,39035
39,36,162,33,20.37,52,32.1,50,30.86,27,16.67,39036
39,37,117,41,35.04,34,29.06,24,20.51,18,15.38,39037
39,38,178,56,31.46,53,29.78,43,24.16,26,14.61,39038
39,39,45,14,31.11,14,31.11,14,31.11,3,6.67,39039
39,40,63,14,22.22,19,30.16,19,30.16,11,17.46,39040
39,41,18,1,5.56,4,22.22,6,33.33,7,38.89,39041
39,42,89,29,32.58,28,31.46,21,23.6,11,12.36,39042
39,43,67,15,22.39,20,29.85,16,23.88,16,23.88,39043
39,44,82,18,21.95,21,25.61,33,40.24,10,12.2,39044
39,45,81,21,25.93,26,32.1,22,27.16,12,14.81,39045
39,46,76,20,26.32,16,21.05,31,40.79,9,11.84,39046
39,47,63,23,36.51,11,17.46,14,22.22,15,23.81,39047
39,48,64,19,29.69,15,23.44,22,34.38,8,12.5,39048
39,49,54,11,20.37,23,42.59,9,16.67,11,20.37,39049
40,1,71,28,39.44,14,19.72,19,26.76,10,14.08,40001
40,2,70,25,35.71,23,32.86,13,18.57,9,12.86,40002
40,3,80,11,13.75,17,21.25,27,33.75,25,31.25,40003
40,4,128,32,25.0,37,28.91,28,21.88,31,24.22,40004
40,5,73,19,26.03,24,32.88,18,24.66,12,16.44,40005
40,6,69,18,26.09,20,28.99,17,24.64,14,20.29,40006
40,7,73,18,24.66,19,26.03,20,27.4,16,21.92,40007
40,8,135,18,13.33,29,21.48,50,37.04,38,28.15,40008
40,9,56,16,28.57,12,21.43,17,30.36,11,19.64,40009
40,10,108,41,37.96,28,25.93,26,24.07,13,12.04,40010
40,11,82,30,36.59,18,21.95,18,21.95,16,19.51,40011
40,12,89,44,49.44,16,17.98,8,8.99,21,23.6,40012
40,13,90,17,18.89,20,22.22,29,32.22,24,26.67,40013
40,14,70,24,34.29,17,24.29,16,22.86,13,18.57,40014
40,15,88,36,40.91,18,20.45,25,28.41,9,10.23,40015
40,16,107,38,35.51,26,24.3,18,16.82,25,23.36,40016
40,17,43,13,30.23,12,27.91,16,37.21,2,4.65,40017
40,18,87,35,40.23,13,14.94,25,28.74,14,16.09,40018
40,19,67,17,25.37,20,29.85,17,25.37,13,19.4,40019
40,20,68,31,45.59,15,22.06,15,22.06,7,10.29,40020
40,21,96,24,25.0,30,31.25,21,21.88,21,21.88,40021
40,22,63,17,26.98,13,20.63,21,33.33,12,19.05,40022
40,23,85,14,16.47,28,32.94,28,32.94,15,17.65,40023
40,24,61,26,42.62,14,22.95,15,24.59,6,9.84,40024
40,25,81,36,44.44,16,19.75,24,29.63,5,6.17,40025
40,26,99,42,42.42,15,15.15,20,20.2,22,22.22,40026
40,27,139,21,15.11,47,33.81,32,23.02,39,28.06,40027
40,28,75,23,30.67,15,20.0,19,25.33,18,24.0,40028
40,29,113,47,41.59,27,23.89,29,25.66,10,8.85,40029
40,30,118,49,41.53,35,29.66,17,14.41,17,14.41,40030
40,31,98,66,67.35,14,14.29,12,12.24,6,6.12,40031
40,32,60,33,55.0,12,20.0,8,13.33,7,11.67,40032
40,33,87,20,22.99,20,22.99,34,39.08,13,14.94,40033
40,34,57,19,33.33,15,26.32,18,31.58,5,8.77,40034
40,35,101,40,39.6,22,21.78,28,27.72,11,10.89,40035
40,36,105,60,57.14,18,17.14,15,14.29,12,11.43,40036
40,37,84,15,17.86,30,35.71,28,33.33,11,13.1,40037
40,38,60,23,38.33,12,20.0,20,33.33,5,8.33,40038
40,39,80,25,31.25,16,20.0,14,17.5,25,31.25,40039
40,40,58,16,27.59,15,25.86,15,25.86,12,20.69,40040
40,41,124,27,21.77,34,27.42,37,29.84,26,20.97,40041
40,42,112,36,32.14,27,24.11,35,31.25,14,12.5,40042
40,43,85,9,10.59,24,28.24,29,34.12,23,27.06,40043
40,44,59,27,45.76,13,22.03,13,22.03,6,10.17,40044
40,45,125,25,20.0,39,31.2,36,28.8,25,20.0,40045
40,46,86,30,34.88,20,23.26,19,22.09,17,19.77,40046
40,47,82,20,24.39,23,28.05,15,18.29,24,29.27,40047
41,1,88,34,38.64,21,23.86,18,20.45,15,17.05,41001
41,2,138,37,26.81,53,38.41,32,23.19,16,11.59,41002
41,3,112,29,25.89,35,31.25,34,30.36,14,12.5,41003
41,4,101,39,38.61,31,30.69,23,22.77,8,7.92,41004
41,5,97,28,28.87,32,32.99,23,23.71,14,14.43,41005
41,6,82,23,28.05,30,36.59,21,25.61,8,9.76,41006
41,7,151,52,34.44,41,27.15,47,31.13,11,7.28,41007
41,8,102,25,24.51,32,31.37,23,22.55,22,21.57,41008
41,9,79,21,26.58,26,32.91,25,31.65,7,8.86,41009
41,10,109,35,32.11,31,28.44,25,22.94,18,16.51,41010
41,11,76,31,40.79,10,13.16,22,28.95,13,17.11,41011
41,12,99,28,28.28,26,26.26,30,30.3,15,15.15,41012
41,13,90,22,24.44,39,43.33,23,25.56,6,6.67,41013
41,14,139,33,23.74,42,30.22,35,25.18,29,20.86,41014
41,15,61,17,27.87,21,34.43,16,26.23,7,11.48,41015
41,16,92,25,27.17,24,26.09,29,31.52,14,15.22,41016
41,17,101,27,26.73,31,30.69,28,27.72,15,14.85,41017
41,18,90,28,31.11,25,27.78,26,28.89,11,12.22,41018
41,19,111,36,32.43,28,25.23,35,31.53,12,10.81,41019
41,20,149,39,26.17,47,31.54,46,30.87,17,11.41,41020
41,21,78,27,34.62,18,23.08,28,35.9,5,6.41,41021
41,22,101,29,28.71,32,31.68,31,30.69,9,8.91,41022
41,23,99,26,26.26,33,33.33,25,25.25,15,15.15,41023
41,24,81,24,29.63,24,29.63,24,29.63,9,11.11,41024
41,25,59,21,35.59,19,32.2,12,20.34,7,11.86,41025
41,26,48,16,33.33,10,20.83,15,31.25,7,14.58,41026
41,27,58,16,27.59,24,41.38,14,24.14,4,6.9,41027
41,28,58,16,27.59,19,32.76,18,31.03,5,8.62,41028
41,29,29,3,10.34,9,31.03,10,34.48,7,24.14,41029
41,30,90,21,23.33,27,30.0,30,33.33,12,13.33,41030
41,31,114,30,26.32,37,32.46,29,25.44,18,15.79,41031
41,32,83,19,22.89,19,22.89,28,33.73,17,20.48,41032
41,33,106,36,33.96,30,28.3,32,30.19,8,7.55,41033
41,34,81,27,33.33,22,27.16,23,28.4,9,11.11,41034
41,35,80,22,27.5,23,28.75,19,23.75,16,20.0,41035
41,36,103,38,36.89,25,24.27,26,25.24,14,13.59,41036
41,37,107,27,25.23,24,22.43,23,21.5,33,30.84,41037
41,38,51,7,13.73,22,43.14,13,25.49,9,17.65,41038
41,39,102,33,32.35,32,31.37,22,21.57,15,14.71,41039
41,40,69,23,33.33,24,34.78,16,23.19,6,8.7,41040
41,41,90,33,36.67,23,25.56,27,30.0,7,7.78,41041
41,42,101,31,30.69,34,33.66,25,24.75,11,10.89,41042
41,43,82,20,24.39,25,30.49,21,25.61,16,19.51,41043
41,44,94,28,29.79,26,27.66,25,26.6,15,15.96,41044
41,45,88,25,28.41,24,27.27,19,21.59,20,22.73,41045
41,46,78,23,29.49,23,29.49,21,26.92,11,14.1,41046
