ward,precinct,total,LOVANA S. JONES (GORE),LOVANA S. JONES (GORE) Percent,TODD H. STROGER (GORE),TODD H. STROGER (GORE) Percent,VIRGINIA A. RUGAI (GORE),VIRGINIA A. RUGAI (GORE) Percent,JERRY BUTLER (GORE),JERRY BUTLER (GORE) Percent,NORMA J. WHITE (GORE),NORMA J. WHITE (GORE) Percent,HENRY M. WILLIAMSON (GORE),HENRY M. WILLIAMSON (GORE) Percent,ROSEMARY M. BILECKI (GORE),ROSEMARY M. BILECKI (GORE) Percent,"SPENCER LEAK, JR. (GORE)","SPENCER LEAK, JR. (GORE) Percent","JOSEPH G. BERTRAND,JR. (BRADLEY)","JOSEPH G. BERTRAND,JR. (BRADLEY) Percent",DELMARIE L. COBB (BRADLEY),DELMARIE L. COBB (BRADLEY) Percent,HOWARD KENNER (BRADLEY),HOWARD KENNER (BRADLEY) Percent,DORIS DAVENPORT (BRADLEY),DORIS DAVENPORT (BRADLEY) Percent,CARLTON E. HULL (BRADLEY),CARLTON E. HULL (BRADLEY) Percent,DENISE ELIGAN (BRADLEY),DENISE ELIGAN (BRADLEY) Percent,MYRON F. MCCOY (BRADLEY),MYRON F. MCCOY (BRADLEY) Percent,CELESTINE M. FULCHON (BRADLEY),CELESTINE M. FULCHON (BRADLEY) Percent,precinct_id
21,46,691,80,11.58,91,13.17,59,8.54,98,14.18,69,9.99,60,8.68,57,8.25,83,12.01,17,2.46,7,1.01,14,2.03,13,1.88,8,1.16,8,1.16,16,2.32,11,1.59,21046
21,47,1469,159,10.82,187,12.73,126,8.58,204,13.89,139,9.46,122,8.3,119,8.1,172,11.71,32,2.18,34,2.31,29,1.97,38,2.59,19,1.29,33,2.25,28,1.91,28,1.91,21047
21,48,1219,137,11.24,161,13.21,100,8.2,176,14.44,121,9.93,104,8.53,104,8.53,133,10.91,31,2.54,23,1.89,24,1.97,33,2.71,11,0.9,14,1.15,25,2.05,22,1.8,21048
21,53,869,92,10.59,113,13.0,75,8.63,131,15.07,89,10.24,81,9.32,72,8.29,101,11.62,12,1.38,16,1.84,11,1.27,22,2.53,9,1.04,14,1.61,20,2.3,11,1.27,21053
21,55,897,93,10.37,122,13.6,72,8.03,132,14.72,89,9.92,73,8.14,73,8.14,100,11.15,23,2.56,18,2.01,13,1.45,27,3.01,13,1.45,12,1.34,24,2.68,13,1.45,21055
21,58,639,72,11.27,81,12.68,52,8.14,77,12.05,66,10.33,59,9.23,49,7.67,66,10.33,16,2.5,13,2.03,18,2.82,18,2.82,9,1.41,15,2.35,16,2.5,12,1.88,21058
21,59,1245,144,11.57,161,12.93,98,7.87,181,14.54,121,9.72,103,8.27,93,7.47,140,11.24,25,2.01,26,2.09,15,1.2,37,2.97,15,1.2,26,2.09,31,2.49,29,2.33,21059
21,65,1064,106,9.96,132,12.41,69,6.48,151,14.19,97,9.12,89,8.36,70,6.58,121,11.37,33,3.1,33,3.1,28,2.63,34,3.2,32,3.01,21,1.97,28,2.63,20,1.88,21065
21,70,665,70,10.53,81,12.18,42,6.32,96,14.44,57,8.57,49,7.37,44,6.62,67,10.08,20,3.01,16,2.41,18,2.71,23,3.46,29,4.36,13,1.95,25,3.76,15,2.26,21070
34,25,628,74,11.78,74,11.78,49,7.8,89,14.17,72,11.46,51,8.12,49,7.8,72,11.46,10,1.59,21,3.34,6,0.96,20,3.18,7,1.11,13,2.07,12,1.91,9,1.43,34025
34,46,831,102,12.27,103,12.39,68,8.18,116,13.96,86,10.35,75,9.03,67,8.06,92,11.07,15,1.81,17,2.05,15,1.81,25,3.01,13,1.56,14,1.68,12,1.44,11,1.32,34046
