ward,precinct,total,CYNTHIA M. SANTOS (GORE),CYNTHIA M. SANTOS (GORE) Percent,MICHAEL BAUER (GORE),MICHAEL BAUER (GORE) Percent,GERALDINE M. MCPARTLIN (GORE),GERALDINE M. MCPARTLIN (GORE) Percent,JESSE H. RUIZ (GORE),JESSE H. RUIZ (GORE) Percent,MARY ANN LEVAR (GORE),MARY ANN LEVAR (GORE) Percent,JUDY ERWIN (BRADLEY),JUDY ERWIN (BRADLEY) Percent,JAMES E. GONZALES (BRADLEY),JAMES E. GONZALES (BRADLEY) Percent,LINDA J. TURNEY (BRADLEY),LINDA J. TURNEY (BRADLEY) Percent,MARTIN J. OBERMAN (BRADLEY),MARTIN J. OBERMAN (BRADLEY) Percent,ELLEN MEYERS (BRADLEY),ELLEN MEYERS (BRADLEY) Percent,MARSHA BOWEN (LaROUCHE),MARSHA BOWEN (LaROUCHE) Percent,DONALD CLARK (LaROUCHE),DONALD CLARK (LaROUCHE) Percent,SYLVIA ROSAS (LaROUCHE),SYLVIA ROSAS (LaROUCHE) Percent,GARY GENAZZIO (LaROUCHE),GARY GENAZZIO (LaROUCHE) Percent,MINDY PECHENUK (LaROUCHE),MINDY PECHENUK (LaROUCHE) Percent,precinct_id
36,30,709,118,16.64,91,12.83,82,11.57,70,9.87,118,16.64,27,3.81,23,3.24,29,4.09,38,5.36,25,3.53,12,1.69,13,1.83,18,2.54,15,2.12,30,4.23,36030
36,31,530,97,18.3,63,11.89,64,12.08,56,10.57,99,18.68,18,3.4,16,3.02,22,4.15,20,3.77,18,3.4,12,2.26,8,1.51,11,2.08,12,2.26,14,2.64,36031
36,32,493,80,16.23,54,10.95,56,11.36,43,8.72,68,13.79,23,4.67,19,3.85,21,4.26,32,6.49,21,4.26,11,2.23,12,2.43,21,4.26,13,2.64,19,3.85,36032
36,34,379,54,14.25,42,11.08,49,12.93,33,8.71,61,16.09,15,3.96,18,4.75,25,6.6,21,5.54,16,4.22,7,1.85,14,3.69,8,2.11,6,1.58,10,2.64,36034
36,35,519,108,20.81,63,12.14,66,12.72,55,10.6,95,18.3,23,4.43,9,1.73,15,2.89,20,3.85,16,3.08,9,1.73,6,1.16,8,1.54,11,2.12,15,2.89,36035
36,36,523,102,19.5,60,11.47,54,10.33,61,11.66,100,19.12,10,1.91,17,3.25,13,2.49,18,3.44,10,1.91,14,2.68,12,2.29,22,4.21,9,1.72,21,4.02,36036
36,37,332,59,17.77,43,12.95,45,13.55,35,10.54,58,17.47,11,3.31,9,2.71,8,2.41,11,3.31,10,3.01,7,2.11,6,1.81,10,3.01,10,3.01,10,3.01,36037
36,38,348,49,14.08,40,11.49,42,12.07,36,10.34,50,14.37,20,5.75,15,4.31,21,6.03,16,4.6,16,4.6,7,2.01,10,2.87,9,2.59,8,2.3,9,2.59,36038
36,39,459,84,18.3,57,12.42,56,12.2,47,10.24,71,15.47,16,3.49,21,4.58,13,2.83,24,5.23,15,3.27,9,1.96,7,1.53,14,3.05,11,2.4,14,3.05,36039
36,40,450,79,17.56,50,11.11,54,12.0,41,9.11,82,18.22,15,3.33,9,2.0,27,6.0,15,3.33,10,2.22,12,2.67,19,4.22,9,2.0,12,2.67,16,3.56,36040
36,41,293,63,21.5,29,9.9,31,10.58,33,11.26,47,16.04,15,5.12,14,4.78,13,4.44,9,3.07,7,2.39,5,1.71,6,2.05,11,3.75,3,1.02,7,2.39,36041
36,42,386,72,18.65,54,13.99,51,13.21,46,11.92,68,17.62,11,2.85,9,2.33,13,3.37,9,2.33,11,2.85,5,1.3,10,2.59,9,2.33,6,1.55,12,3.11,36042
36,46,436,63,14.45,56,12.84,52,11.93,52,11.93,74,16.97,28,6.42,15,3.44,20,4.59,15,3.44,18,4.13,7,1.61,7,1.61,9,2.06,7,1.61,13,2.98,36046
36,47,400,72,18.0,43,10.75,52,13.0,31,7.75,64,16.0,17,4.25,14,3.5,21,5.25,20,5.0,18,4.5,8,2.0,11,2.75,9,2.25,8,2.0,12,3.0,36047
36,48,519,96,18.5,68,13.1,68,13.1,51,9.83,82,15.8,21,4.05,15,2.89,18,3.47,20,3.85,20,3.85,11,2.12,7,1.35,11,2.12,15,2.89,16,3.08,36048
36,49,511,84,16.44,64,12.52,64,12.52,49,9.59,88,17.22,28,5.48,8,1.57,18,3.52,26,5.09,24,4.7,8,1.57,10,1.96,12,2.35,12,2.35,16,3.13,36049
36,50,578,86,14.88,66,11.42,65,11.25,61,10.55,91,15.74,26,4.5,24,4.15,24,4.15,29,5.02,27,4.67,14,2.42,17,2.94,13,2.25,12,2.08,23,3.98,36050
36,51,615,132,21.46,71,11.54,69,11.22,68,11.06,117,19.02,21,3.41,24,3.9,17,2.76,13,2.11,14,2.28,8,1.3,13,2.11,18,2.93,13,2.11,17,2.76,36051
36,52,395,78,19.75,48,12.15,51,12.91,45,11.39,60,15.19,16,4.05,13,3.29,12,3.04,17,4.3,13,3.29,6,1.52,5,1.27,12,3.04,7,1.77,12,3.04,36052
36,53,540,90,16.67,77,14.26,71,13.15,69,12.78,92,17.04,20,3.7,17,3.15,16,2.96,24,4.44,17,3.15,6,1.11,9,1.67,10,1.85,9,1.67,13,2.41,36053
36,56,418,73,17.46,57,13.64,43,10.29,47,11.24,64,15.31,17,4.07,20,4.78,14,3.35,19,4.55,13,3.11,4,0.96,13,3.11,12,2.87,7,1.67,15,3.59,36056
38,1,415,78,18.8,58,13.98,53,12.77,61,14.7,68,16.39,9,2.17,12,2.89,18,4.34,15,3.61,13,3.13,4,0.96,4,0.96,9,2.17,4,0.96,9,2.17,38001
38,2,563,84,14.92,73,12.97,64,11.37,61,10.83,79,14.03,23,4.09,19,3.37,18,3.2,31,5.51,17,3.02,13,2.31,21,3.73,17,3.02,13,2.31,30,5.33,38002
38,3,515,93,18.06,81,15.73,82,15.92,72,13.98,91,17.67,11,2.14,9,1.75,11,2.14,13,2.52,10,1.94,7,1.36,7,1.36,6,1.17,9,1.75,13,2.52,38003
38,4,205,34,16.59,28,13.66,25,12.2,20,9.76,38,18.54,6,2.93,8,3.9,7,3.41,8,3.9,9,4.39,4,1.95,4,1.95,4,1.95,4,1.95,6,2.93,38004
38,5,653,108,16.54,91,13.94,84,12.86,89,13.63,95,14.55,30,4.59,28,4.29,28,4.29,33,5.05,20,3.06,7,1.07,7,1.07,10,1.53,10,1.53,13,1.99,38005
38,6,489,88,18.0,56,11.45,57,11.66,51,10.43,82,16.77,16,3.27,15,3.07,18,3.68,21,4.29,12,2.45,14,2.86,14,2.86,19,3.89,11,2.25,15,3.07,38006
38,7,697,121,17.36,104,14.92,97,13.92,91,13.06,123,17.65,16,2.3,14,2.01,24,3.44,22,3.16,14,2.01,14,2.01,13,1.87,14,2.01,10,1.43,20,2.87,38007
38,8,501,62,12.38,61,12.18,57,11.38,45,8.98,74,14.77,17,3.39,18,3.59,23,4.59,30,5.99,25,4.99,20,3.99,13,2.59,17,3.39,14,2.79,25,4.99,38008
38,9,435,63,14.48,53,12.18,44,10.11,45,10.34,58,13.33,28,6.44,25,5.75,21,4.83,30,6.9,21,4.83,6,1.38,13,2.99,11,2.53,7,1.61,10,2.3,38009
38,10,421,72,17.1,54,12.83,52,12.35,41,9.74,67,15.91,15,3.56,19,4.51,16,3.8,20,4.75,15,3.56,10,2.38,9,2.14,11,2.61,9,2.14,11,2.61,38010
38,11,488,86,17.62,65,13.32,62,12.7,62,12.7,72,14.75,17,3.48,15,3.07,14,2.87,23,4.71,19,3.89,9,1.84,11,2.25,13,2.66,12,2.46,8,1.64,38011
38,12,395,65,16.46,56,14.18,53,13.42,49,12.41,62,15.7,13,3.29,9,2.28,12,3.04,14,3.54,14,3.54,5,1.27,11,2.78,9,2.28,6,1.52,17,4.3,38012
38,13,333,66,19.82,36,10.81,38,11.41,40,12.01,46,13.81,17,5.11,16,4.8,13,3.9,15,4.5,13,3.9,2,0.6,5,1.5,13,3.9,4,1.2,9,2.7,38013
38,14,495,84,16.97,68,13.74,73,14.75,67,13.54,76,15.35,15,3.03,18,3.64,20,4.04,15,3.03,11,2.22,8,1.62,8,1.62,15,3.03,7,1.41,10,2.02,38014
38,15,474,76,16.03,66,13.92,72,15.19,59,12.45,78,16.46,21,4.43,15,3.16,18,3.8,17,3.59,14,2.95,5,1.05,8,1.69,11,2.32,5,1.05,9,1.9,38015
38,16,677,130,19.2,111,16.4,107,15.81,108,15.95,114,16.84,9,1.33,15,2.22,9,1.33,9,1.33,8,1.18,11,1.62,9,1.33,18,2.66,7,1.03,12,1.77,38016
38,17,631,113,17.91,94,14.9,95,15.06,90,14.26,96,15.21,23,3.65,18,2.85,14,2.22,19,3.01,20,3.17,7,1.11,9,1.43,13,2.06,5,0.79,15,2.38,38017
38,18,499,65,13.03,57,11.42,63,12.63,47,9.42,75,15.03,29,5.81,21,4.21,28,5.61,27,5.41,20,4.01,16,3.21,11,2.2,13,2.61,12,2.4,15,3.01,38018
38,19,398,60,15.08,49,12.31,45,11.31,45,11.31,56,14.07,14,3.52,21,5.28,15,3.77,20,5.03,17,4.27,9,2.26,6,1.51,15,3.77,12,3.02,14,3.52,38019
38,20,429,65,15.15,61,14.22,52,12.12,45,10.49,58,13.52,24,5.59,14,3.26,25,5.83,27,6.29,18,4.2,6,1.4,10,2.33,9,2.1,6,1.4,9,2.1,38020
38,21,465,73,15.7,62,13.33,60,12.9,57,12.26,72,15.48,19,4.09,15,3.23,17,3.66,22,4.73,17,3.66,9,1.94,10,2.15,14,3.01,4,0.86,14,3.01,38021
38,22,541,85,15.71,74,13.68,76,14.05,56,10.35,77,14.23,28,5.18,22,4.07,23,4.25,32,5.91,19,3.51,6,1.11,11,2.03,13,2.4,4,0.74,15,2.77,38022
38,23,324,53,16.36,38,11.73,35,10.8,30,9.26,48,14.81,12,3.7,11,3.4,17,5.25,17,5.25,13,4.01,9,2.78,9,2.78,12,3.7,6,1.85,14,4.32,38023
38,24,298,56,18.79,38,12.75,39,13.09,40,13.42,44,14.77,11,3.69,9,3.02,14,4.7,10,3.36,9,3.02,3,1.01,1,0.34,10,3.36,6,2.01,8,2.68,38024
38,25,531,112,21.09,68,12.81,69,12.99,67,12.62,85,16.01,16,3.01,20,3.77,16,3.01,19,3.58,15,2.82,7,1.32,8,1.51,10,1.88,8,1.51,11,2.07,38025
38,26,412,56,13.59,52,12.62,52,12.62,46,11.17,64,15.53,13,3.16,18,4.37,17,4.13,22,5.34,15,3.64,12,2.91,15,3.64,10,2.43,4,0.97,16,3.88,38026
38,27,252,48,19.05,34,13.49,33,13.1,31,12.3,39,15.48,9,3.57,7,2.78,9,3.57,5,1.98,14,5.56,3,1.19,3,1.19,9,3.57,2,0.79,6,2.38,38027
38,28,327,66,20.18,49,14.98,46,14.07,46,14.07,56,17.13,7,2.14,8,2.45,7,2.14,9,2.75,6,1.83,6,1.83,7,2.14,6,1.83,6,1.83,2,0.61,38028
38,29,297,50,16.84,40,13.47,37,12.46,34,11.45,42,14.14,9,3.03,14,4.71,13,4.38,14,4.71,8,2.69,6,2.02,6,2.02,14,4.71,4,1.35,6,2.02,38029
38,30,409,60,14.67,56,13.69,49,11.98,41,10.02,60,14.67,16,3.91,10,2.44,17,4.16,28,6.85,18,4.4,8,1.96,14,3.42,8,1.96,11,2.69,13,3.18,38030
38,31,488,80,16.39,66,13.52,67,13.73,67,13.73,71,14.55,16,3.28,13,2.66,17,3.48,16,3.28,15,3.07,13,2.66,10,2.05,13,2.66,12,2.46,12,2.46,38031
38,32,459,75,16.34,60,13.07,67,14.6,54,11.76,85,18.52,12,2.61,9,1.96,13,2.83,15,3.27,11,2.4,14,3.05,10,2.18,11,2.4,10,2.18,13,2.83,38032
38,33,472,73,15.47,66,13.98,68,14.41,58,12.29,77,16.31,19,4.03,12,2.54,21,4.45,19,4.03,15,3.18,2,0.42,16,3.39,7,1.48,8,1.69,11,2.33,38033
38,34,419,73,17.42,54,12.89,52,12.41,56,13.37,61,14.56,13,3.1,22,5.25,15,3.58,19,4.53,14,3.34,5,1.19,8,1.91,13,3.1,4,0.95,10,2.39,38034
38,35,431,63,14.62,54,12.53,51,11.83,44,10.21,70,16.24,21,4.87,14,3.25,25,5.8,24,5.57,17,3.94,11,2.55,13,3.02,7,1.62,7,1.62,10,2.32,38035
38,36,655,117,17.86,92,14.05,98,14.96,91,13.89,100,15.27,21,3.21,19,2.9,20,3.05,26,3.97,17,2.6,11,1.68,14,2.14,12,1.83,5,0.76,12,1.83,38036
38,37,557,105,18.85,68,12.21,65,11.67,69,12.39,73,13.11,29,5.21,21,3.77,24,4.31,27,4.85,19,3.41,5,0.9,11,1.97,18,3.23,7,1.26,16,2.87,38037
38,38,374,57,15.24,51,13.64,47,12.57,40,10.7,54,14.44,14,3.74,18,4.81,15,4.01,19,5.08,19,5.08,5,1.34,8,2.14,6,1.6,7,1.87,14,3.74,38038
38,39,499,77,15.43,72,14.43,71,14.23,70,14.03,85,17.03,21,4.21,15,3.01,19,3.81,23,4.61,15,3.01,6,1.2,8,1.6,6,1.2,2,0.4,9,1.8,38039
38,40,351,52,14.81,47,13.39,43,12.25,33,9.4,53,15.1,16,4.56,14,3.99,18,5.13,18,5.13,17,4.84,9,2.56,6,1.71,6,1.71,5,1.42,14,3.99,38040
38,41,902,140,15.52,117,12.97,118,13.08,101,11.2,139,15.41,43,4.77,28,3.1,44,4.88,51,5.65,35,3.88,14,1.55,22,2.44,17,1.88,10,1.11,23,2.55,38041
38,42,539,81,15.03,69,12.8,62,11.5,55,10.2,83,15.4,29,5.38,21,3.9,29,5.38,33,6.12,24,4.45,7,1.3,10,1.86,9,1.67,12,2.23,15,2.78,38042
38,43,511,83,16.24,62,12.13,75,14.68,50,9.78,80,15.66,26,5.09,16,3.13,24,4.7,25,4.89,21,4.11,10,1.96,8,1.57,8,1.57,6,1.17,17,3.33,38043
38,44,415,61,14.7,58,13.98,49,11.81,46,11.08,60,14.46,24,5.78,22,5.3,24,5.78,25,6.02,17,4.1,5,1.2,7,1.69,6,1.45,3,0.72,8,1.93,38044
38,45,583,91,15.61,73,12.52,74,12.69,64,10.98,92,15.78,30,5.15,21,3.6,26,4.46,26,4.46,22,3.77,6,1.03,8,1.37,14,2.4,14,2.4,22,3.77,38045
38,46,472,76,16.1,62,13.14,63,13.35,59,12.5,67,14.19,23,4.87,22,4.66,23,4.87,22,4.66,18,3.81,5,1.06,9,1.91,7,1.48,6,1.27,10,2.12,38046
38,47,482,88,18.26,70,14.52,67,13.9,66,13.69,82,17.01,11,2.28,11,2.28,13,2.7,20,4.15,16,3.32,9,1.87,8,1.66,5,1.04,9,1.87,7,1.45,38047
38,48,479,85,17.75,67,13.99,61,12.73,56,11.69,72,15.03,18,3.76,15,3.13,23,4.8,17,3.55,23,4.8,6,1.25,13,2.71,7,1.46,6,1.25,10,2.09,38048
38,49,394,64,16.24,59,14.97,66,16.75,49,12.44,68,17.26,11,2.79,5,1.27,12,3.05,14,3.55,10,2.54,7,1.78,4,1.02,7,1.78,9,2.28,9,2.28,38049
38,50,620,102,16.45,85,13.71,75,12.1,65,10.48,94,15.16,26,4.19,22,3.55,22,3.55,33,5.32,21,3.39,9,1.45,23,3.71,11,1.77,9,1.45,23,3.71,38050
38,51,444,68,15.32,55,12.39,55,12.39,46,10.36,74,16.67,19,4.28,18,4.05,21,4.73,19,4.28,18,4.05,10,2.25,13,2.93,10,2.25,3,0.68,15,3.38,38051
38,52,611,103,16.86,90,14.73,86,14.08,76,12.44,96,15.71,18,2.95,19,3.11,27,4.42,26,4.26,24,3.93,5,0.82,11,1.8,9,1.47,4,0.65,17,2.78,38052
38,53,419,74,17.66,60,14.32,56,13.37,50,11.93,68,16.23,15,3.58,17,4.06,15,3.58,18,4.3,13,3.1,5,1.19,7,1.67,6,1.43,5,1.19,10,2.39,38053
38,54,523,83,15.87,70,13.38,71,13.58,61,11.66,80,15.3,19,3.63,13,2.49,21,4.02,26,4.97,18,3.44,9,1.72,11,2.1,14,2.68,10,1.91,17,3.25,38054
38,55,932,133,14.27,124,13.3,111,11.91,90,9.66,147,15.77,38,4.08,35,3.76,44,4.72,50,5.36,44,4.72,27,2.9,31,3.33,17,1.82,14,1.5,27,2.9,38055
38,56,459,71,15.47,58,12.64,62,13.51,51,11.11,71,15.47,24,5.23,12,2.61,17,3.7,24,5.23,25,5.45,6,1.31,12,2.61,7,1.53,4,0.87,15,3.27,38056
39,2,636,93,14.62,75,11.79,62,9.75,59,9.28,81,12.74,43,6.76,28,4.4,31,4.87,47,7.39,29,4.56,12,1.89,22,3.46,16,2.52,12,1.89,26,4.09,39002
39,4,289,35,12.11,35,12.11,35,12.11,29,10.03,36,12.46,23,7.96,20,6.92,18,6.23,19,6.57,16,5.54,4,1.38,7,2.42,2,0.69,3,1.04,7,2.42,39004
39,5,301,39,12.96,36,11.96,39,12.96,30,9.97,44,14.62,16,5.32,9,2.99,21,6.98,21,6.98,20,6.64,9,2.99,3,1.0,2,0.66,6,1.99,6,1.99,39005
39,6,722,116,16.07,99,13.71,101,13.99,95,13.16,111,15.37,36,4.99,29,4.02,27,3.74,35,4.85,30,4.16,6,0.83,9,1.25,7,0.97,13,1.8,8,1.11,39006
39,7,411,61,14.84,57,13.87,57,13.87,47,11.44,60,14.6,21,5.11,16,3.89,20,4.87,25,6.08,17,4.14,4,0.97,6,1.46,8,1.95,4,0.97,8,1.95,39007
39,8,355,59,16.62,47,13.24,34,9.58,34,9.58,53,14.93,16,4.51,16,4.51,18,5.07,27,7.61,15,4.23,6,1.69,8,2.25,7,1.97,6,1.69,9,2.54,39008
39,9,471,70,14.86,55,11.68,58,12.31,49,10.4,77,16.35,20,4.25,18,3.82,24,5.1,26,5.52,21,4.46,7,1.49,11,2.34,11,2.34,8,1.7,16,3.4,39009
39,10,372,57,15.32,47,12.63,41,11.02,39,10.48,48,12.9,16,4.3,18,4.84,16,4.3,24,6.45,17,4.57,9,2.42,7,1.88,15,4.03,5,1.34,13,3.49,39010
39,11,519,79,15.22,58,11.18,53,10.21,49,9.44,87,16.76,27,5.2,18,3.47,32,6.17,33,6.36,26,5.01,7,1.35,16,3.08,12,2.31,9,1.73,13,2.5,39011
39,12,193,42,21.76,30,15.54,23,11.92,24,12.44,24,12.44,3,1.55,6,3.11,9,4.66,5,2.59,8,4.15,4,2.07,2,1.04,9,4.66,2,1.04,2,1.04,39012
39,13,164,36,21.95,24,14.63,21,12.8,26,15.85,24,14.63,2,1.22,8,4.88,6,3.66,3,1.83,2,1.22,1,0.61,1,0.61,7,4.27,1,0.61,2,1.22,39013
39,14,361,63,17.45,46,12.74,39,10.8,45,12.47,46,12.74,15,4.16,20,5.54,10,2.77,18,4.99,18,4.99,4,1.11,9,2.49,13,3.6,6,1.66,9,2.49,39014
39,16,331,46,13.9,38,11.48,38,11.48,37,11.18,41,12.39,15,4.53,15,4.53,12,3.63,19,5.74,11,3.32,9,2.72,12,3.63,15,4.53,11,3.32,12,3.63,39016
39,17,295,48,16.27,35,11.86,34,11.53,36,12.2,38,12.88,15,5.08,18,6.1,13,4.41,17,5.76,14,4.75,5,1.69,3,1.02,10,3.39,1,0.34,8,2.71,39017
39,18,551,85,15.43,63,11.43,62,11.25,59,10.71,70,12.7,27,4.9,35,6.35,28,5.08,40,7.26,28,5.08,12,2.18,4,0.73,18,3.27,8,1.45,12,2.18,39018
39,19,372,55,14.78,45,12.1,38,10.22,33,8.87,49,13.17,21,5.65,19,5.11,22,5.91,24,6.45,20,5.38,9,2.42,8,2.15,11,2.96,7,1.88,11,2.96,39019
39,21,312,53,16.99,41,13.14,40,12.82,40,12.82,51,16.35,8,2.56,7,2.24,11,3.53,13,4.17,8,2.56,5,1.6,6,1.92,10,3.21,6,1.92,13,4.17,39021
39,22,187,36,19.25,25,13.37,23,12.3,27,14.44,25,13.37,9,4.81,9,4.81,6,3.21,6,3.21,5,2.67,2,1.07,2,1.07,5,2.67,2,1.07,5,2.67,39022
39,24,213,41,19.25,24,11.27,22,10.33,24,11.27,35,16.43,6,2.82,8,3.76,10,4.69,13,6.1,6,2.82,4,1.88,5,2.35,6,2.82,6,2.82,3,1.41,39024
39,25,53,10,18.87,7,13.21,6,11.32,7,13.21,9,16.98,1,1.89,2,3.77,1,1.89,3,5.66,1,1.89,1,1.89,0,0.0,1,1.89,1,1.89,3,5.66,39025
39,30,340,66,19.41,43,12.65,41,12.06,47,13.82,49,14.41,7,2.06,14,4.12,10,2.94,11,3.24,9,2.65,7,2.06,6,1.76,17,5.0,4,1.18,9,2.65,39030
39,31,221,41,18.55,19,8.6,22,9.95,18,8.14,22,9.95,14,6.33,15,6.79,17,7.69,14,6.33,12,5.43,4,1.81,3,1.36,8,3.62,4,1.81,8,3.62,39031
39,33,462,73,15.8,66,14.29,60,12.99,59,12.77,65,14.07,20,4.33,20,4.33,17,3.68,24,5.19,24,5.19,8,1.73,7,1.52,9,1.95,3,0.65,7,1.52,39033
39,35,423,66,15.6,52,12.29,46,10.87,46,10.87,53,12.53,27,6.38,23,5.44,22,5.2,32,7.57,23,5.44,4,0.95,7,1.65,8,1.89,6,1.42,8,1.89,39035
39,39,187,28,14.97,23,12.3,31,16.58,20,10.7,36,19.25,6,3.21,3,1.6,9,4.81,8,4.28,7,3.74,2,1.07,3,1.6,6,3.21,2,1.07,3,1.6,39039
39,41,85,14,16.47,14,16.47,13,15.29,11,12.94,13,15.29,4,4.71,3,3.53,3,3.53,5,5.88,1,1.18,0,0.0,1,1.18,1,1.18,1,1.18,1,1.18,39041
39,43,312,49,15.71,36,11.54,33,10.58,32,10.26,42,13.46,21,6.73,19,6.09,19,6.09,19,6.09,19,6.09,5,1.6,3,0.96,11,3.53,1,0.32,3,0.96,39043
39,44,374,69,18.45,40,10.7,34,9.09,42,11.23,44,11.76,17,4.55,27,7.22,23,6.15,23,6.15,18,4.81,5,1.34,8,2.14,12,3.21,3,0.8,9,2.41,39044
39,45,434,67,15.44,53,12.21,49,11.29,55,12.67,53,12.21,24,5.53,27,6.22,24,5.53,29,6.68,22,5.07,3,0.69,5,1.15,12,2.76,4,0.92,7,1.61,39045
39,46,327,60,18.35,43,13.15,38,11.62,37,11.31,46,14.07,12,3.67,14,4.28,12,3.67,16,4.89,10,3.06,7,2.14,9,2.75,8,2.45,4,1.22,11,3.36,39046
39,48,267,56,20.97,30,11.24,31,11.61,30,11.24,27,10.11,16,5.99,13,4.87,6,2.25,14,5.24,11,4.12,3,1.12,7,2.62,12,4.49,3,1.12,8,3.0,39048
39,49,251,38,15.14,36,14.34,33,13.15,31,12.35,37,14.74,12,4.78,10,3.98,10,3.98,14,5.58,11,4.38,3,1.2,4,1.59,3,1.2,5,1.99,4,1.59,39049
40,1,302,55,18.21,41,13.58,43,14.24,40,13.25,45,14.9,10,3.31,13,4.3,8,2.65,17,5.63,6,1.99,3,0.99,4,1.32,8,2.65,2,0.66,7,2.32,40001
40,2,257,32,12.45,25,9.73,31,12.06,23,8.95,33,12.84,10,3.89,9,3.5,14,5.45,26,10.12,10,3.89,9,3.5,10,3.89,9,3.5,6,2.33,10,3.89,40002
40,5,300,44,14.67,32,10.67,33,11.0,36,12.0,39,13.0,19,6.33,13,4.33,16,5.33,18,6.0,13,4.33,6,2.0,9,3.0,10,3.33,5,1.67,7,2.33,40005
40,6,275,43,15.64,29,10.55,30,10.91,27,9.82,29,10.55,21,7.64,15,5.45,20,7.27,20,7.27,16,5.82,5,1.82,4,1.45,6,2.18,4,1.45,6,2.18,40006
40,10,478,75,15.69,52,10.88,58,12.13,53,11.09,56,11.72,24,5.02,19,3.97,25,5.23,34,7.11,24,5.02,14,2.93,12,2.51,11,2.3,7,1.46,14,2.93,40010
40,14,295,49,16.61,31,10.51,37,12.54,37,12.54,37,12.54,13,4.41,12,4.07,13,4.41,23,7.8,14,4.75,3,1.02,8,2.71,7,2.37,4,1.36,7,2.37,40014
40,17,185,30,16.22,23,12.43,19,10.27,18,9.73,21,11.35,12,6.49,10,5.41,9,4.86,15,8.11,10,5.41,1,0.54,5,2.7,5,2.7,3,1.62,4,2.16,40017
40,19,291,52,17.87,41,14.09,43,14.78,42,14.43,48,16.49,10,3.44,9,3.09,8,2.75,11,3.78,9,3.09,4,1.37,3,1.03,5,1.72,4,1.37,2,0.69,40019
40,20,287,52,18.12,34,11.85,35,12.2,38,13.24,38,13.24,13,4.53,13,4.53,11,3.83,21,7.32,12,4.18,3,1.05,3,1.05,7,2.44,4,1.39,3,1.05,40020
40,21,428,61,14.25,46,10.75,50,11.68,48,11.21,54,12.62,27,6.31,19,4.44,24,5.61,32,7.48,18,4.21,9,2.1,7,1.64,11,2.57,8,1.87,14,3.27,40021
40,23,359,55,15.32,50,13.93,44,12.26,46,12.81,49,13.65,17,4.74,16,4.46,18,5.01,18,5.01,17,4.74,2,0.56,5,1.39,8,2.23,4,1.11,10,2.79,40023
40,24,265,35,13.21,37,13.96,32,12.08,33,12.45,37,13.96,15,5.66,9,3.4,9,3.4,24,9.06,12,4.53,3,1.13,5,1.89,4,1.51,7,2.64,3,1.13,40024
40,25,342,53,15.5,35,10.23,40,11.7,31,9.06,40,11.7,19,5.56,18,5.26,17,4.97,29,8.48,18,5.26,9,2.63,10,2.92,10,2.92,5,1.46,8,2.34,40025
40,29,447,62,13.87,58,12.98,59,13.2,51,11.41,71,15.88,23,5.15,18,4.03,23,5.15,34,7.61,21,4.7,7,1.57,4,0.89,6,1.34,4,0.89,6,1.34,40029
40,30,489,72,14.72,65,13.29,62,12.68,53,10.84,70,14.31,24,4.91,16,3.27,18,3.68,37,7.57,24,4.91,8,1.64,8,1.64,7,1.43,8,1.64,17,3.48,40030
40,31,352,52,14.77,35,9.94,43,12.22,35,9.94,51,14.49,18,5.11,16,4.55,20,5.68,40,11.36,19,5.4,6,1.7,2,0.57,7,1.99,3,0.85,5,1.42,40031
40,32,212,33,15.57,27,12.74,23,10.85,23,10.85,30,14.15,11,5.19,7,3.3,6,2.83,21,9.91,7,3.3,3,1.42,6,2.83,4,1.89,5,2.36,6,2.83,40032
40,34,235,43,18.3,34,14.47,33,14.04,31,13.19,36,15.32,6,2.55,12,5.11,7,2.98,15,6.38,5,2.13,2,0.85,5,2.13,4,1.7,2,0.85,0,0.0,40034
40,36,397,63,15.87,54,13.6,53,13.35,52,13.1,54,13.6,15,3.78,12,3.02,19,4.79,31,7.81,16,4.03,3,0.76,6,1.51,8,2.02,5,1.26,6,1.51,40036
40,38,237,37,15.61,31,13.08,29,12.24,27,11.39,29,12.24,10,4.22,11,4.64,8,3.38,19,8.02,14,5.91,4,1.69,4,1.69,6,2.53,2,0.84,6,2.53,40038
40,40,266,47,17.67,31,11.65,36,13.53,31,11.65,32,12.03,14,5.26,11,4.14,11,4.14,15,5.64,18,6.77,3,1.13,2,0.75,7,2.63,4,1.5,4,1.5,40040
40,44,296,43,14.53,35,11.82,38,12.84,36,12.16,40,13.51,9,3.04,14,4.73,15,5.07,21,7.09,17,5.74,3,1.01,5,1.69,6,2.03,7,2.36,7,2.36,40044
41,13,467,60,12.85,52,11.13,57,12.21,45,9.64,67,14.35,26,5.57,25,5.35,30,6.42,34,7.28,22,4.71,8,1.71,9,1.93,9,1.93,15,3.21,8,1.71,41013
41,25,258,33,12.79,39,15.12,40,15.5,24,9.3,41,15.89,6,2.33,4,1.55,13,5.04,12,4.65,10,3.88,6,2.33,4,1.55,6,2.33,10,3.88,10,3.88,41025
41,26,214,30,14.02,20,9.35,26,12.15,13,6.07,32,14.95,4,1.87,6,2.8,13,6.07,11,5.14,6,2.8,7,3.27,9,4.21,14,6.54,11,5.14,12,5.61,41026
41,27,254,41,16.14,35,13.78,39,15.35,28,11.02,39,15.35,9,3.54,6,2.36,11,4.33,15,5.91,8,3.15,3,1.18,3,1.18,3,1.18,4,1.57,10,3.94,41027
