ward,precinct,total,NANCY A. DONAHOE,NANCY A. DONAHOE Percent,LAWRENCE A. SCORDINO,LAWRENCE A. SCORDINO Percent,ROBERT RONALD TEPPER,ROBERT RONALD TEPPER Percent,"P. SCOTT NEVILLE, JR.","P. SCOTT NEVILLE, JR. Percent",DEBORAH JEAN GUBIN,DEBORAH JEAN GUBIN Percent,JOHN JOSEPH DOWNEY,JOHN JOSEPH DOWNEY Percent,precinct_id
19,54,139,43,30.94,10,7.19,2,1.44,48,34.53,6,4.32,30,21.58,19054
19,55,169,62,36.69,9,5.33,7,4.14,53,31.36,7,4.14,31,18.34,19055
19,56,201,57,28.36,6,2.99,11,5.47,90,44.78,21,10.45,16,7.96,19056
19,57,196,52,26.53,4,2.04,14,7.14,80,40.82,26,13.27,20,10.2,19057
19,58,182,68,37.36,18,9.89,2,1.1,62,34.07,5,2.75,27,14.84,19058
19,59,244,57,23.36,9,3.69,3,1.23,131,53.69,8,3.28,36,14.75,19059
19,60,144,27,18.75,5,3.47,8,5.56,68,47.22,18,12.5,18,12.5,19060
19,61,253,66,26.09,5,1.98,3,1.19,117,46.25,26,10.28,36,14.23,19061
19,62,220,76,34.55,9,4.09,5,2.27,85,38.64,14,6.36,31,14.09,19062
19,63,131,29,22.14,4,3.05,6,4.58,50,38.17,9,6.87,33,25.19,19063
19,64,259,62,23.94,5,1.93,11,4.25,117,45.17,35,13.51,29,11.2,19064
19,65,209,71,33.97,7,3.35,7,3.35,54,25.84,25,11.96,45,21.53,19065
20,1,127,30,23.62,5,3.94,4,3.15,60,47.24,17,13.39,11,8.66,20001
20,2,96,21,21.88,3,3.13,13,13.54,33,34.38,15,15.63,11,11.46,20002
20,3,122,27,22.13,3,2.46,7,5.74,52,42.62,17,13.93,16,13.11,20003
20,4,121,13,10.74,5,4.13,8,6.61,74,61.16,9,7.44,12,9.92,20004
20,5,72,20,27.78,6,8.33,5,6.94,20,27.78,10,13.89,11,15.28,20005
20,6,117,32,27.35,4,3.42,8,6.84,41,35.04,14,11.97,18,15.38,20006
20,7,68,15,22.06,9,13.24,8,11.76,21,30.88,7,10.29,8,11.76,20007
20,8,84,13,15.48,2,2.38,7,8.33,42,50.0,12,14.29,8,9.52,20008
20,9,117,26,22.22,7,5.98,4,3.42,60,51.28,11,9.4,9,7.69,20009
20,10,134,37,27.61,8,5.97,9,6.72,52,38.81,21,15.67,7,5.22,20010
20,11,70,17,24.29,5,7.14,5,7.14,20,28.57,11,15.71,12,17.14,20011
20,12,93,20,21.51,3,3.23,11,11.83,45,48.39,9,9.68,5,5.38,20012
20,13,48,17,35.42,3,6.25,3,6.25,20,41.67,2,4.17,3,6.25,20013
20,14,189,45,23.81,5,2.65,14,7.41,87,46.03,16,8.47,22,11.64,20014
20,15,80,15,18.75,1,1.25,10,12.5,42,52.5,7,8.75,5,6.25,20015
20,16,66,14,21.21,0,0.0,10,15.15,20,30.3,9,13.64,13,19.7,20016
20,17,90,22,24.44,2,2.22,3,3.33,38,42.22,12,13.33,13,14.44,20017
20,18,135,40,29.63,4,2.96,8,5.93,56,41.48,16,11.85,11,8.15,20018
20,19,88,14,15.91,1,1.14,8,9.09,40,45.45,15,17.05,10,11.36,20019
20,20,88,27,30.68,2,2.27,11,12.5,23,26.14,13,14.77,12,13.64,20020
20,21,85,15,17.65,3,3.53,9,10.59,39,45.88,8,9.41,11,12.94,20021
20,22,94,21,22.34,4,4.26,4,4.26,48,51.06,10,10.64,7,7.45,20022
20,23,104,16,15.38,3,2.88,7,6.73,51,49.04,18,17.31,9,8.65,20023
20,24,109,20,18.35,3,2.75,6,5.5,45,41.28,17,15.6,18,16.51,20024
20,25,83,11,13.25,4,4.82,5,6.02,46,55.42,10,12.05,7,8.43,20025
20,26,158,31,19.62,1,0.63,14,8.86,59,37.34,32,20.25,21,13.29,20026
20,27,42,6,14.29,4,9.52,5,11.9,17,40.48,6,14.29,4,9.52,20027
20,28,118,17,14.41,5,4.24,8,6.78,72,61.02,10,8.47,6,5.08,20028
20,29,87,22,25.29,2,2.3,10,11.49,26,29.89,10,11.49,17,19.54,20029
20,30,122,18,14.75,3,2.46,11,9.02,64,52.46,16,13.11,10,8.2,20030
20,31,75,13,17.33,1,1.33,5,6.67,34,45.33,13,17.33,9,12.0,20031
20,32,165,33,20.0,7,4.24,7,4.24,73,44.24,25,15.15,20,12.12,20032
20,33,107,18,16.82,5,4.67,4,3.74,58,54.21,9,8.41,13,12.15,20033
20,34,148,32,21.62,5,3.38,9,6.08,55,37.16,29,19.59,18,12.16,20034
20,35,57,9,15.79,3,5.26,5,8.77,26,45.61,6,10.53,8,14.04,20035
20,36,98,19,19.39,2,2.04,3,3.06,39,39.8,22,22.45,13,13.27,20036
20,37,81,16,19.75,2,2.47,8,9.88,37,45.68,11,13.58,7,8.64,20037
20,38,165,40,24.24,4,2.42,15,9.09,55,33.33,19,11.52,32,19.39,20038
20,39,90,22,24.44,2,2.22,6,6.67,39,43.33,11,12.22,10,11.11,20039
20,40,85,14,16.47,3,3.53,7,8.24,32,37.65,16,18.82,13,15.29,20040
20,41,17,2,11.76,0,0.0,0,0.0,10,58.82,3,17.65,2,11.76,20041
20,42,31,5,16.13,1,3.23,3,9.68,14,45.16,6,19.35,2,6.45,20042
20,43,167,29,17.37,4,2.4,22,13.17,71,42.51,23,13.77,18,10.78,20043
20,44,128,16,12.5,4,3.13,8,6.25,71,55.47,11,8.59,18,14.06,20044
20,45,31,7,22.58,1,3.23,1,3.23,15,48.39,2,6.45,5,16.13,20045
20,46,59,12,20.34,1,1.69,5,8.47,24,40.68,5,8.47,12,20.34,20046
20,47,77,10,12.99,1,1.3,7,9.09,41,53.25,11,14.29,7,9.09,20047
20,48,63,8,12.7,2,3.17,5,7.94,37,58.73,8,12.7,3,4.76,20048
20,49,98,16,16.33,7,7.14,8,8.16,43,43.88,14,14.29,10,10.2,20049
20,50,85,19,22.35,5,5.88,8,9.41,23,27.06,13,15.29,17,20.0,20050
20,51,108,14,12.96,4,3.7,6,5.56,68,62.96,6,5.56,10,9.26,20051
20,52,30,8,26.67,2,6.67,1,3.33,11,36.67,3,10.0,5,16.67,20052
21,1,210,41,19.52,7,3.33,18,8.57,98,46.67,28,13.33,18,8.57,21001
21,2,77,17,22.08,5,6.49,3,3.9,35,45.45,6,7.79,11,14.29,21002
21,3,216,41,18.98,10,4.63,16,7.41,104,48.15,24,11.11,21,9.72,21003
21,4,188,38,20.21,6,3.19,7,3.72,90,47.87,25,13.3,22,11.7,21004
21,5,134,38,28.36,3,2.24,10,7.46,54,40.3,19,14.18,10,7.46,21005
21,6,119,30,25.21,5,4.2,3,2.52,52,43.7,18,15.13,11,9.24,21006
21,7,163,31,19.02,5,3.07,14,8.59,82,50.31,15,9.2,16,9.82,21007
21,8,130,21,16.15,4,3.08,7,5.38,53,40.77,32,24.62,13,10.0,21008
21,9,123,23,18.7,5,4.07,8,6.5,52,42.28,27,21.95,8,6.5,21009
21,10,95,18,18.95,0,0.0,10,10.53,55,57.89,7,7.37,5,5.26,21010
21,11,150,25,16.67,1,0.67,8,5.33,84,56.0,21,14.0,11,7.33,21011
21,12,151,34,22.52,3,1.99,8,5.3,71,47.02,20,13.25,15,9.93,21012
21,13,84,25,29.76,1,1.19,5,5.95,34,40.48,9,10.71,10,11.9,21013
21,14,147,34,23.13,6,4.08,16,10.88,64,43.54,19,12.93,8,5.44,21014
21,15,87,20,22.99,1,1.15,6,6.9,45,51.72,10,11.49,5,5.75,21015
21,16,45,6,13.33,2,4.44,3,6.67,22,48.89,6,13.33,6,13.33,21016
21,17,83,11,13.25,2,2.41,3,3.61,44,53.01,14,16.87,9,10.84,21017
21,18,147,26,17.69,3,2.04,13,8.84,81,55.1,13,8.84,11,7.48,21018
21,19,115,23,20.0,3,2.61,6,5.22,54,46.96,15,13.04,14,12.17,21019
21,20,17,1,5.88,1,5.88,1,5.88,14,82.35,0,0.0,0,0.0,21020
21,21,144,21,14.58,7,4.86,7,4.86,79,54.86,17,11.81,13,9.03,21021
21,22,165,23,13.94,3,1.82,9,5.45,105,63.64,15,9.09,10,6.06,21022
21,23,111,25,22.52,1,0.9,9,8.11,52,46.85,11,9.91,13,11.71,21023
21,24,172,39,22.67,3,1.74,15,8.72,82,47.67,20,11.63,13,7.56,21024
21,25,132,27,20.45,1,0.76,9,6.82,59,44.7,13,9.85,23,17.42,21025
21,26,119,31,26.05,6,5.04,6,5.04,43,36.13,17,14.29,16,13.45,21026
21,27,187,35,18.72,5,2.67,10,5.35,87,46.52,28,14.97,22,11.76,21027
21,28,96,22,22.92,3,3.13,5,5.21,40,41.67,14,14.58,12,12.5,21028
21,29,92,16,17.39,4,4.35,6,6.52,45,48.91,17,18.48,4,4.35,21029
21,30,88,18,20.45,2,2.27,7,7.95,46,52.27,8,9.09,7,7.95,21030
21,31,196,46,23.47,3,1.53,10,5.1,98,50.0,22,11.22,17,8.67,21031
21,32,76,10,13.16,2,2.63,9,11.84,43,56.58,8,10.53,4,5.26,21032
21,33,164,28,17.07,3,1.83,8,4.88,88,53.66,16,9.76,21,12.8,21033
21,34,146,34,23.29,5,3.42,9,6.16,72,49.32,19,13.01,7,4.79,21034
21,35,101,23,22.77,2,1.98,9,8.91,33,32.67,20,19.8,14,13.86,21035
21,36,163,29,17.79,2,1.23,10,6.13,98,60.12,12,7.36,12,7.36,21036
21,37,86,23,26.74,3,3.49,9,10.47,24,27.91,8,9.3,19,22.09,21037
21,38,164,18,10.98,4,2.44,10,6.1,93,56.71,21,12.8,18,10.98,21038
21,39,104,25,24.04,1,0.96,10,9.62,50,48.08,12,11.54,6,5.77,21039
21,40,168,25,14.88,2,1.19,10,5.95,105,62.5,17,10.12,9,5.36,21040
21,41,94,25,26.6,3,3.19,9,9.57,35,37.23,13,13.83,9,9.57,21041
21,42,174,25,14.37,3,1.72,16,9.2,92,52.87,21,12.07,17,9.77,21042
21,43,107,25,23.36,3,2.8,12,11.21,34,31.78,18,16.82,15,14.02,21043
21,44,136,19,13.97,0,0.0,13,9.56,66,48.53,19,13.97,19,13.97,21044
21,45,128,17,13.28,5,3.91,4,3.13,82,64.06,13,10.16,7,5.47,21045
21,46,117,15,12.82,4,3.42,8,6.84,55,47.01,20,17.09,15,12.82,21046
21,47,211,40,18.96,6,2.84,19,9.0,107,50.71,24,11.37,15,7.11,21047
21,48,180,37,20.56,7,3.89,17,9.44,75,41.67,29,16.11,15,8.33,21048
21,49,186,42,22.58,6,3.23,9,4.84,80,43.01,26,13.98,23,12.37,21049
21,50,121,16,13.22,3,2.48,6,4.96,76,62.81,8,6.61,12,9.92,21050
21,51,162,27,16.67,2,1.23,13,8.02,78,48.15,23,14.2,19,11.73,21051
21,52,168,27,16.07,1,0.6,7,4.17,109,64.88,14,8.33,10,5.95,21052
21,53,141,26,18.44,5,3.55,9,6.38,77,54.61,14,9.93,10,7.09,21053
21,54,170,25,14.71,3,1.76,13,7.65,95,55.88,18,10.59,16,9.41,21054
21,55,146,25,17.12,4,2.74,14,9.59,84,57.53,12,8.22,7,4.79,21055
21,56,70,11,15.71,1,1.43,4,5.71,38,54.29,8,11.43,8,11.43,21056
21,57,76,15,19.74,3,3.95,7,9.21,35,46.05,9,11.84,7,9.21,21057
21,58,99,13,13.13,2,2.02,9,9.09,58,58.59,9,9.09,8,8.08,21058
21,59,186,35,18.82,5,2.69,9,4.84,97,52.15,24,12.9,16,8.6,21059
21,60,147,23,15.65,4,2.72,14,9.52,72,48.98,20,13.61,14,9.52,21060
21,61,181,40,22.1,6,3.31,12,6.63,73,40.33,28,15.47,22,12.15,21061
21,62,147,27,18.37,3,2.04,10,6.8,74,50.34,16,10.88,17,11.56,21062
21,63,143,24,16.78,8,5.59,8,5.59,64,44.76,25,17.48,14,9.79,21063
21,64,101,23,22.77,1,0.99,6,5.94,39,38.61,16,15.84,16,15.84,21064
21,65,149,12,8.05,2,1.34,8,5.37,92,61.74,19,12.75,16,10.74,21065
21,66,129,19,14.73,2,1.55,6,4.65,84,65.12,10,7.75,8,6.2,21066
21,67,106,18,16.98,1,0.94,7,6.6,55,51.89,11,10.38,14,13.21,21067
21,68,74,8,10.81,4,5.41,5,6.76,39,52.7,14,18.92,4,5.41,21068
21,69,99,14,14.14,2,2.02,7,7.07,54,54.55,15,15.15,7,7.07,21069
21,70,103,16,15.53,0,0.0,10,9.71,51,49.51,12,11.65,14,13.59,21070
22,1,60,15,25.0,0,0.0,9,15.0,11,18.33,12,20.0,13,21.67,22001
22,2,122,39,31.97,22,18.03,12,9.84,13,10.66,16,13.11,20,16.39,22002
22,3,134,54,40.3,14,10.45,12,8.96,13,9.7,12,8.96,29,21.64,22003
22,4,121,52,42.98,16,13.22,12,9.92,15,12.4,10,8.26,16,13.22,22004
22,5,189,70,37.04,11,5.82,13,6.88,29,15.34,29,15.34,37,19.58,22005
22,6,135,40,29.63,8,5.93,13,9.63,46,34.07,12,8.89,16,11.85,22006
22,7,104,16,15.38,1,0.96,8,7.69,54,51.92,13,12.5,12,11.54,22007
22,8,149,43,28.86,2,1.34,13,8.72,60,40.27,18,12.08,13,8.72,22008
22,9,168,56,33.33,8,4.76,23,13.69,43,25.6,13,7.74,25,14.88,22009
22,10,191,73,38.22,19,9.95,24,12.57,31,16.23,17,8.9,27,14.14,22010
22,11,132,47,35.61,19,14.39,17,12.88,18,13.64,15,11.36,16,12.12,22011
22,12,98,17,17.35,4,4.08,7,7.14,51,52.04,13,13.27,6,6.12,22012
22,13,111,46,41.44,12,10.81,10,9.01,15,13.51,13,11.71,15,13.51,22013
22,14,74,27,36.49,6,8.11,4,5.41,17,22.97,7,9.46,13,17.57,22014
22,15,114,30,26.32,6,5.26,10,8.77,32,28.07,14,12.28,22,19.3,22015
22,16,137,55,40.15,11,8.03,14,10.22,26,18.98,14,10.22,17,12.41,22016
22,17,151,59,39.07,12,7.95,11,7.28,26,17.22,18,11.92,25,16.56,22017
22,18,103,49,47.57,9,8.74,8,7.77,14,13.59,14,13.59,9,8.74,22018
22,19,82,30,36.59,3,3.66,4,4.88,16,19.51,19,23.17,10,12.2,22019
22,20,89,28,31.46,3,3.37,3,3.37,29,32.58,16,17.98,10,11.24,22020
22,21,176,48,27.27,3,1.7,11,6.25,67,38.07,23,13.07,24,13.64,22021
22,22,64,12,18.75,2,3.13,21,32.81,11,17.19,10,15.63,8,12.5,22022
22,23,136,48,35.29,8,5.88,17,12.5,23,16.91,15,11.03,25,18.38,22023
22,24,138,56,40.58,18,13.04,8,5.8,18,13.04,18,13.04,20,14.49,22024
22,25,142,54,38.03,16,11.27,12,8.45,27,19.01,14,9.86,19,13.38,22025
22,26,80,28,35.0,12,15.0,8,10.0,10,12.5,5,6.25,17,21.25,22026
22,27,169,63,37.28,22,13.02,12,7.1,24,14.2,17,10.06,31,18.34,22027
22,28,127,31,24.41,3,2.36,7,5.51,49,38.58,15,11.81,22,17.32,22028
22,29,62,24,38.71,6,9.68,4,6.45,12,19.35,5,8.06,11,17.74,22029
23,1,165,41,24.85,23,13.94,9,5.45,69,41.82,4,2.42,19,11.52,23001
23,2,241,35,14.52,12,4.98,8,3.32,155,64.32,16,6.64,15,6.22,23002
23,3,152,47,30.92,20,13.16,11,7.24,43,28.29,13,8.55,18,11.84,23003
23,4,141,38,26.95,7,4.96,4,2.84,57,40.43,12,8.51,23,16.31,23004
23,5,125,43,34.4,15,12.0,7,5.6,25,20.0,18,14.4,17,13.6,23005
23,6,183,42,22.95,14,7.65,5,2.73,83,45.36,15,8.2,24,13.11,23006
23,7,82,32,39.02,13,15.85,11,13.41,13,15.85,7,8.54,6,7.32,23007
23,8,139,53,38.13,16,11.51,8,5.76,31,22.3,14,10.07,17,12.23,23008
23,9,82,32,39.02,3,3.66,4,4.88,22,26.83,9,10.98,12,14.63,23009
23,10,198,44,22.22,20,10.1,8,4.04,89,44.95,12,6.06,25,12.63,23010
23,11,189,56,29.63,13,6.88,8,4.23,76,40.21,12,6.35,24,12.7,23011
23,12,104,13,12.5,6,5.77,8,7.69,54,51.92,7,6.73,16,15.38,23012
23,13,229,62,27.07,19,8.3,9,3.93,103,44.98,14,6.11,22,9.61,23013
23,14,159,35,22.01,11,6.92,13,8.18,83,52.2,6,3.77,11,6.92,23014
23,15,165,40,24.24,22,13.33,9,5.45,65,39.39,7,4.24,22,13.33,23015
23,16,164,43,26.22,17,10.37,3,1.83,71,43.29,15,9.15,15,9.15,23016
23,17,193,46,23.83,14,7.25,7,3.63,72,37.31,27,13.99,27,13.99,23017
23,18,142,31,21.83,13,9.15,8,5.63,57,40.14,15,10.56,18,12.68,23018
23,19,181,36,19.89,18,9.94,4,2.21,84,46.41,15,8.29,24,13.26,23019
23,20,153,45,29.41,9,5.88,9,5.88,60,39.22,16,10.46,14,9.15,23020
23,21,121,27,22.31,13,10.74,6,4.96,50,41.32,8,6.61,17,14.05,23021
23,22,101,33,32.67,9,8.91,5,4.95,22,21.78,13,12.87,19,18.81,23022
23,23,115,30,26.09,13,11.3,9,7.83,41,35.65,7,6.09,15,13.04,23023
23,24,86,36,41.86,15,17.44,3,3.49,13,15.12,7,8.14,12,13.95,23024
23,25,120,29,24.17,8,6.67,4,3.33,56,46.67,9,7.5,14,11.67,23025
23,26,169,54,31.95,15,8.88,4,2.37,53,31.36,12,7.1,31,18.34,23026
23,27,100,23,23.0,12,12.0,5,5.0,33,33.0,11,11.0,16,16.0,23027
23,28,151,51,33.77,11,7.28,11,7.28,33,21.85,19,12.58,26,17.22,23028
23,29,108,41,37.96,8,7.41,8,7.41,25,23.15,9,8.33,17,15.74,23029
23,30,180,60,33.33,14,7.78,6,3.33,74,41.11,9,5.0,17,9.44,23030
23,31,148,23,15.54,7,4.73,5,3.38,82,55.41,15,10.14,16,10.81,23031
23,32,172,47,27.33,17,9.88,16,9.3,55,31.98,16,9.3,21,12.21,23032
23,33,232,54,23.28,19,8.19,8,3.45,114,49.14,18,7.76,19,8.19,23033
23,34,114,34,29.82,12,10.53,6,5.26,23,20.18,14,12.28,25,21.93,23034
23,35,100,32,32.0,2,2.0,8,8.0,34,34.0,12,12.0,12,12.0,23035
23,36,170,35,20.59,17,10.0,6,3.53,79,46.47,11,6.47,22,12.94,23036
23,37,95,20,21.05,0,0.0,4,4.21,39,41.05,12,12.63,20,21.05,23037
23,38,161,44,27.33,16,9.94,6,3.73,77,47.83,10,6.21,8,4.97,23038
23,39,156,36,23.08,12,7.69,7,4.49,73,46.79,8,5.13,20,12.82,23039
23,40,164,37,22.56,12,7.32,5,3.05,81,49.39,10,6.1,19,11.59,23040
23,41,118,39,33.05,9,7.63,5,4.24,39,33.05,9,7.63,17,14.41,23041
23,42,133,40,30.08,6,4.51,10,7.52,47,35.34,15,11.28,15,11.28,23042
23,43,182,31,17.03,15,8.24,9,4.95,77,42.31,21,11.54,29,15.93,23043
23,44,186,39,20.97,17,9.14,7,3.76,76,40.86,21,11.29,26,13.98,23044
23,45,165,46,27.88,20,12.12,6,3.64,65,39.39,14,8.48,14,8.48,23045
23,46,143,32,22.38,13,9.09,9,6.29,56,39.16,11,7.69,22,15.38,23046
23,47,202,59,29.21,22,10.89,7,3.47,64,31.68,25,12.38,25,12.38,23047
23,48,139,40,28.78,13,9.35,7,5.04,49,35.25,12,8.63,18,12.95,23048
23,49,116,32,27.59,13,11.21,2,1.72,44,37.93,7,6.03,18,15.52,23049
23,50,115,24,20.87,9,7.83,3,2.61,56,48.7,11,9.57,12,10.43,23050
23,51,178,40,22.47,15,8.43,10,5.62,76,42.7,15,8.43,22,12.36,23051
23,52,181,31,17.13,13,7.18,12,6.63,96,53.04,13,7.18,16,8.84,23052
23,53,130,30,23.08,9,6.92,6,4.62,63,48.46,10,7.69,12,9.23,23053
23,54,192,52,27.08,13,6.77,7,3.65,79,41.15,14,7.29,27,14.06,23054
23,55,226,41,18.14,11,4.87,7,3.1,131,57.96,18,7.96,18,7.96,23055
23,56,138,36,26.09,11,7.97,6,4.35,51,36.96,13,9.42,21,15.22,23056
23,57,142,42,29.58,14,9.86,6,4.23,53,37.32,11,7.75,16,11.27,23057
23,58,253,61,24.11,20,7.91,10,3.95,109,43.08,24,9.49,29,11.46,23058
23,59,117,25,21.37,9,7.69,10,8.55,51,43.59,9,7.69,13,11.11,23059
23,60,164,36,21.95,17,10.37,7,4.27,57,34.76,21,12.8,26,15.85,23060
23,61,153,39,25.49,11,7.19,4,2.61,73,47.71,9,5.88,17,11.11,23061
23,62,150,43,28.67,9,6.0,3,2.0,67,44.67,9,6.0,19,12.67,23062
24,1,98,21,21.43,3,3.06,8,8.16,45,45.92,11,11.22,10,10.2,24001
24,2,107,18,16.82,3,2.8,8,7.48,60,56.07,7,6.54,11,10.28,24002
24,3,86,21,24.42,4,4.65,3,3.49,35,40.7,15,17.44,8,9.3,24003
24,4,101,18,17.82,4,3.96,7,6.93,49,48.51,10,9.9,13,12.87,24004
24,5,98,13,13.27,5,5.1,10,10.2,50,51.02,6,6.12,14,14.29,24005
24,6,129,19,14.73,2,1.55,5,3.88,60,46.51,25,19.38,18,13.95,24006
24,7,100,26,26.0,5,5.0,8,8.0,42,42.0,6,6.0,13,13.0,24007
24,8,118,24,20.34,3,2.54,9,7.63,55,46.61,15,12.71,12,10.17,24008
24,9,124,30,24.19,8,6.45,9,7.26,58,46.77,11,8.87,8,6.45,24009
24,10,103,23,22.33,7,6.8,8,7.77,42,40.78,13,12.62,10,9.71,24010
24,11,60,7,11.67,1,1.67,6,10.0,33,55.0,7,11.67,6,10.0,24011
24,12,69,15,21.74,6,8.7,4,5.8,29,42.03,13,18.84,2,2.9,24012
24,13,81,14,17.28,1,1.23,6,7.41,38,46.91,13,16.05,9,11.11,24013
24,14,123,18,14.63,1,0.81,5,4.07,75,60.98,13,10.57,11,8.94,24014
24,15,98,19,19.39,4,4.08,3,3.06,50,51.02,10,10.2,12,12.24,24015
24,16,87,17,19.54,1,1.15,7,8.05,39,44.83,15,17.24,8,9.2,24016
24,17,101,14,13.86,4,3.96,6,5.94,55,54.46,12,11.88,10,9.9,24017
24,18,68,10,14.71,3,4.41,7,10.29,30,44.12,12,17.65,6,8.82,24018
24,19,67,17,25.37,2,2.99,1,1.49,33,49.25,6,8.96,8,11.94,24019
24,20,98,21,21.43,1,1.02,7,7.14,47,47.96,15,15.31,7,7.14,24020
24,21,75,22,29.33,3,4.0,5,6.67,31,41.33,8,10.67,6,8.0,24021
24,22,111,18,16.22,4,3.6,8,7.21,50,45.05,16,14.41,15,13.51,24022
24,23,87,19,21.84,6,6.9,4,4.6,36,41.38,6,6.9,16,18.39,24023
24,24,72,19,26.39,1,1.39,7,9.72,26,36.11,11,15.28,8,11.11,24024
24,25,90,17,18.89,2,2.22,4,4.44,44,48.89,13,14.44,10,11.11,24025
24,26,116,25,21.55,3,2.59,5,4.31,56,48.28,16,13.79,11,9.48,24026
24,27,71,15,21.13,2,2.82,5,7.04,35,49.3,4,5.63,10,14.08,24027
24,28,116,14,12.07,2,1.72,6,5.17,78,67.24,5,4.31,11,9.48,24028
24,29,97,20,20.62,3,3.09,9,9.28,40,41.24,10,10.31,15,15.46,24029
24,30,100,18,18.0,3,3.0,5,5.0,54,54.0,10,10.0,10,10.0,24030
24,31,90,20,22.22,2,2.22,6,6.67,34,37.78,14,15.56,14,15.56,24031
24,32,98,17,17.35,1,1.02,2,2.04,52,53.06,10,10.2,16,16.33,24032
24,33,79,15,18.99,3,3.8,5,6.33,34,43.04,14,17.72,8,10.13,24033
24,34,95,18,18.95,2,2.11,10,10.53,43,45.26,11,11.58,11,11.58,24034
24,35,116,25,21.55,5,4.31,8,6.9,54,46.55,14,12.07,10,8.62,24035
24,36,105,20,19.05,4,3.81,5,4.76,64,60.95,9,8.57,3,2.86,24036
24,37,115,22,19.13,6,5.22,8,6.96,53,46.09,18,15.65,8,6.96,24037
24,38,114,20,17.54,3,2.63,8,7.02,57,50.0,12,10.53,14,12.28,24038
24,39,86,18,20.93,1,1.16,4,4.65,44,51.16,12,13.95,7,8.14,24039
24,40,172,31,18.02,5,2.91,11,6.4,87,50.58,19,11.05,19,11.05,24040
24,41,101,17,16.83,2,1.98,8,7.92,59,58.42,6,5.94,9,8.91,24041
24,42,92,21,22.83,3,3.26,3,3.26,53,57.61,5,5.43,7,7.61,24042
24,43,87,20,22.99,4,4.6,8,9.2,37,42.53,11,12.64,7,8.05,24043
24,44,48,10,20.83,1,2.08,2,4.17,25,52.08,6,12.5,4,8.33,24044
24,45,119,27,22.69,7,5.88,14,11.76,45,37.82,15,12.61,11,9.24,24045
24,46,104,22,21.15,2,1.92,11,10.58,49,47.12,14,13.46,6,5.77,24046
24,47,92,18,19.57,3,3.26,8,8.7,49,53.26,4,4.35,10,10.87,24047
24,48,23,6,26.09,0,0.0,3,13.04,11,47.83,1,4.35,2,8.7,24048
24,49,92,19,20.65,2,2.17,4,4.35,44,47.83,12,13.04,11,11.96,24049
24,50,116,25,21.55,1,0.86,7,6.03,56,48.28,18,15.52,9,7.76,24050
24,51,143,29,20.28,3,2.1,9,6.29,71,49.65,17,11.89,14,9.79,24051
24,52,102,22,21.57,3,2.94,5,4.9,52,50.98,9,8.82,11,10.78,24052
24,53,90,32,35.56,6,6.67,10,11.11,25,27.78,5,5.56,12,13.33,24053
25,1,83,34,40.96,8,9.64,6,7.23,6,7.23,11,13.25,18,21.69,25001
25,2,124,51,41.13,18,14.52,18,14.52,9,7.26,15,12.1,13,10.48,25002
25,3,54,14,25.93,19,35.19,1,1.85,7,12.96,7,12.96,6,11.11,25003
25,4,121,40,33.06,21,17.36,5,4.13,21,17.36,19,15.7,15,12.4,25004
25,5,110,42,38.18,20,18.18,8,7.27,18,16.36,8,7.27,14,12.73,25005
25,6,97,43,44.33,8,8.25,11,11.34,6,6.19,21,21.65,8,8.25,25006
25,7,75,36,48.0,5,6.67,10,13.33,10,13.33,8,10.67,6,8.0,25007
25,8,80,31,38.75,14,17.5,9,11.25,5,6.25,10,12.5,11,13.75,25008
25,9,146,55,37.67,15,10.27,13,8.9,11,7.53,22,15.07,30,20.55,25009
25,10,37,8,21.62,2,5.41,1,2.7,12,32.43,9,24.32,5,13.51,25010
25,11,154,70,45.45,16,10.39,17,11.04,17,11.04,19,12.34,15,9.74,25011
25,12,68,22,32.35,5,7.35,5,7.35,13,19.12,11,16.18,12,17.65,25012
25,13,86,37,43.02,14,16.28,8,9.3,7,8.14,10,11.63,10,11.63,25013
25,14,76,15,19.74,12,15.79,4,5.26,8,10.53,6,7.89,31,40.79,25014
25,15,92,37,40.22,18,19.57,6,6.52,7,7.61,16,17.39,8,8.7,25015
25,16,37,9,24.32,6,16.22,3,8.11,7,18.92,7,18.92,5,13.51,25016
25,17,92,33,35.87,5,5.43,8,8.7,16,17.39,12,13.04,18,19.57,25017
25,18,62,24,38.71,2,3.23,7,11.29,14,22.58,10,16.13,5,8.06,25018
25,19,101,40,39.6,9,8.91,14,13.86,7,6.93,15,14.85,16,15.84,25019
25,20,114,35,30.7,14,12.28,12,10.53,14,12.28,21,18.42,18,15.79,25020
25,21,54,17,31.48,18,33.33,1,1.85,13,24.07,2,3.7,3,5.56,25021
25,22,81,34,41.98,6,7.41,8,9.88,2,2.47,14,17.28,17,20.99,25022
25,23,87,33,37.93,17,19.54,6,6.9,8,9.2,10,11.49,13,14.94,25023
26,1,57,16,28.07,7,12.28,8,14.04,8,14.04,7,12.28,11,19.3,26001
26,2,80,28,35.0,10,12.5,7,8.75,19,23.75,10,12.5,6,7.5,26002
26,3,60,25,41.67,5,8.33,6,10.0,3,5.0,10,16.67,11,18.33,26003
26,4,123,49,39.84,9,7.32,13,10.57,19,15.45,15,12.2,18,14.63,26004
26,5,71,29,40.85,8,11.27,6,8.45,11,15.49,8,11.27,9,12.68,26005
