ward,precinct,total,DONNA PHELPS FELTON,DONNA PHELPS FELTON Percent,WILLIAM J. FROST,WILLIAM J. FROST Percent,KAREN G. SHIELDS,KAREN G. SHIELDS Percent,CHARLES E. DONEGAN,CHARLES E. DONEGAN Percent,ELLEN L. FLANNIGAN,ELLEN L. FLANNIGAN Percent,RODNEY C. HOWARD,RODNEY C. HOWARD Percent,CAROL J. KENNY,CAROL J. KENNY Percent,precinct_id
13,17,132,74,56.06,10,7.58,6,4.55,9,6.82,19,14.39,5,3.79,9,6.82,13017
13,18,143,76,53.15,8,5.59,11,7.69,9,6.29,23,16.08,6,4.2,10,6.99,13018
13,19,153,87,56.86,12,7.84,13,8.5,5,3.27,19,12.42,2,1.31,15,9.8,13019
13,20,170,78,45.88,11,6.47,14,8.24,17,10.0,25,14.71,6,3.53,19,11.18,13020
13,21,183,136,74.32,5,2.73,11,6.01,3,1.64,16,8.74,1,0.55,11,6.01,13021
13,22,294,192,65.31,13,4.42,23,7.82,16,5.44,35,11.9,0,0.0,15,5.1,13022
13,23,223,182,81.61,9,4.04,5,2.24,6,2.69,13,5.83,1,0.45,7,3.14,13023
13,24,226,99,43.81,15,6.64,28,12.39,17,7.52,35,15.49,1,0.44,31,13.72,13024
13,25,148,83,56.08,6,4.05,12,8.11,8,5.41,24,16.22,3,2.03,12,8.11,13025
13,26,158,94,59.49,8,5.06,8,5.06,12,7.59,20,12.66,1,0.63,15,9.49,13026
13,27,191,123,64.4,5,2.62,16,8.38,5,2.62,27,14.14,3,1.57,12,6.28,13027
13,28,137,87,63.5,4,2.92,10,7.3,10,7.3,21,15.33,1,0.73,4,2.92,13028
13,29,170,97,57.06,16,9.41,13,7.65,6,3.53,25,14.71,0,0.0,13,7.65,13029
13,30,169,97,57.4,13,7.69,10,5.92,13,7.69,25,14.79,3,1.78,8,4.73,13030
13,31,173,106,61.27,8,4.62,14,8.09,8,4.62,20,11.56,4,2.31,13,7.51,13031
13,32,119,49,41.18,11,9.24,19,15.97,8,6.72,10,8.4,12,10.08,10,8.4,13032
13,33,160,90,56.25,14,8.75,12,7.5,7,4.38,24,15.0,3,1.88,10,6.25,13033
13,34,213,156,73.24,11,5.16,7,3.29,7,3.29,20,9.39,0,0.0,12,5.63,13034
13,35,232,174,75.0,15,6.47,4,1.72,8,3.45,10,4.31,2,0.86,19,8.19,13035
13,36,122,68,55.74,6,4.92,12,9.84,2,1.64,26,21.31,2,1.64,6,4.92,13036
13,37,133,89,66.92,4,3.01,12,9.02,2,1.5,14,10.53,0,0.0,12,9.02,13037
13,38,110,68,61.82,3,2.73,7,6.36,10,9.09,12,10.91,3,2.73,7,6.36,13038
13,39,171,117,68.42,8,4.68,12,7.02,8,4.68,18,10.53,2,1.17,6,3.51,13039
13,40,150,84,56.0,13,8.67,11,7.33,4,2.67,20,13.33,4,2.67,14,9.33,13040
13,41,145,76,52.41,10,6.9,8,5.52,7,4.83,23,15.86,3,2.07,18,12.41,13041
13,42,303,232,76.57,22,7.26,8,2.64,12,3.96,20,6.6,0,0.0,9,2.97,13042
13,43,208,151,72.6,3,1.44,11,5.29,14,6.73,16,7.69,1,0.48,12,5.77,13043
13,44,91,45,49.45,6,6.59,8,8.79,5,5.49,18,19.78,0,0.0,9,9.89,13044
13,45,97,43,44.33,8,8.25,12,12.37,5,5.15,17,17.53,4,4.12,8,8.25,13045
13,46,214,152,71.03,12,5.61,13,6.07,8,3.74,20,9.35,1,0.47,8,3.74,13046
13,47,161,94,58.39,10,6.21,9,5.59,9,5.59,20,12.42,3,1.86,16,9.94,13047
13,48,156,103,66.03,10,6.41,8,5.13,5,3.21,20,12.82,4,2.56,6,3.85,13048
13,49,87,54,62.07,5,5.75,4,4.6,4,4.6,14,16.09,2,2.3,4,4.6,13049
13,50,286,248,86.71,11,3.85,10,3.5,6,2.1,5,1.75,0,0.0,6,2.1,13050
13,51,188,97,51.6,11,5.85,18,9.57,10,5.32,33,17.55,5,2.66,14,7.45,13051
13,52,229,155,67.69,9,3.93,11,4.8,8,3.49,31,13.54,6,2.62,9,3.93,13052
13,53,201,103,51.24,17,8.46,20,9.95,15,7.46,27,13.43,7,3.48,12,5.97,13053
13,54,255,200,78.43,7,2.75,9,3.53,10,3.92,18,7.06,1,0.39,10,3.92,13054
13,55,218,141,64.68,13,5.96,11,5.05,3,1.38,25,11.47,4,1.83,21,9.63,13055
13,56,309,243,78.64,16,5.18,11,3.56,11,3.56,19,6.15,1,0.32,8,2.59,13056
13,57,200,115,57.5,17,8.5,19,9.5,12,6.0,25,12.5,2,1.0,10,5.0,13057
13,58,333,278,83.48,15,4.5,6,1.8,4,1.2,17,5.11,2,0.6,11,3.3,13058
13,59,133,60,45.11,17,12.78,8,6.02,8,6.02,27,20.3,3,2.26,10,7.52,13059
13,60,322,283,87.89,8,2.48,10,3.11,5,1.55,12,3.73,0,0.0,4,1.24,13060
13,61,289,185,64.01,21,7.27,19,6.57,11,3.81,32,11.07,4,1.38,17,5.88,13061
13,62,265,205,77.36,11,4.15,7,2.64,13,4.91,13,4.91,4,1.51,12,4.53,13062
13,63,232,122,52.59,19,8.19,15,6.47,18,7.76,33,14.22,3,1.29,22,9.48,13063
14,1,79,43,54.43,5,6.33,12,15.19,1,1.27,9,11.39,0,0.0,9,11.39,14001
14,2,91,36,39.56,6,6.59,15,16.48,5,5.49,21,23.08,1,1.1,7,7.69,14002
14,3,159,85,53.46,16,10.06,11,6.92,8,5.03,24,15.09,1,0.63,14,8.81,14003
14,4,88,49,55.68,5,5.68,8,9.09,4,4.55,8,9.09,4,4.55,10,11.36,14004
14,5,202,158,78.22,9,4.46,11,5.45,3,1.49,11,5.45,2,0.99,8,3.96,14005
14,6,118,50,42.37,10,8.47,14,11.86,7,5.93,20,16.95,4,3.39,13,11.02,14006
14,7,140,64,45.71,9,6.43,12,8.57,9,6.43,30,21.43,6,4.29,10,7.14,14007
14,8,100,28,28.0,10,10.0,19,19.0,12,12.0,18,18.0,5,5.0,8,8.0,14008
14,9,135,66,48.89,9,6.67,7,5.19,8,5.93,23,17.04,7,5.19,15,11.11,14009
14,10,53,29,54.72,6,11.32,2,3.77,5,9.43,6,11.32,2,3.77,3,5.66,14010
14,11,130,78,60.0,11,8.46,7,5.38,8,6.15,15,11.54,0,0.0,11,8.46,14011
14,12,89,58,65.17,8,8.99,2,2.25,1,1.12,13,14.61,0,0.0,7,7.87,14012
14,13,97,28,28.87,8,8.25,15,15.46,10,10.31,22,22.68,4,4.12,10,10.31,14013
14,14,88,46,52.27,5,5.68,9,10.23,4,4.55,13,14.77,4,4.55,7,7.95,14014
14,15,51,23,45.1,5,9.8,3,5.88,6,11.76,5,9.8,3,5.88,6,11.76,14015
14,16,114,56,49.12,9,7.89,15,13.16,4,3.51,17,14.91,0,0.0,13,11.4,14016
14,17,88,51,57.95,5,5.68,7,7.95,6,6.82,10,11.36,1,1.14,8,9.09,14017
14,18,86,43,50.0,10,11.63,10,11.63,4,4.65,9,10.47,2,2.33,8,9.3,14018
14,19,178,124,69.66,11,6.18,9,5.06,6,3.37,19,10.67,5,2.81,4,2.25,14019
14,20,73,19,26.03,5,6.85,14,19.18,8,10.96,15,20.55,2,2.74,10,13.7,14020
14,21,190,117,61.58,10,5.26,12,6.32,6,3.16,18,9.47,7,3.68,20,10.53,14021
14,22,161,88,54.66,15,9.32,12,7.45,11,6.83,22,13.66,6,3.73,7,4.35,14022
14,23,109,55,50.46,8,7.34,8,7.34,7,6.42,17,15.6,6,5.5,8,7.34,14023
14,24,113,56,49.56,5,4.42,11,9.73,6,5.31,19,16.81,3,2.65,13,11.5,14024
14,25,88,27,30.68,8,9.09,15,17.05,3,3.41,17,19.32,5,5.68,13,14.77,14025
14,26,118,60,50.85,8,6.78,10,8.47,9,7.63,15,12.71,4,3.39,12,10.17,14026
14,27,203,135,66.5,6,2.96,15,7.39,5,2.46,24,11.82,3,1.48,15,7.39,14027
14,28,103,33,32.04,12,11.65,21,20.39,6,5.83,13,12.62,2,1.94,16,15.53,14028
14,29,167,87,52.1,18,10.78,14,8.38,11,6.59,16,9.58,7,4.19,14,8.38,14029
14,30,121,44,36.36,12,9.92,12,9.92,10,8.26,18,14.88,6,4.96,19,15.7,14030
14,31,116,65,56.03,6,5.17,11,9.48,4,3.45,17,14.66,5,4.31,8,6.9,14031
14,32,121,47,38.84,21,17.36,9,7.44,5,4.13,26,21.49,4,3.31,9,7.44,14032
14,33,119,85,71.43,7,5.88,5,4.2,3,2.52,14,11.76,2,1.68,3,2.52,14033
14,34,116,71,61.21,13,11.21,8,6.9,6,5.17,8,6.9,3,2.59,7,6.03,14034
14,35,58,30,51.72,4,6.9,3,5.17,3,5.17,13,22.41,1,1.72,4,6.9,14035
14,36,145,69,47.59,13,8.97,10,6.9,4,2.76,29,20.0,4,2.76,16,11.03,14036
14,37,105,72,68.57,6,5.71,3,2.86,4,3.81,9,8.57,1,0.95,10,9.52,14037
14,38,112,54,48.21,9,8.04,5,4.46,7,6.25,19,16.96,6,5.36,12,10.71,14038
14,39,126,72,57.14,10,7.94,5,3.97,1,0.79,16,12.7,5,3.97,17,13.49,14039
14,40,107,56,52.34,6,5.61,8,7.48,6,5.61,18,16.82,3,2.8,10,9.35,14040
14,41,160,101,63.13,9,5.63,11,6.88,6,3.75,18,11.25,1,0.63,14,8.75,14041
14,42,100,52,52.0,7,7.0,9,9.0,4,4.0,15,15.0,4,4.0,9,9.0,14042
14,43,141,69,48.94,19,13.48,15,10.64,7,4.96,16,11.35,6,4.26,9,6.38,14043
14,44,132,65,49.24,5,3.79,9,6.82,11,8.33,24,18.18,4,3.03,14,10.61,14044
14,45,108,41,37.96,12,11.11,17,15.74,7,6.48,16,14.81,3,2.78,12,11.11,14045
14,46,144,72,50.0,13,9.03,11,7.64,11,7.64,20,13.89,3,2.08,14,9.72,14046
14,47,233,226,97.0,0,0.0,3,1.29,0,0.0,2,0.86,1,0.43,1,0.43,14047
14,48,77,20,25.97,9,11.69,12,15.58,6,7.79,18,23.38,1,1.3,11,14.29,14048
15,1,123,35,28.46,31,25.2,18,14.63,8,6.5,4,3.25,12,9.76,15,12.2,15001
15,2,107,30,28.04,20,18.69,17,15.89,8,7.48,9,8.41,12,11.21,11,10.28,15002
15,3,141,51,36.17,25,17.73,20,14.18,7,4.96,12,8.51,7,4.96,19,13.48,15003
15,4,107,31,28.97,22,20.56,18,16.82,5,4.67,4,3.74,7,6.54,20,18.69,15004
15,5,126,38,30.16,19,15.08,21,16.67,4,3.17,9,7.14,12,9.52,23,18.25,15005
15,6,82,20,24.39,15,18.29,14,17.07,9,10.98,10,12.2,4,4.88,10,12.2,15006
15,7,99,43,43.43,14,14.14,10,10.1,8,8.08,4,4.04,12,12.12,8,8.08,15007
15,8,89,22,24.72,25,28.09,15,16.85,6,6.74,8,8.99,7,7.87,6,6.74,15008
15,9,93,29,31.18,13,13.98,19,20.43,3,3.23,9,9.68,5,5.38,15,16.13,15009
15,10,135,42,31.11,22,16.3,15,11.11,11,8.15,14,10.37,13,9.63,18,13.33,15010
15,11,90,30,33.33,12,13.33,14,15.56,2,2.22,9,10.0,10,11.11,13,14.44,15011
15,12,116,34,29.31,18,15.52,13,11.21,6,5.17,26,22.41,3,2.59,16,13.79,15012
15,13,75,12,16.0,13,17.33,11,14.67,4,5.33,9,12.0,11,14.67,15,20.0,15013
15,14,39,13,33.33,7,17.95,5,12.82,2,5.13,5,12.82,1,2.56,6,15.38,15014
15,15,57,21,36.84,8,14.04,7,12.28,5,8.77,2,3.51,8,14.04,6,10.53,15015
15,16,180,52,28.89,34,18.89,25,13.89,11,6.11,15,8.33,21,11.67,22,12.22,15016
15,17,93,23,24.73,26,27.96,15,16.13,1,1.08,10,10.75,9,9.68,9,9.68,15017
15,18,122,34,27.87,24,19.67,14,11.48,6,4.92,5,4.1,20,16.39,19,15.57,15018
15,19,100,31,31.0,17,17.0,18,18.0,3,3.0,6,6.0,11,11.0,14,14.0,15019
15,20,90,22,24.44,15,16.67,20,22.22,6,6.67,6,6.67,8,8.89,13,14.44,15020
15,21,130,25,19.23,25,19.23,25,19.23,13,10.0,12,9.23,9,6.92,21,16.15,15021
15,22,162,49,30.25,28,17.28,29,17.9,7,4.32,9,5.56,20,12.35,20,12.35,15022
15,23,81,24,29.63,20,24.69,13,16.05,4,4.94,5,6.17,3,3.7,12,14.81,15023
15,24,117,22,18.8,16,13.68,18,15.38,9,7.69,21,17.95,12,10.26,19,16.24,15024
15,25,112,44,39.29,19,16.96,14,12.5,2,1.79,9,8.04,8,7.14,16,14.29,15025
15,26,114,30,26.32,25,21.93,13,11.4,6,5.26,10,8.77,13,11.4,17,14.91,15026
15,27,116,22,18.97,27,23.28,25,21.55,5,4.31,18,15.52,9,7.76,10,8.62,15027
15,28,170,43,25.29,37,21.76,25,14.71,9,5.29,10,5.88,24,14.12,22,12.94,15028
15,29,120,39,32.5,14,11.67,16,13.33,12,10.0,12,10.0,8,6.67,19,15.83,15029
15,30,96,32,33.33,11,11.46,14,14.58,9,9.38,10,10.42,13,13.54,7,7.29,15030
15,31,118,31,26.27,22,18.64,16,13.56,8,6.78,5,4.24,16,13.56,20,16.95,15031
15,32,99,18,18.18,23,23.23,18,18.18,6,6.06,11,11.11,10,10.1,13,13.13,15032
15,33,100,30,30.0,19,19.0,8,8.0,9,9.0,10,10.0,13,13.0,11,11.0,15033
15,34,74,23,31.08,17,22.97,12,16.22,2,2.7,3,4.05,7,9.46,10,13.51,15034
15,35,129,33,25.58,20,15.5,28,21.71,7,5.43,11,8.53,14,10.85,16,12.4,15035
15,36,100,23,23.0,17,17.0,17,17.0,5,5.0,8,8.0,11,11.0,19,19.0,15036
15,37,120,24,20.0,34,28.33,16,13.33,6,5.0,7,5.83,19,15.83,14,11.67,15037
15,38,93,37,39.78,9,9.68,10,10.75,9,9.68,11,11.83,6,6.45,11,11.83,15038
15,39,99,22,22.22,21,21.21,11,11.11,5,5.05,9,9.09,14,14.14,17,17.17,15039
15,40,118,33,27.97,21,17.8,14,11.86,10,8.47,11,9.32,11,9.32,18,15.25,15040
15,41,130,30,23.08,13,10.0,41,31.54,5,3.85,7,5.38,14,10.77,20,15.38,15041
15,42,90,33,36.67,18,20.0,15,16.67,4,4.44,4,4.44,8,8.89,8,8.89,15042
15,43,79,26,32.91,13,16.46,14,17.72,9,11.39,6,7.59,7,8.86,4,5.06,15043
15,44,96,28,29.17,18,18.75,9,9.38,5,5.21,9,9.38,13,13.54,14,14.58,15044
15,45,128,45,35.16,9,7.03,20,15.63,8,6.25,23,17.97,4,3.13,19,14.84,15045
15,46,106,31,29.25,16,15.09,22,20.75,8,7.55,10,9.43,10,9.43,9,8.49,15046
15,47,127,48,37.8,12,9.45,22,17.32,4,3.15,13,10.24,19,14.96,9,7.09,15047
15,48,87,23,26.44,16,18.39,14,16.09,3,3.45,9,10.34,14,16.09,8,9.2,15048
16,1,63,19,30.16,6,9.52,8,12.7,7,11.11,6,9.52,7,11.11,10,15.87,16001
16,2,36,11,30.56,5,13.89,6,16.67,4,11.11,2,5.56,3,8.33,5,13.89,16002
16,3,88,21,23.86,16,18.18,17,19.32,4,4.55,7,7.95,10,11.36,13,14.77,16003
16,4,13,5,38.46,2,15.38,2,15.38,0,0.0,2,15.38,0,0.0,2,15.38,16004
16,5,102,29,28.43,22,21.57,13,12.75,6,5.88,5,4.9,15,14.71,12,11.76,16005
16,6,82,23,28.05,16,19.51,7,8.54,6,7.32,7,8.54,11,13.41,12,14.63,16006
16,7,78,15,19.23,11,14.1,19,24.36,6,7.69,7,8.97,10,12.82,10,12.82,16007
16,8,76,13,17.11,11,14.47,15,19.74,4,5.26,9,11.84,13,17.11,11,14.47,16008
16,9,158,48,30.38,30,18.99,25,15.82,7,4.43,10,6.33,22,13.92,16,10.13,16009
16,10,107,20,18.69,28,26.17,17,15.89,7,6.54,13,12.15,8,7.48,14,13.08,16010
16,11,100,17,17.0,25,25.0,15,15.0,7,7.0,10,10.0,12,12.0,14,14.0,16011
16,12,59,12,20.34,10,16.95,12,20.34,3,5.08,4,6.78,6,10.17,12,20.34,16012
16,13,64,20,31.25,4,6.25,8,12.5,8,12.5,8,12.5,4,6.25,12,18.75,16013
16,14,71,12,16.9,10,14.08,15,21.13,4,5.63,11,15.49,12,16.9,7,9.86,16014
16,15,103,12,11.65,18,17.48,11,10.68,11,10.68,9,8.74,21,20.39,21,20.39,16015
16,16,38,5,13.16,10,26.32,7,18.42,2,5.26,3,7.89,1,2.63,10,26.32,16016
16,17,31,9,29.03,6,19.35,4,12.9,2,6.45,3,9.68,3,9.68,4,12.9,16017
16,18,62,10,16.13,14,22.58,13,20.97,2,3.23,3,4.84,11,17.74,9,14.52,16018
16,19,75,11,14.67,17,22.67,15,20.0,4,5.33,7,9.33,9,12.0,12,16.0,16019
16,20,94,18,19.15,16,17.02,18,19.15,6,6.38,7,7.45,12,12.77,17,18.09,16020
16,21,67,18,26.87,5,7.46,6,8.96,7,10.45,19,28.36,4,5.97,8,11.94,16021
16,22,84,14,16.67,26,30.95,10,11.9,4,4.76,7,8.33,10,11.9,13,15.48,16022
16,23,91,22,24.18,12,13.19,12,13.19,9,9.89,15,16.48,4,4.4,17,18.68,16023
16,24,58,14,24.14,10,17.24,9,15.52,2,3.45,5,8.62,10,17.24,8,13.79,16024
16,25,45,9,20.0,8,17.78,7,15.56,4,8.89,3,6.67,7,15.56,7,15.56,16025
16,26,91,22,24.18,14,15.38,16,17.58,8,8.79,3,3.3,11,12.09,17,18.68,16026
16,27,60,9,15.0,13,21.67,13,21.67,4,6.67,5,8.33,8,13.33,8,13.33,16027
16,28,93,19,20.43,25,26.88,11,11.83,7,7.53,8,8.6,15,16.13,8,8.6,16028
16,29,83,20,24.1,18,21.69,11,13.25,5,6.02,8,9.64,8,9.64,13,15.66,16029
16,30,138,28,20.29,17,12.32,23,16.67,9,6.52,19,13.77,17,12.32,25,18.12,16030
16,31,85,23,27.06,17,20.0,16,18.82,6,7.06,4,4.71,5,5.88,14,16.47,16031
16,32,29,8,27.59,6,20.69,1,3.45,2,6.9,4,13.79,3,10.34,5,17.24,16032
16,33,77,15,19.48,16,20.78,14,18.18,7,9.09,11,14.29,2,2.6,12,15.58,16033
16,34,78,19,24.36,13,16.67,15,19.23,9,11.54,3,3.85,9,11.54,10,12.82,16034
16,35,46,7,15.22,8,17.39,10,21.74,4,8.7,6,13.04,4,8.7,7,15.22,16035
16,36,89,16,17.98,22,24.72,9,10.11,7,7.87,7,7.87,15,16.85,13,14.61,16036
16,37,48,11,22.92,7,14.58,7,14.58,4,8.33,3,6.25,8,16.67,8,16.67,16037
16,38,121,21,17.36,24,19.83,18,14.88,12,9.92,15,12.4,10,8.26,21,17.36,16038
16,39,83,14,16.87,19,22.89,16,19.28,9,10.84,3,3.61,4,4.82,18,21.69,16039
16,40,122,24,19.67,23,18.85,23,18.85,6,4.92,10,8.2,15,12.3,21,17.21,16040
16,41,56,4,7.14,12,21.43,11,19.64,7,12.5,8,14.29,7,12.5,7,12.5,16041
16,42,139,23,16.55,20,14.39,25,17.99,15,10.79,23,16.55,7,5.04,26,18.71,16042
17,1,64,15,23.44,15,23.44,7,10.94,5,7.81,4,6.25,7,10.94,11,17.19,17001
17,2,151,75,49.67,25,16.56,18,11.92,6,3.97,8,5.3,11,7.28,8,5.3,17002
17,3,133,87,65.41,11,8.27,13,9.77,3,2.26,5,3.76,5,3.76,9,6.77,17003
17,4,209,127,60.77,26,12.44,12,5.74,8,3.83,10,4.78,9,4.31,17,8.13,17004
17,5,136,42,30.88,29,21.32,14,10.29,9,6.62,12,8.82,16,11.76,14,10.29,17005
17,6,132,75,56.82,18,13.64,8,6.06,9,6.82,3,2.27,7,5.3,12,9.09,17006
17,7,160,74,46.25,27,16.88,11,6.88,3,1.88,7,4.38,16,10.0,22,13.75,17007
17,8,90,52,57.78,9,10.0,8,8.89,4,4.44,5,5.56,5,5.56,7,7.78,17008
17,9,109,36,33.03,24,22.02,15,13.76,8,7.34,5,4.59,10,9.17,11,10.09,17009
17,10,168,52,30.95,36,21.43,23,13.69,7,4.17,9,5.36,18,10.71,23,13.69,17010
17,11,126,44,34.92,20,15.87,17,13.49,13,10.32,7,5.56,12,9.52,13,10.32,17011
17,12,161,87,54.04,31,19.25,12,7.45,3,1.86,6,3.73,14,8.7,8,4.97,17012
17,13,134,50,37.31,20,14.93,26,19.4,6,4.48,8,5.97,11,8.21,13,9.7,17013
17,14,129,64,49.61,14,10.85,12,9.3,5,3.88,7,5.43,12,9.3,15,11.63,17014
17,15,151,54,35.76,29,19.21,15,9.93,6,3.97,9,5.96,13,8.61,25,16.56,17015
17,16,141,58,41.13,20,14.18,18,12.77,4,2.84,12,8.51,10,7.09,19,13.48,17016
17,17,117,48,41.03,21,17.95,12,10.26,4,3.42,6,5.13,13,11.11,13,11.11,17017
17,18,146,86,58.9,19,13.01,9,6.16,8,5.48,6,4.11,9,6.16,9,6.16,17018
17,19,78,48,61.54,10,12.82,7,8.97,3,3.85,0,0.0,4,5.13,6,7.69,17019
17,20,132,82,62.12,10,7.58,13,9.85,3,2.27,3,2.27,12,9.09,9,6.82,17020
17,21,227,128,56.39,34,14.98,21,9.25,7,3.08,5,2.2,22,9.69,10,4.41,17021
17,22,145,88,60.69,22,15.17,8,5.52,4,2.76,3,2.07,11,7.59,9,6.21,17022
17,23,119,59,49.58,19,15.97,13,10.92,5,4.2,8,6.72,7,5.88,8,6.72,17023
17,24,138,83,60.14,15,10.87,10,7.25,3,2.17,8,5.8,6,4.35,13,9.42,17024
17,25,83,39,46.99,11,13.25,7,8.43,4,4.82,5,6.02,6,7.23,11,13.25,17025
17,26,177,44,24.86,35,19.77,23,12.99,5,2.82,19,10.73,25,14.12,26,14.69,17026
17,27,167,87,52.1,17,10.18,21,12.57,7,4.19,13,7.78,10,5.99,12,7.19,17027
17,28,124,44,35.48,16,12.9,14,11.29,9,7.26,7,5.65,21,16.94,13,10.48,17028
17,29,159,65,40.88,35,22.01,12,7.55,4,2.52,5,3.14,19,11.95,19,11.95,17029
17,30,154,78,50.65,24,15.58,11,7.14,6,3.9,7,4.55,10,6.49,18,11.69,17030
17,31,89,34,38.2,18,20.22,12,13.48,4,4.49,3,3.37,11,12.36,7,7.87,17031
17,32,132,51,38.64,19,14.39,16,12.12,7,5.3,9,6.82,18,13.64,12,9.09,17032
17,33,137,82,59.85,12,8.76,15,10.95,4,2.92,4,2.92,11,8.03,9,6.57,17033
17,34,128,52,40.63,18,14.06,18,14.06,7,5.47,6,4.69,15,11.72,12,9.38,17034
17,35,86,33,38.37,16,18.6,11,12.79,4,4.65,6,6.98,8,9.3,8,9.3,17035
17,36,95,36,37.89,16,16.84,14,14.74,4,4.21,7,7.37,9,9.47,9,9.47,17036
17,37,133,62,46.62,24,18.05,6,4.51,3,2.26,10,7.52,13,9.77,15,11.28,17037
17,38,127,55,43.31,22,17.32,17,13.39,4,3.15,6,4.72,7,5.51,16,12.6,17038
17,39,122,63,51.64,10,8.2,12,9.84,4,3.28,9,7.38,18,14.75,6,4.92,17039
17,40,111,34,30.63,15,13.51,23,20.72,4,3.6,9,8.11,11,9.91,15,13.51,17040
17,41,101,38,37.62,20,19.8,8,7.92,7,6.93,10,9.9,7,6.93,11,10.89,17041
17,42,79,36,45.57,8,10.13,13,16.46,4,5.06,6,7.59,6,7.59,6,7.59,17042
17,43,93,42,45.16,15,16.13,13,13.98,2,2.15,5,5.38,9,9.68,7,7.53,17043
17,44,173,103,59.54,16,9.25,12,6.94,8,4.62,8,4.62,19,10.98,7,4.05,17044
17,45,243,114,46.91,33,13.58,24,9.88,15,6.17,15,6.17,30,12.35,12,4.94,17045
17,46,136,47,34.56,31,22.79,17,12.5,9,6.62,9,6.62,5,3.68,18,13.24,17046
17,47,104,58,55.77,15,14.42,7,6.73,7,6.73,4,3.85,6,5.77,7,6.73,17047
17,48,125,60,48.0,26,20.8,9,7.2,4,3.2,7,5.6,11,8.8,8,6.4,17048
17,49,95,52,54.74,15,15.79,7,7.37,3,3.16,3,3.16,8,8.42,7,7.37,17049
17,50,119,46,38.66,19,15.97,13,10.92,11,9.24,6,5.04,10,8.4,14,11.76,17050
17,51,136,66,48.53,21,15.44,13,9.56,10,7.35,8,5.88,9,6.62,9,6.62,17051
17,52,206,80,38.83,41,19.9,25,12.14,11,5.34,11,5.34,19,9.22,19,9.22,17052
17,53,162,90,55.56,26,16.05,11,6.79,9,5.56,7,4.32,10,6.17,9,5.56,17053
17,54,192,101,52.6,30,15.63,15,7.81,12,6.25,3,1.56,24,12.5,7,3.65,17054
17,55,104,53,50.96,17,16.35,9,8.65,5,4.81,5,4.81,12,11.54,3,2.88,17055
18,1,134,10,7.46,75,55.97,17,12.69,2,1.49,12,8.96,11,8.21,7,5.22,18001
18,2,149,16,10.74,77,51.68,13,8.72,6,4.03,17,11.41,10,6.71,10,6.71,18002
18,3,144,29,20.14,59,40.97,18,12.5,4,2.78,9,6.25,14,9.72,11,7.64,18003
18,4,225,35,15.56,81,36.0,23,10.22,6,2.67,9,4.0,49,21.78,22,9.78,18004
18,5,102,23,22.55,37,36.27,8,7.84,2,1.96,7,6.86,8,7.84,17,16.67,18005
18,6,149,31,20.81,59,39.6,15,10.07,8,5.37,6,4.03,15,10.07,15,10.07,18006
18,7,93,6,6.45,58,62.37,5,5.38,6,6.45,9,9.68,3,3.23,6,6.45,18007
18,8,93,16,17.2,31,33.33,13,13.98,2,2.15,13,13.98,3,3.23,15,16.13,18008
18,9,165,18,10.91,73,44.24,21,12.73,7,4.24,8,4.85,22,13.33,16,9.7,18009
18,10,245,28,11.43,93,37.96,31,12.65,10,4.08,24,9.8,26,10.61,33,13.47,18010
18,11,115,6,5.22,50,43.48,14,12.17,12,10.43,19,16.52,5,4.35,9,7.83,18011
18,12,154,13,8.44,60,38.96,17,11.04,6,3.9,13,8.44,18,11.69,27,17.53,18012
18,13,169,32,18.93,33,19.53,24,14.2,12,7.1,39,23.08,8,4.73,21,12.43,18013
18,14,203,25,12.32,92,45.32,17,8.37,9,4.43,14,6.9,24,11.82,22,10.84,18014
18,15,115,19,16.52,53,46.09,14,12.17,2,1.74,7,6.09,12,10.43,8,6.96,18015
18,16,145,27,18.62,54,37.24,16,11.03,5,3.45,17,11.72,20,13.79,6,4.14,18016
18,17,164,13,7.93,77,46.95,12,7.32,14,8.54,30,18.29,5,3.05,13,7.93,18017
18,18,232,47,20.26,111,47.84,23,9.91,4,1.72,9,3.88,19,8.19,19,8.19,18018
18,19,98,16,16.33,50,51.02,9,9.18,6,6.12,5,5.1,9,9.18,3,3.06,18019
18,20,148,37,25.0,48,32.43,15,10.14,5,3.38,8,5.41,20,13.51,15,10.14,18020
18,21,176,15,8.52,87,49.43,16,9.09,7,3.98,20,11.36,16,9.09,15,8.52,18021
18,22,148,20,13.51,59,39.86,20,13.51,2,1.35,8,5.41,26,17.57,13,8.78,18022
18,23,135,21,15.56,57,42.22,13,9.63,7,5.19,15,11.11,11,8.15,11,8.15,18023
18,24,171,34,19.88,80,46.78,19,11.11,4,2.34,7,4.09,18,10.53,9,5.26,18024
18,25,165,55,33.33,53,32.12,20,12.12,2,1.21,7,4.24,11,6.67,17,10.3,18025
18,26,197,60,30.46,58,29.44,24,12.18,10,5.08,6,3.05,19,9.64,20,10.15,18026
18,27,124,35,28.23,38,30.65,16,12.9,8,6.45,8,6.45,7,5.65,12,9.68,18027
18,28,103,24,23.3,45,43.69,12,11.65,2,1.94,5,4.85,7,6.8,8,7.77,18028
18,29,101,14,13.86,42,41.58,10,9.9,6,5.94,19,18.81,3,2.97,7,6.93,18029
18,30,205,71,34.63,55,26.83,15,7.32,2,0.98,16,7.8,22,10.73,24,11.71,18030
