ward,precinct,total,DONNA PHELPS FELTON,DONNA PHELPS FELTON Percent,WILLIAM J. FROST,WILLIAM J. FROST Percent,KAREN G. SHIELDS,KAREN G. SHIELDS Percent,CHARLES E. DONEGAN,CHARLES E. DONEGAN Percent,ELLEN L. FLANNIGAN,ELLEN L. FLANNIGAN Percent,RODNEY C. HOWARD,RODNEY C. HOWARD Percent,CAROL J. KENNY,CAROL J. KENNY Percent,precinct_id
38,27,50,13,26.0,5,10.0,10,20.0,2,4.0,12,24.0,3,6.0,5,10.0,38027
38,28,72,24,33.33,12,16.67,11,15.28,6,8.33,12,16.67,0,0.0,7,9.72,38028
38,29,63,13,20.63,9,14.29,14,22.22,4,6.35,12,19.05,2,3.17,9,14.29,38029
38,30,93,25,26.88,11,11.83,14,15.05,6,6.45,26,27.96,2,2.15,9,9.68,38030
38,31,107,38,35.51,8,7.48,16,14.95,8,7.48,19,17.76,6,5.61,12,11.21,38031
38,32,110,38,34.55,7,6.36,17,15.45,3,2.73,26,23.64,3,2.73,16,14.55,38032
38,33,101,26,25.74,7,6.93,16,15.84,11,10.89,30,29.7,2,1.98,9,8.91,38033
38,34,90,36,40.0,3,3.33,7,7.78,7,7.78,18,20.0,3,3.33,16,17.78,38034
38,35,96,19,19.79,5,5.21,19,19.79,6,6.25,23,23.96,4,4.17,20,20.83,38035
38,36,135,49,36.3,15,11.11,14,10.37,9,6.67,34,25.19,2,1.48,12,8.89,38036
38,37,122,38,31.15,11,9.02,13,10.66,8,6.56,30,24.59,3,2.46,19,15.57,38037
38,38,91,22,24.18,8,8.79,14,15.38,10,10.99,27,29.67,4,4.4,6,6.59,38038
38,39,104,36,34.62,4,3.85,18,17.31,10,9.62,27,25.96,1,0.96,8,7.69,38039
38,40,71,12,16.9,7,9.86,15,21.13,3,4.23,29,40.85,0,0.0,5,7.04,38040
38,41,169,54,31.95,7,4.14,24,14.2,15,8.88,45,26.63,6,3.55,18,10.65,38041
38,42,109,25,22.94,12,11.01,25,22.94,10,9.17,22,20.18,5,4.59,10,9.17,38042
38,43,109,28,25.69,8,7.34,24,22.02,6,5.5,31,28.44,2,1.83,10,9.17,38043
38,44,92,19,20.65,14,15.22,17,18.48,9,9.78,24,26.09,1,1.09,8,8.7,38044
38,45,121,34,28.1,12,9.92,21,17.36,13,10.74,26,21.49,1,0.83,14,11.57,38045
38,46,103,37,35.92,9,8.74,15,14.56,5,4.85,27,26.21,2,1.94,8,7.77,38046
38,47,102,53,51.96,5,4.9,12,11.76,6,5.88,17,16.67,2,1.96,7,6.86,38047
38,48,97,20,20.62,14,14.43,21,21.65,6,6.19,28,28.87,1,1.03,7,7.22,38048
38,49,82,37,45.12,5,6.1,6,7.32,3,3.66,16,19.51,5,6.1,10,12.2,38049
38,50,144,39,27.08,14,9.72,21,14.58,15,10.42,41,28.47,2,1.39,12,8.33,38050
38,51,95,19,20.0,7,7.37,14,14.74,9,9.47,29,30.53,5,5.26,12,12.63,38051
38,52,118,40,33.9,4,3.39,14,11.86,11,9.32,37,31.36,4,3.39,8,6.78,38052
38,53,82,22,26.83,6,7.32,20,24.39,5,6.1,19,23.17,2,2.44,8,9.76,38053
38,54,109,33,30.28,11,10.09,15,13.76,7,6.42,29,26.61,4,3.67,10,9.17,38054
38,55,199,38,19.1,18,9.05,26,13.07,26,13.07,60,30.15,7,3.52,24,12.06,38055
38,56,89,26,29.21,4,4.49,8,8.99,6,6.74,30,33.71,3,3.37,12,13.48,38056
39,1,88,17,19.32,8,9.09,22,25.0,9,10.23,17,19.32,5,5.68,10,11.36,39001
39,2,168,45,26.79,12,7.14,36,21.43,12,7.14,36,21.43,7,4.17,20,11.9,39002
39,3,118,26,22.03,11,9.32,43,36.44,10,8.47,16,13.56,2,1.69,10,8.47,39003
39,4,60,14,23.33,5,8.33,16,26.67,3,5.0,11,18.33,3,5.0,8,13.33,39004
39,5,58,6,10.34,8,13.79,13,22.41,5,8.62,19,32.76,1,1.72,6,10.34,39005
39,6,145,31,21.38,7,4.83,37,25.52,12,8.28,38,26.21,8,5.52,12,8.28,39006
39,7,87,28,32.18,7,8.05,18,20.69,4,4.6,18,20.69,6,6.9,6,6.9,39007
39,8,78,17,21.79,5,6.41,20,25.64,12,15.38,19,24.36,0,0.0,5,6.41,39008
39,9,101,24,23.76,12,11.88,18,17.82,7,6.93,31,30.69,3,2.97,6,5.94,39009
39,10,77,25,32.47,4,5.19,12,15.58,3,3.9,21,27.27,1,1.3,11,14.29,39010
39,11,107,27,25.23,5,4.67,21,19.63,6,5.61,33,30.84,4,3.74,11,10.28,39011
39,12,43,9,20.93,8,18.6,7,16.28,4,9.3,7,16.28,1,2.33,7,16.28,39012
39,13,39,19,48.72,4,10.26,4,10.26,3,7.69,5,12.82,1,2.56,3,7.69,39013
39,14,88,25,28.41,5,5.68,15,17.05,9,10.23,15,17.05,6,6.82,13,14.77,39014
39,15,69,22,31.88,4,5.8,20,28.99,10,14.49,9,13.04,0,0.0,4,5.8,39015
39,16,68,12,17.65,6,8.82,23,33.82,4,5.88,12,17.65,1,1.47,10,14.71,39016
39,17,60,14,23.33,4,6.67,16,26.67,3,5.0,15,25.0,3,5.0,5,8.33,39017
39,18,111,17,15.32,11,9.91,32,28.83,8,7.21,16,14.41,12,10.81,15,13.51,39018
39,19,82,27,32.93,4,4.88,12,14.63,1,1.22,28,34.15,0,0.0,10,12.2,39019
39,20,74,10,13.51,13,17.57,19,25.68,2,2.7,22,29.73,0,0.0,8,10.81,39020
39,21,76,14,18.42,10,13.16,9,11.84,6,7.89,25,32.89,2,2.63,10,13.16,39021
39,22,52,28,53.85,0,0.0,6,11.54,4,7.69,8,15.38,1,1.92,5,9.62,39022
39,23,63,5,7.94,7,11.11,19,30.16,4,6.35,13,20.63,3,4.76,12,19.05,39023
39,24,52,12,23.08,6,11.54,6,11.54,6,11.54,10,19.23,6,11.54,6,11.54,39024
39,25,32,6,18.75,5,15.63,5,15.63,4,12.5,8,25.0,2,6.25,2,6.25,39025
39,26,110,17,15.45,15,13.64,29,26.36,8,7.27,24,21.82,7,6.36,10,9.09,39026
39,27,45,8,17.78,8,17.78,10,22.22,3,6.67,8,17.78,2,4.44,6,13.33,39027
39,28,47,5,10.64,6,12.77,14,29.79,3,6.38,12,25.53,3,6.38,4,8.51,39028
39,29,47,12,25.53,1,2.13,10,21.28,3,6.38,10,21.28,4,8.51,7,14.89,39029
39,30,77,18,23.38,10,12.99,9,11.69,10,12.99,13,16.88,2,2.6,15,19.48,39030
39,31,49,17,34.69,4,8.16,7,14.29,5,10.2,8,16.33,0,0.0,8,16.33,39031
39,32,98,16,16.33,9,9.18,31,31.63,6,6.12,15,15.31,10,10.2,11,11.22,39032
39,33,103,23,22.33,14,13.59,25,24.27,5,4.85,19,18.45,8,7.77,9,8.74,39033
39,34,61,11,18.03,5,8.2,17,27.87,5,8.2,7,11.48,8,13.11,8,13.11,39034
39,35,87,17,19.54,6,6.9,32,36.78,5,5.75,18,20.69,2,2.3,7,8.05,39035
39,36,153,31,20.26,20,13.07,33,21.57,14,9.15,34,22.22,5,3.27,16,10.46,39036
39,37,115,19,16.52,13,11.3,37,32.17,6,5.22,26,22.61,3,2.61,11,9.57,39037
39,38,174,25,14.37,27,15.52,48,27.59,14,8.05,37,21.26,2,1.15,21,12.07,39038
39,39,42,6,14.29,1,2.38,6,14.29,6,14.29,16,38.1,2,4.76,5,11.9,39039
39,40,64,16,25.0,3,4.69,17,26.56,3,4.69,16,25.0,0,0.0,9,14.06,39040
39,41,18,0,0.0,3,16.67,10,55.56,1,5.56,2,11.11,1,5.56,1,5.56,39041
39,42,82,15,18.29,8,9.76,23,28.05,13,15.85,15,18.29,0,0.0,8,9.76,39042
39,43,62,14,22.58,7,11.29,16,25.81,5,8.06,13,20.97,0,0.0,7,11.29,39043
39,44,82,22,26.83,9,10.98,17,20.73,6,7.32,16,19.51,2,2.44,10,12.2,39044
39,45,79,22,27.85,7,8.86,23,29.11,3,3.8,16,20.25,1,1.27,7,8.86,39045
39,46,73,22,30.14,7,9.59,14,19.18,4,5.48,11,15.07,2,2.74,13,17.81,39046
39,47,60,18,30.0,4,6.67,13,21.67,7,11.67,13,21.67,3,5.0,2,3.33,39047
39,48,58,17,29.31,4,6.9,11,18.97,7,12.07,11,18.97,1,1.72,7,12.07,39048
39,49,50,13,26.0,7,14.0,12,24.0,6,12.0,9,18.0,2,4.0,1,2.0,39049
40,1,68,27,39.71,5,7.35,8,11.76,3,4.41,14,20.59,1,1.47,10,14.71,40001
40,2,68,26,38.24,3,4.41,16,23.53,2,2.94,13,19.12,2,2.94,6,8.82,40002
40,3,79,16,20.25,5,6.33,22,27.85,7,8.86,17,21.52,3,3.8,9,11.39,40003
40,4,123,23,18.7,9,7.32,47,38.21,13,10.57,20,16.26,2,1.63,9,7.32,40004
40,5,70,23,32.86,2,2.86,20,28.57,7,10.0,13,18.57,1,1.43,4,5.71,40005
40,6,68,17,25.0,3,4.41,21,30.88,4,5.88,11,16.18,4,5.88,8,11.76,40006
40,7,70,12,17.14,4,5.71,23,32.86,4,5.71,17,24.29,3,4.29,7,10.0,40007
40,8,120,16,13.33,10,8.33,52,43.33,7,5.83,22,18.33,3,2.5,10,8.33,40008
40,9,53,15,28.3,8,15.09,14,26.42,3,5.66,4,7.55,5,9.43,4,7.55,40009
40,10,102,29,28.43,10,9.8,29,28.43,2,1.96,20,19.61,4,3.92,8,7.84,40010
40,11,71,26,36.62,5,7.04,16,22.54,3,4.23,10,14.08,4,5.63,7,9.86,40011
40,12,88,39,44.32,3,3.41,28,31.82,4,4.55,4,4.55,4,4.55,6,6.82,40012
40,13,86,21,24.42,5,5.81,36,41.86,5,5.81,12,13.95,4,4.65,3,3.49,40013
40,14,70,15,21.43,9,12.86,11,15.71,7,10.0,17,24.29,3,4.29,8,11.43,40014
40,15,85,28,32.94,6,7.06,15,17.65,7,8.24,16,18.82,2,2.35,11,12.94,40015
40,16,107,30,28.04,6,5.61,24,22.43,10,9.35,20,18.69,7,6.54,10,9.35,40016
40,17,41,11,26.83,6,14.63,7,17.07,3,7.32,10,24.39,1,2.44,3,7.32,40017
40,18,85,35,41.18,2,2.35,15,17.65,4,4.71,11,12.94,6,7.06,12,14.12,40018
40,19,64,12,18.75,8,12.5,16,25.0,6,9.38,10,15.63,7,10.94,5,7.81,40019
40,20,66,29,43.94,5,7.58,16,24.24,1,1.52,10,15.15,0,0.0,5,7.58,40020
40,21,94,14,14.89,10,10.64,25,26.6,11,11.7,19,20.21,4,4.26,11,11.7,40021
40,22,67,7,10.45,6,8.96,22,32.84,7,10.45,8,11.94,9,13.43,8,11.94,40022
40,23,82,17,20.73,7,8.54,19,23.17,9,10.98,15,18.29,2,2.44,13,15.85,40023
40,24,59,25,42.37,8,13.56,11,18.64,2,3.39,9,15.25,1,1.69,3,5.08,40024
40,25,78,25,32.05,6,7.69,16,20.51,6,7.69,17,21.79,3,3.85,5,6.41,40025
40,26,95,41,43.16,5,5.26,27,28.42,3,3.16,6,6.32,3,3.16,10,10.53,40026
40,27,137,20,14.6,12,8.76,65,47.45,5,3.65,20,14.6,3,2.19,12,8.76,40027
40,28,78,21,26.92,4,5.13,24,30.77,3,3.85,7,8.97,6,7.69,13,16.67,40028
40,29,107,44,41.12,10,9.35,23,21.5,4,3.74,15,14.02,0,0.0,11,10.28,40029
40,30,109,43,39.45,10,9.17,31,28.44,4,3.67,10,9.17,6,5.5,5,4.59,40030
40,31,94,62,65.96,2,2.13,10,10.64,1,1.06,13,13.83,2,2.13,4,4.26,40031
40,32,52,21,40.38,6,11.54,7,13.46,4,7.69,8,15.38,2,3.85,4,7.69,40032
40,33,82,13,15.85,8,9.76,19,23.17,5,6.1,19,23.17,5,6.1,13,15.85,40033
40,34,49,15,30.61,6,12.24,10,20.41,3,6.12,7,14.29,1,2.04,7,14.29,40034
40,35,96,24,25.0,7,7.29,21,21.88,7,7.29,20,20.83,6,6.25,11,11.46,40035
40,36,90,46,51.11,5,5.56,14,15.56,5,5.56,10,11.11,4,4.44,6,6.67,40036
40,37,80,16,20.0,6,7.5,16,20.0,6,7.5,20,25.0,6,7.5,10,12.5,40037
40,38,59,24,40.68,6,10.17,5,8.47,5,8.47,8,13.56,2,3.39,9,15.25,40038
40,39,79,22,27.85,7,8.86,16,20.25,8,10.13,12,15.19,5,6.33,9,11.39,40039
40,40,56,12,21.43,2,3.57,8,14.29,1,1.79,21,37.5,3,5.36,9,16.07,40040
40,41,117,25,21.37,7,5.98,41,35.04,12,10.26,16,13.68,5,4.27,11,9.4,40041
40,42,106,28,26.42,8,7.55,20,18.87,7,6.6,23,21.7,3,2.83,17,16.04,40042
40,43,83,11,13.25,4,4.82,28,33.73,6,7.23,14,16.87,7,8.43,13,15.66,40043
40,44,63,23,36.51,9,14.29,9,14.29,5,7.94,13,20.63,1,1.59,3,4.76,40044
40,45,112,24,21.43,9,8.04,21,18.75,11,9.82,25,22.32,7,6.25,15,13.39,40045
40,46,81,24,29.63,5,6.17,16,19.75,11,13.58,16,19.75,2,2.47,7,8.64,40046
40,47,78,28,35.9,1,1.28,30,38.46,5,6.41,13,16.67,1,1.28,0,0.0,40047
41,1,82,18,21.95,5,6.1,12,14.63,9,10.98,24,29.27,3,3.66,11,13.41,41001
41,2,133,21,15.79,21,15.79,21,15.79,15,11.28,37,27.82,4,3.01,14,10.53,41002
41,3,111,18,16.22,10,9.01,21,18.92,12,10.81,35,31.53,1,0.9,14,12.61,41003
41,4,101,14,13.86,12,11.88,24,23.76,9,8.91,25,24.75,3,2.97,14,13.86,41004
41,5,84,10,11.9,9,10.71,18,21.43,11,13.1,26,30.95,2,2.38,8,9.52,41005
41,6,79,17,21.52,11,13.92,15,18.99,7,8.86,22,27.85,2,2.53,5,6.33,41006
41,7,139,21,15.11,17,12.23,33,23.74,10,7.19,35,25.18,4,2.88,19,13.67,41007
41,8,94,12,12.77,8,8.51,25,26.6,7,7.45,23,24.47,3,3.19,16,17.02,41008
41,9,75,15,20.0,11,14.67,14,18.67,4,5.33,18,24.0,3,4.0,10,13.33,41009
41,10,100,22,22.0,10,10.0,27,27.0,8,8.0,22,22.0,1,1.0,10,10.0,41010
41,11,78,15,19.23,8,10.26,17,21.79,11,14.1,15,19.23,2,2.56,10,12.82,41011
41,12,99,19,19.19,22,22.22,15,15.15,10,10.1,18,18.18,4,4.04,11,11.11,41012
41,13,90,13,14.44,9,10.0,15,16.67,10,11.11,25,27.78,5,5.56,13,14.44,41013
41,14,132,17,12.88,13,9.85,59,44.7,4,3.03,21,15.91,4,3.03,14,10.61,41014
41,15,58,7,12.07,8,13.79,9,15.52,5,8.62,16,27.59,3,5.17,10,17.24,41015
41,16,92,15,16.3,5,5.43,26,28.26,11,11.96,25,27.17,3,3.26,7,7.61,41016
41,17,103,19,18.45,12,11.65,23,22.33,8,7.77,27,26.21,3,2.91,11,10.68,41017
41,18,86,20,23.26,5,5.81,12,13.95,13,15.12,23,26.74,1,1.16,12,13.95,41018
41,19,107,23,21.5,21,19.63,15,14.02,8,7.48,29,27.1,2,1.87,9,8.41,41019
41,20,133,26,19.55,10,7.52,23,17.29,22,16.54,19,14.29,4,3.01,29,21.8,41020
41,21,73,8,10.96,13,17.81,12,16.44,6,8.22,17,23.29,6,8.22,11,15.07,41021
41,22,100,17,17.0,16,16.0,18,18.0,6,6.0,26,26.0,7,7.0,10,10.0,41022
41,23,97,26,26.8,10,10.31,21,21.65,11,11.34,19,19.59,1,1.03,9,9.28,41023
41,24,85,20,23.53,10,11.76,12,14.12,8,9.41,26,30.59,1,1.18,8,9.41,41024
41,25,54,9,16.67,8,14.81,9,16.67,5,9.26,17,31.48,2,3.7,4,7.41,41025
41,26,44,4,9.09,3,6.82,12,27.27,2,4.55,17,38.64,1,2.27,5,11.36,41026
41,27,55,9,16.36,7,12.73,9,16.36,8,14.55,15,27.27,2,3.64,5,9.09,41027
41,28,54,8,14.81,4,7.41,18,33.33,7,12.96,13,24.07,0,0.0,4,7.41,41028
41,29,31,4,12.9,3,9.68,10,32.26,2,6.45,6,19.35,1,3.23,5,16.13,41029
41,30,86,13,15.12,17,19.77,10,11.63,8,9.3,27,31.4,2,2.33,9,10.47,41030
41,31,107,18,16.82,14,13.08,15,14.02,13,12.15,29,27.1,5,4.67,13,12.15,41031
41,32,76,19,25.0,11,14.47,12,15.79,9,11.84,17,22.37,3,3.95,5,6.58,41032
41,33,95,12,12.63,15,15.79,11,11.58,13,13.68,34,35.79,1,1.05,9,9.47,41033
41,34,73,13,17.81,15,20.55,12,16.44,2,2.74,21,28.77,3,4.11,7,9.59,41034
41,35,80,20,25.0,7,8.75,15,18.75,4,5.0,23,28.75,3,3.75,8,10.0,41035
41,36,98,11,11.22,14,14.29,25,25.51,6,6.12,24,24.49,4,4.08,14,14.29,41036
41,37,100,15,15.0,8,8.0,39,39.0,6,6.0,19,19.0,2,2.0,11,11.0,41037
41,38,47,10,21.28,3,6.38,17,36.17,5,10.64,6,12.77,1,2.13,5,10.64,41038
41,39,103,16,15.53,16,15.53,17,16.5,11,10.68,25,24.27,4,3.88,14,13.59,41039
41,40,67,15,22.39,7,10.45,14,20.9,4,5.97,18,26.87,2,2.99,7,10.45,41040
41,41,78,13,16.67,16,20.51,8,10.26,11,14.1,21,26.92,2,2.56,7,8.97,41041
41,42,94,11,11.7,11,11.7,19,20.21,13,13.83,27,28.72,1,1.06,12,12.77,41042
41,43,77,15,19.48,12,15.58,10,12.99,5,6.49,18,23.38,4,5.19,13,16.88,41043
41,44,93,21,22.58,13,13.98,18,19.35,11,11.83,17,18.28,3,3.23,10,10.75,41044
41,45,78,11,14.1,8,10.26,8,10.26,10,12.82,28,35.9,4,5.13,9,11.54,41045
41,46,73,16,21.92,9,12.33,19,26.03,5,6.85,17,23.29,2,2.74,5,6.85,41046
41,47,110,10,9.09,16,14.55,38,34.55,7,6.36,27,24.55,2,1.82,10,9.09,41047
41,48,57,13,22.81,5,8.77,15,26.32,5,8.77,11,19.3,0,0.0,8,14.04,41048
41,49,87,14,16.09,15,17.24,14,16.09,9,10.34,18,20.69,1,1.15,16,18.39,41049
41,50,95,21,22.11,6,6.32,15,15.79,15,15.79,24,25.26,4,4.21,10,10.53,41050
41,51,49,8,16.33,4,8.16,11,22.45,6,12.24,15,30.61,1,2.04,4,8.16,41051
41,52,105,25,23.81,14,13.33,30,28.57,9,8.57,16,15.24,3,2.86,8,7.62,41052
41,53,85,12,14.12,8,9.41,18,21.18,11,12.94,22,25.88,3,3.53,11,12.94,41053
41,54,90,8,8.89,3,3.33,37,41.11,8,8.89,19,21.11,3,3.33,12,13.33,41054
41,55,67,9,13.43,7,10.45,13,19.4,10,14.93,13,19.4,6,8.96,9,13.43,41055
41,56,104,12,11.54,11,10.58,36,34.62,10,9.62,21,20.19,4,3.85,10,9.62,41056
41,57,102,18,17.65,21,20.59,18,17.65,9,8.82,26,25.49,2,1.96,8,7.84,41057
41,58,63,9,14.29,10,15.87,11,17.46,8,12.7,14,22.22,4,6.35,7,11.11,41058
41,59,80,10,12.5,15,18.75,17,21.25,11,13.75,19,23.75,0,0.0,8,10.0,41059
41,60,67,13,19.4,8,11.94,14,20.9,3,4.48,16,23.88,2,2.99,11,16.42,41060
41,61,131,18,13.74,7,5.34,43,32.82,13,9.92,37,28.24,5,3.82,8,6.11,41061
41,62,89,10,11.24,13,14.61,17,19.1,5,5.62,26,29.21,2,2.25,16,17.98,41062
41,63,81,12,14.81,15,18.52,17,20.99,9,11.11,19,23.46,4,4.94,5,6.17,41063
41,64,105,28,26.67,5,4.76,24,22.86,9,8.57,23,21.9,5,4.76,11,10.48,41064
41,65,79,15,18.99,6,7.59,14,17.72,9,11.39,22,27.85,2,2.53,11,13.92,41065
41,66,111,15,13.51,14,12.61,40,36.04,7,6.31,20,18.02,3,2.7,12,10.81,41066
42,1,82,19,23.17,8,9.76,33,40.24,3,3.66,10,12.2,1,1.22,8,9.76,42001
42,2,52,12,23.08,4,7.69,22,42.31,1,1.92,4,7.69,2,3.85,7,13.46,42002
42,3,55,14,25.45,6,10.91,11,20.0,7,12.73,10,18.18,1,1.82,6,10.91,42003
42,4,84,8,9.52,9,10.71,36,42.86,7,8.33,13,15.48,4,4.76,7,8.33,42004
42,5,47,7,14.89,4,8.51,22,46.81,3,6.38,4,8.51,0,0.0,7,14.89,42005
42,6,167,23,13.77,22,13.17,62,37.13,11,6.59,18,10.78,10,5.99,21,12.57,42006
42,7,66,16,24.24,5,7.58,28,42.42,6,9.09,6,9.09,0,0.0,5,7.58,42007
42,8,72,17,23.61,2,2.78,35,48.61,2,2.78,9,12.5,1,1.39,6,8.33,42008
42,9,68,11,16.18,8,11.76,22,32.35,4,5.88,13,19.12,4,5.88,6,8.82,42009
42,10,54,9,16.67,1,1.85,30,55.56,4,7.41,5,9.26,1,1.85,4,7.41,42010
42,11,73,16,21.92,8,10.96,26,35.62,3,4.11,10,13.7,0,0.0,10,13.7,42011
42,12,69,21,30.43,7,10.14,26,37.68,3,4.35,6,8.7,1,1.45,5,7.25,42012
42,13,163,29,17.79,19,11.66,59,36.2,6,3.68,14,8.59,11,6.75,25,15.34,42013
42,14,75,12,16.0,6,8.0,30,40.0,4,5.33,8,10.67,2,2.67,13,17.33,42014
42,15,73,6,8.22,7,9.59,33,45.21,5,6.85,11,15.07,3,4.11,8,10.96,42015
42,16,88,8,9.09,5,5.68,50,56.82,2,2.27,7,7.95,5,5.68,11,12.5,42016
42,17,13,3,23.08,2,15.38,3,23.08,1,7.69,2,15.38,0,0.0,2,15.38,42017
42,18,125,35,28.0,24,19.2,35,28.0,4,3.2,7,5.6,4,3.2,16,12.8,42018
42,19,58,8,13.79,6,10.34,25,43.1,3,5.17,9,15.52,1,1.72,6,10.34,42019
42,20,33,5,15.15,7,21.21,7,21.21,3,9.09,6,18.18,0,0.0,5,15.15,42020
42,21,62,21,33.87,5,8.06,20,32.26,4,6.45,5,8.06,1,1.61,6,9.68,42021
42,22,50,14,28.0,4,8.0,11,22.0,6,12.0,3,6.0,8,16.0,4,8.0,42022
42,23,82,10,12.2,3,3.66,45,54.88,1,1.22,11,13.41,4,4.88,8,9.76,42023
42,24,103,27,26.21,6,5.83,38,36.89,5,4.85,18,17.48,2,1.94,7,6.8,42024
42,25,98,11,11.22,6,6.12,41,41.84,7,7.14,14,14.29,4,4.08,15,15.31,42025
42,26,41,3,7.32,1,2.44,18,43.9,1,2.44,8,19.51,2,4.88,8,19.51,42026
42,27,134,34,25.37,19,14.18,29,21.64,10,7.46,17,12.69,7,5.22,18,13.43,42027
42,28,87,11,12.64,4,4.6,45,51.72,2,2.3,12,13.79,5,5.75,8,9.2,42028
42,29,65,9,13.85,4,6.15,37,56.92,2,3.08,4,6.15,0,0.0,9,13.85,42029
42,30,57,12,21.05,5,8.77,21,36.84,4,7.02,9,15.79,3,5.26,3,5.26,42030
42,31,30,15,50.0,0,0.0,6,20.0,2,6.67,5,16.67,1,3.33,1,3.33,42031
42,32,96,49,51.04,6,6.25,22,22.92,1,1.04,7,7.29,3,3.13,8,8.33,42032
42,33,126,17,13.49,7,5.56,56,44.44,5,3.97,17,13.49,4,3.17,20,15.87,42033
42,34,60,16,26.67,3,5.0,25,41.67,3,5.0,8,13.33,2,3.33,3,5.0,42034
42,35,55,11,20.0,3,5.45,33,60.0,2,3.64,2,3.64,1,1.82,3,5.45,42035
42,36,91,19,20.88,4,4.4,34,37.36,6,6.59,11,12.09,2,2.2,15,16.48,42036
42,37,72,9,12.5,6,8.33,38,52.78,2,2.78,8,11.11,1,1.39,8,11.11,42037
42,38,76,10,13.16,8,10.53,32,42.11,3,3.95,7,9.21,4,5.26,12,15.79,42038
42,39,105,20,19.05,4,3.81,40,38.1,8,7.62,19,18.1,4,3.81,10,9.52,42039
42,40,54,5,9.26,2,3.7,27,50.0,2,3.7,8,14.81,3,5.56,7,12.96,42040
42,41,44,2,4.55,4,9.09,19,43.18,6,13.64,6,13.64,1,2.27,6,13.64,42041
42,42,66,12,18.18,8,12.12,25,37.88,1,1.52,5,7.58,2,3.03,13,19.7,42042
42,43,87,14,16.09,5,5.75,40,45.98,2,2.3,12,13.79,4,4.6,10,11.49,42043
42,44,67,5,7.46,1,1.49,36,53.73,6,8.96,8,11.94,0,0.0,11,16.42,42044
42,45,58,4,6.9,5,8.62,39,67.24,1,1.72,3,5.17,0,0.0,6,10.34,42045
42,46,56,8,14.29,9,16.07,22,39.29,2,3.57,4,7.14,3,5.36,8,14.29,42046
42,47,55,17,30.91,6,10.91,17,30.91,3,5.45,5,9.09,1,1.82,6,10.91,42047
42,48,39,8,20.51,5,12.82,8,20.51,2,5.13,12,30.77,2,5.13,2,5.13,42048
42,49,81,19,23.46,10,12.35,18,22.22,6,7.41,4,4.94,9,11.11,15,18.52,42049
42,50,60,7,11.67,8,13.33,24,40.0,3,5.0,8,13.33,2,3.33,8,13.33,42050
42,51,40,9,22.5,8,20.0,9,22.5,3,7.5,2,5.0,3,7.5,6,15.0,42051
42,52,59,10,16.95,6,10.17,25,42.37,1,1.69,7,11.86,4,6.78,6,10.17,42052
42,53,69,21,30.43,3,4.35,18,26.09,5,7.25,10,14.49,2,2.9,10,14.49,42053
42,54,55,11,20.0,3,5.45,22,40.0,1,1.82,7,12.73,4,7.27,7,12.73,42054
42,55,69,10,14.49,5,7.25,35,50.72,5,7.25,5,7.25,1,1.45,8,11.59,42055
42,56,54,11,20.37,2,3.7,26,48.15,6,11.11,5,9.26,0,0.0,4,7.41,42056
42,57,46,6,13.04,3,6.52,15,32.61,6,13.04,6,13.04,2,4.35,8,17.39,42057
42,58,121,31,25.62,8,6.61,31,25.62,6,4.96,19,15.7,10,8.26,16,13.22,42058
42,59,64,19,29.69,6,9.38,10,15.63,7,10.94,10,15.63,7,10.94,5,7.81,42059
42,60,33,2,6.06,3,9.09,7,21.21,1,3.03,12,36.36,2,6.06,6,18.18,42060
42,61,14,1,7.14,1,7.14,7,50.0,1,7.14,3,21.43,1,7.14,0,0.0,42061
42,62,39,6,15.38,6,15.38,16,41.03,1,2.56,6,15.38,2,5.13,2,5.13,42062
42,63,69,12,17.39,7,10.14,30,43.48,4,5.8,8,11.59,1,1.45,7,10.14,42063
42,64,38,8,21.05,6,15.79,11,28.95,0,0.0,3,7.89,3,7.89,7,18.42,42064
42,65,34,3,8.82,4,11.76,14,41.18,1,2.94,5,14.71,1,2.94,6,17.65,42065
42,66,47,9,19.15,6,12.77,14,29.79,2,4.26,6,12.77,3,6.38,7,14.89,42066
42,67,145,34,23.45,31,21.38,31,21.38,9,6.21,9,6.21,10,6.9,21,14.48,42067
43,1,36,4,11.11,3,8.33,18,50.0,1,2.78,6,16.67,0,0.0,4,11.11,43001
43,2,32,2,6.25,1,3.13,17,53.13,3,9.38,6,18.75,0,0.0,3,9.38,43002
43,3,38,5,13.16,2,5.26,20,52.63,1,2.63,4,10.53,0,0.0,6,15.79,43003
43,4,42,8,19.05,7,16.67,19,45.24,0,0.0,3,7.14,1,2.38,4,9.52,43004
43,5,57,9,15.79,1,1.75,37,64.91,2,3.51,3,5.26,1,1.75,4,7.02,43005
43,6,55,5,9.09,4,7.27,28,50.91,4,7.27,6,10.91,0,0.0,8,14.55,43006
43,7,58,8,13.79,7,12.07,27,46.55,2,3.45,5,8.62,3,5.17,6,10.34,43007
43,8,62,7,11.29,7,11.29,28,45.16,4,6.45,7,11.29,5,8.06,4,6.45,43008
43,9,34,4,11.76,2,5.88,19,55.88,2,5.88,3,8.82,1,2.94,3,8.82,43009
43,10,36,1,2.78,3,8.33,28,77.78,1,2.78,1,2.78,0,0.0,2,5.56,43010
43,11,50,1,2.0,5,10.0,26,52.0,5,10.0,8,16.0,0,0.0,5,10.0,43011
