ward,precinct,total,BARACK OBAMA,BARACK OBAMA Percent,GEORGE C. ROBY,GEORGE C. ROBY Percent,DONNE E. TROTTER,DONNE E. TROTTER Percent,BOBBY L. RUSH,BOBBY L. RUSH Percent,precinct_id
19,2,233,142,60.94,5,2.15,7,3.0,79,33.91,19002
19,3,214,179,83.64,6,2.8,10,4.67,19,8.88,19003
19,4,217,160,73.73,11,5.07,12,5.53,34,15.67,19004
19,5,216,131,60.65,5,2.31,8,3.7,72,33.33,19005
19,6,230,180,78.26,11,4.78,12,5.22,27,11.74,19006
19,7,249,216,86.75,2,0.8,7,2.81,24,9.64,19007
19,8,156,127,81.41,5,3.21,6,3.85,18,11.54,19008
19,9,173,140,80.92,7,4.05,11,6.36,15,8.67,19009
19,10,309,226,73.14,2,0.65,19,6.15,62,20.06,19010
19,11,242,194,80.17,12,4.96,12,4.96,24,9.92,19011
19,12,197,158,80.2,6,3.05,10,5.08,23,11.68,19012
19,13,187,54,28.88,1,0.53,10,5.35,122,65.24,19013
19,14,152,107,70.39,5,3.29,10,6.58,30,19.74,19014
19,15,121,96,79.34,2,1.65,6,4.96,17,14.05,19015
19,16,278,215,77.34,6,2.16,14,5.04,43,15.47,19016
19,17,254,215,84.65,4,1.57,8,3.15,27,10.63,19017
19,18,296,221,74.66,9,3.04,14,4.73,52,17.57,19018
19,19,270,223,82.59,4,1.48,5,1.85,38,14.07,19019
19,20,208,111,53.37,3,1.44,5,2.4,89,42.79,19020
19,21,188,130,69.15,15,7.98,12,6.38,31,16.49,19021
19,22,280,213,76.07,4,1.43,10,3.57,53,18.93,19022
19,23,303,240,79.21,7,2.31,9,2.97,47,15.51,19023
19,24,204,169,82.84,7,3.43,9,4.41,19,9.31,19024
19,25,265,216,81.51,1,0.38,7,2.64,41,15.47,19025
19,26,246,202,82.11,6,2.44,3,1.22,35,14.23,19026
19,27,191,103,53.93,3,1.57,6,3.14,79,41.36,19027
19,28,279,82,29.39,1,0.36,25,8.96,171,61.29,19028
19,29,207,154,74.4,12,5.8,11,5.31,30,14.49,19029
19,30,205,157,76.59,7,3.41,9,4.39,32,15.61,19030
19,31,230,180,78.26,3,1.3,1,0.43,46,20.0,19031
19,32,292,265,90.75,4,1.37,3,1.03,20,6.85,19032
19,33,270,202,74.81,14,5.19,14,5.19,40,14.81,19033
19,34,229,181,79.04,6,2.62,6,2.62,36,15.72,19034
19,35,253,184,72.73,5,1.98,4,1.58,60,23.72,19035
19,36,193,106,54.92,5,2.59,12,6.22,70,36.27,19036
19,37,216,129,59.72,4,1.85,11,5.09,72,33.33,19037
19,38,234,134,57.26,5,2.14,9,3.85,86,36.75,19038
19,39,89,20,22.47,2,2.25,4,4.49,63,70.79,19039
19,40,240,183,76.25,3,1.25,8,3.33,46,19.17,19040
19,41,218,170,77.98,9,4.13,10,4.59,29,13.3,19041
19,42,176,94,53.41,1,0.57,5,2.84,76,43.18,19042
19,44,204,155,75.98,7,3.43,24,11.76,18,8.82,19044
19,45,284,224,78.87,5,1.76,8,2.82,47,16.55,19045
19,46,318,266,83.65,2,0.63,5,1.57,45,14.15,19046
19,47,160,91,56.88,1,0.63,9,5.63,59,36.88,19047
19,49,255,124,48.63,0,0.0,5,1.96,126,49.41,19049
19,51,206,166,80.58,7,3.4,6,2.91,27,13.11,19051
19,52,175,134,76.57,6,3.43,18,10.29,17,9.71,19052
19,53,247,213,86.23,11,4.45,4,1.62,19,7.69,19053
19,54,158,118,74.68,10,6.33,9,5.7,21,13.29,19054
19,55,206,162,78.64,5,2.43,11,5.34,28,13.59,19055
19,56,264,176,66.67,5,1.89,23,8.71,60,22.73,19056
19,57,268,176,65.67,9,3.36,8,2.99,75,27.99,19057
19,58,214,172,80.37,1,0.47,15,7.01,26,12.15,19058
19,59,242,184,76.03,13,5.37,8,3.31,37,15.29,19059
19,61,310,249,80.32,9,2.9,4,1.29,48,15.48,19061
19,62,263,227,86.31,7,2.66,3,1.14,26,9.89,19062
19,63,153,95,62.09,8,5.23,5,3.27,45,29.41,19063
19,64,311,192,61.74,8,2.57,16,5.14,95,30.55,19064
19,65,244,153,62.7,7,2.87,9,3.69,75,30.74,19065
20,1,167,8,4.79,2,1.2,10,5.99,147,88.02,20001
20,2,128,12,9.38,1,0.78,5,3.91,110,85.94,20002
20,3,156,15,9.62,4,2.56,4,2.56,133,85.26,20003
20,5,114,8,7.02,0,0.0,8,7.02,98,85.96,20005
20,6,150,17,11.33,6,4.0,12,8.0,115,76.67,20006
20,7,81,14,17.28,2,2.47,4,4.94,61,75.31,20007
20,9,152,13,8.55,1,0.66,7,4.61,131,86.18,20009
20,10,179,27,15.08,2,1.12,14,7.82,136,75.98,20010
20,11,96,12,12.5,1,1.04,3,3.13,80,83.33,20011
20,12,114,12,10.53,1,0.88,9,7.89,92,80.7,20012
20,13,65,5,7.69,3,4.62,2,3.08,55,84.62,20013
20,14,250,35,14.0,2,0.8,10,4.0,203,81.2,20014
20,16,91,2,2.2,0,0.0,5,5.49,84,92.31,20016
20,17,114,9,7.89,1,0.88,2,1.75,102,89.47,20017
20,18,166,17,10.24,2,1.2,11,6.63,136,81.93,20018
20,19,112,14,12.5,1,0.89,6,5.36,91,81.25,20019
20,20,95,9,9.47,0,0.0,3,3.16,83,87.37,20020
20,22,125,22,17.6,1,0.8,3,2.4,99,79.2,20022
20,23,130,14,10.77,1,0.77,11,8.46,104,80.0,20023
20,24,157,30,19.11,2,1.27,10,6.37,115,73.25,20024
20,25,116,7,6.03,1,0.86,16,13.79,92,79.31,20025
20,26,258,39,15.12,4,1.55,12,4.65,203,78.68,20026
20,28,156,18,11.54,0,0.0,10,6.41,128,82.05,20028
20,29,123,13,10.57,4,3.25,7,5.69,99,80.49,20029
20,30,154,19,12.34,2,1.3,7,4.55,126,81.82,20030
20,32,215,38,17.67,1,0.47,13,6.05,163,75.81,20032
20,33,140,19,13.57,3,2.14,5,3.57,113,80.71,20033
20,34,209,53,25.36,2,0.96,9,4.31,145,69.38,20034
20,35,66,5,7.58,0,0.0,3,4.55,58,87.88,20035
20,36,131,15,11.45,3,2.29,3,2.29,110,83.97,20036
20,37,99,7,7.07,5,5.05,4,4.04,83,83.84,20037
20,38,212,35,16.51,2,0.94,13,6.13,162,76.42,20038
20,39,136,13,9.56,0,0.0,5,3.68,118,86.76,20039
20,40,112,24,21.43,2,1.79,4,3.57,82,73.21,20040
20,41,24,3,12.5,0,0.0,0,0.0,21,87.5,20041
20,42,39,7,17.95,1,2.56,1,2.56,30,76.92,20042
20,43,217,38,17.51,3,1.38,10,4.61,166,76.5,20043
20,44,191,14,7.33,0,0.0,12,6.28,165,86.39,20044
20,45,43,5,11.63,0,0.0,3,6.98,35,81.4,20045
20,46,73,10,13.7,5,6.85,7,9.59,51,69.86,20046
20,47,107,21,19.63,3,2.8,2,1.87,81,75.7,20047
20,49,127,12,9.45,3,2.36,5,3.94,107,84.25,20049
20,50,121,10,8.26,2,1.65,13,10.74,96,79.34,20050
20,51,147,6,4.08,1,0.68,7,4.76,133,90.48,20051
20,52,38,4,10.53,0,0.0,0,0.0,34,89.47,20052
21,2,103,18,17.48,1,0.97,4,3.88,80,77.67,21002
21,5,170,24,14.12,3,1.76,13,7.65,130,76.47,21005
21,11,192,18,9.38,2,1.04,13,6.77,159,82.81,21011
21,12,208,24,11.54,1,0.48,12,5.77,171,82.21,21012
21,13,101,11,10.89,3,2.97,6,5.94,81,80.2,21013
21,17,101,25,24.75,0,0.0,4,3.96,72,71.29,21017
21,20,51,12,23.53,0,0.0,4,7.84,35,68.63,21020
21,23,138,29,21.01,1,0.72,13,9.42,95,68.84,21023
21,24,218,26,11.93,0,0.0,13,5.96,179,82.11,21024
21,25,156,16,10.26,0,0.0,6,3.85,134,85.9,21025
21,26,143,26,18.18,2,1.4,11,7.69,104,72.73,21026
21,27,227,65,28.63,3,1.32,13,5.73,146,64.32,21027
21,31,234,40,17.09,3,1.28,21,8.97,170,72.65,21031
21,32,89,15,16.85,2,2.25,4,4.49,68,76.4,21032
21,37,112,9,8.04,3,2.68,7,6.25,93,83.04,21037
21,42,193,35,18.13,1,0.52,7,3.63,150,77.72,21042
21,43,140,22,15.71,1,0.71,12,8.57,105,75.0,21043
21,46,144,19,13.19,0,0.0,25,17.36,100,69.44,21046
21,47,272,62,22.79,3,1.1,17,6.25,190,69.85,21047
21,48,229,37,16.16,1,0.44,27,11.79,164,71.62,21048
21,53,176,32,18.18,2,1.14,10,5.68,132,75.0,21053
21,55,191,28,14.66,4,2.09,17,8.9,142,74.35,21055
21,58,119,19,15.97,1,0.84,9,7.56,90,75.63,21058
21,59,240,41,17.08,1,0.42,16,6.67,182,75.83,21059
21,65,181,37,20.44,3,1.66,19,10.5,122,67.4,21065
21,70,129,31,24.03,0,0.0,8,6.2,90,69.77,21070
34,25,115,11,9.57,0,0.0,3,2.61,101,87.83,34025
34,46,141,21,14.89,1,0.71,9,6.38,110,78.01,34046
