ward,precinct,total,MARVIN J. LEAVITT,MARVIN J. LEAVITT Percent,DENNIS MICHAEL MCGUIRE,DENNIS MICHAEL MCGUIRE Percent,JOYCE M. MURPHY,JOYCE M. MURPHY Percent,THOMAS JAMES LAWLER,THOMAS JAMES LAWLER Percent,precinct_id
50,15,116,60,51.72,18,15.52,34,29.31,4,3.45,50015
50,16,104,80,76.92,6,5.77,13,12.5,5,4.81,50016
50,17,76,53,69.74,8,10.53,11,14.47,4,5.26,50017
50,18,79,50,63.29,10,12.66,16,20.25,3,3.8,50018
50,19,101,63,62.38,5,4.95,29,28.71,4,3.96,50019
50,20,83,42,50.6,18,21.69,19,22.89,4,4.82,50020
50,21,112,57,50.89,18,16.07,28,25.0,9,8.04,50021
50,22,78,51,65.38,4,5.13,18,23.08,5,6.41,50022
50,23,69,41,59.42,10,14.49,8,11.59,10,14.49,50023
50,24,47,27,57.45,4,8.51,12,25.53,4,8.51,50024
50,25,63,42,66.67,7,11.11,9,14.29,5,7.94,50025
50,26,94,83,88.3,4,4.26,6,6.38,1,1.06,50026
50,27,82,68,82.93,5,6.1,6,7.32,3,3.66,50027
50,28,87,46,52.87,14,16.09,17,19.54,10,11.49,50028
50,29,87,40,45.98,9,10.34,31,35.63,7,8.05,50029
50,30,82,55,67.07,9,10.98,15,18.29,3,3.66,50030
50,31,116,111,95.69,1,0.86,2,1.72,2,1.72,50031
50,32,59,22,37.29,8,13.56,22,37.29,7,11.86,50032
50,33,43,34,79.07,2,4.65,4,9.3,3,6.98,50033
50,34,82,38,46.34,10,12.2,27,32.93,7,8.54,50034
50,35,102,53,51.96,16,15.69,29,28.43,4,3.92,50035
50,36,100,55,55.0,16,16.0,24,24.0,5,5.0,50036
50,37,116,49,42.24,26,22.41,35,30.17,6,5.17,50037
50,38,122,109,89.34,6,4.92,5,4.1,2,1.64,50038
50,39,117,82,70.09,13,11.11,13,11.11,9,7.69,50039
50,40,90,61,67.78,6,6.67,18,20.0,5,5.56,50040
50,41,110,74,67.27,9,8.18,24,21.82,3,2.73,50041
50,42,143,104,72.73,10,6.99,24,16.78,5,3.5,50042
50,43,111,74,66.67,13,11.71,17,15.32,7,6.31,50043
50,44,90,74,82.22,5,5.56,5,5.56,6,6.67,50044
50,45,104,69,66.35,17,16.35,17,16.35,1,0.96,50045
50,46,63,47,74.6,6,9.52,7,11.11,3,4.76,50046
