ward,precinct,total,Brian Terrence Sexton,Brian Terrence Sexton Percent,Peter Michael Gonzalez,Peter Michael Gonzalez Percent,precinct_id
17,13,121,50,41.32,52,42.98,17013
17,14,166,31,18.67,114,68.67,17014
17,15,149,78,52.35,52,34.9,17015
17,16,123,45,36.59,72,58.54,17016
17,17,145,53,36.55,77,53.1,17017
17,18,194,88,45.36,84,43.3,17018
17,19,87,33,37.93,45,51.72,17019
17,20,236,93,39.41,120,50.85,17020
17,21,242,93,38.43,108,44.63,17021
17,22,141,58,41.13,65,46.1,17022
17,23,115,41,35.65,65,56.52,17023
17,24,187,75,40.11,87,46.52,17024
17,25,106,42,39.62,51,48.11,17025
17,26,169,64,37.87,85,50.3,17026
17,27,157,61,38.85,75,47.77,17027
17,28,124,58,46.77,55,44.35,17028
17,29,137,57,41.61,59,43.07,17029
17,30,102,24,23.53,70,68.63,17030
17,31,89,40,44.94,40,44.94,17031
17,32,117,41,35.04,56,47.86,17032
17,33,91,38,41.76,46,50.55,17033
17,34,119,40,33.61,66,55.46,17034
17,35,105,45,42.86,49,46.67,17035
17,36,162,55,33.95,74,45.68,17036
17,37,142,52,36.62,70,49.3,17037
17,38,134,53,39.55,63,47.01,17038
17,39,170,64,37.65,84,49.41,17039
17,40,185,72,38.92,91,49.19,17040
17,41,222,85,38.29,107,48.2,17041
18,1,128,44,34.38,67,52.34,18001
18,2,126,32,25.4,78,61.9,18002
18,3,126,57,45.24,60,47.62,18003
18,4,225,95,42.22,116,51.56,18004
18,5,114,50,43.86,47,41.23,18005
18,6,145,65,44.83,57,39.31,18006
18,7,164,67,40.85,77,46.95,18007
18,8,186,75,40.32,88,47.31,18008
18,9,210,88,41.9,89,42.38,18009
18,10,270,126,46.67,111,41.11,18010
18,11,136,42,30.88,71,52.21,18011
18,12,176,77,43.75,78,44.32,18012
18,13,190,74,38.95,94,49.47,18013
18,14,189,84,44.44,82,43.39,18014
18,15,196,56,28.57,119,60.71,18015
18,16,155,64,41.29,69,44.52,18016
18,17,174,65,37.36,93,53.45,18017
18,18,193,87,45.08,79,40.93,18018
18,19,201,82,40.8,94,46.77,18019
18,20,145,52,35.86,78,53.79,18020
18,21,213,92,43.19,100,46.95,18021
18,22,236,107,45.34,105,44.49,18022
18,23,150,60,40.0,66,44.0,18023
18,24,142,38,26.76,82,57.75,18024
18,25,151,39,25.83,93,61.59,18025
18,26,236,95,40.25,114,48.31,18026
18,27,136,54,39.71,62,45.59,18027
18,28,142,51,35.92,70,49.3,18028
18,29,182,61,33.52,104,57.14,18029
18,30,153,44,28.76,93,60.78,18030
18,31,191,63,32.98,107,56.02,18031
18,32,220,96,43.64,106,48.18,18032
18,33,144,61,42.36,68,47.22,18033
18,34,243,104,42.8,102,41.98,18034
18,35,239,91,38.08,114,47.7,18035
18,36,178,74,41.57,91,51.12,18036
18,37,219,78,35.62,112,51.14,18037
18,38,170,78,45.88,75,44.12,18038
18,39,128,48,37.5,65,50.78,18039
18,40,203,67,33.0,117,57.64,18040
18,41,217,92,42.4,101,46.54,18041
18,42,134,59,44.03,62,46.27,18042
18,43,110,29,26.36,68,61.82,18043
18,44,148,57,38.51,75,50.68,18044
18,45,133,33,24.81,83,62.41,18045
18,46,192,53,27.6,115,59.9,18046
18,47,137,57,41.61,59,43.07,18047
18,48,138,61,44.2,65,47.1,18048
18,49,103,44,42.72,53,51.46,18049
18,50,120,56,46.67,51,42.5,18050
19,1,208,164,78.85,31,14.9,19001
19,2,323,131,40.56,149,46.13,19002
19,3,127,104,81.89,18,14.17,19003
19,4,221,165,74.66,39,17.65,19004
19,5,267,133,49.81,105,39.33,19005
19,6,198,141,71.21,41,20.71,19006
19,7,204,139,68.14,48,23.53,19007
19,8,177,134,75.71,31,17.51,19008
19,9,172,118,68.6,41,23.84,19009
19,10,314,141,44.9,115,36.62,19010
19,11,168,124,73.81,23,13.69,19011
19,12,147,115,78.23,24,16.33,19012
19,13,310,115,37.1,148,47.74,19013
19,14,235,98,41.7,101,42.98,19014
19,15,218,139,63.76,58,26.61,19015
19,16,216,157,72.69,40,18.52,19016
19,17,175,121,69.14,39,22.29,19017
19,18,221,108,48.87,83,37.56,19018
19,19,299,155,51.84,106,35.45,19019
19,20,215,85,39.53,94,43.72,19020
19,21,159,100,62.89,41,25.79,19021
19,22,247,113,45.75,83,33.6,19022
19,23,233,174,74.68,38,16.31,19023
19,24,157,108,68.79,31,19.75,19024
19,25,224,129,57.59,74,33.04,19025
19,26,224,103,45.98,74,33.04,19026
19,27,242,88,36.36,124,51.24,19027
19,28,266,110,41.35,117,43.98,19028
19,29,164,112,68.29,32,19.51,19029
19,30,164,115,70.12,31,18.9,19030
19,31,216,123,56.94,70,32.41,19031
19,32,182,107,58.79,47,25.82,19032
19,33,177,125,70.62,33,18.64,19033
19,34,231,134,58.01,73,31.6,19034
19,35,247,128,51.82,84,34.01,19035
19,36,260,109,41.92,114,43.85,19036
19,37,248,84,33.87,110,44.35,19037
19,38,224,97,43.3,96,42.86,19038
19,39,58,19,32.76,30,51.72,19039
19,40,247,107,43.32,113,45.75,19040
19,41,165,109,66.06,48,29.09,19041
19,42,175,64,36.57,88,50.29,19042
19,43,288,119,41.32,134,46.53,19043
19,44,199,146,73.37,34,17.09,19044
19,45,220,145,65.91,55,25.0,19045
19,46,236,174,73.73,45,19.07,19046
19,47,365,187,51.23,137,37.53,19047
19,48,243,120,49.38,87,35.8,19048
19,49,316,126,39.87,135,42.72,19049
19,50,166,113,68.07,42,25.3,19050
19,51,269,191,71.0,52,19.33,19051
19,52,186,111,59.68,51,27.42,19052
19,53,217,144,66.36,53,24.42,19053
19,54,125,83,66.4,29,23.2,19054
19,55,163,119,73.01,28,17.18,19055
19,56,256,130,50.78,87,33.98,19056
19,57,209,76,36.36,97,46.41,19057
20,1,177,80,45.2,74,41.81,20001
20,2,68,25,36.76,33,48.53,20002
20,3,140,63,45.0,62,44.29,20003
20,4,66,26,39.39,32,48.48,20004
20,5,188,68,36.17,84,44.68,20005
20,6,66,30,45.45,28,42.42,20006
20,7,144,63,43.75,59,40.97,20007
20,8,180,77,42.78,78,43.33,20008
20,9,232,111,47.84,83,35.78,20009
20,10,125,56,44.8,54,43.2,20010
20,11,180,89,49.44,64,35.56,20011
20,12,104,39,37.5,47,45.19,20012
20,13,173,64,36.99,77,44.51,20013
20,14,80,38,47.5,31,38.75,20014
20,15,115,10,8.7,99,86.09,20015
20,16,185,75,40.54,80,43.24,20016
20,17,84,29,34.52,43,51.19,20017
20,18,116,51,43.97,50,43.1,20018
20,19,129,63,48.84,51,39.53,20019
20,20,103,14,13.59,79,76.7,20020
20,21,89,39,43.82,39,43.82,20021
20,22,211,70,33.18,109,51.66,20022
20,23,149,63,42.28,71,47.65,20023
20,24,159,57,35.85,79,49.69,20024
20,25,98,43,43.88,43,43.88,20025
20,26,206,66,32.04,99,48.06,20026
20,27,82,43,52.44,24,29.27,20027
20,28,108,55,50.93,34,31.48,20028
20,29,222,85,38.29,102,45.95,20029
20,30,83,25,30.12,43,51.81,20030
20,31,161,69,42.86,74,45.96,20031
20,32,121,43,35.54,57,47.11,20032
20,33,132,62,46.97,52,39.39,20033
20,34,197,67,34.01,81,41.12,20034
20,35,61,25,40.98,25,40.98,20035
20,36,52,15,28.85,27,51.92,20036
20,37,49,22,44.9,18,36.73,20037
20,38,55,23,41.82,20,36.36,20038
20,39,17,9,52.94,8,47.06,20039
21,1,214,103,48.13,84,39.25,21001
21,2,129,63,48.84,52,40.31,21002
21,3,210,101,48.1,79,37.62,21003
21,4,167,78,46.71,66,39.52,21004
21,5,219,102,46.58,86,39.27,21005
21,6,150,67,44.67,61,40.67,21006
21,7,216,99,45.83,91,42.13,21007
21,8,196,79,40.31,89,45.41,21008
21,9,227,103,45.37,95,41.85,21009
21,10,165,72,43.64,66,40.0,21010
21,11,156,62,39.74,71,45.51,21011
21,12,155,72,46.45,57,36.77,21012
21,13,181,88,48.62,67,37.02,21013
21,14,253,102,40.32,118,46.64,21014
21,15,149,74,49.66,52,34.9,21015
21,16,165,86,52.12,57,34.55,21016
21,17,143,59,41.26,57,39.86,21017
21,18,209,100,47.85,82,39.23,21018
21,19,206,107,51.94,74,35.92,21019
21,20,146,77,52.74,45,30.82,21020
21,21,158,65,41.14,72,45.57,21021
21,22,169,80,47.34,70,41.42,21022
21,23,162,84,51.85,61,37.65,21023
21,24,201,103,51.24,69,34.33,21024
21,25,164,75,45.73,67,40.85,21025
21,26,160,65,40.63,57,35.63,21026
21,27,158,75,47.47,65,41.14,21027
21,28,220,110,50.0,90,40.91,21028
21,29,202,103,50.99,69,34.16,21029
21,30,150,52,34.67,81,54.0,21030
21,31,150,69,46.0,60,40.0,21031
21,32,185,86,46.49,62,33.51,21032
21,33,163,61,37.42,73,44.79,21033
21,34,154,79,51.3,56,36.36,21034
21,35,226,121,53.54,72,31.86,21035
21,36,194,80,41.24,74,38.14,21036
21,37,167,65,38.92,72,43.11,21037
21,38,161,75,46.58,62,38.51,21038
21,39,123,60,48.78,51,41.46,21039
21,40,155,77,49.68,64,41.29,21040
21,41,175,84,48.0,65,37.14,21041
21,42,205,93,45.37,87,42.44,21042
21,43,186,87,46.77,75,40.32,21043
21,44,174,98,56.32,64,36.78,21044
21,45,154,69,44.81,62,40.26,21045
21,46,200,82,41.0,89,44.5,21046
21,47,144,71,49.31,54,37.5,21047
21,48,171,83,48.54,62,36.26,21048
21,49,219,87,39.73,100,45.66,21049
21,50,159,61,38.36,70,44.03,21050
21,51,175,80,45.71,74,42.29,21051
21,52,178,99,55.62,58,32.58,21052
21,53,142,52,36.62,68,47.89,21053
21,54,174,75,43.1,74,42.53,21054
22,1,120,52,43.33,53,44.17,22001
22,2,222,61,27.48,145,65.32,22002
22,3,232,26,11.21,192,82.76,22003
22,4,136,14,10.29,116,85.29,22004
22,5,131,15,11.45,106,80.92,22005
22,6,142,21,14.79,111,78.17,22006
22,7,99,7,7.07,83,83.84,22007
22,8,230,58,25.22,136,59.13,22008
22,9,119,14,11.76,101,84.87,22009
22,10,205,19,9.27,177,86.34,22010
22,11,134,15,11.19,111,82.84,22011
22,12,164,29,17.68,116,70.73,22012
22,13,160,13,8.13,133,83.13,22013
22,14,126,18,14.29,94,74.6,22014
22,15,112,10,8.93,94,83.93,22015
22,16,111,7,6.31,99,89.19,22016
22,17,177,15,8.47,155,87.57,22017
22,18,125,12,9.6,105,84.0,22018
22,19,55,19,34.55,28,50.91,22019
22,20,143,13,9.09,121,84.62,22020
22,21,161,62,38.51,84,52.17,22021
22,22,129,19,14.73,98,75.97,22022
22,23,232,91,39.22,116,50.0,22023
22,24,157,14,8.92,134,85.35,22024
22,25,150,12,8.0,124,82.67,22025
23,1,164,64,39.02,78,47.56,23001
23,2,145,44,30.34,75,51.72,23002
23,3,157,77,49.04,60,38.22,23003
23,4,177,51,28.81,97,54.8,23004
23,5,156,20,12.82,119,76.28,23005
23,6,161,35,21.74,109,67.7,23006
23,7,135,19,14.07,107,79.26,23007
23,8,177,39,22.03,115,64.97,23008
23,9,148,19,12.84,117,79.05,23009
23,10,192,40,20.83,130,67.71,23010
23,11,163,18,11.04,126,77.3,23011
23,12,158,72,45.57,68,43.04,23012
23,13,130,16,12.31,102,78.46,23013
23,14,157,50,31.85,79,50.32,23014
23,15,137,23,16.79,107,78.1,23015
23,16,167,78,46.71,68,40.72,23016
23,17,79,14,17.72,60,75.95,23017
23,18,136,56,41.18,56,41.18,23018
23,19,134,21,15.67,101,75.37,23019
23,20,94,11,11.7,73,77.66,23020
23,21,176,73,41.48,72,40.91,23021
23,22,157,50,31.85,82,52.23,23022
23,23,148,56,37.84,70,47.3,23023
23,24,139,21,15.11,110,79.14,23024
23,25,143,34,23.78,100,69.93,23025
23,26,163,30,18.4,111,68.1,23026
23,27,152,62,40.79,68,44.74,23027
23,28,148,47,31.76,79,53.38,23028
23,29,137,54,39.42,64,46.72,23029
23,30,183,40,21.86,129,70.49,23030
23,31,116,18,15.52,80,68.97,23031
23,32,158,28,17.72,112,70.89,23032
23,33,159,21,13.21,129,81.13,23033
23,34,133,18,13.53,105,78.95,23034
23,35,106,36,33.96,56,52.83,23035
23,36,145,49,33.79,74,51.03,23036
23,37,165,83,50.3,64,38.79,23037
23,38,129,41,31.78,68,52.71,23038
23,39,150,22,14.67,115,76.67,23039
24,1,122,44,36.07,62,50.82,24001
24,2,117,40,34.19,66,56.41,24002
24,3,99,36,36.36,49,49.49,24003
24,4,102,32,31.37,55,53.92,24004
24,5,62,21,33.87,29,46.77,24005
24,6,121,49,40.5,55,45.45,24006
24,7,86,9,10.47,59,68.6,24007
24,8,58,19,32.76,27,46.55,24008
24,9,98,37,37.76,47,47.96,24009
24,10,62,20,32.26,34,54.84,24010
24,11,104,37,35.58,46,44.23,24011
24,12,66,21,31.82,35,53.03,24012
24,13,51,14,27.45,27,52.94,24013
24,14,86,24,27.91,44,51.16,24014
24,15,54,19,35.19,28,51.85,24015
24,16,188,42,22.34,119,63.3,24016
24,17,102,44,43.14,48,47.06,24017
24,18,142,52,36.62,73,51.41,24018
24,19,170,59,34.71,91,53.53,24019
24,20,95,37,38.95,48,50.53,24020
24,21,55,17,30.91,32,58.18,24021
24,22,154,57,37.01,77,50.0,24022
24,23,93,30,32.26,52,55.91,24023
24,24,144,49,34.03,71,49.31,24024
24,25,100,34,34.0,54,54.0,24025
24,26,208,73,35.1,117,56.25,24026
24,27,144,38,26.39,90,62.5,24027
24,28,102,46,45.1,47,46.08,24028
24,29,103,38,36.89,50,48.54,24029
24,30,75,24,32.0,43,57.33,24030
24,31,116,36,31.03,65,56.03,24031
24,32,67,25,37.31,35,52.24,24032
24,33,75,20,26.67,40,53.33,24033
24,34,115,41,35.65,49,42.61,24034
24,35,109,47,43.12,47,43.12,24035
24,36,163,56,34.36,88,53.99,24036
24,37,73,26,35.62,35,47.95,24037
24,38,120,30,25.0,72,60.0,24038
24,39,167,59,35.33,90,53.89,24039
24,40,126,48,38.1,61,48.41,24040
24,41,100,38,38.0,53,53.0,24041
25,1,167,26,15.57,124,74.25,25001
25,2,188,22,11.7,126,67.02,25002
25,3,161,41,25.47,76,47.2,25003
25,4,137,49,35.77,69,50.36,25004
25,5,196,32,16.33,135,68.88,25005
25,6,57,16,28.07,31,54.39,25006
25,7,190,36,18.95,122,64.21,25007
25,8,189,23,12.17,137,72.49,25008
25,9,162,17,10.49,123,75.93,25009
25,10,166,42,25.3,80,48.19,25010
25,11,209,24,11.48,149,71.29,25011
25,12,174,16,9.2,124,71.26,25012
25,13,187,25,13.37,129,68.98,25013
25,14,85,25,29.41,37,43.53,25014
25,15,137,13,9.49,98,71.53,25015
25,16,142,30,21.13,63,44.37,25016
25,17,216,46,21.3,131,60.65,25017
25,18,62,22,35.48,30,48.39,25018
25,19,194,27,13.92,133,68.56,25019
25,20,99,35,35.35,53,53.54,25020
25,21,245,76,31.02,94,38.37,25021
25,22,163,24,14.72,116,71.17,25022
25,23,236,37,15.68,168,71.19,25023
25,24,183,23,12.57,128,69.95,25024
25,25,148,38,25.68,78,52.7,25025
25,26,163,29,17.79,111,68.1,25026
25,27,134,36,26.87,70,52.24,25027
25,28,206,23,11.17,139,67.48,25028
25,29,154,57,37.01,81,52.6,25029
25,30,183,18,9.84,136,74.32,25030
25,31,155,47,30.32,80,51.61,25031
25,32,154,36,23.38,100,64.94,25032
26,1,155,19,12.26,101,65.16,26001
26,2,137,21,15.33,79,57.66,26002
26,3,163,36,22.09,78,47.85,26003
26,4,92,18,19.57,60,65.22,26004
26,5,137,20,14.6,94,68.61,26005
26,6,116,21,18.1,72,62.07,26006
26,7,133,22,16.54,75,56.39,26007
26,8,76,17,22.37,52,68.42,26008
26,9,133,11,8.27,108,81.2,26009
26,10,134,18,13.43,89,66.42,26010
26,11,140,18,12.86,104,74.29,26011
26,12,132,22,16.67,90,68.18,26012
26,13,69,10,14.49,52,75.36,26013
26,14,102,17,16.67,73,71.57,26014
26,15,66,11,16.67,50,75.76,26015
26,16,76,15,19.74,54,71.05,26016
26,17,100,28,28.0,41,41.0,26017
26,18,89,15,16.85,58,65.17,26018
26,19,83,27,32.53,48,57.83,26019
26,20,117,23,19.66,66,56.41,26020
26,21,156,31,19.87,87,55.77,26021
26,22,59,9,15.25,46,77.97,26022
26,23,87,15,17.24,65,74.71,26023
26,24,126,20,15.87,85,67.46,26024
26,25,115,16,13.91,75,65.22,26025
26,26,76,6,7.89,49,64.47,26026
26,27,176,24,13.64,98,55.68,26027
26,28,190,42,22.11,97,51.05,26028
26,29,87,16,18.39,53,60.92,26029
26,30,105,14,13.33,61,58.1,26030
26,31,71,10,14.08,55,77.46,26031
26,32,138,36,26.09,71,51.45,26032
26,33,138,22,15.94,89,64.49,26033
26,34,179,34,18.99,102,56.98,26034
26,35,130,20,15.38,88,67.69,26035
26,36,105,17,16.19,53,50.48,26036
26,37,123,21,17.07,66,53.66,26037
26,38,50,7,14.0,35,70.0,26038
26,39,135,30,22.22,68,50.37,26039
26,40,92,13,14.13,62,67.39,26040
26,41,133,13,9.77,90,67.67,26041
26,42,107,15,14.02,75,70.09,26042
26,43,63,6,9.52,52,82.54,26043
26,44,90,17,18.89,68,75.56,26044
26,45,50,9,18.0,33,66.0,26045
26,46,76,19,25.0,36,47.37,26046
26,47,70,14,20.0,50,71.43,26047
26,48,123,20,16.26,76,61.79,26048
26,49,62,6,9.68,50,80.65,26049
27,1,146,43,29.45,68,46.58,27001
27,2,144,48,33.33,66,45.83,27002
27,3,82,30,36.59,38,46.34,27003
27,4,84,17,20.24,56,66.67,27004
27,5,119,31,26.05,79,66.39,27005
27,6,135,48,35.56,66,48.89,27006
27,7,198,39,19.7,100,50.51,27007
27,8,108,38,35.19,56,51.85,27008
27,9,65,16,24.62,32,49.23,27009
27,10,201,53,26.37,125,62.19,27010
27,11,119,38,31.93,49,41.18,27011
27,12,83,15,18.07,43,51.81,27012
27,13,265,85,32.08,144,54.34,27013
27,14,70,22,31.43,42,60.0,27014
27,15,78,21,26.92,47,60.26,27015
27,16,84,13,15.48,43,51.19,27016
27,17,137,45,32.85,65,47.45,27017
27,18,105,45,42.86,43,40.95,27018
27,19,68,25,36.76,38,55.88,27019
27,20,82,29,35.37,37,45.12,27020
27,21,112,21,18.75,69,61.61,27021
27,22,94,29,30.85,52,55.32,27022
27,23,132,44,33.33,75,56.82,27023
27,24,94,22,23.4,59,62.77,27024
27,25,139,43,30.94,66,47.48,27025
27,26,132,45,34.09,65,49.24,27026
27,27,152,44,28.95,86,56.58,27027
27,28,82,26,31.71,46,56.1,27028
27,29,91,26,28.57,54,59.34,27029
27,30,75,26,34.67,41,54.67,27030
27,31,141,40,28.37,78,55.32,27031
27,32,118,30,25.42,68,57.63,27032
27,33,123,29,23.58,61,49.59,27033
27,34,112,41,36.61,55,49.11,27034
27,35,149,36,24.16,63,42.28,27035
27,36,130,21,16.15,80,61.54,27036
27,37,155,48,30.97,74,47.74,27037
27,38,250,84,33.6,122,48.8,27038
27,39,132,35,26.52,80,60.61,27039
27,40,169,45,26.63,90,53.25,27040
27,41,162,51,31.48,85,52.47,27041
27,42,107,36,33.64,57,53.27,27042
27,43,99,29,29.29,50,50.51,27043
27,44,108,37,34.26,61,56.48,27044
27,45,186,40,21.51,81,43.55,27045
27,46,82,15,18.29,37,45.12,27046
27,47,126,37,29.37,79,62.7,27047
27,48,194,66,34.02,98,50.52,27048
27,49,111,44,39.64,47,42.34,27049
27,50,138,51,36.96,69,50.0,27050
28,1,89,29,32.58,52,58.43,28001
28,2,105,36,34.29,47,44.76,28002
28,3,109,37,33.94,55,50.46,28003
28,4,80,15,18.75,44,55.0,28004
28,5,101,34,33.66,47,46.53,28005
28,6,90,26,28.89,49,54.44,28006
28,7,113,43,38.05,60,53.1,28007
28,8,99,30,30.3,50,50.51,28008
28,9,133,38,28.57,84,63.16,28009
28,10,161,43,26.71,84,52.17,28010
28,11,211,46,21.8,131,62.09,28011
28,12,127,53,41.73,68,53.54,28012
28,13,131,43,32.82,72,54.96,28013
28,14,122,43,35.25,63,51.64,28014
28,15,36,10,27.78,24,66.67,28015
28,16,85,30,35.29,46,54.12,28016
28,17,102,27,26.47,64,62.75,28017
28,18,94,30,31.91,55,58.51,28018
28,19,124,30,24.19,72,58.06,28019
28,20,116,42,36.21,54,46.55,28020
28,21,112,28,25.0,68,60.71,28021
28,22,117,38,32.48,63,53.85,28022
28,23,135,30,22.22,89,65.93,28023
28,24,115,37,32.17,65,56.52,28024
28,25,207,52,25.12,132,63.77,28025
28,26,143,45,31.47,81,56.64,28026
28,27,126,36,28.57,63,50.0,28027
28,28,171,44,25.73,86,50.29,28028
28,29,56,11,19.64,37,66.07,28029
28,30,29,8,27.59,17,58.62,28030
28,31,213,102,47.89,88,41.31,28031
28,32,115,37,32.17,67,58.26,28032
28,33,154,55,35.71,83,53.9,28033
28,34,185,55,29.73,101,54.59,28034
28,35,138,46,33.33,81,58.7,28035
28,36,58,19,32.76,30,51.72,28036
28,37,165,59,35.76,90,54.55,28037
28,38,54,18,33.33,31,57.41,28038
28,39,81,22,27.16,45,55.56,28039
28,40,180,47,26.11,108,60.0,28040
28,41,114,31,27.19,57,50.0,28041
28,42,134,54,40.3,64,47.76,28042
28,43,146,64,43.84,68,46.58,28043
28,44,90,29,32.22,46,51.11,28044
28,45,96,21,21.88,56,58.33,28045
28,46,218,43,19.72,135,61.93,28046
29,1,266,90,33.83,125,46.99,29001
29,2,261,98,37.55,120,45.98,29002
29,3,171,67,39.18,80,46.78,29003
29,4,221,76,34.39,119,53.85,29004
29,5,122,46,37.7,53,43.44,29005
29,6,143,52,36.36,70,48.95,29006
29,7,212,66,31.13,110,51.89,29007
29,8,114,45,39.47,54,47.37,29008
29,9,213,50,23.47,129,60.56,29009
29,10,223,65,29.15,118,52.91,29010
29,11,105,51,48.57,46,43.81,29011
29,12,229,85,37.12,111,48.47,29012
29,13,170,71,41.76,80,47.06,29013
29,14,171,73,42.69,78,45.61,29014
29,15,227,81,35.68,121,53.3,29015
29,16,208,61,29.33,127,61.06,29016
29,17,192,38,19.79,132,68.75,29017
29,18,191,82,42.93,82,42.93,29018
29,19,207,77,37.2,103,49.76,29019
29,20,208,71,34.13,103,49.52,29020
29,21,184,69,37.5,92,50.0,29021
29,22,147,51,34.69,73,49.66,29022
29,23,177,45,25.42,101,57.06,29023
29,24,182,50,27.47,107,58.79,29024
29,25,216,79,36.57,110,50.93,29025
29,26,199,80,40.2,88,44.22,29026
29,27,159,53,33.33,83,52.2,29027
29,28,223,67,30.04,129,57.85,29028
29,29,136,39,28.68,83,61.03,29029
29,30,248,76,30.65,140,56.45,29030
29,31,127,36,28.35,78,61.42,29031
29,32,101,28,27.72,63,62.38,29032
29,33,142,57,40.14,65,45.77,29033
29,34,87,35,40.23,37,42.53,29034
29,35,137,52,37.96,68,49.64,29035
29,36,167,53,31.74,93,55.69,29036
29,37,177,64,36.16,82,46.33,29037
29,38,130,28,21.54,80,61.54,29038
29,39,132,30,22.73,84,63.64,29039
29,40,221,102,46.15,91,41.18,29040
29,41,135,47,34.81,66,48.89,29041
29,42,177,65,36.72,93,52.54,29042
29,43,233,77,33.05,122,52.36,29043
29,44,236,78,33.05,140,59.32,29044
30,1,188,33,17.55,124,65.96,30001
30,2,118,22,18.64,73,61.86,30002
30,3,134,24,17.91,79,58.96,30003
30,4,118,22,18.64,75,63.56,30004
30,5,80,10,12.5,64,80.0,30005
30,6,121,25,20.66,72,59.5,30006
30,7,142,21,14.79,80,56.34,30007
30,8,188,28,14.89,122,64.89,30008
30,9,99,25,25.25,56,56.57,30009
30,10,131,21,16.03,93,70.99,30010
30,11,118,21,17.8,90,76.27,30011
30,12,90,16,17.78,61,67.78,30012
30,13,113,22,19.47,78,69.03,30013
30,14,80,10,12.5,61,76.25,30014
30,15,183,44,24.04,71,38.8,30015
30,16,47,7,14.89,35,74.47,30016
30,17,160,24,15.0,103,64.38,30017
30,18,164,23,14.02,94,57.32,30018
30,19,134,19,14.18,99,73.88,30019
30,20,140,28,20.0,92,65.71,30020
30,21,99,32,32.32,52,52.53,30021
30,22,188,34,18.09,102,54.26,30022
30,23,121,21,17.36,87,71.9,30023
30,24,173,29,16.76,106,61.27,30024
30,25,202,27,13.37,122,60.4,30025
30,26,92,26,28.26,46,50.0,30026
30,27,84,16,19.05,53,63.1,30027
30,28,170,22,12.94,99,58.24,30028
30,29,69,16,23.19,45,65.22,30029
30,30,41,9,21.95,30,73.17,30030
30,31,87,25,28.74,43,49.43,30031
30,32,132,23,17.42,75,56.82,30032
31,1,71,11,15.49,57,80.28,31001
31,2,87,14,16.09,63,72.41,31002
31,3,67,8,11.94,48,71.64,31003
31,4,159,24,15.09,96,60.38,31004
31,5,125,20,16.0,84,67.2,31005
31,6,74,10,13.51,59,79.73,31006
31,7,176,25,14.2,102,57.95,31007
31,8,84,17,20.24,56,66.67,31008
31,9,104,16,15.38,74,71.15,31009
31,10,85,13,15.29,59,69.41,31010
31,11,69,13,18.84,47,68.12,31011
31,12,79,20,25.32,43,54.43,31012
31,13,114,14,12.28,88,77.19,31013
31,14,94,26,27.66,60,63.83,31014
31,15,90,19,21.11,60,66.67,31015
31,16,144,22,15.28,72,50.0,31016
31,17,94,12,12.77,66,70.21,31017
31,18,95,13,13.68,66,69.47,31018
31,19,80,11,13.75,56,70.0,31019
31,20,97,8,8.25,80,82.47,31020
31,21,99,14,14.14,79,79.8,31021
31,22,80,8,10.0,56,70.0,31022
31,23,96,15,15.63,58,60.42,31023
31,24,143,22,15.38,106,74.13,31024
31,25,87,25,28.74,47,54.02,31025
31,26,113,15,13.27,77,68.14,31026
31,27,103,16,15.53,77,74.76,31027
31,28,76,9,11.84,57,75.0,31028
31,29,109,16,14.68,82,75.23,31029
31,30,70,9,12.86,52,74.29,31030
31,31,75,20,26.67,47,62.67,31031
31,32,63,8,12.7,42,66.67,31032
31,33,76,17,22.37,51,67.11,31033
31,34,91,15,16.48,57,62.64,31034
31,35,94,12,12.77,70,74.47,31035
31,36,129,14,10.85,93,72.09,31036
31,37,84,12,14.29,62,73.81,31037
31,38,79,8,10.13,64,81.01,31038
31,39,111,19,17.12,70,63.06,31039
31,40,106,20,18.87,65,61.32,31040
31,41,97,9,9.28,75,77.32,31041
32,1,217,39,17.97,123,56.68,32001
32,2,156,38,24.36,75,48.08,32002
32,3,250,44,17.6,135,54.0,32003
32,4,178,33,18.54,102,57.3,32004
32,5,177,35,19.77,98,55.37,32005
32,6,174,44,25.29,84,48.28,32006
32,7,173,48,27.75,90,52.02,32007
32,8,170,41,24.12,72,42.35,32008
32,9,164,37,22.56,88,53.66,32009
32,10,171,48,28.07,86,50.29,32010
32,11,230,38,16.52,111,48.26,32011
32,12,175,28,16.0,99,56.57,32012
32,13,152,44,28.95,70,46.05,32013
32,14,223,30,13.45,119,53.36,32014
32,15,169,33,19.53,73,43.2,32015
32,16,192,39,20.31,95,49.48,32016
32,17,221,38,17.19,114,51.58,32017
32,18,134,33,24.63,67,50.0,32018
32,19,156,35,22.44,71,45.51,32019
32,20,237,39,16.46,103,43.46,32020
32,21,196,45,22.96,96,48.98,32021
32,22,292,57,19.52,148,50.68,32022
32,23,141,37,26.24,67,47.52,32023
32,24,92,29,31.52,45,48.91,32024
32,25,177,41,23.16,87,49.15,32025
32,26,251,34,13.55,133,52.99,32026
32,27,156,47,30.13,77,49.36,32027
32,28,227,40,17.62,96,42.29,32028
32,29,206,42,20.39,110,53.4,32029
32,30,120,37,30.83,52,43.33,32030
32,31,166,43,25.9,90,54.22,32031
32,32,191,44,23.04,100,52.36,32032
32,33,178,50,28.09,73,41.01,32033
32,34,168,38,22.62,83,49.4,32034
32,35,145,33,22.76,75,51.72,32035
