ward,precinct,total,Tom Sam Sianis,Tom Sam Sianis Percent,Timothy John Leeming,Timothy John Leeming Percent,Corri Diane Fetman,Corri Diane Fetman Percent,precinct_id
13,5,204,93,45.59,54,26.47,57,27.94,13005
13,6,182,99,54.4,41,22.53,42,23.08,13006
13,7,119,54,45.38,30,25.21,35,29.41,13007
13,8,137,56,40.88,42,30.66,39,28.47,13008
13,9,147,70,47.62,33,22.45,44,29.93,13009
13,10,160,66,41.25,43,26.88,51,31.88,13010
13,11,186,83,44.62,54,29.03,49,26.34,13011
13,12,146,62,42.47,36,24.66,48,32.88,13012
13,13,203,137,67.49,34,16.75,32,15.76,13013
13,14,133,63,47.37,35,26.32,35,26.32,13014
13,15,279,147,52.69,59,21.15,73,26.16,13015
13,16,106,61,57.55,27,25.47,18,16.98,13016
13,17,156,72,46.15,49,31.41,35,22.44,13017
13,18,137,48,35.04,43,31.39,46,33.58,13018
13,19,146,81,55.48,33,22.6,32,21.92,13019
13,20,107,47,43.93,28,26.17,32,29.91,13020
13,21,184,91,49.46,43,23.37,50,27.17,13021
13,22,187,63,33.69,59,31.55,65,34.76,13022
13,23,130,78,60.0,19,14.62,33,25.38,13023
13,24,176,81,46.02,53,30.11,42,23.86,13024
13,25,156,72,46.15,33,21.15,51,32.69,13025
13,26,158,98,62.03,31,19.62,29,18.35,13026
13,27,179,80,44.69,43,24.02,56,31.28,13027
13,28,145,76,52.41,37,25.52,32,22.07,13028
13,29,126,67,53.17,35,27.78,24,19.05,13029
13,30,160,90,56.25,33,20.63,37,23.13,13030
13,31,197,107,54.31,53,26.9,37,18.78,13031
13,32,143,69,48.25,29,20.28,45,31.47,13032
13,33,195,92,47.18,43,22.05,60,30.77,13033
13,34,279,203,72.76,43,15.41,33,11.83,13034
13,35,195,115,58.97,51,26.15,29,14.87,13035
13,36,111,55,49.55,25,22.52,31,27.93,13036
13,37,234,109,46.58,49,20.94,76,32.48,13037
13,38,157,71,45.22,40,25.48,46,29.3,13038
13,39,178,89,50.0,45,25.28,44,24.72,13039
13,40,176,84,47.73,47,26.7,45,25.57,13040
13,41,186,92,49.46,52,27.96,42,22.58,13041
13,42,186,76,40.86,66,35.48,44,23.66,13042
13,43,204,113,55.39,49,24.02,42,20.59,13043
13,44,224,180,80.36,24,10.71,20,8.93,13044
13,45,240,129,53.75,60,25.0,51,21.25,13045
13,46,206,124,60.19,38,18.45,44,21.36,13046
13,47,172,95,55.23,42,24.42,35,20.35,13047
13,48,180,84,46.67,59,32.78,37,20.56,13048
14,1,213,99,46.48,54,25.35,60,28.17,14001
14,2,224,103,45.98,53,23.66,68,30.36,14002
14,3,149,66,44.3,49,32.89,34,22.82,14003
14,4,203,91,44.83,62,30.54,50,24.63,14004
14,5,222,127,57.21,47,21.17,48,21.62,14005
14,6,93,53,56.99,17,18.28,23,24.73,14006
14,7,178,75,42.13,60,33.71,43,24.16,14007
14,8,163,65,39.88,51,31.29,47,28.83,14008
14,9,221,96,43.44,57,25.79,68,30.77,14009
14,10,119,48,40.34,32,26.89,39,32.77,14010
14,11,122,83,68.03,22,18.03,17,13.93,14011
14,12,193,94,48.7,49,25.39,50,25.91,14012
14,13,169,86,50.89,45,26.63,38,22.49,14013
14,14,183,82,44.81,51,27.87,50,27.32,14014
14,15,171,75,43.86,47,27.49,49,28.65,14015
14,16,117,50,42.74,40,34.19,27,23.08,14016
14,17,145,56,38.62,38,26.21,51,35.17,14017
14,18,76,30,39.47,18,23.68,28,36.84,14018
14,19,183,79,43.17,64,34.97,40,21.86,14019
14,20,105,47,44.76,32,30.48,26,24.76,14020
14,21,175,77,44.0,50,28.57,48,27.43,14021
14,22,215,82,38.14,60,27.91,73,33.95,14022
14,23,146,69,47.26,39,26.71,38,26.03,14023
14,24,253,117,46.25,64,25.3,72,28.46,14024
14,25,104,51,49.04,27,25.96,26,25.0,14025
14,26,133,52,39.1,34,25.56,47,35.34,14026
14,27,166,74,44.58,44,26.51,48,28.92,14027
14,28,124,57,45.97,38,30.65,29,23.39,14028
14,29,163,100,61.35,35,21.47,28,17.18,14029
14,30,98,52,53.06,24,24.49,22,22.45,14030
14,31,89,31,34.83,32,35.96,26,29.21,14031
15,1,151,60,39.74,37,24.5,54,35.76,15001
15,2,94,19,20.21,38,40.43,37,39.36,15002
15,3,106,30,28.3,50,47.17,26,24.53,15003
15,4,148,47,31.76,51,34.46,50,33.78,15004
15,5,125,48,38.4,35,28.0,42,33.6,15005
15,6,132,46,34.85,51,38.64,35,26.52,15006
15,7,97,24,24.74,45,46.39,28,28.87,15007
15,8,137,42,30.66,50,36.5,45,32.85,15008
15,9,185,53,28.65,64,34.59,68,36.76,15009
15,10,169,60,35.5,55,32.54,54,31.95,15010
15,11,160,69,43.13,55,34.38,36,22.5,15011
15,12,162,55,33.95,50,30.86,57,35.19,15012
15,13,140,54,38.57,37,26.43,49,35.0,15013
15,14,122,30,24.59,49,40.16,43,35.25,15014
15,15,103,44,42.72,43,41.75,16,15.53,15015
15,16,162,66,40.74,54,33.33,42,25.93,15016
15,17,123,39,31.71,46,37.4,38,30.89,15017
15,18,83,29,34.94,21,25.3,33,39.76,15018
15,19,147,60,40.82,37,25.17,50,34.01,15019
15,20,103,26,25.24,35,33.98,42,40.78,15020
15,21,108,41,37.96,35,32.41,32,29.63,15021
15,22,98,29,29.59,34,34.69,35,35.71,15022
15,23,127,39,30.71,49,38.58,39,30.71,15023
15,24,92,32,34.78,34,36.96,26,28.26,15024
16,1,172,58,33.72,60,34.88,54,31.4,16001
16,2,126,48,38.1,40,31.75,38,30.16,16002
16,3,100,31,31.0,43,43.0,26,26.0,16003
16,4,102,30,29.41,35,34.31,37,36.27,16004
16,5,100,29,29.0,37,37.0,34,34.0,16005
16,6,119,48,40.34,34,28.57,37,31.09,16006
16,7,109,29,26.61,37,33.94,43,39.45,16007
16,8,83,35,42.17,24,28.92,24,28.92,16008
16,9,145,49,33.79,56,38.62,40,27.59,16009
16,10,105,35,33.33,39,37.14,31,29.52,16010
16,11,94,31,32.98,28,29.79,35,37.23,16011
16,12,92,27,29.35,34,36.96,31,33.7,16012
16,13,105,30,28.57,39,37.14,36,34.29,16013
16,14,102,31,30.39,26,25.49,45,44.12,16014
16,15,147,43,29.25,59,40.14,45,30.61,16015
16,16,122,48,39.34,39,31.97,35,28.69,16016
16,17,118,38,32.2,40,33.9,40,33.9,16017
16,18,115,44,38.26,27,23.48,44,38.26,16018
16,19,100,30,30.0,32,32.0,38,38.0,16019
16,20,105,33,31.43,33,31.43,39,37.14,16020
16,21,99,36,36.36,28,28.28,35,35.35,16021
16,22,91,24,26.37,39,42.86,28,30.77,16022
16,23,108,45,41.67,34,31.48,29,26.85,16023
16,24,68,31,45.59,22,32.35,15,22.06,16024
16,25,159,43,27.04,61,38.36,55,34.59,16025
16,26,114,37,32.46,44,38.6,33,28.95,16026
16,27,94,21,22.34,32,34.04,41,43.62,16027
16,28,107,28,26.17,38,35.51,41,38.32,16028
16,29,103,25,24.27,30,29.13,48,46.6,16029
16,30,92,26,28.26,39,42.39,27,29.35,16030
16,31,148,58,39.19,51,34.46,39,26.35,16031
16,32,129,35,27.13,31,24.03,63,48.84,16032
16,33,110,42,38.18,34,30.91,34,30.91,16033
16,34,101,40,39.6,32,31.68,29,28.71,16034
16,35,158,46,29.11,57,36.08,55,34.81,16035
16,36,91,27,29.67,27,29.67,37,40.66,16036
17,1,142,61,42.96,35,24.65,46,32.39,17001
17,2,138,44,31.88,44,31.88,50,36.23,17002
17,3,154,51,33.12,53,34.42,50,32.47,17003
17,4,212,62,29.25,77,36.32,73,34.43,17004
17,5,132,55,41.67,38,28.79,39,29.55,17005
17,6,124,56,45.16,42,33.87,26,20.97,17006
17,7,107,38,35.51,35,32.71,34,31.78,17007
17,8,110,34,30.91,32,29.09,44,40.0,17008
17,9,127,46,36.22,45,35.43,36,28.35,17009
17,10,210,77,36.67,63,30.0,70,33.33,17010
17,11,122,51,41.8,40,32.79,31,25.41,17011
17,12,183,70,38.25,52,28.42,61,33.33,17012
17,13,133,41,30.83,52,39.1,40,30.08,17013
17,14,166,62,37.35,57,34.34,47,28.31,17014
17,15,153,50,32.68,39,25.49,64,41.83,17015
17,16,129,45,34.88,42,32.56,42,32.56,17016
17,17,145,51,35.17,48,33.1,46,31.72,17017
17,18,203,81,39.9,57,28.08,65,32.02,17018
17,19,90,29,32.22,31,34.44,30,33.33,17019
17,20,238,94,39.5,56,23.53,88,36.97,17020
17,21,239,94,39.33,57,23.85,88,36.82,17021
17,22,141,45,31.91,44,31.21,52,36.88,17022
17,23,117,49,41.88,37,31.62,31,26.5,17023
17,24,186,55,29.57,62,33.33,69,37.1,17024
17,25,105,36,34.29,31,29.52,38,36.19,17025
17,26,176,70,39.77,46,26.14,60,34.09,17026
17,27,159,75,47.17,44,27.67,40,25.16,17027
17,28,119,48,40.34,37,31.09,34,28.57,17028
17,29,143,47,32.87,45,31.47,51,35.66,17029
17,30,99,46,46.46,27,27.27,26,26.26,17030
17,31,87,27,31.03,32,36.78,28,32.18,17031
17,32,117,42,35.9,41,35.04,34,29.06,17032
17,33,92,38,41.3,26,28.26,28,30.43,17033
17,34,124,40,32.26,44,35.48,40,32.26,17034
17,35,109,48,44.04,29,26.61,32,29.36,17035
17,36,164,67,40.85,52,31.71,45,27.44,17036
17,37,144,53,36.81,46,31.94,45,31.25,17037
17,38,136,49,36.03,40,29.41,47,34.56,17038
17,39,173,65,37.57,62,35.84,46,26.59,17039
17,40,198,87,43.94,50,25.25,61,30.81,17040
17,41,230,82,35.65,63,27.39,85,36.96,17041
18,1,129,49,37.98,38,29.46,42,32.56,18001
18,2,127,45,35.43,44,34.65,38,29.92,18002
18,3,125,49,39.2,39,31.2,37,29.6,18003
18,4,226,109,48.23,45,19.91,72,31.86,18004
18,5,111,35,31.53,37,33.33,39,35.14,18005
18,6,141,41,29.08,57,40.43,43,30.5,18006
18,7,162,64,39.51,42,25.93,56,34.57,18007
18,8,187,65,34.76,49,26.2,73,39.04,18008
18,9,208,66,31.73,67,32.21,75,36.06,18009
18,10,261,88,33.72,70,26.82,103,39.46,18010
18,11,136,45,33.09,44,32.35,47,34.56,18011
18,12,176,56,31.82,51,28.98,69,39.2,18012
18,13,189,74,39.15,50,26.46,65,34.39,18013
18,14,193,78,40.41,49,25.39,66,34.2,18014
18,15,197,74,37.56,52,26.4,71,36.04,18015
18,16,156,50,32.05,36,23.08,70,44.87,18016
18,17,173,60,34.68,50,28.9,63,36.42,18017
18,18,197,69,35.03,61,30.96,67,34.01,18018
18,19,199,70,35.18,53,26.63,76,38.19,18019
18,20,155,42,27.1,53,34.19,60,38.71,18020
18,21,215,69,32.09,65,30.23,81,37.67,18021
18,22,238,77,32.35,64,26.89,97,40.76,18022
18,23,142,54,38.03,33,23.24,55,38.73,18023
18,24,139,50,35.97,42,30.22,47,33.81,18024
18,25,152,57,37.5,44,28.95,51,33.55,18025
18,26,240,92,38.33,61,25.42,87,36.25,18026
18,27,131,53,40.46,37,28.24,41,31.3,18027
18,28,136,63,46.32,46,33.82,27,19.85,18028
18,29,182,54,29.67,68,37.36,60,32.97,18029
18,30,155,53,34.19,59,38.06,43,27.74,18030
18,31,191,73,38.22,56,29.32,62,32.46,18031
18,32,219,80,36.53,61,27.85,78,35.62,18032
18,33,147,62,42.18,39,26.53,46,31.29,18033
18,34,239,99,41.42,61,25.52,79,33.05,18034
18,35,240,99,41.25,57,23.75,84,35.0,18035
18,36,177,74,41.81,54,30.51,49,27.68,18036
18,37,218,81,37.16,52,23.85,85,38.99,18037
18,38,179,67,37.43,51,28.49,61,34.08,18038
18,39,133,42,31.58,36,27.07,55,41.35,18039
18,40,200,75,37.5,51,25.5,74,37.0,18040
18,41,218,88,40.37,55,25.23,75,34.4,18041
18,42,140,48,34.29,46,32.86,46,32.86,18042
18,43,109,47,43.12,32,29.36,30,27.52,18043
18,44,146,57,39.04,43,29.45,46,31.51,18044
18,45,134,44,32.84,50,37.31,40,29.85,18045
18,46,187,73,39.04,63,33.69,51,27.27,18046
18,47,124,43,34.68,35,28.23,46,37.1,18047
18,48,144,65,45.14,27,18.75,52,36.11,18048
18,49,102,39,38.24,31,30.39,32,31.37,18049
18,50,125,32,25.6,45,36.0,48,38.4,18050
19,1,192,97,50.52,69,35.94,26,13.54,19001
19,2,320,138,43.13,80,25.0,102,31.88,19002
19,3,120,66,55.0,41,34.17,13,10.83,19003
19,4,206,97,47.09,74,35.92,35,16.99,19004
19,5,265,103,38.87,91,34.34,71,26.79,19005
19,6,194,98,50.52,60,30.93,36,18.56,19006
19,7,197,90,45.69,72,36.55,35,17.77,19007
19,8,171,76,44.44,66,38.6,29,16.96,19008
19,9,166,75,45.18,58,34.94,33,19.88,19009
19,10,318,124,38.99,113,35.53,81,25.47,19010
19,11,158,72,45.57,64,40.51,22,13.92,19011
19,12,140,72,51.43,45,32.14,23,16.43,19012
19,13,303,107,35.31,75,24.75,121,39.93,19013
19,14,240,64,26.67,95,39.58,81,33.75,19014
19,15,211,91,43.13,76,36.02,44,20.85,19015
19,16,213,111,52.11,79,37.09,23,10.8,19016
19,17,162,75,46.3,58,35.8,29,17.9,19017
19,18,216,84,38.89,80,37.04,52,24.07,19018
19,19,292,98,33.56,103,35.27,91,31.16,19019
19,20,217,74,34.1,60,27.65,83,38.25,19020
19,21,153,55,35.95,74,48.37,24,15.69,19021
19,22,249,112,44.98,79,31.73,58,23.29,19022
19,23,221,99,44.8,82,37.1,40,18.1,19023
19,24,150,88,58.67,42,28.0,20,13.33,19024
19,25,219,86,39.27,75,34.25,58,26.48,19025
19,26,221,74,33.48,96,43.44,51,23.08,19026
19,27,239,85,35.56,67,28.03,87,36.4,19027
19,28,260,77,29.62,64,24.62,119,45.77,19028
19,29,156,61,39.1,63,40.38,32,20.51,19029
19,30,161,75,46.58,58,36.02,28,17.39,19030
19,31,211,81,38.39,86,40.76,44,20.85,19031
19,32,179,71,39.66,68,37.99,40,22.35,19032
19,33,172,76,44.19,69,40.12,27,15.7,19033
19,34,220,105,47.73,78,35.45,37,16.82,19034
19,35,241,103,42.74,92,38.17,46,19.09,19035
19,36,265,87,32.83,73,27.55,105,39.62,19036
19,37,245,93,37.96,73,29.8,79,32.24,19037
19,38,216,87,40.28,58,26.85,71,32.87,19038
19,39,60,24,40.0,9,15.0,27,45.0,19039
19,40,243,87,35.8,82,33.74,74,30.45,19040
19,41,162,77,47.53,60,37.04,25,15.43,19041
19,42,179,61,34.08,55,30.73,63,35.2,19042
19,43,291,117,40.21,74,25.43,100,34.36,19043
19,44,192,86,44.79,80,41.67,26,13.54,19044
19,45,216,100,46.3,90,41.67,26,12.04,19045
19,46,222,114,51.35,71,31.98,37,16.67,19046
19,47,368,148,40.22,99,26.9,121,32.88,19047
19,48,247,85,34.41,80,32.39,82,33.2,19048
19,49,319,123,38.56,81,25.39,115,36.05,19049
19,50,149,63,42.28,54,36.24,32,21.48,19050
19,51,254,115,45.28,92,36.22,47,18.5,19051
19,52,187,70,37.43,73,39.04,44,23.53,19052
19,53,206,92,44.66,73,35.44,41,19.9,19053
19,54,123,62,50.41,36,29.27,25,20.33,19054
19,55,146,73,50.0,43,29.45,30,20.55,19055
19,56,257,97,37.74,85,33.07,75,29.18,19056
19,57,206,77,37.38,78,37.86,51,24.76,19057
20,1,187,52,27.81,64,34.22,71,37.97,20001
20,2,68,33,48.53,15,22.06,20,29.41,20002
20,3,149,41,27.52,54,36.24,54,36.24,20003
20,4,67,21,31.34,25,37.31,21,31.34,20004
20,5,189,62,32.8,53,28.04,74,39.15,20005
20,6,68,22,32.35,28,41.18,18,26.47,20006
20,7,145,38,26.21,48,33.1,59,40.69,20007
20,8,184,60,32.61,52,28.26,72,39.13,20008
20,9,235,60,25.53,81,34.47,94,40.0,20009
20,10,124,38,30.65,35,28.23,51,41.13,20010
20,11,183,52,28.42,58,31.69,73,39.89,20011
20,12,104,30,28.85,36,34.62,38,36.54,20012
20,13,176,53,30.11,62,35.23,61,34.66,20013
20,14,86,30,34.88,24,27.91,32,37.21,20014
20,15,114,42,36.84,32,28.07,40,35.09,20015
20,16,193,48,24.87,67,34.72,78,40.41,20016
20,17,84,33,39.29,25,29.76,26,30.95,20017
20,18,117,35,29.91,50,42.74,32,27.35,20018
20,19,129,38,29.46,43,33.33,48,37.21,20019
20,20,100,35,35.0,27,27.0,38,38.0,20020
20,21,90,24,26.67,37,41.11,29,32.22,20021
20,22,217,78,35.94,57,26.27,82,37.79,20022
20,23,147,35,23.81,45,30.61,67,45.58,20023
20,24,160,48,30.0,50,31.25,62,38.75,20024
20,25,104,26,25.0,41,39.42,37,35.58,20025
20,26,209,65,31.1,71,33.97,73,34.93,20026
20,27,78,26,33.33,24,30.77,28,35.9,20027
20,28,112,34,30.36,36,32.14,42,37.5,20028
20,29,222,71,31.98,77,34.68,74,33.33,20029
20,30,80,27,33.75,26,32.5,27,33.75,20030
20,31,167,48,28.74,58,34.73,61,36.53,20031
20,32,129,40,31.01,52,40.31,37,28.68,20032
20,33,133,27,20.3,49,36.84,57,42.86,20033
20,34,196,63,32.14,68,34.69,65,33.16,20034
20,35,64,23,35.94,22,34.38,19,29.69,20035
20,36,51,16,31.37,23,45.1,12,23.53,20036
20,37,52,11,21.15,18,34.62,23,44.23,20037
20,38,54,19,35.19,17,31.48,18,33.33,20038
20,39,18,4,22.22,9,50.0,5,27.78,20039
21,1,204,70,34.31,54,26.47,80,39.22,21001
21,2,135,45,33.33,38,28.15,52,38.52,21002
21,3,209,60,28.71,68,32.54,81,38.76,21003
21,4,176,56,31.82,55,31.25,65,36.93,21004
21,5,220,57,25.91,73,33.18,90,40.91,21005
21,6,151,45,29.8,49,32.45,57,37.75,21006
21,7,213,77,36.15,66,30.99,70,32.86,21007
21,8,201,58,28.86,64,31.84,79,39.3,21008
21,9,226,81,35.84,75,33.19,70,30.97,21009
21,10,165,44,26.67,54,32.73,67,40.61,21010
21,11,156,62,39.74,53,33.97,41,26.28,21011
21,12,154,39,25.32,51,33.12,64,41.56,21012
21,13,179,54,30.17,59,32.96,66,36.87,21013
21,14,242,83,34.3,78,32.23,81,33.47,21014
21,15,158,49,31.01,52,32.91,57,36.08,21015
21,16,163,46,28.22,50,30.67,67,41.1,21016
21,17,146,48,32.88,50,34.25,48,32.88,21017
21,18,209,73,34.93,64,30.62,72,34.45,21018
21,19,200,63,31.5,78,39.0,59,29.5,21019
21,20,149,44,29.53,42,28.19,63,42.28,21020
21,21,170,58,34.12,52,30.59,60,35.29,21021
21,22,174,53,30.46,52,29.89,69,39.66,21022
21,23,169,61,36.09,46,27.22,62,36.69,21023
21,24,204,68,33.33,64,31.37,72,35.29,21024
21,25,175,60,34.29,45,25.71,70,40.0,21025
21,26,165,45,27.27,58,35.15,62,37.58,21026
21,27,159,54,33.96,45,28.3,60,37.74,21027
21,28,218,72,33.03,79,36.24,67,30.73,21028
21,29,202,78,38.61,58,28.71,66,32.67,21029
21,30,151,38,25.17,61,40.4,52,34.44,21030
21,31,154,55,35.71,38,24.68,61,39.61,21031
21,32,185,67,36.22,57,30.81,61,32.97,21032
21,33,168,57,33.93,45,26.79,66,39.29,21033
21,34,158,35,22.15,58,36.71,65,41.14,21034
21,35,225,67,29.78,82,36.44,76,33.78,21035
21,36,197,59,29.95,62,31.47,76,38.58,21036
21,37,166,61,36.75,49,29.52,56,33.73,21037
21,38,164,37,22.56,62,37.8,65,39.63,21038
21,39,125,45,36.0,32,25.6,48,38.4,21039
21,40,158,40,25.32,54,34.18,64,40.51,21040
21,41,177,57,32.2,54,30.51,66,37.29,21041
21,42,208,66,31.73,56,26.92,86,41.35,21042
21,43,181,62,34.25,54,29.83,65,35.91,21043
21,44,184,51,27.72,64,34.78,69,37.5,21044
21,45,153,46,30.07,49,32.03,58,37.91,21045
21,46,197,63,31.98,62,31.47,72,36.55,21046
21,47,150,32,21.33,45,30.0,73,48.67,21047
21,48,173,49,28.32,56,32.37,68,39.31,21048
21,49,225,58,25.78,71,31.56,96,42.67,21049
21,50,158,51,32.28,55,34.81,52,32.91,21050
21,51,178,56,31.46,45,25.28,77,43.26,21051
21,52,177,61,34.46,47,26.55,69,38.98,21052
21,53,143,46,32.17,39,27.27,58,40.56,21053
21,54,178,60,33.71,55,30.9,63,35.39,21054
22,1,121,38,31.4,41,33.88,42,34.71,22001
22,2,222,88,39.64,66,29.73,68,30.63,22002
22,3,223,85,38.12,72,32.29,66,29.6,22003
22,4,128,60,46.88,32,25.0,36,28.13,22004
22,5,126,55,43.65,42,33.33,29,23.02,22005
22,6,133,54,40.6,41,30.83,38,28.57,22006
22,7,97,43,44.33,28,28.87,26,26.8,22007
22,8,228,69,30.26,82,35.96,77,33.77,22008
22,9,113,45,39.82,33,29.2,35,30.97,22009
22,10,188,77,40.96,57,30.32,54,28.72,22010
22,11,124,54,43.55,40,32.26,30,24.19,22011
22,12,160,53,33.13,43,26.88,64,40.0,22012
22,13,154,59,38.31,49,31.82,46,29.87,22013
22,14,131,59,45.04,32,24.43,40,30.53,22014
22,15,108,41,37.96,29,26.85,38,35.19,22015
22,16,107,51,47.66,34,31.78,22,20.56,22016
22,17,175,82,46.86,45,25.71,48,27.43,22017
22,18,123,51,41.46,40,32.52,32,26.02,22018
22,19,54,21,38.89,17,31.48,16,29.63,22019
22,20,136,51,37.5,48,35.29,37,27.21,22020
22,21,165,81,49.09,42,25.45,42,25.45,22021
22,22,119,41,34.45,38,31.93,40,33.61,22022
22,23,241,90,37.34,74,30.71,77,31.95,22023
22,24,157,69,43.95,51,32.48,37,23.57,22024
22,25,144,54,37.5,46,31.94,44,30.56,22025
23,1,172,70,40.7,52,30.23,50,29.07,23001
23,2,153,61,39.87,51,33.33,41,26.8,23002
23,3,163,83,50.92,40,24.54,40,24.54,23003
23,4,180,72,40.0,55,30.56,53,29.44,23004
23,5,156,64,41.03,37,23.72,55,35.26,23005
23,6,153,74,48.37,42,27.45,37,24.18,23006
23,7,132,43,32.58,41,31.06,48,36.36,23007
23,8,182,82,45.05,46,25.27,54,29.67,23008
23,9,144,57,39.58,44,30.56,43,29.86,23009
23,10,187,73,39.04,57,30.48,57,30.48,23010
23,11,159,66,41.51,58,36.48,35,22.01,23011
23,12,163,90,55.21,43,26.38,30,18.4,23012
23,13,127,48,37.8,37,29.13,42,33.07,23013
23,14,150,67,44.67,39,26.0,44,29.33,23014
23,15,129,41,31.78,49,37.98,39,30.23,23015
23,16,181,80,44.2,54,29.83,47,25.97,23016
23,17,79,24,30.38,32,40.51,23,29.11,23017
23,18,131,55,41.98,38,29.01,38,29.01,23018
23,19,128,43,33.59,34,26.56,51,39.84,23019
23,20,88,33,37.5,29,32.95,26,29.55,23020
23,21,180,72,40.0,54,30.0,54,30.0,23021
23,22,163,68,41.72,54,33.13,41,25.15,23022
23,23,154,61,39.61,53,34.42,40,25.97,23023
23,24,134,42,31.34,43,32.09,49,36.57,23024
23,25,140,55,39.29,47,33.57,38,27.14,23025
23,26,163,62,38.04,46,28.22,55,33.74,23026
23,27,160,74,46.25,41,25.63,45,28.13,23027
23,28,155,63,40.65,50,32.26,42,27.1,23028
23,29,141,68,48.23,43,30.5,30,21.28,23029
23,30,178,66,37.08,67,37.64,45,25.28,23030
23,31,107,28,26.17,38,35.51,41,38.32,23031
23,32,157,63,40.13,45,28.66,49,31.21,23032
23,33,155,50,32.26,53,34.19,52,33.55,23033
23,34,133,49,36.84,41,30.83,43,32.33,23034
23,35,103,32,31.07,30,29.13,41,39.81,23035
23,36,153,73,47.71,40,26.14,40,26.14,23036
23,37,170,74,43.53,52,30.59,44,25.88,23037
23,38,133,47,35.34,42,31.58,44,33.08,23038
23,39,148,65,43.92,37,25.0,46,31.08,23039
24,1,127,46,36.22,36,28.35,45,35.43,24001
24,2,115,50,43.48,34,29.57,31,26.96,24002
24,3,104,41,39.42,32,30.77,31,29.81,24003
24,4,105,40,38.1,37,35.24,28,26.67,24004
24,5,67,20,29.85,28,41.79,19,28.36,24005
24,6,125,45,36.0,43,34.4,37,29.6,24006
24,7,85,25,29.41,31,36.47,29,34.12,24007
24,8,63,21,33.33,21,33.33,21,33.33,24008
24,9,102,33,32.35,36,35.29,33,32.35,24009
24,10,61,22,36.07,19,31.15,20,32.79,24010
24,11,107,32,29.91,38,35.51,37,34.58,24011
24,12,67,21,31.34,24,35.82,22,32.84,24012
24,13,53,22,41.51,16,30.19,15,28.3,24013
24,14,94,33,35.11,30,31.91,31,32.98,24014
24,15,53,25,47.17,19,35.85,9,16.98,24015
24,16,181,47,25.97,67,37.02,67,37.02,24016
24,17,105,28,26.67,40,38.1,37,35.24,24017
24,18,146,55,37.67,44,30.14,47,32.19,24018
24,19,170,64,37.65,52,30.59,54,31.76,24019
24,20,101,31,30.69,33,32.67,37,36.63,24020
24,21,56,21,37.5,17,30.36,18,32.14,24021
24,22,153,52,33.99,46,30.07,55,35.95,24022
24,23,96,38,39.58,31,32.29,27,28.13,24023
24,24,150,52,34.67,48,32.0,50,33.33,24024
24,25,99,41,41.41,31,31.31,27,27.27,24025
24,26,214,88,41.12,65,30.37,61,28.5,24026
24,27,150,74,49.33,37,24.67,39,26.0,24027
24,28,101,33,32.67,34,33.66,34,33.66,24028
24,29,107,34,31.78,34,31.78,39,36.45,24029
24,30,75,33,44.0,19,25.33,23,30.67,24030
24,31,121,49,40.5,36,29.75,36,29.75,24031
24,32,70,26,37.14,29,41.43,15,21.43,24032
24,33,76,35,46.05,22,28.95,19,25.0,24033
24,34,117,49,41.88,38,32.48,30,25.64,24034
24,35,106,42,39.62,27,25.47,37,34.91,24035
24,36,168,68,40.48,53,31.55,47,27.98,24036
24,37,77,22,28.57,35,45.45,20,25.97,24037
24,38,119,41,34.45,38,31.93,40,33.61,24038
24,39,162,57,35.19,51,31.48,54,33.33,24039
24,40,129,65,50.39,30,23.26,34,26.36,24040
24,41,106,42,39.62,34,32.08,30,28.3,24041
25,1,168,53,31.55,53,31.55,62,36.9,25001
25,2,200,67,33.5,61,30.5,72,36.0,25002
25,3,174,61,35.06,60,34.48,53,30.46,25003
25,4,136,48,35.29,40,29.41,48,35.29,25004
25,5,196,66,33.67,61,31.12,69,35.2,25005
25,6,58,20,34.48,25,43.1,13,22.41,25006
25,7,189,62,32.8,59,31.22,68,35.98,25007
25,8,186,61,32.8,54,29.03,71,38.17,25008
25,9,156,58,37.18,45,28.85,53,33.97,25009
25,10,174,63,36.21,62,35.63,49,28.16,25010
25,11,193,67,34.72,60,31.09,66,34.2,25011
25,12,172,43,25.0,63,36.63,66,38.37,25012
25,13,174,52,29.89,71,40.8,51,29.31,25013
25,14,85,33,38.82,31,36.47,21,24.71,25014
25,15,139,44,31.65,38,27.34,57,41.01,25015
25,16,150,49,32.67,59,39.33,42,28.0,25016
25,17,209,69,33.01,62,29.67,78,37.32,25017
25,18,62,26,41.94,23,37.1,13,20.97,25018
25,19,191,49,25.65,67,35.08,75,39.27,25019
25,20,102,28,27.45,32,31.37,42,41.18,25020
25,21,253,70,27.67,82,32.41,101,39.92,25021
25,22,159,48,30.19,50,31.45,61,38.36,25022
25,23,231,73,31.6,63,27.27,95,41.13,25023
25,24,179,62,34.64,65,36.31,52,29.05,25024
25,25,148,61,41.22,41,27.7,46,31.08,25025
25,26,159,55,34.59,50,31.45,54,33.96,25026
25,27,141,42,29.79,50,35.46,49,34.75,25027
25,28,206,72,34.95,71,34.47,63,30.58,25028
25,29,159,63,39.62,55,34.59,41,25.79,25029
25,30,180,54,30.0,52,28.89,74,41.11,25030
25,31,158,41,25.95,61,38.61,56,35.44,25031
25,32,153,55,35.95,48,31.37,50,32.68,25032
26,1,152,52,34.21,47,30.92,53,34.87,26001
26,2,140,52,37.14,43,30.71,45,32.14,26002
