ward,precinct,total,Tom Sam Sianis,Tom Sam Sianis Percent,Timothy John Leeming,Timothy John Leeming Percent,Corri Diane Fetman,Corri Diane Fetman Percent,precinct_id
50,29,92,34,36.96,30,32.61,28,30.43,50029
50,30,104,42,40.38,31,29.81,31,29.81,50030
50,31,172,55,31.98,54,31.4,63,36.63,50031
50,32,149,44,29.53,53,35.57,52,34.9,50032
50,33,144,46,31.94,56,38.89,42,29.17,50033
50,34,229,80,34.93,78,34.06,71,31.0,50034
50,35,228,74,32.46,87,38.16,67,29.39,50035
50,36,174,58,33.33,77,44.25,39,22.41,50036
50,37,177,69,38.98,55,31.07,53,29.94,50037
50,38,84,31,36.9,19,22.62,34,40.48,50038
50,39,61,25,40.98,18,29.51,18,29.51,50039
50,40,125,35,28.0,34,27.2,56,44.8,50040
