ward,precinct,total,Cecilia Anne Horan,Cecilia Anne Horan Percent,Keith L. Spence,Keith L. Spence Percent,precinct_id
17,14,169,122,72.19,47,27.81,17014
17,15,155,98,63.23,57,36.77,17015
17,16,123,86,69.92,37,30.08,17016
17,17,142,88,61.97,54,38.03,17017
17,18,206,143,69.42,63,30.58,17018
17,19,89,59,66.29,30,33.71,17019
17,20,239,155,64.85,84,35.15,17020
17,21,247,158,63.97,89,36.03,17021
17,22,148,98,66.22,50,33.78,17022
17,23,113,77,68.14,36,31.86,17023
17,24,187,113,60.43,74,39.57,17024
17,25,105,57,54.29,48,45.71,17025
17,26,171,114,66.67,57,33.33,17026
17,27,159,111,69.81,48,30.19,17027
17,28,124,80,64.52,44,35.48,17028
17,29,141,97,68.79,44,31.21,17029
17,30,100,82,82.0,18,18.0,17030
17,31,88,54,61.36,34,38.64,17031
17,32,117,70,59.83,47,40.17,17032
17,33,91,61,67.03,30,32.97,17033
17,34,120,78,65.0,42,35.0,17034
17,35,109,77,70.64,32,29.36,17035
17,36,161,101,62.73,60,37.27,17036
17,37,140,99,70.71,41,29.29,17037
17,38,134,88,65.67,46,34.33,17038
17,39,169,112,66.27,57,33.73,17039
17,40,194,127,65.46,67,34.54,17040
17,41,225,154,68.44,71,31.56,17041
18,1,128,94,73.44,34,26.56,18001
18,2,126,87,69.05,39,30.95,18002
18,3,125,84,67.2,41,32.8,18003
18,4,229,153,66.81,76,33.19,18004
18,5,113,66,58.41,47,41.59,18005
18,6,143,97,67.83,46,32.17,18006
18,7,164,120,73.17,44,26.83,18007
18,8,190,126,66.32,64,33.68,18008
18,9,215,128,59.53,87,40.47,18009
18,10,276,180,65.22,96,34.78,18010
18,11,137,82,59.85,55,40.15,18011
18,12,175,109,62.29,66,37.71,18012
18,13,198,141,71.21,57,28.79,18013
18,14,191,113,59.16,78,40.84,18014
18,15,196,138,70.41,58,29.59,18015
18,16,160,109,68.13,51,31.88,18016
18,17,170,119,70.0,51,30.0,18017
18,18,199,127,63.82,72,36.18,18018
18,19,203,125,61.58,78,38.42,18019
18,20,150,97,64.67,53,35.33,18020
18,21,220,119,54.09,101,45.91,18021
18,22,246,152,61.79,94,38.21,18022
18,23,146,101,69.18,45,30.82,18023
18,24,138,98,71.01,40,28.99,18024
18,25,155,110,70.97,45,29.03,18025
18,26,248,154,62.1,94,37.9,18026
18,27,133,83,62.41,50,37.59,18027
18,28,142,98,69.01,44,30.99,18028
18,29,184,108,58.7,76,41.3,18029
18,30,154,100,64.94,54,35.06,18030
18,31,194,114,58.76,80,41.24,18031
18,32,226,153,67.7,73,32.3,18032
18,33,146,104,71.23,42,28.77,18033
18,34,247,160,64.78,87,35.22,18034
18,35,251,161,64.14,90,35.86,18035
18,36,178,130,73.03,48,26.97,18036
18,37,227,154,67.84,73,32.16,18037
18,38,176,100,56.82,76,43.18,18038
18,39,128,90,70.31,38,29.69,18039
18,40,203,153,75.37,50,24.63,18040
18,41,226,143,63.27,83,36.73,18041
18,42,133,88,66.17,45,33.83,18042
18,43,108,87,80.56,21,19.44,18043
18,44,142,109,76.76,33,23.24,18044
18,45,127,98,77.17,29,22.83,18045
18,46,191,149,78.01,42,21.99,18046
18,47,131,84,64.12,47,35.88,18047
18,48,148,96,64.86,52,35.14,18048
18,49,102,61,59.8,41,40.2,18049
18,50,123,77,62.6,46,37.4,18050
19,1,179,155,86.59,24,13.41,19001
19,2,324,252,77.78,72,22.22,19002
19,3,118,94,79.66,24,20.34,19003
19,4,201,160,79.6,41,20.4,19004
19,5,263,196,74.52,67,25.48,19005
19,6,196,161,82.14,35,17.86,19006
19,7,194,158,81.44,36,18.56,19007
19,8,170,125,73.53,45,26.47,19008
19,9,161,134,83.23,27,16.77,19009
19,10,312,247,79.17,65,20.83,19010
19,11,156,112,71.79,44,28.21,19011
19,12,137,105,76.64,32,23.36,19012
19,13,314,219,69.75,95,30.25,19013
19,14,242,177,73.14,65,26.86,19014
19,15,199,149,74.87,50,25.13,19015
19,16,206,167,81.07,39,18.93,19016
19,17,163,141,86.5,22,13.5,19017
19,18,215,175,81.4,40,18.6,19018
19,19,291,227,78.01,64,21.99,19019
19,20,222,124,55.86,98,44.14,19020
19,21,153,107,69.93,46,30.07,19021
19,22,235,197,83.83,38,16.17,19022
19,23,209,173,82.78,36,17.22,19023
19,24,140,115,82.14,25,17.86,19024
19,25,222,178,80.18,44,19.82,19025
19,26,217,184,84.79,33,15.21,19026
19,27,246,183,74.39,63,25.61,19027
19,28,267,189,70.79,78,29.21,19028
19,29,154,115,74.68,39,25.32,19029
19,30,161,121,75.16,40,24.84,19030
19,31,213,159,74.65,54,25.35,19031
19,32,172,137,79.65,35,20.35,19032
19,33,171,133,77.78,38,22.22,19033
19,34,214,182,85.05,32,14.95,19034
19,35,238,185,77.73,53,22.27,19035
19,36,267,185,69.29,82,30.71,19036
19,37,247,188,76.11,59,23.89,19037
19,38,219,160,73.06,59,26.94,19038
19,39,61,46,75.41,15,24.59,19039
19,40,244,181,74.18,63,25.82,19040
19,41,164,117,71.34,47,28.66,19041
19,42,170,126,74.12,44,25.88,19042
19,43,295,185,62.71,110,37.29,19043
19,44,185,142,76.76,43,23.24,19044
19,45,208,176,84.62,32,15.38,19045
19,46,217,190,87.56,27,12.44,19046
19,47,361,217,60.11,144,39.89,19047
19,48,247,148,59.92,99,40.08,19048
19,49,324,205,63.27,119,36.73,19049
19,50,148,113,76.35,35,23.65,19050
19,51,251,214,85.26,37,14.74,19051
19,52,185,146,78.92,39,21.08,19052
19,53,206,162,78.64,44,21.36,19053
19,54,117,88,75.21,29,24.79,19054
19,55,144,112,77.78,32,22.22,19055
19,56,256,195,76.17,61,23.83,19056
19,57,209,164,78.47,45,21.53,19057
20,1,189,115,60.85,74,39.15,20001
20,2,67,44,65.67,23,34.33,20002
20,3,146,94,64.38,52,35.62,20003
20,4,67,44,65.67,23,34.33,20004
20,5,198,121,61.11,77,38.89,20005
20,6,69,39,56.52,30,43.48,20006
20,7,145,88,60.69,57,39.31,20007
20,8,182,125,68.68,57,31.32,20008
20,9,234,146,62.39,88,37.61,20009
20,10,128,88,68.75,40,31.25,20010
20,11,190,116,61.05,74,38.95,20011
20,12,101,61,60.4,40,39.6,20012
20,13,175,115,65.71,60,34.29,20013
20,14,87,61,70.11,26,29.89,20014
20,15,116,99,85.34,17,14.66,20015
20,16,188,123,65.43,65,34.57,20016
20,17,82,60,73.17,22,26.83,20017
20,18,120,72,60.0,48,40.0,20018
20,19,131,78,59.54,53,40.46,20019
20,20,104,85,81.73,19,18.27,20020
20,21,93,57,61.29,36,38.71,20021
20,22,212,143,67.45,69,32.55,20022
20,23,149,86,57.72,63,42.28,20023
20,24,156,106,67.95,50,32.05,20024
20,25,103,65,63.11,38,36.89,20025
20,26,213,143,67.14,70,32.86,20026
20,27,75,47,62.67,28,37.33,20027
20,28,113,69,61.06,44,38.94,20028
20,29,226,129,57.08,97,42.92,20029
20,30,80,52,65.0,28,35.0,20030
20,31,175,104,59.43,71,40.57,20031
20,32,125,81,64.8,44,35.2,20032
20,33,135,81,60.0,54,40.0,20033
20,34,194,152,78.35,42,21.65,20034
20,35,64,42,65.63,22,34.38,20035
20,36,52,33,63.46,19,36.54,20036
20,37,50,31,62.0,19,38.0,20037
20,38,56,30,53.57,26,46.43,20038
20,39,18,9,50.0,9,50.0,20039
21,1,206,119,57.77,87,42.23,21001
21,2,133,82,61.65,51,38.35,21002
21,3,209,127,60.77,82,39.23,21003
21,4,182,111,60.99,71,39.01,21004
21,5,230,123,53.48,107,46.52,21005
21,6,153,94,61.44,59,38.56,21006
21,7,216,132,61.11,84,38.89,21007
21,8,202,132,65.35,70,34.65,21008
21,9,228,133,58.33,95,41.67,21009
21,10,172,107,62.21,65,37.79,21010
21,11,167,94,56.29,73,43.71,21011
21,12,162,83,51.23,79,48.77,21012
21,13,186,100,53.76,86,46.24,21013
21,14,245,156,63.67,89,36.33,21014
21,15,158,110,69.62,48,30.38,21015
21,16,174,98,56.32,76,43.68,21016
21,17,151,85,56.29,66,43.71,21017
21,18,204,125,61.27,79,38.73,21018
21,19,208,122,58.65,86,41.35,21019
21,20,142,86,60.56,56,39.44,21020
21,21,168,102,60.71,66,39.29,21021
21,22,175,115,65.71,60,34.29,21022
21,23,169,108,63.91,61,36.09,21023
21,24,209,120,57.42,89,42.58,21024
21,25,176,113,64.2,63,35.8,21025
21,26,163,102,62.58,61,37.42,21026
21,27,169,107,63.31,62,36.69,21027
21,28,226,135,59.73,91,40.27,21028
21,29,206,133,64.56,73,35.44,21029
21,30,152,87,57.24,65,42.76,21030
21,31,157,102,64.97,55,35.03,21031
21,32,185,104,56.22,81,43.78,21032
21,33,163,101,61.96,62,38.04,21033
21,34,160,87,54.38,73,45.63,21034
21,35,238,118,49.58,120,50.42,21035
21,36,201,110,54.73,91,45.27,21036
21,37,165,106,64.24,59,35.76,21037
21,38,164,99,60.37,65,39.63,21038
21,39,128,88,68.75,40,31.25,21039
21,40,170,90,52.94,80,47.06,21040
21,41,182,112,61.54,70,38.46,21041
21,42,211,128,60.66,83,39.34,21042
21,43,187,126,67.38,61,32.62,21043
21,44,187,103,55.08,84,44.92,21044
21,45,158,87,55.06,71,44.94,21045
21,46,199,109,54.77,90,45.23,21046
21,47,150,94,62.67,56,37.33,21047
21,48,181,100,55.25,81,44.75,21048
21,49,230,139,60.43,91,39.57,21049
21,50,159,98,61.64,61,38.36,21050
21,51,180,115,63.89,65,36.11,21051
21,52,188,108,57.45,80,42.55,21052
21,53,148,90,60.81,58,39.19,21053
21,54,172,112,65.12,60,34.88,21054
22,1,120,70,58.33,50,41.67,22001
22,2,219,174,79.45,45,20.55,22002
22,3,221,184,83.26,37,16.74,22003
22,4,129,116,89.92,13,10.08,22004
22,5,123,101,82.11,22,17.89,22005
22,6,136,115,84.56,21,15.44,22006
22,7,96,89,92.71,7,7.29,22007
22,8,225,166,73.78,59,26.22,22008
22,9,109,91,83.49,18,16.51,22009
22,10,188,156,82.98,32,17.02,22010
22,11,122,103,84.43,19,15.57,22011
22,12,170,141,82.94,29,17.06,22012
22,13,150,128,85.33,22,14.67,22013
22,14,128,107,83.59,21,16.41,22014
22,15,110,96,87.27,14,12.73,22015
22,16,105,85,80.95,20,19.05,22016
22,17,174,148,85.06,26,14.94,22017
22,18,121,106,87.6,15,12.4,22018
22,19,55,36,65.45,19,34.55,22019
22,20,137,108,78.83,29,21.17,22020
22,21,167,119,71.26,48,28.74,22021
22,22,124,106,85.48,18,14.52,22022
22,23,239,162,67.78,77,32.22,22023
22,24,155,126,81.29,29,18.71,22024
22,25,140,121,86.43,19,13.57,22025
23,1,160,121,75.63,39,24.38,23001
23,2,142,99,69.72,43,30.28,23002
23,3,158,119,75.32,39,24.68,23003
23,4,175,128,73.14,47,26.86,23004
23,5,156,131,83.97,25,16.03,23005
23,6,153,108,70.59,45,29.41,23006
23,7,131,102,77.86,29,22.14,23007
23,8,180,142,78.89,38,21.11,23008
23,9,145,126,86.9,19,13.1,23009
23,10,185,152,82.16,33,17.84,23010
23,11,160,131,81.88,29,18.13,23011
23,12,158,120,75.95,38,24.05,23012
23,13,125,99,79.2,26,20.8,23013
23,14,147,106,72.11,41,27.89,23014
23,15,134,107,79.85,27,20.15,23015
23,16,164,120,73.17,44,26.83,23016
23,17,84,73,86.9,11,13.1,23017
23,18,126,99,78.57,27,21.43,23018
23,19,132,108,81.82,24,18.18,23019
23,20,86,73,84.88,13,15.12,23020
23,21,166,131,78.92,35,21.08,23021
23,22,159,122,76.73,37,23.27,23022
23,23,144,111,77.08,33,22.92,23023
23,24,137,106,77.37,31,22.63,23024
23,25,139,113,81.29,26,18.71,23025
23,26,163,142,87.12,21,12.88,23026
23,27,152,122,80.26,30,19.74,23027
23,28,150,104,69.33,46,30.67,23028
23,29,135,100,74.07,35,25.93,23029
23,30,176,140,79.55,36,20.45,23030
23,31,113,88,77.88,25,22.12,23031
23,32,157,124,78.98,33,21.02,23032
23,33,156,130,83.33,26,16.67,23033
23,34,129,107,82.95,22,17.05,23034
23,35,102,77,75.49,25,24.51,23035
23,36,145,121,83.45,24,16.55,23036
23,37,166,125,75.3,41,24.7,23037
23,38,127,111,87.4,16,12.6,23038
23,39,144,118,81.94,26,18.06,23039
24,1,124,78,62.9,46,37.1,24001
24,2,120,79,65.83,41,34.17,24002
24,3,106,70,66.04,36,33.96,24003
24,4,105,68,64.76,37,35.24,24004
24,5,63,34,53.97,29,46.03,24005
24,6,123,71,57.72,52,42.28,24006
24,7,85,71,83.53,14,16.47,24007
24,8,59,38,64.41,21,35.59,24008
24,9,97,64,65.98,33,34.02,24009
24,10,63,33,52.38,30,47.62,24010
24,11,108,66,61.11,42,38.89,24011
24,12,68,40,58.82,28,41.18,24012
24,13,52,34,65.38,18,34.62,24013
24,14,87,56,64.37,31,35.63,24014
24,15,53,35,66.04,18,33.96,24015
24,16,179,138,77.09,41,22.91,24016
24,17,107,62,57.94,45,42.06,24017
24,18,145,94,64.83,51,35.17,24018
24,19,173,119,68.79,54,31.21,24019
24,20,99,62,62.63,37,37.37,24020
24,21,54,36,66.67,18,33.33,24021
24,22,149,86,57.72,63,42.28,24022
24,23,92,58,63.04,34,36.96,24023
24,24,152,86,56.58,66,43.42,24024
24,25,97,63,64.95,34,35.05,24025
24,26,215,148,68.84,67,31.16,24026
24,27,147,101,68.71,46,31.29,24027
24,28,102,66,64.71,36,35.29,24028
24,29,108,64,59.26,44,40.74,24029
24,30,77,53,68.83,24,31.17,24030
24,31,127,76,59.84,51,40.16,24031
24,32,66,35,53.03,31,46.97,24032
24,33,77,53,68.83,24,31.17,24033
24,34,119,78,65.55,41,34.45,24034
24,35,104,66,63.46,38,36.54,24035
24,36,170,111,65.29,59,34.71,24036
24,37,77,41,53.25,36,46.75,24037
24,38,119,77,64.71,42,35.29,24038
24,39,164,131,79.88,33,20.12,24039
24,40,127,87,68.5,40,31.5,24040
24,41,105,59,56.19,46,43.81,24041
25,1,164,143,87.2,21,12.8,25001
25,2,197,172,87.31,25,12.69,25002
25,3,171,148,86.55,23,13.45,25003
25,4,143,103,72.03,40,27.97,25004
25,5,190,158,83.16,32,16.84,25005
25,6,60,52,86.67,8,13.33,25006
25,7,179,151,84.36,28,15.64,25007
25,8,189,155,82.01,34,17.99,25008
25,9,156,143,91.67,13,8.33,25009
25,10,172,155,90.12,17,9.88,25010
25,11,199,172,86.43,27,13.57,25011
25,12,173,157,90.75,16,9.25,25012
25,13,181,150,82.87,31,17.13,25013
25,14,86,67,77.91,19,22.09,25014
25,15,134,111,82.84,23,17.16,25015
25,16,150,136,90.67,14,9.33,25016
25,17,209,177,84.69,32,15.31,25017
25,18,65,52,80.0,13,20.0,25018
25,19,191,165,86.39,26,13.61,25019
25,20,96,68,70.83,28,29.17,25020
25,21,251,216,86.06,35,13.94,25021
25,22,159,137,86.16,22,13.84,25022
25,23,236,200,84.75,36,15.25,25023
25,24,175,153,87.43,22,12.57,25024
25,25,145,120,82.76,25,17.24,25025
25,26,160,138,86.25,22,13.75,25026
25,27,139,128,92.09,11,7.91,25027
25,28,204,183,89.71,21,10.29,25028
25,29,157,107,68.15,50,31.85,25029
25,30,175,148,84.57,27,15.43,25030
25,31,152,130,85.53,22,14.47,25031
25,32,154,128,83.12,26,16.88,25032
26,1,161,142,88.2,19,11.8,26001
26,2,143,120,83.92,23,16.08,26002
26,3,168,151,89.88,17,10.12,26003
26,4,89,68,76.4,21,23.6,26004
26,5,129,116,89.92,13,10.08,26005
26,6,109,88,80.73,21,19.27,26006
26,7,144,131,90.97,13,9.03,26007
26,8,71,55,77.46,16,22.54,26008
26,9,125,103,82.4,22,17.6,26009
26,10,126,107,84.92,19,15.08,26010
26,11,134,121,90.3,13,9.7,26011
26,12,130,108,83.08,22,16.92,26012
26,13,62,52,83.87,10,16.13,26013
26,14,99,84,84.85,15,15.15,26014
26,15,62,48,77.42,14,22.58,26015
26,16,75,65,86.67,10,13.33,26016
26,17,97,85,87.63,12,12.37,26017
26,18,88,79,89.77,9,10.23,26018
26,19,79,56,70.89,23,29.11,26019
26,20,115,97,84.35,18,15.65,26020
26,21,158,138,87.34,20,12.66,26021
26,22,49,40,81.63,9,18.37,26022
26,23,80,69,86.25,11,13.75,26023
26,24,123,104,84.55,19,15.45,26024
26,25,111,97,87.39,14,12.61,26025
26,26,78,66,84.62,12,15.38,26026
26,27,176,147,83.52,29,16.48,26027
26,28,192,171,89.06,21,10.94,26028
26,29,86,76,88.37,10,11.63,26029
26,30,104,95,91.35,9,8.65,26030
26,31,65,56,86.15,9,13.85,26031
26,32,141,121,85.82,20,14.18,26032
26,33,134,117,87.31,17,12.69,26033
26,34,173,154,89.02,19,10.98,26034
26,35,134,117,87.31,17,12.69,26035
26,36,110,100,90.91,10,9.09,26036
26,37,121,104,85.95,17,14.05,26037
26,38,50,34,68.0,16,32.0,26038
26,39,136,116,85.29,20,14.71,26039
26,40,86,71,82.56,15,17.44,26040
26,41,134,121,90.3,13,9.7,26041
26,42,102,90,88.24,12,11.76,26042
26,43,60,47,78.33,13,21.67,26043
26,44,88,66,75.0,22,25.0,26044
26,45,48,35,72.92,13,27.08,26045
26,46,79,74,93.67,5,6.33,26046
26,47,67,58,86.57,9,13.43,26047
26,48,128,118,92.19,10,7.81,26048
26,49,60,52,86.67,8,13.33,26049
27,1,152,133,87.5,19,12.5,27001
27,2,154,112,72.73,42,27.27,27002
27,3,82,52,63.41,30,36.59,27003
27,4,85,59,69.41,26,30.59,27004
27,5,123,88,71.54,35,28.46,27005
27,6,135,102,75.56,33,24.44,27006
27,7,197,178,90.36,19,9.64,27007
27,8,110,68,61.82,42,38.18,27008
27,9,65,56,86.15,9,13.85,27009
27,10,203,144,70.94,59,29.06,27010
27,11,119,104,87.39,15,12.61,27011
27,12,86,77,89.53,9,10.47,27012
27,13,267,196,73.41,71,26.59,27013
27,14,69,46,66.67,23,33.33,27014
27,15,80,59,73.75,21,26.25,27015
27,16,83,79,95.18,4,4.82,27016
27,17,136,93,68.38,43,31.62,27017
27,18,103,69,66.99,34,33.01,27018
27,19,68,49,72.06,19,27.94,27019
27,20,87,52,59.77,35,40.23,27020
27,21,113,102,90.27,11,9.73,27021
27,22,91,68,74.73,23,25.27,27022
27,23,131,75,57.25,56,42.75,27023
27,24,95,69,72.63,26,27.37,27024
27,25,142,96,67.61,46,32.39,27025
27,26,139,101,72.66,38,27.34,27026
27,27,155,113,72.9,42,27.1,27027
27,28,86,72,83.72,14,16.28,27028
27,29,92,64,69.57,28,30.43,27029
27,30,80,57,71.25,23,28.75,27030
27,31,139,85,61.15,54,38.85,27031
27,32,132,90,68.18,42,31.82,27032
27,33,130,112,86.15,18,13.85,27033
27,34,113,79,69.91,34,30.09,27034
27,35,149,130,87.25,19,12.75,27035
27,36,129,103,79.84,26,20.16,27036
27,37,162,122,75.31,40,24.69,27037
27,38,254,203,79.92,51,20.08,27038
27,39,138,96,69.57,42,30.43,27039
27,40,169,137,81.07,32,18.93,27040
27,41,158,98,62.03,60,37.97,27041
27,42,108,93,86.11,15,13.89,27042
27,43,99,70,70.71,29,29.29,27043
27,44,106,83,78.3,23,21.7,27044
27,45,193,174,90.16,19,9.84,27045
27,46,82,75,91.46,7,8.54,27046
27,47,130,103,79.23,27,20.77,27047
27,48,199,143,71.86,56,28.14,27048
27,49,113,71,62.83,42,37.17,27049
27,50,143,87,60.84,56,39.16,27050
28,1,89,53,59.55,36,40.45,28001
28,2,111,73,65.77,38,34.23,28002
28,3,110,81,73.64,29,26.36,28003
28,4,78,60,76.92,18,23.08,28004
28,5,102,65,63.73,37,36.27,28005
28,6,91,72,79.12,19,20.88,28006
28,7,118,65,55.08,53,44.92,28007
28,8,102,90,88.24,12,11.76,28008
28,9,134,82,61.19,52,38.81,28009
28,10,159,122,76.73,37,23.27,28010
28,11,204,164,80.39,40,19.61,28011
28,12,132,86,65.15,46,34.85,28012
28,13,126,83,65.87,43,34.13,28013
28,14,125,88,70.4,37,29.6,28014
28,15,39,29,74.36,10,25.64,28015
28,16,81,49,60.49,32,39.51,28016
28,17,101,71,70.3,30,29.7,28017
28,18,97,73,75.26,24,24.74,28018
28,19,124,103,83.06,21,16.94,28019
28,20,122,78,63.93,44,36.07,28020
28,21,111,75,67.57,36,32.43,28021
28,22,121,87,71.9,34,28.1,28022
28,23,143,107,74.83,36,25.17,28023
28,24,111,72,64.86,39,35.14,28024
28,25,208,146,70.19,62,29.81,28025
28,26,140,92,65.71,48,34.29,28026
28,27,130,108,83.08,22,16.92,28027
28,28,176,157,89.2,19,10.8,28028
28,29,59,39,66.1,20,33.9,28029
28,30,30,23,76.67,7,23.33,28030
28,31,229,139,60.7,90,39.3,28031
28,32,118,76,64.41,42,35.59,28032
28,33,152,107,70.39,45,29.61,28033
28,34,186,127,68.28,59,31.72,28034
28,35,142,98,69.01,44,30.99,28035
28,36,63,42,66.67,21,33.33,28036
28,37,168,112,66.67,56,33.33,28037
28,38,53,32,60.38,21,39.62,28038
28,39,85,62,72.94,23,27.06,28039
28,40,186,120,64.52,66,35.48,28040
28,41,114,80,70.18,34,29.82,28041
28,42,136,76,55.88,60,44.12,28042
28,43,153,96,62.75,57,37.25,28043
28,44,97,66,68.04,31,31.96,28044
28,45,101,88,87.13,13,12.87,28045
28,46,215,179,83.26,36,16.74,28046
29,1,264,196,74.24,68,25.76,29001
29,2,261,151,57.85,110,42.15,29002
29,3,171,102,59.65,69,40.35,29003
29,4,215,147,68.37,68,31.63,29004
29,5,124,72,58.06,52,41.94,29005
29,6,147,89,60.54,58,39.46,29006
29,7,213,140,65.73,73,34.27,29007
29,8,118,84,71.19,34,28.81,29008
29,9,217,167,76.96,50,23.04,29009
29,10,236,193,81.78,43,18.22,29010
29,11,105,64,60.95,41,39.05,29011
29,12,231,167,72.29,64,27.71,29012
29,13,171,98,57.31,73,42.69,29013
29,14,174,80,45.98,94,54.02,29014
29,15,230,179,77.83,51,22.17,29015
29,16,208,158,75.96,50,24.04,29016
29,17,192,143,74.48,49,25.52,29017
29,18,190,129,67.89,61,32.11,29018
29,19,207,122,58.94,85,41.06,29019
29,20,207,135,65.22,72,34.78,29020
29,21,184,117,63.59,67,36.41,29021
29,22,144,86,59.72,58,40.28,29022
29,23,176,136,77.27,40,22.73,29023
29,24,184,116,63.04,68,36.96,29024
29,25,223,144,64.57,79,35.43,29025
29,26,206,143,69.42,63,30.58,29026
29,27,163,100,61.35,63,38.65,29027
29,28,227,133,58.59,94,41.41,29028
29,29,136,107,78.68,29,21.32,29029
29,30,239,161,67.36,78,32.64,29030
29,31,126,91,72.22,35,27.78,29031
29,32,99,74,74.75,25,25.25,29032
29,33,147,87,59.18,60,40.82,29033
29,34,88,57,64.77,31,35.23,29034
29,35,137,84,61.31,53,38.69,29035
29,36,167,111,66.47,56,33.53,29036
29,37,179,101,56.42,78,43.58,29037
29,38,124,89,71.77,35,28.23,29038
29,39,136,112,82.35,24,17.65,29039
29,40,222,143,64.41,79,35.59,29040
29,41,132,87,65.91,45,34.09,29041
29,42,176,82,46.59,94,53.41,29042
29,43,234,177,75.64,57,24.36,29043
29,44,239,181,75.73,58,24.27,29044
30,1,181,161,88.95,20,11.05,30001
30,2,117,101,86.32,16,13.68,30002
30,3,135,122,90.37,13,9.63,30003
30,4,116,96,82.76,20,17.24,30004
30,5,72,52,72.22,20,27.78,30005
30,6,120,93,77.5,27,22.5,30006
30,7,139,114,82.01,25,17.99,30007
30,8,187,162,86.63,25,13.37,30008
30,9,100,86,86.0,14,14.0,30009
30,10,126,92,73.02,34,26.98,30010
30,11,115,93,80.87,22,19.13,30011
30,12,86,67,77.91,19,22.09,30012
30,13,111,90,81.08,21,18.92,30013
30,14,73,63,86.3,10,13.7,30014
30,15,185,166,89.73,19,10.27,30015
30,16,46,39,84.78,7,15.22,30016
30,17,152,130,85.53,22,14.47,30017
30,18,165,137,83.03,28,16.97,30018
30,19,122,98,80.33,24,19.67,30019
30,20,137,111,81.02,26,18.98,30020
30,21,98,71,72.45,27,27.55,30021
30,22,191,167,87.43,24,12.57,30022
30,23,121,100,82.64,21,17.36,30023
30,24,181,159,87.85,22,12.15,30024
30,25,207,182,87.92,25,12.08,30025
30,26,88,64,72.73,24,27.27,30026
30,27,78,69,88.46,9,11.54,30027
30,28,181,149,82.32,32,17.68,30028
30,29,67,57,85.07,10,14.93,30029
30,30,40,32,80.0,8,20.0,30030
30,31,85,70,82.35,15,17.65,30031
30,32,135,116,85.93,19,14.07,30032
31,1,64,53,82.81,11,17.19,31001
31,2,76,57,75.0,19,25.0,31002
31,3,65,47,72.31,18,27.69,31003
31,4,157,135,85.99,22,14.01,31004
31,5,125,103,82.4,22,17.6,31005
31,6,74,59,79.73,15,20.27,31006
31,7,173,159,91.91,14,8.09,31007
31,8,82,70,85.37,12,14.63,31008
31,9,98,81,82.65,17,17.35,31009
31,10,86,70,81.4,16,18.6,31010
31,11,70,54,77.14,16,22.86,31011
31,12,78,61,78.21,17,21.79,31012
31,13,108,88,81.48,20,18.52,31013
31,14,93,66,70.97,27,29.03,31014
31,15,90,71,78.89,19,21.11,31015
31,16,148,131,88.51,17,11.49,31016
31,17,94,74,78.72,20,21.28,31017
31,18,91,73,80.22,18,19.78,31018
31,19,80,70,87.5,10,12.5,31019
31,20,92,71,77.17,21,22.83,31020
31,21,95,77,81.05,18,18.95,31021
31,22,82,65,79.27,17,20.73,31022
31,23,91,75,82.42,16,17.58,31023
31,24,141,115,81.56,26,18.44,31024
31,25,89,66,74.16,23,25.84,31025
31,26,105,89,84.76,16,15.24,31026
31,27,96,74,77.08,22,22.92,31027
31,28,76,63,82.89,13,17.11,31028
31,29,107,86,80.37,21,19.63,31029
31,30,71,60,84.51,11,15.49,31030
31,31,74,49,66.22,25,33.78,31031
31,32,58,45,77.59,13,22.41,31032
31,33,76,55,72.37,21,27.63,31033
31,34,91,79,86.81,12,13.19,31034
31,35,94,78,82.98,16,17.02,31035
31,36,126,106,84.13,20,15.87,31036
31,37,88,73,82.95,15,17.05,31037
31,38,73,61,83.56,12,16.44,31038
31,39,112,92,82.14,20,17.86,31039
31,40,104,93,89.42,11,10.58,31040
31,41,89,69,77.53,20,22.47,31041
32,1,211,186,88.15,25,11.85,32001
32,2,165,150,90.91,15,9.09,32002
32,3,261,244,93.49,17,6.51,32003
32,4,176,169,96.02,7,3.98,32004
32,5,185,162,87.57,23,12.43,32005
32,6,185,167,90.27,18,9.73,32006
32,7,179,164,91.62,15,8.38,32007
32,8,176,163,92.61,13,7.39,32008
32,9,160,139,86.88,21,13.13,32009
32,10,171,152,88.89,19,11.11,32010
32,11,235,212,90.21,23,9.79,32011
32,12,173,154,89.02,19,10.98,32012
32,13,156,141,90.38,15,9.62,32013
32,14,234,216,92.31,18,7.69,32014
32,15,173,157,90.75,16,9.25,32015
32,16,194,175,90.21,19,9.79,32016
32,17,222,206,92.79,16,7.21,32017
32,18,138,121,87.68,17,12.32,32018
32,19,157,136,86.62,21,13.38,32019
32,20,234,213,91.03,21,8.97,32020
32,21,207,192,92.75,15,7.25,32021
32,22,305,281,92.13,24,7.87,32022
32,23,147,135,91.84,12,8.16,32023
32,24,92,79,85.87,13,14.13,32024
32,25,180,161,89.44,19,10.56,32025
32,26,256,235,91.8,21,8.2,32026
32,27,159,144,90.57,15,9.43,32027
32,28,224,205,91.52,19,8.48,32028
32,29,220,201,91.36,19,8.64,32029
32,30,124,112,90.32,12,9.68,32030
32,31,178,160,89.89,18,10.11,32031
32,32,189,175,92.59,14,7.41,32032
32,33,190,173,91.05,17,8.95,32033
32,34,174,158,90.8,16,9.2,32034
32,35,148,137,92.57,11,7.43,32035
32,36,195,183,93.85,12,6.15,32036
