ward,precinct,total,Clare Joyce Quish,Clare Joyce Quish Percent,Patrick Dankwa John,Patrick Dankwa John Percent,precinct_id
17,14,163,78,47.85,18,11.04,17014
17,15,152,82,53.95,39,25.66,17015
17,16,121,65,53.72,19,15.7,17016
17,17,145,80,55.17,26,17.93,17017
17,18,205,125,60.98,41,20.0,17018
17,19,92,49,53.26,16,17.39,17019
17,20,235,154,65.53,40,17.02,17020
17,21,236,145,61.44,49,20.76,17021
17,22,138,79,57.25,32,23.19,17022
17,23,116,75,64.66,19,16.38,17023
17,24,194,97,50.0,46,23.71,17024
17,25,105,48,45.71,22,20.95,17025
17,26,169,106,62.72,38,22.49,17026
17,27,157,93,59.24,33,21.02,17027
17,28,123,71,57.72,29,23.58,17028
17,29,141,89,63.12,32,22.7,17029
17,30,100,50,50.0,8,8.0,17030
17,31,86,50,58.14,16,18.6,17031
17,32,112,59,52.68,25,22.32,17032
17,33,91,54,59.34,22,24.18,17033
17,34,120,71,59.17,30,25.0,17034
17,35,107,63,58.88,26,24.3,17035
17,36,159,89,55.97,35,22.01,17036
17,37,144,81,56.25,28,19.44,17037
17,38,136,75,55.15,34,25.0,17038
17,39,171,108,63.16,32,18.71,17039
17,40,192,119,61.98,30,15.63,17040
17,41,225,140,62.22,44,19.56,17041
18,1,130,65,50.0,28,21.54,18001
18,2,122,57,46.72,15,12.3,18002
18,3,125,65,52.0,22,17.6,18003
18,4,226,157,69.47,32,14.16,18004
18,5,111,60,54.05,26,23.42,18005
18,6,144,72,50.0,24,16.67,18006
18,7,161,101,62.73,22,13.66,18007
18,8,188,114,60.64,35,18.62,18008
18,9,211,116,54.98,46,21.8,18009
18,10,262,168,64.12,46,17.56,18010
18,11,139,73,52.52,20,14.39,18011
18,12,181,104,57.46,34,18.78,18012
18,13,193,113,58.55,38,19.69,18013
18,14,191,100,52.36,36,18.85,18014
18,15,192,97,50.52,36,18.75,18015
18,16,156,95,60.9,30,19.23,18016
18,17,172,96,55.81,31,18.02,18017
18,18,196,102,52.04,49,25.0,18018
18,19,202,112,55.45,49,24.26,18019
18,20,148,90,60.81,28,18.92,18020
18,21,212,121,57.08,52,24.53,18021
18,22,241,141,58.51,60,24.9,18022
18,23,144,87,60.42,28,19.44,18023
18,24,139,65,46.76,13,9.35,18024
18,25,150,70,46.67,24,16.0,18025
18,26,237,139,58.65,43,18.14,18026
18,27,134,79,58.96,26,19.4,18027
18,28,137,67,48.91,19,13.87,18028
18,29,183,95,51.91,32,17.49,18029
18,30,148,57,38.51,32,21.62,18030
18,31,192,100,52.08,44,22.92,18031
18,32,224,129,57.59,43,19.2,18032
18,33,146,99,67.81,22,15.07,18033
18,34,239,154,64.44,40,16.74,18034
18,35,229,149,65.07,43,18.78,18035
18,36,175,97,55.43,29,16.57,18036
18,37,223,138,61.88,40,17.94,18037
18,38,172,92,53.49,39,22.67,18038
18,39,126,77,61.11,21,16.67,18039
18,40,203,96,47.29,33,16.26,18040
18,41,219,145,66.21,30,13.7,18041
18,42,132,85,64.39,22,16.67,18042
18,43,108,47,43.52,14,12.96,18043
18,44,141,83,58.87,19,13.48,18044
18,45,128,52,40.63,22,17.19,18045
18,46,187,80,42.78,25,13.37,18046
18,47,132,71,53.79,29,21.97,18047
18,48,144,92,63.89,23,15.97,18048
18,49,101,54,53.47,20,19.8,18049
18,50,121,69,57.02,31,25.62,18050
19,1,182,132,72.53,21,11.54,19001
19,2,318,242,76.1,36,11.32,19002
19,3,116,77,66.38,21,18.1,19003
19,4,203,131,64.53,33,16.26,19004
19,5,257,189,73.54,27,10.51,19005
19,6,183,120,65.57,26,14.21,19006
19,7,187,127,67.91,34,18.18,19007
19,8,169,106,62.72,20,11.83,19008
19,9,154,107,69.48,19,12.34,19009
19,10,301,217,72.09,35,11.63,19010
19,11,154,97,62.99,27,17.53,19011
19,12,134,89,66.42,14,10.45,19012
19,13,308,189,61.36,57,18.51,19013
19,14,232,156,67.24,41,17.67,19014
19,15,202,126,62.38,37,18.32,19015
19,16,194,132,68.04,23,11.86,19016
19,17,167,123,73.65,19,11.38,19017
19,18,220,167,75.91,23,10.45,19018
19,19,281,189,67.26,33,11.74,19019
19,20,215,126,58.6,43,20.0,19020
19,21,145,86,59.31,28,19.31,19021
19,22,232,171,73.71,29,12.5,19022
19,23,212,151,71.23,25,11.79,19023
19,24,141,88,62.41,23,16.31,19024
19,25,223,164,73.54,25,11.21,19025
19,26,219,179,81.74,18,8.22,19026
19,27,239,156,65.27,36,15.06,19027
19,28,261,164,62.84,45,17.24,19028
19,29,158,97,61.39,29,18.35,19029
19,30,155,91,58.71,20,12.9,19030
19,31,206,141,68.45,24,11.65,19031
19,32,179,129,72.07,28,15.64,19032
19,33,162,105,64.81,21,12.96,19033
19,34,207,162,78.26,11,5.31,19034
19,35,235,172,73.19,27,11.49,19035
19,36,259,176,67.95,34,13.13,19036
19,37,243,178,73.25,26,10.7,19037
19,38,215,157,73.02,33,15.35,19038
19,39,58,43,74.14,7,12.07,19039
19,40,239,156,65.27,27,11.3,19040
19,41,154,92,59.74,30,19.48,19041
19,42,176,118,67.05,33,18.75,19042
19,43,288,185,64.24,56,19.44,19043
19,44,182,113,62.09,26,14.29,19044
19,45,204,131,64.22,22,10.78,19045
19,46,213,163,76.53,15,7.04,19046
19,47,358,207,57.82,68,18.99,19047
19,48,240,137,57.08,44,18.33,19048
19,49,314,186,59.24,60,19.11,19049
19,50,153,108,70.59,21,13.73,19050
19,51,242,152,62.81,21,8.68,19051
19,52,176,110,62.5,30,17.05,19052
19,53,197,131,66.5,27,13.71,19053
19,54,118,74,62.71,17,14.41,19054
19,55,148,100,67.57,23,15.54,19055
19,56,249,177,71.08,32,12.85,19056
19,57,204,156,76.47,22,10.78,19057
20,1,182,98,53.85,46,25.27,20001
20,2,67,41,61.19,12,17.91,20002
20,3,143,76,53.15,35,24.48,20003
20,4,65,32,49.23,10,15.38,20004
20,5,190,116,61.05,46,24.21,20005
20,6,70,31,44.29,19,27.14,20006
20,7,145,81,55.86,38,26.21,20007
20,8,181,104,57.46,34,18.78,20008
20,9,234,136,58.12,52,22.22,20009
20,10,123,70,56.91,32,26.02,20010
20,11,179,104,58.1,31,17.32,20011
20,12,101,55,54.46,24,23.76,20012
20,13,177,90,50.85,41,23.16,20013
20,14,82,37,45.12,25,30.49,20014
20,15,116,38,32.76,18,15.52,20015
20,16,182,107,58.79,43,23.63,20016
20,17,86,52,60.47,6,6.98,20017
20,18,119,66,55.46,32,26.89,20018
20,19,130,77,59.23,23,17.69,20019
20,20,103,29,28.16,11,10.68,20020
20,21,92,46,50.0,22,23.91,20021
20,22,219,144,65.75,34,15.53,20022
20,23,155,84,54.19,38,24.52,20023
20,24,159,96,60.38,33,20.75,20024
20,25,98,50,51.02,26,26.53,20025
20,26,205,116,56.59,41,20.0,20026
20,27,74,45,60.81,17,22.97,20027
20,28,109,63,57.8,24,22.02,20028
20,29,219,117,53.42,54,24.66,20029
20,30,80,42,52.5,16,20.0,20030
20,31,167,91,54.49,42,25.15,20031
20,32,120,63,52.5,26,21.67,20032
20,33,133,66,49.62,37,27.82,20033
20,34,197,120,60.91,28,14.21,20034
20,35,64,31,48.44,17,26.56,20035
20,36,51,23,45.1,17,33.33,20036
20,37,49,23,46.94,15,30.61,20037
20,38,55,26,47.27,16,29.09,20038
20,39,17,6,35.29,3,17.65,20039
21,1,205,115,56.1,50,24.39,21001
21,2,132,70,53.03,32,24.24,21002
21,3,207,128,61.84,42,20.29,21003
21,4,172,97,56.4,45,26.16,21004
21,5,220,99,45.0,68,30.91,21005
21,6,148,94,63.51,22,14.86,21006
21,7,211,115,54.5,41,19.43,21007
21,8,199,114,57.29,50,25.13,21008
21,9,224,135,60.27,48,21.43,21009
21,10,167,98,58.68,37,22.16,21010
21,11,153,92,60.13,36,23.53,21011
21,12,160,79,49.38,44,27.5,21012
21,13,184,99,53.8,45,24.46,21013
21,14,244,141,57.79,48,19.67,21014
21,15,155,98,63.23,28,18.06,21015
21,16,167,95,56.89,41,24.55,21016
21,17,151,77,50.99,48,31.79,21017
21,18,210,104,49.52,52,24.76,21018
21,19,210,115,54.76,45,21.43,21019
21,20,146,77,52.74,36,24.66,21020
21,21,162,88,54.32,42,25.93,21021
21,22,170,101,59.41,29,17.06,21022
21,23,169,105,62.13,36,21.3,21023
21,24,203,101,49.75,57,28.08,21024
21,25,172,101,58.72,41,23.84,21025
21,26,161,98,60.87,34,21.12,21026
21,27,166,90,54.22,40,24.1,21027
21,28,223,119,53.36,55,24.66,21028
21,29,203,107,52.71,48,23.65,21029
21,30,145,78,53.79,37,25.52,21030
21,31,155,99,63.87,33,21.29,21031
21,32,184,113,61.41,38,20.65,21032
21,33,167,100,59.88,35,20.96,21033
21,34,161,84,52.17,44,27.33,21034
21,35,228,106,46.49,73,32.02,21035
21,36,197,105,53.3,55,27.92,21036
21,37,164,88,53.66,40,24.39,21037
21,38,159,75,47.17,47,29.56,21038
21,39,123,74,60.16,25,20.33,21039
21,40,167,84,50.3,57,34.13,21040
21,41,178,107,60.11,44,24.72,21041
21,42,203,116,57.14,45,22.17,21042
21,43,179,119,66.48,31,17.32,21043
21,44,182,96,52.75,45,24.73,21044
21,45,157,87,55.41,42,26.75,21045
21,46,200,119,59.5,35,17.5,21046
21,47,144,80,55.56,33,22.92,21047
21,48,172,99,57.56,42,24.42,21048
21,49,226,121,53.54,63,27.88,21049
21,50,156,90,57.69,37,23.72,21050
21,51,175,90,51.43,42,24.0,21051
21,52,178,102,57.3,46,25.84,21052
21,53,141,87,61.7,31,21.99,21053
21,54,172,90,52.33,40,23.26,21054
22,1,120,75,62.5,19,15.83,22001
22,2,223,104,46.64,34,15.25,22002
22,3,223,94,42.15,20,8.97,22003
22,4,131,60,45.8,10,7.63,22004
22,5,128,53,41.41,12,9.38,22005
22,6,138,63,45.65,19,13.77,22006
22,7,101,51,50.5,8,7.92,22007
22,8,228,104,45.61,31,13.6,22008
22,9,113,42,37.17,11,9.73,22009
22,10,194,68,35.05,21,10.82,22010
22,11,131,39,29.77,14,10.69,22011
22,12,165,71,43.03,23,13.94,22012
22,13,151,62,41.06,15,9.93,22013
22,14,129,65,50.39,9,6.98,22014
22,15,108,43,39.81,12,11.11,22015
22,16,106,36,33.96,12,11.32,22016
22,17,178,72,40.45,13,7.3,22017
22,18,121,37,30.58,13,10.74,22018
22,19,57,27,47.37,17,29.82,22019
22,20,141,40,28.37,18,12.77,22020
22,21,160,95,59.38,39,24.38,22021
22,22,120,40,33.33,17,14.17,22022
22,23,234,131,55.98,57,24.36,22023
22,24,154,58,37.66,18,11.69,22024
22,25,143,46,32.17,14,9.79,22025
23,1,159,86,54.09,29,18.24,23001
23,2,141,62,43.97,26,18.44,23002
23,3,154,72,46.75,31,20.13,23003
23,4,176,84,47.73,28,15.91,23004
23,5,157,56,35.67,19,12.1,23005
23,6,156,59,37.82,24,15.38,23006
23,7,134,42,31.34,14,10.45,23007
23,8,183,82,44.81,32,17.49,23008
23,9,147,52,35.37,17,11.56,23009
23,10,185,79,42.7,29,15.68,23010
23,11,164,52,31.71,30,18.29,23011
23,12,152,82,53.95,30,19.74,23012
23,13,122,42,34.43,13,10.66,23013
23,14,148,74,50.0,34,22.97,23014
23,15,140,41,29.29,23,16.43,23015
23,16,162,71,43.83,38,23.46,23016
23,17,83,26,31.33,15,18.07,23017
23,18,123,66,53.66,15,12.2,23018
23,19,130,53,40.77,16,12.31,23019
23,20,91,26,28.57,16,17.58,23020
23,21,171,89,52.05,33,19.3,23021
23,22,160,78,48.75,38,23.75,23022
23,23,140,67,47.86,32,22.86,23023
23,24,141,55,39.01,18,12.77,23024
23,25,140,52,37.14,20,14.29,23025
23,26,163,58,35.58,26,15.95,23026
23,27,152,75,49.34,35,23.03,23027
23,28,145,58,40.0,32,22.07,23028
23,29,134,61,45.52,26,19.4,23029
23,30,181,55,30.39,31,17.13,23030
23,31,120,38,31.67,19,15.83,23031
23,32,161,60,37.27,26,16.15,23032
23,33,158,52,32.91,28,17.72,23033
23,34,131,50,38.17,12,9.16,23034
23,35,102,37,36.27,19,18.63,23035
23,36,140,69,49.29,16,11.43,23036
23,37,164,85,51.83,24,14.63,23037
23,38,131,57,43.51,21,16.03,23038
23,39,149,72,48.32,19,12.75,23039
24,1,122,77,63.11,20,16.39,24001
24,2,124,68,54.84,30,24.19,24002
24,3,99,50,50.51,23,23.23,24003
24,4,107,57,53.27,19,17.76,24004
24,5,63,30,47.62,18,28.57,24005
24,6,122,57,46.72,39,31.97,24006
24,7,85,41,48.24,7,8.24,24007
24,8,61,34,55.74,9,14.75,24008
24,9,102,52,50.98,25,24.51,24009
24,10,61,25,40.98,22,36.07,24010
24,11,105,48,45.71,29,27.62,24011
24,12,69,32,46.38,20,28.99,24012
24,13,50,22,44.0,15,30.0,24013
24,14,89,54,60.67,23,25.84,24014
24,15,55,27,49.09,11,20.0,24015
24,16,184,87,47.28,23,12.5,24016
24,17,103,52,50.49,31,30.1,24017
24,18,139,71,51.08,31,22.3,24018
24,19,169,96,56.8,46,27.22,24019
24,20,95,54,56.84,27,28.42,24020
24,21,53,27,50.94,14,26.42,24021
24,22,147,71,48.3,42,28.57,24022
24,23,93,52,55.91,19,20.43,24023
24,24,147,74,50.34,33,22.45,24024
24,25,98,54,55.1,17,17.35,24025
24,26,215,130,60.47,41,19.07,24026
24,27,148,90,60.81,26,17.57,24027
24,28,103,45,43.69,30,29.13,24028
24,29,103,57,55.34,22,21.36,24029
24,30,75,52,69.33,12,16.0,24030
24,31,120,75,62.5,23,19.17,24031
24,32,66,27,40.91,25,37.88,24032
24,33,77,41,53.25,15,19.48,24033
24,34,112,59,52.68,27,24.11,24034
24,35,107,62,57.94,21,19.63,24035
24,36,167,103,61.68,35,20.96,24036
24,37,72,40,55.56,13,18.06,24037
24,38,118,66,55.93,31,26.27,24038
24,39,164,92,56.1,30,18.29,24039
24,40,127,78,61.42,31,24.41,24040
24,41,106,58,54.72,26,24.53,24041
25,1,170,77,45.29,16,9.41,25001
25,2,192,105,54.69,18,9.38,25002
25,3,173,134,77.46,8,4.62,25003
25,4,143,85,59.44,26,18.18,25004
25,5,196,94,47.96,12,6.12,25005
25,6,58,41,70.69,2,3.45,25006
25,7,188,96,51.06,8,4.26,25007
25,8,193,89,46.11,19,9.84,25008
25,9,160,99,61.88,12,7.5,25009
25,10,171,140,81.87,10,5.85,25010
25,11,204,105,51.47,21,10.29,25011
25,12,176,89,50.57,16,9.09,25012
25,13,181,83,45.86,17,9.39,25013
25,14,84,49,58.33,17,20.24,25014
25,15,135,58,42.96,20,14.81,25015
25,16,146,119,81.51,6,4.11,25016
25,17,214,111,51.87,24,11.21,25017
25,18,63,40,63.49,11,17.46,25018
25,19,193,94,48.7,12,6.22,25019
25,20,95,51,53.68,25,26.32,25020
25,21,253,189,74.7,21,8.3,25021
25,22,161,72,44.72,23,14.29,25022
25,23,238,104,43.7,19,7.98,25023
25,24,175,90,51.43,14,8.0,25024
25,25,149,101,67.79,18,12.08,25025
25,26,162,68,41.98,17,10.49,25026
25,27,134,97,72.39,12,8.96,25027
25,28,202,90,44.55,15,7.43,25028
25,29,151,85,56.29,19,12.58,25029
25,30,180,93,51.67,19,10.56,25030
25,31,155,121,78.06,8,5.16,25031
25,32,150,66,44.0,14,9.33,25032
26,1,156,103,66.03,13,8.33,26001
26,2,134,72,53.73,12,8.96,26002
26,3,167,119,71.26,16,9.58,26003
26,4,92,33,35.87,13,14.13,26004
26,5,137,81,59.12,13,9.49,26005
26,6,117,55,47.01,15,12.82,26006
26,7,137,105,76.64,3,2.19,26007
26,8,76,27,35.53,11,14.47,26008
26,9,129,46,35.66,18,13.95,26009
26,10,131,74,56.49,10,7.63,26010
26,11,141,73,51.77,13,9.22,26011
26,12,132,77,58.33,16,12.12,26012
26,13,67,18,26.87,7,10.45,26013
26,14,104,46,44.23,14,13.46,26014
26,15,63,25,39.68,7,11.11,26015
26,16,76,32,42.11,9,11.84,26016
26,17,97,67,69.07,8,8.25,26017
26,18,92,39,42.39,13,14.13,26018
26,19,80,31,38.75,5,6.25,26019
26,20,118,68,57.63,8,6.78,26020
26,21,156,92,58.97,16,10.26,26021
26,22,57,21,36.84,6,10.53,26022
26,23,83,30,36.14,7,8.43,26023
26,24,128,62,48.44,10,7.81,26024
26,25,119,56,47.06,13,10.92,26025
26,26,80,48,60.0,6,7.5,26026
26,27,176,96,54.55,18,10.23,26027
26,28,192,141,73.44,18,9.38,26028
26,29,84,49,58.33,7,8.33,26029
26,30,104,62,59.62,9,8.65,26030
26,31,69,37,53.62,4,5.8,26031
26,32,145,90,62.07,13,8.97,26032
26,33,143,82,57.34,14,9.79,26033
26,34,169,112,66.27,7,4.14,26034
26,35,130,69,53.08,9,6.92,26035
26,36,109,73,66.97,9,8.26,26036
26,37,123,71,57.72,10,8.13,26037
26,38,50,15,30.0,8,16.0,26038
26,39,144,95,65.97,12,8.33,26039
26,40,88,48,54.55,4,4.55,26040
26,41,136,82,60.29,16,11.76,26041
26,42,104,66,63.46,4,3.85,26042
26,43,63,30,47.62,3,4.76,26043
26,44,88,30,34.09,13,14.77,26044
26,45,51,23,45.1,7,13.73,26045
26,46,78,57,73.08,8,10.26,26046
26,47,70,29,41.43,7,10.0,26047
26,48,124,91,73.39,6,4.84,26048
26,49,58,17,29.31,9,15.52,26049
27,1,150,115,76.67,11,7.33,27001
27,2,151,89,58.94,31,20.53,27002
27,3,80,48,60.0,19,23.75,27003
27,4,88,53,60.23,12,13.64,27004
27,5,120,77,64.17,16,13.33,27005
27,6,136,86,63.24,19,13.97,27006
27,7,203,138,67.98,17,8.37,27007
27,8,116,63,54.31,25,21.55,27008
27,9,66,51,77.27,9,13.64,27009
27,10,200,110,55.0,42,21.0,27010
27,11,119,93,78.15,10,8.4,27011
27,12,83,75,90.36,5,6.02,27012
27,13,263,155,58.94,56,21.29,27013
27,14,71,39,54.93,17,23.94,27014
27,15,76,42,55.26,13,17.11,27015
27,16,89,75,84.27,4,4.49,27016
27,17,137,80,58.39,30,21.9,27017
27,18,103,67,65.05,19,18.45,27018
27,19,65,37,56.92,12,18.46,27019
27,20,83,44,53.01,20,24.1,27020
27,21,115,91,79.13,10,8.7,27021
27,22,96,51,53.13,15,15.63,27022
27,23,129,64,49.61,37,28.68,27023
27,24,97,52,53.61,14,14.43,27024
27,25,142,95,66.9,27,19.01,27025
27,26,133,76,57.14,31,23.31,27026
27,27,159,101,63.52,25,15.72,27027
27,28,80,55,68.75,9,11.25,27028
27,29,91,54,59.34,15,16.48,27029
27,30,78,44,56.41,17,21.79,27030
27,31,141,67,47.52,43,30.5,27031
27,32,128,65,50.78,37,28.91,27032
27,33,129,94,72.87,17,13.18,27033
27,34,120,63,52.5,30,25.0,27034
27,35,150,115,76.67,7,4.67,27035
27,36,134,96,71.64,17,12.69,27036
27,37,165,94,56.97,36,21.82,27037
27,38,250,161,64.4,39,15.6,27038
27,39,140,91,65.0,28,20.0,27039
27,40,166,113,68.07,26,15.66,27040
27,41,161,84,52.17,36,22.36,27041
27,42,109,85,77.98,9,8.26,27042
27,43,98,61,62.24,18,18.37,27043
27,44,111,78,70.27,18,16.22,27044
27,45,192,140,72.92,13,6.77,27045
27,46,86,58,67.44,10,11.63,27046
27,47,125,76,60.8,24,19.2,27047
27,48,199,125,62.81,34,17.09,27048
27,49,111,63,56.76,28,25.23,27049
27,50,145,76,52.41,25,17.24,27050
28,1,91,45,49.45,27,29.67,28001
28,2,104,53,50.96,27,25.96,28002
28,3,107,59,55.14,24,22.43,28003
28,4,81,53,65.43,7,8.64,28004
28,5,105,59,56.19,22,20.95,28005
28,6,90,55,61.11,6,6.67,28006
28,7,115,71,61.74,24,20.87,28007
28,8,101,80,79.21,9,8.91,28008
28,9,135,67,49.63,37,27.41,28009
28,10,161,112,69.57,22,13.66,28010
28,11,207,116,56.04,26,12.56,28011
28,12,132,75,56.82,27,20.45,28012
28,13,131,71,54.2,38,29.01,28013
28,14,125,74,59.2,26,20.8,28014
28,15,37,21,56.76,10,27.03,28015
28,16,86,48,55.81,19,22.09,28016
28,17,99,59,59.6,25,25.25,28017
28,18,100,61,61.0,17,17.0,28018
28,19,127,74,58.27,14,11.02,28019
28,20,119,64,53.78,28,23.53,28020
28,21,111,71,63.96,18,16.22,28021
28,22,119,74,62.18,23,19.33,28022
28,23,138,91,65.94,20,14.49,28023
28,24,111,69,62.16,20,18.02,28024
28,25,212,140,66.04,41,19.34,28025
28,26,142,80,56.34,32,22.54,28026
28,27,129,90,69.77,13,10.08,28027
28,28,174,130,74.71,4,2.3,28028
28,29,56,35,62.5,8,14.29,28029
28,30,30,21,70.0,4,13.33,28030
28,31,219,130,59.36,46,21.0,28031
28,32,117,66,56.41,25,21.37,28032
28,33,156,95,60.9,27,17.31,28033
28,34,185,106,57.3,32,17.3,28034
28,35,140,78,55.71,35,25.0,28035
28,36,60,33,55.0,13,21.67,28036
28,37,167,104,62.28,30,17.96,28037
28,38,56,26,46.43,14,25.0,28038
28,39,82,51,62.2,17,20.73,28039
28,40,185,99,53.51,45,24.32,28040
28,41,116,71,61.21,25,21.55,28041
28,42,135,71,52.59,29,21.48,28042
28,43,150,87,58.0,33,22.0,28043
28,44,95,57,60.0,18,18.95,28044
28,45,98,77,78.57,7,7.14,28045
28,46,218,145,66.51,28,12.84,28046
29,1,267,171,64.04,34,12.73,29001
29,2,257,132,51.36,59,22.96,29002
29,3,173,86,49.71,40,23.12,29003
29,4,221,129,58.37,46,20.81,29004
29,5,122,59,48.36,31,25.41,29005
29,6,150,73,48.67,43,28.67,29006
29,7,207,117,56.52,56,27.05,29007
29,8,118,72,61.02,26,22.03,29008
29,9,212,135,63.68,25,11.79,29009
29,10,234,163,69.66,32,13.68,29010
29,11,103,58,56.31,24,23.3,29011
29,12,231,139,60.17,36,15.58,29012
29,13,169,91,53.85,38,22.49,29013
29,14,170,70,41.18,60,35.29,29014
29,15,223,151,67.71,38,17.04,29015
29,16,207,141,68.12,37,17.87,29016
29,17,195,136,69.74,19,9.74,29017
29,18,186,96,51.61,54,29.03,29018
29,19,205,110,53.66,62,30.24,29019
29,20,201,112,55.72,47,23.38,29020
29,21,185,106,57.3,43,23.24,29021
29,22,143,74,51.75,30,20.98,29022
29,23,178,104,58.43,26,14.61,29023
29,24,178,93,52.25,49,27.53,29024
29,25,222,123,55.41,48,21.62,29025
29,26,204,129,63.24,40,19.61,29026
29,27,164,95,57.93,34,20.73,29027
29,28,218,105,48.17,71,32.57,29028
29,29,135,74,54.81,19,14.07,29029
29,30,245,111,45.31,67,27.35,29030
29,31,129,72,55.81,17,13.18,29031
29,32,97,58,59.79,12,12.37,29032
29,33,146,83,56.85,36,24.66,29033
29,34,94,49,52.13,29,30.85,29034
29,35,134,68,50.75,34,25.37,29035
29,36,168,94,55.95,32,19.05,29036
29,37,178,98,55.06,48,26.97,29037
29,38,129,66,51.16,16,12.4,29038
29,39,144,68,47.22,18,12.5,29039
29,40,220,133,60.45,37,16.82,29040
29,41,133,81,60.9,26,19.55,29041
29,42,179,81,45.25,71,39.66,29042
29,43,235,156,66.38,33,14.04,29043
29,44,238,157,65.97,37,15.55,29044
30,1,183,107,58.47,21,11.48,30001
30,2,117,62,52.99,9,7.69,30002
30,3,133,89,66.92,11,8.27,30003
30,4,118,76,64.41,14,11.86,30004
30,5,77,24,31.17,15,19.48,30005
30,6,121,62,51.24,17,14.05,30006
30,7,143,79,55.24,18,12.59,30007
30,8,187,115,61.5,9,4.81,30008
30,9,99,55,55.56,7,7.07,30009
30,10,125,50,40.0,14,11.2,30010
30,11,116,54,46.55,12,10.34,30011
30,12,92,31,33.7,18,19.57,30012
30,13,110,58,52.73,11,10.0,30013
30,14,76,28,36.84,11,14.47,30014
30,15,184,138,75.0,14,7.61,30015
30,16,46,22,47.83,7,15.22,30016
30,17,155,88,56.77,14,9.03,30017
30,18,164,99,60.37,13,7.93,30018
30,19,130,37,28.46,13,10.0,30019
30,20,138,76,55.07,19,13.77,30020
30,21,102,44,43.14,18,17.65,30021
30,22,196,126,64.29,9,4.59,30022
30,23,121,57,47.11,11,9.09,30023
30,24,183,113,61.75,17,9.29,30024
30,25,206,139,67.48,12,5.83,30025
30,26,86,44,51.16,14,16.28,30026
30,27,84,39,46.43,8,9.52,30027
30,28,175,115,65.71,18,10.29,30028
30,29,65,23,35.38,6,9.23,30029
30,30,42,24,57.14,3,7.14,30030
30,31,86,52,60.47,9,10.47,30031
30,32,133,89,66.92,15,11.28,30032
31,1,69,27,39.13,1,1.45,31001
31,2,83,34,40.96,12,14.46,31002
31,3,66,30,45.45,5,7.58,31003
31,4,160,97,60.63,12,7.5,31004
31,5,126,63,50.0,14,11.11,31005
31,6,80,26,32.5,8,10.0,31006
31,7,173,130,75.14,5,2.89,31007
31,8,85,51,60.0,8,9.41,31008
31,9,101,48,47.52,9,8.91,31009
31,10,86,41,47.67,11,12.79,31010
31,11,69,35,50.72,5,7.25,31011
31,12,81,39,48.15,10,12.35,31012
31,13,111,44,39.64,11,9.91,31013
31,14,95,47,49.47,13,13.68,31014
31,15,90,29,32.22,13,14.44,31015
31,16,147,95,64.63,15,10.2,31016
31,17,95,43,45.26,16,16.84,31017
31,18,93,42,45.16,10,10.75,31018
31,19,81,37,45.68,10,12.35,31019
31,20,96,41,42.71,8,8.33,31020
31,21,94,42,44.68,9,9.57,31021
31,22,80,34,42.5,9,11.25,31022
31,23,91,53,58.24,5,5.49,31023
31,24,141,86,60.99,10,7.09,31024
31,25,88,40,45.45,13,14.77,31025
31,26,108,61,56.48,4,3.7,31026
31,27,106,43,40.57,10,9.43,31027
31,28,79,33,41.77,8,10.13,31028
31,29,103,41,39.81,8,7.77,31029
31,30,72,36,50.0,10,13.89,31030
31,31,74,31,41.89,12,16.22,31031
31,32,59,22,37.29,9,15.25,31032
31,33,77,31,40.26,7,9.09,31033
31,34,95,49,51.58,13,13.68,31034
31,35,93,41,44.09,6,6.45,31035
31,36,129,57,44.19,10,7.75,31036
31,37,91,38,41.76,11,12.09,31037
31,38,78,32,41.03,5,6.41,31038
31,39,112,63,56.25,8,7.14,31039
31,40,106,66,62.26,7,6.6,31040
31,41,93,40,43.01,8,8.6,31041
32,1,213,143,67.14,18,8.45,32001
32,2,165,125,75.76,8,4.85,32002
32,3,256,196,76.56,16,6.25,32003
32,4,180,138,76.67,10,5.56,32004
32,5,186,143,76.88,11,5.91,32005
32,6,183,147,80.33,11,6.01,32006
32,7,175,139,79.43,6,3.43,32007
32,8,175,142,81.14,9,5.14,32008
32,9,159,113,71.07,14,8.81,32009
32,10,177,120,67.8,16,9.04,32010
32,11,237,165,69.62,14,5.91,32011
32,12,177,107,60.45,12,6.78,32012
32,13,152,114,75.0,13,8.55,32013
32,14,233,196,84.12,4,1.72,32014
32,15,174,128,73.56,9,5.17,32015
32,16,192,148,77.08,18,9.38,32016
32,17,222,164,73.87,13,5.86,32017
32,18,143,115,80.42,5,3.5,32018
32,19,155,111,71.61,12,7.74,32019
32,20,235,150,63.83,17,7.23,32020
32,21,201,166,82.59,9,4.48,32021
32,22,306,228,74.51,13,4.25,32022
32,23,148,116,78.38,6,4.05,32023
32,24,91,67,73.63,11,12.09,32024
32,25,180,151,83.89,12,6.67,32025
32,26,253,197,77.87,11,4.35,32026
32,27,153,124,81.05,9,5.88,32027
32,28,231,177,76.62,9,3.9,32028
32,29,219,165,75.34,17,7.76,32029
32,30,122,93,76.23,8,6.56,32030
32,31,173,137,79.19,6,3.47,32031
32,32,193,156,80.83,4,2.07,32032
32,33,186,130,69.89,23,12.37,32033
32,34,178,139,78.09,16,8.99,32034
32,35,148,113,76.35,7,4.73,32035
32,36,198,161,81.31,9,4.55,32036
