ward,precinct,total,Pat Quinn,Pat Quinn Percent,Renato Mariotti,Renato Mariotti Percent,Scott Drury,Scott Drury Percent,Nancy Rotering,Nancy Rotering Percent,Kwame Raoul,Kwame Raoul Percent,Jesse Ruiz,Jesse Ruiz Percent,Sharon Fairley,Sharon Fairley Percent,Aaron Goldstein,Aaron Goldstein Percent,precinct_id
24,14,131,49,37.4,1,0.76,1,0.76,2,1.53,69,52.67,2,1.53,5,3.82,2,1.53,24014
24,15,69,20,28.99,2,2.9,5,7.25,4,5.8,31,44.93,1,1.45,5,7.25,1,1.45,24015
24,16,228,78,34.21,0,0.0,5,2.19,14,6.14,54,23.68,59,25.88,14,6.14,4,1.75,24016
24,17,137,40,29.2,1,0.73,3,2.19,2,1.46,87,63.5,1,0.73,1,0.73,2,1.46,24017
24,18,177,41,23.16,1,0.56,5,2.82,4,2.26,105,59.32,6,3.39,14,7.91,1,0.56,24018
24,19,212,61,28.77,1,0.47,7,3.3,3,1.42,124,58.49,5,2.36,9,4.25,2,0.94,24019
24,20,124,32,25.81,1,0.81,2,1.61,1,0.81,79,63.71,2,1.61,7,5.65,0,0.0,24020
24,21,68,20,29.41,0,0.0,2,2.94,0,0.0,40,58.82,1,1.47,4,5.88,1,1.47,24021
24,22,198,52,26.26,3,1.52,8,4.04,5,2.53,108,54.55,4,2.02,15,7.58,3,1.52,24022
24,23,122,41,33.61,4,3.28,4,3.28,4,3.28,62,50.82,1,0.82,6,4.92,0,0.0,24023
24,24,181,52,28.73,5,2.76,1,0.55,4,2.21,105,58.01,3,1.66,9,4.97,2,1.1,24024
24,25,127,38,29.92,1,0.79,3,2.36,5,3.94,72,56.69,5,3.94,1,0.79,2,1.57,24025
24,26,276,75,27.17,6,2.17,7,2.54,5,1.81,163,59.06,5,1.81,13,4.71,2,0.72,24026
24,27,177,58,32.77,1,0.56,4,2.26,3,1.69,101,57.06,3,1.69,6,3.39,1,0.56,24027
24,28,134,31,23.13,5,3.73,5,3.73,0,0.0,82,61.19,6,4.48,5,3.73,0,0.0,24028
24,29,141,38,26.95,1,0.71,3,2.13,5,3.55,78,55.32,5,3.55,9,6.38,2,1.42,24029
24,30,98,27,27.55,1,1.02,3,3.06,1,1.02,61,62.24,3,3.06,2,2.04,0,0.0,24030
24,31,175,57,32.57,0,0.0,6,3.43,2,1.14,90,51.43,4,2.29,10,5.71,6,3.43,24031
24,32,93,34,36.56,2,2.15,4,4.3,0,0.0,40,43.01,7,7.53,4,4.3,2,2.15,24032
24,33,87,23,26.44,4,4.6,0,0.0,1,1.15,51,58.62,2,2.3,6,6.9,0,0.0,24033
24,34,142,43,30.28,2,1.41,5,3.52,4,2.82,75,52.82,6,4.23,5,3.52,2,1.41,24034
24,35,127,36,28.35,2,1.57,2,1.57,0,0.0,74,58.27,1,0.79,10,7.87,2,1.57,24035
24,36,200,49,24.5,1,0.5,14,7.0,4,2.0,107,53.5,5,2.5,16,8.0,4,2.0,24036
24,37,91,23,25.27,1,1.1,2,2.2,1,1.1,57,62.64,0,0.0,6,6.59,1,1.1,24037
24,38,153,46,30.07,3,1.96,6,3.92,2,1.31,76,49.67,6,3.92,12,7.84,2,1.31,24038
24,39,209,49,23.44,2,0.96,10,4.78,4,1.91,112,53.59,18,8.61,12,5.74,2,0.96,24039
24,40,168,56,33.33,2,1.19,9,5.36,4,2.38,85,50.6,2,1.19,8,4.76,2,1.19,24040
24,41,139,33,23.74,1,0.72,4,2.88,2,1.44,90,64.75,2,1.44,6,4.32,1,0.72,24041
25,1,230,58,25.22,4,1.74,7,3.04,12,5.22,39,16.96,86,37.39,8,3.48,16,6.96,25001
25,2,246,53,21.54,6,2.44,4,1.63,15,6.1,51,20.73,63,25.61,40,16.26,14,5.69,25002
25,3,223,45,20.18,14,6.28,18,8.07,25,11.21,33,14.8,14,6.28,66,29.6,8,3.59,25003
25,4,181,41,22.65,5,2.76,8,4.42,7,3.87,89,49.17,9,4.97,17,9.39,5,2.76,25004
25,5,254,72,28.35,10,3.94,10,3.94,14,5.51,41,16.14,70,27.56,22,8.66,15,5.91,25005
25,6,69,22,31.88,4,5.8,3,4.35,5,7.25,15,21.74,7,10.14,11,15.94,2,2.9,25006
25,7,234,66,28.21,6,2.56,10,4.27,9,3.85,48,20.51,60,25.64,23,9.83,12,5.13,25007
25,8,252,75,29.76,6,2.38,5,1.98,10,3.97,49,19.44,56,22.22,26,10.32,25,9.92,25008
25,9,211,54,25.59,6,2.84,4,1.9,8,3.79,45,21.33,56,26.54,16,7.58,22,10.43,25009
25,10,238,35,14.71,11,4.62,15,6.3,24,10.08,68,28.57,18,7.56,55,23.11,12,5.04,25010
25,11,254,55,21.65,8,3.15,7,2.76,13,5.12,59,23.23,74,29.13,27,10.63,11,4.33,25011
25,12,219,55,25.11,13,5.94,9,4.11,11,5.02,37,16.89,64,29.22,17,7.76,13,5.94,25012
25,13,246,72,29.27,6,2.44,9,3.66,10,4.07,46,18.7,65,26.42,16,6.5,22,8.94,25013
25,14,142,65,45.77,6,4.23,7,4.93,5,3.52,31,21.83,8,5.63,17,11.97,3,2.11,25014
25,15,208,57,27.4,4,1.92,10,4.81,7,3.37,35,16.83,69,33.17,16,7.69,10,4.81,25015
25,16,199,23,11.56,14,7.04,15,7.54,27,13.57,49,24.62,10,5.03,56,28.14,5,2.51,25016
25,17,282,60,21.28,8,2.84,6,2.13,10,3.55,83,29.43,74,26.24,27,9.57,14,4.96,25017
25,18,201,142,70.65,5,2.49,7,3.48,3,1.49,20,9.95,7,3.48,15,7.46,2,1.0,25018
25,19,265,84,31.7,4,1.51,9,3.4,14,5.28,62,23.4,44,16.6,32,12.08,16,6.04,25019
25,20,137,31,22.63,2,1.46,6,4.38,2,1.46,66,48.18,11,8.03,17,12.41,2,1.46,25020
25,21,337,59,17.51,16,4.75,22,6.53,38,11.28,114,33.83,17,5.04,61,18.1,10,2.97,25021
25,22,218,53,24.31,9,4.13,3,1.38,16,7.34,47,21.56,53,24.31,23,10.55,14,6.42,25022
25,23,291,63,21.65,6,2.06,4,1.37,23,7.9,67,23.02,91,31.27,23,7.9,14,4.81,25023
25,24,239,54,22.59,5,2.09,4,1.67,10,4.18,53,22.18,69,28.87,29,12.13,15,6.28,25024
25,25,193,52,26.94,9,4.66,6,3.11,12,6.22,43,22.28,15,7.77,46,23.83,10,5.18,25025
25,26,212,48,22.64,7,3.3,4,1.89,10,4.72,36,16.98,83,39.15,11,5.19,13,6.13,25026
25,27,192,43,22.4,9,4.69,15,7.81,19,9.9,47,24.48,9,4.69,46,23.96,4,2.08,25027
25,28,252,64,25.4,11,4.37,5,1.98,15,5.95,53,21.03,60,23.81,25,9.92,19,7.54,25028
25,29,209,46,22.01,14,6.7,9,4.31,1,0.48,100,47.85,8,3.83,26,12.44,5,2.39,25029
25,30,217,56,25.81,4,1.84,4,1.84,10,4.61,44,20.28,69,31.8,16,7.37,14,6.45,25030
25,31,222,34,15.32,13,5.86,17,7.66,15,6.76,69,31.08,14,6.31,55,24.77,5,2.25,25031
25,32,203,52,25.62,5,2.46,10,4.93,8,3.94,41,20.2,70,34.48,12,5.91,5,2.46,25032
26,1,195,40,20.51,14,7.18,13,6.67,11,5.64,42,21.54,23,11.79,43,22.05,9,4.62,26001
26,2,177,38,21.47,5,2.82,8,4.52,10,5.65,50,28.25,33,18.64,20,11.3,13,7.34,26002
26,3,202,26,12.87,17,8.42,9,4.46,17,8.42,64,31.68,14,6.93,41,20.3,14,6.93,26003
26,4,100,24,24.0,2,2.0,3,3.0,4,4.0,39,39.0,27,27.0,1,1.0,0,0.0,26004
26,5,169,37,21.89,2,1.18,7,4.14,13,7.69,45,26.63,27,15.98,32,18.93,6,3.55,26005
26,6,138,25,18.12,7,5.07,2,1.45,4,2.9,44,31.88,36,26.09,12,8.7,8,5.8,26006
26,7,168,22,13.1,7,4.17,8,4.76,12,7.14,51,30.36,21,12.5,27,16.07,20,11.9,26007
26,8,86,14,16.28,6,6.98,4,4.65,5,5.81,14,16.28,30,34.88,9,10.47,4,4.65,26008
26,9,169,48,28.4,2,1.18,7,4.14,5,2.96,36,21.3,51,30.18,13,7.69,7,4.14,26009
26,10,164,32,19.51,6,3.66,3,1.83,8,4.88,48,29.27,36,21.95,21,12.8,10,6.1,26010
26,11,171,52,30.41,3,1.75,5,2.92,14,8.19,34,19.88,39,22.81,13,7.6,11,6.43,26011
26,12,183,42,22.95,13,7.1,4,2.19,13,7.1,56,30.6,30,16.39,14,7.65,11,6.01,26012
26,13,83,27,32.53,5,6.02,3,3.61,3,3.61,17,20.48,25,30.12,3,3.61,0,0.0,26013
26,14,124,29,23.39,4,3.23,3,2.42,14,11.29,23,18.55,32,25.81,9,7.26,10,8.06,26014
26,15,85,31,36.47,4,4.71,1,1.18,2,2.35,22,25.88,17,20.0,5,5.88,3,3.53,26015
26,16,83,26,31.33,1,1.2,1,1.2,10,12.05,22,26.51,16,19.28,6,7.23,1,1.2,26016
26,17,123,19,15.45,6,4.88,8,6.5,12,9.76,36,29.27,8,6.5,27,21.95,7,5.69,26017
26,18,111,36,32.43,5,4.5,5,4.5,4,3.6,25,22.52,24,21.62,8,7.21,4,3.6,26018
26,19,102,35,34.31,1,0.98,7,6.86,5,4.9,28,27.45,19,18.63,5,4.9,2,1.96,26019
26,20,157,38,24.2,7,4.46,3,1.91,13,8.28,33,21.02,23,14.65,27,17.2,13,8.28,26020
26,21,187,39,20.86,4,2.14,2,1.07,18,9.63,61,32.62,20,10.7,28,14.97,15,8.02,26021
26,22,69,22,31.88,3,4.35,3,4.35,1,1.45,12,17.39,23,33.33,4,5.8,1,1.45,26022
26,23,108,39,36.11,2,1.85,6,5.56,6,5.56,11,10.19,33,30.56,6,5.56,5,4.63,26023
26,24,163,40,24.54,7,4.29,2,1.23,15,9.2,33,20.25,46,28.22,11,6.75,9,5.52,26024
26,25,155,35,22.58,3,1.94,8,5.16,11,7.1,49,31.61,26,16.77,15,9.68,8,5.16,26025
26,26,102,17,16.67,2,1.96,6,5.88,7,6.86,38,37.25,16,15.69,14,13.73,2,1.96,26026
26,27,232,45,19.4,9,3.88,7,3.02,15,6.47,62,26.72,51,21.98,26,11.21,17,7.33,26027
26,28,240,53,22.08,10,4.17,7,2.92,22,9.17,62,25.83,20,8.33,57,23.75,9,3.75,26028
26,29,104,24,23.08,2,1.92,2,1.92,9,8.65,28,26.92,19,18.27,15,14.42,5,4.81,26029
26,30,146,28,19.18,3,2.05,1,0.68,7,4.79,44,30.14,21,14.38,33,22.6,9,6.16,26030
26,31,85,28,32.94,2,2.35,4,4.71,4,4.71,18,21.18,21,24.71,6,7.06,2,2.35,26031
26,32,186,40,21.51,9,4.84,15,8.06,14,7.53,41,22.04,19,10.22,36,19.35,12,6.45,26032
26,33,179,36,20.11,3,1.68,0,0.0,17,9.5,53,29.61,24,13.41,35,19.55,11,6.15,26033
26,34,231,32,13.85,16,6.93,14,6.06,15,6.49,42,18.18,48,20.78,43,18.61,21,9.09,26034
26,35,172,35,20.35,6,3.49,6,3.49,9,5.23,42,24.42,45,26.16,21,12.21,8,4.65,26035
26,36,143,25,17.48,10,6.99,5,3.5,18,12.59,30,20.98,16,11.19,34,23.78,5,3.5,26036
26,37,169,42,24.85,6,3.55,5,2.96,11,6.51,36,21.3,22,13.02,25,14.79,22,13.02,26037
26,38,72,23,31.94,2,2.78,4,5.56,3,4.17,11,15.28,25,34.72,3,4.17,1,1.39,26038
26,39,179,35,19.55,7,3.91,7,3.91,6,3.35,55,30.73,31,17.32,32,17.88,6,3.35,26039
26,40,111,20,18.02,3,2.7,6,5.41,8,7.21,30,27.03,26,23.42,8,7.21,10,9.01,26040
26,41,182,28,15.38,8,4.4,8,4.4,13,7.14,51,28.02,33,18.13,30,16.48,11,6.04,26041
26,42,132,27,20.45,10,7.58,3,2.27,9,6.82,23,17.42,26,19.7,20,15.15,14,10.61,26042
26,43,84,23,27.38,0,0.0,6,7.14,7,8.33,20,23.81,24,28.57,2,2.38,2,2.38,26043
26,44,109,39,35.78,2,1.83,6,5.5,10,9.17,19,17.43,27,24.77,6,5.5,0,0.0,26044
26,45,58,15,25.86,2,3.45,3,5.17,0,0.0,23,39.66,12,20.69,2,3.45,1,1.72,26045
26,46,101,25,24.75,7,6.93,7,6.93,14,13.86,21,20.79,5,4.95,14,13.86,8,7.92,26046
26,47,87,33,37.93,0,0.0,0,0.0,9,10.34,14,16.09,25,28.74,3,3.45,3,3.45,26047
26,48,165,30,18.18,12,7.27,9,5.45,13,7.88,45,27.27,23,13.94,26,15.76,7,4.24,26048
26,49,82,25,30.49,5,6.1,6,7.32,4,4.88,15,18.29,17,20.73,6,7.32,4,4.88,26049
27,1,199,37,18.59,15,7.54,12,6.03,19,9.55,50,25.13,10,5.03,47,23.62,9,4.52,27001
27,2,206,43,20.87,12,5.83,13,6.31,11,5.34,95,46.12,7,3.4,18,8.74,7,3.4,27002
27,3,117,32,27.35,0,0.0,8,6.84,4,3.42,56,47.86,6,5.13,9,7.69,2,1.71,27003
27,4,110,28,25.45,1,0.91,5,4.55,4,3.64,52,47.27,8,7.27,8,7.27,4,3.64,27004
27,5,154,37,24.03,1,0.65,6,3.9,7,4.55,82,53.25,15,9.74,4,2.6,2,1.3,27005
27,6,173,40,23.12,9,5.2,6,3.47,11,6.36,71,41.04,10,5.78,21,12.14,5,2.89,27006
27,7,265,49,18.49,19,7.17,16,6.04,28,10.57,69,26.04,15,5.66,59,22.26,10,3.77,27007
27,8,134,24,17.91,0,0.0,5,3.73,4,2.99,87,64.93,6,4.48,5,3.73,3,2.24,27008
27,9,88,15,17.05,4,4.55,4,4.55,10,11.36,37,42.05,5,5.68,9,10.23,4,4.55,27009
27,10,257,57,22.18,3,1.17,11,4.28,6,2.33,159,61.87,6,2.33,11,4.28,4,1.56,27010
27,11,165,34,20.61,10,6.06,6,3.64,22,13.33,50,30.3,10,6.06,26,15.76,7,4.24,27011
27,12,111,17,15.32,15,13.51,5,4.5,15,13.51,25,22.52,1,0.9,29,26.13,4,3.6,27012
27,13,329,58,17.63,12,3.65,11,3.34,10,3.04,189,57.45,19,5.78,22,6.69,8,2.43,27013
27,14,93,21,22.58,1,1.08,1,1.08,4,4.3,56,60.22,4,4.3,4,4.3,2,2.15,27014
27,15,100,27,27.0,2,2.0,1,1.0,3,3.0,53,53.0,6,6.0,8,8.0,0,0.0,27015
27,16,129,18,13.95,9,6.98,7,5.43,11,8.53,32,24.81,7,5.43,40,31.01,5,3.88,27016
27,17,178,49,27.53,2,1.12,3,1.69,14,7.87,80,44.94,10,5.62,18,10.11,2,1.12,27017
27,18,141,46,32.62,6,4.26,6,4.26,5,3.55,68,48.23,4,2.84,6,4.26,0,0.0,27018
27,19,89,28,31.46,0,0.0,0,0.0,2,2.25,48,53.93,1,1.12,4,4.49,6,6.74,27019
27,20,106,33,31.13,2,1.89,5,4.72,5,4.72,49,46.23,5,4.72,4,3.77,3,2.83,27020
27,21,161,38,23.6,13,8.07,7,4.35,8,4.97,54,33.54,9,5.59,28,17.39,4,2.48,27021
27,22,118,37,31.36,1,0.85,2,1.69,2,1.69,63,53.39,3,2.54,7,5.93,3,2.54,27022
27,23,163,40,24.54,1,0.61,2,1.23,7,4.29,100,61.35,6,3.68,7,4.29,0,0.0,27023
27,24,120,30,25.0,3,2.5,3,2.5,5,4.17,55,45.83,16,13.33,4,3.33,4,3.33,27024
27,25,184,36,19.57,6,3.26,5,2.72,7,3.8,91,49.46,7,3.8,27,14.67,5,2.72,27025
27,26,179,37,20.67,3,1.68,5,2.79,11,6.15,101,56.42,6,3.35,16,8.94,0,0.0,27026
27,27,195,40,20.51,8,4.1,6,3.08,3,1.54,105,53.85,6,3.08,20,10.26,7,3.59,27027
27,28,103,27,26.21,4,3.88,3,2.91,9,8.74,43,41.75,4,3.88,11,10.68,2,1.94,27028
27,29,114,26,22.81,2,1.75,6,5.26,6,5.26,54,47.37,10,8.77,6,5.26,4,3.51,27029
27,30,103,27,26.21,1,0.97,3,2.91,4,3.88,58,56.31,4,3.88,4,3.88,2,1.94,27030
27,31,169,45,26.63,5,2.96,6,3.55,7,4.14,82,48.52,10,5.92,9,5.33,5,2.96,27031
27,32,169,34,20.12,4,2.37,9,5.33,2,1.18,82,48.52,9,5.33,23,13.61,6,3.55,27032
27,33,167,29,17.37,6,3.59,7,4.19,21,12.57,66,39.52,9,5.39,26,15.57,3,1.8,27033
27,34,150,49,32.67,2,1.33,7,4.67,3,2.0,79,52.67,5,3.33,3,2.0,2,1.33,27034
27,35,184,35,19.02,8,4.35,13,7.07,19,10.33,41,22.28,11,5.98,49,26.63,8,4.35,27035
27,36,153,22,14.38,5,3.27,8,5.23,11,7.19,86,56.21,6,3.92,13,8.5,2,1.31,27036
27,37,238,67,28.15,6,2.52,9,3.78,15,6.3,96,40.34,17,7.14,21,8.82,7,2.94,27037
27,38,317,76,23.97,8,2.52,16,5.05,25,7.89,134,42.27,9,2.84,42,13.25,7,2.21,27038
27,39,161,31,19.25,2,1.24,4,2.48,3,1.86,106,65.84,3,1.86,8,4.97,4,2.48,27039
27,40,239,58,24.27,7,2.93,7,2.93,24,10.04,82,34.31,21,8.79,32,13.39,8,3.35,27040
27,41,214,36,16.82,7,3.27,8,3.74,11,5.14,137,64.02,6,2.8,8,3.74,1,0.47,27041
27,42,137,22,16.06,7,5.11,5,3.65,9,6.57,72,52.55,3,2.19,17,12.41,2,1.46,27042
27,43,122,29,23.77,2,1.64,4,3.28,6,4.92,63,51.64,4,3.28,12,9.84,2,1.64,27043
27,44,131,43,32.82,1,0.76,1,0.76,2,1.53,79,60.31,1,0.76,3,2.29,1,0.76,27044
27,45,253,40,15.81,24,9.49,18,7.11,20,7.91,62,24.51,13,5.14,62,24.51,14,5.53,27045
27,46,125,16,12.8,3,2.4,14,11.2,10,8.0,41,32.8,4,3.2,33,26.4,4,3.2,27046
27,47,180,40,22.22,4,2.22,9,5.0,5,2.78,95,52.78,5,2.78,19,10.56,3,1.67,27047
27,48,279,57,20.43,14,5.02,9,3.23,19,6.81,133,47.67,5,1.79,37,13.26,5,1.79,27048
27,49,139,34,24.46,2,1.44,3,2.16,3,2.16,84,60.43,2,1.44,6,4.32,5,3.6,27049
27,50,194,60,30.93,4,2.06,2,1.03,3,1.55,107,55.15,6,3.09,9,4.64,3,1.55,27050
28,1,115,37,32.17,1,0.87,2,1.74,1,0.87,68,59.13,1,0.87,5,4.35,0,0.0,28001
28,2,143,34,23.78,1,0.7,6,4.2,3,2.1,77,53.85,2,1.4,15,10.49,5,3.5,28002
28,3,139,39,28.06,1,0.72,2,1.44,5,3.6,81,58.27,5,3.6,6,4.32,0,0.0,28003
28,4,114,27,23.68,6,5.26,5,4.39,13,11.4,34,29.82,9,7.89,14,12.28,6,5.26,28004
28,5,126,27,21.43,5,3.97,2,1.59,10,7.94,64,50.79,7,5.56,9,7.14,2,1.59,28005
28,6,128,29,22.66,7,5.47,2,1.56,5,3.91,55,42.97,10,7.81,18,14.06,2,1.56,28006
28,7,153,34,22.22,1,0.65,2,1.31,3,1.96,97,63.4,7,4.58,3,1.96,6,3.92,28007
28,8,138,17,12.32,11,7.97,2,1.45,9,6.52,56,40.58,5,3.62,36,26.09,2,1.45,28008
28,9,156,51,32.69,4,2.56,1,0.64,2,1.28,83,53.21,7,4.49,8,5.13,0,0.0,28009
28,10,216,50,23.15,13,6.02,7,3.24,11,5.09,81,37.5,14,6.48,30,13.89,10,4.63,28010
28,11,265,52,19.62,14,5.28,9,3.4,16,6.04,105,39.62,27,10.19,37,13.96,5,1.89,28011
28,12,162,41,25.31,3,1.85,5,3.09,2,1.23,97,59.88,4,2.47,10,6.17,0,0.0,28012
28,13,182,52,28.57,3,1.65,0,0.0,9,4.95,109,59.89,5,2.75,4,2.2,0,0.0,28013
28,14,154,38,24.68,3,1.95,3,1.95,5,3.25,97,62.99,3,1.95,5,3.25,0,0.0,28014
28,15,56,11,19.64,1,1.79,1,1.79,1,1.79,33,58.93,4,7.14,4,7.14,1,1.79,28015
28,16,103,23,22.33,1,0.97,2,1.94,1,0.97,63,61.17,5,4.85,8,7.77,0,0.0,28016
28,17,131,28,21.37,1,0.76,1,0.76,3,2.29,94,71.76,0,0.0,3,2.29,1,0.76,28017
28,18,150,40,26.67,2,1.33,4,2.67,3,2.0,90,60.0,5,3.33,3,2.0,3,2.0,28018
28,19,154,35,22.73,8,5.19,6,3.9,5,3.25,51,33.12,17,11.04,26,16.88,6,3.9,28019
28,20,163,44,26.99,2,1.23,2,1.23,2,1.23,99,60.74,5,3.07,8,4.91,1,0.61,28020
28,21,139,34,24.46,2,1.44,2,1.44,0,0.0,86,61.87,3,2.16,11,7.91,1,0.72,28021
28,22,150,32,21.33,1,0.67,3,2.0,3,2.0,94,62.67,6,4.0,9,6.0,2,1.33,28022
28,23,173,23,13.29,1,0.58,2,1.16,3,1.73,131,75.72,4,2.31,6,3.47,3,1.73,28023
28,24,136,40,29.41,1,0.74,3,2.21,5,3.68,77,56.62,2,1.47,7,5.15,1,0.74,28024
28,25,247,41,16.6,6,2.43,6,2.43,7,2.83,169,68.42,2,0.81,11,4.45,5,2.02,28025
28,26,184,57,30.98,2,1.09,5,2.72,2,1.09,111,60.33,3,1.63,4,2.17,0,0.0,28026
28,27,169,43,25.44,10,5.92,12,7.1,6,3.55,41,24.26,10,5.92,40,23.67,7,4.14,28027
28,28,212,53,25.0,15,7.08,15,7.08,17,8.02,51,24.06,13,6.13,41,19.34,7,3.3,28028
28,29,71,16,22.54,2,2.82,1,1.41,2,2.82,45,63.38,0,0.0,4,5.63,1,1.41,28029
28,30,36,8,22.22,0,0.0,0,0.0,2,5.56,23,63.89,0,0.0,2,5.56,1,2.78,28030
28,31,283,95,33.57,3,1.06,6,2.12,7,2.47,147,51.94,4,1.41,12,4.24,9,3.18,28031
28,32,152,46,30.26,3,1.97,3,1.97,1,0.66,85,55.92,5,3.29,7,4.61,2,1.32,28032
28,33,186,48,25.81,6,3.23,4,2.15,4,2.15,117,62.9,1,0.54,3,1.61,3,1.61,28033
28,34,224,54,24.11,3,1.34,5,2.23,3,1.34,133,59.38,9,4.02,15,6.7,2,0.89,28034
28,35,172,49,28.49,1,0.58,2,1.16,2,1.16,106,61.63,6,3.49,6,3.49,0,0.0,28035
28,36,85,17,20.0,1,1.18,3,3.53,2,2.35,58,68.24,0,0.0,3,3.53,1,1.18,28036
28,37,212,52,24.53,4,1.89,5,2.36,7,3.3,132,62.26,3,1.42,8,3.77,1,0.47,28037
28,38,77,21,27.27,2,2.6,2,2.6,0,0.0,45,58.44,2,2.6,4,5.19,1,1.3,28038
28,39,105,21,20.0,0,0.0,2,1.9,3,2.86,68,64.76,3,2.86,4,3.81,4,3.81,28039
28,40,210,43,20.48,2,0.95,4,1.9,5,2.38,144,68.57,4,1.9,7,3.33,1,0.48,28040
28,41,128,37,28.91,1,0.78,1,0.78,3,2.34,71,55.47,6,4.69,8,6.25,1,0.78,28041
28,42,178,47,26.4,3,1.69,5,2.81,0,0.0,111,62.36,2,1.12,7,3.93,3,1.69,28042
28,43,201,58,28.86,0,0.0,4,1.99,5,2.49,126,62.69,1,0.5,7,3.48,0,0.0,28043
28,44,123,44,35.77,5,4.07,1,0.81,1,0.81,63,51.22,2,1.63,5,4.07,2,1.63,28044
28,45,138,19,13.77,10,7.25,12,8.7,11,7.97,39,28.26,8,5.8,32,23.19,7,5.07,28045
28,46,279,52,18.64,7,2.51,5,1.79,18,6.45,100,35.84,37,13.26,55,19.71,5,1.79,28046
29,1,331,95,28.7,19,5.74,18,5.44,19,5.74,111,33.53,11,3.32,54,16.31,4,1.21,29001
29,2,313,95,30.35,3,0.96,9,2.88,5,1.6,180,57.51,5,1.6,12,3.83,4,1.28,29002
29,3,210,60,28.57,0,0.0,6,2.86,7,3.33,117,55.71,9,4.29,7,3.33,4,1.9,29003
29,4,267,91,34.08,2,0.75,4,1.5,1,0.37,147,55.06,9,3.37,10,3.75,3,1.12,29004
29,5,149,37,24.83,2,1.34,2,1.34,7,4.7,83,55.7,3,2.01,14,9.4,1,0.67,29005
29,6,180,56,31.11,1,0.56,6,3.33,5,2.78,98,54.44,2,1.11,11,6.11,1,0.56,29006
29,7,250,63,25.2,8,3.2,8,3.2,2,0.8,135,54.0,8,3.2,22,8.8,4,1.6,29007
29,8,142,43,30.28,2,1.41,0,0.0,1,0.7,85,59.86,4,2.82,5,3.52,2,1.41,29008
29,9,268,83,30.97,7,2.61,13,4.85,11,4.1,95,35.45,21,7.84,31,11.57,7,2.61,29009
29,10,310,91,29.35,7,2.26,10,3.23,22,7.1,120,38.71,15,4.84,40,12.9,5,1.61,29010
29,11,138,38,27.54,2,1.45,3,2.17,4,2.9,73,52.9,4,2.9,13,9.42,1,0.72,29011
29,12,274,76,27.74,4,1.46,3,1.09,4,1.46,155,56.57,9,3.28,22,8.03,1,0.36,29012
29,13,222,48,21.62,1,0.45,1,0.45,7,3.15,143,64.41,5,2.25,15,6.76,2,0.9,29013
29,14,206,49,23.79,2,0.97,0,0.0,9,4.37,136,66.02,3,1.46,7,3.4,0,0.0,29014
29,15,261,63,24.14,2,0.77,1,0.38,4,1.53,170,65.13,5,1.92,14,5.36,2,0.77,29015
29,16,232,52,22.41,2,0.86,2,0.86,2,0.86,162,69.83,4,1.72,4,1.72,4,1.72,29016
29,17,227,68,29.96,3,1.32,3,1.32,4,1.76,133,58.59,8,3.52,6,2.64,2,0.88,29017
29,18,223,63,28.25,2,0.9,3,1.35,4,1.79,135,60.54,3,1.35,12,5.38,1,0.45,29018
29,19,233,74,31.76,0,0.0,4,1.72,8,3.43,127,54.51,3,1.29,17,7.3,0,0.0,29019
29,20,267,79,29.59,6,2.25,14,5.24,8,3.0,131,49.06,4,1.5,19,7.12,6,2.25,29020
29,21,234,69,29.49,4,1.71,6,2.56,10,4.27,128,54.7,4,1.71,12,5.13,1,0.43,29021
29,22,183,69,37.7,10,5.46,4,2.19,6,3.28,73,39.89,6,3.28,12,6.56,3,1.64,29022
29,23,215,79,36.74,12,5.58,8,3.72,13,6.05,55,25.58,19,8.84,17,7.91,12,5.58,29023
29,24,218,60,27.52,4,1.83,9,4.13,3,1.38,108,49.54,10,4.59,21,9.63,3,1.38,29024
29,25,280,68,24.29,5,1.79,2,0.71,9,3.21,171,61.07,6,2.14,13,4.64,6,2.14,29025
29,26,246,64,26.02,5,2.03,6,2.44,7,2.85,126,51.22,3,1.22,32,13.01,3,1.22,29026
29,27,194,50,25.77,3,1.55,6,3.09,4,2.06,102,52.58,13,6.7,14,7.22,2,1.03,29027
29,28,269,49,18.22,4,1.49,3,1.12,5,1.86,186,69.14,4,1.49,14,5.2,4,1.49,29028
29,29,167,51,30.54,11,6.59,13,7.78,24,14.37,37,22.16,18,10.78,10,5.99,3,1.8,29029
29,30,304,88,28.95,11,3.62,8,2.63,17,5.59,119,39.14,26,8.55,28,9.21,7,2.3,29030
29,31,153,47,30.72,8,5.23,24,15.69,10,6.54,30,19.61,15,9.8,9,5.88,10,6.54,29031
29,32,123,42,34.15,8,6.5,14,11.38,16,13.01,19,15.45,3,2.44,16,13.01,5,4.07,29032
29,33,210,58,27.62,3,1.43,6,2.86,5,2.38,110,52.38,5,2.38,20,9.52,3,1.43,29033
29,34,116,33,28.45,2,1.72,2,1.72,7,6.03,44,37.93,13,11.21,11,9.48,4,3.45,29034
29,35,162,32,19.75,3,1.85,6,3.7,7,4.32,96,59.26,7,4.32,9,5.56,2,1.23,29035
29,36,201,55,27.36,3,1.49,6,2.99,3,1.49,117,58.21,7,3.48,9,4.48,1,0.5,29036
29,37,218,57,26.15,4,1.83,4,1.83,6,2.75,120,55.05,3,1.38,22,10.09,2,0.92,29037
