ward,precinct,total,WALTER DUDYCZ (BUSH),WALTER DUDYCZ (BUSH) Percent,LYNN MARTIN (BUSH),LYNN MARTIN (BUSH) Percent,SUSAN E. STOESSEL (UNCOMM),SUSAN E. STOESSEL (UNCOMM) Percent,JAN ZYLKOWSKI (KEYES),JAN ZYLKOWSKI (KEYES) Percent,APRIL CARTER (KEYES),APRIL CARTER (KEYES) Percent,JOSEPH A. MORRIS (FORBES),JOSEPH A. MORRIS (FORBES) Percent,"ROBERT """"BOB"""" COSTELLO (FORBES)","ROBERT """"BOB"""" COSTELLO (FORBES) Percent",ROBERT S. ATKINS (McCAIN),ROBERT S. ATKINS (McCAIN) Percent,LEONARD R. REINEBACH (McCAIN),LEONARD R. REINEBACH (McCAIN) Percent,precinct_id
48,7,16,4,25.0,5,31.25,0,0.0,0,0.0,0,0.0,1,6.25,0,0.0,3,18.75,3,18.75,48007
48,8,20,6,30.0,6,30.0,1,5.0,0,0.0,2,10.0,1,5.0,1,5.0,1,5.0,2,10.0,48008
48,9,40,10,25.0,13,32.5,1,2.5,2,5.0,2,5.0,5,12.5,2,5.0,2,5.0,3,7.5,48009
48,10,19,6,31.58,7,36.84,2,10.53,1,5.26,0,0.0,0,0.0,0,0.0,2,10.53,1,5.26,48010
48,11,16,4,25.0,5,31.25,2,12.5,1,6.25,0,0.0,1,6.25,1,6.25,1,6.25,1,6.25,48011
48,12,15,3,20.0,2,13.33,0,0.0,2,13.33,2,13.33,2,13.33,0,0.0,2,13.33,2,13.33,48012
48,13,20,2,10.0,2,10.0,0,0.0,2,10.0,1,5.0,0,0.0,0,0.0,6,30.0,7,35.0,48013
48,14,31,9,29.03,7,22.58,0,0.0,2,6.45,0,0.0,8,25.81,1,3.23,1,3.23,3,9.68,48014
48,15,5,0,0.0,0,0.0,1,20.0,1,20.0,0,0.0,0,0.0,0,0.0,1,20.0,2,40.0,48015
48,16,25,5,20.0,6,24.0,0,0.0,1,4.0,3,12.0,3,12.0,1,4.0,2,8.0,4,16.0,48016
48,17,22,7,31.82,7,31.82,1,4.55,2,9.09,1,4.55,1,4.55,1,4.55,1,4.55,1,4.55,48017
48,18,17,6,35.29,7,41.18,0,0.0,1,5.88,1,5.88,1,5.88,0,0.0,1,5.88,0,0.0,48018
48,19,24,6,25.0,6,25.0,1,4.17,2,8.33,2,8.33,2,8.33,2,8.33,0,0.0,3,12.5,48019
48,20,21,3,14.29,4,19.05,0,0.0,3,14.29,2,9.52,1,4.76,1,4.76,4,19.05,3,14.29,48020
48,21,13,2,15.38,2,15.38,2,15.38,1,7.69,2,15.38,1,7.69,0,0.0,1,7.69,2,15.38,48021
48,22,65,20,30.77,18,27.69,1,1.54,4,6.15,3,4.62,3,4.62,2,3.08,7,10.77,7,10.77,48022
48,23,62,12,19.35,15,24.19,3,4.84,2,3.23,3,4.84,3,4.84,6,9.68,6,9.68,12,19.35,48023
48,24,27,6,22.22,4,14.81,2,7.41,4,14.81,4,14.81,2,7.41,1,3.7,1,3.7,3,11.11,48024
48,25,30,8,26.67,10,33.33,1,3.33,3,10.0,1,3.33,1,3.33,0,0.0,3,10.0,3,10.0,48025
48,26,44,11,25.0,11,25.0,3,6.82,4,9.09,1,2.27,2,4.55,0,0.0,5,11.36,7,15.91,48026
48,27,17,6,35.29,8,47.06,0,0.0,0,0.0,0,0.0,2,11.76,1,5.88,0,0.0,0,0.0,48027
48,28,29,5,17.24,5,17.24,1,3.45,0,0.0,0,0.0,2,6.9,2,6.9,6,20.69,8,27.59,48028
48,29,22,3,13.64,6,27.27,1,4.55,1,4.55,2,9.09,2,9.09,1,4.55,3,13.64,3,13.64,48029
48,30,27,9,33.33,8,29.63,0,0.0,3,11.11,3,11.11,1,3.7,1,3.7,1,3.7,1,3.7,48030
48,31,14,4,28.57,6,42.86,1,7.14,1,7.14,0,0.0,1,7.14,0,0.0,1,7.14,0,0.0,48031
48,32,36,9,25.0,9,25.0,0,0.0,5,13.89,3,8.33,2,5.56,0,0.0,4,11.11,4,11.11,48032
48,33,29,7,24.14,9,31.03,3,10.34,1,3.45,2,6.9,1,3.45,3,10.34,2,6.9,1,3.45,48033
48,34,12,3,25.0,5,41.67,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,2,16.67,1,8.33,48034
48,35,11,2,18.18,3,27.27,1,9.09,1,9.09,2,18.18,0,0.0,1,9.09,1,9.09,0,0.0,48035
48,36,38,8,21.05,10,26.32,4,10.53,3,7.89,1,2.63,2,5.26,2,5.26,6,15.79,2,5.26,48036
48,37,34,12,35.29,8,23.53,1,2.94,3,8.82,4,11.76,2,5.88,1,2.94,2,5.88,1,2.94,48037
48,38,13,2,15.38,4,30.77,0,0.0,3,23.08,2,15.38,0,0.0,0,0.0,1,7.69,1,7.69,48038
48,39,37,12,32.43,12,32.43,1,2.7,3,8.11,0,0.0,0,0.0,1,2.7,3,8.11,5,13.51,48039
48,40,35,8,22.86,7,20.0,3,8.57,2,5.71,4,11.43,3,8.57,0,0.0,3,8.57,5,14.29,48040
48,41,16,2,12.5,4,25.0,0,0.0,1,6.25,1,6.25,2,12.5,1,6.25,3,18.75,2,12.5,48041
48,42,20,2,10.0,2,10.0,2,10.0,3,15.0,3,15.0,0,0.0,1,5.0,3,15.0,4,20.0,48042
48,43,14,5,35.71,6,42.86,1,7.14,0,0.0,0,0.0,1,7.14,1,7.14,0,0.0,0,0.0,48043
48,44,21,8,38.1,8,38.1,1,4.76,1,4.76,0,0.0,0,0.0,1,4.76,1,4.76,1,4.76,48044
48,45,26,4,15.38,6,23.08,2,7.69,0,0.0,1,3.85,0,0.0,2,7.69,6,23.08,5,19.23,48045
48,46,12,4,33.33,3,25.0,0,0.0,2,16.67,2,16.67,0,0.0,1,8.33,0,0.0,0,0.0,48046
48,47,17,2,11.76,3,17.65,1,5.88,2,11.76,1,5.88,2,11.76,0,0.0,3,17.65,3,17.65,48047
48,48,30,5,16.67,9,30.0,2,6.67,1,3.33,3,10.0,1,3.33,0,0.0,5,16.67,4,13.33,48048
49,1,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,49001
49,2,29,9,31.03,12,41.38,1,3.45,1,3.45,1,3.45,1,3.45,0,0.0,2,6.9,2,6.9,49002
49,3,2,0,0.0,1,50.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,49003
49,4,6,0,0.0,1,16.67,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,1,16.67,1,16.67,49004
49,5,18,5,27.78,5,27.78,1,5.56,2,11.11,1,5.56,1,5.56,0,0.0,2,11.11,1,5.56,49005
49,6,18,1,5.56,2,11.11,1,5.56,2,11.11,2,11.11,0,0.0,0,0.0,4,22.22,6,33.33,49006
49,7,18,5,27.78,4,22.22,1,5.56,1,5.56,1,5.56,2,11.11,0,0.0,1,5.56,3,16.67,49007
49,8,13,5,38.46,3,23.08,0,0.0,1,7.69,1,7.69,0,0.0,0,0.0,1,7.69,2,15.38,49008
49,9,18,4,22.22,6,33.33,2,11.11,0,0.0,0,0.0,0,0.0,1,5.56,2,11.11,3,16.67,49009
49,10,26,5,19.23,7,26.92,1,3.85,6,23.08,4,15.38,0,0.0,0,0.0,1,3.85,2,7.69,49010
49,11,24,8,33.33,9,37.5,1,4.17,1,4.17,1,4.17,1,4.17,0,0.0,2,8.33,1,4.17,49011
49,12,32,5,15.63,4,12.5,1,3.13,4,12.5,4,12.5,1,3.13,2,6.25,5,15.63,6,18.75,49012
49,13,5,1,20.0,0,0.0,0,0.0,2,40.0,2,40.0,0,0.0,0,0.0,0,0.0,0,0.0,49013
49,14,18,2,11.11,4,22.22,0,0.0,3,16.67,1,5.56,2,11.11,2,11.11,1,5.56,3,16.67,49014
49,15,26,4,15.38,6,23.08,2,7.69,5,19.23,2,7.69,1,3.85,1,3.85,3,11.54,2,7.69,49015
49,16,26,8,30.77,5,19.23,2,7.69,1,3.85,2,7.69,0,0.0,0,0.0,3,11.54,5,19.23,49016
49,17,15,2,13.33,5,33.33,2,13.33,0,0.0,1,6.67,1,6.67,3,20.0,0,0.0,1,6.67,49017
49,18,13,3,23.08,4,30.77,2,15.38,0,0.0,1,7.69,0,0.0,1,7.69,1,7.69,1,7.69,49018
49,19,15,6,40.0,5,33.33,0,0.0,2,13.33,1,6.67,1,6.67,0,0.0,0,0.0,0,0.0,49019
49,20,53,13,24.53,12,22.64,3,5.66,7,13.21,5,9.43,3,5.66,4,7.55,4,7.55,2,3.77,49020
49,21,13,2,15.38,2,15.38,1,7.69,1,7.69,1,7.69,0,0.0,2,15.38,2,15.38,2,15.38,49021
49,22,25,6,24.0,9,36.0,2,8.0,2,8.0,1,4.0,0,0.0,0,0.0,3,12.0,2,8.0,49022
49,23,25,4,16.0,7,28.0,1,4.0,2,8.0,1,4.0,0,0.0,1,4.0,3,12.0,6,24.0,49023
49,24,10,3,30.0,3,30.0,1,10.0,0,0.0,0,0.0,0,0.0,0,0.0,2,20.0,1,10.0,49024
49,25,10,2,20.0,3,30.0,0,0.0,0,0.0,1,10.0,0,0.0,0,0.0,2,20.0,2,20.0,49025
49,26,34,7,20.59,10,29.41,0,0.0,6,17.65,2,5.88,0,0.0,1,2.94,5,14.71,3,8.82,49026
49,27,16,5,31.25,6,37.5,0,0.0,1,6.25,1,6.25,0,0.0,0,0.0,1,6.25,2,12.5,49027
49,28,12,5,41.67,5,41.67,1,8.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,49028
49,29,6,0,0.0,1,16.67,0,0.0,1,16.67,2,33.33,0,0.0,2,33.33,0,0.0,0,0.0,49029
49,30,5,1,20.0,0,0.0,0,0.0,0,0.0,1,20.0,0,0.0,0,0.0,1,20.0,2,40.0,49030
49,31,13,4,30.77,5,38.46,0,0.0,1,7.69,2,15.38,0,0.0,1,7.69,0,0.0,0,0.0,49031
49,32,19,0,0.0,2,10.53,0,0.0,3,15.79,4,21.05,1,5.26,2,10.53,3,15.79,4,21.05,49032
49,33,17,2,11.76,2,11.76,1,5.88,2,11.76,3,17.65,0,0.0,0,0.0,4,23.53,3,17.65,49033
49,34,11,3,27.27,3,27.27,0,0.0,0,0.0,1,9.09,0,0.0,2,18.18,0,0.0,2,18.18,49034
49,35,20,5,25.0,4,20.0,0,0.0,3,15.0,1,5.0,1,5.0,1,5.0,3,15.0,2,10.0,49035
49,36,16,5,31.25,4,25.0,0,0.0,3,18.75,2,12.5,0,0.0,0,0.0,1,6.25,1,6.25,49036
49,37,17,4,23.53,5,29.41,2,11.76,2,11.76,0,0.0,1,5.88,2,11.76,0,0.0,1,5.88,49037
50,1,13,4,30.77,6,46.15,1,7.69,1,7.69,0,0.0,0,0.0,0,0.0,0,0.0,1,7.69,50001
50,2,32,8,25.0,9,28.13,1,3.13,2,6.25,0,0.0,1,3.13,3,9.38,5,15.63,3,9.38,50002
50,3,26,9,34.62,8,30.77,0,0.0,2,7.69,0,0.0,1,3.85,1,3.85,1,3.85,4,15.38,50003
50,4,25,4,16.0,6,24.0,2,8.0,1,4.0,1,4.0,1,4.0,1,4.0,3,12.0,6,24.0,50004
50,5,8,3,37.5,3,37.5,0,0.0,1,12.5,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,50005
50,6,32,9,28.13,11,34.38,3,9.38,1,3.13,0,0.0,2,6.25,3,9.38,1,3.13,2,6.25,50006
50,7,20,6,30.0,4,20.0,2,10.0,2,10.0,1,5.0,0,0.0,2,10.0,1,5.0,2,10.0,50007
50,8,29,4,13.79,9,31.03,2,6.9,1,3.45,3,10.34,3,10.34,3,10.34,1,3.45,3,10.34,50008
50,9,39,15,38.46,13,33.33,0,0.0,3,7.69,3,7.69,2,5.13,1,2.56,1,2.56,1,2.56,50009
50,10,9,2,22.22,2,22.22,1,11.11,1,11.11,1,11.11,0,0.0,0,0.0,1,11.11,1,11.11,50010
50,11,18,5,27.78,5,27.78,2,11.11,2,11.11,0,0.0,1,5.56,0,0.0,0,0.0,3,16.67,50011
50,12,6,2,33.33,1,16.67,1,16.67,0,0.0,0,0.0,1,16.67,0,0.0,0,0.0,1,16.67,50012
50,13,10,2,20.0,2,20.0,0,0.0,1,10.0,2,20.0,0,0.0,0,0.0,1,10.0,2,20.0,50013
50,14,4,1,25.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,1,25.0,50014
50,15,30,7,23.33,7,23.33,1,3.33,2,6.67,2,6.67,1,3.33,0,0.0,4,13.33,6,20.0,50015
50,16,8,2,25.0,2,25.0,0,0.0,1,12.5,1,12.5,0,0.0,0,0.0,1,12.5,1,12.5,50016
50,17,26,5,19.23,5,19.23,2,7.69,5,19.23,4,15.38,0,0.0,0,0.0,0,0.0,5,19.23,50017
50,18,26,5,19.23,6,23.08,0,0.0,4,15.38,2,7.69,1,3.85,2,7.69,2,7.69,4,15.38,50018
50,19,28,3,10.71,4,14.29,4,14.29,2,7.14,2,7.14,3,10.71,0,0.0,5,17.86,5,17.86,50019
50,20,31,10,32.26,8,25.81,0,0.0,0,0.0,1,3.23,2,6.45,0,0.0,4,12.9,6,19.35,50020
50,21,28,9,32.14,8,28.57,1,3.57,3,10.71,4,14.29,1,3.57,1,3.57,0,0.0,1,3.57,50021
50,22,28,10,35.71,9,32.14,3,10.71,2,7.14,2,7.14,0,0.0,0,0.0,1,3.57,1,3.57,50022
50,23,17,5,29.41,6,35.29,0,0.0,1,5.88,1,5.88,0,0.0,0,0.0,1,5.88,3,17.65,50023
50,24,20,4,20.0,3,15.0,2,10.0,3,15.0,3,15.0,0,0.0,1,5.0,2,10.0,2,10.0,50024
50,25,18,6,33.33,8,44.44,0,0.0,1,5.56,1,5.56,1,5.56,0,0.0,0,0.0,1,5.56,50025
50,26,14,8,57.14,2,14.29,0,0.0,2,14.29,1,7.14,1,7.14,0,0.0,0,0.0,0,0.0,50026
50,27,6,1,16.67,1,16.67,2,33.33,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,1,16.67,50027
50,28,24,5,20.83,7,29.17,3,12.5,2,8.33,0,0.0,1,4.17,2,8.33,2,8.33,2,8.33,50028
50,29,31,6,19.35,5,16.13,0,0.0,2,6.45,0,0.0,2,6.45,1,3.23,8,25.81,7,22.58,50029
50,30,6,2,33.33,3,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,50030
50,31,2,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,50031
50,32,21,7,33.33,6,28.57,1,4.76,0,0.0,0,0.0,0,0.0,0,0.0,2,9.52,5,23.81,50032
50,33,16,3,18.75,3,18.75,1,6.25,3,18.75,1,6.25,0,0.0,0,0.0,2,12.5,3,18.75,50033
50,34,21,4,19.05,4,19.05,0,0.0,4,19.05,2,9.52,0,0.0,0,0.0,3,14.29,4,19.05,50034
50,35,37,12,32.43,11,29.73,3,8.11,3,8.11,0,0.0,0,0.0,0,0.0,4,10.81,4,10.81,50035
50,36,33,12,36.36,12,36.36,2,6.06,1,3.03,2,6.06,1,3.03,0,0.0,1,3.03,2,6.06,50036
50,37,36,10,27.78,15,41.67,2,5.56,1,2.78,1,2.78,2,5.56,0,0.0,1,2.78,4,11.11,50037
50,38,12,2,16.67,3,25.0,1,8.33,2,16.67,2,16.67,1,8.33,0,0.0,1,8.33,0,0.0,50038
50,39,22,8,36.36,6,27.27,0,0.0,2,9.09,1,4.55,0,0.0,1,4.55,2,9.09,2,9.09,50039
50,40,14,4,28.57,5,35.71,0,0.0,2,14.29,1,7.14,0,0.0,1,7.14,0,0.0,1,7.14,50040
50,41,10,1,10.0,1,10.0,1,10.0,1,10.0,1,10.0,1,10.0,1,10.0,1,10.0,2,20.0,50041
50,42,20,5,25.0,5,25.0,0,0.0,3,15.0,2,10.0,1,5.0,0,0.0,2,10.0,2,10.0,50042
50,43,15,7,46.67,5,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,20.0,50043
50,44,8,0,0.0,2,25.0,0,0.0,1,12.5,0,0.0,1,12.5,1,12.5,1,12.5,2,25.0,50044
50,45,26,5,19.23,6,23.08,1,3.85,3,11.54,2,7.69,0,0.0,1,3.85,4,15.38,4,15.38,50045
50,46,13,3,23.08,3,23.08,2,15.38,2,15.38,2,15.38,0,0.0,0,0.0,0,0.0,1,7.69,50046
