ward,precinct,total,Pamela E. Hill-Veal,Pamela E. Hill-Veal Percent,Mathias William Delort,Mathias William Delort Percent,Kay Marie Hanlon,Kay Marie Hanlon Percent,James Michael McGing,James Michael McGing Percent,Laura Marie Sullivan,Laura Marie Sullivan Percent,precinct_id
45,41,63,6,9.52,10,15.87,7,11.11,13,20.63,17,26.98,45041
45,42,88,4,4.55,13,14.77,12,13.64,34,38.64,14,15.91,45042
45,43,60,6,10.0,17,28.33,3,5.0,20,33.33,9,15.0,45043
45,44,91,8,8.79,19,20.88,9,9.89,25,27.47,20,21.98,45044
45,45,78,2,2.56,16,20.51,12,15.38,24,30.77,15,19.23,45045
45,46,117,7,5.98,28,23.93,14,11.97,20,17.09,31,26.5,45046
45,47,70,8,11.43,15,21.43,7,10.0,11,15.71,19,27.14,45047
45,48,107,5,4.67,29,27.1,6,5.61,18,16.82,26,24.3,45048
45,49,100,7,7.0,26,26.0,7,7.0,29,29.0,14,14.0,45049
45,50,68,5,7.35,15,22.06,8,11.76,20,29.41,8,11.76,45050
45,51,89,4,4.49,21,23.6,7,7.87,22,24.72,29,32.58,45051
45,52,81,5,6.17,14,17.28,10,12.35,21,25.93,22,27.16,45052
45,53,60,2,3.33,15,25.0,1,1.67,23,38.33,11,18.33,45053
46,1,161,29,18.01,63,39.13,20,12.42,9,5.59,23,14.29,46001
46,2,73,8,10.96,31,42.47,12,16.44,3,4.11,10,13.7,46002
46,3,83,16,19.28,23,27.71,6,7.23,5,6.02,16,19.28,46003
46,4,58,9,15.52,22,37.93,5,8.62,4,6.9,6,10.34,46004
46,5,38,3,7.89,10,26.32,2,5.26,6,15.79,6,15.79,46005
46,6,76,13,17.11,15,19.74,10,13.16,9,11.84,13,17.11,46006
46,7,51,5,9.8,28,54.9,10,19.61,2,3.92,2,3.92,46007
46,8,85,14,16.47,20,23.53,10,11.76,6,7.06,14,16.47,46008
46,9,60,5,8.33,23,38.33,7,11.67,7,11.67,8,13.33,46009
46,10,40,5,12.5,13,32.5,7,17.5,2,5.0,7,17.5,46010
46,11,73,8,10.96,29,39.73,10,13.7,3,4.11,11,15.07,46011
46,12,74,11,14.86,29,39.19,6,8.11,6,8.11,17,22.97,46012
46,13,60,8,13.33,25,41.67,3,5.0,4,6.67,11,18.33,46013
46,14,51,3,5.88,26,50.98,7,13.73,3,5.88,3,5.88,46014
46,15,82,11,13.41,25,30.49,6,7.32,7,8.54,14,17.07,46015
46,16,65,4,6.15,16,24.62,11,16.92,4,6.15,10,15.38,46016
46,17,115,13,11.3,50,43.48,15,13.04,5,4.35,13,11.3,46017
46,18,141,14,9.93,62,43.97,14,9.93,5,3.55,23,16.31,46018
46,19,83,7,8.43,37,44.58,11,13.25,4,4.82,8,9.64,46019
46,20,77,16,20.78,13,16.88,11,14.29,9,11.69,14,18.18,46020
46,21,20,3,15.0,5,25.0,5,25.0,4,20.0,2,10.0,46021
46,22,75,17,22.67,17,22.67,4,5.33,10,13.33,20,26.67,46022
46,23,75,23,30.67,10,13.33,10,13.33,10,13.33,11,14.67,46023
46,24,34,2,5.88,18,52.94,6,17.65,4,11.76,2,5.88,46024
46,25,84,12,14.29,19,22.62,13,15.48,6,7.14,20,23.81,46025
46,26,73,16,21.92,17,23.29,4,5.48,1,1.37,19,26.03,46026
46,27,79,11,13.92,19,24.05,9,11.39,5,6.33,25,31.65,46027
46,28,78,12,15.38,25,32.05,2,2.56,5,6.41,18,23.08,46028
46,29,79,6,7.59,30,37.97,16,20.25,8,10.13,13,16.46,46029
46,30,94,18,19.15,27,28.72,11,11.7,9,9.57,12,12.77,46030
46,31,97,10,10.31,42,43.3,17,17.53,3,3.09,17,17.53,46031
46,32,79,18,22.78,21,26.58,5,6.33,14,17.72,10,12.66,46032
46,33,83,10,12.05,33,39.76,9,10.84,6,7.23,15,18.07,46033
46,34,85,13,15.29,25,29.41,12,14.12,6,7.06,20,23.53,46034
46,35,99,13,13.13,32,32.32,9,9.09,13,13.13,16,16.16,46035
46,36,90,7,7.78,36,40.0,12,13.33,11,12.22,11,12.22,46036
46,37,74,12,16.22,21,28.38,11,14.86,7,9.46,10,13.51,46037
46,38,71,14,19.72,18,25.35,7,9.86,8,11.27,16,22.54,46038
46,39,108,7,6.48,41,37.96,12,11.11,15,13.89,14,12.96,46039
46,40,60,15,25.0,12,20.0,8,13.33,7,11.67,9,15.0,46040
46,41,73,14,19.18,17,23.29,6,8.22,3,4.11,16,21.92,46041
46,42,95,20,21.05,22,23.16,13,13.68,11,11.58,15,15.79,46042
46,43,109,5,4.59,49,44.95,12,11.01,10,9.17,15,13.76,46043
46,44,70,15,21.43,15,21.43,10,14.29,5,7.14,17,24.29,46044
46,45,68,11,16.18,26,38.24,9,13.24,6,8.82,6,8.82,46045
47,1,65,5,7.69,30,46.15,12,18.46,2,3.08,10,15.38,47001
47,2,78,7,8.97,24,30.77,9,11.54,16,20.51,12,15.38,47002
47,3,124,15,12.1,30,24.19,16,12.9,20,16.13,28,22.58,47003
47,4,84,3,3.57,38,45.24,4,4.76,11,13.1,15,17.86,47004
47,5,78,9,11.54,34,43.59,13,16.67,5,6.41,10,12.82,47005
47,6,83,2,2.41,32,38.55,14,16.87,9,10.84,17,20.48,47006
47,7,79,8,10.13,30,37.97,2,2.53,12,15.19,15,18.99,47007
47,8,69,8,11.59,24,34.78,14,20.29,4,5.8,12,17.39,47008
47,9,53,2,3.77,17,32.08,7,13.21,5,9.43,11,20.75,47009
47,10,45,4,8.89,21,46.67,7,15.56,1,2.22,6,13.33,47010
47,11,115,7,6.09,65,56.52,2,1.74,6,5.22,20,17.39,47011
47,12,56,3,5.36,22,39.29,11,19.64,4,7.14,10,17.86,47012
47,13,108,8,7.41,45,41.67,12,11.11,4,3.7,16,14.81,47013
47,14,58,3,5.17,21,36.21,8,13.79,3,5.17,8,13.79,47014
47,15,81,7,8.64,29,35.8,14,17.28,6,7.41,11,13.58,47015
47,16,89,6,6.74,28,31.46,16,17.98,10,11.24,19,21.35,47016
47,17,61,2,3.28,27,44.26,10,16.39,7,11.48,10,16.39,47017
47,18,74,6,8.11,32,43.24,14,18.92,5,6.76,8,10.81,47018
47,19,122,6,4.92,61,50.0,16,13.11,11,9.02,12,9.84,47019
47,20,83,4,4.82,43,51.81,7,8.43,7,8.43,7,8.43,47020
47,21,77,2,2.6,44,57.14,11,14.29,11,14.29,4,5.19,47021
47,22,64,7,10.94,29,45.31,5,7.81,2,3.13,10,15.63,47022
47,23,40,1,2.5,25,62.5,4,10.0,1,2.5,3,7.5,47023
47,24,57,2,3.51,17,29.82,9,15.79,7,12.28,9,15.79,47024
47,25,75,6,8.0,33,44.0,8,10.67,3,4.0,12,16.0,47025
47,26,85,6,7.06,36,42.35,7,8.24,10,11.76,10,11.76,47026
47,27,44,2,4.55,15,34.09,11,25.0,2,4.55,9,20.45,47027
47,28,76,7,9.21,33,43.42,14,18.42,9,11.84,8,10.53,47028
47,29,77,6,7.79,31,40.26,14,18.18,7,9.09,12,15.58,47029
47,30,85,5,5.88,34,40.0,11,12.94,7,8.24,11,12.94,47030
47,31,77,3,3.9,37,48.05,11,14.29,9,11.69,12,15.58,47031
47,32,75,8,10.67,40,53.33,12,16.0,2,2.67,10,13.33,47032
47,33,75,4,5.33,40,53.33,11,14.67,3,4.0,8,10.67,47033
47,34,88,5,5.68,35,39.77,16,18.18,7,7.95,12,13.64,47034
47,35,76,5,6.58,36,47.37,7,9.21,8,10.53,12,15.79,47035
47,36,88,3,3.41,40,45.45,13,14.77,9,10.23,12,13.64,47036
47,37,95,11,11.58,38,40.0,12,12.63,15,15.79,13,13.68,47037
47,38,70,2,2.86,24,34.29,16,22.86,10,14.29,5,7.14,47038
47,39,75,2,2.67,40,53.33,7,9.33,7,9.33,7,9.33,47039
47,40,43,2,4.65,22,51.16,0,0.0,3,6.98,3,6.98,47040
47,41,112,6,5.36,52,46.43,20,17.86,6,5.36,10,8.93,47041
47,42,52,2,3.85,23,44.23,7,13.46,4,7.69,9,17.31,47042
47,43,91,5,5.49,26,28.57,14,15.38,8,8.79,20,21.98,47043
47,44,77,11,14.29,16,20.78,11,14.29,9,11.69,13,16.88,47044
47,45,80,5,6.25,37,46.25,10,12.5,4,5.0,9,11.25,47045
47,46,40,4,10.0,14,35.0,3,7.5,6,15.0,9,22.5,47046
47,47,47,2,4.26,22,46.81,6,12.77,7,14.89,4,8.51,47047
47,48,31,3,9.68,8,25.81,5,16.13,4,12.9,4,12.9,47048
47,49,39,1,2.56,12,30.77,7,17.95,5,12.82,9,23.08,47049
47,50,50,4,8.0,18,36.0,8,16.0,4,8.0,9,18.0,47050
48,1,76,6,7.89,31,40.79,10,13.16,7,9.21,9,11.84,48001
48,2,90,13,14.44,22,24.44,11,12.22,6,6.67,22,24.44,48002
48,3,126,19,15.08,39,30.95,16,12.7,8,6.35,22,17.46,48003
48,4,91,11,12.09,40,43.96,7,7.69,4,4.4,10,10.99,48004
48,5,119,3,2.52,69,57.98,8,6.72,6,5.04,16,13.45,48005
48,6,121,19,15.7,44,36.36,18,14.88,9,7.44,20,16.53,48006
48,7,68,2,2.94,29,42.65,5,7.35,5,7.35,10,14.71,48007
48,8,62,6,9.68,22,35.48,8,12.9,5,8.06,11,17.74,48008
48,9,100,10,10.0,41,41.0,15,15.0,7,7.0,15,15.0,48009
48,10,55,6,10.91,31,56.36,4,7.27,0,0.0,6,10.91,48010
48,11,128,2,1.56,71,55.47,11,8.59,6,4.69,14,10.94,48011
48,12,78,11,14.1,34,43.59,10,12.82,6,7.69,12,15.38,48012
48,13,87,9,10.34,30,34.48,9,10.34,10,11.49,19,21.84,48013
48,14,112,27,24.11,23,20.54,10,8.93,12,10.71,22,19.64,48014
48,15,50,5,10.0,16,32.0,7,14.0,1,2.0,11,22.0,48015
48,16,76,12,15.79,20,26.32,9,11.84,8,10.53,16,21.05,48016
48,17,93,13,13.98,40,43.01,12,12.9,5,5.38,8,8.6,48017
48,18,73,18,24.66,15,20.55,5,6.85,3,4.11,12,16.44,48018
48,19,101,3,2.97,52,51.49,14,13.86,15,14.85,7,6.93,48019
48,20,83,3,3.61,53,63.86,5,6.02,1,1.2,8,9.64,48020
48,21,117,23,19.66,24,20.51,17,14.53,13,11.11,20,17.09,48021
48,22,147,28,19.05,46,31.29,14,9.52,10,6.8,28,19.05,48022
48,23,92,19,20.65,33,35.87,5,5.43,6,6.52,13,14.13,48023
48,24,45,11,24.44,17,37.78,5,11.11,2,4.44,4,8.89,48024
48,25,93,34,36.56,20,21.51,10,10.75,3,3.23,12,12.9,48025
48,26,100,14,14.0,42,42.0,12,12.0,9,9.0,12,12.0,48026
48,27,100,18,18.0,30,30.0,11,11.0,10,10.0,15,15.0,48027
48,28,105,12,11.43,41,39.05,17,16.19,10,9.52,11,10.48,48028
48,29,139,24,17.27,64,46.04,9,6.47,4,2.88,25,17.99,48029
48,30,112,8,7.14,53,47.32,9,8.04,12,10.71,12,10.71,48030
48,31,71,13,18.31,20,28.17,14,19.72,6,8.45,10,14.08,48031
48,32,67,5,7.46,28,41.79,7,10.45,3,4.48,9,13.43,48032
48,33,111,15,13.51,45,40.54,13,11.71,7,6.31,16,14.41,48033
48,34,87,8,9.2,33,37.93,13,14.94,13,14.94,9,10.34,48034
48,35,93,18,19.35,26,27.96,8,8.6,10,10.75,15,16.13,48035
48,36,96,16,16.67,35,36.46,11,11.46,11,11.46,13,13.54,48036
48,37,57,1,1.75,25,43.86,10,17.54,4,7.02,8,14.04,48037
48,38,136,3,2.21,84,61.76,14,10.29,10,7.35,9,6.62,48038
48,39,95,14,14.74,22,23.16,11,11.58,9,9.47,16,16.84,48039
48,40,69,14,20.29,21,30.43,5,7.25,3,4.35,15,21.74,48040
48,41,46,8,17.39,10,21.74,8,17.39,2,4.35,14,30.43,48041
48,42,85,6,7.06,45,52.94,13,15.29,2,2.35,10,11.76,48042
48,43,97,3,3.09,46,47.42,12,12.37,5,5.15,14,14.43,48043
48,44,105,4,3.81,53,50.48,13,12.38,10,9.52,12,11.43,48044
48,45,70,9,12.86,15,21.43,16,22.86,9,12.86,10,14.29,48045
48,46,114,27,23.68,34,29.82,6,5.26,14,12.28,19,16.67,48046
48,47,71,14,19.72,17,23.94,10,14.08,5,7.04,11,15.49,48047
48,48,93,9,9.68,40,43.01,12,12.9,2,2.15,17,18.28,48048
48,49,22,1,4.55,7,31.82,5,22.73,1,4.55,4,18.18,48049
48,50,105,8,7.62,51,48.57,9,8.57,7,6.67,12,11.43,48050
48,51,157,10,6.37,64,40.76,25,15.92,12,7.64,25,15.92,48051
48,52,65,6,9.23,22,33.85,6,9.23,7,10.77,10,15.38,48052
49,1,88,21,23.86,23,26.14,7,7.95,11,12.5,13,14.77,49001
49,2,124,18,14.52,49,39.52,14,11.29,4,3.23,21,16.94,49002
49,3,85,7,8.24,43,50.59,13,15.29,1,1.18,13,15.29,49003
49,4,56,8,14.29,26,46.43,4,7.14,1,1.79,8,14.29,49004
49,5,112,19,16.96,41,36.61,11,9.82,6,5.36,20,17.86,49005
49,6,100,11,11.0,52,52.0,8,8.0,3,3.0,11,11.0,49006
49,7,174,16,9.2,97,55.75,13,7.47,9,5.17,23,13.22,49007
49,8,105,7,6.67,50,47.62,12,11.43,8,7.62,14,13.33,49008
49,9,84,10,11.9,39,46.43,12,14.29,4,4.76,12,14.29,49009
49,10,88,10,11.36,34,38.64,13,14.77,2,2.27,12,13.64,49010
49,11,77,10,12.99,26,33.77,8,10.39,10,12.99,12,15.58,49011
49,12,120,19,15.83,46,38.33,9,7.5,3,2.5,18,15.0,49012
49,13,136,15,11.03,67,49.26,17,12.5,6,4.41,16,11.76,49013
49,14,85,14,16.47,42,49.41,5,5.88,4,4.71,13,15.29,49014
49,15,86,11,12.79,35,40.7,9,10.47,6,6.98,18,20.93,49015
49,16,101,13,12.87,39,38.61,9,8.91,7,6.93,20,19.8,49016
49,17,15,2,13.33,8,53.33,1,6.67,0,0.0,2,13.33,49017
49,18,71,8,11.27,28,39.44,15,21.13,2,2.82,12,16.9,49018
49,19,150,29,19.33,55,36.67,16,10.67,4,2.67,23,15.33,49019
49,20,138,25,18.12,34,24.64,16,11.59,12,8.7,23,16.67,49020
49,21,82,8,9.76,33,40.24,9,10.98,3,3.66,15,18.29,49021
49,22,105,15,14.29,59,56.19,13,12.38,4,3.81,11,10.48,49022
49,23,79,10,12.66,40,50.63,8,10.13,2,2.53,10,12.66,49023
49,24,177,13,7.34,80,45.2,17,9.6,12,6.78,29,16.38,49024
49,25,102,7,6.86,52,50.98,15,14.71,4,3.92,12,11.76,49025
49,26,106,16,15.09,35,33.02,13,12.26,8,7.55,15,14.15,49026
49,27,108,25,23.15,34,31.48,15,13.89,5,4.63,14,12.96,49027
49,28,67,8,11.94,36,53.73,2,2.99,4,5.97,6,8.96,49028
49,29,97,10,10.31,39,40.21,13,13.4,4,4.12,15,15.46,49029
49,30,112,18,16.07,30,26.79,18,16.07,8,7.14,21,18.75,49030
49,31,94,2,2.13,40,42.55,15,15.96,5,5.32,20,21.28,49031
49,32,98,13,13.27,34,34.69,10,10.2,10,10.2,15,15.31,49032
49,33,84,13,15.48,35,41.67,14,16.67,6,7.14,9,10.71,49033
49,34,107,21,19.63,31,28.97,11,10.28,7,6.54,16,14.95,49034
49,35,111,12,10.81,45,40.54,13,11.71,11,9.91,17,15.32,49035
49,36,128,18,14.06,50,39.06,18,14.06,5,3.91,20,15.63,49036
49,37,131,16,12.21,39,29.77,31,23.66,8,6.11,17,12.98,49037
49,38,81,13,16.05,36,44.44,10,12.35,1,1.23,9,11.11,49038
50,1,76,5,6.58,34,44.74,13,17.11,10,13.16,7,9.21,50001
50,2,84,9,10.71,35,41.67,3,3.57,10,11.9,16,19.05,50002
50,3,70,5,7.14,39,55.71,5,7.14,7,10.0,7,10.0,50003
50,4,71,9,12.68,19,26.76,7,9.86,16,22.54,12,16.9,50004
50,5,50,5,10.0,27,54.0,4,8.0,9,18.0,3,6.0,50005
50,6,74,10,13.51,26,35.14,6,8.11,6,8.11,18,24.32,50006
50,7,110,6,5.45,51,46.36,13,11.82,7,6.36,16,14.55,50007
50,8,30,5,16.67,9,30.0,6,20.0,3,10.0,6,20.0,50008
50,9,70,7,10.0,24,34.29,11,15.71,3,4.29,14,20.0,50009
50,10,40,3,7.5,19,47.5,7,17.5,3,7.5,3,7.5,50010
50,11,46,1,2.17,31,67.39,3,6.52,3,6.52,4,8.7,50011
50,12,65,2,3.08,17,26.15,10,15.38,9,13.85,18,27.69,50012
50,13,68,10,14.71,19,27.94,9,13.24,5,7.35,12,17.65,50013
50,14,43,4,9.3,25,58.14,2,4.65,4,9.3,6,13.95,50014
50,15,101,6,5.94,39,38.61,15,14.85,19,18.81,12,11.88,50015
50,16,49,6,12.24,19,38.78,8,16.33,2,4.08,8,16.33,50016
50,17,38,5,13.16,24,63.16,1,2.63,2,5.26,3,7.89,50017
50,18,60,4,6.67,24,40.0,7,11.67,4,6.67,12,20.0,50018
50,19,50,13,26.0,16,32.0,4,8.0,3,6.0,9,18.0,50019
50,20,73,8,10.96,30,41.1,3,4.11,8,10.96,12,16.44,50020
50,21,72,6,8.33,31,43.06,11,15.28,7,9.72,7,9.72,50021
50,22,47,3,6.38,18,38.3,6,12.77,4,8.51,11,23.4,50022
50,23,42,6,14.29,16,38.1,2,4.76,1,2.38,12,28.57,50023
50,24,56,6,10.71,13,23.21,4,7.14,8,14.29,16,28.57,50024
50,25,36,2,5.56,13,36.11,3,8.33,5,13.89,8,22.22,50025
50,26,39,9,23.08,11,28.21,5,12.82,2,5.13,5,12.82,50026
50,27,32,1,3.13,11,34.38,5,15.63,4,12.5,8,25.0,50027
50,28,84,8,9.52,30,35.71,11,13.1,6,7.14,13,15.48,50028
50,29,58,7,12.07,25,43.1,6,10.34,5,8.62,11,18.97,50029
50,30,57,4,7.02,28,49.12,4,7.02,7,12.28,9,15.79,50030
50,31,20,1,5.0,6,30.0,1,5.0,2,10.0,4,20.0,50031
50,32,67,16,23.88,17,25.37,10,14.93,4,5.97,9,13.43,50032
50,33,36,7,19.44,16,44.44,0,0.0,1,2.78,6,16.67,50033
50,34,61,15,24.59,8,13.11,10,16.39,9,14.75,12,19.67,50034
50,35,108,16,14.81,47,43.52,8,7.41,9,8.33,13,12.04,50035
50,36,70,9,12.86,32,45.71,9,12.86,3,4.29,7,10.0,50036
50,37,82,12,14.63,27,32.93,12,14.63,5,6.1,14,17.07,50037
50,38,69,5,7.25,25,36.23,9,13.04,3,4.35,16,23.19,50038
50,39,43,4,9.3,16,37.21,4,9.3,2,4.65,9,20.93,50039
50,40,39,3,7.69,20,51.28,4,10.26,4,10.26,5,12.82,50040
50,41,73,7,9.59,33,45.21,3,4.11,3,4.11,15,20.55,50041
50,42,73,1,1.37,40,54.79,9,12.33,10,13.7,7,9.59,50042
50,43,53,7,13.21,25,47.17,5,9.43,6,11.32,7,13.21,50043
50,44,38,1,2.63,25,65.79,3,7.89,0,0.0,6,15.79,50044
50,45,24,1,4.17,11,45.83,3,12.5,7,29.17,2,8.33,50045
