ward,precinct,total,Kevin Cunningham,Kevin Cunningham Percent,Erica L. Reddick,Erica L. Reddick Percent,precinct_id
14,23,74,32,43.24,42,56.76,14023
14,24,66,20,30.3,46,69.7,14024
14,25,59,38,64.41,21,35.59,14025
14,26,49,19,38.78,30,61.22,14026
14,27,97,43,44.33,54,55.67,14027
14,28,64,25,39.06,39,60.94,14028
14,29,124,23,18.55,101,81.45,14029
14,30,98,28,28.57,70,71.43,14030
14,31,53,21,39.62,32,60.38,14031
14,32,55,16,29.09,39,70.91,14032
15,1,101,50,49.5,51,50.5,15001
15,2,44,15,34.09,29,65.91,15002
15,3,43,26,60.47,17,39.53,15003
15,4,102,52,50.98,50,49.02,15004
15,5,35,17,48.57,18,51.43,15005
15,6,39,18,46.15,21,53.85,15006
15,7,65,36,55.38,29,44.62,15007
15,8,66,32,48.48,34,51.52,15008
15,9,95,45,47.37,50,52.63,15009
15,10,26,10,38.46,16,61.54,15010
15,11,55,25,45.45,30,54.55,15011
15,12,35,14,40.0,21,60.0,15012
15,13,56,29,51.79,27,48.21,15013
15,14,52,21,40.38,31,59.62,15014
15,15,28,12,42.86,16,57.14,15015
15,16,24,13,54.17,11,45.83,15016
15,17,51,27,52.94,24,47.06,15017
15,18,101,48,47.52,53,52.48,15018
15,19,69,35,50.72,34,49.28,15019
15,20,35,26,74.29,9,25.71,15020
15,21,69,40,57.97,29,42.03,15021
15,22,74,40,54.05,34,45.95,15022
15,23,101,37,36.63,64,63.37,15023
15,24,48,26,54.17,22,45.83,15024
15,25,42,20,47.62,22,52.38,15025
15,26,96,44,45.83,52,54.17,15026
15,27,50,26,52.0,24,48.0,15027
15,28,67,31,46.27,36,53.73,15028
15,29,12,5,41.67,7,58.33,15029
15,30,36,18,50.0,18,50.0,15030
15,31,88,52,59.09,36,40.91,15031
15,32,43,22,51.16,21,48.84,15032
15,33,47,25,53.19,22,46.81,15033
15,34,44,18,40.91,26,59.09,15034
15,35,56,31,55.36,25,44.64,15035
15,36,69,38,55.07,31,44.93,15036
15,37,49,26,53.06,23,46.94,15037
15,38,73,44,60.27,29,39.73,15038
15,39,30,17,56.67,13,43.33,15039
15,40,31,20,64.52,11,35.48,15040
15,41,88,47,53.41,41,46.59,15041
15,42,107,53,49.53,54,50.47,15042
16,1,31,17,54.84,14,45.16,16001
16,2,35,17,48.57,18,51.43,16002
16,3,55,28,50.91,27,49.09,16003
16,4,29,17,58.62,12,41.38,16004
16,5,43,24,55.81,19,44.19,16005
16,6,23,14,60.87,9,39.13,16006
16,7,53,24,45.28,29,54.72,16007
16,8,39,17,43.59,22,56.41,16008
16,9,94,51,54.26,43,45.74,16009
16,10,71,42,59.15,29,40.85,16010
16,11,53,29,54.72,24,45.28,16011
16,12,91,49,53.85,42,46.15,16012
16,13,34,12,35.29,22,64.71,16013
16,14,44,29,65.91,15,34.09,16014
16,15,60,39,65.0,21,35.0,16015
16,16,103,54,52.43,49,47.57,16016
16,17,36,21,58.33,15,41.67,16017
16,18,64,33,51.56,31,48.44,16018
16,19,67,36,53.73,31,46.27,16019
16,20,82,53,64.63,29,35.37,16020
16,21,29,12,41.38,17,58.62,16021
16,22,31,18,58.06,13,41.94,16022
16,23,25,12,48.0,13,52.0,16023
16,24,40,27,67.5,13,32.5,16024
16,25,45,31,68.89,14,31.11,16025
16,26,54,34,62.96,20,37.04,16026
16,27,108,58,53.7,50,46.3,16027
16,28,70,42,60.0,28,40.0,16028
16,29,41,32,78.05,9,21.95,16029
16,30,47,24,51.06,23,48.94,16030
16,31,61,32,52.46,29,47.54,16031
16,32,33,21,63.64,12,36.36,16032
16,33,42,29,69.05,13,30.95,16033
16,34,31,20,64.52,11,35.48,16034
16,35,28,14,50.0,14,50.0,16035
16,36,80,43,53.75,37,46.25,16036
16,37,50,26,52.0,24,48.0,16037
16,38,43,27,62.79,16,37.21,16038
16,39,42,23,54.76,19,45.24,16039
16,40,68,33,48.53,35,51.47,16040
17,1,77,38,49.35,39,50.65,17001
17,2,74,39,52.7,35,47.3,17002
17,3,72,41,56.94,31,43.06,17003
17,4,110,59,53.64,51,46.36,17004
17,5,58,32,55.17,26,44.83,17005
17,6,92,58,63.04,34,36.96,17006
17,7,83,46,55.42,37,44.58,17007
17,8,69,39,56.52,30,43.48,17008
17,9,108,62,57.41,46,42.59,17009
17,10,87,42,48.28,45,51.72,17010
17,11,61,42,68.85,19,31.15,17011
17,12,130,60,46.15,70,53.85,17012
17,13,41,23,56.1,18,43.9,17013
17,14,57,33,57.89,24,42.11,17014
17,15,65,36,55.38,29,44.62,17015
17,16,80,41,51.25,39,48.75,17016
17,17,42,23,54.76,19,45.24,17017
17,18,101,63,62.38,38,37.62,17018
17,19,36,18,50.0,18,50.0,17019
17,20,64,32,50.0,32,50.0,17020
17,21,134,72,53.73,62,46.27,17021
17,22,92,50,54.35,42,45.65,17022
17,23,98,54,55.1,44,44.9,17023
17,24,92,40,43.48,52,56.52,17024
17,25,51,25,49.02,26,50.98,17025
17,26,94,44,46.81,50,53.19,17026
17,27,111,65,58.56,46,41.44,17027
17,28,65,42,64.62,23,35.38,17028
17,29,156,88,56.41,68,43.59,17029
17,30,108,57,52.78,51,47.22,17030
17,31,81,39,48.15,42,51.85,17031
17,32,71,41,57.75,30,42.25,17032
17,33,59,38,64.41,21,35.59,17033
17,34,56,30,53.57,26,46.43,17034
17,35,109,46,42.2,63,57.8,17035
17,36,31,20,64.52,11,35.48,17036
17,37,80,42,52.5,38,47.5,17037
17,38,51,24,47.06,27,52.94,17038
17,39,62,40,64.52,22,35.48,17039
17,40,43,26,60.47,17,39.53,17040
17,41,51,26,50.98,25,49.02,17041
17,42,51,27,52.94,24,47.06,17042
17,43,46,29,63.04,17,36.96,17043
17,44,112,56,50.0,56,50.0,17044
17,45,37,19,51.35,18,48.65,17045
17,46,70,35,50.0,35,50.0,17046
17,47,81,52,64.2,29,35.8,17047
17,48,67,38,56.72,29,43.28,17048
17,49,38,20,52.63,18,47.37,17049
17,50,45,26,57.78,19,42.22,17050
17,51,57,31,54.39,26,45.61,17051
17,52,98,37,37.76,61,62.24,17052
17,53,85,50,58.82,35,41.18,17053
17,54,104,51,49.04,53,50.96,17054
17,55,58,31,53.45,27,46.55,17055
18,1,144,91,63.19,53,36.81,18001
18,2,47,28,59.57,19,40.43,18002
18,3,163,87,53.37,76,46.63,18003
18,4,264,160,60.61,104,39.39,18004
18,5,80,49,61.25,31,38.75,18005
18,6,140,96,68.57,44,31.43,18006
18,7,80,45,56.25,35,43.75,18007
18,8,47,30,63.83,17,36.17,18008
18,9,294,170,57.82,124,42.18,18009
18,10,197,129,65.48,68,34.52,18010
18,11,79,46,58.23,33,41.77,18011
18,12,114,68,59.65,46,40.35,18012
18,13,117,63,53.85,54,46.15,18013
18,14,111,62,55.86,49,44.14,18014
18,15,54,32,59.26,22,40.74,18015
18,16,151,100,66.23,51,33.77,18016
18,17,80,44,55.0,36,45.0,18017
18,18,121,83,68.6,38,31.4,18018
18,19,155,91,58.71,64,41.29,18019
18,20,230,130,56.52,100,43.48,18020
18,21,174,87,50.0,87,50.0,18021
18,22,197,116,58.88,81,41.12,18022
18,23,113,74,65.49,39,34.51,18023
18,24,162,85,52.47,77,47.53,18024
18,25,250,134,53.6,116,46.4,18025
18,26,100,53,53.0,47,47.0,18026
18,27,92,54,58.7,38,41.3,18027
18,28,110,67,60.91,43,39.09,18028
18,29,88,61,69.32,27,30.68,18029
18,30,81,54,66.67,27,33.33,18030
18,31,89,48,53.93,41,46.07,18031
18,32,178,109,61.24,69,38.76,18032
18,33,79,51,64.56,28,35.44,18033
18,34,204,110,53.92,94,46.08,18034
18,35,286,155,54.2,131,45.8,18035
18,36,62,36,58.06,26,41.94,18036
18,37,96,58,60.42,38,39.58,18037
18,38,135,73,54.07,62,45.93,18038
18,39,66,38,57.58,28,42.42,18039
18,40,105,52,49.52,53,50.48,18040
18,41,55,33,60.0,22,40.0,18041
18,42,58,40,68.97,18,31.03,18042
18,43,52,25,48.08,27,51.92,18043
18,44,71,51,71.83,20,28.17,18044
18,45,62,35,56.45,27,43.55,18045
18,46,108,53,49.07,55,50.93,18046
18,47,67,37,55.22,30,44.78,18047
18,48,73,34,46.58,39,53.42,18048
18,49,70,35,50.0,35,50.0,18049
18,50,75,54,72.0,21,28.0,18050
18,51,155,66,42.58,89,57.42,18051
18,52,124,61,49.19,63,50.81,18052
18,53,78,43,55.13,35,44.87,18053
19,1,176,150,85.23,26,14.77,19001
19,2,161,109,67.7,52,32.3,19002
19,3,126,118,93.65,8,6.35,19003
19,4,145,121,83.45,24,16.55,19004
19,5,172,94,54.65,78,45.35,19005
19,6,123,105,85.37,18,14.63,19006
19,7,199,165,82.91,34,17.09,19007
19,8,113,98,86.73,15,13.27,19008
19,9,104,84,80.77,20,19.23,19009
19,10,198,131,66.16,67,33.84,19010
19,11,179,141,78.77,38,21.23,19011
19,12,145,130,89.66,15,10.34,19012
19,13,109,59,54.13,50,45.87,19013
19,14,164,89,54.27,75,45.73,19014
19,15,111,98,88.29,13,11.71,19015
19,16,205,178,86.83,27,13.17,19016
19,17,158,131,82.91,27,17.09,19017
19,18,189,134,70.9,55,29.1,19018
19,19,156,95,60.9,61,39.1,19019
19,20,155,82,52.9,73,47.1,19020
19,21,104,87,83.65,17,16.35,19021
19,22,181,133,73.48,48,26.52,19022
19,23,196,178,90.82,18,9.18,19023
19,24,145,125,86.21,20,13.79,19024
19,25,164,108,65.85,56,34.15,19025
19,26,173,125,72.25,48,27.75,19026
19,27,81,39,48.15,42,51.85,19027
19,28,200,115,57.5,85,42.5,19028
19,29,106,91,85.85,15,14.15,19029
19,30,123,102,82.93,21,17.07,19030
19,31,134,86,64.18,48,35.82,19031
19,32,170,137,80.59,33,19.41,19032
19,33,160,142,88.75,18,11.25,19033
19,34,160,118,73.75,42,26.25,19034
19,35,184,119,64.67,65,35.33,19035
19,36,164,101,61.59,63,38.41,19036
19,37,180,109,60.56,71,39.44,19037
19,38,177,92,51.98,85,48.02,19038
19,39,50,27,54.0,23,46.0,19039
19,40,138,82,59.42,56,40.58,19040
19,41,102,81,79.41,21,20.59,19041
19,42,127,55,43.31,72,56.69,19042
19,43,176,91,51.7,85,48.3,19043
19,44,145,130,89.66,15,10.34,19044
19,45,181,153,84.53,28,15.47,19045
19,46,204,178,87.25,26,12.75,19046
19,47,234,140,59.83,94,40.17,19047
19,48,207,101,48.79,106,51.21,19048
19,49,200,103,51.5,97,48.5,19049
19,50,158,64,40.51,94,59.49,19050
19,51,117,95,81.2,22,18.8,19051
19,52,107,84,78.5,23,21.5,19052
19,53,155,122,78.71,33,21.29,19053
19,54,119,94,78.99,25,21.01,19054
19,55,110,89,80.91,21,19.09,19055
19,56,185,128,69.19,57,30.81,19056
19,57,176,102,57.95,74,42.05,19057
19,58,123,103,83.74,20,16.26,19058
19,59,166,141,84.94,25,15.06,19059
19,60,115,69,60.0,46,40.0,19060
19,61,250,210,84.0,40,16.0,19061
19,62,142,122,85.92,20,14.08,19062
19,63,121,70,57.85,51,42.15,19063
20,1,91,44,48.35,47,51.65,20001
20,2,63,34,53.97,29,46.03,20002
20,3,58,32,55.17,26,44.83,20003
20,4,32,14,43.75,18,56.25,20004
20,5,50,22,44.0,28,56.0,20005
20,6,93,53,56.99,40,43.01,20006
20,7,55,28,50.91,27,49.09,20007
20,8,24,13,54.17,11,45.83,20008
20,9,136,71,52.21,65,47.79,20009
20,10,119,67,56.3,52,43.7,20010
20,11,68,37,54.41,31,45.59,20011
20,12,36,21,58.33,15,41.67,20012
20,13,73,34,46.58,39,53.42,20013
20,14,89,52,58.43,37,41.57,20014
20,15,23,12,52.17,11,47.83,20015
20,16,105,53,50.48,52,49.52,20016
20,17,108,58,53.7,50,46.3,20017
20,18,72,31,43.06,41,56.94,20018
20,19,66,37,56.06,29,43.94,20019
20,20,40,23,57.5,17,42.5,20020
20,21,24,13,54.17,11,45.83,20021
20,22,145,69,47.59,76,52.41,20022
20,23,100,53,53.0,47,47.0,20023
20,24,103,40,38.83,63,61.17,20024
20,25,60,29,48.33,31,51.67,20025
20,26,101,48,47.52,53,52.48,20026
20,27,56,37,66.07,19,33.93,20027
20,28,62,34,54.84,28,45.16,20028
20,29,83,29,34.94,54,65.06,20029
20,30,117,66,56.41,51,43.59,20030
20,31,82,45,54.88,37,45.12,20031
20,32,37,18,48.65,19,51.35,20032
20,33,81,37,45.68,44,54.32,20033
20,34,113,45,39.82,68,60.18,20034
20,35,31,21,67.74,10,32.26,20035
20,36,78,50,64.1,28,35.9,20036
20,37,84,43,51.19,41,48.81,20037
20,38,18,13,72.22,5,27.78,20038
20,39,60,31,51.67,29,48.33,20039
20,40,79,38,48.1,41,51.9,20040
20,41,17,10,58.82,7,41.18,20041
20,42,38,21,55.26,17,44.74,20042
20,43,8,7,87.5,1,12.5,20043
20,44,107,68,63.55,39,36.45,20044
20,45,30,18,60.0,12,40.0,20045
21,1,161,77,47.83,84,52.17,21001
21,2,89,40,44.94,49,55.06,21002
21,3,206,98,47.57,108,52.43,21003
21,4,41,21,51.22,20,48.78,21004
21,5,136,64,47.06,72,52.94,21005
21,6,110,52,47.27,58,52.73,21006
21,7,229,118,51.53,111,48.47,21007
21,8,129,52,40.31,77,59.69,21008
21,9,109,56,51.38,53,48.62,21009
21,10,179,83,46.37,96,53.63,21010
21,11,109,44,40.37,65,59.63,21011
21,12,120,52,43.33,68,56.67,21012
21,13,57,29,50.88,28,49.12,21013
21,14,219,107,48.86,112,51.14,21014
21,15,73,33,45.21,40,54.79,21015
21,16,108,43,39.81,65,60.19,21016
21,17,81,40,49.38,41,50.62,21017
21,18,112,55,49.11,57,50.89,21018
21,19,116,59,50.86,57,49.14,21019
21,20,62,26,41.94,36,58.06,21020
21,21,123,75,60.98,48,39.02,21021
21,22,115,52,45.22,63,54.78,21022
21,23,89,42,47.19,47,52.81,21023
21,24,130,57,43.85,73,56.15,21024
21,25,212,92,43.4,120,56.6,21025
21,26,85,39,45.88,46,54.12,21026
21,27,139,73,52.52,66,47.48,21027
21,28,80,45,56.25,35,43.75,21028
21,29,50,32,64.0,18,36.0,21029
21,30,72,42,58.33,30,41.67,21030
21,31,162,60,37.04,102,62.96,21031
21,32,97,42,43.3,55,56.7,21032
21,33,99,47,47.47,52,52.53,21033
21,34,140,64,45.71,76,54.29,21034
21,35,107,42,39.25,65,60.75,21035
21,36,70,31,44.29,39,55.71,21036
21,37,104,54,51.92,50,48.08,21037
21,38,124,55,44.35,69,55.65,21038
21,39,83,46,55.42,37,44.58,21039
21,40,138,51,36.96,87,63.04,21040
21,41,107,60,56.07,47,43.93,21041
21,42,125,63,50.4,62,49.6,21042
21,43,86,38,44.19,48,55.81,21043
21,44,113,58,51.33,55,48.67,21044
21,45,95,52,54.74,43,45.26,21045
21,46,67,39,58.21,28,41.79,21046
21,47,157,80,50.96,77,49.04,21047
21,48,121,67,55.37,54,44.63,21048
21,49,143,53,37.06,90,62.94,21049
21,50,113,57,50.44,56,49.56,21050
21,51,116,61,52.59,55,47.41,21051
21,52,97,49,50.52,48,49.48,21052
21,53,168,81,48.21,87,51.79,21053
21,54,136,59,43.38,77,56.62,21054
21,55,99,51,51.52,48,48.48,21055
21,56,81,34,41.98,47,58.02,21056
21,57,98,46,46.94,52,53.06,21057
21,58,97,45,46.39,52,53.61,21058
21,59,135,61,45.19,74,54.81,21059
21,60,134,62,46.27,72,53.73,21060
21,61,111,63,56.76,48,43.24,21061
21,62,95,45,47.37,50,52.63,21062
21,63,165,72,43.64,93,56.36,21063
21,64,52,26,50.0,26,50.0,21064
21,65,195,74,37.95,121,62.05,21065
21,66,103,53,51.46,50,48.54,21066
21,67,117,55,47.01,62,52.99,21067
22,1,43,22,51.16,21,48.84,22001
22,2,30,16,53.33,14,46.67,22002
22,3,58,24,41.38,34,58.62,22003
22,4,56,25,44.64,31,55.36,22004
22,5,63,19,30.16,44,69.84,22005
22,6,68,26,38.24,42,61.76,22006
22,7,95,51,53.68,44,46.32,22007
22,8,56,19,33.93,37,66.07,22008
22,9,61,21,34.43,40,65.57,22009
22,10,79,23,29.11,56,70.89,22010
22,11,64,36,56.25,28,43.75,22011
22,12,65,26,40.0,39,60.0,22012
22,13,86,35,40.7,51,59.3,22013
22,14,53,32,60.38,21,39.62,22014
22,15,57,22,38.6,35,61.4,22015
22,16,98,36,36.73,62,63.27,22016
22,17,63,23,36.51,40,63.49,22017
22,18,72,24,33.33,48,66.67,22018
22,19,49,25,51.02,24,48.98,22019
22,20,60,24,40.0,36,60.0,22020
22,21,101,53,52.48,48,47.52,22021
22,22,57,20,35.09,37,64.91,22022
22,23,80,34,42.5,46,57.5,22023
22,24,64,21,32.81,43,67.19,22024
22,25,90,34,37.78,56,62.22,22025
22,26,59,24,40.68,35,59.32,22026
22,27,67,26,38.81,41,61.19,22027
22,28,42,13,30.95,29,69.05,22028
23,1,152,114,75.0,38,25.0,23001
23,2,61,27,44.26,34,55.74,23002
23,3,156,99,63.46,57,36.54,23003
23,4,121,88,72.73,33,27.27,23004
23,5,37,23,62.16,14,37.84,23005
23,6,112,74,66.07,38,33.93,23006
23,7,125,81,64.8,44,35.2,23007
23,8,116,74,63.79,42,36.21,23008
23,9,109,62,56.88,47,43.12,23009
23,10,141,97,68.79,44,31.21,23010
23,11,310,204,65.81,106,34.19,23011
23,12,142,93,65.49,49,34.51,23012
23,13,153,93,60.78,60,39.22,23013
23,14,76,50,65.79,26,34.21,23014
23,15,113,74,65.49,39,34.51,23015
23,16,145,92,63.45,53,36.55,23016
23,17,46,25,54.35,21,45.65,23017
23,18,207,134,64.73,73,35.27,23018
23,19,119,83,69.75,36,30.25,23019
23,20,122,84,68.85,38,31.15,23020
23,21,103,68,66.02,35,33.98,23021
23,22,135,97,71.85,38,28.15,23022
23,23,105,77,73.33,28,26.67,23023
23,24,38,16,42.11,22,57.89,23024
23,25,46,21,45.65,25,54.35,23025
23,26,120,75,62.5,45,37.5,23026
23,27,166,101,60.84,65,39.16,23027
23,28,115,80,69.57,35,30.43,23028
23,29,55,31,56.36,24,43.64,23029
23,30,101,79,78.22,22,21.78,23030
23,31,78,52,66.67,26,33.33,23031
23,32,93,53,56.99,40,43.01,23032
23,33,145,92,63.45,53,36.55,23033
23,34,90,57,63.33,33,36.67,23034
23,35,88,59,67.05,29,32.95,23035
23,36,129,87,67.44,42,32.56,23036
23,37,75,42,56.0,33,44.0,23037
23,38,106,75,70.75,31,29.25,23038
23,39,288,208,72.22,80,27.78,23039
23,40,101,62,61.39,39,38.61,23040
23,41,89,56,62.92,33,37.08,23041
23,42,88,59,67.05,29,32.95,23042
23,43,145,95,65.52,50,34.48,23043
23,44,113,84,74.34,29,25.66,23044
23,45,94,54,57.45,40,42.55,23045
23,46,126,80,63.49,46,36.51,23046
23,47,155,97,62.58,58,37.42,23047
23,48,67,46,68.66,21,31.34,23048
23,49,216,144,66.67,72,33.33,23049
24,1,110,54,49.09,56,50.91,24001
24,2,56,34,60.71,22,39.29,24002
24,3,61,27,44.26,34,55.74,24003
24,4,72,47,65.28,25,34.72,24004
24,5,79,44,55.7,35,44.3,24005
24,6,97,54,55.67,43,44.33,24006
24,7,69,38,55.07,31,44.93,24007
24,8,65,37,56.92,28,43.08,24008
24,9,76,37,48.68,39,51.32,24009
24,10,66,42,63.64,24,36.36,24010
24,11,112,64,57.14,48,42.86,24011
24,12,65,28,43.08,37,56.92,24012
24,13,58,28,48.28,30,51.72,24013
24,14,91,54,59.34,37,40.66,24014
24,15,61,31,50.82,30,49.18,24015
24,16,54,28,51.85,26,48.15,24016
24,17,59,30,50.85,29,49.15,24017
24,18,101,55,54.46,46,45.54,24018
24,19,148,73,49.32,75,50.68,24019
24,20,53,29,54.72,24,45.28,24020
24,21,42,27,64.29,15,35.71,24021
24,22,144,82,56.94,62,43.06,24022
24,23,105,55,52.38,50,47.62,24023
24,24,125,65,52.0,60,48.0,24024
24,25,72,35,48.61,37,51.39,24025
24,26,84,46,54.76,38,45.24,24026
24,27,123,61,49.59,62,50.41,24027
24,28,103,63,61.17,40,38.83,24028
24,29,107,62,57.94,45,42.06,24029
24,30,62,28,45.16,34,54.84,24030
24,31,84,52,61.9,32,38.1,24031
24,32,89,50,56.18,39,43.82,24032
24,33,75,25,33.33,50,66.67,24033
24,34,74,39,52.7,35,47.3,24034
24,35,112,64,57.14,48,42.86,24035
24,36,110,52,47.27,58,52.73,24036
24,37,89,51,57.3,38,42.7,24037
24,38,97,55,56.7,42,43.3,24038
24,39,78,45,57.69,33,42.31,24039
24,40,104,57,54.81,47,45.19,24040
24,41,57,29,50.88,28,49.12,24041
24,42,52,30,57.69,22,42.31,24042
24,43,98,51,52.04,47,47.96,24043
24,44,127,78,61.42,49,38.58,24044
24,45,48,31,64.58,17,35.42,24045
24,46,89,52,58.43,37,41.57,24046
24,47,70,38,54.29,32,45.71,24047
24,48,97,50,51.55,47,48.45,24048
24,49,174,87,50.0,87,50.0,24049
24,50,142,78,54.93,64,45.07,24050
25,1,70,26,37.14,44,62.86,25001
25,2,80,27,33.75,53,66.25,25002
25,3,37,16,43.24,21,56.76,25003
25,4,86,29,33.72,57,66.28,25004
25,5,74,41,55.41,33,44.59,25005
25,6,59,25,42.37,34,57.63,25006
25,7,44,21,47.73,23,52.27,25007
25,8,55,24,43.64,31,56.36,25008
25,9,78,32,41.03,46,58.97,25009
25,10,46,15,32.61,31,67.39,25010
25,11,72,25,34.72,47,65.28,25011
25,12,55,23,41.82,32,58.18,25012
25,13,61,27,44.26,34,55.74,25013
25,14,38,18,47.37,20,52.63,25014
25,15,72,29,40.28,43,59.72,25015
25,16,29,19,65.52,10,34.48,25016
25,17,103,45,43.69,58,56.31,25017
25,18,68,28,41.18,40,58.82,25018
25,19,61,32,52.46,29,47.54,25019
25,20,84,38,45.24,46,54.76,25020
25,21,75,24,32.0,51,68.0,25021
25,22,46,14,30.43,32,69.57,25022
25,23,98,38,38.78,60,61.22,25023
25,24,85,35,41.18,50,58.82,25024
25,25,59,22,37.29,37,62.71,25025
25,26,24,7,29.17,17,70.83,25026
25,27,53,26,49.06,27,50.94,25027
25,28,82,32,39.02,50,60.98,25028
25,29,130,53,40.77,77,59.23,25029
25,30,70,30,42.86,40,57.14,25030
26,1,36,14,38.89,22,61.11,26001
26,2,58,19,32.76,39,67.24,26002
26,3,35,17,48.57,18,51.43,26003
26,4,27,9,33.33,18,66.67,26004
26,5,48,17,35.42,31,64.58,26005
26,6,31,11,35.48,20,64.52,26006
26,7,36,21,58.33,15,41.67,26007
26,8,39,18,46.15,21,53.85,26008
26,9,41,24,58.54,17,41.46,26009
26,10,51,23,45.1,28,54.9,26010
26,11,30,11,36.67,19,63.33,26011
26,12,49,18,36.73,31,63.27,26012
26,13,102,30,29.41,72,70.59,26013
26,14,32,17,53.13,15,46.88,26014
26,15,25,12,48.0,13,52.0,26015
26,16,31,19,61.29,12,38.71,26016
26,17,35,11,31.43,24,68.57,26017
26,18,28,10,35.71,18,64.29,26018
26,19,102,33,32.35,69,67.65,26019
26,20,36,15,41.67,21,58.33,26020
26,21,19,9,47.37,10,52.63,26021
26,22,30,8,26.67,22,73.33,26022
26,23,28,8,28.57,20,71.43,26023
26,24,36,15,41.67,21,58.33,26024
26,25,24,11,45.83,13,54.17,26025
26,26,24,9,37.5,15,62.5,26026
26,27,48,22,45.83,26,54.17,26027
26,28,14,10,71.43,4,28.57,26028
26,29,37,7,18.92,30,81.08,26029
26,30,22,10,45.45,12,54.55,26030
26,31,35,19,54.29,16,45.71,26031
26,32,34,11,32.35,23,67.65,26032
26,33,28,9,32.14,19,67.86,26033
26,34,65,18,27.69,47,72.31,26034
26,35,33,14,42.42,19,57.58,26035
26,36,31,23,74.19,8,25.81,26036
26,37,26,15,57.69,11,42.31,26037
26,38,18,10,55.56,8,44.44,26038
26,39,14,7,50.0,7,50.0,26039
26,40,21,7,33.33,14,66.67,26040
26,41,34,12,35.29,22,64.71,26041
26,42,18,5,27.78,13,72.22,26042
26,43,34,17,50.0,17,50.0,26043
26,44,40,16,40.0,24,60.0,26044
26,45,53,19,35.85,34,64.15,26045
26,46,31,8,25.81,23,74.19,26046
26,47,18,11,61.11,7,38.89,26047
26,48,46,22,47.83,24,52.17,26048
26,49,39,15,38.46,24,61.54,26049
26,50,26,13,50.0,13,50.0,26050
26,51,42,25,59.52,17,40.48,26051
26,52,43,19,44.19,24,55.81,26052
26,53,34,12,35.29,22,64.71,26053
27,1,54,12,22.22,42,77.78,27001
27,2,64,25,39.06,39,60.94,27002
27,3,111,49,44.14,62,55.86,27003
27,4,29,17,58.62,12,41.38,27004
27,5,21,11,52.38,10,47.62,27005
27,6,33,3,9.09,30,90.91,27006
27,7,62,23,37.1,39,62.9,27007
27,8,75,37,49.33,38,50.67,27008
27,9,123,66,53.66,57,46.34,27009
27,10,185,89,48.11,96,51.89,27010
27,11,42,15,35.71,27,64.29,27011
27,12,53,18,33.96,35,66.04,27012
27,13,93,28,30.11,65,69.89,27013
27,14,118,62,52.54,56,47.46,27014
27,15,131,59,45.04,72,54.96,27015
27,16,29,9,31.03,20,68.97,27016
27,17,53,17,32.08,36,67.92,27017
27,18,41,19,46.34,22,53.66,27018
27,19,120,54,45.0,66,55.0,27019
27,20,104,26,25.0,78,75.0,27020
27,21,96,22,22.92,74,77.08,27021
27,22,147,52,35.37,95,64.63,27022
27,23,90,39,43.33,51,56.67,27023
27,24,140,46,32.86,94,67.14,27024
27,25,41,19,46.34,22,53.66,27025
27,26,89,42,47.19,47,52.81,27026
27,27,68,24,35.29,44,64.71,27027
27,28,78,29,37.18,49,62.82,27028
27,29,45,17,37.78,28,62.22,27029
27,30,45,17,37.78,28,62.22,27030
27,31,77,33,42.86,44,57.14,27031
27,32,83,33,39.76,50,60.24,27032
27,33,51,25,49.02,26,50.98,27033
27,34,159,62,38.99,97,61.01,27034
27,35,65,19,29.23,46,70.77,27035
27,36,70,30,42.86,40,57.14,27036
27,37,130,42,32.31,88,67.69,27037
27,38,47,18,38.3,29,61.7,27038
27,39,77,16,20.78,61,79.22,27039
27,40,40,17,42.5,23,57.5,27040
27,41,46,10,21.74,36,78.26,27041
27,42,29,11,37.93,18,62.07,27042
27,43,40,17,42.5,23,57.5,27043
27,44,152,82,53.95,70,46.05,27044
27,45,20,9,45.0,11,55.0,27045
28,1,66,31,46.97,35,53.03,28001
28,2,85,40,47.06,45,52.94,28002
28,3,41,16,39.02,25,60.98,28003
28,4,83,41,49.4,42,50.6,28004
28,5,68,26,38.24,42,61.76,28005
28,6,51,24,47.06,27,52.94,28006
28,7,43,22,51.16,21,48.84,28007
28,8,64,32,50.0,32,50.0,28008
28,9,67,32,47.76,35,52.24,28009
28,10,24,14,58.33,10,41.67,28010
28,11,40,26,65.0,14,35.0,28011
28,12,32,19,59.38,13,40.63,28012
28,13,36,23,63.89,13,36.11,28013
28,14,88,42,47.73,46,52.27,28014
28,15,64,37,57.81,27,42.19,28015
28,16,50,28,56.0,22,44.0,28016
28,17,64,32,50.0,32,50.0,28017
28,18,105,47,44.76,58,55.24,28018
28,19,83,34,40.96,49,59.04,28019
28,20,101,59,58.42,42,41.58,28020
28,21,88,50,56.82,38,43.18,28021
28,22,71,39,54.93,32,45.07,28022
28,23,117,52,44.44,65,55.56,28023
28,24,39,21,53.85,18,46.15,28024
28,25,56,26,46.43,30,53.57,28025
28,26,57,23,40.35,34,59.65,28026
28,27,92,37,40.22,55,59.78,28027
28,28,53,29,54.72,24,45.28,28028
28,29,85,28,32.94,57,67.06,28029
28,30,45,25,55.56,20,44.44,28030
28,31,66,34,51.52,32,48.48,28031
28,32,63,34,53.97,29,46.03,28032
28,33,93,51,54.84,42,45.16,28033
