ward,precinct,total,Pamela M. Leeming,Pamela M. Leeming Percent,Terrence M Jordan,Terrence M Jordan Percent,Mary Margaret Burke,Mary Margaret Burke Percent,Sammy W. Lacey Jr.,Sammy W. Lacey Jr. Percent,Rhonda Salle̩,Rhonda Salle̩ Percent,Steve Demitro,Steve Demitro Percent,precinct_id
6,52,87,22,25.29,26,29.89,11,12.64,9,10.34,9,10.34,0,0.0,06052
6,53,123,16,13.01,32,26.02,16,13.01,18,14.63,8,6.5,2,1.63,06053
6,54,117,26,22.22,37,31.62,10,8.55,14,11.97,13,11.11,0,0.0,06054
6,55,94,18,19.15,33,35.11,8,8.51,7,7.45,9,9.57,1,1.06,06055
6,56,92,22,23.91,19,20.65,10,10.87,7,7.61,9,9.78,3,3.26,06056
6,57,131,20,15.27,34,25.95,12,9.16,18,13.74,8,6.11,3,2.29,06057
6,58,183,28,15.3,36,19.67,18,9.84,38,20.77,18,9.84,1,0.55,06058
6,59,122,26,21.31,30,24.59,13,10.66,17,13.93,13,10.66,0,0.0,06059
7,1,251,70,27.89,70,27.89,29,11.55,41,16.33,24,9.56,3,1.2,07001
7,2,133,47,35.34,43,32.33,10,7.52,20,15.04,5,3.76,0,0.0,07002
7,3,132,52,39.39,34,25.76,17,12.88,11,8.33,7,5.3,3,2.27,07003
7,4,77,22,28.57,12,15.58,11,14.29,15,19.48,4,5.19,4,5.19,07004
7,5,65,13,20.0,17,26.15,8,12.31,14,21.54,2,3.08,5,7.69,07005
7,6,81,24,29.63,25,30.86,12,14.81,11,13.58,3,3.7,0,0.0,07006
7,7,68,14,20.59,33,48.53,9,13.24,4,5.88,4,5.88,1,1.47,07007
7,8,26,5,19.23,9,34.62,5,19.23,4,15.38,2,7.69,1,3.85,07008
7,9,224,75,33.48,55,24.55,32,14.29,30,13.39,15,6.7,3,1.34,07009
7,10,135,31,22.96,32,23.7,21,15.56,28,20.74,12,8.89,3,2.22,07010
7,11,135,38,28.15,35,25.93,18,13.33,16,11.85,18,13.33,0,0.0,07011
7,12,132,34,25.76,38,28.79,23,17.42,12,9.09,11,8.33,4,3.03,07012
7,13,198,57,28.79,56,28.28,25,12.63,34,17.17,9,4.55,2,1.01,07013
7,14,129,38,29.46,40,31.01,16,12.4,20,15.5,6,4.65,1,0.78,07014
7,15,106,30,28.3,36,33.96,11,10.38,16,15.09,7,6.6,0,0.0,07015
7,16,121,44,36.36,30,24.79,15,12.4,19,15.7,9,7.44,2,1.65,07016
7,17,57,15,26.32,19,33.33,6,10.53,8,14.04,6,10.53,1,1.75,07017
7,18,149,38,25.5,45,30.2,30,20.13,12,8.05,14,9.4,6,4.03,07018
7,19,150,25,16.67,53,35.33,22,14.67,26,17.33,10,6.67,1,0.67,07019
7,20,27,11,40.74,6,22.22,5,18.52,2,7.41,0,0.0,1,3.7,07020
7,21,87,26,29.89,19,21.84,19,21.84,14,16.09,5,5.75,3,3.45,07021
7,22,64,12,18.75,25,39.06,8,12.5,9,14.06,5,7.81,1,1.56,07022
7,23,87,31,35.63,20,22.99,13,14.94,13,14.94,4,4.6,1,1.15,07023
7,24,211,70,33.18,58,27.49,27,12.8,32,15.17,15,7.11,1,0.47,07024
7,25,213,71,33.33,57,26.76,28,13.15,32,15.02,9,4.23,1,0.47,07025
7,26,127,36,28.35,44,34.65,18,14.17,15,11.81,5,3.94,0,0.0,07026
7,27,203,40,19.7,79,38.92,23,11.33,39,19.21,13,6.4,1,0.49,07027
7,28,94,22,23.4,28,29.79,16,17.02,16,17.02,4,4.26,2,2.13,07028
7,29,84,23,27.38,29,34.52,12,14.29,11,13.1,5,5.95,2,2.38,07029
7,30,132,45,34.09,43,32.58,7,5.3,19,14.39,7,5.3,2,1.52,07030
7,31,131,31,23.66,47,35.88,13,9.92,22,16.79,7,5.34,5,3.82,07031
7,32,61,18,29.51,7,11.48,12,19.67,10,16.39,8,13.11,3,4.92,07032
7,33,97,29,29.9,28,28.87,13,13.4,19,19.59,2,2.06,4,4.12,07033
7,34,38,12,31.58,12,31.58,8,21.05,3,7.89,0,0.0,1,2.63,07034
7,35,159,49,30.82,39,24.53,18,11.32,23,14.47,16,10.06,4,2.52,07035
7,36,108,42,38.89,23,21.3,24,22.22,9,8.33,4,3.7,1,0.93,07036
7,37,156,41,26.28,55,35.26,20,12.82,20,12.82,10,6.41,1,0.64,07037
7,38,175,38,21.71,60,34.29,22,12.57,28,16.0,12,6.86,7,4.0,07038
7,39,277,111,40.07,73,26.35,22,7.94,38,13.72,10,3.61,2,0.72,07039
7,40,140,49,35.0,26,18.57,16,11.43,18,12.86,5,3.57,7,5.0,07040
7,41,84,21,25.0,21,25.0,14,16.67,15,17.86,4,4.76,0,0.0,07041
7,42,137,28,20.44,45,32.85,17,12.41,26,18.98,14,10.22,0,0.0,07042
7,43,110,30,27.27,32,29.09,9,8.18,18,16.36,9,8.18,3,2.73,07043
7,44,170,45,26.47,38,22.35,34,20.0,24,14.12,12,7.06,1,0.59,07044
7,45,175,60,34.29,50,28.57,20,11.43,16,9.14,13,7.43,3,1.71,07045
7,46,75,22,29.33,26,34.67,15,20.0,5,6.67,0,0.0,2,2.67,07046
7,47,79,22,27.85,17,21.52,9,11.39,19,24.05,6,7.59,0,0.0,07047
7,48,97,36,37.11,24,24.74,11,11.34,10,10.31,7,7.22,2,2.06,07048
7,49,203,58,28.57,64,31.53,19,9.36,25,12.32,18,8.87,2,0.99,07049
8,1,144,36,25.0,43,29.86,19,13.19,19,13.19,8,5.56,0,0.0,08001
8,2,63,20,31.75,16,25.4,8,12.7,12,19.05,2,3.17,0,0.0,08002
8,3,201,48,23.88,79,39.3,16,7.96,33,16.42,9,4.48,2,1.0,08003
8,4,287,58,20.21,85,29.62,17,5.92,37,12.89,32,11.15,3,1.05,08004
8,5,298,60,20.13,91,30.54,30,10.07,63,21.14,26,8.72,2,0.67,08005
8,6,140,16,11.43,52,37.14,24,17.14,10,7.14,8,5.71,5,3.57,08006
8,7,106,31,29.25,27,25.47,12,11.32,15,14.15,7,6.6,0,0.0,08007
8,8,163,28,17.18,46,28.22,17,10.43,31,19.02,12,7.36,3,1.84,08008
8,9,184,39,21.2,73,39.67,20,10.87,29,15.76,11,5.98,2,1.09,08009
8,10,188,35,18.62,43,22.87,14,7.45,41,21.81,15,7.98,2,1.06,08010
8,11,119,15,12.61,26,21.85,15,12.61,15,12.61,6,5.04,1,0.84,08011
8,12,106,26,24.53,23,21.7,11,10.38,10,9.43,6,5.66,1,0.94,08012
8,13,77,13,16.88,30,38.96,11,14.29,11,14.29,3,3.9,3,3.9,08013
8,14,79,19,24.05,16,20.25,11,13.92,7,8.86,4,5.06,4,5.06,08014
8,15,108,13,12.04,33,30.56,10,9.26,17,15.74,8,7.41,0,0.0,08015
8,16,164,26,15.85,32,19.51,14,8.54,34,20.73,19,11.59,2,1.22,08016
8,17,153,33,21.57,53,34.64,24,15.69,17,11.11,7,4.58,3,1.96,08017
8,18,59,14,23.73,10,16.95,9,15.25,3,5.08,3,5.08,2,3.39,08018
8,19,174,42,24.14,54,31.03,18,10.34,27,15.52,21,12.07,2,1.15,08019
8,20,205,52,25.37,53,25.85,26,12.68,28,13.66,14,6.83,1,0.49,08020
8,21,110,14,12.73,29,26.36,7,6.36,14,12.73,5,4.55,0,0.0,08021
8,22,111,25,22.52,16,14.41,18,16.22,16,14.41,18,16.22,1,0.9,08022
8,23,104,19,18.27,23,22.12,13,12.5,13,12.5,4,3.85,1,0.96,08023
8,24,138,26,18.84,25,18.12,21,15.22,27,19.57,24,17.39,1,0.72,08024
8,25,119,19,15.97,31,26.05,7,5.88,11,9.24,5,4.2,1,0.84,08025
8,26,70,12,17.14,21,30.0,8,11.43,6,8.57,4,5.71,1,1.43,08026
8,27,153,35,22.88,38,24.84,16,10.46,32,20.92,10,6.54,2,1.31,08027
8,28,242,41,16.94,60,24.79,29,11.98,35,14.46,21,8.68,1,0.41,08028
8,29,115,21,18.26,24,20.87,8,6.96,6,5.22,6,5.22,1,0.87,08029
8,30,94,24,25.53,32,34.04,16,17.02,9,9.57,5,5.32,1,1.06,08030
8,31,84,20,23.81,24,28.57,9,10.71,11,13.1,5,5.95,1,1.19,08031
8,32,191,44,23.04,53,27.75,18,9.42,21,10.99,37,19.37,4,2.09,08032
8,33,160,52,32.5,42,26.25,26,16.25,23,14.38,6,3.75,1,0.63,08033
8,34,157,39,24.84,34,21.66,14,8.92,35,22.29,18,11.46,0,0.0,08034
8,35,165,38,23.03,43,26.06,25,15.15,26,15.76,8,4.85,1,0.61,08035
8,36,136,20,14.71,34,25.0,11,8.09,18,13.24,19,13.97,3,2.21,08036
8,37,136,31,22.79,38,27.94,19,13.97,13,9.56,6,4.41,2,1.47,08037
8,38,102,26,25.49,48,47.06,8,7.84,10,9.8,7,6.86,1,0.98,08038
8,39,138,30,21.74,40,28.99,19,13.77,13,9.42,23,16.67,4,2.9,08039
8,40,97,13,13.4,27,27.84,9,9.28,10,10.31,8,8.25,1,1.03,08040
8,41,96,20,20.83,33,34.38,8,8.33,13,13.54,6,6.25,2,2.08,08041
8,42,135,25,18.52,37,27.41,12,8.89,23,17.04,10,7.41,2,1.48,08042
8,43,59,11,18.64,8,13.56,10,16.95,9,15.25,6,10.17,0,0.0,08043
8,44,103,19,18.45,35,33.98,10,9.71,15,14.56,9,8.74,3,2.91,08044
8,45,85,21,24.71,21,24.71,11,12.94,9,10.59,3,3.53,2,2.35,08045
8,46,134,45,33.58,32,23.88,12,8.96,24,17.91,5,3.73,2,1.49,08046
8,47,155,47,30.32,52,33.55,14,9.03,18,11.61,8,5.16,5,3.23,08047
8,48,112,24,21.43,30,26.79,11,9.82,5,4.46,8,7.14,0,0.0,08048
8,49,167,27,16.17,40,23.95,17,10.18,19,11.38,8,4.79,2,1.2,08049
8,50,128,14,10.94,31,24.22,3,2.34,14,10.94,8,6.25,3,2.34,08050
8,51,160,37,23.13,38,23.75,18,11.25,18,11.25,14,8.75,2,1.25,08051
8,52,135,24,17.78,41,30.37,11,8.15,17,12.59,8,5.93,0,0.0,08052
8,53,134,31,23.13,37,27.61,24,17.91,22,16.42,8,5.97,1,0.75,08053
8,54,123,21,17.07,29,23.58,14,11.38,18,14.63,11,8.94,2,1.63,08054
8,55,77,7,9.09,25,32.47,5,6.49,6,7.79,5,6.49,1,1.3,08055
8,56,125,25,20.0,25,20.0,7,5.6,17,13.6,8,6.4,1,0.8,08056
8,57,125,25,20.0,33,26.4,17,13.6,16,12.8,4,3.2,2,1.6,08057
8,58,156,28,17.95,38,24.36,8,5.13,23,14.74,12,7.69,1,0.64,08058
8,59,68,7,10.29,13,19.12,7,10.29,6,8.82,2,2.94,1,1.47,08059
8,60,152,21,13.82,36,23.68,30,19.74,28,18.42,6,3.95,2,1.32,08060
8,61,102,24,23.53,32,31.37,12,11.76,18,17.65,7,6.86,1,0.98,08061
8,62,206,44,21.36,49,23.79,33,16.02,32,15.53,25,12.14,0,0.0,08062
8,63,154,31,20.13,49,31.82,14,9.09,20,12.99,11,7.14,3,1.95,08063
8,64,104,39,37.5,25,24.04,15,14.42,14,13.46,3,2.88,7,6.73,08064
9,1,145,34,23.45,49,33.79,16,11.03,24,16.55,12,8.28,3,2.07,09001
9,2,119,33,27.73,28,23.53,17,14.29,11,9.24,16,13.45,5,4.2,09002
9,3,44,5,11.36,10,22.73,5,11.36,18,40.91,2,4.55,0,0.0,09003
9,4,140,34,24.29,45,32.14,20,14.29,34,24.29,5,3.57,1,0.71,09004
9,5,131,31,23.66,40,30.53,20,15.27,25,19.08,5,3.82,3,2.29,09005
9,6,196,47,23.98,57,29.08,23,11.73,48,24.49,8,4.08,1,0.51,09006
9,7,126,23,18.25,38,30.16,20,15.87,15,11.9,16,12.7,4,3.17,09007
9,8,112,28,25.0,37,33.04,14,12.5,13,11.61,10,8.93,2,1.79,09008
9,9,176,50,28.41,49,27.84,18,10.23,37,21.02,11,6.25,1,0.57,09009
9,10,116,34,29.31,34,29.31,14,12.07,19,16.38,10,8.62,0,0.0,09010
9,11,83,23,27.71,17,20.48,13,15.66,9,10.84,12,14.46,3,3.61,09011
9,12,95,21,22.11,31,32.63,15,15.79,21,22.11,5,5.26,0,0.0,09012
9,13,199,50,25.13,71,35.68,26,13.07,27,13.57,10,5.03,3,1.51,09013
9,14,177,43,24.29,51,28.81,21,11.86,41,23.16,8,4.52,2,1.13,09014
9,15,110,37,33.64,20,18.18,17,15.45,23,20.91,8,7.27,0,0.0,09015
9,16,155,43,27.74,42,27.1,13,8.39,26,16.77,16,10.32,1,0.65,09016
9,17,81,21,25.93,28,34.57,13,16.05,10,12.35,5,6.17,1,1.23,09017
9,18,122,28,22.95,35,28.69,14,11.48,24,19.67,16,13.11,2,1.64,09018
9,19,141,44,31.21,32,22.7,14,9.93,35,24.82,5,3.55,1,0.71,09019
9,20,162,40,24.69,55,33.95,23,14.2,25,15.43,7,4.32,3,1.85,09020
9,21,143,41,28.67,30,20.98,19,13.29,34,23.78,5,3.5,3,2.1,09021
9,22,211,42,19.91,73,34.6,27,12.8,45,21.33,12,5.69,1,0.47,09022
9,23,97,25,25.77,32,32.99,16,16.49,9,9.28,5,5.15,2,2.06,09023
9,24,79,19,24.05,16,20.25,15,18.99,21,26.58,0,0.0,2,2.53,09024
9,25,83,18,21.69,8,9.64,20,24.1,8,9.64,6,7.23,10,12.05,09025
9,26,63,21,33.33,12,19.05,9,14.29,10,15.87,3,4.76,0,0.0,09026
9,27,99,25,25.25,27,27.27,12,12.12,14,14.14,8,8.08,0,0.0,09027
9,28,39,13,33.33,8,20.51,8,20.51,2,5.13,3,7.69,2,5.13,09028
9,29,66,16,24.24,20,30.3,8,12.12,13,19.7,4,6.06,0,0.0,09029
9,30,67,15,22.39,19,28.36,9,13.43,15,22.39,5,7.46,1,1.49,09030
9,31,107,27,25.23,26,24.3,10,9.35,20,18.69,20,18.69,1,0.93,09031
9,32,186,49,26.34,52,27.96,29,15.59,25,13.44,17,9.14,5,2.69,09032
9,33,76,17,22.37,25,32.89,11,14.47,16,21.05,2,2.63,1,1.32,09033
9,34,121,27,22.31,35,28.93,18,14.88,18,14.88,13,10.74,3,2.48,09034
9,35,259,75,28.96,66,25.48,28,10.81,48,18.53,19,7.34,5,1.93,09035
9,36,152,45,29.61,39,25.66,18,11.84,25,16.45,11,7.24,2,1.32,09036
9,37,95,21,22.11,14,14.74,25,26.32,5,5.26,4,4.21,10,10.53,09037
9,38,112,25,22.32,29,25.89,21,18.75,18,16.07,14,12.5,1,0.89,09038
9,39,208,56,26.92,54,25.96,22,10.58,56,26.92,13,6.25,0,0.0,09039
9,40,227,66,29.07,70,30.84,19,8.37,52,22.91,10,4.41,3,1.32,09040
9,41,136,29,21.32,40,29.41,12,8.82,25,18.38,18,13.24,3,2.21,09041
9,42,51,16,31.37,9,17.65,12,23.53,8,15.69,2,3.92,0,0.0,09042
9,43,56,20,35.71,17,30.36,4,7.14,8,14.29,6,10.71,0,0.0,09043
9,44,64,13,20.31,15,23.44,13,20.31,8,12.5,11,17.19,0,0.0,09044
9,45,215,59,27.44,51,23.72,26,12.09,40,18.6,22,10.23,4,1.86,09045
9,46,64,8,12.5,16,25.0,17,26.56,2,3.13,6,9.38,1,1.56,09046
9,47,166,49,29.52,39,23.49,14,8.43,39,23.49,6,3.61,1,0.6,09047
10,1,97,33,34.02,19,19.59,21,21.65,10,10.31,5,5.15,2,2.06,10001
10,2,40,12,30.0,2,5.0,13,32.5,0,0.0,3,7.5,7,17.5,10002
10,3,78,23,29.49,6,7.69,24,30.77,0,0.0,3,3.85,18,23.08,10003
10,4,48,17,35.42,7,14.58,9,18.75,4,8.33,3,6.25,6,12.5,10004
10,5,65,21,32.31,8,12.31,21,32.31,1,1.54,2,3.08,7,10.77,10005
10,6,114,39,34.21,23,20.18,18,15.79,19,16.67,6,5.26,0,0.0,10006
10,7,62,16,25.81,11,17.74,14,22.58,4,6.45,5,8.06,9,14.52,10007
10,8,55,15,27.27,3,5.45,24,43.64,1,1.82,2,3.64,9,16.36,10008
10,9,62,20,32.26,2,3.23,20,32.26,1,1.61,2,3.23,13,20.97,10009
10,10,61,16,26.23,6,9.84,24,39.34,1,1.64,0,0.0,10,16.39,10010
10,11,62,17,27.42,4,6.45,25,40.32,1,1.61,3,4.84,9,14.52,10011
10,12,48,14,29.17,1,2.08,21,43.75,0,0.0,2,4.17,8,16.67,10012
10,13,100,30,30.0,12,12.0,28,28.0,3,3.0,3,3.0,20,20.0,10013
10,14,59,16,27.12,1,1.69,18,30.51,0,0.0,4,6.78,17,28.81,10014
10,15,23,5,21.74,0,0.0,8,34.78,2,8.7,1,4.35,5,21.74,10015
10,16,63,21,33.33,0,0.0,19,30.16,4,6.35,4,6.35,11,17.46,10016
10,17,59,26,44.07,4,6.78,16,27.12,3,5.08,1,1.69,8,13.56,10017
10,18,34,16,47.06,4,11.76,4,11.76,6,17.65,1,2.94,2,5.88,10018
10,19,72,19,26.39,1,1.39,30,41.67,3,4.17,5,6.94,8,11.11,10019
10,20,50,10,20.0,3,6.0,24,48.0,2,4.0,0,0.0,11,22.0,10020
10,21,63,20,31.75,3,4.76,22,34.92,2,3.17,2,3.17,11,17.46,10021
10,22,54,11,20.37,12,22.22,13,24.07,4,7.41,4,7.41,8,14.81,10022
10,23,40,13,32.5,5,12.5,10,25.0,1,2.5,2,5.0,8,20.0,10023
10,24,65,12,18.46,6,9.23,25,38.46,2,3.08,6,9.23,13,20.0,10024
10,25,68,21,30.88,13,19.12,12,17.65,6,8.82,5,7.35,4,5.88,10025
10,26,37,14,37.84,4,10.81,10,27.03,0,0.0,1,2.7,7,18.92,10026
10,27,73,19,26.03,3,4.11,28,38.36,2,2.74,3,4.11,11,15.07,10027
10,28,87,36,41.38,23,26.44,6,6.9,7,8.05,11,12.64,1,1.15,10028
10,29,91,33,36.26,27,29.67,11,12.09,12,13.19,6,6.59,1,1.1,10029
10,30,57,12,21.05,13,22.81,17,29.82,6,10.53,3,5.26,3,5.26,10030
10,31,62,19,30.65,4,6.45,13,20.97,4,6.45,3,4.84,13,20.97,10031
10,32,51,13,25.49,6,11.76,14,27.45,3,5.88,4,7.84,7,13.73,10032
10,33,55,12,21.82,4,7.27,18,32.73,3,5.45,4,7.27,13,23.64,10033
10,34,48,17,35.42,5,10.42,15,31.25,0,0.0,3,6.25,4,8.33,10034
10,35,61,23,37.7,8,13.11,13,21.31,2,3.28,4,6.56,7,11.48,10035
10,36,71,17,23.94,18,25.35,18,25.35,7,9.86,4,5.63,4,5.63,10036
10,37,45,14,31.11,10,22.22,5,11.11,4,8.89,2,4.44,6,13.33,10037
10,38,63,19,30.16,2,3.17,23,36.51,1,1.59,3,4.76,13,20.63,10038
10,39,64,13,20.31,6,9.38,20,31.25,3,4.69,3,4.69,14,21.88,10039
10,40,64,21,32.81,10,15.63,20,31.25,4,6.25,1,1.56,8,12.5,10040
10,41,80,19,23.75,4,5.0,34,42.5,6,7.5,1,1.25,13,16.25,10041
10,42,54,18,33.33,3,5.56,18,33.33,3,5.56,4,7.41,3,5.56,10042
10,43,30,8,26.67,6,20.0,7,23.33,2,6.67,1,3.33,4,13.33,10043
10,44,55,10,18.18,7,12.73,14,25.45,1,1.82,4,7.27,16,29.09,10044
10,45,61,25,40.98,6,9.84,18,29.51,0,0.0,2,3.28,9,14.75,10045
10,46,45,11,24.44,7,15.56,12,26.67,1,2.22,2,4.44,9,20.0,10046
11,1,111,52,46.85,7,6.31,23,20.72,5,4.5,3,2.7,18,16.22,11001
11,2,101,34,33.66,8,7.92,21,20.79,3,2.97,5,4.95,30,29.7,11002
11,3,67,42,62.69,3,4.48,8,11.94,2,2.99,2,2.99,9,13.43,11003
11,4,81,30,37.04,4,4.94,17,20.99,4,4.94,5,6.17,12,14.81,11004
11,5,55,26,47.27,5,9.09,13,23.64,2,3.64,0,0.0,6,10.91,11005
11,6,113,43,38.05,9,7.96,21,18.58,3,2.65,5,4.42,29,25.66,11006
11,7,93,50,53.76,9,9.68,17,18.28,2,2.15,1,1.08,10,10.75,11007
11,8,95,36,37.89,8,8.42,20,21.05,3,3.16,2,2.11,21,22.11,11008
11,9,74,34,45.95,6,8.11,17,22.97,1,1.35,2,2.7,12,16.22,11009
11,10,56,19,33.93,8,14.29,12,21.43,1,1.79,1,1.79,12,21.43,11010
11,11,104,52,50.0,5,4.81,24,23.08,4,3.85,4,3.85,12,11.54,11011
11,12,104,65,62.5,1,0.96,27,25.96,3,2.88,0,0.0,5,4.81,11012
11,13,89,43,48.31,4,4.49,23,25.84,4,4.49,1,1.12,12,13.48,11013
11,14,60,23,38.33,5,8.33,15,25.0,1,1.67,5,8.33,10,16.67,11014
11,15,90,46,51.11,0,0.0,25,27.78,1,1.11,0,0.0,16,17.78,11015
11,16,111,49,44.14,5,4.5,25,22.52,5,4.5,4,3.6,19,17.12,11016
11,17,140,60,42.86,5,3.57,31,22.14,3,2.14,2,1.43,36,25.71,11017
11,18,62,15,24.19,7,11.29,12,19.35,0,0.0,2,3.23,24,38.71,11018
11,19,62,23,37.1,3,4.84,20,32.26,2,3.23,2,3.23,11,17.74,11019
11,20,98,59,60.2,0,0.0,20,20.41,3,3.06,1,1.02,11,11.22,11020
11,21,128,69,53.91,0,0.0,39,30.47,8,6.25,0,0.0,10,7.81,11021
11,22,88,41,46.59,5,5.68,23,26.14,1,1.14,3,3.41,11,12.5,11022
11,23,76,42,55.26,2,2.63,17,22.37,0,0.0,2,2.63,10,13.16,11023
11,24,242,168,69.42,6,2.48,46,19.01,6,2.48,2,0.83,11,4.55,11024
11,25,72,47,65.28,3,4.17,9,12.5,0,0.0,2,2.78,10,13.89,11025
11,26,123,55,44.72,5,4.07,27,21.95,4,3.25,7,5.69,24,19.51,11026
11,27,57,28,49.12,3,5.26,10,17.54,0,0.0,1,1.75,10,17.54,11027
11,28,64,26,40.63,3,4.69,25,39.06,0,0.0,2,3.13,6,9.38,11028
11,29,93,26,27.96,8,8.6,26,27.96,4,4.3,2,2.15,24,25.81,11029
11,30,84,35,41.67,6,7.14,22,26.19,1,1.19,1,1.19,19,22.62,11030
11,31,82,45,54.88,1,1.22,14,17.07,1,1.22,0,0.0,19,23.17,11031
11,32,72,44,61.11,3,4.17,16,22.22,3,4.17,0,0.0,3,4.17,11032
11,33,58,26,44.83,5,8.62,17,29.31,1,1.72,0,0.0,7,12.07,11033
11,34,50,16,32.0,6,12.0,13,26.0,2,4.0,1,2.0,10,20.0,11034
11,35,112,63,56.25,3,2.68,23,20.54,1,0.89,4,3.57,17,15.18,11035
11,36,22,9,40.91,2,9.09,3,13.64,0,0.0,0,0.0,6,27.27,11036
11,37,117,72,61.54,1,0.85,23,19.66,2,1.71,2,1.71,13,11.11,11037
11,38,141,86,60.99,4,2.84,28,19.86,4,2.84,2,1.42,12,8.51,11038
11,39,136,58,42.65,2,1.47,38,27.94,1,0.74,4,2.94,29,21.32,11039
11,40,61,33,54.1,2,3.28,6,9.84,1,1.64,2,3.28,11,18.03,11040
11,41,57,32,56.14,2,3.51,9,15.79,4,7.02,5,8.77,3,5.26,11041
11,42,69,27,39.13,5,7.25,18,26.09,2,2.9,1,1.45,10,14.49,11042
11,43,83,24,28.92,2,2.41,27,32.53,4,4.82,4,4.82,16,19.28,11043
11,44,88,39,44.32,4,4.55,15,17.05,6,6.82,5,5.68,11,12.5,11044
11,45,36,16,44.44,1,2.78,10,27.78,0,0.0,0,0.0,6,16.67,11045
11,46,70,34,48.57,9,12.86,10,14.29,5,7.14,1,1.43,8,11.43,11046
11,47,74,38,51.35,3,4.05,19,25.68,1,1.35,3,4.05,8,10.81,11047
11,48,40,18,45.0,2,5.0,14,35.0,1,2.5,0,0.0,5,12.5,11048
11,49,72,31,43.06,4,5.56,21,29.17,1,1.39,0,0.0,11,15.28,11049
11,50,55,28,50.91,2,3.64,11,20.0,2,3.64,4,7.27,5,9.09,11050
12,1,71,20,28.17,11,15.49,18,25.35,6,8.45,4,5.63,8,11.27,12001
12,2,62,10,16.13,10,16.13,22,35.48,1,1.61,0,0.0,12,19.35,12002
12,3,50,11,22.0,6,12.0,15,30.0,1,2.0,3,6.0,13,26.0,12003
12,4,30,13,43.33,2,6.67,11,36.67,1,3.33,1,3.33,2,6.67,12004
12,5,49,13,26.53,7,14.29,15,30.61,1,2.04,2,4.08,8,16.33,12005
12,6,58,14,24.14,8,13.79,15,25.86,5,8.62,4,6.9,12,20.69,12006
12,7,88,26,29.55,14,15.91,16,18.18,5,5.68,6,6.82,16,18.18,12007
12,8,96,21,21.88,12,12.5,25,26.04,3,3.13,8,8.33,22,22.92,12008
12,9,42,17,40.48,4,9.52,13,30.95,0,0.0,1,2.38,5,11.9,12009
12,10,82,23,28.05,10,12.2,26,31.71,2,2.44,4,4.88,14,17.07,12010
12,11,127,28,22.05,17,13.39,32,25.2,9,7.09,7,5.51,24,18.9,12011
12,12,64,19,29.69,9,14.06,20,31.25,5,7.81,3,4.69,5,7.81,12012
12,13,97,26,26.8,12,12.37,32,32.99,7,7.22,4,4.12,14,14.43,12013
12,14,47,8,17.02,10,21.28,10,21.28,3,6.38,2,4.26,9,19.15,12014
12,15,58,23,39.66,5,8.62,4,6.9,5,8.62,6,10.34,10,17.24,12015
12,16,42,6,14.29,4,9.52,9,21.43,4,9.52,4,9.52,12,28.57,12016
12,17,80,21,26.25,18,22.5,17,21.25,3,3.75,3,3.75,10,12.5,12017
12,18,91,31,34.07,11,12.09,25,27.47,4,4.4,7,7.69,8,8.79,12018
12,19,77,18,23.38,8,10.39,27,35.06,3,3.9,4,5.19,13,16.88,12019
12,20,46,13,28.26,7,15.22,11,23.91,0,0.0,1,2.17,12,26.09,12020
12,21,70,22,31.43,6,8.57,21,30.0,0,0.0,5,7.14,10,14.29,12021
12,22,59,22,37.29,9,15.25,13,22.03,1,1.69,4,6.78,7,11.86,12022
12,23,58,17,29.31,5,8.62,15,25.86,2,3.45,4,6.9,13,22.41,12023
12,24,71,23,32.39,6,8.45,24,33.8,2,2.82,5,7.04,10,14.08,12024
13,1,180,102,56.67,11,6.11,38,21.11,3,1.67,5,2.78,15,8.33,13001
13,2,131,81,61.83,11,8.4,17,12.98,3,2.29,1,0.76,14,10.69,13002
13,3,118,54,45.76,7,5.93,31,26.27,4,3.39,2,1.69,18,15.25,13003
13,4,239,100,41.84,16,6.69,81,33.89,2,0.84,5,2.09,27,11.3,13004
13,5,157,85,54.14,8,5.1,41,26.11,3,1.91,5,3.18,12,7.64,13005
13,6,100,31,31.0,6,6.0,45,45.0,1,1.0,1,1.0,11,11.0,13006
13,7,147,82,55.78,9,6.12,25,17.01,4,2.72,3,2.04,17,11.56,13007
13,8,183,106,57.92,5,2.73,37,20.22,2,1.09,2,1.09,27,14.75,13008
13,9,143,70,48.95,6,4.2,45,31.47,0,0.0,3,2.1,17,11.89,13009
13,10,77,27,35.06,3,3.9,31,40.26,1,1.3,5,6.49,8,10.39,13010
13,11,83,17,20.48,11,13.25,34,40.96,5,6.02,2,2.41,11,13.25,13011
13,12,131,63,48.09,7,5.34,30,22.9,5,3.82,4,3.05,17,12.98,13012
13,13,209,137,65.55,9,4.31,38,18.18,4,1.91,2,0.96,16,7.66,13013
13,14,140,83,59.29,2,1.43,34,24.29,2,1.43,3,2.14,12,8.57,13014
13,15,218,141,64.68,7,3.21,39,17.89,5,2.29,2,0.92,21,9.63,13015
13,16,186,109,58.6,5,2.69,46,24.73,3,1.61,6,3.23,11,5.91,13016
13,17,163,87,53.37,9,5.52,43,26.38,2,1.23,0,0.0,18,11.04,13017
13,18,119,58,48.74,11,9.24,32,26.89,2,1.68,1,0.84,12,10.08,13018
13,19,163,108,66.26,10,6.13,25,15.34,0,0.0,3,1.84,8,4.91,13019
