ward,precinct,total,Stella B. Black,Stella B. Black Percent,Debra Shore,Debra Shore Percent,Kari K. Steele,Kari K. Steele Percent,Patrick Daley Thompson,Patrick Daley Thompson Percent,Patricia Young,Patricia Young Percent,Patricia Horton,Patricia Horton Percent,precinct_id
6,54,294,48,16.33,36,12.24,85,28.91,30,10.2,34,11.56,61,20.75,06054
6,55,242,43,17.77,29,11.98,73,30.17,24,9.92,33,13.64,40,16.53,06055
6,56,246,39,15.85,33,13.41,65,26.42,28,11.38,27,10.98,54,21.95,06056
6,57,331,46,13.9,40,12.08,93,28.1,45,13.6,32,9.67,75,22.66,06057
6,58,469,54,11.51,56,11.94,164,34.97,64,13.65,46,9.81,85,18.12,06058
6,59,335,50,14.93,45,13.43,96,28.66,37,11.04,35,10.45,72,21.49,06059
7,1,717,128,17.85,125,17.43,175,24.41,84,11.72,81,11.3,124,17.29,07001
7,2,372,61,16.4,65,17.47,84,22.58,49,13.17,49,13.17,64,17.2,07002
7,3,357,65,18.21,65,18.21,77,21.57,47,13.17,43,12.04,60,16.81,07003
7,4,198,30,15.15,42,21.21,33,16.67,21,10.61,40,20.2,32,16.16,07004
7,5,181,37,20.44,32,17.68,32,17.68,23,12.71,31,17.13,26,14.36,07005
7,6,225,41,18.22,39,17.33,50,22.22,30,13.33,31,13.78,34,15.11,07006
7,7,180,44,24.44,31,17.22,31,17.22,17,9.44,30,16.67,27,15.0,07007
7,8,60,14,23.33,9,15.0,15,25.0,5,8.33,6,10.0,11,18.33,07008
7,9,616,91,14.77,116,18.83,151,24.51,78,12.66,82,13.31,98,15.91,07009
7,10,387,74,19.12,60,15.5,80,20.67,61,15.76,48,12.4,64,16.54,07010
7,11,379,71,18.73,67,17.68,93,24.54,37,9.76,51,13.46,60,15.83,07011
7,12,356,69,19.38,62,17.42,71,19.94,47,13.2,52,14.61,55,15.45,07012
7,13,558,99,17.74,100,17.92,131,23.48,52,9.32,89,15.95,87,15.59,07013
7,14,368,67,18.21,68,18.48,84,22.83,44,11.96,46,12.5,59,16.03,07014
7,15,327,60,18.35,59,18.04,81,24.77,29,8.87,49,14.98,49,14.98,07015
7,16,316,59,18.67,54,17.09,71,22.47,36,11.39,43,13.61,53,16.77,07016
7,17,121,30,24.79,23,19.01,17,14.05,17,14.05,14,11.57,20,16.53,07017
7,18,396,65,16.41,67,16.92,78,19.7,40,10.1,72,18.18,74,18.69,07018
7,19,435,87,20.0,55,12.64,97,22.3,44,10.11,63,14.48,89,20.46,07019
7,20,71,9,12.68,15,21.13,16,22.54,11,15.49,8,11.27,12,16.9,07020
7,21,228,48,21.05,42,18.42,44,19.3,27,11.84,29,12.72,38,16.67,07021
7,22,181,34,18.78,32,17.68,35,19.34,18,9.94,30,16.57,32,17.68,07022
7,23,240,34,14.17,45,18.75,53,22.08,36,15.0,38,15.83,34,14.17,07023
7,24,559,109,19.5,92,16.46,115,20.57,74,13.24,78,13.95,91,16.28,07024
7,25,585,110,18.8,101,17.26,125,21.37,79,13.5,71,12.14,99,16.92,07025
7,26,349,65,18.62,61,17.48,72,20.63,39,11.17,50,14.33,62,17.77,07026
7,27,560,108,19.29,88,15.71,114,20.36,49,8.75,84,15.0,117,20.89,07027
7,28,283,46,16.25,45,15.9,57,20.14,32,11.31,46,16.25,57,20.14,07028
7,29,237,46,19.41,52,21.94,49,20.68,18,7.59,23,9.7,49,20.68,07029
7,30,391,71,18.16,64,16.37,88,22.51,54,13.81,58,14.83,56,14.32,07030
7,31,374,68,18.18,63,16.84,83,22.19,45,12.03,57,15.24,58,15.51,07031
7,32,163,25,15.34,32,19.63,33,20.25,22,13.5,25,15.34,26,15.95,07032
7,33,296,54,18.24,48,16.22,67,22.64,33,11.15,42,14.19,52,17.57,07033
7,34,109,23,21.1,20,18.35,24,22.02,13,11.93,13,11.93,16,14.68,07034
7,35,425,73,17.18,86,20.24,105,24.71,53,12.47,47,11.06,61,14.35,07035
7,36,308,57,18.51,52,16.88,77,25.0,41,13.31,41,13.31,40,12.99,07036
7,37,448,89,19.87,78,17.41,91,20.31,55,12.28,61,13.62,74,16.52,07037
7,38,481,99,20.58,81,16.84,97,20.17,44,9.15,73,15.18,87,18.09,07038
7,39,756,110,14.55,155,20.5,180,23.81,99,13.1,90,11.9,122,16.14,07039
7,40,397,69,17.38,86,21.66,93,23.43,42,10.58,49,12.34,58,14.61,07040
7,41,242,43,17.77,39,16.12,52,21.49,22,9.09,40,16.53,46,19.01,07041
7,42,416,81,19.47,62,14.9,75,18.03,47,11.3,64,15.38,87,20.91,07042
7,43,299,51,17.06,44,14.72,71,23.75,30,10.03,42,14.05,61,20.4,07043
7,44,448,85,18.97,83,18.53,93,20.76,59,13.17,69,15.4,59,13.17,07044
7,45,494,77,15.59,92,18.62,117,23.68,68,13.77,62,12.55,78,15.79,07045
7,46,195,37,18.97,30,15.38,28,14.36,31,15.9,41,21.03,28,14.36,07046
7,47,243,45,18.52,47,19.34,58,23.87,22,9.05,37,15.23,34,13.99,07047
7,48,267,52,19.48,49,18.35,52,19.48,31,11.61,35,13.11,48,17.98,07048
7,49,589,108,18.34,106,18.0,135,22.92,62,10.53,69,11.71,109,18.51,07049
8,1,429,73,17.02,76,17.72,106,24.71,58,13.52,48,11.19,68,15.85,08001
8,2,174,35,20.11,33,18.97,44,25.29,18,10.34,14,8.05,30,17.24,08002
8,3,554,99,17.87,89,16.06,138,24.91,62,11.19,67,12.09,99,17.87,08003
8,4,811,111,13.69,147,18.13,220,27.13,113,13.93,85,10.48,135,16.65,08004
8,5,862,166,19.26,128,14.85,216,25.06,85,9.86,110,12.76,157,18.21,08005
8,6,369,71,19.24,57,15.45,84,22.76,50,13.55,54,14.63,53,14.36,08006
8,7,286,48,16.78,53,18.53,69,24.13,31,10.84,39,13.64,46,16.08,08007
8,8,442,81,18.33,62,14.03,118,26.7,61,13.8,50,11.31,70,15.84,08008
8,9,514,91,17.7,91,17.7,126,24.51,42,8.17,60,11.67,104,20.23,08009
8,10,538,79,14.68,90,16.73,156,29.0,59,10.97,60,11.15,94,17.47,08010
8,11,320,46,14.38,69,21.56,81,25.31,55,17.19,35,10.94,34,10.63,08011
8,12,279,35,12.54,65,23.3,68,24.37,50,17.92,30,10.75,31,11.11,08012
8,13,196,35,17.86,33,16.84,48,24.49,25,12.76,28,14.29,27,13.78,08013
8,14,204,34,16.67,43,21.08,50,24.51,30,14.71,25,12.25,22,10.78,08014
8,15,276,41,14.86,47,17.03,73,26.45,36,13.04,38,13.77,41,14.86,08015
8,16,459,63,13.73,68,14.81,128,27.89,55,11.98,64,13.94,81,17.65,08016
8,17,365,70,19.18,57,15.62,91,24.93,40,10.96,42,11.51,65,17.81,08017
8,18,158,27,17.09,32,20.25,37,23.42,29,18.35,15,9.49,18,11.39,08018
8,19,480,88,18.33,85,17.71,125,26.04,40,8.33,63,13.13,79,16.46,08019
8,20,537,89,16.57,103,19.18,137,25.51,67,12.48,56,10.43,85,15.83,08020
8,21,309,40,12.94,63,20.39,75,24.27,44,14.24,41,13.27,46,14.89,08021
8,22,297,54,18.18,59,19.87,63,21.21,41,13.8,30,10.1,50,16.84,08022
8,23,267,46,17.23,51,19.1,55,20.6,52,19.48,36,13.48,27,10.11,08023
8,24,373,60,16.09,56,15.01,91,24.4,35,9.38,52,13.94,79,21.18,08024
8,25,332,48,14.46,70,21.08,85,25.6,45,13.55,35,10.54,49,14.76,08025
8,26,185,31,16.76,33,17.84,45,24.32,27,14.59,18,9.73,31,16.76,08026
8,27,439,73,16.63,83,18.91,101,23.01,43,9.79,67,15.26,72,16.4,08027
8,28,652,86,13.19,133,20.4,172,26.38,87,13.34,78,11.96,96,14.72,08028
8,29,305,50,16.39,75,24.59,78,25.57,50,16.39,23,7.54,29,9.51,08029
8,30,251,51,20.32,42,16.73,56,22.31,26,10.36,28,11.16,48,19.12,08030
8,31,235,47,20.0,43,18.3,53,22.55,19,8.09,31,13.19,42,17.87,08031
8,32,534,102,19.1,92,17.23,122,22.85,37,6.93,69,12.92,112,20.97,08032
8,33,415,82,19.76,69,16.63,100,24.1,44,10.6,59,14.22,61,14.7,08033
8,34,401,80,19.95,76,18.95,96,23.94,42,10.47,57,14.21,50,12.47,08034
8,35,460,66,14.35,84,18.26,116,25.22,65,14.13,52,11.3,77,16.74,08035
8,36,368,58,15.76,70,19.02,80,21.74,51,13.86,44,11.96,65,17.66,08036
8,37,338,70,20.71,62,18.34,81,23.96,40,11.83,40,11.83,45,13.31,08037
8,38,258,52,20.16,41,15.89,58,22.48,35,13.57,35,13.57,37,14.34,08038
8,39,380,72,18.95,70,18.42,80,21.05,36,9.47,51,13.42,71,18.68,08039
8,40,267,54,20.22,46,17.23,57,21.35,47,17.6,24,8.99,39,14.61,08040
8,41,267,53,19.85,37,13.86,61,22.85,28,10.49,34,12.73,54,20.22,08041
8,42,422,75,17.77,75,17.77,100,23.7,48,11.37,56,13.27,68,16.11,08042
8,43,165,27,16.36,25,15.15,44,26.67,20,12.12,20,12.12,29,17.58,08043
8,44,283,55,19.43,40,14.13,58,20.49,25,8.83,49,17.31,56,19.79,08044
8,45,218,28,12.84,40,18.35,56,25.69,32,14.68,30,13.76,32,14.68,08045
8,46,362,68,18.78,67,18.51,83,22.93,39,10.77,48,13.26,57,15.75,08046
8,47,403,89,22.08,58,14.39,90,22.33,54,13.4,43,10.67,69,17.12,08047
8,48,301,39,12.96,56,18.6,77,25.58,40,13.29,44,14.62,45,14.95,08048
8,49,462,64,13.85,89,19.26,126,27.27,71,15.37,51,11.04,61,13.2,08049
8,50,331,39,11.78,67,20.24,101,30.51,52,15.71,25,7.55,47,14.2,08050
8,51,448,61,13.62,80,17.86,124,27.68,52,11.61,48,10.71,83,18.53,08051
8,52,382,71,18.59,67,17.54,101,26.44,45,11.78,40,10.47,58,15.18,08052
8,53,377,68,18.04,57,15.12,88,23.34,37,9.81,61,16.18,66,17.51,08053
8,54,323,41,12.69,57,17.65,90,27.86,46,14.24,41,12.69,48,14.86,08054
8,55,209,34,16.27,39,18.66,54,25.84,33,15.79,29,13.88,20,9.57,08055
8,56,323,58,17.96,68,21.05,74,22.91,46,14.24,36,11.15,41,12.69,08056
8,57,338,43,12.72,65,19.23,84,24.85,43,12.72,49,14.5,54,15.98,08057
8,58,421,67,15.91,82,19.48,113,26.84,55,13.06,42,9.98,62,14.73,08058
8,59,197,30,15.23,45,22.84,49,24.87,32,16.24,18,9.14,23,11.68,08059
8,60,380,66,17.37,79,20.79,82,21.58,40,10.53,49,12.89,64,16.84,08060
8,61,284,60,21.13,44,15.49,59,20.77,26,9.15,38,13.38,57,20.07,08061
8,62,474,104,21.94,73,15.4,112,23.63,50,10.55,49,10.34,86,18.14,08062
8,63,444,85,19.14,73,16.44,107,24.1,45,10.14,58,13.06,76,17.12,08063
8,64,269,49,18.22,46,17.1,73,27.14,36,13.38,29,10.78,36,13.38,08064
9,1,425,84,19.76,64,15.06,96,22.59,37,8.71,58,13.65,86,20.24,09001
9,2,306,55,17.97,56,18.3,57,18.63,36,11.76,55,17.97,47,15.36,09002
9,3,82,13,15.85,16,19.51,22,26.83,8,9.76,11,13.41,12,14.63,09003
9,4,366,58,15.85,69,18.85,77,21.04,45,12.3,57,15.57,60,16.39,09004
9,5,335,63,18.81,53,15.82,70,20.9,41,12.24,42,12.54,66,19.7,09005
9,6,543,98,18.05,82,15.1,126,23.2,48,8.84,77,14.18,112,20.63,09006
9,7,324,59,18.21,63,19.44,66,20.37,36,11.11,48,14.81,52,16.05,09007
9,8,290,52,17.93,39,13.45,63,21.72,36,12.41,42,14.48,58,20.0,09008
9,9,474,84,17.72,71,14.98,127,26.79,37,7.81,65,13.71,90,18.99,09009
9,10,305,59,19.34,49,16.07,72,23.61,26,8.52,36,11.8,63,20.66,09010
9,11,205,30,14.63,43,20.98,48,23.41,31,15.12,23,11.22,30,14.63,09011
9,12,261,45,17.24,36,13.79,53,20.31,24,9.2,47,18.01,56,21.46,09012
9,13,578,115,19.9,91,15.74,115,19.9,65,11.25,91,15.74,101,17.47,09013
9,14,464,88,18.97,73,15.73,111,23.92,40,8.62,71,15.3,81,17.46,09014
9,15,275,43,15.64,58,21.09,62,22.55,45,16.36,38,13.82,29,10.55,09015
9,16,409,73,17.85,80,19.56,83,20.29,49,11.98,56,13.69,68,16.63,09016
9,17,232,41,17.67,41,17.67,48,20.69,30,12.93,35,15.09,37,15.95,09017
9,18,320,50,15.63,51,15.94,69,21.56,39,12.19,52,16.25,59,18.44,09018
9,19,394,68,17.26,75,19.04,92,23.35,46,11.68,57,14.47,56,14.21,09019
9,20,423,73,17.26,69,16.31,86,20.33,38,8.98,71,16.78,86,20.33,09020
9,21,371,78,21.02,66,17.79,79,21.29,43,11.59,52,14.02,53,14.29,09021
9,22,547,102,18.65,93,17.0,139,25.41,51,9.32,78,14.26,84,15.36,09022
9,23,258,51,19.77,45,17.44,49,18.99,29,11.24,36,13.95,48,18.6,09023
9,24,179,29,16.2,24,13.41,51,28.49,23,12.85,31,17.32,21,11.73,09024
9,25,205,28,13.66,40,19.51,41,20.0,26,12.68,28,13.66,42,20.49,09025
9,26,170,22,12.94,32,18.82,38,22.35,31,18.24,26,15.29,21,12.35,09026
9,27,266,47,17.67,41,15.41,49,18.42,30,11.28,53,19.92,46,17.29,09027
9,28,94,14,14.89,14,14.89,15,15.96,13,13.83,16,17.02,22,23.4,09028
9,29,184,40,21.74,38,20.65,37,20.11,17,9.24,27,14.67,25,13.59,09029
9,30,194,29,14.95,37,19.07,42,21.65,26,13.4,26,13.4,34,17.53,09030
9,31,281,66,23.49,53,18.86,58,20.64,26,9.25,42,14.95,36,12.81,09031
9,32,532,101,18.98,83,15.6,125,23.5,64,12.03,66,12.41,93,17.48,09032
9,33,197,30,15.23,41,20.81,44,22.34,24,12.18,31,15.74,27,13.71,09033
9,34,302,60,19.87,49,16.23,66,21.85,29,9.6,52,17.22,46,15.23,09034
9,35,750,133,17.73,115,15.33,178,23.73,68,9.07,111,14.8,145,19.33,09035
9,36,379,71,18.73,63,16.62,98,25.86,37,9.76,41,10.82,69,18.21,09036
9,37,278,34,12.23,48,17.27,51,18.35,51,18.35,40,14.39,54,19.42,09037
9,38,267,57,21.35,39,14.61,61,22.85,23,8.61,37,13.86,50,18.73,09038
9,39,582,116,19.93,100,17.18,123,21.13,69,11.86,72,12.37,102,17.53,09039
9,40,621,123,19.81,105,16.91,143,23.03,60,9.66,81,13.04,109,17.55,09040
9,41,349,52,14.9,67,19.2,90,25.79,36,10.32,49,14.04,55,15.76,09041
9,42,146,30,20.55,28,19.18,26,17.81,20,13.7,20,13.7,22,15.07,09042
9,43,156,35,22.44,25,16.03,30,19.23,15,9.62,26,16.67,25,16.03,09043
9,44,184,36,19.57,32,17.39,42,22.83,27,14.67,21,11.41,26,14.13,09044
9,45,566,94,16.61,98,17.31,135,23.85,74,13.07,81,14.31,84,14.84,09045
9,46,158,25,15.82,24,15.19,33,20.89,22,13.92,24,15.19,30,18.99,09046
9,47,413,72,17.43,61,14.77,106,25.67,42,10.17,43,10.41,89,21.55,09047
10,1,262,47,17.94,49,18.7,48,18.32,44,16.79,34,12.98,40,15.27,10001
10,2,120,10,8.33,22,18.33,17,14.17,24,20.0,20,16.67,27,22.5,10002
10,3,212,25,11.79,40,18.87,27,12.74,45,21.23,38,17.92,37,17.45,10003
10,4,119,15,12.61,27,22.69,21,17.65,20,16.81,16,13.45,20,16.81,10004
10,5,167,22,13.17,33,19.76,24,14.37,37,22.16,29,17.37,22,13.17,10005
10,6,326,58,17.79,59,18.1,67,20.55,39,11.96,51,15.64,52,15.95,10006
10,7,160,23,14.38,31,19.38,19,11.88,26,16.25,28,17.5,33,20.63,10007
10,8,150,13,8.67,25,16.67,17,11.33,38,25.33,31,20.67,26,17.33,10008
10,9,159,11,6.92,31,19.5,28,17.61,35,22.01,25,15.72,29,18.24,10009
10,10,146,13,8.9,27,18.49,25,17.12,31,21.23,27,18.49,23,15.75,10010
10,11,179,21,11.73,35,19.55,24,13.41,39,21.79,35,19.55,25,13.97,10011
10,12,113,8,7.08,23,20.35,15,13.27,28,24.78,20,17.7,19,16.81,10012
10,13,246,23,9.35,45,18.29,41,16.67,55,22.36,45,18.29,37,15.04,10013
10,14,142,10,7.04,21,14.79,20,14.08,40,28.17,26,18.31,25,17.61,10014
10,15,64,8,12.5,12,18.75,6,9.38,11,17.19,14,21.88,13,20.31,10015
10,16,175,15,8.57,42,24.0,27,15.43,40,22.86,25,14.29,26,14.86,10016
10,17,158,17,10.76,33,20.89,25,15.82,32,20.25,27,17.09,24,15.19,10017
10,18,94,15,15.96,18,19.15,15,15.96,19,20.21,12,12.77,15,15.96,10018
10,19,179,13,7.26,32,17.88,22,12.29,43,24.02,34,18.99,35,19.55,10019
10,20,138,23,16.67,22,15.94,20,14.49,35,25.36,17,12.32,21,15.22,10020
10,21,149,10,6.71,32,21.48,28,18.79,42,28.19,18,12.08,19,12.75,10021
10,22,138,26,18.84,20,14.49,25,18.12,17,12.32,20,14.49,30,21.74,10022
10,23,103,13,12.62,20,19.42,20,19.42,18,17.48,14,13.59,18,17.48,10023
10,24,167,10,5.99,33,19.76,27,16.17,37,22.16,35,20.96,25,14.97,10024
10,25,160,29,18.13,30,18.75,24,15.0,22,13.75,25,15.63,30,18.75,10025
10,26,114,10,8.77,26,22.81,21,18.42,26,22.81,15,13.16,16,14.04,10026
10,27,200,19,9.5,47,23.5,32,16.0,42,21.0,27,13.5,33,16.5,10027
10,28,232,43,18.53,38,16.38,51,21.98,34,14.66,36,15.52,30,12.93,10028
10,29,236,53,22.46,40,16.95,43,18.22,23,9.75,38,16.1,39,16.53,10029
10,30,133,19,14.29,23,17.29,24,18.05,20,15.04,20,15.04,27,20.3,10030
10,31,144,19,13.19,22,15.28,22,15.28,31,21.53,19,13.19,31,21.53,10031
10,32,127,15,11.81,33,25.98,15,11.81,25,19.69,19,14.96,20,15.75,10032
10,33,120,11,9.17,24,20.0,17,14.17,26,21.67,22,18.33,20,16.67,10033
10,34,118,12,10.17,21,17.8,24,20.34,24,20.34,23,19.49,14,11.86,10034
10,35,166,22,13.25,33,19.88,30,18.07,27,16.27,31,18.67,23,13.86,10035
10,36,197,30,15.23,35,17.77,30,15.23,32,16.24,33,16.75,37,18.78,10036
10,37,109,20,18.35,24,22.02,16,14.68,16,14.68,18,16.51,15,13.76,10037
10,38,178,18,10.11,35,19.66,26,14.61,41,23.03,31,17.42,27,15.17,10038
10,39,157,19,12.1,30,19.11,21,13.38,33,21.02,25,15.92,29,18.47,10039
10,40,146,24,16.44,29,19.86,21,14.38,31,21.23,16,10.96,25,17.12,10040
10,41,206,18,8.74,39,18.93,29,14.08,48,23.3,35,16.99,37,17.96,10041
10,42,159,18,11.32,30,18.87,27,16.98,28,17.61,31,19.5,25,15.72,10042
10,43,82,15,18.29,18,21.95,13,15.85,7,8.54,12,14.63,17,20.73,10043
10,44,149,13,8.72,34,22.82,23,15.44,40,26.85,14,9.4,25,16.78,10044
10,45,163,15,9.2,32,19.63,27,16.56,39,23.93,26,15.95,24,14.72,10045
10,46,134,12,8.96,21,15.67,19,14.18,32,23.88,23,17.16,27,20.15,10046
11,1,323,18,5.57,72,22.29,68,21.05,111,34.37,29,8.98,25,7.74,11001
11,2,231,26,11.26,41,17.75,34,14.72,64,27.71,39,16.88,27,11.69,11002
11,3,182,8,4.4,53,29.12,39,21.43,54,29.67,17,9.34,11,6.04,11003
11,4,185,15,8.11,36,19.46,25,13.51,56,30.27,27,14.59,26,14.05,11004
11,5,141,11,7.8,26,18.44,26,18.44,34,24.11,24,17.02,20,14.18,11005
11,6,299,24,8.03,71,23.75,55,18.39,63,21.07,50,16.72,36,12.04,11006
11,7,275,28,10.18,64,23.27,53,19.27,84,30.55,25,9.09,21,7.64,11007
11,8,221,15,6.79,36,16.29,35,15.84,72,32.58,30,13.57,33,14.93,11008
11,9,208,8,3.85,46,22.12,42,20.19,77,37.02,20,9.62,15,7.21,11009
11,10,122,8,6.56,18,14.75,18,14.75,44,36.07,19,15.57,15,12.3,11010
11,11,265,12,4.53,57,21.51,54,20.38,87,32.83,27,10.19,28,10.57,11011
11,12,275,5,1.82,75,27.27,67,24.36,95,34.55,19,6.91,14,5.09,11012
11,13,238,20,8.4,57,23.95,51,21.43,72,30.25,22,9.24,16,6.72,11013
11,14,169,11,6.51,38,22.49,35,20.71,55,32.54,16,9.47,14,8.28,11014
11,15,240,8,3.33,51,21.25,47,19.58,87,36.25,25,10.42,22,9.17,11015
11,16,290,23,7.93,58,20.0,62,21.38,92,31.72,21,7.24,34,11.72,11016
11,17,351,21,5.98,82,23.36,66,18.8,99,28.21,38,10.83,45,12.82,11017
11,18,140,10,7.14,20,14.29,22,15.71,42,30.0,21,15.0,25,17.86,11018
11,19,156,17,10.9,34,21.79,28,17.95,42,26.92,22,14.1,13,8.33,11019
11,20,280,9,3.21,70,25.0,60,21.43,104,37.14,19,6.79,18,6.43,11020
11,21,354,6,1.69,89,25.14,72,20.34,134,37.85,30,8.47,23,6.5,11021
11,22,242,5,2.07,53,21.9,53,21.9,96,39.67,19,7.85,16,6.61,11022
11,23,185,9,4.86,38,20.54,37,20.0,73,39.46,14,7.57,14,7.57,11023
11,24,678,17,2.51,167,24.63,165,24.34,262,38.64,39,5.75,28,4.13,11024
11,25,221,15,6.79,57,25.79,52,23.53,68,30.77,16,7.24,13,5.88,11025
11,26,308,24,7.79,74,24.03,68,22.08,97,31.49,23,7.47,22,7.14,11026
11,27,185,16,8.65,42,22.7,41,22.16,57,30.81,15,8.11,14,7.57,11027
11,28,169,9,5.33,39,23.08,30,17.75,51,30.18,21,12.43,19,11.24,11028
11,29,237,18,7.59,35,14.77,31,13.08,79,33.33,39,16.46,35,14.77,11029
11,30,212,16,7.55,46,21.7,38,17.92,52,24.53,31,14.62,29,13.68,11030
11,31,213,4,1.88,57,26.76,53,24.88,84,39.44,8,3.76,7,3.29,11031
11,32,187,4,2.14,51,27.27,43,22.99,69,36.9,11,5.88,9,4.81,11032
11,33,191,6,3.14,45,23.56,39,20.42,65,34.03,20,10.47,16,8.38,11033
11,34,172,12,6.98,36,20.93,27,15.7,59,34.3,19,11.05,19,11.05,11034
11,35,306,14,4.58,79,25.82,71,23.2,104,33.99,23,7.52,15,4.9,11035
11,36,48,7,14.58,10,20.83,9,18.75,14,29.17,6,12.5,2,4.17,11036
11,37,330,9,2.73,91,27.58,80,24.24,125,37.88,12,3.64,13,3.94,11037
11,38,404,20,4.95,101,25.0,100,24.75,136,33.66,31,7.67,16,3.96,11038
11,39,380,16,4.21,82,21.58,74,19.47,144,37.89,37,9.74,27,7.11,11039
11,40,165,7,4.24,40,24.24,34,20.61,60,36.36,15,9.09,9,5.45,11040
11,41,163,8,4.91,47,28.83,34,20.86,51,31.29,11,6.75,12,7.36,11041
11,42,174,10,5.75,31,17.82,29,16.67,64,36.78,18,10.34,22,12.64,11042
11,43,214,21,9.81,41,19.16,36,16.82,74,34.58,24,11.21,18,8.41,11043
11,44,219,17,7.76,52,23.74,41,18.72,57,26.03,26,11.87,26,11.87,11044
11,45,108,6,5.56,20,18.52,22,20.37,30,27.78,18,16.67,12,11.11,11045
11,46,268,12,4.48,68,25.37,70,26.12,93,34.7,12,4.48,13,4.85,11046
11,47,219,10,4.57,51,23.29,46,21.0,72,32.88,19,8.68,21,9.59,11047
11,48,109,4,3.67,23,21.1,24,22.02,38,34.86,11,10.09,9,8.26,11048
11,49,198,6,3.03,43,21.72,44,22.22,62,31.31,21,10.61,22,11.11,11049
11,50,174,16,9.2,37,21.26,32,18.39,50,28.74,23,13.22,16,9.2,11050
12,1,154,29,18.83,22,14.29,13,8.44,35,22.73,31,20.13,24,15.58,12001
12,2,140,17,12.14,23,16.43,16,11.43,34,24.29,21,15.0,29,20.71,12002
12,3,111,15,13.51,12,10.81,14,12.61,30,27.03,18,16.22,22,19.82,12003
12,4,65,11,16.92,9,13.85,6,9.23,14,21.54,11,16.92,14,21.54,12004
12,5,98,12,12.24,18,18.37,11,11.22,24,24.49,21,21.43,12,12.24,12005
12,6,137,31,22.63,22,16.06,16,11.68,28,20.44,25,18.25,15,10.95,12006
12,7,189,37,19.58,34,17.99,19,10.05,48,25.4,28,14.81,23,12.17,12007
12,8,212,25,11.79,27,12.74,22,10.38,80,37.74,26,12.26,32,15.09,12008
12,9,90,15,16.67,14,15.56,13,14.44,19,21.11,15,16.67,14,15.56,12009
12,10,189,24,12.7,30,15.87,28,14.81,46,24.34,33,17.46,28,14.81,12010
12,11,240,39,16.25,40,16.67,30,12.5,54,22.5,47,19.58,30,12.5,12011
12,12,135,31,22.96,18,13.33,9,6.67,30,22.22,19,14.07,28,20.74,12012
12,13,222,40,18.02,36,16.22,19,8.56,57,25.68,38,17.12,32,14.41,12013
12,14,116,16,13.79,17,14.66,10,8.62,27,23.28,23,19.83,23,19.83,12014
12,15,110,17,15.45,13,11.82,15,13.64,18,16.36,26,23.64,21,19.09,12015
12,16,99,15,15.15,22,22.22,7,7.07,18,18.18,16,16.16,21,21.21,12016
12,17,168,36,21.43,21,12.5,24,14.29,33,19.64,32,19.05,22,13.1,12017
12,18,230,39,16.96,42,18.26,24,10.43,34,14.78,47,20.43,44,19.13,12018
12,19,180,26,14.44,23,12.78,22,12.22,42,23.33,30,16.67,37,20.56,12019
12,20,78,6,7.69,12,15.38,11,14.1,25,32.05,9,11.54,15,19.23,12020
12,21,151,28,18.54,29,19.21,13,8.61,35,23.18,26,17.22,20,13.25,12021
12,22,114,18,15.79,17,14.91,10,8.77,25,21.93,20,17.54,24,21.05,12022
12,23,124,12,9.68,26,20.97,9,7.26,26,20.97,27,21.77,24,19.35,12023
12,24,145,16,11.03,21,14.48,27,18.62,34,23.45,25,17.24,22,15.17,12024
13,1,480,29,6.04,120,25.0,110,22.92,141,29.38,43,8.96,37,7.71,13001
13,2,358,25,6.98,97,27.09,86,24.02,93,25.98,29,8.1,28,7.82,13002
13,3,296,28,9.46,68,22.97,50,16.89,67,22.64,44,14.86,39,13.18,13003
13,4,632,32,5.06,146,23.1,122,19.3,184,29.11,84,13.29,64,10.13,13004
13,5,415,37,8.92,89,21.45,90,21.69,109,26.27,42,10.12,48,11.57,13005
13,6,253,21,8.3,53,20.95,45,17.79,75,29.64,37,14.62,22,8.7,13006
13,7,388,28,7.22,99,25.52,83,21.39,95,24.48,45,11.6,38,9.79,13007
13,8,486,24,4.94,123,25.31,105,21.6,130,26.75,58,11.93,46,9.47,13008
13,9,361,33,9.14,77,21.33,76,21.05,101,27.98,38,10.53,36,9.97,13009
13,10,217,26,11.98,47,21.66,42,19.35,49,22.58,25,11.52,28,12.9,13010
13,11,223,13,5.83,46,20.63,37,16.59,55,24.66,42,18.83,30,13.45,13011
13,12,352,28,7.95,76,21.59,72,20.45,100,28.41,44,12.5,32,9.09,13012
13,13,573,31,5.41,157,27.4,142,24.78,164,28.62,45,7.85,34,5.93,13013
13,14,378,27,7.14,90,23.81,89,23.54,95,25.13,36,9.52,41,10.85,13014
13,15,572,38,6.64,149,26.05,138,24.13,159,27.8,58,10.14,30,5.24,13015
13,16,494,29,5.87,131,26.52,117,23.68,144,29.15,39,7.89,34,6.88,13016
13,17,432,22,5.09,107,24.77,98,22.69,116,26.85,50,11.57,39,9.03,13017
13,18,297,26,8.75,60,20.2,60,20.2,82,27.61,45,15.15,24,8.08,13018
13,19,423,28,6.62,123,29.08,95,22.46,110,26.0,37,8.75,30,7.09,13019
13,20,295,29,9.83,63,21.36,47,15.93,71,24.07,46,15.59,39,13.22,13020
13,21,283,35,12.37,43,15.19,51,18.02,59,20.85,47,16.61,48,16.96,13021
13,22,315,26,8.25,73,23.17,66,20.95,78,24.76,35,11.11,37,11.75,13022
