ward,precinct,total,Mary Jane Theis,Mary Jane Theis Percent,Aurelia Marie Pucinski,Aurelia Marie Pucinski Percent,Joy Virginia Cunningham,Joy Virginia Cunningham Percent,Thomas W. Flannigan,Thomas W. Flannigan Percent,precinct_id
8,57,132,49,37.12,19,14.39,61,46.21,3,2.27,08057
8,58,171,66,38.6,26,15.2,73,42.69,6,3.51,08058
8,59,79,39,49.37,9,11.39,26,32.91,5,6.33,08059
8,60,163,58,35.58,25,15.34,69,42.33,11,6.75,08060
8,61,116,39,33.62,26,22.41,47,40.52,4,3.45,08061
8,62,219,73,33.33,35,15.98,97,44.29,14,6.39,08062
8,63,171,61,35.67,25,14.62,75,43.86,10,5.85,08063
8,64,120,53,44.17,19,15.83,40,33.33,8,6.67,08064
9,1,161,65,40.37,27,16.77,62,38.51,7,4.35,09001
9,2,132,51,38.64,20,15.15,48,36.36,13,9.85,09002
9,3,45,11,24.44,0,0.0,29,64.44,5,11.11,09003
9,4,156,60,38.46,16,10.26,72,46.15,8,5.13,09004
9,5,145,63,43.45,27,18.62,46,31.72,9,6.21,09005
9,6,221,74,33.48,40,18.1,94,42.53,13,5.88,09006
9,7,141,50,35.46,31,21.99,53,37.59,7,4.96,09007
9,8,129,38,29.46,20,15.5,65,50.39,6,4.65,09008
9,9,197,61,30.96,36,18.27,92,46.7,8,4.06,09009
9,10,124,49,39.52,20,16.13,48,38.71,7,5.65,09010
9,11,92,31,33.7,20,21.74,33,35.87,8,8.7,09011
9,12,107,40,37.38,19,17.76,39,36.45,9,8.41,09012
9,13,231,76,32.9,54,23.38,87,37.66,14,6.06,09013
9,14,190,62,32.63,22,11.58,99,52.11,7,3.68,09014
9,15,118,45,38.14,20,16.95,44,37.29,9,7.63,09015
9,16,171,80,46.78,26,15.2,57,33.33,8,4.68,09016
9,17,97,35,36.08,21,21.65,33,34.02,8,8.25,09017
9,18,134,47,35.07,26,19.4,51,38.06,10,7.46,09018
9,19,154,58,37.66,31,20.13,57,37.01,8,5.19,09019
9,20,178,73,41.01,27,15.17,67,37.64,11,6.18,09020
9,21,160,69,43.13,32,20.0,52,32.5,7,4.38,09021
9,22,227,62,27.31,41,18.06,111,48.9,13,5.73,09022
9,23,107,40,37.38,15,14.02,42,39.25,10,9.35,09023
9,24,97,39,40.21,13,13.4,33,34.02,12,12.37,09024
9,25,99,45,45.45,20,20.2,28,28.28,6,6.06,09025
9,26,80,27,33.75,14,17.5,34,42.5,5,6.25,09026
9,27,110,38,34.55,16,14.55,49,44.55,7,6.36,09027
9,28,42,21,50.0,9,21.43,8,19.05,4,9.52,09028
9,29,86,29,33.72,19,22.09,34,39.53,4,4.65,09029
9,30,74,30,40.54,14,18.92,27,36.49,3,4.05,09030
9,31,114,51,44.74,11,9.65,47,41.23,5,4.39,09031
9,32,210,74,35.24,36,17.14,89,42.38,11,5.24,09032
9,33,97,37,38.14,19,19.59,34,35.05,7,7.22,09033
9,34,139,49,35.25,32,23.02,40,28.78,18,12.95,09034
9,35,284,111,39.08,47,16.55,118,41.55,8,2.82,09035
9,36,167,62,37.13,24,14.37,70,41.92,11,6.59,09036
9,37,116,41,35.34,35,30.17,34,29.31,6,5.17,09037
9,38,127,40,31.5,28,22.05,50,39.37,9,7.09,09038
9,39,227,76,33.48,24,10.57,119,52.42,8,3.52,09039
9,40,253,87,34.39,42,16.6,112,44.27,12,4.74,09040
9,41,149,51,34.23,28,18.79,58,38.93,12,8.05,09041
9,42,63,26,41.27,6,9.52,29,46.03,2,3.17,09042
9,43,62,20,32.26,15,24.19,25,40.32,2,3.23,09043
9,44,74,31,41.89,14,18.92,20,27.03,9,12.16,09044
9,45,235,95,40.43,44,18.72,86,36.6,10,4.26,09045
9,46,66,24,36.36,14,21.21,22,33.33,6,9.09,09046
9,47,177,64,36.16,29,16.38,77,43.5,7,3.95,09047
10,1,119,56,47.06,26,21.85,24,20.17,13,10.92,10001
10,2,54,24,44.44,22,40.74,4,7.41,4,7.41,10002
10,3,100,37,37.0,51,51.0,3,3.0,9,9.0,10003
10,4,52,16,30.77,20,38.46,10,19.23,6,11.54,10004
10,5,76,23,30.26,30,39.47,10,13.16,13,17.11,10005
10,6,124,48,38.71,26,20.97,33,26.61,17,13.71,10006
10,7,69,30,43.48,16,23.19,15,21.74,8,11.59,10007
10,8,63,19,30.16,32,50.79,5,7.94,7,11.11,10008
10,9,72,34,47.22,22,30.56,4,5.56,12,16.67,10009
10,10,68,25,36.76,30,44.12,4,5.88,9,13.24,10010
10,11,76,22,28.95,35,46.05,8,10.53,11,14.47,10011
10,12,55,22,40.0,25,45.45,3,5.45,5,9.09,10012
10,13,118,43,36.44,55,46.61,9,7.63,11,9.32,10013
10,14,69,23,33.33,36,52.17,4,5.8,6,8.7,10014
10,15,26,8,30.77,14,53.85,2,7.69,2,7.69,10015
10,16,75,26,34.67,36,48.0,5,6.67,8,10.67,10016
10,17,76,31,40.79,33,43.42,3,3.95,9,11.84,10017
10,18,35,11,31.43,15,42.86,8,22.86,1,2.86,10018
10,19,90,30,33.33,40,44.44,8,8.89,12,13.33,10019
10,20,58,21,36.21,27,46.55,2,3.45,8,13.79,10020
10,21,73,30,41.1,31,42.47,2,2.74,10,13.7,10021
10,22,59,17,28.81,14,23.73,19,32.2,9,15.25,10022
10,23,44,15,34.09,16,36.36,8,18.18,5,11.36,10023
10,24,77,30,38.96,36,46.75,3,3.9,8,10.39,10024
10,25,75,29,38.67,23,30.67,14,18.67,9,12.0,10025
10,26,47,21,44.68,15,31.91,2,4.26,9,19.15,10026
10,27,81,36,44.44,32,39.51,6,7.41,7,8.64,10027
10,28,98,41,41.84,10,10.2,39,39.8,8,8.16,10028
10,29,93,37,39.78,27,29.03,23,24.73,6,6.45,10029
10,30,60,25,41.67,17,28.33,14,23.33,4,6.67,10030
10,31,68,24,35.29,24,35.29,6,8.82,14,20.59,10031
10,32,52,22,42.31,15,28.85,9,17.31,6,11.54,10032
10,33,58,17,29.31,27,46.55,8,13.79,6,10.34,10033
10,34,57,26,45.61,21,36.84,6,10.53,4,7.02,10034
10,35,70,26,37.14,32,45.71,5,7.14,7,10.0,10035
10,36,86,34,39.53,20,23.26,24,27.91,8,9.3,10036
10,37,50,17,34.0,18,36.0,13,26.0,2,4.0,10037
10,38,76,26,34.21,31,40.79,4,5.26,15,19.74,10038
10,39,74,20,27.03,32,43.24,11,14.86,11,14.86,10039
10,40,69,29,42.03,20,28.99,9,13.04,11,15.94,10040
10,41,101,29,28.71,59,58.42,5,4.95,8,7.92,10041
10,42,67,34,50.75,19,28.36,9,13.43,5,7.46,10042
10,43,38,10,26.32,10,26.32,13,34.21,5,13.16,10043
10,44,63,17,26.98,26,41.27,14,22.22,6,9.52,10044
10,45,73,35,47.95,31,42.47,3,4.11,4,5.48,10045
10,46,58,29,50.0,21,36.21,4,6.9,4,6.9,10046
11,1,138,73,52.9,36,26.09,11,7.97,18,13.04,11001
11,2,115,39,33.91,51,44.35,9,7.83,16,13.91,11002
11,3,76,52,68.42,17,22.37,4,5.26,3,3.95,11003
11,4,87,34,39.08,32,36.78,15,17.24,6,6.9,11004
11,5,65,27,41.54,23,35.38,5,7.69,10,15.38,11005
11,6,128,51,39.84,42,32.81,21,16.41,14,10.94,11006
11,7,116,65,56.03,37,31.9,7,6.03,7,6.03,11007
11,8,110,44,40.0,42,38.18,13,11.82,11,10.0,11008
11,9,88,60,68.18,21,23.86,3,3.41,4,4.55,11009
11,10,60,25,41.67,21,35.0,3,5.0,11,18.33,11010
11,11,131,69,52.67,41,31.3,9,6.87,12,9.16,11011
11,12,116,75,64.66,24,20.69,2,1.72,15,12.93,11012
11,13,95,52,54.74,22,23.16,13,13.68,8,8.42,11013
11,14,74,40,54.05,28,37.84,3,4.05,3,4.05,11014
11,15,100,63,63.0,19,19.0,6,6.0,12,12.0,11015
11,16,126,55,43.65,44,34.92,15,11.9,12,9.52,11016
11,17,152,90,59.21,42,27.63,11,7.24,9,5.92,11017
11,18,69,27,39.13,22,31.88,10,14.49,10,14.49,11018
11,19,67,32,47.76,19,28.36,10,14.93,6,8.96,11019
11,20,111,72,64.86,19,17.12,8,7.21,12,10.81,11020
11,21,142,87,61.27,34,23.94,9,6.34,12,8.45,11021
11,22,104,61,58.65,26,25.0,7,6.73,10,9.62,11022
11,23,84,46,54.76,23,27.38,9,10.71,6,7.14,11023
11,24,272,199,73.16,49,18.01,3,1.1,21,7.72,11024
11,25,82,53,64.63,19,23.17,5,6.1,5,6.1,11025
11,26,133,69,51.88,38,28.57,11,8.27,15,11.28,11026
11,27,70,46,65.71,13,18.57,5,7.14,6,8.57,11027
11,28,68,33,48.53,22,32.35,3,4.41,10,14.71,11028
11,29,117,48,41.03,40,34.19,10,8.55,19,16.24,11029
11,30,90,38,42.22,37,41.11,8,8.89,7,7.78,11030
11,31,90,61,67.78,20,22.22,5,5.56,4,4.44,11031
11,32,80,52,65.0,17,21.25,5,6.25,6,7.5,11032
11,33,71,50,70.42,12,16.9,1,1.41,8,11.27,11033
11,34,72,44,61.11,14,19.44,10,13.89,4,5.56,11034
11,35,127,79,62.2,33,25.98,3,2.36,12,9.45,11035
11,36,23,15,65.22,7,30.43,1,4.35,0,0.0,11036
11,37,133,92,69.17,23,17.29,7,5.26,11,8.27,11037
11,38,167,109,65.27,34,20.36,13,7.78,11,6.59,11038
11,39,174,93,53.45,59,33.91,9,5.17,13,7.47,11039
11,40,75,45,60.0,15,20.0,3,4.0,12,16.0,11040
11,41,70,44,62.86,13,18.57,7,10.0,6,8.57,11041
11,42,79,33,41.77,32,40.51,4,5.06,10,12.66,11042
11,43,99,47,47.47,29,29.29,9,9.09,14,14.14,11043
11,44,96,46,47.92,32,33.33,9,9.38,9,9.38,11044
11,45,47,20,42.55,18,38.3,3,6.38,6,12.77,11045
11,46,105,75,71.43,18,17.14,6,5.71,6,5.71,11046
11,47,94,50,53.19,25,26.6,8,8.51,11,11.7,11047
11,48,42,22,52.38,15,35.71,0,0.0,5,11.9,11048
11,49,87,55,63.22,19,21.84,4,4.6,9,10.34,11049
11,50,67,31,46.27,16,23.88,11,16.42,9,13.43,11050
12,1,78,28,35.9,35,44.87,5,6.41,10,12.82,12001
12,2,74,27,36.49,33,44.59,6,8.11,8,10.81,12002
12,3,52,12,23.08,27,51.92,4,7.69,9,17.31,12003
12,4,35,17,48.57,11,31.43,5,14.29,2,5.71,12004
12,5,57,17,29.82,30,52.63,8,14.04,2,3.51,12005
12,6,71,33,46.48,19,26.76,9,12.68,10,14.08,12006
12,7,106,39,36.79,40,37.74,14,13.21,13,12.26,12007
12,8,117,46,39.32,39,33.33,18,15.38,14,11.97,12008
12,9,48,15,31.25,24,50.0,6,12.5,3,6.25,12009
12,10,93,35,37.63,39,41.94,12,12.9,7,7.53,12010
12,11,141,43,30.5,59,41.84,14,9.93,25,17.73,12011
12,12,86,38,44.19,32,37.21,1,1.16,15,17.44,12012
12,13,121,59,48.76,33,27.27,11,9.09,18,14.88,12013
12,14,59,20,33.9,20,33.9,9,15.25,10,16.95,12014
12,15,70,14,20.0,41,58.57,9,12.86,6,8.57,12015
12,16,53,12,22.64,33,62.26,2,3.77,6,11.32,12016
12,17,89,32,35.96,28,31.46,17,19.1,12,13.48,12017
12,18,108,37,34.26,37,34.26,19,17.59,15,13.89,12018
12,19,83,30,36.14,32,38.55,11,13.25,10,12.05,12019
12,20,48,17,35.42,20,41.67,3,6.25,8,16.67,12020
12,21,82,35,42.68,29,35.37,5,6.1,13,15.85,12021
12,22,71,33,46.48,24,33.8,9,12.68,5,7.04,12022
12,23,65,17,26.15,31,47.69,7,10.77,10,15.38,12023
12,24,78,20,25.64,32,41.03,17,21.79,9,11.54,12024
13,1,195,119,61.03,51,26.15,10,5.13,15,7.69,13001
13,2,141,85,60.28,30,21.28,15,10.64,11,7.8,13002
13,3,122,49,40.16,54,44.26,5,4.1,14,11.48,13003
13,4,268,122,45.52,105,39.18,11,4.1,30,11.19,13004
13,5,179,92,51.4,65,36.31,10,5.59,12,6.7,13005
13,6,114,49,42.98,49,42.98,6,5.26,10,8.77,13006
13,7,165,84,50.91,61,36.97,5,3.03,15,9.09,13007
13,8,201,117,58.21,56,27.86,7,3.48,21,10.45,13008
13,9,156,76,48.72,60,38.46,7,4.49,13,8.33,13009
13,10,90,39,43.33,34,37.78,6,6.67,11,12.22,13010
13,11,92,39,42.39,29,31.52,9,9.78,15,16.3,13011
13,12,148,72,48.65,54,36.49,6,4.05,16,10.81,13012
13,13,225,143,63.56,55,24.44,9,4.0,18,8.0,13013
13,14,158,92,58.23,47,29.75,10,6.33,9,5.7,13014
13,15,240,134,55.83,80,33.33,8,3.33,18,7.5,13015
13,16,206,121,58.74,62,30.1,9,4.37,14,6.8,13016
13,17,175,100,57.14,54,30.86,10,5.71,11,6.29,13017
13,18,121,47,38.84,57,47.11,6,4.96,11,9.09,13018
13,19,176,120,68.18,43,24.43,6,3.41,7,3.98,13019
13,20,132,46,34.85,61,46.21,4,3.03,21,15.91,13020
13,21,112,46,41.07,34,30.36,24,21.43,8,7.14,13021
13,22,139,63,45.32,54,38.85,9,6.47,13,9.35,13022
13,23,141,92,65.25,38,26.95,6,4.26,5,3.55,13023
13,24,171,107,62.57,51,29.82,3,1.75,10,5.85,13024
13,25,147,79,53.74,47,31.97,5,3.4,16,10.88,13025
13,26,232,157,67.67,60,25.86,7,3.02,8,3.45,13026
13,27,173,95,54.91,55,31.79,6,3.47,17,9.83,13027
13,28,107,47,43.93,40,37.38,8,7.48,12,11.21,13028
13,29,161,93,57.76,46,28.57,10,6.21,12,7.45,13029
13,30,220,118,53.64,77,35.0,10,4.55,15,6.82,13030
13,31,119,49,41.18,47,39.5,11,9.24,12,10.08,13031
13,32,111,50,45.05,20,18.02,31,27.93,10,9.01,13032
13,33,166,108,65.06,44,26.51,7,4.22,7,4.22,13033
13,34,271,221,81.55,44,16.24,1,0.37,5,1.85,13034
13,35,210,142,67.62,50,23.81,8,3.81,10,4.76,13035
13,36,96,50,52.08,33,34.38,3,3.13,10,10.42,13036
13,37,208,107,51.44,60,28.85,18,8.65,23,11.06,13037
13,38,115,58,50.43,34,29.57,8,6.96,15,13.04,13038
13,39,166,97,58.43,49,29.52,5,3.01,15,9.04,13039
13,40,228,124,54.39,74,32.46,14,6.14,16,7.02,13040
13,41,170,97,57.06,43,25.29,12,7.06,18,10.59,13041
13,42,192,94,48.96,63,32.81,19,9.9,16,8.33,13042
13,43,239,121,50.63,74,30.96,15,6.28,29,12.13,13043
13,44,390,347,88.97,33,8.46,7,1.79,3,0.77,13044
13,45,243,140,57.61,78,32.1,9,3.7,16,6.58,13045
13,46,176,80,45.45,63,35.8,15,8.52,18,10.23,13046
13,47,182,93,51.1,65,35.71,6,3.3,18,9.89,13047
14,1,134,51,38.06,65,48.51,8,5.97,10,7.46,14001
14,2,166,67,40.36,76,45.78,11,6.63,12,7.23,14002
14,3,94,46,48.94,30,31.91,10,10.64,8,8.51,14003
14,4,87,40,45.98,31,35.63,6,6.9,10,11.49,14004
14,5,101,66,65.35,23,22.77,6,5.94,6,5.94,14005
14,6,53,27,50.94,20,37.74,3,5.66,3,5.66,14006
14,7,128,70,54.69,43,33.59,10,7.81,5,3.91,14007
14,8,85,31,36.47,33,38.82,14,16.47,7,8.24,14008
14,9,131,78,59.54,33,25.19,9,6.87,11,8.4,14009
14,10,86,42,48.84,29,33.72,5,5.81,10,11.63,14010
14,11,87,63,72.41,19,21.84,0,0.0,5,5.75,14011
14,12,110,50,45.45,36,32.73,10,9.09,14,12.73,14012
14,13,85,43,50.59,30,35.29,6,7.06,6,7.06,14013
14,14,114,61,53.51,34,29.82,9,7.89,10,8.77,14014
14,15,123,67,54.47,37,30.08,8,6.5,11,8.94,14015
14,16,84,42,50.0,31,36.9,2,2.38,9,10.71,14016
14,17,125,93,74.4,21,16.8,6,4.8,5,4.0,14017
14,18,49,29,59.18,15,30.61,1,2.04,4,8.16,14018
14,19,93,45,48.39,28,30.11,13,13.98,7,7.53,14019
14,20,56,30,53.57,21,37.5,3,5.36,2,3.57,14020
14,21,97,75,77.32,12,12.37,5,5.15,5,5.15,14021
14,22,173,79,45.66,65,37.57,15,8.67,14,8.09,14022
14,23,82,23,28.05,46,56.1,4,4.88,9,10.98,14023
14,24,68,35,51.47,25,36.76,4,5.88,4,5.88,14024
14,25,63,30,47.62,24,38.1,7,11.11,2,3.17,14025
14,26,52,24,46.15,15,28.85,8,15.38,5,9.62,14026
14,27,107,42,39.25,46,42.99,11,10.28,8,7.48,14027
14,28,75,34,45.33,29,38.67,6,8.0,6,8.0,14028
14,29,135,85,62.96,35,25.93,4,2.96,11,8.15,14029
14,30,101,60,59.41,31,30.69,5,4.95,5,4.95,14030
14,31,58,29,50.0,19,32.76,7,12.07,3,5.17,14031
14,32,57,29,50.88,20,35.09,1,1.75,7,12.28,14032
15,1,126,57,45.24,26,20.63,30,23.81,13,10.32,15001
15,2,51,19,37.25,6,11.76,22,43.14,4,7.84,15002
15,3,49,20,40.82,9,18.37,17,34.69,3,6.12,15003
15,4,116,38,32.76,19,16.38,50,43.1,9,7.76,15004
15,5,43,19,44.19,7,16.28,14,32.56,3,6.98,15005
15,6,47,18,38.3,12,25.53,13,27.66,4,8.51,15006
15,7,72,26,36.11,18,25.0,23,31.94,5,6.94,15007
15,8,79,31,39.24,12,15.19,26,32.91,10,12.66,15008
15,9,112,47,41.96,20,17.86,34,30.36,11,9.82,15009
15,10,29,12,41.38,11,37.93,4,13.79,2,6.9,15010
15,11,62,25,40.32,11,17.74,23,37.1,3,4.84,15011
15,12,43,19,44.19,7,16.28,16,37.21,1,2.33,15012
15,13,62,17,27.42,21,33.87,17,27.42,7,11.29,15013
15,14,59,18,30.51,19,32.2,13,22.03,9,15.25,15014
15,15,32,11,34.38,6,18.75,9,28.13,6,18.75,15015
15,16,37,7,18.92,17,45.95,6,16.22,7,18.92,15016
15,17,61,31,50.82,9,14.75,15,24.59,6,9.84,15017
15,18,110,43,39.09,20,18.18,40,36.36,7,6.36,15018
15,19,80,26,32.5,15,18.75,34,42.5,5,6.25,15019
15,20,46,20,43.48,8,17.39,14,30.43,4,8.7,15020
15,21,79,32,40.51,21,26.58,18,22.78,8,10.13,15021
15,22,93,39,41.94,21,22.58,27,29.03,6,6.45,15022
15,23,112,46,41.07,17,15.18,34,30.36,15,13.39,15023
15,24,54,20,37.04,16,29.63,16,29.63,2,3.7,15024
15,25,52,25,48.08,9,17.31,12,23.08,6,11.54,15025
15,26,106,38,35.85,21,19.81,34,32.08,13,12.26,15026
15,27,54,23,42.59,9,16.67,19,35.19,3,5.56,15027
15,28,73,28,38.36,28,38.36,9,12.33,8,10.96,15028
15,29,13,4,30.77,3,23.08,4,30.77,2,15.38,15029
15,30,44,14,31.82,17,38.64,8,18.18,5,11.36,15030
15,31,104,40,38.46,16,15.38,42,40.38,6,5.77,15031
15,32,45,20,44.44,9,20.0,9,20.0,7,15.56,15032
15,33,49,11,22.45,11,22.45,20,40.82,7,14.29,15033
15,34,56,22,39.29,12,21.43,13,23.21,9,16.07,15034
15,35,71,30,42.25,12,16.9,23,32.39,6,8.45,15035
15,36,75,28,37.33,13,17.33,26,34.67,8,10.67,15036
15,37,52,15,28.85,16,30.77,20,38.46,1,1.92,15037
15,38,78,29,37.18,19,24.36,19,24.36,11,14.1,15038
15,39,33,8,24.24,8,24.24,12,36.36,5,15.15,15039
15,40,36,20,55.56,8,22.22,7,19.44,1,2.78,15040
15,41,92,42,45.65,20,21.74,24,26.09,6,6.52,15041
15,42,123,58,47.15,27,21.95,27,21.95,11,8.94,15042
16,1,36,11,30.56,12,33.33,10,27.78,3,8.33,16001
16,2,39,23,58.97,4,10.26,9,23.08,3,7.69,16002
16,3,65,26,40.0,13,20.0,19,29.23,7,10.77,16003
16,4,30,11,36.67,8,26.67,9,30.0,2,6.67,16004
16,5,48,19,39.58,9,18.75,17,35.42,3,6.25,16005
16,6,23,8,34.78,4,17.39,10,43.48,1,4.35,16006
16,7,58,21,36.21,7,12.07,24,41.38,6,10.34,16007
16,8,46,13,28.26,8,17.39,20,43.48,5,10.87,16008
16,9,99,46,46.46,16,16.16,31,31.31,6,6.06,16009
16,10,85,34,40.0,24,28.24,22,25.88,5,5.88,16010
16,11,61,20,32.79,18,29.51,17,27.87,6,9.84,16011
16,12,100,31,31.0,19,19.0,40,40.0,10,10.0,16012
16,13,39,20,51.28,11,28.21,6,15.38,2,5.13,16013
16,14,49,18,36.73,13,26.53,15,30.61,3,6.12,16014
16,15,68,25,36.76,16,23.53,21,30.88,6,8.82,16015
16,16,124,42,33.87,25,20.16,42,33.87,15,12.1,16016
16,17,43,12,27.91,20,46.51,7,16.28,4,9.3,16017
16,18,78,25,32.05,12,15.38,35,44.87,6,7.69,16018
16,19,76,24,31.58,11,14.47,29,38.16,12,15.79,16019
16,20,88,31,35.23,14,15.91,32,36.36,11,12.5,16020
16,21,30,11,36.67,12,40.0,4,13.33,3,10.0,16021
16,22,35,12,34.29,13,37.14,6,17.14,4,11.43,16022
16,23,33,14,42.42,11,33.33,7,21.21,1,3.03,16023
16,24,42,14,33.33,9,21.43,16,38.1,3,7.14,16024
16,25,52,17,32.69,13,25.0,20,38.46,2,3.85,16025
16,26,68,19,27.94,13,19.12,25,36.76,11,16.18,16026
16,27,140,65,46.43,20,14.29,47,33.57,8,5.71,16027
16,28,80,32,40.0,13,16.25,30,37.5,5,6.25,16028
16,29,49,11,22.45,17,34.69,17,34.69,4,8.16,16029
16,30,49,14,28.57,15,30.61,15,30.61,5,10.2,16030
16,31,76,25,32.89,19,25.0,25,32.89,7,9.21,16031
16,32,39,8,20.51,19,48.72,4,10.26,8,20.51,16032
16,33,48,20,41.67,12,25.0,14,29.17,2,4.17,16033
16,34,41,13,31.71,11,26.83,11,26.83,6,14.63,16034
16,35,34,15,44.12,10,29.41,8,23.53,1,2.94,16035
16,36,96,34,35.42,9,9.38,43,44.79,10,10.42,16036
16,37,58,25,43.1,10,17.24,20,34.48,3,5.17,16037
16,38,51,22,43.14,5,9.8,16,31.37,8,15.69,16038
16,39,49,15,30.61,21,42.86,4,8.16,9,18.37,16039
16,40,80,29,36.25,19,23.75,27,33.75,5,6.25,16040
17,1,97,42,43.3,20,20.62,26,26.8,9,9.28,17001
17,2,85,34,40.0,12,14.12,37,43.53,2,2.35,17002
17,3,87,35,40.23,16,18.39,25,28.74,11,12.64,17003
17,4,133,52,39.1,21,15.79,42,31.58,18,13.53,17004
17,5,70,28,40.0,14,20.0,25,35.71,3,4.29,17005
17,6,122,58,47.54,22,18.03,31,25.41,11,9.02,17006
17,7,94,33,35.11,18,19.15,37,39.36,6,6.38,17007
17,8,79,32,40.51,12,15.19,29,36.71,6,7.59,17008
17,9,130,58,44.62,21,16.15,43,33.08,8,6.15,17009
17,10,104,33,31.73,19,18.27,46,44.23,6,5.77,17010
17,11,72,40,55.56,9,12.5,18,25.0,5,6.94,17011
17,12,159,70,44.03,36,22.64,40,25.16,13,8.18,17012
17,13,54,17,31.48,7,12.96,25,46.3,5,9.26,17013
17,14,68,29,42.65,8,11.76,23,33.82,8,11.76,17014
17,15,75,28,37.33,15,20.0,24,32.0,8,10.67,17015
17,16,87,34,39.08,10,11.49,34,39.08,9,10.34,17016
17,17,51,19,37.25,12,23.53,18,35.29,2,3.92,17017
17,18,118,46,38.98,20,16.95,44,37.29,8,6.78,17018
17,19,38,17,44.74,7,18.42,10,26.32,4,10.53,17019
17,20,73,28,38.36,14,19.18,24,32.88,7,9.59,17020
17,21,154,53,34.42,20,12.99,72,46.75,9,5.84,17021
17,22,104,41,39.42,16,15.38,37,35.58,10,9.62,17022
17,23,108,42,38.89,20,18.52,33,30.56,13,12.04,17023
17,24,102,29,28.43,18,17.65,41,40.2,14,13.73,17024
17,25,56,18,32.14,4,7.14,28,50.0,6,10.71,17025
17,26,111,46,41.44,23,20.72,33,29.73,9,8.11,17026
17,27,126,56,44.44,29,23.02,30,23.81,11,8.73,17027
17,28,70,32,45.71,11,15.71,20,28.57,7,10.0,17028
17,29,182,65,35.71,33,18.13,73,40.11,11,6.04,17029
17,30,114,37,32.46,18,15.79,45,39.47,14,12.28,17030
17,31,95,40,42.11,11,11.58,38,40.0,6,6.32,17031
17,32,80,32,40.0,18,22.5,24,30.0,6,7.5,17032
17,33,60,26,43.33,10,16.67,19,31.67,5,8.33,17033
17,34,75,26,34.67,14,18.67,23,30.67,12,16.0,17034
17,35,122,52,42.62,21,17.21,41,33.61,8,6.56,17035
17,36,44,16,36.36,10,22.73,13,29.55,5,11.36,17036
17,37,94,39,41.49,13,13.83,35,37.23,7,7.45,17037
17,38,53,22,41.51,11,20.75,16,30.19,4,7.55,17038
17,39,81,38,46.91,9,11.11,26,32.1,8,9.88,17039
17,40,62,25,40.32,14,22.58,20,32.26,3,4.84,17040
17,41,52,21,40.38,11,21.15,19,36.54,1,1.92,17041
17,42,58,23,39.66,5,8.62,24,41.38,6,10.34,17042
17,43,55,18,32.73,14,25.45,17,30.91,6,10.91,17043
17,44,132,43,32.58,30,22.73,48,36.36,11,8.33,17044
17,45,42,19,45.24,9,21.43,8,19.05,6,14.29,17045
17,46,82,31,37.8,17,20.73,29,35.37,5,6.1,17046
17,47,93,38,40.86,14,15.05,35,37.63,6,6.45,17047
17,48,83,31,37.35,19,22.89,24,28.92,9,10.84,17048
17,49,50,23,46.0,11,22.0,12,24.0,4,8.0,17049
17,50,62,18,29.03,11,17.74,31,50.0,2,3.23,17050
17,51,63,38,60.32,9,14.29,14,22.22,2,3.17,17051
17,52,125,36,28.8,25,20.0,51,40.8,13,10.4,17052
17,53,91,44,48.35,10,10.99,30,32.97,7,7.69,17053
17,54,119,42,35.29,16,13.45,59,49.58,2,1.68,17054
17,55,61,29,47.54,16,26.23,9,14.75,7,11.48,17055
18,1,157,60,38.22,33,21.02,49,31.21,15,9.55,18001
18,2,56,26,46.43,10,17.86,13,23.21,7,12.5,18002
18,3,185,90,48.65,52,28.11,30,16.22,13,7.03,18003
18,4,291,104,35.74,53,18.21,120,41.24,14,4.81,18004
18,5,89,41,46.07,17,19.1,23,25.84,8,8.99,18005
18,6,158,57,36.08,61,38.61,26,16.46,14,8.86,18006
18,7,91,37,40.66,27,29.67,20,21.98,7,7.69,18007
18,8,51,28,54.9,9,17.65,10,19.61,4,7.84,18008
18,9,338,121,35.8,65,19.23,134,39.64,18,5.33,18009
18,10,216,85,39.35,39,18.06,75,34.72,17,7.87,18010
18,11,93,34,36.56,31,33.33,21,22.58,7,7.53,18011
18,12,123,51,41.46,22,17.89,42,34.15,8,6.5,18012
18,13,137,59,43.07,31,22.63,40,29.2,7,5.11,18013
18,14,123,40,32.52,19,15.45,58,47.15,6,4.88,18014
18,15,58,21,36.21,16,27.59,15,25.86,6,10.34,18015
18,16,176,69,39.2,22,12.5,70,39.77,15,8.52,18016
18,17,97,46,47.42,20,20.62,27,27.84,4,4.12,18017
18,18,133,42,31.58,20,15.04,63,47.37,8,6.02,18018
18,19,169,76,44.97,24,14.2,63,37.28,6,3.55,18019
18,20,262,114,43.51,43,16.41,95,36.26,10,3.82,18020
18,21,193,77,39.9,34,17.62,69,35.75,13,6.74,18021
18,22,222,92,41.44,50,22.52,68,30.63,12,5.41,18022
18,23,121,41,33.88,29,23.97,44,36.36,7,5.79,18023
18,24,175,54,30.86,23,13.14,87,49.71,11,6.29,18024
18,25,281,77,27.4,61,21.71,128,45.55,15,5.34,18025
18,26,112,40,35.71,21,18.75,45,40.18,6,5.36,18026
18,27,101,47,46.53,16,15.84,31,30.69,7,6.93,18027
18,28,126,68,53.97,36,28.57,15,11.9,7,5.56,18028
18,29,100,43,43.0,25,25.0,25,25.0,7,7.0,18029
