ward,precinct,total,Mary Kathleen McHugh,Mary Kathleen McHugh Percent,Devlin J. Schoop,Devlin J. Schoop Percent,Brian J O'Hara,Brian J O'Hara Percent,precinct_id
13,4,248,113,45.56,79,31.85,56,22.58,13004
13,5,321,130,40.5,97,30.22,94,29.28,13005
13,6,243,101,41.56,92,37.86,50,20.58,13006
13,7,227,93,40.97,89,39.21,45,19.82,13007
13,8,196,70,35.71,69,35.2,57,29.08,13008
13,9,241,109,45.23,54,22.41,78,32.37,13009
13,10,184,71,38.59,59,32.07,54,29.35,13010
13,11,287,91,31.71,123,42.86,73,25.44,13011
13,12,254,121,47.64,72,28.35,61,24.02,13012
13,13,292,89,30.48,138,47.26,65,22.26,13013
13,14,244,94,38.52,86,35.25,64,26.23,13014
13,15,470,200,42.55,150,31.91,120,25.53,13015
13,16,208,83,39.9,70,33.65,55,26.44,13016
13,17,254,107,42.13,99,38.98,48,18.9,13017
13,18,175,84,48.0,43,24.57,48,27.43,13018
13,19,345,137,39.71,117,33.91,91,26.38,13019
13,20,140,67,47.86,35,25.0,38,27.14,13020
13,21,260,109,41.92,82,31.54,69,26.54,13021
13,22,260,110,42.31,81,31.15,69,26.54,13022
13,23,223,90,40.36,86,38.57,47,21.08,13023
13,24,256,99,38.67,99,38.67,58,22.66,13024
13,25,283,105,37.1,108,38.16,70,24.73,13025
13,26,319,96,30.09,167,52.35,56,17.55,13026
13,27,262,113,43.13,81,30.92,68,25.95,13027
13,28,233,86,36.91,82,35.19,65,27.9,13028
13,29,200,93,46.5,58,29.0,49,24.5,13029
13,30,224,66,29.46,100,44.64,58,25.89,13030
13,31,263,108,41.06,88,33.46,67,25.48,13031
13,32,204,88,43.14,62,30.39,54,26.47,13032
13,33,223,101,45.29,63,28.25,59,26.46,13033
13,34,403,86,21.34,246,61.04,71,17.62,13034
13,35,255,95,37.25,112,43.92,48,18.82,13035
13,36,172,66,38.37,70,40.7,36,20.93,13036
13,37,295,119,40.34,130,44.07,46,15.59,13037
13,38,185,82,44.32,52,28.11,51,27.57,13038
13,39,279,107,38.35,112,40.14,60,21.51,13039
13,40,227,79,34.8,103,45.37,45,19.82,13040
13,41,307,117,38.11,102,33.22,88,28.66,13041
13,42,206,90,43.69,67,32.52,49,23.79,13042
13,43,289,82,28.37,131,45.33,76,26.3,13043
13,44,407,77,18.92,300,73.71,30,7.37,13044
13,45,327,123,37.61,129,39.45,75,22.94,13045
13,46,316,117,37.03,108,34.18,91,28.8,13046
13,47,299,103,34.45,110,36.79,86,28.76,13047
13,48,236,84,35.59,90,38.14,62,26.27,13048
14,1,246,95,38.62,77,31.3,74,30.08,14001
14,2,378,164,43.39,121,32.01,93,24.6,14002
14,3,338,110,32.54,119,35.21,109,32.25,14003
14,4,185,76,41.08,56,30.27,53,28.65,14004
14,5,407,118,28.99,194,47.67,95,23.34,14005
14,6,149,43,28.86,67,44.97,39,26.17,14006
14,7,301,126,41.86,72,23.92,103,34.22,14007
14,8,292,122,41.78,81,27.74,89,30.48,14008
14,9,273,129,47.25,69,25.27,75,27.47,14009
14,10,194,75,38.66,59,30.41,60,30.93,14010
14,11,210,63,30.0,95,45.24,52,24.76,14011
14,12,256,107,41.8,72,28.13,77,30.08,14012
14,13,238,106,44.54,88,36.97,44,18.49,14013
14,14,282,114,40.43,83,29.43,85,30.14,14014
14,15,364,128,35.16,134,36.81,102,28.02,14015
14,16,194,77,39.69,54,27.84,63,32.47,14016
14,17,227,100,44.05,73,32.16,54,23.79,14017
14,18,101,52,51.49,23,22.77,26,25.74,14018
14,19,311,122,39.23,86,27.65,103,33.12,14019
14,20,182,83,45.6,47,25.82,52,28.57,14020
14,21,256,93,36.33,97,37.89,66,25.78,14021
14,22,290,153,52.76,60,20.69,77,26.55,14022
14,23,193,90,46.63,56,29.02,47,24.35,14023
14,24,258,115,44.57,80,31.01,63,24.42,14024
14,25,174,54,31.03,71,40.8,49,28.16,14025
14,26,197,68,34.52,73,37.06,56,28.43,14026
14,27,250,94,37.6,83,33.2,73,29.2,14027
14,28,182,93,51.1,44,24.18,45,24.73,14028
14,29,238,72,30.25,109,45.8,57,23.95,14029
14,30,168,59,35.12,61,36.31,48,28.57,14030
14,31,178,64,35.96,58,32.58,56,31.46,14031
15,1,228,102,44.74,50,21.93,76,33.33,15001
15,2,182,100,54.95,60,32.97,22,12.09,15002
15,3,176,88,50.0,57,32.39,31,17.61,15003
15,4,258,107,41.47,56,21.71,95,36.82,15004
15,5,282,130,46.1,62,21.99,90,31.91,15005
15,6,244,99,40.57,64,26.23,81,33.2,15006
15,7,200,93,46.5,69,34.5,38,19.0,15007
15,8,248,116,46.77,57,22.98,75,30.24,15008
15,9,326,155,47.55,65,19.94,106,32.52,15009
15,10,341,146,42.82,89,26.1,106,31.09,15010
15,11,330,145,43.94,75,22.73,110,33.33,15011
15,12,307,136,44.3,70,22.8,101,32.9,15012
15,13,245,114,46.53,55,22.45,76,31.02,15013
15,14,236,95,40.25,65,27.54,76,32.2,15014
15,15,233,90,38.63,61,26.18,82,35.19,15015
15,16,248,123,49.6,49,19.76,76,30.65,15016
15,17,161,78,48.45,53,32.92,30,18.63,15017
15,18,186,94,50.54,61,32.8,31,16.67,15018
15,19,189,85,44.97,48,25.4,56,29.63,15019
15,20,147,77,52.38,42,28.57,28,19.05,15020
15,21,204,121,59.31,56,27.45,27,13.24,15021
15,22,165,81,49.09,54,32.73,30,18.18,15022
15,23,205,100,48.78,60,29.27,45,21.95,15023
15,24,177,89,50.28,57,32.2,31,17.51,15024
16,1,273,119,43.59,69,25.27,85,31.14,16001
16,2,252,114,45.24,82,32.54,56,22.22,16002
16,3,207,119,57.49,65,31.4,23,11.11,16003
16,4,180,87,48.33,63,35.0,30,16.67,16004
16,5,226,109,48.23,64,28.32,53,23.45,16005
16,6,238,116,48.74,88,36.97,34,14.29,16006
16,7,217,99,45.62,63,29.03,55,25.35,16007
16,8,163,71,43.56,52,31.9,40,24.54,16008
16,9,285,159,55.79,94,32.98,32,11.23,16009
16,10,204,100,49.02,72,35.29,32,15.69,16010
16,11,236,116,49.15,70,29.66,50,21.19,16011
16,12,209,106,50.72,56,26.79,47,22.49,16012
16,13,249,103,41.37,73,29.32,73,29.32,16013
16,14,181,97,53.59,59,32.6,25,13.81,16014
16,15,248,113,45.56,95,38.31,40,16.13,16015
16,16,217,103,47.47,74,34.1,40,18.43,16016
16,17,236,113,47.88,57,24.15,66,27.97,16017
16,18,218,110,50.46,58,26.61,50,22.94,16018
16,19,223,112,50.22,71,31.84,40,17.94,16019
16,20,196,101,51.53,61,31.12,34,17.35,16020
16,21,180,106,58.89,48,26.67,26,14.44,16021
16,22,204,102,50.0,59,28.92,43,21.08,16022
16,23,227,108,47.58,58,25.55,61,26.87,16023
16,24,141,85,60.28,38,26.95,18,12.77,16024
16,25,240,135,56.25,77,32.08,28,11.67,16025
16,26,171,93,54.39,48,28.07,30,17.54,16026
16,27,174,100,57.47,54,31.03,20,11.49,16027
16,28,197,115,58.38,57,28.93,25,12.69,16028
16,29,187,108,57.75,56,29.95,23,12.3,16029
16,30,180,91,50.56,62,34.44,27,15.0,16030
16,31,201,99,49.25,78,38.81,24,11.94,16031
16,32,261,95,36.4,78,29.89,88,33.72,16032
16,33,200,118,59.0,57,28.5,25,12.5,16033
16,34,219,116,52.97,68,31.05,35,15.98,16034
16,35,252,124,49.21,64,25.4,64,25.4,16035
16,36,163,75,46.01,55,33.74,33,20.25,16036
17,1,227,112,49.34,64,28.19,51,22.47,17001
17,2,224,111,49.55,74,33.04,39,17.41,17002
17,3,247,124,50.2,93,37.65,30,12.15,17003
17,4,333,161,48.35,134,40.24,38,11.41,17004
17,5,224,125,55.8,56,25.0,43,19.2,17005
17,6,245,124,50.61,73,29.8,48,19.59,17006
17,7,263,118,44.87,77,29.28,68,25.86,17007
17,8,248,119,47.98,83,33.47,46,18.55,17008
17,9,260,110,42.31,112,43.08,38,14.62,17009
17,10,266,120,45.11,113,42.48,33,12.41,17010
17,11,214,109,50.93,74,34.58,31,14.49,17011
17,12,345,164,47.54,92,26.67,89,25.8,17012
17,13,201,107,53.23,57,28.36,37,18.41,17013
17,14,271,123,45.39,71,26.2,77,28.41,17014
17,15,273,134,49.08,97,35.53,42,15.38,17015
17,16,260,134,51.54,67,25.77,59,22.69,17016
17,17,257,118,45.91,89,34.63,50,19.46,17017
17,18,304,114,37.5,157,51.64,33,10.86,17018
17,19,176,90,51.14,60,34.09,26,14.77,17019
17,20,363,162,44.63,167,46.01,34,9.37,17020
17,21,319,144,45.14,133,41.69,42,13.17,17021
17,22,237,117,49.37,92,38.82,28,11.81,17022
17,23,172,77,44.77,72,41.86,23,13.37,17023
17,24,273,139,50.92,99,36.26,35,12.82,17024
17,25,240,118,49.17,76,31.67,46,19.17,17025
17,26,302,142,47.02,106,35.1,54,17.88,17026
17,27,258,125,48.45,85,32.95,48,18.6,17027
17,28,224,117,52.23,72,32.14,35,15.63,17028
17,29,239,131,54.81,80,33.47,28,11.72,17029
17,30,215,104,48.37,49,22.79,62,28.84,17030
17,31,170,88,51.76,57,33.53,25,14.71,17031
17,32,219,124,56.62,70,31.96,25,11.42,17032
17,33,164,82,50.0,51,31.1,31,18.9,17033
17,34,205,105,51.22,69,33.66,31,15.12,17034
17,35,219,107,48.86,78,35.62,34,15.53,17035
17,36,296,136,45.95,110,37.16,50,16.89,17036
17,37,239,121,50.63,87,36.4,31,12.97,17037
17,38,250,106,42.4,109,43.6,35,14.0,17038
17,39,259,132,50.97,92,35.52,35,13.51,17039
17,40,286,131,45.8,108,37.76,47,16.43,17040
17,41,309,161,52.1,115,37.22,33,10.68,17041
18,1,270,128,47.41,98,36.3,44,16.3,18001
18,2,217,95,43.78,80,36.87,42,19.35,18002
18,3,199,103,51.76,49,24.62,47,23.62,18003
18,4,310,123,39.68,145,46.77,42,13.55,18004
18,5,186,79,42.47,76,40.86,31,16.67,18005
18,6,198,87,43.94,61,30.81,50,25.25,18006
18,7,274,135,49.27,103,37.59,36,13.14,18007
18,8,290,108,37.24,156,53.79,26,8.97,18008
18,9,253,117,46.25,102,40.32,34,13.44,18009
18,10,373,160,42.9,170,45.58,43,11.53,18010
18,11,231,94,40.69,82,35.5,55,23.81,18011
18,12,250,125,50.0,94,37.6,31,12.4,18012
18,13,292,131,44.86,115,39.38,46,15.75,18013
18,14,278,132,47.48,123,44.24,23,8.27,18014
18,15,320,150,46.88,99,30.94,71,22.19,18015
18,16,258,120,46.51,113,43.8,25,9.69,18016
18,17,277,128,46.21,96,34.66,53,19.13,18017
18,18,232,95,40.95,100,43.1,37,15.95,18018
18,19,252,136,53.97,96,38.1,20,7.94,18019
18,20,229,119,51.97,87,37.99,23,10.04,18020
18,21,332,140,42.17,160,48.19,32,9.64,18021
18,22,343,155,45.19,141,41.11,47,13.7,18022
18,23,232,113,48.71,90,38.79,29,12.5,18023
18,24,240,110,45.83,60,25.0,70,29.17,18024
18,25,233,102,43.78,65,27.9,66,28.33,18025
18,26,333,146,43.84,156,46.85,31,9.31,18026
18,27,207,100,48.31,77,37.2,30,14.49,18027
18,28,216,97,44.91,65,30.09,54,25.0,18028
18,29,277,138,49.82,90,32.49,49,17.69,18029
18,30,260,125,48.08,50,19.23,85,32.69,18030
18,31,300,120,40.0,121,40.33,59,19.67,18031
18,32,297,131,44.11,138,46.46,28,9.43,18032
18,33,232,113,48.71,89,38.36,30,12.93,18033
18,34,332,140,42.17,162,48.8,30,9.04,18034
18,35,313,133,42.49,148,47.28,32,10.22,18035
18,36,274,126,45.99,97,35.4,51,18.61,18036
18,37,313,145,46.33,136,43.45,32,10.22,18037
18,38,266,117,43.98,122,45.86,27,10.15,18038
18,39,204,96,47.06,76,37.25,32,15.69,18039
18,40,310,131,42.26,86,27.74,93,30.0,18040
18,41,328,159,48.48,120,36.59,49,14.94,18041
18,42,216,102,47.22,67,31.02,47,21.76,18042
18,43,202,87,43.07,52,25.74,63,31.19,18043
18,44,205,85,41.46,63,30.73,57,27.8,18044
18,45,232,116,50.0,62,26.72,54,23.28,18045
18,46,282,122,43.26,71,25.18,89,31.56,18046
18,47,215,93,43.26,92,42.79,30,13.95,18047
18,48,223,99,44.39,93,41.7,31,13.9,18048
18,49,182,79,43.41,70,38.46,33,18.13,18049
18,50,184,84,45.65,69,37.5,31,16.85,18050
19,1,218,87,39.91,79,36.24,52,23.85,19001
19,2,383,148,38.64,189,49.35,46,12.01,19002
19,3,154,67,43.51,46,29.87,41,26.62,19003
19,4,223,92,41.26,66,29.6,65,29.15,19004
19,5,301,134,44.52,129,42.86,38,12.62,19005
19,6,203,94,46.31,57,28.08,52,25.62,19006
19,7,236,108,45.76,69,29.24,59,25.0,19007
19,8,207,96,46.38,48,23.19,63,30.43,19008
19,9,171,85,49.71,53,30.99,33,19.3,19009
19,10,334,136,40.72,146,43.71,52,15.57,19010
19,11,196,91,46.43,55,28.06,50,25.51,19011
19,12,164,67,40.85,52,31.71,45,27.44,19012
19,13,372,138,37.1,194,52.15,40,10.75,19013
19,14,303,128,42.24,121,39.93,54,17.82,19014
19,15,235,114,48.51,62,26.38,59,25.11,19015
19,16,244,97,39.75,68,27.87,79,32.38,19016
19,17,203,98,48.28,59,29.06,46,22.66,19017
19,18,259,114,44.02,113,43.63,32,12.36,19018
19,19,315,148,46.98,119,37.78,48,15.24,19019
19,20,257,98,38.13,123,47.86,36,14.01,19020
19,21,174,86,49.43,39,22.41,49,28.16,19021
19,22,232,100,43.1,106,45.69,26,11.21,19022
19,23,228,100,43.86,75,32.89,53,23.25,19023
19,24,164,68,41.46,54,32.93,42,25.61,19024
19,25,241,103,42.74,93,38.59,45,18.67,19025
19,26,216,86,39.81,95,43.98,35,16.2,19026
19,27,294,109,37.07,149,50.68,36,12.24,19027
19,28,340,139,40.88,170,50.0,31,9.12,19028
19,29,187,87,46.52,50,26.74,50,26.74,19029
19,30,193,85,44.04,62,32.12,46,23.83,19030
19,31,224,93,41.52,92,41.07,39,17.41,19031
19,32,200,112,56.0,39,19.5,49,24.5,19032
19,33,191,89,46.6,45,23.56,57,29.84,19033
19,34,227,113,49.78,80,35.24,34,14.98,19034
19,35,239,109,45.61,101,42.26,29,12.13,19035
19,36,375,154,41.07,172,45.87,49,13.07,19036
19,37,288,129,44.79,119,41.32,40,13.89,19037
19,38,269,107,39.78,126,46.84,36,13.38,19038
19,39,123,69,56.1,36,29.27,18,14.63,19039
19,40,301,137,45.51,113,37.54,51,16.94,19040
19,41,176,89,50.57,41,23.3,46,26.14,19041
19,42,208,94,45.19,91,43.75,23,11.06,19042
19,43,403,147,36.48,199,49.38,57,14.14,19043
19,44,240,100,41.67,71,29.58,69,28.75,19044
19,45,241,98,40.66,95,39.42,48,19.92,19045
19,46,231,103,44.59,77,33.33,51,22.08,19046
19,47,452,196,43.36,191,42.26,65,14.38,19047
19,48,355,151,42.54,155,43.66,49,13.8,19048
19,49,369,135,36.59,195,52.85,39,10.57,19049
19,50,199,92,46.23,63,31.66,44,22.11,19050
19,51,300,134,44.67,101,33.67,65,21.67,19051
19,52,228,108,47.37,54,23.68,66,28.95,19052
19,53,218,85,38.99,66,30.28,67,30.73,19053
19,54,146,72,49.32,33,22.6,41,28.08,19054
19,55,158,73,46.2,39,24.68,46,29.11,19055
19,56,290,120,41.38,135,46.55,35,12.07,19056
19,57,232,93,40.09,101,43.53,38,16.38,19057
20,1,243,137,56.38,80,32.92,26,10.7,20001
20,2,112,57,50.89,36,32.14,19,16.96,20002
20,3,210,108,51.43,70,33.33,32,15.24,20003
20,4,128,57,44.53,38,29.69,33,25.78,20004
20,5,245,121,49.39,87,35.51,37,15.1,20005
20,6,133,64,48.12,45,33.83,24,18.05,20006
20,7,283,153,54.06,103,36.4,27,9.54,20007
20,8,246,111,45.12,105,42.68,30,12.2,20008
20,9,300,141,47.0,126,42.0,33,11.0,20009
20,10,214,110,51.4,69,32.24,35,16.36,20010
20,11,325,190,58.46,92,28.31,43,13.23,20011
20,12,188,104,55.32,52,27.66,32,17.02,20012
20,13,272,126,46.32,93,34.19,53,19.49,20013
20,14,149,76,51.01,41,27.52,32,21.48,20014
20,15,267,122,45.69,70,26.22,75,28.09,20015
20,16,301,141,46.84,119,39.53,41,13.62,20016
20,17,129,53,41.09,49,37.98,27,20.93,20017
20,18,206,101,49.03,73,35.44,32,15.53,20018
20,19,287,139,48.43,108,37.63,40,13.94,20019
20,20,220,81,36.82,59,26.82,80,36.36,20020
20,21,215,112,52.09,71,33.02,32,14.88,20021
20,22,326,148,45.4,137,42.02,41,12.58,20022
20,23,271,145,53.51,90,33.21,36,13.28,20023
20,24,249,131,52.61,91,36.55,27,10.84,20024
20,25,194,95,48.97,64,32.99,35,18.04,20025
20,26,273,127,46.52,101,37.0,45,16.48,20026
20,27,157,81,51.59,54,34.39,22,14.01,20027
20,28,170,90,52.94,51,30.0,29,17.06,20028
20,29,287,143,49.83,109,37.98,35,12.2,20029
20,30,145,71,48.97,51,35.17,23,15.86,20030
20,31,303,157,51.82,104,34.32,42,13.86,20031
20,32,266,115,43.23,105,39.47,46,17.29,20032
20,33,158,90,56.96,43,27.22,25,15.82,20033
20,34,335,157,46.87,138,41.19,40,11.94,20034
20,35,226,119,52.65,61,26.99,46,20.35,20035
20,36,106,54,50.94,27,25.47,25,23.58,20036
20,37,92,39,42.39,40,43.48,13,14.13,20037
20,38,107,58,54.21,31,28.97,18,16.82,20038
20,39,47,20,42.55,17,36.17,10,21.28,20039
21,1,279,122,43.73,128,45.88,29,10.39,21001
21,2,207,95,45.89,73,35.27,39,18.84,21002
21,3,321,168,52.34,114,35.51,39,12.15,21003
21,4,300,127,42.33,129,43.0,44,14.67,21004
21,5,316,133,42.09,142,44.94,41,12.97,21005
21,6,261,115,44.06,106,40.61,40,15.33,21006
21,7,313,137,43.77,135,43.13,41,13.1,21007
21,8,299,152,50.84,112,37.46,35,11.71,21008
21,9,321,145,45.17,137,42.68,39,12.15,21009
21,10,274,134,48.91,111,40.51,29,10.58,21010
21,11,269,144,53.53,96,35.69,29,10.78,21011
21,12,274,132,48.18,105,38.32,37,13.5,21012
21,13,261,146,55.94,76,29.12,39,14.94,21013
21,14,349,162,46.42,137,39.26,50,14.33,21014
21,15,248,119,47.98,98,39.52,31,12.5,21015
21,16,269,129,47.96,104,38.66,36,13.38,21016
21,17,275,140,50.91,97,35.27,38,13.82,21017
21,18,333,162,48.65,133,39.94,38,11.41,21018
21,19,296,149,50.34,116,39.19,31,10.47,21019
21,20,238,107,44.96,92,38.66,39,16.39,21020
21,21,264,131,49.62,94,35.61,39,14.77,21021
21,22,261,106,40.61,125,47.89,30,11.49,21022
21,23,257,119,46.3,114,44.36,24,9.34,21023
21,24,262,122,46.56,106,40.46,34,12.98,21024
21,25,247,107,43.32,118,47.77,22,8.91,21025
21,26,283,148,52.3,90,31.8,45,15.9,21026
21,27,279,141,50.54,112,40.14,26,9.32,21027
21,28,332,153,46.08,141,42.47,38,11.45,21028
21,29,295,149,50.51,108,36.61,38,12.88,21029
21,30,227,107,47.14,83,36.56,37,16.3,21030
21,31,210,87,41.43,95,45.24,28,13.33,21031
21,32,271,138,50.92,105,38.75,28,10.33,21032
21,33,292,156,53.42,107,36.64,29,9.93,21033
21,34,278,131,47.12,111,39.93,36,12.95,21034
21,35,295,131,44.41,128,43.39,36,12.2,21035
21,36,292,147,50.34,95,32.53,50,17.12,21036
21,37,217,98,45.16,98,45.16,21,9.68,21037
21,38,302,146,48.34,122,40.4,34,11.26,21038
21,39,228,119,52.19,77,33.77,32,14.04,21039
21,40,242,115,47.52,95,39.26,32,13.22,21040
21,41,282,138,48.94,110,39.01,34,12.06,21041
21,42,297,125,42.09,140,47.14,32,10.77,21042
21,43,304,148,48.68,114,37.5,42,13.82,21043
21,44,256,121,47.27,113,44.14,22,8.59,21044
21,45,260,103,39.62,120,46.15,37,14.23,21045
21,46,285,148,51.93,97,34.04,40,14.04,21046
21,47,261,125,47.89,103,39.46,33,12.64,21047
21,48,262,122,46.56,115,43.89,25,9.54,21048
21,49,290,134,46.21,118,40.69,38,13.1,21049
21,50,243,115,47.33,91,37.45,37,15.23,21050
21,51,277,132,47.65,114,41.16,31,11.19,21051
21,52,299,142,47.49,116,38.8,41,13.71,21052
21,53,217,97,44.7,97,44.7,23,10.6,21053
21,54,245,121,49.39,94,38.37,30,12.24,21054
22,1,160,79,49.38,50,31.25,31,19.38,22001
22,2,266,114,42.86,75,28.2,77,28.95,22002
22,3,358,146,40.78,82,22.91,130,36.31,22003
22,4,221,91,41.18,56,25.34,74,33.48,22004
22,5,250,98,39.2,69,27.6,83,33.2,22005
22,6,239,96,40.17,70,29.29,73,30.54,22006
22,7,168,78,46.43,33,19.64,57,33.93,22007
22,8,287,130,45.3,76,26.48,81,28.22,22008
22,9,220,91,41.36,62,28.18,67,30.45,22009
22,10,350,132,37.71,109,31.14,109,31.14,22010
22,11,189,78,41.27,49,25.93,62,32.8,22011
22,12,231,101,43.72,59,25.54,71,30.74,22012
22,13,276,117,42.39,77,27.9,82,29.71,22013
22,14,198,89,44.95,57,28.79,52,26.26,22014
22,15,221,95,42.99,56,25.34,70,31.67,22015
22,16,254,113,44.49,64,25.2,77,30.31,22016
22,17,260,106,40.77,86,33.08,68,26.15,22017
22,18,228,91,39.91,55,24.12,82,35.96,22018
22,19,139,61,43.88,60,43.17,18,12.95,22019
22,20,250,91,36.4,69,27.6,90,36.0,22020
22,21,294,141,47.96,110,37.41,43,14.63,22021
22,22,233,85,36.48,78,33.48,70,30.04,22022
22,23,294,142,48.3,117,39.8,35,11.9,22023
22,24,324,132,40.74,88,27.16,104,32.1,22024
22,25,264,122,46.21,66,25.0,76,28.79,22025
23,1,215,107,49.77,42,19.53,66,30.7,23001
23,2,203,107,52.71,39,19.21,57,28.08,23002
23,3,159,76,47.8,33,20.75,50,31.45,23003
23,4,257,135,52.53,42,16.34,80,31.13,23004
23,5,270,112,41.48,68,25.19,90,33.33,23005
23,6,275,133,48.36,49,17.82,93,33.82,23006
23,7,246,117,47.56,47,19.11,82,33.33,23007
23,8,285,144,50.53,52,18.25,89,31.23,23008
23,9,246,119,48.37,51,20.73,76,30.89,23009
23,10,333,156,46.85,80,24.02,97,29.13,23010
23,11,306,150,49.02,64,20.92,92,30.07,23011
23,12,189,93,49.21,41,21.69,55,29.1,23012
23,13,232,105,45.26,49,21.12,78,33.62,23013
23,14,173,93,53.76,26,15.03,54,31.21,23014
23,15,235,104,44.26,43,18.3,88,37.45,23015
23,16,194,108,55.67,25,12.89,61,31.44,23016
23,17,178,84,47.19,32,17.98,62,34.83,23017
23,18,181,100,55.25,28,15.47,53,29.28,23018
23,19,229,98,42.79,63,27.51,68,29.69,23019
23,20,189,91,48.15,36,19.05,62,32.8,23020
23,21,193,99,51.3,34,17.62,60,31.09,23021
23,22,221,113,51.13,43,19.46,65,29.41,23022
23,23,196,112,57.14,31,15.82,53,27.04,23023
23,24,227,100,44.05,51,22.47,76,33.48,23024
23,25,219,107,48.86,37,16.89,75,34.25,23025
23,26,260,129,49.62,72,27.69,59,22.69,23026
23,27,189,100,52.91,37,19.58,52,27.51,23027
23,28,232,123,53.02,50,21.55,59,25.43,23028
23,29,181,102,56.35,23,12.71,56,30.94,23029
23,30,312,128,41.03,75,24.04,109,34.94,23030
23,31,156,68,43.59,32,20.51,56,35.9,23031
23,32,288,106,36.81,72,25.0,110,38.19,23032
23,33,296,131,44.26,54,18.24,111,37.5,23033
23,34,254,118,46.46,56,22.05,80,31.5,23034
23,35,139,77,55.4,21,15.11,41,29.5,23035
23,36,183,100,54.64,21,11.48,62,33.88,23036
23,37,168,92,54.76,29,17.26,47,27.98,23037
23,38,179,96,53.63,31,17.32,52,29.05,23038
23,39,251,128,51.0,43,17.13,80,31.87,23039
24,1,248,124,50.0,82,33.06,42,16.94,24001
24,2,236,129,54.66,73,30.93,34,14.41,24002
24,3,220,102,46.36,74,33.64,44,20.0,24003
24,4,229,121,52.84,75,32.75,33,14.41,24004
24,5,120,64,53.33,36,30.0,20,16.67,24005
24,6,247,117,47.37,92,37.25,38,15.38,24006
24,7,138,64,46.38,35,25.36,39,28.26,24007
24,8,105,54,51.43,29,27.62,22,20.95,24008
24,9,249,136,54.62,79,31.73,34,13.65,24009
24,10,137,62,45.26,51,37.23,24,17.52,24010
24,11,258,122,47.29,97,37.6,39,15.12,24011
24,12,143,77,53.85,47,32.87,19,13.29,24012
24,13,106,59,55.66,28,26.42,19,17.92,24013
24,14,200,100,50.0,65,32.5,35,17.5,24014
24,15,135,60,44.44,41,30.37,34,25.19,24015
24,16,272,109,40.07,75,27.57,88,32.35,24016
24,17,178,100,56.18,56,31.46,22,12.36,24017
24,18,275,139,50.55,91,33.09,45,16.36,24018
24,19,287,151,52.61,102,35.54,34,11.85,24019
24,20,173,99,57.23,51,29.48,23,13.29,24020
24,21,136,63,46.32,47,34.56,26,19.12,24021
24,22,318,165,51.89,99,31.13,54,16.98,24022
24,23,214,113,52.8,57,26.64,44,20.56,24023
24,24,279,151,54.12,79,28.32,49,17.56,24024
24,25,189,103,54.5,54,28.57,32,16.93,24025
24,26,311,162,52.09,111,35.69,38,12.22,24026
24,27,239,119,49.79,78,32.64,42,17.57,24027
24,28,183,89,48.63,66,36.07,28,15.3,24028
24,29,172,76,44.19,70,40.7,26,15.12,24029
24,30,125,59,47.2,45,36.0,21,16.8,24030
24,31,280,143,51.07,98,35.0,39,13.93,24031
24,32,124,65,52.42,40,32.26,19,15.32,24032
24,33,146,74,50.68,47,32.19,25,17.12,24033
24,34,198,106,53.54,63,31.82,29,14.65,24034
24,35,235,128,54.47,74,31.49,33,14.04,24035
24,36,307,144,46.91,114,37.13,49,15.96,24036
24,37,143,79,55.24,40,27.97,24,16.78,24037
24,38,180,87,48.33,64,35.56,29,16.11,24038
24,39,227,121,53.3,58,25.55,48,21.15,24039
24,40,215,98,45.58,75,34.88,42,19.53,24040
24,41,169,91,53.85,56,33.14,22,13.02,24041
25,1,259,124,47.88,58,22.39,77,29.73,25001
25,2,301,133,44.19,104,34.55,64,21.26,25002
25,3,227,125,55.07,73,32.16,29,12.78,25003
25,4,217,121,55.76,64,29.49,32,14.75,25004
25,5,299,135,45.15,73,24.41,91,30.43,25005
25,6,66,36,54.55,22,33.33,8,12.12,25006
25,7,276,135,48.91,72,26.09,69,25.0,25007
25,8,325,150,46.15,92,28.31,83,25.54,25008
25,9,313,139,44.41,93,29.71,81,25.88,25009
25,10,214,112,52.34,71,33.18,31,14.49,25010
25,11,324,166,51.23,73,22.53,85,26.23,25011
25,12,247,124,50.2,59,23.89,64,25.91,25012
25,13,299,137,45.82,92,30.77,70,23.41,25013
25,14,136,75,55.15,38,27.94,23,16.91,25014
25,15,261,135,51.72,60,22.99,66,25.29,25015
25,16,184,111,60.33,44,23.91,29,15.76,25016
25,17,264,124,46.97,65,24.62,75,28.41,25017
25,18,110,59,53.64,35,31.82,16,14.55,25018
25,19,265,121,45.66,81,30.57,63,23.77,25019
25,20,191,107,56.02,45,23.56,39,20.42,25020
25,21,275,153,55.64,87,31.64,35,12.73,25021
25,22,307,149,48.53,90,29.32,68,22.15,25022
25,23,352,168,47.73,78,22.16,106,30.11,25023
25,24,282,122,43.26,89,31.56,71,25.18,25024
25,25,220,116,52.73,65,29.55,39,17.73,25025
25,26,315,160,50.79,74,23.49,81,25.71,25026
25,27,196,109,55.61,57,29.08,30,15.31,25027
25,28,333,172,51.65,80,24.02,81,24.32,25028
25,29,185,104,56.22,46,24.86,35,18.92,25029
25,30,288,142,49.31,63,21.88,83,28.82,25030
25,31,215,113,52.56,62,28.84,40,18.6,25031
25,32,237,93,39.24,61,25.74,83,35.02,25032
26,1,198,103,52.02,57,28.79,38,19.19,26001
