ward,precinct,total,Patrick Joseph Powers,Patrick Joseph Powers Percent,Fredrick H. Bates,Fredrick H. Bates Percent,precinct_id
17,14,264,159,60.23,105,39.77,17014
17,15,273,122,44.69,151,55.31,17015
17,16,260,137,52.69,123,47.31,17016
17,17,251,125,49.8,126,50.2,17017
17,18,298,118,39.6,180,60.4,17018
17,19,173,81,46.82,92,53.18,17019
17,20,362,147,40.61,215,59.39,17020
17,21,319,147,46.08,172,53.92,17021
17,22,234,116,49.57,118,50.43,17022
17,23,172,82,47.67,90,52.33,17023
17,24,277,123,44.4,154,55.6,17024
17,25,237,116,48.95,121,51.05,17025
17,26,307,154,50.16,153,49.84,17026
17,27,248,129,52.02,119,47.98,17027
17,28,221,110,49.77,111,50.23,17028
17,29,246,126,51.22,120,48.78,17029
17,30,215,129,60.0,86,40.0,17030
17,31,166,87,52.41,79,47.59,17031
17,32,216,124,57.41,92,42.59,17032
17,33,159,78,49.06,81,50.94,17033
17,34,201,95,47.26,106,52.74,17034
17,35,216,115,53.24,101,46.76,17035
17,36,288,149,51.74,139,48.26,17036
17,37,230,116,50.43,114,49.57,17037
17,38,248,105,42.34,143,57.66,17038
17,39,259,125,48.26,134,51.74,17039
17,40,288,140,48.61,148,51.39,17040
17,41,312,151,48.4,161,51.6,17041
18,1,270,137,50.74,133,49.26,18001
18,2,219,114,52.05,105,47.95,18002
18,3,195,119,61.03,76,38.97,18003
18,4,300,120,40.0,180,60.0,18004
18,5,186,93,50.0,93,50.0,18005
18,6,194,116,59.79,78,40.21,18006
18,7,270,127,47.04,143,52.96,18007
18,8,281,119,42.35,162,57.65,18008
18,9,245,114,46.53,131,53.47,18009
18,10,373,173,46.38,200,53.62,18010
18,11,228,108,47.37,120,52.63,18011
18,12,244,115,47.13,129,52.87,18012
18,13,293,126,43.0,167,57.0,18013
18,14,273,134,49.08,139,50.92,18014
18,15,317,171,53.94,146,46.06,18015
18,16,257,112,43.58,145,56.42,18016
18,17,285,144,50.53,141,49.47,18017
18,18,241,107,44.4,134,55.6,18018
18,19,255,129,50.59,126,49.41,18019
18,20,229,117,51.09,112,48.91,18020
18,21,336,131,38.99,205,61.01,18021
18,22,342,168,49.12,174,50.88,18022
18,23,237,109,45.99,128,54.01,18023
18,24,240,140,58.33,100,41.67,18024
18,25,223,127,56.95,96,43.05,18025
18,26,328,114,34.76,214,65.24,18026
18,27,207,86,41.55,121,58.45,18027
18,28,215,111,51.63,104,48.37,18028
18,29,278,167,60.07,111,39.93,18029
18,30,259,163,62.93,96,37.07,18030
18,31,305,143,46.89,162,53.11,18031
18,32,293,122,41.64,171,58.36,18032
18,33,232,121,52.16,111,47.84,18033
18,34,349,119,34.1,230,65.9,18034
18,35,319,129,40.44,190,59.56,18035
18,36,273,150,54.95,123,45.05,18036
18,37,310,140,45.16,170,54.84,18037
18,38,256,120,46.88,136,53.13,18038
18,39,201,89,44.28,112,55.72,18039
18,40,313,175,55.91,138,44.09,18040
18,41,327,150,45.87,177,54.13,18041
18,42,217,112,51.61,105,48.39,18042
18,43,201,123,61.19,78,38.81,18043
18,44,192,98,51.04,94,48.96,18044
18,45,233,135,57.94,98,42.06,18045
18,46,277,168,60.65,109,39.35,18046
18,47,204,87,42.65,117,57.35,18047
18,48,224,99,44.2,125,55.8,18048
18,49,181,82,45.3,99,54.7,18049
18,50,181,94,51.93,87,48.07,18050
19,1,198,132,66.67,66,33.33,19001
19,2,378,167,44.18,211,55.82,19002
19,3,158,111,70.25,47,29.75,19003
19,4,223,174,78.03,49,21.97,19004
19,5,294,152,51.7,142,48.3,19005
19,6,197,135,68.53,62,31.47,19006
19,7,229,159,69.43,70,30.57,19007
19,8,205,141,68.78,64,31.22,19008
19,9,167,119,71.26,48,28.74,19009
19,10,322,148,45.96,174,54.04,19010
19,11,186,116,62.37,70,37.63,19011
19,12,155,107,69.03,48,30.97,19012
19,13,367,154,41.96,213,58.04,19013
19,14,293,148,50.51,145,49.49,19014
19,15,228,156,68.42,72,31.58,19015
19,16,245,182,74.29,63,25.71,19016
19,17,203,144,70.94,59,29.06,19017
19,18,258,112,43.41,146,56.59,19018
19,19,307,170,55.37,137,44.63,19019
19,20,244,126,51.64,118,48.36,19020
19,21,176,125,71.02,51,28.98,19021
19,22,234,115,49.15,119,50.85,19022
19,23,215,156,72.56,59,27.44,19023
19,24,156,102,65.38,54,34.62,19024
19,25,229,134,58.52,95,41.48,19025
19,26,209,126,60.29,83,39.71,19026
19,27,290,127,43.79,163,56.21,19027
19,28,339,149,43.95,190,56.05,19028
19,29,182,132,72.53,50,27.47,19029
19,30,185,122,65.95,63,34.05,19030
19,31,220,137,62.27,83,37.73,19031
19,32,191,139,72.77,52,27.23,19032
19,33,187,137,73.26,50,26.74,19033
19,34,225,138,61.33,87,38.67,19034
19,35,225,127,56.44,98,43.56,19035
19,36,368,162,44.02,206,55.98,19036
19,37,289,145,50.17,144,49.83,19037
19,38,273,119,43.59,154,56.41,19038
19,39,122,62,50.82,60,49.18,19039
19,40,289,155,53.63,134,46.37,19040
19,41,159,112,70.44,47,29.56,19041
19,42,201,98,48.76,103,51.24,19042
19,43,389,164,42.16,225,57.84,19043
19,44,231,163,70.56,68,29.44,19044
19,45,219,133,60.73,86,39.27,19045
19,46,217,146,67.28,71,32.72,19046
19,47,442,196,44.34,246,55.66,19047
19,48,353,156,44.19,197,55.81,19048
19,49,363,135,37.19,228,62.81,19049
19,50,193,116,60.1,77,39.9,19050
19,51,288,191,66.32,97,33.68,19051
19,52,213,153,71.83,60,28.17,19052
19,53,207,130,62.8,77,37.2,19053
19,54,142,97,68.31,45,31.69,19054
19,55,162,132,81.48,30,18.52,19055
19,56,278,122,43.88,156,56.12,19056
19,57,219,102,46.58,117,53.42,19057
20,1,242,116,47.93,126,52.07,20001
20,2,107,61,57.01,46,42.99,20002
20,3,215,107,49.77,108,50.23,20003
20,4,133,67,50.38,66,49.62,20004
20,5,260,113,43.46,147,56.54,20005
20,6,134,67,50.0,67,50.0,20006
20,7,279,139,49.82,140,50.18,20007
20,8,241,120,49.79,121,50.21,20008
20,9,297,126,42.42,171,57.58,20009
20,10,213,109,51.17,104,48.83,20010
20,11,328,148,45.12,180,54.88,20011
20,12,177,101,57.06,76,42.94,20012
20,13,274,131,47.81,143,52.19,20013
20,14,146,61,41.78,85,58.22,20014
20,15,264,150,56.82,114,43.18,20015
20,16,303,147,48.51,156,51.49,20016
20,17,133,71,53.38,62,46.62,20017
20,18,203,100,49.26,103,50.74,20018
20,19,280,120,42.86,160,57.14,20019
20,20,217,120,55.3,97,44.7,20020
20,21,210,103,49.05,107,50.95,20021
20,22,320,132,41.25,188,58.75,20022
20,23,269,127,47.21,142,52.79,20023
20,24,253,93,36.76,160,63.24,20024
20,25,181,81,44.75,100,55.25,20025
20,26,267,120,44.94,147,55.06,20026
20,27,154,65,42.21,89,57.79,20027
20,28,170,82,48.24,88,51.76,20028
20,29,294,125,42.52,169,57.48,20029
20,30,140,69,49.29,71,50.71,20030
20,31,313,149,47.6,164,52.4,20031
20,32,256,123,48.05,133,51.95,20032
20,33,158,74,46.84,84,53.16,20033
20,34,332,147,44.28,185,55.72,20034
20,35,226,112,49.56,114,50.44,20035
20,36,106,57,53.77,49,46.23,20036
20,37,94,48,51.06,46,48.94,20037
20,38,111,57,51.35,54,48.65,20038
20,39,45,24,53.33,21,46.67,20039
21,1,289,115,39.79,174,60.21,21001
21,2,206,115,55.83,91,44.17,21002
21,3,315,146,46.35,169,53.65,21003
21,4,295,138,46.78,157,53.22,21004
21,5,310,134,43.23,176,56.77,21005
21,6,260,114,43.85,146,56.15,21006
21,7,311,148,47.59,163,52.41,21007
21,8,297,131,44.11,166,55.89,21008
21,9,320,147,45.94,173,54.06,21009
21,10,266,118,44.36,148,55.64,21010
21,11,274,125,45.62,149,54.38,21011
21,12,268,118,44.03,150,55.97,21012
21,13,251,129,51.39,122,48.61,21013
21,14,335,158,47.16,177,52.84,21014
21,15,255,122,47.84,133,52.16,21015
21,16,265,108,40.75,157,59.25,21016
21,17,266,127,47.74,139,52.26,21017
21,18,337,164,48.66,173,51.34,21018
21,19,298,146,48.99,152,51.01,21019
21,20,235,117,49.79,118,50.21,21020
21,21,262,126,48.09,136,51.91,21021
21,22,258,112,43.41,146,56.59,21022
21,23,252,119,47.22,133,52.78,21023
21,24,265,118,44.53,147,55.47,21024
21,25,250,97,38.8,153,61.2,21025
21,26,273,136,49.82,137,50.18,21026
21,27,275,118,42.91,157,57.09,21027
21,28,322,160,49.69,162,50.31,21028
21,29,301,147,48.84,154,51.16,21029
21,30,221,100,45.25,121,54.75,21030
21,31,207,60,28.99,147,71.01,21031
21,32,263,126,47.91,137,52.09,21032
21,33,290,134,46.21,156,53.79,21033
21,34,274,133,48.54,141,51.46,21034
21,35,299,144,48.16,155,51.84,21035
21,36,291,139,47.77,152,52.23,21036
21,37,219,104,47.49,115,52.51,21037
21,38,293,149,50.85,144,49.15,21038
21,39,224,116,51.79,108,48.21,21039
21,40,235,115,48.94,120,51.06,21040
21,41,273,113,41.39,160,58.61,21041
21,42,290,126,43.45,164,56.55,21042
21,43,304,132,43.42,172,56.58,21043
21,44,265,116,43.77,149,56.23,21044
21,45,253,111,43.87,142,56.13,21045
21,46,275,141,51.27,134,48.73,21046
21,47,262,144,54.96,118,45.04,21047
21,48,250,114,45.6,136,54.4,21048
21,49,290,117,40.34,173,59.66,21049
21,50,242,113,46.69,129,53.31,21050
21,51,285,133,46.67,152,53.33,21051
21,52,297,130,43.77,167,56.23,21052
21,53,221,83,37.56,138,62.44,21053
21,54,241,109,45.23,132,54.77,21054
22,1,163,77,47.24,86,52.76,22001
22,2,262,141,53.82,121,46.18,22002
22,3,353,215,60.91,138,39.09,22003
22,4,222,139,62.61,83,37.39,22004
22,5,249,129,51.81,120,48.19,22005
22,6,227,116,51.1,111,48.9,22006
22,7,167,98,58.68,69,41.32,22007
22,8,287,166,57.84,121,42.16,22008
22,9,209,116,55.5,93,44.5,22009
22,10,336,200,59.52,136,40.48,22010
22,11,179,97,54.19,82,45.81,22011
22,12,219,124,56.62,95,43.38,22012
22,13,270,158,58.52,112,41.48,22013
22,14,200,97,48.5,103,51.5,22014
22,15,218,124,56.88,94,43.12,22015
22,16,243,135,55.56,108,44.44,22016
22,17,265,142,53.58,123,46.42,22017
22,18,231,137,59.31,94,40.69,22018
22,19,139,66,47.48,73,52.52,22019
22,20,251,131,52.19,120,47.81,22020
22,21,290,131,45.17,159,54.83,22021
22,22,229,121,52.84,108,47.16,22022
22,23,288,124,43.06,164,56.94,22023
22,24,317,182,57.41,135,42.59,22024
22,25,262,149,56.87,113,43.13,22025
23,1,224,170,75.89,54,24.11,23001
23,2,204,141,69.12,63,30.88,23002
23,3,170,129,75.88,41,24.12,23003
23,4,261,205,78.54,56,21.46,23004
23,5,265,167,63.02,98,36.98,23005
23,6,272,199,73.16,73,26.84,23006
23,7,251,176,70.12,75,29.88,23007
23,8,291,209,71.82,82,28.18,23008
23,9,239,171,71.55,68,28.45,23009
23,10,331,211,63.75,120,36.25,23010
23,11,310,199,64.19,111,35.81,23011
23,12,183,132,72.13,51,27.87,23012
23,13,226,151,66.81,75,33.19,23013
23,14,181,145,80.11,36,19.89,23014
23,15,230,153,66.52,77,33.48,23015
23,16,205,173,84.39,32,15.61,23016
23,17,169,109,64.5,60,35.5,23017
23,18,193,144,74.61,49,25.39,23018
23,19,228,140,61.4,88,38.6,23019
23,20,187,115,61.5,72,38.5,23020
23,21,197,143,72.59,54,27.41,23021
23,22,225,159,70.67,66,29.33,23022
23,23,206,163,79.13,43,20.87,23023
23,24,229,132,57.64,97,42.36,23024
23,25,225,150,66.67,75,33.33,23025
23,26,261,179,68.58,82,31.42,23026
23,27,197,137,69.54,60,30.46,23027
23,28,227,167,73.57,60,26.43,23028
23,29,184,148,80.43,36,19.57,23029
23,30,305,192,62.95,113,37.05,23030
23,31,160,102,63.75,58,36.25,23031
23,32,281,169,60.14,112,39.86,23032
23,33,295,188,63.73,107,36.27,23033
23,34,257,159,61.87,98,38.13,23034
23,35,137,105,76.64,32,23.36,23035
23,36,194,160,82.47,34,17.53,23036
23,37,165,129,78.18,36,21.82,23037
23,38,187,148,79.14,39,20.86,23038
23,39,246,171,69.51,75,30.49,23039
24,1,253,120,47.43,133,52.57,24001
24,2,226,114,50.44,112,49.56,24002
24,3,211,103,48.82,108,51.18,24003
24,4,217,114,52.53,103,47.47,24004
24,5,120,57,47.5,63,52.5,24005
24,6,242,99,40.91,143,59.09,24006
24,7,140,72,51.43,68,48.57,24007
24,8,103,55,53.4,48,46.6,24008
24,9,243,124,51.03,119,48.97,24009
24,10,135,66,48.89,69,51.11,24010
24,11,247,106,42.91,141,57.09,24011
24,12,140,68,48.57,72,51.43,24012
24,13,106,43,40.57,63,59.43,24013
24,14,196,103,52.55,93,47.45,24014
24,15,133,62,46.62,71,53.38,24015
24,16,275,153,55.64,122,44.36,24016
24,17,173,83,47.98,90,52.02,24017
24,18,275,124,45.09,151,54.91,24018
24,19,280,131,46.79,149,53.21,24019
24,20,169,88,52.07,81,47.93,24020
24,21,135,64,47.41,71,52.59,24021
24,22,307,135,43.97,172,56.03,24022
24,23,212,108,50.94,104,49.06,24023
24,24,278,121,43.53,157,56.47,24024
24,25,193,103,53.37,90,46.63,24025
24,26,290,132,45.52,158,54.48,24026
24,27,242,114,47.11,128,52.89,24027
24,28,181,80,44.2,101,55.8,24028
24,29,170,69,40.59,101,59.41,24029
24,30,118,62,52.54,56,47.46,24030
24,31,281,131,46.62,150,53.38,24031
24,32,122,56,45.9,66,54.1,24032
24,33,150,78,52.0,72,48.0,24033
24,34,193,91,47.15,102,52.85,24034
24,35,227,113,49.78,114,50.22,24035
24,36,312,151,48.4,161,51.6,24036
24,37,143,72,50.35,71,49.65,24037
24,38,175,77,44.0,98,56.0,24038
24,39,227,121,53.3,106,46.7,24039
24,40,217,111,51.15,106,48.85,24040
24,41,162,65,40.12,97,59.88,24041
25,1,258,155,60.08,103,39.92,25001
25,2,285,134,47.02,151,52.98,25002
25,3,220,121,55.0,99,45.0,25003
25,4,218,120,55.05,98,44.95,25004
25,5,289,155,53.63,134,46.37,25005
25,6,57,35,61.4,22,38.6,25006
25,7,263,153,58.17,110,41.83,25007
25,8,317,180,56.78,137,43.22,25008
25,9,302,172,56.95,130,43.05,25009
25,10,207,101,48.79,106,51.21,25010
25,11,311,187,60.13,124,39.87,25011
25,12,247,141,57.09,106,42.91,25012
25,13,289,166,57.44,123,42.56,25013
25,14,130,63,48.46,67,51.54,25014
25,15,254,144,56.69,110,43.31,25015
25,16,174,97,55.75,77,44.25,25016
25,17,257,136,52.92,121,47.08,25017
25,18,99,57,57.58,42,42.42,25018
25,19,263,156,59.32,107,40.68,25019
25,20,184,91,49.46,93,50.54,25020
25,21,277,147,53.07,130,46.93,25021
25,22,286,152,53.15,134,46.85,25022
25,23,329,194,58.97,135,41.03,25023
25,24,278,160,57.55,118,42.45,25024
25,25,214,115,53.74,99,46.26,25025
25,26,306,173,56.54,133,43.46,25026
25,27,196,103,52.55,93,47.45,25027
25,28,327,181,55.35,146,44.65,25028
25,29,175,106,60.57,69,39.43,25029
25,30,284,157,55.28,127,44.72,25030
25,31,199,107,53.77,92,46.23,25031
25,32,233,142,60.94,91,39.06,25032
26,1,188,98,52.13,90,47.87,26001
26,2,178,116,65.17,62,34.83,26002
26,3,199,112,56.28,87,43.72,26003
26,4,157,79,50.32,78,49.68,26004
26,5,208,103,49.52,105,50.48,26005
26,6,211,112,53.08,99,46.92,26006
26,7,170,96,56.47,74,43.53,26007
26,8,122,76,62.3,46,37.7,26008
26,9,188,115,61.17,73,38.83,26009
26,10,194,103,53.09,91,46.91,26010
26,11,199,114,57.29,85,42.71,26011
26,12,203,101,49.75,102,50.25,26012
26,13,136,82,60.29,54,39.71,26013
26,14,167,109,65.27,58,34.73,26014
26,15,115,64,55.65,51,44.35,26015
26,16,132,81,61.36,51,38.64,26016
26,17,120,66,55.0,54,45.0,26017
26,18,180,103,57.22,77,42.78,26018
26,19,115,80,69.57,35,30.43,26019
26,20,172,99,57.56,73,42.44,26020
26,21,262,141,53.82,121,46.18,26021
26,22,123,84,68.29,39,31.71,26022
26,23,146,86,58.9,60,41.1,26023
26,24,166,96,57.83,70,42.17,26024
26,25,152,76,50.0,76,50.0,26025
26,26,127,78,61.42,49,38.58,26026
26,27,201,108,53.73,93,46.27,26027
26,28,184,111,60.33,73,39.67,26028
26,29,101,46,45.54,55,54.46,26029
26,30,171,90,52.63,81,47.37,26030
26,31,86,49,56.98,37,43.02,26031
26,32,203,114,56.16,89,43.84,26032
26,33,179,86,48.04,93,51.96,26033
26,34,197,119,60.41,78,39.59,26034
26,35,139,88,63.31,51,36.69,26035
26,36,189,99,52.38,90,47.62,26036
26,37,217,116,53.46,101,46.54,26037
26,38,108,63,58.33,45,41.67,26038
26,39,185,97,52.43,88,47.57,26039
26,40,120,79,65.83,41,34.17,26040
26,41,201,125,62.19,76,37.81,26041
26,42,149,94,63.09,55,36.91,26042
26,43,114,72,63.16,42,36.84,26043
26,44,128,75,58.59,53,41.41,26044
26,45,88,55,62.5,33,37.5,26045
26,46,102,56,54.9,46,45.1,26046
26,47,128,78,60.94,50,39.06,26047
26,48,180,102,56.67,78,43.33,26048
26,49,117,73,62.39,44,37.61,26049
27,1,156,82,52.56,74,47.44,27001
27,2,202,94,46.53,108,53.47,27002
27,3,141,62,43.97,79,56.03,27003
27,4,152,61,40.13,91,59.87,27004
27,5,183,84,45.9,99,54.1,27005
27,6,160,74,46.25,86,53.75,27006
27,7,255,144,56.47,111,43.53,27007
27,8,240,105,43.75,135,56.25,27008
27,9,66,29,43.94,37,56.06,27009
27,10,266,121,45.49,145,54.51,27010
27,11,144,71,49.31,73,50.69,27011
27,12,112,58,51.79,54,48.21,27012
27,13,346,181,52.31,165,47.69,27013
27,14,133,58,43.61,75,56.39,27014
27,15,179,90,50.28,89,49.72,27015
27,16,139,75,53.96,64,46.04,27016
27,17,250,107,42.8,143,57.2,27017
27,18,205,122,59.51,83,40.49,27018
27,19,164,85,51.83,79,48.17,27019
27,20,230,137,59.57,93,40.43,27020
27,21,145,81,55.86,64,44.14,27021
27,22,156,65,41.67,91,58.33,27022
27,23,203,101,49.75,102,50.25,27023
27,24,208,93,44.71,115,55.29,27024
27,25,193,86,44.56,107,55.44,27025
27,26,202,88,43.56,114,56.44,27026
27,27,289,131,45.33,158,54.67,27027
27,28,105,48,45.71,57,54.29,27028
27,29,219,106,48.4,113,51.6,27029
27,30,153,83,54.25,70,45.75,27030
27,31,213,98,46.01,115,53.99,27031
27,32,174,75,43.1,99,56.9,27032
27,33,179,90,50.28,89,49.72,27033
27,34,236,111,47.03,125,52.97,27034
27,35,157,76,48.41,81,51.59,27035
27,36,196,89,45.41,107,54.59,27036
27,37,184,95,51.63,89,48.37,27037
27,38,291,150,51.55,141,48.45,27038
27,39,217,82,37.79,135,62.21,27039
27,40,220,114,51.82,106,48.18,27040
27,41,210,111,52.86,99,47.14,27041
27,42,112,51,45.54,61,54.46,27042
27,43,210,107,50.95,103,49.05,27043
27,44,238,106,44.54,132,55.46,27044
27,45,225,121,53.78,104,46.22,27045
27,46,86,43,50.0,43,50.0,27046
27,47,159,75,47.17,84,52.83,27047
27,48,211,115,54.5,96,45.5,27048
27,49,182,78,42.86,104,57.14,27049
27,50,215,106,49.3,109,50.7,27050
28,1,226,83,36.73,143,63.27,28001
28,2,213,87,40.85,126,59.15,28002
28,3,179,93,51.96,86,48.04,28003
28,4,132,63,47.73,69,52.27,28004
28,5,148,65,43.92,83,56.08,28005
28,6,108,43,39.81,65,60.19,28006
28,7,248,87,35.08,161,64.92,28007
28,8,110,54,49.09,56,50.91,28008
28,9,217,86,39.63,131,60.37,28009
28,10,237,118,49.79,119,50.21,28010
28,11,353,167,47.31,186,52.69,28011
28,12,231,95,41.13,136,58.87,28012
28,13,215,101,46.98,114,53.02,28013
28,14,218,74,33.94,144,66.06,28014
28,15,72,38,52.78,34,47.22,28015
28,16,156,76,48.72,80,51.28,28016
28,17,226,85,37.61,141,62.39,28017
28,18,177,88,49.72,89,50.28,28018
28,19,200,106,53.0,94,47.0,28019
28,20,196,102,52.04,94,47.96,28020
28,21,192,91,47.4,101,52.6,28021
28,22,184,77,41.85,107,58.15,28022
28,23,273,127,46.52,146,53.48,28023
28,24,201,93,46.27,108,53.73,28024
28,25,327,110,33.64,217,66.36,28025
28,26,241,96,39.83,145,60.17,28026
28,27,202,93,46.04,109,53.96,28027
28,28,220,105,47.73,115,52.27,28028
28,29,104,46,44.23,58,55.77,28029
28,30,36,14,38.89,22,61.11,28030
28,31,276,136,49.28,140,50.72,28031
28,32,222,115,51.8,107,48.2,28032
28,33,257,126,49.03,131,50.97,28033
28,34,399,187,46.87,212,53.13,28034
28,35,229,100,43.67,129,56.33,28035
28,36,138,43,31.16,95,68.84,28036
28,37,320,166,51.88,154,48.13,28037
28,38,115,54,46.96,61,53.04,28038
28,39,184,89,48.37,95,51.63,28039
28,40,317,133,41.96,184,58.04,28040
28,41,185,77,41.62,108,58.38,28041
28,42,263,90,34.22,173,65.78,28042
28,43,309,127,41.1,182,58.9,28043
28,44,156,80,51.28,76,48.72,28044
28,45,142,70,49.3,72,50.7,28045
28,46,314,151,48.09,163,51.91,28046
29,1,291,147,50.52,144,49.48,29001
29,2,421,192,45.61,229,54.39,29002
29,3,308,129,41.88,179,58.12,29003
29,4,328,152,46.34,176,53.66,29004
29,5,246,108,43.9,138,56.1,29005
29,6,267,112,41.95,155,58.05,29006
29,7,244,112,45.9,132,54.1,29007
29,8,245,101,41.22,144,58.78,29008
29,9,252,131,51.98,121,48.02,29009
29,10,315,172,54.6,143,45.4,29010
29,11,177,77,43.5,100,56.5,29011
29,12,331,154,46.53,177,53.47,29012
29,13,264,126,47.73,138,52.27,29013
29,14,266,100,37.59,166,62.41,29014
29,15,320,165,51.56,155,48.44,29015
29,16,337,105,31.16,232,68.84,29016
29,17,272,120,44.12,152,55.88,29017
29,18,309,122,39.48,187,60.52,29018
29,19,321,109,33.96,212,66.04,29019
29,20,330,128,38.79,202,61.21,29020
29,21,389,173,44.47,216,55.53,29021
29,22,211,100,47.39,111,52.61,29022
29,23,239,145,60.67,94,39.33,29023
29,24,262,123,46.95,139,53.05,29024
29,25,291,120,41.24,171,58.76,29025
29,26,266,103,38.72,163,61.28,29026
29,27,229,111,48.47,118,51.53,29027
29,28,337,137,40.65,200,59.35,29028
29,29,187,128,68.45,59,31.55,29029
29,30,293,156,53.24,137,46.76,29030
29,31,155,95,61.29,60,38.71,29031
29,32,169,108,63.91,61,36.09,29032
29,33,206,97,47.09,109,52.91,29033
29,34,150,63,42.0,87,58.0,29034
29,35,238,104,43.7,134,56.3,29035
29,36,256,114,44.53,142,55.47,29036
29,37,269,113,42.01,156,57.99,29037
29,38,201,120,59.7,81,40.3,29038
29,39,202,130,64.36,72,35.64,29039
29,40,327,141,43.12,186,56.88,29040
29,41,228,93,40.79,135,59.21,29041
29,42,307,126,41.04,181,58.96,29042
29,43,291,150,51.55,141,48.45,29043
29,44,366,141,38.52,225,61.48,29044
30,1,274,172,62.77,102,37.23,30001
30,2,217,130,59.91,87,40.09,30002
30,3,188,103,54.79,85,45.21,30003
30,4,241,133,55.19,108,44.81,30004
30,5,164,95,57.93,69,42.07,30005
30,6,218,127,58.26,91,41.74,30006
30,7,256,132,51.56,124,48.44,30007
30,8,269,149,55.39,120,44.61,30008
30,9,201,106,52.74,95,47.26,30009
30,10,269,170,63.2,99,36.8,30010
30,11,241,144,59.75,97,40.25,30011
30,12,193,109,56.48,84,43.52,30012
30,13,201,119,59.2,82,40.8,30013
30,14,181,107,59.12,74,40.88,30014
30,15,207,112,54.11,95,45.89,30015
30,16,123,66,53.66,57,46.34,30016
30,17,223,115,51.57,108,48.43,30017
30,18,262,138,52.67,124,47.33,30018
30,19,281,167,59.43,114,40.57,30019
30,20,221,120,54.3,101,45.7,30020
30,21,152,92,60.53,60,39.47,30021
30,22,311,174,55.95,137,44.05,30022
30,23,266,148,55.64,118,44.36,30023
30,24,222,116,52.25,106,47.75,30024
30,25,260,151,58.08,109,41.92,30025
30,26,128,64,50.0,64,50.0,30026
30,27,138,71,51.45,67,48.55,30027
30,28,257,150,58.37,107,41.63,30028
30,29,146,86,58.9,60,41.1,30029
30,30,99,60,60.61,39,39.39,30030
30,31,147,68,46.26,79,53.74,30031
30,32,189,103,54.5,86,45.5,30032
31,1,140,88,62.86,52,37.14,31001
31,2,147,90,61.22,57,38.78,31002
31,3,151,85,56.29,66,43.71,31003
31,4,211,121,57.35,90,42.65,31004
31,5,170,95,55.88,75,44.12,31005
31,6,134,83,61.94,51,38.06,31006
31,7,252,137,54.37,115,45.63,31007
31,8,113,65,57.52,48,42.48,31008
31,9,195,109,55.9,86,44.1,31009
31,10,156,95,60.9,61,39.1,31010
31,11,132,81,61.36,51,38.64,31011
31,12,135,74,54.81,61,45.19,31012
31,13,175,96,54.86,79,45.14,31013
31,14,146,89,60.96,57,39.04,31014
31,15,121,72,59.5,49,40.5,31015
31,16,201,110,54.73,91,45.27,31016
31,17,141,80,56.74,61,43.26,31017
31,18,144,80,55.56,64,44.44,31018
31,19,131,77,58.78,54,41.22,31019
31,20,143,79,55.24,64,44.76,31020
31,21,157,98,62.42,59,37.58,31021
31,22,138,86,62.32,52,37.68,31022
31,23,138,83,60.14,55,39.86,31023
31,24,186,109,58.6,77,41.4,31024
31,25,143,81,56.64,62,43.36,31025
31,26,181,117,64.64,64,35.36,31026
31,27,138,77,55.8,61,44.2,31027
31,28,173,109,63.01,64,36.99,31028
31,29,170,99,58.24,71,41.76,31029
31,30,130,74,56.92,56,43.08,31030
31,31,157,106,67.52,51,32.48,31031
31,32,145,82,56.55,63,43.45,31032
31,33,141,90,63.83,51,36.17,31033
31,34,146,79,54.11,67,45.89,31034
31,35,175,102,58.29,73,41.71,31035
31,36,170,102,60.0,68,40.0,31036
31,37,148,82,55.41,66,44.59,31037
31,38,171,113,66.08,58,33.92,31038
31,39,171,95,55.56,76,44.44,31039
31,40,162,79,48.77,83,51.23,31040
31,41,158,90,56.96,68,43.04,31041
32,1,242,141,58.26,101,41.74,32001
32,2,180,81,45.0,99,55.0,32002
32,3,326,161,49.39,165,50.61,32003
32,4,208,110,52.88,98,47.12,32004
32,5,174,88,50.57,86,49.43,32005
32,6,191,112,58.64,79,41.36,32006
32,7,174,92,52.87,82,47.13,32007
32,8,226,122,53.98,104,46.02,32008
32,9,212,116,54.72,96,45.28,32009
32,10,154,87,56.49,67,43.51,32010
32,11,287,138,48.08,149,51.92,32011
32,12,227,105,46.26,122,53.74,32012
32,13,181,89,49.17,92,50.83,32013
32,14,287,150,52.26,137,47.74,32014
32,15,182,99,54.4,83,45.6,32015
32,16,199,91,45.73,108,54.27,32016
32,17,294,162,55.1,132,44.9,32017
32,18,161,81,50.31,80,49.69,32018
32,19,194,111,57.22,83,42.78,32019
32,20,289,145,50.17,144,49.83,32020
32,21,210,102,48.57,108,51.43,32021
32,22,370,183,49.46,187,50.54,32022
32,23,187,106,56.68,81,43.32,32023
32,24,109,68,62.39,41,37.61,32024
32,25,188,105,55.85,83,44.15,32025
32,26,294,162,55.1,132,44.9,32026
32,27,156,96,61.54,60,38.46,32027
32,28,291,141,48.45,150,51.55,32028
32,29,265,141,53.21,124,46.79,32029
32,30,128,58,45.31,70,54.69,32030
32,31,205,105,51.22,100,48.78,32031
32,32,207,103,49.76,104,50.24,32032
32,33,172,98,56.98,74,43.02,32033
32,34,186,97,52.15,89,47.85,32034
32,35,170,104,61.18,66,38.82,32035
32,36,196,102,52.04,94,47.96,32036
