ward,precinct,total,Michael I. O'Malley,Michael I. O'Malley Percent,Alison C. Conlon,Alison C. Conlon Percent,precinct_id
17,14,272,143,52.57,129,47.43,17014
17,15,278,146,52.52,132,47.48,17015
17,16,267,143,53.56,124,46.44,17016
17,17,258,138,53.49,120,46.51,17017
17,18,304,134,44.08,170,55.92,17018
17,19,179,107,59.78,72,40.22,17019
17,20,358,159,44.41,199,55.59,17020
17,21,324,152,46.91,172,53.09,17021
17,22,244,114,46.72,130,53.28,17022
17,23,174,97,55.75,77,44.25,17023
17,24,279,141,50.54,138,49.46,17024
17,25,235,125,53.19,110,46.81,17025
17,26,302,158,52.32,144,47.68,17026
17,27,266,153,57.52,113,42.48,17027
17,28,218,115,52.75,103,47.25,17028
17,29,241,128,53.11,113,46.89,17029
17,30,214,122,57.01,92,42.99,17030
17,31,172,91,52.91,81,47.09,17031
17,32,221,134,60.63,87,39.37,17032
17,33,168,99,58.93,69,41.07,17033
17,34,205,108,52.68,97,47.32,17034
17,35,223,117,52.47,106,47.53,17035
17,36,300,153,51.0,147,49.0,17036
17,37,232,122,52.59,110,47.41,17037
17,38,254,121,47.64,133,52.36,17038
17,39,259,133,51.35,126,48.65,17039
17,40,279,153,54.84,126,45.16,17040
17,41,309,148,47.9,161,52.1,17041
18,1,272,137,50.37,135,49.63,18001
18,2,222,115,51.8,107,48.2,18002
18,3,200,109,54.5,91,45.5,18003
18,4,302,122,40.4,180,59.6,18004
18,5,179,101,56.42,78,43.58,18005
18,6,200,104,52.0,96,48.0,18006
18,7,272,139,51.1,133,48.9,18007
18,8,291,133,45.7,158,54.3,18008
18,9,255,131,51.37,124,48.63,18009
18,10,394,181,45.94,213,54.06,18010
18,11,228,126,55.26,102,44.74,18011
18,12,254,111,43.7,143,56.3,18012
18,13,288,130,45.14,158,54.86,18013
18,14,276,122,44.2,154,55.8,18014
18,15,324,167,51.54,157,48.46,18015
18,16,266,131,49.25,135,50.75,18016
18,17,281,135,48.04,146,51.96,18017
18,18,244,119,48.77,125,51.23,18018
18,19,261,127,48.66,134,51.34,18019
18,20,227,112,49.34,115,50.66,18020
18,21,346,147,42.49,199,57.51,18021
18,22,350,166,47.43,184,52.57,18022
18,23,239,115,48.12,124,51.88,18023
18,24,240,144,60.0,96,40.0,18024
18,25,232,124,53.45,108,46.55,18025
18,26,330,119,36.06,211,63.94,18026
18,27,207,89,43.0,118,57.0,18027
18,28,227,115,50.66,112,49.34,18028
18,29,287,150,52.26,137,47.74,18029
18,30,260,157,60.38,103,39.62,18030
18,31,312,171,54.81,141,45.19,18031
18,32,289,133,46.02,156,53.98,18032
18,33,235,128,54.47,107,45.53,18033
18,34,344,129,37.5,215,62.5,18034
18,35,322,132,40.99,190,59.01,18035
18,36,277,154,55.6,123,44.4,18036
18,37,319,139,43.57,180,56.43,18037
18,38,261,140,53.64,121,46.36,18038
18,39,198,108,54.55,90,45.45,18039
18,40,312,171,54.81,141,45.19,18040
18,41,333,148,44.44,185,55.56,18041
18,42,221,119,53.85,102,46.15,18042
18,43,210,129,61.43,81,38.57,18043
18,44,211,114,54.03,97,45.97,18044
18,45,237,129,54.43,108,45.57,18045
18,46,295,184,62.37,111,37.63,18046
18,47,211,98,46.45,113,53.55,18047
18,48,224,105,46.88,119,53.13,18048
18,49,194,98,50.52,96,49.48,18049
18,50,192,108,56.25,84,43.75,18050
19,1,210,133,63.33,77,36.67,19001
19,2,381,164,43.04,217,56.96,19002
19,3,156,101,64.74,55,35.26,19003
19,4,219,153,69.86,66,30.14,19004
19,5,300,121,40.33,179,59.67,19005
19,6,203,123,60.59,80,39.41,19006
19,7,237,143,60.34,94,39.66,19007
19,8,218,142,65.14,76,34.86,19008
19,9,170,105,61.76,65,38.24,19009
19,10,327,130,39.76,197,60.24,19010
19,11,191,117,61.26,74,38.74,19011
19,12,166,112,67.47,54,32.53,19012
19,13,366,147,40.16,219,59.84,19013
19,14,304,148,48.68,156,51.32,19014
19,15,241,159,65.98,82,34.02,19015
19,16,243,152,62.55,91,37.45,19016
19,17,209,118,56.46,91,43.54,19017
19,18,254,95,37.4,159,62.6,19018
19,19,320,137,42.81,183,57.19,19019
19,20,248,118,47.58,130,52.42,19020
19,21,172,118,68.6,54,31.4,19021
19,22,235,92,39.15,143,60.85,19022
19,23,235,148,62.98,87,37.02,19023
19,24,168,98,58.33,70,41.67,19024
19,25,244,103,42.21,141,57.79,19025
19,26,217,106,48.85,111,51.15,19026
19,27,294,99,33.67,195,66.33,19027
19,28,351,162,46.15,189,53.85,19028
19,29,192,121,63.02,71,36.98,19029
19,30,190,117,61.58,73,38.42,19030
19,31,233,110,47.21,123,52.79,19031
19,32,201,118,58.71,83,41.29,19032
19,33,199,142,71.36,57,28.64,19033
19,34,232,103,44.4,129,55.6,19034
19,35,239,107,44.77,132,55.23,19035
19,36,377,158,41.91,219,58.09,19036
19,37,294,130,44.22,164,55.78,19037
19,38,268,115,42.91,153,57.09,19038
19,39,127,64,50.39,63,49.61,19039
19,40,307,141,45.93,166,54.07,19040
19,41,169,117,69.23,52,30.77,19041
19,42,208,92,44.23,116,55.77,19042
19,43,401,196,48.88,205,51.12,19043
19,44,242,151,62.4,91,37.6,19044
19,45,232,132,56.9,100,43.1,19045
19,46,232,132,56.9,100,43.1,19046
19,47,461,192,41.65,269,58.35,19047
19,48,362,172,47.51,190,52.49,19048
19,49,383,147,38.38,236,61.62,19049
19,50,201,111,55.22,90,44.78,19050
19,51,287,172,59.93,115,40.07,19051
19,52,233,152,65.24,81,34.76,19052
19,53,222,127,57.21,95,42.79,19053
19,54,148,104,70.27,44,29.73,19054
19,55,162,102,62.96,60,37.04,19055
19,56,290,118,40.69,172,59.31,19056
19,57,229,77,33.62,152,66.38,19057
20,1,244,127,52.05,117,47.95,20001
20,2,118,65,55.08,53,44.92,20002
20,3,213,120,56.34,93,43.66,20003
20,4,131,66,50.38,65,49.62,20004
20,5,254,122,48.03,132,51.97,20005
20,6,140,79,56.43,61,43.57,20006
20,7,288,147,51.04,141,48.96,20007
20,8,249,129,51.81,120,48.19,20008
20,9,302,148,49.01,154,50.99,20009
20,10,215,109,50.7,106,49.3,20010
20,11,338,177,52.37,161,47.63,20011
20,12,190,102,53.68,88,46.32,20012
20,13,287,146,50.87,141,49.13,20013
20,14,148,88,59.46,60,40.54,20014
20,15,269,142,52.79,127,47.21,20015
20,16,310,155,50.0,155,50.0,20016
20,17,137,83,60.58,54,39.42,20017
20,18,206,99,48.06,107,51.94,20018
20,19,286,142,49.65,144,50.35,20019
20,20,215,120,55.81,95,44.19,20020
20,21,217,125,57.6,92,42.4,20021
20,22,333,127,38.14,206,61.86,20022
20,23,276,150,54.35,126,45.65,20023
20,24,250,81,32.4,169,67.6,20024
20,25,192,98,51.04,94,48.96,20025
20,26,277,128,46.21,149,53.79,20026
20,27,159,84,52.83,75,47.17,20027
20,28,174,103,59.2,71,40.8,20028
20,29,307,156,50.81,151,49.19,20029
20,30,145,71,48.97,74,51.03,20030
20,31,305,169,55.41,136,44.59,20031
20,32,272,141,51.84,131,48.16,20032
20,33,157,92,58.6,65,41.4,20033
20,34,345,121,35.07,224,64.93,20034
20,35,230,123,53.48,107,46.52,20035
20,36,107,65,60.75,42,39.25,20036
20,37,99,51,51.52,48,48.48,20037
20,38,112,60,53.57,52,46.43,20038
20,39,46,24,52.17,22,47.83,20039
21,1,283,113,39.93,170,60.07,21001
21,2,209,123,58.85,86,41.15,21002
21,3,318,159,50.0,159,50.0,21003
21,4,300,150,50.0,150,50.0,21004
21,5,313,150,47.92,163,52.08,21005
21,6,270,132,48.89,138,51.11,21006
21,7,310,157,50.65,153,49.35,21007
21,8,306,156,50.98,150,49.02,21008
21,9,315,162,51.43,153,48.57,21009
21,10,277,139,50.18,138,49.82,21010
21,11,283,138,48.76,145,51.24,21011
21,12,272,132,48.53,140,51.47,21012
21,13,255,142,55.69,113,44.31,21013
21,14,344,152,44.19,192,55.81,21014
21,15,258,134,51.94,124,48.06,21015
21,16,274,131,47.81,143,52.19,21016
21,17,275,159,57.82,116,42.18,21017
21,18,324,154,47.53,170,52.47,21018
21,19,299,143,47.83,156,52.17,21019
21,20,244,125,51.23,119,48.77,21020
21,21,273,140,51.28,133,48.72,21021
21,22,257,112,43.58,145,56.42,21022
21,23,252,110,43.65,142,56.35,21023
21,24,273,142,52.01,131,47.99,21024
21,25,238,95,39.92,143,60.08,21025
21,26,283,146,51.59,137,48.41,21026
21,27,285,138,48.42,147,51.58,21027
21,28,332,183,55.12,149,44.88,21028
21,29,303,150,49.5,153,50.5,21029
21,30,225,129,57.33,96,42.67,21030
21,31,216,75,34.72,141,65.28,21031
21,32,277,113,40.79,164,59.21,21032
21,33,296,153,51.69,143,48.31,21033
21,34,286,143,50.0,143,50.0,21034
21,35,297,148,49.83,149,50.17,21035
21,36,296,158,53.38,138,46.62,21036
21,37,219,114,52.05,105,47.95,21037
21,38,297,156,52.53,141,47.47,21038
21,39,225,112,49.78,113,50.22,21039
21,40,241,116,48.13,125,51.87,21040
21,41,276,129,46.74,147,53.26,21041
21,42,298,134,44.97,164,55.03,21042
21,43,305,150,49.18,155,50.82,21043
21,44,266,122,45.86,144,54.14,21044
21,45,252,110,43.65,142,56.35,21045
21,46,287,141,49.13,146,50.87,21046
21,47,268,135,50.37,133,49.63,21047
21,48,253,117,46.25,136,53.75,21048
21,49,291,126,43.3,165,56.7,21049
21,50,251,133,52.99,118,47.01,21050
21,51,278,123,44.24,155,55.76,21051
21,52,303,147,48.51,156,51.49,21052
21,53,215,87,40.47,128,59.53,21053
21,54,245,133,54.29,112,45.71,21054
22,1,163,90,55.21,73,44.79,22001
22,2,270,148,54.81,122,45.19,22002
22,3,364,209,57.42,155,42.58,22003
22,4,224,137,61.16,87,38.84,22004
22,5,259,139,53.67,120,46.33,22005
22,6,241,127,52.7,114,47.3,22006
22,7,177,100,56.5,77,43.5,22007
22,8,290,165,56.9,125,43.1,22008
22,9,224,124,55.36,100,44.64,22009
22,10,349,193,55.3,156,44.7,22010
22,11,187,104,55.61,83,44.39,22011
22,12,233,130,55.79,103,44.21,22012
22,13,279,141,50.54,138,49.46,22013
22,14,198,98,49.49,100,50.51,22014
22,15,226,125,55.31,101,44.69,22015
22,16,255,147,57.65,108,42.35,22016
22,17,253,126,49.8,127,50.2,22017
22,18,239,129,53.97,110,46.03,22018
22,19,143,62,43.36,81,56.64,22019
22,20,256,119,46.48,137,53.52,22020
22,21,295,152,51.53,143,48.47,22021
22,22,246,129,52.44,117,47.56,22022
22,23,301,144,47.84,157,52.16,22023
22,24,320,196,61.25,124,38.75,22024
22,25,260,139,53.46,121,46.54,22025
23,1,229,160,69.87,69,30.13,23001
23,2,210,140,66.67,70,33.33,23002
23,3,166,109,65.66,57,34.34,23003
23,4,260,189,72.69,71,27.31,23004
23,5,267,155,58.05,112,41.95,23005
23,6,278,184,66.19,94,33.81,23006
23,7,253,161,63.64,92,36.36,23007
23,8,287,194,67.6,93,32.4,23008
23,9,240,162,67.5,78,32.5,23009
23,10,341,208,61.0,133,39.0,23010
23,11,313,201,64.22,112,35.78,23011
23,12,197,129,65.48,68,34.52,23012
23,13,230,158,68.7,72,31.3,23013
23,14,178,120,67.42,58,32.58,23014
23,15,236,147,62.29,89,37.71,23015
23,16,197,132,67.01,65,32.99,23016
23,17,176,98,55.68,78,44.32,23017
23,18,192,128,66.67,64,33.33,23018
23,19,233,130,55.79,103,44.21,23019
23,20,197,119,60.41,78,39.59,23020
23,21,200,124,62.0,76,38.0,23021
23,22,225,156,69.33,69,30.67,23022
23,23,211,135,63.98,76,36.02,23023
23,24,236,141,59.75,95,40.25,23024
23,25,224,130,58.04,94,41.96,23025
23,26,265,155,58.49,110,41.51,23026
23,27,195,121,62.05,74,37.95,23027
23,28,238,157,65.97,81,34.03,23028
23,29,186,136,73.12,50,26.88,23029
23,30,315,187,59.37,128,40.63,23030
23,31,168,103,61.31,65,38.69,23031
23,32,288,180,62.5,108,37.5,23032
23,33,294,184,62.59,110,37.41,23033
23,34,258,166,64.34,92,35.66,23034
23,35,139,90,64.75,49,35.25,23035
23,36,188,131,69.68,57,30.32,23036
23,37,169,109,64.5,60,35.5,23037
23,38,191,124,64.92,67,35.08,23038
23,39,252,174,69.05,78,30.95,23039
24,1,257,145,56.42,112,43.58,24001
24,2,237,148,62.45,89,37.55,24002
24,3,224,112,50.0,112,50.0,24003
24,4,226,136,60.18,90,39.82,24004
24,5,121,74,61.16,47,38.84,24005
24,6,248,132,53.23,116,46.77,24006
24,7,140,67,47.86,73,52.14,24007
24,8,113,63,55.75,50,44.25,24008
24,9,262,141,53.82,121,46.18,24009
24,10,143,75,52.45,68,47.55,24010
24,11,242,145,59.92,97,40.08,24011
24,12,139,79,56.83,60,43.17,24012
24,13,114,64,56.14,50,43.86,24013
24,14,203,121,59.61,82,40.39,24014
24,15,138,84,60.87,54,39.13,24015
24,16,281,146,51.96,135,48.04,24016
24,17,182,108,59.34,74,40.66,24017
24,18,292,150,51.37,142,48.63,24018
24,19,293,149,50.85,144,49.15,24019
24,20,183,112,61.2,71,38.8,24020
24,21,137,64,46.72,73,53.28,24021
24,22,322,183,56.83,139,43.17,24022
24,23,219,134,61.19,85,38.81,24023
24,24,295,182,61.69,113,38.31,24024
24,25,205,115,56.1,90,43.9,24025
24,26,309,169,54.69,140,45.31,24026
24,27,252,137,54.37,115,45.63,24027
24,28,180,113,62.78,67,37.22,24028
24,29,171,84,49.12,87,50.88,24029
24,30,124,72,58.06,52,41.94,24030
24,31,286,156,54.55,130,45.45,24031
24,32,132,74,56.06,58,43.94,24032
24,33,148,73,49.32,75,50.68,24033
24,34,200,113,56.5,87,43.5,24034
24,35,243,146,60.08,97,39.92,24035
24,36,316,166,52.53,150,47.47,24036
24,37,140,82,58.57,58,41.43,24037
24,38,184,84,45.65,100,54.35,24038
24,39,234,134,57.26,100,42.74,24039
24,40,216,128,59.26,88,40.74,24040
24,41,165,78,47.27,87,52.73,24041
25,1,278,147,52.88,131,47.12,25001
25,2,311,126,40.51,185,59.49,25002
25,3,237,72,30.38,165,69.62,25003
25,4,235,118,50.21,117,49.79,25004
25,5,305,143,46.89,162,53.11,25005
25,6,64,31,48.44,33,51.56,25006
25,7,284,115,40.49,169,59.51,25007
25,8,328,160,48.78,168,51.22,25008
25,9,308,147,47.73,161,52.27,25009
25,10,221,67,30.32,154,69.68,25010
25,11,329,145,44.07,184,55.93,25011
25,12,258,114,44.19,144,55.81,25012
25,13,299,136,45.48,163,54.52,25013
25,14,142,50,35.21,92,64.79,25014
25,15,263,125,47.53,138,52.47,25015
25,16,186,66,35.48,120,64.52,25016
25,17,279,122,43.73,157,56.27,25017
25,18,108,64,59.26,44,40.74,25018
25,19,272,120,44.12,152,55.88,25019
25,20,206,126,61.17,80,38.83,25020
25,21,287,93,32.4,194,67.6,25021
25,22,315,135,42.86,180,57.14,25022
25,23,349,151,43.27,198,56.73,25023
25,24,291,126,43.3,165,56.7,25024
25,25,223,71,31.84,152,68.16,25025
25,26,321,156,48.6,165,51.4,25026
25,27,209,64,30.62,145,69.38,25027
25,28,339,145,42.77,194,57.23,25028
25,29,189,108,57.14,81,42.86,25029
25,30,299,135,45.15,164,54.85,25030
25,31,225,69,30.67,156,69.33,25031
25,32,238,129,54.2,109,45.8,25032
26,1,202,70,34.65,132,65.35,26001
26,2,191,85,44.5,106,55.5,26002
26,3,212,69,32.55,143,67.45,26003
26,4,164,96,58.54,68,41.46,26004
26,5,214,86,40.19,128,59.81,26005
26,6,221,110,49.77,111,50.23,26006
26,7,183,58,31.69,125,68.31,26007
26,8,120,61,50.83,59,49.17,26008
26,9,185,95,51.35,90,48.65,26009
26,10,202,91,45.05,111,54.95,26010
26,11,213,104,48.83,109,51.17,26011
26,12,227,80,35.24,147,64.76,26012
26,13,147,77,52.38,70,47.62,26013
26,14,178,84,47.19,94,52.81,26014
26,15,120,56,46.67,64,53.33,26015
26,16,135,73,54.07,62,45.93,26016
26,17,134,45,33.58,89,66.42,26017
26,18,184,95,51.63,89,48.37,26018
26,19,117,63,53.85,54,46.15,26019
26,20,193,71,36.79,122,63.21,26020
26,21,256,116,45.31,140,54.69,26021
26,22,130,68,52.31,62,47.69,26022
26,23,150,82,54.67,68,45.33,26023
26,24,171,81,47.37,90,52.63,26024
26,25,156,63,40.38,93,59.62,26025
26,26,138,68,49.28,70,50.72,26026
26,27,220,88,40.0,132,60.0,26027
26,28,199,61,30.65,138,69.35,26028
26,29,108,41,37.96,67,62.04,26029
26,30,179,77,43.02,102,56.98,26030
26,31,98,54,55.1,44,44.9,26031
26,32,214,81,37.85,133,62.15,26032
26,33,197,69,35.03,128,64.97,26033
26,34,228,92,40.35,136,59.65,26034
26,35,152,66,43.42,86,56.58,26035
26,36,204,84,41.18,120,58.82,26036
26,37,236,86,36.44,150,63.56,26037
26,38,111,53,47.75,58,52.25,26038
26,39,195,68,34.87,127,65.13,26039
26,40,131,61,46.56,70,53.44,26040
26,41,217,95,43.78,122,56.22,26041
26,42,160,61,38.13,99,61.88,26042
26,43,129,68,52.71,61,47.29,26043
26,44,134,79,58.96,55,41.04,26044
26,45,95,47,49.47,48,50.53,26045
26,46,115,40,34.78,75,65.22,26046
26,47,133,61,45.86,72,54.14,26047
26,48,193,60,31.09,133,68.91,26048
26,49,130,71,54.62,59,45.38,26049
27,1,172,64,37.21,108,62.79,27001
27,2,214,98,45.79,116,54.21,27002
27,3,149,76,51.01,73,48.99,27003
27,4,160,73,45.63,87,54.38,27004
27,5,182,96,52.75,86,47.25,27005
27,6,169,73,43.2,96,56.8,27006
27,7,276,94,34.06,182,65.94,27007
27,8,236,131,55.51,105,44.49,27008
27,9,66,18,27.27,48,72.73,27009
27,10,287,162,56.45,125,43.55,27010
27,11,159,53,33.33,106,66.67,27011
27,12,120,35,29.17,85,70.83,27012
27,13,361,178,49.31,183,50.69,27013
27,14,137,67,48.91,70,51.09,27014
27,15,186,90,48.39,96,51.61,27015
27,16,146,39,26.71,107,73.29,27016
27,17,263,112,42.59,151,57.41,27017
27,18,215,115,53.49,100,46.51,27018
27,19,171,92,53.8,79,46.2,27019
27,20,229,133,58.08,96,41.92,27020
27,21,153,53,34.64,100,65.36,27021
27,22,160,79,49.38,81,50.63,27022
27,23,218,122,55.96,96,44.04,27023
27,24,212,104,49.06,108,50.94,27024
27,25,199,80,40.2,119,59.8,27025
27,26,196,89,45.41,107,54.59,27026
27,27,297,127,42.76,170,57.24,27027
27,28,114,45,39.47,69,60.53,27028
27,29,227,113,49.78,114,50.22,27029
27,30,160,88,55.0,72,45.0,27030
27,31,218,119,54.59,99,45.41,27031
27,32,186,77,41.4,109,58.6,27032
27,33,187,61,32.62,126,67.38,27033
27,34,238,119,50.0,119,50.0,27034
27,35,175,52,29.71,123,70.29,27035
27,36,200,78,39.0,122,61.0,27036
27,37,198,104,52.53,94,47.47,27037
27,38,305,125,40.98,180,59.02,27038
27,39,213,99,46.48,114,53.52,27039
27,40,243,99,40.74,144,59.26,27040
27,41,210,121,57.62,89,42.38,27041
27,42,116,57,49.14,59,50.86,27042
27,43,222,112,50.45,110,49.55,27043
27,44,232,105,45.26,127,54.74,27044
27,45,246,70,28.46,176,71.54,27045
27,46,94,26,27.66,68,72.34,27046
27,47,160,80,50.0,80,50.0,27047
27,48,232,120,51.72,112,48.28,27048
27,49,192,97,50.52,95,49.48,27049
27,50,229,112,48.91,117,51.09,27050
28,1,243,160,65.84,83,34.16,28001
28,2,224,91,40.63,133,59.38,28002
28,3,192,103,53.65,89,46.35,28003
28,4,141,54,38.3,87,61.7,28004
28,5,150,80,53.33,70,46.67,28005
28,6,110,39,35.45,71,64.55,28006
28,7,245,98,40.0,147,60.0,28007
28,8,122,42,34.43,80,65.57,28008
28,9,211,99,46.92,112,53.08,28009
28,10,263,109,41.44,154,58.56,28010
28,11,370,148,40.0,222,60.0,28011
28,12,240,114,47.5,126,52.5,28012
28,13,221,114,51.58,107,48.42,28013
28,14,222,90,40.54,132,59.46,28014
28,15,75,45,60.0,30,40.0,28015
28,16,160,94,58.75,66,41.25,28016
28,17,231,97,41.99,134,58.01,28017
28,18,182,89,48.9,93,51.1,28018
28,19,206,95,46.12,111,53.88,28019
28,20,206,115,55.83,91,44.17,28020
28,21,197,101,51.27,96,48.73,28021
28,22,186,91,48.92,95,51.08,28022
28,23,284,139,48.94,145,51.06,28023
28,24,205,92,44.88,113,55.12,28024
28,25,336,118,35.12,218,64.88,28025
28,26,245,106,43.27,139,56.73,28026
28,27,210,61,29.05,149,70.95,28027
28,28,234,83,35.47,151,64.53,28028
28,29,101,56,55.45,45,44.55,28029
28,30,37,14,37.84,23,62.16,28030
28,31,299,152,50.84,147,49.16,28031
28,32,222,136,61.26,86,38.74,28032
28,33,266,129,48.5,137,51.5,28033
28,34,410,192,46.83,218,53.17,28034
28,35,232,111,47.84,121,52.16,28035
28,36,142,58,40.85,84,59.15,28036
28,37,340,176,51.76,164,48.24,28037
28,38,118,65,55.08,53,44.92,28038
28,39,195,87,44.62,108,55.38,28039
28,40,326,153,46.93,173,53.07,28040
28,41,199,90,45.23,109,54.77,28041
28,42,268,135,50.37,133,49.63,28042
28,43,320,154,48.13,166,51.88,28043
28,44,165,92,55.76,73,44.24,28044
28,45,161,52,32.3,109,67.7,28045
28,46,342,142,41.52,200,58.48,28046
29,1,298,139,46.64,159,53.36,29001
29,2,421,230,54.63,191,45.37,29002
29,3,317,165,52.05,152,47.95,29003
29,4,338,187,55.33,151,44.67,29004
29,5,253,134,52.96,119,47.04,29005
29,6,277,117,42.24,160,57.76,29006
29,7,259,135,52.12,124,47.88,29007
29,8,257,115,44.75,142,55.25,29008
29,9,269,127,47.21,142,52.79,29009
29,10,336,146,43.45,190,56.55,29010
29,11,179,89,49.72,90,50.28,29011
29,12,345,168,48.7,177,51.3,29012
29,13,275,150,54.55,125,45.45,29013
29,14,272,128,47.06,144,52.94,29014
29,15,342,175,51.17,167,48.83,29015
29,16,351,139,39.6,212,60.4,29016
29,17,324,133,41.05,191,58.95,29017
29,18,317,189,59.62,128,40.38,29018
29,19,329,139,42.25,190,57.75,29019
29,20,338,186,55.03,152,44.97,29020
29,21,399,217,54.39,182,45.61,29021
29,22,230,123,53.48,107,46.52,29022
29,23,255,111,43.53,144,56.47,29023
29,24,267,134,50.19,133,49.81,29024
29,25,312,144,46.15,168,53.85,29025
29,26,291,124,42.61,167,57.39,29026
29,27,236,132,55.93,104,44.07,29027
29,28,343,178,51.9,165,48.1,29028
29,29,210,131,62.38,79,37.62,29029
29,30,311,139,44.69,172,55.31,29030
29,31,175,91,52.0,84,48.0,29031
29,32,182,89,48.9,93,51.1,29032
29,33,213,106,49.77,107,50.23,29033
29,34,149,79,53.02,70,46.98,29034
29,35,239,117,48.95,122,51.05,29035
29,36,268,119,44.4,149,55.6,29036
29,37,273,153,56.04,120,43.96,29037
29,38,216,110,50.93,106,49.07,29038
29,39,214,118,55.14,96,44.86,29039
29,40,338,177,52.37,161,47.63,29040
29,41,239,129,53.97,110,46.03,29041
29,42,320,156,48.75,164,51.25,29042
29,43,299,137,45.82,162,54.18,29043
29,44,381,146,38.32,235,61.68,29044
30,1,282,133,47.16,149,52.84,30001
30,2,225,135,60.0,90,40.0,30002
30,3,203,80,39.41,123,60.59,30003
30,4,245,113,46.12,132,53.88,30004
30,5,180,94,52.22,86,47.78,30005
30,6,229,124,54.15,105,45.85,30006
30,7,270,115,42.59,155,57.41,30007
30,8,286,123,43.01,163,56.99,30008
30,9,208,106,50.96,102,49.04,30009
30,10,286,157,54.9,129,45.1,30010
30,11,254,127,50.0,127,50.0,30011
30,12,204,109,53.43,95,46.57,30012
30,13,207,108,52.17,99,47.83,30013
30,14,181,90,49.72,91,50.28,30014
30,15,223,77,34.53,146,65.47,30015
30,16,128,63,49.22,65,50.78,30016
30,17,229,119,51.97,110,48.03,30017
30,18,277,117,42.24,160,57.76,30018
30,19,291,170,58.42,121,41.58,30019
30,20,240,108,45.0,132,55.0,30020
30,21,160,79,49.38,81,50.63,30021
30,22,326,139,42.64,187,57.36,30022
30,23,278,134,48.2,144,51.8,30023
30,24,251,86,34.26,165,65.74,30024
30,25,286,130,45.45,156,54.55,30025
30,26,128,65,50.78,63,49.22,30026
30,27,151,89,58.94,62,41.06,30027
30,28,275,129,46.91,146,53.09,30028
30,29,154,77,50.0,77,50.0,30029
30,30,104,55,52.88,49,47.12,30030
30,31,148,79,53.38,69,46.62,30031
30,32,197,75,38.07,122,61.93,30032
31,1,148,82,55.41,66,44.59,31001
31,2,151,76,50.33,75,49.67,31002
31,3,162,92,56.79,70,43.21,31003
31,4,227,90,39.65,137,60.35,31004
31,5,174,94,54.02,80,45.98,31005
31,6,144,80,55.56,64,44.44,31006
31,7,266,93,34.96,173,65.04,31007
31,8,121,61,50.41,60,49.59,31008
31,9,204,105,51.47,99,48.53,31009
31,10,163,78,47.85,85,52.15,31010
31,11,136,83,61.03,53,38.97,31011
31,12,147,75,51.02,72,48.98,31012
31,13,179,90,50.28,89,49.72,31013
31,14,151,88,58.28,63,41.72,31014
31,15,128,75,58.59,53,41.41,31015
31,16,217,81,37.33,136,62.67,31016
31,17,144,73,50.69,71,49.31,31017
31,18,158,96,60.76,62,39.24,31018
31,19,140,86,61.43,54,38.57,31019
31,20,150,89,59.33,61,40.67,31020
31,21,158,79,50.0,79,50.0,31021
31,22,147,70,47.62,77,52.38,31022
31,23,150,60,40.0,90,60.0,31023
31,24,192,109,56.77,83,43.23,31024
31,25,149,80,53.69,69,46.31,31025
31,26,192,106,55.21,86,44.79,31026
31,27,147,89,60.54,58,39.46,31027
31,28,172,94,54.65,78,45.35,31028
31,29,182,99,54.4,83,45.6,31029
31,30,133,67,50.38,66,49.62,31030
31,31,167,107,64.07,60,35.93,31031
31,32,145,83,57.24,62,42.76,31032
31,33,147,77,52.38,70,47.62,31033
31,34,152,74,48.68,78,51.32,31034
31,35,179,93,51.96,86,48.04,31035
31,36,177,73,41.24,104,58.76,31036
31,37,155,74,47.74,81,52.26,31037
31,38,181,97,53.59,84,46.41,31038
31,39,178,80,44.94,98,55.06,31039
31,40,178,73,41.01,105,58.99,31040
31,41,174,90,51.72,84,48.28,31041
32,1,267,103,38.58,164,61.42,32001
32,2,198,59,29.8,139,70.2,32002
32,3,351,110,31.34,241,68.66,32003
32,4,226,70,30.97,156,69.03,32004
32,5,201,62,30.85,139,69.15,32005
32,6,217,61,28.11,156,71.89,32006
32,7,188,47,25.0,141,75.0,32007
32,8,244,85,34.84,159,65.16,32008
32,9,225,100,44.44,125,55.56,32009
32,10,173,63,36.42,110,63.58,32010
32,11,312,84,26.92,228,73.08,32011
32,12,249,64,25.7,185,74.3,32012
32,13,201,72,35.82,129,64.18,32013
32,14,303,79,26.07,224,73.93,32014
32,15,206,68,33.01,138,66.99,32015
32,16,220,69,31.36,151,68.64,32016
32,17,319,90,28.21,229,71.79,32017
32,18,171,58,33.92,113,66.08,32018
32,19,214,76,35.51,138,64.49,32019
32,20,330,94,28.48,236,71.52,32020
32,21,232,57,24.57,175,75.43,32021
32,22,406,109,26.85,297,73.15,32022
32,23,205,71,34.63,134,65.37,32023
32,24,115,37,32.17,78,67.83,32024
32,25,199,60,30.15,139,69.85,32025
32,26,309,88,28.48,221,71.52,32026
32,27,164,68,41.46,96,58.54,32027
32,28,319,87,27.27,232,72.73,32028
32,29,277,101,36.46,176,63.54,32029
32,30,144,43,29.86,101,70.14,32030
32,31,219,72,32.88,147,67.12,32031
32,32,225,65,28.89,160,71.11,32032
32,33,191,69,36.13,122,63.87,32033
32,34,219,64,29.22,155,70.78,32034
32,35,192,72,37.5,120,62.5,32035
32,36,231,55,23.81,176,76.19,32036
