ward,precinct,total,Kevin McDevitt,Kevin McDevitt Percent,Barbara McGowan,Barbara McGowan Percent,Mariyana T. Spyropoulos,Mariyana T. Spyropoulos Percent,Josina Morita,Josina Morita Percent,R. Cary Capparelli,R. Cary Capparelli Percent,Joseph Daniel Cook,Joseph Daniel Cook Percent,precinct_id
45,25,344,48,13.95,68,19.77,67,19.48,49,14.24,44,12.79,68,19.77,45025
45,26,304,46,15.13,56,18.42,58,19.08,49,16.12,44,14.47,51,16.78,45026
45,27,543,75,13.81,116,21.36,122,22.47,93,17.13,73,13.44,64,11.79,45027
45,28,438,59,13.47,87,19.86,93,21.23,84,19.18,41,9.36,74,16.89,45028
45,29,292,40,13.7,63,21.58,63,21.58,48,16.44,32,10.96,46,15.75,45029
45,30,499,59,11.82,106,21.24,110,22.04,110,22.04,49,9.82,65,13.03,45030
45,31,458,60,13.1,95,20.74,98,21.4,94,20.52,46,10.04,65,14.19,45031
45,32,429,65,15.15,93,21.68,91,21.21,81,18.88,40,9.32,59,13.75,45032
45,33,385,48,12.47,78,20.26,89,23.12,68,17.66,38,9.87,64,16.62,45033
45,34,655,87,13.28,140,21.37,139,21.22,133,20.31,60,9.16,96,14.66,45034
45,35,623,91,14.61,124,19.9,139,22.31,114,18.3,68,10.91,87,13.96,45035
45,36,611,93,15.22,131,21.44,126,20.62,104,17.02,60,9.82,97,15.88,45036
45,37,511,60,11.74,99,19.37,125,24.46,96,18.79,62,12.13,69,13.5,45037
45,38,498,77,15.46,93,18.67,92,18.47,95,19.08,58,11.65,83,16.67,45038
45,39,547,74,13.53,112,20.48,117,21.39,94,17.18,69,12.61,81,14.81,45039
45,40,551,80,14.52,119,21.6,117,21.23,85,15.43,61,11.07,89,16.15,45040
45,41,474,88,18.57,96,20.25,85,17.93,72,15.19,59,12.45,74,15.61,45041
45,42,571,99,17.34,109,19.09,118,20.67,68,11.91,81,14.19,96,16.81,45042
45,43,492,78,15.85,91,18.5,117,23.78,66,13.41,60,12.2,80,16.26,45043
45,44,481,72,14.97,96,19.96,98,20.37,66,13.72,66,13.72,83,17.26,45044
45,45,304,39,12.83,55,18.09,72,23.68,46,15.13,48,15.79,44,14.47,45045
45,46,350,58,16.57,63,18.0,80,22.86,55,15.71,46,13.14,48,13.71,45046
45,47,372,51,13.71,72,19.35,73,19.62,64,17.2,55,14.78,57,15.32,45047
45,48,308,53,17.21,56,18.18,64,20.78,38,12.34,53,17.21,44,14.29,45048
46,1,504,79,15.67,111,22.02,108,21.43,100,19.84,47,9.33,59,11.71,46001
46,2,607,81,13.34,137,22.57,134,22.08,124,20.43,49,8.07,82,13.51,46002
46,3,887,77,8.68,189,21.31,224,25.25,220,24.8,92,10.37,85,9.58,46003
46,4,648,77,11.88,154,23.77,150,23.15,150,23.15,57,8.8,60,9.26,46004
46,5,687,65,9.46,159,23.14,163,23.73,166,24.16,66,9.61,68,9.9,46005
46,6,594,89,14.98,139,23.4,130,21.89,133,22.39,41,6.9,62,10.44,46006
46,7,796,97,12.19,177,22.24,193,24.25,172,21.61,79,9.92,78,9.8,46007
46,8,528,76,14.39,130,24.62,97,18.37,108,20.45,39,7.39,78,14.77,46008
46,9,741,92,12.42,173,23.35,174,23.48,173,23.35,64,8.64,65,8.77,46009
46,10,876,108,12.33,177,20.21,224,25.57,200,22.83,79,9.02,88,10.05,46010
46,11,567,59,10.41,134,23.63,121,21.34,138,24.34,51,8.99,64,11.29,46011
46,12,698,66,9.46,164,23.5,168,24.07,163,23.35,59,8.45,78,11.17,46012
46,13,679,70,10.31,157,23.12,162,23.86,167,24.59,60,8.84,63,9.28,46013
46,14,663,103,15.54,148,22.32,129,19.46,118,17.8,54,8.14,111,16.74,46014
46,15,614,63,10.26,140,22.8,149,24.27,141,22.96,54,8.79,67,10.91,46015
46,16,747,75,10.04,182,24.36,191,25.57,183,24.5,49,6.56,67,8.97,46016
46,17,764,86,11.26,177,23.17,179,23.43,181,23.69,63,8.25,78,10.21,46017
46,18,641,82,12.79,143,22.31,163,25.43,135,21.06,56,8.74,62,9.67,46018
46,19,453,49,10.82,110,24.28,97,21.41,100,22.08,42,9.27,55,12.14,46019
46,20,607,88,14.5,135,22.24,108,17.79,124,20.43,38,6.26,114,18.78,46020
46,21,450,65,14.44,110,24.44,86,19.11,85,18.89,45,10.0,59,13.11,46021
46,22,460,63,13.7,112,24.35,94,20.43,88,19.13,37,8.04,66,14.35,46022
46,23,611,70,11.46,149,24.39,130,21.28,131,21.44,47,7.69,84,13.75,46023
46,24,701,83,11.84,158,22.54,162,23.11,152,21.68,69,9.84,77,10.98,46024
46,25,639,76,11.89,154,24.1,148,23.16,131,20.5,55,8.61,75,11.74,46025
46,26,716,78,10.89,173,24.16,167,23.32,164,22.91,59,8.24,75,10.47,46026
46,27,658,86,13.07,146,22.19,147,22.34,148,22.49,60,9.12,71,10.79,46027
46,28,738,80,10.84,170,23.04,178,24.12,181,24.53,63,8.54,66,8.94,46028
46,29,553,64,11.57,115,20.8,138,24.95,137,24.77,49,8.86,50,9.04,46029
46,30,676,74,10.95,166,24.56,155,22.93,165,24.41,56,8.28,60,8.88,46030
46,31,640,64,10.0,152,23.75,164,25.63,157,24.53,54,8.44,49,7.66,46031
46,32,711,92,12.94,168,23.63,142,19.97,146,20.53,61,8.58,102,14.35,46032
46,33,762,80,10.5,168,22.05,192,25.2,160,21.0,75,9.84,87,11.42,46033
46,34,687,75,10.92,159,23.14,165,24.02,147,21.4,53,7.71,88,12.81,46034
46,35,811,101,12.45,197,24.29,167,20.59,168,20.72,71,8.75,107,13.19,46035
46,36,602,71,11.79,146,24.25,145,24.09,121,20.1,49,8.14,70,11.63,46036
46,37,450,57,12.67,103,22.89,98,21.78,103,22.89,38,8.44,51,11.33,46037
46,38,570,79,13.86,128,22.46,117,20.53,113,19.82,48,8.42,85,14.91,46038
46,39,627,92,14.67,160,25.52,139,22.17,101,16.11,59,9.41,76,12.12,46039
46,40,650,67,10.31,155,23.85,168,25.85,154,23.69,46,7.08,60,9.23,46040
47,1,387,43,11.11,77,19.9,97,25.06,96,24.81,35,9.04,39,10.08,47001
47,2,715,69,9.65,156,21.82,198,27.69,170,23.78,59,8.25,63,8.81,47002
47,3,751,89,11.85,175,23.3,177,23.57,149,19.84,71,9.45,90,11.98,47003
47,4,652,72,11.04,142,21.78,166,25.46,156,23.93,44,6.75,72,11.04,47004
47,5,785,81,10.32,176,22.42,193,24.59,190,24.2,60,7.64,85,10.83,47005
47,6,700,76,10.86,159,22.71,174,24.86,170,24.29,54,7.71,67,9.57,47006
47,7,655,67,10.23,144,21.98,164,25.04,154,23.51,56,8.55,70,10.69,47007
47,8,641,75,11.7,139,21.68,149,23.24,153,23.87,60,9.36,65,10.14,47008
47,9,502,40,7.97,117,23.31,134,26.69,124,24.7,38,7.57,49,9.76,47009
47,10,918,69,7.52,232,25.27,251,27.34,237,25.82,61,6.64,68,7.41,47010
47,11,570,53,9.3,147,25.79,143,25.09,133,23.33,39,6.84,55,9.65,47011
47,12,695,79,11.37,153,22.01,185,26.62,152,21.87,64,9.21,62,8.92,47012
47,13,782,59,7.54,189,24.17,199,25.45,194,24.81,55,7.03,86,11.0,47013
47,14,591,55,9.31,131,22.17,153,25.89,145,24.53,53,8.97,54,9.14,47014
47,15,971,76,7.83,247,25.44,251,25.85,256,26.36,64,6.59,77,7.93,47015
47,16,767,60,7.82,179,23.34,203,26.47,189,24.64,62,8.08,74,9.65,47016
47,17,708,78,11.02,153,21.61,174,24.58,163,23.02,58,8.19,82,11.58,47017
47,18,649,64,9.86,157,24.19,155,23.88,149,22.96,60,9.24,64,9.86,47018
47,19,975,81,8.31,239,24.51,243,24.92,262,26.87,65,6.67,85,8.72,47019
47,20,725,79,10.9,168,23.17,188,25.93,173,23.86,53,7.31,64,8.83,47020
47,21,645,57,8.84,132,20.47,182,28.22,152,23.57,58,8.99,64,9.92,47021
47,22,835,67,8.02,183,21.92,229,27.43,213,25.51,69,8.26,74,8.86,47022
47,23,886,79,8.92,214,24.15,228,25.73,243,27.43,48,5.42,74,8.35,47023
47,24,645,60,9.3,145,22.48,171,26.51,153,23.72,66,10.23,50,7.75,47024
47,25,717,70,9.76,151,21.06,192,26.78,172,23.99,58,8.09,74,10.32,47025
47,26,858,80,9.32,191,22.26,224,26.11,218,25.41,63,7.34,82,9.56,47026
47,27,620,68,10.97,135,21.77,167,26.94,151,24.35,48,7.74,51,8.23,47027
47,28,801,69,8.61,181,22.6,209,26.09,194,24.22,79,9.86,69,8.61,47028
47,29,710,65,9.15,172,24.23,187,26.34,171,24.08,49,6.9,66,9.3,47029
47,30,839,83,9.89,197,23.48,194,23.12,222,26.46,54,6.44,89,10.61,47030
47,31,690,60,8.7,159,23.04,171,24.78,176,25.51,54,7.83,70,10.14,47031
47,32,916,76,8.3,204,22.27,247,26.97,241,26.31,64,6.99,84,9.17,47032
47,33,594,69,11.62,123,20.71,158,26.6,133,22.39,52,8.75,59,9.93,47033
47,34,867,65,7.5,190,21.91,230,26.53,208,23.99,81,9.34,93,10.73,47034
47,35,628,64,10.19,142,22.61,150,23.89,146,23.25,50,7.96,76,12.1,47035
47,36,902,95,10.53,193,21.4,243,26.94,229,25.39,70,7.76,72,7.98,47036
47,37,717,58,8.09,156,21.76,189,26.36,185,25.8,61,8.51,68,9.48,47037
47,38,709,76,10.72,165,23.27,179,25.25,165,23.27,61,8.6,63,8.89,47038
47,39,739,54,7.31,174,23.55,193,26.12,195,26.39,74,10.01,49,6.63,47039
47,40,769,66,8.58,171,22.24,221,28.74,188,24.45,63,8.19,60,7.8,47040
47,41,794,65,8.19,178,22.42,206,25.94,208,26.2,71,8.94,66,8.31,47041
47,42,735,60,8.16,165,22.45,200,27.21,188,25.58,52,7.07,70,9.52,47042
47,43,597,64,10.72,128,21.44,165,27.64,131,21.94,51,8.54,58,9.72,47043
47,44,521,63,12.09,131,25.14,121,23.22,108,20.73,42,8.06,56,10.75,47044
47,45,728,58,7.97,176,24.18,193,26.51,191,26.24,51,7.01,59,8.1,47045
47,46,658,72,10.94,150,22.8,153,23.25,157,23.86,63,9.57,63,9.57,47046
47,47,707,81,11.46,155,21.92,175,24.75,158,22.35,63,8.91,75,10.61,47047
47,48,93,13,13.98,24,25.81,19,20.43,16,17.2,7,7.53,14,15.05,47048
48,1,625,70,11.2,153,24.48,163,26.08,149,23.84,38,6.08,52,8.32,48001
48,2,348,24,6.9,80,22.99,90,25.86,96,27.59,32,9.2,26,7.47,48002
48,3,888,110,12.39,212,23.87,199,22.41,200,22.52,65,7.32,102,11.49,48003
48,4,736,73,9.92,179,24.32,175,23.78,158,21.47,63,8.56,88,11.96,48004
48,5,429,41,9.56,88,20.51,108,25.17,113,26.34,43,10.02,36,8.39,48005
48,6,936,124,13.25,228,24.36,205,21.9,197,21.05,65,6.94,117,12.5,48006
48,7,758,62,8.18,175,23.09,197,25.99,196,25.86,69,9.1,59,7.78,48007
48,8,360,41,11.39,88,24.44,85,23.61,86,23.89,25,6.94,35,9.72,48008
48,9,504,57,11.31,127,25.2,113,22.42,110,21.83,41,8.13,56,11.11,48009
48,10,1092,71,6.5,270,24.73,290,26.56,309,28.3,78,7.14,74,6.78,48010
48,11,638,46,7.21,146,22.88,177,27.74,175,27.43,57,8.93,37,5.8,48011
48,12,886,94,10.61,218,24.6,207,23.36,204,23.02,73,8.24,90,10.16,48012
48,13,940,112,11.91,210,22.34,219,23.3,217,23.09,70,7.45,112,11.91,48013
48,14,352,46,13.07,76,21.59,81,23.01,80,22.73,33,9.38,36,10.23,48014
48,15,479,53,11.06,116,24.22,105,21.92,105,21.92,39,8.14,61,12.73,48015
48,16,688,85,12.35,175,25.44,151,21.95,143,20.78,61,8.87,73,10.61,48016
48,17,751,110,14.65,171,22.77,181,24.1,152,20.24,54,7.19,83,11.05,48017
48,18,592,92,15.54,145,24.49,114,19.26,98,16.55,40,6.76,103,17.4,48018
48,19,543,43,7.92,132,24.31,137,25.23,137,25.23,39,7.18,55,10.13,48019
48,20,931,98,10.53,230,24.7,230,24.7,229,24.6,65,6.98,79,8.49,48020
48,21,812,120,14.78,191,23.52,170,20.94,154,18.97,62,7.64,115,14.16,48021
48,22,674,89,13.2,146,21.66,165,24.48,131,19.44,63,9.35,80,11.87,48022
48,23,809,95,11.74,193,23.86,202,24.97,174,21.51,60,7.42,85,10.51,48023
48,24,688,84,12.21,159,23.11,152,22.09,167,24.27,51,7.41,75,10.9,48024
48,25,755,58,7.68,172,22.78,180,23.84,190,25.17,54,7.15,101,13.38,48025
48,26,379,48,12.66,87,22.96,80,21.11,85,22.43,29,7.65,50,13.19,48026
48,27,932,111,11.91,225,24.14,206,22.1,215,23.07,55,5.9,120,12.88,48027
48,28,743,98,13.19,192,25.84,150,20.19,161,21.67,61,8.21,81,10.9,48028
48,29,466,51,10.94,126,27.04,111,23.82,112,24.03,28,6.01,38,8.15,48029
48,30,751,54,7.19,175,23.3,218,29.03,202,26.9,52,6.92,50,6.66,48030
48,31,1020,125,12.25,249,24.41,214,20.98,222,21.76,71,6.96,139,13.63,48031
48,32,761,89,11.7,178,23.39,168,22.08,182,23.92,66,8.67,78,10.25,48032
48,33,469,50,10.66,94,20.04,121,25.8,119,25.37,50,10.66,35,7.46,48033
48,34,614,47,7.65,149,24.27,158,25.73,162,26.38,41,6.68,57,9.28,48034
48,35,452,77,17.04,96,21.24,82,18.14,79,17.48,45,9.96,73,16.15,48035
48,36,497,53,10.66,110,22.13,122,24.55,124,24.95,36,7.24,52,10.46,48036
48,37,762,70,9.19,168,22.05,188,24.67,196,25.72,59,7.74,81,10.63,48037
48,38,832,70,8.41,186,22.36,207,24.88,205,24.64,77,9.25,87,10.46,48038
48,39,586,56,9.56,132,22.53,143,24.4,138,23.55,51,8.7,66,11.26,48039
48,40,725,79,10.9,175,24.14,171,23.59,172,23.72,56,7.72,72,9.93,48040
48,41,925,101,10.92,227,24.54,221,23.89,211,22.81,67,7.24,98,10.59,48041
48,42,912,92,10.09,209,22.92,223,24.45,218,23.9,75,8.22,95,10.42,48042
48,43,790,95,12.03,186,23.54,178,22.53,182,23.04,61,7.72,88,11.14,48043
48,44,925,76,8.22,220,23.78,247,26.7,236,25.51,65,7.03,81,8.76,48044
48,45,666,53,7.96,144,21.62,161,24.17,185,27.78,54,8.11,69,10.36,48045
48,46,535,58,10.84,126,23.55,130,24.3,130,24.3,31,5.79,60,11.21,48046
49,1,564,69,12.23,151,26.77,118,20.92,119,21.1,34,6.03,73,12.94,49001
49,2,550,45,8.18,121,22.0,150,27.27,146,26.55,38,6.91,50,9.09,49002
49,3,890,70,7.87,222,24.94,215,24.16,232,26.07,62,6.97,89,10.0,49003
49,4,1016,90,8.86,251,24.7,252,24.8,262,25.79,64,6.3,97,9.55,49004
49,5,815,90,11.04,199,24.42,189,23.19,195,23.93,47,5.77,95,11.66,49005
49,6,790,74,9.37,197,24.94,184,23.29,204,25.82,46,5.82,85,10.76,49006
49,7,829,77,9.29,206,24.85,192,23.16,192,23.16,66,7.96,96,11.58,49007
49,8,633,58,9.16,158,24.96,148,23.38,155,24.49,37,5.85,77,12.16,49008
49,9,786,67,8.52,210,26.72,207,26.34,198,25.19,43,5.47,61,7.76,49009
49,10,829,89,10.74,205,24.73,199,24.0,201,24.25,46,5.55,89,10.74,49010
49,11,991,80,8.07,245,24.72,236,23.81,277,27.95,56,5.65,97,9.79,49011
49,12,1187,85,7.16,311,26.2,291,24.52,309,26.03,76,6.4,115,9.69,49012
49,13,935,91,9.73,225,24.06,222,23.74,244,26.1,57,6.1,96,10.27,49013
49,14,683,83,12.15,172,25.18,170,24.89,132,19.33,41,6.0,85,12.45,49014
49,15,619,68,10.99,163,26.33,140,22.62,139,22.46,37,5.98,72,11.63,49015
49,16,847,98,11.57,216,25.5,220,25.97,182,21.49,50,5.9,81,9.56,49016
49,17,557,58,10.41,133,23.88,135,24.24,120,21.54,45,8.08,66,11.85,49017
49,18,1047,72,6.88,259,24.74,258,24.64,308,29.42,53,5.06,97,9.26,49018
49,19,734,67,9.13,196,26.7,158,21.53,182,24.8,47,6.4,84,11.44,49019
49,20,1247,106,8.5,320,25.66,297,23.82,332,26.62,68,5.45,124,9.94,49020
49,21,516,61,11.82,128,24.81,113,21.9,120,23.26,29,5.62,65,12.6,49021
49,22,868,88,10.14,216,24.88,202,23.27,216,24.88,49,5.65,97,11.18,49022
49,23,1021,91,8.91,241,23.6,259,25.37,259,25.37,63,6.17,108,10.58,49023
49,24,620,71,11.45,152,24.52,142,22.9,137,22.1,38,6.13,80,12.9,49024
49,25,1117,102,9.13,275,24.62,265,23.72,295,26.41,68,6.09,112,10.03,49025
49,26,867,75,8.65,220,25.37,216,24.91,219,25.26,55,6.34,82,9.46,49026
49,27,910,86,9.45,235,25.82,208,22.86,218,23.96,50,5.49,113,12.42,49027
49,28,1094,116,10.6,259,23.67,251,22.94,286,26.14,63,5.76,119,10.88,49028
49,29,995,87,8.74,241,24.22,244,24.52,262,26.33,67,6.73,94,9.45,49029
49,30,845,83,9.82,203,24.02,205,24.26,199,23.55,60,7.1,95,11.24,49030
49,31,637,72,11.3,145,22.76,149,23.39,140,21.98,41,6.44,90,14.13,49031
49,32,886,99,11.17,219,24.72,185,20.88,213,24.04,59,6.66,111,12.53,49032
49,33,730,72,9.86,189,25.89,156,21.37,172,23.56,50,6.85,91,12.47,49033
50,1,381,41,10.76,82,21.52,78,20.47,87,22.83,46,12.07,47,12.34,50001
50,2,292,33,11.3,64,21.92,68,23.29,63,21.58,22,7.53,42,14.38,50002
50,3,443,39,8.8,94,21.22,122,27.54,104,23.48,32,7.22,52,11.74,50003
50,4,542,49,9.04,125,23.06,125,23.06,136,25.09,45,8.3,62,11.44,50004
50,5,217,24,11.06,53,24.42,48,22.12,47,21.66,16,7.37,29,13.36,50005
50,6,601,79,13.14,147,24.46,132,21.96,117,19.47,42,6.99,84,13.98,50006
50,7,750,69,9.2,165,22.0,175,23.33,174,23.2,67,8.93,100,13.33,50007
50,8,523,63,12.05,131,25.05,110,21.03,109,20.84,32,6.12,78,14.91,50008
50,9,447,46,10.29,96,21.48,110,24.61,94,21.03,32,7.16,69,15.44,50009
50,10,392,56,14.29,68,17.35,94,23.98,71,18.11,38,9.69,65,16.58,50010
50,11,195,18,9.23,41,21.03,45,23.08,42,21.54,22,11.28,27,13.85,50011
50,12,222,27,12.16,51,22.97,41,18.47,54,24.32,16,7.21,33,14.86,50012
50,13,614,72,11.73,122,19.87,137,22.31,125,20.36,55,8.96,103,16.78,50013
50,14,139,15,10.79,29,20.86,33,23.74,33,23.74,14,10.07,15,10.79,50014
50,15,776,72,9.28,190,24.48,192,24.74,177,22.81,58,7.47,87,11.21,50015
50,16,145,12,8.28,35,24.14,38,26.21,30,20.69,15,10.34,15,10.34,50016
50,17,388,49,12.63,85,21.91,89,22.94,89,22.94,25,6.44,51,13.14,50017
50,18,66,8,12.12,12,18.18,13,19.7,9,13.64,10,15.15,14,21.21,50018
50,19,393,51,12.98,94,23.92,78,19.85,92,23.41,17,4.33,61,15.52,50019
50,20,559,49,8.77,140,25.04,132,23.61,131,23.43,40,7.16,67,11.99,50020
50,21,464,51,10.99,102,21.98,118,25.43,97,20.91,31,6.68,65,14.01,50021
50,22,358,41,11.45,91,25.42,82,22.91,74,20.67,23,6.42,47,13.13,50022
50,23,304,49,16.12,63,20.72,60,19.74,56,18.42,24,7.89,52,17.11,50023
50,24,293,37,12.63,53,18.09,78,26.62,47,16.04,38,12.97,40,13.65,50024
50,25,316,44,13.92,62,19.62,72,22.78,64,20.25,32,10.13,42,13.29,50025
50,26,514,70,13.62,134,26.07,96,18.68,104,20.23,37,7.2,73,14.2,50026
50,27,145,15,10.34,36,24.83,40,27.59,24,16.55,11,7.59,19,13.1,50027
50,28,569,86,15.11,136,23.9,116,20.39,111,19.51,35,6.15,85,14.94,50028
50,29,453,54,11.92,101,22.3,119,26.27,87,19.21,33,7.28,59,13.02,50029
50,30,401,46,11.47,79,19.7,81,20.2,95,23.69,34,8.48,66,16.46,50030
50,31,649,95,14.64,130,20.03,123,18.95,145,22.34,42,6.47,114,17.57,50031
50,32,579,80,13.82,139,24.01,111,19.17,115,19.86,39,6.74,95,16.41,50032
50,33,279,28,10.04,61,21.86,63,22.58,73,26.16,22,7.89,32,11.47,50033
50,34,681,68,9.99,159,23.35,156,22.91,155,22.76,47,6.9,96,14.1,50034
50,35,736,69,9.38,160,21.74,185,25.14,164,22.28,61,8.29,97,13.18,50035
50,36,510,58,11.37,111,21.76,114,22.35,110,21.57,34,6.67,83,16.27,50036
50,37,636,76,11.95,153,24.06,147,23.11,128,20.13,53,8.33,79,12.42,50037
50,38,302,32,10.6,64,21.19,73,24.17,66,21.85,28,9.27,39,12.91,50038
50,39,301,36,11.96,66,21.93,66,21.93,68,22.59,24,7.97,41,13.62,50039
50,40,300,32,10.67,59,19.67,69,23.0,55,18.33,29,9.67,56,18.67,50040
