ward,precinct,total,Aleksandra ''Alex'' Gillespie,Aleksandra ''Alex'' Gillespie Percent,Thomas Maloney Cushing,Thomas Maloney Cushing Percent,precinct_id
17,12,336,218,64.88,118,35.12,17012
17,13,195,115,58.97,80,41.03,17013
17,14,264,171,64.77,93,35.23,17014
17,15,266,171,64.29,95,35.71,17015
17,16,248,156,62.9,92,37.1,17016
17,17,251,158,62.95,93,37.05,17017
17,18,300,220,73.33,80,26.67,17018
17,19,173,102,58.96,71,41.04,17019
17,20,358,254,70.95,104,29.05,17020
17,21,305,213,69.84,92,30.16,17021
17,22,234,152,64.96,82,35.04,17022
17,23,168,103,61.31,65,38.69,17023
17,24,259,163,62.93,96,37.07,17024
17,25,236,147,62.29,89,37.71,17025
17,26,292,183,62.67,109,37.33,17026
17,27,252,158,62.7,94,37.3,17027
17,28,213,124,58.22,89,41.78,17028
17,29,233,145,62.23,88,37.77,17029
17,30,214,156,72.9,58,27.1,17030
17,31,164,100,60.98,64,39.02,17031
17,32,211,122,57.82,89,42.18,17032
17,33,150,85,56.67,65,43.33,17033
17,34,199,113,56.78,86,43.22,17034
17,35,217,135,62.21,82,37.79,17035
17,36,286,170,59.44,116,40.56,17036
17,37,226,139,61.5,87,38.5,17037
17,38,245,162,66.12,83,33.88,17038
17,39,259,177,68.34,82,31.66,17039
17,40,266,183,68.8,83,31.2,17040
17,41,299,191,63.88,108,36.12,17041
18,1,265,169,63.77,96,36.23,18001
18,2,222,176,79.28,46,20.72,18002
18,3,199,129,64.82,70,35.18,18003
18,4,304,229,75.33,75,24.67,18004
18,5,178,95,53.37,83,46.63,18005
18,6,199,131,65.83,68,34.17,18006
18,7,272,194,71.32,78,28.68,18007
18,8,283,209,73.85,74,26.15,18008
18,9,252,182,72.22,70,27.78,18009
18,10,370,255,68.92,115,31.08,18010
18,11,230,159,69.13,71,30.87,18011
18,12,243,159,65.43,84,34.57,18012
18,13,283,200,70.67,83,29.33,18013
18,14,273,192,70.33,81,29.67,18014
18,15,323,223,69.04,100,30.96,18015
18,16,249,177,71.08,72,28.92,18016
18,17,284,197,69.37,87,30.63,18017
18,18,234,152,64.96,82,35.04,18018
18,19,251,161,64.14,90,35.86,18019
18,20,223,140,62.78,83,37.22,18020
18,21,334,232,69.46,102,30.54,18021
18,22,332,230,69.28,102,30.72,18022
18,23,236,141,59.75,95,40.25,18023
18,24,237,159,67.09,78,32.91,18024
18,25,229,163,71.18,66,28.82,18025
18,26,326,240,73.62,86,26.38,18026
18,27,204,132,64.71,72,35.29,18027
18,28,220,150,68.18,70,31.82,18028
18,29,279,184,65.95,95,34.05,18029
18,30,259,152,58.69,107,41.31,18030
18,31,310,216,69.68,94,30.32,18031
18,32,286,207,72.38,79,27.62,18032
18,33,235,153,65.11,82,34.89,18033
18,34,328,234,71.34,94,28.66,18034
18,35,310,222,71.61,88,28.39,18035
18,36,273,181,66.3,92,33.7,18036
18,37,307,224,72.96,83,27.04,18037
18,38,252,166,65.87,86,34.13,18038
18,39,198,134,67.68,64,32.32,18039
18,40,308,197,63.96,111,36.04,18040
18,41,328,228,69.51,100,30.49,18041
18,42,218,157,72.02,61,27.98,18042
18,43,198,130,65.66,68,34.34,18043
18,44,198,128,64.65,70,35.35,18044
18,45,228,161,70.61,67,29.39,18045
18,46,282,181,64.18,101,35.82,18046
18,47,206,145,70.39,61,29.61,18047
18,48,225,148,65.78,77,34.22,18048
18,49,183,111,60.66,72,39.34,18049
18,50,184,114,61.96,70,38.04,18050
19,1,208,91,43.75,117,56.25,19001
19,2,373,250,67.02,123,32.98,19002
19,3,147,69,46.94,78,53.06,19003
19,4,217,119,54.84,98,45.16,19004
19,5,290,170,58.62,120,41.38,19005
19,6,201,102,50.75,99,49.25,19006
19,7,233,107,45.92,126,54.08,19007
19,8,209,104,49.76,105,50.24,19008
19,9,167,77,46.11,90,53.89,19009
19,10,324,180,55.56,144,44.44,19010
19,11,183,94,51.37,89,48.63,19011
19,12,149,87,58.39,62,41.61,19012
19,13,362,259,71.55,103,28.45,19013
19,14,297,181,60.94,116,39.06,19014
19,15,229,136,59.39,93,40.61,19015
19,16,240,132,55.0,108,45.0,19016
19,17,201,107,53.23,94,46.77,19017
19,18,252,136,53.97,116,46.03,19018
19,19,318,162,50.94,156,49.06,19019
19,20,246,164,66.67,82,33.33,19020
19,21,172,85,49.42,87,50.58,19021
19,22,232,121,52.16,111,47.84,19022
19,23,227,104,45.81,123,54.19,19023
19,24,161,95,59.01,66,40.99,19024
19,25,246,95,38.62,151,61.38,19025
19,26,208,91,43.75,117,56.25,19026
19,27,291,202,69.42,89,30.58,19027
19,28,338,195,57.69,143,42.31,19028
19,29,183,93,50.82,90,49.18,19029
19,30,183,102,55.74,81,44.26,19030
19,31,226,101,44.69,125,55.31,19031
19,32,193,93,48.19,100,51.81,19032
19,33,187,102,54.55,85,45.45,19033
19,34,226,98,43.36,128,56.64,19034
19,35,233,103,44.21,130,55.79,19035
19,36,360,239,66.39,121,33.61,19036
19,37,286,172,60.14,114,39.86,19037
19,38,266,176,66.17,90,33.83,19038
19,39,122,98,80.33,24,19.67,19039
19,40,295,168,56.95,127,43.05,19040
19,41,162,86,53.09,76,46.91,19041
19,42,201,136,67.66,65,32.34,19042
19,43,389,256,65.81,133,34.19,19043
19,44,234,137,58.55,97,41.45,19044
19,45,229,119,51.97,110,48.03,19045
19,46,216,104,48.15,112,51.85,19046
19,47,441,288,65.31,153,34.69,19047
19,48,339,227,66.96,112,33.04,19048
19,49,364,249,68.41,115,31.59,19049
19,50,195,105,53.85,90,46.15,19050
19,51,297,144,48.48,153,51.52,19051
19,52,221,125,56.56,96,43.44,19052
19,53,219,95,43.38,124,56.62,19053
19,54,144,76,52.78,68,47.22,19054
19,55,156,81,51.92,75,48.08,19055
19,56,283,168,59.36,115,40.64,19056
19,57,233,132,56.65,101,43.35,19057
20,1,235,155,65.96,80,34.04,20001
20,2,112,65,58.04,47,41.96,20002
20,3,217,144,66.36,73,33.64,20003
20,4,123,72,58.54,51,41.46,20004
20,5,244,166,68.03,78,31.97,20005
20,6,128,75,58.59,53,41.41,20006
20,7,283,177,62.54,106,37.46,20007
20,8,245,143,58.37,102,41.63,20008
20,9,289,183,63.32,106,36.68,20009
20,10,203,143,70.44,60,29.56,20010
20,11,325,211,64.92,114,35.08,20011
20,12,178,109,61.24,69,38.76,20012
20,13,265,168,63.4,97,36.6,20013
20,14,147,92,62.59,55,37.41,20014
20,15,259,164,63.32,95,36.68,20015
20,16,299,183,61.2,116,38.8,20016
20,17,131,78,59.54,53,40.46,20017
20,18,200,119,59.5,81,40.5,20018
20,19,273,187,68.5,86,31.5,20019
20,20,219,159,72.6,60,27.4,20020
20,21,203,112,55.17,91,44.83,20021
20,22,322,196,60.87,126,39.13,20022
20,23,266,166,62.41,100,37.59,20023
20,24,242,163,67.36,79,32.64,20024
20,25,185,107,57.84,78,42.16,20025
20,26,267,159,59.55,108,40.45,20026
20,27,152,90,59.21,62,40.79,20027
20,28,166,101,60.84,65,39.16,20028
20,29,286,173,60.49,113,39.51,20029
20,30,139,97,69.78,42,30.22,20030
20,31,297,195,65.66,102,34.34,20031
20,32,259,153,59.07,106,40.93,20032
20,33,152,94,61.84,58,38.16,20033
20,34,334,218,65.27,116,34.73,20034
20,35,220,123,55.91,97,44.09,20035
20,36,103,48,46.6,55,53.4,20036
20,37,92,58,63.04,34,36.96,20037
20,38,110,67,60.91,43,39.09,20038
20,39,42,23,54.76,19,45.24,20039
21,1,282,211,74.82,71,25.18,21001
21,2,202,119,58.91,83,41.09,21002
21,3,308,206,66.88,102,33.12,21003
21,4,289,194,67.13,95,32.87,21004
21,5,307,206,67.1,101,32.9,21005
21,6,258,167,64.73,91,35.27,21006
21,7,302,190,62.91,112,37.09,21007
21,8,294,189,64.29,105,35.71,21008
21,9,308,200,64.94,108,35.06,21009
21,10,264,177,67.05,87,32.95,21010
21,11,269,162,60.22,107,39.78,21011
21,12,264,176,66.67,88,33.33,21012
21,13,254,157,61.81,97,38.19,21013
21,14,334,216,64.67,118,35.33,21014
21,15,245,158,64.49,87,35.51,21015
21,16,265,167,63.02,98,36.98,21016
21,17,267,165,61.8,102,38.2,21017
21,18,324,219,67.59,105,32.41,21018
21,19,296,184,62.16,112,37.84,21019
21,20,228,131,57.46,97,42.54,21020
21,21,260,168,64.62,92,35.38,21021
21,22,252,182,72.22,70,27.78,21022
21,23,247,173,70.04,74,29.96,21023
21,24,263,188,71.48,75,28.52,21024
21,25,239,165,69.04,74,30.96,21025
21,26,277,164,59.21,113,40.79,21026
21,27,271,200,73.8,71,26.2,21027
21,28,319,200,62.7,119,37.3,21028
21,29,284,183,64.44,101,35.56,21029
21,30,210,128,60.95,82,39.05,21030
21,31,205,144,70.24,61,29.76,21031
21,32,264,168,63.64,96,36.36,21032
21,33,284,172,60.56,112,39.44,21033
21,34,272,161,59.19,111,40.81,21034
21,35,289,201,69.55,88,30.45,21035
21,36,287,169,58.89,118,41.11,21036
21,37,216,138,63.89,78,36.11,21037
21,38,296,200,67.57,96,32.43,21038
21,39,221,157,71.04,64,28.96,21039
21,40,234,153,65.38,81,34.62,21040
21,41,271,183,67.53,88,32.47,21041
21,42,292,183,62.67,109,37.33,21042
21,43,296,192,64.86,104,35.14,21043
21,44,262,190,72.52,72,27.48,21044
21,45,248,156,62.9,92,37.1,21045
21,46,286,181,63.29,105,36.71,21046
21,47,255,158,61.96,97,38.04,21047
21,48,252,170,67.46,82,32.54,21048
21,49,287,192,66.9,95,33.1,21049
21,50,239,148,61.92,91,38.08,21050
21,51,278,197,70.86,81,29.14,21051
21,52,290,184,63.45,106,36.55,21052
21,53,217,137,63.13,80,36.87,21053
21,54,239,140,58.58,99,41.42,21054
22,1,157,95,60.51,62,39.49,22001
22,2,267,197,73.78,70,26.22,22002
22,3,351,260,74.07,91,25.93,22003
22,4,219,170,77.63,49,22.37,22004
22,5,248,181,72.98,67,27.02,22005
22,6,233,171,73.39,62,26.61,22006
22,7,171,124,72.51,47,27.49,22007
22,8,284,201,70.77,83,29.23,22008
22,9,216,152,70.37,64,29.63,22009
22,10,345,256,74.2,89,25.8,22010
22,11,183,129,70.49,54,29.51,22011
22,12,230,165,71.74,65,28.26,22012
22,13,271,189,69.74,82,30.26,22013
22,14,200,138,69.0,62,31.0,22014
22,15,225,155,68.89,70,31.11,22015
22,16,242,182,75.21,60,24.79,22016
22,17,260,184,70.77,76,29.23,22017
22,18,230,153,66.52,77,33.48,22018
22,19,135,92,68.15,43,31.85,22019
22,20,251,180,71.71,71,28.29,22020
22,21,292,187,64.04,105,35.96,22021
22,22,234,155,66.24,79,33.76,22022
22,23,279,189,67.74,90,32.26,22023
22,24,315,223,70.79,92,29.21,22024
22,25,258,188,72.87,70,27.13,22025
23,1,227,144,63.44,83,36.56,23001
23,2,203,127,62.56,76,37.44,23002
23,3,171,113,66.08,58,33.92,23003
23,4,267,180,67.42,87,32.58,23004
23,5,267,181,67.79,86,32.21,23005
23,6,279,214,76.7,65,23.3,23006
23,7,254,189,74.41,65,25.59,23007
23,8,295,206,69.83,89,30.17,23008
23,9,240,161,67.08,79,32.92,23009
23,10,338,262,77.51,76,22.49,23010
23,11,315,230,73.02,85,26.98,23011
23,12,193,132,68.39,61,31.61,23012
23,13,228,156,68.42,72,31.58,23013
23,14,181,127,70.17,54,29.83,23014
23,15,231,160,69.26,71,30.74,23015
23,16,204,139,68.14,65,31.86,23016
23,17,176,114,64.77,62,35.23,23017
23,18,186,125,67.2,61,32.8,23018
23,19,231,148,64.07,83,35.93,23019
23,20,190,128,67.37,62,32.63,23020
23,21,206,137,66.5,69,33.5,23021
23,22,228,151,66.23,77,33.77,23022
23,23,202,138,68.32,64,31.68,23023
23,24,229,154,67.25,75,32.75,23024
23,25,228,166,72.81,62,27.19,23025
23,26,263,189,71.86,74,28.14,23026
23,27,200,130,65.0,70,35.0,23027
23,28,235,170,72.34,65,27.66,23028
23,29,189,133,70.37,56,29.63,23029
23,30,316,217,68.67,99,31.33,23030
23,31,159,109,68.55,50,31.45,23031
23,32,287,202,70.38,85,29.62,23032
23,33,293,222,75.77,71,24.23,23033
23,34,254,182,71.65,72,28.35,23034
23,35,136,84,61.76,52,38.24,23035
23,36,192,142,73.96,50,26.04,23036
23,37,171,114,66.67,57,33.33,23037
23,38,183,119,65.03,64,34.97,23038
23,39,249,184,73.9,65,26.1,23039
24,1,246,165,67.07,81,32.93,24001
24,2,222,127,57.21,95,42.79,24002
24,3,210,125,59.52,85,40.48,24003
24,4,225,137,60.89,88,39.11,24004
24,5,120,81,67.5,39,32.5,24005
24,6,238,146,61.34,92,38.66,24006
24,7,139,92,66.19,47,33.81,24007
24,8,102,65,63.73,37,36.27,24008
24,9,252,140,55.56,112,44.44,24009
24,10,133,78,58.65,55,41.35,24010
24,11,238,151,63.45,87,36.55,24011
24,12,135,77,57.04,58,42.96,24012
24,13,111,64,57.66,47,42.34,24013
24,14,198,110,55.56,88,44.44,24014
24,15,131,76,58.02,55,41.98,24015
24,16,267,176,65.92,91,34.08,24016
24,17,177,122,68.93,55,31.07,24017
24,18,269,149,55.39,120,44.61,24018
24,19,282,183,64.89,99,35.11,24019
24,20,173,122,70.52,51,29.48,24020
24,21,132,69,52.27,63,47.73,24021
24,22,310,174,56.13,136,43.87,24022
24,23,206,122,59.22,84,40.78,24023
24,24,273,154,56.41,119,43.59,24024
24,25,198,127,64.14,71,35.86,24025
24,26,286,202,70.63,84,29.37,24026
24,27,232,143,61.64,89,38.36,24027
24,28,174,106,60.92,68,39.08,24028
24,29,163,117,71.78,46,28.22,24029
24,30,116,74,63.79,42,36.21,24030
24,31,271,170,62.73,101,37.27,24031
24,32,126,80,63.49,46,36.51,24032
24,33,146,93,63.7,53,36.3,24033
24,34,193,121,62.69,72,37.31,24034
24,35,232,137,59.05,95,40.95,24035
24,36,303,190,62.71,113,37.29,24036
24,37,144,94,65.28,50,34.72,24037
24,38,171,105,61.4,66,38.6,24038
24,39,218,128,58.72,90,41.28,24039
24,40,212,129,60.85,83,39.15,24040
24,41,158,106,67.09,52,32.91,24041
25,1,264,188,71.21,76,28.79,25001
25,2,302,204,67.55,98,32.45,25002
25,3,233,146,62.66,87,37.34,25003
25,4,226,147,65.04,79,34.96,25004
25,5,298,215,72.15,83,27.85,25005
25,6,61,40,65.57,21,34.43,25006
25,7,280,195,69.64,85,30.36,25007
25,8,324,247,76.23,77,23.77,25008
25,9,308,227,73.7,81,26.3,25009
25,10,216,124,57.41,92,42.59,25010
25,11,319,239,74.92,80,25.08,25011
25,12,253,183,72.33,70,27.67,25012
25,13,296,219,73.99,77,26.01,25013
25,14,143,88,61.54,55,38.46,25014
25,15,260,195,75.0,65,25.0,25015
25,16,182,120,65.93,62,34.07,25016
25,17,265,207,78.11,58,21.89,25017
25,18,106,68,64.15,38,35.85,25018
25,19,273,195,71.43,78,28.57,25019
25,20,184,122,66.3,62,33.7,25020
25,21,286,184,64.34,102,35.66,25021
25,22,307,219,71.34,88,28.66,25022
25,23,345,252,73.04,93,26.96,25023
25,24,289,216,74.74,73,25.26,25024
25,25,219,134,61.19,85,38.81,25025
25,26,316,242,76.58,74,23.42,25026
25,27,202,121,59.9,81,40.1,25027
25,28,335,242,72.24,93,27.76,25028
25,29,179,113,63.13,66,36.87,25029
25,30,294,225,76.53,69,23.47,25030
25,31,218,129,59.17,89,40.83,25031
25,32,237,166,70.04,71,29.96,25032
26,1,199,144,72.36,55,27.64,26001
26,2,187,129,68.98,58,31.02,26002
26,3,207,121,58.45,86,41.55,26003
26,4,158,102,64.56,56,35.44,26004
26,5,218,150,68.81,68,31.19,26005
26,6,215,122,56.74,93,43.26,26006
26,7,181,117,64.64,64,35.36,26007
26,8,121,79,65.29,42,34.71,26008
26,9,189,125,66.14,64,33.86,26009
26,10,198,132,66.67,66,33.33,26010
26,11,200,137,68.5,63,31.5,26011
26,12,223,163,73.09,60,26.91,26012
26,13,140,95,67.86,45,32.14,26013
26,14,174,122,70.11,52,29.89,26014
26,15,119,75,63.03,44,36.97,26015
26,16,131,86,65.65,45,34.35,26016
26,17,130,87,66.92,43,33.08,26017
26,18,186,126,67.74,60,32.26,26018
26,19,113,70,61.95,43,38.05,26019
26,20,187,121,64.71,66,35.29,26020
26,21,259,162,62.55,97,37.45,26021
26,22,130,87,66.92,43,33.08,26022
26,23,154,102,66.23,52,33.77,26023
26,24,172,109,63.37,63,36.63,26024
26,25,157,108,68.79,49,31.21,26025
26,26,137,99,72.26,38,27.74,26026
26,27,216,144,66.67,72,33.33,26027
26,28,194,121,62.37,73,37.63,26028
26,29,105,62,59.05,43,40.95,26029
26,30,180,127,70.56,53,29.44,26030
26,31,94,60,63.83,34,36.17,26031
26,32,212,127,59.91,85,40.09,26032
26,33,189,122,64.55,67,35.45,26033
26,34,219,154,70.32,65,29.68,26034
26,35,149,105,70.47,44,29.53,26035
26,36,196,129,65.82,67,34.18,26036
26,37,223,168,75.34,55,24.66,26037
26,38,108,78,72.22,30,27.78,26038
26,39,191,129,67.54,62,32.46,26039
26,40,127,93,73.23,34,26.77,26040
26,41,215,163,75.81,52,24.19,26041
26,42,160,112,70.0,48,30.0,26042
26,43,116,79,68.1,37,31.9,26043
26,44,134,96,71.64,38,28.36,26044
26,45,90,57,63.33,33,36.67,26045
26,46,109,72,66.06,37,33.94,26046
26,47,127,88,69.29,39,30.71,26047
26,48,191,128,67.02,63,32.98,26048
26,49,120,89,74.17,31,25.83,26049
27,1,168,107,63.69,61,36.31,27001
27,2,198,119,60.1,79,39.9,27002
27,3,135,90,66.67,45,33.33,27003
27,4,155,113,72.9,42,27.1,27004
27,5,182,134,73.63,48,26.37,27005
27,6,169,116,68.64,53,31.36,27006
27,7,264,178,67.42,86,32.58,27007
27,8,223,146,65.47,77,34.53,27008
27,9,62,40,64.52,22,35.48,27009
27,10,270,180,66.67,90,33.33,27010
27,11,150,98,65.33,52,34.67,27011
27,12,116,61,52.59,55,47.41,27012
27,13,347,239,68.88,108,31.12,27013
27,14,132,95,71.97,37,28.03,27014
27,15,174,110,63.22,64,36.78,27015
27,16,145,88,60.69,57,39.31,27016
27,17,253,189,74.7,64,25.3,27017
27,18,200,128,64.0,72,36.0,27018
27,19,163,101,61.96,62,38.04,27019
27,20,227,141,62.11,86,37.89,27020
27,21,149,95,63.76,54,36.24,27021
27,22,154,97,62.99,57,37.01,27022
27,23,200,131,65.5,69,34.5,27023
27,24,208,150,72.12,58,27.88,27024
27,25,195,113,57.95,82,42.05,27025
27,26,202,140,69.31,62,30.69,27026
27,27,280,195,69.64,85,30.36,27027
27,28,110,75,68.18,35,31.82,27028
27,29,219,154,70.32,65,29.68,27029
27,30,154,89,57.79,65,42.21,27030
27,31,205,138,67.32,67,32.68,27031
27,32,175,114,65.14,61,34.86,27032
27,33,184,122,66.3,62,33.7,27033
27,34,233,149,63.95,84,36.05,27034
27,35,168,106,63.1,62,36.9,27035
27,36,193,143,74.09,50,25.91,27036
27,37,190,116,61.05,74,38.95,27037
27,38,289,208,71.97,81,28.03,27038
27,39,213,152,71.36,61,28.64,27039
27,40,237,155,65.4,82,34.6,27040
27,41,203,137,67.49,66,32.51,27041
27,42,117,85,72.65,32,27.35,27042
27,43,216,135,62.5,81,37.5,27043
27,44,228,159,69.74,69,30.26,27044
27,45,235,157,66.81,78,33.19,27045
27,46,90,47,52.22,43,47.78,27046
27,47,155,109,70.32,46,29.68,27047
27,48,222,139,62.61,83,37.39,27048
27,49,183,99,54.1,84,45.9,27049
27,50,213,141,66.2,72,33.8,27050
28,1,227,162,71.37,65,28.63,28001
28,2,210,138,65.71,72,34.29,28002
28,3,185,122,65.95,63,34.05,28003
28,4,139,91,65.47,48,34.53,28004
28,5,144,84,58.33,60,41.67,28005
28,6,112,69,61.61,43,38.39,28006
28,7,240,178,74.17,62,25.83,28007
28,8,116,76,65.52,40,34.48,28008
28,9,213,152,71.36,61,28.64,28009
28,10,248,160,64.52,88,35.48,28010
28,11,355,251,70.7,104,29.3,28011
28,12,238,166,69.75,72,30.25,28012
28,13,216,141,65.28,75,34.72,28013
28,14,214,163,76.17,51,23.83,28014
28,15,72,39,54.17,33,45.83,28015
28,16,152,95,62.5,57,37.5,28016
28,17,220,144,65.45,76,34.55,28017
28,18,175,108,61.71,67,38.29,28018
28,19,204,149,73.04,55,26.96,28019
28,20,197,133,67.51,64,32.49,28020
28,21,193,127,65.8,66,34.2,28021
28,22,188,131,69.68,57,30.32,28022
28,23,269,196,72.86,73,27.14,28023
28,24,195,123,63.08,72,36.92,28024
28,25,327,242,74.01,85,25.99,28025
28,26,235,157,66.81,78,33.19,28026
28,27,202,115,56.93,87,43.07,28027
28,28,226,145,64.16,81,35.84,28028
28,29,101,70,69.31,31,30.69,28029
28,30,34,26,76.47,8,23.53,28030
28,31,278,173,62.23,105,37.77,28031
28,32,208,144,69.23,64,30.77,28032
28,33,253,172,67.98,81,32.02,28033
28,34,395,258,65.32,137,34.68,28034
28,35,233,160,68.67,73,31.33,28035
28,36,138,99,71.74,39,28.26,28036
28,37,320,219,68.44,101,31.56,28037
28,38,114,72,63.16,42,36.84,28038
28,39,185,127,68.65,58,31.35,28039
28,40,317,204,64.35,113,35.65,28040
28,41,190,138,72.63,52,27.37,28041
28,42,258,181,70.16,77,29.84,28042
28,43,309,207,66.99,102,33.01,28043
28,44,156,98,62.82,58,37.18,28044
28,45,158,113,71.52,45,28.48,28045
28,46,334,228,68.26,106,31.74,28046
29,1,295,195,66.1,100,33.9,29001
29,2,406,251,61.82,155,38.18,29002
29,3,305,198,64.92,107,35.08,29003
29,4,323,205,63.47,118,36.53,29004
29,5,250,139,55.6,111,44.4,29005
29,6,268,181,67.54,87,32.46,29006
29,7,252,171,67.86,81,32.14,29007
29,8,254,181,71.26,73,28.74,29008
29,9,254,159,62.6,95,37.4,29009
29,10,322,206,63.98,116,36.02,29010
29,11,174,121,69.54,53,30.46,29011
29,12,337,231,68.55,106,31.45,29012
29,13,260,165,63.46,95,36.54,29013
29,14,268,184,68.66,84,31.34,29014
29,15,323,219,67.8,104,32.2,29015
29,16,346,263,76.01,83,23.99,29016
29,17,290,201,69.31,89,30.69,29017
29,18,309,219,70.87,90,29.13,29018
29,19,318,237,74.53,81,25.47,29019
29,20,330,210,63.64,120,36.36,29020
29,21,381,245,64.3,136,35.7,29021
29,22,212,126,59.43,86,40.57,29022
29,23,247,168,68.02,79,31.98,29023
29,24,260,159,61.15,101,38.85,29024
29,25,304,208,68.42,96,31.58,29025
29,26,265,190,71.7,75,28.3,29026
29,27,230,158,68.7,72,31.3,29027
29,28,338,240,71.01,98,28.99,29028
29,29,197,131,66.5,66,33.5,29029
29,30,297,203,68.35,94,31.65,29030
29,31,168,115,68.45,53,31.55,29031
29,32,175,113,64.57,62,35.43,29032
29,33,208,148,71.15,60,28.85,29033
29,34,153,101,66.01,52,33.99,29034
29,35,230,150,65.22,80,34.78,29035
29,36,254,172,67.72,82,32.28,29036
29,37,267,175,65.54,92,34.46,29037
29,38,209,133,63.64,76,36.36,29038
29,39,213,136,63.85,77,36.15,29039
29,40,333,206,61.86,127,38.14,29040
29,41,226,157,69.47,69,30.53,29041
29,42,315,199,63.17,116,36.83,29042
29,43,292,204,69.86,88,30.14,29043
29,44,367,274,74.66,93,25.34,29044
30,1,280,183,65.36,97,34.64,30001
30,2,220,145,65.91,75,34.09,30002
30,3,200,137,68.5,63,31.5,30003
30,4,248,170,68.55,78,31.45,30004
30,5,169,112,66.27,57,33.73,30005
30,6,223,152,68.16,71,31.84,30006
30,7,264,171,64.77,93,35.23,30007
30,8,280,186,66.43,94,33.57,30008
30,9,203,140,68.97,63,31.03,30009
30,10,279,193,69.18,86,30.82,30010
30,11,245,173,70.61,72,29.39,30011
30,12,197,140,71.07,57,28.93,30012
30,13,205,134,65.37,71,34.63,30013
30,14,179,123,68.72,56,31.28,30014
30,15,216,126,58.33,90,41.67,30015
30,16,126,91,72.22,35,27.78,30016
30,17,227,147,64.76,80,35.24,30017
30,18,268,178,66.42,90,33.58,30018
30,19,286,208,72.73,78,27.27,30019
30,20,231,159,68.83,72,31.17,30020
30,21,159,110,69.18,49,30.82,30021
30,22,323,228,70.59,95,29.41,30022
30,23,270,177,65.56,93,34.44,30023
30,24,241,163,67.63,78,32.37,30024
30,25,283,187,66.08,96,33.92,30025
30,26,127,80,62.99,47,37.01,30026
30,27,149,101,67.79,48,32.21,30027
30,28,269,178,66.17,91,33.83,30028
30,29,151,99,65.56,52,34.44,30029
30,30,99,71,71.72,28,28.28,30030
30,31,147,108,73.47,39,26.53,30031
30,32,193,114,59.07,79,40.93,30032
31,1,140,102,72.86,38,27.14,31001
31,2,146,105,71.92,41,28.08,31002
31,3,161,106,65.84,55,34.16,31003
31,4,222,155,69.82,67,30.18,31004
31,5,175,119,68.0,56,32.0,31005
31,6,138,98,71.01,40,28.99,31006
31,7,263,173,65.78,90,34.22,31007
31,8,120,80,66.67,40,33.33,31008
31,9,193,130,67.36,63,32.64,31009
31,10,156,115,73.72,41,26.28,31010
31,11,132,91,68.94,41,31.06,31011
31,12,139,92,66.19,47,33.81,31012
31,13,181,132,72.93,49,27.07,31013
31,14,149,104,69.8,45,30.2,31014
31,15,126,83,65.87,43,34.13,31015
31,16,207,139,67.15,68,32.85,31016
31,17,143,100,69.93,43,30.07,31017
31,18,152,104,68.42,48,31.58,31018
31,19,145,106,73.1,39,26.9,31019
31,20,146,99,67.81,47,32.19,31020
31,21,166,118,71.08,48,28.92,31021
31,22,142,101,71.13,41,28.87,31022
31,23,148,96,64.86,52,35.14,31023
31,24,189,140,74.07,49,25.93,31024
31,25,153,95,62.09,58,37.91,31025
31,26,189,123,65.08,66,34.92,31026
31,27,147,111,75.51,36,24.49,31027
31,28,168,113,67.26,55,32.74,31028
31,29,171,117,68.42,54,31.58,31029
31,30,131,94,71.76,37,28.24,31030
31,31,162,101,62.35,61,37.65,31031
31,32,146,97,66.44,49,33.56,31032
31,33,150,104,69.33,46,30.67,31033
31,34,150,108,72.0,42,28.0,31034
31,35,177,122,68.93,55,31.07,31035
31,36,169,121,71.6,48,28.4,31036
31,37,156,111,71.15,45,28.85,31037
31,38,177,121,68.36,56,31.64,31038
31,39,182,121,66.48,61,33.52,31039
31,40,169,117,69.23,52,30.77,31040
31,41,167,122,73.05,45,26.95,31041
32,1,265,177,66.79,88,33.21,32001
32,2,194,118,60.82,76,39.18,32002
32,3,349,239,68.48,110,31.52,32003
32,4,222,127,57.21,95,42.79,32004
32,5,190,118,62.11,72,37.89,32005
32,6,205,111,54.15,94,45.85,32006
32,7,189,100,52.91,89,47.09,32007
32,8,232,134,57.76,98,42.24,32008
32,9,224,143,63.84,81,36.16,32009
32,10,169,90,53.25,79,46.75,32010
32,11,314,178,56.69,136,43.31,32011
32,12,246,154,62.6,92,37.4,32012
32,13,195,121,62.05,74,37.95,32013
32,14,301,194,64.45,107,35.55,32014
32,15,195,104,53.33,91,46.67,32015
32,16,208,120,57.69,88,42.31,32016
32,17,321,202,62.93,119,37.07,32017
32,18,162,100,61.73,62,38.27,32018
32,19,206,130,63.11,76,36.89,32019
32,20,316,213,67.41,103,32.59,32020
32,21,224,124,55.36,100,44.64,32021
32,22,397,237,59.7,160,40.3,32022
32,23,199,112,56.28,87,43.72,32023
32,24,113,60,53.1,53,46.9,32024
32,25,199,129,64.82,70,35.18,32025
32,26,306,185,60.46,121,39.54,32026
32,27,165,88,53.33,77,46.67,32027
32,28,314,223,71.02,91,28.98,32028
32,29,279,168,60.22,111,39.78,32029
32,30,137,74,54.01,63,45.99,32030
32,31,219,134,61.19,85,38.81,32031
32,32,224,129,57.59,95,42.41,32032
32,33,190,109,57.37,81,42.63,32033
