ward,precinct,total,Pat Heneghan,Pat Heneghan Percent,Susana L. Ortiz,Susana L. Ortiz Percent,precinct_id
17,14,276,47,17.03,188,68.12,17014
17,15,272,69,25.37,134,49.26,17015
17,16,261,39,14.94,167,63.98,17016
17,17,254,80,31.5,125,49.21,17017
17,18,296,117,39.53,134,45.27,17018
17,19,177,55,31.07,82,46.33,17019
17,20,360,131,36.39,150,41.67,17020
17,21,320,86,26.88,145,45.31,17021
17,22,239,75,31.38,112,46.86,17022
17,23,173,53,30.64,83,47.98,17023
17,24,264,87,32.95,117,44.32,17024
17,25,242,73,30.17,118,48.76,17025
17,26,296,97,32.77,134,45.27,17026
17,27,250,85,34.0,121,48.4,17027
17,28,224,74,33.04,113,50.45,17028
17,29,237,79,33.33,111,46.84,17029
17,30,222,40,18.02,150,67.57,17030
17,31,167,51,30.54,85,50.9,17031
17,32,216,60,27.78,98,45.37,17032
17,33,161,54,33.54,75,46.58,17033
17,34,206,61,29.61,92,44.66,17034
17,35,212,65,30.66,96,45.28,17035
17,36,287,71,24.74,143,49.83,17036
17,37,226,60,26.55,108,47.79,17037
17,38,257,94,36.58,112,43.58,17038
17,39,262,72,27.48,122,46.56,17039
17,40,279,109,39.07,115,41.22,17040
17,41,305,95,31.15,143,46.89,17041
18,1,268,74,27.61,140,52.24,18001
18,2,233,56,24.03,157,67.38,18002
18,3,203,78,38.42,100,49.26,18003
18,4,311,123,39.55,123,39.55,18004
18,5,180,53,29.44,83,46.11,18005
18,6,208,65,31.25,112,53.85,18006
18,7,274,75,27.37,134,48.91,18007
18,8,287,123,42.86,115,40.07,18008
18,9,259,75,28.96,115,44.4,18009
18,10,375,127,33.87,164,43.73,18010
18,11,234,76,32.48,128,54.7,18011
18,12,256,78,30.47,122,47.66,18012
18,13,287,98,34.15,138,48.08,18013
18,14,272,93,34.19,125,45.96,18014
18,15,329,87,26.44,188,57.14,18015
18,16,260,76,29.23,120,46.15,18016
18,17,288,100,34.72,141,48.96,18017
18,18,228,73,32.02,93,40.79,18018
18,19,249,90,36.14,106,42.57,18019
18,20,227,60,26.43,103,45.37,18020
18,21,333,121,36.34,133,39.94,18021
18,22,336,103,30.65,164,48.81,18022
18,23,240,79,32.92,103,42.92,18023
18,24,246,62,25.2,161,65.45,18024
18,25,238,83,34.87,140,58.82,18025
18,26,335,115,34.33,141,42.09,18026
18,27,213,56,26.29,107,50.23,18027
18,28,223,95,42.6,111,49.78,18028
18,29,285,73,25.61,159,55.79,18029
18,30,269,72,26.77,174,64.68,18030
18,31,311,89,28.62,156,50.16,18031
18,32,288,88,30.56,131,45.49,18032
18,33,236,81,34.32,109,46.19,18033
18,34,335,139,41.49,116,34.63,18034
18,35,322,114,35.4,143,44.41,18035
18,36,274,101,36.86,143,52.19,18036
18,37,323,87,26.93,178,55.11,18037
18,38,250,83,33.2,106,42.4,18038
18,39,205,62,30.24,98,47.8,18039
18,40,317,86,27.13,188,59.31,18040
18,41,324,97,29.94,137,42.28,18041
18,42,224,59,26.34,130,58.04,18042
18,43,210,46,21.9,152,72.38,18043
18,44,207,89,43.0,98,47.34,18044
18,45,244,46,18.85,161,65.98,18045
18,46,293,104,35.49,165,56.31,18046
18,47,209,77,36.84,102,48.8,18047
18,48,223,75,33.63,91,40.81,18048
18,49,186,59,31.72,84,45.16,18049
18,50,188,53,28.19,94,50.0,18050
19,1,203,143,70.44,38,18.72,19001
19,2,377,148,39.26,148,39.26,19002
19,3,150,111,74.0,32,21.33,19003
19,4,219,166,75.8,44,20.09,19004
19,5,296,144,48.65,100,33.78,19005
19,6,202,144,71.29,43,21.29,19006
19,7,236,176,74.58,42,17.8,19007
19,8,208,154,74.04,38,18.27,19008
19,9,164,120,73.17,34,20.73,19009
19,10,326,176,53.99,101,30.98,19010
19,11,190,138,72.63,36,18.95,19011
19,12,159,127,79.87,24,15.09,19012
19,13,360,110,30.56,163,45.28,19013
19,14,289,132,45.67,113,39.1,19014
19,15,234,145,61.97,68,29.06,19015
19,16,238,177,74.37,44,18.49,19016
19,17,200,134,67.0,46,23.0,19017
19,18,255,154,60.39,71,27.84,19018
19,19,308,168,54.55,92,29.87,19019
19,20,242,78,32.23,108,44.63,19020
19,21,176,122,69.32,40,22.73,19021
19,22,235,114,48.51,81,34.47,19022
19,23,224,163,72.77,47,20.98,19023
19,24,163,127,77.91,27,16.56,19024
19,25,235,135,57.45,69,29.36,19025
19,26,208,132,63.46,40,19.23,19026
19,27,295,103,34.92,131,44.41,19027
19,28,345,111,32.17,151,43.77,19028
19,29,186,128,68.82,42,22.58,19029
19,30,187,128,68.45,41,21.93,19030
19,31,229,138,60.26,61,26.64,19031
19,32,198,114,57.58,59,29.8,19032
19,33,190,152,80.0,31,16.32,19033
19,34,231,138,59.74,58,25.11,19034
19,35,233,140,60.09,66,28.33,19035
19,36,365,106,29.04,170,46.58,19036
19,37,289,135,46.71,99,34.26,19037
19,38,268,105,39.18,111,41.42,19038
19,39,122,25,20.49,68,55.74,19039
19,40,292,124,42.47,117,40.07,19040
19,41,170,125,73.53,34,20.0,19041
19,42,202,59,29.21,92,45.54,19042
19,43,394,113,28.68,182,46.19,19043
19,44,232,167,71.98,48,20.69,19044
19,45,230,154,66.96,49,21.3,19045
19,46,220,168,76.36,43,19.55,19046
19,47,452,166,36.73,198,43.81,19047
19,48,353,86,24.36,179,50.71,19048
19,49,369,128,34.69,154,41.73,19049
19,50,195,112,57.44,62,31.79,19050
19,51,285,194,68.07,63,22.11,19051
19,52,223,146,65.47,59,26.46,19052
19,53,208,136,65.38,55,26.44,19053
19,54,144,90,62.5,42,29.17,19054
19,55,154,109,70.78,33,21.43,19055
19,56,282,137,48.58,95,33.69,19056
19,57,232,116,50.0,83,35.78,19057
20,1,238,69,28.99,113,47.48,20001
20,2,112,31,27.68,52,46.43,20002
20,3,217,55,25.35,107,49.31,20003
20,4,132,24,18.18,76,57.58,20004
20,5,256,60,23.44,125,48.83,20005
20,6,140,39,27.86,74,52.86,20006
20,7,283,71,25.09,130,45.94,20007
20,8,242,78,32.23,107,44.21,20008
20,9,301,75,24.92,146,48.5,20009
20,10,210,58,27.62,115,54.76,20010
20,11,335,92,27.46,158,47.16,20011
20,12,189,42,22.22,98,51.85,20012
20,13,278,69,24.82,144,51.8,20013
20,14,154,42,27.27,75,48.7,20014
20,15,275,31,11.27,229,83.27,20015
20,16,301,86,28.57,148,49.17,20016
20,17,139,27,19.42,88,63.31,20017
20,18,208,60,28.85,94,45.19,20018
20,19,288,64,22.22,146,50.69,20019
20,20,230,20,8.7,188,81.74,20020
20,21,222,60,27.03,114,51.35,20021
20,22,331,90,27.19,157,47.43,20022
20,23,268,67,25.0,128,47.76,20023
20,24,255,63,24.71,127,49.8,20024
20,25,192,57,29.69,87,45.31,20025
20,26,277,80,28.88,131,47.29,20026
20,27,158,49,31.01,74,46.84,20027
20,28,175,42,24.0,91,52.0,20028
20,29,291,94,32.3,135,46.39,20029
20,30,140,48,34.29,60,42.86,20030
20,31,312,76,24.36,162,51.92,20031
20,32,265,87,32.83,114,43.02,20032
20,33,156,42,26.92,80,51.28,20033
20,34,336,109,32.44,166,49.4,20034
20,35,233,59,25.32,123,52.79,20035
20,36,104,27,25.96,54,51.92,20036
20,37,95,21,22.11,48,50.53,20037
20,38,106,29,27.36,53,50.0,20038
20,39,45,14,31.11,22,48.89,20039
21,1,285,94,32.98,126,44.21,21001
21,2,206,70,33.98,86,41.75,21002
21,3,316,108,34.18,118,37.34,21003
21,4,293,88,30.03,142,48.46,21004
21,5,305,75,24.59,150,49.18,21005
21,6,258,90,34.88,120,46.51,21006
21,7,299,95,31.77,129,43.14,21007
21,8,307,102,33.22,142,46.25,21008
21,9,317,109,34.38,132,41.64,21009
21,10,261,76,29.12,118,45.21,21010
21,11,277,86,31.05,126,45.49,21011
21,12,262,77,29.39,113,43.13,21012
21,13,255,77,30.2,117,45.88,21013
21,14,346,90,26.01,159,45.95,21014
21,15,245,80,32.65,99,40.41,21015
21,16,267,75,28.09,123,46.07,21016
21,17,266,85,31.95,121,45.49,21017
21,18,327,105,32.11,142,43.43,21018
21,19,299,100,33.44,124,41.47,21019
21,20,235,72,30.64,107,45.53,21020
21,21,260,86,33.08,116,44.62,21021
21,22,260,101,38.85,92,35.38,21022
21,23,254,91,35.83,97,38.19,21023
21,24,267,88,32.96,110,41.2,21024
21,25,239,65,27.2,105,43.93,21025
21,26,280,76,27.14,147,52.5,21026
21,27,275,66,24.0,134,48.73,21027
21,28,326,104,31.9,159,48.77,21028
21,29,295,101,34.24,117,39.66,21029
21,30,222,66,29.73,109,49.1,21030
21,31,213,72,33.8,92,43.19,21031
21,32,265,78,29.43,133,50.19,21032
21,33,288,91,31.6,124,43.06,21033
21,34,284,78,27.46,133,46.83,21034
21,35,294,93,31.63,123,41.84,21035
21,36,297,68,22.9,135,45.45,21036
21,37,222,74,33.33,95,42.79,21037
21,38,293,81,27.65,135,46.08,21038
21,39,217,54,24.88,117,53.92,21039
21,40,247,69,27.94,115,46.56,21040
21,41,267,75,28.09,119,44.57,21041
21,42,295,99,33.56,118,40.0,21042
21,43,297,77,25.93,147,49.49,21043
21,44,262,78,29.77,112,42.75,21044
21,45,261,62,23.75,126,48.28,21045
21,46,287,86,29.97,126,43.9,21046
21,47,262,80,30.53,117,44.66,21047
21,48,258,74,28.68,126,48.84,21048
21,49,291,91,31.27,122,41.92,21049
21,50,243,67,27.57,113,46.5,21050
21,51,280,98,35.0,120,42.86,21051
21,52,293,102,34.81,132,45.05,21052
21,53,213,65,30.52,95,44.6,21053
21,54,249,83,33.33,121,48.59,21054
22,1,161,45,27.95,80,49.69,22001
22,2,277,60,21.66,202,72.92,22002
22,3,378,30,7.94,334,88.36,22003
22,4,241,26,10.79,204,84.65,22004
22,5,263,34,12.93,219,83.27,22005
22,6,253,22,8.7,223,88.14,22006
22,7,184,14,7.61,166,90.22,22007
22,8,299,54,18.06,219,73.24,22008
22,9,228,30,13.16,194,85.09,22009
22,10,371,28,7.55,327,88.14,22010
22,11,210,17,8.1,180,85.71,22011
22,12,229,48,20.96,162,70.74,22012
22,13,287,27,9.41,245,85.37,22013
22,14,211,21,9.95,169,80.09,22014
22,15,230,21,9.13,199,86.52,22015
22,16,273,25,9.16,235,86.08,22016
22,17,276,23,8.33,242,87.68,22017
22,18,241,17,7.05,206,85.48,22018
22,19,144,33,22.92,91,63.19,22019
22,20,276,15,5.43,248,89.86,22020
22,21,294,98,33.33,145,49.32,22021
22,22,248,25,10.08,207,83.47,22022
22,23,294,75,25.51,160,54.42,22023
22,24,338,29,8.58,286,84.62,22024
22,25,277,16,5.78,250,90.25,22025
23,1,221,121,54.75,81,36.65,23001
23,2,211,96,45.5,99,46.92,23002
23,3,173,89,51.45,74,42.77,23003
23,4,268,121,45.15,133,49.63,23004
23,5,279,50,17.92,214,76.7,23005
23,6,293,80,27.3,200,68.26,23006
23,7,260,40,15.38,210,80.77,23007
23,8,296,105,35.47,174,58.78,23008
23,9,261,39,14.94,212,81.23,23009
23,10,352,97,27.56,228,64.77,23010
23,11,334,79,23.65,234,70.06,23011
23,12,190,84,44.21,92,48.42,23012
23,13,234,37,15.81,182,77.78,23013
23,14,179,88,49.16,73,40.78,23014
23,15,250,41,16.4,192,76.8,23015
23,16,201,108,53.73,75,37.31,23016
23,17,185,35,18.92,141,76.22,23017
23,18,194,81,41.75,100,51.55,23018
23,19,242,30,12.4,196,80.99,23019
23,20,197,25,12.69,160,81.22,23020
23,21,197,100,50.76,80,40.61,23021
23,22,227,83,36.56,124,54.63,23022
23,23,212,88,41.51,102,48.11,23023
23,24,238,40,16.81,187,78.57,23024
23,25,231,33,14.29,178,77.06,23025
23,26,274,63,22.99,187,68.25,23026
23,27,199,106,53.27,75,37.69,23027
23,28,239,104,43.51,119,49.79,23028
23,29,190,84,44.21,91,47.89,23029
23,30,322,83,25.78,216,67.08,23030
23,31,177,30,16.95,136,76.84,23031
23,32,295,71,24.07,205,69.49,23032
23,33,311,35,11.25,260,83.6,23033
23,34,260,34,13.08,212,81.54,23034
23,35,141,60,42.55,66,46.81,23035
23,36,193,93,48.19,82,42.49,23036
23,37,175,83,47.43,80,45.71,23037
23,38,188,74,39.36,103,54.79,23038
23,39,262,37,14.12,216,82.44,23039
24,1,254,101,39.76,103,40.55,24001
24,2,235,88,37.45,102,43.4,24002
24,3,222,83,37.39,99,44.59,24003
24,4,229,89,38.86,113,49.34,24004
24,5,126,40,31.75,59,46.83,24005
24,6,244,79,32.38,106,43.44,24006
24,7,145,27,18.62,101,69.66,24007
24,8,105,36,34.29,50,47.62,24008
24,9,253,82,32.41,117,46.25,24009
24,10,136,48,35.29,61,44.85,24010
24,11,249,82,32.93,114,45.78,24011
24,12,141,51,36.17,61,43.26,24012
24,13,113,32,28.32,54,47.79,24013
24,14,198,66,33.33,95,47.98,24014
24,15,130,33,25.38,69,53.08,24015
24,16,287,43,14.98,216,75.26,24016
24,17,172,61,35.47,64,37.21,24017
24,18,286,91,31.82,126,44.06,24018
24,19,285,101,35.44,135,47.37,24019
24,20,178,84,47.19,61,34.27,24020
24,21,136,50,36.76,60,44.12,24021
24,22,306,110,35.95,136,44.44,24022
24,23,215,76,35.35,98,45.58,24023
24,24,286,88,30.77,128,44.76,24024
24,25,197,65,32.99,97,49.24,24025
24,26,299,123,41.14,121,40.47,24026
24,27,240,68,28.33,114,47.5,24027
24,28,174,56,32.18,85,48.85,24028
24,29,176,70,39.77,74,42.05,24029
24,30,117,46,39.32,41,35.04,24030
24,31,271,93,34.32,119,43.91,24031
24,32,129,50,38.76,57,44.19,24032
24,33,148,53,35.81,72,48.65,24033
24,34,197,77,39.09,84,42.64,24034
24,35,236,74,31.36,116,49.15,24035
24,36,314,136,43.31,116,36.94,24036
24,37,145,41,28.28,73,50.34,24037
24,38,180,55,30.56,80,44.44,24038
24,39,229,69,30.13,127,55.46,24039
24,40,223,66,29.6,107,47.98,24040
24,41,155,68,43.87,56,36.13,24041
25,1,281,40,14.23,218,77.58,25001
25,2,309,62,20.06,204,66.02,25002
25,3,233,90,38.63,108,46.35,25003
25,4,229,66,28.82,122,53.28,25004
25,5,311,58,18.65,221,71.06,25005
25,6,63,23,36.51,32,50.79,25006
25,7,297,57,19.19,221,74.41,25007
25,8,347,57,16.43,264,76.08,25008
25,9,330,46,13.94,260,78.79,25009
25,10,214,105,49.07,73,34.11,25010
25,11,339,45,13.27,261,76.99,25011
25,12,273,42,15.38,208,76.19,25012
25,13,323,49,15.17,253,78.33,25013
25,14,133,44,33.08,66,49.62,25014
25,15,280,39,13.93,218,77.86,25015
25,16,186,72,38.71,91,48.92,25016
25,17,287,48,16.72,205,71.43,25017
25,18,108,33,30.56,54,50.0,25018
25,19,290,45,15.52,225,77.59,25019
25,20,189,50,26.46,92,48.68,25020
25,21,280,86,30.71,145,51.79,25021
25,22,317,43,13.56,243,76.66,25022
25,23,364,60,16.48,274,75.27,25023
25,24,311,50,16.08,243,78.14,25024
25,25,225,85,37.78,117,52.0,25025
25,26,337,45,13.35,275,81.6,25026
25,27,203,84,41.38,90,44.33,25027
25,28,357,53,14.85,275,77.03,25028
25,29,192,56,29.17,100,52.08,25029
25,30,302,50,16.56,223,73.84,25030
25,31,214,101,47.2,73,34.11,25031
25,32,252,41,16.27,198,78.57,25032
26,1,203,61,30.05,116,57.14,26001
26,2,189,41,21.69,126,66.67,26002
26,3,209,69,33.01,119,56.94,26003
26,4,168,28,16.67,122,72.62,26004
26,5,221,42,19.0,146,66.06,26005
26,6,221,20,9.05,184,83.26,26006
26,7,183,49,26.78,107,58.47,26007
26,8,130,18,13.85,103,79.23,26008
26,9,201,34,16.92,159,79.1,26009
26,10,212,39,18.4,150,70.75,26010
26,11,213,34,15.96,164,77.0,26011
26,12,226,47,20.8,159,70.35,26012
26,13,150,16,10.67,117,78.0,26013
26,14,186,33,17.74,140,75.27,26014
26,15,125,13,10.4,96,76.8,26015
26,16,142,18,12.68,116,81.69,26016
26,17,135,53,39.26,66,48.89,26017
26,18,198,32,16.16,155,78.28,26018
26,19,125,22,17.6,92,73.6,26019
26,20,198,45,22.73,120,60.61,26020
26,21,261,45,17.24,174,66.67,26021
26,22,140,10,7.14,123,87.86,26022
26,23,158,16,10.13,132,83.54,26023
26,24,182,41,22.53,127,69.78,26024
26,25,166,39,23.49,112,67.47,26025
26,26,132,31,23.48,85,64.39,26026
26,27,220,52,23.64,138,62.73,26027
26,28,197,72,36.55,99,50.25,26028
26,29,114,22,19.3,83,72.81,26029
26,30,184,41,22.28,116,63.04,26030
26,31,98,7,7.14,85,86.73,26031
26,32,212,74,34.91,113,53.3,26032
26,33,198,52,26.26,124,62.63,26033
26,34,224,49,21.88,146,65.18,26034
26,35,159,26,16.35,116,72.96,26035
26,36,202,61,30.2,127,62.87,26036
26,37,237,42,17.72,172,72.57,26037
26,38,115,17,14.78,87,75.65,26038
26,39,194,48,24.74,119,61.34,26039
26,40,128,19,14.84,97,75.78,26040
26,41,223,32,14.35,163,73.09,26041
26,42,163,33,20.25,108,66.26,26042
26,43,125,23,18.4,91,72.8,26043
26,44,143,17,11.89,110,76.92,26044
26,45,93,13,13.98,73,78.49,26045
26,46,115,41,35.65,57,49.57,26046
26,47,137,20,14.6,106,77.37,26047
26,48,196,58,29.59,110,56.12,26048
26,49,134,13,9.7,103,76.87,26049
27,1,166,51,30.72,89,53.61,27001
27,2,200,94,47.0,71,35.5,27002
27,3,140,66,47.14,55,39.29,27003
27,4,160,43,26.88,83,51.88,27004
27,5,187,59,31.55,93,49.73,27005
27,6,170,69,40.59,67,39.41,27006
27,7,277,75,27.08,164,59.21,27007
27,8,228,80,35.09,92,40.35,27008
27,9,63,25,39.68,24,38.1,27009
27,10,279,104,37.28,127,45.52,27010
27,11,146,57,39.04,67,45.89,27011
27,12,113,56,49.56,43,38.05,27012
27,13,350,84,24.0,187,53.43,27013
27,14,139,53,38.13,60,43.17,27014
27,15,179,63,35.2,82,45.81,27015
27,16,145,59,40.69,58,40.0,27016
27,17,259,94,36.29,116,44.79,27017
27,18,208,63,30.29,96,46.15,27018
27,19,167,52,31.14,83,49.7,27019
27,20,243,69,28.4,122,50.21,27020
27,21,152,59,38.82,64,42.11,27021
27,22,159,66,41.51,66,41.51,27022
27,23,210,83,39.52,91,43.33,27023
27,24,209,80,38.28,107,51.2,27024
27,25,192,53,27.6,92,47.92,27025
27,26,212,77,36.32,89,41.98,27026
27,27,291,109,37.46,130,44.67,27027
27,28,107,48,44.86,41,38.32,27028
27,29,219,70,31.96,112,51.14,27029
27,30,153,59,38.56,64,41.83,27030
27,31,218,72,33.03,105,48.17,27031
27,32,179,60,33.52,88,49.16,27032
27,33,187,63,33.69,85,45.45,27033
27,34,238,103,43.28,91,38.24,27034
27,35,170,60,35.29,86,50.59,27035
27,36,194,83,42.78,80,41.24,27036
27,37,193,55,28.5,105,54.4,27037
27,38,304,112,36.84,122,40.13,27038
27,39,221,86,38.91,91,41.18,27039
27,40,245,76,31.02,133,54.29,27040
27,41,207,78,37.68,89,43.0,27041
27,42,117,45,38.46,47,40.17,27042
27,43,222,73,32.88,101,45.5,27043
27,44,239,112,46.86,88,36.82,27044
27,45,230,89,38.7,109,47.39,27045
27,46,94,52,55.32,30,31.91,27046
27,47,160,57,35.63,74,46.25,27047
27,48,227,79,34.8,96,42.29,27048
27,49,183,51,27.87,91,49.73,27049
27,50,226,88,38.94,86,38.05,27050
28,1,228,70,30.7,91,39.91,28001
28,2,219,85,38.81,98,44.75,28002
28,3,185,52,28.11,96,51.89,28003
28,4,143,44,30.77,81,56.64,28004
28,5,149,57,38.26,68,45.64,28005
28,6,112,51,45.54,43,38.39,28006
28,7,255,120,47.06,100,39.22,28007
28,8,118,36,30.51,59,50.0,28008
28,9,217,94,43.32,77,35.48,28009
28,10,250,91,36.4,124,49.6,28010
28,11,376,112,29.79,199,52.93,28011
28,12,237,92,38.82,103,43.46,28012
28,13,219,98,44.75,88,40.18,28013
28,14,218,108,49.54,73,33.49,28014
28,15,71,15,21.13,37,52.11,28015
28,16,156,67,42.95,63,40.38,28016
28,17,231,112,48.48,92,39.83,28017
28,18,177,63,35.59,80,45.2,28018
28,19,213,72,33.8,121,56.81,28019
28,20,204,67,32.84,91,44.61,28020
28,21,188,85,45.21,73,38.83,28021
28,22,193,72,37.31,74,38.34,28022
28,23,273,112,41.03,111,40.66,28023
28,24,207,81,39.13,86,41.55,28024
28,25,335,175,52.24,118,35.22,28025
28,26,247,112,45.34,97,39.27,28026
28,27,206,84,40.78,85,41.26,28027
28,28,232,105,45.26,100,43.1,28028
28,29,103,37,35.92,46,44.66,28029
28,30,33,16,48.48,13,39.39,28030
28,31,288,117,40.63,129,44.79,28031
28,32,219,73,33.33,102,46.58,28032
28,33,264,104,39.39,98,37.12,28033
28,34,407,154,37.84,183,44.96,28034
28,35,243,108,44.44,96,39.51,28035
28,36,140,58,41.43,62,44.29,28036
28,37,333,136,40.84,131,39.34,28037
28,38,120,57,47.5,40,33.33,28038
28,39,185,71,38.38,77,41.62,28039
28,40,322,122,37.89,135,41.93,28040
28,41,188,91,48.4,73,38.83,28041
28,42,263,114,43.35,103,39.16,28042
28,43,313,137,43.77,123,39.3,28043
28,44,155,55,35.48,70,45.16,28044
28,45,156,53,33.97,80,51.28,28045
28,46,335,92,27.46,201,60.0,28046
29,1,307,123,40.07,136,44.3,29001
29,2,420,166,39.52,163,38.81,29002
29,3,317,123,38.8,138,43.53,29003
29,4,329,127,38.6,124,37.69,29004
29,5,249,79,31.73,110,44.18,29005
29,6,277,117,42.24,109,39.35,29006
29,7,257,88,34.24,118,45.91,29007
29,8,262,112,42.75,108,41.22,29008
29,9,257,105,40.86,116,45.14,29009
29,10,324,104,32.1,162,50.0,29010
29,11,170,52,30.59,71,41.76,29011
29,12,344,104,30.23,163,47.38,29012
29,13,267,83,31.09,128,47.94,29013
29,14,266,112,42.11,100,37.59,29014
29,15,328,124,37.8,143,43.6,29015
29,16,348,193,55.46,101,29.02,29016
29,17,295,107,36.27,133,45.08,29017
29,18,300,77,25.67,115,38.33,29018
29,19,316,147,46.52,117,37.03,29019
29,20,330,124,37.58,138,41.82,29020
29,21,392,131,33.42,177,45.15,29021
29,22,226,61,26.99,131,57.96,29022
29,23,258,71,27.52,150,58.14,29023
29,24,271,97,35.79,121,44.65,29024
29,25,290,120,41.38,112,38.62,29025
29,26,266,93,34.96,116,43.61,29026
29,27,226,81,35.84,89,39.38,29027
29,28,337,146,43.32,126,37.39,29028
29,29,201,78,38.81,104,51.74,29029
29,30,309,109,35.28,160,51.78,29030
29,31,173,62,35.84,94,54.34,29031
29,32,184,71,38.59,92,50.0,29032
29,33,209,75,35.89,92,44.02,29033
29,34,157,53,33.76,73,46.5,29034
29,35,237,86,36.29,99,41.77,29035
29,36,257,108,42.02,89,34.63,29036
29,37,273,100,36.63,107,39.19,29037
29,38,218,66,30.28,125,57.34,29038
29,39,213,58,27.23,136,63.85,29039
29,40,337,121,35.91,125,37.09,29040
29,41,228,71,31.14,93,40.79,29041
29,42,320,111,34.69,127,39.69,29042
29,43,306,105,34.31,147,48.04,29043
29,44,372,171,45.97,135,36.29,29044
30,1,281,76,27.05,167,59.43,30001
30,2,227,53,23.35,143,63.0,30002
30,3,200,60,30.0,106,53.0,30003
30,4,243,73,30.04,140,57.61,30004
30,5,183,26,14.21,146,79.78,30005
30,6,236,50,21.19,168,71.19,30006
30,7,277,89,32.13,162,58.48,30007
30,8,292,70,23.97,181,61.99,30008
30,9,219,51,23.29,145,66.21,30009
30,10,289,52,17.99,227,78.55,30010
30,11,255,34,13.33,198,77.65,30011
30,12,213,28,13.15,176,82.63,30012
30,13,214,58,27.1,136,63.55,30013
30,14,193,21,10.88,159,82.38,30014
30,15,226,102,45.13,94,41.59,30015
30,16,137,24,17.52,104,75.91,30016
30,17,236,69,29.24,144,61.02,30017
30,18,280,77,27.5,173,61.79,30018
30,19,299,40,13.38,239,79.93,30019
30,20,244,59,24.18,167,68.44,30020
30,21,169,51,30.18,102,60.36,30021
30,22,335,78,23.28,229,68.36,30022
30,23,274,59,21.53,183,66.79,30023
30,24,260,61,23.46,163,62.69,30024
30,25,288,87,30.21,168,58.33,30025
30,26,139,31,22.3,97,69.78,30026
30,27,147,50,34.01,82,55.78,30027
30,28,268,78,29.1,162,60.45,30028
30,29,160,19,11.88,124,77.5,30029
30,30,110,16,14.55,87,79.09,30030
30,31,152,42,27.63,95,62.5,30031
30,32,195,69,35.38,101,51.79,30032
31,1,161,17,10.56,138,85.71,31001
31,2,162,34,20.99,112,69.14,31002
31,3,166,30,18.07,122,73.49,31003
31,4,234,44,18.8,166,70.94,31004
31,5,183,39,21.31,127,69.4,31005
31,6,149,23,15.44,119,79.87,31006
31,7,265,73,27.55,158,59.62,31007
31,8,124,13,10.48,103,83.06,31008
31,9,203,38,18.72,156,76.85,31009
31,10,164,33,20.12,121,73.78,31010
31,11,141,35,24.82,97,68.79,31011
31,12,150,30,20.0,106,70.67,31012
31,13,191,22,11.52,144,75.39,31013
31,14,159,20,12.58,123,77.36,31014
31,15,140,26,18.57,98,70.0,31015
31,16,221,48,21.72,155,70.14,31016
31,17,151,25,16.56,113,74.83,31017
31,18,154,23,14.94,118,76.62,31018
31,19,149,21,14.09,118,79.19,31019
31,20,154,15,9.74,128,83.12,31020
31,21,172,19,11.05,144,83.72,31021
31,22,157,19,12.1,130,82.8,31022
31,23,156,30,19.23,111,71.15,31023
31,24,196,42,21.43,135,68.88,31024
31,25,146,36,24.66,96,65.75,31025
31,26,201,36,17.91,149,74.13,31026
31,27,154,19,12.34,128,83.12,31027
31,28,180,18,10.0,151,83.89,31028
31,29,194,28,14.43,157,80.93,31029
31,30,137,14,10.22,113,82.48,31030
31,31,177,35,19.77,121,68.36,31031
31,32,151,25,16.56,114,75.5,31032
31,33,154,34,22.08,110,71.43,31033
31,34,154,44,28.57,98,63.64,31034
31,35,188,27,14.36,145,77.13,31035
31,36,177,31,17.51,131,74.01,31036
31,37,158,30,18.99,122,77.22,31037
31,38,191,29,15.18,154,80.63,31038
31,39,187,39,20.86,133,71.12,31039
31,40,175,30,17.14,123,70.29,31040
31,41,185,22,11.89,153,82.7,31041
32,1,267,79,29.59,162,60.67,32001
32,2,196,75,38.27,80,40.82,32002
32,3,345,130,37.68,159,46.09,32003
32,4,225,92,40.89,95,42.22,32004
32,5,187,78,41.71,78,41.71,32005
32,6,202,101,50.0,70,34.65,32006
32,7,187,76,40.64,79,42.25,32007
32,8,236,119,50.42,82,34.75,32008
32,9,225,76,33.78,111,49.33,32009
32,10,169,75,44.38,61,36.09,32010
32,11,298,129,43.29,134,44.97,32011
32,12,253,88,34.78,130,51.38,32012
32,13,188,79,42.02,74,39.36,32013
32,14,302,130,43.05,143,47.35,32014
32,15,196,82,41.84,87,44.39,32015
32,16,210,86,40.95,85,40.48,32016
32,17,310,116,37.42,149,48.06,32017
32,18,164,67,40.85,76,46.34,32018
32,19,209,73,34.93,108,51.67,32019
32,20,316,107,33.86,163,51.58,32020
32,21,226,101,44.69,89,39.38,32021
32,22,401,156,38.9,198,49.38,32022
32,23,202,89,44.06,79,39.11,32023
32,24,114,55,48.25,43,37.72,32024
32,25,204,78,38.24,96,47.06,32025
32,26,310,122,39.35,138,44.52,32026
32,27,164,73,44.51,72,43.9,32027
32,28,318,107,33.65,158,49.69,32028
32,29,281,113,40.21,129,45.91,32029
32,30,134,67,50.0,42,31.34,32030
32,31,219,83,37.9,103,47.03,32031
32,32,226,104,46.02,90,39.82,32032
32,33,193,84,43.52,84,43.52,32033
32,34,198,81,40.91,87,43.94,32034
32,35,190,74,38.95,82,43.16,32035
32,36,220,94,42.73,84,38.18,32036
