ward,precinct,total,Andrew Seo,Andrew Seo Percent,Tom Greenhaw,Tom Greenhaw Percent,Martin J. Durkan,Martin J. Durkan Percent,precinct_id
13,5,348,80,22.99,59,16.95,209,60.06,13005
13,6,263,46,17.49,30,11.41,187,71.1,13006
13,7,254,49,19.29,40,15.75,165,64.96,13007
13,8,206,34,16.5,33,16.02,139,67.48,13008
13,9,264,71,26.89,55,20.83,138,52.27,13009
13,10,203,44,21.67,33,16.26,126,62.07,13010
13,11,294,41,13.95,43,14.63,210,71.43,13011
13,12,255,53,20.78,53,20.78,149,58.43,13012
13,13,319,61,19.12,37,11.6,221,69.28,13013
13,14,264,61,23.11,45,17.05,158,59.85,13014
13,15,495,124,25.05,90,18.18,281,56.77,13015
13,16,230,56,24.35,36,15.65,138,60.0,13016
13,17,255,40,15.69,53,20.78,162,63.53,13017
13,18,189,33,17.46,43,22.75,113,59.79,13018
13,19,397,101,25.44,74,18.64,222,55.92,13019
13,20,147,23,15.65,26,17.69,98,66.67,13020
13,21,279,44,15.77,44,15.77,191,68.46,13021
13,22,279,40,14.34,41,14.7,198,70.97,13022
13,23,235,48,20.43,47,20.0,140,59.57,13023
13,24,281,49,17.44,48,17.08,184,65.48,13024
13,25,298,50,16.78,45,15.1,203,68.12,13025
13,26,333,45,13.51,38,11.41,250,75.08,13026
13,27,279,51,18.28,57,20.43,171,61.29,13027
13,28,250,68,27.2,30,12.0,152,60.8,13028
13,29,236,59,25.0,48,20.34,129,54.66,13029
13,30,238,48,20.17,44,18.49,146,61.34,13030
13,31,268,50,18.66,59,22.01,159,59.33,13031
13,32,233,45,19.31,45,19.31,143,61.37,13032
13,33,228,41,17.98,45,19.74,142,62.28,13033
13,34,409,67,16.38,48,11.74,294,71.88,13034
13,35,272,55,20.22,19,6.99,198,72.79,13035
13,36,179,45,25.14,24,13.41,110,61.45,13036
13,37,317,70,22.08,43,13.56,204,64.35,13037
13,38,206,39,18.93,31,15.05,136,66.02,13038
13,39,295,58,19.66,37,12.54,200,67.8,13039
13,40,243,45,18.52,48,19.75,150,61.73,13040
13,41,311,58,18.65,37,11.9,216,69.45,13041
13,42,231,47,20.35,29,12.55,155,67.1,13042
13,43,307,62,20.2,54,17.59,191,62.21,13043
13,44,432,56,12.96,32,7.41,344,79.63,13044
13,45,358,53,14.8,59,16.48,246,68.72,13045
13,46,365,91,24.93,61,16.71,213,58.36,13046
13,47,322,73,22.67,55,17.08,194,60.25,13047
13,48,245,42,17.14,37,15.1,166,67.76,13048
14,1,270,56,20.74,58,21.48,156,57.78,14001
14,2,395,117,29.62,82,20.76,196,49.62,14002
14,3,343,75,21.87,64,18.66,204,59.48,14003
14,4,211,29,13.74,35,16.59,147,69.67,14004
14,5,425,99,23.29,67,15.76,259,60.94,14005
14,6,169,43,25.44,27,15.98,99,58.58,14006
14,7,313,77,24.6,73,23.32,163,52.08,14007
14,8,306,101,33.01,61,19.93,144,47.06,14008
14,9,301,77,25.58,73,24.25,151,50.17,14009
14,10,216,56,25.93,42,19.44,118,54.63,14010
14,11,213,56,26.29,25,11.74,132,61.97,14011
14,12,265,64,24.15,51,19.25,150,56.6,14012
14,13,241,57,23.65,49,20.33,135,56.02,14013
14,14,310,89,28.71,56,18.06,165,53.23,14014
14,15,385,90,23.38,63,16.36,232,60.26,14015
14,16,226,71,31.42,53,23.45,102,45.13,14016
14,17,254,72,28.35,55,21.65,127,50.0,14017
14,18,117,31,26.5,23,19.66,63,53.85,14018
14,19,339,91,26.84,73,21.53,175,51.62,14019
14,20,206,56,27.18,43,20.87,107,51.94,14020
14,21,271,72,26.57,56,20.66,143,52.77,14021
14,22,316,81,25.63,64,20.25,171,54.11,14022
14,23,197,50,25.38,43,21.83,104,52.79,14023
14,24,290,39,13.45,57,19.66,194,66.9,14024
14,25,188,50,26.6,31,16.49,107,56.91,14025
14,26,221,56,25.34,44,19.91,121,54.75,14026
14,27,259,62,23.94,58,22.39,139,53.67,14027
14,28,200,51,25.5,48,24.0,101,50.5,14028
14,29,245,69,28.16,34,13.88,142,57.96,14029
14,30,172,50,29.07,26,15.12,96,55.81,14030
14,31,189,54,28.57,41,21.69,94,49.74,14031
15,1,255,86,33.73,59,23.14,110,43.14,15001
15,2,191,33,17.28,55,28.8,103,53.93,15002
15,3,190,40,21.05,52,27.37,98,51.58,15003
15,4,273,87,31.87,68,24.91,118,43.22,15004
15,5,308,105,34.09,80,25.97,123,39.94,15005
15,6,273,96,35.16,81,29.67,96,35.16,15006
15,7,230,45,19.57,82,35.65,103,44.78,15007
15,8,268,72,26.87,71,26.49,125,46.64,15008
15,9,353,127,35.98,93,26.35,133,37.68,15009
15,10,379,130,34.3,112,29.55,137,36.15,15010
15,11,355,115,32.39,105,29.58,135,38.03,15011
15,12,346,108,31.21,98,28.32,140,40.46,15012
15,13,274,92,33.58,82,29.93,100,36.5,15013
15,14,245,69,28.16,77,31.43,99,40.41,15014
15,15,260,69,26.54,60,23.08,131,50.38,15015
15,16,290,79,27.24,67,23.1,144,49.66,15016
15,17,172,37,21.51,65,37.79,70,40.7,15017
15,18,222,39,17.57,78,35.14,105,47.3,15018
15,19,223,70,31.39,68,30.49,85,38.12,15019
15,20,176,34,19.32,68,38.64,74,42.05,15020
15,21,221,56,25.34,67,30.32,98,44.34,15021
15,22,216,46,21.3,66,30.56,104,48.15,15022
15,23,231,41,17.75,66,28.57,124,53.68,15023
15,24,205,32,15.61,84,40.98,89,43.41,15024
16,1,317,97,30.6,72,22.71,148,46.69,16001
16,2,263,65,24.71,89,33.84,109,41.44,16002
16,3,220,44,20.0,76,34.55,100,45.45,16003
16,4,203,55,27.09,50,24.63,98,48.28,16004
16,5,237,52,21.94,83,35.02,102,43.04,16005
16,6,241,45,18.67,77,31.95,119,49.38,16006
16,7,227,63,27.75,65,28.63,99,43.61,16007
16,8,182,33,18.13,61,33.52,88,48.35,16008
16,9,284,62,21.83,91,32.04,131,46.13,16009
16,10,233,49,21.03,74,31.76,110,47.21,16010
16,11,248,64,25.81,79,31.85,105,42.34,16011
16,12,231,58,25.11,49,21.21,124,53.68,16012
16,13,263,71,27.0,66,25.1,126,47.91,16013
16,14,200,55,27.5,57,28.5,88,44.0,16014
16,15,273,54,19.78,94,34.43,125,45.79,16015
16,16,244,58,23.77,78,31.97,108,44.26,16016
16,17,255,61,23.92,76,29.8,118,46.27,16017
16,18,247,54,21.86,81,32.79,112,45.34,16018
16,19,256,51,19.92,87,33.98,118,46.09,16019
16,20,214,51,23.83,67,31.31,96,44.86,16020
16,21,200,40,20.0,64,32.0,96,48.0,16021
16,22,232,43,18.53,66,28.45,123,53.02,16022
16,23,251,84,33.47,54,21.51,113,45.02,16023
16,24,156,36,23.08,55,35.26,65,41.67,16024
16,25,252,63,25.0,80,31.75,109,43.25,16025
16,26,200,51,25.5,65,32.5,84,42.0,16026
16,27,200,42,21.0,57,28.5,101,50.5,16027
16,28,206,41,19.9,73,35.44,92,44.66,16028
16,29,208,44,21.15,54,25.96,110,52.88,16029
16,30,213,44,20.66,66,30.99,103,48.36,16030
16,31,226,57,25.22,69,30.53,100,44.25,16031
16,32,277,81,29.24,69,24.91,127,45.85,16032
16,33,220,57,25.91,72,32.73,91,41.36,16033
16,34,243,51,20.99,62,25.51,130,53.5,16034
16,35,265,72,27.17,81,30.57,112,42.26,16035
16,36,178,39,21.91,62,34.83,77,43.26,16036
17,1,248,66,26.61,64,25.81,118,47.58,17001
17,2,251,43,17.13,82,32.67,126,50.2,17002
17,3,281,65,23.13,86,30.6,130,46.26,17003
17,4,372,91,24.46,118,31.72,163,43.82,17004
17,5,239,53,22.18,77,32.22,109,45.61,17005
17,6,267,59,22.1,80,29.96,128,47.94,17006
17,7,295,77,26.1,74,25.08,144,48.81,17007
17,8,286,59,20.63,83,29.02,144,50.35,17008
17,9,272,63,23.16,80,29.41,129,47.43,17009
17,10,286,63,22.03,99,34.62,124,43.36,17010
17,11,234,53,22.65,83,35.47,98,41.88,17011
17,12,381,107,28.08,109,28.61,165,43.31,17012
17,13,235,47,20.0,82,34.89,106,45.11,17013
17,14,292,83,28.42,81,27.74,128,43.84,17014
17,15,294,63,21.43,87,29.59,144,48.98,17015
17,16,282,81,28.72,72,25.53,129,45.74,17016
17,17,274,63,22.99,81,29.56,130,47.45,17017
17,18,306,60,19.61,93,30.39,153,50.0,17018
17,19,187,36,19.25,64,34.22,87,46.52,17019
17,20,358,69,19.27,109,30.45,180,50.28,17020
17,21,349,85,24.36,120,34.38,144,41.26,17021
17,22,238,58,24.37,72,30.25,108,45.38,17022
17,23,180,36,20.0,58,32.22,86,47.78,17023
17,24,285,72,25.26,90,31.58,123,43.16,17024
17,25,253,62,24.51,76,30.04,115,45.45,17025
17,26,321,62,19.31,106,33.02,153,47.66,17026
17,27,284,57,20.07,84,29.58,143,50.35,17027
17,28,243,55,22.63,72,29.63,116,47.74,17028
17,29,259,52,20.08,81,31.27,126,48.65,17029
17,30,239,62,25.94,58,24.27,119,49.79,17030
17,31,186,51,27.42,48,25.81,87,46.77,17031
17,32,245,57,23.27,70,28.57,118,48.16,17032
17,33,184,37,20.11,68,36.96,79,42.93,17033
17,34,208,50,24.04,62,29.81,96,46.15,17034
17,35,226,55,24.34,58,25.66,113,50.0,17035
17,36,324,64,19.75,112,34.57,148,45.68,17036
17,37,262,65,24.81,88,33.59,109,41.6,17037
17,38,273,66,24.18,67,24.54,140,51.28,17038
17,39,274,62,22.63,76,27.74,136,49.64,17039
17,40,292,61,20.89,108,36.99,123,42.12,17040
17,41,327,67,20.49,113,34.56,147,44.95,17041
18,1,281,59,21.0,88,31.32,134,47.69,18001
18,2,274,50,18.25,46,16.79,178,64.96,18002
18,3,207,50,24.15,55,26.57,102,49.28,18003
18,4,322,66,20.5,97,30.12,159,49.38,18004
18,5,206,43,20.87,60,29.13,103,50.0,18005
18,6,217,49,22.58,56,25.81,112,51.61,18006
18,7,290,67,23.1,69,23.79,154,53.1,18007
18,8,306,61,19.93,94,30.72,151,49.35,18008
18,9,270,68,25.19,82,30.37,120,44.44,18009
18,10,403,92,22.83,91,22.58,220,54.59,18010
18,11,246,63,25.61,56,22.76,127,51.63,18011
18,12,267,77,28.84,90,33.71,100,37.45,18012
18,13,296,66,22.3,80,27.03,150,50.68,18013
18,14,301,81,26.91,86,28.57,134,44.52,18014
18,15,356,98,27.53,83,23.31,175,49.16,18015
18,16,276,61,22.1,80,28.99,135,48.91,18016
18,17,296,77,26.01,76,25.68,143,48.31,18017
18,18,259,55,21.24,94,36.29,110,42.47,18018
18,19,267,62,23.22,90,33.71,115,43.07,18019
18,20,229,57,24.89,76,33.19,96,41.92,18020
18,21,359,88,24.51,98,27.3,173,48.19,18021
18,22,346,67,19.36,118,34.1,161,46.53,18022
18,23,270,74,27.41,64,23.7,132,48.89,18023
18,24,260,72,27.69,72,27.69,116,44.62,18024
18,25,258,51,19.77,58,22.48,149,57.75,18025
18,26,370,97,26.22,112,30.27,161,43.51,18026
18,27,214,52,24.3,70,32.71,92,42.99,18027
18,28,247,52,21.05,57,23.08,138,55.87,18028
18,29,299,81,27.09,83,27.76,135,45.15,18029
18,30,304,74,24.34,64,21.05,166,54.61,18030
18,31,328,75,22.87,65,19.82,188,57.32,18031
18,32,314,76,24.2,100,31.85,138,43.95,18032
18,33,254,42,16.54,85,33.46,127,50.0,18033
18,34,352,60,17.05,128,36.36,164,46.59,18034
18,35,325,75,23.08,100,30.77,150,46.15,18035
18,36,304,69,22.7,79,25.99,156,51.32,18036
18,37,330,75,22.73,86,26.06,169,51.21,18037
18,38,275,55,20.0,88,32.0,132,48.0,18038
18,39,228,53,23.25,59,25.88,116,50.88,18039
18,40,335,87,25.97,77,22.99,171,51.04,18040
18,41,334,77,23.05,96,28.74,161,48.2,18041
18,42,238,52,21.85,61,25.63,125,52.52,18042
18,43,233,67,28.76,55,23.61,111,47.64,18043
18,44,224,36,16.07,48,21.43,140,62.5,18044
18,45,259,64,24.71,59,22.78,136,52.51,18045
18,46,311,67,21.54,73,23.47,171,54.98,18046
18,47,226,55,24.34,65,28.76,106,46.9,18047
18,48,246,63,25.61,62,25.2,121,49.19,18048
18,49,203,46,22.66,61,30.05,96,47.29,18049
18,50,212,41,19.34,66,31.13,105,49.53,18050
19,1,224,25,11.16,32,14.29,167,74.55,19001
19,2,396,102,25.76,98,24.75,196,49.49,19002
19,3,160,17,10.63,18,11.25,125,78.13,19003
19,4,244,25,10.25,32,13.11,187,76.64,19004
19,5,314,74,23.57,72,22.93,168,53.5,19005
19,6,221,27,12.22,28,12.67,166,75.11,19006
19,7,245,32,13.06,52,21.22,161,65.71,19007
19,8,232,27,11.64,41,17.67,164,70.69,19008
19,9,180,27,15.0,35,19.44,118,65.56,19009
19,10,343,86,25.07,82,23.91,175,51.02,19010
19,11,209,24,11.48,28,13.4,157,75.12,19011
19,12,180,21,11.67,33,18.33,126,70.0,19012
19,13,389,117,30.08,92,23.65,180,46.27,19013
19,14,300,55,18.33,86,28.67,159,53.0,19014
19,15,251,37,14.74,38,15.14,176,70.12,19015
19,16,247,25,10.12,32,12.96,190,76.92,19016
19,17,220,29,13.18,35,15.91,156,70.91,19017
19,18,268,36,13.43,74,27.61,158,58.96,19018
19,19,324,70,21.6,87,26.85,167,51.54,19019
19,20,277,69,24.91,63,22.74,145,52.35,19020
19,21,186,31,16.67,28,15.05,127,68.28,19021
19,22,237,59,24.89,47,19.83,131,55.27,19022
19,23,256,26,10.16,40,15.63,190,74.22,19023
19,24,174,13,7.47,39,22.41,122,70.11,19024
19,25,245,48,19.59,62,25.31,135,55.1,19025
19,26,215,39,18.14,57,26.51,119,55.35,19026
19,27,306,99,32.35,78,25.49,129,42.16,19027
19,28,365,89,24.38,115,31.51,161,44.11,19028
19,29,201,26,12.94,38,18.91,137,68.16,19029
19,30,202,23,11.39,40,19.8,139,68.81,19030
19,31,228,43,18.86,50,21.93,135,59.21,19031
19,32,220,28,12.73,34,15.45,158,71.82,19032
19,33,214,22,10.28,24,11.21,168,78.5,19033
19,34,239,30,12.55,52,21.76,157,65.69,19034
19,35,242,33,13.64,61,25.21,148,61.16,19035
19,36,385,91,23.64,102,26.49,192,49.87,19036
19,37,300,75,25.0,85,28.33,140,46.67,19037
19,38,283,74,26.15,81,28.62,128,45.23,19038
19,39,125,30,24.0,30,24.0,65,52.0,19039
19,40,298,69,23.15,77,25.84,152,51.01,19040
19,41,188,20,10.64,18,9.57,150,79.79,19041
19,42,214,57,26.64,55,25.7,102,47.66,19042
19,43,413,102,24.7,117,28.33,194,46.97,19043
19,44,263,30,11.41,40,15.21,193,73.38,19044
19,45,238,34,14.29,27,11.34,177,74.37,19045
19,46,243,27,11.11,34,13.99,182,74.9,19046
19,47,460,139,30.22,127,27.61,194,42.17,19047
19,48,370,99,26.76,117,31.62,154,41.62,19048
19,49,386,92,23.83,112,29.02,182,47.15,19049
19,50,213,34,15.96,35,16.43,144,67.61,19050
19,51,319,37,11.6,60,18.81,222,69.59,19051
19,52,241,28,11.62,34,14.11,179,74.27,19052
19,53,226,31,13.72,47,20.8,148,65.49,19053
19,54,151,20,13.25,22,14.57,109,72.19,19054
19,55,171,19,11.11,27,15.79,125,73.1,19055
19,56,293,77,26.28,66,22.53,150,51.19,19056
19,57,240,63,26.25,52,21.67,125,52.08,19057
20,1,270,67,24.81,79,29.26,124,45.93,20001
20,2,132,26,19.7,36,27.27,70,53.03,20002
20,3,225,73,32.44,56,24.89,96,42.67,20003
20,4,140,27,19.29,42,30.0,71,50.71,20004
20,5,281,63,22.42,83,29.54,135,48.04,20005
20,6,159,24,15.09,57,35.85,78,49.06,20006
20,7,314,82,26.11,100,31.85,132,42.04,20007
20,8,280,76,27.14,84,30.0,120,42.86,20008
20,9,320,109,34.06,92,28.75,119,37.19,20009
20,10,233,58,24.89,59,25.32,116,49.79,20010
20,11,372,109,29.3,89,23.92,174,46.77,20011
20,12,199,42,21.11,55,27.64,102,51.26,20012
20,13,318,57,17.92,106,33.33,155,48.74,20013
20,14,165,44,26.67,52,31.52,69,41.82,20014
20,15,280,88,31.43,75,26.79,117,41.79,20015
20,16,304,99,32.57,100,32.89,105,34.54,20016
20,17,164,33,20.12,42,25.61,89,54.27,20017
20,18,222,60,27.03,72,32.43,90,40.54,20018
20,19,306,69,22.55,102,33.33,135,44.12,20019
20,20,245,79,32.24,57,23.27,109,44.49,20020
20,21,254,74,29.13,63,24.8,117,46.06,20021
20,22,365,109,29.86,99,27.12,157,43.01,20022
20,23,302,79,26.16,95,31.46,128,42.38,20023
20,24,265,92,34.72,77,29.06,96,36.23,20024
20,25,225,49,21.78,58,25.78,118,52.44,20025
20,26,298,91,30.54,117,39.26,90,30.2,20026
20,27,183,35,19.13,56,30.6,92,50.27,20027
20,28,191,51,26.7,50,26.18,90,47.12,20028
20,29,332,87,26.2,105,31.63,140,42.17,20029
20,30,162,32,19.75,64,39.51,66,40.74,20030
20,31,339,93,27.43,113,33.33,133,39.23,20031
20,32,302,57,18.87,93,30.79,152,50.33,20032
20,33,173,37,21.39,56,32.37,80,46.24,20033
20,34,351,118,33.62,129,36.75,104,29.63,20034
20,35,271,50,18.45,89,32.84,132,48.71,20035
20,36,111,20,18.02,23,20.72,68,61.26,20036
20,37,110,30,27.27,36,32.73,44,40.0,20037
20,38,122,28,22.95,34,27.87,60,49.18,20038
20,39,46,14,30.43,12,26.09,20,43.48,20039
21,1,322,86,26.71,106,32.92,130,40.37,21001
21,2,224,47,20.98,69,30.8,108,48.21,21002
21,3,325,84,25.85,112,34.46,129,39.69,21003
21,4,320,72,22.5,118,36.88,130,40.63,21004
21,5,324,75,23.15,101,31.17,148,45.68,21005
21,6,285,65,22.81,91,31.93,129,45.26,21006
21,7,334,77,23.05,112,33.53,145,43.41,21007
21,8,322,75,23.29,100,31.06,147,45.65,21008
21,9,327,73,22.32,116,35.47,138,42.2,21009
21,10,276,64,23.19,88,31.88,124,44.93,21010
21,11,285,66,23.16,81,28.42,138,48.42,21011
21,12,285,78,27.37,86,30.18,121,42.46,21012
21,13,286,63,22.03,86,30.07,137,47.9,21013
21,14,371,85,22.91,113,30.46,173,46.63,21014
21,15,276,60,21.74,92,33.33,124,44.93,21015
21,16,291,76,26.12,84,28.87,131,45.02,21016
21,17,286,57,19.93,96,33.57,133,46.5,21017
21,18,352,71,20.17,112,31.82,169,48.01,21018
21,19,324,54,16.67,118,36.42,152,46.91,21019
21,20,259,47,18.15,77,29.73,135,52.12,21020
21,21,279,53,19.0,99,35.48,127,45.52,21021
21,22,280,59,21.07,114,40.71,107,38.21,21022
21,23,267,64,23.97,99,37.08,104,38.95,21023
21,24,283,72,25.44,90,31.8,121,42.76,21024
21,25,265,69,26.04,83,31.32,113,42.64,21025
21,26,295,52,17.63,103,34.92,140,47.46,21026
21,27,305,76,24.92,107,35.08,122,40.0,21027
21,28,354,81,22.88,119,33.62,154,43.5,21028
21,29,318,69,21.7,112,35.22,137,43.08,21029
21,30,238,47,19.75,91,38.24,100,42.02,21030
21,31,218,48,22.02,77,35.32,93,42.66,21031
21,32,272,72,26.47,87,31.99,113,41.54,21032
21,33,314,73,23.25,100,31.85,141,44.9,21033
21,34,299,70,23.41,97,32.44,132,44.15,21034
21,35,317,90,28.39,102,32.18,125,39.43,21035
21,36,305,62,20.33,106,34.75,137,44.92,21036
21,37,245,69,28.16,75,30.61,101,41.22,21037
21,38,313,83,26.52,94,30.03,136,43.45,21038
21,39,255,66,25.88,71,27.84,118,46.27,21039
21,40,269,58,21.56,94,34.94,117,43.49,21040
21,41,291,83,28.52,104,35.74,104,35.74,21041
21,42,321,68,21.18,107,33.33,146,45.48,21042
21,43,319,65,20.38,110,34.48,144,45.14,21043
21,44,280,72,25.71,89,31.79,119,42.5,21044
21,45,281,68,24.2,90,32.03,123,43.77,21045
21,46,302,72,23.84,98,32.45,132,43.71,21046
21,47,278,59,21.22,90,32.37,129,46.4,21047
21,48,282,70,24.82,91,32.27,121,42.91,21048
21,49,318,78,24.53,103,32.39,137,43.08,21049
21,50,268,65,24.25,86,32.09,117,43.66,21050
21,51,296,75,25.34,104,35.14,117,39.53,21051
21,52,314,69,21.97,100,31.85,145,46.18,21052
21,53,225,62,27.56,75,33.33,88,39.11,21053
21,54,264,68,25.76,75,28.41,121,45.83,21054
22,1,170,28,16.47,68,40.0,74,43.53,22001
22,2,291,83,28.52,89,30.58,119,40.89,22002
22,3,398,143,35.93,84,21.11,171,42.96,22003
22,4,255,81,31.76,66,25.88,108,42.35,22004
22,5,269,90,33.46,80,29.74,99,36.8,22005
22,6,257,80,31.13,67,26.07,110,42.8,22006
22,7,206,66,32.04,57,27.67,83,40.29,22007
22,8,308,94,30.52,84,27.27,130,42.21,22008
22,9,246,77,31.3,84,34.15,85,34.55,22009
22,10,383,116,30.29,120,31.33,147,38.38,22010
22,11,219,64,29.22,63,28.77,92,42.01,22011
22,12,236,78,33.05,68,28.81,90,38.14,22012
22,13,299,87,29.1,100,33.44,112,37.46,22013
22,14,223,56,25.11,69,30.94,98,43.95,22014
22,15,247,71,28.74,57,23.08,119,48.18,22015
22,16,274,89,32.48,72,26.28,113,41.24,22016
22,17,289,104,35.99,71,24.57,114,39.45,22017
22,18,259,79,30.5,61,23.55,119,45.95,22018
22,19,147,33,22.45,70,47.62,44,29.93,22019
22,20,284,79,27.82,95,33.45,110,38.73,22020
22,21,329,59,17.93,148,44.98,122,37.08,22021
22,22,252,81,32.14,73,28.97,98,38.89,22022
22,23,326,71,21.78,127,38.96,128,39.26,22023
22,24,363,97,26.72,111,30.58,155,42.7,22024
22,25,273,77,28.21,78,28.57,118,43.22,22025
23,1,246,35,14.23,40,16.26,171,69.51,23001
23,2,214,41,19.16,48,22.43,125,58.41,23002
23,3,186,41,22.04,45,24.19,100,53.76,23003
23,4,274,57,20.8,43,15.69,174,63.5,23004
23,5,292,66,22.6,66,22.6,160,54.79,23005
23,6,315,89,28.25,63,20.0,163,51.75,23006
23,7,267,74,27.72,50,18.73,143,53.56,23007
23,8,315,82,26.03,64,20.32,169,53.65,23008
23,9,272,82,30.15,49,18.01,141,51.84,23009
23,10,348,105,30.17,67,19.25,176,50.57,23010
23,11,340,75,22.06,72,21.18,193,56.76,23011
23,12,207,45,21.74,38,18.36,124,59.9,23012
23,13,240,58,24.17,45,18.75,137,57.08,23013
23,14,193,31,16.06,24,12.44,138,71.5,23014
23,15,264,66,25.0,49,18.56,149,56.44,23015
23,16,225,42,18.67,26,11.56,157,69.78,23016
23,17,210,61,29.05,48,22.86,101,48.1,23017
23,18,207,51,24.64,28,13.53,128,61.84,23018
23,19,252,83,32.94,50,19.84,119,47.22,23019
23,20,196,58,29.59,42,21.43,96,48.98,23020
23,21,233,44,18.88,39,16.74,150,64.38,23021
23,22,244,55,22.54,45,18.44,144,59.02,23022
23,23,222,47,21.17,46,20.72,129,58.11,23023
23,24,249,80,32.13,50,20.08,119,47.79,23024
23,25,244,73,29.92,52,21.31,119,48.77,23025
23,26,279,73,26.16,64,22.94,142,50.9,23026
23,27,218,34,15.6,44,20.18,140,64.22,23027
23,28,255,55,21.57,45,17.65,155,60.78,23028
23,29,212,44,20.75,31,14.62,137,64.62,23029
23,30,337,105,31.16,56,16.62,176,52.23,23030
23,31,174,50,28.74,49,28.16,75,43.1,23031
23,32,306,88,28.76,60,19.61,158,51.63,23032
23,33,305,68,22.3,47,15.41,190,62.3,23033
23,34,273,69,25.27,58,21.25,146,53.48,23034
23,35,149,34,22.82,26,17.45,89,59.73,23035
23,36,224,27,12.05,36,16.07,161,71.88,23036
23,37,188,50,26.6,28,14.89,110,58.51,23037
23,38,203,40,19.7,35,17.24,128,63.05,23038
23,39,269,57,21.19,52,19.33,160,59.48,23039
24,1,255,49,19.22,85,33.33,121,47.45,24001
24,2,264,60,22.73,80,30.3,124,46.97,24002
24,3,243,55,22.63,83,34.16,105,43.21,24003
24,4,263,52,19.77,88,33.46,123,46.77,24004
24,5,142,31,21.83,45,31.69,66,46.48,24005
24,6,280,61,21.79,104,37.14,115,41.07,24006
24,7,148,42,28.38,43,29.05,63,42.57,24007
24,8,118,27,22.88,38,32.2,53,44.92,24008
24,9,270,62,22.96,86,31.85,122,45.19,24009
24,10,147,32,21.77,44,29.93,71,48.3,24010
24,11,287,67,23.34,78,27.18,142,49.48,24011
24,12,167,34,20.36,51,30.54,82,49.1,24012
24,13,140,20,14.29,36,25.71,84,60.0,24013
24,14,234,46,19.66,81,34.62,107,45.73,24014
24,15,158,22,13.92,43,27.22,93,58.86,24015
24,16,291,86,29.55,89,30.58,116,39.86,24016
24,17,204,41,20.1,64,31.37,99,48.53,24017
24,18,300,61,20.33,99,33.0,140,46.67,24018
24,19,301,50,16.61,101,33.55,150,49.83,24019
24,20,189,42,22.22,60,31.75,87,46.03,24020
24,21,131,24,18.32,45,34.35,62,47.33,24021
24,22,347,70,20.17,118,34.01,159,45.82,24022
24,23,239,49,20.5,75,31.38,115,48.12,24023
24,24,312,68,21.79,84,26.92,160,51.28,24024
24,25,228,45,19.74,65,28.51,118,51.75,24025
24,26,330,77,23.33,101,30.61,152,46.06,24026
24,27,269,49,18.22,87,32.34,133,49.44,24027
24,28,201,34,16.92,67,33.33,100,49.75,24028
24,29,198,32,16.16,76,38.38,90,45.45,24029
24,30,140,37,26.43,50,35.71,53,37.86,24030
24,31,294,69,23.47,96,32.65,129,43.88,24031
24,32,146,36,24.66,47,32.19,63,43.15,24032
24,33,158,33,20.89,48,30.38,77,48.73,24033
24,34,226,51,22.57,66,29.2,109,48.23,24034
24,35,260,63,24.23,73,28.08,124,47.69,24035
24,36,312,74,23.72,116,37.18,122,39.1,24036
24,37,148,38,25.68,39,26.35,71,47.97,24037
24,38,199,41,20.6,55,27.64,103,51.76,24038
24,39,281,55,19.57,103,36.65,123,43.77,24039
24,40,236,54,22.88,73,30.93,109,46.19,24040
24,41,186,35,18.82,54,29.03,97,52.15,24041
25,1,279,96,34.41,100,35.84,83,29.75,25001
25,2,307,119,38.76,99,32.25,89,28.99,25002
25,3,223,80,35.87,86,38.57,57,25.56,25003
25,4,260,85,32.69,85,32.69,90,34.62,25004
25,5,307,107,34.85,91,29.64,109,35.5,25005
25,6,71,47,66.2,11,15.49,13,18.31,25006
25,7,293,109,37.2,88,30.03,96,32.76,25007
25,8,356,147,41.29,106,29.78,103,28.93,25008
25,9,338,129,38.17,83,24.56,126,37.28,25009
25,10,217,81,37.33,89,41.01,47,21.66,25010
25,11,343,155,45.19,84,24.49,104,30.32,25011
25,12,275,111,40.36,77,28.0,87,31.64,25012
25,13,326,126,38.65,92,28.22,108,33.13,25013
25,14,172,105,61.05,36,20.93,31,18.02,25014
25,15,291,116,39.86,82,28.18,93,31.96,25015
25,16,193,71,36.79,68,35.23,54,27.98,25016
25,17,287,111,38.68,87,30.31,89,31.01,25017
25,18,140,86,61.43,24,17.14,30,21.43,25018
25,19,293,102,34.81,96,32.76,95,32.42,25019
25,20,216,54,25.0,52,24.07,110,50.93,25020
25,21,323,140,43.34,115,35.6,68,21.05,25021
25,22,321,131,40.81,83,25.86,107,33.33,25022
25,23,377,149,39.52,102,27.06,126,33.42,25023
25,24,309,126,40.78,87,28.16,96,31.07,25024
25,25,235,85,36.17,94,40.0,56,23.83,25025
25,26,343,135,39.36,67,19.53,141,41.11,25026
25,27,215,98,45.58,77,35.81,40,18.6,25027
25,28,341,126,36.95,106,31.09,109,31.96,25028
25,29,209,48,22.97,74,35.41,87,41.63,25029
25,30,314,129,41.08,81,25.8,104,33.12,25030
25,31,214,85,39.72,80,37.38,49,22.9,25031
25,32,270,100,37.04,81,30.0,89,32.96,25032
26,1,211,73,34.6,89,42.18,49,23.22,26001
26,2,195,68,34.87,62,31.79,65,33.33,26002
