ward,precinct,total,RICHARD J. DANIELS,RICHARD J. DANIELS Percent,MARIA PAPPAS,MARIA PAPPAS Percent,precinct_id
13,1,312,57,18.27,255,81.73,13001
13,2,260,37,14.23,223,85.77,13002
13,3,329,43,13.07,286,86.93,13003
13,4,457,76,16.63,381,83.37,13004
13,5,266,24,9.02,242,90.98,13005
13,6,284,50,17.61,234,82.39,13006
13,7,323,32,9.91,291,90.09,13007
13,8,348,57,16.38,291,83.62,13008
13,9,308,35,11.36,273,88.64,13009
13,10,290,52,17.93,238,82.07,13010
13,11,275,29,10.55,246,89.45,13011
13,12,326,47,14.42,279,85.58,13012
13,13,356,38,10.67,318,89.33,13013
13,14,265,44,16.6,221,83.4,13014
13,15,317,48,15.14,269,84.86,13015
13,16,256,32,12.5,224,87.5,13016
13,17,332,49,14.76,283,85.24,13017
13,18,283,32,11.31,251,88.69,13018
13,19,248,28,11.29,220,88.71,13019
13,20,288,37,12.85,251,87.15,13020
13,21,212,28,13.21,184,86.79,13021
13,22,330,28,8.48,302,91.52,13022
13,23,243,28,11.52,215,88.48,13023
13,24,337,35,10.39,302,89.61,13024
13,25,257,45,17.51,212,82.49,13025
13,26,216,25,11.57,191,88.43,13026
13,27,359,60,16.71,299,83.29,13027
13,28,235,29,12.34,206,87.66,13028
13,29,311,47,15.11,264,84.89,13029
13,30,279,34,12.19,245,87.81,13030
13,31,295,28,9.49,267,90.51,13031
13,32,284,30,10.56,254,89.44,13032
13,33,287,26,9.06,261,90.94,13033
13,34,288,42,14.58,246,85.42,13034
13,35,343,48,13.99,295,86.01,13035
13,36,190,27,14.21,163,85.79,13036
13,37,235,36,15.32,199,84.68,13037
13,38,331,55,16.62,276,83.38,13038
13,39,298,37,12.42,261,87.58,13039
13,40,271,28,10.33,243,89.67,13040
13,41,245,31,12.65,214,87.35,13041
13,42,365,60,16.44,305,83.56,13042
13,43,248,20,8.06,228,91.94,13043
13,44,365,17,4.66,348,95.34,13044
13,45,429,74,17.25,355,82.75,13045
13,46,289,21,7.27,268,92.73,13046
13,47,324,42,12.96,282,87.04,13047
13,48,289,49,16.96,240,83.04,13048
13,49,356,50,14.04,306,85.96,13049
13,50,363,27,7.44,336,92.56,13050
13,51,260,26,10.0,234,90.0,13051
13,52,372,55,14.78,317,85.22,13052
13,53,365,50,13.7,315,86.3,13053
13,54,309,30,9.71,279,90.29,13054
14,1,177,24,13.56,153,86.44,14001
14,2,194,32,16.49,162,83.51,14002
14,3,272,33,12.13,239,87.87,14003
14,4,186,18,9.68,168,90.32,14004
14,5,276,26,9.42,250,90.58,14005
14,6,179,29,16.2,150,83.8,14006
14,7,212,21,9.91,191,90.09,14007
14,8,128,19,14.84,109,85.16,14008
14,9,230,20,8.7,210,91.3,14009
14,10,204,31,15.2,173,84.8,14010
14,11,190,17,8.95,173,91.05,14011
14,12,164,18,10.98,146,89.02,14012
14,13,261,41,15.71,220,84.29,14013
14,14,158,14,8.86,144,91.14,14014
14,15,270,21,7.78,249,92.22,14015
14,16,243,41,16.87,202,83.13,14016
14,17,268,23,8.58,245,91.42,14017
14,18,200,23,11.5,177,88.5,14018
14,19,283,24,8.48,259,91.52,14019
14,20,194,26,13.4,168,86.6,14020
14,21,229,27,11.79,202,88.21,14021
14,22,219,19,8.68,200,91.32,14022
14,23,163,16,9.82,147,90.18,14023
14,24,139,14,10.07,125,89.93,14024
14,25,240,28,11.67,212,88.33,14025
14,26,155,10,6.45,145,93.55,14026
14,27,152,27,17.76,125,82.24,14027
14,28,231,29,12.55,202,87.45,14028
14,29,247,24,9.72,223,90.28,14029
14,30,189,26,13.76,163,86.24,14030
14,31,212,16,7.55,196,92.45,14031
14,32,178,18,10.11,160,89.89,14032
14,33,167,14,8.38,153,91.62,14033
14,34,180,16,8.89,164,91.11,14034
14,35,112,22,19.64,90,80.36,14035
14,36,257,39,15.18,218,84.82,14036
14,37,196,18,9.18,178,90.82,14037
15,1,142,15,10.56,127,89.44,15001
15,2,187,10,5.35,177,94.65,15002
15,3,214,12,5.61,202,94.39,15003
15,4,202,12,5.94,190,94.06,15004
15,5,209,18,8.61,191,91.39,15005
15,6,194,18,9.28,176,90.72,15006
15,7,178,8,4.49,170,95.51,15007
15,8,261,13,4.98,248,95.02,15008
15,9,220,13,5.91,207,94.09,15009
15,10,189,40,21.16,149,78.84,15010
15,11,197,9,4.57,188,95.43,15011
15,12,130,5,3.85,125,96.15,15012
15,13,140,6,4.29,134,95.71,15013
15,14,238,41,17.23,197,82.77,15014
15,15,264,13,4.92,251,95.08,15015
15,16,167,23,13.77,144,86.23,15016
15,17,219,6,2.74,213,97.26,15017
15,18,163,12,7.36,151,92.64,15018
15,19,198,10,5.05,188,94.95,15019
15,20,180,5,2.78,175,97.22,15020
15,21,211,5,2.37,206,97.63,15021
15,22,222,15,6.76,207,93.24,15022
15,23,175,5,2.86,170,97.14,15023
15,24,186,11,5.91,175,94.09,15024
15,25,221,15,6.79,206,93.21,15025
15,26,166,10,6.02,156,93.98,15026
15,27,153,9,5.88,144,94.12,15027
15,28,249,38,15.26,211,84.74,15028
15,29,102,4,3.92,98,96.08,15029
15,30,224,14,6.25,210,93.75,15030
15,31,167,10,5.99,157,94.01,15031
15,32,241,18,7.47,223,92.53,15032
15,33,176,7,3.98,169,96.02,15033
15,34,159,7,4.4,152,95.6,15034
15,35,201,5,2.49,196,97.51,15035
15,36,166,6,3.61,160,96.39,15036
15,37,174,4,2.3,170,97.7,15037
15,38,163,8,4.91,155,95.09,15038
15,39,215,4,1.86,211,98.14,15039
15,40,189,6,3.17,183,96.83,15040
15,41,270,26,9.63,244,90.37,15041
15,42,130,5,3.85,125,96.15,15042
15,43,190,5,2.63,185,97.37,15043
15,44,196,13,6.63,183,93.37,15044
15,45,88,6,6.82,82,93.18,15045
15,46,191,6,3.14,185,96.86,15046
15,47,225,7,3.11,218,96.89,15047
15,48,154,3,1.95,151,98.05,15048
15,49,149,14,9.4,135,90.6,15049
15,50,184,3,1.63,181,98.37,15050
15,51,149,5,3.36,144,96.64,15051
15,52,128,7,5.47,121,94.53,15052
16,1,118,9,7.63,109,92.37,16001
16,2,154,6,3.9,148,96.1,16002
16,3,227,6,2.64,221,97.36,16003
16,4,171,9,5.26,162,94.74,16004
16,5,224,12,5.36,212,94.64,16005
16,6,85,2,2.35,83,97.65,16006
16,7,194,7,3.61,187,96.39,16007
16,8,169,5,2.96,164,97.04,16008
16,9,271,13,4.8,258,95.2,16009
16,10,147,5,3.4,142,96.6,16010
16,11,245,14,5.71,231,94.29,16011
16,12,151,8,5.3,143,94.7,16012
16,13,165,17,10.3,148,89.7,16013
16,14,213,11,5.16,202,94.84,16014
16,15,229,11,4.8,218,95.2,16015
16,16,189,3,1.59,186,98.41,16016
16,17,288,44,15.28,244,84.72,16017
16,18,186,12,6.45,174,93.55,16018
16,19,150,6,4.0,144,96.0,16019
16,20,208,5,2.4,203,97.6,16020
16,21,199,22,11.06,177,88.94,16021
16,22,163,6,3.68,157,96.32,16022
16,23,201,24,11.94,177,88.06,16023
16,24,121,9,7.44,112,92.56,16024
16,25,158,6,3.8,152,96.2,16025
16,26,219,4,1.83,215,98.17,16026
16,27,220,12,5.45,208,94.55,16027
16,28,262,14,5.34,248,94.66,16028
16,29,110,6,5.45,104,94.55,16029
16,30,151,7,4.64,144,95.36,16030
16,31,232,14,6.03,218,93.97,16031
16,32,175,15,8.57,160,91.43,16032
16,33,192,6,3.13,186,96.88,16033
16,34,173,8,4.62,165,95.38,16034
16,35,181,19,10.5,162,89.5,16035
16,36,207,10,4.83,197,95.17,16036
16,37,177,4,2.26,173,97.74,16037
16,38,187,3,1.6,184,98.4,16038
16,39,107,18,16.82,89,83.18,16039
16,40,242,8,3.31,234,96.69,16040
16,41,98,5,5.1,93,94.9,16041
16,42,139,12,8.63,127,91.37,16042
16,43,233,13,5.58,220,94.42,16043
16,44,214,13,6.07,201,93.93,16044
16,45,131,5,3.82,126,96.18,16045
16,46,81,2,2.47,79,97.53,16046
16,47,81,5,6.17,76,93.83,16047
17,1,162,5,3.09,157,96.91,17001
17,2,229,13,5.68,216,94.32,17002
17,3,209,4,1.91,205,98.09,17003
17,4,363,15,4.13,348,95.87,17004
17,5,243,9,3.7,234,96.3,17005
17,6,177,9,5.08,168,94.92,17006
17,7,284,9,3.17,275,96.83,17007
17,8,158,5,3.16,153,96.84,17008
17,9,174,1,0.57,173,99.43,17009
17,10,282,15,5.32,267,94.68,17010
17,11,260,6,2.31,254,97.69,17011
17,12,270,18,6.67,252,93.33,17012
17,13,176,6,3.41,170,96.59,17013
17,14,239,5,2.09,234,97.91,17014
17,15,204,7,3.43,197,96.57,17015
17,16,237,9,3.8,228,96.2,17016
17,17,189,7,3.7,182,96.3,17017
17,18,258,5,1.94,253,98.06,17018
17,19,105,4,3.81,101,96.19,17019
17,20,222,8,3.6,214,96.4,17020
17,21,325,18,5.54,307,94.46,17021
17,22,264,7,2.65,257,97.35,17022
17,23,178,3,1.69,175,98.31,17023
17,24,252,11,4.37,241,95.63,17024
17,25,157,4,2.55,153,97.45,17025
17,26,290,7,2.41,283,97.59,17026
17,27,299,9,3.01,290,96.99,17027
17,28,233,11,4.72,222,95.28,17028
17,29,284,9,3.17,275,96.83,17029
17,30,294,12,4.08,282,95.92,17030
17,31,262,6,2.29,256,97.71,17031
17,32,271,13,4.8,258,95.2,17032
17,33,196,3,1.53,193,98.47,17033
17,34,222,10,4.5,212,95.5,17034
17,35,155,5,3.23,150,96.77,17035
17,36,151,7,4.64,144,95.36,17036
17,37,226,6,2.65,220,97.35,17037
17,38,233,9,3.86,224,96.14,17038
17,39,171,9,5.26,162,94.74,17039
17,40,180,10,5.56,170,94.44,17040
17,41,210,7,3.33,203,96.67,17041
17,42,210,5,2.38,205,97.62,17042
17,43,226,5,2.21,221,97.79,17043
17,44,221,7,3.17,214,96.83,17044
17,45,164,8,4.88,156,95.12,17045
17,46,242,9,3.72,233,96.28,17046
17,47,141,9,6.38,132,93.62,17047
17,48,235,4,1.7,231,98.3,17048
17,49,196,10,5.1,186,94.9,17049
17,50,207,16,7.73,191,92.27,17050
17,51,268,12,4.48,256,95.52,17051
17,52,341,11,3.23,330,96.77,17052
17,53,245,11,4.49,234,95.51,17053
17,54,282,6,2.13,276,97.87,17054
17,55,214,8,3.74,206,96.26,17055
17,56,244,3,1.23,241,98.77,17056
17,57,279,8,2.87,271,97.13,17057
17,58,225,5,2.22,220,97.78,17058
17,59,155,6,3.87,149,96.13,17059
17,60,324,13,4.01,311,95.99,17060
17,61,224,9,4.02,215,95.98,17061
17,62,204,11,5.39,193,94.61,17062
17,63,201,7,3.48,194,96.52,17063
17,64,175,3,1.71,172,98.29,17064
18,1,179,13,7.26,166,92.74,18001
18,2,296,38,12.84,258,87.16,18002
18,3,288,65,22.57,223,77.43,18003
18,4,311,22,7.07,289,92.93,18004
18,5,289,9,3.11,280,96.89,18005
18,6,292,72,24.66,220,75.34,18006
18,7,255,26,10.2,229,89.8,18007
18,8,118,9,7.63,109,92.37,18008
18,9,313,19,6.07,294,93.93,18009
18,10,406,36,8.87,370,91.13,18010
18,11,296,43,14.53,253,85.47,18011
18,12,371,34,9.16,337,90.84,18012
18,13,311,25,8.04,286,91.96,18013
18,14,339,22,6.49,317,93.51,18014
18,15,193,35,18.13,158,81.87,18015
18,16,300,23,7.67,277,92.33,18016
18,17,260,21,8.08,239,91.92,18017
18,18,309,17,5.5,292,94.5,18018
18,19,222,6,2.7,216,97.3,18019
18,20,283,10,3.53,273,96.47,18020
18,21,391,29,7.42,362,92.58,18021
18,22,322,12,3.73,310,96.27,18022
18,23,266,20,7.52,246,92.48,18023
18,24,333,11,3.3,322,96.7,18024
18,25,308,9,2.92,299,97.08,18025
18,26,245,13,5.31,232,94.69,18026
18,27,291,24,8.25,267,91.75,18027
18,28,350,68,19.43,282,80.57,18028
18,29,329,58,17.63,271,82.37,18029
18,30,265,7,2.64,258,97.36,18030
18,31,276,12,4.35,264,95.65,18031
18,32,337,7,2.08,330,97.92,18032
18,33,237,12,5.06,225,94.94,18033
18,34,369,38,10.3,331,89.7,18034
18,35,363,20,5.51,343,94.49,18035
18,36,232,22,9.48,210,90.52,18036
18,37,214,23,10.75,191,89.25,18037
18,38,352,10,2.84,342,97.16,18038
18,39,231,9,3.9,222,96.1,18039
18,40,346,20,5.78,326,94.22,18040
18,41,339,79,23.3,260,76.7,18041
18,42,236,24,10.17,212,89.83,18042
18,43,260,33,12.69,227,87.31,18043
18,44,199,19,9.55,180,90.45,18044
18,45,298,10,3.36,288,96.64,18045
18,46,247,7,2.83,240,97.17,18046
18,47,279,23,8.24,256,91.76,18047
18,48,224,38,16.96,186,83.04,18048
18,49,213,14,6.57,199,93.43,18049
18,50,292,8,2.74,284,97.26,18050
18,51,168,10,5.95,158,94.05,18051
18,52,255,8,3.14,247,96.86,18052
18,53,242,5,2.07,237,97.93,18053
18,54,301,15,4.98,286,95.02,18054
18,55,361,71,19.67,290,80.33,18055
18,56,276,35,12.68,241,87.32,18056
18,57,250,16,6.4,234,93.6,18057
18,58,268,6,2.24,262,97.76,18058
18,59,195,8,4.1,187,95.9,18059
18,60,335,4,1.19,331,98.81,18060
18,61,288,18,6.25,270,93.75,18061
18,62,210,11,5.24,199,94.76,18062
18,63,271,10,3.69,261,96.31,18063
18,64,248,28,11.29,220,88.71,18064
19,1,405,64,15.8,341,84.2,19001
19,2,328,36,10.98,292,89.02,19002
19,3,376,92,24.47,284,75.53,19003
19,4,353,81,22.95,272,77.05,19004
19,5,352,52,14.77,300,85.23,19005
19,6,378,78,20.63,300,79.37,19006
19,7,352,55,15.63,297,84.38,19007
19,8,307,76,24.76,231,75.24,19008
19,9,294,76,25.85,218,74.15,19009
19,10,455,77,16.92,378,83.08,19010
19,11,412,109,26.46,303,73.54,19011
19,12,368,91,24.73,277,75.27,19012
19,13,293,27,9.22,266,90.78,19013
19,14,259,64,24.71,195,75.29,19014
19,15,221,56,25.34,165,74.66,19015
19,16,453,83,18.32,370,81.68,19016
19,17,372,56,15.05,316,84.95,19017
19,18,460,83,18.04,377,81.96,19018
19,19,397,53,13.35,344,86.65,19019
19,20,304,39,12.83,265,87.17,19020
19,21,316,56,17.72,260,82.28,19021
19,22,419,86,20.53,333,79.47,19022
19,23,437,95,21.74,342,78.26,19023
19,24,303,71,23.43,232,76.57,19024
19,25,424,81,19.1,343,80.9,19025
19,26,420,98,23.33,322,76.67,19026
19,27,243,40,16.46,203,83.54,19027
19,28,432,35,8.1,397,91.9,19028
19,29,333,70,21.02,263,78.98,19029
19,30,369,85,23.04,284,76.96,19030
19,31,346,79,22.83,267,77.17,19031
19,32,447,75,16.78,372,83.22,19032
19,33,430,113,26.28,317,73.72,19033
19,34,389,72,18.51,317,81.49,19034
19,35,346,57,16.47,289,83.53,19035
19,36,405,54,13.33,351,86.67,19036
19,37,337,50,14.84,287,85.16,19037
19,38,444,50,11.26,394,88.74,19038
19,39,234,15,6.41,219,93.59,19039
19,40,342,64,18.71,278,81.29,19040
19,41,412,101,24.51,311,75.49,19041
19,42,289,33,11.42,256,88.58,19042
19,43,365,31,8.49,334,91.51,19043
19,44,337,70,20.77,267,79.23,19044
19,45,432,77,17.82,355,82.18,19045
19,46,485,98,20.21,387,79.79,19046
19,47,260,35,13.46,225,86.54,19047
19,48,277,8,2.89,269,97.11,19048
19,49,416,47,11.3,369,88.7,19049
19,50,350,16,4.57,334,95.43,19050
19,51,349,78,22.35,271,77.65,19051
19,52,329,94,28.57,235,71.43,19052
19,53,381,72,18.9,309,81.1,19053
19,54,303,82,27.06,221,72.94,19054
19,55,336,70,20.83,266,79.17,19055
19,56,457,79,17.29,378,82.71,19056
19,57,393,66,16.79,327,83.21,19057
19,58,403,99,24.57,304,75.43,19058
19,59,425,96,22.59,329,77.41,19059
19,60,322,12,3.73,310,96.27,19060
19,61,483,64,13.25,419,86.75,19061
19,62,366,76,20.77,290,79.23,19062
19,63,242,27,11.16,215,88.84,19063
19,64,421,61,14.49,360,85.51,19064
19,65,239,40,16.74,199,83.26,19065
19,66,319,19,5.96,300,94.04,19066
19,67,92,31,33.7,61,66.3,19067
20,1,244,2,0.82,242,99.18,20001
20,2,180,8,4.44,172,95.56,20002
20,3,274,20,7.3,254,92.7,20003
20,4,158,14,8.86,144,91.14,20004
20,5,169,8,4.73,161,95.27,20005
20,6,239,7,2.93,232,97.07,20006
20,7,161,11,6.83,150,93.17,20007
20,8,79,10,12.66,69,87.34,20008
20,9,212,13,6.13,199,93.87,20009
20,10,222,8,3.6,214,96.4,20010
20,11,160,3,1.88,157,98.13,20011
20,12,97,3,3.09,94,96.91,20012
20,13,48,2,4.17,46,95.83,20013
20,14,313,6,1.92,307,98.08,20014
20,15,81,17,20.99,64,79.01,20015
20,16,108,7,6.48,101,93.52,20016
20,17,202,13,6.44,189,93.56,20017
20,18,287,10,3.48,277,96.52,20018
20,19,110,1,0.91,109,99.09,20019
20,20,134,4,2.99,130,97.01,20020
20,21,96,7,7.29,89,92.71,20021
20,22,228,7,3.07,221,96.93,20022
20,23,277,13,4.69,264,95.31,20023
20,24,326,15,4.6,311,95.4,20024
20,25,111,6,5.41,105,94.59,20025
20,26,218,13,5.96,205,94.04,20026
20,27,169,7,4.14,162,95.86,20027
20,28,262,11,4.2,251,95.8,20028
20,29,224,12,5.36,212,94.64,20029
20,30,205,11,5.37,194,94.63,20030
20,31,224,6,2.68,218,97.32,20031
20,32,367,8,2.18,359,97.82,20032
20,33,317,19,5.99,298,94.01,20033
20,34,289,18,6.23,271,93.77,20034
20,35,116,0,0.0,116,100.0,20035
20,36,216,9,4.17,207,95.83,20036
20,37,157,7,4.46,150,95.54,20037
20,38,38,2,5.26,36,94.74,20038
20,39,205,13,6.34,192,93.66,20039
20,40,165,3,1.82,162,98.18,20040
20,41,11,0,0.0,11,100.0,20041
20,42,174,6,3.45,168,96.55,20042
20,43,87,8,9.2,79,90.8,20043
20,44,231,7,3.03,224,96.97,20044
20,45,47,0,0.0,47,100.0,20045
20,46,167,7,4.19,160,95.81,20046
20,47,137,6,4.38,131,95.62,20047
20,48,98,4,4.08,94,95.92,20048
20,49,185,9,4.86,176,95.14,20049
20,50,202,9,4.46,193,95.54,20050
20,51,52,3,5.77,49,94.23,20051
20,52,95,4,4.21,91,95.79,20052
20,53,42,3,7.14,39,92.86,20053
20,54,152,6,3.95,146,96.05,20054
20,55,109,4,3.67,105,96.33,20055
21,1,404,20,4.95,384,95.05,21001
21,2,115,2,1.74,113,98.26,21002
21,3,442,23,5.2,419,94.8,21003
21,4,376,18,4.79,358,95.21,21004
21,5,300,7,2.33,293,97.67,21005
21,6,288,17,5.9,271,94.1,21006
21,7,309,15,4.85,294,95.15,21007
21,8,312,13,4.17,299,95.83,21008
21,9,290,10,3.45,280,96.55,21009
21,10,203,9,4.43,194,95.57,21010
21,11,315,15,4.76,300,95.24,21011
21,12,320,22,6.88,298,93.13,21012
21,13,157,4,2.55,153,97.45,21013
21,14,274,12,4.38,262,95.62,21014
21,15,255,3,1.18,252,98.82,21015
21,16,270,10,3.7,260,96.3,21016
21,17,139,4,2.88,135,97.12,21017
21,18,283,15,5.3,268,94.7,21018
21,19,252,10,3.97,242,96.03,21019
21,20,147,4,2.72,143,97.28,21020
21,21,312,7,2.24,305,97.76,21021
21,22,321,17,5.3,304,94.7,21022
21,23,232,10,4.31,222,95.69,21023
21,24,298,9,3.02,289,96.98,21024
21,25,236,11,4.66,225,95.34,21025
21,26,226,5,2.21,221,97.79,21026
21,27,326,27,8.28,299,91.72,21027
21,28,218,6,2.75,212,97.25,21028
21,29,144,0,0.0,144,100.0,21029
21,30,221,8,3.62,213,96.38,21030
21,31,372,11,2.96,361,97.04,21031
21,32,191,8,4.19,183,95.81,21032
21,33,315,15,4.76,300,95.24,21033
21,34,341,11,3.23,330,96.77,21034
21,35,189,5,2.65,184,97.35,21035
21,36,263,12,4.56,251,95.44,21036
21,37,201,14,6.97,187,93.03,21037
21,38,282,9,3.19,273,96.81,21038
21,39,244,7,2.87,237,97.13,21039
21,40,288,11,3.82,277,96.18,21040
21,41,246,9,3.66,237,96.34,21041
21,42,298,18,6.04,280,93.96,21042
21,43,276,10,3.62,266,96.38,21043
21,44,275,5,1.82,270,98.18,21044
21,45,249,14,5.62,235,94.38,21045
21,46,231,7,3.03,224,96.97,21046
21,47,362,16,4.42,346,95.58,21047
21,48,361,5,1.39,356,98.61,21048
21,49,361,17,4.71,344,95.29,21049
21,50,291,15,5.15,276,94.85,21050
21,51,320,10,3.13,310,96.88,21051
21,52,320,16,5.0,304,95.0,21052
21,53,249,7,2.81,242,97.19,21053
21,54,262,16,6.11,246,93.89,21054
21,55,313,16,5.11,297,94.89,21055
21,56,206,10,4.85,196,95.15,21056
21,57,297,12,4.04,285,95.96,21057
21,58,216,4,1.85,212,98.15,21058
21,59,352,12,3.41,340,96.59,21059
21,60,271,14,5.17,257,94.83,21060
21,61,324,8,2.47,316,97.53,21061
21,62,283,13,4.59,270,95.41,21062
21,63,278,11,3.96,267,96.04,21063
21,64,157,12,7.64,145,92.36,21064
21,65,260,19,7.31,241,92.69,21065
21,66,237,3,1.27,234,98.73,21066
21,67,232,4,1.72,228,98.28,21067
21,68,304,8,2.63,296,97.37,21068
21,69,241,9,3.73,232,96.27,21069
21,70,198,11,5.56,187,94.44,21070
21,71,210,11,5.24,199,94.76,21071
21,72,240,10,4.17,230,95.83,21072
21,73,364,14,3.85,350,96.15,21073
21,74,114,6,5.26,108,94.74,21074
21,75,210,8,3.81,202,96.19,21075
21,76,300,11,3.67,289,96.33,21076
22,1,147,14,9.52,133,90.48,22001
22,2,115,16,13.91,99,86.09,22002
22,3,136,8,5.88,128,94.12,22003
22,4,173,12,6.94,161,93.06,22004
22,5,195,12,6.15,183,93.85,22005
22,6,160,13,8.13,147,91.88,22006
22,7,197,12,6.09,185,93.91,22007
22,8,148,18,12.16,130,87.84,22008
22,9,165,11,6.67,154,93.33,22009
22,10,159,13,8.18,146,91.82,22010
22,11,177,12,6.78,165,93.22,22011
22,12,121,10,8.26,111,91.74,22012
22,13,216,17,7.87,199,92.13,22013
22,14,127,9,7.09,118,92.91,22014
22,15,151,26,17.22,125,82.78,22015
22,16,209,12,5.74,197,94.26,22016
22,17,159,15,9.43,144,90.57,22017
22,18,168,14,8.33,154,91.67,22018
22,19,176,3,1.7,173,98.3,22019
22,20,194,14,7.22,180,92.78,22020
22,21,231,9,3.9,222,96.1,22021
22,22,138,16,11.59,122,88.41,22022
22,23,104,1,0.96,103,99.04,22023
22,24,142,7,4.93,135,95.07,22024
22,25,126,8,6.35,118,93.65,22025
22,26,131,10,7.63,121,92.37,22026
22,27,174,22,12.64,152,87.36,22027
22,28,139,13,9.35,126,90.65,22028
22,29,112,12,10.71,100,89.29,22029
22,30,175,15,8.57,160,91.43,22030
23,1,300,44,14.67,256,85.33,23001
23,2,388,67,17.27,321,82.73,23002
23,3,324,87,26.85,237,73.15,23003
23,4,315,89,28.25,226,71.75,23004
23,5,253,36,14.23,217,85.77,23005
23,6,356,64,17.98,292,82.02,23006
23,7,149,1,0.67,148,99.33,23007
23,8,355,82,23.1,273,76.9,23008
23,9,265,38,14.34,227,85.66,23009
23,10,380,48,12.63,332,87.37,23010
23,11,364,83,22.8,281,77.2,23011
23,12,310,84,27.1,226,72.9,23012
23,13,402,82,20.4,320,79.6,23013
23,14,141,3,2.13,138,97.87,23014
23,15,344,72,20.93,272,79.07,23015
23,16,368,76,20.65,292,79.35,23016
23,17,406,76,18.72,330,81.28,23017
23,18,288,54,18.75,234,81.25,23018
23,19,307,52,16.94,255,83.06,23019
23,20,305,57,18.69,248,81.31,23020
23,21,257,13,5.06,244,94.94,23021
23,22,363,73,20.11,290,79.89,23022
23,23,324,62,19.14,262,80.86,23023
23,24,223,40,17.94,183,82.06,23024
23,25,229,36,15.72,193,84.28,23025
23,26,335,83,24.78,252,75.22,23026
23,27,308,67,21.75,241,78.25,23027
23,28,329,61,18.54,268,81.46,23028
23,29,277,35,12.64,242,87.36,23029
23,30,318,57,17.92,261,82.08,23030
23,31,283,48,16.96,235,83.04,23031
23,32,335,42,12.54,293,87.46,23032
23,33,347,49,14.12,298,85.88,23033
23,34,265,53,20.0,212,80.0,23034
23,35,194,9,4.64,185,95.36,23035
23,36,433,93,21.48,340,78.52,23036
23,37,220,7,3.18,213,96.82,23037
23,38,241,35,14.52,206,85.48,23038
23,39,321,82,25.55,239,74.45,23039
23,40,324,67,20.68,257,79.32,23040
23,41,310,64,20.65,246,79.35,23041
23,42,273,57,20.88,216,79.12,23042
23,43,380,75,19.74,305,80.26,23043
23,44,324,55,16.98,269,83.02,23044
23,45,364,70,19.23,294,80.77,23045
23,46,339,58,17.11,281,82.89,23046
23,47,365,89,24.38,276,75.62,23047
23,48,268,53,19.78,215,80.22,23048
23,49,418,97,23.21,321,76.79,23049
23,50,217,39,17.97,178,82.03,23050
23,51,286,48,16.78,238,83.22,23051
23,52,412,74,17.96,338,82.04,23052
23,53,248,39,15.73,209,84.27,23053
23,54,460,98,21.3,362,78.7,23054
23,55,339,77,22.71,262,77.29,23055
23,56,282,79,28.01,203,71.99,23056
24,1,187,14,7.49,173,92.51,24001
24,2,234,14,5.98,220,94.02,24002
24,3,202,10,4.95,192,95.05,24003
24,4,220,8,3.64,212,96.36,24004
24,5,200,10,5.0,190,95.0,24005
24,6,268,6,2.24,262,97.76,24006
24,7,209,7,3.35,202,96.65,24007
24,8,203,8,3.94,195,96.06,24008
24,9,247,13,5.26,234,94.74,24009
24,10,200,5,2.5,195,97.5,24010
24,11,142,5,3.52,137,96.48,24011
24,12,177,5,2.82,172,97.18,24012
24,13,184,8,4.35,176,95.65,24013
24,14,299,17,5.69,282,94.31,24014
24,15,204,7,3.43,197,96.57,24015
24,16,178,10,5.62,168,94.38,24016
24,17,226,7,3.1,219,96.9,24017
24,18,149,4,2.68,145,97.32,24018
24,19,177,7,3.95,170,96.05,24019
24,20,244,13,5.33,231,94.67,24020
24,21,164,11,6.71,153,93.29,24021
24,22,219,14,6.39,205,93.61,24022
24,23,227,10,4.41,217,95.59,24023
24,24,147,4,2.72,143,97.28,24024
24,25,130,7,5.38,123,94.62,24025
24,26,255,14,5.49,241,94.51,24026
24,27,144,10,6.94,134,93.06,24027
24,28,239,7,2.93,232,97.07,24028
24,29,257,12,4.67,245,95.33,24029
24,30,178,10,5.62,168,94.38,24030
24,31,206,8,3.88,198,96.12,24031
24,32,219,9,4.11,210,95.89,24032
24,33,164,9,5.49,155,94.51,24033
24,34,201,9,4.48,192,95.52,24034
24,35,129,6,4.65,123,95.35,24035
24,36,209,7,3.35,202,96.65,24036
24,37,230,10,4.35,220,95.65,24037
24,38,215,10,4.65,205,95.35,24038
24,39,231,8,3.46,223,96.54,24039
24,40,284,14,4.93,270,95.07,24040
24,41,199,8,4.02,191,95.98,24041
24,42,189,6,3.17,183,96.83,24042
24,43,278,11,3.96,267,96.04,24043
24,44,82,4,4.88,78,95.12,24044
24,45,204,7,3.43,197,96.57,24045
24,46,227,4,1.76,223,98.24,24046
24,47,179,11,6.15,168,93.85,24047
24,48,114,7,6.14,107,93.86,24048
24,49,299,6,2.01,293,97.99,24049
24,50,327,9,2.75,318,97.25,24050
24,51,298,20,6.71,278,93.29,24051
24,52,196,7,3.57,189,96.43,24052
24,53,192,12,6.25,180,93.75,24053
24,54,202,5,2.48,197,97.52,24054
24,55,108,2,1.85,106,98.15,24055
24,56,270,16,5.93,254,94.07,24056
24,57,205,15,7.32,190,92.68,24057
24,58,243,11,4.53,232,95.47,24058
24,59,120,5,4.17,115,95.83,24059
25,1,224,28,12.5,196,87.5,25001
25,2,255,21,8.24,234,91.76,25002
