ward,precinct,total,JUDY BAAR TOPINKA,JUDY BAAR TOPINKA Percent,THOMAS J. DART,THOMAS J. DART Percent,RHYS READ,RHYS READ Percent,precinct_id
48,13,265,127,47.92,134,50.57,4,1.51,48013
48,14,382,96,25.13,279,73.04,7,1.83,48014
48,15,248,47,18.95,191,77.02,10,4.03,48015
48,16,261,63,24.14,192,73.56,6,2.3,48016
48,17,217,69,31.8,141,64.98,7,3.23,48017
48,18,231,61,26.41,166,71.86,4,1.73,48018
48,19,261,100,38.31,156,59.77,5,1.92,48019
48,20,148,65,43.92,81,54.73,2,1.35,48020
48,21,145,30,20.69,109,75.17,6,4.14,48021
48,22,398,185,46.48,210,52.76,3,0.75,48022
48,23,291,134,46.05,152,52.23,5,1.72,48023
48,24,282,58,20.57,218,77.3,6,2.13,48024
48,25,310,87,28.06,217,70.0,6,1.94,48025
48,26,359,150,41.78,197,54.87,12,3.34,48026
48,27,195,75,38.46,114,58.46,6,3.08,48027
48,28,281,130,46.26,147,52.31,4,1.42,48028
48,29,259,72,27.8,184,71.04,3,1.16,48029
48,30,304,104,34.21,189,62.17,11,3.62,48030
48,31,231,48,20.78,179,77.49,4,1.73,48031
48,32,246,81,32.93,146,59.35,19,7.72,48032
48,33,246,116,47.15,129,52.44,1,0.41,48033
48,34,173,44,25.43,126,72.83,3,1.73,48034
48,35,217,89,41.01,126,58.06,2,0.92,48035
48,36,260,90,34.62,168,64.62,2,0.77,48036
48,37,264,85,32.2,175,66.29,4,1.52,48037
48,38,347,134,38.62,203,58.5,10,2.88,48038
48,39,228,91,39.91,132,57.89,5,2.19,48039
48,40,176,46,26.14,124,70.45,6,3.41,48040
48,41,179,47,26.26,126,70.39,6,3.35,48041
48,42,243,77,31.69,160,65.84,6,2.47,48042
48,43,362,116,32.04,239,66.02,7,1.93,48043
48,44,290,88,30.34,190,65.52,12,4.14,48044
48,45,261,62,23.75,189,72.41,10,3.83,48045
48,46,223,66,29.6,146,65.47,11,4.93,48046
48,47,207,52,25.12,149,71.98,6,2.9,48047
48,48,239,94,39.33,144,60.25,1,0.42,48048
48,49,122,39,31.97,79,64.75,4,3.28,48049
48,50,304,104,34.21,193,63.49,7,2.3,48050
48,51,367,124,33.79,232,63.22,11,3.0,48051
48,52,175,49,28.0,122,69.71,4,2.29,48052
48,53,239,73,30.54,159,66.53,7,2.93,48053
48,54,216,63,29.17,149,68.98,4,1.85,48054
48,55,87,25,28.74,54,62.07,8,9.2,48055
48,56,181,31,17.13,148,81.77,2,1.1,48056
49,1,239,32,13.39,203,84.94,4,1.67,49001
49,2,296,104,35.14,186,62.84,6,2.03,49002
49,3,197,49,24.87,141,71.57,7,3.55,49003
49,4,134,33,24.63,98,73.13,3,2.24,49004
49,5,197,49,24.87,137,69.54,11,5.58,49005
49,6,258,88,34.11,165,63.95,5,1.94,49006
49,7,221,65,29.41,145,65.61,11,4.98,49007
49,8,249,88,35.34,151,60.64,10,4.02,49008
49,9,214,79,36.92,130,60.75,5,2.34,49009
49,10,240,74,30.83,163,67.92,3,1.25,49010
49,11,157,49,31.21,94,59.87,14,8.92,49011
49,12,264,68,25.76,191,72.35,5,1.89,49012
49,13,282,95,33.69,181,64.18,6,2.13,49013
49,14,301,94,31.23,194,64.45,13,4.32,49014
49,15,233,68,29.18,159,68.24,6,2.58,49015
49,16,219,57,26.03,152,69.41,10,4.57,49016
49,17,39,12,30.77,27,69.23,0,0.0,49017
49,18,178,51,28.65,123,69.1,4,2.25,49018
49,19,186,46,24.73,137,73.66,3,1.61,49019
49,20,292,85,29.11,202,69.18,5,1.71,49020
49,21,219,83,37.9,126,57.53,10,4.57,49021
49,22,206,64,31.07,137,66.5,5,2.43,49022
49,23,191,44,23.04,138,72.25,9,4.71,49023
49,24,105,25,23.81,77,73.33,3,2.86,49024
49,25,290,71,24.48,208,71.72,11,3.79,49025
49,26,291,69,23.71,213,73.2,9,3.09,49026
49,27,330,65,19.7,253,76.67,12,3.64,49027
49,28,215,50,23.26,160,74.42,5,2.33,49028
49,29,271,70,25.83,182,67.16,19,7.01,49029
49,30,227,61,26.87,163,71.81,3,1.32,49030
49,31,88,34,38.64,50,56.82,4,4.55,49031
49,32,231,85,36.8,129,55.84,17,7.36,49032
49,33,209,79,37.8,127,60.77,3,1.44,49033
49,34,228,54,23.68,168,73.68,6,2.63,49034
49,35,353,136,38.53,204,57.79,13,3.68,49035
49,36,329,90,27.36,230,69.91,9,2.74,49036
49,37,128,46,35.94,81,63.28,1,0.78,49037
49,38,204,42,20.59,156,76.47,6,2.94,49038
49,39,228,50,21.93,175,76.75,3,1.32,49039
49,40,229,92,40.17,134,58.52,3,1.31,49040
49,41,248,99,39.92,146,58.87,3,1.21,49041
49,42,254,75,29.53,175,68.9,4,1.57,49042
49,43,253,65,25.69,182,71.94,6,2.37,49043
49,44,289,114,39.45,167,57.79,8,2.77,49044
50,1,357,175,49.02,177,49.58,5,1.4,50001
50,2,331,136,41.09,190,57.4,5,1.51,50002
50,3,281,123,43.77,153,54.45,5,1.78,50003
50,4,301,132,43.85,164,54.49,5,1.66,50004
50,5,319,132,41.38,182,57.05,5,1.57,50005
50,6,242,74,30.58,162,66.94,6,2.48,50006
50,7,328,150,45.73,169,51.52,9,2.74,50007
50,8,242,91,37.6,144,59.5,7,2.89,50008
50,9,241,102,42.32,137,56.85,2,0.83,50009
50,10,238,90,37.82,144,60.5,4,1.68,50010
50,11,250,126,50.4,119,47.6,5,2.0,50011
50,12,223,59,26.46,160,71.75,4,1.79,50012
50,13,324,98,30.25,222,68.52,4,1.23,50013
50,14,174,59,33.91,112,64.37,3,1.72,50014
50,15,323,129,39.94,188,58.2,6,1.86,50015
50,16,198,75,37.88,122,61.62,1,0.51,50016
50,17,233,89,38.2,139,59.66,5,2.15,50017
50,18,208,96,46.15,110,52.88,2,0.96,50018
50,19,226,83,36.73,133,58.85,10,4.42,50019
50,20,272,129,47.43,138,50.74,5,1.84,50020
50,21,322,119,36.96,194,60.25,9,2.8,50021
50,22,275,88,32.0,179,65.09,8,2.91,50022
50,23,187,88,47.06,98,52.41,1,0.53,50023
50,24,237,82,34.6,146,61.6,9,3.8,50024
50,25,316,162,51.27,143,45.25,11,3.48,50025
50,26,190,73,38.42,114,60.0,3,1.58,50026
50,27,130,44,33.85,86,66.15,0,0.0,50027
50,28,292,82,28.08,207,70.89,3,1.03,50028
50,29,275,109,39.64,161,58.55,5,1.82,50029
50,30,255,109,42.75,143,56.08,3,1.18,50030
50,31,131,30,22.9,100,76.34,1,0.76,50031
50,32,212,65,30.66,143,67.45,4,1.89,50032
50,33,165,67,40.61,96,58.18,2,1.21,50033
50,34,146,37,25.34,105,71.92,4,2.74,50034
50,35,328,128,39.02,191,58.23,9,2.74,50035
50,36,277,107,38.63,166,59.93,4,1.44,50036
50,37,325,116,35.69,199,61.23,10,3.08,50037
50,38,189,71,37.57,117,61.9,1,0.53,50038
50,39,263,82,31.18,176,66.92,5,1.9,50039
50,40,294,117,39.8,170,57.82,7,2.38,50040
50,41,335,150,44.78,179,53.43,6,1.79,50041
50,42,327,122,37.31,202,61.77,3,0.92,50042
50,43,234,77,32.91,153,65.38,4,1.71,50043
50,44,261,122,46.74,136,52.11,3,1.15,50044
50,45,159,74,46.54,80,50.31,5,3.14,50045
