ward,precinct,total,KRIS O'ROURKE COHN,KRIS O'ROURKE COHN Percent,JESSE WHITE,JESSE WHITE Percent,MATT BEAUCHAMP,MATT BEAUCHAMP Percent,precinct_id
7,2,352,7,1.99,345,98.01,0,0.0,07002
7,3,197,2,1.02,193,97.97,2,1.02,07003
7,4,250,7,2.8,240,96.0,3,1.2,07004
7,5,242,5,2.07,235,97.11,2,0.83,07005
7,6,241,3,1.24,237,98.34,1,0.41,07006
7,7,192,1,0.52,189,98.44,2,1.04,07007
7,8,104,3,2.88,101,97.12,0,0.0,07008
7,9,266,2,0.75,261,98.12,3,1.13,07009
7,10,210,7,3.33,201,95.71,2,0.95,07010
7,11,278,2,0.72,274,98.56,2,0.72,07011
7,12,227,5,2.2,222,97.8,0,0.0,07012
7,13,224,1,0.45,223,99.55,0,0.0,07013
7,14,323,12,3.72,310,95.98,1,0.31,07014
7,15,190,1,0.53,189,99.47,0,0.0,07015
7,16,214,0,0.0,213,99.53,1,0.47,07016
7,17,188,0,0.0,186,98.94,2,1.06,07017
7,18,185,8,4.32,176,95.14,1,0.54,07018
7,19,411,4,0.97,405,98.54,2,0.49,07019
7,20,133,1,0.75,132,99.25,0,0.0,07020
7,21,275,7,2.55,262,95.27,6,2.18,07021
7,22,203,5,2.46,197,97.04,1,0.49,07022
7,23,198,0,0.0,196,98.99,2,1.01,07023
7,24,210,1,0.48,207,98.57,2,0.95,07024
7,25,307,2,0.65,303,98.7,2,0.65,07025
7,26,341,3,0.88,333,97.65,5,1.47,07026
7,27,349,2,0.57,347,99.43,0,0.0,07027
7,28,299,3,1.0,296,99.0,0,0.0,07028
7,29,147,2,1.36,144,97.96,1,0.68,07029
7,30,291,3,1.03,286,98.28,2,0.69,07030
7,31,249,3,1.2,245,98.39,1,0.4,07031
7,32,224,9,4.02,208,92.86,7,3.13,07032
7,33,213,2,0.94,210,98.59,1,0.47,07033
7,34,247,3,1.21,242,97.98,2,0.81,07034
7,35,165,10,6.06,151,91.52,4,2.42,07035
7,36,308,7,2.27,299,97.08,2,0.65,07036
7,37,122,4,3.28,118,96.72,0,0.0,07037
7,38,205,0,0.0,203,99.02,2,0.98,07038
7,39,273,0,0.0,272,99.63,1,0.37,07039
7,40,257,8,3.11,249,96.89,0,0.0,07040
7,41,214,1,0.47,210,98.13,3,1.4,07041
7,42,410,4,0.98,404,98.54,2,0.49,07042
7,43,279,2,0.72,275,98.57,2,0.72,07043
7,44,405,15,3.7,387,95.56,3,0.74,07044
7,45,381,7,1.84,372,97.64,2,0.52,07045
7,46,110,3,2.73,106,96.36,1,0.91,07046
7,47,239,1,0.42,236,98.74,2,0.84,07047
7,48,120,1,0.83,119,99.17,0,0.0,07048
7,49,158,1,0.63,156,98.73,1,0.63,07049
7,50,173,0,0.0,171,98.84,2,1.16,07050
7,51,222,2,0.9,220,99.1,0,0.0,07051
7,52,224,6,2.68,216,96.43,2,0.89,07052
7,53,221,1,0.45,219,99.1,1,0.45,07053
7,54,137,6,4.38,130,94.89,1,0.73,07054
7,55,224,5,2.23,219,97.77,0,0.0,07055
7,56,228,3,1.32,222,97.37,3,1.32,07056
7,57,248,0,0.0,246,99.19,2,0.81,07057
7,58,312,6,1.92,305,97.76,1,0.32,07058
7,59,151,4,2.65,145,96.03,2,1.32,07059
7,60,181,2,1.1,179,98.9,0,0.0,07060
7,61,237,3,1.27,234,98.73,0,0.0,07061
7,62,265,1,0.38,262,98.87,2,0.75,07062
7,63,226,1,0.44,224,99.12,1,0.44,07063
7,64,232,4,1.72,227,97.84,1,0.43,07064
7,65,212,3,1.42,207,97.64,2,0.94,07065
8,1,338,3,0.89,330,97.63,5,1.48,08001
8,2,177,4,2.26,173,97.74,0,0.0,08002
8,3,416,3,0.72,408,98.08,5,1.2,08003
8,4,304,3,0.99,301,99.01,0,0.0,08004
8,5,354,5,1.41,346,97.74,3,0.85,08005
8,6,345,4,1.16,341,98.84,0,0.0,08006
8,7,238,1,0.42,237,99.58,0,0.0,08007
8,8,361,1,0.28,359,99.45,1,0.28,08008
8,9,362,7,1.93,354,97.79,1,0.28,08009
8,10,389,3,0.77,386,99.23,0,0.0,08010
8,11,293,3,1.02,288,98.29,2,0.68,08011
8,12,292,5,1.71,285,97.6,2,0.68,08012
8,13,262,0,0.0,261,99.62,1,0.38,08013
8,14,285,4,1.4,281,98.6,0,0.0,08014
8,15,285,2,0.7,282,98.95,1,0.35,08015
8,16,324,5,1.54,318,98.15,1,0.31,08016
8,17,265,1,0.38,261,98.49,3,1.13,08017
8,18,220,0,0.0,219,99.55,1,0.45,08018
8,19,358,1,0.28,355,99.16,2,0.56,08019
8,20,228,0,0.0,228,100.0,0,0.0,08020
8,21,247,5,2.02,242,97.98,0,0.0,08021
8,22,273,0,0.0,273,100.0,0,0.0,08022
8,23,292,0,0.0,289,98.97,3,1.03,08023
8,24,329,4,1.22,325,98.78,0,0.0,08024
8,25,321,2,0.62,318,99.07,1,0.31,08025
8,26,225,2,0.89,220,97.78,3,1.33,08026
8,27,328,4,1.22,322,98.17,2,0.61,08027
8,28,234,1,0.43,232,99.15,1,0.43,08028
8,29,316,4,1.27,309,97.78,3,0.95,08029
8,30,243,1,0.41,241,99.18,1,0.41,08030
8,31,219,2,0.91,216,98.63,1,0.46,08031
8,32,507,7,1.38,500,98.62,0,0.0,08032
8,33,274,4,1.46,268,97.81,2,0.73,08033
8,34,364,6,1.65,358,98.35,0,0.0,08034
8,35,373,1,0.27,368,98.66,4,1.07,08035
8,36,291,2,0.69,285,97.94,4,1.37,08036
8,37,345,2,0.58,341,98.84,2,0.58,08037
8,38,272,4,1.47,265,97.43,3,1.1,08038
8,39,348,3,0.86,344,98.85,1,0.29,08039
8,40,307,4,1.3,299,97.39,4,1.3,08040
8,41,286,1,0.35,284,99.3,1,0.35,08041
8,42,297,4,1.35,293,98.65,0,0.0,08042
8,43,318,3,0.94,312,98.11,3,0.94,08043
8,44,224,3,1.34,221,98.66,0,0.0,08044
8,45,233,3,1.29,229,98.28,1,0.43,08045
8,46,238,2,0.84,235,98.74,1,0.42,08046
8,47,328,4,1.22,323,98.48,1,0.3,08047
8,48,234,1,0.43,232,99.15,1,0.43,08048
8,49,338,1,0.3,334,98.82,3,0.89,08049
8,50,311,0,0.0,309,99.36,2,0.64,08050
8,51,382,4,1.05,376,98.43,2,0.52,08051
8,52,308,3,0.97,301,97.73,4,1.3,08052
8,53,353,1,0.28,351,99.43,1,0.28,08053
8,54,311,6,1.93,304,97.75,1,0.32,08054
8,55,312,2,0.64,309,99.04,1,0.32,08055
8,56,387,7,1.81,377,97.42,3,0.78,08056
8,57,263,1,0.38,260,98.86,2,0.76,08057
8,58,323,2,0.62,319,98.76,2,0.62,08058
8,59,207,6,2.9,200,96.62,1,0.48,08059
8,60,251,2,0.8,249,99.2,0,0.0,08060
8,61,263,3,1.14,260,98.86,0,0.0,08061
8,62,275,3,1.09,272,98.91,0,0.0,08062
8,63,317,3,0.95,313,98.74,1,0.32,08063
8,64,282,0,0.0,281,99.65,1,0.35,08064
8,65,204,3,1.47,201,98.53,0,0.0,08065
8,66,431,4,0.93,426,98.84,1,0.23,08066
8,67,152,0,0.0,152,100.0,0,0.0,08067
8,68,199,2,1.01,197,98.99,0,0.0,08068
8,69,190,1,0.53,188,98.95,1,0.53,08069
8,70,371,1,0.27,370,99.73,0,0.0,08070
9,1,359,2,0.56,356,99.16,1,0.28,09001
9,2,373,3,0.8,366,98.12,4,1.07,09002
9,3,255,2,0.78,251,98.43,2,0.78,09003
9,4,400,4,1.0,392,98.0,4,1.0,09004
9,5,340,3,0.88,333,97.94,4,1.18,09005
9,6,319,3,0.94,312,97.81,4,1.25,09006
9,7,348,2,0.57,344,98.85,2,0.57,09007
9,8,246,1,0.41,244,99.19,1,0.41,09008
9,9,352,2,0.57,347,98.58,3,0.85,09009
9,10,310,2,0.65,308,99.35,0,0.0,09010
9,11,229,5,2.18,222,96.94,2,0.87,09011
9,12,345,3,0.87,341,98.84,1,0.29,09012
9,13,412,4,0.97,406,98.54,2,0.49,09013
9,14,428,2,0.47,424,99.07,2,0.47,09014
9,15,158,4,2.53,152,96.2,2,1.27,09015
9,16,360,2,0.56,354,98.33,4,1.11,09016
9,17,294,3,1.02,291,98.98,0,0.0,09017
9,18,343,6,1.75,334,97.38,3,0.87,09018
9,19,374,4,1.07,369,98.66,1,0.27,09019
9,20,362,4,1.1,353,97.51,5,1.38,09020
9,21,232,0,0.0,232,100.0,0,0.0,09021
9,22,381,5,1.31,373,97.9,3,0.79,09022
9,23,258,1,0.39,253,98.06,4,1.55,09023
9,24,186,2,1.08,182,97.85,2,1.08,09024
9,25,145,1,0.69,144,99.31,0,0.0,09025
9,26,219,3,1.37,216,98.63,0,0.0,09026
9,27,191,2,1.05,189,98.95,0,0.0,09027
9,28,257,10,3.89,242,94.16,5,1.95,09028
9,29,289,0,0.0,286,98.96,3,1.04,09029
9,30,255,3,1.18,250,98.04,2,0.78,09030
9,31,276,5,1.81,269,97.46,2,0.72,09031
9,32,348,3,0.86,344,98.85,1,0.29,09032
9,33,213,4,1.88,207,97.18,2,0.94,09033
9,34,326,6,1.84,317,97.24,3,0.92,09034
9,35,309,0,0.0,308,99.68,1,0.32,09035
9,36,175,2,1.14,171,97.71,2,1.14,09036
9,37,282,55,19.5,217,76.95,10,3.55,09037
