ward,precinct,total,RONALD SWICK,RONALD SWICK Percent,MICHAEL F. SHEAHAN,MICHAEL F. SHEAHAN Percent,precinct_id
49,33,190,32,16.84,158,83.16,49033
49,34,222,26,11.71,196,88.29,49034
49,35,335,54,16.12,281,83.88,49035
49,36,316,48,15.19,268,84.81,49036
49,37,124,23,18.55,101,81.45,49037
49,38,195,17,8.72,178,91.28,49038
49,39,217,28,12.9,189,87.1,49039
49,40,219,34,15.53,185,84.47,49040
49,41,237,40,16.88,197,83.12,49041
49,42,243,28,11.52,215,88.48,49042
49,43,245,17,6.94,228,93.06,49043
49,44,278,48,17.27,230,82.73,49044
50,1,336,72,21.43,264,78.57,50001
50,2,318,54,16.98,264,83.02,50002
50,3,274,45,16.42,229,83.58,50003
50,4,289,40,13.84,249,86.16,50004
50,5,305,42,13.77,263,86.23,50005
50,6,234,38,16.24,196,83.76,50006
50,7,318,74,23.27,244,76.73,50007
50,8,233,50,21.46,183,78.54,50008
50,9,226,37,16.37,189,83.63,50009
50,10,220,39,17.73,181,82.27,50010
50,11,230,50,21.74,180,78.26,50011
50,12,220,18,8.18,202,91.82,50012
50,13,310,59,19.03,251,80.97,50013
50,14,165,27,16.36,138,83.64,50014
50,15,310,57,18.39,253,81.61,50015
50,16,192,23,11.98,169,88.02,50016
50,17,222,47,21.17,175,78.83,50017
50,18,205,44,21.46,161,78.54,50018
50,19,217,46,21.2,171,78.8,50019
50,20,261,49,18.77,212,81.23,50020
50,21,309,74,23.95,235,76.05,50021
50,22,261,47,18.01,214,81.99,50022
50,23,174,51,29.31,123,70.69,50023
50,24,232,41,17.67,191,82.33,50024
50,25,298,77,25.84,221,74.16,50025
50,26,178,35,19.66,143,80.34,50026
50,27,116,17,14.66,99,85.34,50027
50,28,273,42,15.38,231,84.62,50028
50,29,260,53,20.38,207,79.62,50029
50,30,248,51,20.56,197,79.44,50030
50,31,125,8,6.4,117,93.6,50031
50,32,200,31,15.5,169,84.5,50032
50,33,157,35,22.29,122,77.71,50033
50,34,136,20,14.71,116,85.29,50034
50,35,307,63,20.52,244,79.48,50035
50,36,262,58,22.14,204,77.86,50036
50,37,309,49,15.86,260,84.14,50037
50,38,182,21,11.54,161,88.46,50038
50,39,244,29,11.89,215,88.11,50039
50,40,272,53,19.49,219,80.51,50040
50,41,308,73,23.7,235,76.3,50041
50,42,317,49,15.46,268,84.54,50042
50,43,216,39,18.06,177,81.94,50043
50,44,229,40,17.47,189,82.53,50044
50,45,147,34,23.13,113,76.87,50045
