ward,precinct,total,J. RYAN AND C. HAWKINSON,J. RYAN AND C. HAWKINSON Percent,R. BLAGOJEVICH AND P. QUINN,R. BLAGOJEVICH AND P. QUINN Percent,C. SKINNER AND J. TOBIN,C. SKINNER AND J. TOBIN Percent,M. BROWN,M. BROWN Percent,precinct_id
8,11,293,8,2.73,280,95.56,0,0.0,5,1.71,08011
8,12,288,21,7.29,265,92.01,1,0.35,1,0.35,08012
8,13,260,9,3.46,246,94.62,1,0.38,4,1.54,08013
8,14,279,5,1.79,268,96.06,2,0.72,4,1.43,08014
8,15,282,11,3.9,268,95.04,1,0.35,2,0.71,08015
8,16,319,12,3.76,299,93.73,4,1.25,4,1.25,08016
8,17,262,10,3.82,248,94.66,1,0.38,3,1.15,08017
8,18,221,2,0.9,216,97.74,0,0.0,3,1.36,08018
8,19,358,17,4.75,339,94.69,0,0.0,2,0.56,08019
8,20,225,7,3.11,214,95.11,2,0.89,2,0.89,08020
8,21,244,12,4.92,231,94.67,0,0.0,1,0.41,08021
8,22,272,5,1.84,262,96.32,1,0.37,4,1.47,08022
8,23,297,12,4.04,282,94.95,2,0.67,1,0.34,08023
8,24,327,11,3.36,308,94.19,3,0.92,5,1.53,08024
8,25,314,6,1.91,305,97.13,0,0.0,3,0.96,08025
8,26,225,3,1.33,216,96.0,1,0.44,5,2.22,08026
8,27,323,18,5.57,301,93.19,1,0.31,3,0.93,08027
8,28,231,7,3.03,220,95.24,1,0.43,3,1.3,08028
8,29,309,10,3.24,288,93.2,3,0.97,8,2.59,08029
8,30,241,12,4.98,225,93.36,2,0.83,2,0.83,08030
8,31,217,4,1.84,213,98.16,0,0.0,0,0.0,08031
8,32,501,18,3.59,477,95.21,0,0.0,6,1.2,08032
8,33,267,10,3.75,253,94.76,1,0.37,3,1.12,08033
8,34,357,17,4.76,333,93.28,4,1.12,3,0.84,08034
8,35,360,14,3.89,345,95.83,1,0.28,0,0.0,08035
8,36,288,4,1.39,280,97.22,1,0.35,3,1.04,08036
8,37,342,6,1.75,331,96.78,1,0.29,4,1.17,08037
8,38,269,4,1.49,257,95.54,1,0.37,7,2.6,08038
8,39,343,9,2.62,330,96.21,2,0.58,2,0.58,08039
8,40,304,14,4.61,285,93.75,0,0.0,5,1.64,08040
8,41,279,9,3.23,262,93.91,5,1.79,3,1.08,08041
8,42,293,14,4.78,273,93.17,0,0.0,6,2.05,08042
8,43,308,8,2.6,288,93.51,3,0.97,9,2.92,08043
8,44,218,9,4.13,206,94.5,1,0.46,2,0.92,08044
8,45,234,7,2.99,226,96.58,0,0.0,1,0.43,08045
8,46,237,11,4.64,220,92.83,3,1.27,3,1.27,08046
8,47,321,8,2.49,306,95.33,3,0.93,4,1.25,08047
8,48,226,11,4.87,213,94.25,1,0.44,1,0.44,08048
8,49,329,4,1.22,323,98.18,2,0.61,0,0.0,08049
8,50,306,10,3.27,291,95.1,0,0.0,5,1.63,08050
8,51,383,12,3.13,366,95.56,3,0.78,2,0.52,08051
8,52,304,5,1.64,293,96.38,2,0.66,4,1.32,08052
8,53,349,23,6.59,322,92.26,0,0.0,4,1.15,08053
8,54,308,15,4.87,290,94.16,1,0.32,2,0.65,08054
8,55,309,10,3.24,292,94.5,1,0.32,6,1.94,08055
8,56,383,16,4.18,361,94.26,2,0.52,4,1.04,08056
8,57,255,10,3.92,241,94.51,2,0.78,2,0.78,08057
8,58,317,11,3.47,302,95.27,2,0.63,2,0.63,08058
8,59,204,13,6.37,190,93.14,0,0.0,1,0.49,08059
8,60,249,11,4.42,235,94.38,1,0.4,2,0.8,08060
8,61,258,13,5.04,243,94.19,1,0.39,1,0.39,08061
8,62,273,14,5.13,257,94.14,1,0.37,1,0.37,08062
8,63,312,4,1.28,302,96.79,3,0.96,3,0.96,08063
8,64,283,2,0.71,276,97.53,1,0.35,4,1.41,08064
8,65,197,6,3.05,186,94.42,1,0.51,4,2.03,08065
8,66,420,15,3.57,398,94.76,3,0.71,4,0.95,08066
8,67,147,8,5.44,135,91.84,0,0.0,4,2.72,08067
8,68,193,4,2.07,188,97.41,0,0.0,1,0.52,08068
8,69,190,7,3.68,178,93.68,0,0.0,5,2.63,08069
8,70,367,7,1.91,356,97.0,0,0.0,4,1.09,08070
9,1,354,7,1.98,341,96.33,0,0.0,6,1.69,09001
9,2,370,9,2.43,358,96.76,1,0.27,2,0.54,09002
9,3,249,3,1.2,242,97.19,1,0.4,3,1.2,09003
9,4,393,11,2.8,373,94.91,1,0.25,8,2.04,09004
9,5,331,8,2.42,317,95.77,0,0.0,6,1.81,09005
9,6,323,9,2.79,309,95.67,1,0.31,4,1.24,09006
9,7,345,9,2.61,329,95.36,1,0.29,6,1.74,09007
9,8,244,11,4.51,230,94.26,0,0.0,3,1.23,09008
9,9,349,12,3.44,332,95.13,1,0.29,4,1.15,09009
9,10,305,8,2.62,295,96.72,2,0.66,0,0.0,09010
9,11,224,5,2.23,212,94.64,2,0.89,5,2.23,09011
9,12,339,8,2.36,327,96.46,2,0.59,2,0.59,09012
9,13,410,25,6.1,379,92.44,2,0.49,4,0.98,09013
9,14,426,21,4.93,400,93.9,2,0.47,3,0.7,09014
9,15,160,4,2.5,155,96.88,1,0.63,0,0.0,09015
9,16,351,10,2.85,334,95.16,4,1.14,3,0.85,09016
9,17,288,8,2.78,277,96.18,1,0.35,2,0.69,09017
9,18,336,10,2.98,321,95.54,1,0.3,4,1.19,09018
9,19,369,15,4.07,346,93.77,4,1.08,4,1.08,09019
9,20,351,8,2.28,337,96.01,1,0.28,5,1.42,09020
9,21,233,6,2.58,225,96.57,0,0.0,2,0.86,09021
9,22,376,16,4.26,358,95.21,0,0.0,2,0.53,09022
9,23,246,9,3.66,234,95.12,3,1.22,0,0.0,09023
9,24,178,4,2.25,169,94.94,3,1.69,2,1.12,09024
9,25,148,7,4.73,140,94.59,0,0.0,1,0.68,09025
9,26,215,7,3.26,205,95.35,1,0.47,2,0.93,09026
9,27,190,7,3.68,179,94.21,1,0.53,3,1.58,09027
9,28,253,10,3.95,243,96.05,0,0.0,0,0.0,09028
9,29,282,10,3.55,266,94.33,2,0.71,4,1.42,09029
9,30,252,5,1.98,243,96.43,1,0.4,3,1.19,09030
9,31,269,12,4.46,256,95.17,0,0.0,1,0.37,09031
9,32,343,12,3.5,328,95.63,0,0.0,3,0.87,09032
9,33,208,5,2.4,202,97.12,0,0.0,1,0.48,09033
9,34,320,11,3.44,301,94.06,3,0.94,5,1.56,09034
9,35,305,6,1.97,297,97.38,0,0.0,2,0.66,09035
9,36,178,4,2.25,169,94.94,0,0.0,5,2.81,09036
9,37,283,76,26.86,193,68.2,8,2.83,6,2.12,09037
9,38,338,11,3.25,319,94.38,3,0.89,5,1.48,09038
9,39,327,7,2.14,316,96.64,0,0.0,4,1.22,09039
9,40,338,13,3.85,321,94.97,1,0.3,3,0.89,09040
9,41,407,15,3.69,382,93.86,0,0.0,10,2.46,09041
9,42,283,9,3.18,270,95.41,0,0.0,4,1.41,09042
9,43,246,7,2.85,231,93.9,1,0.41,7,2.85,09043
9,44,271,8,2.95,259,95.57,1,0.37,3,1.11,09044
9,45,329,15,4.56,309,93.92,1,0.3,4,1.22,09045
9,46,282,12,4.26,265,93.97,2,0.71,3,1.06,09046
9,47,209,11,5.26,197,94.26,1,0.48,0,0.0,09047
9,48,322,18,5.59,299,92.86,1,0.31,4,1.24,09048
9,49,134,6,4.48,127,94.78,0,0.0,1,0.75,09049
9,50,128,8,6.25,118,92.19,1,0.78,1,0.78,09050
9,51,231,7,3.03,223,96.54,1,0.43,0,0.0,09051
9,52,309,10,3.24,293,94.82,2,0.65,4,1.29,09052
9,53,254,14,5.51,234,92.13,2,0.79,4,1.57,09053
9,54,259,8,3.09,249,96.14,0,0.0,2,0.77,09054
9,55,173,8,4.62,164,94.8,0,0.0,1,0.58,09055
9,56,174,4,2.3,169,97.13,1,0.57,0,0.0,09056
9,57,192,45,23.44,139,72.4,5,2.6,3,1.56,09057
9,58,233,12,5.15,218,93.56,0,0.0,3,1.29,09058
10,1,220,13,5.91,203,92.27,1,0.45,3,1.36,10001
10,2,213,69,32.39,142,66.67,1,0.47,1,0.47,10002
10,3,301,113,37.54,178,59.14,9,2.99,1,0.33,10003
10,4,212,24,11.32,184,86.79,1,0.47,3,1.42,10004
10,5,255,62,24.31,186,72.94,4,1.57,3,1.18,10005
10,6,240,6,2.5,232,96.67,0,0.0,2,0.83,10006
10,7,63,8,12.7,52,82.54,2,3.17,1,1.59,10007
10,8,272,84,30.88,183,67.28,3,1.1,2,0.74,10008
10,9,280,99,35.36,174,62.14,7,2.5,0,0.0,10009
10,10,289,99,34.26,185,64.01,3,1.04,2,0.69,10010
10,11,280,71,25.36,202,72.14,2,0.71,5,1.79,10011
10,12,223,56,25.11,164,73.54,3,1.35,0,0.0,10012
10,13,219,61,27.85,156,71.23,1,0.46,1,0.46,10013
10,14,291,100,34.36,189,64.95,2,0.69,0,0.0,10014
10,15,131,46,35.11,85,64.89,0,0.0,0,0.0,10015
10,16,273,102,37.36,168,61.54,2,0.73,1,0.37,10016
10,17,263,81,30.8,176,66.92,6,2.28,0,0.0,10017
10,18,170,15,8.82,151,88.82,1,0.59,3,1.76,10018
10,19,305,103,33.77,196,64.26,5,1.64,1,0.33,10019
10,20,222,64,28.83,155,69.82,2,0.9,1,0.45,10020
10,21,231,78,33.77,147,63.64,4,1.73,2,0.87,10021
10,22,90,14,15.56,74,82.22,2,2.22,0,0.0,10022
10,23,201,26,12.94,173,86.07,2,1.0,0,0.0,10023
10,24,247,97,39.27,148,59.92,2,0.81,0,0.0,10024
10,25,290,22,7.59,263,90.69,0,0.0,5,1.72,10025
10,26,206,50,24.27,154,74.76,1,0.49,1,0.49,10026
10,27,332,87,26.2,235,70.78,9,2.71,1,0.3,10027
10,28,268,17,6.34,249,92.91,1,0.37,1,0.37,10028
10,29,227,8,3.52,217,95.59,1,0.44,1,0.44,10029
10,30,301,47,15.61,252,83.72,1,0.33,1,0.33,10030
10,31,280,62,22.14,214,76.43,2,0.71,2,0.71,10031
10,32,269,75,27.88,186,69.14,4,1.49,4,1.49,10032
10,33,249,47,18.88,198,79.52,2,0.8,2,0.8,10033
10,34,226,33,14.6,186,82.3,5,2.21,2,0.88,10034
10,35,238,38,15.97,193,81.09,4,1.68,3,1.26,10035
10,36,273,19,6.96,249,91.21,1,0.37,4,1.47,10036
10,37,194,6,3.09,183,94.33,3,1.55,2,1.03,10037
10,38,299,94,31.44,201,67.22,4,1.34,0,0.0,10038
10,39,243,56,23.05,185,76.13,2,0.82,0,0.0,10039
10,40,235,11,4.68,223,94.89,0,0.0,1,0.43,10040
10,41,319,115,36.05,201,63.01,2,0.63,1,0.31,10041
10,42,269,98,36.43,161,59.85,6,2.23,4,1.49,10042
10,43,113,11,9.73,101,89.38,1,0.88,0,0.0,10043
10,44,224,29,12.95,191,85.27,1,0.45,3,1.34,10044
10,45,175,33,18.86,134,76.57,7,4.0,1,0.57,10045
10,46,233,50,21.46,183,78.54,0,0.0,0,0.0,10046
10,47,237,61,25.74,173,73.0,2,0.84,1,0.42,10047
10,48,190,8,4.21,180,94.74,0,0.0,2,1.05,10048
10,49,177,8,4.52,166,93.79,2,1.13,1,0.56,10049
11,1,297,90,30.3,204,68.69,0,0.0,3,1.01,11001
11,2,248,50,20.16,191,77.02,3,1.21,4,1.61,11002
11,3,225,39,17.33,183,81.33,3,1.33,0,0.0,11003
11,4,343,77,22.45,260,75.8,2,0.58,4,1.17,11004
11,5,205,31,15.12,168,81.95,2,0.98,4,1.95,11005
11,6,394,76,19.29,303,76.9,9,2.28,6,1.52,11006
11,7,303,71,23.43,225,74.26,4,1.32,3,0.99,11007
11,8,298,50,16.78,234,78.52,7,2.35,7,2.35,11008
11,9,275,51,18.55,223,81.09,1,0.36,0,0.0,11009
11,10,168,32,19.05,130,77.38,5,2.98,1,0.6,11010
11,11,330,67,20.3,259,78.48,3,0.91,1,0.3,11011
11,12,329,65,19.76,259,78.72,3,0.91,2,0.61,11012
11,13,312,69,22.12,240,76.92,1,0.32,2,0.64,11013
11,14,256,57,22.27,196,76.56,3,1.17,0,0.0,11014
11,15,239,63,26.36,173,72.38,2,0.84,1,0.42,11015
11,16,295,49,16.61,237,80.34,7,2.37,2,0.68,11016
11,17,374,87,23.26,279,74.6,5,1.34,3,0.8,11017
11,18,210,49,23.33,156,74.29,4,1.9,1,0.48,11018
11,19,254,49,19.29,196,77.17,6,2.36,3,1.18,11019
11,20,228,43,18.86,181,79.39,2,0.88,2,0.88,11020
11,21,377,77,20.42,289,76.66,10,2.65,1,0.27,11021
11,22,246,44,17.89,195,79.27,6,2.44,1,0.41,11022
11,23,243,49,20.16,188,77.37,6,2.47,0,0.0,11023
11,24,419,76,18.14,334,79.71,8,1.91,1,0.24,11024
11,25,204,37,18.14,165,80.88,0,0.0,2,0.98,11025
11,26,408,67,16.42,323,79.17,12,2.94,6,1.47,11026
11,27,329,88,26.75,239,72.64,1,0.3,1,0.3,11027
11,28,259,39,15.06,214,82.63,6,2.32,0,0.0,11028
11,29,360,58,16.11,294,81.67,7,1.94,1,0.28,11029
11,30,288,59,20.49,219,76.04,7,2.43,3,1.04,11030
11,31,249,62,24.9,186,74.7,0,0.0,1,0.4,11031
11,32,237,47,19.83,188,79.32,2,0.84,0,0.0,11032
11,33,216,48,22.22,163,75.46,3,1.39,2,0.93,11033
11,34,169,35,20.71,128,75.74,3,1.78,3,1.78,11034
11,35,356,69,19.38,281,78.93,4,1.12,2,0.56,11035
11,36,93,7,7.53,85,91.4,1,1.08,0,0.0,11036
11,37,276,61,22.1,214,77.54,1,0.36,0,0.0,11037
11,38,406,97,23.89,306,75.37,3,0.74,0,0.0,11038
11,39,407,72,17.69,332,81.57,1,0.25,2,0.49,11039
11,40,169,30,17.75,136,80.47,3,1.78,0,0.0,11040
11,41,182,28,15.38,151,82.97,3,1.65,0,0.0,11041
11,42,233,46,19.74,181,77.68,6,2.58,0,0.0,11042
11,43,398,101,25.38,290,72.86,6,1.51,1,0.25,11043
11,44,281,76,27.05,197,70.11,3,1.07,5,1.78,11044
11,45,187,50,26.74,135,72.19,1,0.53,1,0.53,11045
11,46,193,19,9.84,172,89.12,2,1.04,0,0.0,11046
11,47,279,58,20.79,212,75.99,6,2.15,3,1.08,11047
11,48,155,47,30.32,104,67.1,4,2.58,0,0.0,11048
11,49,240,58,24.17,177,73.75,3,1.25,2,0.83,11049
11,50,204,46,22.55,152,74.51,3,1.47,3,1.47,11050
12,1,104,7,6.73,95,91.35,1,0.96,1,0.96,12001
12,2,158,21,13.29,131,82.91,6,3.8,0,0.0,12002
12,3,154,16,10.39,134,87.01,2,1.3,2,1.3,12003
12,4,139,20,14.39,118,84.89,1,0.72,0,0.0,12004
12,5,182,39,21.43,138,75.82,4,2.2,1,0.55,12005
12,6,120,6,5.0,108,90.0,2,1.67,4,3.33,12006
12,7,68,5,7.35,61,89.71,1,1.47,1,1.47,12007
12,8,301,70,23.26,225,74.75,3,1.0,3,1.0,12008
12,9,118,17,14.41,99,83.9,1,0.85,1,0.85,12009
12,10,98,18,18.37,76,77.55,2,2.04,2,2.04,12010
12,11,145,22,15.17,119,82.07,0,0.0,4,2.76,12011
12,12,125,30,24.0,90,72.0,5,4.0,0,0.0,12012
12,13,140,31,22.14,105,75.0,3,2.14,1,0.71,12013
12,14,123,15,12.2,107,86.99,0,0.0,1,0.81,12014
12,15,159,14,8.81,141,88.68,2,1.26,2,1.26,12015
12,16,160,20,12.5,135,84.38,3,1.88,2,1.25,12016
12,17,114,20,17.54,92,80.7,1,0.88,1,0.88,12017
12,18,164,14,8.54,147,89.63,2,1.22,1,0.61,12018
12,19,161,34,21.12,126,78.26,0,0.0,1,0.62,12019
12,20,184,40,21.74,140,76.09,3,1.63,1,0.54,12020
12,21,212,45,21.23,166,78.3,0,0.0,1,0.47,12021
12,22,123,17,13.82,101,82.11,4,3.25,1,0.81,12022
12,23,130,27,20.77,99,76.15,2,1.54,2,1.54,12023
12,24,223,51,22.87,168,75.34,4,1.79,0,0.0,12024
12,25,153,34,22.22,117,76.47,1,0.65,1,0.65,12025
12,26,164,24,14.63,137,83.54,1,0.61,2,1.22,12026
12,27,109,36,33.03,69,63.3,3,2.75,1,0.92,12027
12,28,178,36,20.22,140,78.65,2,1.12,0,0.0,12028
12,29,183,43,23.5,138,75.41,2,1.09,0,0.0,12029
13,1,322,120,37.27,192,59.63,7,2.17,3,0.93,13001
13,2,265,76,28.68,183,69.06,5,1.89,1,0.38,13002
13,3,337,79,23.44,251,74.48,3,0.89,4,1.19,13003
13,4,465,158,33.98,298,64.09,5,1.08,4,0.86,13004
13,5,275,54,19.64,214,77.82,6,2.18,1,0.36,13005
13,6,295,92,31.19,202,68.47,0,0.0,1,0.34,13006
13,7,322,79,24.53,236,73.29,5,1.55,2,0.62,13007
13,8,355,105,29.58,244,68.73,5,1.41,1,0.28,13008
13,9,313,75,23.96,233,74.44,4,1.28,1,0.32,13009
13,10,289,101,34.95,184,63.67,3,1.04,1,0.35,13010
13,11,285,87,30.53,196,68.77,1,0.35,1,0.35,13011
13,12,331,96,29.0,226,68.28,7,2.11,2,0.6,13012
13,13,358,80,22.35,273,76.26,4,1.12,1,0.28,13013
13,14,262,78,29.77,182,69.47,2,0.76,0,0.0,13014
13,15,321,92,28.66,224,69.78,3,0.93,2,0.62,13015
13,16,257,73,28.4,182,70.82,1,0.39,1,0.39,13016
13,17,335,106,31.64,226,67.46,3,0.9,0,0.0,13017
13,18,284,62,21.83,219,77.11,1,0.35,2,0.7,13018
13,19,248,47,18.95,198,79.84,2,0.81,1,0.4,13019
13,20,293,61,20.82,228,77.82,3,1.02,1,0.34,13020
13,21,216,67,31.02,146,67.59,2,0.93,1,0.46,13021
13,22,341,68,19.94,268,78.59,2,0.59,3,0.88,13022
13,23,247,60,24.29,185,74.9,2,0.81,0,0.0,13023
13,24,343,82,23.91,257,74.93,2,0.58,2,0.58,13024
13,25,264,78,29.55,182,68.94,3,1.14,1,0.38,13025
13,26,217,49,22.58,162,74.65,3,1.38,3,1.38,13026
13,27,368,94,25.54,258,70.11,11,2.99,5,1.36,13027
13,28,241,54,22.41,184,76.35,2,0.83,1,0.41,13028
13,29,317,105,33.12,209,65.93,2,0.63,1,0.32,13029
13,30,282,61,21.63,216,76.6,5,1.77,0,0.0,13030
13,31,302,55,18.21,245,81.13,2,0.66,0,0.0,13031
13,32,299,48,16.05,247,82.61,3,1.0,1,0.33,13032
13,33,292,60,20.55,224,76.71,3,1.03,5,1.71,13033
13,34,288,81,28.13,203,70.49,3,1.04,1,0.35,13034
13,35,356,103,28.93,251,70.51,1,0.28,1,0.28,13035
13,36,196,52,26.53,143,72.96,1,0.51,0,0.0,13036
13,37,239,60,25.1,175,73.22,4,1.67,0,0.0,13037
13,38,346,117,33.82,225,65.03,1,0.29,3,0.87,13038
13,39,303,83,27.39,213,70.3,6,1.98,1,0.33,13039
13,40,275,65,23.64,206,74.91,3,1.09,1,0.36,13040
13,41,256,52,20.31,203,79.3,1,0.39,0,0.0,13041
13,42,370,109,29.46,258,69.73,2,0.54,1,0.27,13042
13,43,247,49,19.84,195,78.95,2,0.81,1,0.4,13043
13,44,373,44,11.8,324,86.86,2,0.54,3,0.8,13044
13,45,432,129,29.86,297,68.75,4,0.93,2,0.46,13045
13,46,286,64,22.38,219,76.57,3,1.05,0,0.0,13046
13,47,337,72,21.36,261,77.45,3,0.89,1,0.3,13047
13,48,294,69,23.47,221,75.17,3,1.02,1,0.34,13048
13,49,363,89,24.52,270,74.38,1,0.28,3,0.83,13049
13,50,366,78,21.31,286,78.14,2,0.55,0,0.0,13050
13,51,257,58,22.57,195,75.88,1,0.39,3,1.17,13051
13,52,373,120,32.17,247,66.22,5,1.34,1,0.27,13052
13,53,384,111,28.91,262,68.23,9,2.34,2,0.52,13053
13,54,316,73,23.1,239,75.63,3,0.95,1,0.32,13054
14,1,181,31,17.13,148,81.77,2,1.1,0,0.0,14001
14,2,197,49,24.87,143,72.59,2,1.02,3,1.52,14002
14,3,275,49,17.82,224,81.45,2,0.73,0,0.0,14003
14,4,196,34,17.35,157,80.1,3,1.53,2,1.02,14004
14,5,284,35,12.32,245,86.27,3,1.06,1,0.35,14005
14,6,181,40,22.1,141,77.9,0,0.0,0,0.0,14006
14,7,229,51,22.27,174,75.98,4,1.75,0,0.0,14007
14,8,132,31,23.48,100,75.76,0,0.0,1,0.76,14008
14,9,242,39,16.12,200,82.64,3,1.24,0,0.0,14009
14,10,216,46,21.3,169,78.24,1,0.46,0,0.0,14010
14,11,193,23,11.92,168,87.05,1,0.52,1,0.52,14011
14,12,165,24,14.55,139,84.24,2,1.21,0,0.0,14012
14,13,271,81,29.89,187,69.0,3,1.11,0,0.0,14013
14,14,161,20,12.42,137,85.09,0,0.0,4,2.48,14014
14,15,273,35,12.82,236,86.45,2,0.73,0,0.0,14015
14,16,251,65,25.9,183,72.91,2,0.8,1,0.4,14016
14,17,278,34,12.23,242,87.05,2,0.72,0,0.0,14017
14,18,206,37,17.96,165,80.1,3,1.46,1,0.49,14018
14,19,300,42,14.0,255,85.0,3,1.0,0,0.0,14019
14,20,198,43,21.72,151,76.26,3,1.52,1,0.51,14020
14,21,238,40,16.81,194,81.51,2,0.84,2,0.84,14021
14,22,251,46,18.33,202,80.48,2,0.8,1,0.4,14022
14,23,170,30,17.65,139,81.76,0,0.0,1,0.59,14023
14,24,152,25,16.45,126,82.89,1,0.66,0,0.0,14024
14,25,241,49,20.33,190,78.84,1,0.41,1,0.41,14025
14,26,150,25,16.67,122,81.33,2,1.33,1,0.67,14026
14,27,157,40,25.48,114,72.61,2,1.27,1,0.64,14027
14,28,250,62,24.8,186,74.4,1,0.4,1,0.4,14028
14,29,256,30,11.72,222,86.72,3,1.17,1,0.39,14029
14,30,192,42,21.88,150,78.13,0,0.0,0,0.0,14030
14,31,215,24,11.16,187,86.98,1,0.47,3,1.4,14031
14,32,179,26,14.53,151,84.36,1,0.56,1,0.56,14032
14,33,170,19,11.18,147,86.47,2,1.18,2,1.18,14033
14,34,188,23,12.23,164,87.23,1,0.53,0,0.0,14034
14,35,118,40,33.9,74,62.71,2,1.69,2,1.69,14035
14,36,263,45,17.11,212,80.61,5,1.9,1,0.38,14036
14,37,205,26,12.68,175,85.37,3,1.46,1,0.49,14037
15,1,153,16,10.46,133,86.93,1,0.65,3,1.96,15001
15,2,200,6,3.0,193,96.5,1,0.5,0,0.0,15002
15,3,231,8,3.46,218,94.37,1,0.43,4,1.73,15003
15,4,213,5,2.35,205,96.24,2,0.94,1,0.47,15004
15,5,224,9,4.02,212,94.64,1,0.45,2,0.89,15005
15,6,195,16,8.21,174,89.23,3,1.54,2,1.03,15006
15,7,180,5,2.78,172,95.56,0,0.0,3,1.67,15007
15,8,280,12,4.29,262,93.57,3,1.07,3,1.07,15008
15,9,225,23,10.22,202,89.78,0,0.0,0,0.0,15009
15,10,201,54,26.87,142,70.65,4,1.99,1,0.5,15010
15,11,205,15,7.32,188,91.71,0,0.0,2,0.98,15011
15,12,135,4,2.96,129,95.56,1,0.74,1,0.74,15012
15,13,149,10,6.71,138,92.62,1,0.67,0,0.0,15013
15,14,241,46,19.09,189,78.42,3,1.24,3,1.24,15014
15,15,269,23,8.55,241,89.59,1,0.37,4,1.49,15015
15,16,177,46,25.99,127,71.75,2,1.13,2,1.13,15016
15,17,225,4,1.78,220,97.78,0,0.0,1,0.44,15017
15,18,190,7,3.68,178,93.68,3,1.58,2,1.05,15018
15,19,201,6,2.99,192,95.52,1,0.5,2,1.0,15019
15,20,203,8,3.94,194,95.57,1,0.49,0,0.0,15020
15,21,217,9,4.15,208,95.85,0,0.0,0,0.0,15021
15,22,234,5,2.14,226,96.58,1,0.43,2,0.85,15022
15,23,185,7,3.78,177,95.68,1,0.54,0,0.0,15023
15,24,192,8,4.17,182,94.79,0,0.0,2,1.04,15024
15,25,222,18,8.11,203,91.44,1,0.45,0,0.0,15025
15,26,180,7,3.89,169,93.89,1,0.56,3,1.67,15026
15,27,156,8,5.13,146,93.59,1,0.64,1,0.64,15027
15,28,251,43,17.13,203,80.88,4,1.59,1,0.4,15028
15,29,112,5,4.46,106,94.64,1,0.89,0,0.0,15029
15,30,234,12,5.13,219,93.59,1,0.43,2,0.85,15030
15,31,171,6,3.51,163,95.32,2,1.17,0,0.0,15031
15,32,247,16,6.48,224,90.69,6,2.43,1,0.4,15032
15,33,187,7,3.74,178,95.19,0,0.0,2,1.07,15033
15,34,174,5,2.87,166,95.4,1,0.57,2,1.15,15034
15,35,210,4,1.9,203,96.67,0,0.0,3,1.43,15035
15,36,177,3,1.69,171,96.61,1,0.56,2,1.13,15036
15,37,196,8,4.08,182,92.86,2,1.02,4,2.04,15037
15,38,179,12,6.7,165,92.18,1,0.56,1,0.56,15038
15,39,227,3,1.32,218,96.04,0,0.0,6,2.64,15039
15,40,203,6,2.96,193,95.07,4,1.97,0,0.0,15040
15,41,286,53,18.53,226,79.02,2,0.7,5,1.75,15041
15,42,137,4,2.92,130,94.89,1,0.73,2,1.46,15042
15,43,200,3,1.5,190,95.0,3,1.5,4,2.0,15043
15,44,207,21,10.14,182,87.92,2,0.97,2,0.97,15044
15,45,87,5,5.75,81,93.1,1,1.15,0,0.0,15045
15,46,200,5,2.5,192,96.0,1,0.5,2,1.0,15046
15,47,226,3,1.33,219,96.9,1,0.44,3,1.33,15047
15,48,167,5,2.99,159,95.21,2,1.2,1,0.6,15048
15,49,161,15,9.32,145,90.06,0,0.0,1,0.62,15049
15,50,199,7,3.52,188,94.47,2,1.01,2,1.01,15050
15,51,166,5,3.01,158,95.18,2,1.2,1,0.6,15051
15,52,136,10,7.35,124,91.18,0,0.0,2,1.47,15052
16,1,124,8,6.45,112,90.32,1,0.81,3,2.42,16001
16,2,165,10,6.06,151,91.52,3,1.82,1,0.61,16002
16,3,227,12,5.29,214,94.27,0,0.0,1,0.44,16003
16,4,183,13,7.1,165,90.16,2,1.09,3,1.64,16004
16,5,228,5,2.19,218,95.61,3,1.32,2,0.88,16005
16,6,81,3,3.7,76,93.83,2,2.47,0,0.0,16006
16,7,204,9,4.41,189,92.65,5,2.45,1,0.49,16007
16,8,169,8,4.73,159,94.08,0,0.0,2,1.18,16008
16,9,283,9,3.18,267,94.35,1,0.35,6,2.12,16009
16,10,157,5,3.18,143,91.08,1,0.64,8,5.1,16010
16,11,261,11,4.21,248,95.02,1,0.38,1,0.38,16011
16,12,159,7,4.4,150,94.34,1,0.63,1,0.63,16012
16,13,171,24,14.04,145,84.8,1,0.58,1,0.58,16013
16,14,237,10,4.22,224,94.51,0,0.0,3,1.27,16014
16,15,250,16,6.4,231,92.4,2,0.8,1,0.4,16015
16,16,208,3,1.44,202,97.12,1,0.48,2,0.96,16016
16,17,296,66,22.3,220,74.32,5,1.69,5,1.69,16017
16,18,203,10,4.93,188,92.61,3,1.48,2,0.99,16018
16,19,156,6,3.85,147,94.23,2,1.28,1,0.64,16019
16,20,218,10,4.59,206,94.5,1,0.46,1,0.46,16020
16,21,204,29,14.22,169,82.84,4,1.96,2,0.98,16021
16,22,161,5,3.11,152,94.41,0,0.0,4,2.48,16022
16,23,211,26,12.32,177,83.89,4,1.9,4,1.9,16023
16,24,128,1,0.78,124,96.88,1,0.78,2,1.56,16024
16,25,170,6,3.53,163,95.88,0,0.0,1,0.59,16025
16,26,235,14,5.96,216,91.91,2,0.85,3,1.28,16026
16,27,234,6,2.56,224,95.73,2,0.85,2,0.85,16027
16,28,278,5,1.8,271,97.48,0,0.0,2,0.72,16028
16,29,105,5,4.76,100,95.24,0,0.0,0,0.0,16029
16,30,153,5,3.27,146,95.42,0,0.0,2,1.31,16030
