ward,precinct,total,Robin Kelly,Robin Kelly Percent,Clifford J. Eagleton,Clifford J. Eagleton Percent,Toi W. Hutchinson,Toi W. Hutchinson Percent,Anthony A. Beale,Anthony A. Beale Percent,Mel ''MR'' Reynolds,Mel ''MR'' Reynolds Percent,Victor Jonathan,Victor Jonathan Percent,Gregory Haynes,Gregory Haynes Percent,Charles Rayburn,Charles Rayburn Percent,John Blyth,John Blyth Percent,Ernest B. Fenton,Ernest B. Fenton Percent,Anthony W. Williams,Anthony W. Williams Percent,Fatimah N. Muhammad,Fatimah N. Muhammad Percent,Larry D. Pickens,Larry D. Pickens Percent,Deborah ''Debbie'' Halvorson,Deborah ''Debbie'' Halvorson Percent,O. Patrick Brutus,O. Patrick Brutus Percent,Joyce W. Washington,Joyce W. Washington Percent,precinct_id
10,7,51,25,49.02,0,0.0,1,1.96,5,9.8,2,3.92,0,0.0,0,0.0,0,0.0,1,1.96,1,1.96,0,0.0,0,0.0,0,0.0,14,27.45,0,0.0,2,3.92,10007
10,8,25,14,56.0,0,0.0,0,0.0,2,8.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,8.0,0,0.0,0,0.0,3,12.0,1,4.0,3,12.0,10008
10,9,102,22,21.57,1,0.98,1,0.98,4,3.92,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,71,69.61,2,1.96,1,0.98,10009
10,10,67,26,38.81,1,1.49,1,1.49,3,4.48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.49,0,0.0,34,50.75,1,1.49,0,0.0,10010
10,11,73,32,43.84,0,0.0,0,0.0,4,5.48,1,1.37,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.37,0,0.0,0,0.0,32,43.84,0,0.0,3,4.11,10011
10,12,34,9,26.47,0,0.0,1,2.94,5,14.71,0,0.0,0,0.0,0,0.0,0,0.0,1,2.94,0,0.0,0,0.0,0,0.0,0,0.0,18,52.94,0,0.0,0,0.0,10012
10,13,83,42,50.6,0,0.0,5,6.02,10,12.05,2,2.41,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22,26.51,1,1.2,1,1.2,10013
10,14,73,28,38.36,0,0.0,1,1.37,13,17.81,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30,41.1,1,1.37,0,0.0,10014
10,15,215,126,58.6,0,0.0,5,2.33,46,21.4,1,0.47,0,0.0,0,0.0,0,0.0,0,0.0,14,6.51,4,1.86,2,0.93,0,0.0,3,1.4,0,0.0,14,6.51,10015
10,16,55,14,25.45,0,0.0,4,7.27,3,5.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,3.64,1,1.82,1,1.82,27,49.09,0,0.0,3,5.45,10016
10,17,122,28,22.95,1,0.82,3,2.46,1,0.82,1,0.82,0,0.0,0,0.0,0,0.0,1,0.82,3,2.46,1,0.82,0,0.0,0,0.0,78,63.93,0,0.0,5,4.1,10017
10,18,31,13,41.94,1,3.23,2,6.45,9,29.03,0,0.0,0,0.0,1,3.23,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,12.9,0,0.0,1,3.23,10018
10,19,74,16,21.62,0,0.0,0,0.0,4,5.41,0,0.0,0,0.0,1,1.35,0,0.0,0,0.0,0,0.0,1,1.35,0,0.0,0,0.0,52,70.27,0,0.0,0,0.0,10019
10,20,97,25,25.77,1,1.03,1,1.03,10,10.31,0,0.0,1,1.03,0,0.0,0,0.0,0,0.0,1,1.03,0,0.0,0,0.0,1,1.03,56,57.73,0,0.0,1,1.03,10020
10,21,62,18,29.03,0,0.0,0,0.0,2,3.23,1,1.61,1,1.61,0,0.0,0,0.0,0,0.0,0,0.0,1,1.61,0,0.0,0,0.0,38,61.29,0,0.0,1,1.61,10021
10,22,27,9,33.33,0,0.0,0,0.0,4,14.81,1,3.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,48.15,0,0.0,0,0.0,10022
10,23,55,26,47.27,1,1.82,1,1.82,3,5.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24,43.64,0,0.0,0,0.0,10023
10,24,109,25,22.94,2,1.83,1,0.92,7,6.42,1,0.92,1,0.92,0,0.0,0,0.0,0,0.0,1,0.92,2,1.83,0,0.0,0,0.0,66,60.55,0,0.0,3,2.75,10024
10,25,28,15,53.57,0,0.0,0,0.0,3,10.71,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,32.14,0,0.0,1,3.57,10025
10,26,44,18,40.91,0,0.0,0,0.0,10,22.73,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15,34.09,0,0.0,1,2.27,10026
10,27,56,28,50.0,0,0.0,0,0.0,12,21.43,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.79,0,0.0,0,0.0,0,0.0,6,10.71,0,0.0,9,16.07,10027
10,28,57,21,36.84,0,0.0,3,5.26,8,14.04,0,0.0,0,0.0,0,0.0,1,1.75,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22,38.6,0,0.0,2,3.51,10028
10,29,41,8,19.51,0,0.0,0,0.0,7,17.07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23,56.1,0,0.0,3,7.32,10029
10,30,52,21,40.38,1,1.92,2,3.85,11,21.15,3,5.77,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.92,0,0.0,0,0.0,11,21.15,1,1.92,1,1.92,10030
10,31,32,18,56.25,0,0.0,1,3.13,3,9.38,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,31.25,0,0.0,0,0.0,10031
10,32,59,19,32.2,0,0.0,4,6.78,3,5.08,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,32,54.24,0,0.0,1,1.69,10032
10,33,44,16,36.36,1,2.27,0,0.0,6,13.64,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,4.55,0,0.0,0,0.0,0,0.0,18,40.91,0,0.0,1,2.27,10033
10,34,47,22,46.81,0,0.0,1,2.13,10,21.28,1,2.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,4.26,0,0.0,0,0.0,11,23.4,0,0.0,0,0.0,10034
10,35,113,25,22.12,0,0.0,0,0.0,7,6.19,0,0.0,0,0.0,0,0.0,1,0.88,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,79,69.91,0,0.0,1,0.88,10035
10,36,30,15,50.0,0,0.0,0,0.0,6,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,20.0,0,0.0,3,10.0,10036
34,2,29,21,72.41,0,0.0,1,3.45,6,20.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.45,0,0.0,0,0.0,34002
34,4,72,50,69.44,0,0.0,1,1.39,14,19.44,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.39,0,0.0,0,0.0,1,1.39,1,1.39,0,0.0,4,5.56,34004
34,18,76,43,56.58,1,1.32,0,0.0,26,34.21,1,1.32,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,6.58,34018
34,22,93,62,66.67,0,0.0,1,1.08,22,23.66,2,2.15,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,6.45,34022
34,23,88,59,67.05,0,0.0,0,0.0,18,20.45,1,1.14,0,0.0,0,0.0,0,0.0,0,0.0,1,1.14,2,2.27,0,0.0,0,0.0,1,1.14,0,0.0,6,6.82,34023
34,24,100,64,64.0,0,0.0,0,0.0,25,25.0,2,2.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,0,0.0,0,0.0,3,3.0,1,1.0,3,3.0,34024
34,27,107,53,49.53,0,0.0,0,0.0,40,37.38,1,0.93,0,0.0,0,0.0,0,0.0,0,0.0,3,2.8,4,3.74,0,0.0,0,0.0,1,0.93,0,0.0,5,4.67,34027
34,28,83,32,38.55,0,0.0,1,1.2,43,51.81,1,1.2,0,0.0,1,1.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.2,0,0.0,0,0.0,4,4.82,34028
34,30,128,78,60.94,0,0.0,0,0.0,36,28.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,7.81,1,0.78,0,0.0,0,0.0,1,0.78,0,0.0,2,1.56,34030
34,36,132,86,65.15,0,0.0,0,0.0,32,24.24,1,0.76,1,0.76,0,0.0,0,0.0,0,0.0,0,0.0,4,3.03,0,0.0,0,0.0,5,3.79,0,0.0,3,2.27,34036
34,37,58,22,37.93,0,0.0,3,5.17,23,39.66,1,1.72,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.72,0,0.0,8,13.79,34037
34,38,81,30,37.04,0,0.0,2,2.47,38,46.91,3,3.7,0,0.0,0,0.0,0,0.0,0,0.0,2,2.47,0,0.0,0,0.0,0,0.0,1,1.23,0,0.0,5,6.17,34038
34,39,73,37,50.68,0,0.0,1,1.37,26,35.62,1,1.37,0,0.0,0,0.0,0,0.0,0,0.0,4,5.48,1,1.37,0,0.0,0,0.0,2,2.74,0,0.0,1,1.37,34039
34,41,62,36,58.06,1,1.61,0,0.0,10,16.13,2,3.23,0,0.0,0,0.0,0,0.0,0,0.0,1,1.61,0,0.0,0,0.0,1,1.61,1,1.61,0,0.0,10,16.13,34041
34,53,56,39,69.64,0,0.0,0,0.0,10,17.86,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.79,0,0.0,0,0.0,2,3.57,0,0.0,4,7.14,34053
